Symbol,DB손해보험_시가(원),DB손해보험_종가(원),DB손해보험_거래량(주),DB손해보험_PER(IFRS-연결),DB손해보험_순매수수량(개인)(주),DB손해보험_순매수수량(기관계)(주),DB손해보험_순매수수량(외국인계)(주)
2009-12-09,34200.0,33900.0,286614.0,10.37,173636,-11963,-162273
2009-12-10,33900.0,33500.0,318868.0,10.25,133731,1450,-139091
2009-12-11,33800.0,34100.0,398210.0,10.43,66350,19650,-83351
2009-12-14,34500.0,33650.0,361321.0,10.29,193532,-120732,-84000
2009-12-15,33650.0,33050.0,403920.0,10.11,194302,-132772,-41730
2009-12-16,33150.0,32350.0,477405.0,9.89,294164,-60744,-220040
2009-12-17,32600.0,31700.0,482840.0,9.69,285168,-63829,-225809
2009-12-18,31600.0,31850.0,1633970.0,9.74,-897230,984670,-133130
2009-12-21,32200.0,32800.0,3258320.0,10.03,-1710019,1639392,49400
2009-12-22,33300.0,32700.0,619402.0,10.0,86452,34198,-61300
2009-12-23,33000.0,32400.0,576011.0,9.91,-7289,-2730,-12471
2009-12-24,32400.0,32450.0,409165.0,9.92,29086,-21956,-16660
2009-12-28,32100.0,31300.0,390268.0,9.57,123403,-47993,-70130
2009-12-29,31700.0,32500.0,422308.0,9.94,-126522,5467,102430
2009-12-30,32550.0,32400.0,218868.0,9.91,14276,-21168,13042
2010-01-04,32550.0,34200.0,668149.0,10.46,-195996,5556,196240
2010-01-05,34400.0,33600.0,608180.0,10.28,-69276,71816,-15070
2010-01-06,33850.0,35450.0,923511.0,10.84,-424137,76682,330805
2010-01-07,35200.0,35650.0,677936.0,10.9,-320257,-29079,340726
2010-01-08,35700.0,35300.0,598098.0,10.8,-124170,-121680,260040
2010-01-11,35400.0,35550.0,565655.0,10.87,-80189,-221191,304630
2010-01-12,35600.0,36100.0,382767.0,11.04,-113758,-64715,184490
2010-01-13,35900.0,36600.0,458476.0,11.19,-206004,24620,181428
2010-01-14,36850.0,37900.0,543312.0,11.59,-233220,-15280,259090
2010-01-15,37900.0,38150.0,610556.0,11.67,-197447,-141123,362320
2010-01-18,37600.0,36450.0,662806.0,11.15,47169,-327052,302723
2010-01-19,36600.0,35750.0,538433.0,10.93,95237,-93687,6160
2010-01-20,36000.0,33850.0,720275.0,10.35,340396,-219376,-130060
2010-01-21,33600.0,34400.0,774404.0,10.52,178210,-123949,-43030
2010-01-22,33500.0,34000.0,447795.0,10.4,64675,-31312,18537
2010-01-25,33200.0,33900.0,306939.0,10.37,39099,-5620,-36399
2010-01-26,33850.0,33700.0,475022.0,10.31,740,-56440,48260
2010-01-27,33700.0,34000.0,659582.0,10.4,-29479,-285310,334749
2010-01-28,34350.0,34500.0,428791.0,10.55,31591,-139841,128780
2010-01-29,33900.0,33550.0,383346.0,10.26,-67306,30676,58450
2010-02-01,33250.0,33450.0,284827.0,10.23,8052,-34420,20508
2010-02-02,33650.0,32000.0,263979.0,9.79,120566,-44556,-65600
2010-02-03,32300.0,31000.0,711003.0,9.48,313099,-212795,-100524
2010-02-04,31300.0,31550.0,298550.0,9.65,-13520,-6010,19430
2010-02-05,30300.0,31000.0,290691.0,9.48,-105166,14026,86510
2010-02-08,31300.0,30000.0,283211.0,9.17,55815,36620,-92735
2010-02-09,29500.0,29850.0,692106.0,9.13,101410,89760,-204400
2010-02-10,30200.0,29500.0,286984.0,9.02,68081,6901,-75612
2010-02-11,29600.0,30250.0,634924.0,9.25,56090,-133850,67700
2010-02-12,30300.0,30900.0,299806.0,9.45,-27126,78810,-50764
2010-02-16,30400.0,31000.0,146655.0,9.48,-13093,47623,-29010
2010-02-17,31300.0,31400.0,205558.0,9.6,-21901,43289,-20788
2010-02-18,31400.0,31700.0,252965.0,9.69,-67005,174235,-107570
2010-02-19,31350.0,32300.0,890040.0,9.88,-216043,609073,-397020
2010-02-22,32600.0,32350.0,362993.0,9.89,-17890,168910,-152910
2010-02-23,32500.0,32150.0,137972.0,9.83,-7572,32352,-27990
2010-02-24,31800.0,31650.0,142193.0,9.68,98,11672,-11760
2010-02-25,31700.0,31050.0,291348.0,9.5,27270,8560,-36630
2010-02-26,31000.0,31500.0,145751.0,9.63,-23668,40556,-25878
2010-03-02,31800.0,32350.0,655999.0,9.89,-72061,386420,-309819
2010-03-03,32350.0,32550.0,426512.0,9.95,80570,191995,-286880
2010-03-04,32450.0,31850.0,225907.0,9.74,86490,16440,-106150
2010-03-05,31700.0,31950.0,329001.0,9.77,83102,-10662,-71590
2010-03-08,32000.0,31950.0,259308.0,9.77,4430,22229,-43149
2010-03-09,32000.0,31900.0,256471.0,9.76,47859,-38489,-20510
2010-03-10,31900.0,31600.0,157428.0,9.66,55623,-39731,-14932
2010-03-11,31800.0,31900.0,197449.0,9.76,20129,-52330,27211
2010-03-12,31800.0,32500.0,247659.0,9.94,-43820,88090,-54000
2010-03-15,32350.0,31900.0,234124.0,9.76,-1250,77860,-73930
2010-03-16,31650.0,31850.0,195039.0,9.74,4315,12025,-14230
2010-03-17,31700.0,31200.0,461157.0,9.54,105001,-117681,27780
2010-03-18,31350.0,30800.0,415403.0,9.42,147632,-136642,-4830
2010-03-19,31050.0,31400.0,228888.0,9.6,-30593,-23587,35190
2010-03-22,31400.0,31600.0,265273.0,9.66,-106508,-85762,194640
2010-03-23,31600.0,32100.0,272018.0,9.82,-156275,-24165,168030
2010-03-24,32300.0,32500.0,457242.0,9.94,-168266,-25264,199280
2010-03-25,32450.0,32500.0,229921.0,9.94,-75643,-19690,96703
2010-03-26,32300.0,32900.0,329448.0,10.06,-60304,-22558,94262
2010-03-29,32550.0,32500.0,191329.0,9.94,193,-74623,81020
2010-03-30,32150.0,32300.0,227365.0,9.88,-26406,24496,2620
2010-03-31,32650.0,32300.0,203794.0,9.88,-45840,13810,32160
2010-04-01,32250.0,32800.0,223831.0,10.27,-17340,-32920,69470
2010-04-02,32600.0,32600.0,187010.0,10.2,7494,-46444,39040
2010-04-05,32600.0,32700.0,170401.0,10.24,-48543,-25817,76320
2010-04-06,32600.0,33150.0,310578.0,10.38,-62364,-15396,78670
2010-04-07,33100.0,33300.0,348668.0,10.42,-38840,31670,10170
2010-04-08,32950.0,33000.0,345870.0,10.33,-931,32411,-34830
2010-04-09,32600.0,31700.0,404871.0,9.92,156474,-123492,-20680
2010-04-12,31650.0,32200.0,233489.0,10.08,-2662,-14571,24643
2010-04-13,32000.0,31550.0,355435.0,9.88,28765,-237825,209380
2010-04-14,31800.0,33800.0,759458.0,10.58,-268245,191644,75500
2010-04-15,33900.0,35000.0,922795.0,10.95,-413484,228124,184290
2010-04-16,35000.0,34750.0,363840.0,10.88,30158,120192,-165180
2010-04-19,33750.0,34000.0,256368.0,10.64,6880,30970,-50430
2010-04-20,34050.0,33550.0,301743.0,10.5,47324,-82504,35440
2010-04-21,34000.0,33550.0,374238.0,10.5,132875,2395,-127690
2010-04-22,33750.0,35150.0,1169929.0,11.0,-228353,-332216,563459
2010-04-23,35400.0,36250.0,605829.0,11.35,-286011,154461,127690
2010-04-26,36700.0,36150.0,566446.0,11.31,-123670,-106650,247170
2010-04-27,36450.0,35200.0,476259.0,11.02,24633,-127954,103431
2010-04-28,34300.0,35300.0,178874.0,11.05,15432,-26462,12640
2010-04-29,35750.0,35450.0,290618.0,11.1,3656,47584,-54590
2010-04-30,35700.0,35300.0,351321.0,11.05,40640,75580,-199820
2010-05-03,35000.0,35900.0,236385.0,11.24,-42467,73027,-38120
2010-05-04,36000.0,36700.0,286641.0,11.49,-138150,19950,104880
2010-05-06,35700.0,35300.0,372862.0,11.05,52163,107036,-193919
2010-05-07,34000.0,35200.0,268699.0,11.02,-99644,42728,50136
2010-05-10,35700.0,35400.0,194608.0,11.08,-48223,-7897,64420
2010-05-11,35950.0,35700.0,327242.0,11.17,-22550,800,16680
2010-05-12,35850.0,34500.0,324892.0,10.8,67224,4876,-81740
2010-05-13,34850.0,36500.0,712658.0,11.42,-46206,124374,-64908
2010-05-14,36200.0,37950.0,552557.0,11.88,-196354,208138,-2164
2010-05-17,37400.0,36850.0,394287.0,11.53,45880,62250,-115430
2010-05-18,36800.0,34850.0,347841.0,10.91,135701,5049,-139890
2010-05-19,34450.0,33750.0,469971.0,10.56,133749,66345,-202134
2010-05-20,33200.0,32550.0,484137.0,10.19,110949,41201,-159640
2010-05-24,32050.0,32900.0,204223.0,10.3,-73130,67830,-2110
2010-05-25,32000.0,32000.0,493595.0,10.02,6408,146242,-169450
2010-05-26,31500.0,32900.0,512424.0,10.3,-47291,-10968,56609
2010-05-27,32100.0,33850.0,378566.0,10.6,-38215,112197,-110652
2010-05-28,33800.0,33450.0,421738.0,10.47,21795,5195,-37510
2010-05-31,33050.0,33100.0,251785.0,10.36,23249,-51081,28452
2010-06-01,33400.0,33250.0,333736.0,10.41,-27048,93433,-69875
2010-06-03,33700.0,34850.0,458181.0,10.91,-87158,-6058,91096
2010-06-04,34550.0,35250.0,335045.0,11.03,-86403,29123,58420
2010-06-07,34100.0,35000.0,275386.0,10.95,-65292,1042,66730
2010-06-08,34650.0,34550.0,282331.0,10.81,61034,-812,-59972
2010-06-09,34700.0,34550.0,159210.0,10.81,-4958,-19402,22920
2010-06-10,34900.0,35000.0,296186.0,10.95,-17880,-23290,38890
2010-06-11,35700.0,35300.0,282041.0,11.05,-28092,2061,23271
2010-06-14,35500.0,35400.0,211281.0,11.08,-23860,80159,-64639
2010-06-15,35400.0,35300.0,176503.0,11.05,48168,13191,-66519
2010-06-16,35500.0,35900.0,252017.0,11.24,-6529,87068,-88209
2010-06-17,35900.0,35000.0,158491.0,10.95,20627,-1190,-19477
2010-06-18,34900.0,35200.0,164932.0,11.02,23024,-2799,-18905
2010-06-21,35250.0,36350.0,339771.0,11.38,2236,8420,-22436
2010-06-22,35950.0,36150.0,324523.0,11.31,-733,-18083,6
2010-06-23,35750.0,36400.0,195107.0,11.39,-20051,62483,-46242
2010-06-24,36350.0,36600.0,217500.0,11.46,-26672,64992,-60970
2010-06-25,35800.0,37000.0,387228.0,11.58,-30153,132218,-82395
2010-06-28,37150.0,37000.0,201639.0,11.58,-5888,76158,-102240
2010-06-29,36700.0,36750.0,289524.0,11.5,-81539,11269,39920
2010-06-30,35650.0,35500.0,378461.0,11.11,109539,73045,-188824
2010-07-01,35300.0,36000.0,301366.0,11.27,-89898,54660,39458
2010-07-02,36000.0,37450.0,619329.0,11.72,-236903,100893,142760
2010-07-05,37500.0,39050.0,598832.0,12.22,-245356,91896,196490
2010-07-06,38750.0,38450.0,388730.0,12.03,-51230,68095,-10165
2010-07-07,39000.0,38900.0,364907.0,12.18,-73073,98383,-28720
2010-07-08,39450.0,39100.0,291941.0,12.24,-872,4510,-5748
2010-07-09,39600.0,37450.0,605793.0,11.72,121679,-42589,-84240
2010-07-12,37950.0,37600.0,464327.0,11.77,-46547,33858,28669
2010-07-13,38000.0,37050.0,322744.0,11.6,18220,-17642,38102
2010-07-14,37300.0,37200.0,384582.0,11.64,80808,-114148,44500
2010-07-15,37500.0,37550.0,382374.0,11.75,42723,-31733,-22200
2010-07-16,37850.0,36500.0,282258.0,11.42,39263,-38134,6993
2010-07-19,35950.0,36550.0,116752.0,11.44,32461,-15313,-18830
2010-07-20,37000.0,36750.0,180564.0,11.5,-2538,-50962,58540
2010-07-21,37000.0,37050.0,170086.0,11.6,-28215,-73495,101750
2010-07-22,37000.0,36800.0,174799.0,11.52,-11780,-55780,73060
2010-07-23,37050.0,37800.0,241380.0,11.83,-298,-54191,69919
2010-07-26,38150.0,38000.0,177511.0,11.89,9658,-45458,35080
2010-07-27,38350.0,38000.0,210385.0,11.89,-15080,-93339,111090
2010-07-28,38200.0,37950.0,158081.0,11.88,8296,-93876,90540
2010-07-29,37950.0,38500.0,296443.0,12.05,5327,-100665,95708
2010-07-30,38600.0,36800.0,268113.0,11.52,-89550,-22580,102140
2010-08-02,36950.0,36050.0,623139.0,11.28,237058,-408708,197260
2010-08-03,36300.0,36300.0,239511.0,11.36,43097,-82287,44710
2010-08-04,36800.0,35050.0,581617.0,10.97,261453,-264113,3060
2010-08-05,35100.0,34950.0,231965.0,10.94,29778,-82030,50392
2010-08-06,35050.0,35750.0,216993.0,11.19,38820,-37190,10540
2010-08-09,35750.0,36650.0,191886.0,11.47,-91480,98920,-7200
2010-08-10,36350.0,36100.0,204265.0,11.3,-24255,-9759,34064
2010-08-11,36400.0,36100.0,175094.0,11.3,-5620,-26850,33450
2010-08-12,35250.0,34500.0,367857.0,10.8,132599,-133352,8683
2010-08-13,34800.0,34850.0,167689.0,10.91,4442,5773,-3810
2010-08-16,34900.0,34900.0,124785.0,10.92,15980,-47440,31800
2010-08-17,34750.0,35350.0,152872.0,11.06,-6587,-12983,10030
2010-08-18,35350.0,35400.0,127940.0,11.08,6301,-10321,5930
2010-08-19,35300.0,35450.0,140242.0,11.1,36343,-34703,-6650
2010-08-20,35100.0,35300.0,164173.0,11.05,-6849,-61061,73640
2010-08-23,35300.0,33350.0,329722.0,10.44,192800,-137400,-50370
2010-08-24,33600.0,34150.0,178230.0,10.69,-47453,-30097,68100
2010-08-25,33500.0,33300.0,142963.0,10.42,19757,-44107,25700
2010-08-26,33200.0,32600.0,125610.0,10.2,43643,-53909,9766
2010-08-27,32600.0,32150.0,107738.0,10.06,37658,-61058,23240
2010-08-30,32550.0,33400.0,152172.0,10.45,-10617,5367,4310
2010-08-31,32950.0,33750.0,151330.0,10.56,-6530,-36610,43140
2010-09-01,33850.0,33650.0,158701.0,10.53,37311,-62641,39770
2010-09-02,33950.0,34000.0,271917.0,10.64,-14497,-76763,103410
2010-09-03,34250.0,35050.0,199153.0,10.97,-89564,42784,48640
2010-09-06,35400.0,35850.0,265482.0,11.22,-165243,158063,10220
2010-09-07,36000.0,35850.0,91189.0,11.22,-16192,20714,-3392
2010-09-08,36100.0,35600.0,222969.0,11.14,19477,-34847,15390
2010-09-09,35650.0,34700.0,304997.0,10.86,1769,-11379,21370
2010-09-10,34900.0,33600.0,435362.0,10.52,228161,-262751,45730
2010-09-13,33900.0,33600.0,251351.0,10.52,100253,-107328,8575
2010-09-14,34000.0,34650.0,452885.0,10.85,-87139,-462,91605
2010-09-15,34800.0,35000.0,349057.0,10.95,-38297,-8243,36830
2010-09-16,35000.0,35000.0,356146.0,10.95,-86697,97167,-4200
2010-09-17,34900.0,36350.0,518649.0,11.38,-246640,216130,26890
2010-09-20,36350.0,36750.0,279148.0,11.5,-63460,47370,13710
2010-09-24,36750.0,37300.0,532937.0,11.67,-174947,127767,-730
2010-09-27,37300.0,36550.0,250442.0,11.44,31202,-18882,-15100
2010-09-28,36350.0,35550.0,248946.0,11.13,89831,-76961,-2600
2010-09-29,35700.0,35700.0,631228.0,11.17,176744,-18605,-170750
2010-09-30,35650.0,35250.0,473509.0,11.03,171161,-84252,-83539
2010-10-01,35350.0,36500.0,514261.0,11.42,-72284,56854,26290
2010-10-04,37000.0,37400.0,697762.0,11.71,-246726,213896,18500
2010-10-05,37550.0,37750.0,450214.0,11.82,-136154,138823,-6369
2010-10-06,38200.0,37600.0,300480.0,11.77,-298,-36506,40464
2010-10-07,37350.0,37000.0,224989.0,11.58,5245,28155,-51190
2010-10-08,37000.0,37250.0,245547.0,11.66,74267,-1144,-75623
2010-10-11,37250.0,37500.0,200449.0,11.74,-31742,50989,-32777
2010-10-12,37200.0,36950.0,159889.0,11.57,-9942,44686,-35044
2010-10-13,37300.0,37250.0,566532.0,11.66,63443,86617,-160410
2010-10-14,37250.0,36300.0,453712.0,11.36,58064,-69494,13970
2010-10-15,36200.0,35650.0,390836.0,11.16,154367,-2151,-158716
2010-10-18,35600.0,35300.0,123225.0,11.05,24674,11901,-37025
2010-10-19,35650.0,35200.0,271657.0,11.02,-78079,36359,46380
2010-10-20,35850.0,37150.0,626095.0,11.63,-272814,302994,-32150
2010-10-21,37300.0,37550.0,384304.0,11.75,-211607,237819,-25612
2010-10-22,37800.0,37650.0,206909.0,11.78,-59870,114376,-53956
2010-10-25,37500.0,39000.0,352916.0,12.21,-202654,179304,22800
2010-10-26,38800.0,39450.0,376773.0,12.35,-148888,131412,-4724
2010-10-27,39300.0,39750.0,423183.0,12.44,-161782,226122,-62450
2010-10-28,39400.0,40000.0,240395.0,12.52,-74200,146680,-76800
2010-10-29,39800.0,39700.0,321783.0,12.43,-52400,121940,-55830
2010-11-01,39800.0,40200.0,372955.0,12.58,-40892,232524,-194092
2010-11-02,39650.0,40600.0,182187.0,12.71,-45849,28231,6150
2010-11-03,41500.0,42200.0,605589.0,13.21,50123,24367,-70960
2010-11-04,42100.0,41850.0,237044.0,13.1,41162,-23029,-15653
2010-11-05,42400.0,41700.0,167389.0,13.05,-10746,-53660,66936
2010-11-08,41200.0,40800.0,263308.0,12.77,36713,40287,-79640
2010-11-09,41250.0,41700.0,271188.0,13.05,-161,16781,-10780
2010-11-10,41250.0,41700.0,84586.0,13.05,1743,5047,-5340
2010-11-11,42950.0,42150.0,372838.0,13.19,-36436,-165230,204156
2010-11-12,41650.0,40750.0,320024.0,12.75,80227,-22140,-56987
2010-11-15,41050.0,41450.0,302557.0,12.97,-27757,78255,-61988
2010-11-16,42000.0,40000.0,426634.0,12.52,15656,-73896,52420
2010-11-17,39100.0,41150.0,193742.0,12.88,-95610,49250,48960
2010-11-18,41400.0,41650.0,201353.0,13.04,-38447,-3993,38900
2010-11-19,41400.0,41200.0,146937.0,12.9,20513,-47643,43200
2010-11-22,41200.0,39750.0,268092.0,12.44,117365,-135905,20970
2010-11-23,39550.0,38800.0,248323.0,12.14,61075,-61615,6630
2010-11-24,37400.0,38700.0,157376.0,12.11,-4173,-10577,14540
2010-11-25,38950.0,38300.0,126704.0,11.99,33128,-36278,1910
2010-11-26,38350.0,38200.0,99165.0,11.96,-15454,16386,-3340
2010-11-29,37750.0,38200.0,201541.0,11.96,35912,38428,-72050
2010-11-30,38150.0,38250.0,198780.0,11.97,-7050,78067,-70797
2010-12-01,38800.0,39150.0,199026.0,12.25,-23073,65462,-46290
2010-12-02,39400.0,38650.0,155602.0,12.1,47236,-25356,-29220
2010-12-03,38850.0,38000.0,108790.0,11.89,47366,-41946,-3670
2010-12-06,38000.0,38250.0,122084.0,11.97,18363,-13883,480
2010-12-07,37950.0,38350.0,117835.0,12.0,-17015,32425,-12270
2010-12-08,38700.0,39450.0,278572.0,12.35,-123705,33855,77250
2010-12-09,39700.0,39800.0,278675.0,12.46,-133689,168508,-41149
2010-12-10,39700.0,40550.0,175669.0,12.69,-7331,17201,-8380
2010-12-13,40550.0,41350.0,200995.0,12.94,-83451,108311,-27860
2010-12-14,41900.0,40450.0,180656.0,12.66,26283,-13963,-11840
2010-12-15,40100.0,41850.0,185439.0,13.1,-42818,37368,-7700
2010-12-16,41650.0,40900.0,142246.0,12.8,22196,17557,-50833
2010-12-17,40900.0,41700.0,316255.0,13.05,20405,44133,-59558
2010-12-20,41000.0,42850.0,324926.0,13.41,-86549,54379,29930
2010-12-21,43400.0,42800.0,277437.0,13.4,90325,-130786,40721
2010-12-22,42350.0,40950.0,392560.0,12.82,154089,-120462,-21490
2010-12-23,41250.0,40800.0,422368.0,12.77,105722,-97344,-1040
2010-12-24,41000.0,41850.0,472694.0,13.1,-45116,40062,13550
2010-12-27,42250.0,42300.0,329778.0,13.24,-37225,20425,6460
2010-12-28,42300.0,41300.0,225528.0,12.93,52342,-35185,4300
2010-12-29,41700.0,42150.0,234952.0,13.19,6754,-19913,690
2010-12-30,42450.0,45000.0,1020908.0,14.08,-204254,-123793,307901
2011-01-03,45200.0,45300.0,282530.0,14.18,-18682,-5574,15570
2011-01-04,45200.0,45600.0,271654.0,14.27,-16799,-77305,104464
2011-01-05,46300.0,45150.0,260805.0,14.13,-29611,-92599,114560
2011-01-06,45150.0,44500.0,174582.0,13.93,10609,-19149,12910
2011-01-07,44500.0,44950.0,236216.0,14.07,5453,38697,-43150
2011-01-10,44850.0,45500.0,489292.0,14.24,6861,-48171,36500
2011-01-11,45300.0,45650.0,198081.0,14.29,-43980,7650,35780
2011-01-12,45650.0,44650.0,202791.0,13.98,28671,-73441,55550
2011-01-13,45100.0,45250.0,330299.0,14.16,-9330,-53521,67481
2011-01-14,45600.0,45700.0,190818.0,14.3,-22856,-16404,40050
2011-01-17,46150.0,45400.0,214866.0,14.21,36652,-101123,71471
2011-01-18,45200.0,45000.0,229858.0,14.08,5614,-75644,69810
2011-01-19,45500.0,46700.0,375868.0,14.62,-63979,59619,-770
2011-01-20,46950.0,47350.0,333717.0,14.82,-47032,-93178,138050
2011-01-21,47650.0,46500.0,212137.0,14.55,-37147,5087,31430
2011-01-24,46800.0,45450.0,197334.0,14.23,61907,-36416,-26040
2011-01-25,45950.0,44850.0,143178.0,14.04,20998,-6406,-28660
2011-01-26,45000.0,45650.0,112922.0,14.29,-19597,-2378,23995
2011-01-27,45700.0,46250.0,130309.0,14.48,9221,-14951,4070
2011-01-28,46400.0,44850.0,205514.0,14.04,41164,28126,-50600
2011-01-31,44200.0,45400.0,351001.0,14.21,1435,100925,-103500
2011-02-01,45450.0,46500.0,392107.0,14.55,-88368,89418,60
2011-02-07,47800.0,47400.0,271395.0,14.84,-21948,-643,12981
2011-02-08,48000.0,47350.0,146859.0,14.82,-39457,-11933,34170
2011-02-09,46850.0,46800.0,112014.0,14.65,15525,9635,-24820
2011-02-10,46600.0,46400.0,179362.0,14.52,-12869,41813,-27234
2011-02-11,46400.0,45100.0,210768.0,14.12,-21062,20049,10620
2011-02-14,45250.0,46050.0,118290.0,14.41,-949,13089,-10110
2011-02-15,46100.0,44950.0,79434.0,14.07,7356,-21826,15830
2011-02-16,44950.0,42850.0,318252.0,13.41,147765,-79735,-70990
2011-02-17,42950.0,42900.0,283105.0,13.43,22488,-39902,9060
2011-02-18,43500.0,43550.0,176480.0,13.63,4858,-88755,83397
2011-02-21,43900.0,44600.0,116975.0,13.96,-26254,-15576,42830
2011-02-22,43900.0,45950.0,237117.0,14.38,-82146,57426,25720
2011-02-23,46100.0,45950.0,180327.0,14.38,17259,-34961,20778
2011-02-24,45600.0,45300.0,113326.0,14.18,-9682,-12078,19020
2011-02-25,45000.0,46300.0,164668.0,14.49,-22644,40894,-20250
2011-02-28,46000.0,45800.0,195062.0,14.34,32606,-26576,7520
2011-03-02,44800.0,46300.0,191568.0,14.49,-38232,-3052,40794
2011-03-03,46650.0,46400.0,108566.0,14.52,-318,35858,-32540
2011-03-04,46900.0,46400.0,157907.0,14.52,40935,-41935,-720
2011-03-07,46500.0,46050.0,92740.0,14.41,18540,-21010,2740
2011-03-08,46500.0,47750.0,240098.0,14.95,-89947,64246,30930
2011-03-09,48150.0,48100.0,212886.0,15.06,-43910,-5022,41322
2011-03-10,47550.0,47450.0,200143.0,14.85,-55718,71689,-32860
2011-03-11,47050.0,48000.0,157213.0,15.02,-13299,-17144,18263
2011-03-14,46550.0,47000.0,190618.0,14.71,14363,19297,-36290
2011-03-15,47100.0,47300.0,283585.0,14.8,-43990,35590,2180
2011-03-16,46500.0,46450.0,360100.0,14.54,63434,-120929,51630
2011-03-17,45000.0,45000.0,232066.0,14.08,63268,-120628,56110
2011-03-18,45100.0,45200.0,223145.0,14.15,31586,-5765,-25821
2011-03-21,45200.0,45350.0,116849.0,14.19,42588,-46208,3620
2011-03-22,45550.0,45350.0,120001.0,14.19,14140,-62740,48600
2011-03-23,45350.0,46000.0,120162.0,14.4,-11318,-15232,27010
2011-03-24,46150.0,45600.0,137797.0,14.27,41949,-40052,-370
2011-03-25,45800.0,45350.0,258383.0,14.19,95171,-1091,-94130
2011-03-28,45300.0,45350.0,181929.0,14.19,4401,-50291,45890
2011-03-29,45350.0,46500.0,211207.0,14.55,-93156,-6274,100430
2011-03-30,46400.0,47100.0,176744.0,14.74,-100826,23166,77910
2011-03-31,47900.0,50100.0,483797.0,15.68,-210081,33935,172606
2011-04-01,50300.0,51600.0,619875.0,23.6,-71400,-131091,211800
2011-04-04,51000.0,51200.0,266155.0,23.42,-41540,-85439,129246
2011-04-05,51400.0,50000.0,243093.0,22.87,44881,-49674,12483
2011-04-06,50000.0,50500.0,137946.0,23.1,-3894,-45256,62683
2011-04-07,50500.0,50700.0,159975.0,23.19,3141,-11671,33596
2011-04-08,50700.0,49250.0,219938.0,22.52,83808,-94828,11050
2011-04-11,49500.0,47100.0,318267.0,21.54,166720,-180072,55352
2011-04-12,47400.0,47200.0,243064.0,21.59,26111,-136115,112034
2011-04-13,47800.0,49400.0,228194.0,22.59,-78413,27043,49890
2011-04-14,49200.0,49150.0,247816.0,22.48,54554,-1730,-60284
2011-04-15,48800.0,49400.0,191958.0,22.59,-33349,59329,-24940
2011-04-18,49400.0,47650.0,283653.0,21.79,77652,-135254,65882
2011-04-19,47650.0,47200.0,142038.0,21.59,32487,-45238,12381
2011-04-20,47550.0,48300.0,214179.0,22.09,-13637,29683,-11596
2011-04-21,48200.0,46000.0,440664.0,21.04,235798,-206838,-27600
2011-04-22,46500.0,46900.0,178045.0,21.45,7828,-24286,13480
2011-04-25,46950.0,47250.0,119927.0,21.61,-34814,-18936,54250
2011-04-26,47500.0,49450.0,346645.0,22.62,-91287,32532,69485
2011-04-27,49650.0,50900.0,387029.0,23.28,-140595,48345,94670
2011-04-28,50900.0,49900.0,209070.0,22.82,-7191,24082,-21008
2011-04-29,50300.0,51000.0,227795.0,23.33,-18776,24619,-11273
2011-05-02,51500.0,51500.0,138105.0,23.55,-54551,38753,9146
2011-05-03,51400.0,51500.0,127635.0,23.55,-11012,-38655,52407
2011-05-04,51900.0,50600.0,123234.0,23.14,-6755,6928,13121
2011-05-06,50800.0,49600.0,201640.0,22.68,-10049,-74005,94583
2011-05-09,49700.0,48600.0,136316.0,22.23,32207,-49290,21073
2011-05-11,48650.0,50300.0,234122.0,23.01,-15559,-84761,107560
2011-05-12,49550.0,48800.0,216886.0,22.32,52006,-113422,61416
2011-05-13,49350.0,47850.0,478877.0,21.88,64554,-181624,122770
2011-05-16,47400.0,47700.0,166679.0,21.82,-24084,-64621,84630
2011-05-17,48700.0,48300.0,196476.0,22.09,-43551,-22664,71715
2011-05-18,48700.0,48200.0,204997.0,22.04,34604,-81574,51650
2011-05-19,48200.0,45800.0,202216.0,20.95,51605,-36113,-12392
2011-05-20,46000.0,46300.0,189209.0,21.18,36046,-75616,41550
2011-05-23,46100.0,46000.0,170189.0,21.04,-37653,29330,13120
2011-05-24,46050.0,47600.0,176979.0,21.77,-49130,22130,27310
2011-05-25,48050.0,46800.0,152298.0,21.4,140,-54670,76330
2011-05-26,47350.0,47550.0,240869.0,21.75,-1949,-94011,79340
2011-05-27,48050.0,49900.0,320483.0,22.82,-146914,-47906,188270
2011-05-30,50300.0,50000.0,144492.0,22.87,-38587,-28243,69820
2011-05-31,50100.0,51300.0,223289.0,23.46,-71171,381,83556
2011-06-01,50600.0,51700.0,324778.0,23.65,-17723,37214,-20991
2011-06-02,49350.0,51000.0,121933.0,23.33,-21558,45899,-43321
2011-06-03,51300.0,51100.0,85580.0,23.37,-37673,1522,31481
2011-06-07,50300.0,52000.0,202306.0,23.78,-30929,39160,1769
2011-06-08,51900.0,51400.0,166877.0,23.51,-14209,-14981,26471
2011-06-09,51400.0,51400.0,84498.0,23.51,-42982,11122,31302
2011-06-10,51500.0,51600.0,205010.0,23.6,-51115,-1550,56566
2011-06-13,49800.0,51200.0,126077.0,23.42,-8676,-2194,10870
2011-06-14,51000.0,50000.0,80457.0,22.87,23764,-27994,4571
2011-06-15,50600.0,50000.0,120956.0,22.87,9139,-22149,10510
2011-06-16,50200.0,49300.0,134440.0,22.55,6802,-3698,-3204
2011-06-17,49400.0,48200.0,128889.0,22.04,2603,30960,-36413
2011-06-20,48700.0,49900.0,138494.0,22.82,-22193,38975,-21922
