Symbol,DB손해보험_시가(원),DB손해보험_종가(원),DB손해보험_거래량(주),DB손해보험_PER(IFRS-연결),DB손해보험_순매수수량(개인)(주),DB손해보험_순매수수량(기관계)(주),DB손해보험_순매수수량(외국인계)(주)
2000-01-04,2850,3275,493520,4.69,20000,-20000,0
2000-01-05,3500,3540,874340,5.07,49520,-36920,20
2000-01-06,3535,3330,366870,4.77,-40270,40270,0
2000-01-07,3500,3515,670490,5.03,-190910,33360,164550
2000-01-10,3750,4040,752080,5.78,-58390,44660,0
2000-01-11,4200,4000,2003710,5.72,-137070,157070,-15000
2000-01-12,4000,4040,595940,5.78,-123940,128930,10
2000-01-13,4020,4040,1264250,5.78,-27000,33000,0
2000-01-14,4120,3810,501920,5.45,-540,500,40
2000-01-17,3750,3750,475500,5.37,-50030,50000,30
2000-01-18,3700,3600,410860,5.15,26970,-20000,30
2000-01-19,3500,3350,403020,4.79,-60000,50000,10000
2000-01-20,3200,3550,672770,5.08,-107750,107660,90
2000-01-21,3360,3430,318640,4.91,9750,4940,-100
2000-01-24,3320,3490,233950,4.99,-50000,50000,0
2000-01-25,3400,3390,240690,4.85,-53970,54070,-100
2000-01-26,3450,3350,620640,4.79,207070,-207070,0
2000-01-27,3410,3730,887970,5.34,-70000,70000,0
2000-01-28,3730,3780,1382940,5.41,-115000,-130000,245000
2000-01-31,3780,3940,1189650,5.64,-274460,15000,259460
2000-02-01,4100,3920,760120,5.61,4960,0,-4960
2000-02-02,3870,4000,809020,5.72,-210620,210620,0
2000-02-03,4100,4200,1365080,6.01,-325480,252830,22650
2000-02-07,4050,4040,1600570,5.78,-160000,140000,0
2000-02-08,3950,3740,713650,5.35,50000,-50000,0
2000-02-09,3825,3700,502930,5.3,141680,-141680,0
2000-02-10,3550,3480,479380,4.98,85820,-85820,0
2000-02-11,3450,3390,646690,4.85,310030,-145590,50
2000-02-14,3500,3400,688890,4.87,-57230,-93020,150250
2000-02-15,3555,3550,800930,5.08,40000,-40000,0
2000-02-16,3800,4050,4248850,5.8,-447810,-29090,476900
2000-02-17,3950,3695,1036170,5.29,35000,20000,-55000
2000-02-18,3610,3510,889200,5.02,109960,-110010,50
2000-02-21,3350,3420,546170,4.89,0,0,0
2000-02-22,3500,3430,528270,4.91,-13590,13590,0
2000-02-23,3450,3750,1183280,5.37,-16130,5330,0
2000-02-24,3800,3500,576360,5.01,0,0,0
2000-02-25,3400,3400,477860,4.87,0,0,0
2000-02-28,3400,3360,431490,4.81,900,0,0
2000-02-29,3370,3320,421030,4.75,0,0,0
2000-03-02,3250,3380,482750,4.84,39850,-40000,150
2000-03-03,3350,3270,441170,4.68,340,-1840,1500
2000-03-06,3220,3410,719860,4.88,98060,-98160,0
2000-03-07,3590,3390,988430,4.85,100000,-100000,0
2000-03-08,3320,3335,542090,4.77,400,0,-400
2000-03-09,3335,3340,533170,4.78,29940,-19940,0
2000-03-10,3320,3260,477260,4.67,-3000,0,0
2000-03-13,3260,3300,909230,4.72,-39820,39320,500
2000-03-14,3380,3215,586600,4.6,0,0,0
2000-03-15,3215,3080,461130,4.41,-7000,10000,0
2000-03-16,3110,3010,446890,4.31,-360,0,200
2000-03-17,3120,3140,1029720,4.49,160,0,0
2000-03-20,3240,3100,387370,4.44,0,0,0
2000-03-21,3150,3050,495010,4.37,0,0,0
2000-03-22,3050,3080,568500,4.41,100000,-100000,0
2000-03-23,3050,3010,520070,4.31,-60500,60000,500
2000-03-24,3010,2970,451110,4.25,54160,-54660,500
2000-03-27,2970,3100,885770,4.44,1700,-2200,500
2000-03-28,3085,3000,423270,4.29,2170,-2170,0
2000-03-29,2910,2855,448740,4.09,49500,-49600,100
2000-03-30,2800,2600,455350,3.72,19830,0,0
2000-03-31,2630,2600,399850,3.72,97000,-100000,0
2000-04-03,2410,2250,356800,1.89,2170,0,0
2000-04-04,2060,2180,322130,1.83,430,0,0
2000-04-06,2090,2010,334690,1.69,53220,-52670,0
2000-04-07,2000,2045,582830,1.72,118240,-118240,0
2000-04-10,2000,2230,658330,1.88,4890,-5000,0
2000-04-11,2230,2060,322090,1.73,-3110,0,0
2000-04-12,2060,2240,618380,1.88,1170,0,0
2000-04-14,2240,2500,854410,2.1,-99950,100000,0
2000-04-17,2300,2125,646920,1.79,100000,-100000,0
2000-04-18,2380,2300,1108430,1.93,0,0,0
2000-04-19,2310,2170,482600,1.82,-6830,0,2000
2000-04-20,2100,2170,167290,1.82,0,0,0
2000-04-21,2170,2160,228890,1.82,4520,-5000,0
2000-04-24,2200,2085,192310,1.75,-7800,5000,0
2000-04-25,2075,2020,239340,1.7,-2260,0,0
2000-04-26,2020,1910,208550,1.61,490,0,0
2000-04-27,1820,1850,440030,1.56,1480,0,-4500
2000-04-28,1900,1960,410230,1.65,20000,-20000,0
2000-05-02,1940,1870,400440,1.57,64000,-65000,0
2000-05-03,1860,1880,264570,1.58,-4300,0,0
2000-05-04,1860,1890,252760,1.59,570,0,0
2000-05-08,1900,1900,338400,1.6,1800,0,0
2000-05-09,1880,1855,152440,1.56,630,0,0
2000-05-10,1855,1855,161560,1.56,-1190,0,0
2000-05-12,1860,1810,186750,1.52,-13270,0,0
2000-05-15,1770,1650,182010,1.39,4220,0,100
2000-05-16,1650,1580,150600,1.33,-800,0,600
2000-05-17,1560,1345,225160,1.13,-110,0,100
2000-05-18,1300,1400,299190,1.18,-100,0,100
2000-05-19,1480,1460,335450,1.23,0,0,0
2000-05-22,1460,1400,297330,1.18,250,0,0
2000-05-23,1370,1400,537580,1.18,99970,-100000,0
2000-05-24,1405,1610,896380,1.35,150260,-200030,0
2000-05-25,1700,1810,1258540,1.52,170000,-200000,30000
2000-05-26,1650,1540,620130,1.29,154430,-120350,15920
2000-05-29,1540,1770,1003590,1.49,32710,-32710,0
2000-05-30,1950,1950,2185310,1.64,8300,0,-8300
2000-05-31,1990,1990,3057310,1.67,755450,0,-766400
2000-06-01,1980,1780,889700,1.5,-1320,0,160
2000-06-02,1830,1900,1434930,1.6,15110,0,-13000
2000-06-05,2150,2025,3482380,1.7,1127510,0,-1127510
2000-06-07,2050,2050,2583690,1.72,-400790,397360,-570
2000-06-08,2090,1980,1113770,1.66,-268170,268470,-300
2000-06-09,2050,2190,2586350,1.84,-48200,60000,200
2000-06-12,2250,2100,1464880,1.77,-202400,200000,0
2000-06-13,2100,1930,730430,1.62,-150000,150000,0
2000-06-14,1930,1870,590640,1.57,-150000,150000,0
2000-06-15,1870,1800,573580,1.51,-150000,150000,0
2000-06-16,1800,1800,333420,1.51,-33570,33570,0
2000-06-19,1805,1800,501060,1.51,-45310,45310,0
2000-06-20,1850,2010,505160,1.69,730,-2430,200
2000-06-21,2010,1910,1399030,1.61,-123300,125000,-200
2000-06-22,1910,1910,618770,1.61,-200000,200000,0
2000-06-23,1910,1910,318370,1.61,-151450,151430,20
2000-06-26,1920,1975,295690,1.66,0,0,0
2000-06-27,2010,2120,981840,1.78,-14800,0,15800
2000-06-28,2140,2120,2124460,1.78,-39720,56720,-16000
2000-06-29,2150,2045,845550,1.72,-200700,199700,0
2000-06-30,2060,2075,560640,1.74,-46040,47440,0
2000-07-03,2150,2210,966440,1.86,-158390,140390,18000
2000-07-04,2220,2540,5175910,2.14,86070,-98300,-620
2000-07-05,2590,2590,5588920,2.18,-846600,775800,84000
2000-07-06,2650,2700,3609680,2.27,-322440,300000,5440
2000-07-07,2700,2685,1661240,2.26,-174520,179960,-5440
2000-07-10,2780,3075,1832300,2.59,-669450,496650,0
2000-07-11,3140,2900,2207790,2.44,-276500,230910,1040
2000-07-12,2900,2750,793660,2.31,-240060,99300,140260
2000-07-13,2640,2800,924980,2.35,-50200,98300,-600
2000-07-14,2660,2800,676560,2.35,-143280,148980,300
2000-07-18,2750,2600,509490,2.19,-165650,0,165650
2000-07-19,2580,2650,4134210,2.23,173720,-173720,0
2000-07-20,2750,2565,2776850,2.16,77330,70000,-89600
2000-07-21,2600,2570,847980,2.16,-218800,199970,0
2000-07-24,2520,2220,589900,1.87,-6400,4000,0
2000-07-25,2070,2230,710550,1.88,143000,-140000,0
2000-07-26,2300,2210,334350,1.86,5210,0,290
2000-07-27,2150,2200,380450,1.85,-202440,202730,-290
2000-07-28,2150,2185,373980,1.84,-101000,0,101000
2000-07-31,2100,2195,629000,1.85,0,0,0
2000-08-01,2155,2270,390130,1.91,40,-40,0
2000-08-02,2300,2280,761000,1.92,-49510,-78490,128000
2000-08-03,2300,2250,284910,1.89,0,0,0
2000-08-04,2250,2205,222300,1.85,-500,0,500
2000-08-07,2175,2090,210650,1.76,0,0,0
2000-08-08,2070,2060,257090,1.73,0,0,0
2000-08-09,2060,2140,341440,1.8,0,0,0
2000-08-10,2100,2195,507620,1.85,3500,-3500,0
2000-08-11,2195,2170,259280,1.82,-4500,5000,-500
2000-08-14,2250,2240,318980,1.88,5000,-5000,0
2000-08-16,2200,2260,172630,1.9,0,0,0
2000-08-17,2260,2265,307680,1.9,-87090,86550,540
2000-08-18,2280,2205,163810,1.85,-60,0,60
2000-08-21,2250,2200,133750,1.85,-100,0,100
2000-08-22,2200,2210,124490,1.86,0,0,0
2000-08-23,2210,2130,158240,1.79,0,0,0
2000-08-24,2030,2070,155300,1.74,0,0,0
2000-08-25,2100,2110,107760,1.77,0,0,0
2000-08-28,2050,2110,160990,1.77,0,0,0
2000-08-29,2120,2130,134920,1.79,0,0,0
2000-08-30,2090,2055,258250,1.73,149800,-150000,200
2000-08-31,2100,2005,232980,1.69,-5060,0,100
2000-09-01,2030,1965,277650,1.65,135000,-10000,-128000
2000-09-04,1985,2045,397140,1.72,-162960,169960,0
2000-09-05,2080,2130,289720,1.79,-142440,143600,-200
2000-09-06,2100,2240,1064190,1.88,-248560,247920,200
2000-09-07,2250,2300,595850,1.93,-140190,140190,0
2000-09-08,2270,2360,458830,1.98,-111410,111410,0
2000-09-14,2300,2430,569680,2.04,-106750,106750,0
2000-09-15,2450,2375,388770,2,-120220,120220,0
2000-09-18,2205,2130,416790,1.79,-102280,100280,0
2000-09-19,2005,2060,190300,1.73,31460,-37060,600
2000-09-20,2060,2100,311970,1.77,-132150,137150,0
2000-09-21,2105,2070,259230,1.74,-132200,132550,-350
2000-09-22,2040,2060,463250,1.73,-134660,134660,0
2000-09-25,2120,2285,449590,1.92,-166380,194030,-650
2000-09-26,2280,2285,318830,1.92,-123180,123180,0
2000-09-27,2300,2250,164670,1.89,-28650,28150,0
2000-09-28,2240,2200,136290,1.85,-40770,41270,0
2000-09-29,2220,2200,181210,1.85,-46120,45720,400
2000-10-02,2150,2190,138490,1.84,-74180,73780,400
2000-10-04,2110,2220,140080,1.87,-69860,69860,0
2000-10-05,2190,2270,289020,1.91,16550,-16110,0
2000-10-06,2270,2170,144200,1.82,5130,-6090,960
2000-10-09,2180,2120,133530,1.78,-12340,11940,400
2000-10-10,2075,2100,103190,1.77,-14140,14120,20
2000-10-11,2100,2020,124200,1.7,-1600,1600,0
2000-10-12,2020,2000,224660,1.68,56960,-56960,0
2000-10-13,1850,1940,167750,1.63,-8560,8560,0
2000-10-16,2050,1980,275890,1.66,23670,-23510,-160
2000-10-17,1835,1855,136780,1.56,-26310,26310,0
2000-10-18,1700,1870,313030,1.57,45190,-45230,40
2000-10-19,1800,1830,161360,1.54,2250,-2250,0
2000-10-20,1890,1840,368960,1.55,182180,-80940,-101240
2000-10-23,1840,1670,282810,1.4,119660,-50000,-69660
2000-10-24,1680,1670,313370,1.4,176820,-150000,-26820
2000-10-25,1670,1610,181120,1.35,51390,0,-51390
2000-10-26,1540,1575,171890,1.32,-28480,28180,300
2000-10-27,1550,1585,100220,1.33,12060,-2560,0
2000-10-30,1595,1585,187230,1.33,3000,-2900,-100
2000-10-31,1620,1530,100680,1.29,4570,-3770,400
2000-11-01,1580,1690,327910,1.42,-27220,28420,-1200
2000-11-02,1550,1655,204140,1.39,25750,-30750,2000
2000-11-03,1675,1670,239360,1.4,31900,-30000,-1900
2000-11-06,1670,1715,198370,1.44,4460,-5460,1000
2000-11-07,1670,1655,140850,1.39,3230,-3230,0
2000-11-08,1600,1600,150450,1.35,0,0,0
2000-11-09,1600,1610,125510,1.35,26650,-26650,0
2000-11-10,1605,1640,198070,1.38,-2000,0,0
2000-11-13,1600,1545,151800,1.3,67820,-1820,1000
2000-11-14,1510,1555,139560,1.31,39000,0,-1000
2000-11-15,1560,1555,467710,1.31,277150,-232150,0
2000-11-16,1565,1540,141540,1.29,0,0,0
2000-11-17,1510,1510,198830,1.27,29680,-29680,0
2000-11-20,1480,1445,158920,1.22,32040,-29040,-3000
2000-11-21,1460,1400,159810,1.18,0,0,0
2000-11-22,1375,1405,186630,1.18,-10,-10,0
2000-11-23,1370,1305,217840,1.1,47720,-47720,0
2000-11-24,1260,1360,206990,1.14,60020,-60000,0
2000-11-27,1380,1350,441260,1.14,151290,-151290,0
2000-11-28,1350,1310,182790,1.1,67530,-69530,0
2000-11-29,1320,1250,202250,1.05,39000,-29940,0
2000-11-30,1230,1215,449690,1.02,84980,-85000,0
2000-12-01,1160,1180,398670,0.99,160930,-160930,0
2000-12-04,1180,1145,216700,0.96,-11810,10810,1000
2000-12-05,1125,1125,509240,0.95,224220,-224460,0
2000-12-06,1150,1155,703060,0.97,192310,-200000,-1000
2000-12-07,1110,1120,223670,0.94,0,0,0
2000-12-08,1125,1115,592410,0.94,376900,-376900,0
2000-12-11,1170,1230,824350,1.03,-91820,101820,0
2000-12-12,1250,1220,477000,1.03,-38360,15470,-180
2000-12-13,1120,1195,268080,1,3920,-3920,0
2000-12-14,1170,1205,318950,1.01,65910,-65910,0
2000-12-15,1220,1215,206670,1.02,-16450,16450,0
2000-12-18,1180,1180,179160,0.99,-160,-30,0
2000-12-19,1165,1105,322650,0.93,-610,-1390,0
2000-12-20,1115,995,395630,0.84,99750,-100000,250
2000-12-21,990,1000,269640,0.84,3070,20000,0
2000-12-22,1100,1020,232150,0.86,1580,700,0
2000-12-26,1050,1070,249210,0.9,-128180,128180,0
2001-01-02,1100,1220,345440,1.03,-26820,26820,0
2001-01-03,1210,1300,486380,1.09,-95930,95930,0
2001-01-04,1390,1405,1202780,1.18,150000,50000,-200000
2001-01-05,1400,1615,3372000,1.36,214000,-98000,-115000
2001-01-08,1650,1760,4162680,1.48,516160,-505950,-90000
2001-01-09,1800,1810,3231830,1.52,84790,0,0
2001-01-10,1810,1640,2024770,1.38,-124780,133280,0
2001-01-11,1640,1820,2127330,1.53,110570,-720,-108850
2001-01-12,1940,1670,3534110,1.4,-230,-120,350
2001-01-15,1790,1680,1354910,1.41,75360,-75360,0
2001-01-16,1640,1710,2042130,1.44,17980,-19980,2000
2001-01-17,1690,1560,1788040,1.31,688070,24690,-714760
2001-01-18,1515,1560,913170,1.31,2000,0,-2000
2001-01-19,1540,1545,623300,1.3,-16300,11000,5300
2001-01-22,1540,1720,1978630,1.45,85050,-73090,-5900
2001-01-26,1830,1690,3109340,1.42,15000,-14000,3000
2001-01-29,1700,1685,921360,1.42,1390,-1390,0
2001-01-30,1740,1655,662190,1.39,0,0,0
2001-01-31,1660,1720,1151650,1.45,-8000,0,-2000
2001-02-01,1645,1660,715260,1.4,-71620,-9480,1100
2001-02-02,1660,1655,434030,1.39,-113000,0,103000
2001-02-05,1600,1510,594310,1.27,102190,-100000,1000
2001-02-06,1470,1545,353670,1.3,3000,0,-3000
2001-02-07,1510,1505,345320,1.27,102000,-100000,-2000
2001-02-08,1475,1540,271100,1.29,2410,0,0
2001-02-09,1505,1595,667000,1.34,-29000,0,0
2001-02-12,1600,1600,397920,1.35,210,-200,0
2001-02-13,1630,1600,602430,1.35,130,-130,0
2001-02-14,1600,1605,458520,1.35,160,-160,0
2001-02-15,1620,1555,555210,1.31,-5970,-30,6000
2001-02-16,1550,1520,516060,1.28,-33230,-7030,40260
2001-02-19,1505,1525,367390,1.28,0,0,0
2001-02-20,1520,1590,772600,1.34,-1270,1070,-300
2001-02-21,1610,1540,449690,1.29,-10000,0,10000
2001-02-22,1520,1510,351960,1.27,21690,-6890,-14800
2001-02-23,1500,1500,200560,1.26,220,-20,-200
2001-02-26,1520,1545,437580,1.3,-169690,169990,-300
2001-02-27,1585,1545,497320,1.3,-132240,120000,12240
2001-02-28,1525,1530,142750,1.29,-980,-20,1000
2001-03-02,1510,1430,303240,1.2,-12910,-1090,15000
2001-03-05,1325,1375,268520,1.16,-8200,0,8200
2001-03-06,1380,1365,304150,1.15,121140,-119950,-200
2001-03-07,1375,1360,310600,1.14,25720,-47720,-8000
2001-03-08,1365,1380,262230,1.16,58300,-58300,0
2001-03-09,1380,1450,716620,1.22,68100,0,-118100
2001-03-12,1400,1385,209820,1.16,-2000,10000,-8000
2001-03-13,1300,1290,269620,1.08,13750,16050,200
2001-03-14,1330,1360,308330,1.14,24250,0,-4250
2001-03-15,1290,1310,362090,1.1,104610,-50660,-3950
2001-03-16,1310,1320,235420,1.11,30000,0,0
2001-03-19,1300,1315,155470,1.11,0,0,0
2001-03-20,1380,1350,611920,1.14,6290,-4790,0
2001-03-21,1330,1370,318830,1.15,0,0,0
2001-03-22,1345,1325,183550,1.11,30040,0,-35500
2001-03-23,1310,1420,586810,1.19,-307810,0,313270
2001-03-26,1485,1500,842070,1.26,-428850,222150,200660
2001-03-27,1540,1495,361750,1.26,-139950,140950,-1000
2001-03-28,1500,1475,326670,1.24,-173940,72080,101860
2001-03-29,1470,1465,204630,1.23,-70130,-20000,90130
2001-03-30,1450,1430,139610,1.2,-32530,-5520,40670
2001-04-02,1395,1490,325260,23.24,-219100,0,13670
2001-04-03,1470,1470,287930,22.93,-98150,92450,-300
2001-04-04,1440,1410,142660,21.99,11620,0,-18000
2001-04-06,1490,1420,108840,22.15,-5430,0,0
2001-04-09,1380,1380,86850,21.53,-2040,2040,0
2001-04-10,1380,1350,91170,21.06,-1960,-40,0
2001-04-11,1370,1390,112250,21.68,-3830,0,0
2001-04-12,1410,1410,242940,21.99,65390,-53130,650
2001-04-13,1430,1405,212440,21.92,-2520,-18780,1300
2001-04-16,1450,1400,158160,21.84,6110,6050,-1050
2001-04-17,1380,1400,160980,21.84,-17180,-42720,-100
2001-04-18,1420,1535,1011690,23.94,-267670,248570,-900
2001-04-19,1635,1620,1236640,25.27,-494000,449300,-300
2001-04-20,1600,1570,376740,24.49,-102840,69380,190
2001-04-23,1580,1610,328610,25.11,-130080,100000,13350
2001-04-24,1525,1610,207370,25.11,-127180,127180,0
2001-04-25,1650,1610,389000,25.11,-100090,95090,0
2001-04-26,1700,1800,2375700,28.08,-388440,377440,0
2001-04-27,1800,1880,1259700,29.32,-582280,340000,0
2001-04-30,1950,2150,1532300,33.54,-662710,682710,0
2001-05-02,2150,2155,2125010,33.61,-104970,165930,-131960
2001-05-03,2100,2150,819400,33.54,-75000,133680,-58680
2001-05-04,2050,2200,525300,34.32,-91320,100590,0
2001-05-07,2220,2440,1169540,38.06,-145150,11510,0
2001-05-08,2440,2260,834320,35.25,107910,-162030,-13540
2001-05-09,2300,2280,555620,35.56,137500,-128000,500
2001-05-10,2210,2200,449520,34.32,116630,-117220,0
2001-05-11,2250,2250,553700,35.1,-89000,109000,0
2001-05-14,2205,2240,350820,34.94,-120000,100000,0
2001-05-15,2260,2240,473430,34.94,-54310,-20100,0
2001-05-16,2290,2120,317760,33.07,-9980,-20,0
2001-05-17,2240,2200,312870,34.32,-42840,53840,0
2001-05-18,2160,2450,1383960,38.22,-522540,339530,-11130
2001-05-21,2525,2815,1870220,43.91,209930,-62550,-182430
2001-05-22,2815,2845,2295400,44.38,-113740,-30260,0
2001-05-23,2860,3000,960270,46.79,-97530,107730,-200
2001-05-24,2950,3100,1519490,48.35,400,-11110,0
2001-05-25,3160,3040,1165200,47.42,74850,-9280,0
2001-05-28,3000.0,2755.0,864840.0,42.97,190800,-215000,-300
2001-05-29,2800.0,2940.0,1089850.0,45.86,-199370,254320,-850
2001-05-30,2900.0,2880.0,1078210.0,44.92,560690,-145500,-416000
2001-05-31,2830.0,2930.0,1073430.0,45.7,160020,-132880,0
2001-06-01,3050.0,3000.0,1679550.0,46.79,87740,-107120,0
2001-06-04,3005.0,3450.0,6467560.0,53.81,-971010,229340,999250
2001-06-05,3515.0,3000.0,2479180.0,46.79,207500,-242100,500
2001-06-07,2915.0,3010.0,1191600.0,46.95,260560,-321750,0
2001-06-08,3000.0,3055.0,946500.0,47.65,27200,-10,0
2001-06-11,3010.0,3060.0,308320.0,47.73,-32910,32910,0
2001-06-12,3060.0,3250.0,1378570.0,50.69,-395400,112400,250000
2001-06-13,3310.0,3380.0,2334140.0,52.72,-10760,-3000,100000
2001-06-14,3380.0,3500.0,2138590.0,54.59,-156370,-96270,400000
2001-06-15,3500.0,3420.0,1347140.0,53.35,-24800,-10000,100
2001-06-18,3500.0,3500.0,2804300.0,54.59,81690,-130000,38000
2001-06-19,3500.0,3480.0,1074410.0,54.28,-97700,98000,-300
2001-06-20,3400.0,3480.0,1444250.0,54.28,-178000,105000,50000
2001-06-21,3410.0,3400.0,595090.0,53.03,-200000,200000,0
2001-06-22,3400.0,3370.0,491710.0,52.57,-10000,10000,0
2001-06-25,3325.0,3425.0,562560.0,53.42,-344600,300000,0
2001-06-26,3500.0,3390.0,637100.0,52.88,84480,115520,-200000
2001-06-27,3120.0,3150.0,721500.0,49.13,233000,-20000,-200000
2001-06-28,3160.0,3170.0,900200.0,49.45,-22300,0,0
2001-06-29,3150.0,3145.0,2093570.0,49.06,829510,-849510,0
2001-07-02,3070.0,3165.0,1613550.0,49.37,309530,-320680,0
2001-07-03,3180.0,3060.0,1327120.0,47.73,438690,-187080,0
2001-07-04,3060.0,3000.0,947620.0,46.79,32210,-27610,-100
2001-07-05,3000.0,2890.0,1008540.0,45.08,58500,-58500,0
2001-07-06,2800.0,2650.0,993200.0,41.34,201630,-55000,-134040
2001-07-09,2550.0,2410.0,1558030.0,37.59,195360,-112750,-260430
2001-07-10,2460.0,2480.0,768330.0,38.68,150,-7150,7000
2001-07-11,2305.0,2400.0,676940.0,37.44,10130,22140,-7000
2001-07-12,2450.0,2540.0,675070.0,39.62,95340,-104260,0
2001-07-13,2600.0,2400.0,677730.0,37.44,-10790,10790,0
2001-07-16,2380.0,2290.0,664140.0,35.72,94080,-114080,0
2001-07-18,2300.0,2065.0,885240.0,32.21,238710,-238710,0
2001-07-19,2010.0,2160.0,1427580.0,33.69,198340,-148340,0
2001-07-20,2160.0,2185.0,720900.0,34.08,-97000,97000,0
2001-07-23,2140.0,2030.0,493070.0,31.66,-31090,31090,0
2001-07-24,1995.0,2120.0,796620.0,33.07,-135080,120880,-200
2001-07-25,2045.0,2190.0,701300.0,34.16,-48000,111000,0
2001-07-26,2270.0,2200.0,658330.0,34.32,80750,-74600,0
2001-07-27,2250.0,2340.0,800680.0,36.5,-59950,79350,0
2001-07-30,2300.0,2245.0,408410.0,35.02,0,0,0
2001-07-31,2205.0,2425.0,856470.0,37.83,11000,-11000,0
2001-08-01,2465.0,2490.0,1328810.0,38.84,6160,-6160,0
2001-08-02,2490.0,2425.0,1174450.0,37.83,5000,-5000,0
2001-08-03,2500.0,2450.0,1081320.0,38.22,94070,-48720,0
2001-08-06,2425.0,2435.0,444780.0,37.98,0,0,0
2001-08-07,2400.0,2530.0,829440.0,39.46,-24810,-1190,34000
2001-08-08,2560.0,2655.0,1220770.0,41.41,-109160,80160,0
2001-08-09,2600.0,2505.0,1090970.0,39.07,52990,52090,-95080
2001-08-10,2530.0,2460.0,510900.0,38.37,21630,-21630,0
2001-08-13,2460.0,2460.0,284090.0,38.37,-14590,14490,100
2001-08-14,2500.0,2785.0,4350290.0,43.44,374540,-33140,-188620
2001-08-16,2800.0,2920.0,4834990.0,45.55,-50670,43170,5500
2001-08-17,2990.0,2865.0,1668910.0,44.69,217190,-219310,620
2001-08-20,2755.0,2800.0,2328550.0,43.67,423530,-169530,-250000
2001-08-21,2850.0,2750.0,1810550.0,42.9,474990,-76990,-500000
2001-08-22,2670.0,2870.0,2300060.0,44.77,2000,0,0
2001-08-23,2950.0,2730.0,1466060.0,42.58,46190,-85890,-300
2001-08-24,2730.0,2680.0,996580.0,41.8,85000,-85000,0
2001-08-27,2750.0,2655.0,1034430.0,41.41,117650,-120000,0
2001-08-28,2555.0,2775.0,1101750.0,43.28,-43430,34500,0
2001-08-29,2745.0,2700.0,1223020.0,42.12,-111070,120000,0
2001-08-30,2600.0,2600.0,821840.0,40.56,-500,0,0
2001-08-31,2510.0,2490.0,1501380.0,38.84,-129500,130000,0
2001-09-03,2430.0,2400.0,666260.0,37.44,-60000,60000,0
2001-09-04,2410.0,2480.0,1454420.0,38.68,200000,-200000,0
2001-09-05,2410.0,2435.0,994050.0,37.98,90000,-90000,0
2001-09-06,2490.0,2450.0,1192430.0,38.22,-31000,31000,0
2001-09-07,2400.0,2450.0,1054190.0,38.22,-40990,40990,0
2001-09-10,2380.0,2430.0,722880.0,37.9,-140000,140000,0
2001-09-11,2430.0,2345.0,803880.0,36.58,-29980,29980,0
2001-09-12,1995.0,1995.0,183220.0,31.12,-10000,0,10000
2001-09-13,1820.0,2000.0,1572660.0,31.2,-28950,127300,500
2001-09-14,2070.0,1910.0,1429970.0,29.79,-229960,229960,0
2001-09-17,1860.0,1650.0,1833190.0,25.74,480000,-480000,0
2001-09-18,1750.0,1895.0,1450190.0,29.56,132810,-100810,-10000
2001-09-19,1900.0,1860.0,1381340.0,29.01,7190,810,2000
2001-09-20,1820.0,1720.0,1081590.0,26.83,260000,-280000,0
2001-09-21,1620.0,1720.0,1234420.0,26.83,357330,-357330,0
2001-09-24,1750.0,1760.0,711930.0,27.45,-2200,0,2200
2001-09-25,1920.0,1675.0,1759370.0,26.13,672100,-672100,0
2001-09-26,1700.0,1695.0,595960.0,26.44,17620,-20000,2380
2001-09-27,1700.0,1720.0,740670.0,26.83,125000,-125000,0
2001-09-28,1730.0,1765.0,785050.0,27.53,0,0,0
2001-10-04,1900.0,2020.0,1948800.0,31.51,-134800,123630,-1220
2001-10-05,2020.0,2060.0,3571370.0,32.13,-117160,130000,-2200
2001-10-08,2060.0,2040.0,1211330.0,31.82,0,0,0
2001-10-09,2130.0,2085.0,810410.0,32.52,-110,110,0
2001-10-10,2085.0,2100.0,765640.0,32.76,-950,4250,700
2001-10-11,2220.0,2140.0,880480.0,33.38,1480,-5980,0
2001-10-12,2180.0,2140.0,1028930.0,33.38,7100,-4500,0
2001-10-15,2140.0,2170.0,1161540.0,33.85,-212590,218090,4500
2001-10-16,2200.0,2290.0,2123930.0,35.72,119580,-143680,16000
2001-10-17,2330.0,2275.0,1136660.0,35.49,251840,-274900,20060
2001-10-18,2220.0,2180.0,743180.0,34.0,9070,-29070,20000
2001-10-19,2200.0,2185.0,574650.0,34.08,32000,1000,-33000
2001-10-22,2190.0,2305.0,882000.0,35.95,-24500,3500,-15000
2001-10-23,2350.0,2260.0,968800.0,35.25,96030,-67830,4800
2001-10-24,2250.0,2275.0,429830.0,35.49,-15980,15980,0
2001-10-25,2290.0,2320.0,800170.0,36.19,-13740,9140,-5400
2001-10-26,2350.0,2320.0,974200.0,36.19,34810,-6010,-28800
2001-10-29,2280.0,2235.0,549770.0,34.86,3090,-8090,5000
2001-10-30,2160.0,2150.0,401120.0,33.54,16110,-15610,-500
2001-10-31,2100.0,2245.0,1243760.0,35.02,-491900,517000,-25100
2001-11-01,2330.0,2540.0,4768410.0,39.62,-518400,154320,324080
2001-11-02,2600.0,2900.0,5718300.0,45.23,-1067560,-143010,1279570
2001-11-05,3000.0,2900.0,3060640.0,45.23,61540,250910,-321100
2001-11-06,2990.0,2915.0,1843060.0,45.47,-120480,122760,-2440
2001-11-07,2950.0,2960.0,2797410.0,46.17,-363020,-43340,406360
