Symbol,삼성SDI_시가(원),삼성SDI_종가(원),삼성SDI_거래량(주),삼성SDI_PER(IFRS-연결),삼성SDI_순매수수량(개인)(주),삼성SDI_순매수수량(기관계)(주),삼성SDI_순매수수량(외국인계)(주)
2006-06-27,60900.0,61600.0,571884.0,12.1,35731,116220,-132284
2006-06-28,60900.0,62700.0,344916.0,12.32,-43613,70655,25488
2006-06-29,63400.0,64100.0,282180.0,12.6,-71702,54223,23014
2006-06-30,65000.0,65200.0,372417.0,12.81,-54910,68351,-27885
2006-07-03,65000.0,62500.0,264284.0,12.28,104209,-62928,-42224
2006-07-04,62900.0,61000.0,204933.0,11.99,67623,-48508,-15816
2006-07-05,59200.0,59300.0,275932.0,11.65,87919,-32653,-44483
2006-07-06,59300.0,60500.0,258571.0,11.89,11090,-10285,3366
2006-07-07,62000.0,62000.0,287934.0,12.18,-44355,23975,20027
2006-07-10,61400.0,62100.0,157906.0,12.2,-6252,40145,-28584
2006-07-11,61700.0,61300.0,156071.0,12.05,43244,-17222,-22206
2006-07-12,61900.0,61500.0,146373.0,12.09,-8579,19434,-10478
2006-07-13,61100.0,60400.0,170332.0,11.87,27500,-11667,-9488
2006-07-14,59800.0,58400.0,312063.0,11.48,186239,-38802,-136881
2006-07-18,57500.0,56000.0,251658.0,11.0,74635,-18323,-46822
2006-07-19,56200.0,56300.0,172025.0,11.06,2537,-5067,2935
2006-07-20,57700.0,59600.0,274562.0,11.71,-63803,33013,27092
2006-07-21,58200.0,59000.0,163291.0,11.59,9491,-3774,-5952
2006-07-24,58800.0,58200.0,145472.0,11.44,46216,-4630,-37181
2006-07-25,59400.0,60500.0,264061.0,11.89,-81225,51361,30026
2006-07-26,61200.0,60300.0,162527.0,11.85,-25319,34177,-14397
2006-07-27,60300.0,60500.0,315687.0,11.89,43054,26958,-72558
2006-07-28,60400.0,61300.0,136366.0,12.05,-9093,-2477,21137
2006-07-31,61900.0,63800.0,353180.0,12.54,-105953,116096,-11407
2006-08-01,63800.0,65000.0,317774.0,12.77,-104510,108175,-11356
2006-08-02,65000.0,67000.0,343501.0,13.17,-100507,101697,-9074
2006-08-03,69000.0,73000.0,762873.0,14.35,-184467,-9187,188230
2006-08-04,72500.0,72000.0,577911.0,14.15,-3764,-133181,158109
2006-08-07,71800.0,72200.0,484249.0,14.19,-52098,-85665,145201
2006-08-08,71800.0,74900.0,502450.0,14.72,-80655,-61285,139539
2006-08-09,74100.0,75800.0,529523.0,14.9,-17243,-43564,24266
2006-08-10,75000.0,75200.0,410407.0,14.78,42606,-4539,-33555
2006-08-11,75000.0,72300.0,301971.0,14.21,-11457,-626,12319
2006-08-14,71300.0,72900.0,265237.0,14.33,-42367,-4223,49515
2006-08-16,73800.0,73100.0,155104.0,14.36,-18785,20696,-2659
2006-08-17,73100.0,73000.0,273279.0,14.35,32136,60997,-99421
2006-08-18,73000.0,74400.0,180221.0,14.62,-30754,19509,14756
2006-08-21,74700.0,73200.0,168148.0,14.38,23596,6433,-30580
2006-08-22,72700.0,75400.0,178301.0,14.82,-46649,50885,-6524
2006-08-23,75000.0,76800.0,393877.0,15.09,-23561,21473,-17780
2006-08-24,77100.0,76000.0,241625.0,14.93,-23213,68309,-52694
2006-08-25,75600.0,76700.0,136496.0,15.07,-31053,-8432,38564
2006-08-28,76800.0,76300.0,91221.0,14.99,-20154,-10910,31139
2006-08-29,76100.0,77900.0,131650.0,15.31,-54565,14581,40170
2006-08-30,77800.0,77500.0,105710.0,15.23,-11172,14963,-5108
2006-08-31,78300.0,79600.0,313523.0,15.64,-81856,43199,78912
2006-09-01,79600.0,79500.0,242587.0,15.62,-8017,46598,-27079
2006-09-04,80000.0,80700.0,260977.0,15.86,-33561,2662,44437
2006-09-05,80900.0,80600.0,111347.0,15.84,-2129,-16796,16558
2006-09-06,81000.0,76900.0,330762.0,15.11,87686,-63958,-21133
2006-09-07,76000.0,73900.0,559469.0,14.52,176850,-17,-171622
2006-09-08,74300.0,74700.0,449043.0,14.68,-32058,59759,192867
2006-09-11,75000.0,73800.0,141837.0,14.5,22425,-1397,-19957
2006-09-12,73100.0,75400.0,181492.0,14.82,-43926,34876,6798
2006-09-13,77000.0,77000.0,224137.0,15.13,-47372,30108,13339
2006-09-14,77000.0,78000.0,238555.0,15.33,-20287,46282,-13266
2006-09-15,78000.0,79400.0,170301.0,15.6,-19777,42492,-22295
2006-09-18,80000.0,80900.0,220506.0,15.9,-116306,90666,10124
2006-09-19,80900.0,80900.0,150961.0,15.9,-26881,-5905,23873
2006-09-20,80400.0,78000.0,253383.0,15.33,55891,-14797,-37632
2006-09-21,79300.0,76000.0,239761.0,14.93,9089,37009,-47967
2006-09-22,76000.0,75700.0,290859.0,14.88,14388,42794,-39129
2006-09-25,75500.0,77800.0,241495.0,15.29,-34698,46173,-15045
2006-09-26,78500.0,75700.0,172409.0,14.88,22034,-18602,-816
2006-09-27,75900.0,76900.0,159942.0,15.11,4054,29802,-34465
2006-09-28,76900.0,76500.0,148907.0,15.03,6110,12235,-22912
2006-09-29,76500.0,78000.0,238664.0,15.33,-58066,25786,34720
2006-10-02,78000.0,77200.0,119734.0,15.17,-18029,21247,-3942
2006-10-04,76700.0,75000.0,217360.0,14.74,16399,-21616,10106
2006-10-09,75000.0,72900.0,375404.0,14.33,-90633,79788,21059
2006-10-10,72600.0,75000.0,640626.0,14.74,-30479,433348,-410384
2006-10-11,75200.0,73100.0,375495.0,14.36,5693,53543,-71641
2006-10-12,74500.0,74400.0,196450.0,14.62,5934,36084,-38686
2006-10-13,74800.0,75000.0,188265.0,14.74,-9141,36353,-22750
2006-10-16,75000.0,73000.0,438164.0,14.35,191403,-78432,-117215
2006-10-17,73400.0,71000.0,588620.0,13.95,231669,-79348,-73399
2006-10-18,70800.0,69800.0,515509.0,13.72,91657,-141715,59772
2006-10-19,69000.0,67900.0,655533.0,13.34,252336,-116433,-114658
2006-10-20,67700.0,68500.0,318158.0,13.46,86693,-60831,-8029
2006-10-23,68800.0,68400.0,237668.0,13.44,36829,-14388,-13224
2006-10-24,68800.0,67700.0,262834.0,13.3,64893,-20406,-28276
2006-10-25,67800.0,69900.0,592720.0,13.74,28601,-15838,-50594
2006-10-26,69700.0,67800.0,412900.0,13.32,137023,31807,-151438
2006-10-27,67800.0,67900.0,266617.0,13.34,10819,-11604,8695
2006-10-30,67500.0,66600.0,325740.0,13.09,78611,-71108,-7415
2006-10-31,66700.0,68000.0,232519.0,13.36,-42632,-26395,71300
2006-11-01,68200.0,68100.0,217065.0,13.38,31422,16069,-45161
2006-11-02,67700.0,67300.0,242898.0,13.22,60104,24415,-61219
2006-11-03,67300.0,66500.0,273326.0,13.07,44089,-157262,114580
2006-11-06,66500.0,66000.0,266614.0,12.97,46027,14167,-58459
2006-11-07,66100.0,66800.0,215782.0,13.13,42068,15010,-59770
2006-11-08,67200.0,69000.0,545409.0,13.56,-53319,-38796,121441
2006-11-09,69800.0,69500.0,326016.0,13.66,45135,-57445,29981
2006-11-10,69500.0,68700.0,243675.0,13.5,61016,-47786,-9178
2006-11-13,68700.0,68700.0,193158.0,13.5,40852,69,-20466
2006-11-14,69000.0,68000.0,369162.0,13.36,80408,-114948,41976
2006-11-15,68600.0,68700.0,277826.0,13.5,-27647,-4632,5914
2006-11-16,68800.0,67700.0,230365.0,13.3,17137,-28048,14004
2006-11-17,67800.0,67400.0,184897.0,13.24,43093,-30360,-13617
2006-11-20,67300.0,67700.0,290227.0,13.3,-10835,-33004,49989
2006-11-21,67700.0,68700.0,263240.0,13.5,-25098,27254,-3492
2006-11-22,68900.0,68700.0,161754.0,13.5,-23231,22585,-956
2006-11-23,68700.0,67000.0,258395.0,13.17,32384,-15295,-20375
2006-11-24,66800.0,66200.0,334395.0,13.01,119930,-40494,-75561
2006-11-27,66000.0,66100.0,151985.0,12.99,-554,25376,-24131
2006-11-28,65300.0,66000.0,179205.0,12.97,32377,-23643,-11568
2006-11-29,66000.0,66300.0,133058.0,13.03,-1229,5043,-6744
2006-11-30,66500.0,66300.0,96726.0,13.03,1303,1254,-3445
2006-12-01,66300.0,66400.0,248018.0,13.05,46446,-32164,-14362
2006-12-04,66400.0,65800.0,125818.0,12.93,7889,-3845,-4813
2006-12-05,66100.0,64600.0,276337.0,12.69,94959,3109,-73718
2006-12-06,64600.0,62100.0,411989.0,12.2,98305,41204,-125635
2006-12-07,62200.0,62500.0,227948.0,12.28,50058,-56940,8674
2006-12-08,62000.0,61500.0,258372.0,12.09,-76172,-16220,93092
2006-12-11,61300.0,62300.0,190290.0,12.24,-44003,-12565,24402
2006-12-12,62600.0,62500.0,170912.0,12.28,-6339,-9002,14828
2006-12-13,62900.0,63800.0,202680.0,12.54,-15104,26666,-11683
2006-12-14,63900.0,65000.0,331294.0,12.77,-4117,-61671,72702
2006-12-15,65000.0,65200.0,193450.0,12.81,1133,-11945,-27630
2006-12-18,65000.0,65600.0,184109.0,12.89,-26029,-17458,40316
2006-12-19,65800.0,66100.0,130376.0,12.99,-26310,19868,23720
2006-12-20,66200.0,65700.0,617591.0,12.91,6492,100897,1084
2006-12-21,65800.0,66100.0,180347.0,12.99,-36952,-14506,105018
2006-12-22,65800.0,65000.0,152816.0,12.77,10108,8028,-13946
2006-12-26,65000.0,64200.0,278880.0,12.62,-21633,-102376,134151
2006-12-27,64100.0,64000.0,112407.0,12.58,-12580,-6926,17806
2006-12-28,64500.0,64300.0,86270.0,12.64,21782,5266,-28189
2007-01-02,64500.0,69500.0,485752.0,36.7,-85110,-66551,154363
2007-01-03,69600.0,68500.0,225940.0,36.17,-9406,22123,-6256
2007-01-04,68500.0,68500.0,225624.0,36.17,-33967,1081,13289
2007-01-05,68600.0,65600.0,328281.0,34.64,46499,-16438,-28340
2007-01-08,65700.0,65700.0,192651.0,34.69,10739,-8616,-1703
2007-01-09,65700.0,64900.0,120423.0,34.27,29899,-20869,13579
2007-01-10,64900.0,63600.0,248121.0,33.58,62408,-74481,12265
2007-01-11,63500.0,63000.0,207517.0,33.27,71778,-26179,-38723
2007-01-12,64300.0,62800.0,221803.0,33.16,69897,-16735,-54806
2007-01-15,62800.0,63100.0,177283.0,33.32,21499,4726,-25584
2007-01-16,63500.0,63300.0,189534.0,33.42,-23086,-21087,43771
2007-01-17,63000.0,61500.0,287440.0,32.47,64466,-65320,39457
2007-01-18,61200.0,61700.0,148108.0,32.58,-158,-20975,20451
2007-01-19,61300.0,61100.0,195207.0,32.26,-32547,-83,33440
2007-01-22,61800.0,61400.0,168452.0,32.42,-14534,10866,1355
2007-01-23,61000.0,61300.0,105674.0,32.37,25856,-35829,8324
2007-01-24,60800.0,62000.0,123334.0,32.74,-13867,10959,5084
2007-01-25,62100.0,62200.0,121300.0,32.84,-23741,2402,22437
2007-01-26,61400.0,61400.0,120814.0,32.42,17583,-10431,-5280
2007-01-29,61400.0,61000.0,153344.0,32.21,-2216,40446,-35420
2007-01-30,60900.0,60500.0,167964.0,31.95,18323,-12217,-1234
2007-01-31,60200.0,59900.0,164206.0,31.63,24155,-27216,2867
2007-02-01,60500.0,60300.0,139214.0,31.84,-8917,-5313,11984
2007-02-02,60500.0,60800.0,121206.0,32.1,-773,-4053,4057
2007-02-05,60700.0,62500.0,228916.0,33.0,4373,-33582,28687
2007-02-06,62200.0,63600.0,186018.0,33.58,-15146,10074,-2984
2007-02-07,63600.0,64100.0,146498.0,33.85,-30277,1714,30193
2007-02-08,64000.0,64200.0,237595.0,33.9,-17324,-18719,36129
2007-02-09,64500.0,64800.0,205072.0,34.22,-54573,-15772,70139
2007-02-12,64700.0,64500.0,150477.0,34.06,-22254,-10753,29923
2007-02-13,64600.0,63800.0,186033.0,33.69,18628,-4328,17865
2007-02-14,64100.0,64200.0,76468.0,33.9,-13056,-2893,11020
2007-02-15,64600.0,64100.0,98027.0,33.85,-875,-19211,24457
2007-02-16,64400.0,63400.0,173723.0,33.48,49112,-945,-48414
2007-02-20,63400.0,63700.0,166320.0,33.64,34880,11934,-48995
2007-02-21,64200.0,66200.0,400853.0,34.96,44575,-20134,-3740
2007-02-22,66100.0,66500.0,382310.0,35.11,-94389,43,94342
2007-02-23,66500.0,65600.0,217344.0,34.64,-14189,1010,11218
2007-02-26,65100.0,64600.0,129154.0,34.11,29119,-13773,-32
2007-02-27,64900.0,64400.0,141681.0,34.0,50344,-33879,-7513
2007-02-28,61600.0,63100.0,266147.0,33.32,13826,-37894,29795
2007-03-02,62900.0,63300.0,208593.0,33.42,-12500,-12822,23320
2007-03-05,62400.0,61800.0,200197.0,32.63,3370,7378,-10178
2007-03-06,61700.0,62900.0,137901.0,33.21,-28861,-7977,36888
2007-03-07,63400.0,63100.0,100189.0,33.32,2689,-27698,25146
2007-03-08,63100.0,63400.0,164372.0,33.48,-28796,320,25849
2007-03-09,63900.0,63600.0,101455.0,33.58,25002,-12461,-12106
2007-03-12,63300.0,63600.0,141955.0,33.58,16098,-8415,-6173
2007-03-13,63300.0,62100.0,218715.0,32.79,5003,-11030,3751
2007-03-14,61500.0,60800.0,317248.0,32.1,107729,-31431,-66679
2007-03-15,60900.0,60600.0,160961.0,32.0,51012,-17379,-11073
2007-03-16,60400.0,60500.0,225570.0,31.95,77013,-56420,-7275
2007-03-19,60100.0,60900.0,476867.0,32.16,-20050,270804,-268457
2007-03-20,61300.0,60600.0,234632.0,32.0,11656,-6510,33853
2007-03-21,60600.0,60100.0,185002.0,31.73,43648,378,-44792
2007-03-22,60500.0,60300.0,207207.0,31.84,-24816,27856,-5335
2007-03-23,60600.0,60200.0,135289.0,31.79,41674,-40542,-3698
2007-03-26,60300.0,60100.0,138586.0,31.73,54679,-16508,-3279
2007-03-27,60100.0,60900.0,194589.0,32.16,-39584,689,40478
2007-03-28,61200.0,60200.0,171873.0,31.79,20944,-34742,18653
2007-03-29,60100.0,60400.0,179536.0,31.89,52879,-35553,7604
2007-03-30,60300.0,60100.0,179934.0,31.73,63016,-30085,-16301
2007-04-02,60100.0,59600.0,273027.0,31.47,100958,-68256,-10196
2007-04-03,59500.0,57900.0,626350.0,30.57,109234,-48521,-52036
2007-04-04,58100.0,58100.0,373672.0,30.68,38376,4198,-9334
2007-04-05,58100.0,57900.0,235286.0,30.57,81560,-51429,5544
2007-04-06,58000.0,58000.0,212022.0,30.63,66492,-44112,-21879
2007-04-09,57900.0,57000.0,414839.0,30.1,5733,-30790,35560
2007-04-10,56900.0,56800.0,365196.0,29.99,117360,-90299,28160
2007-04-11,56900.0,56400.0,351297.0,29.78,115573,-33489,-3950
2007-04-12,56200.0,56500.0,424957.0,29.83,170301,-61999,-92925
2007-04-13,56500.0,57600.0,611279.0,30.41,-64247,47927,18976
2007-04-16,57800.0,57700.0,281470.0,30.47,29435,-11934,-18281
2007-04-17,58000.0,57300.0,366676.0,30.26,-2870,-20072,25553
2007-04-18,57200.0,56800.0,231874.0,29.99,46947,-58932,10028
2007-04-19,56700.0,56500.0,209901.0,29.83,35903,-48041,13627
2007-04-20,56300.0,56500.0,186335.0,29.83,-45390,10521,41230
2007-04-23,57000.0,56700.0,191307.0,29.94,-3785,-5416,9165
2007-04-24,56700.0,57100.0,341490.0,30.15,-16040,-45636,61806
2007-04-25,56400.0,54800.0,813988.0,28.94,35224,-23313,-11936
2007-04-26,54800.0,54800.0,423907.0,28.94,-58889,-26364,84069
2007-04-27,55000.0,54800.0,172686.0,28.94,-43532,-18269,61717
2007-04-30,54400.0,54800.0,203006.0,28.94,-935,-2871,3043
2007-05-02,54800.0,55200.0,237990.0,29.15,-159,10439,-10391
2007-05-03,55500.0,55500.0,130934.0,29.31,1919,-7008,3779
2007-05-04,55600.0,55600.0,194272.0,29.36,-18296,-2708,20894
2007-05-07,55900.0,55400.0,275112.0,29.25,42083,-1458,-39713
2007-05-08,55600.0,55300.0,139776.0,29.2,-44143,-14466,59174
2007-05-09,55100.0,54900.0,201575.0,28.99,-4337,-6999,11738
2007-05-10,55000.0,54300.0,315363.0,28.67,-26865,-213,26989
2007-05-11,54300.0,54800.0,289365.0,28.94,-27699,-24773,55970
2007-05-14,55100.0,56300.0,674588.0,29.73,-4702,76230,-98207
2007-05-15,56700.0,56400.0,280745.0,29.78,4007,-33681,19981
2007-05-16,56300.0,56300.0,297129.0,29.73,12236,-745,-11656
2007-05-17,56300.0,55600.0,410781.0,29.36,118844,-7689,-113652
2007-05-18,55600.0,55900.0,265572.0,29.52,40341,-20773,-20423
2007-05-21,55700.0,55600.0,199290.0,29.36,11516,-11883,-844
2007-05-22,55300.0,55200.0,219136.0,29.15,34682,-49535,16915
2007-05-23,55200.0,55200.0,244785.0,29.15,95744,-29842,-48463
2007-05-25,55100.0,55800.0,305812.0,29.46,25954,-11086,-9547
2007-05-28,56400.0,55500.0,191689.0,29.31,27157,-15185,-13042
2007-05-29,55600.0,55200.0,201674.0,29.15,2069,-29033,27314
2007-05-30,55100.0,54700.0,319235.0,28.88,-47112,-25010,77625
2007-05-31,55000.0,54500.0,263005.0,28.78,8547,26010,-34847
2007-06-01,54800.0,55300.0,439087.0,29.2,4886,13308,-26462
2007-06-04,55700.0,56600.0,498725.0,29.89,47973,3711,-54290
2007-06-05,56700.0,56600.0,257077.0,29.89,14300,6809,-17797
2007-06-07,56200.0,59500.0,1007668.0,31.42,41291,64551,-113405
2007-06-08,59000.0,62100.0,1204242.0,32.79,13460,24235,-34939
2007-06-11,62700.0,62300.0,603039.0,32.9,-74753,43207,35367
2007-06-12,62100.0,61000.0,421264.0,32.21,25535,10095,-42132
2007-06-13,60900.0,64600.0,975938.0,34.11,-77921,54431,6912
2007-06-14,65500.0,64300.0,967658.0,33.95,103413,172516,-277329
2007-06-15,64500.0,61100.0,1191163.0,32.26,339742,-125965,-170613
2007-06-18,60900.0,61300.0,695403.0,32.37,148503,49775,-209492
2007-06-19,61200.0,60500.0,819979.0,31.95,234083,-7231,-232679
2007-06-20,60500.0,58100.0,920746.0,30.68,231578,-11706,-230380
2007-06-21,58100.0,58500.0,616500.0,30.89,207933,-14324,-196197
2007-06-22,58500.0,57500.0,536756.0,30.36,-47814,47759,-7782
2007-06-25,57600.0,58300.0,508160.0,30.78,80175,67425,-147318
2007-06-26,58700.0,59000.0,402783.0,31.15,23739,37447,-51599
2007-06-27,59400.0,60500.0,906388.0,31.95,-66208,62430,4866
2007-06-28,61500.0,60500.0,440868.0,31.95,-9859,56371,-47462
2007-06-29,60500.0,60000.0,359781.0,31.68,-60272,23106,35636
2007-07-02,59800.0,58900.0,360562.0,31.1,-17091,41221,-24670
2007-07-03,59300.0,60300.0,466702.0,31.84,-50,61530,-64030
2007-07-04,60600.0,61500.0,707870.0,32.47,-34698,22895,7910
2007-07-05,61200.0,60800.0,556733.0,32.1,-41188,50429,-14054
2007-07-06,61200.0,62700.0,893749.0,33.11,81608,39724,-135741
2007-07-09,63200.0,60900.0,730668.0,32.16,148694,-88491,-63113
2007-07-10,61400.0,63500.0,676222.0,33.53,-178467,158363,18024
2007-07-11,63000.0,64600.0,761241.0,34.11,-126009,104345,10715
2007-07-12,65000.0,70000.0,1630426.0,36.96,-314855,310016,-11885
2007-07-13,73000.0,69000.0,1966850.0,36.43,80973,92274,-154333
2007-07-16,71600.0,71300.0,1281880.0,37.65,46419,181338,-258932
2007-07-18,70500.0,70500.0,628109.0,37.23,-73985,81001,-14023
2007-07-19,70200.0,67200.0,1014240.0,35.48,85950,-68646,-20436
2007-07-20,67900.0,70600.0,995561.0,37.28,-108229,99478,-2095
2007-07-23,69000.0,67600.0,863517.0,35.69,-52923,143985,-122102
2007-07-24,67800.0,65500.0,804214.0,34.59,142059,-47408,-91790
2007-07-25,65400.0,68400.0,754228.0,36.12,35897,149038,-201508
2007-07-26,68400.0,66100.0,519536.0,34.9,84504,-131948,37027
2007-07-27,64900.0,63200.0,723287.0,33.37,38074,-54441,-5496
2007-07-30,62500.0,63200.0,519756.0,33.37,49375,10038,-59629
2007-07-31,63900.0,64300.0,390395.0,33.95,-8546,29093,-27119
2007-08-01,64000.0,61500.0,736953.0,32.47,99005,-61928,-34875
2007-08-02,62000.0,61400.0,478728.0,32.42,11253,-6080,1763
2007-08-03,62200.0,64400.0,726717.0,34.0,-50910,-10952,66060
2007-08-06,63000.0,63200.0,414272.0,33.37,80327,37077,-112669
2007-08-07,64000.0,63100.0,260648.0,33.32,33760,30948,-66817
2007-08-08,64000.0,64700.0,413703.0,34.16,-34751,67264,-36044
2007-08-09,65500.0,66000.0,421029.0,34.85,-72178,246,71922
2007-08-10,64500.0,64200.0,420717.0,33.9,42838,-35518,457
2007-08-13,64700.0,65200.0,238974.0,34.43,-9784,33360,-30890
2007-08-14,65000.0,64400.0,267149.0,34.0,19234,12283,-31661
2007-08-16,62000.0,60800.0,666491.0,32.1,-80496,131524,-65538
2007-08-17,61300.0,60600.0,434080.0,32.0,-14363,-16396,36251
2007-08-20,62000.0,62500.0,327360.0,33.0,66446,-45977,-20810
2007-08-21,62200.0,61000.0,277934.0,32.21,8946,18880,-26647
2007-08-22,61700.0,62600.0,387173.0,33.05,72029,-9229,-70896
2007-08-23,63400.0,63700.0,344138.0,33.64,-132770,59439,69792
2007-08-24,63200.0,61600.0,358052.0,32.53,63077,-9361,-47052
2007-08-27,62300.0,60900.0,367208.0,32.16,106413,-53520,-3755
2007-08-28,60400.0,61200.0,305065.0,32.31,55972,-52634,-3214
2007-08-29,59800.0,60100.0,395262.0,31.73,68687,66770,-148332
2007-08-30,60900.0,61900.0,221138.0,32.68,-15440,-20272,33373
2007-08-31,61800.0,61700.0,258144.0,32.58,-1277,42914,-45164
2007-09-03,61900.0,61300.0,149535.0,32.37,14374,-26690,12310
2007-09-04,61300.0,61500.0,209308.0,32.47,-17378,21267,-6585
2007-09-05,61800.0,60700.0,293678.0,32.05,86482,-43274,-384
2007-09-06,60400.0,60500.0,267004.0,31.95,80450,-39981,-45083
2007-09-07,60500.0,60100.0,229820.0,31.73,33032,-21479,-13075
2007-09-10,59100.0,58500.0,299139.0,30.89,2225,10590,-16221
2007-09-11,58500.0,58600.0,226386.0,30.94,-8707,46761,-37020
2007-09-12,58700.0,57100.0,326869.0,30.15,27865,14467,-38159
2007-09-13,57400.0,57900.0,327842.0,30.57,19559,-39063,13215
2007-09-14,57900.0,57600.0,198693.0,30.41,30087,-17339,-14967
2007-09-17,57900.0,56900.0,230999.0,30.04,49762,-56333,38
2007-09-18,56800.0,55600.0,294197.0,29.36,22536,10115,-5582
2007-09-19,56500.0,56600.0,258771.0,29.89,-23958,-2821,-1577
2007-09-20,56700.0,57300.0,266661.0,30.26,-23502,-40474,77316
2007-09-21,57300.0,56800.0,179160.0,29.99,15525,-15281,-1514
2007-09-27,57400.0,60700.0,559917.0,32.05,17048,32978,-46152
2007-09-28,61100.0,61400.0,349056.0,32.42,-55097,13236,40462
2007-10-01,61800.0,61700.0,332842.0,32.58,-66433,82179,-16907
2007-10-02,62300.0,61800.0,228746.0,32.63,-55851,37742,35844
2007-10-04,61300.0,60300.0,279218.0,31.84,15139,-13082,-11640
2007-10-05,60100.0,60000.0,245025.0,31.68,10283,10448,-24441
2007-10-08,61100.0,62100.0,471781.0,32.79,-10088,11161,-16150
2007-10-09,61700.0,65700.0,941917.0,34.69,-189377,186481,-7370
2007-10-10,66200.0,74900.0,2764454.0,39.55,-431096,370533,57902
2007-10-11,78000.0,79500.0,2970869.0,41.98,172044,-125264,-28951
2007-10-12,77300.0,74500.0,1843499.0,39.34,510791,-63775,-458425
2007-10-15,75500.0,74800.0,1221081.0,39.5,94130,36361,-144102
2007-10-16,72600.0,69900.0,1755494.0,36.91,57836,-99012,44984
2007-10-17,69100.0,70100.0,1000650.0,37.01,93503,-30956,-63503
2007-10-18,71000.0,75600.0,1653763.0,39.92,-115038,-14412,57759
2007-10-19,75000.0,70500.0,764855.0,37.23,163203,-43613,-86489
2007-10-22,66200.0,67000.0,801401.0,35.38,129965,-96094,-25612
2007-10-23,68500.0,67100.0,737945.0,35.43,88502,-125362,24711
2007-10-24,65800.0,61500.0,1833234.0,32.47,-209778,128220,-29098
2007-10-25,63000.0,66900.0,1126041.0,35.32,-159026,141126,9140
2007-10-26,67400.0,70800.0,992792.0,37.38,-297648,344735,-51735
2007-10-29,72000.0,69800.0,454868.0,36.86,30494,-28137,33504
2007-10-30,69800.0,72300.0,775276.0,38.18,122920,-26724,-57668
2007-10-31,71700.0,72000.0,499893.0,38.02,21394,1543,-21813
2007-11-01,72900.0,69600.0,484319.0,36.75,92745,-61469,18874
2007-11-02,67400.0,65900.0,849423.0,34.8,181352,-133321,119716
2007-11-05,66300.0,63500.0,672619.0,33.53,216079,-72029,-101491
2007-11-06,63900.0,67400.0,633689.0,35.59,45469,16053,-7811
2007-11-07,68000.0,65000.0,513659.0,34.32,46258,-80945,37660
2007-11-08,64300.0,64100.0,420445.0,33.85,68348,-54638,-10782
2007-11-09,65400.0,67200.0,502649.0,35.48,-49796,23501,20434
2007-11-12,65600.0,63800.0,519503.0,33.69,135452,-34409,-103478
