Symbol,기아차_시가(원),기아차_종가(원),기아차_거래량(주),기아차_PER(IFRS-연결),기아차_순매수수량(개인)(주),기아차_순매수수량(기관계)(주),기아차_순매수수량(외국인계)(주)
2003-03-14,7010.0,6950.0,1619694.0,3.6,-178356,90306,91950
2003-03-17,6850.0,6420.0,845174.0,3.33,-181070,107730,46640
2003-03-18,6800.0,7010.0,1558702.0,3.63,-275220,430230,-154110
2003-03-19,6840.0,7030.0,923513.0,3.64,-7530,-31830,44770
2003-03-20,7150.0,7500.0,2031878.0,3.89,87686,-65096,-45100
2003-03-21,7690.0,7750.0,1926751.0,4.02,-227570,151670,67140
2003-03-24,7840.0,7500.0,1231230.0,3.89,14376,-155000,137310
2003-03-25,7040.0,7120.0,1215310.0,3.69,-25255,336805,-313610
2003-03-26,7250.0,7130.0,1563955.0,3.69,366545,-41985,-446140
2003-03-27,6990.0,7220.0,827355.0,3.74,-158110,-157030,120580
2003-03-28,7320.0,7370.0,985158.0,3.82,138966,-41306,-93130
2003-03-31,7220.0,7090.0,627250.0,3.67,-119500,73540,34270
2003-04-01,6950.0,7060.0,1172048.0,3.66,432814,33866,-468930
2003-04-02,7020.0,7160.0,1232540.0,3.71,47620,114390,-175190
2003-04-03,7330.0,7170.0,885822.0,3.72,-351638,247298,86860
2003-04-04,7170.0,7500.0,1958431.0,3.89,-252627,271177,-38890
2003-04-07,7650.0,7850.0,2195425.0,4.07,-241485,258900,-240540
2003-04-08,7780.0,7780.0,1400349.0,4.03,-109355,193826,-40471
2003-04-09,7700.0,7610.0,888271.0,3.94,5560,40990,37920
2003-04-10,7610.0,7970.0,2214050.0,4.13,-440412,52330,482700
2003-04-11,8030.0,8060.0,1773821.0,4.18,-314858,328778,7350
2003-04-14,8140.0,8280.0,1335520.0,4.29,-229750,165170,50800
2003-04-15,8500.0,8530.0,1740566.0,4.42,-227176,218916,9840
2003-04-16,8660.0,8700.0,1868939.0,4.51,-51737,181037,-48530
2003-04-17,8600.0,8720.0,1020696.0,4.52,-53104,394,6800
2003-04-18,8900.0,9000.0,1821972.0,4.66,-427489,585869,-204870
2003-04-21,8800.0,8800.0,925051.0,4.56,95670,274280,-417000
2003-04-22,8730.0,8500.0,937552.0,4.4,70450,-75810,32440
2003-04-23,8620.0,8590.0,893420.0,4.45,-234320,335300,-87750
2003-04-24,8510.0,8440.0,614209.0,4.37,-51620,-11370,-46980
2003-04-25,8210.0,7890.0,1559265.0,4.09,386430,178090,-553970
2003-04-28,7650.0,7930.0,1055039.0,4.11,65109,264421,-382830
2003-04-29,8110.0,8400.0,1328952.0,4.35,257103,190710,-494170
2003-04-30,8450.0,8450.0,868598.0,4.38,-205650,114240,111550
2003-05-02,8430.0,8450.0,1159797.0,4.38,123434,-106704,-19120
2003-05-06,8450.0,8450.0,926901.0,4.38,-69479,98779,-44650
2003-05-07,8520.0,8480.0,1507582.0,4.39,93310,-230240,148770
2003-05-09,8400.0,8440.0,880587.0,4.37,188460,-114210,-29880
2003-05-12,9300.0,9000.0,4229944.0,4.66,1283600,-326390,-792620
2003-05-13,9020.0,8870.0,2666389.0,4.6,9376,-495356,-10340
2003-05-14,8900.0,8800.0,1566522.0,4.56,-65928,-295972,-126950
2003-05-15,8840.0,8920.0,1678677.0,4.62,-12370,337480,-348680
2003-05-16,8920.0,8690.0,1777770.0,4.5,82420,-265200,-323030
2003-05-19,8690.0,8280.0,2067321.0,4.29,378229,-680639,-223250
2003-05-20,8280.0,8460.0,1442967.0,4.38,-78700,-474590,19090
2003-05-21,8460.0,8480.0,937556.0,4.39,-109519,-157121,22810
2003-05-22,8480.0,8480.0,1230086.0,4.39,-210424,-37306,-32950
2003-05-23,8620.0,8650.0,849362.0,4.48,-342660,300340,27680
2003-05-26,8750.0,8810.0,1251183.0,4.57,-183098,181808,-35720
2003-05-27,8940.0,8840.0,987545.0,4.58,-137226,-149323,81899
2003-05-28,8840.0,8900.0,2179901.0,4.61,-319879,-176751,-23590
2003-05-29,8900.0,8890.0,1257540.0,4.61,-328840,-88040,-106540
2003-05-30,8890.0,8880.0,1072250.0,4.6,-327290,-136790,-65990
2003-06-02,8960.0,9030.0,1234275.0,4.68,-191250,121900,32200
2003-06-03,9030.0,8950.0,1517362.0,4.64,-265420,-330760,107880
2003-06-04,8970.0,8980.0,765013.0,4.65,-175342,-48818,-147010
2003-06-05,9000.0,8980.0,1224042.0,4.65,180330,-264550,-140490
2003-06-09,8990.0,9080.0,981100.0,4.71,-99615,71595,-1620
2003-06-10,9080.0,8860.0,1353769.0,4.59,25260,-293240,-253520
2003-06-11,8860.0,8860.0,1336923.0,4.59,-354320,-235810,169640
2003-06-12,8870.0,8860.0,1957231.0,4.59,-118509,-53371,-321090
2003-06-13,8860.0,8630.0,1743790.0,4.47,86428,-148168,-319500
2003-06-16,8630.0,8600.0,1411825.0,4.46,-61430,-557660,170600
2003-06-17,8700.0,8770.0,1229911.0,4.54,-327060,241080,122490
2003-06-18,8770.0,8780.0,807053.0,4.55,41970,-172920,103010
2003-06-19,8890.0,8950.0,1066676.0,4.64,56060,-244210,190280
2003-06-20,8950.0,9300.0,2316480.0,4.82,-328716,261626,99970
2003-06-23,9470.0,9100.0,1734013.0,4.72,-349683,225930,-388777
2003-06-24,9100.0,8880.0,1245000.0,4.6,-423250,77650,-143240
2003-06-25,8940.0,8880.0,1177710.0,4.6,-33610,-2560,-264450
2003-06-26,8880.0,8900.0,971690.0,4.61,-110700,4030,-259180
2003-06-27,9000.0,9100.0,796914.0,4.72,-263850,131020,180830
2003-06-30,9060.0,8800.0,462730.0,4.56,145100,-340,-151020
2003-07-01,8800.0,8940.0,489919.0,4.63,-27496,-44524,75400
2003-07-02,9070.0,9450.0,1656727.0,4.9,-639740,254520,328160
2003-07-03,9660.0,9180.0,957310.0,4.76,-38530,-9100,20160
2003-07-04,9480.0,9600.0,1195031.0,4.97,-67740,84530,21980
2003-07-07,9760.0,9670.0,816848.0,5.01,-144220,72220,38440
2003-07-08,9700.0,9400.0,1295360.0,4.87,243460,-487580,256690
2003-07-09,9310.0,9260.0,490197.0,4.8,34853,-64060,31367
2003-07-10,9170.0,9190.0,1017930.0,4.76,164380,-306010,141630
2003-07-11,9090.0,9400.0,823372.0,4.87,114749,-260759,146420
2003-07-14,9470.0,9510.0,901297.0,4.93,-171055,-172885,344670
2003-07-15,9560.0,9450.0,989720.0,4.9,13330,-445750,456630
2003-07-16,9480.0,9130.0,689217.0,4.73,-29069,98739,-70600
2003-07-18,9090.0,9000.0,604446.0,4.66,-49270,52400,-8130
2003-07-21,8850.0,8700.0,638631.0,4.51,268760,-165210,-104160
2003-07-22,8570.0,8750.0,746045.0,4.53,-36740,9460,37350
2003-07-23,8750.0,8720.0,349085.0,4.52,28630,49150,-94680
2003-07-24,8610.0,8610.0,497074.0,4.46,214440,-159380,-63690
2003-07-25,8620.0,8600.0,465541.0,4.46,255550,-239230,-18120
2003-07-28,8750.0,8860.0,614025.0,4.59,-2887,113657,-113440
2003-07-29,8900.0,8990.0,436213.0,4.66,-31230,-13360,55810
2003-07-30,9040.0,9090.0,620970.0,4.71,-160656,11456,145200
2003-07-31,9130.0,9030.0,567828.0,4.68,-157760,-12920,218230
2003-08-01,9040.0,9130.0,491426.0,4.73,-50850,980,107590
2003-08-04,9000.0,8940.0,273531.0,4.63,52443,-40683,-11760
2003-08-05,9040.0,8960.0,303090.0,4.64,46870,-44440,-1440
2003-08-06,8800.0,8690.0,713735.0,4.5,165879,-11050,-156129
2003-08-07,8720.0,8540.0,458104.0,4.43,117553,-10293,-94740
2003-08-08,8500.0,8490.0,329340.0,4.4,140820,-124810,-19250
2003-08-11,8440.0,8470.0,500865.0,4.39,64800,-130520,63220
2003-08-12,8410.0,8470.0,1021136.0,4.39,494691,-373271,-124420
2003-08-13,8600.0,8510.0,549096.0,4.41,150464,-26512,-98152
2003-08-14,8480.0,8600.0,1187904.0,4.46,346590,-191380,-232710
2003-08-18,8650.0,8720.0,1077379.0,4.52,84447,-104577,39100
2003-08-19,8900.0,8800.0,971523.0,4.56,127012,-421372,293660
2003-08-20,8830.0,8700.0,484811.0,4.51,98890,-104390,6050
2003-08-21,8790.0,9280.0,1848530.0,4.81,-220963,-181127,413680
2003-08-22,9290.0,9160.0,1079334.0,4.75,43500,-178040,168620
2003-08-25,9160.0,9190.0,709167.0,4.76,118886,-24576,4020
2003-08-26,9290.0,9230.0,1278554.0,4.78,318293,-295583,35400
2003-08-27,9270.0,9110.0,1334940.0,4.72,180612,-321519,198000
2003-08-28,9200.0,8960.0,1374440.0,4.64,-940,-320920,335170
2003-08-29,8980.0,9130.0,1034027.0,4.73,-5710,-183040,191460
2003-09-01,9140.0,9040.0,692066.0,4.68,110263,-131503,36800
2003-09-02,9050.0,9160.0,2132504.0,4.75,547167,-1366157,779300
2003-09-03,9270.0,9280.0,1769149.0,4.81,-41480,-331150,222130
2003-09-04,9280.0,9100.0,948976.0,4.72,-87290,-185860,330500
2003-09-05,9270.0,9170.0,1312085.0,4.75,7386,-401406,459710
2003-09-08,9120.0,9100.0,623084.0,4.72,92689,-191949,119550
2003-09-09,9200.0,9040.0,1636024.0,4.68,417710,-718320,234060
2003-09-15,9040.0,8980.0,1454658.0,4.65,-95280,82810,2870
2003-09-16,8980.0,8920.0,970179.0,4.62,148880,-66220,-76870
2003-09-17,9000.0,8900.0,913310.0,4.61,27890,-78890,43800
2003-09-18,8850.0,8750.0,802037.0,4.53,-56073,126123,-85990
2003-09-19,8950.0,8750.0,1141725.0,4.53,-248848,61270,206660
2003-09-22,8750.0,8050.0,1484831.0,4.17,87511,83670,-101471
2003-09-23,8100.0,8300.0,1147193.0,4.3,-134768,-70802,206300
2003-09-24,8400.0,8350.0,1134100.0,4.33,287310,-513090,264180
2003-09-25,8270.0,8170.0,1356580.0,4.23,205580,-595600,395180
2003-09-26,8100.0,8000.0,1080670.0,4.15,6895,-235765,244510
2003-09-29,8040.0,8040.0,936711.0,4.17,5490,-161670,155520
2003-09-30,8100.0,8000.0,1117367.0,4.15,329065,-641190,334655
2003-10-01,8000.0,8000.0,592373.0,4.15,93880,2170,-96090
2003-10-02,8160.0,8000.0,951928.0,4.15,249640,-105270,-173890
2003-10-06,8080.0,8000.0,1252164.0,4.15,339570,-429760,95310
2003-10-07,8040.0,8040.0,781506.0,4.17,102540,-446020,354990
2003-10-08,8050.0,7910.0,701625.0,4.1,10990,-210480,221060
2003-10-09,7890.0,8150.0,1043070.0,4.22,-137480,263650,-105020
2003-10-10,8100.0,8250.0,1218305.0,4.28,-104806,-12974,110840
2003-10-13,8100.0,8080.0,970516.0,4.19,263330,-3940,-207300
2003-10-14,8110.0,8290.0,1216970.0,4.3,-277200,150090,56270
2003-10-15,8360.0,8160.0,621637.0,4.23,61652,39448,-115990
2003-10-16,8110.0,8300.0,1171680.0,4.3,-195880,224690,-53440
2003-10-17,8270.0,8290.0,820202.0,4.3,-184210,220670,-68700
2003-10-20,8290.0,8260.0,555694.0,4.28,-34211,125651,-106940
2003-10-21,8300.0,8390.0,832880.0,4.35,-202170,-85220,269070
2003-10-22,8500.0,8690.0,1214636.0,4.5,-603440,-55210,679830
2003-10-23,8450.0,8240.0,818310.0,4.27,312500,-391150,99610
2003-10-24,8300.0,8200.0,503517.0,4.25,-78050,-840,64380
2003-10-27,8400.0,8410.0,496680.0,4.36,-48040,177310,-125700
2003-10-28,8500.0,8650.0,1396997.0,4.48,-618158,241108,399740
2003-10-29,8780.0,8370.0,1131544.0,4.34,-18280,132490,-152920
2003-10-30,8420.0,8440.0,515513.0,4.37,-104470,215830,-131380
2003-10-31,8360.0,8300.0,847233.0,4.3,173900,-86180,-93820
2003-11-03,8250.0,8710.0,1070800.0,4.51,-372041,232091,97290
2003-11-04,8880.0,8890.0,4911719.0,4.61,105657,1527113,-1285310
2003-11-05,9180.0,9590.0,4058907.0,4.97,179564,-345014,1284460
2003-11-06,9780.0,9500.0,3825341.0,4.92,-295770,-476840,1114560
2003-11-07,9590.0,9370.0,1327408.0,4.86,290541,5109,-57580
2003-11-10,9370.0,9200.0,1752656.0,4.77,455751,-453151,262580
2003-11-11,9100.0,9360.0,1579111.0,4.85,186234,-58264,237410
2003-11-12,9450.0,9590.0,3299608.0,4.97,84360,-474850,627160
2003-11-13,9870.0,9940.0,6267059.0,5.15,396864,-1179264,1412560
2003-11-14,9970.0,9940.0,3287653.0,5.15,167762,-379652,138090
2003-11-17,9860.0,9650.0,1512320.0,5.0,471434,-323054,-171760
2003-11-18,9640.0,9780.0,2395420.0,5.07,-91645,345735,489700
2003-11-19,9600.0,9200.0,2828622.0,4.77,104864,-94634,-118050
2003-11-20,9300.0,9400.0,1802691.0,4.87,-1560,51540,355480
2003-11-21,9250.0,9700.0,2897800.0,5.03,-386633,137813,837490
2003-11-24,9700.0,9750.0,4097445.0,5.05,-363884,407174,400350
2003-11-25,10000.0,9880.0,3085606.0,5.12,498010,197930,-295160
2003-11-26,9970.0,10150.0,3716690.0,5.26,-57406,-391984,748370
2003-11-27,10250.0,10600.0,5821743.0,5.49,-518630,-1116340,2093310
2003-11-28,10750.0,10500.0,3681636.0,5.44,599434,107026,-340120
2003-12-01,10500.0,10750.0,3467278.0,5.57,503292,134508,-136430
2003-12-02,10850.0,10700.0,2248670.0,5.54,-98987,144127,99160
2003-12-03,10700.0,10700.0,2347093.0,5.54,-347746,142636,322790
2003-12-04,10650.0,10700.0,2447491.0,5.54,-197949,88779,341570
2003-12-05,10700.0,10850.0,2255790.0,5.62,-279323,-179597,775970
2003-12-08,10800.0,11250.0,3199354.0,5.83,-106769,-350211,803560
2003-12-09,11200.0,10800.0,1662050.0,5.6,274822,227218,-285580
2003-12-10,10750.0,11100.0,2355770.0,5.75,66566,-525706,521080
2003-12-11,11100.0,10900.0,2918125.0,5.65,299956,-110106,-164150
2003-12-12,11100.0,11000.0,2000982.0,5.7,103087,224213,-308700
2003-12-15,11100.0,10950.0,1777941.0,5.67,80912,127638,-212840
2003-12-16,10800.0,10850.0,1473836.0,5.62,133937,-156107,293940
2003-12-17,10950.0,10650.0,1567383.0,5.52,-8181,-176719,305000
2003-12-18,10600.0,11000.0,1470671.0,5.7,-102602,6762,233250
2003-12-19,11000.0,10850.0,1294363.0,5.62,-234598,-46742,288520
2003-12-22,10850.0,10700.0,1176544.0,5.54,-149840,111900,100210
2003-12-23,10750.0,10750.0,1108428.0,5.57,-99327,44817,-75010
2003-12-24,10700.0,10350.0,1218707.0,5.36,-31430,-77650,140720
2003-12-26,10200.0,10400.0,1403368.0,5.39,-163772,-24218,106860
2003-12-29,10250.0,10750.0,1596238.0,5.57,257228,41952,152640
2003-12-30,11000.0,10900.0,1504975.0,5.65,46935,444015,-241110
2004-01-02,11050.0,11400.0,3407321.0,6.0,439341,285386,-72340
2004-01-05,11500.0,11850.0,3763113.0,6.24,-99111,-25559,681000
2004-01-06,11950.0,11850.0,2448193.0,6.24,-193460,124260,361880
2004-01-07,11800.0,11550.0,1417126.0,6.08,-121712,227914,-35332
2004-01-08,11450.0,11900.0,4555398.0,6.26,-983787,-423823,1867080
2004-01-09,12100.0,11800.0,2570435.0,6.21,-493838,-112742,738150
2004-01-12,11850.0,11750.0,1086350.0,6.18,225597,-209437,40140
2004-01-13,11700.0,11600.0,1264548.0,6.1,25357,-297707,265840
2004-01-14,11600.0,12200.0,2285382.0,6.42,-734308,25958,763210
2004-01-15,12150.0,12250.0,2697251.0,6.45,-568659,-343271,962540
2004-01-16,12250.0,12100.0,1380408.0,6.37,-30793,-40237,79230
2004-01-19,12050.0,11850.0,1588091.0,6.24,301501,-72921,-201760
2004-01-20,11750.0,11950.0,1481680.0,6.29,-159554,-377526,554000
2004-01-26,11950.0,11800.0,1831301.0,6.21,85409,-665739,605270
2004-01-27,11800.0,11650.0,1043145.0,6.13,108315,-163295,59060
2004-01-28,11750.0,11600.0,1891939.0,6.1,-152649,-370071,541900
2004-01-29,11700.0,11500.0,1125617.0,6.05,-119960,-83700,203440
2004-01-30,11350.0,10950.0,1588476.0,5.76,261920,-137770,-189830
2004-02-02,10850.0,10600.0,1704873.0,5.58,512027,-50487,-456570
2004-02-03,10400.0,10000.0,3308332.0,5.26,129560,126550,-301550
2004-02-04,9970.0,10250.0,1855861.0,5.39,-355351,-153049,498600
2004-02-05,10200.0,10450.0,1393898.0,5.5,-295880,85930,203130
2004-02-06,10600.0,10850.0,1371792.0,5.71,-210080,-391700,661080
2004-02-09,11000.0,10950.0,1419383.0,5.76,18750,-277190,309980
2004-02-10,11050.0,10850.0,878935.0,5.71,-215350,-79460,304360
2004-02-11,10950.0,10750.0,1237028.0,5.66,-286810,64021,259009
2004-02-12,10750.0,10550.0,1330142.0,5.55,-1270,154440,-254430
2004-02-13,10350.0,10350.0,834544.0,5.45,73038,-45128,-20720
2004-02-16,10350.0,10350.0,1258349.0,5.45,123497,-123207,36530
2004-02-17,10600.0,10550.0,1137489.0,5.55,354291,-209921,-147510
2004-02-18,10550.0,10400.0,1180014.0,5.47,180875,-91985,-69860
2004-02-19,10600.0,10950.0,1837212.0,5.76,-636274,837744,-203010
2004-02-20,10750.0,10850.0,877500.0,5.71,104792,16092,-107280
2004-02-23,10950.0,10800.0,839189.0,5.68,-36286,34486,-12200
2004-02-24,10850.0,10500.0,1254950.0,5.53,159969,6041,-146450
2004-02-25,10500.0,10700.0,457470.0,5.63,-42982,-13554,45076
2004-02-26,10800.0,10650.0,695244.0,5.6,-202818,23114,178414
2004-02-27,10650.0,10900.0,1091110.0,5.74,-158990,15990,224440
2004-03-02,11050.0,11350.0,2075783.0,5.97,-973725,258365,754680
2004-03-03,11400.0,11400.0,1309743.0,6.0,-352119,-25791,382230
2004-03-04,11500.0,11750.0,2105085.0,6.18,-211793,-37687,294460
2004-03-05,11800.0,11750.0,1311060.0,6.18,-164389,18259,146240
2004-03-08,11700.0,11550.0,594144.0,6.08,-208734,92784,124120
2004-03-09,11450.0,11550.0,874982.0,6.08,-335820,268800,57750
2004-03-10,11500.0,11650.0,868540.0,6.13,-241284,-148096,391270
2004-03-11,11500.0,11200.0,1992457.0,5.89,453977,-462287,45040
2004-03-12,11250.0,10700.0,1937728.0,5.63,298470,-252530,-77070
2004-03-15,10700.0,10500.0,856990.0,5.53,202980,21000,-240400
2004-03-16,10500.0,10900.0,976010.0,5.74,-482160,267060,218430
2004-03-17,11200.0,11400.0,1081929.0,6.0,-268349,-115461,310940
2004-03-18,11500.0,11450.0,746393.0,6.03,-32026,-101684,179590
2004-03-19,11500.0,11500.0,1002533.0,6.05,28226,-158736,159960
2004-03-22,11800.0,11600.0,1786647.0,6.1,121690,-470470,445340
2004-03-23,11450.0,11600.0,1814727.0,6.1,-82770,91080,303910
2004-03-24,11650.0,11900.0,1780515.0,6.26,-395147,-221963,703440
2004-03-25,11850.0,11750.0,1760729.0,6.18,-596108,65838,560260
2004-03-26,11900.0,11850.0,2057580.0,6.24,-246050,-122270,343970
2004-03-29,11900.0,12250.0,2112200.0,6.45,-576420,-236220,847620
2004-03-30,12300.0,11950.0,759394.0,6.29,50034,-138254,113110
2004-03-31,12100.0,11800.0,1026420.0,6.21,-64149,-194280,329479
2004-04-01,11800.0,11850.0,891000.0,6.24,117200,-108980,11790
2004-04-02,11900.0,11700.0,1002715.0,6.16,4916,22414,-43110
2004-04-06,11850.0,11950.0,1122139.0,6.29,-89835,-203255,334800
2004-04-07,12000.0,12300.0,3106619.0,6.47,-343223,-56074,361737
2004-04-08,12350.0,12350.0,1319860.0,6.5,-162259,234429,-117200
2004-04-09,12100.0,11850.0,794494.0,6.24,94524,-66654,6730
2004-04-12,11800.0,11750.0,1178863.0,6.18,41786,214314,-347930
2004-04-13,11850.0,11500.0,1786951.0,6.05,93113,-198413,-377770
2004-04-14,11500.0,11750.0,1276856.0,6.18,-437957,15247,324390
2004-04-16,11600.0,11700.0,870944.0,6.16,126074,-368354,311110
2004-04-19,11850.0,12000.0,1244228.0,6.31,-137630,122346,38420
2004-04-20,12000.0,12150.0,950148.0,6.39,-249439,219578,37881
2004-04-21,11900.0,11950.0,1175957.0,6.29,79364,-65824,-82370
2004-04-22,12000.0,11700.0,922801.0,6.16,19654,-142604,80350
2004-04-23,11850.0,11750.0,781901.0,6.18,-201485,185005,-54280
2004-04-26,11750.0,11250.0,1229169.0,5.92,-207681,-131879,-128990
2004-04-27,11300.0,11500.0,723937.0,6.05,-145330,153760,-158910
2004-04-28,11650.0,11550.0,612352.0,6.08,-64720,-215650,290010
2004-04-29,11550.0,11300.0,2594540.0,5.95,-694472,156340,-623932
2004-04-30,11300.0,10900.0,2165643.0,5.74,-455087,300417,-955580
2004-05-03,11000.0,10900.0,1524073.0,5.74,-18960,-78540,-333190
2004-05-04,10950.0,11000.0,880609.0,5.79,29970,-120900,64670
2004-05-06,11050.0,11000.0,2093482.0,5.79,-630060,175300,-799130
2004-05-07,11000.0,11200.0,3348256.0,5.89,-426150,-349645,-388605
2004-05-10,11200.0,10450.0,3054544.0,5.5,-222200,-2120,-985100
2004-05-11,10450.0,10150.0,2743536.0,5.34,209820,-204800,-1005480
2004-05-12,10200.0,10800.0,1576840.0,5.68,-175184,-632612,760206
2004-05-13,10750.0,10500.0,1947640.0,5.53,-106300,-840250,150450
2004-05-14,10400.0,10200.0,1850785.0,5.37,-217468,-842652,327780
2004-05-17,10450.0,10100.0,1241181.0,5.31,-410020,94740,-201040
2004-05-18,9710.0,9840.0,1570369.0,5.18,-323669,32229,-303070
2004-05-19,9760.0,10000.0,1537825.0,5.26,329326,-39886,-509020
2004-05-20,9920.0,9900.0,1174500.0,5.21,-256355,-274835,361700
2004-05-21,9950.0,9970.0,525610.0,5.25,30890,95630,-132660
2004-05-24,10050.0,9800.0,1558274.0,5.16,487934,-268204,-202210
2004-05-25,9710.0,9400.0,1718968.0,4.95,164338,-188048,17040
2004-05-27,9610.0,9890.0,1096362.0,5.2,-322555,192410,155675
2004-05-28,10000.0,9970.0,910411.0,5.25,55363,45167,-121250
2004-05-31,9810.0,9530.0,529740.0,5.01,259460,-65750,-115090
2004-06-01,9600.0,9630.0,845332.0,5.07,28458,83442,-158540
2004-06-02,9600.0,9390.0,747948.0,4.94,305490,-87040,-182600
2004-06-03,9460.0,8880.0,1108810.0,4.67,282958,-170,-285428
2004-06-04,9030.0,9150.0,1176311.0,4.82,-113260,60690,32640
2004-06-07,9500.0,10200.0,2077515.0,5.37,-811120,507200,317880
2004-06-08,10350.0,9960.0,726322.0,5.24,-8640,58750,-43930
2004-06-09,10100.0,9850.0,655250.0,5.18,-43700,-1040,77650
2004-06-10,10000.0,9770.0,2312749.0,5.14,263670,-213640,-378360
2004-06-11,9860.0,9500.0,1360542.0,5.0,16630,-546230,536260
2004-06-14,9480.0,9510.0,722810.0,5.0,-238740,-2910,232480
2004-06-15,9530.0,9780.0,831880.0,5.15,-249450,48860,172930
2004-06-16,9990.0,9700.0,645750.0,5.1,-74800,3660,86160
2004-06-17,9890.0,9840.0,428779.0,5.18,-96455,30380,53625
2004-06-18,9670.0,9330.0,707990.0,4.91,367970,-71540,-192600
2004-06-21,9250.0,9330.0,545283.0,4.91,-72934,5784,-7630
2004-06-22,9270.0,9340.0,651419.0,4.92,81980,8740,-89320
2004-06-23,9310.0,9000.0,740906.0,4.74,311690,-124800,-175760
2004-06-24,9110.0,9210.0,677884.0,4.85,-274088,183898,52170
2004-06-25,9210.0,9610.0,963670.0,5.06,-210180,-92430,301730
2004-06-28,9600.0,9490.0,437182.0,4.99,20272,-129822,97430
2004-06-29,9540.0,9490.0,706450.0,4.99,-85320,252300,-185500
2004-06-30,9630.0,9870.0,706210.0,5.19,-156225,-46410,176385
2004-07-01,9950.0,9730.0,652760.0,5.12,-91530,-36200,134360
2004-07-02,9500.0,9390.0,549921.0,4.94,210930,-215000,-5750
2004-07-05,9360.0,9290.0,523180.0,4.89,248832,-157622,-78720
2004-07-06,9300.0,9200.0,759968.0,4.84,361448,84832,-466560
2004-07-07,9000.0,9050.0,1936783.0,4.76,612360,-25610,-607040
2004-07-08,8920.0,8730.0,1987350.0,4.59,883060,-190020,-675130
2004-07-09,8700.0,8740.0,930167.0,4.6,101640,37610,-201650
2004-07-12,8760.0,8790.0,849775.0,4.63,105520,-34690,-13740
2004-07-13,8810.0,9050.0,1627927.0,4.76,-71200,-451420,536430
2004-07-14,9100.0,9210.0,1503606.0,4.85,-467704,-121606,558130
2004-07-15,9230.0,9230.0,685521.0,4.86,-180240,-1899,110530
2004-07-16,9230.0,9250.0,676140.0,4.87,-105372,-128598,248270
2004-07-19,9250.0,9330.0,551893.0,4.91,-78843,3773,60750
2004-07-20,9250.0,9250.0,650670.0,4.87,-129500,-237480,388660
2004-07-21,9410.0,9290.0,633750.0,4.89,-217523,123233,80870
2004-07-22,9060.0,9140.0,399312.0,4.81,129460,-225360,111530
2004-07-23,9140.0,9090.0,446185.0,4.78,21120,-210270,203740
2004-07-26,9050.0,9100.0,334450.0,4.79,-87744,-17666,92920
2004-07-27,9190.0,9070.0,378239.0,4.77,-44500,57300,-22330
2004-07-28,9190.0,9150.0,390930.0,4.82,-54780,132270,-69910
2004-07-29,9200.0,8990.0,558999.0,4.73,117500,-37450,-9810
2004-07-30,9000.0,9100.0,304439.0,4.79,-128700,76470,58770
2004-08-02,9000.0,8990.0,579251.0,4.73,11661,-233761,282270
2004-08-03,9140.0,8880.0,924391.0,4.67,138014,-43894,-79900
2004-08-04,8810.0,8730.0,1021803.0,4.59,339250,-229070,-17840
2004-08-05,8730.0,8800.0,1486194.0,4.63,197100,55510,-264690
2004-08-06,8700.0,8600.0,985071.0,4.53,74500,-131010,14700
2004-08-09,8690.0,8890.0,737563.0,4.68,-99870,20150,73130
2004-08-10,8870.0,9090.0,1399611.0,4.78,-123260,176480,-128860
2004-08-11,9130.0,9060.0,706444.0,4.77,-119653,170063,-32930
2004-08-12,9150.0,9500.0,1308603.0,5.0,-601260,390360,241870
2004-08-13,9500.0,9680.0,1054177.0,5.09,-290678,146438,209170
2004-08-16,9670.0,9630.0,580381.0,5.07,6690,24220,-10500
2004-08-17,9730.0,9360.0,657960.0,4.93,178880,-119440,-76530
2004-08-18,9440.0,9270.0,816903.0,4.88,130518,90170,-220038
2004-08-19,9280.0,9550.0,1582608.0,5.03,-53414,401824,-341110
2004-08-20,9650.0,9760.0,790702.0,5.14,-261530,24850,223500
2004-08-23,9960.0,9800.0,1166053.0,5.16,128557,-127737,213640
2004-08-24,10000.0,9840.0,548386.0,5.18,-32960,-44960,77020
2004-08-25,9900.0,9930.0,620050.0,5.23,-138779,73780,73929
2004-08-26,9930.0,9990.0,641649.0,5.26,-243984,-51346,306770
2004-08-27,10100.0,10300.0,2141993.0,5.42,-115302,-204828,351190
2004-08-30,10350.0,10250.0,435546.0,5.39,-7686,-35794,58210
2004-08-31,10050.0,10100.0,909446.0,5.31,-132529,169340,-33801
2004-09-01,10050.0,10500.0,856714.0,5.53,-241120,27640,215130
2004-09-02,10350.0,10600.0,790788.0,5.58,2725,-64835,126050
2004-09-03,10700.0,10700.0,805790.0,5.63,-224350,-20190,215980
2004-09-06,10850.0,10650.0,692947.0,5.6,-171335,204695,-12750
2004-09-07,10900.0,10600.0,1490340.0,5.58,6590,-141040,108080
2004-09-08,10600.0,10650.0,551120.0,5.6,-140105,-192505,333590
2004-09-09,10650.0,10800.0,1210323.0,5.68,-82467,-260253,185230
2004-09-10,10750.0,10750.0,686681.0,5.66,120773,-109453,-9350
2004-09-13,10850.0,11200.0,1215468.0,5.89,-458422,125632,346020
2004-09-14,11150.0,10950.0,1138406.0,5.76,-182933,-51117,258030
2004-09-15,11050.0,11350.0,731718.0,5.97,-207400,-24280,141710
