Symbol,기아차_시가(원),기아차_종가(원),기아차_거래량(주),기아차_PER(IFRS-연결),기아차_순매수수량(개인)(주),기아차_순매수수량(기관계)(주),기아차_순매수수량(외국인계)(주)
2000-01-04,7100,7350,663610,5.4,238970,-28390,-210580
2000-01-05,7100,6950,715550,5.1,61270,-43400,-6700
2000-01-06,7030,6650,395340,4.88,67600,-32660,0
2000-01-07,6700,6500,731560,4.77,352500,-234830,-117570
2000-01-10,6560,6800,1122980,4.99,404970,-303730,-101240
2000-01-11,6850,7400,1175560,5.44,226370,-225120,0
2000-01-12,7400,7200,1675530,5.29,121070,-138950,-2200
2000-01-13,7380,6900,732850,5.07,315370,-315620,250
2000-01-14,6900,7200,880120,5.29,217100,-221640,-460
2000-01-17,8120,7200,1717520,5.29,743980,-712910,-31070
2000-01-18,7880,7800,2673380,5.73,313770,-298210,4240
2000-01-19,7600,7190,677540,5.28,-220,-100,520
2000-01-20,6940,6760,653780,4.97,140000,-10000,-130000
2000-01-21,6600,7000,486810,5.14,27920,-920,3000
2000-01-24,6700,6800,1062230,4.99,218250,-218250,0
2000-01-25,6800,6650,377730,4.88,-12130,-4410,26320
2000-01-26,6800,6600,340790,4.85,21300,-21080,50000
2000-01-27,6800,7000,473890,5.14,49860,-50340,0
2000-01-28,6610,6800,649930,4.99,360960,-200070,-97480
2000-01-31,6690,6720,447610,4.94,0,0,0
2000-02-01,6720,6690,425110,4.91,17380,-100,-5580
2000-02-02,6690,6820,717490,5.01,199080,-150150,-48930
2000-02-03,6850,6800,693620,4.99,-56760,-190,56950
2000-02-07,7000,6870,802470,5.05,255330,-66490,-188840
2000-02-08,6820,6850,1072460,5.03,-257610,-460,258040
2000-02-09,6860,6600,1079710,4.85,412180,-97890,-314290
2000-02-10,6550,6620,688450,4.86,-24570,29720,-4780
2000-02-11,6500,6200,986370,4.55,434020,-140,-433880
2000-02-14,5970,5710,1199930,4.19,525440,-136030,-389410
2000-02-15,6560,6020,3377890,4.42,1454890,-100310,-1364620
2000-02-16,6100,6280,1245110,4.61,145540,-135510,0
2000-02-17,7210,7220,3332310,5.3,521470,-52710,-468760
2000-02-18,7210,6500,2178810,4.77,11590,-180,300
2000-02-21,5720,5530,1500670,4.06,-40040,39280,-940
2000-02-22,5130,5130,2263360,3.77,451630,-40,-451790
2000-02-23,5150,5570,1616570,4.09,15410,-15410,0
2000-02-24,5440,5210,992180,3.83,-2630,-870,3500
2000-02-25,5050,5100,1260020,3.75,125440,-124050,0
2000-02-28,4700,4450,1971250,3.27,854330,-177050,-677280
2000-02-29,4510,4470,1513500,3.28,346540,-112370,-234170
2000-03-02,4470,4470,2434720,3.28,704730,99670,-804900
2000-03-03,4510,4225,2283460,3.1,633030,-54220,-581710
2000-03-06,4225,4855,3400290,3.57,247090,-350220,100830
2000-03-07,5490,5430,3912750,3.99,-340520,-95170,425780
2000-03-08,5000,5320,1829490,3.91,-270160,-10140,280800
2000-03-09,5400,5250,2036230,3.86,65240,-57770,-8800
2000-03-10,5200,5110,1599030,3.75,-302380,-61120,370770
2000-03-13,5600,5380,3048970,3.95,-207690,-390850,548700
2000-03-14,5400,5410,1539160,3.97,-337120,-107700,446020
2000-03-15,5210,5170,1064900,3.8,-339990,-99240,439230
2000-03-16,5250,5200,1085560,3.82,-416570,-37370,443900
2000-03-17,5250,5240,919190,3.85,-168430,-46540,0
2000-03-20,5190,5240,758120,3.85,-403520,-110,353520
2000-03-21,5140,5100,933320,3.75,-406980,-101060,508040
2000-03-22,5110,5290,1388860,3.89,-391630,-200200,470520
2000-03-23,5290,5430,1314260,3.99,-426310,-540,251850
2000-03-24,5380,5430,977870,3.99,-151780,-195450,217750
2000-03-27,5200,5290,854580,3.89,-286980,-20150,197150
2000-03-28,5200,5260,1107800,3.86,-446150,-169840,87700
2000-03-29,5220,5200,949500,3.82,-122420,-45470,-100200
2000-03-30,5150,5000,1909210,3.67,-287910,-144230,860
2000-03-31,5100,5000,743900,3.67,-139300,-218640,129170
2000-04-03,5000,5000,799130,3.67,-428860,-107340,323640
2000-04-04,5000,5000,1000930,3.67,-317960,-349180,252640
2000-04-06,4980,5000,649500,3.67,-394640,-103090,270220
2000-04-07,4950,4880,441030,3.58,12230,-72440,60020
2000-04-10,4800,4950,1300350,3.64,133850,-17080,-115870
2000-04-11,4990,4945,621910,3.63,-457390,-5620,127700
2000-04-12,4900,5040,719090,3.7,-544940,-3630,370570
2000-04-14,4910,5010,475970,3.68,-254670,-40160,77420
2000-04-17,4710,4900,1383050,3.6,-567970,-480040,555010
2000-04-18,5040,5090,882210,3.74,-410970,-100960,323230
2000-04-19,5150,5200,1402960,3.82,-227360,-277350,451630
2000-04-20,5300,5380,915280,3.95,-128410,-292490,208880
2000-04-21,5400,5600,1251390,4.11,-396740,-3890,310500
2000-04-24,5600,5390,568320,3.96,-96520,-41620,142140
2000-04-25,5300,5460,694380,4.01,-293310,-54430,100000
2000-04-26,5350,5300,1632280,3.89,-31560,-343120,-18140
2000-04-27,5020,4900,554170,3.6,-224950,-850,0
2000-04-28,4920,5040,445100,3.7,-105810,-43090,0
2000-05-02,4975,5580,1164100,4.1,-930100,-70040,0
2000-05-03,5500,6000,2183690,4.41,-1301660,-398170,0
2000-05-04,6150,6200,2162410,4.55,-659740,-28570,-803040
2000-05-08,6300,6150,2154380,4.52,-410770,-3390,-578000
2000-05-09,6000,6100,814930,4.48,-481380,-8460,-150000
2000-05-10,5820,6190,2917130,4.55,-403420,-52500,-505000
2000-05-12,5750,6000,715560,4.41,-174140,-53160,-150030
2000-05-15,5950,5740,327200,4.22,-206930,-3070,0
2000-05-16,5650,5620,305900,4.13,-129870,-10130,0
2000-05-17,5450,5650,1070880,4.15,-329880,-74720,-500000
2000-05-18,5890,5980,471420,4.39,-264880,-30120,100000
2000-05-19,5740,6000,3041730,4.41,-512280,-355040,-2000100
2000-05-22,5910,5500,297170,4.04,45180,-45180,0
2000-05-23,5300,5100,559930,3.75,57730,-326880,0
2000-05-24,5000,5200,334110,3.82,-128600,-52580,73310
2000-05-25,5450,5800,923270,4.26,-303690,-495120,246690
2000-05-26,6100,5600,809410,4.11,-503060,-86600,41660
2000-05-29,5100,5800,899160,4.26,-279470,-283680,156170
2000-05-30,5800,6400,2913100,4.7,-1420910,-500190,-471990
2000-05-31,6500,6180,7385500,4.54,35810,-307920,-2390050
2000-06-01,5980,5820,1531640,4.27,-105270,-12570,0
2000-06-02,5900,6000,2363930,4.41,93400,-300580,-232820
2000-06-05,6100,6080,1461360,4.47,-45940,-160170,-4000
2000-06-07,6040,6050,937500,4.44,-448900,-11900,0
2000-06-08,5950,6050,866940,4.44,-523620,-88380,0
2000-06-09,5850,5900,1805540,4.33,315200,-780840,-450
2000-06-12,5900,6150,1926380,4.52,116060,-122580,20
2000-06-13,6090,6000,655050,4.41,-307180,103010,0
2000-06-14,5870,6100,597660,4.48,-252660,-62300,0
2000-06-15,6000,5900,624270,4.33,-41300,-308700,0
2000-06-16,5700,5900,683000,4.33,-208780,-265220,0
2000-06-19,5760,5700,350860,4.19,-165840,102630,0
2000-06-20,5950,6000,602230,4.41,-156470,-129530,0
2000-06-21,5900,6240,3618340,4.58,-621360,-279880,-840210
2000-06-22,6150,6000,501170,4.41,-46680,43430,0
2000-06-23,6000,6030,255680,4.43,-1780,1780,0
2000-06-26,6200,6350,793480,4.66,-359780,8110,350000
2000-06-27,6450,6350,463590,4.66,-295410,120120,0
2000-06-28,6250,6300,436960,4.63,-236620,66240,2000
2000-06-29,6200,6250,864020,4.59,-281240,-347040,397980
2000-06-30,6100,6400,573850,4.7,-451820,113960,210000
2000-07-03,6250,6410,561580,4.71,-292160,90900,40830
2000-07-04,6410,6410,361650,4.71,-185900,-24510,119020
2000-07-05,6410,6590,919210,4.84,-308520,25770,173080
2000-07-06,6550,6860,1143090,5.04,-75820,-382240,179400
2000-07-07,7000,7050,1159210,5.18,-355460,-111410,245070
2000-07-10,7000,7050,719590,5.18,-89630,-52300,73890
2000-07-11,7050,6960,446110,5.11,-158240,-45980,5200
2000-07-12,6900,7060,373080,5.19,-208990,104210,50000
2000-07-13,7050,7060,485330,5.19,-135710,-131880,107910
2000-07-14,7150,7100,399900,5.21,-118280,-54750,70300
2000-07-18,7100,7100,340400,5.21,-179030,-2430,80200
2000-07-19,7000,7100,497390,5.21,-391230,183750,201140
2000-07-20,7010,7090,555950,5.21,-248700,99470,148280
2000-07-21,7180,7100,304920,5.21,-71150,28890,47420
2000-07-24,6910,6810,267190,5,-203390,166560,33760
2000-07-25,6700,6940,536440,5.1,-322900,247710,141320
2000-07-26,6850,6940,586770,5.1,-137430,-175800,220000
2000-07-27,6900,7120,435420,5.23,-279940,97280,183940
2000-07-28,7010,7150,600690,5.25,-410930,149790,245660
2000-07-31,7150,7200,783360,5.29,-89270,-84710,157000
2000-08-01,7250,7180,688130,5.27,105070,-339180,252180
2000-08-02,7180,7170,437450,5.27,-105230,-57320,158680
2000-08-03,7010,7160,482880,5.26,-91990,-239350,350000
2000-08-04,7100,6990,317350,5.13,13790,-108500,70000
2000-08-07,6810,6890,241580,5.06,-46420,-48340,95760
2000-08-08,6720,7070,359920,5.19,-205340,-2740,187690
2000-08-09,7150,7450,982030,5.47,-166110,110920,41000
2000-08-10,7500,7500,909180,5.51,73850,-164340,95640
2000-08-11,7110,7120,558360,5.23,186580,-184840,-1500
2000-08-14,7440,7400,603580,5.44,-374400,117950,255280
2000-08-16,7200,7350,293550,5.4,-218560,188520,28170
2000-08-17,7300,7290,620910,5.35,134300,-141720,6000
2000-08-18,7340,7070,293940,5.19,142690,-142920,4100
2000-08-21,7000,6910,211680,5.08,52670,-62670,10000
2000-08-22,6990,7170,307000,5.27,-253560,227060,14890
2000-08-23,7290,6930,377920,5.09,182070,-233400,64230
2000-08-24,6860,6900,362930,5.07,-2040,10380,-9630
2000-08-25,7000,6910,314600,5.08,1410,144140,-150000
2000-08-28,6850,6920,397730,5.08,-236050,255790,-33650
2000-08-29,7120,7000,397630,5.14,-37830,172430,-140200
2000-08-30,7000,6900,206900,5.07,56460,-137590,85000
2000-08-31,6810,6750,676380,4.96,74120,-281340,219790
2000-09-01,6600,6800,264530,4.99,-116210,67190,-2300
2000-09-04,7000,6600,276330,4.85,65010,-114660,13910
2000-09-05,6610,6660,394710,4.89,-129410,231930,-173940
2000-09-06,6650,6600,320670,4.85,270,43630,-43860
2000-09-07,6500,5950,1015530,4.37,350650,-221300,-328110
2000-09-08,5720,6050,522560,4.44,-112910,-195700,175650
2000-09-14,6050,5810,1309510,4.27,440180,-416720,-282890
2000-09-15,5780,6380,1026490,4.69,-380210,169390,84260
2000-09-18,6300,6800,1147400,4.99,-611650,-7030,476160
2000-09-19,6250,6800,951140,4.99,-272340,-172420,449690
2000-09-20,7470,7450,4410030,5.47,112960,-741170,633300
2000-09-21,7790,6700,2071350,4.92,663140,-199950,-454280
2000-09-22,6510,5970,1017540,4.38,112310,45680,-158800
2000-09-25,5700,6020,623930,4.42,-105800,100950,4750
2000-09-26,5810,5880,538480,4.32,-17980,13000,-5750
2000-09-27,5810,5900,418120,4.33,-78410,76480,0
2000-09-28,5910,5920,418050,4.35,56420,-19220,-30000
2000-09-29,6000,6100,415650,4.48,-12320,-68380,83500
2000-10-02,5950,5860,203990,4.3,33440,-32940,0
2000-10-04,5820,6100,368570,4.48,-221730,191870,12130
2000-10-05,6100,5990,371190,4.4,16800,-3540,480
2000-10-06,5920,6080,280050,4.47,-178730,170850,0
2000-10-09,6010,5840,333880,4.29,163350,-154610,-960
2000-10-10,5810,5900,159190,4.33,-29790,30290,-600
2000-10-11,5900,5870,261570,4.31,-170350,78500,91850
2000-10-12,5750,5420,691900,3.98,118660,-68280,-52350
2000-10-13,5350,5900,881420,4.33,-368440,357670,-1990
2000-10-16,6190,5910,484790,4.34,101710,-136700,46000
2000-10-17,5820,5800,310450,4.26,-172140,173390,-7160
2000-10-18,5800,5840,450440,4.29,-50520,12750,39840
2000-10-19,5720,5670,365870,4.16,112340,-55830,-49130
2000-10-20,5710,5900,581850,4.33,-238890,196520,39540
2000-10-23,5800,5850,347970,4.3,-57480,44240,11990
2000-10-24,5760,6000,325310,4.41,-162520,154890,1920
2000-10-25,6100,5800,359270,4.26,190500,-180800,-1920
2000-10-26,5850,5840,191110,4.29,-27900,27800,0
2000-10-27,5810,5720,853130,4.2,-397890,336070,26800
2000-10-30,5910,5900,376110,4.33,120690,-117710,5730
2000-10-31,5820,6100,551730,4.48,-142300,157170,10600
2000-11-01,6130,6700,967080,4.92,-252200,-630,285640
2000-11-02,6560,7100,1548730,5.21,-140700,119290,40790
2000-11-03,7100,7040,874770,5.17,-96080,59990,37060
2000-11-06,7300,6680,1185270,4.91,121810,-164330,19040
2000-11-07,6880,6910,623520,5.08,168500,-147100,-7020
2000-11-08,6950,7250,2042320,5.33,273590,-206070,-7500
2000-11-09,7260,7250,1193970,5.33,-129180,102180,-1810
2000-11-10,7250,7500,1309620,5.51,-550710,423640,-101380
2000-11-13,7510,7500,1616120,5.51,-48710,-539630,-4510
2000-11-14,7510,7870,1047660,5.78,157030,-140910,-1010
2000-11-15,7970,7880,1706470,5.79,375750,-363010,-9740
2000-11-16,7990,7980,1362780,5.86,-332110,75790,261320
2000-11-17,7990,7970,3336900,5.85,-1012310,-1327800,390110
2000-11-20,7980,7990,2529540,5.87,-411570,-1555950,-12480
2000-11-21,7990,7980,2481230,5.86,-345100,-1459700,-187170
2000-11-22,7980,7910,2442800,5.81,-496160,-1028870,-450000
2000-11-23,7910,7980,2574280,5.86,-545310,-835950,-295000
2000-11-24,7980,7900,1259590,5.8,-138000,-678380,-86120
2000-11-27,7900,7900,1556460,5.8,-242960,-167800,-243020
2000-11-28,7900,7970,1425180,5.85,-167340,-375750,-280250
2000-11-29,7950,7600,1473620,5.58,46430,-418840,-11280
2000-11-30,7600,7500,1541670,5.51,-114590,-867680,-13790
2000-12-01,7010,7800,1006020,5.73,-61770,275170,-228210
2000-12-04,7800,7690,2356150,5.65,-76850,-1088160,-499520
2000-12-05,7690,7800,1561560,5.73,-259240,-105100,-300000
2000-12-06,7800,7730,2129520,5.68,-188100,70610,-365850
2000-12-07,7730,7790,2433030,5.72,62320,-307630,-1023400
2000-12-08,7780,7660,2386500,5.63,-122730,-625630,-433220
2000-12-11,7660,7660,2813030,5.63,18300,219410,-682660
2000-12-12,7630,7190,2505650,5.28,179670,-920380,28090
2000-12-13,7150,7290,2704330,5.35,-98050,-231000,-314830
2000-12-14,7270,6710,3359800,4.93,522000,-1687710,81410
2000-12-15,6720,6900,763020,5.07,233300,-166500,-64830
2000-12-18,6900,6610,2466860,4.85,-329930,-203010,35110
2000-12-19,6610,6590,2645720,4.84,56660,-330840,-10240
2000-12-20,6500,6030,539300,4.43,164860,-166260,5250
2000-12-21,5550,6450,668370,4.74,-230020,-89150,310420
2000-12-22,6670,6550,371900,4.81,-119690,44510,82850
2000-12-26,7000,7100,730470,5.21,-247720,-86400,-2640
2001-01-02,7280,6800,1309130,22.57,133910,-1122790,130
2001-01-03,6800,6680,1449270,22.17,77310,-482440,3560
2001-01-04,6680,6900,1773430,22.9,-163780,-54850,57980
2001-01-05,6900,6900,1490520,22.9,-33710,-260060,97860
2001-01-08,6900,7140,807240,23.7,-127020,190450,27150
2001-01-09,7140,7500,1042100,24.89,-358010,131110,55400
2001-01-10,7450,7350,905440,24.4,-110370,-188780,34460
2001-01-11,7350,6710,1591780,22.27,631230,-574380,-227120
2001-01-12,6710,7290,1679020,24.2,-331330,584520,52140
2001-01-15,7280,7000,1306650,23.23,231890,-475130,-24240
2001-01-16,7000,6970,919750,23.14,-128210,-370220,-1570
2001-01-17,7000,7120,606840,23.63,-203290,131700,5600
2001-01-18,7120,7150,767730,23.73,-279200,87220,1070
2001-01-19,7160,7400,1786190,24.56,-72020,-8290,69530
2001-01-22,7400,7530,797250,24.99,-156190,-297590,226590
2001-01-26,7530,7100,1025270,23.57,167820,-658510,-200
2001-01-29,7250,7400,432000,24.56,-182500,183380,0
2001-01-30,7410,7400,632900,24.56,-227820,-136140,620
2001-01-31,7450,7500,907450,24.89,-96670,123790,27600
2001-02-01,7500,7530,933890,24.99,-41330,-214010,115490
2001-02-02,7540,7550,590890,25.06,-211400,-30050,-15080
2001-02-05,7550,7400,1213030,24.56,-661420,-299860,-17510
2001-02-06,7420,7520,303850,24.96,-90500,87490,19100
2001-02-07,7540,7540,609690,25.03,-154990,-334850,-26590
2001-02-08,7550,7600,508330,25.23,-168570,148430,-6940
2001-02-09,7600,7750,598150,25.72,-188210,-86760,4610
2001-02-12,7750,7770,680410,25.79,-73690,-73170,-4320
2001-02-13,7850,7920,500550,26.29,-105930,134940,1390
2001-02-14,7940,7950,2498300,26.39,-259300,-555330,25400
2001-02-15,7960,7870,1543490,26.12,4850,-370440,125000
2001-02-16,7900,7800,1375920,25.89,69600,-517390,-300
2001-02-19,7800,7790,1320250,25.86,-141980,-830400,-21100
2001-02-20,7800,7980,319300,26.49,-137110,116570,140
2001-02-21,7980,8000,1002790,26.55,-252680,-323030,-300
2001-02-22,8000,7970,1419520,26.45,-203310,-774470,7010
2001-02-23,7970,7810,1296780,25.92,-148750,-851300,3530
2001-02-26,7810,7900,960830,26.22,-92870,-456210,22270
2001-02-27,7900,7900,794960,26.22,-54010,-585690,7720
2001-02-28,7900,7900,578630,26.22,-127340,-40180,0
2001-03-02,7710,7590,599730,25.19,390760,-334290,-39040
2001-03-05,7590,7510,680780,24.93,-356860,156600,-196120
2001-03-06,7520,7620,50152500,25.29,-89550,-106700,-3920
2001-03-07,7630,7630,414820,25.33,6200,-257590,-870
2001-03-08,7640,8000,774340,26.55,-101030,-71750,-235260
2001-03-09,7890,7590,915600,25.19,246560,-488940,-116350
2001-03-12,7590,7460,578990,24.76,-210460,-157530,-30430
2001-03-13,7460,7200,679850,23.9,-95700,75700,-380000
2001-03-14,7250,7360,200000,24.43,-23130,24190,-2710
2001-03-15,7360,7730,662600,25.66,-411260,32960,-24350
2001-03-16,7800,7730,442030,25.66,-166920,-72490,0
2001-03-19,7730,7730,572490,25.66,-150530,-62780,2630
2001-03-20,7730,7800,242640,25.89,-86090,99720,-14350
2001-03-21,7800,7950,728110,26.39,-270350,-113310,158770
2001-03-22,7950,7900,569800,26.22,-53430,-429430,83860
2001-03-23,7900,7930,446330,26.32,-228290,73240,26090
2001-03-26,7930,7580,342710,25.16,81960,-215100,-1580
2001-03-27,7580,7470,259250,24.8,63020,-75470,-5270
2001-03-28,7440,7480,239450,24.83,-92480,109820,-15230
2001-03-29,7480,7300,268580,24.23,-58440,103810,-23730
2001-03-30,7400,7300,185480,24.23,2450,7110,-19620
2001-04-02,7350,7580,166280,25.16,-20680,2600,18080
2001-04-03,7430,7790,354820,25.86,-267670,261160,200
2001-04-04,7750,7700,254310,25.56,-186320,186150,-7000
2001-04-06,7900,7320,493310,24.3,319140,-278050,-4300
2001-04-09,7330,7310,152630,24.26,31560,-29280,0
2001-04-10,7350,7120,164840,23.63,-17050,22550,-2340
2001-04-11,7200,7100,513880,23.57,331600,-307230,-2000
2001-04-12,7100,6850,664460,22.74,437900,-347110,-54920
2001-04-13,6950,6930,304150,23,107280,-114730,-19970
2001-04-16,6850,6940,177400,23.04,21140,-19600,50
2001-04-17,6950,7000,261950,23.23,-22700,22740,-40
2001-04-18,7070,7400,546530,24.56,-179600,166700,0
2001-04-19,8000,7400,1241750,24.56,82960,-51710,4670
2001-04-20,7380,7700,563400,25.56,-439700,412840,0
2001-04-23,7680,7660,457410,25.43,-366360,317280,27740
2001-04-24,7510,7660,192450,25.43,-106400,109590,-6280
2001-04-25,7660,7870,393200,26.12,-292610,260480,-1140
2001-04-26,7820,7650,342540,25.39,140900,-140180,7020
2001-04-27,7730,7520,176510,24.96,27410,-14270,-8580
2001-04-30,7730,7820,572340,25.96,-315090,345400,-34170
2001-05-02,7900,8700,3153460,28.88,51650,-230910,559770
2001-05-03,8990,9350,3381650,31.04,-446410,-98590,804700
2001-05-04,9200,9350,2984200,31.04,-153770,-8960,397600
2001-05-07,9400,9230,1465200,30.64,-342260,265100,112470
2001-05-08,9250,9230,1255440,30.64,-144460,-111580,283270
2001-05-09,9230,9400,1489800,31.2,-391560,-367230,858930
2001-05-10,9500,9600,1781770,31.87,128820,-243700,345210
2001-05-11,9680,9700,923080,32.2,-60140,-167630,304070
2001-05-14,9700,9540,659030,31.67,-258670,46050,211730
2001-05-15,9400,9890,745740,32.83,-298300,324070,-33040
2001-05-16,9690,9300,867490,30.87,-155850,-148020,308740
2001-05-17,9500,9500,505350,31.53,-122510,67940,53240
2001-05-18,9600,10300,2262000,34.19,-694580,-226790,958640
2001-05-21,10500,11150,4151000,37.01,-227830,-1072290,1455310
2001-05-22,11700,10900,1641530,36.18,390180,-351700,-58200
2001-05-23,11000,10650,1390480,35.35,96410,-376880,266650
2001-05-24,10550,10850,2582600,36.01,285550,-467480,156400
2001-05-25,10750,10700,1274890,35.52,-26410,-136310,131710
2001-05-28,10600.0,10150.0,684930.0,33.69,47430,-76230,25300
2001-05-29,10000.0,10800.0,2259450.0,35.85,-384970,-486020,837250
2001-05-30,10800.0,10550.0,1145920.0,35.02,230310,-221150,-3310
2001-05-31,10100.0,10150.0,1881100.0,33.69,645730,-35760,-642340
2001-06-01,10400.0,10250.0,1396860.0,34.02,-126330,-80020,231790
2001-06-04,10100.0,10200.0,1302370.0,33.86,184710,-34330,-149950
2001-06-05,10100.0,9950.0,914070.0,33.03,-161070,211360,-65510
2001-06-07,9950.0,10000.0,855160.0,33.19,-263760,-31350,285600
2001-06-08,10100.0,10400.0,891830.0,34.52,-517760,123940,388540
2001-06-11,10200.0,9950.0,799600.0,33.03,271020,-217180,-40460
2001-06-12,9990.0,9930.0,459970.0,32.96,154900,-151110,-2860
2001-06-13,9900.0,9840.0,594110.0,32.66,67180,-169970,85800
2001-06-14,9840.0,9800.0,1322610.0,32.53,60120,-291580,269600
2001-06-15,9720.0,9900.0,996520.0,32.86,220890,-248100,36060
2001-06-18,9900.0,9700.0,563490.0,32.2,248590,-251340,10990
2001-06-19,9650.0,10350.0,1902630.0,34.35,-687240,266810,322920
2001-06-20,10350.0,10000.0,774110.0,33.19,34750,-78720,40380
2001-06-21,10050.0,10200.0,615420.0,33.86,-232290,94320,122320
2001-06-22,10250.0,10550.0,1256420.0,35.02,-422500,75280,354210
2001-06-25,10700.0,10600.0,1394810.0,35.18,-130980,108040,109030
2001-06-26,10700.0,10450.0,855820.0,34.69,-20580,-107190,128310
2001-06-27,10600.0,10250.0,602410.0,34.02,-208020,160690,14330
2001-06-28,10600.0,10400.0,1745290.0,34.52,-328320,-235480,565240
2001-06-29,10600.0,10900.0,1642660.0,36.18,-452630,-216500,723890
2001-07-02,10900.0,11200.0,1893550.0,37.18,-507080,-350510,981430
2001-07-03,11200.0,10950.0,1034140.0,36.35,-368990,-150480,526340
2001-07-04,10750.0,10900.0,524790.0,36.18,-132280,132030,2450
2001-07-05,11100.0,11000.0,3462930.0,36.51,386440,-1383760,984740
2001-07-06,10700.0,10550.0,1292140.0,35.02,136140,205910,-340320
2001-07-09,10100.0,10150.0,1027030.0,33.69,-184960,96820,159800
2001-07-10,10150.0,10100.0,535210.0,33.52,-58730,62750,-14120
2001-07-11,9800.0,10050.0,680160.0,33.36,-58630,67190,38210
2001-07-12,10300.0,9940.0,904310.0,32.99,134230,-89110,-15740
2001-07-13,10100.0,9710.0,950600.0,32.23,252650,-447150,198560
2001-07-16,9700.0,9200.0,1078530.0,30.54,392130,-29190,-365380
2001-07-18,9020.0,8650.0,1828590.0,28.71,452930,7950,-440010
2001-07-19,8320.0,8350.0,1512300.0,27.72,208880,33570,-251160
2001-07-20,8410.0,8580.0,1869720.0,28.48,-23200,-607760,648770
2001-07-23,8200.0,8100.0,1236400.0,26.89,-291390,165330,120330
2001-07-24,7900.0,8000.0,2429270.0,26.55,377050,258550,-647490
2001-07-25,8000.0,8450.0,2620720.0,28.05,3530,-136940,154970
2001-07-26,8650.0,8660.0,1234900.0,28.74,-90540,-337570,385430
2001-07-27,9000.0,8680.0,847800.0,28.81,-41240,-114340,158600
2001-07-30,8700.0,8450.0,617270.0,28.05,63930,-103050,48010
2001-07-31,8320.0,8660.0,486980.0,28.74,-157990,-2820,167810
2001-08-01,8750.0,8850.0,1062900.0,29.38,-134560,-203590,367080
2001-08-02,8820.0,9280.0,1434390.0,30.8,-155110,-146410,303050
2001-08-03,9350.0,9580.0,946020.0,31.8,-330580,27350,311670
2001-08-06,9540.0,9190.0,893710.0,30.5,294910,-28420,-309000
2001-08-07,9010.0,8710.0,1385900.0,28.91,642070,-31770,-528780
2001-08-08,8860.0,8790.0,692660.0,29.18,135440,-135740,100
2001-08-09,8500.0,8360.0,743880.0,27.75,177260,-5990,-170650
2001-08-10,8360.0,8340.0,818250.0,27.68,283260,22580,-311760
2001-08-13,8360.0,8350.0,1593560.0,27.72,-192120,-529580,-285530
2001-08-14,8400.0,8540.0,1105730.0,28.35,163070,33290,-212720
2001-08-16,8540.0,8560.0,1188050.0,28.41,-198320,-43900,-273930
2001-08-17,8600.0,8570.0,656250.0,28.45,76030,-100610,14920
2001-08-20,8570.0,8480.0,1630110.0,28.15,-485160,-376270,-130060
2001-08-21,8490.0,8600.0,527050.0,28.55,-56020,17680,-15000
2001-08-22,8640.0,8600.0,916650.0,28.55,-198610,-11400,-188480
2001-08-23,8640.0,8600.0,657740.0,28.55,-314540,-69850,10330
2001-08-24,8640.0,8500.0,1454280.0,28.21,-336050,-196670,-470600
2001-08-27,8580.0,8800.0,961150.0,29.21,-368670,160780,191910
2001-08-28,8830.0,8930.0,548900.0,29.64,-147340,-54040,-33300
2001-08-29,8930.0,8800.0,1385460.0,29.21,-452020,-384730,0
2001-08-30,8800.0,8700.0,1510030.0,28.88,-153360,-34840,-711800
2001-08-31,8700.0,8520.0,1800580.0,28.28,-378070,-223680,-403020
2001-09-03,8520.0,8450.0,1307580.0,28.05,-305090,-517050,-184550
2001-09-04,8450.0,8700.0,314640.0,28.88,-180790,125100,5340
2001-09-05,8700.0,8760.0,504200.0,29.08,-125390,72130,-14170
2001-09-06,8770.0,8760.0,478940.0,29.08,-109220,-21130,56000
2001-09-07,8760.0,8790.0,655680.0,29.18,-205250,-10420,-92810
2001-09-10,8790.0,8670.0,1474340.0,28.78,-251310,-237440,-498380
2001-09-11,8720.0,8750.0,306910.0,29.04,-190240,153500,16740
2001-09-12,7440.0,7440.0,1863670.0,24.7,-657970,174890,-449740
2001-09-13,7540.0,7500.0,1355720.0,24.89,56020,-724360,-24900
2001-09-14,7500.0,6400.0,1891980.0,21.24,342010,-191210,-1147080
2001-09-17,6410.0,6200.0,1480340.0,20.58,-418230,-18880,-555190
2001-09-18,6320.0,6700.0,482460.0,22.24,9130,-7420,-12630
2001-09-19,6900.0,6910.0,367050.0,22.94,56570,-9000,-49560
2001-09-20,7000.0,6560.0,1509910.0,21.77,80080,-76930,-1000820
2001-09-21,6250.0,6300.0,1307040.0,20.91,-220380,8040,-806680
2001-09-24,6300.0,6780.0,312080.0,22.5,-99790,35800,58940
2001-09-25,7000.0,6560.0,605770.0,21.77,30940,-30270,12000
2001-09-26,6690.0,6750.0,254410.0,22.41,47190,-2560,-44140
2001-09-27,6600.0,6940.0,465610.0,23.04,-1710,-9010,23000
2001-09-28,6970.0,7090.0,605080.0,23.53,-89680,-90650,192220
2001-10-04,7790.0,8150.0,708760.0,27.05,-271530,-113790,401470
2001-10-05,8400.0,8450.0,1750310.0,28.05,-162860,62390,435230
2001-10-08,8000.0,8050.0,598280.0,26.72,-32650,61280,5000
2001-10-09,8110.0,8140.0,418250.0,27.02,-17120,47970,-35440
