Symbol,현대산업_시가(원),현대산업_종가(원),현대산업_거래량(주),현대산업_PER(IFRS-연결),현대산업_순매수수량(개인)(주),현대산업_순매수수량(기관계)(주),현대산업_순매수수량(외국인계)(주)
2013-06-10,26000.0,26000.0,144433.0,,-5113,-31212,36075
2013-06-11,26350.0,25950.0,220690.0,,-12806,24355,-11549
2013-06-12,26350.0,26300.0,98062.0,,-16655,-2825,19480
2013-06-13,26000.0,26050.0,335576.0,,-18324,19454,-5690
2013-06-14,26050.0,25400.0,251946.0,,9663,-36408,32945
2013-06-17,25200.0,25600.0,230738.0,,-25110,5765,33575
2013-06-18,25150.0,25650.0,171593.0,,5995,-36304,42529
2013-06-19,25900.0,26250.0,298483.0,,-27778,-34972,63080
2013-06-20,26200.0,25500.0,339420.0,,-1367,-33554,38911
2013-06-21,24650.0,24300.0,919674.0,,62545,87322,-149767
2013-06-24,23850.0,23350.0,344644.0,,19781,46035,-66716
2013-06-25,23050.0,23050.0,324359.0,,-25602,45550,-21028
2013-06-26,23150.0,23350.0,260729.0,,7452,-79997,72745
2013-06-27,23750.0,24150.0,270010.0,,-17265,2905,6040
2013-06-28,23950.0,25000.0,204766.0,,-14017,2317,11610
2013-07-01,24350.0,24300.0,248562.0,,35638,-5350,-30288
2013-07-02,24350.0,24550.0,174544.0,,-9190,24890,-8100
2013-07-03,24100.0,23650.0,310586.0,,7687,12233,-18750
2013-07-04,23700.0,23800.0,283226.0,,12265,-11445,-820
2013-07-05,24050.0,23800.0,116889.0,,-5190,-14740,23480
2013-07-08,23850.0,23800.0,108901.0,,5089,-7549,810
2013-07-09,24050.0,23800.0,160874.0,,-11750,29854,-19644
2013-07-10,23650.0,23600.0,148401.0,,-9155,44799,-35644
2013-07-11,24050.0,24550.0,261120.0,,-24835,77660,-54825
2013-07-12,24550.0,24250.0,262018.0,,8050,50440,-58580
2013-07-15,24250.0,24400.0,200177.0,,724,33486,-34210
2013-07-16,24550.0,23750.0,256327.0,,40910,35280,-74540
2013-07-17,23900.0,23750.0,279070.0,,6840,-14990,11560
2013-07-18,23650.0,23300.0,362371.0,,67360,-103020,49070
2013-07-19,23350.0,22950.0,361904.0,,53021,-100082,60471
2013-07-22,23050.0,23650.0,371407.0,,26820,-5130,-30160
2013-07-23,23600.0,23700.0,285014.0,,-16483,-3107,19590
2013-07-24,23900.0,23800.0,324328.0,,84173,-21673,-62550
2013-07-25,23500.0,23100.0,581150.0,,108989,-178376,69377
2013-07-26,23100.0,22450.0,860958.0,,208807,-513308,313921
2013-07-29,22100.0,19900.0,1882985.0,,719826,-175606,-561280
2013-07-30,19500.0,19400.0,1887414.0,,191256,71254,-254000
2013-07-31,19250.0,19950.0,1238559.0,,-139079,48441,96258
2013-08-01,19900.0,20100.0,257276.0,,-3160,14750,-12390
2013-08-02,20200.0,20000.0,353826.0,,17487,33757,-47232
2013-08-05,20100.0,20550.0,547155.0,,-102924,-21676,124300
2013-08-06,20600.0,21100.0,599408.0,,-135350,-43690,181040
2013-08-07,20850.0,20550.0,299594.0,,-6447,-21560,27707
2013-08-08,20650.0,20850.0,213254.0,,-7628,-26376,35504
2013-08-09,20750.0,20600.0,246674.0,,20344,-67424,47080
2013-08-12,20550.0,20700.0,158024.0,,-7211,-26479,32910
2013-08-13,20700.0,20750.0,451710.0,,67614,-135564,67950
2013-08-14,20750.0,20750.0,200712.0,,-11390,-71700,82630
2013-08-16,20500.0,20800.0,228276.0,,-51931,-43843,95774
2013-08-19,20700.0,21000.0,182885.0,,-5380,-3130,16380
2013-08-20,21000.0,20500.0,310107.0,,66191,-40385,-25806
2013-08-21,20450.0,20000.0,354221.0,,76622,-43690,-18932
2013-08-22,19900.0,19800.0,356230.0,,-64269,-54442,125741
2013-08-23,19800.0,20000.0,271141.0,,49260,-55654,6394
2013-08-26,20050.0,20550.0,394997.0,,59678,-43738,-19980
2013-08-27,20800.0,21200.0,990926.0,,-128116,9414,110652
2013-08-28,21000.0,21200.0,380199.0,,-17488,-44930,62418
2013-08-29,21450.0,21600.0,368951.0,,-75233,-48410,116323
2013-08-30,21750.0,21500.0,276935.0,,-66582,-26319,88651
2013-09-02,21550.0,22300.0,431861.0,,-103620,40390,52600
2013-09-03,22600.0,22800.0,598082.0,,-78358,-83224,163702
2013-09-04,22700.0,22650.0,379171.0,,-65563,92053,-24910
2013-09-05,22650.0,22800.0,243800.0,,-51768,-25702,68440
2013-09-06,22450.0,22350.0,186345.0,,5055,-1145,-3910
2013-09-09,22900.0,23500.0,407617.0,,-61950,-68390,130040
2013-09-10,23300.0,23650.0,254782.0,,-54796,-10374,61530
2013-09-11,23750.0,24250.0,358782.0,,-114527,-9083,119370
2013-09-12,24450.0,24700.0,748914.0,,-191957,-180583,377200
2013-09-13,24300.0,23950.0,221394.0,,52417,-92780,39013
2013-09-16,24200.0,24350.0,336710.0,,22036,-20000,-1726
2013-09-17,24350.0,24050.0,303593.0,,4687,-77416,71779
2013-09-23,24300.0,24050.0,297910.0,,26569,-30881,4512
2013-09-24,23800.0,23650.0,254513.0,,9001,-108441,99610
2013-09-25,24000.0,23400.0,395182.0,,62543,-100943,38310
2013-09-26,23350.0,23500.0,236719.0,,25400,-55790,30470
2013-09-27,23550.0,23950.0,443203.0,,-43490,-68185,107605
2013-09-30,23750.0,24050.0,675688.0,,-20538,35888,-15840
2013-10-01,23900.0,23650.0,315456.0,,30310,-45540,18270
2013-10-02,23700.0,22800.0,674749.0,,89185,-9640,-75545
2013-10-04,22600.0,22350.0,414199.0,,28647,-61036,32389
2013-10-07,22050.0,21750.0,386188.0,,45136,2743,-47879
2013-10-08,21500.0,21650.0,676236.0,,86208,-25898,-60290
2013-10-10,21400.0,21150.0,345347.0,,52704,-101970,49390
2013-10-11,21400.0,21450.0,520082.0,,18311,-16202,-1639
2013-10-14,21450.0,21700.0,600629.0,,-38021,13081,48370
2013-10-15,21950.0,21950.0,413667.0,,-2590,-9540,11710
2013-10-16,21950.0,22000.0,204841.0,,-599,13939,-13340
2013-10-17,22200.0,23050.0,594707.0,,-122035,-17125,130890
2013-10-18,23200.0,23850.0,604228.0,,-87336,-98059,185895
2013-10-21,23900.0,23700.0,235929.0,,-20402,24202,-9140
2013-10-22,23750.0,24400.0,548054.0,,-103572,55752,47320
2013-10-23,24500.0,24200.0,340324.0,,-50338,-3242,54810
2013-10-24,24400.0,24050.0,274109.0,,-7973,-84777,93000
2013-10-25,23900.0,24350.0,205702.0,,-53383,-7277,60660
2013-10-28,24300.0,24350.0,253757.0,,-61607,36487,25120
2013-10-29,24300.0,24100.0,220585.0,,-10491,-28143,39664
2013-10-30,24150.0,25000.0,347677.0,,-48375,-40695,91690
2013-10-31,25000.0,23600.0,667560.0,,42510,-63650,21140
2013-11-01,23450.0,23350.0,427763.0,,-26243,-16197,46330
2013-11-04,23300.0,23200.0,469038.0,,-20540,-83300,106600
2013-11-05,23250.0,23600.0,388423.0,,12106,-147090,139374
2013-11-06,23300.0,23950.0,188397.0,,-1530,9570,-4040
2013-11-07,23700.0,23700.0,298052.0,,38406,11784,-49790
2013-11-08,23500.0,23300.0,420518.0,,5251,92509,-97720
2013-11-11,23150.0,23150.0,118220.0,,-14197,8407,-4210
2013-11-12,23100.0,22950.0,311369.0,,-49662,21562,28100
2013-11-13,22650.0,22900.0,216112.0,,-49843,-31797,81640
2013-11-14,22750.0,23150.0,186626.0,,-4974,22714,-17750
2013-11-15,23150.0,24000.0,351098.0,,-23981,52725,-28744
2013-11-18,24100.0,23800.0,186084.0,,12657,41199,-53856
2013-11-19,23650.0,24150.0,144514.0,,-37861,40370,-6390
2013-11-20,24100.0,24100.0,130544.0,,-41,9040,-8999
2013-11-21,24200.0,23600.0,132791.0,,-17126,-6074,23200
2013-11-22,23800.0,23800.0,122608.0,,-3718,1368,2350
2013-11-25,23900.0,24150.0,201041.0,,-118,19708,-19600
2013-11-26,23850.0,22850.0,626078.0,,76156,132532,-215678
2013-11-27,22950.0,22850.0,582743.0,,28282,80961,-105123
2013-11-28,22850.0,22700.0,315277.0,,29630,56000,-85630
2013-11-29,22600.0,22850.0,328862.0,,-7757,164185,-155428
2013-12-02,22900.0,22600.0,290527.0,,7506,30243,-37749
2013-12-03,22600.0,22650.0,393449.0,,31595,-132525,100930
2013-12-04,22650.0,22500.0,260547.0,,4838,-26018,22180
2013-12-05,22500.0,22300.0,163943.0,,26050,-8110,-17940
2013-12-06,22000.0,22000.0,334275.0,,7075,-30555,23480
2013-12-09,22250.0,22000.0,185887.0,,8791,-59466,50675
2013-12-10,22150.0,22000.0,149593.0,,13623,-45463,31840
2013-12-11,21850.0,21600.0,344967.0,,21431,-145251,123850
2013-12-12,21000.0,20850.0,561688.0,,78195,-9939,-66236
2013-12-13,20750.0,21000.0,317394.0,,316,-35496,35180
2013-12-16,21000.0,20750.0,117683.0,,2320,-6010,2450
2013-12-17,20800.0,21000.0,219755.0,,2047,-23267,21220
2013-12-18,20950.0,21900.0,523613.0,,-66742,74482,-7740
2013-12-19,22400.0,21800.0,267958.0,,1480,52460,-54700
2013-12-20,22300.0,22000.0,344395.0,,-20076,75992,-55916
2013-12-23,22050.0,22150.0,102882.0,,-14486,32759,-18273
2013-12-24,22300.0,22800.0,241334.0,,-60533,57593,2860
2013-12-26,23000.0,22850.0,167550.0,,-44933,65703,-21680
2013-12-27,22350.0,22750.0,191349.0,,-9591,-49299,59060
2013-12-30,23000.0,23200.0,181889.0,,5681,-2841,-2570
2014-01-02,23500.0,23000.0,280080.0,,8710,69560,-78270
2014-01-03,23000.0,22850.0,281996.0,,-14513,-72687,86170
2014-01-06,22500.0,22650.0,263602.0,,-21849,13849,-21370
2014-01-07,22750.0,22850.0,403441.0,,50841,92789,-133970
2014-01-08,23100.0,23200.0,317406.0,,-8810,117530,-108900
2014-01-09,23500.0,23450.0,647159.0,,-13580,198970,-187690
2014-01-10,23900.0,23950.0,803683.0,,27513,-150857,109094
2014-01-13,24300.0,24350.0,675078.0,,-91499,87527,-7628
2014-01-14,24350.0,24450.0,508271.0,,-59041,73761,-13730
2014-01-15,24500.0,24450.0,462367.0,,-76460,71732,19018
2014-01-16,24400.0,24800.0,347518.0,,-22563,16053,5030
2014-01-17,24500.0,24500.0,273453.0,,-775,46604,-47199
2014-01-20,24500.0,25000.0,523932.0,,-23200,257175,-266135
2014-01-21,25100.0,25150.0,475108.0,,38731,167769,-208430
2014-01-22,25300.0,25250.0,156513.0,,-19860,25370,-5170
2014-01-23,25350.0,25350.0,234031.0,,-25655,12835,13840
2014-01-24,25000.0,24650.0,265169.0,,-10019,38185,-27306
2014-01-27,24250.0,24450.0,285757.0,,-21975,122865,-111190
2014-01-28,24700.0,24750.0,422538.0,,-8492,298385,-288893
2014-01-29,25000.0,24300.0,601086.0,,27768,125242,-169020
2014-02-03,23900.0,23850.0,625182.0,,35851,141819,-182020
2014-02-04,23450.0,23650.0,375406.0,,48186,87492,-134178
2014-02-05,24550.0,25600.0,1282134.0,,-82924,596067,-519603
2014-02-06,25650.0,25650.0,359749.0,,-4560,77200,-96750
2014-02-07,26000.0,26650.0,822523.0,,-63090,298260,-237660
2014-02-10,27000.0,26500.0,760777.0,,-35158,112174,-55896
2014-02-11,26500.0,26350.0,397968.0,,43889,20761,-69870
2014-02-12,26400.0,26300.0,452050.0,,934,-3614,5790
2014-02-13,26300.0,25800.0,449146.0,,65595,126045,-190530
2014-02-14,26100.0,26700.0,529610.0,,3115,66730,-77005
2014-02-17,27300.0,28800.0,1084502.0,,29800,29626,-57276
2014-02-18,29000.0,29750.0,702995.0,,-35693,50893,-9300
2014-02-19,29500.0,30000.0,810059.0,,33439,45991,-110130
2014-02-20,30100.0,30700.0,823281.0,,-8161,-138439,142780
2014-02-21,30900.0,30350.0,514873.0,,33722,-31672,-8490
2014-02-24,30700.0,30500.0,318528.0,,75850,21060,-102050
2014-02-25,30300.0,30000.0,736162.0,,89850,-63610,-43120
2014-02-26,29900.0,30150.0,556629.0,,10576,-28889,16053
2014-02-27,30000.0,30000.0,394317.0,,38286,64120,-103110
2014-02-28,30050.0,29250.0,430075.0,,52142,8550,-67692
2014-03-03,29050.0,29650.0,484693.0,,61930,-44610,-17530
2014-03-04,29600.0,29600.0,296781.0,,-20852,16142,9050
2014-03-05,30000.0,31150.0,536048.0,,-45670,86570,-40520
2014-03-06,31300.0,30650.0,357249.0,,41530,-19090,-22920
2014-03-07,30500.0,30550.0,315140.0,,-37602,54160,-14598
2014-03-10,30450.0,30700.0,419127.0,,-58335,13095,39010
2014-03-11,30700.0,31750.0,267292.0,,-37924,4594,39600
2014-03-12,31550.0,29900.0,710319.0,,165433,20630,-186983
2014-03-13,30000.0,29650.0,441705.0,,128450,36010,-161960
2014-03-14,29000.0,29050.0,491139.0,,-420,151090,-147220
2014-03-17,28950.0,28050.0,791683.0,,24037,-29077,4040
2014-03-18,28500.0,28800.0,752563.0,,-46470,-154672,200342
2014-03-19,28550.0,29400.0,385509.0,,-72723,65060,7843
2014-03-20,29350.0,29100.0,255432.0,,-24392,-1448,27580
2014-03-21,29100.0,28950.0,354418.0,,-11538,11577,4321
2014-03-24,29200.0,28450.0,344268.0,,2889,62311,-63030
2014-03-25,28650.0,28600.0,183750.0,,8882,38158,-47470
2014-03-26,28800.0,28600.0,306683.0,,42260,122001,-165176
2014-03-27,28800.0,28800.0,723293.0,,-9463,29603,-19980
2014-03-28,29000.0,30500.0,1019959.0,,-141203,57417,89016
2014-03-31,30500.0,30000.0,502693.0,,-20798,29373,-8515
2014-04-01,29700.0,30000.0,265089.0,,2902,12078,-14070
2014-04-02,29400.0,29650.0,534137.0,,34711,88369,-123530
2014-04-03,29800.0,29250.0,688410.0,,-4533,138663,-133860
2014-04-04,29450.0,29400.0,520583.0,,-4685,-36385,41070
2014-04-07,29000.0,29000.0,257969.0,,-1995,-27855,30230
2014-04-08,29000.0,29650.0,371631.0,,-39527,68087,-28560
2014-04-09,29900.0,30000.0,297844.0,,-14740,87590,-74020
2014-04-10,30400.0,30000.0,533629.0,,-7005,11757,-6532
2014-04-11,29700.0,29450.0,379653.0,,17055,-131077,113062
2014-04-14,29500.0,29200.0,280762.0,,5333,-75293,70420
2014-04-15,29150.0,29350.0,304967.0,,10363,-82640,72517
2014-04-16,29350.0,28300.0,438894.0,,89249,117181,-205900
2014-04-17,28550.0,29450.0,530281.0,,-55040,-120607,175917
2014-04-18,29150.0,29850.0,248080.0,,-114276,69796,44480
2014-04-21,29700.0,30000.0,137323.0,,-36714,36844,-130
2014-04-22,30100.0,30250.0,210523.0,,-46250,34688,9982
2014-04-23,30150.0,30500.0,264411.0,,-58824,21964,38460
2014-04-24,30200.0,29500.0,393807.0,,30533,-65386,48463
2014-04-25,29300.0,29100.0,347447.0,,28974,-21480,-5354
2014-04-28,29100.0,29050.0,183467.0,,17008,-43048,25670
2014-04-29,29000.0,29350.0,329675.0,,8365,-11315,2440
2014-04-30,29000.0,29550.0,254659.0,,-12175,40055,-24110
2014-05-02,29550.0,30100.0,238299.0,,-45728,-43812,89540
2014-05-07,30100.0,30000.0,359644.0,,-37795,-93805,131600
2014-05-08,29800.0,30300.0,400849.0,,3778,22702,-29290
2014-05-09,30000.0,29450.0,247895.0,,9023,-15173,6410
2014-05-12,29500.0,29050.0,171613.0,,10025,-29344,20180
2014-05-13,29000.0,28900.0,178166.0,,39787,-31837,-4210
2014-05-14,28900.0,29350.0,228692.0,,-4208,33458,-28670
2014-05-15,29550.0,28900.0,220437.0,,30379,37556,-67935
2014-05-16,28900.0,27350.0,652612.0,,209279,-6609,-198920
2014-05-19,27550.0,27400.0,416750.0,,25084,-44224,19660
2014-05-20,27400.0,26550.0,605774.0,,72317,-89627,24560
2014-05-21,26250.0,25800.0,547728.0,,107219,-109800,4701
2014-05-22,26000.0,26950.0,270743.0,,-87560,6720,80840
2014-05-23,27100.0,26850.0,276243.0,,8138,-33108,28260
2014-05-26,26800.0,26250.0,315978.0,,57013,-141780,87017
2014-05-27,26450.0,27500.0,479386.0,,-97377,-124213,175580
2014-05-28,27150.0,27700.0,457582.0,,-44110,45900,-1650
2014-05-29,27450.0,27500.0,487146.0,,-47569,237729,-186040
2014-05-30,27400.0,28600.0,531093.0,,-220535,248190,-17975
2014-06-02,28500.0,28450.0,180170.0,,-23819,71592,-48055
2014-06-03,28150.0,28750.0,406660.0,,-69682,41232,29160
2014-06-05,28050.0,28900.0,215013.0,,-12126,-14352,18347
2014-06-09,29450.0,29600.0,771859.0,,-49705,160073,-106003
2014-06-10,30000.0,29950.0,244313.0,,-17541,64184,-49949
2014-06-11,29700.0,30350.0,269308.0,,-56314,70494,-17326
2014-06-12,30000.0,29950.0,420872.0,,-5007,2621,6779
2014-06-13,29950.0,29750.0,345507.0,,18269,23572,-44001
2014-06-16,30100.0,31200.0,610489.0,,-156358,151705,13896
2014-06-17,31050.0,30850.0,357749.0,,42466,-2586,-39880
2014-06-18,30950.0,30950.0,423368.0,,-14835,-119607,134106
2014-06-19,31400.0,32200.0,406492.0,,-133006,4451,131813
2014-06-20,32000.0,32600.0,340759.0,,-45982,-27382,74064
2014-06-23,32500.0,32850.0,291025.0,,-64675,-31527,93805
2014-06-24,32800.0,32800.0,291018.0,,-51364,-1629,56152
2014-06-25,32300.0,31300.0,568837.0,,129821,-100845,-18867
2014-06-26,31250.0,32200.0,311883.0,,-99060,-40182,138290
2014-06-27,32000.0,32000.0,179786.0,,-3322,-1368,3890
2014-06-30,32450.0,32150.0,118496.0,,-20976,33425,-11980
2014-07-01,32000.0,32900.0,202958.0,,-31679,28499,3007
2014-07-02,33100.0,33000.0,196536.0,,29763,8358,-37121
2014-07-03,32750.0,33100.0,236327.0,,-16631,-78099,95620
2014-07-04,33200.0,33500.0,201626.0,,-60359,95339,-31811
2014-07-07,33500.0,33750.0,210075.0,,1133,27217,-28002
2014-07-08,33750.0,33150.0,294359.0,,20853,13780,-34293
2014-07-09,33000.0,33250.0,243164.0,,39064,-1991,-36923
2014-07-10,33600.0,33250.0,187475.0,,-10915,3324,6709
2014-07-11,33100.0,33200.0,196475.0,,-16777,-11487,28264
2014-07-14,33600.0,35850.0,754638.0,,-115889,59124,61969
2014-07-15,36200.0,34450.0,374855.0,,33347,-3297,-27213
2014-07-16,34800.0,35100.0,428822.0,,-26265,-85566,125620
2014-07-17,35000.0,34900.0,223955.0,,25302,-11585,-13817
2014-07-18,34500.0,34350.0,142430.0,,8873,-35988,26746
2014-07-21,34900.0,35350.0,322156.0,,-20426,73298,-61107
2014-07-22,35450.0,35600.0,424479.0,,-11415,211192,-207087
2014-07-23,35950.0,37900.0,798927.0,,-110683,140698,-20715
2014-07-24,38000.0,37400.0,377776.0,,-7044,-58179,68787
2014-07-25,37650.0,37100.0,631619.0,,70987,-93027,19361
2014-07-28,37100.0,37300.0,673062.0,,117402,-103661,-31645
2014-07-29,37650.0,36700.0,626916.0,,22705,-62522,38379
2014-07-30,36350.0,37000.0,525574.0,,-23242,97938,-81599
2014-07-31,36750.0,38700.0,471694.0,,-100931,53776,40636
2014-08-01,38550.0,38500.0,391101.0,,-12654,5969,6910
2014-08-04,39100.0,38500.0,322075.0,,5888,-30626,22454
2014-08-05,38500.0,37400.0,435039.0,,137987,-148525,9881
2014-08-06,37300.0,37000.0,385576.0,,85296,-118817,33130
2014-08-07,36800.0,38000.0,390063.0,,-108234,91888,11490
2014-08-08,37700.0,37350.0,237936.0,,6467,39679,-47819
2014-08-11,37700.0,37200.0,242155.0,,-555,27330,-27568
2014-08-12,37500.0,37550.0,375404.0,,-42938,-4821,52613
2014-08-13,37700.0,38800.0,325863.0,,-84683,20140,62780
2014-08-14,39150.0,39900.0,437712.0,,-154504,42333,91809
2014-08-18,40000.0,40100.0,247888.0,,-24172,-75607,101684
2014-08-19,40500.0,41700.0,417154.0,,-133572,47964,85878
2014-08-20,41500.0,41550.0,404854.0,,-26817,16856,-21203
2014-08-21,41800.0,40500.0,465994.0,,16832,-4179,-7183
2014-08-22,39400.0,39950.0,1181457.0,,-150787,293471,-139255
2014-08-25,40000.0,40550.0,295264.0,,-20085,109347,-102590
2014-08-26,41150.0,41750.0,206911.0,,-24949,60637,-35747
2014-08-27,41950.0,41300.0,274196.0,,15872,58552,-77168
2014-08-28,40750.0,40950.0,170852.0,,-8937,-16961,27059
2014-08-29,40500.0,41200.0,237987.0,,11900,-5848,-4815
2014-09-01,40650.0,41100.0,111874.0,,2903,-35542,29363
2014-09-02,41900.0,42450.0,389129.0,,-74478,-2031,76636
2014-09-03,42000.0,43900.0,309592.0,,-83348,47352,33343
2014-09-04,44000.0,45550.0,490378.0,,-64588,-16139,87245
2014-09-05,45550.0,44600.0,187127.0,,21090,2254,-24994
2014-09-11,44300.0,43250.0,445563.0,,78204,74465,-146490
2014-09-12,43300.0,41900.0,437974.0,,133282,-8186,-127088
2014-09-15,41800.0,42100.0,181264.0,,-15716,17115,-1397
2014-09-16,42350.0,43450.0,207876.0,,-22867,30569,-7695
2014-09-17,43850.0,43000.0,274000.0,,24929,35936,-58945
2014-09-18,42100.0,44500.0,321631.0,,-84346,45529,35526
2014-09-19,45450.0,45500.0,471643.0,,-60389,13863,48625
2014-09-22,45900.0,45700.0,333097.0,,4333,19637,-26049
2014-09-23,45750.0,45400.0,323909.0,,-6416,46530,-37915
2014-09-24,45000.0,45200.0,252739.0,,-6911,39471,-31122
2014-09-25,45500.0,44750.0,263543.0,,15977,-19112,1013
2014-09-26,44600.0,44300.0,351072.0,,55630,14674,-71280
2014-09-29,44300.0,42600.0,326271.0,,57786,11263,-69686
2014-09-30,42600.0,42700.0,333145.0,,-16645,-42704,57881
2014-10-01,42600.0,42400.0,232857.0,,-14922,-51462,68783
2014-10-02,41600.0,40650.0,576536.0,,80027,11851,-92627
2014-10-06,40700.0,42350.0,327647.0,,-38300,77928,-40187
2014-10-07,42350.0,39900.0,443198.0,,142727,68023,-220713
2014-10-08,38600.0,39200.0,359381.0,,-2086,98943,-94249
2014-10-10,39600.0,39000.0,360179.0,,-39324,16189,18128
2014-10-13,38200.0,37050.0,551488.0,,66508,130503,-188205
2014-10-14,37100.0,38550.0,586310.0,,-44746,191789,-147552
2014-10-15,38800.0,39500.0,415964.0,,-17561,31707,-10265
2014-10-16,38150.0,39500.0,227118.0,,-20021,46678,-31307
2014-10-17,40300.0,37850.0,381360.0,,1480,51388,-52408
2014-10-20,38850.0,39600.0,298819.0,,-37972,71227,-33476
2014-10-21,38400.0,38950.0,203689.0,,21091,-42218,19869
2014-10-22,39700.0,40500.0,244474.0,,-68718,57612,8442
2014-10-23,39850.0,39250.0,156418.0,,47043,-17341,-30124
2014-10-24,39700.0,37800.0,416244.0,,26946,80440,-112402
2014-10-27,38450.0,38850.0,365107.0,,-26095,5099,23919
2014-10-28,39300.0,39000.0,239684.0,,-28643,43499,-7043
2014-10-29,39450.0,41600.0,481805.0,,-125330,73079,49872
2014-10-30,41600.0,40650.0,283706.0,,18237,48785,-66189
2014-10-31,40750.0,40350.0,298892.0,,24773,-8887,-12466
2014-11-03,40000.0,40650.0,292676.0,,-54424,55736,5238
2014-11-04,40700.0,39350.0,285076.0,,-12821,36593,-22875
2014-11-05,39950.0,39300.0,185955.0,,-25182,41990,-18354
2014-11-06,39500.0,38000.0,294144.0,,77189,-122914,45726
2014-11-07,37800.0,38000.0,215283.0,,20288,-52309,32021
2014-11-10,37900.0,37500.0,121707.0,,15840,-24784,8944
2014-11-11,37750.0,38450.0,214281.0,,-21778,-27179,48957
2014-11-12,38300.0,37800.0,204911.0,,36741,-65463,28057
2014-11-13,37850.0,36900.0,277179.0,,62534,-100003,37761
2014-11-14,36900.0,33800.0,693172.0,,183822,-81678,-108989
2014-11-17,33700.0,34200.0,331489.0,,-57594,-61051,118549
2014-11-18,34200.0,34500.0,415176.0,,-10569,6801,1451
2014-11-19,34500.0,32650.0,531140.0,,128951,49482,-178596
2014-11-20,32450.0,33500.0,502072.0,,-46169,20494,22127
2014-11-21,33550.0,34950.0,448026.0,,-113643,66210,45543
2014-11-24,35450.0,34900.0,327323.0,,42625,-29985,-17028
2014-11-25,35050.0,34250.0,337749.0,,12534,-40072,27198
2014-11-26,34650.0,36200.0,355124.0,,-126275,107287,18158
2014-11-27,35450.0,34650.0,179984.0,,52362,-14960,-43141
2014-11-28,34800.0,35500.0,330948.0,,-25414,156024,-121330
2014-12-01,34250.0,34300.0,272905.0,,51056,41285,-96488
2014-12-02,34950.0,35450.0,225216.0,,-33300,52276,-18839
2014-12-03,35600.0,35000.0,209052.0,,3905,87041,-90975
2014-12-04,35050.0,36250.0,327876.0,,-80108,140430,-60322
2014-12-05,35500.0,36000.0,143488.0,,3235,88547,-92609
2014-12-08,35400.0,35100.0,146531.0,,24721,13694,-46166
2014-12-09,35200.0,34050.0,150469.0,,25210,-11802,-14345
2014-12-10,33650.0,33000.0,484615.0,,72232,-137403,56204
2014-12-11,33000.0,32700.0,270848.0,,-18436,40542,-18794
2014-12-12,32500.0,34900.0,432092.0,,-145762,238562,-90102
2014-12-15,34900.0,35150.0,187904.0,,4022,27179,-38354
2014-12-16,35000.0,34000.0,197773.0,,12569,19151,-35250
2014-12-17,34600.0,35550.0,298064.0,,-73694,122729,-48357
2014-12-18,36050.0,35700.0,191876.0,,6444,32902,-46173
2014-12-19,35750.0,35000.0,171285.0,,29162,-4370,-24792
2014-12-22,35100.0,36950.0,198422.0,,-74433,11963,63775
2014-12-23,36050.0,38050.0,225308.0,,-14819,45230,-28952
2014-12-24,38400.0,40000.0,673536.0,,-161316,82528,94130
2014-12-26,40250.0,40100.0,217116.0,,-35024,19075,17675
2014-12-29,40100.0,39100.0,157663.0,,16163,-26337,10174
2014-12-30,39500.0,38700.0,247246.0,,26036,-106802,79924
2015-01-02,38700.0,39050.0,217283.0,42.76,-5731,-25465,30139
2015-01-05,39100.0,38000.0,260156.0,41.61,22254,-36617,13206
2015-01-06,38000.0,38900.0,213169.0,42.6,-63551,-5275,58378
2015-01-07,39000.0,39800.0,451253.0,43.58,7936,-97333,86461
2015-01-08,39300.0,40550.0,393898.0,44.41,-24982,-86889,112571
2015-01-09,41600.0,43100.0,734901.0,47.2,-236560,225534,18113
2015-01-12,43200.0,42050.0,527119.0,46.05,9890,-67258,70511
2015-01-13,42100.0,41400.0,407516.0,45.34,46613,-76997,25144
2015-01-14,41450.0,42650.0,407001.0,46.71,-44181,142895,-82778
2015-01-15,42000.0,41250.0,271056.0,45.17,59454,-38647,-24738
2015-01-16,40800.0,40050.0,401719.0,43.86,58309,-11317,-51056
2015-01-19,40600.0,41800.0,323143.0,45.77,-66927,117800,-51588
2015-01-20,42200.0,41150.0,217183.0,45.06,29117,-41089,9247
2015-01-21,40900.0,41600.0,205795.0,45.56,-19501,16566,6574
2015-01-22,41650.0,41550.0,204175.0,45.5,5338,-2447,-3839
2015-01-23,41700.0,41950.0,156017.0,45.94,-48963,41302,11829
2015-01-26,41900.0,42700.0,133750.0,46.76,-26463,34828,1971
2015-01-27,43000.0,43150.0,257996.0,47.25,-62581,71580,-2485
2015-01-28,42150.0,42200.0,282272.0,46.21,25273,-33206,7770
2015-01-29,42200.0,43450.0,290836.0,47.58,-95278,44681,59226
2015-01-30,43950.0,43150.0,300059.0,47.25,-52686,52566,6147
2015-02-02,43150.0,42200.0,296777.0,46.21,55899,7343,-53849
2015-02-03,42000.0,42250.0,442892.0,46.27,-1425,33390,-33962
2015-02-04,43650.0,43500.0,541580.0,47.64,-64769,166079,-96673
2015-02-05,43200.0,43200.0,190802.0,47.31,3780,-28360,24580
2015-02-06,42750.0,43200.0,169755.0,47.31,-22250,9420,12830
2015-02-09,43300.0,42650.0,163129.0,46.71,2915,54537,-65152
2015-02-10,43050.0,40500.0,537297.0,44.35,135075,-17955,-121031
