Symbol,현대산업_시가(원),현대산업_종가(원),현대산업_거래량(주),현대산업_PER(IFRS-연결),현대산업_순매수수량(개인)(주),현대산업_순매수수량(기관계)(주),현대산업_순매수수량(외국인계)(주)
2005-03-29,20100.0,18500.0,328073.0,8.33,90598,26792,-121140
2005-03-30,18350.0,18000.0,290360.0,8.1,71960,25350,-104110
2005-03-31,18200.0,18500.0,121874.0,8.33,-33976,30226,2990
2005-04-01,18050.0,18750.0,112172.0,8.44,-1899,-3181,3060
2005-04-04,18950.0,18750.0,89747.0,8.44,213,14787,-13620
2005-04-06,18950.0,19700.0,178440.0,8.87,-55180,-14680,69000
2005-04-07,19850.0,20000.0,361127.0,9.0,-138212,-26578,166080
2005-04-08,20100.0,19800.0,65335.0,8.91,-655,-6995,10570
2005-04-11,20050.0,19800.0,182793.0,8.91,-6900,-56610,63510
2005-04-12,19800.0,19700.0,65690.0,8.87,7938,-3568,4880
2005-04-13,19750.0,19850.0,112215.0,8.93,5902,-21882,24600
2005-04-14,19500.0,19400.0,369981.0,8.73,600,-114580,104370
2005-04-15,18850.0,19300.0,175226.0,8.69,-26216,-57804,84050
2005-04-18,18950.0,18800.0,227499.0,8.46,-26589,33929,-12880
2005-04-19,18650.0,18850.0,160254.0,8.48,5680,9300,-9780
2005-04-20,19100.0,19450.0,151399.0,8.75,-10710,-5300,24640
2005-04-21,19000.0,19900.0,233251.0,8.96,-58941,56751,4390
2005-04-22,20100.0,20000.0,185945.0,9.0,-9615,14105,-22830
2005-04-25,20000.0,19550.0,95546.0,8.8,6228,-328,-32000
2005-04-26,19400.0,19000.0,234613.0,8.55,66930,3050,-70780
2005-04-27,19000.0,19100.0,184478.0,8.6,2878,50442,-62540
2005-04-28,19300.0,19800.0,245010.0,8.91,-58900,64040,-17210
2005-04-29,19800.0,19800.0,443410.0,8.91,-7181,-173019,176720
2005-05-02,20200.0,19900.0,260705.0,8.96,-14640,6800,-106370
2005-05-03,19650.0,19900.0,115965.0,8.96,-26432,47662,-37790
2005-05-04,19700.0,20150.0,88959.0,9.07,-17890,57800,-46470
2005-05-06,19950.0,19750.0,81158.0,8.89,-4030,32000,-23150
2005-05-09,19950.0,19500.0,145389.0,8.78,23850,-15390,3810
2005-05-10,19600.0,20000.0,205900.0,9.0,-21353,15649,-8270
2005-05-11,20000.0,20150.0,191830.0,9.07,-34966,-22894,58760
2005-05-12,20000.0,19550.0,169028.0,8.8,28620,33270,-56410
2005-05-13,19850.0,19050.0,171209.0,8.57,80140,7360,-101240
2005-05-16,18950.0,19300.0,90435.0,8.69,-29680,18860,9590
2005-05-17,19350.0,19600.0,212155.0,8.82,-23875,1355,41890
2005-05-18,19800.0,20050.0,5748611.0,9.02,-2528270,9210,30010
2005-05-19,20200.0,20100.0,185489.0,9.05,11650,37220,-33680
2005-05-20,20000.0,20000.0,186597.0,9.0,-5858,-4902,42760
2005-05-23,20300.0,20000.0,243650.0,9.0,7990,5210,-8560
2005-05-24,20000.0,20000.0,103160.0,9.0,-16449,19266,4640
2005-05-25,20100.0,20050.0,202355.0,9.02,-16996,-15194,45850
2005-05-26,20000.0,20100.0,158837.0,9.05,-25448,-13592,31340
2005-05-27,20200.0,20900.0,218770.0,9.41,-69340,46320,660
2005-05-30,21200.0,20750.0,108690.0,9.34,-4920,11250,-6720
2005-05-31,20650.0,21300.0,176020.0,9.59,-42147,-3203,51890
2005-06-01,21200.0,22050.0,241911.0,9.92,-78626,118236,-23030
2005-06-02,22200.0,21950.0,198044.0,9.88,11927,44853,-55970
2005-06-03,21950.0,22400.0,197890.0,10.08,-14495,-38228,52773
2005-06-07,22200.0,22500.0,265995.0,10.13,-15346,-30004,50280
2005-06-08,22300.0,22600.0,321965.0,10.17,48885,19685,-75850
2005-06-09,22600.0,23100.0,597200.0,10.4,-22790,-120880,35170
2005-06-10,23100.0,23600.0,148630.0,10.62,-48040,2260,45570
2005-06-13,23600.0,23850.0,352511.0,10.73,-78009,-14242,-114629
2005-06-14,23450.0,22750.0,193945.0,10.24,-22060,3840,-9350
2005-06-15,22750.0,23400.0,175780.0,10.53,6860,44960,-59100
2005-06-16,23000.0,23000.0,131920.0,10.35,39020,29830,-74760
2005-06-17,23200.0,22600.0,118900.0,10.17,21580,14720,-34600
2005-06-20,22350.0,23300.0,105845.0,10.49,-34320,6850,22550
2005-06-21,23450.0,24100.0,180104.0,10.85,-50840,9980,35760
2005-06-22,23800.0,24050.0,241149.0,10.82,49945,70555,-104460
2005-06-23,24200.0,24100.0,99880.0,10.85,17333,-1763,-17230
2005-06-24,23750.0,24600.0,204450.0,11.07,-47890,4210,44100
2005-06-27,24650.0,24600.0,128179.0,11.07,-1405,-15185,11080
2005-06-28,24050.0,24100.0,102040.0,10.85,-2810,18840,-15960
2005-06-29,24100.0,24500.0,179956.0,11.03,-7374,4454,-12630
2005-06-30,24150.0,24300.0,154212.0,10.94,56672,598,-57860
2005-07-01,24300.0,24000.0,124715.0,10.8,19855,-51605,33800
2005-07-04,24300.0,24050.0,236948.0,10.82,29775,-114695,43730
2005-07-05,23850.0,23600.0,129370.0,10.62,26340,-46150,20300
2005-07-06,23900.0,23300.0,85660.0,10.49,16374,-28904,24460
2005-07-07,23500.0,23200.0,295860.0,10.44,73960,30930,-101190
2005-07-08,23300.0,23000.0,67808.0,10.35,1926,-5835,5769
2005-07-11,23300.0,23150.0,152445.0,10.42,-1238,23698,3100
2005-07-12,23100.0,23450.0,152302.0,10.55,4932,-26052,38900
2005-07-13,23500.0,23450.0,172045.0,10.55,-4770,-950,23840
2005-07-14,23500.0,23300.0,195650.0,10.49,55062,11798,-29280
2005-07-15,23150.0,23400.0,215160.0,10.53,-21482,-468,-55990
2005-07-18,23400.0,24300.0,300904.0,10.94,-80810,-9260,-10190
2005-07-19,24500.0,25100.0,293901.0,11.3,-148514,16144,38540
2005-07-20,25150.0,25250.0,304761.0,11.36,-77860,-2120,17450
2005-07-21,25250.0,24700.0,212297.0,11.12,-15126,3086,-55590
2005-07-22,24700.0,25000.0,402710.0,11.25,-12170,66470,-59210
2005-07-25,24000.0,24950.0,206990.0,11.23,18030,22490,-60680
2005-07-26,24950.0,24800.0,196082.0,11.16,34385,17830,-100385
2005-07-27,25000.0,26900.0,552745.0,12.11,-55910,43410,-106190
2005-07-28,26750.0,26900.0,275550.0,12.11,3940,48940,-77790
2005-07-29,26700.0,28100.0,328790.0,12.65,-71290,122680,-67620
2005-08-01,27750.0,27800.0,2063080.0,12.51,1297170,107790,-76880
2005-08-02,28300.0,29650.0,699682.0,13.35,-77280,23640,-4000
2005-08-03,30100.0,31000.0,854849.0,13.95,-11837,-35743,-7060
2005-08-04,31100.0,30150.0,538052.0,13.57,3366,118494,-130940
2005-08-05,29500.0,28950.0,423373.0,13.03,34819,62571,-140220
2005-08-08,27800.0,27200.0,492545.0,12.24,128230,52370,-209320
2005-08-09,27000.0,30100.0,526884.0,13.55,-32640,-84160,144000
2005-08-10,30400.0,30000.0,467431.0,13.5,32719,-10659,-17700
2005-08-11,29950.0,29300.0,533233.0,13.19,143871,11139,-159820
2005-08-12,29450.0,30700.0,709565.0,13.82,-38583,11513,17460
2005-08-16,31500.0,31300.0,383919.0,14.09,-91446,-30444,123770
2005-08-17,31100.0,31150.0,281685.0,14.02,-13497,-19223,24750
2005-08-18,31000.0,31000.0,313868.0,13.95,10590,-53560,47030
2005-08-19,31100.0,31950.0,247275.0,14.38,-12650,-44250,57340
2005-08-22,31900.0,31600.0,185686.0,14.22,33236,35044,-67380
2005-08-23,31450.0,32000.0,318910.0,14.4,-34260,-4450,48660
2005-08-24,31600.0,30400.0,438438.0,13.68,103956,-130286,19740
2005-08-25,30000.0,29850.0,654875.0,13.44,55570,230040,-290390
2005-08-26,30000.0,28850.0,238611.0,12.99,20110,-23300,3450
2005-08-29,27800.0,26750.0,402977.0,12.04,60770,-11870,-28870
2005-08-30,27200.0,27500.0,397749.0,12.38,38530,-98540,59870
2005-08-31,27700.0,27700.0,590233.0,12.47,153070,-130260,69150
2005-09-01,28000.0,28900.0,409291.0,13.01,13070,-36350,49730
2005-09-02,29000.0,29300.0,294201.0,13.19,18290,50820,-25180
2005-09-05,29300.0,29300.0,137161.0,13.19,22390,9850,-31470
2005-09-06,29000.0,29500.0,172500.0,13.28,-44590,73960,-48020
2005-09-07,29650.0,29300.0,233099.0,13.19,40040,-117850,67780
2005-09-08,29750.0,28300.0,568583.0,12.74,99190,-9040,-37790
2005-09-09,28000.0,28300.0,392676.0,12.74,16406,3304,-640
2005-09-12,28200.0,28450.0,176968.0,12.81,-64998,15948,29290
2005-09-13,28300.0,28450.0,182040.0,12.81,-28520,-17200,36690
2005-09-14,28200.0,28000.0,329460.0,12.6,85840,-60310,-49890
2005-09-15,27700.0,28350.0,364689.0,12.76,33011,-11321,-48610
2005-09-16,28350.0,29800.0,349671.0,13.41,-161080,-9350,146340
2005-09-20,30700.0,31200.0,286570.0,14.04,-93495,-4725,103080
2005-09-21,31200.0,30900.0,205377.0,13.91,-54800,6010,37300
2005-09-22,30950.0,35500.0,892595.0,15.98,-281464,56054,221430
2005-09-23,34950.0,33400.0,456771.0,15.03,57680,77950,-137370
2005-09-26,33900.0,34300.0,404176.0,15.44,-78124,44634,20580
2005-09-27,34250.0,33900.0,252145.0,15.26,-1030,-3230,-5420
2005-09-28,33600.0,33300.0,281921.0,14.99,27660,23500,-60120
2005-09-29,33000.0,33600.0,231970.0,15.12,-14960,25440,-57560
2005-09-30,33500.0,33000.0,178959.0,14.85,-17780,42060,-37680
2005-10-04,32650.0,34500.0,454686.0,15.53,-26890,-10960,33900
2005-10-05,34000.0,34100.0,327515.0,15.35,305,-48200,26695
2005-10-06,33350.0,32250.0,432031.0,14.52,138995,-24820,-124865
2005-10-07,31800.0,31650.0,476919.0,14.25,29444,40666,-77030
2005-10-10,31350.0,32700.0,273105.0,14.72,-126000,30920,75660
2005-10-11,32400.0,33100.0,273939.0,14.9,-68810,20530,29760
2005-10-12,33200.0,35500.0,718860.0,15.98,-193920,-137730,339190
2005-10-13,35400.0,34250.0,374579.0,15.42,18941,-54021,20530
2005-10-14,34400.0,34350.0,320970.0,15.46,24510,-34010,-9050
2005-10-17,33550.0,32900.0,246955.0,14.81,44550,-7900,-54310
2005-10-18,32950.0,33000.0,230745.0,14.85,-47520,41620,14890
2005-10-19,32350.0,33000.0,226826.0,14.85,-58160,1140,56080
2005-10-20,33100.0,33300.0,319561.0,14.99,857,4313,-8160
2005-10-21,32950.0,33450.0,553940.0,15.06,57680,56000,-116740
2005-10-24,34000.0,33750.0,627264.0,15.19,-57008,14828,160900
2005-10-25,35100.0,34700.0,855960.0,15.62,-268400,19850,361530
2005-10-26,35450.0,35700.0,682931.0,16.07,11833,6160,348430
2005-10-27,35700.0,38500.0,805477.0,17.33,-135713,-50780,204990
2005-10-28,38350.0,38000.0,323503.0,17.1,320,-45090,79570
2005-10-31,38050.0,38000.0,297550.0,17.1,-18501,15181,3450
2005-11-01,37600.0,38100.0,317153.0,17.15,-35439,-13251,54620
2005-11-02,38350.0,39750.0,470441.0,17.89,18590,8460,-31750
2005-11-03,39650.0,38500.0,530451.0,17.33,156022,20428,-189120
2005-11-04,38550.0,38000.0,304664.0,17.1,-16510,68460,-53460
2005-11-07,38000.0,37200.0,273304.0,16.74,11920,3710,-21870
2005-11-08,37200.0,37100.0,465204.0,16.7,127625,38470,-209995
2005-11-09,37450.0,38300.0,859454.0,17.24,-1117,15647,-31970
2005-11-10,38000.0,38200.0,937251.0,17.19,22130,34250,-82140
2005-11-11,38400.0,39750.0,375540.0,17.89,-136722,53850,68620
2005-11-14,39800.0,41000.0,375853.0,18.45,-108236,-28070,136146
2005-11-15,40600.0,40050.0,215543.0,18.03,-31370,12780,16570
2005-11-16,39900.0,40900.0,116291.0,18.41,-12311,24666,-11805
2005-11-17,40550.0,40300.0,157570.0,18.14,15310,31770,-17240
2005-11-18,40350.0,40350.0,276345.0,18.16,-1117,-44133,60810
2005-11-21,40350.0,38800.0,490297.0,17.46,135603,29257,-189120
2005-11-22,38000.0,37000.0,780793.0,16.65,337810,106120,-451690
2005-11-23,37300.0,39350.0,588871.0,17.71,-137110,8340,122840
2005-11-24,39600.0,40500.0,608760.0,18.23,-21098,-6872,-10760
2005-11-25,40100.0,40750.0,235210.0,18.34,-17030,41400,-58630
2005-11-28,40750.0,42000.0,295388.0,18.9,-107270,-37710,144580
2005-11-29,41700.0,41800.0,371040.0,18.81,-42053,-26337,85640
2005-11-30,41800.0,43800.0,242470.0,19.71,-51560,-8350,61120
2005-12-01,42700.0,44200.0,335681.0,19.89,-10710,-23330,40280
2005-12-02,44400.0,44200.0,304577.0,19.89,-25472,-53968,86280
2005-12-05,43400.0,44350.0,116901.0,19.96,19239,-36379,22700
2005-12-06,43950.0,43900.0,216947.0,19.76,3043,-21891,28610
2005-12-07,43900.0,42200.0,401308.0,18.99,42280,-88350,50900
2005-12-08,42000.0,42400.0,269232.0,19.08,55870,45000,-62970
2005-12-09,42400.0,41400.0,189819.0,18.63,63370,50200,-112770
2005-12-12,40700.0,42600.0,206612.0,19.17,-20593,52470,-20230
2005-12-13,42600.0,42700.0,207691.0,19.22,-24330,7940,15550
2005-12-14,43000.0,42850.0,144443.0,19.29,20268,-45108,25750
2005-12-15,42850.0,43100.0,177967.0,19.4,-8543,13823,-17930
2005-12-16,42200.0,41850.0,124876.0,18.84,38436,-5026,-32720
2005-12-19,41850.0,42250.0,92029.0,19.02,-5441,21391,-17750
2005-12-20,41550.0,42700.0,107914.0,19.22,-8698,18158,-9020
2005-12-21,43000.0,43800.0,188437.0,19.71,-41692,11382,15930
2005-12-22,43800.0,43350.0,146492.0,19.51,-6318,-432,9740
2005-12-23,43800.0,45400.0,281104.0,20.43,-26295,-3797,56460
2005-12-26,45000.0,45300.0,94520.0,20.39,-17293,39713,-24020
2005-12-27,45600.0,46650.0,159880.0,21.0,-50458,22384,36530
2005-12-28,46300.0,45000.0,91808.0,20.25,22220,-15560,-5190
2005-12-29,45000.0,45800.0,115750.0,20.61,-12190,-28930,41880
2006-01-02,45150.0,44800.0,123980.0,11.05,57674,-59784,4820
2006-01-03,44800.0,44600.0,153272.0,11.01,33760,-33650,16380
2006-01-04,44600.0,43350.0,260702.0,10.7,105536,-32586,-71530
2006-01-05,43000.0,43400.0,428884.0,10.71,172640,9450,-180900
2006-01-06,43450.0,43000.0,477959.0,10.61,155402,-22510,-133152
2006-01-09,43000.0,42300.0,450794.0,10.44,79730,88890,-168450
2006-01-10,41100.0,39300.0,848100.0,9.7,239140,248080,-492440
2006-01-11,38800.0,40050.0,500432.0,9.88,-5774,-19856,23880
2006-01-12,39850.0,40250.0,430131.0,9.93,-55880,-22710,12300
2006-01-13,40200.0,40450.0,341267.0,9.98,53752,48528,-105980
2006-01-16,41500.0,41400.0,540370.0,10.22,20570,56100,-81430
2006-01-17,41400.0,40050.0,291845.0,9.88,-53630,64960,-32560
2006-01-18,40100.0,38750.0,291289.0,9.56,-57980,65850,-27670
2006-01-19,38600.0,38400.0,3705507.0,9.48,29270,923030,-962030
2006-01-20,38200.0,34250.0,397943.0,8.45,12617,-26637,25510
2006-01-23,34700.0,36000.0,456268.0,8.88,-117324,56664,50010
2006-01-24,36500.0,35500.0,537457.0,8.76,-145543,23933,132330
2006-01-25,36400.0,38950.0,567479.0,9.61,-97510,-152480,273850
2006-01-26,38750.0,38000.0,230987.0,9.38,40190,-5180,-34080
2006-01-27,38500.0,38000.0,306427.0,9.38,72710,23300,-96490
2006-01-31,38550.0,38000.0,358302.0,9.38,88407,-17580,-69437
2006-02-01,37500.0,37600.0,350059.0,9.28,-64740,30680,34180
2006-02-02,37650.0,36900.0,302942.0,9.11,15320,5097,-18760
2006-02-03,36100.0,36200.0,696468.0,8.93,-9410,-120000,221970
2006-02-06,36650.0,37900.0,230992.0,9.35,-85050,58430,26330
2006-02-07,38000.0,39600.0,404119.0,9.77,-58484,-1021,61630
2006-02-08,39200.0,38850.0,260605.0,9.59,-47550,26770,-3770
2006-02-09,39050.0,40250.0,373121.0,9.93,-61790,-18470,94510
2006-02-10,39600.0,40250.0,317701.0,9.93,-8390,48480,-56500
2006-02-13,40700.0,40000.0,129734.0,9.87,13560,-47770,39100
2006-02-14,40000.0,41600.0,393352.0,10.27,-92526,-17914,113430
2006-02-15,41700.0,41600.0,364714.0,10.27,-34611,-35849,102640
2006-02-16,41600.0,41150.0,179477.0,10.15,-7920,48890,-45570
2006-02-17,41650.0,42250.0,203272.0,10.43,-54030,34770,20720
2006-02-20,41500.0,41000.0,295724.0,10.12,25120,32810,-35330
2006-02-21,40650.0,41400.0,128320.0,10.22,-22160,13940,10130
2006-02-22,42400.0,43600.0,567900.0,10.76,-114510,73880,57790
2006-02-23,44000.0,44200.0,578034.0,10.91,-47420,7610,49640
2006-02-24,45000.0,44950.0,359623.0,11.09,-78370,158340,-89060
2006-02-27,45100.0,44200.0,213649.0,10.91,-4097,-10693,13230
2006-02-28,44600.0,44300.0,138405.0,10.93,-13360,-18480,30660
2006-03-02,44650.0,44000.0,320750.0,10.86,-8060,-139610,147700
2006-03-03,44500.0,43900.0,259810.0,10.83,-65230,-27420,95290
2006-03-06,43250.0,45000.0,188730.0,11.1,-11970,-73390,61400
2006-03-07,45400.0,44000.0,182799.0,10.86,1100,-470,-16300
2006-03-08,44000.0,43000.0,448200.0,10.61,56620,108070,-165780
2006-03-09,42800.0,42600.0,261932.0,10.51,13382,17528,-20560
2006-03-10,43000.0,42500.0,561110.0,10.49,20680,213950,-234130
2006-03-13,42600.0,44000.0,222442.0,10.86,-15170,104690,-101920
2006-03-14,43800.0,42600.0,270797.0,10.51,101290,-42790,-51860
2006-03-15,42700.0,43600.0,416641.0,10.76,-62860,13470,44630
2006-03-16,43750.0,45200.0,381470.0,11.15,-100340,105760,-5370
2006-03-17,45000.0,45400.0,167139.0,11.2,-34000,28590,5640
2006-03-20,44800.0,44350.0,101411.0,10.94,8480,33730,-43020
2006-03-21,44750.0,43900.0,107586.0,10.83,-480,5770,1490
2006-03-22,43800.0,41800.0,177658.0,10.31,98618,-75556,-30452
2006-03-23,42500.0,42700.0,165582.0,10.54,-54447,-15501,73008
2006-03-24,42800.0,43700.0,163556.0,10.78,-21543,12340,3433
2006-03-27,42850.0,43950.0,94038.0,10.85,-23462,27254,-7492
2006-03-28,43800.0,44100.0,92258.0,10.88,-5978,39220,-35282
2006-03-29,44000.0,44800.0,126930.0,11.05,-36470,43610,-10930
2006-03-30,44050.0,44500.0,84820.0,10.98,-20190,46450,-33780
2006-03-31,44000.0,44450.0,162470.0,10.97,8890,40210,-66590
2006-04-03,44000.0,43900.0,350874.0,10.83,38970,41710,-84160
2006-04-04,44500.0,46050.0,593375.0,11.36,-66570,162720,-122230
2006-04-05,46000.0,46500.0,211452.0,11.47,-16930,52550,-33950
2006-04-06,46850.0,47000.0,214816.0,11.6,-17050,67320,-52030
2006-04-07,47300.0,49450.0,318128.0,12.2,-69956,-5970,75746
2006-04-10,49300.0,47450.0,131701.0,11.71,-9553,30223,-28530
2006-04-11,47800.0,49000.0,109930.0,12.09,8767,-30067,21150
2006-04-12,47300.0,47100.0,215547.0,11.62,73770,-2060,-72530
2006-04-13,47100.0,48000.0,202000.0,11.84,-19080,25700,-5210
2006-04-14,48000.0,49900.0,161823.0,12.31,-90080,74970,11300
2006-04-17,49300.0,49900.0,90281.0,12.31,1680,16760,-16190
2006-04-18,49200.0,52400.0,209333.0,12.93,-47944,41104,-6510
2006-04-19,53000.0,54200.0,170843.0,13.37,-37680,50330,-12930
2006-04-20,54200.0,57200.0,185983.0,14.11,-38410,10430,40490
2006-04-21,56100.0,56000.0,333000.0,13.82,22850,58570,-119960
2006-04-24,56000.0,55000.0,309393.0,13.57,43695,-26965,-17910
2006-04-25,55800.0,53100.0,217285.0,13.1,24550,30,-26700
2006-04-26,53100.0,55500.0,196948.0,13.7,-32219,9809,17610
2006-04-27,53100.0,56900.0,150625.0,14.04,-30994,11540,-1806
2006-04-28,56100.0,54700.0,140298.0,13.5,58297,-25047,-32410
2006-05-02,54500.0,51800.0,565920.0,12.78,79030,188020,-271430
2006-05-03,52500.0,52100.0,417797.0,12.86,36649,80031,-121120
2006-05-04,51800.0,53000.0,194421.0,13.08,-30640,8390,21980
2006-05-08,53800.0,53400.0,240040.0,13.18,-36090,-14180,51030
2006-05-09,52900.0,53000.0,120644.0,13.08,7430,-4880,-1350
2006-05-10,53000.0,56000.0,278120.0,13.82,-113876,9656,105690
2006-05-11,55300.0,55300.0,231451.0,13.65,6640,49230,-68680
2006-05-12,54800.0,53300.0,191836.0,13.15,67900,-55360,-22370
2006-05-15,53900.0,53000.0,205838.0,13.08,48015,63285,-107390
2006-05-16,53800.0,51000.0,343928.0,12.58,999,17150,-19809
2006-05-17,51500.0,50300.0,239982.0,12.41,1190,-3500,-22530
2006-05-18,48800.0,47950.0,190942.0,11.83,-15880,-15430,11010
2006-05-19,47750.0,48700.0,116901.0,12.02,-16990,-3230,8680
2006-05-22,48300.0,47000.0,161395.0,11.6,-7195,-20980,13815
2006-05-23,47500.0,46250.0,219845.0,11.41,-13121,84331,-109540
2006-05-24,46250.0,46800.0,263144.0,11.55,29310,11150,-100590
2006-05-25,46800.0,44150.0,229729.0,10.89,33040,35200,-96080
2006-05-26,45200.0,47750.0,249726.0,11.78,-64652,-32700,99682
2006-05-29,48350.0,48800.0,178080.0,12.04,-25280,-37390,49560
2006-05-30,48300.0,47900.0,184132.0,11.82,-2335,-5422,-25993
2006-06-01,48250.0,44950.0,147474.0,11.09,-5359,-31441,17040
2006-06-02,45750.0,45600.0,220763.0,11.25,10867,48023,-86000
2006-06-05,45700.0,44600.0,131183.0,11.01,15493,-44483,11830
2006-06-07,44400.0,44400.0,425240.0,10.96,-34810,-124410,240330
2006-06-08,45500.0,42300.0,343860.0,10.44,7897,-35202,31445
2006-06-09,42700.0,40700.0,369371.0,10.04,86921,28089,-146540
2006-06-12,40150.0,40850.0,251912.0,10.08,19320,-7170,-62520
2006-06-13,40000.0,38200.0,304350.0,9.43,72870,3400,-75090
2006-06-14,37900.0,39400.0,276126.0,9.72,-40770,4980,34250
2006-06-15,40300.0,40250.0,310899.0,9.93,-46820,-88440,142340
2006-06-16,42000.0,45650.0,440473.0,11.26,-60160,-123450,178530
2006-06-19,44700.0,43250.0,226459.0,10.67,46395,1820,-63875
2006-06-20,42400.0,40900.0,508433.0,10.09,64112,-95472,13740
2006-06-21,40300.0,38800.0,502453.0,9.57,146450,111340,-184120
2006-06-22,40100.0,39150.0,422253.0,9.66,-28563,51363,-42480
2006-06-23,38200.0,38000.0,230731.0,9.38,-2275,-28965,23700
2006-06-26,38000.0,37200.0,353057.0,9.18,111561,-6201,-125910
2006-06-27,37400.0,37250.0,357029.0,9.19,109368,13532,-135280
2006-06-28,36600.0,36400.0,326154.0,8.98,90730,-1600,-103710
2006-06-29,36900.0,38100.0,640390.0,9.4,-7951,61631,-87970
2006-06-30,39200.0,41000.0,618233.0,10.12,-85021,-21789,97150
2006-07-03,41100.0,40600.0,637603.0,10.02,16370,-10170,-20490
2006-07-04,41400.0,40850.0,462288.0,10.08,-13505,3535,1900
2006-07-05,39600.0,40500.0,335950.0,9.99,-39588,10478,23280
2006-07-06,39900.0,39750.0,259720.0,9.81,-47811,-39899,34490
2006-07-07,40700.0,42600.0,394693.0,10.51,-130380,105160,21990
2006-07-10,42400.0,44550.0,375349.0,10.99,-49872,-9878,59160
2006-07-11,44450.0,44450.0,253731.0,10.97,2160,-20600,10530
2006-07-12,44900.0,44200.0,291667.0,10.91,-6940,14460,-34770
2006-07-13,43950.0,43800.0,277645.0,10.81,-14730,-70730,58820
2006-07-14,42300.0,42600.0,338320.0,10.51,3791,36259,-67750
2006-07-18,42000.0,40100.0,129707.0,9.9,8579,4921,-43180
2006-07-19,40700.0,40300.0,242131.0,9.94,25770,43560,-100260
2006-07-20,41800.0,42750.0,157611.0,10.55,-41530,11520,15980
2006-07-21,41950.0,42500.0,90580.0,10.49,-6810,37630,-34380
2006-07-24,42000.0,41650.0,232877.0,10.28,26100,-4670,-19570
2006-07-25,42500.0,44100.0,287810.0,10.88,-119060,75470,19330
2006-07-26,44100.0,42700.0,195737.0,10.54,22601,17069,-60640
2006-07-27,42700.0,44000.0,205662.0,10.86,-23034,79184,-80790
2006-07-28,43600.0,44000.0,158840.0,10.86,-7670,36460,-54710
2006-07-31,44650.0,44300.0,189950.0,10.93,-15950,32070,-35400
2006-08-01,43700.0,44300.0,217199.0,10.93,-7899,92589,-131170
2006-08-02,44000.0,44000.0,185882.0,10.86,11295,-7885,-24350
2006-08-03,43850.0,42450.0,198809.0,10.48,30727,-17487,-28000
2006-08-04,42450.0,42000.0,261250.0,10.36,71740,-18600,-90130
2006-08-07,42300.0,42650.0,189232.0,10.52,-35890,-53880,85930
2006-08-08,42200.0,44400.0,273985.0,10.96,-93326,53656,5620
2006-08-09,44300.0,43800.0,197865.0,10.81,22250,-470,-34370
2006-08-10,43450.0,41150.0,813841.0,10.15,505930,-147550,-402550
2006-08-11,41300.0,38850.0,926514.0,9.59,516030,-86740,-361160
2006-08-14,39250.0,38750.0,425409.0,9.56,16553,29821,-54254
2006-08-16,38750.0,38300.0,904675.0,9.45,155690,115190,-273740
2006-08-17,38350.0,40300.0,824203.0,9.94,-192045,264355,-78570
2006-08-18,40000.0,40000.0,519427.0,9.87,-58278,96598,-39360
2006-08-21,39800.0,38700.0,229585.0,9.55,55225,-4790,-57465
2006-08-22,38700.0,39700.0,348392.0,9.8,-44072,33622,7410
2006-08-23,39750.0,39400.0,161011.0,9.72,-26240,2280,24440
2006-08-24,39150.0,38500.0,209851.0,9.5,65452,-20692,-59820
2006-08-25,38500.0,39200.0,386169.0,9.67,15822,-652,-6070
2006-08-28,39000.0,38500.0,261446.0,9.5,21800,-35630,13460
2006-08-29,38800.0,40000.0,540244.0,9.87,-52912,50582,820
2006-08-30,40000.0,39800.0,300513.0,9.82,-45841,-16689,62110
2006-08-31,40000.0,39400.0,647618.0,9.72,-19292,148122,-205350
2006-09-01,39900.0,41200.0,700484.0,10.17,-57776,104681,-20325
2006-09-04,41600.0,42900.0,654259.0,10.59,-275676,104690,208640
2006-09-05,42650.0,43050.0,218012.0,10.62,-104385,29505,76770
2006-09-06,42700.0,42100.0,213826.0,10.39,-12880,-64280,78380
2006-09-07,41050.0,41900.0,99649.0,10.34,-9966,8176,-2300
2006-09-08,41300.0,42950.0,222730.0,10.6,-74430,-28750,97410
2006-09-11,42650.0,41700.0,118788.0,10.29,-11507,-83,13690
2006-09-12,41500.0,41000.0,152398.0,10.12,15540,-15290,-2290
2006-09-13,41550.0,40700.0,244046.0,10.04,-13460,-81640,105290
2006-09-14,40750.0,43050.0,350070.0,10.62,-99190,59390,59840
2006-09-15,42500.0,43000.0,85690.0,10.61,-12860,12590,-4400
2006-09-18,42750.0,43800.0,149268.0,10.81,-38976,30022,-586
2006-09-19,43600.0,43500.0,166781.0,10.73,4230,23600,-23120
2006-09-20,42700.0,42500.0,108311.0,10.49,34530,6320,-41900
2006-09-21,42600.0,41800.0,281241.0,10.31,117560,-29990,-75930
2006-09-22,41500.0,40650.0,390861.0,10.03,42449,65121,-106560
2006-09-25,40350.0,39900.0,316576.0,9.85,91250,72940,-163320
2006-09-26,40200.0,39800.0,259292.0,9.82,30436,604,-24890
2006-09-27,39900.0,40400.0,261607.0,9.97,-33520,-71460,103060
2006-09-28,41200.0,42200.0,344044.0,10.41,-46100,27390,17250
2006-09-29,42200.0,42200.0,397101.0,10.41,-82210,-77520,160390
2006-10-02,42000.0,41600.0,164704.0,10.27,-35868,-38109,53080
