Symbol,한온시스템_시가(원),한온시스템_종가(원),한온시스템_거래량(주),한온시스템_PER(IFRS-연결),한온시스템_순매수수량(개인)(주),한온시스템_순매수수량(기관계)(주),한온시스템_순매수수량(외국인계)(주)
2005-03-17,9000.0,8700.0,348100.0,8.14,27240,156300,-187770
2005-03-18,8680.0,8680.0,300479.0,8.13,8080,144650,-163880
2005-03-21,8790.0,8600.0,186670.0,8.05,4030,32950,-38550
2005-03-22,8490.0,8600.0,181770.0,8.05,18840,27760,-49760
2005-03-23,8410.0,8190.0,450430.0,7.67,196390,-11290,-188720
2005-03-24,8250.0,8620.0,406880.0,8.07,-160620,120610,-7060
2005-03-25,8680.0,8700.0,123374.0,8.14,-32200,-8940,41380
2005-03-28,8840.0,8950.0,278320.0,8.38,-65600,21680,39170
2005-03-29,8960.0,8800.0,228551.0,8.24,11020,-31720,18590
2005-03-30,8660.0,8870.0,78770.0,8.3,-23120,18900,-8100
2005-03-31,8950.0,8890.0,134455.0,8.32,1705,14265,-18290
2005-04-01,8710.0,8840.0,135360.0,8.28,-35900,40170,-5920
2005-04-04,8900.0,8530.0,124340.0,7.99,65540,-65190,0
2005-04-06,8640.0,8560.0,160962.0,8.01,52792,12311,-65103
2005-04-07,8480.0,8560.0,130398.0,8.01,9985,-8385,-34990
2005-04-08,8460.0,8500.0,126740.0,7.96,18210,11850,-44240
2005-04-11,8410.0,8430.0,121610.0,7.89,31260,20100,-51360
2005-04-12,8500.0,8400.0,93450.0,7.86,15600,2440,-18430
2005-04-13,8500.0,8700.0,183880.0,8.14,-61540,99710,-38400
2005-04-14,8650.0,8240.0,307830.0,7.71,108990,-126170,5430
2005-04-15,8280.0,8520.0,262080.0,7.98,-70140,79440,-9190
2005-04-18,8400.0,8400.0,333080.0,7.86,-34420,135260,-98960
2005-04-19,8270.0,8370.0,101480.0,7.84,-7220,-21270,38740
2005-04-20,8380.0,8500.0,247860.0,7.96,-7610,-7020,26710
2005-04-21,8400.0,8300.0,120010.0,7.77,25250,12620,-36660
2005-04-22,8410.0,8500.0,232321.0,7.96,-61816,160890,-97190
2005-04-25,8400.0,8360.0,131850.0,7.83,-18880,70830,-66240
2005-04-26,8330.0,8610.0,229620.0,8.06,-71900,97130,-58670
2005-04-27,8550.0,8300.0,206016.0,7.77,50646,-10676,-32800
2005-04-28,8310.0,8320.0,159658.0,7.79,-30451,-14509,36590
2005-04-29,8460.0,8400.0,164240.0,7.86,-58560,75700,-20570
2005-05-02,8320.0,8580.0,128774.0,8.03,-79510,1790,75540
2005-05-03,8610.0,8500.0,61190.0,7.96,2220,-19870,17080
2005-05-04,8400.0,8500.0,134440.0,7.96,15440,54950,-70060
2005-05-06,8420.0,8420.0,94618.0,7.88,-5550,-1150,7040
2005-05-09,8450.0,8280.0,187550.0,7.75,49780,-7190,-32370
2005-05-10,8260.0,8320.0,52228.0,7.79,-27430,17250,6340
2005-05-11,8220.0,8260.0,46320.0,7.73,12710,-25300,13330
2005-05-12,8200.0,8190.0,100847.0,7.67,32547,15410,-40517
2005-05-13,8190.0,8250.0,169551.0,7.72,-18520,37270,-50730
2005-05-16,8160.0,8170.0,86355.0,7.65,-4400,28290,-24990
2005-05-17,8250.0,8400.0,236066.0,7.86,-94976,-28194,124400
2005-05-18,8500.0,8300.0,83921.0,7.77,-20950,36980,-6350
2005-05-19,8400.0,8490.0,142611.0,7.95,-64870,83510,-22670
2005-05-20,8550.0,8360.0,68512.0,7.83,19591,839,-14460
2005-05-23,8500.0,8490.0,59160.0,7.95,-17150,21650,-5910
2005-05-24,8500.0,8420.0,124600.0,7.88,44220,23080,-45870
2005-05-25,8420.0,8320.0,85465.0,7.79,-3465,-13385,15080
2005-05-26,8300.0,8400.0,51720.0,7.86,-11080,20610,-15330
2005-05-27,8480.0,8520.0,138450.0,7.98,-72490,54050,7100
2005-05-30,8420.0,8550.0,130305.0,8.0,-37288,17238,14620
2005-05-31,8600.0,8650.0,62403.0,8.1,-37345,23885,6100
2005-06-01,8650.0,8650.0,63827.0,8.1,-12477,1777,3200
2005-06-02,8610.0,8660.0,130435.0,8.11,-4142,-5288,9220
2005-06-03,8770.0,8920.0,154190.0,8.35,-69080,17690,52350
2005-06-07,8970.0,8850.0,69386.0,8.28,-6943,-12887,20530
2005-06-08,9000.0,9080.0,485150.0,8.5,-133070,48130,81850
2005-06-09,9180.0,9400.0,421999.0,8.8,-113125,83405,13680
2005-06-10,9250.0,9360.0,92950.0,8.76,-26990,35830,-12060
2005-06-13,9380.0,9260.0,74940.0,8.67,-12990,19160,-4740
2005-06-14,9120.0,9240.0,84190.0,8.65,-49170,37630,-850
2005-06-15,9200.0,9210.0,72303.0,8.62,-34928,36318,-17670
2005-06-16,9200.0,9230.0,67540.0,8.64,-18780,29940,-28710
2005-06-17,9120.0,9000.0,178115.0,8.43,43490,-3010,-45180
2005-06-20,9000.0,9000.0,99480.0,8.43,-3350,-24430,41050
2005-06-21,9090.0,9000.0,43190.0,8.43,-19500,15020,-240
2005-06-22,8860.0,9100.0,198668.0,8.52,-17057,-19113,25350
2005-06-23,9000.0,9000.0,183540.0,8.43,31140,-27400,-11510
2005-06-24,8850.0,8810.0,128260.0,8.25,48290,-41330,-6160
2005-06-27,8550.0,8500.0,213390.0,7.96,107260,-66180,-38260
2005-06-28,8500.0,8820.0,229661.0,8.26,-70230,8380,47490
2005-06-29,8800.0,8800.0,194150.0,8.24,-19767,47017,-35700
2005-06-30,8800.0,8980.0,191659.0,8.41,-19769,68299,-55730
2005-07-01,8910.0,8780.0,276105.0,8.22,79305,13865,-114350
2005-07-04,8810.0,8840.0,372090.0,8.28,47520,58700,-124460
2005-07-05,9000.0,9260.0,497053.0,8.67,-9620,203240,-192550
2005-07-06,9330.0,9690.0,730200.0,9.07,-227910,99370,126830
2005-07-07,9690.0,9800.0,394059.0,9.17,-118055,-47535,172460
2005-07-08,9720.0,9520.0,174651.0,8.91,-39642,-27978,71730
2005-07-11,9550.0,9420.0,158869.0,8.82,-19160,28290,-5250
2005-07-12,9340.0,9170.0,363307.0,8.58,49829,-132509,83880
2005-07-13,9110.0,9130.0,160127.0,8.55,7827,-24167,-5120
2005-07-14,9160.0,9500.0,216153.0,8.89,-95494,28934,86500
2005-07-15,9380.0,9400.0,65681.0,8.8,-20064,1374,18230
2005-07-18,9330.0,9470.0,72721.0,8.87,-12790,-8850,21840
2005-07-19,9400.0,9400.0,123390.0,8.8,-57070,36380,19180
2005-07-20,9410.0,9270.0,102530.0,8.68,-8480,2030,6160
2005-07-21,9200.0,9130.0,102522.0,8.55,-21645,235,2630
2005-07-22,9100.0,9490.0,210780.0,8.88,-87080,29420,66270
2005-07-25,9490.0,9530.0,147110.0,8.92,-19520,-32760,36190
2005-07-26,9530.0,9490.0,105800.0,8.88,-24870,-17340,42160
2005-07-27,9350.0,9470.0,106952.0,8.87,-1870,-19400,19750
2005-07-28,9370.0,9280.0,234501.0,8.69,75490,-135970,72230
2005-07-29,9400.0,9340.0,194920.0,8.74,3820,-93660,102420
2005-08-01,9450.0,9650.0,219239.0,9.03,-56970,29260,34580
2005-08-02,9520.0,9600.0,175090.0,8.99,-11930,-4520,19030
2005-08-03,9600.0,9980.0,490000.0,9.34,-106120,-64780,178230
2005-08-04,9860.0,9770.0,233070.0,9.15,-16260,30230,-12920
2005-08-05,9510.0,9380.0,182831.0,8.78,-19310,18060,3460
2005-08-08,9270.0,9390.0,50055.0,8.79,-3780,4950,-260
2005-08-09,9220.0,9410.0,56545.0,8.81,2840,-2270,-570
2005-08-10,9300.0,9600.0,159331.0,8.99,-15250,-76810,90680
2005-08-11,9460.0,9400.0,159792.0,8.8,14090,4430,-25750
2005-08-12,9370.0,9480.0,143481.0,8.87,-20620,27720,-1960
2005-08-16,9370.0,9270.0,215230.0,8.68,27510,-89250,66740
2005-08-17,9270.0,9140.0,110810.0,8.56,36960,-21480,-4040
2005-08-18,9100.0,8710.0,347210.0,8.15,120410,-112760,-8160
2005-08-19,8600.0,8710.0,153581.0,8.15,9360,-22910,14030
2005-08-22,8840.0,9050.0,86781.0,8.47,-43360,54260,-16080
2005-08-23,9160.0,9090.0,68000.0,8.51,-18100,18850,-4640
2005-08-24,9090.0,8850.0,205749.0,8.28,63130,-86950,24100
2005-08-25,8850.0,8820.0,107711.0,8.26,17940,-2060,-8050
2005-08-26,8820.0,9160.0,236753.0,8.58,-145360,117920,5360
2005-08-29,9160.0,8860.0,70291.0,8.29,20004,-15924,-2520
2005-08-30,8940.0,8970.0,87180.0,8.4,6930,-51440,45280
2005-08-31,9000.0,9080.0,110163.0,8.5,30,-34100,34070
2005-09-01,9040.0,9100.0,96753.0,8.52,-28630,-12060,29300
2005-09-02,9190.0,9160.0,84624.0,8.58,-19320,14380,4910
2005-09-05,9080.0,9100.0,45010.0,8.52,-2080,2600,-530
2005-09-06,9120.0,9230.0,149900.0,8.64,-50130,73890,-33080
2005-09-07,9330.0,9400.0,113340.0,8.8,11140,-1120,-9850
2005-09-08,9550.0,9400.0,290550.0,8.8,-30873,78093,-8820
2005-09-09,9500.0,9300.0,101411.0,8.71,-25283,-6627,35520
2005-09-12,9320.0,9320.0,196530.0,8.72,6250,-27080,19690
2005-09-13,9320.0,9240.0,68360.0,8.65,17450,-24770,7360
2005-09-14,9200.0,9400.0,61662.0,8.8,-7750,5210,2510
2005-09-15,9400.0,9450.0,97190.0,8.85,-26130,-18920,45050
2005-09-16,9600.0,9700.0,275421.0,9.08,-5619,46489,-21120
2005-09-20,9800.0,9860.0,177825.0,9.23,-18240,41360,-23410
2005-09-21,9850.0,9720.0,137658.0,9.1,-380,-2130,-1780
2005-09-22,9610.0,9570.0,112110.0,8.96,5720,12370,-19350
2005-09-23,9570.0,9550.0,236531.0,8.94,-2730,117710,-126330
2005-09-26,9560.0,9580.0,267111.0,8.97,40630,136170,-187540
2005-09-27,9660.0,9500.0,211514.0,8.89,83614,-10784,-107880
2005-09-28,9500.0,9500.0,197430.0,8.89,29530,37680,-73540
2005-09-29,9470.0,9910.0,363877.0,9.28,-110400,112240,-50710
2005-09-30,10200.0,10200.0,431200.0,9.55,-27700,43420,-46680
2005-10-04,10450.0,10800.0,291770.0,10.11,-46340,77890,-79090
2005-10-05,10600.0,10400.0,232341.0,9.74,69810,-95170,-3140
2005-10-06,10400.0,10000.0,280310.0,9.36,11910,-1950,-84860
2005-10-07,9900.0,10600.0,378501.0,9.92,-94390,205200,-144460
2005-10-10,11050.0,11150.0,391218.0,10.44,-62888,250408,-208610
2005-10-11,11200.0,12100.0,352150.0,11.33,-154348,38728,149710
2005-10-12,12000.0,11650.0,437141.0,10.91,44190,31080,-31060
2005-10-13,11500.0,10800.0,396619.0,10.11,118330,-72850,-92800
2005-10-14,11000.0,10950.0,251420.0,10.25,17860,8910,-32690
2005-10-17,11050.0,10700.0,131780.0,10.02,-20631,45681,-25050
2005-10-18,10900.0,11000.0,186910.0,10.3,-50690,95870,-49680
2005-10-19,11100.0,10600.0,105955.0,9.92,11620,12970,-29390
2005-10-20,10700.0,10600.0,234260.0,9.92,12090,61110,-79490
2005-10-21,10600.0,10950.0,555500.0,10.25,-34100,448860,-417480
2005-10-24,11200.0,10500.0,243033.0,9.83,115145,4275,-117240
2005-10-25,10600.0,10200.0,251690.0,9.55,64210,-36880,-35430
2005-10-26,10300.0,10150.0,180730.0,9.5,-30,64660,-66910
2005-10-27,10100.0,9950.0,291854.0,9.31,85604,-58424,-29370
2005-10-28,9700.0,9600.0,223090.0,8.99,63760,-89460,31250
2005-10-31,9760.0,10050.0,396820.0,9.41,-44860,8170,-48810
2005-11-01,10000.0,10200.0,233297.0,9.55,632,7328,-23420
2005-11-02,10200.0,10750.0,308070.0,10.06,-108600,95220,8600
2005-11-03,10900.0,10700.0,195920.0,10.02,34000,26380,-60380
2005-11-04,10650.0,10700.0,125678.0,10.02,-27092,69622,-38600
2005-11-07,10650.0,10700.0,119760.0,10.02,-3550,37820,-27710
2005-11-08,10500.0,10550.0,98565.0,9.88,1490,56220,-49780
2005-11-09,10400.0,10200.0,263492.0,9.55,50810,-34060,-32950
2005-11-10,10200.0,9750.0,818831.0,9.13,477750,-79080,-467160
2005-11-11,9850.0,10050.0,402711.0,9.41,-32465,85475,-79650
2005-11-14,10150.0,9900.0,358250.0,9.27,76620,-24550,-50620
2005-11-15,9750.0,9750.0,462369.0,9.13,158830,-256270,62240
2005-11-16,9760.0,10000.0,239750.0,9.36,-26410,80990,-59540
2005-11-17,10000.0,10150.0,314050.0,9.5,-32820,74540,-41330
2005-11-18,10350.0,11500.0,937588.0,10.77,-421908,410548,-77860
2005-11-21,11600.0,11050.0,917265.0,10.34,4706,400884,-615240
2005-11-22,11350.0,10900.0,527825.0,10.2,155791,16269,-215700
2005-11-23,10950.0,12500.0,1970176.0,11.7,-46090,624760,-1015120
2005-11-24,13000.0,12750.0,1241729.0,11.94,238680,2620,-284630
2005-11-25,13000.0,14500.0,862660.0,13.57,-203290,222630,-170280
2005-11-28,14200.0,13650.0,873322.0,12.78,269606,65554,-421520
2005-11-29,13200.0,12650.0,761854.0,11.84,233204,-51704,-237930
2005-11-30,12350.0,12550.0,676666.0,11.75,62340,-115090,-3900
2005-12-01,12450.0,12600.0,468124.0,11.8,34990,4230,300
2005-12-02,12800.0,12250.0,703248.0,11.47,265774,-129934,-117780
2005-12-05,12150.0,12250.0,371145.0,11.47,60245,-13235,-30010
2005-12-06,12300.0,11950.0,523531.0,11.19,134780,-8120,-117230
2005-12-07,12000.0,11950.0,431800.0,11.19,-30760,-81920,128650
2005-12-08,12100.0,11900.0,494370.0,11.14,73440,11900,-9790
2005-12-09,11800.0,12050.0,307588.0,11.28,-22190,44830,-36150
2005-12-12,12050.0,12900.0,630313.0,12.08,-57923,91453,-37050
2005-12-13,13100.0,12550.0,411785.0,11.75,76380,-18880,-2050
2005-12-14,12700.0,12300.0,640534.0,11.51,240648,-195408,122770
2005-12-15,12400.0,12650.0,919221.0,11.84,326010,-134030,-77250
2005-12-16,12450.0,12000.0,574004.0,11.23,-8270,34140,-27740
2005-12-19,11900.0,11650.0,437460.0,10.91,-7120,13510,-10190
2005-12-20,11500.0,11450.0,463819.0,10.72,95940,-80340,6190
2005-12-21,11450.0,11700.0,386687.0,10.95,121493,-36683,-114780
2005-12-22,11950.0,11300.0,499147.0,10.58,156780,-109000,-15200
2005-12-23,11250.0,11100.0,425346.0,10.39,75738,-11497,31480
2005-12-26,11050.0,11550.0,288040.0,10.81,-34591,29101,12090
2005-12-27,11700.0,12300.0,734832.0,11.51,-128460,211540,-104320
2005-12-28,12000.0,11900.0,234779.0,11.14,-14800,38800,-28820
2005-12-29,12000.0,12300.0,288890.0,11.51,-35530,26300,-1940
2006-01-02,12400.0,12750.0,483839.0,14.71,-51783,29213,14920
2006-01-03,12850.0,12600.0,492000.0,14.54,-67500,88960,-13200
2006-01-04,12700.0,12250.0,533856.0,14.14,-9534,-151906,190110
2006-01-05,12150.0,11950.0,421216.0,13.79,-33897,113277,-64600
2006-01-06,12000.0,12500.0,341248.0,14.42,-61848,44998,18650
2006-01-09,12700.0,12300.0,228770.0,14.19,-12800,29990,-13010
2006-01-10,12300.0,11800.0,346178.0,13.62,82950,-76790,-5500
2006-01-11,11800.0,11700.0,180626.0,13.5,34559,-22209,-12350
2006-01-12,11700.0,11650.0,223896.0,13.44,53106,14564,-55780
2006-01-13,11800.0,11600.0,355425.0,13.39,108480,21950,-127930
2006-01-16,11550.0,11900.0,253129.0,13.73,40468,5200,-46958
2006-01-17,12000.0,11600.0,487048.0,13.39,6680,50550,-100430
2006-01-18,11600.0,11000.0,660530.0,12.69,29620,-26800,11210
2006-01-19,11000.0,11000.0,307528.0,12.69,-20000,48870,-23510
2006-01-20,10900.0,10500.0,342816.0,12.12,-51790,-13130,58230
2006-01-23,10200.0,10100.0,351121.0,11.65,-73230,107660,78340
2006-01-24,10250.0,10200.0,455590.0,11.77,161663,-152861,-32612
2006-01-25,10250.0,10200.0,418988.0,11.77,130281,-153931,29290
2006-01-26,10200.0,10050.0,219250.0,11.6,-2780,16190,-11960
2006-01-27,10250.0,10400.0,664472.0,12.0,245290,-198460,17090
2006-01-31,10500.0,10100.0,1084562.0,11.65,594284,-352552,41458
2006-02-01,10150.0,9700.0,1431382.0,11.19,274450,-546470,327030
2006-02-02,9880.0,9650.0,716025.0,11.14,118192,-225192,103800
2006-02-03,9340.0,9450.0,637132.0,10.9,-102100,-39870,135060
2006-02-06,9310.0,9400.0,659284.0,10.85,-138590,7070,128100
2006-02-07,9220.0,9660.0,358989.0,11.15,-25944,7104,17910
2006-02-08,9580.0,9400.0,238560.0,10.85,-8350,-14900,18100
2006-02-09,9700.0,9200.0,267518.0,10.62,78810,-30530,-55210
2006-02-10,9200.0,9000.0,325774.0,10.39,10784,-28434,12310
2006-02-13,9100.0,9060.0,204020.0,10.45,46410,-65020,23800
2006-02-14,9060.0,9100.0,250354.0,10.5,-24360,51090,-32940
2006-02-15,9110.0,8460.0,844456.0,9.76,293576,-355056,91280
2006-02-16,8580.0,8360.0,326483.0,9.65,-27250,16620,6000
2006-02-17,8370.0,8530.0,391507.0,9.84,-21461,-5689,28090
2006-02-20,8410.0,8620.0,289161.0,9.95,-46500,109460,-65410
2006-02-21,8630.0,8800.0,187920.0,10.15,-9990,25580,-7560
2006-02-22,8890.0,8520.0,208840.0,9.83,85390,-72870,-7780
2006-02-23,8530.0,8640.0,274929.0,9.97,-16670,127410,-98020
2006-02-24,8600.0,8880.0,322567.0,10.25,-28340,59150,-19190
2006-02-27,8920.0,9390.0,337600.0,10.84,-88150,30470,60360
2006-02-28,9420.0,9250.0,134818.0,10.67,-10096,15436,-8220
2006-03-02,9400.0,9300.0,120110.0,10.73,-24140,30930,-1350
2006-03-03,9300.0,8830.0,220953.0,10.19,30368,-52238,25820
2006-03-06,8850.0,9170.0,147992.0,10.58,-44890,26470,-4410
2006-03-07,9140.0,9120.0,183550.0,10.52,-70000,11970,61650
2006-03-08,9200.0,9120.0,196109.0,10.52,-80480,22800,70050
2006-03-09,9270.0,8950.0,225512.0,10.33,30882,19758,-17410
2006-03-10,9070.0,8820.0,152236.0,10.18,66900,-46280,-10810
2006-03-13,8860.0,8830.0,79147.0,10.19,1770,-5370,100
2006-03-14,8830.0,8450.0,337540.0,9.75,170550,-70150,-89940
2006-03-15,8510.0,8590.0,156909.0,9.91,-59710,60210,-5200
2006-03-16,8650.0,8500.0,200500.0,9.81,41510,14390,-55610
2006-03-17,8450.0,8650.0,142180.0,9.98,-33270,57060,-26150
2006-03-20,8640.0,8700.0,208487.0,10.04,-22850,13580,10070
2006-03-21,8820.0,8670.0,262420.0,10.0,5810,-58110,54990
2006-03-22,8710.0,8410.0,244074.0,9.7,134890,-81880,-48270
2006-03-23,8570.0,8400.0,366554.0,9.69,-32570,-63700,96730
2006-03-24,8400.0,8400.0,287890.0,9.69,-20980,23280,-3310
2006-03-27,8400.0,8480.0,236452.0,9.79,19140,5610,-27680
2006-03-28,8410.0,8410.0,259420.0,9.7,28070,-8520,-22460
2006-03-29,8400.0,8600.0,286061.0,9.92,-66630,42600,24060
2006-03-30,8600.0,8780.0,143770.0,10.13,-77630,54010,21030
2006-03-31,9100.0,9270.0,591601.0,10.7,-190280,10840,176880
2006-04-03,9400.0,9400.0,274973.0,10.85,-145476,8276,134370
2006-04-04,9310.0,9010.0,330209.0,10.4,97760,-76910,-15140
2006-04-05,9040.0,9050.0,258520.0,10.44,8740,73680,-78610
2006-04-06,9120.0,9200.0,340990.0,10.62,-58170,-102540,101390
2006-04-07,9150.0,9250.0,201164.0,10.67,-20640,-130,22440
2006-04-10,9200.0,9800.0,473381.0,11.31,-189930,154660,12770
2006-04-11,9900.0,9750.0,302623.0,11.25,-54410,22870,41420
2006-04-12,9610.0,9420.0,279056.0,10.87,109654,-23434,-96060
2006-04-13,9570.0,9580.0,262691.0,11.05,7054,-63544,48400
2006-04-14,9660.0,9870.0,356081.0,11.39,-113520,-35710,85370
2006-04-17,9990.0,10050.0,346191.0,11.6,24081,-10701,-6660
2006-04-18,10100.0,10300.0,455227.0,11.89,-217481,174359,-44370
2006-04-19,10300.0,10250.0,595110.0,11.83,-78290,-96420,136720
2006-04-20,10250.0,10350.0,404630.0,11.94,-26050,34550,-13110
2006-04-21,10450.0,10900.0,577796.0,12.58,-161488,118018,45880
2006-04-24,10800.0,10050.0,514660.0,11.6,53860,-22610,-118880
2006-04-25,10000.0,10000.0,519684.0,11.54,43669,9191,-54140
2006-04-26,10050.0,10100.0,260556.0,11.65,-3418,59260,-56850
2006-04-27,10100.0,9790.0,343831.0,11.3,40320,-1970,-33150
2006-04-28,9700.0,9460.0,283130.0,10.92,40190,-25340,-4930
2006-05-02,9250.0,9400.0,177569.0,10.85,5610,-530,-20320
2006-05-03,9400.0,9200.0,327111.0,10.62,44900,-62050,19050
2006-05-04,9120.0,9000.0,419312.0,10.39,149545,-152537,-52370
2006-05-08,9150.0,9600.0,512043.0,11.08,-150880,36640,122720
2006-05-09,9610.0,9910.0,436606.0,11.44,-104100,-6610,114390
2006-05-10,9910.0,9980.0,255715.0,11.52,-87585,-36410,82530
2006-05-11,9860.0,10300.0,305185.0,11.89,-156790,102100,50870
2006-05-12,10200.0,9760.0,258153.0,11.26,93213,-147313,61220
2006-05-15,10000.0,9660.0,183190.0,11.15,52950,-48940,-7130
2006-05-16,9800.0,9950.0,313984.0,11.48,-71940,-49500,123110
2006-05-17,10000.0,10300.0,629549.0,11.89,-45021,-110019,141110
2006-05-18,9960.0,9730.0,280674.0,11.23,70840,-58260,-3490
2006-05-19,9620.0,9500.0,573604.0,10.96,66973,-98813,32770
2006-05-22,9500.0,9200.0,367691.0,10.62,55380,19780,-47630
2006-05-23,9100.0,9340.0,249540.0,10.78,-72300,159970,-53310
2006-05-24,9270.0,9500.0,262620.0,10.96,-17810,-26100,50770
2006-05-25,9400.0,9160.0,225256.0,10.57,27632,-10651,29900
2006-05-26,9260.0,9190.0,129800.0,10.6,16780,-5020,-12640
2006-05-29,9200.0,9150.0,228733.0,10.56,15220,16550,-72180
2006-05-30,9150.0,9300.0,183077.0,10.73,-62830,36160,22840
2006-06-01,9400.0,9420.0,380793.0,10.87,-42633,-73087,119050
2006-06-02,9460.0,9620.0,388337.0,11.1,-16940,12890,20370
2006-06-05,9730.0,9800.0,333148.0,11.31,-11339,-63471,95150
2006-06-07,9800.0,9770.0,629537.0,11.27,-115249,91179,70410
2006-06-08,9800.0,9280.0,478537.0,10.71,-11538,-91442,109920
2006-06-09,9310.0,9350.0,381857.0,10.79,-1445,-25925,24820
2006-06-12,9300.0,9500.0,143871.0,10.96,-16270,13950,2180
2006-06-13,9480.0,9200.0,139270.0,10.62,-8070,39900,-27670
2006-06-14,9250.0,9410.0,166621.0,10.86,-23620,118060,-95010
2006-06-15,9400.0,9300.0,145190.0,10.73,51930,-30400,-18130
2006-06-16,9450.0,9550.0,233184.0,11.02,-3830,25260,-30930
2006-06-19,9500.0,9200.0,102121.0,10.62,28180,-29830,5160
2006-06-20,9260.0,9140.0,163016.0,10.55,-26000,11610,15410
2006-06-21,9160.0,9160.0,124371.0,10.57,9384,-734,-6880
2006-06-22,9270.0,9390.0,175126.0,10.84,-53390,98310,-46400
2006-06-23,9290.0,9120.0,89137.0,10.52,22290,-15370,-5600
2006-06-26,9180.0,9150.0,67344.0,10.56,-11626,9846,-13150
2006-06-27,9220.0,9240.0,75565.0,10.66,2210,-14450,11600
2006-06-28,9190.0,9160.0,97129.0,10.57,13954,826,-11110
2006-06-29,9230.0,9430.0,139692.0,10.88,-67760,98430,-36390
2006-06-30,9600.0,9890.0,180120.0,11.41,-74050,97380,-27600
2006-07-03,9850.0,9770.0,171543.0,11.27,-28457,61097,-30630
2006-07-04,9820.0,9570.0,101231.0,11.04,13530,26640,-39500
2006-07-05,9480.0,9400.0,71026.0,10.85,4060,2980,-8010
2006-07-06,9430.0,9200.0,172151.0,10.62,79683,-39813,-35150
2006-07-07,9250.0,9130.0,253780.0,10.54,99180,-9520,-149290
2006-07-10,9050.0,9210.0,316620.0,10.63,43570,100780,-196250
2006-07-11,9250.0,9070.0,175606.0,10.47,93330,-64760,-31630
2006-07-12,9050.0,9050.0,188368.0,10.44,28640,13550,-21460
2006-07-13,9040.0,9000.0,195712.0,10.39,55000,-43270,-9130
2006-07-14,8730.0,8700.0,181557.0,10.04,73291,-79301,8730
2006-07-18,8590.0,8410.0,126595.0,9.7,31360,8590,-39230
2006-07-19,8420.0,8400.0,181512.0,9.69,28953,-1723,-30960
2006-07-20,8520.0,8740.0,193980.0,10.09,-24300,27010,-11460
2006-07-21,8550.0,8780.0,92992.0,10.13,-14753,7953,6590
2006-07-24,8770.0,8840.0,98664.0,10.2,15940,-11360,-1890
2006-07-25,8900.0,9000.0,173620.0,10.39,-44296,57536,-19320
2006-07-26,8950.0,8860.0,65751.0,10.22,5770,-8290,1770
2006-07-27,8850.0,9040.0,123783.0,10.43,-16240,34720,-21910
2006-07-28,9030.0,9050.0,89750.0,10.44,19150,-15600,-4920
2006-07-31,9140.0,8950.0,146760.0,10.33,51240,-68470,16690
2006-08-01,8930.0,8840.0,74047.0,10.2,-37040,41520,-3330
2006-08-02,8760.0,8990.0,102080.0,10.37,-38630,50830,-13540
2006-08-03,8990.0,8900.0,105367.0,10.27,-11000,-17640,28870
2006-08-04,8910.0,9400.0,273203.0,10.85,-116840,96780,16860
2006-08-07,9480.0,9500.0,262318.0,10.96,-14189,-26621,42340
2006-08-08,9500.0,9620.0,149971.0,11.1,-67240,62410,-5590
2006-08-09,9620.0,9550.0,206142.0,11.02,25100,-60180,32250
2006-08-10,9310.0,9170.0,201309.0,10.58,85180,-106970,24360
2006-08-11,9270.0,9070.0,133842.0,10.47,-12369,-3211,15490
2006-08-14,9070.0,9300.0,311189.0,10.73,-45950,117070,-170830
2006-08-16,9300.0,9190.0,541108.0,10.6,48273,-5860,-57243
2006-08-17,9210.0,9240.0,148774.0,10.66,3960,10140,-3420
2006-08-18,9270.0,9430.0,418481.0,10.88,7110,-116400,116740
2006-08-21,9590.0,10050.0,863736.0,11.6,-180030,34170,175690
2006-08-22,10050.0,10250.0,636131.0,11.83,-104310,51820,80580
2006-08-23,10250.0,10300.0,405018.0,11.89,-13779,-119441,144920
2006-08-24,10050.0,10000.0,285717.0,11.54,24620,-38780,37120
2006-08-25,10000.0,9910.0,340082.0,11.44,119315,-1750,-71840
2006-08-28,9810.0,10250.0,218659.0,11.83,-81690,42470,190
2006-08-29,10200.0,10300.0,239130.0,11.89,-68839,119529,-86500
2006-08-30,10300.0,10500.0,313819.0,12.12,-55202,-75788,143820
2006-08-31,10500.0,10750.0,252225.0,12.4,-142158,129058,5940
2006-09-01,10550.0,10700.0,248902.0,12.35,3441,35499,38810
2006-09-04,10650.0,10500.0,156878.0,12.12,-18060,1730,-4460
2006-09-05,10500.0,10350.0,301813.0,11.94,17380,41860,-57910
2006-09-06,10300.0,10550.0,434389.0,12.17,-57876,228116,-173090
2006-09-07,10600.0,10500.0,95022.0,12.12,-46240,19840,22030
2006-09-08,10400.0,10650.0,271029.0,12.29,-21150,3250,12570
2006-09-11,10650.0,10600.0,135006.0,12.23,-52480,-24560,97240
2006-09-12,10600.0,10450.0,131633.0,12.06,-24540,13470,24430
2006-09-13,10500.0,10500.0,85982.0,12.12,-23340,18120,26910
2006-09-14,10600.0,10850.0,396360.0,12.52,-44320,59770,10230
2006-09-15,10850.0,11050.0,366240.0,12.75,-83790,35330,64620
2006-09-18,11100.0,11150.0,218225.0,12.87,-56009,22819,22560
2006-09-19,11200.0,11150.0,179798.0,12.87,-33290,62760,20550
2006-09-20,11250.0,11300.0,364669.0,13.04,17920,99250,-167660
