Symbol,한온시스템_시가(원),한온시스템_종가(원),한온시스템_거래량(주),한온시스템_PER(IFRS-연결),한온시스템_순매수수량(개인)(주),한온시스템_순매수수량(기관계)(주),한온시스템_순매수수량(외국인계)(주)
2014-02-17,38150.0,38550.0,70284.0,13.89,-978,4218,-3250
2014-02-18,38300.0,38150.0,55253.0,13.74,-1259,27949,-26990
2014-02-19,37850.0,38850.0,207366.0,13.99,-15550,125510,-109660
2014-02-20,38400.0,38800.0,224496.0,13.98,9930,60060,-69990
2014-02-21,38450.0,39350.0,128919.0,14.17,-6032,25612,-19300
2014-02-24,39400.0,39150.0,107860.0,14.1,8320,46410,-54730
2014-02-25,39150.0,38500.0,126613.0,13.87,5213,32377,-37880
2014-02-26,38600.0,39400.0,245354.0,14.19,-6188,53708,-48240
2014-02-27,39500.0,39600.0,229335.0,14.26,655,22145,-22800
2014-02-28,39600.0,39750.0,302346.0,14.32,-6727,-51440,56707
2014-03-03,38850.0,40100.0,134927.0,14.44,-22171,11621,10550
2014-03-04,40050.0,39400.0,141900.0,14.19,7820,-68180,59030
2014-03-05,39850.0,39900.0,151514.0,14.37,-7374,-58056,65430
2014-03-06,39650.0,39450.0,91582.0,14.21,13951,-45241,31730
2014-03-07,39600.0,39550.0,129906.0,14.25,-10406,-29904,40310
2014-03-10,39200.0,39650.0,64606.0,14.28,-446,-11654,11570
2014-03-11,39400.0,41000.0,152368.0,14.77,-45243,4543,40730
2014-03-12,40900.0,41300.0,295714.0,14.88,-20948,-47920,69288
2014-03-13,41400.0,42150.0,265745.0,15.18,-22820,-4290,27100
2014-03-14,41900.0,41850.0,337511.0,15.07,-8115,57995,-50170
2014-03-17,41900.0,41000.0,186135.0,14.77,6851,-18871,9550
2014-03-18,41050.0,41000.0,190812.0,14.77,1747,16863,-18710
2014-03-19,41350.0,42000.0,107061.0,15.13,-16729,17460,269
2014-03-20,42050.0,42050.0,123942.0,15.15,-3923,1733,2190
2014-03-21,42100.0,42900.0,137679.0,15.45,-9654,30499,-19655
2014-03-24,43850.0,42300.0,146396.0,15.24,3680,-22930,19250
2014-03-25,42850.0,44500.0,210461.0,16.03,-26925,-54435,81140
2014-03-26,44500.0,44700.0,277773.0,16.1,2090,-52950,51960
2014-03-27,45000.0,42950.0,221211.0,15.47,26643,10113,-36756
2014-03-28,43800.0,45400.0,360204.0,16.35,-39270,-27360,66830
2014-03-31,45650.0,48600.0,308400.0,17.51,-24467,-68709,93176
2014-04-01,47500.0,45700.0,604110.0,16.46,98225,-33969,-64256
2014-04-02,45900.0,45400.0,240503.0,16.35,12711,-40211,27790
2014-04-03,45100.0,44900.0,247200.0,16.17,20706,-51326,30620
2014-04-04,45500.0,44800.0,195028.0,16.14,3527,-46037,42400
2014-04-07,44600.0,44800.0,117605.0,16.14,-2193,-13401,15594
2014-04-08,44550.0,43900.0,488302.0,15.81,12102,4788,-16380
2014-04-09,44000.0,43950.0,120936.0,15.83,-9950,12090,-2240
2014-04-10,44000.0,44150.0,117532.0,15.9,-12219,-14625,26344
2014-04-11,44150.0,43300.0,225074.0,15.6,27337,-19769,-8318
2014-04-14,43000.0,43000.0,156093.0,15.49,11376,-11366,-1630
2014-04-15,43250.0,43250.0,128625.0,15.58,11680,-42620,30940
2014-04-16,42950.0,41900.0,173486.0,15.09,72359,-58109,-14310
2014-04-17,42300.0,42400.0,224370.0,15.27,-16378,70692,-54314
2014-04-18,42550.0,43000.0,242182.0,15.49,-64818,151978,-87160
2014-04-21,43250.0,42300.0,107643.0,15.24,16223,-33003,16780
2014-04-22,42250.0,42600.0,213825.0,15.34,-697,29480,-29233
2014-04-23,43000.0,43050.0,238859.0,15.51,-21519,102159,-80640
2014-04-24,43400.0,43400.0,280065.0,15.63,-7815,109275,-105140
2014-04-25,43800.0,43450.0,181879.0,15.65,-15131,26261,-8630
2014-04-28,43150.0,43200.0,77688.0,15.56,7948,-6778,-1620
2014-04-29,43700.0,44450.0,107463.0,16.01,-23352,46312,-23000
2014-04-30,44000.0,43100.0,284560.0,15.52,29908,5412,-54170
2014-05-02,42600.0,42500.0,134015.0,15.31,3242,-24102,19530
2014-05-07,43050.0,43700.0,216777.0,15.74,-38686,-32444,69440
2014-05-08,43400.0,44050.0,122551.0,15.87,5631,-35111,29480
2014-05-09,43550.0,44600.0,108682.0,16.06,-1970,6220,-3070
2014-05-12,44250.0,44000.0,69251.0,15.85,12451,3409,-15860
2014-05-13,43900.0,45600.0,126865.0,16.43,-21106,11536,9570
2014-05-14,45550.0,45350.0,142955.0,16.33,17232,5298,-22440
2014-05-15,45300.0,46200.0,131483.0,16.64,-16893,22713,-5820
2014-05-16,45750.0,46300.0,174298.0,16.68,-9342,46651,-43609
2014-05-19,46300.0,47000.0,198433.0,16.93,-17161,21633,-10922
2014-05-20,46300.0,46400.0,227980.0,16.71,8114,2204,-14378
2014-05-21,45800.0,45500.0,165273.0,16.39,12255,16005,-28260
2014-05-22,45900.0,45050.0,121515.0,16.23,8712,14838,-23550
2014-05-23,45150.0,44950.0,144837.0,16.19,2256,5474,-7730
2014-05-26,44950.0,44450.0,95700.0,16.01,15580,4440,-20020
2014-05-27,44550.0,46250.0,101406.0,16.66,-17019,35189,-18180
2014-05-28,45800.0,47950.0,212573.0,17.27,-44219,52883,-9304
2014-05-29,47950.0,46650.0,142300.0,16.8,13619,42124,-54093
2014-05-30,46800.0,47500.0,268612.0,17.11,-15775,11942,4033
2014-06-02,47500.0,47500.0,153102.0,17.11,-10450,34278,-23828
2014-06-03,46850.0,47650.0,208525.0,17.16,2335,34340,-35691
2014-06-05,47500.0,47000.0,185876.0,16.93,5035,12795,-17383
2014-06-09,47050.0,46700.0,93841.0,16.82,1643,-3457,1814
2014-06-10,47400.0,47500.0,102519.0,17.11,-3161,-14663,16844
2014-06-11,47500.0,47300.0,113704.0,17.04,-651,-7111,8702
2014-06-12,46600.0,46300.0,274643.0,16.68,10022,-43602,32726
2014-06-13,46300.0,47500.0,173833.0,17.11,-7187,1636,6721
2014-06-16,46250.0,45100.0,279805.0,16.24,70010,3830,-73897
2014-06-17,45200.0,46050.0,132518.0,16.59,-19262,-6127,25389
2014-06-18,45500.0,46000.0,90845.0,16.57,-615,7630,-8041
2014-06-19,46400.0,46850.0,169934.0,16.88,-17169,12929,3440
2014-06-20,46700.0,45750.0,148567.0,16.48,23292,43425,-66817
2014-06-23,45500.0,44500.0,218206.0,16.03,18656,21819,-43217
2014-06-24,44500.0,44550.0,231225.0,16.05,13048,38743,-52355
2014-06-25,44050.0,44700.0,152010.0,16.1,-8240,24721,-17520
2014-06-26,44750.0,45800.0,125402.0,16.5,-32180,39839,-7396
2014-06-27,46000.0,45450.0,71729.0,16.37,3647,15694,-19341
2014-06-30,46000.0,45800.0,120401.0,16.5,-3215,15016,-12401
2014-07-01,45850.0,47100.0,125953.0,16.97,-24813,62196,-37383
2014-07-02,47150.0,48600.0,187487.0,17.51,-20631,68131,-46665
2014-07-03,48600.0,48300.0,148082.0,17.4,2984,21121,-23531
2014-07-04,48500.0,48700.0,101533.0,17.54,-461,15997,-15674
2014-07-07,49200.0,50600.0,176715.0,18.23,-28789,43334,-15585
2014-07-08,50600.0,51300.0,326840.0,18.48,-11876,59721,-47747
2014-07-09,50600.0,51000.0,90228.0,18.37,-1986,30057,-27514
2014-07-10,51500.0,49800.0,168448.0,17.94,12439,48454,-61471
2014-07-11,49450.0,49800.0,102257.0,17.94,207,52569,-52903
2014-07-14,49800.0,50700.0,91333.0,18.26,6223,45394,-51566
2014-07-15,51300.0,50800.0,114817.0,18.3,-5104,57326,-52259
2014-07-16,50900.0,50900.0,100149.0,18.33,-4562,32980,-28248
2014-07-17,50300.0,49500.0,180740.0,17.83,36485,44756,-72098
2014-07-18,49000.0,50500.0,207875.0,18.19,-37525,29891,7461
2014-07-21,50100.0,51600.0,88173.0,18.59,-26463,34396,-6761
2014-07-22,51700.0,53000.0,179749.0,19.09,-16434,-27185,43285
2014-07-23,53400.0,52200.0,131108.0,18.8,12227,-6472,-5545
2014-07-24,51800.0,50700.0,180017.0,18.26,12034,-12227,323
2014-07-25,50600.0,51800.0,139745.0,18.66,-14586,27774,-14216
2014-07-28,51900.0,51700.0,59355.0,18.62,1996,13555,-15559
2014-07-29,52600.0,52500.0,145435.0,18.91,5172,-17626,12536
2014-07-30,52700.0,50200.0,232241.0,18.08,71521,-72537,2596
2014-07-31,50700.0,51000.0,142532.0,18.37,-24301,-14351,38667
2014-08-01,51400.0,51200.0,88418.0,18.44,-16824,-733,17757
2014-08-04,50900.0,51500.0,83333.0,18.55,6065,11194,-17259
2014-08-05,51600.0,50900.0,89767.0,18.33,8128,21514,-29566
2014-08-06,51200.0,50200.0,86858.0,18.08,24974,-4998,-19976
2014-08-07,50500.0,50500.0,160419.0,18.19,9895,23909,-34036
2014-08-08,50500.0,51200.0,102556.0,18.44,-3724,38286,-34492
2014-08-11,51300.0,50000.0,98334.0,18.01,19775,4905,-25329
2014-08-12,50500.0,50700.0,91444.0,18.26,-11576,9696,1070
2014-08-13,50400.0,50200.0,150448.0,18.08,15120,2771,-18868
2014-08-14,49850.0,50500.0,72310.0,18.19,13898,-31927,18018
2014-08-18,50100.0,50900.0,86204.0,18.33,4574,9746,-13861
2014-08-19,51000.0,52400.0,340296.0,18.87,49960,27725,-80786
2014-08-20,52500.0,53700.0,215535.0,19.34,28089,32490,-53170
2014-08-21,53500.0,51700.0,135442.0,18.62,48554,-4444,-43800
2014-08-22,51700.0,53500.0,130286.0,19.27,-14721,11861,2970
2014-08-25,53100.0,52200.0,122165.0,18.8,24894,39326,-66307
2014-08-26,52100.0,52200.0,163794.0,18.8,29834,-3226,-26645
2014-08-27,52700.0,54700.0,338529.0,19.7,-37409,22300,15005
2014-08-28,54700.0,54100.0,150910.0,19.49,-14069,6161,8157
2014-08-29,54100.0,53900.0,173849.0,19.41,-1386,12353,-8966
2014-09-01,53700.0,52700.0,102341.0,18.98,6625,-7901,1276
2014-09-02,52700.0,53800.0,71663.0,19.38,-7432,3960,3444
2014-09-03,52000.0,54300.0,225192.0,19.56,-15124,17502,-3490
2014-09-04,54000.0,54300.0,119682.0,19.56,8578,4896,-13634
2014-09-05,53300.0,54600.0,110439.0,19.67,-5779,30547,-24568
2014-09-11,53900.0,53400.0,158830.0,19.23,14591,33661,-48052
2014-09-12,53600.0,52000.0,156367.0,18.73,33798,-26712,-8658
2014-09-15,52000.0,51100.0,132184.0,18.41,11274,3013,-13952
2014-09-16,51400.0,53300.0,180788.0,19.2,-2718,52686,-41749
2014-09-17,53900.0,52500.0,206794.0,18.91,35321,-14289,-24410
2014-09-18,51600.0,52500.0,132209.0,18.91,6279,26083,-32140
2014-09-19,52700.0,54500.0,209248.0,19.63,-31432,2412,30131
2014-09-22,54500.0,53800.0,119394.0,19.38,4719,25221,-32163
2014-09-23,53700.0,55000.0,151876.0,19.81,-54884,33831,20588
2014-09-24,54000.0,54200.0,204709.0,19.52,16214,38493,-53028
2014-09-25,53800.0,53800.0,195753.0,19.38,-1428,20842,-20411
2014-09-26,53500.0,54000.0,115201.0,19.45,-144,19753,-19519
2014-09-29,53500.0,52200.0,319851.0,18.8,81755,-91323,8587
2014-09-30,52600.0,51200.0,269340.0,18.44,40436,-14886,-26603
2014-10-01,51200.0,52000.0,117775.0,18.73,-27251,-2342,29540
2014-10-02,52000.0,52500.0,224514.0,18.91,-17912,49420,-33564
2014-10-06,51500.0,50700.0,149732.0,18.26,42769,6329,-49101
2014-10-07,51000.0,51600.0,129587.0,18.59,-6820,-12098,18591
2014-10-08,50600.0,52500.0,140500.0,18.91,-25847,21076,-10785
2014-10-10,52500.0,49300.0,684605.0,17.76,101414,38865,-140072
2014-10-13,48350.0,47500.0,299445.0,17.11,-3181,27104,-23147
2014-10-14,47500.0,46550.0,214750.0,16.77,36264,37327,-72179
2014-10-15,45900.0,47700.0,217783.0,17.18,-38663,53935,-13825
2014-10-16,47000.0,45800.0,428869.0,16.5,37745,69944,-107699
2014-10-17,46050.0,46300.0,254210.0,16.68,-26053,71354,-44693
2014-10-20,46800.0,47250.0,177917.0,17.02,-10640,65382,-54588
2014-10-21,47250.0,47950.0,208985.0,17.27,-7414,25734,-17560
2014-10-22,48850.0,50400.0,346742.0,18.15,-59013,103277,-47751
2014-10-23,50600.0,50800.0,244937.0,18.3,-21379,152278,-131619
2014-10-24,51400.0,51000.0,165695.0,18.37,-11690,77469,-65771
2014-10-27,50300.0,49200.0,178802.0,17.72,27491,-32101,4610
2014-10-28,49150.0,48450.0,184921.0,17.45,-6448,-6652,13100
2014-10-29,48700.0,48950.0,204776.0,17.63,5825,-76847,71163
2014-10-30,49000.0,49000.0,223426.0,17.65,-4861,-78619,83851
2014-10-31,49100.0,47750.0,262805.0,17.2,13119,-116111,103218
2014-11-03,47050.0,48200.0,153584.0,17.36,-21901,-50996,72856
2014-11-04,48850.0,48150.0,173602.0,17.34,-6380,-76094,84071
2014-11-05,48600.0,46350.0,201857.0,16.7,19984,-79303,59269
2014-11-06,46100.0,45600.0,255678.0,16.43,14231,-45261,31011
2014-11-07,45050.0,46400.0,244280.0,16.71,562,54533,-60862
2014-11-10,47000.0,46100.0,139961.0,16.61,14779,-18596,3817
2014-11-11,45650.0,45600.0,229152.0,16.43,23191,-1878,-21381
2014-11-12,45950.0,45650.0,160109.0,16.44,10741,52662,-63493
2014-11-13,46050.0,46350.0,118633.0,16.7,-5769,-5138,10907
2014-11-14,46200.0,46300.0,129067.0,16.68,-6408,4999,1089
2014-11-17,46000.0,45750.0,113993.0,16.48,1100,-16023,14829
2014-11-18,46050.0,46400.0,127009.0,16.71,2325,227,-2542
2014-11-19,46950.0,48600.0,161056.0,17.51,-37469,-6681,44927
2014-11-20,48600.0,47600.0,213139.0,17.15,3426,-26593,23167
2014-11-21,47600.0,47500.0,106483.0,17.11,-6376,2332,3704
2014-11-24,43500.0,42000.0,4962076.0,15.13,306556,-1432071,1129644
2014-11-25,41550.0,41600.0,1492268.0,14.98,66412,-130253,65676
2014-11-26,42250.0,41800.0,899472.0,15.06,-37865,140934,-103054
2014-11-27,41800.0,40500.0,513994.0,14.59,33982,-136111,103790
2014-11-28,40300.0,42250.0,297974.0,15.22,-92634,-5272,99173
2014-12-01,42300.0,41100.0,412724.0,14.8,20981,-35253,14192
2014-12-02,40900.0,40200.0,372530.0,14.48,43070,-140320,97861
2014-12-03,40100.0,40850.0,275604.0,14.71,-14229,-90837,105056
2014-12-04,41800.0,43500.0,469587.0,15.67,-120887,6535,116622
2014-12-05,44000.0,46550.0,644187.0,16.77,-123098,-224948,352080
2014-12-08,45600.0,44950.0,509585.0,16.19,-4233,-192834,199474
2014-12-09,45200.0,45450.0,328035.0,16.37,-16823,-163729,180885
2014-12-10,44850.0,45100.0,147547.0,16.24,-22547,-3687,26707
2014-12-11,44750.0,46000.0,561455.0,16.57,-31235,-135326,166988
2014-12-12,46050.0,45400.0,340978.0,16.35,2689,-42142,42661
2014-12-15,45400.0,48200.0,421458.0,17.36,-47367,-41175,86628
2014-12-16,48250.0,49150.0,453078.0,17.7,-18616,79764,-60818
2014-12-17,49800.0,47400.0,334322.0,17.07,114,31560,-31817
2014-12-18,48500.0,48150.0,298192.0,17.34,-19877,-66499,84821
2014-12-19,48950.0,49250.0,177583.0,17.74,-27509,-13513,40433
2014-12-22,49250.0,49650.0,134722.0,17.88,-18000,14346,3654
2014-12-23,49700.0,49950.0,184205.0,17.99,-21796,15926,5870
2014-12-24,50000.0,50700.0,134384.0,18.26,-11820,23194,-11374
2014-12-26,50100.0,50000.0,137643.0,18.01,-775,-13477,14302
2014-12-29,48350.0,49950.0,154420.0,17.99,-16831,14105,2729
2014-12-30,50800.0,48400.0,182694.0,17.43,16848,-5573,-9530
2015-01-02,47200.0,47550.0,147601.0,18.43,3919,-57891,54094
2015-01-05,47400.0,48500.0,87763.0,18.8,-14055,-12928,27223
2015-01-06,47700.0,46800.0,336250.0,18.14,13101,-15495,1626
2015-01-07,46400.0,46550.0,166237.0,18.05,-268,-12426,12694
2015-01-08,46250.0,46750.0,142191.0,18.12,-1251,-41621,42886
2015-01-09,46800.0,47150.0,97672.0,18.28,-1015,-19407,20522
2015-01-12,47000.0,46900.0,38914.0,18.18,187,-10360,10173
2015-01-13,47700.0,46150.0,159301.0,17.89,6543,-13462,6719
2015-01-14,46500.0,45950.0,170480.0,17.81,-4951,-29429,39726
2015-01-15,45350.0,46650.0,87844.0,18.08,-13840,-8843,22683
2015-01-16,46650.0,46050.0,247875.0,17.85,-4696,-27361,32057
2015-01-19,47150.0,46600.0,121199.0,18.07,-10330,-9969,20499
2015-01-20,46700.0,46850.0,60755.0,18.16,1264,5203,-6467
2015-01-21,46950.0,47350.0,143663.0,18.36,-10177,-36690,46867
2015-01-22,46600.0,47000.0,217650.0,18.22,83,-49111,49028
2015-01-23,47300.0,47450.0,120373.0,18.4,1030,-33427,32156
2015-01-26,47700.0,47350.0,133712.0,18.36,503,-29167,27444
2015-01-27,47500.0,45950.0,152714.0,17.81,30236,-52519,22301
2015-01-28,46000.0,46750.0,146586.0,18.12,-17638,-20996,38634
2015-01-29,45650.0,46200.0,84307.0,17.91,-2732,-21237,23349
2015-01-30,46600.0,46450.0,184129.0,18.01,-11224,7521,5192
2015-02-02,46150.0,45100.0,165577.0,17.48,33675,-55938,22263
2015-02-03,45600.0,45600.0,136833.0,17.68,-11881,-12148,24029
2015-02-04,45700.0,46250.0,194250.0,17.93,-6385,61339,-54954
2015-02-05,46250.0,46400.0,122518.0,17.99,-5506,-16959,22465
2015-02-06,46450.0,46500.0,114148.0,18.03,-5984,3314,420
2015-02-09,46300.0,45050.0,98551.0,17.46,14353,-41722,27194
2015-02-10,45050.0,44900.0,123456.0,17.41,122,-33856,34039
2015-02-11,45400.0,46350.0,115036.0,17.97,-24674,-15904,40578
2015-02-12,46900.0,46500.0,141223.0,18.03,-3654,-15072,18726
2015-02-13,46150.0,46700.0,84671.0,18.1,883,-15170,14260
2015-02-16,46250.0,45850.0,109234.0,17.77,7800,-14874,8839
2015-02-17,46200.0,45800.0,117907.0,17.76,2170,-18246,18349
2015-02-23,45800.0,45150.0,228020.0,17.5,24850,-38739,13889
2015-02-24,44650.0,43400.0,407298.0,16.82,61550,-1209,-55138
2015-02-25,43500.0,43550.0,195512.0,16.88,1882,-22888,21004
2015-02-26,43600.0,44150.0,135314.0,17.12,-8023,-61509,69512
2015-02-27,43750.0,42850.0,248428.0,16.61,18455,-35377,16552
2015-03-02,42750.0,42100.0,205078.0,16.32,15519,-97515,81836
2015-03-03,42100.0,42850.0,126113.0,16.61,-9439,-26298,35747
2015-03-04,42100.0,42250.0,112714.0,16.38,20363,-31458,10995
2015-03-05,42050.0,41650.0,110770.0,16.15,37650,-52947,15287
2015-03-06,41700.0,43900.0,202007.0,17.02,-67552,13569,52273
2015-03-09,43900.0,42350.0,81541.0,16.42,16895,-5837,-11123
2015-03-10,42100.0,42450.0,102886.0,16.46,821,-16339,15798
2015-03-11,41650.0,43000.0,135941.0,16.67,-20277,-11426,32151
2015-03-12,42550.0,41300.0,182593.0,16.01,58826,-60701,1943
2015-03-13,41700.0,42400.0,104427.0,16.44,-31349,-4738,36106
2015-03-16,42450.0,43250.0,141851.0,16.77,-8156,-23572,31743
2015-03-17,43500.0,42450.0,94723.0,16.46,20089,-10652,-9437
2015-03-18,42700.0,43100.0,225865.0,16.71,-17012,-96741,113756
2015-03-19,43200.0,42400.0,188726.0,16.44,32472,-83124,50984
2015-03-20,42500.0,41950.0,151305.0,16.26,21924,-55857,33928
2015-03-23,41700.0,41550.0,135491.0,16.11,32317,-54370,22053
2015-03-24,41500.0,39400.0,424999.0,15.27,223807,-133435,-89723
2015-03-25,39750.0,37700.0,431847.0,14.62,125353,-153835,29113
2015-03-26,37650.0,38700.0,271056.0,15.0,-70916,-80765,151676
2015-03-27,38500.0,37700.0,193715.0,14.62,41468,-45993,4426
2015-03-30,38450.0,38100.0,251936.0,14.77,4221,-35628,31425
2015-03-31,38400.0,38400.0,189645.0,14.89,-7261,-12617,18848
2015-04-01,38650.0,38700.0,115736.0,15.0,1876,-10841,7732
2015-04-02,38700.0,38050.0,114446.0,14.75,19171,-15792,-5499
2015-04-03,38150.0,38050.0,57885.0,14.75,1179,-7599,6385
2015-04-06,38150.0,37550.0,74069.0,14.56,11418,-21171,8900
2015-04-07,37650.0,39950.0,348163.0,15.49,-146587,-10289,157134
2015-04-08,39750.0,39750.0,340422.0,15.41,-17777,-32698,54197
2015-04-09,40300.0,39250.0,164704.0,15.22,6982,-36674,29120
2015-04-10,39200.0,40300.0,150558.0,15.62,-16076,-3457,21070
2015-04-13,40100.0,39000.0,196778.0,15.12,44716,-40228,-4802
2015-04-14,39100.0,40000.0,205194.0,15.51,-26255,-46879,77225
2015-04-15,39550.0,39450.0,112892.0,15.29,12874,-27284,14156
2015-04-16,39750.0,40700.0,180014.0,15.78,-39950,-22669,64319
2015-04-17,40250.0,42150.0,275220.0,16.34,-84476,-726,85202
2015-04-20,41900.0,42050.0,158417.0,16.3,-2316,-43725,38621
2015-04-21,42050.0,41550.0,145819.0,16.11,14800,-40900,26416
2015-04-22,41950.0,42700.0,235411.0,16.55,-64337,40124,24979
2015-04-23,42700.0,41650.0,181288.0,16.15,12202,-30846,18984
2015-04-24,41300.0,42050.0,225861.0,16.3,-25736,26314,-905
2015-04-27,41650.0,42550.0,139778.0,16.5,-12722,18702,-5938
2015-04-28,42550.0,40950.0,285267.0,15.88,80473,-28623,-53567
2015-04-29,41350.0,40200.0,281208.0,15.58,6759,14415,-21941
2015-04-30,39900.0,40400.0,208906.0,15.66,-16337,-26924,42798
2015-05-04,39750.0,41100.0,118492.0,15.93,-19180,-6568,25748
2015-05-06,40300.0,39950.0,105527.0,15.49,7339,896,-8757
2015-05-07,39950.0,38700.0,199370.0,15.0,34226,-224,-35260
2015-05-08,38650.0,39900.0,266010.0,15.47,-20548,29500,-9069
2015-05-11,40000.0,39700.0,173932.0,15.39,12771,5508,-18278
2015-05-12,39200.0,40700.0,358549.0,15.78,-5092,224719,-219994
2015-05-13,40700.0,39800.0,129683.0,15.43,6701,-10907,3779
2015-05-14,39650.0,39100.0,90844.0,15.16,38264,-34367,-4272
2015-05-15,39150.0,38400.0,90577.0,14.89,49284,-24100,-25780
2015-05-18,38650.0,38150.0,138209.0,14.79,19845,-1557,-18418
2015-05-19,37750.0,37900.0,153265.0,14.69,56515,-44911,-12054
2015-05-20,37650.0,38250.0,96415.0,14.83,-9238,-9639,18877
2015-05-21,38300.0,38000.0,393821.0,14.73,12656,-30709,17807
2015-05-22,38450.0,38250.0,199263.0,14.83,28123,-64533,35364
2015-05-26,38300.0,37900.0,153785.0,14.69,32539,-24845,-7800
2015-05-27,37550.0,36400.0,211904.0,14.11,51547,-43037,-10837
2015-05-28,36100.0,36800.0,135295.0,14.27,-8804,-29422,38276
2015-05-29,36450.0,36900.0,158832.0,14.31,6542,-12382,5840
2015-06-01,36900.0,36150.0,83630.0,14.01,20824,-6927,-13897
2015-06-02,36100.0,33700.0,198103.0,13.06,37089,-54205,17116
2015-06-03,34300.0,34250.0,229247.0,13.28,12662,-101682,90560
2015-06-04,34200.0,34000.0,259745.0,13.18,43951,-100656,56385
2015-06-05,33600.0,33000.0,278284.0,12.79,52095,-92094,38898
2015-06-08,33200.0,33900.0,331302.0,13.14,-18596,38852,-20156
2015-06-09,34000.0,34350.0,142235.0,13.32,2061,32282,-34340
2015-06-10,34350.0,34350.0,119423.0,13.32,2852,18042,-26594
2015-06-11,35100.0,36550.0,358499.0,14.17,-68966,133397,-64404
2015-06-12,36850.0,36000.0,196852.0,13.96,28558,-19778,-8750
2015-06-15,36250.0,36000.0,194433.0,13.96,37502,-39132,1640
2015-06-16,36000.0,36050.0,180435.0,13.98,-9329,10852,-2805
2015-06-17,36050.0,36450.0,206872.0,14.13,5727,33920,-40538
2015-06-18,35750.0,37800.0,255992.0,14.65,-62173,181480,-116877
2015-06-19,37800.0,36950.0,140022.0,14.32,4641,28650,-35943
2015-06-22,36800.0,37050.0,70005.0,14.36,-9562,-1991,11553
2015-06-23,36850.0,38350.0,116007.0,14.87,-29291,48040,-20946
2015-06-24,38350.0,39300.0,144342.0,15.24,-40218,44525,-4919
2015-06-25,39300.0,39000.0,139416.0,15.12,-15877,53990,-38113
2015-06-26,39200.0,38450.0,99300.0,14.91,-14331,45862,-32641
2015-06-29,37750.0,37150.0,122030.0,14.4,21224,15385,-36609
2015-06-30,37350.0,38550.0,143474.0,14.94,-32370,32847,-457
2015-07-01,38550.0,38000.0,53177.0,14.73,6218,3016,-9234
2015-07-02,37750.0,37750.0,88716.0,14.63,8345,8791,-13054
2015-07-03,37400.0,36800.0,153832.0,14.27,44674,-17501,-26820
2015-07-06,36500.0,36250.0,140188.0,14.05,7463,33503,-36503
2015-07-07,36300.0,36100.0,154500.0,13.99,-590,18597,-18007
2015-07-08,36100.0,35900.0,192774.0,13.92,-13381,24975,-11594
2015-07-09,36000.0,36100.0,228051.0,13.99,11535,36572,-48182
2015-07-10,36100.0,36150.0,170702.0,14.01,7367,-13625,6258
2015-07-13,35600.0,36000.0,124627.0,13.96,22798,-22373,-425
2015-07-14,36000.0,36150.0,91001.0,14.01,4159,1129,-5488
2015-07-15,36600.0,36400.0,56923.0,14.11,1291,7550,-9341
2015-07-16,35800.0,36000.0,118190.0,13.96,21820,17814,-39634
2015-07-17,36000.0,36050.0,111986.0,13.98,13800,-35887,21673
2015-07-20,35700.0,34750.0,164525.0,13.47,16652,1186,-18295
2015-07-21,34900.0,36150.0,165574.0,14.01,-33292,81366,-47874
2015-07-22,36000.0,35700.0,144317.0,13.84,3651,-17634,15168
2015-07-23,36150.0,37000.0,97697.0,14.34,-21312,42662,-20824
2015-07-24,36700.0,37150.0,96955.0,14.4,187,37271,-37109
2015-07-27,36600.0,38900.0,254828.0,15.08,-46232,52855,-7618
2015-07-28,38300.0,37900.0,204775.0,14.69,4329,53758,-56864
2015-07-29,37950.0,36650.0,122317.0,14.21,23033,-1488,-21631
2015-07-30,36700.0,36650.0,146952.0,14.21,-2031,-6745,8851
2015-07-31,37400.0,36350.0,116233.0,14.09,9368,-14757,5386
2015-08-03,36850.0,35650.0,102336.0,13.82,11337,15291,-26935
2015-08-04,36200.0,35900.0,90949.0,13.92,491,17228,-17757
2015-08-05,35300.0,38950.0,144709.0,15.1,-40776,25934,14831
2015-08-06,38550.0,38000.0,139072.0,14.73,-2677,20701,-18024
2015-08-07,38050.0,37800.0,136698.0,14.65,4417,6508,-10927
2015-08-10,37300.0,37650.0,92811.0,14.6,-5668,1710,3914
2015-08-11,37700.0,36600.0,100605.0,14.19,20774,6589,-27366
2015-08-12,36850.0,38050.0,175794.0,14.75,-13100,65487,-52395
2015-08-13,38100.0,40000.0,226716.0,15.51,-11376,28719,-20218
2015-08-17,40900.0,40000.0,151826.0,15.51,-390,-2073,2473
2015-08-18,39100.0,40450.0,171808.0,15.68,-19946,7249,12705
2015-08-19,39500.0,40650.0,248656.0,15.76,1466,16966,-18398
2015-08-20,40650.0,38750.0,243329.0,15.02,10469,5682,-17141
2015-08-21,37900.0,36950.0,210437.0,14.32,29177,-5328,-25383
2015-08-24,36450.0,36300.0,413917.0,14.07,11012,-43474,31082
2015-08-25,36950.0,36800.0,258504.0,14.27,13654,54430,-68084
2015-08-26,35900.0,36350.0,204637.0,14.09,21812,-30860,9743
2015-08-27,36550.0,36100.0,162814.0,13.99,28530,-42744,13099
2015-08-28,36300.0,37350.0,140163.0,14.48,-11888,-24756,36544
2015-08-31,36850.0,36350.0,259391.0,14.09,86082,-69069,-19009
2015-09-01,35800.0,35900.0,159913.0,13.92,34219,3211,-38788
