Symbol,넥센타이어_시가(원),넥센타이어_종가(원),넥센타이어_거래량(주),넥센타이어_PER(IFRS-연결),넥센타이어_순매수수량(개인)(주),넥센타이어_순매수수량(기관계)(주),넥센타이어_순매수수량(외국인계)(주)
2000-01-04,6200,6400,5320,0.37,10,-10,0
2000-01-05,6410,6800,9120,0.4,0,0,0
2000-01-06,7000,6310,2840,0.37,0,0,0
2000-01-07,6110,6500,8100,0.38,0,0,0
2000-01-10,6800,6800,10050,0.4,0,0,0
2000-01-11,7150,7820,51880,0.46,0,0,0
2000-01-12,8000,7490,37130,0.44,0,0,0
2000-01-13,8610,7800,98920,0.46,0,0,0
2000-01-14,7500,7300,33420,0.43,-200,0,0
2000-01-17,7000,7040,20310,0.41,0,0,0
2000-01-18,7000,6720,17490,0.39,0,0,0
2000-01-19,7400,6850,12610,0.4,0,0,0
2000-01-20,6510,6600,14040,0.39,10,-10,0
2000-01-21,6580,6700,17330,0.39,0,0,0
2000-01-24,6300,6800,10860,0.4,0,0,0
2000-01-25,6500,6410,8990,0.37,0,0,0
2000-01-26,6220,6210,12780,0.36,7030,-7030,0
2000-01-27,6220,6400,9430,0.37,0,0,0
2000-01-28,6360,6530,11150,0.38,0,0,0
2000-01-31,6680,6800,8930,0.4,0,0,0
2000-02-01,6800,7100,10450,0.41,0,0,0
2000-02-02,6800,7200,8600,0.42,0,0,0
2000-02-03,7250,7300,19130,0.43,370,0,0
2000-02-07,7350,7430,20280,0.43,0,0,0
2000-02-08,7550,8100,35760,0.47,10,-10,0
2000-02-09,8100,7410,14490,0.43,0,0,0
2000-02-10,7800,7350,13820,0.43,0,0,0
2000-02-11,7150,7500,20740,0.44,50,-50,0
2000-02-14,7350,7300,15380,0.43,0,0,0
2000-02-15,7110,7300,8840,0.43,0,0,0
2000-02-16,7150,7600,20050,0.44,0,0,0
2000-02-17,7600,7800,11230,0.46,0,0,0
2000-02-18,8970,7000,301770,0.41,-10450,0,0
2000-02-21,6500,6240,60120,0.36,0,0,0
2000-02-22,6690,5400,56950,0.32,10450,0,0
2000-02-23,5400,5500,24460,0.32,0,0,0
2000-02-24,5700,5400,33080,0.32,10,-10,0
2000-02-25,6200,6100,71840,0.36,0,0,0
2000-02-28,6100,5800,26490,0.34,0,0,0
2000-02-29,5900,5800,30260,0.34,0,0,0
2000-03-02,6000,5800,45300,0.34,0,0,0
2000-03-03,5600,5700,32440,0.33,0,0,0
2000-03-06,5700,5900,51810,0.34,0,0,0
2000-03-07,6100,5750,19480,0.34,-200,0,0
2000-03-08,5850,5800,17540,0.34,0,0,0
2000-03-09,5890,5800,26370,0.34,0,0,0
2000-03-10,5800,5800,26860,0.34,0,0,0
2000-03-13,6000,6400,108060,0.37,20,-20,0
2000-03-14,6640,5920,42170,0.35,0,0,0
2000-03-15,6100,5750,21770,0.34,100,0,0
2000-03-16,5950,5880,28330,0.34,10,-10,0
2000-03-17,5870,5900,23940,0.34,0,0,0
2000-03-20,6000,5780,25560,0.34,10,-10,0
2000-03-21,5750,5670,15580,0.33,0,0,0
2000-03-22,5580,5590,16570,0.33,0,0,0
2000-03-23,5710,5760,38120,0.34,0,0,0
2000-03-24,5600,5790,37710,0.34,10,-10,0
2000-03-27,5890,5730,29630,0.33,30,-30,0
2000-03-28,5790,5720,25910,0.33,30,-30,0
2000-03-29,5630,5550,28650,0.32,0,0,0
2000-03-30,5550,5220,28610,0.31,0,0,0
2000-03-31,4880,5300,19920,0.31,0,0,0
2000-04-03,5090,5050,23540,0.3,0,0,0
2000-04-04,5200,5000,19670,0.29,0,0,0
2000-04-06,5100,5350,26370,0.31,0,0,0
2000-04-07,5100,5110,24120,0.3,0,0,0
2000-04-10,5050,5470,41570,0.32,-50,0,0
2000-04-11,5200,5010,9750,0.29,0,0,0
2000-04-12,5150,4900,12940,0.29,0,0,0
2000-04-14,4580,4720,10050,0.28,0,0,0
2000-04-17,4600,4100,32680,0.24,0,0,0
2000-04-18,4310,4500,27690,0.26,0,0,0
2000-04-19,4500,4700,29500,0.27,50,0,0
2000-04-20,4700,4700,9300,0.27,0,0,0
2000-04-21,4710,4750,10460,0.28,50,-50,0
2000-04-24,4850,5000,36000,0.29,0,0,0
2000-04-25,5000,5080,17980,0.3,100,0,0
2000-04-26,5150,5000,8310,0.29,0,0,0
2000-04-27,4900,4900,15280,0.29,0,0,0
2000-04-28,5000,4840,18190,0.28,0,0,0
2000-05-02,4600,4840,16010,0.28,10,-10,0
2000-05-03,4710,4610,13690,0.27,0,0,0
2000-05-04,4250,4640,12020,0.27,0,0,0
2000-05-08,4740,4630,10660,0.27,0,0,0
2000-05-09,4650,4520,9040,0.26,0,0,0
2000-05-10,4600,4550,6290,0.27,0,0,0
2000-05-12,4450,4450,8660,0.26,10,-10,0
2000-05-15,4550,4200,9060,0.25,0,0,0
2000-05-16,4445,4120,12220,0.24,0,0,0
2000-05-17,4100,3505,13030,0.21,0,0,0
2000-05-18,3600,3400,15800,0.2,0,0,0
2000-05-19,3405,3470,8810,0.2,0,0,0
2000-05-22,3300,3060,14370,0.18,0,0,0
2000-05-23,3200,3000,6010,0.18,0,0,0
2000-05-24,2900,3100,7340,0.18,0,0,0
2000-05-25,3180,3360,29000,0.2,0,0,0
2000-05-26,3600,3390,28040,0.2,-120,0,0
2000-05-29,3010,3260,5120,0.19,0,0,0
2000-05-30,3270,3325,10270,0.19,0,0,0
2000-05-31,3265,3720,14450,0.22,0,0,0
2000-06-01,3460,3450,6850,0.2,0,0,0
2000-06-02,3400,3635,12620,0.21,120,0,0
2000-06-05,3645,4000,32510,0.23,0,0,0
2000-06-07,3900,3900,15520,0.23,0,0,0
2000-06-08,3900,3600,13960,0.21,0,0,0
2000-06-09,3660,3550,17540,0.21,10,-10,0
2000-06-12,3795,3550,16280,0.21,10,-10,0
2000-06-13,3650,3400,16000,0.2,0,0,0
2000-06-14,3400,3370,5920,0.2,10,-10,0
2000-06-15,3595,3210,11900,0.19,0,0,0
2000-06-16,3100,3260,7380,0.19,0,0,0
2000-06-19,3160,3700,75060,0.22,0,0,0
2000-06-20,3720,3910,155050,0.23,0,0,0
2000-06-21,3860,3700,33100,0.22,0,0,0
2000-06-22,3950,3600,22020,0.21,0,0,0
2000-06-23,3505,3610,13850,0.21,0,0,0
2000-06-26,3610,3895,32400,0.23,-5100,0,0
2000-06-27,4085,3900,25790,0.23,-10000,0,0
2000-06-28,4000,3910,28360,0.23,-10000,0,0
2000-06-29,3910,3920,10150,0.23,0,0,0
2000-06-30,3930,3950,15970,0.23,-5000,0,0
2000-07-03,3955,4200,25670,0.25,0,0,0
2000-07-04,4200,4180,17880,0.24,-10000,0,0
2000-07-05,4300,4090,35500,0.24,-20000,0,0
2000-07-06,4115,4160,15620,0.24,-820,0,0
2000-07-07,4185,4740,34770,0.28,-560,0,0
2000-07-10,4490,4745,31170,0.28,-300,0,300
2000-07-11,4850,4500,49980,0.26,-29700,0,-300
2000-07-12,4620,4610,22390,0.27,0,0,0
2000-07-13,4690,5100,45630,0.3,-3600,0,0
2000-07-14,5300,4725,63430,0.28,-19910,-90,0
2000-07-18,4785,4865,14600,0.28,0,0,0
2000-07-19,4880,5300,40200,0.31,-7990,0,0
2000-07-20,5330,5030,32750,0.29,-20000,0,0
2000-07-21,5050,5290,17710,0.31,-800,0,0
2000-07-24,5300,5220,46730,0.31,-10000,0,0
2000-07-25,5290,5170,18090,0.3,-10000,0,0
2000-07-26,5190,5060,18110,0.3,-10000,0,0
2000-07-27,5070,5250,26250,0.31,-10000,0,0
2000-07-28,5250,5160,21940,0.3,-10000,0,0
2000-07-31,5120,5240,25100,0.31,-10000,0,0
2000-08-01,5200,5220,16780,0.31,-9990,-10,0
2000-08-02,5230,5280,14670,0.31,-10000,0,0
2000-08-03,5290,5450,16350,0.32,-6800,0,0
2000-08-04,5300,5320,3470,0.31,0,0,0
2000-08-07,5330,5380,13940,0.31,-5000,0,0
2000-08-08,5500,5450,4440,0.32,10,-10,0
2000-08-09,5450,5300,9890,0.31,0,0,0
2000-08-10,5310,5310,4370,0.31,-2520,0,0
2000-08-11,5320,5390,7710,0.31,-5000,0,0
2000-08-14,5200,5500,8230,0.32,0,0,0
2000-08-16,5590,5490,6540,0.32,0,0,0
2000-08-17,5260,5280,10080,0.31,10,-10,0
2000-08-18,5300,5280,8410,0.31,-5000,0,0
2000-08-21,5300,5260,11430,0.31,-5000,0,0
2000-08-22,5260,5130,16650,0.3,-5000,0,0
2000-08-23,5200,5220,12210,0.31,-3000,0,0
2000-08-24,5250,5160,5120,0.3,-2000,0,0
2000-08-25,5010,4900,11680,0.29,0,0,0
2000-08-28,4900,5040,32360,0.29,-2000,0,0
2000-08-29,5180,5110,9970,0.3,-2500,500,0
2000-08-30,5150,5040,9940,0.29,-3500,1500,0
2000-08-31,5100,4865,6550,0.28,-2000,0,0
2000-09-01,5000,5060,11000,0.3,-2000,0,0
2000-09-04,5300,5100,7330,0.3,-2000,0,0
2000-09-05,5150,4980,4730,0.29,-2000,0,0
2000-09-06,5100,5040,20600,0.29,-2000,0,0
2000-09-07,5100,4920,9020,0.29,-2000,0,0
2000-09-08,5000,4880,8620,0.29,-2000,0,0
2000-09-14,5000,4880,10950,0.29,-1780,-10,-210
2000-09-15,4990,4900,6610,0.29,-2210,0,210
2000-09-18,4965,4500,16620,0.26,-1980,-20,0
2000-09-19,4500,4460,3760,0.26,20,-20,0
2000-09-20,4600,4660,4970,0.27,-2000,0,0
2000-09-21,4800,4800,10270,0.28,-4000,0,0
2000-09-22,4900,4450,8080,0.26,-4810,0,0
2000-09-25,4410,4310,15750,0.25,-200,0,0
2000-09-26,4310,4350,7710,0.25,-400,0,400
2000-09-27,4350,4250,7990,0.25,200,0,0
2000-09-28,4300,4210,7310,0.25,0,0,0
2000-09-29,4130,4190,5100,0.24,0,0,0
2000-10-02,4270,4350,20780,0.25,0,0,0
2000-10-04,4500,4310,5240,0.25,-40,40,0
2000-10-05,4420,4400,5080,0.26,-80,80,0
2000-10-06,4310,4280,4990,0.25,0,0,0
2000-10-09,4600,4220,3500,0.25,0,0,0
2000-10-10,4150,4200,4730,0.25,0,0,0
2000-10-11,4200,4100,1590,0.24,100,-100,0
2000-10-12,3910,4000,5800,0.23,20,-20,0
2000-10-13,3860,3810,6810,0.22,0,0,0
2000-10-16,3980,3865,3350,0.23,0,0,0
2000-10-17,3970,3900,2380,0.23,0,0,0
2000-10-18,3660,3890,5490,0.23,0,0,0
2000-10-19,4000,3800,850,0.22,0,0,0
2000-10-20,3815,3900,1900,0.23,0,0,0
2000-10-23,3900,3930,3390,0.23,0,0,0
2000-10-24,3900,4200,3180,0.25,0,0,0
2000-10-25,4600,4830,33090,0.28,0,0,0
2000-10-26,5550,5000,223980,0.29,0,0,0
2000-10-27,5300,4270,41080,0.25,-260,60,200
2000-10-30,4120,3820,40650,0.22,0,0,0
2000-10-31,3510,3850,44600,0.22,-30,30,0
2000-11-01,3700,4000,23710,0.23,60,-60,0
2000-11-02,3900,4000,12450,0.23,-60,60,0
2000-11-03,3950,4000,14810,0.23,60,-60,0
2000-11-06,4100,4000,17010,0.23,-90,90,0
2000-11-07,3945,3955,13730,0.23,0,0,0
2000-11-08,3900,4000,7430,0.23,0,0,0
2000-11-09,3930,3990,4970,0.23,-250,-120,370
2000-11-10,3950,4000,4400,0.23,-90,90,0
2000-11-13,3950,3900,4380,0.23,90,-90,0
2000-11-14,3950,3970,3870,0.23,-150,0,0
2000-11-15,3970,4005,3840,0.23,-1220,-10,0
2000-11-16,4090,4075,8530,0.24,0,0,0
2000-11-17,4000,4040,7510,0.24,0,0,0
2000-11-20,4000,4090,3450,0.24,0,0,0
2000-11-21,4090,4000,5560,0.23,0,0,0
2000-11-22,3950,4040,4320,0.24,0,0,0
2000-11-23,4020,3970,4010,0.23,-20,20,0
2000-11-24,4020,4000,8410,0.23,-90,90,0
2000-11-27,4100,4050,3880,0.24,-20,20,0
2000-11-28,4000,4040,2100,0.24,60,-60,0
2000-11-29,4000,4000,5440,0.23,120,-120,0
2000-11-30,4060,3980,6350,0.23,0,0,0
2000-12-01,3980,4000,5900,0.23,-300,270,30
2000-12-04,4020,4000,2040,0.23,150,-150,0
2000-12-05,4090,4045,2500,0.24,-20,20,0
2000-12-06,3970,4100,2560,0.24,-100,100,0
2000-12-07,4020,4130,7250,0.24,90,-90,0
2000-12-08,4000,4000,4810,0.23,0,0,0
2000-12-11,4000,4035,2300,0.24,-160,160,0
2000-12-12,3990,4000,2940,0.23,230,-230,0
2000-12-13,4000,4100,3630,0.24,-410,410,0
2000-12-14,4100,4715,11880,0.28,-4560,-240,4800
2000-12-15,5000,4450,7830,0.26,0,0,0
2000-12-18,4450,4380,7170,0.26,0,0,0
2000-12-19,4400,4390,3610,0.26,-170,0,0
2000-12-20,4370,4050,7800,0.24,0,0,0
2000-12-21,4020,4050,5380,0.24,270,-40,-60
2000-12-22,4050,4180,5250,0.24,200,0,0
2000-12-26,4700,4500,10740,0.26,-150,150,0
2001-01-02,4350,4400,5160,2.83,150,-150,0
2001-01-03,4200,4220,3420,2.72,60,0,-60
2001-01-04,4400,4245,7270,2.73,-180,180,0
2001-01-05,4245,4060,10170,2.61,-10,70,-60
2001-01-08,4100,4260,3300,2.74,-530,530,0
2001-01-09,4500,4250,3470,2.73,-370,370,0
2001-01-10,4150,4100,9480,2.64,-10,10,0
2001-01-11,4300,4040,6800,2.6,1260,-820,-440
2001-01-12,4100,4350,24040,2.8,-7660,7260,400
2001-01-15,4290,4340,16490,2.79,2590,-2590,0
2001-01-16,4480,4310,13780,2.77,4120,-4120,0
2001-01-17,4300,4390,15200,2.82,-6640,6640,0
2001-01-18,4390,4380,7290,2.82,-5430,5430,0
2001-01-19,4180,4340,10110,2.79,-4510,4510,0
2001-01-22,4200,4230,12050,2.72,3280,-3280,0
2001-01-26,4200,4070,19840,2.62,5360,-5360,0
2001-01-29,4150,4680,45840,3.01,40,-40,0
2001-01-30,4800,4205,47500,2.71,0,0,0
2001-01-31,4210,4590,72100,2.95,-3450,3450,0
2001-02-01,4990,5050,67910,3.25,640,740,0
2001-02-02,4900,4750,22830,3.06,1020,-1020,0
2001-02-05,4610,4290,19160,2.76,3320,-3320,0
2001-02-06,4290,4385,12890,2.82,-5080,5080,0
2001-02-07,4300,4375,19430,2.82,7670,-7670,0
2001-02-08,4390,4520,18930,2.91,-5020,4830,190
2001-02-09,4600,4470,22470,2.88,3180,-3180,0
2001-02-12,4330,4790,87820,3.08,-2170,2170,0
2001-02-13,4575,4540,25100,2.92,-2250,2220,30
2001-02-14,4650,4560,22700,2.93,-4230,4110,120
2001-02-15,4510,4550,34840,2.93,5480,-5480,0
2001-02-16,4600,4475,11780,2.88,-710,610,0
2001-02-19,4300,4350,21300,2.8,6940,-6940,0
2001-02-20,4420,4510,22210,2.9,480,3520,0
2001-02-21,4460,4425,24450,2.85,5400,2930,-7330
2001-02-22,4350,4350,16840,2.8,1730,4550,-5280
2001-02-23,4495,4390,28990,2.82,13330,-630,-7200
2001-02-26,4390,4440,18780,2.86,12490,-390,-6100
2001-02-27,4445,4340,28450,2.79,16290,-5790,-7000
2001-02-28,4300,4230,30950,2.72,3410,90,-7500
2001-03-02,4160,4070,32860,2.62,11880,-3830,-7950
2001-03-05,4010,4060,18250,2.61,7930,50,-5980
2001-03-06,4030,4050,28190,2.61,8910,-500,-8000
2001-03-07,4025,4045,12660,2.61,5520,-600,-4510
2001-03-08,4100,4090,35710,2.63,17320,-910,-14180
2001-03-09,4080,4115,20980,2.65,8820,-1580,-6420
2001-03-12,4020,3995,17820,2.57,2990,-160,-4120
2001-03-13,3900,3800,26390,2.44,7240,-240,-7000
2001-03-14,3800,3915,3970,2.52,1400,100,-1500
2001-03-15,3810,3910,8500,2.52,3070,-70,-3000
2001-03-16,3850,3880,7670,2.5,2090,-20,-2070
2001-03-19,3810,3910,6590,2.52,240,-240,0
2001-03-20,3910,3945,10120,2.54,2120,-20,-100
2001-03-21,3900,4000,13880,2.57,4370,880,120
2001-03-22,4000,4000,13550,2.57,9020,-690,0
2001-03-23,3995,4000,13550,2.57,4100,1120,0
2001-03-26,3950,3960,21750,2.55,6220,-400,-40
2001-03-27,3935,3885,17340,2.5,4500,-80,0
2001-03-28,3910,3935,22420,2.54,4930,1050,0
2001-03-29,3945,3880,11240,2.5,6180,-600,0
2001-03-30,3885,3840,13250,2.47,3790,210,0
2001-04-02,3840,3760,20250,2.42,5060,-60,0
2001-04-03,3650,3635,13160,2.34,3300,780,0
2001-04-04,3510,3470,17210,2.23,9220,600,0
2001-04-06,3500,3520,21670,2.26,10000,-320,-80
2001-04-09,3520,3505,15020,2.26,9740,-120,0
2001-04-10,3500,3550,64100,2.28,30990,800,0
2001-04-11,3560,3635,149020,2.34,46010,280,0
2001-04-12,3635,3670,62740,2.36,21750,-1100,-150
2001-04-13,3690,3640,42490,2.34,16980,-680,0
2001-04-16,3630,3630,37720,2.34,16380,-180,0
2001-04-17,3700,3790,91720,2.44,29910,-10,0
2001-04-18,3800,3760,190250,2.42,54820,-320,0
2001-04-19,3800,3820,113970,2.46,7430,-430,0
2001-04-20,3850,3765,39540,2.43,3700,850,0
2001-04-23,3735,3770,29280,2.43,6470,90,570
2001-04-24,3905,4050,232200,2.61,12290,600,-570
2001-04-25,4090,3980,67770,2.56,-5390,390,0
2001-04-26,3980,3945,48920,2.54,560,-560,0
2001-04-27,3980,3900,35550,2.51,-4930,-70,0
2001-04-30,3860,3920,49270,2.52,-160,160,0
2001-05-02,3930,3910,32250,2.52,450,-450,0
2001-05-03,3960,4250,262140,2.73,780,-780,0
2001-05-04,4300,4290,70670,2.76,-670,-80,0
2001-05-07,4500,4430,59710,2.85,-1480,230,0
2001-05-08,4350,4400,65120,2.83,-2160,160,0
2001-05-09,4460,4500,92060,2.9,26000,-26000,0
2001-05-10,4600,4520,49810,2.91,-420,-7580,0
2001-05-11,4560,4510,16460,2.9,-2190,840,0
2001-05-14,4460,4510,34180,2.9,-19100,10720,0
2001-05-15,4590,4550,31440,2.93,-7030,1000,0
2001-05-16,4520,4555,21420,2.93,300,-800,0
2001-05-17,4555,4610,37280,2.97,-11640,-360,0
2001-05-18,4710,4970,50680,3.2,720,-720,0
2001-05-21,5300,5030,29750,3.24,1410,-1410,0
2001-05-22,5100,5150,39180,3.31,9490,-100,0
2001-05-23,5250,5480,70690,3.53,-210,210,0
2001-05-24,5480,5520,53610,3.55,-550,170,0
2001-05-25,5700,6120,125000,3.94,640,-1640,0
2001-05-28,6500.0,6290.0,139230.0,4.05,-11230,430,0
2001-05-29,6500.0,6560.0,85990.0,4.22,-1960,3530,0
2001-05-30,6540.0,6400.0,106410.0,4.12,-61670,71590,210
2001-05-31,6200.0,6530.0,128700.0,4.2,-53190,40860,1130
2001-06-01,6600.0,6400.0,26760.0,4.12,-920,920,0
2001-06-04,6300.0,6500.0,28160.0,4.18,-17410,17080,230
2001-06-05,6600.0,6380.0,25930.0,4.11,4830,-8250,690
2001-06-07,6210.0,6230.0,17960.0,4.01,-530,30,0
2001-06-08,6230.0,6300.0,17770.0,4.05,-2310,1610,0
2001-06-11,6400.0,6270.0,14720.0,4.03,3300,-2550,0
2001-06-12,6300.0,6320.0,14470.0,4.07,430,-680,0
2001-06-13,6320.0,7260.0,83420.0,4.67,-35750,41420,0
2001-06-14,7310.0,7280.0,36080.0,4.68,790,-2340,1240
2001-06-15,7390.0,7500.0,54340.0,4.83,-8700,11300,0
2001-06-18,7580.0,7280.0,17550.0,4.68,280,-280,0
2001-06-19,7350.0,7450.0,57100.0,4.79,-1760,2130,-370
2001-06-20,7400.0,7110.0,24920.0,4.57,400,0,0
2001-06-21,7300.0,7200.0,27410.0,4.63,-1510,1510,0
2001-06-22,7320.0,7580.0,60160.0,4.88,-31110,31090,0
2001-06-25,7650.0,7430.0,31150.0,4.78,4800,50,0
2001-06-26,7430.0,7350.0,29440.0,4.73,-2350,480,0
2001-06-27,7250.0,7290.0,42960.0,4.69,-15790,20700,90
2001-06-28,7290.0,7300.0,28340.0,4.7,22650,-90,0
2001-06-29,7200.0,7400.0,61490.0,4.76,17470,-170,0
2001-07-02,7500.0,7550.0,14390.0,4.86,420,-420,0
2001-07-03,7700.0,7850.0,34190.0,5.05,-510,510,0
2001-07-04,7800.0,7810.0,26020.0,5.03,-960,860,0
2001-07-05,7800.0,7800.0,39120.0,5.02,-360,-640,1000
2001-07-06,7600.0,7700.0,7840.0,4.95,-430,330,0
2001-07-09,7450.0,7650.0,50440.0,4.92,-21160,20160,0
2001-07-10,7500.0,7600.0,22950.0,4.89,4380,1120,-5500
2001-07-11,7600.0,7580.0,26980.0,4.88,670,340,-6500
2001-07-12,7220.0,7450.0,17710.0,4.79,4310,-220,-4090
2001-07-13,7450.0,7300.0,33100.0,4.7,11330,-10690,-6000
2001-07-16,7200.0,7300.0,23410.0,4.7,4560,40,-6000
2001-07-18,7300.0,7170.0,28840.0,4.61,9120,-8220,-6000
2001-07-19,7100.0,6900.0,35200.0,4.44,-4700,260,-9000
2001-07-20,6800.0,6690.0,18830.0,4.3,-3420,-2130,-4500
2001-07-23,6600.0,6700.0,60470.0,4.31,-22120,130,-2020
2001-07-24,6600.0,6750.0,9530.0,4.34,-2940,970,450
2001-07-25,6850.0,6800.0,7470.0,4.38,1350,-1350,0
2001-07-26,6800.0,6810.0,6880.0,4.38,1770,-1770,0
2001-07-27,6830.0,7000.0,3920.0,4.5,-110,110,0
2001-07-30,6800.0,6910.0,2690.0,4.45,880,-830,0
2001-07-31,7240.0,7090.0,6730.0,4.56,2550,-2550,0
2001-08-01,6710.0,7080.0,8440.0,4.56,-290,-1220,0
2001-08-02,7000.0,7120.0,3840.0,4.58,-460,460,0
2001-08-03,7090.0,7100.0,4900.0,4.57,-2350,-140,-410
2001-08-06,7000.0,7030.0,28120.0,4.52,13800,-25700,0
2001-08-07,7100.0,7170.0,12150.0,4.61,4740,-4740,0
2001-08-08,7150.0,7070.0,8180.0,4.55,-900,-1100,0
2001-08-09,6950.0,6950.0,11810.0,4.47,-2810,-960,0
2001-08-10,7150.0,7230.0,19360.0,4.65,-600,600,0
2001-08-13,7220.0,7150.0,9260.0,4.6,780,-780,0
2001-08-14,7150.0,7220.0,4680.0,4.65,-2280,1860,0
2001-08-16,7700.0,7390.0,79860.0,4.75,28230,-28830,0
2001-08-17,7450.0,7430.0,13340.0,4.78,960,-960,0
2001-08-20,7680.0,7670.0,55070.0,4.94,320,-20,0
2001-08-21,7700.0,7730.0,41940.0,4.97,-5500,500,0
2001-08-22,7900.0,7850.0,24930.0,5.05,-3290,1240,0
2001-08-23,7870.0,7710.0,24220.0,4.96,-4600,-400,0
2001-08-24,7720.0,7680.0,20600.0,4.94,-5420,420,0
2001-08-27,7700.0,7630.0,29250.0,4.91,-6660,1660,0
2001-08-28,7700.0,7590.0,20320.0,4.88,-1410,-1540,0
2001-08-29,7620.0,7430.0,20290.0,4.78,-4020,-1130,0
2001-08-30,7450.0,7420.0,9550.0,4.77,-5830,-350,0
2001-08-31,7450.0,7210.0,18990.0,4.64,-5810,-1190,0
2001-09-03,7220.0,7210.0,25780.0,4.64,-5290,-710,0
2001-09-04,7210.0,7200.0,10330.0,4.63,920,-5940,0
2001-09-05,7200.0,7180.0,8150.0,4.62,700,-3700,0
2001-09-06,7180.0,7190.0,8250.0,4.63,-2810,-190,0
2001-09-07,7190.0,7150.0,10550.0,4.6,-2520,-560,80
2001-09-10,7150.0,7150.0,6120.0,4.6,-2790,-180,-30
2001-09-11,7150.0,7120.0,7200.0,4.58,-2840,-160,0
2001-09-12,6060.0,6500.0,29860.0,4.18,-15350,9550,250
2001-09-13,6500.0,6510.0,15240.0,4.19,3450,-8420,0
2001-09-14,6690.0,6290.0,49830.0,4.05,-9960,-1250,-200
2001-09-17,6290.0,6100.0,11450.0,3.92,-10220,1630,0
2001-09-18,6100.0,6690.0,11610.0,4.3,-3210,650,0
2001-09-19,6200.0,6990.0,4050.0,4.5,-340,310,0
2001-09-20,6900.0,6840.0,2890.0,4.4,540,-640,-50
2001-09-21,6650.0,6500.0,1680.0,4.18,30,-270,0
2001-09-24,6770.0,6600.0,3190.0,4.25,-520,540,0
2001-09-25,6510.0,6630.0,7950.0,4.27,-550,-1450,0
2001-09-26,6520.0,6510.0,4360.0,4.19,-1850,-150,0
2001-09-27,6400.0,6600.0,2000.0,4.25,-200,-500,0
2001-09-28,6450.0,6770.0,5350.0,4.36,-1460,-160,0
2001-10-04,6950.0,6770.0,26590.0,4.36,9720,-10720,0
2001-10-05,6800.0,6770.0,8460.0,4.36,-3580,2580,0
2001-10-08,6720.0,6630.0,4490.0,4.27,-1990,660,1300
2001-10-09,6950.0,6820.0,6290.0,4.39,-3620,760,1900
2001-10-10,6900.0,7000.0,66270.0,4.5,27160,-54480,25200
2001-10-11,7150.0,7390.0,122630.0,4.75,-69240,11550,71370
2001-10-12,7460.0,7230.0,14940.0,4.65,5550,-3410,-3170
2001-10-15,7300.0,7250.0,10400.0,4.66,1340,-3340,0
2001-10-16,7050.0,7280.0,5700.0,4.68,-1350,350,0
2001-10-17,7110.0,7300.0,8340.0,4.7,950,-1500,0
2001-10-18,7300.0,7250.0,5660.0,4.66,-910,400,0
2001-10-19,7180.0,7310.0,4030.0,4.7,-1300,300,0
2001-10-22,7320.0,7340.0,4300.0,4.72,-530,-250,0
2001-10-23,7350.0,7400.0,3250.0,4.76,-630,630,0
2001-10-24,7290.0,7500.0,35560.0,4.83,-960,-350,0
2001-10-25,7490.0,7450.0,6430.0,4.79,-1280,-120,0
2001-10-26,7310.0,7440.0,2490.0,4.79,-810,-190,0
2001-10-29,7290.0,7400.0,1210.0,4.76,130,-260,0
2001-10-30,7250.0,7500.0,2940.0,4.83,-990,-10,0
2001-10-31,7350.0,7480.0,3530.0,4.81,-1180,460,0
2001-11-01,7370.0,7490.0,3780.0,4.82,-810,-190,0
2001-11-02,7490.0,7640.0,4200.0,4.92,-2910,910,0
2001-11-05,7640.0,7560.0,3860.0,4.86,-1140,1080,0
2001-11-06,7560.0,7800.0,13500.0,5.02,-6470,4220,0
2001-11-07,7880.0,7750.0,5430.0,4.99,-50,-1950,0
2001-11-08,7800.0,8100.0,22430.0,5.21,-6120,890,0
2001-11-09,7900.0,7790.0,9510.0,5.01,1310,-3020,0
2001-11-12,7670.0,7680.0,15210.0,4.94,8330,-10330,0
2001-11-13,7580.0,7550.0,7740.0,4.86,2440,-2520,0
2001-11-14,7430.0,7530.0,57650.0,4.84,13980,-15480,0
2001-11-15,7610.0,7390.0,16460.0,4.75,7710,-5660,0
2001-11-16,7390.0,7560.0,30470.0,4.86,6990,-10180,0
2001-11-19,7370.0,7800.0,60600.0,5.02,-4220,4100,120
2001-11-20,7950.0,8200.0,67690.0,5.28,-16880,17650,-960
2001-11-21,8250.0,8140.0,16420.0,5.24,-5100,4760,160
2001-11-22,8200.0,7980.0,10690.0,5.13,4190,-4140,0
2001-11-23,8000.0,7990.0,13940.0,5.14,1290,-1360,0
2001-11-26,8030.0,8170.0,16910.0,5.26,-1270,1100,0
2001-11-27,8110.0,8500.0,141590.0,5.47,-1260,0,1200
2001-11-28,8640.0,8040.0,16370.0,5.17,-4240,4180,80
2001-11-29,8040.0,8160.0,13390.0,5.25,-1770,1780,0
2001-11-30,8500.0,8150.0,14650.0,5.24,1970,-1970,0
2001-12-03,8010.0,8000.0,28770.0,5.15,9760,-5540,-4100
2001-12-04,8000.0,7940.0,9420.0,5.11,1670,-1670,0
2001-12-05,8100.0,8450.0,27620.0,5.44,-23170,20180,0
2001-12-06,9000.0,8350.0,15140.0,5.37,-2140,1830,1740
2001-12-07,8350.0,8280.0,29190.0,5.33,-2100,-390,1500
