Symbol,동서_시가(원),동서_종가(원),동서_거래량(주),동서_PER(IFRS-연결),동서_순매수수량(개인)(주),동서_순매수수량(기관계)(주),동서_순매수수량(외국인계)(주)
2000-01-04,21000,19800,2554,3.25,0,0,0
2000-01-05,17700,17450,4468,2.87,0,0,0
2000-01-06,18500,17900,1283,2.95,0,0,0
2000-01-07,17800,17500,3029,2.88,0,0,0
2000-01-10,19500,19600,4322,3.22,1199,0,0
2000-01-11,20000,21950,3252,3.61,100,0,0
2000-01-12,24500,24550,8251,4.04,0,0,0
2000-01-13,24600,23900,23416,3.93,-13604,0,0
2000-01-14,24000,23300,17229,3.83,-7156,0,0
2000-01-17,22500,23000,4976,3.78,-1464,0,0
2000-01-18,21600,22900,1872,3.77,-699,0,0
2000-01-19,21800,21000,4756,3.45,-300,0,0
2000-01-20,19100,19900,2615,3.27,-280,0,0
2000-01-21,19900,19050,12607,3.13,-1011,-5000,0
2000-01-24,19250,20500,1169,3.37,0,0,0
2000-01-25,19900,19450,2972,3.2,226,0,0
2000-01-26,19450,20000,8307,3.29,-7553,0,0
2000-01-27,19900,19850,100,3.27,0,0,0
2000-01-28,19950,19950,4055,3.28,-3329,0,0
2000-01-31,20100,22250,6907,3.66,0,0,0
2000-02-01,21000,21500,197,3.53,0,0,0
2000-02-02,20500,22000,4777,3.62,0,0,0
2000-02-03,22000,22200,1312,3.65,0,0,0
2000-02-07,23000,23100,4941,3.8,0,0,0
2000-02-08,23100,23100,11,3.8,0,0,0
2000-02-09,22000,23000,1220,3.78,-841,841,0
2000-02-10,21100,22000,3289,3.62,-1672,1672,0
2000-02-11,21000,20900,565,3.44,0,0,0
2000-02-14,19150,19900,3020,3.27,0,0,0
2000-02-15,19900,19900,11170,3.27,-10000,0,0
2000-02-16,19900,19000,529,3.12,0,0,0
2000-02-17,19050,19750,2345,3.25,-1730,200,0
2000-02-18,19000,19500,2960,3.21,-287,287,0
2000-02-21,19500,19500,1593,3.21,0,0,0
2000-02-22,18300,19100,920,3.14,0,0,0
2000-02-23,19300,19300,6763,3.17,-1996,-3000,0
2000-02-24,19300,20200,3657,3.32,0,0,0
2000-02-25,21800,20400,1670,3.35,0,0,0
2000-02-28,20400,22200,19664,3.65,0,0,0
2000-02-29,22300,24850,22124,4.09,0,0,0
2000-03-02,26300,27800,18902,4.57,0,0,0
2000-03-03,27800,25950,7769,4.27,0,0,0
2000-03-06,27700,25850,5945,4.25,0,0,0
2000-03-07,25500,23350,9688,3.84,0,0,0
2000-03-08,22000,23450,4286,3.86,-30,0,0
2000-03-09,23400,26250,14361,4.32,0,0,0
2000-03-10,27100,29300,30391,4.82,30,0,0
2000-03-13,29500,30500,27592,5.02,-2970,2700,0
2000-03-14,31000,28500,12954,4.69,-1000,0,1000
2000-03-15,31900,31900,11647,5.25,0,0,0
2000-03-16,35700,35700,32444,5.87,270,0,0
2000-03-17,32200,31450,6930,5.18,536,-536,0
2000-03-20,27700,27700,1205,4.56,0,0,0
2000-03-21,24400,24400,1114,4.01,0,0,0
2000-03-22,24200,26850,17750,4.42,0,0,0
2000-03-23,27000,24800,10517,4.08,0,0,0
2000-03-24,23800,24950,7589,4.11,0,0,0
2000-03-27,24100,27900,16190,4.59,0,0,0
2000-03-28,29500,31200,16166,5.13,0,0,0
2000-03-29,32200,29700,36384,4.88,0,0,0
2000-03-30,27100,29500,10267,4.85,0,0,0
2000-03-31,27500,33000,17676,5.43,2514,-2164,-350
2000-04-03,36950,36950,28391,6.08,-500,0,0
2000-04-04,33000,33800,39084,5.56,500,0,0
2000-04-06,34000,31650,18805,5.21,0,0,0
2000-04-07,33000,34500,23560,5.68,0,0,0
2000-04-10,34800,38600,41320,6.35,350,0,-350
2000-04-11,35000,34000,10597,5.59,0,0,0
2000-04-12,31900,32400,14616,5.33,0,0,0
2000-04-14,31500,36000,37166,5.92,300,0,-300
2000-04-17,31700,31700,18664,5.21,0,0,0
2000-04-18,32000,29300,22371,4.82,0,0,0
2000-04-19,30000,32750,42358,5.39,0,0,0
2000-04-20,35000,36650,33314,6.03,8100,0,0
2000-04-21,41000,35700,95405,5.87,6000,0,0
2000-04-24,35000,35900,43864,5.91,0,0,0
2000-04-25,35100,33400,23822,5.49,0,0,0
2000-04-26,34000,32000,20423,5.26,0,0,0
2000-04-27,32000,30400,20018,5,0,0,0
2000-04-28,31000,29000,15374,4.77,0,0,0
2000-05-02,30500,28800,9417,4.74,0,0,0
2000-05-03,28050,31400,22947,5.16,3114,0,0
2000-05-04,32000,31000,28734,5.1,0,0,0
2000-05-08,31000,31200,13173,5.13,0,0,0
2000-05-09,32000,30250,11565,4.98,-10,0,0
2000-05-10,29650,30400,17776,5,10,0,0
2000-05-12,29700,31000,32886,5.1,3500,0,0
2000-05-15,31900,34700,64614,5.71,-85,0,0
2000-05-16,35700,31900,28680,5.25,85,0,0
2000-05-17,32500,29100,23006,4.79,0,0,0
2000-05-18,28500,26050,23635,4.29,0,0,0
2000-05-19,24200,25200,33442,4.14,0,0,0
2000-05-22,24800,24400,21307,4.01,-3,0,0
2000-05-23,22500,22200,15690,3.65,0,0,0
2000-05-24,21200,21500,9553,3.53,0,0,0
2000-05-25,22500,23950,19795,3.94,0,0,0
2000-05-26,22500,21500,9910,3.53,-500,0,500
2000-05-29,20100,21700,5007,3.57,0,0,0
2000-05-30,21500,22900,7811,3.77,0,0,0
2000-05-31,23500,24450,13995,4.02,0,0,0
2000-06-01,23700,23400,5527,3.85,0,0,0
2000-06-02,23600,26200,26852,4.31,0,0,0
2000-06-05,26450,27000,14315,4.44,0,0,0
2000-06-07,24500,26000,5162,4.28,0,0,0
2000-06-08,26000,25900,9494,4.26,-20,0,0
2000-06-09,25550,25250,5076,4.15,0,0,0
2000-06-12,23650,25300,3514,4.16,0,0,0
2000-06-13,24500,24400,3130,4.01,0,0,0
2000-06-14,24500,24300,2903,4,20,0,0
2000-06-15,24300,23500,1785,3.86,0,0,0
2000-06-16,25750,23500,2724,3.86,0,0,0
2000-06-19,23000,22850,2112,3.76,0,0,0
2000-06-20,23000,22450,3086,3.69,-500,0,500
2000-06-21,24000,24000,3891,3.95,0,0,0
2000-06-22,24000,23100,1905,3.8,0,0,0
2000-06-23,22800,22850,2117,3.76,0,0,0
2000-06-26,22150,22600,1204,3.72,0,0,0
2000-06-27,23300,22600,3507,3.72,0,0,0
2000-06-28,22700,22600,2787,3.72,0,0,0
2000-06-29,23000,23050,1912,3.79,-100,0,0
2000-06-30,23000,22600,5008,3.72,0,0,0
2000-07-03,22300,22300,4455,3.67,0,0,0
2000-07-04,24950,24950,4125,4.11,0,0,0
2000-07-05,25000,23500,15400,3.86,0,0,0
2000-07-06,23600,23100,4537,3.8,0,0,0
2000-07-07,23600,22850,5232,3.76,0,0,0
2000-07-10,23000,23400,5443,3.85,0,0,0
2000-07-11,23400,22900,3053,3.77,0,0,0
2000-07-12,23150,23100,1758,3.8,0,0,0
2000-07-13,22600,23250,907,3.83,0,0,0
2000-07-14,23250,22900,1866,3.77,0,0,0
2000-07-18,23000,23600,6273,3.88,0,0,0
2000-07-19,22900,26400,4692,4.34,-100,0,0
2000-07-20,25400,23800,7516,3.91,0,0,0
2000-07-21,24100,23900,8746,3.93,0,0,0
2000-07-24,24550,26750,39387,4.4,0,0,0
2000-07-25,26500,25500,20804,4.19,0,0,0
2000-07-26,25100,24950,14540,4.11,-8,0,0
2000-07-27,25100,27900,45931,4.59,200,0,0
2000-07-28,29900,26700,42624,4.39,8,0,0
2000-07-31,26100,25650,11186,4.22,0,0,0
2000-08-01,26100,26350,14128,4.34,0,0,0
2000-08-02,26000,26500,11654,4.36,0,0,0
2000-08-03,26500,26050,18207,4.29,0,0,0
2000-08-04,25500,25750,11682,4.24,0,0,0
2000-08-07,26300,26700,18267,4.39,0,0,0
2000-08-08,26850,29400,37928,4.84,0,0,0
2000-08-09,29000,27450,25760,4.52,0,0,0
2000-08-10,27450,28400,15792,4.67,0,0,0
2000-08-11,28700,27950,15533,4.6,0,0,0
2000-08-14,27900,26900,5510,4.42,0,0,0
2000-08-16,26450,26850,4229,4.42,0,0,0
2000-08-17,26100,26450,3572,4.35,0,0,0
2000-08-18,26100,26600,4408,4.37,0,0,0
2000-08-21,26800,27450,6144,4.52,0,0,0
2000-08-22,27450,28400,35448,4.67,0,0,0
2000-08-23,28400,27800,15996,4.57,0,0,0
2000-08-24,27300,28700,44869,4.72,0,0,0
2000-08-25,28500,27500,14495,4.52,0,0,0
2000-08-28,27500,26900,14292,4.42,0,0,0
2000-08-29,26800,26900,7107,4.42,0,0,0
2000-08-30,26950,26700,4721,4.39,0,0,0
2000-08-31,26700,25500,4965,4.19,-1000,0,1000
2000-09-01,24850,26000,3647,4.28,0,0,0
2000-09-04,25000,26000,5058,4.28,0,0,0
2000-09-05,26000,25700,1582,4.23,0,0,0
2000-09-06,25700,25200,4051,4.14,-100,0,0
2000-09-07,24100,23950,4776,3.94,0,0,0
2000-09-08,24100,23500,4980,3.86,0,0,0
2000-09-14,22500,22800,5667,3.75,0,0,0
2000-09-15,22700,22500,2001,3.7,0,0,0
2000-09-18,21650,20350,3947,3.35,0,0,0
2000-09-19,18400,20000,4324,3.29,0,0,0
2000-09-20,20500,20800,1983,3.42,0,0,0
2000-09-21,20800,22400,13821,3.68,0,0,0
2000-09-22,20800,20200,8554,3.32,0,0,0
2000-09-25,20200,20800,1993,3.42,0,0,0
2000-09-26,20150,21150,646,3.48,0,0,0
2000-09-27,21100,21900,2309,3.6,0,0,0
2000-09-28,22800,21450,1176,3.53,0,0,0
2000-09-29,22000,21700,1286,3.57,0,0,0
2000-10-02,22300,21250,883,3.5,0,0,0
2000-10-04,21200,21400,2034,3.52,0,0,0
2000-10-05,22000,21600,3148,3.55,0,0,0
2000-10-06,21800,22200,3708,3.65,0,0,0
2000-10-09,22500,23000,7652,3.78,0,0,0
2000-10-10,22500,22550,2335,3.71,-37,37,0
2000-10-11,22300,21950,2476,3.61,0,0,0
2000-10-12,21500,21250,982,3.5,0,0,0
2000-10-13,21500,20450,2386,3.36,0,0,0
2000-10-16,20800,21500,2356,3.53,500,0,-500
2000-10-17,21300,20700,2402,3.4,-89,89,0
2000-10-18,19550,20650,1816,3.4,2,-2,0
2000-10-19,20500,20500,1674,3.37,0,0,0
2000-10-20,20800,21450,3641,3.53,-3,3,0
2000-10-23,21050,21700,4213,3.57,90,-90,0
2000-10-24,21750,21600,2868,3.55,0,0,0
2000-10-25,21850,21450,271,3.53,0,0,0
2000-10-26,21450,22800,6751,3.75,-1000,0,-500
2000-10-27,22350,21850,3932,3.59,0,0,0
2000-10-30,22000,21800,3110,3.58,0,0,0
2000-10-31,21500,21600,2414,3.55,0,0,0
2000-11-01,21600,21650,399,3.56,0,0,0
2000-11-02,21500,22400,7034,3.68,0,0,0
2000-11-03,22300,22450,586,3.69,0,0,0
2000-11-06,22600,23500,6047,3.86,0,0,0
2000-11-07,23600,23200,1173,3.81,0,0,0
2000-11-08,23600,23600,2136,3.88,0,0,0
2000-11-09,23100,24050,4137,3.96,0,0,0
2000-11-10,24900,24950,19344,4.11,0,0,0
2000-11-13,27350,27900,9643,4.59,0,0,0
2000-11-14,28000,28050,37164,4.62,1500,0,0
2000-11-15,28500,27400,14126,4.51,0,0,0
2000-11-16,27500,28600,24978,4.7,0,0,0
2000-11-17,27600,28350,10006,4.67,0,0,0
2000-11-20,28000,26700,11185,4.39,0,0,0
2000-11-21,26000,24800,6496,4.08,0,0,0
2000-11-22,25000,26200,10252,4.31,0,0,0
2000-11-23,26500,25200,5966,4.14,-121,0,0
2000-11-24,27200,25950,4362,4.27,121,0,0
2000-11-27,25000,26850,23198,4.42,0,0,0
2000-11-28,26500,27000,10696,4.44,0,0,0
2000-11-29,26000,26200,9219,4.31,0,0,0
2000-11-30,25900,24750,6655,4.07,0,0,0
2000-12-01,23550,24350,11133,4.01,0,0,0
2000-12-04,23050,23500,3171,3.86,0,0,0
2000-12-05,23700,23600,4124,3.88,0,0,0
2000-12-06,23900,23400,6466,3.85,0,0,0
2000-12-07,22800,23400,3868,3.85,0,0,0
2000-12-08,23600,24000,4789,3.95,0,0,0
2000-12-11,24500,25750,7747,4.24,0,0,0
2000-12-12,25800,24500,2509,4.03,0,0,0
2000-12-13,23700,24300,2583,4,0,0,0
2000-12-14,24000,24600,1542,4.05,0,0,0
2000-12-15,24000,24850,880,4.09,0,0,0
2000-12-18,25250,24900,1356,4.09,0,0,0
2000-12-19,25050,25300,9547,4.16,0,0,0
2000-12-20,25800,24800,2888,4.08,0,0,0
2000-12-21,24200,24100,2379,3.96,0,0,0
2000-12-22,23700,24300,2797,4,0,0,0
2000-12-26,24400,26000,6789,4.28,0,0,0
2001-01-02,24000,24800,4755,3.02,0,0,0
2001-01-03,24800,23750,2441,2.9,-200,0,0
2001-01-04,24250,24100,6302,2.94,200,0,0
2001-01-05,23650,23700,3540,2.89,0,0,0
2001-01-08,23200,23300,2061,2.84,0,0,0
2001-01-09,23000,23100,3529,2.82,0,0,0
2001-01-10,23100,23200,6217,2.83,0,0,0
2001-01-11,23500,23200,1969,2.83,100,0,0
2001-01-12,23500,24050,7916,2.93,0,0,0
2001-01-15,24950,24300,24317,2.96,-98,0,98
2001-01-16,23850,23800,3258,2.9,0,0,0
2001-01-17,23400,23450,1014,2.86,0,0,0
2001-01-18,23200,23400,3373,2.85,0,0,0
2001-01-19,23400,22950,3591,2.8,0,0,0
2001-01-22,23450,23400,2304,2.85,0,0,0
2001-01-26,23500,23100,3066,2.82,0,0,0
2001-01-29,23100,24000,5234,2.93,-500,0,500
2001-01-30,24900,24700,6923,3.01,0,0,0
2001-01-31,25100,24800,2261,3.02,0,0,0
2001-02-01,24200,24350,2601,2.97,0,0,0
2001-02-02,24300,24350,2152,2.97,0,0,0
2001-02-05,24350,24050,4868,2.93,-3000,0,0
2001-02-06,23800,24100,1175,2.94,0,0,0
2001-02-07,24100,23950,1775,2.92,0,0,0
2001-02-08,23450,24000,884,2.93,0,0,0
2001-02-09,23600,24000,1459,2.93,0,0,0
2001-02-12,24000,24600,7625,3,-3000,0,0
2001-02-13,25000,24300,2142,2.96,0,0,0
2001-02-14,24500,25400,7320,3.1,0,0,0
2001-02-15,25400,24900,2710,3.04,0,0,0
2001-02-16,25200,25200,3915,3.07,0,0,0
2001-02-19,25000,26600,12623,3.24,0,0,0
2001-02-20,26600,26000,6815,3.17,0,0,0
2001-02-21,25550,25100,1611,3.06,0,0,0
2001-02-22,25500,24250,4889,2.96,0,0,0
2001-02-23,24300,24700,1952,3.01,0,0,0
2001-02-26,24900,25300,2513,3.08,0,0,0
2001-02-27,26000,26450,4323,3.23,0,0,0
2001-02-28,26000,25300,2962,3.08,0,0,0
2001-03-02,26000,26800,23002,3.27,0,0,0
2001-03-05,26900,28450,25737,3.47,-200,0,0
2001-03-06,28450,27600,11086,3.37,0,0,0
2001-03-07,28500,30900,100162,3.77,10161,0,0
2001-03-08,33300,34600,39964,4.22,2500,0,0
2001-03-09,35900,30600,106588,3.73,2400,100,0
2001-03-12,29800,27800,48282,3.39,248,50,-298
2001-03-13,27200,28300,36333,3.45,20,-20,0
2001-03-14,28650,28500,33531,3.48,0,0,0
2001-03-15,27500,28500,33636,3.48,0,0,0
2001-03-16,29050,28500,38855,3.48,0,0,0
2001-03-19,28950,27900,22576,3.4,0,0,0
2001-03-20,28000,29100,53911,3.55,-100,0,0
2001-03-21,29200,30100,46005,3.67,-100,0,0
2001-03-22,30900,30200,21635,3.68,-50,0,0
2001-03-23,30500,30000,15153,3.66,-200,0,0
2001-03-26,30800,29600,18466,3.61,80,-80,0
2001-03-27,29900,27700,17726,3.38,0,0,0
2001-03-28,28100,27950,16367,3.41,450,0,0
2001-03-29,27600,28650,16557,3.5,0,0,0
2001-03-30,28800,28000,7476,3.41,0,0,0
2001-04-02,27900,27000,4670,3.29,0,0,0
2001-04-03,26600,26300,6217,3.21,-10,10,0
2001-04-04,26000,25200,41209,3.07,0,0,0
2001-04-06,26000,25300,8477,3.08,0,0,0
2001-04-09,25700,26500,20700,3.23,0,0,0
2001-04-10,26600,26150,15407,3.19,-3510,10,0
2001-04-11,26500,26800,7927,3.27,500,0,0
2001-04-12,26700,26700,9283,3.26,0,0,0
2001-04-13,26500,26950,11098,3.29,0,0,0
2001-04-16,26800,26950,5245,3.29,0,0,0
2001-04-17,27000,26900,7809,3.28,-10,10,0
2001-04-18,26600,27000,4645,3.29,0,0,0
2001-04-19,27300,27800,32839,3.39,0,0,0
2001-04-20,28200,27150,5173,3.31,0,0,0
2001-04-23,27400,28000,15489,3.41,0,0,0
2001-04-24,27500,27700,23587,3.38,0,0,0
2001-04-25,28400,27800,13938,3.39,300,0,-300
2001-04-26,27800,27450,9843,3.35,0,0,0
2001-04-27,27450,27550,7612,3.36,-3000,0,0
2001-04-30,27550,27300,11470,3.33,-3000,0,0
2001-05-02,27350,28000,26873,3.41,0,0,0
2001-05-03,28000,28900,37230,3.52,0,0,0
2001-05-04,29000,29400,58837,3.59,500,0,-500
2001-05-07,29700,28800,22209,3.51,0,0,0
2001-05-08,28000,27900,12801,3.4,0,0,0
2001-05-09,27500,27200,4609,3.32,-10,10,0
2001-05-10,27200,27600,11168,3.37,500,0,-500
2001-05-11,28000,27200,7480,3.32,0,0,0
2001-05-14,27300,27200,6699,3.32,0,0,0
2001-05-15,27000,27000,9969,3.29,0,0,0
2001-05-16,27300,27500,15124,3.35,0,0,0
2001-05-17,27550,27550,13728,3.36,0,0,0
2001-05-18,27550,28500,11257,3.48,0,0,0
2001-05-21,29500,28100,8169,3.43,0,0,0
2001-05-22,28800,28100,4214,3.43,0,0,0
2001-05-23,28500,28100,5762,3.43,0,0,0
2001-05-24,28200,28750,10325,3.51,0,0,0
2001-05-25,28350,28600,7380,3.49,0,0,0
2001-05-28,28700.0,28600.0,8003.0,3.49,0,0,0
2001-05-29,29100.0,29900.0,24208.0,3.65,0,0,0
2001-05-30,30600.0,31000.0,63622.0,3.78,11066,0,0
2001-05-31,30500.0,29600.0,10277.0,3.61,0,0,0
2001-06-01,30100.0,28850.0,25351.0,3.52,10462,0,0
2001-06-04,28500.0,29500.0,15102.0,3.6,0,0,0
2001-06-05,29450.0,28600.0,8816.0,3.49,0,0,0
2001-06-07,28600.0,28300.0,11341.0,3.45,0,0,0
2001-06-08,28500.0,28650.0,7752.0,3.5,0,0,0
2001-06-11,28500.0,30000.0,48907.0,3.66,-6317,6567,0
2001-06-12,29700.0,32400.0,39222.0,3.95,-7889,8439,0
2001-06-13,32400.0,32400.0,38613.0,3.95,4287,-4287,0
2001-06-14,32500.0,33500.0,18486.0,4.09,-3500,0,0
2001-06-15,33500.0,33800.0,22844.0,4.12,1762,-2762,0
2001-06-18,33800.0,33300.0,6112.0,4.06,0,0,0
2001-06-19,33050.0,32500.0,13536.0,3.96,-7098,6398,0
2001-06-20,32700.0,33350.0,16342.0,4.07,-2856,5654,0
2001-06-21,33350.0,34000.0,7356.0,4.15,940,-2408,0
2001-06-22,33300.0,34000.0,1768.0,4.15,-630,0,0
2001-06-25,33500.0,33700.0,6884.0,4.11,-548,548,0
2001-06-26,33550.0,32800.0,8343.0,4.0,-4639,3000,0
2001-06-27,32500.0,32050.0,8907.0,3.91,-4000,5000,0
2001-06-28,33500.0,33000.0,3595.0,4.02,-404,0,0
2001-06-29,33000.0,33900.0,7673.0,4.13,-929,0,0
2001-07-02,33900.0,36100.0,20189.0,4.4,4400,-90,0
2001-07-03,36100.0,36100.0,9359.0,4.4,-822,622,0
2001-07-04,37000.0,37000.0,63989.0,4.51,1198,-698,0
2001-07-05,37000.0,35300.0,26510.0,4.31,-4499,2999,0
2001-07-06,34500.0,33750.0,12948.0,4.12,-2000,5000,0
2001-07-09,33150.0,32700.0,9500.0,3.99,-1899,1899,0
2001-07-10,32800.0,33700.0,7633.0,4.11,-605,605,0
2001-07-11,32050.0,33750.0,6443.0,4.12,-1973,1973,0
2001-07-12,33500.0,34300.0,4522.0,4.18,0,0,0
2001-07-13,34600.0,33400.0,6581.0,4.07,110,1090,0
2001-07-16,33000.0,32550.0,3096.0,3.97,-139,539,0
2001-07-18,32800.0,31800.0,7530.0,3.88,2900,0,0
2001-07-19,31500.0,32600.0,6102.0,3.98,-35,535,0
2001-07-20,32300.0,31600.0,3093.0,3.85,-1000,1000,0
2001-07-23,31000.0,31250.0,6127.0,3.81,500,0,0
2001-07-24,31000.0,31500.0,4176.0,3.84,-1275,1275,0
2001-07-25,31100.0,31000.0,1249.0,3.78,0,0,0
2001-07-26,32900.0,31300.0,2260.0,3.82,0,0,0
2001-07-27,32250.0,31800.0,1550.0,3.88,-160,160,0
2001-07-30,31600.0,32000.0,618.0,3.9,0,0,0
2001-07-31,32200.0,33000.0,6129.0,4.02,-300,0,0
2001-08-01,32700.0,33500.0,728.0,4.09,-7,0,0
2001-08-02,33200.0,33600.0,2818.0,4.1,-184,0,0
2001-08-03,33600.0,33400.0,1421.0,4.07,0,0,0
2001-08-06,33400.0,33300.0,905.0,4.06,0,0,0
2001-08-07,33300.0,33700.0,2363.0,4.11,-200,200,0
2001-08-08,33700.0,33700.0,877.0,4.11,0,0,0
2001-08-09,33500.0,34900.0,2915.0,4.26,491,0,0
2001-08-10,34900.0,34500.0,2693.0,4.21,110,0,0
2001-08-13,34500.0,33900.0,2089.0,4.13,370,20,0
2001-08-14,34000.0,35500.0,2281.0,4.33,0,0,0
2001-08-16,36100.0,37000.0,7763.0,4.51,0,0,0
2001-08-17,36500.0,37400.0,1573.0,4.56,0,0,0
2001-08-20,36800.0,36300.0,1805.0,4.43,20,-20,0
2001-08-21,36500.0,37500.0,2677.0,4.57,1202,-1202,0
2001-08-22,37500.0,39500.0,10031.0,4.82,300,0,0
2001-08-23,39900.0,39600.0,4331.0,4.83,447,-447,0
2001-08-24,39600.0,39500.0,985.0,4.82,0,0,0
2001-08-27,40200.0,38500.0,2191.0,4.7,500,-500,0
2001-08-28,39000.0,39000.0,1901.0,4.76,500,-500,0
2001-08-29,38900.0,37000.0,4792.0,4.51,96,-96,0
2001-08-30,35400.0,36900.0,5558.0,4.5,-835,835,0
2001-08-31,35400.0,36300.0,2492.0,4.43,-1183,1183,0
2001-09-03,35400.0,36950.0,596.0,4.51,0,0,0
2001-09-04,37000.0,37950.0,850.0,4.63,26,-26,0
2001-09-05,37500.0,37900.0,938.0,4.62,0,0,0
2001-09-06,38500.0,38000.0,632.0,4.63,0,0,0
2001-09-07,38500.0,37850.0,629.0,4.61,3,-3,0
2001-09-10,38000.0,37800.0,855.0,4.61,-58,-2,0
2001-09-11,37800.0,37000.0,967.0,4.51,0,0,0
2001-09-12,33100.0,34500.0,3941.0,4.21,-1000,1000,0
2001-09-13,34500.0,35050.0,1662.0,4.28,60,-60,0
2001-09-14,35000.0,33900.0,2789.0,4.13,-201,201,0
2001-09-17,33800.0,33900.0,7502.0,4.13,-5000,5000,0
2001-09-18,34600.0,35000.0,1830.0,4.27,60,0,0
2001-09-19,34900.0,36000.0,3145.0,4.39,0,0,0
2001-09-20,34600.0,35200.0,918.0,4.29,0,0,0
2001-09-21,34500.0,35900.0,9961.0,4.38,-3367,3367,0
2001-09-24,36150.0,36300.0,3955.0,4.43,-1901,300,0
2001-09-25,36500.0,37000.0,5685.0,4.51,-2000,0,0
2001-09-26,37100.0,37100.0,1993.0,4.53,-900,0,0
2001-09-27,36700.0,37500.0,1730.0,4.57,-547,91,0
2001-09-28,37550.0,38500.0,1755.0,4.7,655,-898,0
2001-10-04,39000.0,40300.0,4932.0,4.92,110,-310,0
2001-10-05,39500.0,38800.0,2138.0,4.73,-527,483,0
2001-10-08,38000.0,40000.0,5628.0,4.88,-3334,2194,0
2001-10-09,41900.0,40000.0,1261.0,4.88,238,-278,0
2001-10-10,40000.0,40200.0,876.0,4.9,-395,375,0
2001-10-11,40250.0,41500.0,2447.0,5.06,111,169,0
2001-10-12,42900.0,42000.0,653.0,5.12,0,0,0
2001-10-15,42000.0,45000.0,11958.0,5.49,-2713,6835,1878
2001-10-16,45500.0,45950.0,1866.0,5.6,0,0,0
2001-10-17,44800.0,45500.0,1377.0,5.55,0,0,0
2001-10-18,45600.0,44950.0,987.0,5.48,0,0,0
2001-10-19,43250.0,44900.0,2911.0,5.48,0,0,0
2001-10-22,43700.0,44450.0,3214.0,5.42,1030,-1030,0
2001-10-23,44450.0,44200.0,961.0,5.39,-181,181,0
2001-10-24,45000.0,45100.0,8473.0,5.5,230,-3000,2770
2001-10-25,46500.0,45850.0,3580.0,5.59,-1314,-87,1401
2001-10-26,46000.0,45800.0,819.0,5.59,-2,2,0
2001-10-29,45800.0,46500.0,1756.0,5.67,-591,300,291
2001-10-30,46500.0,45750.0,1136.0,5.58,0,0,0
2001-10-31,45700.0,46000.0,607.0,5.61,0,0,0
2001-11-01,46800.0,45100.0,1838.0,5.5,-145,0,245
2001-11-02,45100.0,46050.0,1334.0,5.62,-202,202,0
2001-11-05,46450.0,45900.0,3167.0,5.6,3,0,0
2001-11-06,46400.0,46100.0,1218.0,5.62,-146,146,0
2001-11-07,45800.0,46400.0,311.0,5.66,0,0,0
2001-11-08,46400.0,46300.0,1922.0,5.65,0,0,0
2001-11-09,46300.0,45500.0,1382.0,5.55,0,0,0
2001-11-12,45550.0,46300.0,1586.0,5.65,315,-315,0
2001-11-13,45700.0,46150.0,411.0,5.63,0,0,0
2001-11-14,46100.0,47000.0,474.0,5.73,11,-11,0
2001-11-15,47500.0,47000.0,690.0,5.73,256,-256,0
2001-11-16,47000.0,46700.0,1271.0,5.7,-402,402,0
2001-11-19,47150.0,46650.0,1629.0,5.69,678,-678,0
2001-11-20,46500.0,46300.0,778.0,5.65,0,0,0
2001-11-21,46150.0,48700.0,2322.0,5.94,734,-734,0
2001-11-22,50000.0,51800.0,5344.0,6.32,2127,-2127,0
2001-11-23,51800.0,51000.0,2235.0,6.22,557,-557,0
2001-11-26,52500.0,51000.0,2170.0,6.22,247,-247,0
2001-11-27,51200.0,50100.0,4673.0,6.11,0,0,0
2001-11-28,49500.0,48600.0,7581.0,5.93,-198,198,0
2001-11-29,48600.0,48850.0,310.0,5.96,0,0,0
2001-11-30,48600.0,50000.0,2171.0,6.1,500,-500,0
2001-12-03,50400.0,50000.0,864.0,6.1,-224,180,0
2001-12-04,50000.0,49500.0,1656.0,6.04,-150,150,0
2001-12-05,49550.0,49500.0,1292.0,6.04,0,0,0
2001-12-06,49000.0,46400.0,11112.0,5.66,-440,440,0
2001-12-07,46500.0,47000.0,12998.0,5.73,-162,-678,840
2001-12-10,47500.0,48000.0,9456.0,5.86,-81,81,0
2001-12-11,48250.0,48000.0,3121.0,5.86,302,-302,0
2001-12-12,47350.0,47700.0,1902.0,5.82,0,0,0
2001-12-13,47000.0,47700.0,1049.0,5.82,0,0,0
2001-12-14,47100.0,48450.0,7383.0,5.91,2,-2,0
2001-12-17,49050.0,51500.0,7538.0,6.28,1200,-1200,0
2001-12-18,51500.0,51000.0,3283.0,6.22,102,-232,0
2001-12-19,51000.0,53000.0,3716.0,6.47,700,-700,0
2001-12-20,52100.0,52000.0,1365.0,6.34,-50,50,0
2001-12-21,52000.0,50000.0,1460.0,6.1,-61,61,0
2001-12-24,51500.0,51800.0,2886.0,6.32,81,-439,0
2001-12-26,51900.0,52200.0,2833.0,6.37,-571,-1,0
2001-12-27,50900.0,50000.0,852.0,6.1,0,0,0
2001-12-28,49000.0,49500.0,221.0,6.04,0,0,0
2002-01-02,50100.0,51000.0,2871.0,4.0,-489,439,0
2002-01-03,47300.0,51300.0,2839.0,4.02,492,-492,0
2002-01-04,49150.0,50000.0,4863.0,3.92,200,-170,0
2002-01-07,50000.0,49500.0,506.0,3.88,140,-140,0
