Symbol,동서_시가(원),동서_종가(원),동서_거래량(주),동서_PER(IFRS-연결),동서_순매수수량(개인)(주),동서_순매수수량(기관계)(주),동서_순매수수량(외국인계)(주)
2004-07-06,9100.0,9100.0,10815.0,5.12,-2820,-2000,4820
2004-07-07,9180.0,9300.0,31154.0,5.24,-3739,3500,3500
2004-07-08,9210.0,9300.0,7006.0,5.24,100,-100,0
2004-07-09,9330.0,9450.0,18729.0,5.32,5844,-844,0
2004-07-12,9310.0,9450.0,8389.0,5.32,3437,-3446,0
2004-07-13,9450.0,9350.0,17538.0,5.27,-1280,1390,0
2004-07-14,9300.0,9390.0,18295.0,5.29,-4988,4988,0
2004-07-15,9250.0,9380.0,7835.0,5.28,-3000,3000,0
2004-07-16,9300.0,9350.0,2134.0,5.27,-827,750,77
2004-07-19,9300.0,9370.0,4192.0,5.28,-4000,4000,0
2004-07-20,9300.0,9300.0,120.0,5.24,0,0,0
2004-07-21,9400.0,9300.0,1719.0,5.24,-600,600,0
2004-07-22,9210.0,9210.0,2220.0,5.19,-1396,1000,296
2004-07-23,9210.0,9250.0,1559.0,5.21,-47,0,47
2004-07-26,9200.0,9210.0,5398.0,5.19,-3876,400,3476
2004-07-27,9210.0,9330.0,5728.0,5.25,-2020,2010,0
2004-07-28,9350.0,9550.0,23232.0,5.38,-910,910,0
2004-07-29,9700.0,9500.0,661.0,5.35,166,4,0
2004-07-30,9460.0,9450.0,11832.0,5.32,-126,1080,0
2004-08-02,9640.0,9450.0,18088.0,5.32,-15457,14057,1400
2004-08-03,9740.0,9690.0,9693.0,5.46,-6043,6043,0
2004-08-04,9270.0,9590.0,764.0,5.4,-510,510,0
2004-08-05,9500.0,9450.0,9846.0,5.32,-4603,2990,1613
2004-08-06,9400.0,9650.0,1054.0,5.43,-800,800,0
2004-08-09,9450.0,9600.0,2859.0,5.4,-600,600,0
2004-08-10,9800.0,9590.0,2900.0,5.4,-1150,1150,0
2004-08-11,9750.0,9600.0,4103.0,5.4,-823,810,0
2004-08-12,9600.0,9600.0,1095.0,5.4,-990,990,0
2004-08-13,9590.0,9600.0,11960.0,5.4,-10690,10690,0
2004-08-16,9850.0,9600.0,409.0,5.4,-77,0,0
2004-08-17,9460.0,9600.0,5909.0,5.4,-3619,3609,0
2004-08-18,9600.0,9590.0,3144.0,5.4,2488,-2578,0
2004-08-19,9650.0,9430.0,13784.0,5.31,5500,-5500,0
2004-08-20,9500.0,9550.0,122307.0,5.38,18529,-103300,84771
2004-08-23,9560.0,9290.0,68495.0,5.23,30601,-45500,15099
2004-08-24,9290.0,9300.0,9749.0,5.24,-701,601,0
2004-08-25,9380.0,9300.0,7019.0,5.24,-4127,4127,0
2004-08-26,9250.0,9280.0,16677.0,5.23,2413,5297,0
2004-08-27,9390.0,9280.0,5630.0,5.23,-1682,3962,0
2004-08-30,9490.0,9350.0,991.0,5.27,-100,10,0
2004-08-31,9240.0,9340.0,956.0,5.26,-20,10,0
2004-09-01,9300.0,9340.0,3152.0,5.26,-100,100,0
2004-09-02,9300.0,9490.0,6361.0,5.34,-532,522,0
2004-09-03,9490.0,9500.0,7803.0,5.35,-3500,3500,0
2004-09-06,9330.0,9230.0,10357.0,5.2,-2000,2000,0
2004-09-07,9420.0,9330.0,9660.0,5.25,-5224,0,5244
2004-09-08,9410.0,9420.0,12181.0,5.3,-8970,0,8970
2004-09-09,9350.0,9370.0,27044.0,5.28,-22214,7000,15214
2004-09-10,9450.0,9730.0,60457.0,5.48,2300,-3266,0
2004-09-13,9910.0,10450.0,31460.0,5.88,-10639,3302,7427
2004-09-14,10450.0,10100.0,7509.0,5.69,-2170,2170,0
2004-09-15,10250.0,10750.0,10492.0,6.05,-1606,1606,0
2004-09-16,10550.0,10550.0,4426.0,5.94,0,0,0
2004-09-17,10500.0,10550.0,39361.0,5.94,-22999,12652,10347
2004-09-20,10550.0,10550.0,4943.0,5.94,-900,900,0
2004-09-21,10500.0,11200.0,16748.0,6.31,-742,742,0
2004-09-22,11500.0,11000.0,7315.0,6.19,-251,251,0
2004-09-23,11700.0,11300.0,3034.0,6.36,-1500,1500,0
2004-09-24,11600.0,11400.0,502.0,6.42,0,0,0
2004-09-30,10850.0,11250.0,3722.0,6.33,-500,500,0
2004-10-01,11300.0,11350.0,7556.0,6.39,-270,550,0
2004-10-04,10900.0,10600.0,29275.0,5.97,120,13269,0
2004-10-05,10800.0,10000.0,55836.0,5.63,-3668,9000,9349
2004-10-06,10100.0,10250.0,12162.0,5.77,-3663,3662,0
2004-10-07,10350.0,10300.0,4570.0,5.8,0,0,0
2004-10-08,10150.0,10000.0,28936.0,5.63,-21432,5000,16432
2004-10-11,10100.0,10150.0,5917.0,5.71,-1210,1000,210
2004-10-12,10150.0,10250.0,8084.0,5.77,-300,300,0
2004-10-13,10250.0,10100.0,26954.0,5.69,1011,0,3989
2004-10-14,10100.0,10200.0,5126.0,5.74,-1000,500,500
2004-10-15,10200.0,10250.0,6672.0,5.77,-1670,1300,360
2004-10-18,10300.0,10350.0,6914.0,5.83,-780,0,800
2004-10-19,10400.0,10600.0,7530.0,5.97,-1404,1404,0
2004-10-20,10850.0,10500.0,5248.0,5.91,-781,320,461
2004-10-21,10600.0,10450.0,17060.0,5.88,-1833,883,950
2004-10-22,10550.0,10500.0,7561.0,5.91,4041,330,0
2004-10-25,10500.0,10500.0,11646.0,5.91,-7896,1946,6000
2004-10-26,10600.0,10500.0,4889.0,5.91,-3300,2500,0
2004-10-27,10600.0,10500.0,5780.0,5.91,-3438,1588,0
2004-10-28,10500.0,10500.0,8159.0,5.91,1150,3000,0
2004-10-29,10500.0,10600.0,4194.0,5.97,-110,110,0
2004-11-01,10500.0,10500.0,11703.0,5.91,7850,1550,0
2004-11-02,10650.0,10550.0,8421.0,5.94,-500,500,0
2004-11-03,10550.0,10600.0,16542.0,5.97,3650,-3650,0
2004-11-04,10500.0,10400.0,8309.0,5.86,-760,3660,0
2004-11-05,10450.0,10850.0,15741.0,6.11,-200,200,0
2004-11-08,10850.0,10800.0,4036.0,6.08,-1000,1000,0
2004-11-09,10800.0,10700.0,5276.0,6.02,3011,0,0
2004-11-10,10700.0,11050.0,17377.0,6.22,3382,107,0
2004-11-11,11000.0,10850.0,6796.0,6.11,-5,0,0
2004-11-12,10800.0,10850.0,5833.0,6.11,-2699,2699,0
2004-11-15,10900.0,11150.0,4804.0,6.28,-801,801,0
2004-11-16,11150.0,11150.0,5995.0,6.28,-110,100,0
2004-11-17,11100.0,11150.0,2300.0,6.28,-155,155,0
2004-11-18,11050.0,11200.0,3578.0,6.31,450,-40,0
2004-11-19,11300.0,11400.0,5441.0,6.42,-1700,2000,0
2004-11-22,11100.0,11500.0,2388.0,6.48,0,0,0
2004-11-23,12000.0,11900.0,31013.0,6.7,2898,-120,0
2004-11-24,12100.0,12400.0,18680.0,6.98,-3574,3900,0
2004-11-25,12400.0,12200.0,11417.0,6.87,-3104,5373,0
2004-11-26,12200.0,12200.0,15008.0,6.87,-327,727,0
2004-11-29,12100.0,12300.0,12636.0,6.93,-4311,4301,0
2004-11-30,12300.0,12700.0,17426.0,7.15,-1859,5159,0
2004-12-01,12700.0,12700.0,11725.0,7.15,-6820,6820,0
2004-12-02,12600.0,12600.0,10309.0,7.09,-3980,3980,0
2004-12-03,12800.0,12200.0,21992.0,6.87,-142,152,0
2004-12-06,12000.0,12300.0,10998.0,6.93,-5823,5823,0
2004-12-07,12450.0,12050.0,7142.0,6.79,-3150,3550,0
2004-12-08,12000.0,12050.0,5996.0,6.79,-2010,1010,0
2004-12-09,12400.0,12050.0,8360.0,6.79,-5400,5400,0
2004-12-10,11800.0,12100.0,5623.0,6.81,-4266,0,0
2004-12-13,12200.0,12200.0,19717.0,6.87,-12131,8047,0
2004-12-14,12050.0,12300.0,9157.0,6.93,-8602,3053,0
2004-12-15,12150.0,12400.0,18474.0,6.98,-4650,4500,0
2004-12-16,12400.0,12350.0,3064.0,6.95,-1550,1500,0
2004-12-17,12200.0,12250.0,2269.0,6.9,-588,0,0
2004-12-20,12200.0,12200.0,9938.0,6.87,-6508,219,0
2004-12-21,12200.0,12200.0,6500.0,6.87,-3934,-910,0
2004-12-22,12200.0,12200.0,4221.0,6.87,-2240,-9,0
2004-12-23,12200.0,12300.0,14563.0,6.93,-9660,3843,0
2004-12-24,12350.0,12350.0,6011.0,6.95,3222,0,0
2004-12-27,12350.0,12300.0,8256.0,6.93,-2157,2157,0
2004-12-28,12300.0,12300.0,6388.0,6.93,-870,870,0
2004-12-29,12300.0,12200.0,1046.0,6.87,-530,530,0
2004-12-30,12000.0,12000.0,1767.0,6.76,-499,-201,0
2005-01-03,12000.0,11950.0,6804.0,6.68,-541,1400,0
2005-01-04,12000.0,11950.0,5391.0,6.68,339,-1820,0
2005-01-05,11950.0,11800.0,6130.0,6.6,-4418,145,0
2005-01-06,11800.0,11800.0,5216.0,6.6,977,-1964,0
2005-01-07,11750.0,11850.0,3693.0,6.63,-2666,0,1500
2005-01-10,11850.0,11850.0,1543.0,6.63,-458,430,0
2005-01-11,11750.0,11850.0,2867.0,6.63,-628,0,88
2005-01-12,11900.0,11900.0,8001.0,6.65,-969,-2000,1500
2005-01-13,11850.0,11900.0,4933.0,6.65,-1279,270,0
2005-01-14,11900.0,11800.0,14187.0,6.6,2530,300,0
2005-01-17,11900.0,11800.0,5949.0,6.6,-4173,3873,0
2005-01-18,11900.0,12050.0,8710.0,6.74,-391,0,0
2005-01-19,11900.0,12250.0,5297.0,6.85,-936,1577,-700
2005-01-20,12400.0,12450.0,20996.0,6.96,-8601,670,12069
2005-01-21,12500.0,12450.0,16920.0,6.96,-7528,4725,3700
2005-01-24,12600.0,12500.0,13062.0,6.99,-248,0,3350
2005-01-25,12500.0,12200.0,50604.0,6.82,-12719,11154,972
2005-01-26,12200.0,12500.0,5964.0,6.99,-4826,460,4140
2005-01-27,12650.0,13150.0,25991.0,7.35,5970,4308,0
2005-01-28,12850.0,13200.0,29843.0,7.38,4554,-1806,0
2005-01-31,13200.0,12950.0,9345.0,7.24,-1097,1792,-982
2005-02-01,12750.0,12900.0,8781.0,7.21,209,666,-1053
2005-02-02,12800.0,12750.0,5824.0,7.13,-1580,1550,-1041
2005-02-03,12900.0,12900.0,2641.0,7.21,-808,730,0
2005-02-04,12700.0,13050.0,8502.0,7.3,-6037,5965,0
2005-02-07,12800.0,13700.0,25169.0,7.66,-9490,13020,0
2005-02-11,13450.0,13450.0,2497.0,7.52,-696,620,0
2005-02-14,13750.0,13800.0,6564.0,7.71,-1430,1430,0
2005-02-15,14200.0,14050.0,16582.0,7.85,-11320,40,11280
2005-02-16,14200.0,13800.0,7603.0,7.71,-220,-1330,1500
2005-02-17,14000.0,13950.0,2536.0,7.8,-1105,105,1000
2005-02-18,13900.0,14100.0,3219.0,7.88,-818,289,500
2005-02-21,14400.0,14100.0,4885.0,7.88,-1596,-158,1550
2005-02-22,13800.0,14100.0,7409.0,7.88,-5030,3680,1150
2005-02-23,14350.0,14450.0,32719.0,8.08,-2606,-15104,17710
2005-02-24,14200.0,14400.0,8414.0,8.05,-1322,-590,1912
2005-02-25,14200.0,14550.0,9779.0,8.13,-3870,-475,4280
2005-02-28,14500.0,14550.0,7046.0,8.13,-3503,-190,3300
2005-03-02,14350.0,15050.0,47883.0,8.41,3210,-4910,0
2005-03-03,15100.0,15000.0,16607.0,8.39,-5132,-2350,6770
2005-03-04,15000.0,15100.0,20170.0,8.44,-7148,-1482,12820
2005-03-07,15200.0,14950.0,8685.0,8.36,-700,-261,1230
2005-03-08,14900.0,15000.0,10964.0,8.39,-8790,0,8790
2005-03-09,14700.0,15000.0,16723.0,8.39,-5864,6395,2000
2005-03-10,15050.0,15200.0,19648.0,8.5,5391,-7000,5290
2005-03-11,15350.0,15350.0,21874.0,8.58,-570,-10720,13290
2005-03-14,15400.0,16100.0,48907.0,9.0,8078,2625,0
2005-03-15,16400.0,16800.0,36205.0,9.39,2730,-2730,0
2005-03-16,16850.0,17550.0,69888.0,9.81,-2591,5580,0
2005-03-17,18000.0,15800.0,43426.0,8.83,-2700,2700,0
2005-03-18,15650.0,16500.0,59476.0,9.23,-31037,1901,5200
2005-03-21,16200.0,16500.0,721114.0,9.23,-17454,-677626,695180
2005-03-22,16950.0,17250.0,78922.0,9.64,24500,-17410,0
2005-03-23,17400.0,16350.0,23963.0,9.14,-3740,3740,0
2005-03-24,16200.0,16500.0,61024.0,9.23,-28689,25939,2750
2005-03-25,16100.0,16500.0,11246.0,9.23,-7179,7179,0
2005-03-28,16050.0,16500.0,27446.0,9.23,-3457,3457,0
2005-03-29,16300.0,16700.0,15445.0,9.34,-5234,2332,2892
2005-03-30,16750.0,17500.0,29773.0,9.78,-4326,9231,2605
2005-03-31,17550.0,18150.0,33451.0,10.15,8441,-1441,0
2005-04-01,18450.0,18200.0,20066.0,10.17,-6038,6038,0
2005-04-04,18200.0,18000.0,23454.0,10.06,-5302,11463,0
2005-04-06,17700.0,18000.0,20003.0,10.06,-6072,6572,0
2005-04-07,17950.0,17400.0,17761.0,9.73,-6547,6617,0
2005-04-08,17300.0,17400.0,16660.0,9.73,-7595,7595,0
2005-04-11,17150.0,18000.0,15226.0,10.06,-5897,1497,0
2005-04-12,17800.0,18000.0,5783.0,10.06,-680,680,0
2005-04-13,18500.0,18100.0,1383.0,10.12,-935,935,0
2005-04-14,18200.0,18450.0,9427.0,10.31,-8275,8275,0
2005-04-15,18000.0,18150.0,7159.0,10.15,-1306,1306,0
2005-04-18,18150.0,17700.0,3782.0,9.89,-2718,2718,0
2005-04-19,18000.0,18000.0,2824.0,10.06,-1852,1852,0
2005-04-20,18500.0,18400.0,7392.0,10.29,-1832,1832,0
2005-04-21,18500.0,17900.0,3635.0,10.01,-1918,1918,0
2005-04-22,17900.0,17800.0,3312.0,9.95,345,-345,0
2005-04-25,18100.0,17650.0,2941.0,9.87,-451,451,0
2005-04-26,18000.0,17450.0,6733.0,9.76,2256,-256,0
2005-04-27,17200.0,17450.0,8580.0,9.76,-3276,3276,0
2005-04-28,17300.0,17450.0,13387.0,9.76,-312,8312,0
2005-04-29,16900.0,17550.0,12443.0,9.81,1245,-1245,0
2005-05-02,17900.0,17800.0,2017.0,9.95,-1017,1017,0
2005-05-03,17850.0,17500.0,6830.0,9.78,4000,-2430,0
2005-05-04,17800.0,17500.0,1719.0,9.78,-593,593,0
2005-05-06,17300.0,17150.0,5640.0,9.59,2073,-1957,0
2005-05-09,17200.0,16850.0,3051.0,9.42,-607,607,0
2005-05-10,17150.0,17500.0,17572.0,9.78,-6713,6713,0
2005-05-11,17550.0,17000.0,781.0,9.5,-347,347,0
2005-05-12,17400.0,16950.0,2058.0,9.48,-107,107,0
2005-05-13,17400.0,16950.0,1485.0,9.48,-409,409,0
2005-05-16,16950.0,17300.0,6263.0,9.67,-1277,1277,0
2005-05-17,17400.0,17750.0,7028.0,9.92,-743,743,0
2005-05-18,18050.0,18500.0,12236.0,10.34,1493,-1493,0
2005-05-19,18500.0,18450.0,3134.0,10.31,147,-147,0
2005-05-20,18050.0,18300.0,8758.0,10.23,-3478,3478,0
2005-05-23,17950.0,18300.0,5211.0,10.23,-260,260,0
2005-05-24,18450.0,17750.0,5630.0,9.92,-795,795,0
2005-05-25,17450.0,18000.0,3049.0,10.06,-948,948,0
2005-05-26,18200.0,17950.0,3260.0,10.03,-1020,1020,0
2005-05-27,17700.0,18050.0,1534.0,10.09,-1063,1063,0
2005-05-30,17850.0,18050.0,3522.0,10.09,-2283,2283,0
2005-05-31,18100.0,18150.0,5168.0,10.15,-1080,1080,0
2005-06-01,18300.0,18200.0,12519.0,10.17,-9732,9732,0
2005-06-02,18400.0,18000.0,10104.0,10.06,1961,-1961,0
2005-06-03,18100.0,17750.0,5292.0,9.92,727,1836,0
2005-06-07,18000.0,17850.0,4273.0,9.98,-835,2335,0
2005-06-08,17500.0,17900.0,2044.0,10.01,-157,794,0
2005-06-09,18000.0,17900.0,926.0,10.01,-447,516,0
2005-06-10,17700.0,17900.0,5919.0,10.01,-542,858,0
2005-06-13,18150.0,17650.0,18722.0,9.87,8599,-6121,0
2005-06-14,17800.0,17600.0,7370.0,9.84,4121,-4121,0
2005-06-15,17400.0,17650.0,8677.0,9.87,3120,-3120,0
2005-06-16,18500.0,19300.0,257277.0,10.79,35476,-18476,5000
2005-06-17,19950.0,20700.0,233314.0,11.57,69096,-74096,5000
2005-06-20,21600.0,21000.0,83942.0,11.74,6028,3842,0
2005-06-21,21300.0,20550.0,40447.0,11.49,-2032,2032,0
2005-06-22,20550.0,20600.0,32779.0,11.52,-3688,3688,0
2005-06-23,21000.0,23300.0,122085.0,13.03,28313,-28508,0
2005-06-24,22700.0,23500.0,197885.0,13.14,70609,-35289,-1000
2005-06-27,24300.0,23600.0,54762.0,13.19,2569,-3569,0
2005-06-28,23100.0,22850.0,64077.0,12.77,14907,-4907,0
2005-06-29,22500.0,22600.0,53184.0,12.63,9164,836,0
2005-06-30,22600.0,22600.0,42801.0,12.63,7574,2426,0
2005-07-01,22500.0,23000.0,66655.0,12.86,7691,-7691,0
2005-07-04,22950.0,22100.0,64518.0,12.36,8080,1920,0
2005-07-05,22400.0,21300.0,53116.0,11.91,-1380,1360,0
2005-07-06,21300.0,22000.0,84144.0,12.3,5892,768,3000
2005-07-07,21700.0,21250.0,72083.0,11.88,-496,10416,0
2005-07-08,21050.0,20800.0,69725.0,11.63,-5865,10559,0
2005-07-11,20800.0,20300.0,38119.0,11.35,1811,3375,0
2005-07-12,20350.0,20250.0,28974.0,11.32,7639,-7639,0
2005-07-13,20050.0,20850.0,52956.0,11.66,3145,1855,0
2005-07-14,20900.0,21000.0,44254.0,11.74,-5058,6176,8882
2005-07-15,20900.0,21000.0,54023.0,11.74,664,5736,3600
2005-07-18,21500.0,21000.0,35719.0,11.74,1296,3704,0
2005-07-19,21050.0,21000.0,28702.0,11.74,4160,840,0
2005-07-20,21250.0,21400.0,118906.0,11.96,41797,-41709,12
2005-07-21,21500.0,21150.0,34945.0,11.82,-3004,3004,0
2005-07-22,21000.0,20550.0,29950.0,11.49,-6419,6391,-12
2005-07-25,20350.0,21300.0,24311.0,11.91,-8665,6358,2307
2005-07-26,21300.0,21250.0,16364.0,11.88,-1476,1526,-50
2005-07-27,21050.0,21450.0,28301.0,11.99,-4854,4405,449
2005-07-28,21900.0,21650.0,14730.0,12.1,-2790,735,2055
2005-07-29,21650.0,21350.0,14369.0,11.94,-1058,-1267,2325
2005-08-01,21150.0,21100.0,14299.0,11.8,-5002,5271,-269
2005-08-02,20650.0,20700.0,16528.0,11.57,-3697,3583,114
2005-08-03,20700.0,20500.0,10897.0,11.46,-1788,1855,-67
2005-08-04,20300.0,20500.0,15288.0,11.46,-3578,3578,0
2005-08-05,20700.0,20800.0,21302.0,11.63,-11916,2251,9665
2005-08-08,20600.0,21000.0,15105.0,11.74,3445,0,-3445
2005-08-09,21000.0,21100.0,25439.0,11.8,2643,685,-3328
2005-08-10,21100.0,20900.0,9571.0,11.68,-2219,981,1238
2005-08-11,20950.0,20700.0,7669.0,11.57,-1009,770,239
2005-08-12,20500.0,21100.0,20627.0,11.8,-1764,1707,567
2005-08-16,21100.0,21100.0,18407.0,11.8,-4153,4600,-447
2005-08-17,21100.0,20850.0,10068.0,11.66,-1900,1925,-25
2005-08-18,20600.0,20600.0,12321.0,11.52,-1808,1837,-29
2005-08-19,20400.0,20600.0,14026.0,11.52,905,1760,-2665
2005-08-22,20350.0,20900.0,13268.0,11.68,-4252,3376,876
2005-08-23,20800.0,20750.0,16797.0,11.6,-1323,2228,-905
2005-08-24,20600.0,21800.0,50953.0,12.19,-11655,5298,6357
2005-08-25,21800.0,22900.0,91101.0,12.8,-15749,4405,11444
2005-08-26,23500.0,22600.0,38724.0,12.63,3240,1073,-4313
2005-08-29,22100.0,22050.0,25819.0,12.33,-8309,2188,6121
2005-08-30,21700.0,22500.0,15957.0,12.58,-1174,555,619
2005-08-31,21900.0,22050.0,16278.0,12.33,-1219,2498,-1279
2005-09-01,22150.0,21800.0,17658.0,12.19,959,36,-995
2005-09-02,21500.0,21500.0,16349.0,12.02,972,939,-1911
2005-09-05,21500.0,21200.0,14886.0,11.85,372,1530,-1902
2005-09-06,21200.0,21600.0,13328.0,12.08,5638,-2567,-3071
2005-09-07,21450.0,21350.0,24057.0,11.94,-1649,3359,-1710
2005-09-08,21600.0,21200.0,27956.0,11.85,3892,-2300,-632
2005-09-09,21450.0,20950.0,15736.0,11.71,3921,-1265,-2656
2005-09-12,20800.0,21000.0,17780.0,11.74,-2549,4202,-1673
2005-09-13,20800.0,20600.0,19296.0,11.52,6454,-5954,-500
2005-09-14,20550.0,20950.0,16121.0,11.71,-2520,2306,174
2005-09-15,20700.0,20600.0,27340.0,11.52,7003,-5826,-1177
2005-09-16,20900.0,20950.0,19460.0,11.71,-1486,1137,349
2005-09-20,21150.0,20900.0,12280.0,11.68,-2064,3121,-1057
2005-09-21,20900.0,20950.0,23687.0,11.71,1656,3041,-4697
2005-09-22,21000.0,20650.0,21297.0,11.54,-1747,1146,601
2005-09-23,20700.0,20650.0,34749.0,11.54,-5343,5138,205
2005-09-26,20450.0,21000.0,29327.0,11.74,3533,637,-500
2005-09-27,21200.0,21500.0,48974.0,12.02,-4469,3469,1000
2005-09-28,21950.0,21700.0,19707.0,12.13,-1649,2296,-647
2005-09-29,21550.0,21700.0,41566.0,12.13,-7278,-1374,8652
2005-09-30,21600.0,21700.0,43342.0,12.13,1674,4690,-6364
2005-10-04,21400.0,21500.0,65363.0,12.02,-31443,1982,29461
2005-10-05,21900.0,21300.0,77583.0,11.91,-3274,1400,1874
2005-10-06,21500.0,21100.0,65760.0,11.8,-30702,4615,26087
2005-10-07,20900.0,20900.0,49965.0,11.68,-2788,1034,1754
2005-10-10,20950.0,21200.0,96255.0,11.85,5503,-8156,2653
2005-10-11,21050.0,21800.0,89050.0,12.19,6651,13255,-19906
2005-10-12,21800.0,21550.0,44457.0,12.05,3487,2312,-5799
2005-10-13,21400.0,21800.0,52194.0,12.19,-299,10589,-10290
2005-10-14,21800.0,21200.0,50783.0,11.85,4532,1928,-6460
2005-10-17,21200.0,20450.0,49026.0,11.43,-818,2904,-2086
2005-10-18,20400.0,20350.0,26907.0,11.38,-1037,787,250
2005-10-19,20200.0,20000.0,51016.0,11.18,-14340,14855,-615
2005-10-20,19700.0,19950.0,29275.0,11.15,-2845,2968,-123
2005-10-21,20050.0,21250.0,48415.0,11.88,695,-3029,2334
2005-10-24,21300.0,21000.0,20686.0,11.74,63,2122,-2185
2005-10-25,21400.0,21500.0,32278.0,12.02,-4516,4895,-339
2005-10-26,21600.0,20800.0,68831.0,11.63,-825,5224,-4359
2005-10-27,20850.0,20600.0,27963.0,11.52,-2654,1588,66
2005-10-28,20150.0,20050.0,16639.0,11.21,-1725,1666,19
2005-10-31,19850.0,20000.0,24415.0,11.18,-3808,2793,1015
2005-11-01,20000.0,20050.0,20936.0,11.21,-3871,158,3213
2005-11-02,20150.0,20300.0,15686.0,11.35,-3584,-638,4222
2005-11-03,20300.0,20600.0,20054.0,11.52,-2796,-245,2441
2005-11-04,21000.0,20750.0,14584.0,11.6,-1921,-572,2493
2005-11-07,20650.0,20650.0,10956.0,11.54,-4435,4435,0
2005-11-08,20550.0,20600.0,16054.0,11.52,-9118,483,9735
2005-11-09,20750.0,20700.0,15184.0,11.57,-8164,-310,8474
2005-11-10,20650.0,20700.0,22378.0,11.57,-2116,-1271,4387
2005-11-11,20650.0,21600.0,61183.0,12.08,-19859,-1306,21165
2005-11-14,21500.0,21000.0,16918.0,11.74,5309,395,-5720
2005-11-15,21200.0,21950.0,86786.0,12.27,-30998,2459,24539
2005-11-16,21700.0,22000.0,45390.0,12.3,-5304,22765,-17421
2005-11-17,21950.0,22700.0,122211.0,12.69,-32201,-4020,36341
2005-11-18,23000.0,22800.0,44874.0,12.75,-14122,2335,11777
2005-11-21,22900.0,21950.0,27072.0,12.27,-1904,1899,-245
2005-11-22,22050.0,22200.0,19819.0,12.41,-4434,3324,-210
2005-11-23,22100.0,22250.0,23998.0,12.44,530,-595,65
2005-11-24,22250.0,22250.0,27572.0,12.44,-7906,8503,-2587
2005-11-25,22400.0,24000.0,177359.0,13.42,-59573,66594,-16881
2005-11-28,24900.0,24450.0,66145.0,13.67,-2281,28797,-26500
2005-11-29,24000.0,24400.0,121431.0,13.64,-32369,37256,-9637
2005-11-30,24100.0,25500.0,86539.0,14.26,-20531,4409,-5445
2005-12-01,25900.0,26300.0,54675.0,14.7,-26086,-554,0
2005-12-02,25800.0,27000.0,55233.0,15.1,-26790,28860,-2010
2005-12-05,26600.0,27000.0,33511.0,15.1,-7796,9689,-1893
2005-12-06,27000.0,25700.0,37172.0,14.37,-5644,4222,1422
2005-12-07,25500.0,26000.0,18107.0,14.54,-7670,7253,417
2005-12-08,25300.0,26000.0,32645.0,14.54,-18441,13825,0
2005-12-09,25450.0,25550.0,13175.0,14.28,-3216,1424,206
2005-12-12,25550.0,26400.0,94338.0,14.76,-12254,-28571,40825
2005-12-13,26500.0,30000.0,180597.0,16.77,-65046,23765,41441
2005-12-14,29900.0,29000.0,46328.0,16.21,-24541,22871,1700
2005-12-15,29000.0,29400.0,12838.0,16.44,-7287,7287,0
2005-12-16,28300.0,29100.0,37118.0,16.27,-17665,10260,7405
2005-12-19,28700.0,30500.0,20074.0,17.05,-14639,14604,0
2005-12-20,30200.0,30300.0,14797.0,16.94,-6528,6563,0
2005-12-21,29800.0,29900.0,11599.0,16.72,-1878,1752,126
2005-12-22,30500.0,29400.0,21565.0,16.44,-8366,8184,182
2005-12-23,29500.0,28400.0,19233.0,15.88,-6161,5638,523
2005-12-26,28000.0,28900.0,7957.0,16.16,-1803,836,967
2005-12-27,28300.0,28750.0,9130.0,16.07,-2500,2353,147
2005-12-28,28750.0,28000.0,5744.0,15.65,-751,502,249
2005-12-29,28000.0,28700.0,36161.0,16.04,-5926,10784,-5098
2006-01-02,28800.0,29000.0,18196.0,12.96,-10312,6913,3599
2006-01-03,28650.0,28500.0,6772.0,12.74,-424,364,60
2006-01-04,28500.0,28750.0,19405.0,12.85,844,-258,-586
2006-01-05,29000.0,28100.0,10204.0,12.56,-3686,249,3437
2006-01-06,27800.0,28300.0,13300.0,12.65,-3750,-2419,6169
2006-01-09,28000.0,28750.0,13653.0,12.85,-4644,5264,-620
2006-01-10,28300.0,28000.0,27616.0,12.51,-1878,-11368,13246
2006-01-11,28000.0,28400.0,26188.0,12.69,-7201,-10615,17816
2006-01-12,28000.0,28500.0,9173.0,12.74,-6117,4606,1511
2006-01-13,28100.0,28050.0,3863.0,12.54,158,-200,42
2006-01-16,28000.0,28200.0,7740.0,12.6,-3111,3125,-14
2006-01-17,28250.0,28250.0,12451.0,12.63,-7596,3145,4451
2006-01-18,28150.0,27750.0,23324.0,12.4,-12973,-1077,14050
2006-01-19,27700.0,27800.0,18047.0,12.43,-3460,-8639,12099
2006-01-20,27450.0,27600.0,9602.0,12.34,-4678,-220,4898
2006-01-23,26950.0,26600.0,28113.0,11.89,-25017,2598,21869
2006-01-24,26750.0,26600.0,19154.0,11.89,-6399,-2572,9471
2006-01-25,26850.0,26400.0,8164.0,11.8,3990,-4055,65
2006-01-26,26100.0,26400.0,10313.0,11.8,-1737,1223,514
2006-01-27,26450.0,27000.0,38904.0,12.07,1298,-741,-557
2006-01-31,26400.0,26950.0,30731.0,12.05,5655,-2926,-2729
2006-02-01,26600.0,26000.0,21180.0,11.62,-4381,-3459,7840
2006-02-02,26050.0,26000.0,37093.0,11.62,771,-7779,6448
2006-02-03,26000.0,25500.0,47969.0,11.4,1690,-18781,7591
