Symbol,동아쏘시오홀딩스_시가(원),동아쏘시오홀딩스_종가(원),동아쏘시오홀딩스_거래량(주),동아쏘시오홀딩스_PER(IFRS-연결),동아쏘시오홀딩스_순매수수량(개인)(주),동아쏘시오홀딩스_순매수수량(기관계)(주),동아쏘시오홀딩스_순매수수량(외국인계)(주)
2000-01-04,19700,22450,696710,10.86,39770,-29980,0
2000-01-05,24000,25800,1477710,12.48,258940,-201160,3900
2000-01-06,26900,23000,1545130,11.13,31320,38280,300
2000-01-07,24000,26450,1652340,12.8,15360,65430,-550
2000-01-10,30400,27000,3099940,13.06,171050,-142500,-4750
2000-01-11,27000,29000,2208850,14.03,-66070,80250,-2980
2000-01-12,28800,29100,1949990,14.08,-14260,19360,-90
2000-01-13,29500,28000,1421340,13.55,-12070,5490,1180
2000-01-14,27050,24000,1472430,11.61,-22450,28750,360
2000-01-17,23500,24500,1554720,11.85,-51080,81810,-29150
2000-01-18,24150,24000,1026400,11.61,-62670,68530,240
2000-01-19,24000,23400,1094590,11.32,35920,15360,-50430
2000-01-20,23100,22500,708540,10.89,30070,-22640,1170
2000-01-21,22900,23400,1359740,11.32,11290,-8940,-1860
2000-01-24,24050,24300,1876220,11.76,-8030,43370,280
2000-01-25,24300,23300,868240,11.27,-87840,86470,0
2000-01-26,24300,24000,704900,11.61,10550,-9170,0
2000-01-27,24000,26700,3226900,12.92,-11730,37350,-30030
2000-01-28,26700,26800,1484510,12.97,-92170,87860,-410
2000-01-31,27050,26800,1177100,12.97,-55500,39670,0
2000-02-01,26850,25900,707480,12.53,-54620,50070,-2900
2000-02-02,26000,26800,1423360,12.97,-28230,17560,0
2000-02-03,27300,26000,714560,12.58,-39600,49300,-8300
2000-02-07,25900,26500,776620,12.82,-31290,23460,1080
2000-02-08,27700,27000,1146250,13.06,-7930,24320,-5550
2000-02-09,27200,30000,1763680,14.51,-16910,-29240,8890
2000-02-10,30500,29800,1704860,14.42,17770,30470,-1800
2000-02-11,30500,34250,2602740,16.57,142360,-140390,-320
2000-02-14,35000,34000,2191320,16.45,-109610,110520,-13380
2000-02-15,33500,28900,1155060,13.98,32850,38410,-6360
2000-02-16,27100,29000,1485880,14.03,53970,25290,-1360
2000-02-17,29500,33350,1854130,16.14,-360310,365310,790
2000-02-18,36150,38350,1836040,18.55,-391020,408110,-6330
2000-02-21,37500,37000,2092330,17.9,-56060,48560,-330
2000-02-22,37500,36000,1199560,17.42,-162350,164140,50
2000-02-23,36500,35000,1330840,16.93,2660,-4560,1810
2000-02-24,36200,36550,886730,17.68,-139510,147470,-6760
2000-02-25,35900,35500,738290,17.17,-76830,82350,220
2000-02-28,34100,31700,676700,15.34,8420,-7600,180
2000-02-29,33000,32450,877070,15.7,18580,-440,750
2000-03-02,35400,37300,1033750,18.05,-353430,82990,120
2000-03-03,36000,35000,705040,16.93,-53980,34030,20160
2000-03-06,36400,34100,381450,16.5,71140,-72310,10
2000-03-07,34000,34300,704760,16.59,32960,-15410,-17580
2000-03-08,33150,33100,353530,16.01,4160,-1330,70
2000-03-09,34000,33150,497550,16.04,61150,-47040,-12170
2000-03-10,33500,32300,440400,15.63,12720,-12600,-660
2000-03-13,32100,31050,358690,15.02,29930,-26680,-560
2000-03-14,30100,29350,273270,14.2,8840,-9690,850
2000-03-15,27000,26500,465530,12.82,101170,-98460,220
2000-03-16,30450,27500,852520,13.3,80880,-76950,-2090
2000-03-17,27600,25800,634140,12.48,187060,-187240,180
2000-03-20,25800,25100,367710,12.14,44220,-44540,180
2000-03-21,24200,25200,332610,12.19,-5750,600,1400
2000-03-22,26000,26000,585320,12.58,55600,-60800,3170
2000-03-23,27000,25700,476900,12.43,-11390,12160,-600
2000-03-24,26000,25550,417760,12.36,29640,-29680,40
2000-03-27,25500,25200,422840,12.19,115050,-88930,-1000
2000-03-28,25200,25000,453140,12.09,109070,-90100,2510
2000-03-29,25000,24100,319000,11.66,21460,-21250,0
2000-03-30,24200,23250,316220,11.25,36040,-33590,320
2000-03-31,22750,22800,247940,11.03,14370,-13890,-500
2000-04-03,22800,20100,346730,9.72,75000,-41420,450
2000-04-04,20950,20850,730910,10.09,113300,-113670,-150
2000-04-06,21100,20400,334530,9.87,-24020,-15620,40640
2000-04-07,21900,21600,545800,10.45,37480,-42140,640
2000-04-10,21750,23200,880370,11.22,49960,-54650,-460
2000-04-11,23000,21000,338710,10.16,50650,-48010,2380
2000-04-12,21500,20950,491740,10.14,176200,-175800,-400
2000-04-14,20000,20700,296970,10.01,-55550,-5730,61450
2000-04-17,17800,17600,427270,8.52,-20860,-82060,102640
2000-04-18,19200,18600,391250,9,56850,-50710,-910
2000-04-19,19300,18600,612470,9,141490,-87850,-1740
2000-04-20,18600,18900,241940,9.14,22620,-21840,-780
2000-04-21,19000,19400,477840,9.39,37550,-17470,-5910
2000-04-24,19150,18900,612390,9.14,109760,-25670,-4630
2000-04-25,19100,18250,296010,8.83,15040,-12530,-350
2000-04-26,18900,17450,284580,8.44,12460,-12580,70
2000-04-27,16850,16400,262640,7.93,-50670,60410,260
2000-04-28,16050,17700,729640,8.56,-51640,51580,-60
2000-05-02,18400,18000,560380,8.71,120330,-84400,-1530
2000-05-03,18150,17850,275280,8.64,4460,-1680,-1880
2000-05-04,17900,18100,802690,8.76,46490,-46300,-290
2000-05-08,19800,18900,666120,9.14,5590,-3960,-1550
2000-05-09,19100,19050,369740,9.22,-44330,42790,630
2000-05-10,19050,19200,325380,9.29,10430,-4790,-3750
2000-05-12,18800,18900,395500,9.14,-4000,3660,470
2000-05-15,19200,18550,288650,8.98,5920,-5710,-210
2000-05-16,18650,18700,354190,9.05,13860,-15410,-200
2000-05-17,18700,19100,1276440,9.24,31360,-31560,-50
2000-05-18,18500,17900,413750,8.66,-11770,-5860,-270
2000-05-19,18200,17800,376100,8.61,-10760,10780,-20
2000-05-22,17100,15700,360520,7.6,15710,-15490,-220
2000-05-23,14800,14500,364240,7.02,-47360,44400,2490
2000-05-24,14100,14450,800560,6.99,5230,-6180,-30
2000-05-25,14950,15750,650630,7.62,2390,-1960,-270
2000-05-26,15200,14500,388270,7.02,-105890,104350,1540
2000-05-29,13100,14900,692210,7.21,-7620,890,2480
2000-05-30,15700,15500,397770,7.5,-15590,18260,1160
2000-05-31,16400,16150,525580,7.81,24580,-14920,-580
2000-06-01,16400,17950,891220,8.68,23340,-19950,-6020
2000-06-02,18100,18100,882790,8.76,-99490,118820,4010
2000-06-05,18600,19000,727200,9.19,-121000,121850,-330
2000-06-07,19300,19500,634390,9.43,-41090,34260,-170
2000-06-08,19750,18000,450650,8.71,33920,51380,-36140
2000-06-09,18200,18550,376060,8.98,-16290,17230,10
2000-06-12,19500,21300,921890,10.31,32850,-32070,-860
2000-06-13,21800,20500,1633270,9.92,-66920,62190,2300
2000-06-14,22000,20300,613380,9.82,-33810,28850,-2000
2000-06-15,20100,19000,378880,9.19,-109970,111020,0
2000-06-16,18150,18500,435210,8.95,-30140,30430,-270
2000-06-19,18400,19500,424500,9.43,-10380,13070,-1480
2000-06-20,21450,19500,2454260,9.43,312730,-332230,1500
2000-06-21,19500,19150,538850,9.26,-56710,57140,-530
2000-06-22,19700,19150,418780,9.26,2330,-3230,1000
2000-06-23,18700,19400,425490,9.39,-21130,21130,0
2000-06-26,19900,20800,1172690,10.06,-8240,-4730,-1960
2000-06-27,20650,20150,693550,9.75,23090,-23880,0
2000-06-28,20150,20350,616690,9.85,-92250,101630,750
2000-06-29,20400,20000,303140,9.68,-49920,50710,-120
2000-06-30,19900,19700,202920,9.53,-7130,6830,0
2000-07-03,19500,19850,193320,9.6,-1540,2140,-1080
2000-07-04,20000,20200,522240,9.77,-12340,12140,100
2000-07-05,20400,20200,592480,9.77,-8450,58110,-50000
2000-07-06,20300,19900,414980,9.63,67080,-76480,5500
2000-07-07,20500,21000,1527110,10.16,-9180,-13870,22760
2000-07-10,21700,21200,1172420,10.26,45310,-30150,140
2000-07-11,21300,21750,1145410,10.52,-140670,137070,-20
2000-07-12,22100,24000,2416910,11.61,144050,-133690,-11940
2000-07-13,24000,23700,1881000,11.47,25470,-29600,-140
2000-07-14,24000,24400,1602540,11.8,116900,-107190,-11850
2000-07-18,24400,21700,1757530,10.5,-71230,67590,810
2000-07-19,21200,20150,822310,9.75,-91990,91500,1030
2000-07-20,20000,19900,430650,9.63,-41660,43470,270
2000-07-21,20100,20000,360730,9.68,-26770,26950,20
2000-07-24,20200,18800,500480,9.1,18270,-20370,950
2000-07-25,18800,19000,357620,9.19,-19620,22520,1950
2000-07-26,18900,19300,282880,9.34,-86900,88500,0
2000-07-27,19000,19600,430770,9.48,-24920,24990,0
2000-07-28,19850,19400,307640,9.39,-148490,134600,3270
2000-07-31,19000,19300,168030,9.34,-40950,18900,2120
2000-08-01,19000,19600,176840,9.48,3620,-2870,0
2000-08-02,20500,20150,533040,9.75,-25860,14130,-420
2000-08-03,20800,20150,306790,9.75,-15180,14850,-70
2000-08-04,20000,19500,124960,9.43,-11850,11500,490
2000-08-07,19100,18600,130740,9,-8660,9660,-500
2000-08-08,18500,18400,126450,8.9,7410,-8530,270
2000-08-09,18550,19400,154340,9.39,-54130,52260,1320
2000-08-10,19300,19750,180090,9.55,-36790,34560,2430
2000-08-11,19700,20050,186720,9.7,-54240,54270,20
2000-08-14,20500,20050,107990,9.7,-8860,-1590,150
2000-08-16,20100,20300,116470,9.82,-14360,13480,740
2000-08-17,20100,20500,209150,9.92,-53790,12210,0
2000-08-18,20100,20500,150100,9.92,-41840,11980,10
2000-08-21,20400,20050,73950,9.7,-32360,24040,-20
2000-08-22,20100,20600,134840,9.97,-66910,1900,280
2000-08-23,20800,20400,87970,9.87,-30880,29550,70
2000-08-24,20400,20850,295910,10.09,-64270,68890,350
2000-08-25,20900,21000,217870,10.16,-29640,39450,-10
2000-08-28,21000,21200,117630,10.26,-56320,53950,2020
2000-08-29,21300,21300,95540,10.31,-18270,15420,640
2000-08-30,20500,21100,83870,10.21,-38930,39110,-40
2000-08-31,20850,20100,111180,9.72,-36980,38130,-680
2000-09-01,20500,20600,88660,9.97,-23080,16070,340
2000-09-04,20400,21250,173680,10.28,22090,-22890,0
2000-09-05,21500,21000,245740,10.16,4600,-3240,190
2000-09-06,20800,20900,145090,10.11,-15090,1860,1230
2000-09-07,20700,21800,720070,10.55,30420,-29130,-1050
2000-09-08,22000,21650,214870,10.47,-103760,101860,-670
2000-09-14,21550,21300,124230,10.31,-8620,21580,-10110
2000-09-15,21000,21000,139850,10.16,-15510,19810,-2880
2000-09-18,20150,20000,188210,9.68,-85300,84550,420
2000-09-19,19100,19700,371250,9.53,22520,-22980,-10
2000-09-20,20000,20800,298460,10.06,-1830,2840,-210
2000-09-21,20500,20500,144950,9.92,-30210,32040,-1830
2000-09-22,19800,19500,139310,9.43,-18550,26210,-640
2000-09-25,19500,20050,92310,9.7,-33950,28590,-80
2000-09-26,20300,20350,95560,9.85,-17400,16550,0
2000-09-27,20350,20500,111680,9.92,-1070,-12010,0
2000-09-28,20300,20200,132870,9.77,6620,-13400,0
2000-09-29,20600,20600,271690,9.97,30850,-40070,3890
2000-10-02,20700,20700,192200,10.01,7260,-6960,0
2000-10-04,21000,20800,339050,10.06,26710,-31830,1060
2000-10-05,20650,20600,179380,9.97,9600,-30530,10
2000-10-06,20600,20600,251250,9.97,-15380,28340,-11120
2000-10-09,20600,20100,120710,9.72,11170,920,-15930
2000-10-10,20200,20650,307570,9.99,27300,8230,4650
2000-10-11,21000,19900,206260,9.63,21270,-16020,350
2000-10-12,19400,19700,102260,9.53,-15850,17380,-1340
2000-10-13,18800,18900,200290,9.14,-76460,32880,43810
2000-10-16,20200,19450,137890,9.41,15700,-15600,130
2000-10-17,19450,18800,97770,9.1,-30850,30770,0
2000-10-18,18300,18450,83520,8.93,-7180,7270,390
2000-10-19,17800,18300,86750,8.85,-3700,4030,130
2000-10-20,18450,18400,107040,8.9,15210,-16580,1310
2000-10-23,18400,17900,78510,8.66,-4230,-1460,-120
2000-10-24,17800,18000,93030,8.71,-15060,15130,-190
2000-10-25,17800,17850,77810,8.64,-15840,16040,-40
2000-10-26,17550,17600,65920,8.52,-19710,19710,0
2000-10-27,17850,17350,102910,8.39,17580,-20590,540
2000-10-30,17400,16700,72420,8.08,-8530,9780,-540
2000-10-31,16500,17500,223840,8.47,13480,-13760,20
2000-11-01,17500,20000,618430,9.68,48120,-72390,2170
2000-11-02,20500,19000,1353060,9.19,227700,-148360,-10930
2000-11-03,19500,18800,462200,9.1,21860,-21220,-50
2000-11-06,18900,18750,339910,9.07,-45350,133720,11030
2000-11-07,18600,19050,562210,9.19,174620,-96260,-55340
2000-11-08,19450,18700,406010,9.02,-36340,47910,10700
2000-11-09,18700,18750,204870,9.05,-7160,8700,-910
2000-11-10,18350,18550,398660,8.95,6760,81800,160
2000-11-13,18350,18000,159610,8.69,-30100,14070,16470
2000-11-14,18000,18050,259010,8.71,8630,21270,100
2000-11-15,18250,18000,210050,8.69,28310,23660,30
2000-11-16,18150,18000,248450,8.69,7550,-8090,430
2000-11-17,17800,18000,124090,8.69,-5600,6050,-350
2000-11-20,18000,18000,119220,8.69,-21090,14200,1890
2000-11-21,18000,18200,529530,8.78,135360,-119360,-1040
2000-11-22,18300,18200,360840,8.78,8900,-16780,0
2000-11-23,18000,16550,256790,7.99,15540,-24040,8220
2000-11-24,16550,17000,218240,8.2,24450,-24130,620
2000-11-27,17000,17000,198680,8.2,30820,-21680,-7740
2000-11-28,17200,17200,296080,8.3,43530,-48230,-200
2000-11-29,17100,16350,153130,7.89,6330,-390,-4880
2000-11-30,16500,15300,288210,7.38,96010,-75690,-240
2000-12-01,14500,15300,263790,7.38,-10470,6580,3400
2000-12-04,15500,14700,127130,7.09,4590,-4560,10
2000-12-05,14700,14700,265100,7.09,85370,-83660,0
2000-12-06,15300,14700,242270,7.09,10870,-14750,2690
2000-12-07,14700,14500,134980,7,26210,-23660,-2280
2000-12-08,14500,15150,363630,7.31,43150,-58620,3860
2000-12-11,15450,15600,346400,7.53,15730,-14570,630
2000-12-12,15700,15000,358940,7.24,164560,-163630,-550
2000-12-13,15050,15400,383530,7.43,-24880,20210,4300
2000-12-14,15200,15800,453090,7.62,63240,-69750,3140
2000-12-15,16050,15500,250850,7.48,-51170,32650,18560
2000-12-18,15000,15000,278390,7.24,65460,-58610,2110
2000-12-19,15200,14700,256520,7.09,-10520,18870,-1370
2000-12-20,14400,13500,230920,6.51,-210,1180,30
2000-12-21,12700,12700,292850,6.13,54940,-57580,10
2000-12-22,12800,11900,262010,5.74,28330,-28670,0
2000-12-26,12050,12050,187120,5.81,55830,-37110,0
2001-01-02,11950,13200,311120,4.02,-18550,13820,0
2001-01-03,12700,13200,234590,4.02,-30030,28510,-1810
2001-01-04,14000,13750,290380,4.19,-37950,33700,170
2001-01-05,13450,13950,201060,4.25,320,-140,-40
2001-01-08,13750,13850,277870,4.22,7280,-14320,6680
2001-01-09,13900,14200,322970,4.33,-12460,11460,650
2001-01-10,14650,13000,536030,3.96,107180,-104220,780
2001-01-11,13850,13600,307460,4.14,47230,-38640,-9740
2001-01-12,14000,14000,408960,4.27,2090,-3170,2830
2001-01-15,14200,14150,416670,4.31,4440,-2190,-2080
2001-01-16,14000,14000,282030,4.27,70650,-52240,-2510
2001-01-17,14600,15000,1968300,4.57,166370,-156470,-390
2001-01-18,15000,14350,537100,4.37,330,-1840,1150
2001-01-19,14500,14400,367090,4.39,28690,-38680,8150
2001-01-22,14200,15000,481260,4.57,10960,-57760,50000
2001-01-26,15200,14400,293960,4.39,-5520,11410,-700
2001-01-29,14450,14450,242810,4.4,-9720,9720,0
2001-01-30,14400,14500,305840,4.42,-63410,56930,-460
2001-01-31,14650,14700,275600,4.48,-49430,55530,-300
2001-02-01,14500,14500,254120,4.42,-82870,80150,790
2001-02-02,14600,14400,141330,4.39,2380,-2240,0
2001-02-05,14400,14300,247290,4.36,-18150,43210,-1490
2001-02-06,14350,14100,172670,4.3,-16400,14140,2800
2001-02-07,14150,14000,151660,4.27,-34250,37550,-2910
2001-02-08,13850,14000,124640,4.27,-1370,920,480
2001-02-09,14100,14150,186790,4.31,28680,-9750,-19000
2001-02-12,14700,14300,469770,4.36,76410,-76480,-240
2001-02-13,14650,14350,252070,4.37,22330,-30500,8100
2001-02-14,14250,14300,188830,4.36,920,-1400,180
2001-02-15,14600,14200,215930,4.33,9100,-9190,0
2001-02-16,14100,13900,215580,4.23,88560,-87690,200
2001-02-19,14100,14000,299810,4.27,-17120,68300,-50490
2001-02-20,13900,16100,1909920,4.91,-39090,31990,2700
2001-02-21,16000,15300,941260,4.66,-127490,131990,200
2001-02-22,15800,16150,1895200,4.92,181600,-121610,-7020
2001-02-23,16150,16000,813940,4.87,-26370,37600,8890
2001-02-26,16300,15400,627240,4.69,-2100,2220,-6780
2001-02-27,15550,15000,406520,4.57,16010,-11020,1660
2001-02-28,15000,15000,227090,4.57,-32160,11790,19900
2001-03-02,15100,14900,566380,4.54,-52310,51140,-150
2001-03-05,15050,15400,571740,4.69,-7260,9760,-680
2001-03-06,15600,15000,246970,4.57,-19470,19200,200
2001-03-07,15000,15400,262420,4.69,-65240,68140,-2720
2001-03-08,15150,15500,223870,4.72,-35900,16840,6880
2001-03-09,15500,15600,444050,4.75,16250,-11670,-3320
2001-03-12,15000,14850,219410,4.52,-34560,35450,-1390
2001-03-13,14400,13600,173530,4.14,-21640,10870,10700
2001-03-14,14200,14300,169290,4.36,13350,-15740,-680
2001-03-15,13550,13750,199500,4.19,29300,3100,-32700
2001-03-16,14050,14200,313510,4.33,-18980,18480,-100
2001-03-19,14200,13950,142710,4.25,-5230,4920,200
2001-03-20,14100,13800,152250,4.2,17140,-400,-17010
2001-03-21,13500,13650,122250,4.16,11950,-12370,90
2001-03-22,13500,13350,104620,4.07,18070,-14070,0
2001-03-23,13350,14400,606320,4.39,-23710,12940,-430
2001-03-26,14900,14650,364630,4.46,-71910,60600,-530
2001-03-27,14800,14650,301580,4.46,-53310,25860,-550
2001-03-28,14850,15000,269090,4.57,-7930,8710,-450
2001-03-29,14950,14750,461400,4.49,-53370,53720,350
2001-03-30,14900,14750,649500,4.49,23470,-25550,-500
2001-04-02,14800,14100,217240,4.3,-29250,27550,500
2001-04-03,13750,13650,138360,4.16,-28930,27110,1690
2001-04-04,13300,13700,125020,4.17,-43190,42320,300
2001-04-06,14500,14000,98000,4.27,-15690,13080,-70
2001-04-09,13700,13950,37190,4.25,-1220,120,0
2001-04-10,14050,13750,65020,4.19,-10870,-1370,-600
2001-04-11,13900,14450,247300,4.4,-106510,112110,-200
2001-04-12,14200,14400,69270,4.39,470,-70,-130
2001-04-13,14500,14350,143670,4.37,-9930,20550,0
2001-04-16,14200,14250,66780,4.34,10110,-10940,0
2001-04-17,14300,14250,102870,4.34,-1920,1820,100
2001-04-18,14500,14700,265430,4.48,-330,-590,-100
2001-04-19,14900,14800,248100,4.51,56040,-49060,0
2001-04-20,14800,14500,102240,4.42,-14350,11270,0
2001-04-23,14500,14700,111720,4.48,-25530,26310,490
2001-04-24,14700,14600,151340,4.45,-28080,28370,-510
2001-04-25,14600,14600,88280,4.45,-2160,300,1190
2001-04-26,14950,14450,88440,4.4,26630,-26290,0
2001-04-27,14400,14800,125040,4.51,-53800,14500,6820
2001-04-30,14800,14900,152240,4.54,25150,-18490,0
2001-05-02,15000,15200,394130,4.63,37080,-33300,720
2001-05-03,15300,16100,596310,4.91,-120230,117490,-5920
2001-05-04,15900,16000,493070,4.87,-51510,-3980,0
2001-05-07,16300,16500,379690,5.03,-31650,41760,0
2001-05-08,16400,16650,424470,5.07,-96420,95260,3890
2001-05-09,16950,16600,235760,5.06,-66260,62020,3000
2001-05-10,16300,16600,163090,5.06,-45420,30400,320
2001-05-11,16400,16700,122570,5.09,-27070,23860,5000
2001-05-14,16600,16900,136860,5.15,-28280,22820,-500
2001-05-15,16650,16600,71590,5.06,-36020,35170,0
2001-05-16,16850,16800,875850,5.12,146420,-115280,0
2001-05-17,17900,17600,613580,5.36,-113790,116280,100
2001-05-18,17600,18000,383900,5.48,-61260,-5350,84040
2001-05-21,18000,18100,254220,5.51,-23920,17110,15860
2001-05-22,18100,17650,246740,5.38,550,37980,-33920
2001-05-23,17800,17550,141690,5.35,820,-4240,0
2001-05-24,17700,17600,161580,5.36,-21920,10760,5790
2001-05-25,17600,17900,122770,5.45,-67870,71960,0
2001-05-28,17700.0,18250.0,174250.0,5.56,-38100,44710,0
2001-05-29,18250.0,18750.0,390810.0,5.71,-101910,65800,0
2001-05-30,18750.0,18800.0,297310.0,5.73,-54580,57780,-2820
2001-05-31,18500.0,18800.0,518950.0,5.73,86470,-71030,-710
2001-06-01,19000.0,18350.0,210490.0,5.59,-40250,45120,600
2001-06-04,18200.0,17800.0,112380.0,5.42,4810,-5280,270
2001-06-05,17800.0,17200.0,175920.0,5.24,20840,-23860,3720
2001-06-07,17300.0,17250.0,75190.0,5.26,-34920,27910,820
2001-06-08,17200.0,17650.0,112570.0,5.38,-26510,18660,3990
2001-06-11,17500.0,17250.0,54960.0,5.26,4320,-7600,0
2001-06-12,17200.0,17600.0,107250.0,5.36,-16440,11210,0
2001-06-13,17500.0,17900.0,129700.0,5.45,-45710,45260,0
2001-06-14,18200.0,18900.0,392790.0,5.76,-92360,87270,-580
2001-06-15,18600.0,18500.0,282260.0,5.64,63400,-99090,-550
2001-06-18,18800.0,18000.0,110560.0,5.48,19890,-24240,0
2001-06-19,18000.0,18100.0,174660.0,5.51,1250,6310,-5200
2001-06-20,18000.0,18100.0,95700.0,5.51,-13160,13800,0
2001-06-21,17800.0,17500.0,98640.0,5.33,39030,-44810,0
2001-06-22,17300.0,17450.0,79630.0,5.32,4930,-3480,-1000
2001-06-25,17250.0,17600.0,56610.0,5.36,-10410,-2250,0
2001-06-26,17650.0,17200.0,90420.0,5.24,9370,-11130,0
2001-06-27,17500.0,17500.0,123460.0,5.33,-170,-8490,600
2001-06-28,17500.0,17400.0,109400.0,5.3,10660,-15260,60
2001-06-29,17550.0,17600.0,81860.0,5.36,-2210,24890,2760
2001-07-02,17900.0,18000.0,156070.0,5.48,-7530,1000,-1370
2001-07-03,18300.0,18450.0,215770.0,5.62,-69910,30370,0
2001-07-04,18450.0,18900.0,194810.0,5.76,-72380,51950,19720
2001-07-05,18700.0,18750.0,99310.0,5.71,-14360,12780,0
2001-07-06,18350.0,19000.0,138290.0,5.79,-61410,29750,26360
2001-07-09,19300.0,19000.0,639560.0,5.79,82550,-105590,17000
2001-07-10,19200.0,18850.0,149420.0,5.74,-59630,58130,400
2001-07-11,18050.0,18100.0,179670.0,5.51,-15130,38690,0
2001-07-12,18350.0,18300.0,146160.0,5.58,-10180,25770,-1260
2001-07-13,18550.0,17900.0,75840.0,5.45,-18670,24050,0
2001-07-16,17650.0,18200.0,59350.0,5.54,-23460,14150,520
2001-07-18,18500.0,17800.0,60320.0,5.42,4160,-2290,100
2001-07-19,17900.0,17700.0,88010.0,5.39,-16660,15190,110
2001-07-20,17550.0,17000.0,52410.0,5.18,15700,-6790,0
2001-07-23,16600.0,15500.0,92140.0,4.72,1720,-4390,480
2001-07-24,15200.0,15500.0,190430.0,4.72,64950,21360,-88610
2001-07-25,15400.0,15700.0,126970.0,4.78,3810,2530,-10980
2001-07-26,15700.0,16000.0,51660.0,4.87,-14280,14380,0
2001-07-27,16100.0,16500.0,85200.0,5.03,-40090,42760,-1020
2001-07-30,16500.0,16300.0,36590.0,4.97,-940,1210,-110
2001-07-31,16150.0,16800.0,58460.0,5.12,-1150,8220,0
2001-08-01,16800.0,17000.0,61310.0,5.18,14820,-12430,-2830
2001-08-02,17000.0,17000.0,103840.0,5.18,4230,-11510,840
2001-08-03,17000.0,16850.0,37960.0,5.13,6930,-3860,-660
2001-08-06,16850.0,16950.0,52960.0,5.16,20630,-11330,0
2001-08-07,16950.0,17250.0,61650.0,5.26,-11270,7820,0
2001-08-08,17250.0,17500.0,85970.0,5.33,-20730,-13510,21750
2001-08-09,17300.0,17500.0,93430.0,5.33,-13400,17790,0
2001-08-10,17900.0,17750.0,42850.0,5.41,-11570,10960,0
2001-08-13,17900.0,17750.0,63970.0,5.41,1920,-630,0
2001-08-14,17750.0,18100.0,81490.0,5.51,2150,-4770,0
2001-08-16,18100.0,18100.0,69860.0,5.51,8620,-7920,0
2001-08-17,18350.0,17950.0,61630.0,5.47,6780,-8080,0
2001-08-20,17800.0,18000.0,84830.0,5.48,-34630,36220,-5000
2001-08-21,18000.0,18100.0,79780.0,5.51,-30110,18860,11650
2001-08-22,17700.0,18000.0,63060.0,5.48,-36400,22840,14130
2001-08-23,18250.0,18100.0,156720.0,5.51,11740,-12570,30360
2001-08-24,18600.0,19150.0,582130.0,5.83,-26260,-63300,69200
2001-08-27,19500.0,19300.0,229450.0,5.88,-4430,-25410,0
2001-08-28,19450.0,19500.0,111690.0,5.94,-3260,20230,0
2001-08-29,19000.0,19100.0,87580.0,5.82,-29340,30800,0
2001-08-30,18700.0,18750.0,77940.0,5.71,-24480,14480,0
2001-08-31,18250.0,18100.0,111650.0,5.51,-60090,59170,0
2001-09-03,18100.0,18000.0,65180.0,5.48,2350,-2650,0
2001-09-04,18000.0,18300.0,66930.0,5.58,-16030,-9360,10
2001-09-05,18500.0,18150.0,195690.0,5.53,32220,-10000,-320
2001-09-06,18150.0,18400.0,87550.0,5.61,-28390,21490,0
2001-09-07,18600.0,18750.0,155920.0,5.71,10290,-16860,18210
2001-09-10,18700.0,18700.0,65750.0,5.7,-30810,-1180,18180
2001-09-11,18950.0,18650.0,70570.0,5.68,-10760,760,0
2001-09-12,16500.0,16300.0,164280.0,4.97,-19550,7320,220
2001-09-13,17050.0,18300.0,246250.0,5.58,-12620,11960,-770
2001-09-14,18300.0,17900.0,161080.0,5.45,-79710,62000,-1170
2001-09-17,17900.0,17200.0,72960.0,5.24,-27590,27360,-30
2001-09-18,18000.0,18050.0,128140.0,5.5,-8890,13630,0
2001-09-19,18250.0,18700.0,138670.0,5.7,-44710,25240,32200
2001-09-20,18700.0,18500.0,92420.0,5.64,-26490,17630,-110
2001-09-21,18500.0,18500.0,81160.0,5.64,-31140,24840,0
2001-09-24,18600.0,18400.0,89080.0,5.61,26050,-3590,-17480
2001-09-25,18400.0,18400.0,125420.0,5.61,5380,-11680,-2700
2001-09-26,18400.0,18300.0,47540.0,5.58,-10000,13020,-2980
2001-09-27,18250.0,18350.0,73430.0,5.59,-29290,24240,-3850
2001-09-28,18400.0,20100.0,108200.0,6.12,-26290,20070,6170
2001-10-04,19300.0,19350.0,389290.0,5.9,232110,-218150,150
2001-10-05,19450.0,19200.0,152200.0,5.85,-12110,11310,0
2001-10-08,19000.0,18800.0,92780.0,5.73,-14750,14230,0
2001-10-09,18550.0,19150.0,320820.0,5.83,33730,-25280,0
2001-10-10,19300.0,19150.0,113820.0,5.83,-25860,21860,0
2001-10-11,19300.0,19200.0,105340.0,5.85,-15800,15550,0
2001-10-12,19500.0,19900.0,364860.0,6.06,78540,-79650,0
2001-10-15,20500.0,20500.0,1084690.0,6.25,197030,-146920,58160
2001-10-16,20700.0,20800.0,429790.0,6.34,-52870,-48880,104150
2001-10-17,21000.0,20500.0,223170.0,6.25,13300,-8490,0
2001-10-18,20600.0,19900.0,221230.0,6.06,11170,-10070,0
2001-10-19,20000.0,20000.0,127840.0,6.09,9670,-10450,0
2001-10-22,20000.0,20600.0,154020.0,6.28,-30120,21120,0
2001-10-23,20800.0,20550.0,123180.0,6.26,-45420,9190,35000
2001-10-24,20300.0,20000.0,198550.0,6.09,32850,-29810,200
2001-10-25,20100.0,19700.0,148120.0,6.0,26920,15760,-46120
2001-10-26,19900.0,19950.0,159900.0,6.08,-11400,5510,-11400
