Symbol,동아쏘시오홀딩스_시가(원),동아쏘시오홀딩스_종가(원),동아쏘시오홀딩스_거래량(주),동아쏘시오홀딩스_PER(IFRS-연결),동아쏘시오홀딩스_순매수수량(개인)(주),동아쏘시오홀딩스_순매수수량(기관계)(주),동아쏘시오홀딩스_순매수수량(외국인계)(주)
2013-07-25,135000.0,129500.0,22718.0,18.33,7337,-2565,-4772
2013-07-26,130500.0,138000.0,18882.0,19.54,-10351,11125,-896
2013-07-29,137000.0,136000.0,8607.0,19.25,-1895,2588,-308
2013-07-30,135000.0,133500.0,7589.0,18.9,2869,-733,-1853
2013-07-31,133500.0,146000.0,22070.0,20.67,-11231,11068,-237
2013-08-01,145000.0,148000.0,20338.0,20.95,-4227,-2705,6946
2013-08-02,150000.0,151500.0,14704.0,21.45,-3066,3973,-910
2013-08-05,150000.0,161500.0,21994.0,22.86,-5321,4400,1179
2013-08-06,161500.0,156500.0,15335.0,22.16,5301,-3409,-1881
2013-08-07,156500.0,147500.0,31521.0,20.88,6538,-4419,-980
2013-08-08,148500.0,150000.0,13497.0,21.24,-1476,-636,2111
2013-08-09,150000.0,151000.0,10658.0,21.38,-1717,2560,-843
2013-08-12,148500.0,145000.0,13306.0,20.53,-910,1300,-390
2013-08-13,145500.0,147500.0,17963.0,20.88,-1436,-2713,3945
2013-08-14,149000.0,147500.0,7571.0,20.88,1172,-2428,1306
2013-08-16,147500.0,155500.0,20110.0,22.01,-5852,4492,1364
2013-08-19,155000.0,153500.0,10346.0,21.73,-721,964,-243
2013-08-20,152500.0,144500.0,13851.0,20.46,5450,-2727,-2719
2013-08-21,146000.0,144000.0,11810.0,20.39,1399,-466,-1036
2013-08-22,141000.0,143500.0,17850.0,20.32,1228,3792,-4870
2013-08-23,142000.0,143000.0,12380.0,20.24,1159,1297,-2330
2013-08-26,143500.0,142000.0,12190.0,20.1,-1183,1405,-141
2013-08-27,142500.0,136000.0,15785.0,19.25,2398,955,-2895
2013-08-28,135000.0,137500.0,6189.0,19.47,-1219,-578,2143
2013-08-29,138500.0,140000.0,9269.0,19.82,406,-2582,2176
2013-08-30,141000.0,141000.0,8506.0,19.96,-1903,-2841,4744
2013-09-02,141000.0,149500.0,18021.0,21.16,-7876,6023,2132
2013-09-03,150000.0,148500.0,8797.0,21.02,1635,-918,-576
2013-09-04,150000.0,150000.0,7733.0,21.24,-3519,2510,1009
2013-09-05,150000.0,148000.0,8542.0,20.95,470,-1312,1109
2013-09-06,148500.0,150000.0,15048.0,21.24,-5571,4758,1063
2013-09-09,149500.0,144000.0,13336.0,20.39,6295,-5013,-1282
2013-09-10,145000.0,142000.0,18974.0,20.1,-599,3426,-2591
2013-09-11,142000.0,144000.0,6037.0,20.39,-1650,1490,160
2013-09-12,146000.0,150500.0,14912.0,21.31,-5411,2669,2744
2013-09-13,150000.0,146000.0,9441.0,20.67,1954,-2426,487
2013-09-16,147500.0,146500.0,7055.0,20.74,-2273,-1601,3874
2013-09-17,146500.0,147500.0,5891.0,20.88,-123,385,-247
2013-09-23,147500.0,149500.0,6065.0,21.16,-1728,-299,2027
2013-09-24,148500.0,146500.0,5702.0,20.74,2653,-1432,-1221
2013-09-25,146500.0,146000.0,10239.0,20.67,1771,-2786,1015
2013-09-26,146000.0,144500.0,7990.0,20.46,1650,2803,-4594
2013-09-27,146000.0,147000.0,9581.0,20.81,-2947,2104,-1712
2013-09-30,147000.0,153500.0,15018.0,21.73,-2629,-2615,5245
2013-10-01,153500.0,149000.0,7563.0,21.09,1311,-1520,941
2013-10-02,152500.0,152000.0,6161.0,21.52,-1655,618,1037
2013-10-04,150500.0,151500.0,7678.0,21.45,-2222,1168,1224
2013-10-07,151000.0,152000.0,8888.0,21.52,-1447,-491,1938
2013-10-08,153000.0,149000.0,6366.0,21.09,457,-1901,1447
2013-10-10,149500.0,145500.0,8117.0,20.6,1929,-2443,514
2013-10-11,146500.0,147000.0,6098.0,20.81,789,-2715,1926
2013-10-14,147000.0,145000.0,4679.0,20.53,-561,-1328,1889
2013-10-15,146000.0,144000.0,7735.0,20.39,1786,-4085,2299
2013-10-16,145000.0,152000.0,321194.0,21.52,298624,2491,2431
2013-10-17,153500.0,149000.0,11025.0,21.09,-1232,-1881,3313
2013-10-18,152500.0,148000.0,5950.0,20.95,1220,-1134,-85
2013-10-21,149500.0,150000.0,8428.0,21.24,-1016,-3959,2782
2013-10-22,152500.0,151000.0,8957.0,21.38,-1346,-2821,1583
2013-10-23,150500.0,149000.0,8995.0,21.09,-1557,-4187,2746
2013-10-24,150500.0,154000.0,8247.0,21.8,-1458,-1418,2879
2013-10-25,154000.0,152500.0,6107.0,21.59,2713,-3584,871
2013-10-28,151500.0,151000.0,5388.0,21.38,-334,-2439,2016
2013-10-29,150500.0,149500.0,8067.0,21.16,727,-3696,2969
2013-10-30,151000.0,150500.0,6791.0,21.31,-786,-3193,4036
2013-10-31,151500.0,151000.0,7018.0,21.38,-486,-4372,2668
2013-11-01,151000.0,153000.0,8535.0,21.66,-1478,-1012,4319
2013-11-04,153000.0,149000.0,7451.0,21.09,2836,-3313,65
2013-11-05,149000.0,145500.0,12745.0,20.6,3278,-7385,-793
2013-11-06,144000.0,143000.0,12455.0,20.24,2731,-2460,-271
2013-11-07,142000.0,138500.0,13429.0,19.61,4803,-4510,-2759
2013-11-08,138000.0,142000.0,23091.0,20.1,-2764,3045,-2761
2013-11-11,140000.0,143500.0,7792.0,20.32,-2302,3699,-1397
2013-11-12,143500.0,141000.0,7316.0,19.96,1036,-433,-2583
2013-11-13,141000.0,144500.0,9240.0,20.46,-2217,1572,815
2013-11-14,143000.0,142000.0,8192.0,20.1,1519,-4908,2564
2013-11-15,144000.0,142000.0,4882.0,20.1,414,-2415,1425
2013-11-18,141500.0,142500.0,4647.0,20.17,-174,-823,997
2013-11-19,141500.0,142500.0,8003.0,20.17,-789,-172,961
2013-11-20,141500.0,143500.0,3203.0,20.32,-409,-565,974
2013-11-21,144000.0,143500.0,8452.0,20.32,-602,-1000,1602
2013-11-22,145000.0,142000.0,8867.0,20.1,1680,214,-1894
2013-11-25,143000.0,144500.0,11942.0,20.46,-2247,-2918,-835
2013-11-26,143000.0,142000.0,8889.0,20.1,871,-1987,-1884
2013-11-27,143500.0,147000.0,5370.0,20.81,-3731,2937,744
2013-11-28,149000.0,146500.0,6422.0,20.74,646,1626,-2272
2013-11-29,145500.0,147000.0,7065.0,20.81,-2026,1867,159
2013-12-02,147000.0,150000.0,5341.0,21.24,-1861,-204,2065
2013-12-03,151000.0,148000.0,6906.0,20.95,-371,1124,1996
2013-12-04,147500.0,146000.0,2467.0,20.67,217,-742,525
2013-12-05,146000.0,148500.0,5997.0,21.02,-1518,2787,-1269
2013-12-06,150000.0,148000.0,74506.0,20.95,-66658,-805,350
2013-12-09,151500.0,144500.0,7045.0,20.46,2517,18,-2535
2013-12-10,143500.0,147000.0,6792.0,20.81,-967,-200,297
2013-12-11,149000.0,141000.0,10125.0,19.96,4774,-4929,155
2013-12-12,140500.0,140000.0,8627.0,19.82,530,1772,-2051
2013-12-13,141000.0,140000.0,2691.0,19.82,-850,1073,-223
2013-12-16,138500.0,140000.0,3267.0,19.82,-114,-3,117
2013-12-17,142000.0,139500.0,4484.0,19.75,247,-30,-217
2013-12-18,137500.0,138500.0,17859.0,19.61,102,1737,-1839
2013-12-19,141000.0,138500.0,7655.0,19.61,682,334,-1016
2013-12-20,137000.0,139000.0,6078.0,19.68,-319,78,241
2013-12-23,139500.0,141000.0,6950.0,19.96,-1741,2523,-125
2013-12-24,141000.0,140000.0,4139.0,19.82,-210,416,-209
2013-12-26,142000.0,149500.0,26702.0,21.16,-9201,10431,-1318
2013-12-27,149000.0,149500.0,10218.0,21.16,-1688,1619,69
2013-12-30,150500.0,147500.0,14936.0,20.88,-1351,-3115,4466
2014-01-02,149500.0,147000.0,8093.0,54.89,727,-2135,1408
2014-01-03,147000.0,141500.0,12579.0,52.83,3988,270,-4258
2014-01-06,140000.0,139500.0,14195.0,52.09,1950,-982,-968
2014-01-07,140500.0,140000.0,8784.0,52.27,1077,-1247,169
2014-01-08,140500.0,140500.0,5924.0,52.46,1881,-3768,1887
2014-01-09,139500.0,138000.0,8023.0,51.53,3210,-4171,961
2014-01-10,139500.0,138500.0,8614.0,51.71,-1067,2781,-1714
2014-01-13,140000.0,136500.0,7988.0,50.97,4184,-3948,-236
2014-01-14,137000.0,132500.0,11452.0,49.47,5470,-3901,-1569
2014-01-15,131500.0,131000.0,6446.0,48.91,1466,-1505,39
2014-01-16,131000.0,131000.0,10043.0,48.91,225,-47,-178
2014-01-17,130500.0,127500.0,11456.0,47.61,2661,-2232,-429
2014-01-20,128500.0,127500.0,10808.0,47.61,2262,-3735,1473
2014-01-21,126500.0,127000.0,11072.0,47.42,1444,72,-1516
2014-01-22,127000.0,126000.0,11580.0,47.05,3495,-1894,-1601
2014-01-23,126500.0,124000.0,10958.0,46.3,2886,-2542,-344
2014-01-24,123000.0,127000.0,14371.0,47.42,-3114,5721,-2602
2014-01-27,128000.0,125500.0,7808.0,46.86,-1115,3008,-1893
2014-01-28,126500.0,127500.0,7670.0,47.61,-1911,2286,-375
2014-01-29,129500.0,127500.0,6580.0,47.61,109,193,-341
2014-02-03,127500.0,128500.0,4472.0,47.98,-1677,1234,443
2014-02-04,127500.0,127500.0,7232.0,47.61,936,-674,-603
2014-02-05,128500.0,125000.0,4354.0,46.67,77,245,-822
2014-02-06,125500.0,122500.0,6529.0,45.74,1038,-1025,-115
2014-02-07,121500.0,110500.0,47989.0,41.26,26524,-28348,-842
2014-02-10,112500.0,121500.0,29251.0,45.37,-12254,2850,6872
2014-02-11,121500.0,121000.0,12338.0,45.18,-2061,2437,-375
2014-02-12,120500.0,122000.0,7644.0,45.55,-1812,1495,317
2014-02-13,121500.0,123000.0,4978.0,45.93,-424,1087,-671
2014-02-14,123000.0,124500.0,2979.0,46.49,-652,367,285
2014-02-17,125500.0,122000.0,5520.0,45.55,2412,-2666,254
2014-02-18,121500.0,123000.0,4855.0,45.93,-380,-195,575
2014-02-19,122000.0,125000.0,5784.0,46.67,-2758,2809,-51
2014-02-20,123500.0,123500.0,2968.0,46.11,795,838,-1633
2014-02-21,122000.0,124500.0,5874.0,46.49,-990,1830,-840
2014-02-24,124000.0,123500.0,6050.0,46.11,-495,2306,-1811
2014-02-25,123500.0,122500.0,5420.0,45.74,115,3684,-3799
2014-02-26,122000.0,121500.0,5965.0,45.37,1186,2624,-3725
2014-02-27,121000.0,121500.0,5778.0,45.37,-328,3523,-3195
2014-02-28,121500.0,123000.0,7187.0,45.93,-1165,3081,-1916
2014-03-03,121500.0,122000.0,9290.0,45.55,-3306,4496,-1190
2014-03-04,122000.0,123500.0,5893.0,46.11,-477,403,74
2014-03-05,124000.0,125500.0,7813.0,46.86,-3169,3326,-187
2014-03-06,125500.0,127000.0,11299.0,47.42,-1684,3160,-1327
2014-03-07,127000.0,123000.0,14712.0,45.93,5314,-789,-4525
2014-03-10,123000.0,120000.0,10850.0,44.81,3620,1013,-4633
2014-03-11,121000.0,119500.0,7517.0,44.62,921,1050,-1971
2014-03-12,119000.0,121000.0,12977.0,45.18,-191,3122,-2809
2014-03-13,120000.0,119500.0,13351.0,44.62,2482,1531,-4013
2014-03-14,119000.0,116500.0,25506.0,43.5,6382,7840,-14222
2014-03-17,117000.0,116500.0,6799.0,43.5,1863,1582,-3445
2014-03-18,116500.0,117000.0,6815.0,43.69,323,3457,-3780
2014-03-19,117000.0,118000.0,5798.0,44.06,155,1900,-2056
2014-03-20,117500.0,116000.0,9303.0,43.31,782,4253,-5035
2014-03-21,115500.0,117500.0,5782.0,43.87,-2182,158,2024
2014-03-24,117500.0,117500.0,9169.0,43.87,-3446,6661,-3215
2014-03-25,118500.0,117500.0,5050.0,43.87,1186,-319,-867
2014-03-26,117500.0,118000.0,6021.0,44.06,313,260,-573
2014-03-27,117000.0,118000.0,3568.0,44.06,-220,791,-571
2014-03-28,118000.0,117500.0,7212.0,43.87,-1655,4701,-3046
2014-03-31,117500.0,120000.0,9786.0,44.81,-2312,2957,-419
2014-04-01,118500.0,121000.0,9851.0,45.18,-2434,4249,-1752
2014-04-02,121000.0,121000.0,6078.0,45.18,-1268,3027,-1759
2014-04-03,120500.0,119500.0,9256.0,44.62,2694,2967,-5661
2014-04-04,120500.0,118500.0,6586.0,44.25,-154,2044,-1890
2014-04-07,118000.0,120500.0,6752.0,44.99,-3227,3719,-492
2014-04-08,120000.0,121500.0,3991.0,45.37,-1093,842,241
2014-04-09,122000.0,123500.0,10534.0,46.11,-7708,7771,-63
2014-04-10,124000.0,124000.0,5672.0,46.3,-4000,4067,-67
2014-04-11,123000.0,127000.0,7762.0,47.42,-3002,3390,-438
2014-04-14,127000.0,128500.0,8860.0,47.98,-3279,3877,-1107
2014-04-15,128000.0,129500.0,8157.0,48.35,-689,2058,-1369
2014-04-16,128500.0,126500.0,18236.0,47.23,-5561,7818,-2213
2014-04-17,125500.0,129500.0,4819.0,48.35,-2031,-887,2918
2014-04-18,130500.0,130500.0,5331.0,48.73,-2351,653,1698
2014-04-21,129500.0,130000.0,3822.0,48.54,-2035,3080,-1045
2014-04-22,130000.0,130000.0,4342.0,48.54,-729,1485,-756
2014-04-23,129000.0,127500.0,2604.0,47.61,298,-442,144
2014-04-24,126000.0,125500.0,12738.0,46.86,3600,-4240,640
2014-04-25,124500.0,125500.0,6016.0,46.86,-517,1543,-1026
2014-04-28,126000.0,130000.0,6762.0,48.54,-3252,3914,-666
2014-04-29,130500.0,131500.0,6120.0,49.1,-1825,2226,-411
2014-04-30,130500.0,130000.0,4460.0,48.54,1205,-517,-564
2014-05-02,128500.0,128500.0,3849.0,47.98,523,-497,-36
2014-05-07,128000.0,128000.0,6317.0,47.79,-813,3084,-2271
2014-05-08,126500.0,126000.0,6033.0,47.05,892,689,-1581
2014-05-09,126000.0,127500.0,4834.0,47.61,-441,941,-500
2014-05-12,126500.0,123500.0,4078.0,46.11,1085,-313,-772
2014-05-13,124500.0,126500.0,6786.0,47.23,-1908,833,514
2014-05-14,126000.0,126500.0,3002.0,47.23,-113,630,-517
2014-05-15,125500.0,125500.0,4174.0,46.86,-74,1161,-1087
2014-05-16,124500.0,126500.0,5149.0,47.23,-688,406,282
2014-05-19,125500.0,126000.0,11547.0,47.05,406,-789,-541
2014-05-20,125000.0,123000.0,12063.0,45.93,1582,332,-1914
2014-05-21,125000.0,123000.0,4872.0,45.93,65,-268,203
2014-05-22,123000.0,120500.0,5815.0,44.99,980,-1959,1175
2014-05-23,121500.0,122000.0,5594.0,45.55,-504,-656,1159
2014-05-26,122000.0,122000.0,6806.0,45.55,-129,-421,550
2014-05-27,123000.0,123000.0,7503.0,45.93,-345,170,212
2014-05-28,121500.0,125000.0,8209.0,46.67,-1987,974,1013
2014-05-29,125500.0,124500.0,7498.0,46.49,99,27,-34
2014-05-30,124000.0,125500.0,7762.0,46.86,-408,1957,-1549
2014-06-02,125500.0,126500.0,2686.0,47.23,-140,355,-215
2014-06-03,125500.0,124000.0,13730.0,46.3,1642,36,-1602
2014-06-05,122500.0,120000.0,10735.0,44.81,6848,-6216,-632
2014-06-09,120500.0,120000.0,10667.0,44.81,1533,-1350,-183
2014-06-10,121500.0,121500.0,4009.0,45.37,-941,1991,-1050
2014-06-11,122500.0,120500.0,6583.0,44.99,254,716,-980
2014-06-12,120000.0,122500.0,8181.0,45.74,211,133,-358
2014-06-13,121500.0,122500.0,5987.0,45.74,-1062,2728,-1662
2014-06-16,121500.0,123500.0,3223.0,46.11,661,406,-1067
2014-06-17,122500.0,123000.0,7194.0,45.93,404,1000,-2660
2014-06-18,122500.0,124500.0,6819.0,46.49,-2205,2339,-752
2014-06-19,126000.0,126500.0,7322.0,47.23,-1539,2287,-1622
2014-06-20,126500.0,127000.0,8467.0,47.42,950,-9,-2676
2014-06-23,129500.0,124500.0,9472.0,46.49,768,-1495,-1620
2014-06-24,125000.0,124500.0,10317.0,46.49,211,1302,-2762
2014-06-25,124500.0,127000.0,6446.0,47.42,-2054,1856,-752
2014-06-26,126000.0,128000.0,7239.0,47.79,-2188,3923,-2599
2014-06-27,128000.0,127500.0,3990.0,47.61,-501,1672,-1171
2014-06-30,129000.0,128000.0,4061.0,47.79,1530,-1394,-136
2014-07-01,127000.0,128500.0,7284.0,47.98,1055,-206,-849
2014-07-02,128500.0,130000.0,10998.0,48.54,-2998,1541,1457
2014-07-03,129000.0,127500.0,6547.0,47.61,1389,-1453,-76
2014-07-04,127500.0,127500.0,4300.0,47.61,-78,32,46
2014-07-07,127500.0,126000.0,5456.0,47.05,521,-187,-334
2014-07-08,125000.0,127500.0,8089.0,47.61,2738,-2606,-852
2014-07-09,126500.0,127500.0,18143.0,47.61,11916,-3534,-10226
2014-07-10,129500.0,130000.0,14422.0,48.54,4685,-620,-962
2014-07-11,129000.0,131000.0,6851.0,48.91,658,2017,-2550
2014-07-14,131500.0,132000.0,11956.0,49.29,1501,2282,-3671
2014-07-15,132000.0,130000.0,11277.0,48.54,3931,2102,-6033
2014-07-16,128500.0,128000.0,7256.0,47.79,1766,-425,-2151
2014-07-17,126500.0,128500.0,8250.0,47.98,2011,242,-2128
2014-07-18,128500.0,126500.0,15100.0,47.23,8858,-4118,-4568
2014-07-21,126500.0,126000.0,5430.0,47.05,150,1041,-1191
2014-07-22,125500.0,125000.0,5861.0,46.67,-779,1079,-300
2014-07-23,125500.0,126500.0,4414.0,47.23,-1011,1219,-215
2014-07-24,126000.0,126500.0,5222.0,47.23,622,984,-1612
2014-07-25,126500.0,128500.0,6294.0,47.98,-1303,4258,-2547
2014-07-28,128000.0,125000.0,10676.0,46.67,2958,-3134,-204
2014-07-29,126000.0,124500.0,6625.0,46.49,-821,-133,957
2014-07-30,125500.0,129000.0,13138.0,48.17,-8769,7419,1350
2014-07-31,129500.0,128500.0,8706.0,47.98,-1060,2803,-1741
2014-08-01,129000.0,125500.0,19330.0,46.86,4204,4150,-8177
2014-08-04,125000.0,125500.0,9491.0,46.86,-1487,4606,-3119
2014-08-05,125000.0,123500.0,9154.0,46.11,1855,1288,-3143
2014-08-06,124000.0,122500.0,2242.0,45.74,-1,-230,231
2014-08-07,121500.0,123000.0,3701.0,45.93,-547,-287,834
2014-08-08,123000.0,123000.0,10396.0,45.93,-2878,2991,130
2014-08-11,123000.0,121000.0,4617.0,45.18,2773,-1529,-803
2014-08-12,121500.0,122500.0,4753.0,45.74,25,1045,-935
2014-08-13,122500.0,120500.0,6285.0,44.99,1389,-200,-1178
2014-08-14,120000.0,121500.0,6130.0,45.37,-807,1493,-662
2014-08-18,121500.0,120000.0,6853.0,44.81,2026,-275,-1751
2014-08-19,120000.0,118500.0,8594.0,44.25,4954,-3345,-945
2014-08-20,117500.0,117500.0,12915.0,43.87,2029,-1250,-942
2014-08-21,116500.0,117500.0,7916.0,43.87,-187,-329,262
2014-08-22,116000.0,116500.0,11084.0,43.5,-181,2646,-2467
2014-08-25,116000.0,119000.0,9456.0,44.43,1488,582,-1810
2014-08-26,119500.0,120000.0,5849.0,44.81,-858,1216,-358
2014-08-27,120500.0,121500.0,4928.0,45.37,-1197,1455,-257
2014-08-28,120500.0,122000.0,9149.0,45.55,-571,1598,-1027
2014-08-29,122500.0,121000.0,9554.0,45.18,589,4047,-4540
2014-09-01,120000.0,117500.0,8720.0,43.87,5347,-3996,-1351
2014-09-02,117500.0,116500.0,11456.0,43.5,2908,-1981,-1040
2014-09-03,116500.0,115500.0,17832.0,43.13,2723,-3578,855
2014-09-04,115000.0,115000.0,10612.0,42.94,69,865,-934
2014-09-05,114500.0,114000.0,10201.0,42.57,3659,-3932,273
2014-09-11,114500.0,112500.0,11599.0,42.01,1630,-609,-1021
2014-09-12,113000.0,113000.0,5330.0,42.19,-26,71,-45
2014-09-15,113000.0,114000.0,6802.0,42.57,477,-21,-341
2014-09-16,114000.0,116500.0,6292.0,43.5,-2057,2348,-291
2014-09-17,116000.0,118500.0,10313.0,44.25,-6880,4948,1935
2014-09-18,117500.0,118500.0,4770.0,44.25,-2579,2801,-484
2014-09-19,119000.0,120000.0,5391.0,44.81,-1824,3295,-1362
2014-09-22,118500.0,118500.0,5807.0,44.25,977,1647,-2824
2014-09-23,118500.0,119500.0,4973.0,44.62,-1391,1890,-499
2014-09-24,120000.0,133000.0,47176.0,49.66,-10760,12156,-2705
2014-09-25,133000.0,143000.0,56547.0,53.39,12939,1288,-12027
2014-09-26,142000.0,142000.0,61717.0,53.02,11565,-11271,-6575
2014-09-29,138500.0,142000.0,20607.0,53.02,6327,-109,-7273
2014-09-30,139500.0,143000.0,19212.0,53.39,7661,-6809,-1079
2014-10-01,140000.0,142000.0,9724.0,53.02,644,-64,-920
2014-10-02,139000.0,139500.0,11664.0,52.09,1010,-349,-731
2014-10-06,137500.0,141000.0,11296.0,52.65,-1068,3875,-2857
2014-10-07,140000.0,144500.0,14464.0,53.95,-1919,-177,1636
2014-10-08,144000.0,149000.0,19626.0,55.63,6743,-4789,-1826
2014-10-10,153500.0,149000.0,12835.0,55.63,-970,1298,-342
2014-10-13,149000.0,151500.0,18772.0,56.57,6980,-5428,-1919
2014-10-14,153000.0,150000.0,15809.0,56.01,4053,-1584,-2485
2014-10-15,148500.0,148500.0,8531.0,55.45,-10,-855,865
2014-10-16,148000.0,151500.0,34922.0,56.57,-75,5765,1541
2014-10-17,153500.0,153000.0,20479.0,57.13,2037,2549,1405
2014-10-20,154500.0,149500.0,19637.0,55.82,11379,-7236,-1067
2014-10-21,147500.0,149000.0,16340.0,55.63,-1007,-286,1310
2014-10-22,147000.0,149500.0,56306.0,55.82,-8706,8875,2773
2014-10-23,149500.0,155000.0,36790.0,57.87,3897,-1451,2333
2014-10-24,156500.0,153500.0,18886.0,57.31,3959,5884,-3656
2014-10-27,154000.0,153500.0,22894.0,57.31,4556,7126,-1176
2014-10-28,156500.0,153000.0,35913.0,57.13,7205,7135,-1765
2014-10-29,153000.0,150500.0,22959.0,56.19,5380,-1767,-1406
2014-10-30,148500.0,148000.0,13334.0,55.26,-271,-652,595
2014-10-31,146500.0,147000.0,8683.0,54.89,-2606,2759,535
2014-11-03,144500.0,149000.0,20677.0,55.63,238,6848,867
2014-11-04,148500.0,149000.0,21425.0,55.63,722,5690,-514
2014-11-05,152500.0,150500.0,25460.0,56.19,6316,626,-2130
2014-11-06,151000.0,144000.0,52752.0,53.77,-18242,22999,-3954
2014-11-07,142000.0,143500.0,20953.0,53.58,-7679,7124,-52
2014-11-10,143500.0,136500.0,22109.0,50.97,587,-2344,2915
2014-11-11,136500.0,136000.0,12047.0,50.78,-992,423,1169
2014-11-12,135000.0,131500.0,24403.0,49.1,2574,-5678,3416
2014-11-13,130500.0,135500.0,24601.0,50.59,-9456,8238,1246
2014-11-14,134500.0,133500.0,6003.0,49.85,287,-607,312
2014-11-17,132000.0,131000.0,16445.0,48.91,-6964,2296,2091
2014-11-18,131000.0,134500.0,8991.0,50.22,-4522,4351,-1726
2014-11-19,133500.0,134500.0,13789.0,50.22,-6160,5527,768
2014-11-20,134000.0,135500.0,9264.0,50.59,-1121,1899,-778
2014-11-21,135500.0,135500.0,9989.0,50.59,-565,2845,-2072
2014-11-24,134000.0,132000.0,25910.0,49.29,1767,-648,-169
2014-11-25,130500.0,131500.0,5332.0,49.1,786,-1036,185
2014-11-26,131500.0,129000.0,8998.0,48.17,629,-922,293
2014-11-27,128500.0,128500.0,5900.0,47.98,-2191,1205,786
2014-11-28,127500.0,125500.0,9124.0,46.86,156,-1844,1856
2014-12-01,124000.0,122500.0,6718.0,45.74,566,-2122,1556
2014-12-02,122000.0,126000.0,7803.0,47.05,-1463,379,1103
2014-12-03,124500.0,129000.0,9891.0,48.17,-2951,4017,-1066
2014-12-04,127500.0,129000.0,4873.0,48.17,544,44,-527
2014-12-05,127500.0,128000.0,4090.0,47.79,-793,1233,-705
2014-12-08,126000.0,129000.0,7864.0,48.17,-3354,4902,-1526
2014-12-09,128000.0,127000.0,4816.0,47.42,-808,2528,-2173
2014-12-10,126500.0,125500.0,9243.0,46.86,-961,1033,-1330
2014-12-11,125500.0,121000.0,13951.0,45.18,1777,962,-3610
2014-12-12,122000.0,120000.0,12050.0,44.81,-2941,-359,1068
2014-12-15,120000.0,126000.0,19045.0,47.05,-8577,9831,1327
2014-12-16,126000.0,124000.0,12494.0,46.3,-3077,3249,-1032
2014-12-17,125000.0,124500.0,6529.0,46.49,-2489,1272,362
2014-12-18,126500.0,123000.0,13036.0,45.93,-5791,2744,-323
2014-12-19,124000.0,121500.0,9804.0,45.37,1616,-2913,405
2014-12-22,121500.0,121500.0,5231.0,45.37,-592,-219,343
2014-12-23,121500.0,119500.0,11783.0,44.62,-2410,2428,-599
2014-12-24,118500.0,118500.0,11150.0,44.25,-3258,2297,1281
2014-12-26,119000.0,123500.0,17545.0,46.11,-6014,5131,-108
2014-12-29,122500.0,122000.0,6344.0,45.55,285,54,-1967
2014-12-30,121500.0,121500.0,9995.0,45.37,26,2211,-2558
2015-01-02,120500.0,120000.0,4806.0,319.68,1367,-189,-1204
2015-01-05,119000.0,118500.0,10255.0,315.68,3788,-388,-3411
2015-01-06,117500.0,117500.0,10724.0,313.02,1017,747,-3132
2015-01-07,117000.0,113000.0,16243.0,301.03,6647,-3896,-3220
2015-01-08,113000.0,111000.0,12292.0,295.7,5471,-5887,-1169
2015-01-09,112000.0,112500.0,12418.0,299.7,1175,-2232,974
2015-01-12,111500.0,113500.0,6172.0,302.36,-562,57,33
2015-01-13,114000.0,117000.0,15920.0,311.68,-600,-207,-511
2015-01-14,116500.0,117000.0,10088.0,311.68,-957,3926,-3976
2015-01-15,115500.0,119000.0,9052.0,317.01,-909,1517,-1008
2015-01-16,117000.0,119000.0,19987.0,317.01,-4014,8592,-5899
2015-01-19,119000.0,115500.0,15775.0,307.69,6746,-8414,-186
2015-01-20,116000.0,115000.0,18648.0,306.36,4727,-6773,75
2015-01-21,114000.0,111500.0,21912.0,297.03,6199,-4258,-2454
2015-01-22,111500.0,110500.0,24957.0,294.37,6500,-8228,-1512
2015-01-23,111500.0,108500.0,18439.0,289.04,7821,-9878,624
2015-01-26,109000.0,105500.0,20452.0,281.05,9313,-6334,-4899
2015-01-27,107500.0,112000.0,35407.0,298.36,-3527,6372,-3029
2015-01-28,110500.0,116500.0,41924.0,310.35,-8631,15106,-5928
2015-01-29,116500.0,118500.0,48167.0,315.68,820,4008,-5438
2015-01-30,117500.0,125500.0,41936.0,334.33,-14364,11061,2412
2015-02-02,125500.0,120000.0,24852.0,319.68,4178,-4624,572
2015-02-03,119500.0,121000.0,29703.0,322.34,-5153,1860,3301
2015-02-04,121500.0,119500.0,20335.0,318.34,-180,-6,36
2015-02-05,119500.0,119500.0,16565.0,318.34,-584,99,485
2015-02-06,119500.0,119500.0,20690.0,318.34,552,-925,389
2015-02-09,118500.0,117500.0,26507.0,313.02,5748,-4911,-779
2015-02-10,117000.0,115500.0,22407.0,307.69,6150,-3661,-1171
2015-02-11,115500.0,117500.0,13810.0,313.02,348,-3122,2584
2015-02-12,117500.0,114000.0,18117.0,303.69,5076,-6939,-487
2015-02-13,114000.0,116500.0,12008.0,310.35,-2457,1359,686
2015-02-16,115500.0,118500.0,16390.0,315.68,-4628,5004,-1013
2015-02-17,120000.0,121500.0,9557.0,323.67,-234,795,-561
2015-02-23,120000.0,118500.0,8952.0,315.68,2638,-337,-2093
2015-02-24,117000.0,120000.0,10607.0,319.68,-3739,1665,2110
2015-02-25,119500.0,118500.0,8768.0,315.68,610,-1616,954
2015-02-26,119500.0,123000.0,16467.0,327.67,-6430,8630,-2492
2015-02-27,122000.0,120000.0,9707.0,319.68,3411,-986,-2521
