Symbol,고려제강_시가(원),고려제강_종가(원),고려제강_거래량(주),고려제강_PER(IFRS-연결),고려제강_순매수수량(개인)(주),고려제강_순매수수량(기관계)(주),고려제강_순매수수량(외국인계)(주)
2000-01-04,121000,120000,670,3.98,150,-150,0
2000-01-05,120000,120000,0,3.98,0,0,0
2000-01-06,120000,120000,0,3.98,0,0,0
2000-01-07,120000,120000,20,3.98,0,0,0
2000-01-10,120000,124000,30,4.11,0,0,0
2000-01-11,106000,124000,2300,4.11,100,-100,0
2000-01-12,134000,134000,10,4.44,0,0,0
2000-01-13,124000,125000,200,4.15,-10,10,0
2000-01-14,110000,117500,30450,3.9,90,-30100,0
2000-01-17,119500,119500,10,3.96,-10,10,0
2000-01-18,119000,125000,290,4.15,-100,100,0
2000-01-19,119000,119000,0,3.95,0,0,0
2000-01-20,110000,114500,30,3.8,0,0,0
2000-01-21,114500,114500,30,3.8,0,0,0
2000-01-24,114000,120000,150,3.98,-100,100,0
2000-01-25,107500,123000,110,4.08,-90,90,0
2000-01-26,123000,123000,20,4.08,0,0,0
2000-01-27,122500,122500,50,4.06,0,0,0
2000-01-28,122500,122500,10,4.06,0,0,0
2000-01-31,112500,113000,50,3.75,0,0,0
2000-02-01,118000,118000,10,3.91,0,0,0
2000-02-02,116500,116500,20,3.86,0,0,0
2000-02-03,113000,118000,30,3.91,0,0,0
2000-02-07,115000,119500,20,3.96,0,0,0
2000-02-08,119500,119500,0,3.96,0,0,0
2000-02-09,119500,119500,0,3.96,0,0,0
2000-02-10,112000,120000,80,3.98,10,-10,0
2000-02-11,112000,116000,960,3.85,0,0,0
2000-02-14,110000,109000,40,3.62,0,0,0
2000-02-15,104000,104000,40,3.45,0,0,0
2000-02-16,104500,104500,20,3.47,-10,10,0
2000-02-17,110000,110000,1480,3.65,470,-1410,0
2000-02-18,110000,110000,10,3.65,0,0,0
2000-02-21,110000,110000,0,3.65,0,0,0
2000-02-22,110000,110000,10,3.65,0,0,0
2000-02-23,123500,123500,10,4.1,-10,10,0
2000-02-24,123500,123500,0,4.1,0,0,0
2000-02-25,123500,123500,0,4.1,0,0,0
2000-02-28,110000,110000,40,3.65,0,0,0
2000-02-29,110000,112000,150,3.71,20,-20,0
2000-03-02,112000,112000,0,3.71,0,0,0
2000-03-03,115000,115000,30,3.81,-30,30,0
2000-03-06,116000,116000,200,3.85,0,0,0
2000-03-07,120000,121000,20240,4.01,0,-20000,0
2000-03-08,131000,139000,5250,4.61,-1700,-3440,0
2000-03-09,149000,124000,870,4.11,170,-170,0
2000-03-10,125000,140000,370,4.64,0,0,0
2000-03-13,133000,124000,550,4.11,0,0,0
2000-03-14,115500,118000,180,3.91,10,-10,0
2000-03-15,117000,108500,140,3.6,80,-80,0
2000-03-16,118000,115000,400,3.81,-20,-280,0
2000-03-17,111000,115000,230,3.81,-60,0,0
2000-03-20,108500,118000,350,3.91,-190,-20,0
2000-03-21,118000,118000,0,3.91,0,0,0
2000-03-22,119500,120000,180,3.98,-150,0,0
2000-03-23,111000,117000,2980,3.88,410,-1980,0
2000-03-24,111000,115000,2940,3.81,110,-910,0
2000-03-27,118000,118000,130,3.91,-130,0,0
2000-03-28,110500,125000,330,4.15,-310,190,0
2000-03-29,115000,120000,550,3.98,-10,0,0
2000-03-30,120500,120000,260,3.98,260,-260,0
2000-03-31,111000,115000,370,3.81,-140,0,0
2000-04-03,108500,115000,170,3.81,10,-10,0
2000-04-04,115000,125000,110,4.15,-50,-50,0
2000-04-06,125000,125000,40,4.15,0,0,0
2000-04-07,119000,123500,1160,4.1,280,-280,0
2000-04-10,109000,127000,850,4.21,-840,0,840
2000-04-11,125000,125000,10,4.15,0,0,0
2000-04-12,125000,125000,0,4.15,0,0,0
2000-04-14,119000,117000,430,3.88,0,0,0
2000-04-17,115000,102500,410,3.4,0,0,0
2000-04-18,104000,107000,30,3.55,10,-10,0
2000-04-19,105000,110000,20,3.65,0,0,0
2000-04-20,106000,110000,60,3.65,0,0,0
2000-04-21,107500,111500,30,3.7,20,-20,0
2000-04-24,110000,110000,50,3.65,0,0,0
2000-04-25,110000,110000,10,3.65,0,0,0
2000-04-26,110000,114000,1250,3.78,70,-70,0
2000-04-27,114000,117000,290,3.88,-150,150,0
2000-04-28,117500,109000,390,3.62,60,-60,0
2000-05-02,109000,111500,2050,3.7,40,-40,0
2000-05-03,110000,112500,1150,3.73,30,-30,0
2000-05-04,112500,112500,0,3.73,0,0,0
2000-05-08,106000,114000,1220,3.78,140,-140,0
2000-05-09,107000,113000,2100,3.75,-250,250,0
2000-05-10,109000,113000,160,3.75,-90,90,0
2000-05-12,115000,121000,980,4.01,-610,610,0
2000-05-15,117000,125000,1950,4.15,70,-70,0
2000-05-16,130000,125000,30250,4.15,-1300,-28700,0
2000-05-17,122000,122000,0,4.05,0,0,0
2000-05-18,120000,119000,20,3.95,0,0,0
2000-05-19,112000,119000,70,3.95,-50,50,0
2000-05-22,119000,114000,180,3.78,-50,50,0
2000-05-23,109000,114000,20,3.78,-10,10,0
2000-05-24,108500,112500,820,3.73,-460,460,0
2000-05-25,108000,115000,780,3.81,-670,670,0
2000-05-26,120000,111000,48020,3.68,-120,-47880,0
2000-05-29,115000,115000,20,3.81,0,0,0
2000-05-30,115000,115000,10,3.81,10,-10,0
2000-05-31,119000,119000,10,3.95,0,0,0
2000-06-01,119000,119000,20,3.95,0,0,0
2000-06-02,119000,119000,160,3.95,0,0,0
2000-06-05,111000,113000,340,3.75,150,0,0
2000-06-07,115000,119500,50,3.96,20,-20,0
2000-06-08,114000,116500,20,3.86,0,0,0
2000-06-09,109500,115000,190,3.81,20,-20,0
2000-06-12,119500,111000,540,3.68,10,-10,0
2000-06-13,112500,111000,70,3.68,-30,0,0
2000-06-14,110000,110000,130,3.65,0,0,0
2000-06-15,110000,107500,220,3.57,0,0,0
2000-06-16,108000,108000,10,3.58,0,0,0
2000-06-19,108000,106000,150,3.52,10,-10,0
2000-06-20,106000,105500,50,3.5,0,0,0
2000-06-21,105000,105000,70,3.48,0,0,0
2000-06-22,108000,106000,800,3.52,440,-440,0
2000-06-23,103000,104000,230,3.45,0,0,0
2000-06-26,108000,112000,600,3.71,-100,0,0
2000-06-27,110000,115000,620,3.81,-400,0,0
2000-06-28,112000,123500,1050,4.1,-100,-520,0
2000-06-29,120000,119500,890,3.96,-40,-10,0
2000-06-30,123000,129000,3933,4.28,60,-2220,0
2000-07-03,123000,129000,2310,4.28,80,2030,0
2000-07-04,129000,139000,500,4.61,-440,0,0
2000-07-05,124000,146500,1090,4.86,-810,0,0
2000-07-06,135000,163000,22550,5.41,-22170,0,0
2000-07-07,143500,160000,310,5.31,-170,-20,0
2000-07-10,160000,160000,0,5.31,0,0,0
2000-07-11,159000,159000,0,5.27,0,0,0
2000-07-12,158000,158000,0,5.24,0,0,0
2000-07-13,141500,140000,50,4.64,30,-30,0
2000-07-14,121500,131000,270,4.35,170,-170,0
2000-07-18,122500,123000,30,4.08,20,-20,0
2000-07-19,123000,123000,20,4.08,0,0,0
2000-07-20,117000,117000,20,3.88,10,-10,0
2000-07-21,117000,117000,20,3.88,20,-20,0
2000-07-24,117000,117000,0,3.88,0,0,0
2000-07-25,111500,106000,600,3.52,0,0,0
2000-07-26,107500,108000,180,3.58,20,-20,0
2000-07-27,110000,108000,70,3.58,0,0,0
2000-07-28,117500,117500,10,3.9,0,0,0
2000-07-31,107500,109000,60,3.62,-20,20,0
2000-08-01,108500,108000,100,3.58,40,-40,0
2000-08-02,108000,100500,2120,3.33,2040,-2040,0
2000-08-03,101000,103500,710,3.43,0,0,0
2000-08-04,105000,108500,180,3.6,0,0,0
2000-08-07,105000,105000,10,3.48,0,0,0
2000-08-08,105500,105500,60,3.5,0,0,0
2000-08-09,105000,107000,70,3.55,0,0,0
2000-08-10,107000,106000,60,3.52,0,0,0
2000-08-11,105000,104500,50,3.47,0,0,0
2000-08-14,107000,106500,240,3.53,110,-110,0
2000-08-16,106500,110000,300,3.65,0,0,0
2000-08-17,116000,114500,50,3.8,0,0,0
2000-08-18,106000,105500,290,3.5,0,0,0
2000-08-21,103000,104000,230,3.45,0,0,0
2000-08-22,104500,104500,0,3.47,0,0,0
2000-08-23,105000,104500,60,3.47,0,0,0
2000-08-24,104500,104500,0,3.47,0,0,0
2000-08-25,105500,102000,110,3.38,0,0,0
2000-08-28,104500,105000,30,3.48,0,0,0
2000-08-29,104000,104000,20,3.45,0,0,0
2000-08-30,104000,104500,80,3.47,10,-10,0
2000-08-31,101000,103000,120,3.42,0,0,0
2000-09-01,102000,103500,100,3.43,0,0,0
2000-09-04,105000,105000,10,3.48,0,0,0
2000-09-05,102500,107000,110,3.55,10,-10,0
2000-09-06,101500,105000,70,3.48,0,0,0
2000-09-07,104500,104500,0,3.47,0,0,0
2000-09-08,104000,104000,0,3.45,0,0,0
2000-09-14,95200,102000,120,3.38,0,0,0
2000-09-15,102000,102000,0,3.38,0,0,0
2000-09-18,94800,92700,80,3.07,20,-20,0
2000-09-19,95000,95000,10,3.15,0,0,0
2000-09-20,95000,101000,20,3.35,0,0,0
2000-09-21,103000,103000,100,3.42,0,0,0
2000-09-22,90700,91600,220,3.04,0,0,0
2000-09-25,92300,92300,0,3.06,0,0,0
2000-09-26,94000,94000,20,3.12,0,0,0
2000-09-27,99600,98500,40,3.27,-20,20,0
2000-09-28,98500,98500,0,3.27,0,0,0
2000-09-29,102000,102000,680,3.38,0,0,0
2000-10-02,91100,102000,60,3.38,0,0,0
2000-10-04,93500,105000,280,3.48,0,0,0
2000-10-05,97600,97800,160,3.24,0,0,0
2000-10-06,107500,97500,180,3.23,0,0,0
2000-10-09,97500,96100,40,3.19,0,0,0
2000-10-10,95100,98800,50,3.28,20,-20,0
2000-10-11,95000,99900,110,3.31,0,0,0
2000-10-12,94300,95000,40,3.15,0,0,0
2000-10-13,90900,92000,140,3.05,0,0,0
2000-10-16,93100,97500,150,3.23,10,-10,0
2000-10-17,97500,99000,130,3.28,0,0,0
2000-10-18,98800,98800,0,3.28,0,0,0
2000-10-19,98700,98700,0,3.27,0,0,0
2000-10-20,95200,94100,70,3.12,30,-30,0
2000-10-23,97900,95000,20,3.15,0,0,0
2000-10-24,95000,95000,0,3.15,0,0,0
2000-10-25,95000,93200,60,3.09,0,0,0
2000-10-26,94000,94000,20,3.12,0,0,0
2000-10-27,94000,94000,0,3.12,0,0,0
2000-10-30,91900,91900,20,3.05,0,0,0
2000-10-31,90100,90100,10,2.99,0,0,0
2000-11-01,90400,100000,80,3.32,-30,30,0
2000-11-02,99400,99400,0,3.3,0,0,0
2000-11-03,99200,99200,0,3.29,0,0,0
2000-11-06,99000,99000,0,3.28,0,0,0
2000-11-07,97200,93800,50,3.11,0,0,0
2000-11-08,92500,92500,30,3.07,0,0,0
2000-11-09,94000,94000,30,3.12,0,0,0
2000-11-10,94000,96000,50,3.18,0,0,0
2000-11-13,96000,96000,0,3.18,0,0,0
2000-11-14,96000,96000,0,3.18,0,0,0
2000-11-15,93100,95300,80,3.16,0,0,0
2000-11-16,96100,96000,140,3.18,0,0,0
2000-11-17,93200,94500,70,3.13,10,-10,0
2000-11-20,90400,92000,197,3.05,7,-7,0
2000-11-21,92200,92200,70,3.06,0,0,0
2000-11-22,92500,95100,40,3.15,20,-20,0
2000-11-23,98500,98500,120,3.27,10,-10,0
2000-11-24,96000,93500,60,3.1,0,0,0
2000-11-27,94100,97500,80,3.23,0,0,0
2000-11-28,97500,97500,0,3.23,0,0,0
2000-11-29,95000,91800,70,3.04,0,0,0
2000-11-30,92000,91400,131,3.03,1,-1,0
2000-12-01,91600,93800,40,3.11,0,0,0
2000-12-04,94000,92400,80,3.06,0,0,0
2000-12-05,91000,92000,50,3.05,0,0,0
2000-12-06,92300,92200,20,3.06,0,0,0
2000-12-07,92200,92200,0,3.06,0,0,0
2000-12-08,92200,92200,0,3.06,0,0,0
2000-12-11,92200,92200,0,3.06,0,0,0
2000-12-12,92000,94000,340,3.12,-300,0,0
2000-12-13,94000,94000,0,3.12,0,0,0
2000-12-14,94300,95500,80,3.17,0,0,0
2000-12-15,94200,94100,20,3.12,0,0,0
2000-12-18,92600,95500,20320,3.17,0,0,0
2000-12-19,93600,93600,100,3.1,0,0,0
2000-12-20,92100,91300,10290,3.03,-140,0,0
2000-12-21,92300,92500,20,3.07,0,0,0
2000-12-22,92700,92500,220,3.07,0,0,0
2000-12-26,94000,94000,30,3.12,0,0,0
2001-01-02,93700,93700,10,6.23,0,0,0
2001-01-03,93200,98500,50,6.55,0,0,0
2001-01-04,97500,102500,20,6.82,0,0,0
2001-01-05,102500,99500,70,6.62,0,0,0
2001-01-08,99000,100000,60,6.65,20,-20,0
2001-01-09,97400,99500,90,6.62,40,-40,0
2001-01-10,96700,99500,20,6.62,0,0,0
2001-01-11,99600,102500,290,6.82,0,0,0
2001-01-12,99800,99800,10,6.64,0,0,0
2001-01-15,97000,102500,330,6.82,0,0,0
2001-01-16,101500,101500,0,6.75,0,0,0
2001-01-17,100000,98100,370,6.53,0,0,0
2001-01-18,98500,98500,40,6.55,0,0,0
2001-01-19,99000,99000,0,6.59,0,0,0
2001-01-22,99000,101000,40,6.72,0,0,0
2001-01-26,101000,101000,70,6.72,0,0,0
2001-01-29,99000,100500,140,6.68,0,0,0
2001-01-30,99000,99800,80,6.64,0,0,0
2001-01-31,99800,100000,80,6.65,0,0,0
2001-02-01,100000,100000,0,6.65,0,0,0
2001-02-02,101000,115000,260,7.65,0,0,0
2001-02-05,110000,114500,600,7.62,10,-10,0
2001-02-06,109000,131500,1423,8.75,60,-60,0
2001-02-07,138500,130500,2073,8.68,20,-20,0
2001-02-08,123500,129500,680,8.61,0,0,0
2001-02-09,125000,118500,785,7.88,5,-5,0
2001-02-12,115000,118000,530,7.85,170,-170,0
2001-02-13,124000,115000,530,7.65,230,-230,0
2001-02-14,113000,108000,424,7.18,224,-224,0
2001-02-15,108500,110500,538,7.35,158,-158,0
2001-02-16,109000,107500,350,7.15,60,-60,0
2001-02-19,104000,106500,180,7.08,0,0,0
2001-02-20,103500,104000,101,6.92,31,-31,0
2001-02-21,101000,105000,160,6.98,20,-20,0
2001-02-22,103000,106000,210,7.05,40,-40,0
2001-02-23,108000,103500,113,6.88,0,0,0
2001-02-26,106000,103000,108,6.85,0,0,0
2001-02-27,103500,105000,330,6.98,10,-10,0
2001-02-28,102500,108500,330,7.22,40,-40,0
2001-03-02,108000,111000,500,7.38,-220,220,0
2001-03-05,106500,109000,159,7.25,0,0,0
2001-03-06,106000,110500,120,7.35,0,0,0
2001-03-07,108000,106500,240,7.08,0,0,0
2001-03-08,106500,108000,300,7.18,10,-10,0
2001-03-09,110000,112500,440,7.48,0,0,0
2001-03-12,109000,113000,190,7.52,0,0,0
2001-03-13,109000,113000,350,7.52,0,0,0
2001-03-14,110000,112500,130,7.48,2,-2,0
2001-03-15,110000,114500,20,7.62,0,0,0
2001-03-16,111500,117500,210,7.82,10,-10,0
2001-03-19,117500,117000,320,7.78,90,-90,0
2001-03-20,120000,123000,200,8.18,0,0,0
2001-03-21,123000,126500,370,8.41,70,-70,0
2001-03-22,125000,130000,840,8.65,-60,0,0
2001-03-23,123500,126000,361,8.38,60,0,0
2001-03-26,123000,126000,70,8.38,0,0,0
2001-03-27,129000,129000,0,8.58,0,0,0
2001-03-28,132000,129000,110,8.58,0,0,0
2001-03-29,122000,124000,60,8.25,20,-20,0
2001-03-30,121500,118000,80,7.85,0,0,0
2001-04-02,118000,118000,0,7.85,0,0,0
2001-04-03,104000,107500,900,7.15,580,-580,0
2001-04-04,107500,107500,90,7.15,0,0,0
2001-04-06,107500,102000,1600,6.78,1530,-160,0
2001-04-09,102000,100000,780,6.65,730,-730,0
2001-04-10,100000,100000,500,6.65,430,-460,0
2001-04-11,100000,100000,1620,6.65,1500,0,0
2001-04-12,100000,100000,990,6.65,950,0,0
2001-04-13,100000,100000,1590,6.65,1540,0,0
2001-04-16,100000,100000,1650,6.65,1620,0,0
2001-04-17,100000,100000,1730,6.65,1730,0,0
2001-04-18,100000,100000,760,6.65,610,0,0
2001-04-19,100000,102000,1510,6.78,1470,-30,0
2001-04-20,105000,117000,1180,7.78,230,-230,0
2001-04-23,120000,132000,2440,8.78,80,-80,0
2001-04-24,132000,132000,1430,8.78,0,0,0
2001-04-25,132000,132000,720,8.78,0,0,0
2001-04-26,132000,132000,0,8.78,0,0,0
2001-04-27,132000,132000,0,8.78,0,0,0
2001-04-30,22600,23700,4360,7.88,20,-20,0
2001-05-02,23200,24000,6200,7.98,450,-610,0
2001-05-03,24600,25000,4320,8.31,30,-30,0
2001-05-04,24850,24700,2610,8.21,0,0,0
2001-05-07,25000,24600,1840,8.18,0,0,0
2001-05-08,24950,24900,2710,8.28,170,-170,0
2001-05-09,27500,25050,2270,8.33,100,-10,0
2001-05-10,25900,24850,1160,8.27,20,-20,0
2001-05-11,25000,25200,53860,8.38,-49940,49940,0
2001-05-14,21400,22000,2510,8.66,10,-10,0
2001-05-15,22000,21550,2190,8.48,0,0,0
2001-05-16,21500,20500,2210,8.07,20,-20,0
2001-05-17,20300,20500,5420,8.07,0,0,0
2001-05-18,20500,20150,2890,7.93,10,-10,0
2001-05-21,20500,20200,2500,7.95,0,0,0
2001-05-22,20200,20000,1690,7.87,60,0,0
2001-05-23,20000,20100,2900,7.91,0,0,0
2001-05-24,20300,20250,1290,7.97,290,-290,0
2001-05-25,20100,20300,1000,7.99,0,0,0
2001-05-28,20200.0,20700.0,1340.0,8.15,0,0,0
2001-05-29,20700.0,20700.0,1280.0,8.15,0,0,0
2001-05-30,21300.0,21300.0,2580.0,8.38,0,0,0
2001-05-31,21000.0,21450.0,750.0,8.44,0,0,0
2001-06-01,23400.0,23250.0,70650.0,9.15,10370,-14870,4500
2001-06-04,24500.0,23000.0,12410.0,9.05,0,0,0
2001-06-05,23000.0,21200.0,23890.0,8.34,-330,-9670,10000
2001-06-07,20800.0,21000.0,11420.0,8.26,-4200,0,4200
2001-06-08,21000.0,21100.0,4900.0,8.3,-1260,0,1260
2001-06-11,20700.0,21450.0,7480.0,8.44,-530,-5000,5530
2001-06-12,21450.0,21350.0,5180.0,8.4,-2000,0,2000
2001-06-13,21000.0,21450.0,3640.0,8.44,-930,0,930
2001-06-14,21700.0,22000.0,5970.0,8.66,0,0,0
2001-06-15,21700.0,21400.0,7230.0,8.42,-50,-5010,5060
2001-06-18,21700.0,21200.0,3040.0,8.34,10,-10,0
2001-06-19,21200.0,20900.0,7410.0,8.22,40,-3040,3000
2001-06-20,21000.0,20800.0,4330.0,8.18,-480,-10,500
2001-06-21,20600.0,21300.0,4200.0,8.38,-3550,0,3550
2001-06-22,20800.0,21000.0,5680.0,8.26,-200,-3000,3200
2001-06-25,21300.0,21200.0,1620.0,8.34,-200,0,200
2001-06-26,21100.0,21000.0,1860.0,8.26,-560,0,560
2001-06-27,20800.0,20700.0,930.0,8.15,-170,0,170
2001-06-28,20700.0,21000.0,1690.0,8.26,-200,0,200
2001-06-29,20700.0,22400.0,51970.0,8.81,1430,-11050,9540
2001-07-02,22000.0,21950.0,6350.0,8.64,310,-310,0
2001-07-03,21850.0,21300.0,3390.0,8.38,-10,90,0
2001-07-04,21200.0,20850.0,5090.0,8.2,0,0,0
2001-07-05,20850.0,20900.0,4180.0,8.22,400,-400,0
2001-07-06,20900.0,20850.0,2910.0,8.2,0,0,0
2001-07-09,20600.0,20700.0,3380.0,8.15,150,-150,0
2001-07-10,20700.0,20600.0,1650.0,8.11,120,-120,0
2001-07-11,20000.0,20400.0,2850.0,8.03,-900,-200,1100
2001-07-12,20500.0,20800.0,1740.0,8.18,-50,-30,80
2001-07-13,20500.0,20800.0,1780.0,8.18,10,-10,0
2001-07-16,20600.0,20750.0,1180.0,8.17,0,0,0
2001-07-18,20300.0,20700.0,680.0,8.15,0,0,0
2001-07-19,20150.0,20050.0,1870.0,7.89,10,-10,0
2001-07-20,19800.0,19600.0,970.0,7.71,420,-420,0
2001-07-23,20000.0,18100.0,2100.0,7.12,0,0,0
2001-07-24,18500.0,18000.0,900.0,7.08,170,-170,0
2001-07-25,17500.0,18200.0,1310.0,7.16,0,0,0
2001-07-26,18650.0,17900.0,1500.0,7.04,0,0,0
2001-07-27,17600.0,18200.0,560.0,7.16,200,-200,0
2001-07-30,17950.0,18300.0,230.0,7.2,0,0,0
2001-07-31,18300.0,18650.0,980.0,7.34,310,-310,0
2001-08-01,18350.0,19150.0,410.0,7.54,100,-100,0
2001-08-02,18750.0,19200.0,250.0,7.56,0,0,0
2001-08-03,19200.0,19500.0,780.0,7.67,200,-200,0
2001-08-06,19500.0,19100.0,200.0,7.52,0,0,0
2001-08-07,19100.0,19000.0,110.0,7.48,0,0,0
2001-08-08,18600.0,18500.0,1150.0,7.28,540,-540,0
2001-08-09,18600.0,18300.0,1720.0,7.2,490,-490,0
2001-08-10,18100.0,18300.0,1000.0,7.2,200,-200,0
2001-08-13,18500.0,18400.0,1170.0,7.24,800,-800,0
2001-08-14,18400.0,18300.0,1430.0,7.2,820,-820,0
2001-08-16,18300.0,18200.0,1680.0,7.16,410,-410,0
2001-08-17,18200.0,18200.0,2570.0,7.16,600,-600,0
2001-08-20,18200.0,17900.0,1650.0,7.04,0,0,0
2001-08-21,17700.0,17700.0,1770.0,6.97,400,-400,0
2001-08-22,17700.0,18000.0,3890.0,7.08,1030,-1030,0
2001-08-23,17900.0,17750.0,1510.0,6.98,-1000,1000,0
2001-08-24,17750.0,18000.0,1430.0,7.08,0,0,0
2001-08-27,18200.0,17800.0,850.0,7.0,0,0,0
2001-08-28,17800.0,17650.0,1200.0,6.95,20,-20,0
2001-08-29,17750.0,17400.0,1080.0,6.85,-800,800,0
2001-08-30,16550.0,17550.0,1110.0,6.91,0,0,0
2001-08-31,17450.0,16800.0,2370.0,6.61,-60,60,0
2001-09-03,16700.0,17150.0,1970.0,6.75,0,0,0
2001-09-04,17200.0,17450.0,180.0,6.87,0,0,0
2001-09-05,17600.0,17300.0,670.0,6.81,0,0,0
2001-09-06,17000.0,17100.0,15260.0,6.73,-1270,1270,0
2001-09-07,17100.0,18550.0,83810.0,7.3,-10,330,0
2001-09-10,18550.0,18500.0,1540.0,7.28,10,-10,0
2001-09-11,18400.0,18400.0,40.0,7.24,0,0,0
2001-09-12,15650.0,17000.0,13440.0,6.69,-2200,-40,0
2001-09-13,16250.0,16950.0,50610.0,6.67,0,0,0
2001-09-14,17100.0,15600.0,2240.0,6.14,0,0,0
2001-09-17,15600.0,15550.0,2240.0,6.12,-360,360,0
2001-09-18,15900.0,15150.0,1020.0,5.96,0,0,0
2001-09-19,15200.0,15500.0,1270.0,6.1,-810,810,0
2001-09-20,15200.0,15450.0,380.0,6.08,0,0,0
2001-09-21,15150.0,15400.0,290.0,6.06,10,-10,0
2001-09-24,15400.0,16350.0,810.0,6.43,0,0,0
2001-09-25,15600.0,15400.0,1190.0,6.06,-190,190,0
2001-09-26,16200.0,17700.0,8590.0,6.97,0,0,0
2001-09-27,20300.0,19300.0,25190.0,7.59,-210,110,0
2001-09-28,18800.0,18800.0,10790.0,7.4,-6660,6640,0
2001-10-04,18400.0,18850.0,3510.0,7.42,10,-10,0
2001-10-05,18800.0,18500.0,3430.0,7.28,120,0,0
2001-10-08,18400.0,18200.0,810.0,7.16,-170,170,0
2001-10-09,18500.0,18000.0,1580.0,7.08,250,-250,0
2001-10-10,17850.0,18200.0,2660.0,7.16,-2320,2320,0
2001-10-11,18450.0,18150.0,110.0,7.14,0,0,0
2001-10-12,17900.0,18500.0,550.0,7.28,0,0,0
2001-10-15,18450.0,18500.0,780.0,7.28,-620,620,0
2001-10-16,18200.0,18500.0,1810.0,7.28,-1490,1490,0
2001-10-17,18200.0,18550.0,710.0,7.3,-110,90,20
2001-10-18,18600.0,18550.0,250.0,7.3,0,0,0
2001-10-19,18050.0,18600.0,530.0,7.32,0,0,0
2001-10-22,18600.0,18500.0,680.0,7.28,-200,200,0
2001-10-23,18500.0,19000.0,2590.0,7.48,-2030,0,2030
2001-10-24,18600.0,18700.0,3300.0,7.36,330,-330,0
2001-10-25,18300.0,19000.0,1560.0,7.48,-630,-210,840
2001-10-26,18300.0,18500.0,790.0,7.28,0,0,0
2001-10-29,18500.0,18700.0,540.0,7.36,-100,100,0
2001-10-30,18750.0,18350.0,670.0,7.22,0,0,0
2001-10-31,18350.0,18550.0,790.0,7.3,0,0,0
2001-11-01,18500.0,18500.0,1980.0,7.28,0,0,0
2001-11-02,18300.0,18500.0,200.0,7.28,0,0,0
2001-11-05,18000.0,18900.0,2000.0,7.44,0,0,0
2001-11-06,18900.0,19100.0,740.0,7.52,-530,0,530
2001-11-07,19200.0,19600.0,50.0,7.71,0,0,0
2001-11-08,19600.0,18700.0,1330.0,7.36,-500,500,0
2001-11-09,18600.0,19050.0,200.0,7.5,10,-10,0
2001-11-12,18750.0,18950.0,190.0,7.46,0,0,0
2001-11-13,19350.0,19000.0,180.0,7.48,0,0,0
2001-11-14,19400.0,18900.0,620.0,7.44,-40,30,0
2001-11-15,18900.0,18900.0,460.0,7.44,10,-10,0
2001-11-16,18500.0,18500.0,1760.0,7.28,0,0,0
2001-11-19,19000.0,18900.0,220.0,7.44,0,0,0
2001-11-20,18500.0,18900.0,630.0,7.44,0,0,0
2001-11-21,18900.0,18900.0,360.0,7.44,0,0,0
2001-11-22,19000.0,19000.0,1800.0,7.48,-1570,1570,0
2001-11-23,19000.0,19000.0,930.0,7.48,-20,30,0
2001-11-26,19500.0,19150.0,600.0,7.54,0,0,0
2001-11-27,19000.0,19000.0,860.0,7.48,0,0,0
2001-11-28,19000.0,18600.0,3230.0,7.32,-580,330,250
2001-11-29,18600.0,18700.0,1080.0,7.36,0,0,0
2001-11-30,18350.0,18950.0,1070.0,7.46,30,-30,0
2001-12-03,18950.0,18800.0,660.0,7.4,-440,440,0
2001-12-04,18850.0,19000.0,810.0,7.48,-540,540,0
2001-12-05,19000.0,18700.0,1120.0,7.36,-420,0,420
2001-12-06,18500.0,18900.0,3180.0,7.44,-750,750,0
2001-12-07,18950.0,19000.0,101230.0,7.48,0,50000,0
2001-12-10,19000.0,18800.0,24800.0,7.4,1240,-350,0
2001-12-11,18700.0,19100.0,3350.0,7.52,-1130,3240,0
2001-12-12,19000.0,19000.0,1180.0,7.48,-240,240,0
2001-12-13,19000.0,19200.0,1440.0,7.56,-590,0,0
2001-12-14,19200.0,19350.0,2460.0,7.61,-270,270,0
2001-12-17,19050.0,19400.0,5080.0,7.63,-1060,1180,0
2001-12-18,19850.0,19400.0,1900.0,7.63,-870,940,0
2001-12-19,19000.0,19350.0,1790.0,7.61,-100,100,0
2001-12-20,19200.0,20100.0,5370.0,7.91,-70,70,0
2001-12-21,20050.0,19550.0,2720.0,7.69,10,-10,0
2001-12-24,19300.0,19650.0,820.0,7.73,20,-20,0
2001-12-26,19400.0,19700.0,1980.0,7.75,-1000,1000,0
2001-12-27,20650.0,20000.0,1170.0,7.87,0,0,0
2001-12-28,19800.0,20000.0,210.0,7.87,0,0,0
2002-01-02,19800.0,19800.0,990.0,2.99,-500,500,0
2002-01-03,19500.0,19300.0,1600.0,2.91,10,-10,0
2002-01-04,19050.0,19100.0,740.0,2.88,0,0,0
2002-01-07,19100.0,19100.0,4210.0,2.88,2380,-2380,0
2002-01-08,18800.0,18800.0,11600.0,2.84,6990,-8790,0
2002-01-09,19450.0,18800.0,1690.0,2.84,1410,-1410,0
2002-01-10,18750.0,18500.0,4380.0,2.79,2850,-2850,0
2002-01-11,18400.0,18400.0,1040.0,2.78,10,-10,0
2002-01-14,18750.0,18250.0,1010.0,2.75,0,0,0
2002-01-15,19000.0,18200.0,3800.0,2.75,-1590,0,0
