Symbol,고려제강_시가(원),고려제강_종가(원),고려제강_거래량(주),고려제강_PER(IFRS-연결),고려제강_순매수수량(개인)(주),고려제강_순매수수량(기관계)(주),고려제강_순매수수량(외국인계)(주)
2004-09-02,11300.0,11350.0,3420.0,2.68,-190,-10,0
2004-09-03,11550.0,11200.0,5691.0,2.64,1,-1,0
2004-09-06,11300.0,11300.0,10072.0,2.67,-320,320,0
2004-09-07,11500.0,11400.0,3980.0,2.69,-280,280,0
2004-09-08,11550.0,12000.0,19780.0,2.83,-2210,-7490,0
2004-09-09,11900.0,12100.0,8972.0,2.86,-4260,-800,-280
2004-09-10,11800.0,11850.0,3691.0,2.8,0,0,0
2004-09-13,11800.0,12000.0,6190.0,2.83,-1410,1410,0
2004-09-14,12000.0,11700.0,4660.0,2.76,-1060,1060,0
2004-09-15,11850.0,11950.0,3930.0,2.82,-1230,1230,0
2004-09-16,11800.0,12000.0,10150.0,2.83,-2250,1570,680
2004-09-17,12000.0,12250.0,10638.0,2.89,-127,127,0
2004-09-20,12250.0,13000.0,104038.0,3.07,16598,-11738,8740
2004-09-21,13300.0,13300.0,35470.0,3.14,-9450,9130,320
2004-09-22,12900.0,12750.0,14549.0,3.01,-890,890,0
2004-09-23,12600.0,12250.0,13110.0,2.89,3910,-590,-3320
2004-09-24,12100.0,12700.0,15432.0,3.0,-1960,3040,-1240
2004-09-30,12700.0,13300.0,11927.0,3.14,-2080,2590,0
2004-10-01,13400.0,13300.0,6067.0,3.14,-10,10,0
2004-10-04,13350.0,13700.0,23697.0,3.23,-260,260,0
2004-10-05,13850.0,13700.0,164443.0,3.23,6880,-1050,0
2004-10-06,13650.0,13300.0,14730.0,3.14,500,2040,-2540
2004-10-07,13150.0,13150.0,14310.0,3.1,350,1070,-1420
2004-10-08,13450.0,13200.0,8220.0,3.12,-1800,1660,140
2004-10-11,13050.0,13250.0,8370.0,3.13,-930,1010,-80
2004-10-12,13250.0,12800.0,9000.0,3.02,1200,-1200,0
2004-10-13,13050.0,12850.0,3130.0,3.03,890,-980,0
2004-10-14,12650.0,12900.0,3660.0,3.05,-1010,1410,0
2004-10-15,12600.0,12550.0,11890.0,2.96,-4730,4310,-300
2004-10-18,12550.0,12700.0,5130.0,3.0,-3620,3940,0
2004-10-19,12850.0,12950.0,7780.0,3.06,-4030,1030,3000
2004-10-20,12800.0,12800.0,4980.0,3.02,-3380,3520,-140
2004-10-21,12700.0,12800.0,5210.0,3.02,-2220,1830,-20
2004-10-22,13000.0,12800.0,1800.0,3.02,-500,500,0
2004-10-25,12550.0,12700.0,5030.0,3.0,-2390,3590,0
2004-10-26,12550.0,12600.0,2820.0,2.97,-660,1200,-220
2004-10-27,12500.0,12550.0,6400.0,2.96,-4280,5160,0
2004-10-28,12600.0,12800.0,6790.0,3.02,-1740,1740,0
2004-10-29,12650.0,12600.0,140.0,2.97,0,0,0
2004-11-01,12500.0,12500.0,2962.0,2.95,0,0,0
2004-11-02,12500.0,12750.0,1940.0,3.01,-710,710,0
2004-11-03,12850.0,12750.0,3436.0,3.01,-2320,2320,0
2004-11-04,12700.0,12700.0,3760.0,3.0,-1940,1400,0
2004-11-05,12850.0,12700.0,4900.0,3.0,-1500,560,940
2004-11-08,12550.0,12700.0,2080.0,3.0,-50,50,0
2004-11-09,12550.0,12700.0,2770.0,3.0,-570,570,0
2004-11-10,12650.0,12600.0,6870.0,2.97,-1030,1550,0
2004-11-11,12700.0,13250.0,13790.0,3.13,2480,1300,-3060
2004-11-12,13350.0,13400.0,26850.0,3.16,1270,-11630,360
2004-11-15,13250.0,13550.0,14320.0,3.2,-5990,5190,800
2004-11-16,13400.0,13200.0,5230.0,3.12,-60,60,0
2004-11-17,13200.0,13400.0,12540.0,3.16,-1530,1530,0
2004-11-18,13400.0,13250.0,4701.0,3.13,-1240,1240,0
2004-11-19,13350.0,13050.0,4620.0,3.08,250,-250,0
2004-11-22,13050.0,12600.0,5230.0,2.97,670,-670,0
2004-11-23,12700.0,12850.0,15950.0,3.03,-1250,10950,0
2004-11-24,12700.0,13100.0,5590.0,3.09,-3350,3270,80
2004-11-25,13200.0,13200.0,15190.0,3.12,-5890,2260,280
2004-11-26,13150.0,14250.0,74429.0,3.36,-7670,7916,-246
2004-11-29,14500.0,15300.0,60848.0,3.61,-4177,-5703,-120
2004-11-30,15300.0,15200.0,28426.0,3.59,-8410,8410,0
2004-12-01,15200.0,15000.0,12963.0,3.54,-1880,1100,0
2004-12-02,15000.0,15200.0,34683.0,3.59,3043,-3343,300
2004-12-03,15050.0,15900.0,57177.0,3.75,3521,-3521,0
2004-12-06,16100.0,15600.0,15500.0,3.68,-4200,-270,4470
2004-12-07,15600.0,14900.0,21371.0,3.52,-2330,1630,700
2004-12-08,14700.0,15200.0,12551.0,3.59,-4900,420,4480
2004-12-09,14950.0,15300.0,18709.0,3.61,1956,-256,70
2004-12-10,15800.0,15300.0,17042.0,3.61,-11130,8160,2850
2004-12-13,15050.0,15300.0,6830.0,3.61,-5020,3460,1680
2004-12-14,15600.0,16100.0,327425.0,3.8,-2250,34280,-115730
2004-12-15,16300.0,16100.0,22381.0,3.8,-2520,-4510,6000
2004-12-16,16100.0,16200.0,495818.0,3.82,7010,445268,6000
2004-12-17,16300.0,17850.0,133980.0,4.21,-9770,8590,6000
2004-12-20,17800.0,17800.0,13571.0,4.2,-6760,960,5500
2004-12-21,18400.0,18000.0,19520.0,4.25,-10370,7610,-2300
2004-12-22,18050.0,18700.0,31250.0,4.41,200,2620,-3000
2004-12-23,18700.0,17900.0,17890.0,4.22,-4880,5360,-480
2004-12-24,17500.0,17550.0,12180.0,4.14,-4690,3740,920
2004-12-27,17250.0,17500.0,13330.0,4.13,-6620,6530,-60
2004-12-28,17000.0,17100.0,15946.0,4.04,3516,-4016,500
2004-12-29,17000.0,17250.0,10270.0,4.07,-3910,3910,0
2004-12-30,16850.0,17400.0,6390.0,4.11,-890,890,0
2005-01-03,17150.0,17850.0,5730.0,3.96,-2980,3430,-450
2005-01-04,17350.0,17600.0,12550.0,3.91,-8980,2140,5800
2005-01-05,17600.0,17750.0,21950.0,3.94,-13449,9549,5900
2005-01-06,17750.0,18300.0,12310.0,4.06,-7980,3200,4700
2005-01-07,18000.0,18200.0,9173.0,4.04,-4270,4843,-543
2005-01-10,17800.0,18000.0,7330.0,3.99,-5420,5420,0
2005-01-11,17700.0,17350.0,12050.0,3.85,-1300,1300,0
2005-01-12,17950.0,17350.0,7910.0,3.85,-2640,2640,0
2005-01-13,17650.0,17600.0,14250.0,3.91,-5640,3230,0
2005-01-14,17300.0,18300.0,15950.0,4.06,-9120,8120,850
2005-01-17,18250.0,18450.0,13560.0,4.09,-6240,7270,0
2005-01-18,18000.0,17500.0,22142.0,3.88,8180,-5130,-50
2005-01-19,17800.0,17750.0,23990.0,3.94,-2960,1420,3570
2005-01-20,17450.0,17700.0,6100.0,3.93,1200,-50,1500
2005-01-21,17750.0,17900.0,75320.0,3.97,-5530,-43120,55800
2005-01-24,18050.0,17750.0,10140.0,3.94,40,-2830,2790
2005-01-25,17650.0,17750.0,5375.0,3.94,-430,470,0
2005-01-26,17550.0,18250.0,11840.0,4.05,-9870,9990,0
2005-01-27,17800.0,18300.0,7840.0,4.06,-2580,1100,-140
2005-01-28,17950.0,18100.0,15000.0,4.02,-2540,-3590,-240
2005-01-31,17900.0,18400.0,60057.0,4.08,-2398,-29492,0
2005-02-01,18400.0,18000.0,3750.0,3.99,940,-550,-180
2005-02-02,18400.0,18950.0,33621.0,4.21,4621,-3791,170
2005-02-03,18950.0,19000.0,17500.0,4.22,740,2080,180
2005-02-04,19000.0,18150.0,12000.0,4.03,4320,-860,90
2005-02-07,18100.0,18350.0,17716.0,4.07,530,1370,400
2005-02-11,18300.0,19850.0,109046.0,4.4,20694,-19114,-980
2005-02-14,20600.0,20000.0,104494.0,4.44,44170,-29270,-330
2005-02-15,20100.0,19600.0,59760.0,4.35,-870,680,1350
2005-02-16,19500.0,19400.0,59138.0,4.3,16320,-14320,0
2005-02-17,19300.0,18800.0,28080.0,4.17,6140,-6750,1000
2005-02-18,18750.0,19200.0,47661.0,4.26,15930,-6930,0
2005-02-21,19250.0,19450.0,61739.0,4.32,38568,-21848,-400
2005-02-22,19600.0,19000.0,92520.0,4.22,40320,-26620,0
2005-02-23,18500.0,18700.0,32046.0,4.15,-2030,6420,0
2005-02-24,19100.0,20000.0,188096.0,4.44,55517,-47917,0
2005-02-25,20300.0,21200.0,211740.0,4.7,20505,-13645,1040
2005-02-28,21300.0,23000.0,208280.0,5.1,44460,-32790,1050
2005-03-02,23200.0,21800.0,128170.0,4.84,38158,-32378,1000
2005-03-03,21800.0,21950.0,94107.0,4.87,980,4640,0
2005-03-04,21950.0,20550.0,113894.0,4.56,10290,-10350,80
2005-03-07,20550.0,20400.0,91363.0,4.53,3070,-11260,3140
2005-03-08,20600.0,19450.0,69784.0,4.32,-3670,810,2500
2005-03-09,19150.0,19650.0,112861.0,4.36,46430,-20730,3060
2005-03-10,19500.0,20450.0,84323.0,4.54,-9800,5950,160
2005-03-11,20600.0,20500.0,60810.0,4.55,-2280,-4540,0
2005-03-14,20900.0,20200.0,34411.0,4.48,-12310,-2770,0
2005-03-15,20350.0,19250.0,51200.0,4.27,-14030,-680,40
2005-03-16,19000.0,19550.0,39780.0,4.34,-15740,11380,-330
2005-03-17,19350.0,18750.0,9648.0,4.16,-3140,690,0
2005-03-18,18600.0,18450.0,25752.0,4.09,-3561,-9,600
2005-03-21,18150.0,17800.0,24640.0,3.95,3750,-7580,0
2005-03-22,18250.0,18250.0,10870.0,4.05,-1830,-70,1580
2005-03-23,18250.0,18000.0,9431.0,3.99,-1961,1151,0
2005-03-24,18000.0,18000.0,11340.0,3.99,-4710,3230,0
2005-03-25,18000.0,17800.0,23890.0,3.95,6460,-6460,0
2005-03-28,18000.0,18050.0,12121.0,4.01,-3670,3510,0
2005-03-29,18100.0,17500.0,16600.0,3.88,-240,-1560,0
2005-03-30,17300.0,17300.0,6950.0,3.84,-2370,-110,0
2005-03-31,17650.0,17500.0,10750.0,3.88,-1440,290,10
2005-04-01,17250.0,17500.0,6210.0,3.88,-540,100,0
2005-04-04,17350.0,17000.0,17980.0,3.77,13140,-13390,0
2005-04-06,17200.0,16850.0,19480.0,3.74,4090,-4320,80
2005-04-07,16850.0,16800.0,12320.0,3.73,3970,-4470,50
2005-04-08,16950.0,16800.0,15790.0,3.73,3240,-3240,0
2005-04-11,16800.0,16900.0,114727.0,3.75,797,-797,0
2005-04-12,17000.0,18200.0,69270.0,4.04,-23390,19100,-840
2005-04-13,18500.0,18100.0,17970.0,4.02,-6780,6420,360
2005-04-14,17750.0,17100.0,14423.0,3.79,5080,-7620,1170
2005-04-15,17400.0,17100.0,9753.0,3.79,1890,-1120,-710
2005-04-18,16700.0,16900.0,25200.0,3.75,-15630,15720,0
2005-04-19,16950.0,16600.0,4870.0,3.68,1100,-480,0
2005-04-20,17000.0,16500.0,3100.0,3.66,980,-100,0
2005-04-21,16850.0,16800.0,3290.0,3.73,-2100,990,1110
2005-04-22,17200.0,16800.0,3420.0,3.73,-80,500,-420
2005-04-25,16700.0,16750.0,2680.0,3.72,550,-390,-640
2005-04-26,16850.0,16700.0,4010.0,3.71,50,-50,0
2005-04-27,16550.0,16250.0,5587.0,3.61,160,600,0
2005-04-28,16150.0,15500.0,5360.0,3.44,-20,-100,0
2005-04-29,15300.0,15700.0,10960.0,3.48,-4580,4580,0
2005-05-02,15600.0,15300.0,11750.0,3.39,3150,-3310,0
2005-05-03,15150.0,14850.0,6804.0,3.3,454,-454,0
2005-05-04,15100.0,15150.0,7100.0,3.36,-2420,2420,0
2005-05-06,15200.0,15650.0,9360.0,3.47,-1260,650,0
2005-05-09,15300.0,15100.0,9970.0,3.35,-1900,2800,-340
2005-05-10,15150.0,15300.0,269386.0,3.39,1689,-20859,0
2005-05-11,15350.0,15000.0,9080.0,3.33,-2080,1800,200
2005-05-12,14900.0,14800.0,28020.0,3.28,2790,-2030,-40
2005-05-13,14600.0,14600.0,3640.0,3.24,-310,230,80
2005-05-16,14950.0,14750.0,7550.0,3.27,5830,-830,0
2005-05-17,14850.0,14750.0,101200.0,3.27,-1150,1150,0
2005-05-18,14900.0,14900.0,8651.0,3.31,-1810,6810,0
2005-05-19,15100.0,15150.0,14020.0,3.36,-2210,1090,80
2005-05-20,15300.0,15300.0,11170.0,3.39,-1750,1990,10
2005-05-23,15500.0,15300.0,7590.0,3.39,-2650,2570,0
2005-05-24,15650.0,15450.0,2740.0,3.43,-590,430,0
2005-05-25,15500.0,15350.0,6490.0,3.41,-2090,1930,0
2005-05-26,15350.0,15350.0,4590.0,3.41,-1540,1060,0
2005-05-27,15500.0,15950.0,16920.0,3.54,-1622,2002,-790
2005-05-30,15900.0,15950.0,9410.0,3.54,4340,-4050,-290
2005-05-31,15900.0,15850.0,20370.0,3.52,-3100,3240,-140
2005-06-01,15900.0,15750.0,6020.0,3.5,-1480,1480,0
2005-06-02,15900.0,15750.0,19390.0,3.5,-2010,830,0
2005-06-03,15700.0,15650.0,6435.0,3.47,687,-687,0
2005-06-07,15650.0,15650.0,12761.0,3.47,-6040,6900,0
2005-06-08,15550.0,16100.0,13710.0,3.57,-3060,2820,-80
2005-06-09,15950.0,16050.0,43981.0,3.56,-7430,6800,2500
2005-06-10,16250.0,16150.0,5949.0,3.58,-1190,1800,-890
2005-06-13,16200.0,16700.0,6290.0,3.71,-940,960,-420
2005-06-14,16700.0,16500.0,10210.0,3.66,6980,-7340,-350
2005-06-15,16750.0,16600.0,4721.0,3.68,-1520,880,0
2005-06-16,17000.0,16800.0,8592.0,3.73,-3960,860,0
2005-06-17,16800.0,16700.0,4020.0,3.71,690,-1930,0
2005-06-20,16550.0,16700.0,3700.0,3.71,-1410,890,0
2005-06-21,16550.0,16700.0,3840.0,3.71,-1420,1260,0
2005-06-22,16800.0,16800.0,8680.0,3.73,-4300,2070,570
2005-06-23,16950.0,17000.0,11160.0,3.77,-4270,4420,-1360
2005-06-24,17150.0,17400.0,24150.0,3.86,-5150,5150,0
2005-06-27,17300.0,17400.0,5050.0,3.86,-1890,1890,0
2005-06-28,17550.0,17650.0,4640.0,3.92,-180,180,0
2005-06-29,17650.0,17500.0,9420.0,3.88,-1490,2450,-1290
2005-06-30,17650.0,18050.0,17431.0,4.01,-10580,11250,0
2005-07-01,18100.0,19000.0,32651.0,4.22,-650,4730,-3150
2005-07-04,19550.0,19050.0,20601.0,4.23,-4860,5340,0
2005-07-05,19600.0,20200.0,108330.0,4.48,5600,16300,-500
2005-07-06,20800.0,19900.0,57867.0,4.42,-24723,26213,0
2005-07-07,20300.0,20100.0,45651.0,4.46,-22730,22810,0
2005-07-08,20050.0,19950.0,12676.0,4.43,-5466,5706,0
2005-07-11,20100.0,20400.0,31392.0,4.53,-154,3984,-3670
2005-07-12,20500.0,20250.0,13920.0,4.49,-2340,4590,-1600
2005-07-13,20050.0,20000.0,17836.0,4.44,-830,8154,-10500
2005-07-14,20000.0,19850.0,99636.0,4.4,-1123,42376,11370
2005-07-15,19750.0,19850.0,12810.0,4.4,-1940,2040,-100
2005-07-18,19900.0,19700.0,11670.0,4.37,-2100,2460,-360
2005-07-19,19850.0,19900.0,94930.0,4.42,-2370,42930,360
2005-07-20,20000.0,19900.0,22081.0,4.42,-9699,10909,-1210
2005-07-21,19950.0,20200.0,30920.0,4.48,-4620,4620,0
2005-07-22,20200.0,20900.0,35691.0,4.64,-3740,3410,2000
2005-07-25,21300.0,21300.0,16080.0,4.73,-1900,1900,0
2005-07-26,21900.0,21950.0,63256.0,4.87,5310,-3310,-2000
2005-07-27,22000.0,25000.0,98864.0,5.55,-15750,15780,0
2005-07-28,25000.0,25000.0,42155.0,5.55,-7394,1734,4860
2005-07-29,25200.0,24800.0,17350.0,5.5,-3530,3550,0
2005-08-01,24800.0,25200.0,24930.0,5.59,-9680,680,0
2005-08-02,24600.0,25400.0,38180.0,5.64,-15780,15790,0
2005-08-03,25300.0,24850.0,14195.0,5.51,-1530,2280,-430
2005-08-04,24600.0,24000.0,22825.0,5.33,8580,-9360,150
2005-08-05,24400.0,23650.0,17750.0,5.25,-9790,8950,700
2005-08-08,23000.0,23400.0,8746.0,5.19,-3080,1450,830
2005-08-09,22900.0,23800.0,10185.0,5.28,-2910,1210,1700
2005-08-10,23550.0,23900.0,15220.0,5.3,160,-2890,1680
2005-08-11,23500.0,23850.0,8742.0,5.29,-1992,312,1120
2005-08-12,23850.0,24600.0,17197.0,5.46,580,-1050,-30
2005-08-16,24700.0,24650.0,20187.0,5.47,-1440,1210,230
2005-08-17,24200.0,24500.0,10640.0,5.44,-1170,1090,0
2005-08-18,24100.0,24100.0,10490.0,5.35,-610,770,-240
2005-08-19,23200.0,24100.0,6540.0,5.35,-70,370,-280
2005-08-22,23350.0,24450.0,20270.0,5.43,-3860,3330,130
2005-08-23,24500.0,23800.0,15210.0,5.28,6680,-6770,90
2005-08-24,23650.0,24150.0,12270.0,5.36,-6270,6990,-390
2005-08-25,24150.0,24600.0,15820.0,5.46,-4020,-1540,6120
2005-08-26,24600.0,25300.0,26750.0,5.61,-10000,7690,-530
2005-08-29,25150.0,24850.0,13040.0,5.51,-1260,1980,-480
2005-08-30,24250.0,25000.0,8280.0,5.55,-1760,-560,-180
2005-08-31,24700.0,24950.0,6985.0,5.54,-1480,2620,-1140
2005-09-01,24950.0,25400.0,9146.0,5.64,-3640,2330,1310
2005-09-02,25750.0,26700.0,20140.0,5.92,-9080,2480,4100
2005-09-05,26200.0,26700.0,7700.0,5.92,50,250,-300
2005-09-06,26700.0,28100.0,29212.0,6.24,-12315,7015,-700
2005-09-07,28100.0,28350.0,16461.0,6.29,-1711,2381,0
2005-09-08,28800.0,27850.0,26881.0,6.18,-2960,5890,500
2005-09-09,27700.0,27900.0,7856.0,6.19,-2570,2680,-110
2005-09-12,27250.0,27750.0,9630.0,6.16,-390,510,-260
2005-09-13,27500.0,27650.0,8900.0,6.14,-1750,1860,-110
2005-09-14,27250.0,27500.0,10130.0,6.1,1460,4250,-5710
2005-09-15,28650.0,29000.0,33061.0,6.44,-10480,5920,-440
2005-09-16,28000.0,28700.0,8340.0,6.37,-2910,1340,1490
2005-09-20,28700.0,29150.0,7175.0,6.47,-3405,3195,760
2005-09-21,29200.0,28650.0,14130.0,6.36,3470,-1110,2420
2005-09-22,29000.0,28400.0,2946.0,6.3,-910,880,30
2005-09-23,28450.0,28350.0,11434.0,6.29,-4010,4250,-470
2005-09-26,28150.0,29150.0,25490.0,6.47,2480,12930,660
2005-09-27,30000.0,28900.0,16481.0,6.41,780,3210,90
2005-09-28,28950.0,29100.0,16569.0,6.46,130,-480,190
2005-09-29,28850.0,28750.0,12720.0,6.38,1640,4980,220
2005-09-30,28750.0,29350.0,33703.0,6.51,2200,5460,3280
2005-10-04,29500.0,29500.0,26540.0,6.55,4970,4180,3290
2005-10-05,30000.0,29500.0,32210.0,6.55,1460,-10080,9060
2005-10-06,29300.0,29300.0,13320.0,6.5,360,-560,230
2005-10-07,29100.0,29650.0,19250.0,6.58,-5850,5830,20
2005-10-10,29700.0,29900.0,14154.0,6.63,-5190,4880,230
2005-10-11,30250.0,30000.0,11020.0,6.66,3450,-2830,140
2005-10-12,29800.0,29000.0,28550.0,6.44,3000,-8000,5200
2005-10-13,28850.0,28500.0,20840.0,6.32,-420,-1060,-1210
2005-10-14,28150.0,28900.0,38570.0,6.41,-6800,7170,4730
2005-10-17,28050.0,27750.0,9170.0,6.16,-2480,4230,-1750
2005-10-18,27700.0,29000.0,17070.0,6.44,-12890,12680,170
2005-10-19,29300.0,27850.0,13430.0,6.18,5580,-4950,-590
2005-10-20,27800.0,27900.0,10220.0,6.19,-1820,1760,60
2005-10-21,27900.0,27650.0,12510.0,6.14,-2200,1490,510
2005-10-24,28150.0,27550.0,7520.0,6.11,-1500,1480,180
2005-10-25,27600.0,28500.0,11017.0,6.32,-5867,4067,1160
2005-10-26,28600.0,28650.0,7530.0,6.36,-3600,3000,440
2005-10-27,29200.0,28050.0,9020.0,6.22,-830,280,270
2005-10-28,27900.0,27900.0,17710.0,6.19,-5760,1970,4030
2005-10-31,27900.0,27700.0,5250.0,6.15,-2530,2230,300
2005-11-01,27600.0,29000.0,12557.0,6.44,-2880,100,-220
2005-11-02,28050.0,28800.0,5810.0,6.39,-2460,1390,510
2005-11-03,28550.0,28500.0,9820.0,6.32,-1270,3930,140
2005-11-04,28600.0,28800.0,6940.0,6.39,-4470,4070,340
2005-11-07,28550.0,29250.0,7050.0,6.49,-2100,2330,-150
2005-11-08,29150.0,29400.0,8390.0,6.52,-1330,3850,220
2005-11-09,29450.0,29300.0,16780.0,6.5,3550,-3390,-260
2005-11-10,29300.0,28700.0,12420.0,6.37,1800,-2160,30
2005-11-11,29000.0,29450.0,17510.0,6.54,-1990,4750,640
2005-11-14,29500.0,28550.0,10870.0,6.34,7760,-4860,60
2005-11-15,28350.0,27450.0,27083.0,6.09,13540,-12650,-620
2005-11-16,27250.0,27350.0,15643.0,6.07,3230,-3030,-70
2005-11-17,27100.0,27250.0,8723.0,6.05,3283,-3283,0
2005-11-18,27300.0,27000.0,6287.0,5.99,1170,-490,-680
2005-11-21,27000.0,26400.0,8300.0,5.86,110,-1250,1220
2005-11-22,26800.0,26250.0,10250.0,5.83,1200,-1410,370
2005-11-23,26150.0,27900.0,9626.0,6.19,-4380,4850,-500
2005-11-24,26700.0,27850.0,6690.0,6.18,-3020,3160,-140
2005-11-25,27400.0,27600.0,3416.0,6.12,-2350,1890,0
2005-11-28,27250.0,28100.0,8854.0,6.24,-5880,-150,-10
2005-11-29,28300.0,27350.0,6850.0,6.07,-380,520,-140
2005-11-30,27350.0,27700.0,8100.0,6.15,-6350,6070,280
2005-12-01,27550.0,27650.0,7460.0,6.14,-3040,2580,620
2005-12-02,27500.0,27550.0,4640.0,6.11,-360,300,60
2005-12-05,27450.0,27450.0,3550.0,6.09,550,-60,-490
2005-12-06,27800.0,27050.0,5780.0,6.0,-730,830,-100
2005-12-07,26850.0,26500.0,10130.0,5.88,1550,-970,-580
2005-12-08,26350.0,26200.0,16410.0,5.81,2370,4620,-360
2005-12-09,25900.0,26150.0,4630.0,5.8,130,-510,380
2005-12-12,26150.0,26550.0,16060.0,5.89,4890,-5160,270
2005-12-13,26400.0,26100.0,9120.0,5.79,5350,-6480,1130
2005-12-14,26050.0,25450.0,14425.0,5.65,4205,-4975,770
2005-12-15,25900.0,25400.0,9900.0,5.64,1620,2970,410
2005-12-16,25200.0,25050.0,8820.0,5.56,-2440,2750,-310
2005-12-19,24700.0,25000.0,8036.0,5.55,904,476,-380
2005-12-20,25450.0,24550.0,14570.0,5.45,5460,-5240,-140
2005-12-21,24200.0,25150.0,16440.0,5.58,540,-540,0
2005-12-22,25000.0,24500.0,21830.0,5.44,1070,930,0
2005-12-23,24000.0,24450.0,11371.0,5.43,-1414,614,800
2005-12-26,24750.0,24450.0,6784.0,5.43,-650,1650,0
2005-12-27,24650.0,25000.0,15716.0,5.55,-3130,9040,90
2005-12-28,25250.0,24950.0,5500.0,5.54,-1320,1410,-90
2005-12-29,24900.0,25100.0,9310.0,5.57,-70,60,10
2006-01-02,25100.0,24800.0,6090.0,7.13,1270,-1260,-10
2006-01-03,24500.0,25200.0,24760.0,7.25,-11380,12180,0
2006-01-04,24900.0,25500.0,17514.0,7.34,-710,-1810,0
2006-01-05,25200.0,25950.0,15690.0,7.47,-4570,4570,0
2006-01-06,25950.0,26300.0,6560.0,7.57,-1760,1920,0
2006-01-09,26300.0,26200.0,8900.0,7.54,-2270,2270,0
2006-01-10,25700.0,25350.0,6170.0,7.29,400,-400,0
2006-01-11,25350.0,25650.0,3600.0,7.38,-1140,1140,0
2006-01-12,25650.0,25300.0,8302.0,7.28,-20,1700,160
2006-01-13,25750.0,27150.0,26390.0,7.81,-6060,-570,-90
2006-01-16,28300.0,27350.0,11320.0,7.87,-1550,1550,0
2006-01-17,26850.0,27000.0,18710.0,7.77,-4760,-2150,0
2006-01-18,27250.0,26700.0,19380.0,7.68,-1800,-1850,1850
2006-01-19,27150.0,26300.0,13600.0,7.57,2950,-5850,450
2006-01-20,26950.0,26350.0,11420.0,7.58,-4450,2190,280
2006-01-23,26500.0,25650.0,14090.0,7.38,-6300,5320,980
2006-01-24,25650.0,25500.0,15340.0,7.34,4180,-3240,-940
2006-01-25,25200.0,24850.0,15970.0,7.15,7460,-9580,2120
2006-01-26,24850.0,25350.0,5830.0,7.29,-1170,1030,140
2006-01-27,25250.0,25400.0,5370.0,7.31,-300,100,200
2006-01-31,25300.0,26200.0,11916.0,7.54,-1560,-820,1180
2006-02-01,25800.0,26600.0,7240.0,7.65,-4090,4090,0
2006-02-02,26200.0,26300.0,6570.0,7.57,-1470,1460,10
2006-02-03,26450.0,25200.0,8680.0,7.25,1010,-660,-1350
2006-02-06,25050.0,24750.0,5570.0,7.12,630,-220,-410
2006-02-07,24650.0,24400.0,5530.0,7.02,1230,-1260,30
2006-02-08,25850.0,24350.0,30610.0,7.0,8470,-18390,-1050
2006-02-09,24300.0,23650.0,8680.0,6.8,3510,-3430,80
2006-02-10,23600.0,23800.0,6000.0,6.85,950,-420,-530
2006-02-13,23600.0,23200.0,5870.0,6.67,2430,-1910,-120
2006-02-14,23700.0,24150.0,6630.0,6.95,-3260,2660,40
2006-02-15,24400.0,23500.0,8360.0,6.76,1930,-1420,-30
2006-02-16,23950.0,24250.0,9530.0,6.98,-3800,3410,-10
2006-02-17,24500.0,24150.0,6340.0,6.95,-910,1240,-250
2006-02-20,25550.0,25100.0,6720.0,7.22,-980,860,-120
2006-02-21,25450.0,24600.0,5970.0,7.08,600,-600,290
2006-02-22,24900.0,24500.0,11050.0,7.05,1860,-3720,2210
2006-02-23,24750.0,25600.0,7634.0,7.36,-2600,1730,380
2006-02-24,25650.0,25050.0,5860.0,7.21,-530,-140,400
2006-02-27,24800.0,25400.0,3570.0,7.31,-550,120,360
2006-02-28,25700.0,25200.0,5700.0,7.25,-700,440,50
2006-03-02,24800.0,25700.0,4650.0,7.39,-1670,1660,60
2006-03-03,25250.0,24350.0,11090.0,7.0,4890,-4440,30
2006-03-06,24350.0,25200.0,5660.0,7.25,-2200,1500,120
2006-03-07,25000.0,25000.0,8840.0,7.19,120,80,10
2006-03-08,25400.0,24650.0,7830.0,7.09,1060,-970,-340
2006-03-09,25300.0,24250.0,11780.0,6.98,2060,-1990,1230
2006-03-10,24300.0,24100.0,5160.0,6.93,2870,-1770,-1100
2006-03-13,24250.0,24350.0,4620.0,7.0,930,-1450,220
2006-03-14,24800.0,23800.0,3140.0,6.85,1490,-910,-10
2006-03-15,23900.0,24750.0,5920.0,7.12,-3420,2890,400
2006-03-16,24750.0,24400.0,1614.0,7.02,540,-550,90
2006-03-17,24450.0,24750.0,6591.0,7.12,11,-151,-110
2006-03-20,25100.0,24650.0,3280.0,7.09,-1370,1340,-20
2006-03-21,25250.0,24400.0,3140.0,7.02,1300,-1180,80
2006-03-22,24300.0,24000.0,8580.0,6.9,3110,-2400,-510
2006-03-23,24250.0,24150.0,2040.0,6.95,-1090,-60,1150
2006-03-24,24150.0,24300.0,3690.0,6.99,-1520,1690,-200
2006-03-27,24100.0,24400.0,4200.0,7.02,-2340,2060,120
2006-03-28,24500.0,24500.0,4210.0,7.05,-3310,3270,-70
2006-03-29,24050.0,24700.0,22040.0,7.11,-1680,1350,-10
2006-03-30,24300.0,24250.0,4730.0,6.98,-1240,1020,30
2006-03-31,24700.0,24700.0,11980.0,7.11,-4500,3940,140
2006-04-03,24900.0,24900.0,8222.0,7.16,-320,-80,20
2006-04-04,24600.0,24600.0,6920.0,7.08,2930,-2810,150
