Symbol,영진약품_시가(원),영진약품_종가(원),영진약품_거래량(주),영진약품_PER(IFRS-연결),영진약품_순매수수량(개인)(주),영진약품_순매수수량(기관계)(주),영진약품_순매수수량(외국인계)(주)
2005-07-21,5050.0,4750.0,9171181.0,,-41390,15560,24850
2005-07-22,4700.0,5010.0,13166714.0,,-45610,26380,22190
2005-07-25,5010.0,5100.0,12782470.0,,36530,7670,-32100
2005-07-26,5090.0,5000.0,4483607.0,,52530,-61360,3030
2005-07-27,5070.0,5270.0,8024218.0,,17640,-19050,-15470
2005-07-28,5300.0,5380.0,8943028.0,,-5240,-50120,49500
2005-07-29,5450.0,5020.0,4885157.0,,141213,-110103,2970
2005-08-01,5000.0,4920.0,2975717.0,,12960,-13880,600
2005-08-02,4910.0,4920.0,3406463.0,,7880,-7200,-170
2005-08-03,4920.0,4750.0,2510534.0,,-28340,40680,-6890
2005-08-04,4920.0,4525.0,2942859.0,,-69340,43310,24770
2005-08-05,4330.0,4450.0,3183302.0,,-76950,25260,49720
2005-08-08,4410.0,4560.0,2800838.0,,-83500,71030,1430
2005-08-09,4600.0,5240.0,6735025.0,,111390,-9120,-90640
2005-08-10,5540.0,5180.0,8299842.0,,-55893,32663,24800
2005-08-11,5250.0,5510.0,7230300.0,,47740,-18670,-19700
2005-08-12,5600.0,5340.0,5296325.0,,-15470,12570,-580
2005-08-16,5240.0,5120.0,3241656.0,,50430,-57810,11390
2005-08-17,5010.0,5200.0,4532401.0,,7390,-3320,-13890
2005-08-18,5200.0,4880.0,4110671.0,,40580,-27630,-10030
2005-08-19,4815.0,4780.0,2166829.0,,3440,-1550,-1590
2005-08-22,4800.0,4960.0,2338830.0,,730,-1530,-4000
2005-08-23,4970.0,4850.0,2596947.0,,-15570,9340,-90
2005-08-24,4835.0,4760.0,1458509.0,,36450,-29020,-3970
2005-08-25,4760.0,4780.0,1439600.0,,-7490,7370,2500
2005-08-26,4820.0,4785.0,3995403.0,,-300,-8440,-6900
2005-08-29,4670.0,4250.0,2612003.0,,46530,-54670,14330
2005-08-30,4325.0,4110.0,1734631.0,,25210,-6510,1700
2005-08-31,4010.0,4120.0,1429876.0,,51470,-46460,-5010
2005-09-01,4170.0,4180.0,1818097.0,,-10820,-4450,12770
2005-09-02,4150.0,4220.0,1581814.0,,-12520,10520,2000
2005-09-05,4320.0,4400.0,2166133.0,,6570,-1960,-4510
2005-09-06,4395.0,4325.0,1472216.0,,-56540,47320,2000
2005-09-07,4390.0,4970.0,6520238.0,,-286750,295020,-5380
2005-09-08,5100.0,4910.0,4155513.0,,27711,-791,3560
2005-09-09,5040.0,5150.0,5781205.0,,43548,-53698,-9630
2005-09-12,5260.0,5030.0,2633581.0,,-167565,161085,-240
2005-09-13,5000.0,4760.0,4152041.0,,-115310,111450,-1140
2005-09-14,4700.0,4860.0,1980010.0,,-39730,38880,860
2005-09-15,4810.0,4750.0,1435971.0,,-62150,58050,100
2005-09-16,4700.0,4890.0,2418660.0,,-184420,101660,-100
2005-09-20,5070.0,5620.0,7137527.0,,-48827,60247,3280
2005-09-21,5740.0,5810.0,8588559.0,,-38850,3520,54580
2005-09-22,5920.0,5790.0,10040028.0,,496027,-433437,-44400
2005-09-23,5810.0,5300.0,4460358.0,,145800,-102940,-16020
2005-09-26,5310.0,5390.0,3066289.0,,-240820,179780,59850
2005-09-27,5420.0,5730.0,8645694.0,,-28910,-19860,13210
2005-09-28,5770.0,5790.0,5039353.0,,145997,-124150,2070
2005-09-29,5870.0,5620.0,2834088.0,,46727,-35297,-7070
2005-09-30,5620.0,5520.0,3587326.0,,11680,-21470,10490
2005-10-04,5530.0,5740.0,5044834.0,,-64180,53420,-8600
2005-10-05,5830.0,5700.0,4139944.0,,70850,-84110,13720
2005-10-06,5650.0,6100.0,9788725.0,,90948,9772,-32030
2005-10-07,6200.0,5920.0,6025070.0,,70202,23050,-103252
2005-10-10,6040.0,6240.0,8462923.0,,-158690,109610,66080
2005-10-11,6230.0,6140.0,3155436.0,,-33410,-41680,80090
2005-10-12,6200.0,5930.0,5717056.0,,98950,-22240,-60210
2005-10-13,5890.0,6170.0,3746729.0,,100080,-62140,-17010
2005-10-14,6170.0,5930.0,3433925.0,,96100,-27390,-91620
2005-10-17,5900.0,5480.0,3848194.0,,-14880,-13800,-11320
2005-10-18,5480.0,5370.0,2401805.0,,-36692,49130,-17438
2005-10-19,5340.0,5050.0,2598466.0,,72770,-79930,-2840
2005-10-20,5010.0,4930.0,2334380.0,,-25370,25970,-600
2005-10-21,4775.0,5110.0,2027559.0,,-105060,54890,30010
2005-10-24,5100.0,5120.0,1530875.0,,-1860,-14940,-12540
2005-10-25,5180.0,5020.0,1480440.0,,27510,-6050,2990
2005-10-26,5080.0,5000.0,1121518.0,,-16030,-7180,21550
2005-10-27,4960.0,4900.0,1240298.0,,-2380,-37090,-1820
2005-10-28,4710.0,4750.0,1321037.0,,40170,-36060,-7860
2005-10-31,4800.0,4835.0,944300.0,,-20850,2170,3680
2005-11-01,4805.0,5030.0,1287463.0,,-14308,-24142,39450
2005-11-02,5030.0,5220.0,1591399.0,,-61430,34590,21590
2005-11-03,5240.0,5200.0,1460912.0,,-49240,21860,25380
2005-11-04,5260.0,5180.0,1028446.0,,-47740,42250,4440
2005-11-07,5240.0,5450.0,2717566.0,,-109060,79050,-5740
2005-11-08,5540.0,5390.0,1311403.0,,-28060,23900,2210
2005-11-09,5330.0,5300.0,1452540.0,,-47590,23950,8640
2005-11-10,5300.0,5330.0,1055251.0,,-12920,-25650,17580
2005-11-11,5350.0,5220.0,1389698.0,,-97550,63890,12350
2005-11-14,5220.0,5160.0,1100130.0,,29280,-8000,-21920
2005-11-15,5230.0,5060.0,1008490.0,,15640,-8650,-4690
2005-11-16,5000.0,5040.0,998628.0,,12730,-21530,8850
2005-11-17,5060.0,5080.0,1136208.0,,-33400,3340,30440
2005-11-18,5110.0,5300.0,2452359.0,,16680,-5810,-9990
2005-11-21,5390.0,5200.0,1927839.0,,-6550,-18440,25340
2005-11-22,5270.0,5170.0,1054287.0,,-31330,17190,22140
2005-11-23,5200.0,5530.0,3553885.0,,4670,-11360,4340
2005-11-24,5510.0,5350.0,1891139.0,,-54310,14050,29220
2005-11-25,5440.0,5220.0,1497599.0,,38640,5660,-44300
2005-11-28,5230.0,5230.0,1447501.0,,-29470,6430,23920
2005-11-29,5150.0,5100.0,1516926.0,,87100,-30750,-56350
2005-11-30,5060.0,5100.0,1365350.0,,33220,28700,-62300
2005-12-01,5070.0,5190.0,1767168.0,,-90360,43850,27660
2005-12-02,5300.0,5600.0,4177589.0,,-81800,110370,-14770
2005-12-05,5700.0,5570.0,3393406.0,,73330,-52450,-21210
2005-12-06,5500.0,5600.0,5684126.0,,-151350,124630,-9110
2005-12-07,5720.0,5390.0,2521495.0,,126320,-124930,-580
2005-12-08,5300.0,5180.0,2482960.0,,130780,-69070,-1610
2005-12-09,5110.0,5170.0,1156911.0,,13390,-3950,-19620
2005-12-12,5170.0,5140.0,1227352.0,,-27810,40060,-13420
2005-12-13,5100.0,5060.0,2046710.0,,47700,-47510,-2870
2005-12-14,5090.0,5100.0,1270500.0,,33510,-45600,8350
2005-12-15,5450.0,5220.0,2332070.0,,-9870,13340,0
2005-12-16,4605.0,4900.0,3147709.0,,-13860,16040,100
2005-12-19,4890.0,4945.0,1035848.0,,-44502,42792,-3000
2005-12-20,4870.0,4885.0,904290.0,,-2510,-5550,4810
2005-12-21,4885.0,4870.0,863041.0,,93130,-49100,1000
2005-12-22,4875.0,4375.0,2283191.0,,149970,-72500,2010
2005-12-23,4260.0,4680.0,2280801.0,,7430,-10540,-300
2005-12-26,4800.0,4765.0,993265.0,,-21910,19180,0
2005-12-27,4660.0,4505.0,1116891.0,,-28310,26650,2030
2005-12-28,4455.0,4490.0,565847.0,,30635,-24805,4870
2005-12-29,4595.0,4490.0,770970.0,,41320,-24910,-3870
2006-01-02,4500.0,4500.0,621742.0,,18897,-41797,24880
2006-01-03,4470.0,4555.0,1130156.0,,-2630,-16700,19640
2006-01-04,4670.0,4930.0,2324439.0,,-162500,103320,-24830
2006-01-05,5000.0,4805.0,885760.0,,-12090,32500,-21490
2006-01-06,4805.0,4650.0,793211.0,,11920,-14680,4800
2006-01-09,4700.0,4650.0,887750.0,,-930,-3990,6000
2006-01-10,4650.0,4675.0,1299310.0,,58510,-15780,-44560
2006-01-11,4675.0,4720.0,525779.0,,-32280,19770,12340
2006-01-12,4750.0,4650.0,870654.0,,20240,-9160,8800
2006-01-13,4580.0,4610.0,539824.0,,-13840,10490,3350
2006-01-16,4680.0,4600.0,614701.0,,-6130,-6880,6010
2006-01-17,4570.0,4490.0,739982.0,,23930,-19910,-4020
2006-01-18,4455.0,4240.0,1136350.0,,3350,26630,-30360
2006-01-19,4180.0,4120.0,763200.0,,16930,-21500,3820
2006-01-20,4020.0,3700.0,1559500.0,,159489,-45119,2180
2006-01-23,3400.0,3145.0,1459739.0,,-50870,47270,-1130
2006-01-24,3100.0,3280.0,1815158.0,,-14782,14642,2300
2006-01-25,3280.0,3620.0,1755526.0,,76640,-88100,13350
2006-01-26,3550.0,3680.0,779489.0,,-821,-6129,7450
2006-01-27,3680.0,3900.0,732324.0,,-2810,5920,-3500
2006-01-31,3930.0,4000.0,654351.0,,-4920,-10410,16610
2006-02-01,3995.0,3710.0,739681.0,,-20920,40250,-19180
2006-02-02,3850.0,3795.0,534681.0,,2581,13649,-16230
2006-02-03,3610.0,3650.0,616620.0,,30670,-31360,1000
2006-02-06,3575.0,3750.0,603630.0,,3300,-2300,-1000
2006-02-07,3850.0,3765.0,659830.0,,26940,-27190,250
2006-02-08,3765.0,3710.0,434640.0,,-15320,-13430,28750
2006-02-09,3840.0,3760.0,446830.0,,26900,-29900,0
2006-02-10,3830.0,3980.0,1115285.0,,-10890,-3350,14240
2006-02-13,3990.0,4000.0,1118370.0,,22720,-17540,-1350
2006-02-14,3990.0,3870.0,469098.0,,-39810,42060,-5830
2006-02-15,3890.0,3750.0,545932.0,,36760,-38910,4990
2006-02-16,3750.0,3750.0,491340.0,,-24710,21270,-700
2006-02-17,3715.0,3715.0,386080.0,,10690,-11500,1770
2006-02-20,3650.0,3735.0,567690.0,,-106010,47890,52730
2006-02-21,3750.0,3780.0,507470.0,,-35810,9550,28810
2006-02-22,3765.0,3810.0,491719.0,,60076,-49776,-8030
2006-02-23,3895.0,3805.0,587449.0,,-56580,50260,3050
2006-02-24,3885.0,3825.0,610429.0,,-11722,7642,2350
2006-02-27,3825.0,3810.0,471787.0,,37180,-50870,12140
2006-02-28,3810.0,3735.0,530970.0,,50250,-20790,-31560
2006-03-02,3735.0,3680.0,461933.0,,38210,-5110,-32700
2006-03-03,3640.0,3560.0,679450.0,,103810,-65510,-35300
2006-03-06,3565.0,3600.0,351972.0,,18610,17140,10910
2006-03-07,3550.0,3450.0,551310.0,,1290,-27360,26970
2006-03-08,3400.0,3415.0,459325.0,,-20830,25370,-5220
2006-03-09,3415.0,3400.0,480831.0,,28930,-22620,8120
2006-03-10,3450.0,3450.0,392140.0,,38280,-23270,-15010
2006-03-13,3470.0,3465.0,498390.0,,-3040,770,-730
2006-03-14,3485.0,3420.0,378560.0,,-6240,-19740,31720
2006-03-15,3425.0,3405.0,489540.0,,-41430,28090,11940
2006-03-16,3405.0,3250.0,649980.0,,-4400,1260,3920
2006-03-17,3215.0,3345.0,549110.0,,-25430,13910,7920
2006-03-20,3360.0,3340.0,244509.0,,-22520,22000,0
2006-03-21,3280.0,3280.0,422826.0,,14970,-9810,-3300
2006-03-22,3250.0,3180.0,474487.0,,59460,-57850,690
2006-03-23,3180.0,3655.0,1546705.0,,15335,-6275,-9060
2006-03-24,3880.0,3830.0,6184513.0,,-9500,23240,-90620
2006-03-27,3870.0,3600.0,1682323.0,,-54570,17470,1320
2006-03-28,3685.0,4140.0,7947454.0,,108860,8810,-5720
2006-03-29,4290.0,4200.0,11812917.0,,-72713,35453,28160
2006-03-30,4300.0,4120.0,4815650.0,,-21090,13250,5910
2006-03-31,4220.0,4060.0,3114110.0,,-23590,14180,5550
2006-04-03,4070.0,4340.0,5741715.0,,-162300,76620,-30420
2006-04-04,4390.0,4300.0,3015353.0,,40350,-10600,950
2006-04-05,4345.0,4255.0,2128038.0,,58180,-4010,-1940
2006-04-06,4265.0,4330.0,4217801.0,,-55900,39070,11910
2006-04-07,4335.0,4315.0,2394380.0,,23103,-10123,47990
2006-04-10,4280.0,4315.0,1972101.0,,-13005,23765,-16940
2006-04-11,4320.0,4255.0,1552191.0,,-47330,74430,-25400
2006-04-12,4200.0,4110.0,1768336.0,,251080,-102750,-4000
2006-04-13,4090.0,4080.0,1545050.0,,31480,-28660,-1930
2006-04-14,4085.0,4110.0,1475602.0,,-21580,14460,3600
2006-04-17,4125.0,4030.0,1725057.0,,91900,16990,-7410
2006-04-18,4000.0,4100.0,1468813.0,,7296,5874,6030
2006-04-19,4265.0,4180.0,5454269.0,,-71560,50170,9990
2006-04-20,4200.0,4050.0,1371628.0,,142350,-25730,-400
2006-04-21,4015.0,3985.0,1256408.0,,31230,-31720,1500
2006-04-24,3905.0,3825.0,1385789.0,,162701,-55551,-1930
2006-04-25,3830.0,3800.0,1124415.0,,67460,30430,0
2006-04-26,3760.0,3685.0,1400469.0,,68410,27400,0
2006-04-27,3685.0,3700.0,939206.0,,7700,-7480,0
2006-04-28,3655.0,4010.0,2271183.0,,16053,-25393,0
2006-05-02,4215.0,3925.0,3696927.0,,3290,-720,10770
2006-05-03,4000.0,3860.0,1177931.0,,-18051,-20629,-5950
2006-05-04,3860.0,3740.0,928880.0,,11360,-12020,330
2006-05-08,3760.0,3690.0,961500.0,,44970,-1590,3470
2006-05-09,3650.0,3700.0,799291.0,,-16040,-16830,33130
2006-05-10,3700.0,3650.0,734792.0,,28260,2490,-30490
2006-05-11,3570.0,3730.0,682346.0,,-59430,42700,8440
2006-05-12,3640.0,3650.0,519368.0,,79904,-73154,-1240
2006-05-15,3620.0,3445.0,838056.0,,12550,-11620,0
2006-05-16,3405.0,3310.0,729536.0,,2090,-2090,0
2006-05-17,3310.0,3345.0,449955.0,,-5100,-7130,5640
2006-05-18,3280.0,3160.0,498273.0,,-2070,600,1470
2006-05-19,3090.0,3250.0,488408.0,,-6940,-510,6580
2006-05-22,3260.0,3210.0,313026.0,,-2110,-3370,5480
2006-05-23,3190.0,3200.0,332067.0,,-79900,88720,-11500
2006-05-24,3180.0,3190.0,322000.0,,-14990,19000,-5870
2006-05-25,3200.0,3080.0,315179.0,,45250,-45100,3310
2006-05-26,3100.0,3060.0,363210.0,,-4270,6460,-3310
2006-05-29,3090.0,3145.0,549185.0,,34030,-59580,28530
2006-05-30,3180.0,3100.0,505720.0,,42960,-14430,-28530
2006-06-01,3005.0,2960.0,333252.0,,4000,-3610,-390
2006-06-02,2970.0,2950.0,545011.0,,-8950,16110,-7410
2006-06-05,2860.0,2760.0,426790.0,,17320,-28810,12000
2006-06-07,2570.0,2730.0,711583.0,,-49730,37160,0
2006-06-08,2685.0,2605.0,750205.0,,99700,-76540,-4660
2006-06-09,2640.0,2920.0,2755887.0,,5740,-7140,0
2006-06-12,2900.0,2800.0,596025.0,,5900,-14980,8800
2006-06-13,2690.0,2700.0,365657.0,,2660,1470,-1800
2006-06-14,2625.0,2715.0,320711.0,,-33770,30110,600
2006-06-15,2755.0,2790.0,489289.0,,4810,-34590,32670
2006-06-16,2870.0,2870.0,403565.0,,-33080,19800,11920
2006-06-19,2895.0,2750.0,198540.0,,18620,-14890,-2450
2006-06-20,2710.0,2670.0,262833.0,,12940,-8570,-3410
2006-06-21,2650.0,2680.0,194200.0,,12390,-2030,-10360
2006-06-22,2730.0,2730.0,362076.0,,-76260,44940,26720
2006-06-23,2770.0,2870.0,1600420.0,,38080,-14050,-22730
2006-06-26,2825.0,2925.0,703088.0,,-19120,14430,3820
2006-06-27,2970.0,2845.0,544683.0,,30910,-10910,-20410
2006-06-28,2755.0,2725.0,450279.0,,31470,-29430,2220
2006-06-29,2760.0,2840.0,650770.0,,-78870,42510,32120
2006-06-30,2930.0,2865.0,558760.0,,-29980,4800,4800
2006-07-03,2880.0,2940.0,548225.0,,1860,-19190,3160
2006-07-04,2975.0,2930.0,486823.0,,9000,-10530,-4150
2006-07-05,2805.0,2850.0,338807.0,,35720,-8620,-420
2006-07-06,2830.0,2795.0,347592.0,,40840,-20110,-13660
2006-07-07,2795.0,2800.0,293300.0,,-15360,-2970,18330
2006-07-10,2770.0,2870.0,248202.0,,-59560,43310,12260
2006-07-11,2840.0,2890.0,279908.0,,4150,-4550,-2430
2006-07-12,2910.0,2880.0,385495.0,,-510,17350,-18510
2006-07-13,2870.0,2800.0,314837.0,,52480,-29420,-11490
2006-07-14,2760.0,2700.0,422380.0,,55850,-32800,-12700
2006-07-18,2625.0,2595.0,375451.0,,-22970,500,-7530
2006-07-19,2595.0,2595.0,237920.0,,2290,-570,0
2006-07-20,2650.0,2655.0,270777.0,,-26843,34803,16680
2006-07-21,2615.0,2620.0,160982.0,,6170,-6480,280
2006-07-24,2580.0,2630.0,245460.0,,27040,-11540,-13280
2006-07-25,2665.0,2655.0,269880.0,,-49700,39610,4740
2006-07-26,2655.0,2615.0,143260.0,,5140,-2780,-2620
2006-07-27,2610.0,2610.0,198790.0,,-42570,45230,8850
2006-07-28,2580.0,2610.0,153140.0,,-13000,8260,3770
2006-07-31,2640.0,2660.0,278300.0,,-2680,-4690,7370
2006-08-01,2670.0,2805.0,1374315.0,,-17100,13140,930
2006-08-02,2770.0,2825.0,507265.0,,-8170,6300,2600
2006-08-03,2820.0,2755.0,444804.0,,14975,-10165,-4130
2006-08-04,2760.0,2800.0,287047.0,,-21430,17170,3580
2006-08-07,2800.0,2905.0,933452.0,,9760,-29660,6660
2006-08-08,2880.0,2925.0,669300.0,,-84260,51700,-2500
2006-08-09,2950.0,2970.0,2005740.0,,4190,10170,-14480
2006-08-10,3030.0,2860.0,863136.0,,45020,-46810,4940
2006-08-11,2845.0,2775.0,619530.0,,7130,3540,-11390
2006-08-14,2775.0,2810.0,416469.0,,-39470,28840,5430
2006-08-16,2830.0,2800.0,545071.0,,7320,22100,-24050
2006-08-17,2800.0,2860.0,650240.0,,-31870,3440,20580
2006-08-18,2880.0,2860.0,338201.0,,-9280,6080,670
2006-08-21,2900.0,2835.0,507080.0,,43630,-14240,-30050
2006-08-22,2800.0,2860.0,280832.0,,-55450,33980,19630
2006-08-23,2870.0,2940.0,997442.0,,5750,-22260,8040
2006-08-24,2965.0,2955.0,998443.0,,39290,-15310,-9720
2006-08-25,2955.0,2885.0,544929.0,,-40520,28820,11580
2006-08-28,2885.0,2895.0,357861.0,,-16170,-2740,18910
2006-08-29,2910.0,3000.0,621069.0,,-40540,5920,37670
2006-08-30,3050.0,3150.0,1208268.0,,2550,-10210,3260
2006-08-31,3195.0,3115.0,1793190.0,,-31960,40410,-13230
2006-09-01,3150.0,3170.0,476505.0,,-12340,4130,7050
2006-09-04,3190.0,3080.0,886514.0,,25185,1575,-22760
2006-09-05,3080.0,3075.0,387050.0,,-15360,-1360,14650
2006-09-06,3075.0,3040.0,424328.0,,10350,-15770,5460
2006-09-07,3020.0,3035.0,453290.0,,-5990,13290,-11410
2006-09-08,3010.0,3100.0,467211.0,,-37460,8750,28590
2006-09-11,3135.0,3030.0,397022.0,,49470,-11040,-34420
2006-09-12,3030.0,3010.0,274591.0,,9750,-3880,-6560
2006-09-13,3040.0,3035.0,309621.0,,-20220,-2820,24890
2006-09-14,3025.0,3015.0,367731.0,,23240,13040,-21640
2006-09-15,3020.0,3080.0,390839.0,,7870,-10280,2410
2006-09-18,3105.0,3090.0,467796.0,,-10840,17280,-430
2006-09-19,3090.0,3175.0,2354678.0,,-118850,139710,-20460
2006-09-20,3205.0,3165.0,591407.0,,10210,6410,-16890
2006-09-21,3200.0,3135.0,746544.0,,64568,-22138,-44330
2006-09-22,3100.0,2985.0,701961.0,,53600,-12650,-43730
2006-09-25,2960.0,2985.0,274940.0,,-14510,21160,-7390
2006-09-26,2990.0,2905.0,387502.0,,39160,-31200,-5500
2006-09-27,2905.0,2910.0,273435.0,,-52260,31320,16080
2006-09-28,2950.0,2905.0,422341.0,,121430,15880,13440
2006-09-29,2915.0,2915.0,242730.0,,-8750,-1530,10660
2006-10-02,2910.0,2965.0,289620.0,,-28040,20050,7970
2006-10-04,2925.0,2910.0,224669.0,,30499,-23569,-4660
2006-10-09,2900.0,2580.0,725870.0,,27010,9850,-35860
2006-10-10,2570.0,2680.0,497232.0,,-23580,-4990,27900
2006-10-11,2680.0,2680.0,296641.0,,-5030,7030,-6080
2006-10-12,2660.0,2700.0,295089.0,,59300,-69580,11750
2006-10-13,2750.0,2740.0,259370.0,,-20640,13030,6470
2006-10-16,2745.0,2750.0,227190.0,,-3210,2380,100
2006-10-17,2780.0,2730.0,400323.0,,-3410,7350,-4740
2006-10-18,2705.0,2725.0,314287.0,,-17592,23012,-8090
2006-10-19,2755.0,2820.0,716071.0,,24110,-18910,-5230
2006-10-20,2820.0,2930.0,4345526.0,,10660,22250,-32570
2006-10-23,2965.0,2900.0,563840.0,,-13200,8900,1500
2006-10-24,2920.0,2810.0,764040.0,,3010,-9460,4500
2006-10-25,2775.0,2790.0,438490.0,,-18227,7687,10190
2006-10-26,2805.0,2765.0,417560.0,,-7860,-1390,7190
2006-10-27,2765.0,2765.0,265840.0,,-9270,4730,-260
2006-10-30,2750.0,2745.0,267000.0,,-1130,1110,-1060
2006-10-31,2785.0,2820.0,316340.0,,-21890,1650,20920
2006-11-01,2845.0,2865.0,447149.0,,-15990,4790,15930
2006-11-02,2870.0,2880.0,419000.0,,-16720,13480,1140
2006-11-03,2870.0,2910.0,989430.0,,-20500,10650,6550
2006-11-06,3095.0,2945.0,1427725.0,,26560,-8050,-18810
2006-11-07,2990.0,2870.0,673960.0,,-18710,12110,4720
2006-11-08,2890.0,2855.0,673072.0,,1680,-2380,-500
2006-11-09,2860.0,2850.0,454124.0,,-16620,-14950,29360
2006-11-10,2845.0,2860.0,326683.0,,-1360,860,230
2006-11-13,2860.0,2850.0,355351.0,,21060,1070,-23630
2006-11-14,2895.0,2900.0,936942.0,,7240,-17300,9660
2006-11-15,2930.0,2880.0,372950.0,,14670,-11440,-3260
2006-11-16,2875.0,2820.0,422465.0,,6890,-4990,-2190
2006-11-17,2820.0,2860.0,327855.0,,-59290,13700,44090
2006-11-20,2900.0,2825.0,255019.0,,14000,-3130,-11080
2006-11-21,2810.0,2830.0,209910.0,,-13780,11550,1630
2006-11-22,2840.0,2890.0,381089.0,,-46210,19320,22990
2006-11-23,2900.0,2900.0,316424.0,,-24035,18325,4200
2006-11-24,2940.0,2900.0,691040.0,,-21910,19560,-1410
2006-11-27,2925.0,2990.0,826682.0,,-7150,7390,1580
2006-11-28,2950.0,2910.0,401521.0,,3650,-8100,4780
2006-11-29,2910.0,2910.0,401793.0,,-35200,20140,16620
2006-11-30,2920.0,2940.0,488211.0,,-17680,-40,19400
2006-12-01,2950.0,2955.0,670212.0,,23860,2480,-26640
2006-12-04,2955.0,3005.0,862850.0,,-3090,200,4080
2006-12-05,3020.0,2965.0,495019.0,,10400,2710,-13380
2006-12-06,2965.0,2950.0,701647.0,,-27850,77300,-52130
2006-12-07,2930.0,2980.0,414152.0,,-12670,11480,-610
2006-12-08,3000.0,2860.0,505095.0,,15120,5390,-19610
2006-12-11,2815.0,2820.0,341288.0,,-370,-4460,5900
2006-12-12,2855.0,2700.0,739849.0,,32140,-11280,-19990
2006-12-13,2735.0,2710.0,321809.0,,23620,-25420,2690
2006-12-14,2705.0,2725.0,456600.0,,-22270,-101670,131800
2006-12-15,2735.0,2770.0,266100.0,,15128,-17058,3270
2006-12-18,2785.0,2780.0,326004.0,,-12330,11120,1210
2006-12-19,2780.0,2780.0,244243.0,,27700,7550,530
2006-12-20,2760.0,2750.0,237131.0,,-24020,17880,12460
2006-12-21,2755.0,2780.0,221490.0,,-21850,20930,780
2006-12-22,2780.0,2730.0,349116.0,,-10860,2970,8020
2006-12-26,2730.0,2655.0,393059.0,,-29430,14110,15460
2006-12-27,2640.0,2680.0,270141.0,,-7310,4790,2520
2006-12-28,2680.0,2685.0,197547.0,,-1340,640,700
2007-01-02,2700.0,2705.0,219220.0,,17080,-23520,6780
2007-01-03,2705.0,2675.0,244760.0,,16630,-10920,-5280
2007-01-04,2675.0,2620.0,285240.0,,24010,-18770,-5240
2007-01-05,2620.0,2575.0,345370.0,,31450,-23500,-6870
2007-01-08,2570.0,2545.0,189270.0,,2830,-2820,-10
2007-01-09,2510.0,2525.0,333220.0,,9360,-10700,1340
2007-01-10,2505.0,2430.0,613770.0,,24610,-19260,-4940
2007-01-11,2410.0,2340.0,684581.0,,57210,-79540,32760
2007-01-12,2360.0,2390.0,621750.0,,-42130,13390,24090
2007-01-15,2410.0,2430.0,373430.0,,35785,-37335,2220
2007-01-16,2450.0,2370.0,259274.0,,8940,1860,-10280
2007-01-17,2380.0,2315.0,327256.0,,13000,-10350,-1860
2007-01-18,2315.0,2330.0,222030.0,,-14060,10440,3280
2007-01-19,2320.0,2235.0,385777.0,,39877,-5787,-32600
2007-01-22,2200.0,2100.0,592610.0,,-12650,7660,4000
2007-01-23,2105.0,2010.0,875540.0,,-37570,2780,32500
2007-01-24,2010.0,2115.0,906222.0,,-3230,3800,-570
2007-01-25,2145.0,2165.0,489001.0,,11920,4600,-16520
2007-01-26,2135.0,2120.0,268704.0,,11523,-13643,2760
2007-01-29,2060.0,2080.0,273020.0,,4520,-10790,6270
2007-01-30,2075.0,2080.0,219663.0,,-17340,8450,8890
2007-01-31,2090.0,2050.0,229036.0,,26374,-17544,-12500
2007-02-01,2055.0,2105.0,178080.0,,-26230,21660,3810
2007-02-02,2110.0,2160.0,296211.0,,-1350,4330,-2980
2007-02-05,2180.0,2135.0,273710.0,,22300,-10770,-6260
2007-02-06,2135.0,2140.0,151720.0,,-12330,7050,4700
2007-02-07,2150.0,2160.0,194761.0,,-13290,11190,1820
2007-02-08,2195.0,2190.0,276845.0,,3680,4950,-9660
2007-02-09,2200.0,2230.0,292237.0,,-20470,12120,6210
2007-02-12,2230.0,2190.0,208680.0,,15490,-11840,-2770
2007-02-13,2200.0,2225.0,177903.0,,-970,5190,-3650
2007-02-14,2230.0,2255.0,179630.0,,-11630,9680,630
2007-02-15,2255.0,2205.0,171718.0,,12540,-3180,-9360
2007-02-16,2195.0,2200.0,332628.0,,-2910,-4740,-6470
2007-02-20,2170.0,2150.0,305306.0,,7460,-5310,-5150
2007-02-21,2130.0,2105.0,366303.0,,8730,-4120,-4730
2007-02-22,2135.0,2110.0,338121.0,,-22440,20620,-3160
2007-02-23,2110.0,2080.0,282899.0,,-620,2790,-1300
2007-02-26,2080.0,2080.0,240869.0,,-2098,1448,800
2007-02-27,2080.0,2100.0,342130.0,,4960,-7860,4260
2007-02-28,2070.0,2030.0,436184.0,,54410,-40260,-10620
2007-03-02,2010.0,2025.0,252930.0,,12850,-12190,220
2007-03-05,2025.0,2000.0,312365.0,,15730,-6830,-7360
2007-03-06,2000.0,2020.0,167604.0,,980,-1070,90
2007-03-07,2030.0,2005.0,300832.0,,39550,-17010,2460
2007-03-08,2010.0,2000.0,366541.0,,-6730,9540,-4730
2007-03-09,2015.0,2080.0,484720.0,,8110,-8530,420
2007-03-12,2115.0,2070.0,238852.0,,10050,-8760,-1290
2007-03-13,2070.0,2030.0,285843.0,,7832,-10252,2740
2007-03-14,2010.0,2005.0,342862.0,,4590,-8500,4200
2007-03-15,2015.0,2045.0,193151.0,,-16980,9920,6770
2007-03-16,2045.0,2025.0,347552.0,,-12090,3870,8220
