Symbol,영진약품_시가(원),영진약품_종가(원),영진약품_거래량(주),영진약품_PER(IFRS-연결),영진약품_순매수수량(개인)(주),영진약품_순매수수량(기관계)(주),영진약품_순매수수량(외국인계)(주)
2000-01-04,600,620,94280,,0,0,0
2000-01-05,620,710,353490,,0,0,0
2000-01-06,690,660,226030,,0,0,0
2000-01-07,670,755,136500,,-1190,1190,0
2000-01-10,725,735,157790,,0,0,0
2000-01-11,690,690,90140,,0,0,0
2000-01-12,660,700,125550,,10,-10,0
2000-01-13,740,700,209140,,1200,-1200,0
2000-01-14,680,630,54030,,0,0,0
2000-01-17,650,630,71630,,0,0,0
2000-01-18,610,610,61020,,0,0,0
2000-01-19,610,580,98040,,0,0,0
2000-01-20,570,550,45280,,0,0,0
2000-01-21,510,580,66410,,0,0,0
2000-01-24,580,590,71180,,0,0,0
2000-01-25,585,575,54330,,0,0,0
2000-01-26,580,550,100850,,40220,-20,0
2000-01-27,560,575,88020,,0,0,0
2000-01-28,585,570,93770,,0,0,0
2000-01-31,580,575,38380,,0,0,0
2000-02-01,595,565,86740,,0,0,0
2000-02-02,570,575,127830,,0,0,0
2000-02-03,575,570,73720,,10,-10,0
2000-02-07,570,610,151020,,0,0,0
2000-02-08,610,620,292790,,10,-10,0
2000-02-09,620,625,148240,,0,0,0
2000-02-10,610,600,116200,,130,-10,-120
2000-02-11,580,580,66840,,0,0,0
2000-02-14,560,540,70340,,0,0,0
2000-02-15,550,540,83580,,0,0,0
2000-02-16,540,555,34490,,0,0,0
2000-02-17,560,550,90700,,0,0,0
2000-02-18,555,590,80520,,0,0,0
2000-02-21,620,570,131070,,0,0,0
2000-02-22,570,550,79300,,-19540,0,19540
2000-02-23,630,630,36600,,0,0,0
2000-02-24,720,720,465780,,10,-10,0
2000-02-25,750,825,462530,,1000,0,-1000
2000-02-28,850,945,352560,,0,0,0
2000-02-29,1085,1085,200500,,0,0,0
2000-03-02,1245,1245,103170,,10,-10,0
2000-03-03,1430,1060,1067290,,30,-30,0
2000-03-06,990,1040,903430,,-510,0,0
2000-03-07,1035,1040,505430,,0,0,0
2000-03-08,990,1080,452760,,0,0,0
2000-03-09,1075,990,244420,,200,0,0
2000-03-10,990,950,313100,,0,0,0
2000-03-13,880,910,598940,,20,-20,0
2000-03-14,970,950,544790,,0,0,0
2000-03-15,920,920,311040,,-40,0,0
2000-03-16,905,785,354670,,100,0,0
2000-03-17,795,760,323110,,20,-20,0
2000-03-20,745,735,217020,,-1000,0,1000
2000-03-21,725,700,218450,,0,0,0
2000-03-22,680,730,299940,,0,0,0
2000-03-23,740,700,216080,,0,0,0
2000-03-24,700,805,321830,,-10160,-40,0
2000-03-27,835,925,329140,,11200,0,-1000
2000-03-28,1060,1060,49260,,0,0,0
2000-03-29,1215,1215,118570,,5010,-10,0
2000-03-30,1390,1035,1506340,,20790,0,-20540
2000-03-31,965,880,583370,,0,0,0
2000-04-03,865,950,412480,,10000,0,0
2000-04-04,925,820,250260,,20,-20,0
2000-04-06,800,900,239690,,-9120,0,1000
2000-04-07,940,905,184050,,8310,0,-190
2000-04-10,770,890,366900,,-10290,0,0
2000-04-11,890,800,209810,,10290,0,0
2000-04-12,850,830,214560,,0,0,0
2000-04-14,865,840,184070,,-10000,0,0
2000-04-17,800,765,227530,,9590,0,410
2000-04-18,840,800,136520,,10,-10,0
2000-04-19,835,920,255860,,0,0,0
2000-04-20,950,850,197720,,0,0,0
2000-04-21,875,900,169410,,20,-20,0
2000-04-24,900,850,89810,,0,0,0
2000-04-25,800,845,140670,,0,0,0
2000-04-26,810,850,135600,,0,0,0
2000-04-27,875,800,210630,,0,0,0
2000-04-28,800,920,256700,,500,0,0
2000-05-02,1020,850,564250,,82670,0,-1220
2000-05-03,870,895,370410,,93450,0,0
2000-05-04,880,915,502570,,6190,-20,0
2000-05-08,950,920,169120,,3000,0,0
2000-05-09,910,875,136200,,0,0,0
2000-05-10,820,840,266370,,0,0,0
2000-05-12,840,830,142640,,3000,0,0
2000-05-15,810,780,139860,,4000,0,0
2000-05-16,760,770,126500,,-2980,-20,3000
2000-05-17,885,885,170710,,0,0,0
2000-05-18,875,755,381780,,30,0,-30
2000-05-19,750,775,165130,,0,0,0
2000-05-22,765,710,54580,,0,0,0
2000-05-23,685,700,98210,,0,0,0
2000-05-24,705,700,145430,,0,0,0
2000-05-25,720,785,234490,,0,0,0
2000-05-26,755,700,217450,,0,0,0
2000-05-29,700,710,73000,,0,0,0
2000-05-30,680,720,119670,,0,0,0
2000-05-31,740,740,128830,,10,-10,0
2000-06-01,730,730,63530,,0,0,0
2000-06-02,715,715,154470,,0,0,0
2000-06-05,730,800,253110,,0,0,0
2000-06-07,815,795,207040,,0,0,0
2000-06-08,810,760,126780,,0,0,0
2000-06-09,760,740,142850,,0,0,0
2000-06-12,720,770,217020,,0,0,0
2000-06-13,730,750,85620,,0,0,0
2000-06-14,750,730,54600,,0,0,0
2000-06-15,710,700,95700,,-730,0,730
2000-06-16,700,725,99640,,0,0,0
2000-06-19,690,700,60300,,140,-140,0
2000-06-20,720,715,69890,,0,0,0
2000-06-21,820,820,126900,,0,0,0
2000-06-22,940,940,209530,,1600,0,-2000
2000-06-23,1080,810,1116630,,990,0,-1700
2000-06-26,760,785,306180,,400,0,0
2000-06-27,785,770,202380,,0,0,0
2000-06-28,790,775,163160,,500,0,0
2000-06-29,760,750,83680,,0,0,0
2000-06-30,750,765,55290,,200,0,0
2000-07-03,765,765,145190,,0,0,0
2000-07-04,765,760,75990,,10,0,0
2000-07-05,735,750,137480,,0,0,0
2000-07-06,750,770,197690,,-1940,0,1940
2000-07-07,780,770,164470,,0,0,0
2000-07-10,765,765,81840,,0,0,0
2000-07-11,780,770,91760,,0,0,0
2000-07-12,770,775,198570,,0,0,0
2000-07-13,790,810,181630,,0,0,0
2000-07-14,840,780,175160,,0,0,0
2000-07-18,770,790,178490,,0,0,0
2000-07-19,790,810,253420,,0,0,0
2000-07-20,830,765,139700,,1750,0,-1750
2000-07-21,760,760,90890,,10,-10,0
2000-07-24,750,725,127060,,0,0,0
2000-07-25,720,720,87000,,-1970,-30,2000
2000-07-26,745,730,56730,,0,0,0
2000-07-27,720,730,98310,,0,0,0
2000-07-28,735,715,43470,,0,0,0
2000-07-31,715,715,88890,,10,-10,0
2000-08-01,705,740,117060,,0,0,0
2000-08-02,735,800,400930,,0,0,0
2000-08-03,810,825,597140,,-2880,5070,-2190
2000-08-04,855,815,569000,,5070,-5070,0
2000-08-07,770,825,293790,,0,0,0
2000-08-08,890,825,172540,,0,0,0
2000-08-09,820,860,150910,,0,0,0
2000-08-10,845,860,154540,,0,0,0
2000-08-11,870,865,124760,,10,-10,0
2000-08-14,900,980,576120,,0,0,0
2000-08-16,970,905,372870,,0,0,0
2000-08-17,865,840,348810,,40,-40,0
2000-08-18,835,890,198170,,0,0,0
2000-08-21,930,930,272470,,0,0,0
2000-08-22,900,905,168550,,0,0,0
2000-08-23,905,925,235890,,0,0,0
2000-08-24,920,1060,366540,,0,0,0
2000-08-25,1080,920,391540,,0,0,0
2000-08-28,925,925,191910,,0,0,0
2000-08-29,950,1060,307650,,0,0,0
2000-08-30,1060,1215,963550,,-780,0,0
2000-08-31,1200,1190,696080,,-220,0,0
2000-09-01,1155,1015,510690,,10,-10,0
2000-09-04,1150,1165,477560,,0,0,0
2000-09-05,1200,1220,656940,,1000,0,0
2000-09-06,1200,1240,487310,,-1500,0,1500
2000-09-07,1060,1080,364400,,10,-10,0
2000-09-08,1130,1030,449150,,69510,-10,0
2000-09-14,980,970,344950,,0,0,0
2000-09-15,1000,1015,148640,,10,-10,0
2000-09-18,1000,865,293140,,0,0,0
2000-09-19,865,990,125420,,0,0,0
2000-09-20,1090,1050,443720,,70,-70,0
2000-09-21,1020,1040,126730,,0,0,0
2000-09-22,1090,975,130430,,1500,0,-1500
2000-09-25,935,930,121160,,0,0,0
2000-09-26,960,890,181610,,0,0,0
2000-09-27,890,880,217650,,0,0,0
2000-09-28,880,900,162690,,0,0,0
2000-09-29,900,890,265150,,10,-10,0
2000-10-02,1020,1020,312640,,-1300,0,0
2000-10-04,1170,1170,131480,,-450,0,-350
2000-10-05,1345,1345,1165200,,1920,-20,0
2000-10-06,1225,1145,721270,,10,-10,0
2000-10-09,1145,1290,433260,,200,0,0
2000-10-10,1220,1100,223440,,-1180,1180,0
2000-10-11,1265,1265,646970,,0,0,0
2000-10-12,1400,1290,883470,,10,-10,0
2000-10-13,1200,1260,384310,,20,-20,0
2000-10-16,1240,1260,497470,,0,0,0
2000-10-17,1260,1190,206980,,0,0,0
2000-10-18,1200,1140,285220,,0,0,0
2000-10-19,1130,1090,222200,,0,0,0
2000-10-20,1050,1090,162120,,0,0,0
2000-10-23,1050,1235,290050,,0,0,0
2000-10-24,1220,1130,201050,,10,-10,0
2000-10-25,1120,1030,173990,,-1750,0,0
2000-10-26,1010,1100,240910,,1760,-10,0
2000-10-27,1090,1000,498440,,0,0,0
2000-10-30,950,910,430650,,-4720,0,0
2000-10-31,910,880,249950,,-9740,-20,0
2000-11-01,1010,1010,350060,,10,-10,0
2000-11-02,1160,1160,267500,,0,0,0
2000-11-03,1290,1110,1104120,,20,-20,0
2000-11-06,1035,1100,606850,,-3560,0,0
2000-11-07,1115,1045,444770,,3560,0,0
2000-11-08,1045,1010,188950,,-930,-20,950
2000-11-09,1015,1040,171300,,10,-10,0
2000-11-10,1015,1030,105270,,450,0,-450
2000-11-13,1050,990,160830,,0,0,0
2000-11-14,940,980,147750,,0,0,0
2000-11-15,990,1000,189160,,-1000,0,1000
2000-11-16,1005,940,141690,,10,-20,0
2000-11-17,940,940,94920,,0,0,0
2000-11-20,940,1000,204130,,0,0,0
2000-11-21,1000,950,175040,,0,0,0
2000-11-22,960,980,126110,,0,0,0
2000-11-23,990,920,175210,,10,-10,0
2000-11-24,940,960,88720,,0,0,0
2000-11-27,930,950,101090,,10,-10,0
2000-11-28,950,945,80600,,20,-20,0
2000-11-29,945,880,106400,,0,0,0
2000-11-30,950,900,75810,,0,0,0
2000-12-01,900,910,75890,,-2000,0,2000
2000-12-04,920,870,179180,,0,0,0
2000-12-05,855,830,226900,,0,0,0
2000-12-06,850,870,135810,,0,0,0
2000-12-07,850,865,250080,,10,-10,0
2000-12-08,900,990,698740,,0,0,0
2000-12-11,990,990,0,,0,0,0
2000-12-12,990,990,0,,0,0,0
2000-12-13,990,990,0,,0,0,0
2000-12-14,990,990,0,,0,0,0
2000-12-15,990,990,0,,0,0,0
2000-12-18,990,990,0,,0,0,0
2000-12-19,990,990,0,,0,0,0
2000-12-20,990,990,0,,0,0,0
2000-12-21,990,990,0,,0,0,0
2000-12-22,990,990,0,,0,0,0
2000-12-26,990,990,0,,0,0,0
2001-01-02,990,990,0,,0,0,0
2001-01-03,990,990,0,,0,0,0
2001-01-04,990,990,0,,0,0,0
2001-01-05,990,990,0,,0,0,0
2001-01-08,11450,11450,36730,,50,0,-50
2001-01-09,13150,13150,11620,,710,-10,0
2001-01-10,15100,11200,107710,,340,-40,-300
2001-01-11,10900,9950,40310,,10,-10,0
2001-01-12,9400,8950,53610,,100,-100,0
2001-01-15,8400,7700,77530,,140,-140,0
2001-01-16,7800,8850,44490,,430,-30,0
2001-01-17,9050,8000,58660,,40,-40,0
2001-01-18,7800,8400,20920,,40,-40,0
2001-01-19,8200,8000,22080,,0,0,0
2001-01-22,8000,7800,23930,,130,-130,0
2001-01-26,7600,7800,21290,,0,0,0
2001-01-29,7700,7580,19370,,0,0,0
2001-01-30,7500,7360,24460,,-480,-20,500
2001-01-31,7210,7360,28450,,30,-30,0
2001-02-01,7450,7400,14120,,10,-10,0
2001-02-02,7500,7310,11570,,0,0,0
2001-02-05,7310,7090,11640,,0,0,0
2001-02-06,7100,7180,9060,,0,0,0
2001-02-07,7160,6980,20670,,0,0,0
2001-02-08,6810,6710,15360,,-50,-40,90
2001-02-09,6800,6800,13810,,20,-20,0
2001-02-12,6900,6700,12910,,10,-10,0
2001-02-13,6620,6500,25600,,-100,-30,130
2001-02-14,6420,6100,34470,,0,0,0
2001-02-15,6200,6250,31200,,30,-30,0
2001-02-16,5700,5950,18380,,0,0,0
2001-02-19,5720,5700,37170,,0,0,0
2001-02-20,5520,5820,20440,,10,-10,0
2001-02-21,6100,6050,20060,,0,0,0
2001-02-22,6400,6950,42130,,240,-10,-230
2001-02-23,7590,6500,80540,,10,-10,0
2001-02-26,6700,6400,20800,,50,-50,0
2001-02-27,6400,6100,24960,,0,0,0
2001-02-28,5800,7010,32810,,50,-50,0
2001-03-02,6850,6340,39810,,250,0,-250
2001-03-05,6000,6170,9000,,-140,-10,150
2001-03-06,6190,6140,10370,,10,-10,0
2001-03-07,6050,6100,8560,,20,-20,0
2001-03-08,6200,6100,18590,,0,0,0
2001-03-09,6200,6100,11590,,0,0,0
2001-03-12,6020,6020,13860,,0,0,0
2001-03-13,5800,5700,13390,,-200,0,200
2001-03-14,6000,6000,21080,,10,-10,0
2001-03-15,5920,5900,18850,,20,-20,0
2001-03-16,5950,5850,12150,,0,0,0
2001-03-19,5750,6100,25240,,0,0,0
2001-03-20,6100,6190,30300,,20,-20,0
2001-03-21,6140,6050,10870,,-100,0,100
2001-03-22,6050,6030,8220,,0,0,0
2001-03-23,6000,6300,15530,,30,-30,0
2001-03-26,7240,6830,11750,,0,0,0
2001-03-27,6560,6800,9200,,700,0,-300
2001-03-28,6700,6800,10000,,280,-90,-190
2001-03-29,6690,6650,10940,,30,-30,0
2001-03-30,6620,6610,7900,,30,-30,0
2001-04-02,6310,6210,6000,,-200,0,200
2001-04-03,6070,5850,17230,,60,-60,0
2001-04-04,5730,5780,5890,,0,0,0
2001-04-06,4920,4920,132840,,117630,-110230,1800
2001-04-09,4185,4185,5830,,5320,-4780,0
2001-04-10,3560,3560,4050,,2630,-1410,0
2001-04-11,3030,3030,745650,,566510,-178260,0
2001-04-12,2580,2580,105550,,9660,-4950,0
2001-04-13,2195,2195,308320,,124320,-38120,0
2001-04-16,1955,2140,2880210,,1155370,-41930,1980
2001-04-17,2200,2460,426360,,6870,-3020,-1850
2001-04-18,2550,2250,1273630,,-250,0,250
2001-04-19,2250,2305,632870,,20,-20,0
2001-04-20,2315,2240,334080,,0,0,0
2001-04-23,2185,2190,399350,,30,-30,0
2001-04-24,2180,2075,224500,,2000,-2000,0
2001-04-25,2075,2075,181160,,-990,-10,0
2001-04-26,2070,2005,163720,,0,0,0
2001-04-27,2000,2080,166100,,0,0,0
2001-04-30,2085,2140,250310,,0,0,0
2001-05-02,2100,2055,206370,,29800,1610,0
2001-05-03,2020,1750,489160,,278630,-250630,1000
2001-05-04,1750,1800,547470,,30,-30,0
2001-05-07,1760,1800,263130,,39800,-10,360
2001-05-08,1800,1750,259660,,33700,-20,240
2001-05-09,1750,1725,246440,,58510,-10,0
2001-05-10,1750,1750,240270,,530,-530,0
2001-05-11,1795,1795,165450,,1000,0,-1000
2001-05-14,1800,1950,539210,,2000,0,-1000
2001-05-15,1915,1900,239920,,1110,-1110,0
2001-05-16,1920,1950,129430,,0,0,0
2001-05-17,1995,1990,163780,,30,-30,0
2001-05-18,2010,2285,355400,,20,-20,0
2001-05-21,2620,2625,677770,,1020,-20,0
2001-05-22,2590,2960,886940,,9850,-2020,-4020
2001-05-23,2880,3205,556560,,38250,-2050,0
2001-05-24,3070,2725,679830,,50030,-30,0
2001-05-25,2780,3130,640490,,10000,0,0
2001-05-28,3300.0,3230.0,935130.0,,59760,-29960,100
2001-05-29,3200.0,3195.0,535310.0,,26720,-26620,0
2001-05-30,3090.0,2980.0,326300.0,,38060,-38160,0
2001-05-31,2850.0,2955.0,344400.0,,4010,-10,-100
2001-06-01,3100.0,2950.0,172580.0,,-3980,-20,1000
2001-06-04,2955.0,3010.0,238130.0,,1000,0,-1000
2001-06-05,3010.0,2850.0,171750.0,,10,-10,0
2001-06-07,2865.0,2750.0,178990.0,,0,0,0
2001-06-08,2800.0,2800.0,189090.0,,-990,-10,1000
2001-06-11,2760.0,2875.0,197050.0,,0,0,0
2001-06-12,2860.0,2980.0,170660.0,,-500,0,500
2001-06-13,2980.0,2900.0,151540.0,,-190,-10,200
2001-06-14,3000.0,2975.0,157260.0,,4210,-10,-1200
2001-06-15,2940.0,2910.0,94810.0,,500,0,-500
2001-06-18,2810.0,2810.0,206690.0,,-4990,-10,2000
2001-06-19,2820.0,2695.0,262090.0,,-3000,0,3000
2001-06-20,2690.0,2695.0,191360.0,,0,0,0
2001-06-21,2720.0,2940.0,266040.0,,3970,0,-970
2001-06-22,2960.0,3090.0,581920.0,,1260,0,-4410
2001-06-25,3150.0,3090.0,269070.0,,-40,-10,0
2001-06-26,3020.0,2900.0,216350.0,,3220,-20,0
2001-06-27,2800.0,2800.0,135000.0,,10,-10,0
2001-06-28,2815.0,2830.0,104320.0,,30,-30,0
2001-06-29,2900.0,2900.0,84200.0,,0,0,0
2001-07-02,2940.0,2900.0,87400.0,,0,0,0
2001-07-03,2900.0,2855.0,65170.0,,10,-10,0
2001-07-04,2820.0,2950.0,158210.0,,0,0,0
2001-07-05,2950.0,3170.0,343700.0,,-1990,-10,0
2001-07-06,3135.0,3000.0,173020.0,,0,0,0
2001-07-09,2910.0,2725.0,151700.0,,-500,0,0
2001-07-10,2725.0,2760.0,124050.0,,20,-20,0
2001-07-11,2710.0,2755.0,108920.0,,10,-10,0
2001-07-12,2740.0,2840.0,89190.0,,-700,0,700
2001-07-13,2800.0,2900.0,142710.0,,0,0,0
2001-07-16,2910.0,2880.0,101060.0,,0,0,0
2001-07-18,2915.0,2700.0,116180.0,,26430,-26430,0
2001-07-19,2690.0,2635.0,123590.0,,32630,-32630,0
2001-07-20,2635.0,2990.0,479990.0,,60010,-60010,0
2001-07-23,2990.0,2750.0,313550.0,,40700,-40000,-700
2001-07-24,2600.0,2450.0,296400.0,,4200,-5000,800
2001-07-25,2365.0,2400.0,115030.0,,20000,-20000,0
2001-07-26,2480.0,2405.0,91870.0,,30000,-30000,0
2001-07-27,2440.0,2480.0,117660.0,,2500,0,0
2001-07-30,2500.0,2425.0,71900.0,,0,0,0
2001-07-31,2435.0,2545.0,70690.0,,0,0,0
2001-08-01,2530.0,2575.0,64090.0,,0,0,0
2001-08-02,2590.0,2565.0,38140.0,,10,-10,0
2001-08-03,2580.0,2540.0,59590.0,,0,0,0
2001-08-06,2510.0,2510.0,93520.0,,0,0,0
2001-08-07,2510.0,2545.0,102960.0,,10,-10,0
2001-08-08,2510.0,2480.0,122960.0,,0,0,0
2001-08-09,2430.0,2415.0,101030.0,,0,0,0
2001-08-10,2435.0,2465.0,54210.0,,0,0,0
2001-08-13,2510.0,2550.0,75220.0,,-3000,0,0
2001-08-14,2600.0,2890.0,260060.0,,-500,0,0
2001-08-16,2680.0,2650.0,207160.0,,0,0,0
2001-08-17,2755.0,2750.0,193590.0,,0,0,0
2001-08-20,2720.0,2610.0,140540.0,,10,-10,0
2001-08-21,2570.0,2600.0,77850.0,,20,-20,0
2001-08-22,2560.0,2600.0,113420.0,,10,-10,0
2001-08-23,2640.0,2595.0,105330.0,,10,-10,0
2001-08-24,2605.0,2685.0,212440.0,,3510,-10,0
2001-08-27,2700.0,2650.0,118260.0,,0,0,0
2001-08-28,2650.0,2700.0,129170.0,,800,0,-800
2001-08-29,2800.0,2680.0,215470.0,,-1990,-10,0
2001-08-30,2650.0,2570.0,142520.0,,10,-10,0
2001-08-31,2500.0,2440.0,130600.0,,-1000,0,0
2001-09-03,2460.0,2455.0,53410.0,,0,0,0
2001-09-04,2410.0,2430.0,67750.0,,0,0,0
2001-09-05,2430.0,2480.0,105980.0,,0,0,0
2001-09-06,2460.0,2500.0,46010.0,,20,-20,0
2001-09-07,2470.0,2440.0,121330.0,,10,-10,0
2001-09-10,2390.0,2400.0,62290.0,,0,0,0
2001-09-11,2370.0,2330.0,67920.0,,10,-10,0
2001-09-12,1985.0,1985.0,15590.0,,-2000,0,0
2001-09-13,1860.0,2035.0,121600.0,,0,0,0
2001-09-14,2000.0,1730.0,134830.0,,-2000,0,0
2001-09-17,1615.0,1475.0,95800.0,,0,0,0
2001-09-18,1520.0,1610.0,189440.0,,10,-10,0
2001-09-19,1560.0,1660.0,87990.0,,3000,0,0
2001-09-20,1660.0,1550.0,86510.0,,-12000,0,0
2001-09-21,1510.0,1510.0,63200.0,,-8000,0,0
2001-09-24,1520.0,1600.0,56730.0,,-5970,-30,0
2001-09-25,1650.0,1560.0,89730.0,,-13000,0,0
2001-09-26,1580.0,1610.0,25540.0,,-840,0,0
2001-09-27,1600.0,1600.0,23960.0,,-3980,-20,0
2001-09-28,1600.0,1600.0,61490.0,,-3820,-50,0
2001-10-04,1630.0,1765.0,76170.0,,10,-10,0
2001-10-05,1750.0,1790.0,62070.0,,0,0,0
2001-10-08,1750.0,1790.0,68920.0,,-6290,0,0
2001-10-09,1810.0,1800.0,56350.0,,-5000,0,0
2001-10-10,1820.0,1880.0,82230.0,,0,0,0
2001-10-11,1925.0,2010.0,100010.0,,5010,-10,0
2001-10-12,1990.0,1920.0,67810.0,,0,0,0
2001-10-15,1925.0,2030.0,146430.0,,-23000,0,0
2001-10-16,2010.0,2030.0,94420.0,,-31250,0,0
2001-10-17,2020.0,2330.0,222210.0,,1250,0,0
2001-10-18,2450.0,2675.0,422950.0,,50600,0,0
2001-10-19,3000.0,2650.0,597530.0,,28000,0,0
2001-10-22,2695.0,3045.0,450440.0,,65960,-8860,0
2001-10-23,2990.0,2940.0,457050.0,,0,0,0
2001-10-24,2950.0,2910.0,392870.0,,73070,-74070,0
2001-10-25,2790.0,2760.0,245180.0,,-1000,0,0
2001-10-26,2705.0,2620.0,194570.0,,0,0,0
2001-10-29,2650.0,2630.0,135480.0,,10,-10,0
2001-10-30,2635.0,2570.0,163840.0,,10,-10,0
2001-10-31,2615.0,2680.0,126380.0,,10,-10,0
2001-11-01,2690.0,2640.0,103440.0,,-230,0,0
2001-11-02,2600.0,2595.0,121230.0,,0,0,0
2001-11-05,2610.0,2600.0,109590.0,,0,0,0
2001-11-06,2630.0,2750.0,225910.0,,0,0,0
2001-11-07,2700.0,2680.0,97280.0,,10,-10,0
2001-11-08,2660.0,2635.0,83690.0,,10,-10,0
2001-11-09,2610.0,2645.0,93560.0,,0,0,0
2001-11-12,2645.0,2635.0,121730.0,,0,0,0
2001-11-13,2620.0,2610.0,124500.0,,-21980,-20,0
2001-11-14,2595.0,2650.0,246960.0,,34380,-5380,0
2001-11-15,2655.0,2855.0,433270.0,,102000,0,0
2001-11-16,2800.0,2900.0,481160.0,,36310,-10,0
2001-11-19,2920.0,3095.0,377670.0,,-990,-10,1000
2001-11-20,3250.0,2995.0,274550.0,,70,-10,0
2001-11-21,2900.0,2905.0,210120.0,,1010,-10,-1000
2001-11-22,2850.0,2820.0,122220.0,,0,0,0
2001-11-23,2800.0,2755.0,239380.0,,-17000,0,0
2001-11-26,2710.0,2840.0,182150.0,,0,0,0
2001-11-27,2800.0,2755.0,150070.0,,0,0,0
2001-11-28,2840.0,2700.0,104280.0,,-2000,0,0
2001-11-29,2600.0,2695.0,68980.0,,0,0,0
2001-11-30,2695.0,2710.0,88810.0,,20,-20,0
2001-12-03,2710.0,2730.0,60540.0,,0,0,0
2001-12-04,2730.0,2835.0,245190.0,,0,0,0
2001-12-05,2855.0,2780.0,114360.0,,10,-10,0
2001-12-06,2750.0,2730.0,103990.0,,10,-10,0
2001-12-07,2715.0,2770.0,52820.0,,0,0,0
2001-12-10,2770.0,2730.0,61180.0,,50,-50,0
2001-12-11,2720.0,2710.0,81340.0,,10,-10,0
2001-12-12,2710.0,2685.0,81710.0,,0,0,0
2001-12-13,2665.0,2670.0,72870.0,,0,0,0
2001-12-14,2645.0,2630.0,72290.0,,10,-10,0
2001-12-17,2600.0,2605.0,81490.0,,20,-20,0
2001-12-18,2575.0,2650.0,50470.0,,10,-10,0
2001-12-19,2615.0,2580.0,62220.0,,0,0,0
2001-12-20,2570.0,2580.0,46440.0,,0,0,0
2001-12-21,2530.0,2540.0,35970.0,,6810,-450,0
2001-12-24,2525.0,2460.0,74010.0,,5000,0,0
2001-12-26,2495.0,2350.0,52840.0,,0,0,0
2001-12-27,2310.0,2430.0,77590.0,,0,0,0
2001-12-28,2475.0,2500.0,49980.0,,0,0,0
2002-01-02,2590.0,2630.0,43590.0,24.34,2880,0,0
2002-01-03,2600.0,2530.0,58287.0,23.42,0,0,0
2002-01-04,2500.0,2610.0,81797.0,24.17,5000,0,0
2002-01-07,2700.0,2990.0,400600.0,27.67,23560,0,0
2002-01-08,2900.0,2730.0,266535.0,25.27,0,0,0
2002-01-09,2745.0,2800.0,100935.0,25.91,10,-10,0
2002-01-10,2780.0,2750.0,95510.0,25.44,0,0,0
2002-01-11,2750.0,2760.0,104815.0,25.55,20,-20,0
2002-01-14,2770.0,2770.0,180570.0,25.63,0,0,0
2002-01-15,2760.0,2665.0,105480.0,24.65,0,0,0
2002-01-16,2720.0,2690.0,66726.0,24.89,3010,-10,0
2002-01-17,2600.0,2620.0,142175.0,24.25,0,0,0
2002-01-18,2650.0,2745.0,97742.0,25.4,20,-20,0
2002-01-21,2750.0,2715.0,65880.0,25.12,20,-20,0
2002-01-22,2800.0,2750.0,64001.0,25.44,0,0,0
2002-01-23,2755.0,2750.0,98580.0,25.44,0,0,0
2002-01-24,2740.0,2740.0,69570.0,25.36,10,-10,0
2002-01-25,2740.0,2770.0,110390.0,25.63,10,-10,0
2002-01-28,2800.0,2700.0,154270.0,24.99,57620,0,1000
2002-01-29,2690.0,2660.0,140540.0,24.61,0,0,0
2002-01-30,2610.0,2670.0,107804.0,24.72,-2000,0,0
2002-01-31,2690.0,2750.0,263150.0,25.44,45030,-45030,0
2002-02-01,2730.0,2725.0,135520.0,25.23,-10,0,0
2002-02-04,2715.0,2780.0,127614.0,25.74,20000,-20000,0
2002-02-05,2750.0,2750.0,132960.0,25.44,0,0,0
2002-02-06,2750.0,2680.0,85060.0,24.8,1200,-1200,0
2002-02-07,2680.0,2750.0,113270.0,25.44,15010,-15010,0
2002-02-08,2725.0,2685.0,91310.0,24.85,30000,-30000,0
2002-02-14,2700.0,2690.0,111365.0,24.89,22640,-22640,0
2002-02-15,2680.0,2650.0,97463.0,24.53,10020,-10020,0
2002-02-18,2630.0,2625.0,124740.0,24.29,8000,-10000,0
2002-02-19,2605.0,2605.0,74825.0,24.1,10000,-10000,0
2002-02-20,2650.0,2645.0,119470.0,24.48,3010,-3010,0
2002-02-21,2645.0,2700.0,334837.0,24.99,50060,-50060,0
2002-02-22,2700.0,2670.0,112072.0,24.72,500,-3000,0
2002-02-25,2720.0,2840.0,275912.0,26.29,29003,-25003,0
2002-02-26,2840.0,2895.0,156240.0,26.8,14900,-36900,0
2002-02-27,2950.0,2950.0,289980.0,27.31,35260,-29750,-1000
2002-02-28,2930.0,2950.0,193951.0,27.31,30010,-30010,0
2002-03-04,2950.0,2950.0,123962.0,27.31,24650,-24650,0
2002-03-05,2905.0,2830.0,98070.0,26.18,0,0,0
2002-03-06,2830.0,2800.0,90660.0,25.91,60,-60,0
2002-03-07,2805.0,2800.0,191760.0,25.91,39680,-35400,0
2002-03-08,2880.0,2900.0,177151.0,26.84,60000,-60000,0
2002-03-11,2940.0,3025.0,390024.0,27.99,47000,-50000,3000
2002-03-12,3050.0,3120.0,351500.0,28.88,41000,-50000,9000
2002-03-13,3150.0,3100.0,226770.0,28.69,70000,-50000,0
2002-03-14,3150.0,3565.0,545410.0,32.99,79570,-40,880
2002-03-15,3990.0,4000.0,719860.0,37.02,6490,-110,0
2002-03-18,3900.0,4040.0,659235.0,37.39,14650,-30,18200
2002-03-19,3835.0,3800.0,250220.0,35.18,30,-30,0
