Symbol,SK텔레콤_시가(원),SK텔레콤_종가(원),SK텔레콤_거래량(주),SK텔레콤_PER(IFRS-연결),SK텔레콤_순매수수량(개인)(주),SK텔레콤_순매수수량(기관계)(주),SK텔레콤_순매수수량(외국인계)(주)
2003-11-10,202000.0,200000.0,201282.0,11.99,45422,-96784,52150
2003-11-11,196000.0,194000.0,184955.0,11.63,60280,-21425,-40965
2003-11-12,193000.0,195000.0,121430.0,11.69,17074,-27124,16010
2003-11-13,197500.0,199000.0,295743.0,11.93,1251,-53941,59680
2003-11-14,199000.0,196000.0,266945.0,11.75,65930,-123886,70270
2003-11-17,194000.0,190500.0,317756.0,11.42,131476,-85146,-51180
2003-11-18,191500.0,191000.0,227432.0,11.45,18429,7712,-16991
2003-11-19,189000.0,187000.0,378390.0,11.21,51822,-53342,2230
2003-11-20,187000.0,188000.0,198919.0,11.27,3921,27629,-11470
2003-11-21,185000.0,185000.0,227518.0,11.09,64122,-2392,-54320
2003-11-24,185500.0,187500.0,273510.0,11.24,-27015,-14945,50660
2003-11-25,192000.0,193000.0,243084.0,11.57,-63219,-5353,88632
2003-11-26,194500.0,192000.0,162080.0,11.51,-6252,13502,2480
2003-11-27,191000.0,189500.0,169434.0,11.36,26611,-85761,62180
2003-11-28,189000.0,194000.0,237960.0,11.63,-46548,-23172,69730
2003-12-01,194500.0,193000.0,158193.0,11.57,-3738,-4352,9630
2003-12-02,195000.0,192000.0,191179.0,11.51,-10854,-54285,70847
2003-12-03,192000.0,192500.0,182478.0,11.54,-7009,-31911,42270
2003-12-04,192500.0,192000.0,240307.0,11.51,-3477,-27713,28960
2003-12-05,193000.0,192500.0,230533.0,11.54,-38332,-115414,158136
2003-12-08,191000.0,191500.0,147154.0,11.48,6189,-62082,58153
2003-12-09,193000.0,191500.0,152647.0,11.48,-2191,-13247,12118
2003-12-10,189000.0,189000.0,273706.0,11.33,73774,-131044,60960
2003-12-11,191000.0,188000.0,455812.0,11.27,-2673,-110377,123250
2003-12-12,190000.0,196000.0,369940.0,11.75,-70982,-56878,128190
2003-12-15,197000.0,198000.0,351583.0,11.87,-50136,30856,38910
2003-12-16,194000.0,191000.0,198200.0,11.45,35468,-53453,19545
2003-12-17,196000.0,192000.0,252028.0,11.51,1628,-25513,29135
2003-12-18,193000.0,198500.0,343486.0,11.9,-49936,-14036,68132
2003-12-19,201000.0,205500.0,358748.0,12.32,-134214,5881,131000
2003-12-22,204000.0,204000.0,184401.0,12.23,-47224,11244,39400
2003-12-23,204500.0,208000.0,204535.0,12.47,-66143,-1449,65500
2003-12-24,210000.0,202500.0,195100.0,12.14,-14330,-63145,87075
2003-12-26,203500.0,199000.0,241201.0,11.93,-7903,-18463,58820
2003-12-29,193500.0,195500.0,183628.0,11.72,-4490,2460,-950
2003-12-30,198000.0,199000.0,155353.0,11.93,338,-15048,20970
2004-01-02,199000.0,210000.0,254690.0,8.96,-96282,13962,87090
2004-01-05,208500.0,208500.0,194523.0,8.9,-11793,-43577,60840
2004-01-06,208000.0,207500.0,221948.0,8.86,-28988,-42072,75240
2004-01-07,208000.0,217500.0,311356.0,9.28,-120281,531,122070
2004-01-08,220000.0,227000.0,977474.0,9.69,-108158,-486743,601751
2004-01-09,232000.0,223000.0,796777.0,9.52,-198071,-151059,407450
2004-01-12,224000.0,227000.0,454804.0,9.69,-45690,-49144,113429
2004-01-13,225000.0,224000.0,223513.0,9.56,6062,-51325,54233
2004-01-14,224000.0,223000.0,222462.0,9.52,-25544,22933,111
2004-01-15,221000.0,220500.0,234261.0,9.41,-10139,21192,-3073
2004-01-16,219500.0,216000.0,211775.0,9.22,11643,14282,-27745
2004-01-19,218500.0,219000.0,166430.0,9.35,-6003,14823,-10610
2004-01-20,212000.0,215500.0,183668.0,9.2,21969,-367,-21842
2004-01-26,218000.0,222000.0,554747.0,9.47,-1329,97687,-75558
2004-01-27,220500.0,226500.0,346028.0,9.67,-24715,-37888,66843
2004-01-28,222500.0,214500.0,734787.0,9.15,89308,327666,-1938
2004-01-29,212000.0,214500.0,304296.0,9.15,1964,-23384,24570
2004-01-30,214500.0,217500.0,406564.0,9.28,-26034,20014,7450
2004-02-02,221000.0,220000.0,134290.0,9.39,-15466,266,18260
2004-02-03,217000.0,218500.0,198425.0,9.32,-33572,36804,8428
2004-02-04,219500.0,215500.0,89099.0,9.2,-17189,22874,-2355
2004-02-05,220000.0,218000.0,170024.0,9.3,-11043,5997,926
2004-02-06,215000.0,212000.0,205199.0,9.05,52844,-40296,-6493
2004-02-09,212500.0,213000.0,171889.0,9.09,19737,-16782,3835
2004-02-10,213000.0,214500.0,162286.0,9.15,12714,-6602,-5072
2004-02-11,214000.0,221500.0,239442.0,9.45,-44360,44464,-3280
2004-02-12,220000.0,225000.0,272915.0,9.6,-48917,37387,-16060
2004-02-13,224500.0,219500.0,222664.0,9.37,20120,-27780,-990
2004-02-16,219500.0,217500.0,123455.0,9.28,4799,-21019,22750
2004-02-17,219500.0,215000.0,88584.0,9.18,14070,-14370,-290
2004-02-18,215000.0,217000.0,156119.0,9.26,1179,-218,769
2004-02-19,219500.0,218500.0,104191.0,9.32,-33550,33799,2279
2004-02-20,218500.0,215500.0,108377.0,9.2,12837,-10736,-431
2004-02-23,218000.0,218000.0,117558.0,9.3,-4852,1629,-8987
2004-02-24,218000.0,215000.0,132651.0,9.18,-20633,25507,-6844
2004-02-25,223000.0,225000.0,314721.0,9.6,-70223,52722,-11390
2004-02-26,226000.0,228000.0,230638.0,9.73,-3772,13743,-8201
2004-02-27,230500.0,238000.0,200097.0,10.16,-63339,41177,17240
2004-03-02,236000.0,238500.0,214205.0,10.18,-3569,12049,-19010
2004-03-03,237500.0,232000.0,202364.0,9.9,26722,-24512,-10110
2004-03-04,230500.0,233000.0,228585.0,9.94,16003,51327,-55770
2004-03-05,228000.0,228000.0,183218.0,9.73,25859,-40933,11116
2004-03-08,236000.0,228000.0,222039.0,9.73,-7124,25757,-13844
2004-03-09,227000.0,230000.0,228112.0,9.82,-1172,70924,-67790
2004-03-10,225000.0,229000.0,250813.0,9.77,44499,-39097,20215
2004-03-11,228500.0,221000.0,439878.0,9.43,28612,-70598,41000
2004-03-12,221000.0,215500.0,325169.0,9.2,-3869,-46833,56500
2004-03-15,218000.0,219000.0,143018.0,9.35,-5151,5857,3609
2004-03-16,217500.0,221000.0,123444.0,9.43,-12866,44841,-35207
2004-03-17,220000.0,221000.0,180684.0,9.43,19844,34855,-54300
2004-03-18,222000.0,220000.0,197633.0,9.39,-1938,-49948,63220
2004-03-19,219000.0,215500.0,221229.0,9.2,56256,-19336,-49230
2004-03-22,214000.0,212000.0,195930.0,9.05,64161,-67371,16470
2004-03-23,210000.0,211500.0,137663.0,9.03,-6596,11350,2190
2004-03-24,209000.0,212000.0,151798.0,9.05,14148,-25453,10190
2004-03-25,212000.0,211500.0,154050.0,9.03,-23887,10481,9710
2004-03-26,211500.0,212500.0,154271.0,9.07,-28004,50498,-29320
2004-03-29,213500.0,214000.0,80310.0,9.13,-6505,26834,-21793
2004-03-30,214000.0,210500.0,118326.0,8.98,29025,-26795,-2830
2004-03-31,214500.0,214500.0,225406.0,9.15,-24227,-61603,101390
2004-04-01,212500.0,213000.0,96526.0,9.09,11831,-20761,4710
2004-04-02,211500.0,210000.0,143518.0,8.96,47788,-34475,-19935
2004-04-06,211000.0,207000.0,369282.0,8.83,143058,-42179,-102249
2004-04-07,208000.0,208500.0,264795.0,8.9,-6281,-60819,94580
2004-04-08,208500.0,206500.0,265259.0,8.81,53736,-15786,-48900
2004-04-09,206000.0,201500.0,187658.0,8.6,76903,-50803,-27340
2004-04-12,202500.0,201500.0,197513.0,8.6,6845,17705,-26530
2004-04-13,202000.0,200000.0,162426.0,8.54,11076,-30054,22348
2004-04-14,197500.0,201000.0,230154.0,8.58,9358,-51775,44797
2004-04-16,197500.0,199000.0,174877.0,8.49,45643,-47653,16630
2004-04-19,200000.0,201000.0,153592.0,8.58,19012,-30462,25944
2004-04-20,202500.0,201000.0,159428.0,8.58,-10896,29522,-3536
2004-04-21,199500.0,205500.0,197863.0,8.77,-55575,23552,57700
2004-04-22,203500.0,201500.0,138050.0,8.6,41211,-41033,3672
2004-04-23,203500.0,204000.0,186968.0,8.71,-14570,36372,-15422
2004-04-26,202000.0,202000.0,163184.0,8.62,11776,-21616,18750
2004-04-27,201000.0,200500.0,107941.0,8.56,-13196,24364,-21068
2004-04-28,200000.0,195500.0,195828.0,8.34,52321,-32552,-19479
2004-04-29,190000.0,197000.0,288502.0,8.41,-54888,114200,-74683
2004-04-30,199000.0,200000.0,392218.0,8.54,-32451,123791,-82170
2004-05-03,199000.0,202000.0,198860.0,8.62,-40855,55035,-15430
2004-05-04,201500.0,200000.0,190488.0,8.54,-13789,14828,6631
2004-05-06,201000.0,201000.0,198546.0,8.58,-42641,31660,13040
2004-05-07,203000.0,206500.0,272585.0,8.81,-79056,2241,77395
2004-05-10,206000.0,199500.0,182651.0,8.51,-14930,-34830,47260
2004-05-11,195500.0,196000.0,232777.0,8.36,1755,-39986,30691
2004-05-12,191000.0,193000.0,172733.0,8.24,41729,-55380,27941
2004-05-13,193000.0,181000.0,348579.0,7.72,77926,-75450,21624
2004-05-14,186500.0,179000.0,364750.0,7.64,13542,-5330,3915
2004-05-17,179000.0,179000.0,210094.0,7.64,-55212,59701,-1409
2004-05-18,172500.0,180000.0,189056.0,7.68,-32514,51825,-5571
2004-05-19,182000.0,181500.0,154687.0,7.75,-4463,22233,-11210
2004-05-20,182000.0,183000.0,316554.0,7.81,-15144,30610,3844
2004-05-21,186000.0,188500.0,138011.0,8.04,-26096,45976,-20130
2004-05-24,188000.0,193500.0,203721.0,8.26,-26990,30491,11039
2004-05-25,190500.0,193000.0,145000.0,8.24,-12366,12441,7305
2004-05-27,194000.0,201000.0,195310.0,8.58,-53170,33573,7662
2004-05-28,198500.0,198000.0,120420.0,8.45,-8540,17020,-5420
2004-05-31,196000.0,196000.0,114355.0,8.36,5562,3408,7780
2004-06-01,197500.0,199500.0,80815.0,8.51,-9074,-1251,3505
2004-06-02,196000.0,196000.0,111810.0,8.36,23298,-14038,-2600
2004-06-03,194000.0,186000.0,136415.0,7.94,22381,-23347,2716
2004-06-04,186000.0,192500.0,234323.0,8.22,-14201,13182,-7281
2004-06-07,189000.0,198000.0,157911.0,8.45,-42355,61009,-19004
2004-06-08,195500.0,196500.0,74722.0,8.39,-14321,-2879,20920
2004-06-09,200000.0,192500.0,115007.0,8.22,-1733,16885,-1802
2004-06-10,190500.0,189000.0,329237.0,8.07,34633,-1370,-98513
2004-06-11,190000.0,189000.0,376809.0,8.07,40390,-96377,68647
2004-06-14,188000.0,184000.0,117469.0,7.85,-13991,-14477,20508
2004-06-15,188000.0,188000.0,122119.0,8.02,-30014,24681,7583
2004-06-16,187000.0,190000.0,129844.0,8.11,-8793,17559,-3256
2004-06-17,192500.0,198000.0,135243.0,8.45,-30322,30712,290
2004-06-18,195000.0,190500.0,185325.0,8.13,30384,-7619,-10655
2004-06-21,188500.0,190000.0,127197.0,8.11,-7403,-3247,10290
2004-06-22,188000.0,190000.0,107605.0,8.11,-1140,1936,-2406
2004-06-23,192000.0,185500.0,107067.0,7.92,32254,-32891,9167
2004-06-24,187500.0,192000.0,143220.0,8.19,-43035,40358,-13437
2004-06-25,190000.0,195000.0,144482.0,8.32,-26839,17079,7360
2004-06-28,194500.0,192000.0,116709.0,8.19,11509,2437,-13856
2004-06-29,190000.0,194500.0,146538.0,8.3,-25517,16589,5358
2004-06-30,196000.0,190000.0,249168.0,8.11,76588,-72923,7225
2004-07-01,188000.0,185000.0,217731.0,7.89,51905,-46461,-7446
2004-07-02,184500.0,183000.0,186869.0,7.81,21070,-25450,15820
2004-07-05,181000.0,182000.0,155870.0,7.77,16596,-3448,-9138
2004-07-06,180500.0,185000.0,81934.0,7.89,-26068,25409,6959
2004-07-07,182500.0,186000.0,98824.0,7.94,-10834,5220,3180
2004-07-08,182000.0,176000.0,289249.0,7.51,91635,-76890,-8395
2004-07-09,176000.0,179500.0,115673.0,7.66,-10230,740,3040
2004-07-12,176500.0,175000.0,150077.0,7.47,25599,-20203,4084
2004-07-13,172500.0,169000.0,243310.0,7.21,62909,-59299,-7140
2004-07-14,170500.0,168500.0,144520.0,7.19,9707,-2077,-2790
2004-07-15,167000.0,171500.0,133790.0,7.32,-18560,16460,2610
2004-07-16,166500.0,168500.0,125620.0,7.19,-2527,8427,-810
2004-07-19,168000.0,171500.0,78227.0,7.32,-22217,23097,-6040
2004-07-20,167000.0,166000.0,105876.0,7.08,32740,-38110,9630
2004-07-21,168500.0,167500.0,130773.0,7.15,-37184,28108,296
2004-07-22,165000.0,164500.0,166523.0,7.02,25681,-14851,-1040
2004-07-23,160000.0,157000.0,446033.0,6.7,80774,-44383,-22111
2004-07-26,155500.0,161000.0,129291.0,6.87,-6857,-33186,5593
2004-07-27,163000.0,165000.0,146094.0,7.04,-45107,31877,16180
2004-07-28,167000.0,165000.0,151931.0,7.04,-4348,15917,-4189
2004-07-29,164000.0,161000.0,149808.0,6.87,-10861,7270,5270
2004-07-30,161500.0,159000.0,266430.0,6.79,-1180,-23490,-30940
2004-08-02,158000.0,154500.0,190253.0,6.59,20700,-32263,22803
2004-08-03,156500.0,160000.0,104681.0,6.83,-34545,26895,9200
2004-08-04,160000.0,165000.0,149261.0,7.04,-42752,52362,-2560
2004-08-05,165000.0,168000.0,95997.0,7.17,-21895,26175,-3520
2004-08-06,167000.0,163500.0,117197.0,6.98,-3799,-1767,986
2004-08-09,164000.0,162500.0,109918.0,6.93,991,1623,-4714
2004-08-10,160000.0,162000.0,89663.0,6.91,-3141,-1399,8530
2004-08-11,162000.0,160000.0,87267.0,6.83,11392,-9137,-2195
2004-08-12,164000.0,168000.0,179986.0,7.17,-50241,72841,-50
2004-08-13,169500.0,175000.0,220627.0,7.47,-43372,53802,-1630
2004-08-16,175000.0,175000.0,92286.0,7.47,-5785,3829,956
2004-08-17,176000.0,173500.0,106375.0,7.4,2951,2554,-1065
2004-08-18,173500.0,172500.0,113398.0,7.36,-7168,4828,2240
2004-08-19,173000.0,173500.0,150177.0,7.4,-12124,25914,-11230
2004-08-20,172000.0,172500.0,77780.0,7.36,3585,-2925,-1620
2004-08-23,173000.0,172000.0,94813.0,7.34,2441,-1631,6290
2004-08-24,173500.0,172000.0,132556.0,7.34,2253,-9033,1840
2004-08-25,172000.0,173500.0,119642.0,7.4,604,-159,-725
2004-08-26,172000.0,171000.0,98249.0,7.3,17176,-21706,1870
2004-08-27,171500.0,171500.0,88160.0,7.32,360,-5890,2850
2004-08-30,170000.0,173500.0,110785.0,7.4,-15190,16460,-890
2004-08-31,170500.0,173500.0,95840.0,7.4,-21130,11810,-1780
2004-09-01,174500.0,179000.0,166307.0,7.64,-15147,25927,1170
2004-09-02,177500.0,179500.0,99996.0,7.66,-7195,17525,-1030
2004-09-03,179000.0,178000.0,82002.0,7.6,5388,-7358,-1780
2004-09-06,179000.0,181500.0,142420.0,7.75,-22620,15900,-1550
2004-09-07,181000.0,184500.0,137780.0,7.87,-18819,10179,-6680
2004-09-08,183500.0,179000.0,118585.0,7.64,-3176,-9938,3800
2004-09-09,177000.0,179500.0,247642.0,7.66,-2169,-29649,-10012
2004-09-10,181000.0,183000.0,196222.0,7.81,-821,-9996,8667
2004-09-13,180500.0,184500.0,104437.0,7.87,-22632,23051,3387
2004-09-14,183000.0,181000.0,120651.0,7.72,458,9123,-1950
2004-09-15,181000.0,180500.0,66191.0,7.7,-1010,2379,-2820
2004-09-16,177500.0,181000.0,163625.0,7.72,-13320,13470,-3485
2004-09-17,180000.0,179500.0,93155.0,7.66,1190,-5465,3265
2004-09-20,180000.0,182000.0,119710.0,7.77,-9543,14313,-4310
2004-09-21,181500.0,185000.0,99532.0,7.89,-14726,15431,-1095
2004-09-22,185000.0,182000.0,99510.0,7.77,-3680,12900,5550
2004-09-23,179500.0,178000.0,62256.0,7.6,5280,-15980,5810
2004-09-24,179000.0,177000.0,76699.0,7.55,10732,-6250,-132
2004-09-30,177000.0,175500.0,130128.0,7.49,17822,-8842,-9280
2004-10-01,177500.0,178500.0,94142.0,7.62,-10353,1338,6040
2004-10-04,180000.0,188000.0,238103.0,8.02,-46211,104804,-8843
2004-10-05,189000.0,188000.0,227733.0,8.02,-17755,6466,6769
2004-10-06,187500.0,188000.0,188887.0,8.02,-2841,-10204,4705
2004-10-07,186500.0,186000.0,68790.0,7.94,-1418,12048,-10990
2004-10-08,184500.0,187000.0,104631.0,7.98,-8311,-7147,12114
2004-10-11,184500.0,184000.0,125265.0,7.85,6053,-4646,-507
2004-10-12,182000.0,180500.0,145954.0,7.7,21890,-41540,-470
2004-10-13,180000.0,177000.0,85110.0,7.55,14115,-14560,-190
2004-10-14,175500.0,177000.0,200057.0,7.55,15785,-10785,-2190
2004-10-15,173500.0,176500.0,89417.0,7.53,13355,-9035,3620
2004-10-18,175000.0,180000.0,106389.0,7.68,-13359,-5300,-1921
2004-10-19,181000.0,185000.0,112690.0,7.89,-23433,26100,-2860
2004-10-20,184500.0,178000.0,75142.0,7.6,-4608,-8343,4451
2004-10-21,178000.0,181000.0,133573.0,7.72,4789,5701,-4930
2004-10-22,180000.0,182500.0,55136.0,7.79,-10322,6812,2770
2004-10-25,179500.0,174500.0,159450.0,7.45,26005,-34595,2660
2004-10-26,177000.0,177500.0,126886.0,7.57,-1915,1005,-2250
2004-10-27,177500.0,174500.0,107186.0,7.45,13743,-7733,-1460
2004-10-28,176500.0,180000.0,116048.0,7.68,-20481,17071,2150
2004-10-29,177500.0,175500.0,79436.0,7.49,9873,-4673,-4360
2004-11-01,180000.0,181000.0,97600.0,7.72,-12134,9734,3760
2004-11-02,182000.0,186000.0,130985.0,7.94,-47695,50510,-1635
2004-11-03,185000.0,190000.0,115723.0,8.11,-42162,47480,1710
2004-11-04,186500.0,185000.0,66943.0,7.89,8128,-15888,1850
2004-11-05,188000.0,189000.0,158320.0,8.07,-18479,23339,-7450
2004-11-08,190000.0,185000.0,89497.0,7.89,5996,-13676,4090
2004-11-09,187000.0,190000.0,165366.0,8.11,-23322,29957,-14495
2004-11-10,191500.0,196000.0,290014.0,8.36,-54064,94079,-46315
2004-11-11,193000.0,195000.0,192822.0,8.32,803,-13375,9792
2004-11-12,195000.0,200000.0,255441.0,8.54,-38075,57489,-8279
2004-11-15,198000.0,198500.0,188719.0,8.47,-12737,-12789,23542
2004-11-16,198000.0,196500.0,135164.0,8.39,24848,-9185,-17863
2004-11-17,199000.0,202000.0,129166.0,8.62,-23400,43560,-24490
2004-11-18,198000.0,201500.0,128049.0,8.6,-7415,-31235,39840
2004-11-19,203500.0,202000.0,176813.0,8.62,-1856,10726,-2610
2004-11-22,203000.0,198000.0,132954.0,8.45,6052,-11325,-1307
2004-11-23,200500.0,198000.0,181514.0,8.45,-780,21290,-35210
2004-11-24,196000.0,200500.0,145861.0,8.56,-5834,36094,-41738
2004-11-25,200000.0,198000.0,113503.0,8.45,4478,13952,-32850
2004-11-26,200000.0,193000.0,213518.0,8.24,32673,14003,-63156
2004-11-29,196500.0,195500.0,179895.0,8.34,-10110,50091,-37320
2004-11-30,196000.0,198000.0,245434.0,8.45,-5721,-66283,67346
2004-12-01,195500.0,198000.0,106112.0,8.45,723,2347,-4230
2004-12-02,200000.0,200000.0,165949.0,8.54,-5470,82460,-80240
2004-12-03,202000.0,198000.0,122058.0,8.45,-782,40522,-39510
2004-12-06,196000.0,194000.0,159023.0,8.28,50804,-56774,16830
2004-12-07,191500.0,192500.0,62830.0,8.22,479,-16131,11070
2004-12-08,192000.0,197500.0,196632.0,8.43,-22231,14221,-8780
2004-12-09,194000.0,193500.0,553939.0,8.26,69377,29463,-107810
2004-12-10,193000.0,188500.0,246104.0,8.04,33241,-17731,-28050
2004-12-13,186000.0,186000.0,217075.0,7.94,7700,43110,-63240
2004-12-14,185000.0,187500.0,113719.0,8.0,961,12279,-13640
2004-12-15,189000.0,191500.0,136224.0,8.17,-11261,14651,240
2004-12-16,191500.0,193500.0,204734.0,8.26,-27418,-74942,105490
2004-12-17,194000.0,192500.0,142736.0,8.22,2521,-6404,12120
2004-12-20,194500.0,195500.0,137874.0,8.34,-1358,23543,-22730
2004-12-21,193500.0,197000.0,114494.0,8.41,-9825,10438,-2725
2004-12-22,198000.0,200500.0,195876.0,8.56,-43503,33632,-1674
2004-12-23,199500.0,196500.0,132551.0,8.39,20778,33905,-52336
2004-12-24,195000.0,199500.0,83059.0,8.51,-4884,44214,-31470
2004-12-27,200000.0,199000.0,71261.0,8.49,179,20749,-12902
2004-12-28,199000.0,205000.0,202840.0,8.75,-59723,60493,12880
2004-12-29,200000.0,199000.0,202126.0,8.49,22355,764,-11245
2004-12-30,198000.0,197000.0,133125.0,8.41,1356,28766,-32972
2005-01-03,198000.0,200500.0,70962.0,11.06,-10316,7498,2839
2005-01-04,198500.0,198000.0,100515.0,10.92,11225,-9182,-4739
2005-01-05,195000.0,195500.0,106997.0,10.78,11608,547,-11257
2005-01-06,193500.0,193000.0,157184.0,10.65,-16159,-20400,35382
2005-01-07,196500.0,198000.0,112935.0,10.92,9177,-36963,23522
2005-01-10,198000.0,198500.0,89791.0,10.95,-4337,-4302,8788
2005-01-11,198500.0,197500.0,108197.0,10.89,845,16917,-19135
2005-01-12,197500.0,195000.0,125309.0,10.76,27841,9478,-44228
2005-01-13,194000.0,191000.0,269865.0,10.54,94291,2814,-106651
2005-01-14,189500.0,193500.0,236009.0,10.67,-17657,25951,-5357
2005-01-17,194000.0,193500.0,169057.0,10.67,16187,-6146,-14449
2005-01-18,195000.0,193500.0,180220.0,10.67,12908,-28946,27307
2005-01-19,193500.0,190000.0,175473.0,10.48,55075,-6013,-57401
2005-01-20,187500.0,187500.0,173956.0,10.34,51762,16363,-71811
2005-01-21,186500.0,192500.0,132271.0,10.62,-33090,46004,-14857
2005-01-24,191000.0,188000.0,129737.0,10.37,37191,-42091,1326
2005-01-25,188000.0,190000.0,130673.0,10.48,2358,-17244,15899
2005-01-26,189500.0,185500.0,250712.0,10.23,23559,-32233,11385
2005-01-27,180000.0,179000.0,524639.0,9.87,190421,-32632,-153873
2005-01-28,180000.0,179000.0,213477.0,9.87,38375,-7934,-15351
2005-01-31,177500.0,179000.0,234175.0,9.87,12765,57973,-80003
2005-02-01,177000.0,177500.0,205143.0,9.79,50871,-58385,13778
2005-02-02,179000.0,178000.0,252147.0,9.82,24785,-29038,5441
2005-02-03,178500.0,177000.0,155981.0,9.76,27872,-2622,-49307
2005-02-04,177000.0,176500.0,177581.0,9.74,34551,-43896,-2577
2005-02-07,177000.0,179500.0,268537.0,9.9,-3794,10830,-12173
2005-02-11,179500.0,178500.0,252477.0,9.85,3535,-34350,30301
2005-02-14,180000.0,183500.0,247974.0,10.12,-82023,16607,59369
2005-02-15,182500.0,184000.0,192423.0,10.15,13721,-59936,10634
2005-02-16,183000.0,182000.0,181899.0,10.04,28578,-71217,36903
2005-02-17,182500.0,178500.0,228804.0,9.85,77922,-36622,-41099
2005-02-18,178500.0,179500.0,886198.0,9.9,71038,-22336,-80610
2005-02-21,179500.0,179000.0,283188.0,9.87,38568,-53936,31337
2005-02-22,178500.0,181500.0,271832.0,10.01,-37181,-33898,72604
2005-02-23,181500.0,181000.0,174106.0,9.98,-29069,19163,-2127
2005-02-24,181500.0,181000.0,194986.0,9.98,-14994,-38791,58808
2005-02-25,182000.0,183000.0,270585.0,10.1,-14978,-2706,23581
2005-02-28,182000.0,181000.0,293239.0,9.98,84466,-121396,41716
2005-03-02,181500.0,181500.0,286727.0,10.01,35439,-82079,67779
2005-03-03,182500.0,180000.0,156806.0,9.93,19790,6658,-19162
2005-03-04,179500.0,180500.0,157788.0,9.96,-10878,-10439,19716
2005-03-07,180000.0,181500.0,180404.0,10.01,-37123,-8754,30594
2005-03-08,180500.0,180500.0,159187.0,9.96,-20406,-31259,49500
2005-03-09,180500.0,184500.0,230224.0,10.18,-81293,81617,2957
2005-03-10,184000.0,180000.0,260448.0,9.93,25222,51096,-30947
2005-03-11,180500.0,181000.0,202005.0,9.98,-33671,11691,7430
2005-03-14,181000.0,181000.0,149744.0,9.98,15763,-26234,10934
2005-03-15,181000.0,178000.0,242717.0,9.82,29748,-47991,25391
2005-03-16,177000.0,180500.0,205989.0,9.96,-32624,-16337,39118
2005-03-17,178000.0,179500.0,168005.0,9.9,-14574,-1573,13506
2005-03-18,180000.0,181500.0,156860.0,10.01,-37812,18662,7491
2005-03-21,181500.0,181000.0,124141.0,9.98,-18223,30141,-19017
2005-03-22,180000.0,179500.0,139474.0,9.9,8271,17960,-26989
2005-03-23,179000.0,177000.0,157227.0,9.76,33573,-5319,-31107
2005-03-24,177500.0,177500.0,122171.0,9.79,-8597,47914,-39804
2005-03-25,178500.0,178000.0,86482.0,9.82,-13728,-7538,22456
2005-03-28,177500.0,176500.0,184349.0,9.74,58101,78447,-126248
2005-03-29,176500.0,171500.0,293235.0,9.46,74710,-25429,-42337
2005-03-30,172500.0,171000.0,150413.0,9.43,8093,-14501,17293
2005-03-31,172000.0,171000.0,143123.0,9.43,1158,-22582,22836
2005-04-01,170500.0,170500.0,214612.0,9.41,2383,-27674,22064
2005-04-04,169500.0,168000.0,198525.0,9.27,42393,4225,-50321
2005-04-06,167000.0,168000.0,215411.0,9.27,20122,-3456,-16917
2005-04-07,168000.0,167500.0,168695.0,9.24,29383,-19700,-10403
2005-04-08,167500.0,166500.0,185925.0,9.18,14965,30657,-19562
2005-04-11,166500.0,169000.0,191192.0,9.32,-43878,-21425,73738
2005-04-12,169500.0,172000.0,142005.0,9.49,-40637,-17073,61602
2005-04-13,171500.0,171500.0,93915.0,9.46,-12184,-29743,42142
2005-04-14,171500.0,167500.0,207060.0,9.24,13542,-124086,99024
2005-04-15,171000.0,171000.0,171607.0,9.43,-17565,-71874,89522
2005-04-18,170000.0,171000.0,125025.0,9.43,-44457,16504,19857
2005-04-19,170000.0,171000.0,133152.0,9.43,-7775,-3522,16389
2005-04-20,170500.0,166500.0,266080.0,9.18,53539,23911,-75561
2005-04-21,166500.0,167000.0,111039.0,9.21,-5822,21912,-16516
2005-04-22,168500.0,167000.0,84641.0,9.21,-4418,-8111,2514
2005-04-25,165500.0,168500.0,92263.0,9.3,-22775,15890,-5720
2005-04-26,167000.0,168000.0,91097.0,9.27,-2743,-10647,10400
2005-04-27,168000.0,166000.0,95859.0,9.16,22409,-33241,16589
2005-04-28,167000.0,164000.0,70574.0,9.05,-17478,6269,2978
2005-04-29,163500.0,163500.0,119585.0,9.02,-11083,30325,-27648
2005-05-02,164000.0,168500.0,106846.0,9.3,-36584,45387,-10607
2005-05-03,169500.0,168000.0,78426.0,9.27,-12300,-12648,22709
2005-05-04,170000.0,171000.0,102215.0,9.43,-15069,-7458,23042
2005-05-06,174000.0,173500.0,163184.0,9.57,-39245,-33442,74353
2005-05-09,171500.0,173500.0,114698.0,9.57,-17710,-35597,65624
2005-05-10,174000.0,175500.0,147012.0,9.68,-39705,-17327,56418
2005-05-11,175000.0,173000.0,55147.0,9.54,-1994,-9264,12637
2005-05-12,172000.0,169500.0,91347.0,9.35,18670,9457,-17215
2005-05-13,170000.0,169000.0,75681.0,9.32,-715,-7159,9988
2005-05-16,170000.0,171000.0,68678.0,9.43,-7447,25532,-18930
2005-05-17,170500.0,170000.0,68626.0,9.38,-1828,-8369,9751
2005-05-18,170000.0,173000.0,112219.0,9.54,-25536,23413,2574
2005-05-19,174000.0,176500.0,150053.0,9.74,-58001,63084,-16548
2005-05-20,175000.0,175000.0,58465.0,9.65,-12773,33903,-24200
2005-05-23,176500.0,176000.0,71352.0,9.71,-1986,26136,-23165
