Symbol,SK텔레콤_시가(원),SK텔레콤_종가(원),SK텔레콤_거래량(주),SK텔레콤_PER(IFRS-연결),SK텔레콤_순매수수량(개인)(주),SK텔레콤_순매수수량(기관계)(주),SK텔레콤_순매수수량(외국인계)(주)
2000-01-04,3901000,3800000,35998,103.14,1764,-1301,-1763
2000-01-05,3230000,3230000,57248,87.67,8406,138,-6684
2000-01-06,3500000,3287000,41834,89.21,4110,-6220,3560
2000-01-07,3080000,3360000,34272,91.19,-3845,7320,-4625
2000-01-10,3600000,3700000,27025,100.42,-1672,2820,-1148
2000-01-11,3650000,3510000,25838,95.27,-318,3775,-3867
2000-01-12,3300000,3300000,20501,89.57,2430,-510,-2120
2000-01-13,3395000,3328000,28517,90.33,1630,-6651,2631
2000-01-14,3412000,3400000,22135,92.28,-4585,2987,1248
2000-01-17,3460000,3814000,22401,103.52,-7583,7711,1572
2000-01-18,3980000,3850000,22406,104.49,-2047,112,1765
2000-01-19,3790000,3850000,27824,104.49,-1082,4340,-2328
2000-01-20,3735000,3680000,31429,99.88,4299,11644,-15453
2000-01-21,3650000,3505000,28024,95.13,5596,-4070,-666
2000-01-24,3450000,3810000,32085,103.41,-4854,5464,-580
2000-01-25,3645000,3601000,19449,97.74,557,1883,-2700
2000-01-26,3570000,3501000,23555,95.02,2417,6020,-7017
2000-01-27,3500000,3570000,17172,96.89,-948,1123,945
2000-01-28,3670000,3770000,21851,102.32,-2071,-5500,8111
2000-01-31,3700000,3780000,18577,102.59,-1981,-12,-447
2000-02-01,3780000,3665000,18848,99.47,978,978,-2736
2000-02-02,3750000,3665000,14242,99.47,229,4400,-4259
2000-02-03,3665000,3800000,12352,103.14,-2146,1900,-254
2000-02-07,3810000,3949000,27339,107.18,-2506,3754,-1728
2000-02-08,3949000,3850000,14682,104.49,-1468,490,338
2000-02-09,3800000,4180000,36119,113.45,379,6482,-7471
2000-02-10,4300000,4500000,51862,122.13,337,-1027,-1010
2000-02-11,5000000,4675000,39435,126.88,-3168,-3341,7379
2000-02-14,4500000,4600000,22089,124.85,2051,-2490,1079
2000-02-15,4599000,4200000,25517,113.99,1290,3760,-4800
2000-02-16,4100000,4200000,26789,113.99,1753,-3970,4327
2000-02-17,4100000,4211000,17111,114.29,1264,3166,-4210
2000-02-18,4211000,3800000,18296,103.14,3571,-5248,2327
2000-02-21,4001000,4091000,23667,111.03,1653,-4485,4832
2000-02-22,4214000,4313000,14595,117.06,-980,-1269,2189
2000-02-23,4320000,4380000,30429,118.88,3285,645,-4660
2000-02-24,4400000,4341000,16759,117.82,1938,-606,-1692
2000-02-25,4341000,4452000,22016,120.83,-2489,-3895,8364
2000-02-28,4529000,4200000,25185,113.99,461,-7627,9716
2000-02-29,4370000,4200000,28099,113.99,3654,-14114,12800
2000-03-02,4830000,4750000,33666,128.92,-9201,-3893,14124
2000-03-03,4700000,4700000,20622,127.56,-1439,-5963,7222
2000-03-06,4746000,4810000,16762,130.55,-769,-4426,3745
2000-03-07,4880000,4730000,16515,128.38,714,-6410,5696
2000-03-08,4689000,4730000,10638,128.38,592,-3776,2804
2000-03-09,4755000,4400000,37712,119.42,11811,-976,-11965
2000-03-10,4550000,4550000,21054,123.49,907,-4405,3658
2000-03-13,4311000,4300000,17976,116.71,4263,-3970,1747
2000-03-14,4010000,4122000,13094,111.88,2936,-110,-3016
2000-03-15,4030000,4000000,25571,108.56,5439,-2565,-1424
2000-03-16,4036000,4100000,21821,111.28,2535,285,-1910
2000-03-17,4200000,4140000,24788,112.36,2335,-10610,8695
2000-03-20,4040000,3850000,17507,104.49,2554,3440,-6324
2000-03-21,3900000,3998000,20532,108.51,-1460,1390,150
2000-03-22,3920000,3955000,17069,107.34,920,-106,-954
2000-03-23,3900000,3855000,11622,104.63,297,-3017,2490
2000-03-24,3910000,3816000,11418,103.57,655,2205,-3330
2000-03-27,3800000,3733000,14886,101.32,1232,-2560,588
2000-03-28,3680000,3621000,17435,98.28,4073,-1216,-2957
2000-03-29,3550000,3920000,29490,106.39,1418,-7953,6475
2000-03-30,3890000,3811000,17973,103.43,-4236,1220,2776
2000-03-31,3670000,3600000,18604,97.71,4919,-5290,585
2000-04-03,3651000,3350000,20872,90.92,2989,-2159,-1120
2000-04-04,3100000,3151000,39933,85.52,4568,-5775,397
2000-04-06,3149000,3050000,23755,82.78,1842,-100,-1302
2000-04-07,3100000,3348000,19692,90.87,-4427,-860,5487
2000-04-10,3600000,3790000,28953,102.86,-1601,-6002,8723
2000-04-11,3690000,3790000,18905,102.86,-4385,4905,80
2000-04-12,3570000,3500000,26277,94.99,5427,728,-6685
2000-04-14,3210000,3100000,32217,84.14,12483,-395,-12108
2000-04-17,2636000,2635000,56667,71.52,3102,4196,-6505
2000-04-18,2999000,2800000,60613,76,10527,-12809,-1848
2000-04-19,3050000,2940000,65964,79.79,10505,-1290,-6185
2000-04-20,2940000,2940000,0,79.79,0,0,0
2000-04-21,2940000,2940000,0,79.79,0,0,0
2000-04-24,305000,302000,389062,81.97,107020,-95210,-6160
2000-04-25,290000,290000,196260,78.71,20880,1640,-23420
2000-04-26,304500,286000,279975,77.62,-2795,-11930,8115
2000-04-27,262000,271000,355001,73.55,-19902,104800,-83848
2000-04-28,278000,295000,360404,80.07,-89398,46240,48278
2000-05-02,310000,339000,677661,92.01,-49634,-74900,139804
2000-05-03,339000,340000,602378,92.28,-20831,28500,-9449
2000-05-04,335000,337000,267938,91.47,-12340,44240,-35050
2000-05-08,349000,350000,341966,94.99,-33240,-5430,41880
2000-05-09,345000,344000,211640,93.37,-8117,23270,-12413
2000-05-10,344000,334000,207241,90.65,36616,35394,-57510
2000-05-12,336000,328000,222156,89.02,12382,19960,-33142
2000-05-15,319000,316000,171541,85.77,-9510,24300,-17210
2000-05-16,315000,332000,237993,90.11,-8900,18010,-6280
2000-05-17,342000,325000,252221,88.21,-50709,-39381,91590
2000-05-18,315000,340000,330939,92.28,-77051,9390,80480
2000-05-19,350000,381000,696171,103.41,-179214,-153650,333235
2000-05-22,362000,350000,452070,94.99,-8104,95530,-88606
2000-05-23,339000,338000,402637,91.74,8181,42460,-29693
2000-05-24,331000,328000,293071,89.02,33853,-21308,-4045
2000-05-25,365000,355000,466144,96.35,-49327,-117820,179347
2000-05-26,353000,345000,285070,93.64,-53653,-43910,104583
2000-05-29,332000,337000,163904,91.47,-7420,6490,6860
2000-05-30,343000,343000,284728,93.09,22586,-25926,8000
2000-05-31,361000,385000,532846,104.49,-62811,-99786,169697
2000-06-01,379000,406000,550024,110.19,-120325,-21700,140835
2000-06-02,416000,398000,510043,108.02,-3305,-79254,89369
2000-06-05,418000,394000,298464,106.94,40427,-70199,33942
2000-06-07,390000,400000,344464,108.56,-19513,-17541,52754
2000-06-08,400000,377000,395869,102.32,77318,-122714,42306
2000-06-09,371000,399000,440782,108.29,-12421,-95800,96551
2000-06-12,395000,395000,218728,107.21,-22236,-35019,59075
2000-06-13,393000,384000,187606,104.22,-14430,10780,4600
2000-06-14,384500,376000,295251,102.05,63940,21500,-87820
2000-06-15,379500,357500,352696,97.03,108435,-35250,-71825
2000-06-16,348000,352000,271704,95.54,26030,35470,-65940
2000-06-19,344000,355000,189619,96.35,-16897,997,17310
2000-06-20,356000,359500,162203,97.57,1092,-12080,12108
2000-06-21,363000,358500,144072,97.3,2514,-15014,10170
2000-06-22,363000,360000,180034,97.71,-15480,17250,-1860
2000-06-23,350000,352000,155720,95.54,24849,11800,-36099
2000-06-26,348000,356000,118286,96.62,3460,1920,-6970
2000-06-27,356000,355000,123170,96.35,2270,-4000,270
2000-06-28,351000,355000,301000,96.35,36060,-9510,-19680
2000-06-29,362000,368500,336641,100.01,11650,-58520,53920
2000-06-30,361500,365000,201994,99.06,-18064,17180,2494
2000-07-03,363000,368000,228136,99.88,-36886,27051,19795
2000-07-04,370000,358000,157240,97.17,20010,-34060,8670
2000-07-05,356000,364500,113509,98.93,-22664,18434,-800
2000-07-06,360000,371000,180772,100.69,-49993,-29456,81939
2000-07-07,372000,371000,164073,100.69,-48371,27570,22921
2000-07-10,373000,376500,247934,102.19,-54470,-9490,69270
2000-07-11,382000,367000,156436,99.61,13486,-59316,44480
2000-07-12,363000,364500,117204,98.93,9280,2820,-13380
2000-07-13,369500,379000,268618,102.86,-43646,-21857,70473
2000-07-14,384000,378000,219989,102.59,-35298,-16707,56345
2000-07-18,378000,379000,141541,102.86,-15338,-23342,38080
2000-07-19,366000,375000,172475,101.78,-32757,-33313,68260
2000-07-20,370000,370000,141708,100.42,-23625,20440,11105
2000-07-21,375000,369500,101971,100.29,-18560,-16480,37070
2000-07-24,360000,344500,129769,93.5,-3192,-5848,7450
2000-07-25,339000,346000,139187,93.91,-5773,5288,5015
2000-07-26,346000,339000,207355,92.01,27695,-80340,39375
2000-07-27,331000,320000,205191,86.85,48729,-17070,-37130
2000-07-28,292000,279000,385374,75.72,78151,-56200,-17430
2000-07-31,275000,278000,356228,75.45,80670,-41470,-38170
2000-08-01,275000,290000,393705,78.71,43102,-88242,66000
2000-08-02,287000,294500,194325,79.93,-30070,1450,27740
2000-08-03,294000,292000,160763,79.25,11690,-71360,60150
2000-08-04,287500,280000,216921,76,67930,-58290,-10860
2000-08-07,263000,250500,294386,67.99,123276,-69910,-58516
2000-08-08,247500,239000,394940,64.87,78440,-59370,-19380
2000-08-09,251000,274500,539191,74.5,-57040,-66530,122810
2000-08-10,275000,286500,559168,77.76,-55262,-84408,134030
2000-08-11,276000,289500,384774,78.57,-45384,-80620,124134
2000-08-14,298000,288000,177825,78.17,-1480,-6630,8410
2000-08-16,285000,293000,175765,79.52,-25059,24870,3529
2000-08-17,290000,285000,139423,77.35,21749,-35300,11121
2000-08-18,279000,267000,279756,72.47,139360,-99090,-27040
2000-08-21,260000,253000,266691,68.67,118320,-28900,-94440
2000-08-22,255000,262500,204631,71.25,5140,10700,-16040
2000-08-23,257000,255000,145128,69.21,51550,-58460,8600
2000-08-24,250000,250000,428527,67.85,121140,-92220,-32670
2000-08-25,252000,255000,222882,69.21,-4090,-16640,22780
2000-08-28,257000,262500,169210,71.25,-46060,26330,17960
2000-08-29,263000,262000,174324,71.11,-50844,21172,28712
2000-08-30,262000,256000,118003,69.48,-11720,-9980,24530
2000-08-31,254000,244000,239158,66.22,70065,-38655,-28540
2000-09-01,247000,241000,211922,65.41,36230,20340,-55280
2000-09-04,236000,238500,148080,64.73,3190,-9810,7610
2000-09-05,235500,233000,329718,63.24,13607,61570,-81277
2000-09-06,231000,236000,195639,64.05,-23500,14720,9550
2000-09-07,227000,231000,234180,62.7,-26490,43660,-18320
2000-09-08,230000,224000,291868,60.8,14310,70240,-89710
2000-09-14,215000,227000,434516,61.61,44350,14050,-49310
2000-09-15,227000,225000,266408,61.07,-27990,7550,19830
2000-09-18,212000,216000,252916,58.62,-110740,80740,30160
2000-09-19,216000,229000,375728,62.15,-80898,3430,80468
2000-09-20,246000,238000,196691,64.6,-27850,-29170,51310
2000-09-21,232000,238500,204943,64.73,-61400,-3610,63220
2000-09-22,228000,219000,178560,59.44,17990,-18300,-16610
2000-09-25,220000,229000,114521,62.15,-32450,29190,3320
2000-09-26,223000,228000,155272,61.88,-8130,32630,-31780
2000-09-27,228000,237000,238177,64.32,-65090,8920,55480
2000-09-28,250000,253500,531258,68.8,-42060,-38660,76270
2000-09-29,258000,272000,514494,73.82,-100760,-47110,151150
2000-10-02,262000,257000,299924,69.75,2101,45019,-54450
2000-10-04,249000,258000,292222,70.02,-5119,50710,-55841
2000-10-05,262000,266000,303577,72.2,-64819,10320,41219
2000-10-06,266000,271000,220532,73.55,-52088,44960,12978
2000-10-09,263000,256000,268288,69.48,29627,-22180,-25397
2000-10-10,251500,256000,182636,69.48,3726,-18590,19174
2000-10-11,245000,239000,254790,64.87,49982,-9430,-42332
2000-10-12,232000,230000,352660,62.42,26701,32644,-58315
2000-10-13,220000,231000,272845,62.7,-29972,65530,-27748
2000-10-16,261500,254000,283757,68.94,-18235,-21460,46085
2000-10-17,247000,240000,208962,65.14,-14273,59920,-52848
2000-10-18,238000,242000,228364,65.68,-797,3053,-1466
2000-10-19,242500,249000,201264,67.58,5043,-17086,16263
2000-10-20,275000,278000,595236,75.45,-130473,26766,126147
2000-10-23,280000,270000,206109,73.28,-28353,-24737,55870
2000-10-24,270000,276500,215003,75.05,-6550,-3720,14680
2000-10-25,274000,276000,314577,74.91,23240,-85770,68940
2000-10-26,270000,258000,353770,70.02,38130,46460,-74000
2000-10-27,260000,241500,419410,65.55,75196,18000,-110130
2000-10-30,237000,230000,185905,62.42,36216,-10780,-33026
2000-10-31,225000,242500,229456,65.82,-7989,8239,6100
2000-11-01,249500,256000,274118,69.48,-34496,14980,27296
2000-11-02,251000,260000,267335,70.57,-41480,29050,20520
2000-11-03,262000,260000,199209,70.57,-12630,-13380,27450
2000-11-06,256000,255000,227310,69.21,-45452,32360,16752
2000-11-07,260000,257500,135211,69.89,4605,-28980,21065
2000-11-08,270000,274500,499502,74.5,-69077,-86653,178720
2000-11-09,268000,274500,208141,74.5,-4180,-1990,4490
2000-11-10,269500,272000,282639,73.82,-1001,77118,-84657
2000-11-13,261000,259000,207013,70.3,23450,-65740,25070
2000-11-14,263500,262500,81586,71.25,12093,-6013,-1540
2000-11-15,270500,267000,255894,72.47,-38819,11190,30499
2000-11-16,265000,270000,97476,73.28,-22856,-8194,27500
2000-11-17,272000,270500,143954,73.42,4056,-42266,33850
2000-11-20,265500,266000,62444,72.2,1170,-14490,12540
2000-11-21,259000,259000,143598,70.3,39110,-12150,-24870
2000-11-22,258000,257000,83990,69.75,6324,-4220,-494
2000-11-23,246500,250000,165472,67.85,30947,25560,-54077
2000-11-24,251500,257000,127483,69.75,-3622,13532,-10350
2000-11-27,261000,267000,149420,72.47,-28227,27780,6467
2000-11-28,262000,258000,101617,70.02,-5028,28258,-33340
2000-11-29,248000,250000,142260,67.85,34950,-37060,980
2000-11-30,247000,244000,214241,66.22,50740,-22350,-20750
2000-12-01,232000,251000,285573,68.12,-13470,102220,-49370
2000-12-04,252000,241000,196981,65.41,29160,-26910,-1040
2000-12-05,245000,249500,155210,67.72,-26600,66500,-18310
2000-12-06,264000,253000,470540,68.67,-65490,53980,84600
2000-12-07,254500,260000,225568,70.57,15430,850,-8210
2000-12-08,262000,265000,257999,71.92,12699,5671,3930
2000-12-11,274500,288000,498531,78.17,-20160,-36650,95150
2000-12-12,288000,278000,336431,75.45,-11180,-9870,40660
2000-12-13,275000,287000,322054,77.89,-24372,26880,18322
2000-12-14,277000,278000,476925,75.45,115858,-116261,-2957
2000-12-15,273000,263000,522590,71.38,78460,-58640,-16300
2000-12-18,263000,277000,294193,75.18,-42650,-24180,75390
2000-12-19,277000,277000,191202,75.18,-50220,-19260,72990
2000-12-20,267000,268000,193385,72.74,-4205,36016,-32531
2000-12-21,260000,267000,202605,72.47,-19805,43530,-26895
2000-12-22,267000,255000,206845,69.21,-14612,32042,-8750
2000-12-26,262000,253000,1092375,68.67,-18460,25290,22460
2001-01-02,253000,260500,138214,23.39,300,-66070,66480
2001-01-03,255000,257000,210826,23.07,34470,-44910,6660
2001-01-04,287000,271000,372910,24.33,-137501,21580,125631
2001-01-05,278000,284500,403886,25.54,-116887,-51540,163407
2001-01-08,280000,287000,292617,25.77,-42488,13968,25900
2001-01-09,285000,285000,263656,25.59,-28738,72660,-47392
2001-01-10,285000,281500,398193,25.27,-23415,-68607,103232
2001-01-11,283000,275500,281330,24.73,47440,-58410,13140
2001-01-12,291500,293500,586066,26.35,-121862,10427,133125
2001-01-15,294000,286500,383539,25.72,68457,-94546,22889
2001-01-16,280000,278500,316997,25,75380,-38270,-37310
2001-01-17,281000,277000,278099,24.87,7609,28631,-43090
2001-01-18,277000,275000,326821,24.69,55341,59740,-117351
2001-01-19,285000,279000,305631,25.05,-19150,14600,2760
2001-01-22,279000,278500,203180,25,21698,-369,-24799
2001-01-26,275000,266000,193970,23.88,42155,-24110,-21205
2001-01-29,260000,257000,274515,23.07,81390,22740,-109280
2001-01-30,259500,253000,297432,22.71,75595,-12120,-59825
2001-01-31,254000,265000,316721,23.79,-29275,66370,-34805
2001-02-01,260000,266000,195108,23.88,-33170,-10700,45110
2001-02-02,265000,261000,199022,23.43,9661,-60,-9501
2001-02-05,253000,249500,223666,22.4,75965,8750,-83885
2001-02-06,248000,256000,135286,22.98,-34576,39620,-6834
2001-02-07,256000,254500,167764,22.85,-2500,-25730,24370
2001-02-08,255000,260000,258280,23.34,-34971,45502,-9601
2001-02-09,259000,255000,175142,22.89,25844,5771,-36705
2001-02-12,252000,257000,165518,23.07,-4532,20170,-18328
2001-02-13,257000,252000,117774,22.62,20809,-9739,-10600
2001-02-14,248000,248000,270803,22.26,83166,-14136,-87410
2001-02-15,246500,242000,279678,21.73,87116,-9486,-75940
2001-02-16,243000,245000,157058,21.99,-319,11879,-7770
2001-02-19,240000,236500,177217,21.23,76930,-31710,-43960
2001-02-20,232000,233000,295620,20.92,57594,-21536,-31218
2001-02-21,225500,214000,464267,19.21,181610,-46220,-139070
2001-02-22,208000,205000,623395,18.4,126672,-8690,-103582
2001-02-23,204500,212500,456829,19.08,9880,-80380,62720
2001-02-26,210500,212500,218790,19.08,-7940,4950,1540
2001-02-27,213000,208000,226226,18.67,-17890,8160,12430
2001-02-28,205000,212500,189449,19.08,-34620,-15310,53120
2001-03-02,210000,208500,265566,18.72,-18870,-54150,73110
2001-03-05,205500,222500,202321,19.97,-92424,19604,80785
2001-03-06,224500,221000,220656,19.84,-64346,-674,68750
2001-03-07,224500,217500,173525,19.53,-8275,-27275,41070
2001-03-08,219000,223500,245481,20.06,-19477,22490,26847
2001-03-09,219500,214500,162310,19.26,44370,-18320,-17270
2001-03-12,208500,205000,134094,18.4,36154,-211,-22453
2001-03-13,197000,205000,149873,18.4,-20075,1505,12100
2001-03-14,208000,206000,182032,18.49,24185,5525,-24310
2001-03-15,201000,206000,163949,18.49,-8460,24700,-20790
2001-03-16,206500,205000,121577,18.4,2632,-14920,11518
2001-03-19,203000,206500,125628,18.54,-17802,9932,4950
2001-03-20,207000,203000,123567,18.22,16944,26220,-38540
2001-03-21,199000,202000,169151,18.13,4366,19750,-30740
2001-03-22,200000,199000,159733,17.87,24201,-17811,-9330
2001-03-23,199000,198000,231526,17.78,37770,28700,-66430
2001-03-26,198000,197500,198610,17.73,55080,-37210,-24880
2001-03-27,198000,193000,164745,17.33,53170,-15550,-42710
2001-03-28,195000,184500,299480,16.56,46960,-29500,-22760
2001-03-29,182000,182000,339181,16.34,11569,15376,-21175
2001-03-30,180000,183000,396146,16.43,-15854,-23690,39164
2001-04-02,183500,178000,239895,15.98,41400,-7650,-41730
2001-04-03,171500,166000,520101,14.9,75501,13781,-115602
2001-04-04,163500,165000,585605,14.81,49467,33510,-80037
2001-04-06,182000,173500,606287,15.58,-82201,-30469,120410
2001-04-09,171000,168000,221253,15.08,17640,16170,-44440
2001-04-10,170000,171500,244110,15.4,-33088,-1730,48658
2001-04-11,181000,190000,510371,17.06,-88791,-91580,205791
2001-04-12,193000,190000,404741,17.06,-41620,-40950,97440
2001-04-13,190500,192000,221246,17.24,-45887,58677,-3570
2001-04-16,188000,183500,136636,16.47,-5960,-9740,9270
2001-04-17,183500,189000,282083,16.97,13868,-44648,43180
2001-04-18,192500,199500,409577,17.91,-92835,45980,53605
2001-04-19,215000,216000,1101349,19.39,-199395,-230545,466730
2001-04-20,219000,216000,407999,19.39,-58260,-21080,92250
2001-04-23,216000,215000,259092,19.3,-55168,6028,49060
2001-04-24,207000,218000,323176,19.57,-11810,19530,-5970
2001-04-25,216000,222000,271439,19.93,-8644,29379,-27305
2001-04-26,228000,221000,286904,19.84,10768,-30860,20332
2001-04-27,219000,216500,124005,19.44,-1206,23375,-17530
2001-04-30,218000,226500,228096,20.33,-60210,64800,2120
2001-05-02,240000,234000,304907,21.01,25031,-65441,16395
2001-05-03,234000,233500,337670,20.96,-48605,-90105,-12950
2001-05-04,233000,234500,508020,21.05,-31706,-80390,-33654
2001-05-07,234500,235500,285226,21.14,-26490,-84790,-7920
2001-05-08,235500,229500,283715,20.6,22590,-41035,-63445
2001-05-09,229500,219500,383496,19.71,33575,-81400,-112815
2001-05-10,219500,216000,459906,19.39,33620,-104710,-186730
2001-05-11,216000,221000,261236,19.84,-23747,-62624,-9299
2001-05-14,221000,218000,220109,19.57,-23388,-89050,-37020
2001-05-15,218000,209000,405140,18.76,28310,31570,-209630
2001-05-16,209500,209000,199357,18.76,44234,-36730,-25894
2001-05-17,215500,224000,373355,20.11,-50395,24865,-83870
2001-05-18,224000,224500,553063,20.15,-96300,-143749,-108221
2001-05-21,225000,229000,321400,20.56,-30983,-65770,-12237
2001-05-22,234000,230500,378471,20.69,-32750,-49860,-14790
2001-05-23,230500,225000,343047,20.2,1127,63633,-163850
2001-05-24,224000,228000,259610,20.47,-16340,30450,-119980
2001-05-25,228000,224500,210732,20.15,-6868,52710,-99632
2001-05-28,224500.0,223000.0,117960.0,20.02,-18390,-2740,-26410
2001-05-29,223000.0,222500.0,156585.0,19.97,-45950,62720,-25050
2001-05-30,224500.0,223500.0,188145.0,20.06,-1499,-28961,-28030
2001-05-31,218000.0,219500.0,142917.0,19.71,-10990,27140,-20060
2001-06-01,219500.0,216000.0,178697.0,19.39,-5501,-19495,-76384
2001-06-04,212000.0,218500.0,98390.0,19.62,-3100,43110,-40660
2001-06-05,218500.0,213000.0,178130.0,19.12,-786,78570,-84224
2001-06-07,209000.0,209000.0,133853.0,18.76,16984,18930,-37605
2001-06-08,212500.0,217000.0,141310.0,19.48,-4455,47400,-46895
2001-06-11,212000.0,210000.0,204162.0,18.85,19257,-9447,-4410
2001-06-12,207000.0,206500.0,146355.0,18.54,30125,32200,-62175
2001-06-13,209000.0,214000.0,189337.0,19.21,-9145,35155,-30930
2001-06-14,212000.0,210500.0,242190.0,18.9,4660,34010,-35180
2001-06-15,209000.0,210500.0,242432.0,18.9,32250,47189,-83079
2001-06-18,209000.0,207000.0,144873.0,18.58,203,32472,-47575
2001-06-19,204500.0,208000.0,233250.0,18.67,-880,121430,-131730
2001-06-20,205000.0,202000.0,189700.0,18.13,4730,55730,-64940
2001-06-21,202000.0,210000.0,390271.0,18.85,2790,28690,-233350
2001-06-22,215000.0,216000.0,844404.0,19.39,-77198,-179550,249479
2001-06-25,216000.0,205000.0,431414.0,18.4,24269,-127359,-99880
2001-06-26,205000.0,202000.0,279999.0,18.13,4950,-122330,-34760
2001-06-27,201000.0,191000.0,332203.0,17.15,15758,43445,-160143
2001-06-28,191000.0,191000.0,307200.0,17.15,11720,-2250,-112860
2001-06-29,195000.0,191500.0,142200.0,17.19,-3190,-11960,21250
2001-07-02,194500.0,200500.0,153435.0,18.0,-9215,-27460,41375
2001-07-03,201500.0,206000.0,142161.0,18.49,-18719,14701,7108
2001-07-04,204000.0,202000.0,161757.0,18.13,3840,69160,-76300
2001-07-05,205000.0,200000.0,56850.0,17.95,6350,3800,-11610
2001-07-06,190000.0,196500.0,123464.0,17.64,3393,3887,-11560
2001-07-09,193000.0,194500.0,137123.0,17.46,-25154,44740,-33396
2001-07-10,195000.0,187000.0,164213.0,16.79,17862,47440,-72122
2001-07-11,185500.0,186000.0,156061.0,16.7,-37337,36927,200
2001-07-12,188000.0,186000.0,234369.0,16.7,21990,-13440,4410
2001-07-13,192000.0,184500.0,173303.0,16.56,-37250,-2170,46610
2001-07-16,185500.0,189000.0,76179.0,16.97,-25599,13289,12380
2001-07-18,192000.0,189500.0,124872.0,17.01,-15111,24381,-2820
2001-07-19,189500.0,202000.0,213882.0,18.13,-55970,32670,35830
2001-07-20,197000.0,201500.0,197854.0,18.09,-2036,13346,-6810
2001-07-23,202500.0,202000.0,158367.0,18.13,-13843,54633,-39000
2001-07-24,200000.0,207000.0,192091.0,18.58,-31835,61396,-22431
2001-07-25,207000.0,207000.0,152903.0,18.58,-12347,-17100,36987
2001-07-26,207000.0,202000.0,109580.0,18.13,12670,-29540,18590
2001-07-27,204000.0,206000.0,113110.0,18.49,-12809,3049,13960
2001-07-30,206000.0,203000.0,101730.0,18.22,-1870,13420,-9460
2001-07-31,205000.0,207500.0,95490.0,18.63,-12156,11586,660
2001-08-01,213000.0,222000.0,363492.0,19.93,-48549,-99851,152620
2001-08-02,224500.0,223000.0,186310.0,20.02,-56530,-9030,75300
2001-08-03,224500.0,217500.0,111810.0,19.53,11922,-25680,16428
2001-08-06,215000.0,219000.0,109080.0,19.66,-8890,9240,990
2001-08-07,214000.0,220000.0,56040.0,19.75,-9410,15190,-5980
2001-08-08,221000.0,224000.0,94440.0,20.11,-8020,-16030,21740
2001-08-09,219500.0,215000.0,129871.0,19.3,-2421,12630,-11359
2001-08-10,222000.0,221000.0,110445.0,19.84,-10015,-42675,51090
2001-08-13,222000.0,228000.0,223830.0,20.47,-43675,-13115,57850
2001-08-14,229000.0,230000.0,126053.0,20.65,-31110,29480,1790
2001-08-16,228000.0,227000.0,145431.0,20.38,-11629,-37341,43270
2001-08-17,223000.0,224500.0,121959.0,20.15,14250,-28869,13299
2001-08-20,220000.0,217500.0,152457.0,19.53,14917,-17127,-5440
2001-08-21,217500.0,220000.0,94222.0,19.75,-1050,-8020,8500
2001-08-22,215500.0,220000.0,118190.0,19.75,-4865,50060,-44335
2001-08-23,222000.0,222000.0,142530.0,19.93,-11260,-23140,33740
2001-08-24,223000.0,223500.0,75800.0,20.06,-12360,5960,6220
2001-08-27,228000.0,230000.0,222211.0,20.65,-56971,25880,45291
2001-08-28,230000.0,231000.0,108473.0,20.74,-23140,3740,36830
2001-08-29,230000.0,231000.0,189660.0,20.74,-29400,-53720,102040
2001-08-30,230000.0,233000.0,108901.0,20.92,-1900,-38020,54240
2001-08-31,230000.0,225000.0,138858.0,20.2,-11835,-15605,19840
2001-09-03,221000.0,225000.0,80835.0,20.2,-12770,-11590,21740
2001-09-04,225000.0,230000.0,156440.0,20.65,-491,-14984,7965
2001-09-05,222000.0,218500.0,193473.0,19.62,37135,14100,-53885
2001-09-06,213000.0,215000.0,174430.0,19.3,20350,11130,-34590
2001-09-07,210000.0,213500.0,136185.0,19.17,25290,36752,-61192
2001-09-10,209500.0,210000.0,109910.0,18.85,16100,-9680,-4890
2001-09-11,210000.0,207000.0,69271.0,18.58,11192,-7871,-2771
2001-09-12,181000.0,188000.0,286703.0,16.88,-48486,74176,-32240
2001-09-13,205000.0,204000.0,298404.0,18.31,-5500,-102090,95910
2001-09-14,200500.0,204000.0,184510.0,18.31,-33480,-34070,68530
2001-09-17,202000.0,211000.0,205030.0,18.94,-55894,-21460,75780
2001-09-18,209000.0,211500.0,216478.0,18.99,16078,-32890,43972
2001-09-19,211500.0,212000.0,154220.0,19.03,-980,27580,-17740
2001-09-20,212000.0,216500.0,227145.0,19.44,-23178,-36582,75550
2001-09-21,213500.0,220000.0,254415.0,19.75,-44387,-7455,74382
2001-09-24,225000.0,225000.0,206230.0,20.2,-26503,-25550,69299
2001-09-25,225000.0,222500.0,164062.0,19.97,-12818,-36142,61970
2001-09-26,222000.0,216000.0,187030.0,19.39,6655,59825,-78030
2001-09-27,210500.0,209000.0,131962.0,18.76,13685,32745,-47130
2001-09-28,208500.0,208000.0,197945.0,18.67,6045,10485,-27500
2001-10-04,220000.0,223000.0,225178.0,20.02,-23039,-47510,92009
2001-10-05,225000.0,227000.0,168160.0,20.38,-36140,-51830,110150
2001-10-08,227500.0,220000.0,45947.0,19.75,-636,-8594,6870
2001-10-09,224000.0,227000.0,145687.0,20.38,-31573,-8983,70596
2001-10-10,222000.0,226000.0,54034.0,20.29,-2074,-20256,22680
2001-10-11,230500.0,232000.0,208255.0,20.83,-38464,37855,34370
