Symbol,대상_시가(원),대상_종가(원),대상_거래량(주),대상_PER(IFRS-연결),대상_순매수수량(개인)(주),대상_순매수수량(기관계)(주),대상_순매수수량(외국인계)(주)
2008-11-21,5050.0,5070.0,117967.0,31.41,6759,-5619,-2590
2008-11-24,5070.0,4950.0,160170.0,30.67,-12340,-12550,25320
2008-11-25,5110.0,4890.0,164730.0,30.29,9910,-6590,-6560
2008-11-26,4820.0,4980.0,124083.0,30.85,-42815,18625,24250
2008-11-27,5100.0,5180.0,134726.0,32.09,-42520,17740,23540
2008-11-28,5280.0,5350.0,108983.0,33.14,-41349,12220,25709
2008-12-01,5290.0,5320.0,153414.0,32.96,5880,-31590,25750
2008-12-02,4910.0,4895.0,142260.0,30.32,58280,-35750,-22770
2008-12-03,4945.0,5200.0,157320.0,32.21,-18560,-49120,66930
2008-12-04,5150.0,5100.0,87021.0,31.59,-18199,-2621,20310
2008-12-05,5000.0,5150.0,103610.0,31.9,-11820,27680,-16770
2008-12-08,5130.0,5520.0,150678.0,34.2,-59618,50768,10960
2008-12-09,5630.0,5510.0,131963.0,34.13,2297,-4527,-250
2008-12-10,5500.0,5610.0,124556.0,34.75,-9400,17080,-12300
2008-12-11,5580.0,5700.0,242929.0,35.31,-380,-20870,15540
2008-12-12,5670.0,5550.0,115171.0,34.38,-10772,-4258,8550
2008-12-15,5640.0,5640.0,209167.0,34.94,51210,45680,-103850
2008-12-16,5660.0,5510.0,265001.0,34.13,118590,-6670,-117240
2008-12-17,5650.0,5720.0,193632.0,35.44,-13530,-12420,17570
2008-12-18,5770.0,6020.0,323823.0,37.29,35420,40500,-92780
2008-12-19,6000.0,5950.0,191360.0,36.86,31366,38954,-79730
2008-12-22,5970.0,5780.0,234780.0,35.81,71121,13209,-93490
2008-12-23,5750.0,5780.0,188240.0,35.81,-51289,64569,-22480
2008-12-24,5770.0,5590.0,82846.0,34.63,7170,-6250,-920
2008-12-26,5650.0,5590.0,179893.0,34.63,-41961,37741,4360
2008-12-29,5520.0,5560.0,97390.0,34.44,9620,-17920,4580
2008-12-30,5700.0,5780.0,154680.0,35.81,-44720,18080,15730
2009-01-02,5780.0,5700.0,103765.0,,24680,-22500,-6310
2009-01-05,5750.0,5690.0,131330.0,,63004,-28984,-23270
2009-01-06,5730.0,5680.0,150564.0,,14390,-15390,-6090
2009-01-07,5700.0,5840.0,173630.0,,2590,10270,-17130
2009-01-08,5840.0,5800.0,196251.0,,-16970,50580,-42570
2009-01-09,5780.0,5720.0,124609.0,,34690,-24810,-18040
2009-01-12,5700.0,5700.0,147467.0,,-45002,15823,23380
2009-01-13,5650.0,5550.0,162426.0,,78064,-82360,-5000
2009-01-14,5560.0,5570.0,131009.0,,-7343,-44987,44760
2009-01-15,5430.0,5120.0,188922.0,,82890,-83740,-4520
2009-01-16,5140.0,5180.0,108131.0,,21872,-29552,-2930
2009-01-19,5220.0,5250.0,80683.0,,4868,-17900,10580
2009-01-20,5260.0,4960.0,174873.0,,86491,-85381,-2110
2009-01-21,4890.0,4725.0,131370.0,,47920,-50310,300
2009-01-22,4775.0,4980.0,154740.0,,-22060,-5660,18480
2009-01-23,4900.0,4720.0,139271.0,,69920,-42270,-33640
2009-01-28,4805.0,4850.0,136499.0,,20220,-27620,4270
2009-01-29,4900.0,4980.0,119075.0,,830,-9180,6820
2009-01-30,4900.0,5060.0,215933.0,,-74940,68720,4570
2009-02-02,5000.0,4945.0,107473.0,,52210,-56940,-1230
2009-02-03,4900.0,4995.0,175361.0,,21050,-66520,34880
2009-02-04,5010.0,5440.0,335032.0,,-81250,66230,7420
2009-02-05,5330.0,5130.0,179219.0,,-6792,7350,-1460
2009-02-06,5190.0,5160.0,188725.0,,39757,-50757,2750
2009-02-09,5300.0,5540.0,277800.0,,-115670,109220,-210
2009-02-10,5590.0,5600.0,219173.0,,-7612,5582,340
2009-02-11,5470.0,5800.0,400184.0,,-7939,59049,-53950
2009-02-12,5750.0,5750.0,380800.0,,-32510,84580,-52890
2009-02-13,5850.0,6060.0,747978.0,,72305,94965,-174740
2009-02-16,6250.0,5880.0,523897.0,,33685,5075,-35590
2009-02-17,5950.0,5270.0,271594.0,,39325,-63635,18720
2009-02-18,5120.0,5500.0,213718.0,,-41711,4941,33380
2009-02-19,5400.0,5080.0,259894.0,,103446,-83291,-22485
2009-02-20,5070.0,4835.0,160620.0,,55340,-44860,-10430
2009-02-23,4890.0,5250.0,225826.0,,-64978,63608,2700
2009-02-24,5100.0,4950.0,120773.0,,52126,-33576,-17380
2009-02-25,5100.0,4850.0,169181.0,,38200,-15310,-29830
2009-02-26,4850.0,4505.0,411253.0,,274830,-229860,-54020
2009-02-27,4530.0,4540.0,303553.0,,142560,-173960,27110
2009-03-02,4450.0,4100.0,383751.0,,198988,-164678,-27910
2009-03-03,3960.0,4000.0,377032.0,,192752,-158212,18740
2009-03-04,4010.0,4150.0,602917.0,,294661,-244991,-6150
2009-03-05,4240.0,3950.0,1211928.0,,707003,-372897,-19680
2009-03-06,3820.0,4030.0,414525.0,,-82870,32750,28660
2009-03-09,4120.0,4270.0,672582.0,,-101155,86575,5200
2009-03-10,4300.0,4700.0,879559.0,,-210173,211963,-4190
2009-03-11,4810.0,4900.0,474872.0,,-233150,77582,162058
2009-03-12,4860.0,4850.0,456925.0,,41790,-68890,17770
2009-03-13,4935.0,4950.0,489590.0,,-85860,-23050,92450
2009-03-16,4950.0,5250.0,437814.0,,-130288,32318,83100
2009-03-17,5300.0,5210.0,485542.0,,86704,-138434,37950
2009-03-18,5300.0,5240.0,250871.0,,-61750,3300,51980
2009-03-19,5310.0,5580.0,559773.0,,-192650,172640,11700
2009-03-20,5640.0,5550.0,409468.0,,65009,80141,-147060
2009-03-23,5580.0,5730.0,362000.0,,-60249,94239,-32680
2009-03-24,5850.0,5720.0,338942.0,,-35850,69450,-33600
2009-03-25,5710.0,5920.0,278043.0,,-66489,-7121,74090
2009-03-26,5970.0,5920.0,240170.0,,-24110,34080,-9000
2009-03-27,5900.0,5920.0,380034.0,,-15426,97006,-81970
2009-03-30,5920.0,5680.0,157836.0,,-21939,19809,2130
2009-03-31,5680.0,5760.0,393174.0,,-12570,38350,-26080
2009-04-01,5650.0,5700.0,325880.0,,-5110,-20630,25810
2009-04-02,5800.0,5950.0,377786.0,,-6358,-25952,12210
2009-04-03,6190.0,6050.0,421986.0,,-56980,41140,13830
2009-04-06,6060.0,6210.0,538610.0,,-95690,79340,14550
2009-04-07,6220.0,6240.0,386518.0,,63274,33246,-92590
2009-04-08,6150.0,6210.0,261714.0,,-36950,34960,1850
2009-04-09,6350.0,6630.0,558812.0,,-6300,6410,170
2009-04-10,6830.0,6820.0,607690.0,,64210,74420,-138150
2009-04-13,6860.0,6640.0,512628.0,,80334,-22544,-57790
2009-04-14,6640.0,6610.0,535614.0,,40753,32810,-76883
2009-04-15,6450.0,6300.0,410999.0,,141039,-143949,-3420
2009-04-16,6410.0,6200.0,647666.0,,306744,-310824,660
2009-04-17,6290.0,6240.0,690825.0,,118320,-94290,-28760
2009-04-20,6260.0,6200.0,334701.0,,75898,-76878,1100
2009-04-21,6020.0,6080.0,328502.0,,8269,-7569,-700
2009-04-22,6140.0,6280.0,423906.0,,19296,-83158,2512
2009-04-23,6340.0,6170.0,313390.0,,86156,-84756,-1160
2009-04-24,6170.0,6000.0,293129.0,,23149,-18279,-1570
2009-04-27,6100.0,6000.0,287971.0,,-11950,-940,12890
2009-04-28,6050.0,5710.0,230535.0,,-13490,22340,-7500
2009-04-29,5750.0,6110.0,281750.0,,-87958,73778,6960
2009-04-30,6230.0,6360.0,558583.0,,-38729,-15151,33170
2009-05-04,6480.0,6370.0,317886.0,,7830,32240,-40390
2009-05-06,6410.0,6440.0,358303.0,,-69291,33781,-1290
2009-05-07,6530.0,6410.0,280357.0,,26950,-10450,-21350
2009-05-08,6420.0,6730.0,564136.0,,-179679,128789,9470
2009-05-11,6860.0,7290.0,1214638.0,,-120208,194948,-43730
2009-05-12,7180.0,7130.0,477592.0,,-10940,54100,-48260
2009-05-13,7200.0,7000.0,500493.0,,85680,11740,-90400
2009-05-14,6850.0,6700.0,449042.0,,87648,-43433,-27050
2009-05-15,6750.0,6710.0,324236.0,,39390,-13820,-26170
2009-05-18,6610.0,6550.0,384739.0,,36315,-31435,-5740
2009-05-19,6710.0,6750.0,477134.0,,19431,-19731,2320
2009-05-20,6790.0,7020.0,370952.0,,-154380,137700,13770
2009-05-21,7000.0,6810.0,444383.0,,91225,69415,-172720
2009-05-22,6710.0,7090.0,894441.0,,4060,10150,-9530
2009-05-25,7060.0,6890.0,535658.0,,40643,21737,-39110
2009-05-26,6900.0,6500.0,437787.0,,101820,-54680,-10810
2009-05-27,6600.0,6250.0,453271.0,,15741,-9391,-12660
2009-05-28,6140.0,6390.0,222534.0,,-30390,25230,10120
2009-05-29,6300.0,6440.0,248363.0,,29060,-37220,8800
2009-06-01,6360.0,6430.0,175536.0,,39670,-32680,-5950
2009-06-02,6550.0,6340.0,293930.0,,62447,-63427,4630
2009-06-03,6390.0,6450.0,238849.0,,92082,-73910,-24000
2009-06-04,6350.0,6260.0,293170.0,,55835,-2945,-57180
2009-06-05,6320.0,6280.0,154183.0,,35325,-32250,-9780
2009-06-08,6350.0,6150.0,280442.0,,118887,-104577,-14200
2009-06-09,6200.0,5900.0,428505.0,,182271,-156170,-5706
2009-06-10,5900.0,5920.0,353695.0,,145059,-149199,1730
2009-06-11,5900.0,6000.0,348262.0,,8000,-29620,45180
2009-06-12,6090.0,5980.0,272823.0,,133742,-85322,-55050
2009-06-15,5990.0,5930.0,152590.0,,51460,-37250,-20440
2009-06-16,5840.0,5880.0,126247.0,,5215,2410,-19280
2009-06-17,5840.0,5900.0,123245.0,,22790,-9700,-23040
2009-06-18,5870.0,5780.0,325960.0,,121890,-86560,-36480
2009-06-19,5750.0,5580.0,481408.0,,252740,-165310,-55380
2009-06-22,5580.0,5480.0,420120.0,,226550,-181510,-18180
2009-06-23,5330.0,5300.0,448406.0,,12064,-41764,29670
2009-06-24,5320.0,5440.0,162505.0,,-34908,3108,30640
2009-06-25,5440.0,5680.0,408175.0,,38970,-36560,-19730
2009-06-26,5630.0,5720.0,258190.0,,-53700,80550,-32240
2009-06-29,5660.0,5630.0,205746.0,,53014,-36714,-15070
2009-06-30,5610.0,5550.0,245220.0,,78740,-33720,-44680
2009-07-01,5510.0,5560.0,284935.0,,38396,-56096,15790
2009-07-02,5600.0,5840.0,644447.0,,-49104,1037,28130
2009-07-03,5780.0,5950.0,281089.0,,-25471,10381,-4470
2009-07-06,6000.0,5990.0,192171.0,,-44250,57000,-12720
2009-07-07,5930.0,5950.0,153874.0,,12860,-9990,-3110
2009-07-08,5900.0,5950.0,130990.0,,-41960,44880,-1830
2009-07-09,5920.0,5960.0,201695.0,,-20900,12710,8970
2009-07-10,5960.0,5930.0,134790.0,,-1832,21680,-9320
2009-07-13,5910.0,5620.0,191163.0,,-36990,56380,-10610
2009-07-14,5720.0,5710.0,127121.0,,4210,5280,-1890
2009-07-15,5700.0,6000.0,300102.0,,-69480,60440,6360
2009-07-16,6040.0,6000.0,306450.0,,56234,-41384,-14690
2009-07-17,6030.0,6230.0,470776.0,,-164675,182995,-12550
2009-07-20,6300.0,6290.0,448500.0,,60716,-40726,-7810
2009-07-21,6320.0,6160.0,337301.0,,51019,-22449,-27960
2009-07-22,6160.0,6060.0,294222.0,,96141,-69871,-13210
2009-07-23,6110.0,6130.0,270667.0,,64770,-25240,-9330
2009-07-24,6160.0,6500.0,914140.0,,-126304,104544,-4120
2009-07-27,6710.0,6770.0,1276914.0,,27650,-131990,45070
2009-07-28,6770.0,6580.0,592315.0,,78494,-47824,-5190
2009-07-29,6570.0,6710.0,765400.0,,128953,-199773,8680
2009-07-30,6750.0,6860.0,856568.0,,-1990,5260,-2440
2009-07-31,6940.0,6990.0,703592.0,,-188160,155970,5290
2009-08-03,7090.0,6810.0,499654.0,,100997,-94167,-4180
2009-08-04,6880.0,6950.0,520506.0,,-124200,115820,-13970
2009-08-05,6970.0,6810.0,478013.0,,64522,-68502,-61240
2009-08-06,6730.0,6800.0,295667.0,,-33090,30350,-11590
2009-08-07,6800.0,7060.0,516050.0,,-43790,12860,1480
2009-08-10,7100.0,7460.0,977508.0,,-251800,180820,88780
2009-08-11,7500.0,7420.0,883130.0,,-154934,188514,-23990
2009-08-12,7400.0,7720.0,998573.0,,-238431,274341,-108640
2009-08-13,7830.0,7740.0,609567.0,,50572,-1222,-63410
2009-08-14,7740.0,7600.0,598449.0,,111406,-131256,-46920
2009-08-17,7500.0,7380.0,484952.0,,-66578,24208,-40570
2009-08-18,7210.0,7250.0,310339.0,,-33576,34925,-24079
2009-08-19,7260.0,7250.0,383580.0,,12270,36270,-52920
2009-08-20,7270.0,7560.0,539851.0,,-70740,136810,-54930
2009-08-21,7610.0,7810.0,823802.0,,-291626,366846,-70190
2009-08-24,7900.0,8040.0,669370.0,,-45690,57530,-64690
2009-08-25,7990.0,7970.0,288392.0,,-45919,6500,33630
2009-08-26,7980.0,8050.0,494082.0,,58503,-33733,-60820
2009-08-27,8000.0,7900.0,405366.0,,137636,24574,-167850
2009-08-28,7910.0,7840.0,543746.0,,-6140,46250,-56880
2009-08-31,7690.0,7750.0,240027.0,,-20840,66300,-55930
2009-09-01,7750.0,7910.0,306010.0,,-27510,36400,-8560
2009-09-02,7790.0,7660.0,187291.0,,10120,-40,-19320
2009-09-03,7610.0,7440.0,299222.0,,-31712,-9638,-14940
2009-09-04,7400.0,7480.0,270503.0,,-52670,53070,-1750
2009-09-07,7490.0,7480.0,213077.0,,-34029,29079,-10680
2009-09-08,7500.0,7340.0,200155.0,,29799,-68379,-770
2009-09-09,7320.0,7200.0,456516.0,,48832,-62282,-50
2009-09-10,7200.0,7500.0,668174.0,,15570,181120,-202190
2009-09-11,7450.0,7650.0,535797.0,,-66150,89100,-37530
2009-09-14,7570.0,7580.0,284130.0,,18670,21810,-45430
2009-09-15,7580.0,7640.0,224403.0,,-20306,25026,-8000
2009-09-16,7650.0,7640.0,351427.0,,15860,4690,-19280
2009-09-17,7640.0,7700.0,405144.0,,19268,77224,-107870
2009-09-18,7710.0,7810.0,275447.0,,-81372,25782,84150
2009-09-21,8000.0,7990.0,415066.0,,-1957,23407,1200
2009-09-22,7990.0,7970.0,224109.0,,-9470,5570,-3830
2009-09-23,7900.0,7880.0,235843.0,,33340,-36290,-8960
2009-09-24,7780.0,7810.0,291367.0,,9860,21520,-39310
2009-09-25,7810.0,7890.0,152570.0,,-37223,28363,790
2009-09-28,7890.0,7880.0,298359.0,,-29120,17100,-12540
2009-09-29,7910.0,7820.0,220077.0,,13895,-13005,-12960
2009-09-30,7750.0,7710.0,377062.0,,1900,57540,-33270
2009-10-01,7720.0,7680.0,211314.0,,-84532,88862,-15360
2009-10-05,7680.0,7730.0,213920.0,,-82240,108170,-3750
2009-10-06,7730.0,7950.0,405040.0,,-114717,72447,7270
2009-10-07,8060.0,8130.0,545615.0,,-6622,-27888,36990
2009-10-08,8200.0,8130.0,437869.0,,42102,-17032,-32340
2009-10-09,8150.0,8190.0,325927.0,,7354,-52594,1020
2009-10-12,8220.0,8210.0,158120.0,,-37000,33565,6690
2009-10-13,8150.0,8100.0,183181.0,,-4234,-14656,-2070
2009-10-14,8100.0,8160.0,708730.0,,295586,-230841,-1740
2009-10-15,8140.0,8060.0,354839.0,,46000,-29750,-53270
2009-10-16,8000.0,8030.0,416983.0,,-6200,-19200,8490
2009-10-19,8070.0,8000.0,221083.0,,-6538,7498,1890
2009-10-20,8000.0,8070.0,165542.0,,-33129,11729,1300
2009-10-21,8010.0,8300.0,338721.0,,-12972,-45040,23530
2009-10-22,8290.0,8240.0,378710.0,,21772,32528,-46630
2009-10-23,8330.0,8450.0,418869.0,,-67074,67894,-5690
2009-10-26,8440.0,8550.0,277594.0,,-77429,69660,1900
2009-10-27,8530.0,8550.0,214089.0,,-20049,-9361,1340
2009-10-28,8550.0,8350.0,368013.0,,-111523,135993,740
2009-10-29,8270.0,8400.0,368276.0,,-128560,126286,5090
2009-10-30,8450.0,8400.0,235511.0,,-41211,41161,2800
2009-11-02,8170.0,8120.0,200868.0,,-11707,8747,-1210
2009-11-03,8190.0,8350.0,200641.0,,-96541,110701,-6760
2009-11-04,8310.0,8280.0,210287.0,,23093,-6523,-19290
2009-11-05,8290.0,8150.0,170501.0,,-10000,12610,-250
2009-11-06,8200.0,8260.0,261933.0,,-64665,75485,22210
2009-11-09,8270.0,8100.0,221686.0,,98480,-70830,6700
2009-11-10,8110.0,7780.0,419507.0,,25590,-46630,-2540
2009-11-11,7800.0,7740.0,616821.0,,46702,-98592,48480
2009-11-12,7690.0,7590.0,277323.0,,97848,-103488,7260
2009-11-13,7570.0,7590.0,228991.0,,-13970,-1470,9880
2009-11-16,7550.0,7830.0,387200.0,,10268,-12638,-5660
2009-11-17,7830.0,7670.0,291336.0,,96589,-64329,190
2009-11-18,7670.0,7510.0,285736.0,,97624,-33274,-22000
2009-11-19,7450.0,7400.0,373391.0,,192252,-140412,28750
2009-11-20,7380.0,7530.0,243188.0,,8161,-40010,24580
2009-11-23,7560.0,7610.0,414500.0,,91572,-43052,140
2009-11-24,7610.0,7620.0,197619.0,,11832,-45892,32560
2009-11-25,7720.0,7890.0,419713.0,,-138393,58753,34890
2009-11-26,7900.0,7840.0,291648.0,,33539,-28599,-6190
2009-11-27,7710.0,7560.0,263195.0,,36470,-8920,-13230
2009-11-30,7570.0,7640.0,224040.0,,20110,18710,31430
2009-12-01,7570.0,7550.0,206369.0,,15174,-3774,2500
2009-12-02,7550.0,7360.0,351722.0,,217141,-226831,20430
2009-12-03,7430.0,7430.0,301986.0,,51825,-104255,131340
2009-12-04,7450.0,7810.0,534561.0,,-172770,-7420,185650
2009-12-07,7850.0,7860.0,194250.0,,-43630,7290,50860
2009-12-08,7860.0,7990.0,285173.0,,-59070,70360,-11550
2009-12-09,7960.0,8070.0,253245.0,,-51660,30270,-5140
2009-12-10,8120.0,7930.0,254926.0,,10740,8570,-12270
2009-12-11,8140.0,8040.0,271111.0,,86310,-109880,31240
2009-12-14,8040.0,7990.0,258222.0,,-88154,-1716,66870
2009-12-15,7990.0,8030.0,222103.0,,-24859,37829,1730
2009-12-16,8030.0,8160.0,337361.0,,36268,-120208,83880
2009-12-17,8110.0,8260.0,432131.0,,-103901,13321,89160
2009-12-18,8250.0,8260.0,205991.0,,-71222,-8008,79910
2009-12-21,8270.0,8210.0,279398.0,,-22810,-67050,95730
2009-12-22,8220.0,8200.0,244552.0,,-53580,-280,56900
2009-12-23,8180.0,8190.0,246356.0,,-28159,23299,9420
2009-12-24,8120.0,8050.0,226884.0,,71454,-80464,18380
2009-12-28,7950.0,7740.0,441998.0,,163533,-134286,12390
2009-12-29,7750.0,7870.0,148075.0,,-37337,11827,25540
2009-12-30,7800.0,7950.0,208171.0,,-31110,44480,-5980
2010-01-04,7920.0,7820.0,261578.0,34.73,15939,-14949,5800
2010-01-05,7900.0,7760.0,431250.0,34.46,141654,-151463,23820
2010-01-06,7800.0,7940.0,346664.0,35.26,-26467,1737,44210
2010-01-07,7940.0,7870.0,275497.0,34.95,40517,-45107,15140
2010-01-08,7880.0,8200.0,526374.0,36.41,9558,-45628,89510
2010-01-11,8190.0,8170.0,651061.0,36.28,40823,-61089,38350
2010-01-12,8230.0,8100.0,200983.0,35.97,29470,-25130,-3630
2010-01-13,8050.0,7890.0,213288.0,35.04,-21370,17070,4660
2010-01-14,7900.0,7900.0,190396.0,35.08,13781,449,-15530
2010-01-15,7900.0,7860.0,178976.0,34.9,1640,-10950,8780
2010-01-18,7810.0,7770.0,229845.0,34.5,-10837,13177,3920
2010-01-19,7800.0,7740.0,201888.0,34.37,61262,-48292,2750
2010-01-20,7740.0,7610.0,232216.0,33.79,23657,-28377,5850
2010-01-21,7560.0,7610.0,159137.0,33.79,12520,-18360,3180
2010-01-22,7530.0,7650.0,215498.0,33.97,-2450,-2080,10570
2010-01-25,7510.0,7330.0,504725.0,32.55,151620,-111450,1420
2010-01-26,7400.0,7000.0,419002.0,31.08,163485,-168975,-2490
2010-01-27,7000.0,6920.0,297992.0,30.73,23930,-29410,14740
2010-01-28,6920.0,6900.0,285076.0,30.64,133755,-73745,-31130
2010-01-29,6860.0,6770.0,395286.0,30.06,-31729,-7831,39640
2010-02-01,6790.0,6850.0,208980.0,30.42,55491,-5091,-21290
2010-02-02,6880.0,6800.0,127122.0,30.2,36402,-11172,-26110
2010-02-03,6890.0,6920.0,123591.0,30.73,16520,-7700,-8430
2010-02-04,6980.0,7010.0,197470.0,31.13,-290,4190,-3660
2010-02-05,6670.0,6740.0,444696.0,29.93,143930,-99300,-32480
2010-02-08,6740.0,6440.0,221873.0,28.6,44710,-43700,-5750
2010-02-09,6440.0,6440.0,292964.0,28.6,108678,-145468,33460
2010-02-10,6520.0,6450.0,238141.0,28.64,40500,-42580,1720
2010-02-11,6460.0,6670.0,248402.0,29.62,-44620,42770,1960
2010-02-12,6680.0,6550.0,155794.0,29.09,67516,-45947,-21019
2010-02-16,6550.0,6620.0,123360.0,29.4,4560,8440,-14970
2010-02-17,6680.0,6690.0,197792.0,29.71,32040,18800,-49980
2010-02-18,6720.0,6600.0,136730.0,29.31,78901,-24600,-55541
2010-02-19,6560.0,6490.0,144669.0,28.82,17454,-7400,-8434
2010-02-22,6550.0,6510.0,174184.0,28.91,76820,-43410,-34680
2010-02-23,6500.0,6870.0,418774.0,30.51,-119140,66090,45200
2010-02-24,6810.0,6980.0,341148.0,31.0,-43660,68530,-19700
2010-02-25,7020.0,6820.0,168660.0,30.29,-2480,23600,-19460
2010-02-26,6770.0,7050.0,191640.0,31.31,974,19136,-19790
2010-03-02,7050.0,6990.0,116526.0,31.04,26345,-15815,-11020
2010-03-03,6920.0,6900.0,118175.0,30.64,-14949,23569,-8170
2010-03-04,6980.0,7140.0,337731.0,31.71,-1644,5820,-3706
2010-03-05,7170.0,7180.0,285008.0,31.88,40676,-35696,-6730
2010-03-08,7230.0,7250.0,144945.0,32.2,-65040,36720,27970
2010-03-09,7250.0,7330.0,168500.0,32.55,-43413,9953,35210
2010-03-10,7330.0,7370.0,154453.0,32.73,-65551,26821,38230
2010-03-11,7410.0,7390.0,149432.0,32.82,-41750,33850,7450
2010-03-12,7390.0,7520.0,224143.0,33.39,-111500,70490,40960
2010-03-15,7520.0,7630.0,259691.0,33.88,-81985,51395,25870
2010-03-16,7670.0,7660.0,128030.0,34.02,808,2152,-3060
2010-03-17,7690.0,7820.0,357524.0,34.73,-151690,73120,78570
2010-03-18,7920.0,7980.0,520581.0,35.44,-22770,-8650,17200
2010-03-19,7970.0,7940.0,242215.0,35.26,28700,-15550,-14780
2010-03-22,7920.0,7950.0,137040.0,35.3,-49730,-5750,58550
2010-03-23,7950.0,7830.0,156340.0,34.77,4001,-16891,9950
2010-03-24,7840.0,7840.0,204560.0,34.82,-30756,-19994,60030
2010-03-25,7840.0,7900.0,65996.0,35.08,-20370,13170,6660
2010-03-26,7900.0,8070.0,275179.0,35.84,-77719,50499,29110
2010-03-29,8060.0,7920.0,127641.0,35.17,-22090,15260,6440
2010-03-30,7990.0,8060.0,143931.0,35.79,-31800,24920,6900
2010-03-31,8100.0,8060.0,153952.0,35.79,-17580,4050,4730
2010-04-01,8000.0,8070.0,187793.0,35.84,6870,18880,-27310
2010-04-02,8050.0,8040.0,190380.0,35.7,47880,-54050,10530
2010-04-05,7970.0,7780.0,354749.0,34.55,39992,-61512,17710
2010-04-06,7790.0,7720.0,229317.0,34.28,35620,-87070,47160
2010-04-07,7700.0,7970.0,236626.0,35.39,-70200,85470,-17460
2010-04-08,8010.0,8210.0,349696.0,36.46,-101779,74919,23820
2010-04-09,8200.0,8300.0,193936.0,36.86,-23370,26810,-7530
2010-04-12,8350.0,8320.0,177560.0,36.95,12960,-7050,-110
2010-04-13,8320.0,8190.0,161834.0,36.37,14805,-11235,-3650
2010-04-14,8130.0,8270.0,255243.0,36.72,66161,-69211,2780
2010-04-15,8350.0,8280.0,165937.0,36.77,-14295,12605,4440
2010-04-16,8310.0,8170.0,95251.0,36.28,2410,-1280,2350
2010-04-19,8100.0,8100.0,131108.0,35.97,-1440,-6910,7830
2010-04-20,8100.0,8190.0,152051.0,36.37,-4810,4050,3070
2010-04-21,8200.0,8160.0,108041.0,36.24,9730,-15440,-10
2010-04-22,8100.0,8000.0,253274.0,35.53,80450,-71450,-16770
2010-04-23,7950.0,7980.0,116611.0,35.44,-8950,-11860,19920
2010-04-26,7950.0,8080.0,203160.0,35.88,6550,-6760,-120
2010-04-27,8020.0,8040.0,99298.0,35.7,-4137,-8273,11660
2010-04-28,7960.0,7900.0,99012.0,35.08,-1028,2258,2450
2010-04-29,7910.0,7800.0,139163.0,34.64,-13070,16730,-3580
2010-04-30,7860.0,7900.0,123026.0,35.08,-9370,-7040,16500
2010-05-03,7980.0,7850.0,114082.0,34.86,-4160,9050,-9520
2010-05-04,7850.0,7910.0,105001.0,35.13,-38844,8804,32330
2010-05-06,7780.0,8030.0,205120.0,35.66,-64030,240,67550
2010-05-07,7800.0,7850.0,242390.0,34.86,60540,-98190,36440
2010-05-10,7880.0,8000.0,144041.0,35.53,-5870,-6000,11870
2010-05-11,8080.0,7980.0,151824.0,35.44,-47960,15260,38910
2010-05-12,7950.0,8130.0,205342.0,36.1,-16390,13650,-1640
2010-05-13,8250.0,8790.0,900725.0,39.03,-215647,141937,55530
2010-05-14,8730.0,9310.0,787464.0,41.34,-138381,147831,-23770
2010-05-17,9330.0,9700.0,708522.0,43.07,-129950,109900,-51610
2010-05-18,9700.0,9470.0,509914.0,42.05,-103553,97753,-19710
2010-05-19,9420.0,9530.0,302028.0,42.32,-74622,64972,7390
2010-05-20,9430.0,9150.0,218972.0,40.63,-17644,19804,-4930
2010-05-24,9000.0,8880.0,522443.0,39.43,12220,-27760,-22980
2010-05-25,8660.0,8280.0,577947.0,36.77,6876,18274,-63950
2010-05-26,8280.0,8550.0,404295.0,37.97,-42591,123861,-63350
2010-05-27,8420.0,8640.0,212406.0,38.37,12980,-16740,-7180
2010-05-28,8690.0,8760.0,278994.0,38.9,-9910,15990,6120
2010-05-31,8800.0,8720.0,153084.0,38.72,14839,-16309,790
2010-06-01,8720.0,8610.0,405563.0,38.23,61140,-56260,-8890
2010-06-03,8790.0,9020.0,349030.0,40.06,-26160,-35800,66080
2010-06-04,9010.0,8820.0,198733.0,39.17,41480,-31020,-8700
2010-06-07,8530.0,8450.0,206538.0,37.52,14254,-10414,-5090
2010-06-08,8450.0,8740.0,279213.0,38.81,-77165,115555,4000
2010-06-09,8880.0,8990.0,362907.0,39.92,-57304,1434,51370
2010-06-10,9100.0,9100.0,355396.0,40.41,-28416,53356,-8930
2010-06-11,9250.0,9100.0,263432.0,40.41,-41000,-58450,85580
2010-06-14,9240.0,9300.0,218947.0,41.3,-64465,-3582,71587
2010-06-15,9380.0,9290.0,130769.0,41.25,-3686,-294,4070
2010-06-16,9300.0,9100.0,238665.0,40.41,16945,-40505,21750
2010-06-17,9110.0,9440.0,335395.0,41.92,-66980,17970,44730
2010-06-18,9500.0,9590.0,321744.0,42.59,-57290,46180,-830
2010-06-21,9700.0,9500.0,268822.0,42.19,530,1700,-1450
2010-06-22,9450.0,9350.0,156824.0,41.52,27572,-45802,16520
2010-06-23,9330.0,9320.0,137152.0,41.39,9781,-41241,31500
2010-06-24,9290.0,9490.0,170863.0,42.14,-17029,-14151,36380
2010-06-25,9360.0,9210.0,297476.0,40.9,90633,-67763,-23680
2010-06-28,9200.0,9000.0,2297264.0,39.97,-452560,79180,382700
2010-06-29,9070.0,8750.0,568697.0,38.86,11893,-2693,-7980
