Symbol,대상_시가(원),대상_종가(원),대상_거래량(주),대상_PER(IFRS-연결),대상_순매수수량(개인)(주),대상_순매수수량(기관계)(주),대상_순매수수량(외국인계)(주)
2000-01-04,4200,4400,1425150,13.33,-25130,-38480,-460
2000-01-05,4300,4130,1567250,12.51,-92700,44050,3650
2000-01-06,4200,3905,1526930,11.83,65290,-75170,10210
2000-01-07,3905,4490,2526910,13.6,-113510,98810,4700
2000-01-10,4600,4500,6304040,13.63,-30310,-25790,560
2000-01-11,4500,4500,3789100,13.63,78830,-87160,1040
2000-01-12,4550,4400,2922860,13.33,528110,-334780,25200
2000-01-13,4320,4200,2740450,12.72,703630,-431770,-17240
2000-01-14,4210,4180,2305030,12.66,78130,-76330,3200
2000-01-17,4180,4770,2659640,14.45,141270,-144620,3350
2000-01-18,4485,4200,5691950,12.72,-776090,771020,-4630
2000-01-19,4200,3900,2540890,11.81,196680,-117460,-71170
2000-01-20,3860,3670,1704350,11.11,-34440,36860,3280
2000-01-21,3650,3640,1974610,11.02,-18440,32340,-8690
2000-01-24,3610,3650,1520140,11.05,-49930,47310,2620
2000-01-25,3620,3770,4513670,11.42,159730,-131830,-27900
2000-01-26,3870,3685,2262380,11.16,111480,-91480,0
2000-01-27,3650,3790,2678520,11.48,51330,-51600,600
2000-01-28,3790,3740,1428410,11.33,35030,-22460,-4050
2000-01-31,3710,3740,1449520,11.33,16610,-16610,0
2000-02-01,3760,3710,1563960,11.24,98900,-46130,-52770
2000-02-02,3720,3830,2767790,11.6,-56340,56840,-500
2000-02-03,3850,3790,1504400,11.48,-9860,55860,0
2000-02-07,3750,3750,2016460,11.36,155720,-168990,12100
2000-02-08,3750,3650,2007990,11.05,-63560,71860,1010
2000-02-09,3680,3550,1973030,10.75,6360,-7060,700
2000-02-10,3510,3380,1918660,10.24,191790,-132590,300
2000-02-11,3270,3340,2093350,10.12,175170,-176630,820
2000-02-14,3350,3170,1613710,9.6,-122010,115510,6000
2000-02-15,3100,3000,1462670,9.09,-118070,91050,26020
2000-02-16,3100,3210,2911310,9.72,161780,-58670,-92470
2000-02-17,3350,3210,2225720,9.72,88600,190,-92290
2000-02-18,3250,3100,2536530,9.39,220090,-145940,-72750
2000-02-21,3010,2830,1515560,8.57,16300,14750,-31050
2000-02-22,2705,2700,1976750,8.18,-12080,7360,4900
2000-02-23,2810,3105,2009760,9.4,15720,-1430,-13600
2000-02-24,3100,3200,3494190,9.69,-714800,715790,-990
2000-02-25,3120,3220,1586530,9.75,-114670,104960,-260
2000-02-28,3100,3280,1774190,9.93,-78100,43490,4610
2000-02-29,3280,3170,1679380,9.6,-105100,96690,8410
2000-03-02,3170,3200,2172000,9.69,40330,-1980,11650
2000-03-03,3250,3115,1564420,9.43,-30600,41480,-10180
2000-03-06,3200,3450,3538590,10.45,-227920,160720,-28350
2000-03-07,3400,3540,3362680,10.72,-6400,-5290,16630
2000-03-08,3480,3340,1901300,10.12,129050,-98990,9940
2000-03-09,3450,3250,2681710,9.84,404600,-198390,-158850
2000-03-10,3460,3290,1729600,9.96,41960,-43230,1170
2000-03-13,3300,3520,5012560,10.66,-185940,229090,-47400
2000-03-14,3700,3700,5916970,11.21,-67030,-160890,1820
2000-03-15,3850,3550,3550210,10.75,151550,-121910,-4320
2000-03-16,3890,3700,3767620,11.21,-48910,96160,1190
2000-03-17,3700,3430,2016100,10.39,120010,-130700,4790
2000-03-20,3375,3300,1323190,9.99,-98690,83340,8590
2000-03-21,3210,3205,1417490,9.71,-134920,120410,2600
2000-03-22,3230,3250,1641180,9.84,-29950,16250,520
2000-03-23,3250,3070,1751550,9.3,363350,-352060,-360
2000-03-24,3100,3100,1093700,9.39,-32150,32040,260
2000-03-27,3150,3135,1280100,9.49,67560,-37710,60
2000-03-28,3105,3075,1208500,9.31,-28060,2310,15650
2000-03-29,3050,2900,1825550,8.78,16600,-15810,-760
2000-03-30,2810,2900,1468350,8.78,39340,-32550,3280
2000-03-31,2980,2930,908510,8.87,-219540,221940,-2530
2000-04-03,2900,2800,853260,8.48,2240,-2270,380
2000-04-04,2700,2740,955600,8.3,-92200,77250,13290
2000-04-06,2740,2670,538960,8.09,-7120,2780,5040
2000-04-07,2700,2725,905560,8.25,20000,-14550,-10480
2000-04-10,2670,2830,2073400,8.57,136540,-152550,20560
2000-04-11,2830,2660,1087940,8.06,69340,-70360,1320
2000-04-12,2660,2660,1063600,8.06,320960,-318910,-2600
2000-04-14,2580,2610,667100,7.91,42240,-41390,0
2000-04-17,2270,2230,1326530,6.75,12790,-20770,20790
2000-04-18,2360,2320,1170450,7.03,94880,-94160,540
2000-04-19,2350,2430,2201940,7.36,286740,-194680,-16570
2000-04-20,2460,2350,1020030,7.12,74590,-30170,-18070
2000-04-21,2350,2360,903560,7.15,16000,-9660,-2980
2000-04-24,2360,2330,1147420,7.06,159710,-159730,680
2000-04-25,2330,2275,726310,6.89,-13830,28930,-15000
2000-04-26,2300,2255,1166830,6.83,37320,-28640,-9230
2000-04-27,2200,2130,785470,6.45,-46130,43310,2800
2000-04-28,2080,2125,1451140,6.44,9060,-11490,2980
2000-05-02,2165,2220,1304820,6.72,118790,-91710,-3990
2000-05-03,2160,2180,913420,6.6,21720,-12770,-8880
2000-05-04,2185,2205,1229020,6.68,25530,-23310,-2220
2000-05-08,2250,2230,1408230,6.75,49040,-33980,-14660
2000-05-09,2200,2180,870550,6.6,-5670,30,5600
2000-05-10,2155,2130,949360,6.45,-2620,27120,-25050
2000-05-12,2110,2025,1238320,6.13,14530,-8610,-5900
2000-05-15,2000,1875,1199190,5.68,490,-1250,760
2000-05-16,1860,1920,1059820,5.81,1950,-620,-1760
2000-05-17,1900,1650,1253880,5,22740,-2820,-4210
2000-05-18,1560,1540,942450,4.66,1900,7930,170
2000-05-19,1555,1630,1070860,4.94,-4750,5510,-760
2000-05-22,1560,1470,625310,4.45,-3380,4770,-1390
2000-05-23,1350,1460,823870,4.42,-33070,16390,14880
2000-05-24,1420,1610,1449090,4.88,-8380,8860,-360
2000-05-25,1710,1850,803550,5.6,73710,-69390,-2640
2000-05-26,1880,1650,1991180,5,-31560,91130,15490
2000-05-29,1605,1810,1841210,5.48,10800,-34450,23890
2000-05-30,1920,1840,1552150,5.57,17920,-32980,15010
2000-05-31,1910,1890,2908590,5.72,116010,-30990,-9970
2000-06-01,1820,1800,1295170,5.45,45120,3540,-48660
2000-06-02,1830,1820,1714460,5.51,34590,-70290,35700
2000-06-05,1880,2090,3316920,6.33,14780,-11500,500
2000-06-07,2090,2175,3068760,6.59,-9580,-40140,-1140
2000-06-08,2110,2020,2623140,6.12,14850,-13460,-1390
2000-06-09,2020,2030,1554800,6.15,-4820,4420,120
2000-06-12,2010,2330,5582440,7.06,-21830,23170,-120
2000-06-13,2360,2300,5444330,6.97,-124300,129460,-6000
2000-06-14,2350,2200,1795550,6.66,3650,-6650,0
2000-06-15,2200,1930,1624740,5.85,174850,-175470,1500
2000-06-16,1855,1845,1490590,5.59,21210,-21970,760
2000-06-19,1790,1800,1115970,5.45,-13330,13480,0
2000-06-20,1840,1850,873110,5.6,6010,-6010,0
2000-06-21,1850,1870,1081640,5.66,13900,-14040,140
2000-06-22,1905,1850,1199460,5.6,3840,-3840,0
2000-06-23,1810,1820,628300,5.51,-210,150,190
2000-06-26,1830,1885,1469270,5.71,-259880,60540,430
2000-06-27,1930,1910,1252050,5.78,-12880,12770,190
2000-06-28,1930,1915,1481720,5.8,-39250,32410,6840
2000-06-29,1915,1870,1255810,5.66,22620,-22320,-300
2000-06-30,1865,1830,845990,5.54,-16890,16390,500
2000-07-03,1810,1910,1374670,5.78,-115340,115340,0
2000-07-04,1955,1890,1007420,5.72,2610,-2610,0
2000-07-05,1900,1845,1207010,5.59,-8460,7460,1000
2000-07-06,1830,1910,1926100,5.78,-100400,100450,-50
2000-07-07,1965,2110,4289000,6.39,57880,-64400,-3780
2000-07-10,2150,2100,3690930,6.36,61910,-48980,-2030
2000-07-11,2165,2030,2551200,6.15,-27520,27750,-230
2000-07-12,2070,1985,2072160,6.01,11880,-12010,130
2000-07-13,1990,2010,1308760,6.09,31370,-28330,-3040
2000-07-14,2010,2020,1568230,6.12,-18580,18580,0
2000-07-18,1980,1975,1216750,5.98,-8960,9390,0
2000-07-19,1910,1875,1309060,5.68,-14210,120,9090
2000-07-20,1820,1810,1114990,5.48,-44740,40050,4690
2000-07-21,1820,1810,931350,5.48,-6110,5930,180
2000-07-24,1750,1750,2714580,5.3,9420,-11750,2330
2000-07-25,1780,1750,979410,5.3,-49550,37740,11810
2000-07-26,1735,1755,778330,5.31,24700,-23700,-1000
2000-07-27,1760,1755,670180,5.31,-21070,22050,-190
2000-07-28,1735,1680,746690,5.09,-54810,36670,17600
2000-07-31,1640,1680,454900,5.09,-70530,62570,7690
2000-08-01,1680,1730,608670,5.24,43520,-44230,810
2000-08-02,1740,1935,3646480,5.86,-385550,-182130,-2340
2000-08-03,2000,1850,3677230,5.6,492990,-39640,-810
2000-08-04,1890,1800,1216060,5.45,13750,-13850,910
2000-08-07,1750,1700,1053100,5.15,7160,-8160,1000
2000-08-08,1650,1700,948690,5.15,-10890,9650,840
2000-08-09,1705,1740,713470,5.27,-28140,22580,5960
2000-08-10,1740,1750,593520,5.3,17640,-32090,13950
2000-08-11,1750,1755,881040,5.31,24660,-24340,180
2000-08-14,1770,1820,1743270,5.51,-22980,13530,-550
2000-08-16,1895,1845,2565280,5.59,90050,30070,4170
2000-08-17,1845,1795,1168580,5.44,22750,-19340,-50
2000-08-18,1800,1765,747750,5.35,20150,-20240,90
2000-08-21,1720,1745,481220,5.29,8400,-8220,-180
2000-08-22,1720,1780,725450,5.39,-42920,40220,2720
2000-08-23,1770,1735,550450,5.25,40120,-40760,640
2000-08-24,1730,1725,668300,5.22,-5920,2950,3150
2000-08-25,1725,1730,536310,5.24,-20070,20160,-90
2000-08-28,1705,1730,882960,5.24,-13130,17890,15460
2000-08-29,1750,1730,589880,5.24,21770,7220,-29490
2000-08-30,1720,1720,417940,5.21,34230,-25370,-360
2000-08-31,1710,1675,655070,5.07,49920,-50540,500
2000-09-01,1660,1690,409320,5.12,-17470,17470,0
2000-09-04,1695,1680,416520,5.09,23500,-26760,0
2000-09-05,1675,1700,971070,5.15,-46320,48410,-1420
2000-09-06,1715,1685,399600,5.1,-6580,5900,2680
2000-09-07,1675,1640,721400,4.97,26180,-36180,-9280
2000-09-08,1640,1620,382060,4.91,24950,-22120,-7850
2000-09-14,1600,1620,535040,4.91,114020,-80410,-33610
2000-09-15,1575,1625,2784860,4.92,36560,-13250,-23310
2000-09-18,1600,1445,832800,4.38,-55700,46420,7840
2000-09-19,1420,1450,609140,4.39,21910,-21070,-120
2000-09-20,1440,1500,647260,4.54,34950,-31900,-830
2000-09-21,1510,1470,626960,4.45,36860,-6150,-19200
2000-09-22,1465,1370,669160,4.15,52210,-46390,-5820
2000-09-25,1400,1420,443160,4.3,-6990,7180,-190
2000-09-26,1430,1445,1157020,4.38,-4140,3140,0
2000-09-27,1470,1475,864330,4.47,-17490,17890,0
2000-09-28,1480,1485,1197210,4.5,17560,-16060,-1750
2000-09-29,1530,1490,739600,4.51,31460,-30960,0
2000-10-02,1455,1465,452590,4.44,17940,-8850,-9090
2000-10-04,1430,1530,1515680,4.63,-42260,37340,5020
2000-10-05,1570,1520,2384070,4.6,102960,-25950,2160
2000-10-06,1490,1490,1531370,4.51,127370,32730,-1700
2000-10-09,1500,1480,1535600,4.48,-44240,-39070,-260
2000-10-10,1460,1485,880610,4.5,-269870,13760,-2000
2000-10-11,1500,1430,1036290,4.33,-369950,13950,0
2000-10-12,1450,1435,982040,4.35,-114530,-25730,-6200
2000-10-13,1390,1430,2113670,4.33,-201050,49580,0
2000-10-16,1475,1530,3928800,4.63,37860,-38740,1120
2000-10-17,1500,1425,2124400,4.32,-287170,67170,0
2000-10-18,1400,1410,1101010,4.27,-13170,-280,3360
2000-10-19,1380,1390,738140,4.21,-98510,-31710,1120
2000-10-20,1405,1415,1020310,4.29,-126390,32710,6530
2000-10-23,1420,1425,1566190,4.32,-31120,-55690,-650
2000-10-24,1410,1425,1088390,4.32,-20470,35030,520
2000-10-25,1445,1385,731530,4.19,42660,-42140,-520
2000-10-26,1375,1360,579090,4.12,-17050,17050,0
2000-10-27,1370,1360,569240,4.12,-61950,54910,5160
2000-10-30,1360,1315,599240,3.98,28980,-27500,200
2000-10-31,1305,1315,561120,3.98,-66980,48830,16480
2000-11-01,1325,1370,836710,4.15,26560,-25700,810
2000-11-02,1380,1405,1406460,4.26,-10300,10910,0
2000-11-03,1435,1370,649980,4.15,18100,-14220,-3880
2000-11-06,1400,1380,1033330,4.18,-62550,57810,240
2000-11-07,1390,1360,552450,4.12,37870,-35870,0
2000-11-08,1375,1330,630320,4.03,18080,-16330,500
2000-11-09,1310,1330,602530,4.03,57050,-52140,-4660
2000-11-10,1310,1340,379120,4.06,-37260,36710,0
2000-11-13,1320,1290,444300,3.91,64150,-64600,200
2000-11-14,1300,1305,292920,3.95,1850,-1850,0
2000-11-15,1330,1320,762090,4,-54650,55260,390
2000-11-16,1330,1310,347810,3.97,12000,-12000,0
2000-11-17,1280,1290,413200,3.91,69010,-69250,240
2000-11-20,1275,1280,259150,3.88,2210,-2980,-130
2000-11-21,1260,1250,476900,3.79,7170,-1930,-3450
2000-11-22,1230,1230,373620,3.72,120,-620,500
2000-11-23,1220,1190,630380,3.6,-43510,43590,-80
2000-11-24,1170,1195,501810,3.62,30980,-31740,260
2000-11-27,1205,1215,511270,3.68,-41620,41080,0
2000-11-28,1220,1185,367060,3.59,68810,-68470,200
2000-11-29,1160,1140,574590,3.45,59980,-61520,2040
2000-11-30,1150,1120,386150,3.39,11960,-9870,-2090
2000-12-01,1090,1095,654110,3.32,-78140,73420,4720
2000-12-04,1080,1070,429050,3.24,26380,-27010,630
2000-12-05,1070,1125,814670,3.41,-54740,54740,0
2000-12-06,1135,1105,653740,3.35,-77670,68370,8760
2000-12-07,1090,1100,662550,3.33,-7050,7590,0
2000-12-08,1145,1120,329460,3.39,-30520,29710,0
2000-12-11,1105,1175,1235860,3.56,-48450,51960,-4150
2000-12-12,1200,1210,1106230,3.66,10010,-41890,8500
2000-12-13,1260,1240,1422600,3.76,-156420,60020,96400
2000-12-14,1215,1200,698210,3.63,164810,-217280,42470
2000-12-15,1200,1180,553710,3.57,8890,-28340,-6060
2000-12-18,1160,1165,348600,3.53,-47080,21980,5100
2000-12-19,1170,1145,350030,3.47,-5470,-14940,610
2000-12-20,1130,1120,420910,3.39,-1370,1790,-420
2000-12-21,1110,1135,569960,3.44,-13320,12070,-500
2000-12-22,1150,1100,457830,3.33,-19740,21240,0
2000-12-26,1100,1130,357720,3.42,-27030,27660,-630
2001-01-02,1100,1140,379380,13.77,16160,-19730,0
2001-01-03,1145,1140,428950,13.77,26990,-29980,-7010
2001-01-04,1240,1220,1328650,14.74,42710,37440,-150
2001-01-05,1200,1400,4040760,16.92,304950,-152060,-84890
2001-01-08,1400,1370,2943280,16.55,219010,-219350,260
2001-01-09,1380,1460,4848450,17.64,-36160,42710,0
2001-01-10,1460,1270,2758760,15.35,-720,10180,0
2001-01-11,1295,1320,1639440,15.95,95050,-96290,3130
2001-01-12,1320,1335,1671000,16.13,-39460,30040,8610
2001-01-15,1325,1330,1690010,16.07,26280,-25720,250
2001-01-16,1320,1300,1021620,15.71,15850,-15720,-130
2001-01-17,1285,1310,1297950,15.83,-8980,8080,320
2001-01-18,1300,1295,851310,15.65,-44020,43150,0
2001-01-19,1300,1305,957350,15.77,-40850,39010,390
2001-01-22,1320,1375,1474790,16.61,37590,-37680,90
2001-01-26,1375,1320,1276960,15.95,21550,-21260,0
2001-01-29,1360,1355,1193310,16.37,-37490,37490,0
2001-01-30,1360,1365,1743620,16.49,6540,-6320,-220
2001-01-31,1385,1380,1246500,16.67,-24600,24600,0
2001-02-01,1380,1355,959890,16.37,-6420,-4420,10840
2001-02-02,1355,1500,5083210,18.12,-4790,-4210,0
2001-02-05,1450,1375,4288480,16.61,27760,-27760,0
2001-02-06,1400,1350,1549730,16.31,-2610,12610,-10000
2001-02-07,1340,1315,1134890,15.89,48320,-46000,0
2001-02-08,1295,1325,972690,16.01,-27930,23490,3360
2001-02-09,1330,1370,1140460,16.55,-163400,-14580,178000
2001-02-12,1390,1390,1702910,16.8,-12070,12970,-1170
2001-02-13,1400,1370,792170,16.55,-15710,15440,270
2001-02-14,1360,1375,758990,16.61,-132820,128410,3600
2001-02-15,1380,1365,1108500,16.49,28890,-19890,0
2001-02-16,1375,1355,881560,16.37,111380,-111380,0
2001-02-19,1350,1335,694190,16.13,48570,-40540,-5600
2001-02-20,1340,1385,1561140,16.73,-30440,12950,7220
2001-02-21,1380,1360,809800,16.43,-36370,10410,-5120
2001-02-22,1350,1330,1071620,16.07,-20420,16470,3950
2001-02-23,1340,1340,745830,16.19,-41510,27920,3050
2001-02-26,1350,1375,1426410,16.61,29720,3790,5680
2001-02-27,1375,1335,943550,16.13,-4000,-18890,32620
2001-02-28,1330,1345,422950,16.25,-16210,16210,0
2001-03-02,1335,1285,637370,15.52,30910,-28160,220
2001-03-05,1280,1260,581580,15.22,-26200,22010,140
2001-03-06,1260,1270,470870,15.35,6370,-6370,0
2001-03-07,1270,1250,669160,15.1,243350,-233890,-7840
2001-03-08,1250,1265,558140,15.28,61000,-14370,-48250
2001-03-09,1250,1240,640190,14.98,220430,-31090,-185290
2001-03-12,1205,1200,582850,14.5,16810,-15370,-1440
2001-03-13,1105,1130,475700,13.65,-14810,4810,0
2001-03-14,1150,1180,847140,14.26,-8660,8660,0
2001-03-15,1140,1160,455890,14.01,-20410,19520,-190
2001-03-16,1175,1170,383210,14.14,10980,-11490,510
2001-03-19,1185,1190,275280,14.38,-24560,24290,0
2001-03-20,1200,1190,357170,14.38,-16320,16170,-570
2001-03-21,1170,1200,1077760,14.5,168440,-171980,1050
2001-03-22,1200,1245,2082390,15.04,12570,-12570,0
2001-03-23,1240,1210,670740,14.62,-30400,28600,0
2001-03-26,1220,1270,1031270,15.35,14890,-14340,-550
2001-03-27,1270,1220,685830,14.74,14970,-11150,-3820
2001-03-28,1245,1190,502020,14.38,-17020,16730,0
2001-03-29,1175,1175,314210,14.2,-4620,9580,0
2001-03-30,1170,1170,351570,14.14,-4720,4000,0
2001-04-02,1170,1160,334860,14.01,-2170,2170,0
2001-04-03,1120,1120,303820,13.53,-33830,32560,0
2001-04-04,1100,1100,258410,13.29,-27900,22340,0
2001-04-06,1130,1135,339090,13.71,38480,-37780,-700
2001-04-09,1120,1100,217820,13.29,19350,-13800,0
2001-04-10,1110,1070,367190,12.93,-330,2830,0
2001-04-11,1100,1085,443570,13.11,43070,-40310,-480
2001-04-12,1100,1085,738050,13.11,63400,-58490,-5500
2001-04-13,1100,1120,632980,13.53,26120,-21270,-2850
2001-04-16,1130,1130,690610,13.65,34110,-34110,0
2001-04-17,1120,1110,473400,13.41,400,-400,0
2001-04-18,1130,1140,665820,13.77,-12010,5910,0
2001-04-19,1170,1195,1990480,14.44,-174800,-28360,203510
2001-04-20,1205,1180,862100,14.26,-37710,40240,0
2001-04-23,1180,1180,0,14.26,0,0,0
2001-04-24,1180,1180,0,14.26,0,0,0
2001-04-25,1180,1180,0,14.26,0,0,0
2001-04-26,1180,1180,0,14.26,0,0,0
2001-04-27,1180,1180,0,14.26,0,0,0
2001-04-30,1180,1180,0,14.26,0,0,0
2001-05-02,1180,1180,0,14.26,0,0,0
2001-05-03,1180,1180,0,14.26,0,0,0
2001-05-04,1180,1180,0,14.26,0,0,0
2001-05-07,2710,2710,740620,16.37,4610,1640,0
2001-05-08,2750,2585,1266150,15.62,7280,-1180,5080
2001-05-09,2530,2500,473190,15.1,5230,-4710,0
2001-05-10,2470,2460,439830,14.86,2510,-1290,50
2001-05-11,2460,2460,290120,14.86,14510,-4470,0
2001-05-14,2420,2440,277550,14.74,17280,-5660,-13020
2001-05-15,2470,2485,281060,15.01,-7470,7210,0
2001-05-16,2470,2445,223700,14.77,3280,-6760,0
2001-05-17,2475,2535,640100,15.32,-21810,21530,0
2001-05-18,2550,2630,1158190,15.89,-200840,-5730,206960
2001-05-21,2675,2620,789670,15.83,-1950,1760,0
2001-05-22,2675,2560,525190,15.47,20620,-6570,-14050
2001-05-23,2570,2720,1392140,16.43,-11920,13190,-4810
2001-05-24,2700,2745,1279570,16.58,-23100,15530,4000
2001-05-25,2805,2790,1158480,16.86,-29800,31920,-4630
2001-05-28,2790.0,2715.0,434990.0,16.4,-120420,118250,0
2001-05-29,2700.0,2710.0,423070.0,16.37,-28600,21000,0
2001-05-30,2710.0,2640.0,447380.0,15.95,16800,-18070,990
2001-05-31,2595.0,2610.0,413200.0,15.77,-17580,10140,6250
2001-06-01,2620.0,2585.0,387700.0,15.62,62230,-5950,-58480
2001-06-04,2590.0,2635.0,564040.0,15.92,-157830,157610,460
2001-06-05,2645.0,2650.0,505030.0,16.01,-119820,113340,3960
2001-06-07,2660.0,2720.0,571610.0,16.43,-204410,202800,0
2001-06-08,2720.0,2750.0,357940.0,16.61,-34440,32040,0
2001-06-11,2770.0,2690.0,431370.0,16.25,30390,-23130,0
2001-06-12,2660.0,2685.0,238590.0,16.22,7340,-6540,0
2001-06-13,2720.0,3000.0,4460240.0,18.12,-798830,737500,-6890
2001-06-14,3010.0,3020.0,2994260.0,18.25,-166810,137030,14370
2001-06-15,3050.0,3150.0,1449380.0,19.03,-81240,80580,-2690
2001-06-18,3250.0,3310.0,3291890.0,19.99,87210,63830,5000
2001-06-19,3220.0,3060.0,1682830.0,18.48,378280,74200,-166980
2001-06-20,3080.0,2900.0,1114660.0,17.52,150860,1790,-152670
2001-06-21,2900.0,3000.0,904960.0,18.12,-114870,77200,23910
2001-06-22,2955.0,2980.0,528870.0,18.0,-90950,79370,10100
2001-06-25,3000.0,3150.0,1704370.0,19.03,307710,90690,1260
2001-06-26,3150.0,3130.0,2584600.0,18.91,-277480,298250,-21560
2001-06-27,3200.0,3320.0,1671430.0,20.06,5650,-14880,2820
2001-06-28,3440.0,3265.0,3246400.0,19.73,465330,-519540,67810
2001-06-29,3265.0,3330.0,1787700.0,20.12,82770,-75850,11610
2001-07-02,3330.0,3370.0,2369440.0,20.36,246070,-279370,33370
2001-07-03,3370.0,3230.0,1146070.0,19.51,102390,-101910,10000
2001-07-04,3180.0,3240.0,797550.0,19.57,12020,-11410,-270
2001-07-05,3250.0,3200.0,711730.0,19.33,18030,-20180,10000
2001-07-06,3130.0,3195.0,594020.0,19.3,26500,-24620,0
2001-07-09,3120.0,3025.0,1178840.0,18.28,-46910,45310,-90
2001-07-10,3055.0,2930.0,817830.0,17.7,-22670,34990,2600
2001-07-11,2810.0,2810.0,759600.0,16.97,2250,-3400,650
2001-07-12,2850.0,2940.0,1015390.0,17.76,39560,35340,-68070
2001-07-13,3000.0,2800.0,684130.0,16.92,34460,-34980,0
2001-07-16,2830.0,2790.0,594090.0,16.86,-5160,770,5450
2001-07-18,2790.0,2640.0,570170.0,15.95,57880,-55620,2220
2001-07-19,2600.0,2560.0,590400.0,15.47,-41890,35840,520
2001-07-20,2560.0,2560.0,456150.0,15.47,53640,-51960,0
2001-07-23,2520.0,2360.0,580980.0,14.26,169410,-165890,1830
2001-07-24,2265.0,2460.0,504680.0,14.86,-13630,9810,2760
2001-07-25,2450.0,2420.0,343870.0,14.62,81690,-11680,-67500
2001-07-26,2440.0,2485.0,322170.0,15.01,27990,-27180,0
2001-07-27,2550.0,2570.0,435360.0,15.52,17320,-6600,-10720
2001-07-30,2610.0,2600.0,723470.0,15.71,6050,-6280,-810
2001-07-31,2550.0,2650.0,296460.0,16.01,-6220,6220,0
2001-08-01,2650.0,2695.0,528160.0,16.28,-38370,37370,500
2001-08-02,2700.0,2640.0,389160.0,15.95,10870,-9800,0
2001-08-03,2650.0,2575.0,439550.0,15.55,-5120,10040,-3010
2001-08-06,2640.0,2615.0,439700.0,15.8,5040,4960,-10000
2001-08-07,2580.0,2585.0,312700.0,15.62,3370,-7400,0
2001-08-08,2600.0,2545.0,319210.0,15.38,9250,-9250,0
2001-08-09,2510.0,2520.0,467890.0,15.22,-133670,135090,0
2001-08-10,2550.0,2545.0,264890.0,15.38,-4370,3320,0
2001-08-13,2550.0,2560.0,164900.0,15.47,4480,-5000,0
2001-08-14,2600.0,2635.0,483850.0,15.92,-18550,16350,-500
2001-08-16,2640.0,2710.0,546200.0,16.37,-45030,45030,0
2001-08-17,2750.0,2650.0,532360.0,16.01,-21710,-4360,-360
2001-08-20,2600.0,2555.0,329870.0,15.44,-13250,13770,-520
2001-08-21,2555.0,2580.0,331110.0,15.58,-2960,2440,0
2001-08-22,2530.0,2600.0,363910.0,15.71,-6870,6200,0
2001-08-23,2620.0,2580.0,444280.0,15.58,-2980,-1310,-3230
2001-08-24,2610.0,2610.0,323930.0,15.77,-26020,2220,-23830
2001-08-27,2640.0,2670.0,414690.0,16.13,-7420,5180,0
2001-08-28,2650.0,2740.0,599680.0,16.55,-1140,1790,0
2001-08-29,2700.0,2790.0,1541570.0,16.86,-501060,203660,300000
2001-08-30,2790.0,2910.0,2560970.0,17.58,-246600,278030,0
2001-08-31,2830.0,2625.0,1245830.0,15.86,-38170,24300,-2370
2001-09-03,2660.0,2600.0,843110.0,15.71,22050,-23610,0
2001-09-04,2600.0,2630.0,554690.0,15.89,-21270,20660,10
2001-09-05,2630.0,2630.0,470250.0,15.89,23170,-18760,-2850
2001-09-06,2640.0,2690.0,505130.0,16.25,-4850,-17670,0
2001-09-07,2670.0,2735.0,640860.0,16.52,4780,-2910,-1350
2001-09-10,2735.0,2780.0,984970.0,16.8,12030,-7730,-660
2001-09-11,2840.0,2750.0,1450880.0,16.61,68490,-72790,-300
2001-09-12,2340.0,2340.0,1234700.0,14.14,-55800,47670,1310
2001-09-13,2340.0,2400.0,1294800.0,14.5,-37960,20390,-2710
2001-09-14,2400.0,2200.0,956530.0,13.29,-112860,111870,-5490
2001-09-17,2100.0,1955.0,595140.0,11.81,-52210,8040,4990
2001-09-18,2020.0,2120.0,688280.0,12.81,-2400,2400,0
2001-09-19,2070.0,2125.0,898370.0,12.84,54380,1270,-5000
2001-09-20,2120.0,2100.0,542510.0,12.69,-147570,148750,-410
2001-09-21,2100.0,2080.0,271100.0,12.56,32670,-26650,0
2001-09-24,2080.0,2135.0,678520.0,12.9,48020,1930,0
2001-09-25,2200.0,2030.0,564750.0,12.26,10240,-9510,-90
2001-09-26,2100.0,2045.0,337870.0,12.36,8760,-530,-8230
2001-09-27,2040.0,2050.0,346070.0,12.39,2280,-3340,990
2001-09-28,2090.0,2100.0,538370.0,12.69,44850,15860,-60910
2001-10-04,2220.0,2200.0,705670.0,13.29,8010,-1360,-5090
2001-10-05,2180.0,2150.0,408070.0,12.99,-2240,2240,0
2001-10-08,2100.0,2120.0,438590.0,12.81,-73350,58550,0
2001-10-09,2120.0,2200.0,401370.0,13.29,-3230,2910,0
2001-10-10,2190.0,2220.0,730320.0,13.41,70020,-69520,-500
2001-10-11,2300.0,2255.0,1042700.0,13.62,-3910,3750,0
2001-10-12,2340.0,2265.0,467200.0,13.68,24340,17660,0
2001-10-15,2280.0,2270.0,352230.0,13.71,1480,-1480,0
2001-10-16,2260.0,2290.0,513530.0,13.84,-1600,1600,0
2001-10-17,2320.0,2290.0,383250.0,13.84,12250,-6100,-5990
2001-10-18,2220.0,2215.0,608930.0,13.38,293320,1680,-300000
2001-10-19,2220.0,2240.0,366400.0,13.53,-26700,26540,0
2001-10-22,2260.0,2265.0,370010.0,13.68,-8930,-1070,0
2001-10-23,2290.0,2260.0,386580.0,13.65,-5620,5140,0
