Symbol,KCC_시가(원),KCC_종가(원),KCC_거래량(주),KCC_PER(IFRS-연결),KCC_순매수수량(개인)(주),KCC_순매수수량(기관계)(주),KCC_순매수수량(외국인계)(주)
2004-05-19,102000.0,109000.0,42840.0,6.13,-11113,3053,10920
2004-05-20,105000.0,111000.0,38914.0,6.24,-8915,-1495,12750
2004-05-21,112000.0,116000.0,46584.0,6.52,-13300,-4260,17820
2004-05-24,115500.0,117000.0,31757.0,6.58,-1018,-1789,4950
2004-05-25,115000.0,118000.0,28353.0,6.63,-3623,490,3640
2004-05-27,118000.0,117000.0,68530.0,6.58,-740,-9320,9490
2004-05-28,117000.0,117000.0,22330.0,6.58,-1560,-310,2490
2004-05-31,115500.0,116500.0,26704.0,6.55,1750,11100,-9110
2004-06-01,116500.0,116500.0,15822.0,6.55,-4712,3092,440
2004-06-02,115500.0,117500.0,30470.0,6.6,-7640,4310,7620
2004-06-03,117500.0,113500.0,32860.0,6.38,-2280,2660,330
2004-06-04,114500.0,116000.0,29460.0,6.52,-13810,5160,11170
2004-06-07,113500.0,119000.0,21540.0,6.69,-6500,9610,-260
2004-06-08,118000.0,119000.0,19671.0,6.69,-4631,9411,940
2004-06-09,119500.0,115500.0,19308.0,6.49,-1442,1752,490
2004-06-10,115000.0,112500.0,54080.0,6.32,4669,-6645,-8050
2004-06-11,113000.0,112500.0,39459.0,6.32,-3900,-12110,9550
2004-06-14,112500.0,112000.0,35147.0,6.29,-6237,-2673,7760
2004-06-15,110000.0,111000.0,53552.0,6.24,-3610,11460,-9470
2004-06-16,108500.0,108500.0,40000.0,6.1,-871,-9719,11260
2004-06-17,111500.0,112500.0,18620.0,6.32,-5020,2750,6820
2004-06-18,111000.0,112500.0,25922.0,6.32,-848,-722,3160
2004-06-21,112500.0,113500.0,19070.0,6.38,4190,-560,-3390
2004-06-22,113500.0,113500.0,23910.0,6.38,8620,1550,-9920
2004-06-23,113500.0,113500.0,22780.0,6.38,2720,3310,-3940
2004-06-24,113500.0,115000.0,26900.0,6.46,-1200,4750,-7040
2004-06-25,114000.0,115000.0,15742.0,6.46,-51,3691,-2120
2004-06-28,115000.0,115000.0,21535.0,6.46,-2070,4350,-1970
2004-06-29,113500.0,116500.0,14380.0,6.55,-7030,8040,-3210
2004-06-30,115500.0,118500.0,22781.0,6.66,-7236,8346,60
2004-07-01,118000.0,118000.0,14225.0,6.63,-2870,4060,-910
2004-07-02,114000.0,113000.0,24592.0,6.35,9302,-6452,-2660
2004-07-05,113500.0,112000.0,17163.0,6.29,-4245,-3445,7940
2004-07-06,112500.0,110000.0,31947.0,6.18,-6406,-994,7890
2004-07-07,108000.0,111500.0,25540.0,6.27,-11620,9070,2740
2004-07-08,110000.0,105500.0,35220.0,5.93,14775,-18505,3500
2004-07-09,105000.0,109500.0,18025.0,6.15,-8565,5475,4920
2004-07-12,109000.0,109000.0,11344.0,6.13,801,289,-30
2004-07-13,111500.0,108000.0,6670.0,6.07,-110,50,110
2004-07-14,108000.0,106000.0,13620.0,5.96,4690,-2200,-320
2004-07-15,106000.0,106500.0,16094.0,5.99,686,884,1630
2004-07-16,107000.0,106500.0,13851.0,5.99,-1100,-1030,2460
2004-07-19,105500.0,108500.0,6809.0,6.1,-2459,959,1150
2004-07-20,105500.0,105000.0,15533.0,5.9,4710,-4090,90
2004-07-21,107500.0,108500.0,16600.0,6.1,-8900,10440,-1970
2004-07-22,106000.0,108500.0,15840.0,6.1,-1280,-4540,6960
2004-07-23,108500.0,109000.0,20151.0,6.13,2020,-4370,4350
2004-07-26,109000.0,111500.0,11180.0,6.27,-5610,900,6310
2004-07-27,113000.0,111500.0,9560.0,6.27,-2900,3520,2090
2004-07-28,112000.0,112000.0,17103.0,6.29,-2470,4110,3100
2004-07-29,112500.0,111000.0,11574.0,6.24,1166,-1356,3330
2004-07-30,111500.0,111000.0,13030.0,6.24,-4190,5060,1570
2004-08-02,110000.0,108000.0,20236.0,6.07,1644,-7354,8980
2004-08-03,110000.0,107000.0,9245.0,6.01,-848,-1002,1810
2004-08-04,105500.0,107000.0,20599.0,6.01,1579,951,-2530
2004-08-05,108000.0,107000.0,16310.0,6.01,2330,-2480,-200
2004-08-06,107000.0,104000.0,42059.0,5.85,12256,-11456,2840
2004-08-09,104000.0,106500.0,6960.0,5.99,-3970,3150,560
2004-08-10,105500.0,108000.0,18940.0,6.07,-3270,-7080,10680
2004-08-11,107500.0,107000.0,21464.0,6.01,-4571,1691,2730
2004-08-12,109000.0,110000.0,49333.0,6.18,-19117,10139,16478
2004-08-13,111000.0,114500.0,51813.0,6.44,-8363,223,-5100
2004-08-16,114000.0,110500.0,38155.0,6.21,1005,-7195,5180
2004-08-17,112500.0,112000.0,21050.0,6.29,-1720,-4510,130
2004-08-18,113500.0,114000.0,13470.0,6.41,-4190,3060,-240
2004-08-19,114000.0,115000.0,28090.0,6.46,-8920,21430,-5990
2004-08-20,115000.0,112500.0,12054.0,6.32,-1830,820,300
2004-08-23,112500.0,112000.0,9300.0,6.29,-370,1700,-610
2004-08-24,113000.0,113500.0,28680.0,6.38,-180,3090,840
2004-08-25,112000.0,113500.0,16637.0,6.38,-4397,537,3560
2004-08-26,114500.0,113000.0,20760.0,6.35,-760,-4110,6820
2004-08-27,114000.0,118500.0,48911.0,6.66,-17241,12561,-7080
2004-08-30,119500.0,118000.0,12110.0,6.63,-2300,-3180,220
2004-08-31,116500.0,124000.0,70890.0,6.97,-15890,29030,-17790
2004-09-01,123000.0,128000.0,42560.0,7.19,-24870,26600,-6630
2004-09-02,126000.0,128000.0,37411.0,7.19,-4930,10160,-4490
2004-09-03,127500.0,125000.0,45340.0,7.03,200,12280,-10840
2004-09-06,125000.0,127000.0,61050.0,7.14,-6450,32070,-20480
2004-09-07,125500.0,125000.0,33060.0,7.03,-800,6210,-6410
2004-09-08,125000.0,126500.0,27810.0,7.11,-3602,12332,-8810
2004-09-09,125000.0,126500.0,53306.0,7.11,-2135,10755,-13640
2004-09-10,126500.0,130000.0,28020.0,7.31,-10430,2680,8290
2004-09-13,133500.0,134000.0,36833.0,7.53,-5074,6804,1880
2004-09-14,131500.0,135000.0,20420.0,7.59,-3390,4760,470
2004-09-15,135000.0,128500.0,18278.0,7.22,7684,-5504,-760
2004-09-16,128500.0,130000.0,28410.0,7.31,-7030,11240,-2690
2004-09-17,128000.0,128500.0,17851.0,7.22,-599,449,-810
2004-09-20,129500.0,128500.0,23790.0,7.22,-2380,2740,860
2004-09-21,127500.0,130000.0,10940.0,7.31,-1570,2970,-1280
2004-09-22,130000.0,126500.0,17516.0,7.11,3290,-6410,-700
2004-09-23,125500.0,126500.0,11790.0,7.11,1660,450,920
2004-09-24,127500.0,126500.0,17560.0,7.11,-1370,3390,-2100
2004-09-30,129500.0,131000.0,16085.0,7.36,-4900,5380,-630
2004-10-01,128500.0,132000.0,24535.0,7.42,-1135,8765,-2690
2004-10-04,132000.0,131500.0,51120.0,7.39,5844,1686,1830
2004-10-05,131500.0,127500.0,29961.0,7.17,11641,-9781,1860
2004-10-06,127500.0,124500.0,38907.0,7.0,15642,-8002,1920
2004-10-07,124500.0,123500.0,39165.0,6.94,7175,-11385,8340
2004-10-08,123500.0,123500.0,31118.0,6.94,8392,-6062,3600
2004-10-11,123000.0,127000.0,29158.0,7.14,-10295,5525,8830
2004-10-12,125500.0,122500.0,26852.0,6.88,4940,-7900,4530
2004-10-13,123000.0,122500.0,32051.0,6.88,-880,16080,-16370
2004-10-14,122500.0,120500.0,29330.0,6.77,573,2377,-2740
2004-10-15,120000.0,119500.0,31027.0,6.72,3240,-760,-4060
2004-10-18,119000.0,118000.0,58420.0,6.63,3400,-26990,22370
2004-10-19,120500.0,121000.0,48071.0,6.8,990,3900,-10180
2004-10-20,121000.0,117500.0,15371.0,6.6,1850,-3970,1240
2004-10-21,117500.0,115000.0,41160.0,6.46,6130,2200,-10020
2004-10-22,113500.0,118000.0,16085.0,6.63,-5283,2333,2090
2004-10-25,116000.0,114000.0,23140.0,6.41,2100,790,-1250
2004-10-26,114000.0,114500.0,16595.0,6.44,-787,-1983,1010
2004-10-27,115000.0,112500.0,32310.0,6.32,-2600,10930,-5500
2004-10-28,114000.0,115000.0,35549.0,6.46,1480,-11670,4730
2004-10-29,114000.0,119000.0,17111.0,6.69,-4660,2520,1260
2004-11-01,117500.0,122000.0,56207.0,6.86,-13643,3320,843
2004-11-02,123000.0,125000.0,38380.0,7.03,-10030,-780,9460
2004-11-03,125000.0,124500.0,17671.0,7.0,-3850,6600,-3920
2004-11-04,123000.0,124000.0,18290.0,6.97,-690,3940,-3320
2004-11-05,125000.0,125000.0,23890.0,7.03,-7750,6350,10
2004-11-08,124500.0,121000.0,21281.0,6.8,2450,-3210,580
2004-11-09,122000.0,122000.0,11680.0,6.86,-610,-2990,2550
2004-11-10,123500.0,119000.0,130121.0,6.69,18131,-53641,36380
2004-11-11,119000.0,119000.0,81210.0,6.69,11510,-38000,26580
2004-11-12,120000.0,121500.0,24250.0,6.83,-6525,5465,770
2004-11-15,121500.0,120000.0,33380.0,6.74,3790,-9920,6930
2004-11-16,120000.0,120000.0,20853.0,6.74,-5900,-3670,9590
2004-11-17,120000.0,121500.0,26700.0,6.83,-3080,330,2890
2004-11-18,122000.0,119500.0,22171.0,6.72,-780,-3420,3450
2004-11-19,120000.0,119500.0,18991.0,6.72,-1264,-2656,4070
2004-11-22,121000.0,120000.0,20771.0,6.74,-2630,-7020,8640
2004-11-23,121500.0,121000.0,32941.0,6.8,3459,7081,-12540
2004-11-24,120000.0,121000.0,45000.0,6.8,-3820,8130,-4530
2004-11-25,120500.0,120000.0,28660.0,6.74,740,-3900,3080
2004-11-26,121000.0,117500.0,32440.0,6.6,3509,-7959,3510
2004-11-29,117500.0,120000.0,12001.0,6.74,-2270,3910,-1620
2004-11-30,118500.0,120500.0,24506.0,6.77,-3190,4900,-1330
2004-12-01,122000.0,123000.0,59990.0,6.91,-115,25425,-34080
2004-12-02,125500.0,125500.0,70352.0,7.05,1181,22559,-37650
2004-12-03,125500.0,125000.0,35320.0,7.03,-2950,17080,-10570
2004-12-06,125000.0,124000.0,15240.0,6.97,770,-2150,-210
2004-12-07,124000.0,121000.0,25627.0,6.8,4320,8670,-14630
2004-12-08,119000.0,120500.0,11983.0,6.77,1725,-1675,-340
2004-12-09,120000.0,119500.0,41251.0,6.72,6771,2829,-11350
2004-12-10,119000.0,120000.0,18920.0,6.74,-3060,-2540,5420
2004-12-13,120500.0,124000.0,16611.0,6.97,-8440,8660,-90
2004-12-14,122500.0,122000.0,12458.0,6.86,-1232,3312,-2300
2004-12-15,123500.0,124000.0,10590.0,6.97,-2300,40,2170
2004-12-16,122500.0,128500.0,36349.0,7.22,-16886,20396,-2980
2004-12-17,130000.0,130000.0,37180.0,7.31,560,15290,-20450
2004-12-20,128000.0,129500.0,13784.0,7.28,-3536,2701,1183
2004-12-21,128000.0,129500.0,17344.0,7.28,-2357,1658,-591
2004-12-22,128000.0,130000.0,24736.0,7.31,-2438,7515,-7417
2004-12-23,132000.0,129000.0,20287.0,7.25,-5168,7158,-4650
2004-12-24,128000.0,130000.0,15103.0,7.31,-6954,10326,-50
2004-12-27,132000.0,128000.0,12182.0,7.19,-1277,3584,-1061
2004-12-28,129000.0,129000.0,32659.0,7.25,-2032,14322,-11880
2004-12-29,126000.0,130000.0,36175.0,7.31,-9754,17794,-6863
2004-12-30,130000.0,130500.0,25151.0,7.33,-1788,12991,-12270
2005-01-03,130500.0,129000.0,12738.0,10.55,-2139,2759,-800
2005-01-04,129500.0,135000.0,69183.0,11.04,-7620,11315,-14617
2005-01-05,133000.0,140500.0,70511.0,11.49,-5500,-4855,-2075
2005-01-06,141000.0,134500.0,24304.0,11.0,1706,-35,-6512
2005-01-07,135000.0,135500.0,26705.0,11.08,-1733,1006,97
2005-01-10,135000.0,139000.0,18352.0,11.37,-1581,6830,-5213
2005-01-11,138500.0,139500.0,30037.0,11.41,-2813,4843,2200
2005-01-12,141000.0,135000.0,12977.0,11.04,195,2537,-3643
2005-01-13,137000.0,138500.0,17751.0,11.33,-1666,1908,-2610
2005-01-14,139500.0,140000.0,41788.0,11.45,-4791,-11943,15993
2005-01-17,138000.0,137000.0,82271.0,11.21,5625,-35429,43583
2005-01-18,137000.0,138000.0,71402.0,11.29,-1428,-14591,15813
2005-01-19,138000.0,138000.0,39917.0,11.29,-121,1374,767
2005-01-20,136500.0,137000.0,24721.0,11.21,-525,-6854,9405
2005-01-21,140500.0,138000.0,30604.0,11.29,2457,5519,-9539
2005-01-24,137000.0,137500.0,30584.0,11.25,4157,1933,-6993
2005-01-25,138000.0,139500.0,29292.0,11.41,360,-3730,2925
2005-01-26,139500.0,144500.0,62651.0,11.82,1536,-1769,-10339
2005-01-27,142000.0,145000.0,31468.0,11.86,-3116,5985,-4146
2005-01-28,144500.0,146000.0,23647.0,11.94,-2538,5761,-3343
2005-01-31,147500.0,152500.0,94045.0,12.47,-10392,33077,-22222
2005-02-01,154500.0,153000.0,56566.0,12.51,-4868,-2936,360
2005-02-02,155000.0,153000.0,19274.0,12.51,-34,6335,-7726
2005-02-03,152000.0,151000.0,13103.0,12.35,-62,-1789,18
2005-02-04,156000.0,157000.0,20689.0,12.84,-1065,-1646,3051
2005-02-07,155000.0,157000.0,28651.0,12.84,2205,-1133,-842
2005-02-11,153000.0,151500.0,30108.0,12.39,4362,595,-4725
2005-02-14,152000.0,155500.0,18411.0,12.72,-3610,9142,-6382
2005-02-15,153000.0,151500.0,27331.0,12.39,9289,-4973,-5918
2005-02-16,150500.0,146000.0,41204.0,11.94,14703,-1527,-11761
2005-02-17,146500.0,148000.0,102107.0,12.11,-8733,-17954,33775
2005-02-18,150000.0,154000.0,41559.0,12.6,-14932,3263,19539
2005-02-21,153000.0,161000.0,56711.0,13.17,-5966,-23298,29846
2005-02-22,158000.0,159000.0,18343.0,13.01,2687,2920,709
2005-02-23,159000.0,157500.0,14872.0,12.88,-1202,-2441,4213
2005-02-24,158000.0,158000.0,13043.0,12.92,7,-4035,4298
2005-02-25,159500.0,153500.0,47334.0,12.56,11779,-30395,18911
2005-02-28,152500.0,155000.0,30907.0,12.68,224,-10184,10449
2005-03-02,156500.0,164500.0,62709.0,13.45,-6692,-17378,24280
2005-03-03,166500.0,164500.0,19871.0,13.45,1295,-4241,3962
2005-03-04,164500.0,167000.0,39203.0,13.66,-3003,-2587,-1314
2005-03-07,163500.0,160500.0,34999.0,13.13,4096,-1544,-10280
2005-03-08,160000.0,159000.0,20403.0,13.01,3009,-2901,-2275
2005-03-09,162000.0,169000.0,25309.0,13.82,1304,-1341,1609
2005-03-10,170000.0,163000.0,68550.0,13.33,1153,-4489,4191
2005-03-11,163000.0,166500.0,34147.0,13.62,898,575,-2916
2005-03-14,169000.0,178000.0,94134.0,14.56,-520,6601,-12792
2005-03-15,180000.0,175000.0,76723.0,14.31,-12195,-4022,19192
2005-03-16,176500.0,176000.0,28823.0,14.4,-1368,2739,-1379
2005-03-17,171000.0,175500.0,29987.0,14.35,-1819,-2669,5775
2005-03-18,179500.0,179500.0,29857.0,14.68,-7726,714,7136
2005-03-21,181500.0,179500.0,30314.0,14.68,2263,6997,-8976
2005-03-22,180500.0,177500.0,15111.0,14.52,2258,-92,-2068
2005-03-23,177500.0,165000.0,36681.0,13.5,9287,-7815,-3562
2005-03-24,163000.0,157000.0,34543.0,12.84,4640,2842,-7021
2005-03-25,158000.0,163000.0,15507.0,13.33,-7124,5206,2472
2005-03-28,162000.0,166000.0,32933.0,13.58,99,-15719,18553
2005-03-29,165500.0,164000.0,25452.0,13.41,1620,-13513,10590
2005-03-30,162500.0,162500.0,25593.0,13.29,-1560,224,-1568
2005-03-31,164500.0,165000.0,20953.0,13.5,480,-2561,-2222
2005-04-01,164500.0,170000.0,29644.0,13.9,-2654,4718,-3979
2005-04-04,172000.0,176000.0,18848.0,14.4,-3001,-3498,4152
2005-04-06,174000.0,175000.0,24794.0,14.31,1913,-430,-5660
2005-04-07,174000.0,170000.0,19467.0,13.9,4333,-1534,-5406
2005-04-08,171500.0,167000.0,11882.0,13.66,4625,44,-4725
2005-04-11,164500.0,159500.0,64422.0,13.05,26530,-22550,-25977
2005-04-12,160000.0,162000.0,20952.0,13.25,4079,-7518,2900
2005-04-13,161500.0,159000.0,15336.0,13.01,-96,3036,-3840
2005-04-14,157000.0,152000.0,53370.0,12.43,12161,-12014,-2789
2005-04-15,156000.0,151500.0,38704.0,12.39,-909,588,-663
2005-04-18,151500.0,153000.0,26767.0,12.51,-2287,3409,-1974
2005-04-19,154500.0,158000.0,24459.0,12.92,-4440,9091,-6452
2005-04-20,158000.0,158000.0,16272.0,12.92,1848,-2359,582
2005-04-21,157000.0,161000.0,17853.0,13.17,-6919,8447,-2568
2005-04-22,163000.0,160000.0,5168.0,13.09,-217,487,-450
2005-04-25,162500.0,162500.0,13377.0,13.29,-3955,954,1841
2005-04-26,164500.0,162500.0,16503.0,13.29,-3314,-1745,4329
2005-04-27,162500.0,162500.0,23490.0,13.29,-1701,-1117,6946
2005-04-28,161500.0,163000.0,25819.0,13.33,-8102,1689,6360
2005-04-29,163500.0,167000.0,18970.0,13.66,-7052,4523,805
2005-05-02,167500.0,166500.0,23413.0,13.62,-810,17102,-15820
2005-05-03,165500.0,164000.0,11699.0,13.41,-410,4155,-3671
2005-05-04,163000.0,164500.0,7723.0,13.45,-529,2298,-2826
2005-05-06,165000.0,164500.0,19074.0,13.45,1327,424,-3674
2005-05-09,163000.0,163000.0,34166.0,13.33,-934,-1399,2257
2005-05-10,163000.0,162000.0,37772.0,13.25,526,10055,-3021
2005-05-11,158000.0,162500.0,52453.0,13.29,453,17952,-22664
2005-05-12,163500.0,160500.0,17192.0,13.13,423,-1358,1111
2005-05-13,160500.0,162000.0,37107.0,13.25,-929,14495,-14366
2005-05-16,162000.0,160000.0,39161.0,13.09,11566,1210,-13002
2005-05-17,160000.0,158000.0,24729.0,12.92,2347,2304,-4811
2005-05-18,158000.0,158000.0,18344.0,12.92,590,4781,-4821
2005-05-19,158000.0,162000.0,22103.0,13.25,-1059,5738,-8217
2005-05-20,164000.0,166000.0,37343.0,13.58,-6982,12791,-6927
2005-05-23,167000.0,167500.0,8839.0,13.7,-1471,-1672,1744
2005-05-24,167500.0,171000.0,12558.0,13.99,-6677,2641,4373
2005-05-25,170000.0,171500.0,12868.0,14.03,-2435,-679,4850
2005-05-26,167500.0,172500.0,10818.0,14.11,-2894,22,2630
2005-05-27,173500.0,174000.0,26447.0,14.23,-3919,322,348
2005-05-30,173000.0,175000.0,7831.0,14.31,-2299,2139,-304
2005-05-31,173000.0,174500.0,13850.0,14.27,-2776,6531,-4971
2005-06-01,173000.0,175000.0,9597.0,14.31,-2578,2698,-870
2005-06-02,176500.0,171000.0,17108.0,13.99,1187,172,-2713
2005-06-03,171500.0,171500.0,6290.0,14.03,421,-2175,1338
2005-06-07,171000.0,167000.0,13843.0,13.66,5333,-2940,-3049
2005-06-08,168000.0,168500.0,21018.0,13.78,-1265,989,-328
2005-06-09,170500.0,167500.0,176809.0,13.7,19840,-69085,-11142
2005-06-10,168500.0,168500.0,221628.0,13.78,503,-74758,28958
2005-06-13,171000.0,175000.0,43494.0,14.31,8159,-4441,2454
2005-06-14,174500.0,175000.0,20488.0,14.31,2707,2183,-5428
2005-06-15,173500.0,181000.0,38893.0,14.8,-9122,11269,-6062
2005-06-16,178500.0,181500.0,23150.0,14.85,2431,-2766,-779
2005-06-17,182000.0,179000.0,17227.0,14.64,-2333,5545,-3587
2005-06-20,178000.0,178000.0,13325.0,14.56,-1245,-3042,4150
2005-06-21,176500.0,179000.0,19067.0,14.64,-64,1374,-972
2005-06-22,178000.0,181500.0,23835.0,14.85,-3564,-238,7677
2005-06-23,181500.0,181500.0,20749.0,14.85,489,-169,821
2005-06-24,181500.0,181500.0,18283.0,14.85,2004,-5788,4920
2005-06-27,179500.0,178000.0,17817.0,14.56,-602,-1737,2687
2005-06-28,178500.0,180000.0,24320.0,14.72,-1271,-208,171
2005-06-29,179500.0,184000.0,20365.0,15.05,-3321,-162,4166
2005-06-30,182000.0,189000.0,25294.0,15.46,-7246,2439,3872
2005-07-01,189000.0,194500.0,34518.0,15.91,-5585,-1635,9204
2005-07-04,194500.0,195500.0,19048.0,15.99,-4265,3969,-1954
2005-07-05,193000.0,189000.0,17352.0,15.46,1066,-1204,390
2005-07-06,191000.0,189000.0,15042.0,15.46,-2017,-1804,2724
2005-07-07,187000.0,184000.0,26459.0,15.05,2614,2807,-7762
2005-07-08,183500.0,186500.0,9586.0,15.25,-495,1190,-878
2005-07-11,186000.0,191000.0,25237.0,15.62,-2738,-1923,6100
2005-07-12,190500.0,191000.0,43054.0,15.62,895,-12683,23879
2005-07-13,192000.0,189500.0,15807.0,15.5,-742,-7507,8578
2005-07-14,189500.0,191500.0,24021.0,15.66,-1211,-4574,4124
2005-07-15,191500.0,190000.0,12084.0,15.54,2704,-2950,-70
2005-07-18,190000.0,191500.0,20476.0,15.66,4353,-9555,4734
2005-07-19,193000.0,192000.0,17979.0,15.7,197,-3715,5211
2005-07-20,193500.0,191500.0,20789.0,15.66,-3629,-3965,10818
2005-07-21,190000.0,192000.0,24516.0,15.7,-272,-953,-310
2005-07-22,192500.0,191500.0,16064.0,15.66,-3567,3494,-1167
2005-07-25,192500.0,190500.0,16529.0,15.58,-565,83,782
2005-07-26,190500.0,185000.0,54588.0,15.13,12540,-17248,412
2005-07-27,184500.0,184000.0,24796.0,15.05,963,-6702,4755
2005-07-28,184000.0,185000.0,28383.0,15.13,-24,-7327,10162
2005-07-29,183500.0,187000.0,27359.0,15.3,-494,1487,-1209
2005-08-01,184500.0,184500.0,34955.0,15.09,-67,-13433,11520
2005-08-02,188500.0,188000.0,19184.0,15.38,-2956,-1681,8747
2005-08-03,187500.0,187000.0,36910.0,15.3,-157,-6555,4968
2005-08-04,187000.0,188000.0,38546.0,15.38,-1820,-15334,18022
2005-08-05,190000.0,187500.0,23482.0,15.34,-3528,-5366,6744
2005-08-08,187500.0,188500.0,11005.0,15.42,-2758,5347,-2417
2005-08-09,188500.0,189000.0,21100.0,15.46,-537,-2959,2310
2005-08-10,189500.0,193000.0,24207.0,15.79,2163,3577,-5531
2005-08-11,190000.0,200000.0,68081.0,16.36,-4620,28700,-28009
2005-08-12,196500.0,206000.0,45048.0,16.85,-6701,9152,-4645
2005-08-16,205500.0,207500.0,30310.0,16.97,-6339,-6519,11644
2005-08-17,205000.0,210000.0,8707.0,17.18,-3288,4122,580
2005-08-18,207000.0,209000.0,21996.0,17.09,-2027,-1635,4634
2005-08-19,210000.0,208000.0,32155.0,17.01,1230,219,-2714
2005-08-22,210000.0,210000.0,29668.0,17.18,3055,7074,-11499
2005-08-23,212000.0,211500.0,16520.0,17.3,-74,741,-121
2005-08-24,208000.0,207000.0,25085.0,16.93,6470,-4720,-1172
2005-08-25,209000.0,222000.0,37373.0,18.16,-11856,2653,6156
2005-08-26,222000.0,217500.0,39045.0,17.79,-60,-7234,8555
2005-08-29,213000.0,218000.0,13045.0,17.83,-1263,-3190,3547
2005-08-30,215500.0,223000.0,16668.0,18.24,-1456,70,1207
2005-08-31,222000.0,223000.0,12561.0,18.24,726,-705,11
2005-09-01,223000.0,228000.0,42727.0,18.65,-2264,2790,3275
2005-09-02,228000.0,227000.0,20479.0,18.57,2740,-684,-2290
2005-09-05,228500.0,219500.0,22534.0,17.95,3935,8612,-10888
2005-09-06,219000.0,219500.0,25633.0,17.95,-942,7968,-11171
2005-09-07,219500.0,217000.0,29284.0,17.75,6074,6062,-8933
2005-09-08,219000.0,223500.0,42822.0,18.28,-2012,9778,-3755
2005-09-09,221000.0,225000.0,13695.0,18.4,-1951,546,532
2005-09-12,225000.0,220000.0,30608.0,17.99,9914,-8100,-1031
2005-09-13,221000.0,213000.0,32545.0,17.42,10641,-18562,9177
2005-09-14,213000.0,210000.0,53109.0,17.18,9253,-2589,-8970
2005-09-15,208500.0,213000.0,29541.0,17.42,2253,-13253,12177
2005-09-16,210500.0,210500.0,36474.0,17.22,4361,-9098,4354
2005-09-20,212500.0,216000.0,65095.0,17.67,647,-26134,30348
2005-09-21,216000.0,211000.0,34138.0,17.26,10411,-3558,-8791
2005-09-22,211500.0,212500.0,47443.0,17.38,5602,-93,-5219
2005-09-23,213000.0,208000.0,29623.0,17.01,-1338,5647,-8317
2005-09-26,209000.0,218500.0,27774.0,17.87,-11931,14765,729
2005-09-27,219500.0,217000.0,10948.0,17.75,-1846,2966,-555
2005-09-28,217000.0,220500.0,31556.0,18.04,-494,-1376,7485
2005-09-29,224500.0,222000.0,19779.0,18.16,-6078,5199,3914
2005-09-30,224000.0,215000.0,23207.0,17.59,960,-1465,2459
2005-10-04,216000.0,215000.0,33695.0,17.59,11871,4090,-11799
2005-10-05,215500.0,207500.0,39407.0,16.97,18575,-9762,-8877
2005-10-06,208000.0,207000.0,28451.0,16.93,-3881,-4996,3586
2005-10-07,207500.0,213500.0,29349.0,17.46,-8598,7231,-564
2005-10-10,213500.0,211000.0,27158.0,17.26,4769,3707,-4332
2005-10-11,211000.0,212000.0,25301.0,17.34,2877,1739,-3953
2005-10-12,212000.0,211000.0,36139.0,17.26,-2281,3671,-2250
2005-10-13,209000.0,208000.0,30694.0,17.01,498,-14,-3466
2005-10-14,209500.0,211000.0,24704.0,17.26,-3848,5881,-2778
2005-10-17,214000.0,211000.0,15594.0,17.26,-2353,5166,-3767
2005-10-18,211500.0,218000.0,30745.0,17.83,-7386,7548,8
2005-10-19,218500.0,217500.0,30537.0,17.79,-6810,6154,2891
2005-10-20,217500.0,216000.0,19118.0,17.67,-2895,5366,1607
2005-10-21,211000.0,216500.0,23465.0,17.71,-2203,5107,-6954
2005-10-24,218500.0,213500.0,16484.0,17.46,3608,-1102,-1751
2005-10-25,215000.0,212500.0,29193.0,17.38,3117,7971,-8055
2005-10-26,213500.0,206500.0,32273.0,16.89,7852,-5166,-3281
2005-10-27,206500.0,200500.0,28026.0,16.4,3559,5071,-7945
2005-10-28,200000.0,199000.0,26310.0,16.28,1706,308,-2034
2005-10-31,196500.0,201000.0,20329.0,16.44,-982,-2847,2848
2005-11-01,202000.0,203000.0,39248.0,16.6,1934,-19769,17946
2005-11-02,203000.0,210500.0,19141.0,17.22,-10585,7106,3673
2005-11-03,211000.0,216500.0,51738.0,17.71,-6944,-15667,1463
2005-11-04,215000.0,220000.0,19462.0,17.99,-5147,7626,-4991
2005-11-07,219500.0,219500.0,11175.0,17.95,-1691,1950,414
2005-11-08,218000.0,222000.0,12750.0,18.16,-6438,6677,326
2005-11-09,222500.0,218000.0,20901.0,17.83,2158,-3361,2458
2005-11-10,216000.0,213000.0,20070.0,17.42,2076,-795,-3907
2005-11-11,215000.0,209500.0,41363.0,17.14,15380,-5665,-9019
2005-11-14,210000.0,214000.0,29433.0,17.5,-5526,4150,2310
2005-11-15,214000.0,213000.0,33516.0,17.42,5557,-1774,2715
2005-11-16,210000.0,213000.0,47729.0,17.42,-631,27165,-21932
2005-11-17,213000.0,220000.0,36388.0,17.99,-14258,15169,-1507
2005-11-18,223000.0,225000.0,25797.0,18.4,-8025,7717,1782
2005-11-21,225000.0,225500.0,22867.0,18.44,273,-2803,2486
2005-11-22,225000.0,228500.0,26771.0,18.69,-7999,-2991,9803
2005-11-23,228500.0,237500.0,34841.0,19.43,-9348,-3290,10603
2005-11-24,235000.0,244000.0,25904.0,19.96,-5729,-5788,11492
2005-11-25,246000.0,245000.0,23895.0,20.04,-1485,460,1154
2005-11-28,245000.0,237000.0,16030.0,19.38,2063,3406,-5696
2005-11-29,237000.0,232000.0,32241.0,18.98,4261,-16231,10688
