Symbol,KCC_시가(원),KCC_종가(원),KCC_거래량(주),KCC_PER(IFRS-연결),KCC_순매수수량(개인)(주),KCC_순매수수량(기관계)(주),KCC_순매수수량(외국인계)(주)
2000-01-04,52100,52000,11070,4.08,1190,350,-1720
2000-01-05,50900,48600,11070,3.81,2460,-7530,5070
2000-01-06,50700,47000,12650,3.68,1960,-7990,6060
2000-01-07,47500,47200,10220,3.7,490,-830,340
2000-01-10,47500,46600,8210,3.65,2730,-3800,930
2000-01-11,47700,46700,6320,3.66,-340,-120,250
2000-01-12,46700,45000,11790,3.53,7190,-1040,-6150
2000-01-13,46900,42200,15390,3.31,8600,-4220,-4580
2000-01-14,43200,46000,104503,3.61,-290,91290,-6000
2000-01-17,48500,50000,15090,3.92,-1990,1560,430
2000-01-18,48000,47500,5040,3.72,1570,-1380,-190
2000-01-19,47500,43800,10660,3.43,6470,-6130,-730
2000-01-20,43800,46000,8660,3.61,-4470,1750,2720
2000-01-21,46000,45000,5120,3.53,870,-1210,690
2000-01-24,44000,49100,11250,3.85,-9930,9650,280
2000-01-25,48500,44500,11820,3.49,4020,80,-4100
2000-01-26,44600,46000,12320,3.61,-2380,7200,-4820
2000-01-27,44200,49000,9320,3.84,-3350,5520,-2140
2000-01-28,49800,49400,5480,3.87,-1130,1920,-670
2000-01-31,49000,50400,55800,3.95,140,39580,-40000
2000-02-01,51000,52400,34300,4.11,-7990,-20640,23250
2000-02-02,52400,52000,25520,4.08,-260,11220,-11060
2000-02-03,52000,51500,9790,4.04,60,3400,-3460
2000-02-07,51700,51000,20490,4,710,12170,-13190
2000-02-08,51000,50700,54690,3.97,-510,-3240,2410
2000-02-09,50000,49200,17640,3.86,3460,10810,-14270
2000-02-10,49000,45000,17490,3.53,5650,2060,-7710
2000-02-11,46500,45900,19310,3.6,6190,2030,-7730
2000-02-14,45000,47900,7430,3.75,-5340,3570,1770
2000-02-15,47900,48000,8350,3.76,-980,-200,1480
2000-02-16,48000,46000,12760,3.61,4040,-8290,4310
2000-02-17,48000,46000,52760,3.61,24930,-20660,-4570
2000-02-18,46900,52900,118170,4.15,-23360,-4050,23930
2000-02-21,52300,52000,19830,4.08,1420,3210,-6800
2000-02-22,50100,55100,89810,4.32,-31520,23550,10120
2000-02-23,54000,54000,42670,4.23,-1250,19790,-18490
2000-02-24,53000,55500,45170,4.35,-18130,18730,-600
2000-02-25,54500,55000,19110,4.31,-4230,3340,880
2000-02-28,53500,53900,9960,4.23,-330,-790,1120
2000-02-29,53700,52000,20090,4.08,1150,-4590,3440
2000-03-02,52000,55000,54970,4.31,-5970,13440,-600
2000-03-03,52700,54000,17720,4.23,4640,5590,-10170
2000-03-06,53900,55000,105860,4.31,-16170,28340,-12220
2000-03-07,55500,54900,62960,4.3,-3140,33900,-30790
2000-03-08,55000,55700,104550,4.37,-10850,41390,-30540
2000-03-09,55700,56000,107980,4.39,-4560,-74190,-11150
2000-03-10,56000,56900,102860,4.46,-5910,17410,90
2000-03-13,57000,56900,77690,4.46,-9320,13620,-6870
2000-03-14,57100,55400,34700,4.34,-4330,4210,120
2000-03-15,54100,50400,14160,3.95,2260,-1250,-980
2000-03-16,50000,46500,17660,3.65,9300,160,-4970
2000-03-17,46650,44500,82930,3.49,22950,-9440,-13560
2000-03-20,45900,47000,29490,3.68,-8170,7890,370
2000-03-21,46800,47000,8420,3.68,-3890,2470,930
2000-03-22,46100,47050,6310,3.69,-810,730,40
2000-03-23,46550,48000,9140,3.76,-410,-2130,2660
2000-03-24,48500,47650,6730,3.74,-290,-1860,2150
2000-03-27,47500,47500,11670,3.72,-1820,-760,2620
2000-03-28,48200,48000,58920,3.76,-2320,410,1830
2000-03-29,46500,47000,39580,3.68,7840,-11450,-280
2000-03-30,45150,49000,13510,3.84,-3050,3350,-210
2000-03-31,46050,48500,25770,3.8,1630,9890,-11530
2000-04-03,48500,46700,4490,3.66,-1750,1540,240
2000-04-04,46800,48000,19960,3.76,-5030,-550,5190
2000-04-06,50000,49300,14040,3.86,-3770,-3700,7470
2000-04-07,46150,47500,15670,3.72,2930,5070,-8000
2000-04-10,47000,47200,81560,3.7,21460,-1260,-19960
2000-04-11,47350,47450,27010,3.72,-6100,4190,2290
2000-04-12,46100,45300,18610,3.55,190,-40,-200
2000-04-14,45500,45000,22150,3.53,4520,-5750,1300
2000-04-17,40500,43700,29630,3.43,-10930,14120,-3610
2000-04-18,45000,44800,46970,3.51,4190,-3750,20
2000-04-19,45500,44400,51006,3.48,5340,-2570,-1940
2000-04-20,44050,43500,7330,3.41,5810,-5690,-120
2000-04-21,44400,44900,34500,3.52,4380,-4070,-300
2000-04-24,48100,44900,37160,3.52,-19320,19450,0
2000-04-25,43600,43000,23550,3.37,7420,-7420,0
2000-04-26,43500,42900,8860,3.36,-900,660,140
2000-04-27,42500,42800,120320,3.36,9350,-9550,200
2000-04-28,43400,41800,44470,3.28,11450,-13430,2080
2000-05-02,41350,40800,24130,3.2,12550,-12370,-180
2000-05-03,40800,40800,29386,3.2,-330,-4190,4520
2000-05-04,40000,40000,16936,3.14,1720,-3180,1460
2000-05-08,40900,39700,31280,3.11,12700,-4620,-8080
2000-05-09,39100,40300,67950,3.16,5650,-3410,-810
2000-05-10,39900,39900,19010,3.13,-1220,11340,-10320
2000-05-12,39500,41000,74560,3.21,-11830,26730,-14700
2000-05-15,41000,39000,27040,3.06,4300,6420,-10720
2000-05-16,39000,38000,53830,2.98,-1850,-19750,21600
2000-05-17,38800,39500,139380,3.1,-12800,-29880,37910
2000-05-18,39000,38400,54810,3.01,1750,-9160,7410
2000-05-19,38200,38000,19490,2.98,-1880,-12280,14550
2000-05-22,37500,36600,13420,2.87,-3550,-1210,4760
2000-05-23,35600,37500,20860,2.94,-9420,1320,8750
2000-05-24,37500,36300,14570,2.85,2270,-7240,4980
2000-05-25,36300,40000,65200,3.14,2840,-31310,31220
2000-05-26,41500,39000,52470,3.06,-7170,-28000,35170
2000-05-29,39800,40100,29500,3.14,-2660,-12340,15000
2000-05-30,40100,41300,42350,3.24,-3570,-2410,5980
2000-05-31,41800,42600,69540,3.34,22740,-33460,10720
2000-06-01,43600,42200,38420,3.31,-6590,-25270,31860
2000-06-02,43200,42900,34880,3.36,1940,-14100,12160
2000-06-05,44000,43900,80900,3.44,-12050,-16780,29140
2000-06-07,44900,44350,30240,3.48,-2280,-14620,16900
2000-06-08,45400,38600,48760,3.03,3340,-4140,3300
2000-06-09,40800,39500,35690,3.1,3940,-10430,17470
2000-06-12,40000,39500,37950,3.1,11960,-15960,4020
2000-06-13,39850,39900,14380,3.13,-2020,-2380,4400
2000-06-14,40500,39800,30550,3.12,4050,-6870,2820
2000-06-15,39700,37200,21500,2.92,6910,-6960,50
2000-06-16,36500,36400,21670,2.85,3060,-3190,130
2000-06-19,35600,35800,30010,2.81,3870,-3870,0
2000-06-20,36000,35500,37520,2.78,19950,-11070,-8880
2000-06-21,36000,35800,61160,2.81,10750,-46780,40480
2000-06-22,36800,35800,78330,2.81,44200,-52260,8060
2000-06-23,35800,36200,122450,2.84,44840,-54940,9650
2000-06-26,36700,38000,65470,2.98,-7060,1110,4040
2000-06-27,38100,38800,88590,3.04,-17540,-2440,22290
2000-06-28,39600,39100,80090,3.06,-610,-27910,25840
2000-06-29,39500,38250,78260,3,3800,-17840,13970
2000-06-30,37500,38750,37010,3.04,4030,-12760,8300
2000-07-03,38800,38600,26510,3.03,-960,220,0
2000-07-04,39000,39400,42290,3.09,1940,-21680,19590
2000-07-05,39900,42000,78180,3.29,-24230,21730,2500
2000-07-06,43000,45900,80210,3.6,-37420,14300,17500
2000-07-07,45650,44400,143560,3.48,-10,-27410,27060
2000-07-10,44400,43150,18010,3.38,1600,1410,-2970
2000-07-11,42900,41100,40260,3.22,3150,-2260,-1740
2000-07-12,41100,41800,42640,3.28,14180,-20530,6000
2000-07-13,41800,40800,23100,3.2,6020,-5330,-400
2000-07-14,41900,39700,17980,3.11,2960,-160,-2880
2000-07-18,39100,37500,20530,2.94,1600,-790,-1440
2000-07-19,37500,40000,66690,3.14,-26490,12560,15580
2000-07-20,40000,41000,52350,3.21,-11380,16970,8090
2000-07-21,42900,41000,41720,3.21,-4350,5860,6630
2000-07-24,41450,40700,17910,3.19,-3850,2890,750
2000-07-25,40500,42000,32040,3.29,-10510,1420,8880
2000-07-26,42800,41300,46120,3.24,6300,-9950,2500
2000-07-27,41400,41800,45060,3.28,-7710,18410,-15120
2000-07-28,41400,42300,22230,3.32,-12350,4410,7040
2000-07-31,42100,41500,22770,3.25,-5470,7470,-2870
2000-08-01,41700,41700,34080,3.27,-870,-5350,6280
2000-08-02,41100,41700,20070,3.27,-1920,1610,100
2000-08-03,41300,41500,34100,3.25,2570,7390,-10090
2000-08-04,40900,41500,16450,3.25,-670,-160,-10
2000-08-07,41050,40850,21390,3.2,-6010,6010,0
2000-08-08,39500,40300,24390,3.16,-2600,14000,-13590
2000-08-09,41000,42500,17760,3.33,-12400,10320,1310
2000-08-10,42500,44350,34040,3.48,-8390,-4140,12820
2000-08-11,43150,42550,24990,3.34,5320,-3610,3370
2000-08-14,43000,45000,37750,3.53,-3590,-7120,5290
2000-08-16,45100,47000,29630,3.68,-10280,4290,-5690
2000-08-17,47000,45500,23850,3.57,500,-5220,3800
2000-08-18,45800,44500,8280,3.49,210,-3070,70
2000-08-21,44050,44500,12710,3.49,-1340,1510,4830
2000-08-22,45100,46100,29120,3.61,-4850,2280,1940
2000-08-23,48400,45200,14330,3.54,2910,-4300,1090
2000-08-24,45300,45450,51580,3.56,4760,10950,-17760
2000-08-25,45450,46400,11200,3.64,-4430,390,3990
2000-08-28,48500,49800,64170,3.9,-2500,-11510,15170
2000-08-29,49600,49400,22050,3.87,-800,2310,-1790
2000-08-30,50400,47000,23900,3.68,3170,2870,-5830
2000-08-31,47000,46500,38280,3.65,1410,6610,-3370
2000-09-01,46500,48000,12430,3.76,-7690,7120,10
2000-09-04,49000,49700,21830,3.9,-2840,-4950,7740
2000-09-05,49000,49900,21080,3.91,1330,-7010,4050
2000-09-06,50000,50000,55720,3.92,11240,-14430,950
2000-09-07,49000,50800,24840,3.98,1780,-5140,2840
2000-09-08,51800,49500,27660,3.88,1540,-3500,2150
2000-09-14,49000,49000,54540,3.84,3580,6990,-6890
2000-09-15,48500,50500,40500,3.96,-3370,1310,1700
2000-09-18,49300,49000,32520,3.84,-11140,4650,4390
2000-09-19,48050,47200,45350,3.7,9130,3940,-9910
2000-09-20,48900,51000,73330,4,-18410,-2430,21070
2000-09-21,52500,52000,89850,4.08,230,-49560,51330
2000-09-22,51500,51500,54030,4.04,-9750,-23350,33100
2000-09-25,50600,52000,33540,4.08,2030,-8790,10760
2000-09-26,52000,51000,50980,4,6780,10860,-18000
2000-09-27,50000,51000,27090,4,-9760,8350,1310
2000-09-28,51000,49200,19870,3.86,1480,2260,-4820
2000-09-29,48250,50000,18500,3.92,-2930,-1890,4890
2000-10-02,48500,49050,6030,3.84,530,-530,0
2000-10-04,48550,51000,11850,4,-5150,3570,1830
2000-10-05,51500,49700,16090,3.9,2000,-8870,7860
2000-10-06,49800,50500,9490,3.96,-3270,5370,-250
2000-10-09,49700,48200,29850,3.78,5070,-20430,15560
2000-10-10,48800,49400,20570,3.87,-4440,-8330,12770
2000-10-11,48900,48500,15390,3.8,-3570,4430,-860
2000-10-12,48100,44200,22130,3.46,5190,-2180,-3060
2000-10-13,44900,44900,37060,3.52,-4670,6370,-2030
2000-10-16,45500,46350,22720,3.63,990,-6040,5330
2000-10-17,46350,45200,19570,3.54,-1550,8010,-6610
2000-10-18,45200,44300,17000,3.47,2440,960,-3350
2000-10-19,43400,43400,12830,3.4,3280,-1750,-1330
2000-10-20,43900,43500,44760,3.41,4410,-27740,23250
2000-10-23,44800,42500,9150,3.33,1200,-1170,-50
2000-10-24,41300,43800,16660,3.43,-4160,1160,2850
2000-10-25,43200,42050,20430,3.3,3730,-8240,4710
2000-10-26,42800,43200,10280,3.39,-1350,350,0
2000-10-27,43000,44000,18610,3.45,-11950,11420,660
2000-10-30,43100,43500,14560,3.41,1890,-3100,2420
2000-10-31,42100,40200,42290,3.15,12130,-2120,-9770
2000-11-01,41500,42700,26880,3.35,-4280,-12760,17610
2000-11-02,43000,43200,14120,3.39,-6850,4080,2780
2000-11-03,43200,44000,14160,3.45,-1280,3260,-1890
2000-11-06,42600,43200,52320,3.39,-5850,-10710,16430
2000-11-07,43600,42300,29360,3.32,3650,-8070,4940
2000-11-08,42100,42600,18580,3.34,4340,-5080,1080
2000-11-09,41550,42750,19760,3.35,3080,710,-3430
2000-11-10,42250,42700,23480,3.35,-1320,11410,-5300
2000-11-13,41900,42500,18050,3.33,1870,-1580,290
2000-11-14,42100,41550,34010,3.26,-280,7980,0
2000-11-15,42300,42500,23700,3.33,-5430,4660,770
2000-11-16,42500,43500,8090,3.41,-1850,710,1000
2000-11-17,43100,42600,13130,3.34,4240,-5650,1550
2000-11-20,42500,41700,10440,3.27,3490,-2420,-2060
2000-11-21,41500,42000,17710,3.29,-2010,-1170,6130
2000-11-22,41500,42500,8520,3.33,-4270,-80,4400
2000-11-23,41600,41300,12160,3.24,2170,-2290,270
2000-11-24,41300,41500,8540,3.25,-780,1340,380
2000-11-27,42500,42200,14380,3.31,-2570,1790,650
2000-11-28,42000,43000,21280,3.37,-2930,7380,-4320
2000-11-29,41800,43600,23580,3.42,-4820,4180,950
2000-11-30,43000,41600,36510,3.26,5510,410,-5820
2000-12-01,41500,42500,22150,3.33,-3720,3880,-460
2000-12-04,43500,42500,171140,3.33,1560,137790,-139300
2000-12-05,42500,44000,14490,3.45,-10330,3800,6430
2000-12-06,45900,42100,36660,3.3,4170,-6070,1650
2000-12-07,41800,42400,15300,3.32,2140,1410,-3200
2000-12-08,42500,42800,23070,3.36,-1610,7130,-5740
2000-12-11,42800,44100,16960,3.46,-5990,7610,-1890
2000-12-12,43200,44000,18550,3.45,720,-1420,1190
2000-12-13,44900,46700,27980,3.66,-5720,1450,5560
2000-12-14,46700,44200,32890,3.46,9330,-14850,7690
2000-12-15,43950,42600,30140,3.34,6660,-540,-6070
2000-12-18,43700,44200,16530,3.46,-6160,960,5150
2000-12-19,45000,44600,19820,3.5,-1980,-8900,10930
2000-12-20,44600,43950,10260,3.45,-1390,1420,-30
2000-12-21,43000,43800,15950,3.43,-660,520,-70
2000-12-22,43750,43750,15100,3.43,390,-450,0
2000-12-26,45500,43500,14780,3.41,1690,8940,-200
2001-01-02,43500,45000,15810,6.79,-2790,-7480,10540
2001-01-03,44050,44000,15210,6.64,3270,-2650,-620
2001-01-04,44950,44100,59890,6.65,2710,-19420,29860
2001-01-05,44000,44800,22740,6.76,-2000,110,1890
2001-01-08,45000,45700,20970,6.89,-1580,-1050,2010
2001-01-09,45700,47200,70270,7.12,570,3110,-4110
2001-01-10,47000,45900,33330,6.93,90,-10490,10340
2001-01-11,45900,43100,38500,6.5,11460,-20040,9590
2001-01-12,43900,47500,30660,7.17,-16020,530,15200
2001-01-15,47500,46000,26710,6.94,12480,-8550,-3740
2001-01-16,45050,44400,28370,6.7,4520,-8050,3530
2001-01-17,44600,44900,19510,6.77,3270,6180,-9830
2001-01-18,43700,44500,20040,6.71,-560,540,0
2001-01-19,44500,43300,36720,6.53,11050,-1650,-10030
2001-01-22,44000,44500,14700,6.71,-930,50,600
2001-01-26,43800,44000,24850,6.64,-2720,6860,-3900
2001-01-29,43900,46100,46840,6.96,-18740,14700,6240
2001-01-30,46100,46200,24750,6.97,-5960,-1560,7540
2001-01-31,45500,47450,22760,7.16,-5670,10320,-4910
2001-02-01,46700,47800,47220,7.21,-1310,-440,1840
2001-02-02,47150,46900,16220,7.08,-1570,-530,2280
2001-02-05,46850,46750,12910,7.05,-180,-3750,4020
2001-02-06,47400,46800,22860,7.06,-210,-2140,2260
2001-02-07,46300,45350,25390,6.84,9540,-7940,-1090
2001-02-08,44500,46500,28230,7.02,-6350,5800,430
2001-02-09,45800,45950,17720,6.93,2930,-6360,3350
2001-02-12,45100,46850,21330,7.07,-4520,4220,-90
2001-02-13,46100,46350,15380,6.99,-1270,1140,40
2001-02-14,46200,46600,11370,7.03,-3110,2430,320
2001-02-15,46150,46500,13250,7.02,3080,-3210,0
2001-02-16,46950,47050,9770,7.1,-2160,-960,3210
2001-02-19,46200,46200,11890,6.97,4050,-7220,3980
2001-02-20,45850,47050,26110,7.1,-7890,9240,-1560
2001-02-21,47050,46400,19410,7,3820,640,-4580
2001-02-22,46350,47600,12970,7.18,-3210,270,2760
2001-02-23,47500,46000,36930,6.94,3170,6300,-9530
2001-02-26,46100,47400,15190,7.15,-4450,2290,1980
2001-02-27,47400,47500,26960,7.17,-2160,230,2140
2001-02-28,47500,47500,20830,7.17,-1450,18570,-17210
2001-03-02,47000,46000,32160,6.94,3490,7350,-10060
2001-03-05,45350,45700,7760,6.89,-2040,5880,-4470
2001-03-06,45700,45500,30160,6.86,4120,9730,-13940
2001-03-07,45300,45000,33160,6.79,2570,15440,-17670
2001-03-08,45300,47500,27440,7.17,-660,9900,-9740
2001-03-09,47000,45400,22070,6.85,11170,-7090,-2510
2001-03-12,45300,45000,23800,6.79,-2320,8210,-5680
2001-03-13,44000,45100,9050,6.8,-4960,4870,0
2001-03-14,45100,47500,41640,7.17,-7510,-1750,7170
2001-03-15,46950,47900,86680,7.23,-4790,2610,1380
2001-03-16,47900,49000,42590,7.39,-7500,-70,10650
2001-03-19,49000,48950,31260,7.39,-4010,-1870,5280
2001-03-20,48950,50000,31640,7.54,600,-11340,10640
2001-03-21,49000,51000,19760,7.69,-3680,-530,3460
2001-03-22,50500,50900,12180,7.68,-1430,1270,1160
2001-03-23,50900,49900,15780,7.53,-1260,-4580,5300
2001-03-26,49900,48750,13060,7.35,2170,-2300,-400
2001-03-27,49600,48400,14020,7.3,60,-5420,4950
2001-03-28,48000,48800,12910,7.36,-970,-3750,4760
2001-03-29,48000,48800,18820,7.36,-1580,-3190,5390
2001-03-30,48750,49000,13350,7.39,-1050,-7030,7710
2001-04-02,49400,48750,4670,7.35,-120,130,-10
2001-04-03,48500,49900,31990,7.53,-4070,-5010,7320
2001-04-04,51000,50000,31180,7.54,-2610,-11010,13410
2001-04-06,50600,49500,33100,7.47,370,-9990,10630
2001-04-09,49900,48750,3890,7.35,-910,220,780
2001-04-10,49900,49350,5150,7.45,360,-260,0
2001-04-11,49350,48000,54040,7.24,21820,6460,-28180
2001-04-12,47450,46600,26320,7.03,8750,-6390,-1500
2001-04-13,47050,46800,14870,7.06,-2910,3390,0
2001-04-16,46100,46000,4090,6.94,40,10,0
2001-04-17,45600,46200,13010,6.97,1020,240,-1260
2001-04-18,46500,47400,21310,7.15,-4940,5920,-1600
2001-04-19,47650,48000,60650,7.24,2400,-640,-10
2001-04-20,48100,48100,26570,7.26,-7880,3510,3400
2001-04-23,48800,49000,17990,7.39,-5160,3720,720
2001-04-24,48950,49900,7720,7.53,-2770,230,1440
2001-04-25,49900,50500,22580,7.62,-4020,2070,-1640
2001-04-26,50000,49000,14450,7.39,1940,-3010,350
2001-04-27,49400,49000,20730,7.39,-1930,1010,100
2001-04-30,49500,49600,15310,7.48,-7280,6500,0
2001-05-02,51000,49700,53290,7.5,3740,-4710,1990
2001-05-03,51000,52100,81680,7.86,-6780,-31650,37090
2001-05-04,52500,56500,94100,8.52,-5530,-32780,38220
2001-05-07,54600,56400,23360,8.51,-340,-5510,7340
2001-05-08,62000,58500,29270,8.83,2530,-10460,7990
2001-05-09,57500,58000,23640,8.75,280,-9260,8780
2001-05-10,56100,58000,26920,8.75,-390,-11880,13160
2001-05-11,58800,58200,23300,8.78,1700,-9310,6810
2001-05-14,58200,58200,15820,8.78,3240,-10160,6920
2001-05-15,58200,59500,32180,8.98,4300,-3610,1650
2001-05-16,59100,57500,35560,8.68,2020,580,-3130
2001-05-17,59400,60000,43840,9.05,-1080,3400,-2350
2001-05-18,60500,64000,76790,9.66,-10880,-7470,21890
2001-05-21,64000,64000,17040,9.66,1860,6670,-8700
2001-05-22,64700,64000,46830,9.66,2610,11650,-11700
2001-05-23,64000,65200,31360,9.84,-2880,-10400,13080
2001-05-24,66000,69000,26030,10.41,-7240,-3940,11770
2001-05-25,70000,71500,35220,10.79,-6160,-16520,17740
2001-05-28,71600.0,70000.0,12030.0,10.56,-3220,-110,3000
2001-05-29,67000.0,70000.0,41230.0,10.56,-1300,6850,-6150
2001-05-30,73000.0,69000.0,29860.0,10.41,8950,-1650,-7850
2001-05-31,66500.0,70000.0,40890.0,10.56,-4250,8220,-4470
2001-06-01,70000.0,68900.0,9050.0,10.4,1320,-140,-1070
2001-06-04,68100.0,67800.0,14200.0,10.23,350,-1820,1840
2001-06-05,69500.0,68000.0,34460.0,10.26,-2940,-1240,3970
2001-06-07,68000.0,68000.0,19130.0,10.26,-1730,2080,-580
2001-06-08,69500.0,70000.0,22030.0,10.56,-6350,110,6610
2001-06-11,68600.0,69000.0,15642.0,10.41,4412,-10912,6900
2001-06-12,68000.0,70000.0,12702.0,10.56,-4132,-528,4710
2001-06-13,70500.0,71900.0,26750.0,10.85,5970,-9900,4290
2001-06-14,71900.0,71200.0,53640.0,10.74,3300,-6570,2770
2001-06-15,73600.0,70900.0,99714.0,10.7,28090,24980,-56860
2001-06-18,70700.0,70500.0,19650.0,10.64,-1010,1200,0
2001-06-19,70300.0,70700.0,44320.0,10.67,-10730,16160,-3370
2001-06-20,69100.0,70700.0,14910.0,10.67,-3140,710,2310
2001-06-21,69200.0,70000.0,54530.0,10.56,-7030,13950,-7200
2001-06-22,71200.0,70800.0,51420.0,10.68,-3310,-9120,12830
2001-06-25,70800.0,70800.0,16580.0,10.68,-2050,-3030,4730
2001-06-26,71700.0,74000.0,29660.0,11.16,-1710,-11530,13240
2001-06-27,76500.0,73400.0,25130.0,11.07,-1390,4070,-5190
2001-06-28,73700.0,75000.0,11930.0,11.32,-3180,-1700,4560
2001-06-29,75000.0,73900.0,32010.0,11.15,-1720,3020,-1500
2001-07-02,73900.0,73400.0,11320.0,11.07,-1480,-2150,4070
2001-07-03,73000.0,72000.0,11250.0,10.86,-2220,-940,3370
2001-07-04,72900.0,71000.0,23150.0,10.71,-910,1670,-260
2001-07-05,72000.0,72000.0,13240.0,10.86,-2570,1670,640
2001-07-06,71500.0,71800.0,8460.0,10.83,-1120,2790,-1670
2001-07-09,71700.0,71100.0,19400.0,10.73,-5180,6420,100
2001-07-10,70200.0,73000.0,20380.0,11.01,-5440,2350,3070
2001-07-11,72400.0,74500.0,26210.0,11.24,-5970,1270,5650
2001-07-12,74500.0,71300.0,35380.0,10.76,2960,-12050,16570
2001-07-13,73200.0,71500.0,10560.0,10.79,-440,-3120,160
2001-07-16,71600.0,73600.0,12850.0,11.1,-4160,4420,-320
2001-07-18,73700.0,69000.0,22159.0,10.41,5469,8361,-13390
2001-07-19,69700.0,69000.0,40610.0,10.41,-1960,1600,240
2001-07-20,69200.0,66700.0,21030.0,10.06,4080,-8090,4410
2001-07-23,67000.0,67800.0,12240.0,10.23,-1810,-4850,5820
2001-07-24,67000.0,67000.0,15492.0,10.11,-390,-1720,1990
2001-07-25,67000.0,65400.0,22280.0,9.87,3540,-5630,2460
2001-07-26,65700.0,65000.0,16060.0,9.81,4600,-8600,3660
2001-07-27,65100.0,64500.0,6330.0,9.73,330,-1860,1600
2001-07-30,66000.0,63800.0,11710.0,9.63,1810,-4610,2830
2001-07-31,63800.0,64200.0,15700.0,9.69,-410,370,-1060
2001-08-01,64200.0,64900.0,11780.0,9.79,1010,-2840,1290
2001-08-02,65000.0,66000.0,8590.0,9.96,-1590,1910,-660
2001-08-03,65200.0,66600.0,7790.0,10.05,-1410,760,-430
2001-08-06,66000.0,66200.0,16510.0,9.99,-390,350,0
2001-08-07,65300.0,67500.0,8472.0,10.18,-1470,1240,0
2001-08-08,67500.0,70000.0,42710.0,10.56,-4600,-13280,19120
2001-08-09,70100.0,69100.0,27437.0,10.43,190,-8740,9040
2001-08-10,71400.0,68900.0,15040.0,10.4,-670,-900,1530
2001-08-13,68900.0,66500.0,40090.0,10.03,6950,6590,-14760
2001-08-14,66000.0,67500.0,24050.0,10.18,1900,4860,-7840
2001-08-16,65600.0,67500.0,23650.0,10.18,-980,-300,1820
2001-08-17,67600.0,67500.0,14931.0,10.18,-259,-9140,5809
2001-08-20,67500.0,64000.0,13400.0,9.66,730,1180,1630
2001-08-21,64300.0,66000.0,9330.0,9.96,-1070,2610,-1540
2001-08-22,66800.0,67500.0,18350.0,10.18,-8050,-4500,13400
2001-08-23,68400.0,71000.0,35840.0,10.71,-7110,-13800,21380
2001-08-24,71000.0,69000.0,18810.0,10.41,-660,-2160,2090
2001-08-27,69000.0,70900.0,17130.0,10.7,-1840,10690,-8870
2001-08-28,69000.0,69900.0,5010.0,10.55,880,-850,0
2001-08-29,67100.0,69700.0,15482.0,10.52,-1378,-5112,5840
2001-08-30,68100.0,68500.0,5361.0,10.33,1111,-911,-200
2001-08-31,65600.0,66000.0,34270.0,9.96,5640,17930,-23650
2001-09-03,66200.0,66500.0,12080.0,10.03,-1480,610,870
2001-09-04,67600.0,66500.0,19860.0,10.03,870,700,-1530
2001-09-05,67500.0,65500.0,18820.0,9.88,1640,5130,-6730
2001-09-06,65500.0,65300.0,46760.0,9.85,2250,36340,-38590
2001-09-07,65000.0,65000.0,44010.0,9.81,4400,16460,-20860
2001-09-10,65700.0,64800.0,25040.0,9.78,3080,1490,-4570
2001-09-11,65000.0,64000.0,16570.0,9.66,310,190,-500
2001-09-12,60100.0,61600.0,28300.0,9.29,-6430,6900,-480
2001-09-13,65000.0,62700.0,30060.0,9.46,0,-18790,18660
2001-09-14,61800.0,62000.0,15220.0,9.35,1020,-4030,2760
2001-09-17,60200.0,60500.0,22190.0,9.13,-1080,-3980,4970
2001-09-18,63000.0,63000.0,21040.0,9.5,-4590,-1480,6040
2001-09-19,63000.0,65100.0,11290.0,9.82,-3300,400,2240
2001-09-20,65100.0,64000.0,14440.0,9.66,-3440,-4600,8040
2001-09-21,64500.0,63700.0,6860.0,9.61,-770,-2370,3140
2001-09-24,64400.0,63500.0,7930.0,9.58,-650,-2190,2900
2001-09-25,60500.0,64400.0,195370.0,9.72,9220,-44730,35510
2001-09-26,64400.0,67500.0,13520.0,10.18,-3930,-4040,7910
2001-09-27,66200.0,71000.0,54430.0,10.71,-5640,-30160,34820
2001-09-28,71000.0,71100.0,24500.0,10.73,-2180,540,590
2001-10-04,69200.0,73000.0,21350.0,11.01,-5080,-4950,10080
2001-10-05,73000.0,74000.0,35260.0,11.16,-7610,-3210,15680
2001-10-08,77000.0,76000.0,18950.0,11.47,-3770,-6840,10590
2001-10-09,77000.0,75600.0,17200.0,11.41,-2210,2110,600
2001-10-10,75600.0,76000.0,10890.0,11.47,-2040,2660,-620
2001-10-11,78000.0,76000.0,9300.0,11.47,-1240,2430,-1190
2001-10-12,76300.0,75700.0,11740.0,11.42,340,-2190,1790
2001-10-15,75700.0,75000.0,8450.0,11.32,-840,-1820,2600
2001-10-16,77000.0,77000.0,18300.0,11.62,-2100,-14090,16190
2001-10-17,76300.0,76800.0,9030.0,11.59,700,-4670,2970
2001-10-18,75600.0,76000.0,10300.0,11.47,420,-8450,8030
2001-10-19,75000.0,77000.0,16890.0,11.62,-3250,-9830,13060
2001-10-22,76100.0,77000.0,7710.0,11.62,3070,-5630,2560
2001-10-23,78900.0,81800.0,29670.0,12.34,4260,-11960,6860
2001-10-24,82100.0,83700.0,54850.0,12.63,-4590,-17840,32430
2001-10-25,83100.0,87000.0,30610.0,13.13,-1650,-12970,25300
2001-10-26,87000.0,87100.0,7240.0,13.14,1170,-4030,2900
2001-10-29,86500.0,88000.0,11340.0,13.28,-100,-4510,4700
