Symbol,쌍용차_시가(원),쌍용차_종가(원),쌍용차_거래량(주),쌍용차_PER(IFRS-연결),쌍용차_순매수수량(개인)(주),쌍용차_순매수수량(기관계)(주),쌍용차_순매수수량(외국인계)(주)
2000-01-04,870,985,903250,,0,0,0
2000-01-05,985,985,1475910,,1960,-1960,0
2000-01-06,1050,940,763990,,810,-810,0
2000-01-07,970,940,834550,,20,-20,0
2000-01-10,910,910,1087450,,0,0,0
2000-01-11,910,865,893330,,550,-1550,900
2000-01-12,865,990,1660440,,7790,-4660,-3130
2000-01-13,995,970,1814560,,16200,-20,-16180
2000-01-14,940,910,895760,,20,0,80
2000-01-17,920,885,1357970,,0,0,0
2000-01-18,890,855,527080,,80,-80,0
2000-01-19,830,835,1497870,,2040,-1100,-940
2000-01-20,850,845,1549450,,10,-10,0
2000-01-21,840,860,2103560,,730,-730,0
2000-01-24,975,985,2190700,,1000,0,-1000
2000-01-25,980,920,4703000,,-900,-100,1000
2000-01-26,970,900,1279730,,-450,-50,500
2000-01-27,860,910,1386940,,-2040,-10,2050
2000-01-28,910,910,1094470,,900,0,-900
2000-01-31,910,895,1229380,,40,-40,0
2000-02-01,900,905,1799680,,-1460,0,1460
2000-02-02,910,895,706010,,0,0,0
2000-02-03,890,905,1004800,,0,0,0
2000-02-07,900,905,683870,,0,0,0
2000-02-08,895,860,657230,,1000,0,-1000
2000-02-09,860,830,507250,,0,0,0
2000-02-10,840,790,671460,,650,-650,0
2000-02-11,770,775,926140,,-1000,0,1000
2000-02-14,765,760,591730,,0,0,0
2000-02-15,750,740,911120,,3110,-10,-3100
2000-02-16,770,790,1231370,,20,-20,0
2000-02-17,790,790,0,,0,0,0
2000-02-18,790,790,0,,0,0,0
2000-02-21,790,790,0,,0,0,0
2000-02-22,790,790,0,,0,0,0
2000-02-23,790,790,0,,0,0,0
2000-02-24,790,790,0,,0,0,0
2000-02-25,790,790,0,,0,0,0
2000-02-28,790,790,0,,0,0,0
2000-02-29,790,790,0,,0,0,0
2000-03-02,790,790,0,,0,0,0
2000-03-03,790,790,0,,0,0,0
2000-03-06,790,790,0,,0,0,0
2000-03-07,790,790,0,,0,0,0
2000-03-08,3675,3400,272400,,-46560,0,46300
2000-03-09,3350,3120,335630,,1070,-140,-980
2000-03-10,3000,2720,437060,,-240,-220,770
2000-03-13,2700,2900,335500,,630,-630,0
2000-03-14,2910,2745,225500,,80,-80,0
2000-03-15,2560,2950,338320,,-4830,-170,0
2000-03-16,2750,2710,309100,,47970,-70,-47900
2000-03-17,2750,2750,178400,,1250,-1250,0
2000-03-20,3160,3160,361200,,80,-80,0
2000-03-21,3160,2895,805910,,10,-10,0
2000-03-22,2760,2800,370590,,100,-100,0
2000-03-23,2860,2710,194800,,40,-40,0
2000-03-24,2700,2700,284840,,110,-110,0
2000-03-27,2630,2610,136640,,2160,-10,0
2000-03-28,2700,2620,183320,,90,-90,0
2000-03-29,2600,2550,164200,,5480,-480,0
2000-03-30,2550,2400,144900,,390,-390,0
2000-03-31,2430,2400,97290,,80,-80,0
2000-04-03,2490,2300,194950,,40,-40,0
2000-04-04,2270,2140,96700,,20,-20,0
2000-04-06,2050,2130,74640,,20,-20,0
2000-04-07,2245,2130,87260,,10,-10,0
2000-04-10,2150,2230,122280,,-4760,90,18300
2000-04-11,2285,2340,200220,,-9250,-120,9370
2000-04-12,2340,2300,55490,,-7360,-10,7370
2000-04-14,2300,2350,73300,,-29960,-40,30000
2000-04-17,2300,2000,117470,,-110,110,0
2000-04-18,2150,2130,124270,,480,-480,0
2000-04-19,2130,2100,110730,,10,-10,0
2000-04-20,2000,2150,153810,,20,-20,0
2000-04-21,2155,2150,60940,,100,-100,0
2000-04-24,2300,2125,122780,,0,0,0
2000-04-25,2105,2100,62230,,10,-10,0
2000-04-26,2100,1955,91140,,20,-20,0
2000-04-27,1865,1890,72460,,40,-40,0
2000-04-28,1860,1900,53120,,30,-30,0
2000-05-02,1810,2010,82210,,60,-60,0
2000-05-03,1960,1955,55500,,0,0,0
2000-05-04,1955,1950,52640,,150,-150,0
2000-05-08,2000,2095,140650,,1470,-60,-1410
2000-05-09,2145,2015,94160,,20,-20,0
2000-05-10,2035,2315,463410,,-123360,-30,115670
2000-05-12,2350,2660,473850,,-158160,-60,159440
2000-05-15,2845,3055,460040,,-65640,-80,65720
2000-05-16,3270,3000,531820,,-83830,-45460,135790
2000-05-17,3000,2690,227070,,-66660,-240,66900
2000-05-18,2370,2300,126440,,-39970,-30,40000
2000-05-19,2200,2400,99830,,30,-30,0
2000-05-22,2210,2265,91290,,60,-60,0
2000-05-23,2000,2040,108660,,10,-10,0
2000-05-24,2010,2280,161440,,70,-70,0
2000-05-25,2300,2370,195980,,100,-100,0
2000-05-26,2295,2110,103900,,7530,-10,-7520
2000-05-29,2110,2210,83940,,30,-30,0
2000-05-30,2140,2220,74570,,430,-430,0
2000-05-31,2190,2300,129610,,60,-60,0
2000-06-01,2240,2240,70220,,-4990,-10,0
2000-06-02,2350,2300,129560,,80,-80,0
2000-06-05,2250,2540,319540,,70,-70,0
2000-06-07,2160,2400,184390,,10,-10,0
2000-06-08,2450,2300,123370,,-3610,-60,970
2000-06-09,2350,2645,226580,,1190,-310,-880
2000-06-12,2940,2800,568570,,-8760,-40,0
2000-06-13,2830,2640,242490,,3050,-40,0
2000-06-14,2600,2450,213610,,73920,-30,-75960
2000-06-15,2440,2150,257310,,149630,0,-149630
2000-06-16,2000,2250,325710,,150060,-40,-134460
2000-06-19,2250,2200,241860,,73310,-190,-73120
2000-06-20,2155,2180,219010,,70870,-80,-70790
2000-06-21,2185,2230,223350,,80390,-10,-80380
2000-06-22,2200,2230,144150,,47170,-10,-47160
2000-06-23,2300,2560,592410,,60260,-60,-60200
2000-06-26,2700,2600,572000,,930,-930,0
2000-06-27,2650,2410,444490,,980,7940,0
2000-06-28,2500,2450,260990,,-2250,-2050,4300
2000-06-29,2815,2815,162100,,6030,-6030,0
2000-06-30,3235,2650,1792910,,9980,-40,-9940
2000-07-03,2600,2545,483440,,60,-60,0
2000-07-04,2580,2400,373930,,290,-290,0
2000-07-05,2590,2570,591400,,-6880,-20,6900
2000-07-06,2590,2510,261450,,6920,-20,-6900
2000-07-07,2415,2500,287580,,-100,-40,0
2000-07-10,2500,2480,507160,,20,-20,0
2000-07-11,2565,2420,306500,,70,-70,0
2000-07-12,2450,2410,155230,,80,-100,0
2000-07-13,2410,2400,128640,,10,-10,0
2000-07-14,2400,2440,226630,,4490,-4490,0
2000-07-18,2405,2355,94350,,30,-30,0
2000-07-19,2340,2320,822210,,-3430,-20,3450
2000-07-20,2380,2225,245820,,360,-40,-320
2000-07-21,2200,2215,146230,,2090,0,-2000
2000-07-24,2235,2100,107550,,0,0,0
2000-07-25,1940,2050,110530,,10,-10,0
2000-07-26,1950,2035,89850,,-3890,-10,3900
2000-07-27,2010,2030,75790,,-420,-10,500
2000-07-28,2055,2050,114870,,0,0,0
2000-07-31,1990,2050,80180,,10,-10,0
2000-08-01,2020,2100,103060,,5310,-1310,-4000
2000-08-02,2100,2100,73830,,410,-410,0
2000-08-03,2140,2120,79660,,1620,-90,-1530
2000-08-04,2120,2160,94040,,-2700,0,2700
2000-08-07,2140,2120,37980,,2700,0,-2700
2000-08-08,2120,2145,51110,,-4780,-20,4800
2000-08-09,2200,2165,74820,,-2980,-20,3000
2000-08-10,2260,2350,171570,,-2620,-80,2700
2000-08-11,2380,2380,170270,,4620,-1060,-3560
2000-08-14,2395,2340,209300,,4630,-40,-4590
2000-08-16,2340,2255,187450,,-130,1480,-1350
2000-08-17,2255,2590,523040,,-11800,-1520,13320
2000-08-18,2700,2360,427600,,4040,-40,-4000
2000-08-21,2365,2305,166060,,0,0,0
2000-08-22,2300,2315,96570,,6520,-20,-6500
2000-08-23,2270,2290,82490,,260,-260,0
2000-08-24,2270,2280,156990,,-7990,-10,8000
2000-08-25,2280,2480,341480,,5890,-20,-5870
2000-08-28,2480,2395,119990,,30,-30,0
2000-08-29,2360,2400,200020,,6430,-50,-6380
2000-08-30,2415,2400,97790,,30,-30,0
2000-08-31,2450,2350,81120,,0,0,0
2000-09-01,2305,2300,105350,,10,-10,0
2000-09-04,2300,2210,96840,,30,-30,0
2000-09-05,2200,2140,108880,,20,-20,0
2000-09-06,2110,2180,86320,,10,-10,0
2000-09-07,2120,2150,115780,,50,-50,0
2000-09-08,2140,2120,98440,,20,-20,0
2000-09-14,2240,2300,186720,,20,-20,0
2000-09-15,2240,1955,325920,,130,-30,-100
2000-09-18,1665,1665,125700,,0,0,0
2000-09-19,1450,1450,306260,,160,-160,0
2000-09-20,1480,1570,232780,,20,-20,0
2000-09-21,1500,1490,152050,,0,0,0
2000-09-22,1540,1435,161330,,20,-20,0
2000-09-25,1385,1420,119800,,0,0,0
2000-09-26,1390,1380,273710,,0,0,0
2000-09-27,1300,1410,270650,,0,0,0
2000-09-28,1500,1430,115240,,3510,-3510,0
2000-09-29,1450,1460,119280,,10,-10,0
2000-10-02,1470,1375,86250,,5700,0,-5700
2000-10-04,1375,1375,177100,,-1700,0,0
2000-10-05,1430,1370,152610,,1670,-10,0
2000-10-06,1360,1330,149140,,-30,-30,100
2000-10-09,1525,1525,32800,,40,-40,0
2000-10-10,1750,1460,590770,,-1390,990,400
2000-10-11,1400,1360,216330,,50,-50,0
2000-10-12,1360,1360,100030,,760,-760,0
2000-10-13,1235,1300,87930,,0,0,0
2000-10-16,1310,1325,106150,,0,0,0
2000-10-17,1310,1205,69130,,30,-30,0
2000-10-18,1250,1230,104520,,10,-10,0
2000-10-19,1150,1170,67690,,20,-20,0
2000-10-20,1200,1230,59570,,200,-200,0
2000-10-23,1190,1170,80720,,-7390,-10,7400
2000-10-24,1190,1165,84550,,20,-20,0
2000-10-25,1130,1125,57180,,90,-10,-300
2000-10-26,1140,1085,68680,,60,-60,0
2000-10-27,1085,1120,101380,,20,-20,0
2000-10-30,1100,1040,51430,,-6530,0,6530
2000-10-31,930,960,59370,,0,0,0
2000-11-01,990,890,117300,,90,-90,0
2000-11-02,890,920,182170,,1110,-1110,0
2000-11-03,1055,1055,220800,,20,-20,0
2000-11-06,950,965,208880,,-1820,1820,0
2000-11-07,850,990,429060,,2030,-1830,-200
2000-11-08,930,880,297210,,90,-90,0
2000-11-09,830,855,92820,,220,-220,0
2000-11-10,850,865,87750,,0,0,0
2000-11-13,890,990,123730,,0,0,0
2000-11-14,1135,1050,478970,,-5660,-40,5700
2000-11-15,1060,1170,362410,,-6950,-20,6970
2000-11-16,1160,1040,129150,,10,-10,0
2000-11-17,1050,1100,128740,,-1610,-730,2560
2000-11-20,1090,1170,187520,,20,-20,0
2000-11-21,1210,1180,742130,,15230,0,-15230
2000-11-22,1110,1050,175580,,10,-10,0
2000-11-23,1070,1070,103340,,20,-20,0
2000-11-24,1050,1100,270320,,6130,-6130,0
2000-11-27,1080,1100,719500,,270050,-270050,0
2000-11-28,1220,960,2903730,,1473570,-1480040,6470
2000-11-29,920,835,3216370,,1218320,-1220120,1800
2000-11-30,865,860,753900,,8280,-10,-8270
2000-12-01,775,805,559530,,0,0,0
2000-12-04,820,850,1184840,,-2000,0,2000
2000-12-05,830,840,563140,,0,0,0
2000-12-06,845,840,494780,,20,-20,0
2000-12-07,830,820,389330,,-200,0,200
2000-12-08,820,815,203660,,0,0,0
2000-12-11,800,810,297450,,10,-10,0
2000-12-12,810,830,458820,,150,-150,0
2000-12-13,830,815,255950,,0,0,0
2000-12-14,805,805,375660,,0,0,0
2000-12-15,800,815,214290,,0,0,0
2000-12-18,805,780,350080,,70,-70,0
2000-12-19,780,720,367090,,10,-10,0
2000-12-20,720,625,331450,,40,-40,0
2000-12-21,550,590,317980,,5770,-5770,0
2000-12-22,550,600,575950,,124030,-124030,0
2000-12-26,610,600,247110,,30,-30,0
2001-01-02,600,690,312260,,40,-40,0
2001-01-03,740,790,587290,,-30,-30,60
2001-01-04,810,860,1000710,,0,-30,30
2001-01-05,850,850,945880,,110,-20,-90
2001-01-08,855,880,2136770,,2040,-10,-2030
2001-01-09,885,815,1369200,,0,0,0
2001-01-10,840,750,1062920,,-960,-40,0
2001-01-11,765,770,388090,,-20,-20,40
2001-01-12,770,770,751880,,0,0,0
2001-01-15,735,830,1766290,,-580,-20,1000
2001-01-16,840,815,897120,,160,-160,0
2001-01-17,840,785,550730,,1030,-30,-1000
2001-01-18,800,790,655220,,-1000,0,1000
2001-01-19,780,780,392750,,0,0,0
2001-01-22,800,840,998570,,10,-10,0
2001-01-26,890,825,384770,,10,-10,0
2001-01-29,805,810,385870,,1040,-40,-1000
2001-01-30,795,810,305330,,30,-30,0
2001-01-31,845,835,355860,,40,-40,0
2001-02-01,850,845,359510,,20,-20,0
2001-02-02,820,825,205110,,0,0,0
2001-02-05,800,785,287190,,10,-10,0
2001-02-06,785,785,149160,,40,-40,0
2001-02-07,780,775,127400,,20,-20,0
2001-02-08,765,780,110740,,-20,0,20
2001-02-09,770,780,206280,,0,0,0
2001-02-12,740,760,231280,,5290,-5290,0
2001-02-13,760,805,816220,,10430,-10430,0
2001-02-14,825,780,478530,,7280,-7280,0
2001-02-15,790,770,434140,,1230,-1230,0
2001-02-16,760,770,283040,,1150,-860,0
2001-02-19,770,770,316590,,60,-60,0
2001-02-20,770,840,1153890,,960,-960,0
2001-02-21,865,965,2442610,,630,-30,0
2001-02-22,980,930,3376950,,990,-990,0
2001-02-23,900,880,1242530,,50,-50,0
2001-02-26,880,850,2086580,,0,0,0
2001-02-27,855,815,540720,,30,-30,0
2001-02-28,795,825,601320,,870,-870,0
2001-03-02,810,775,608120,,0,0,0
2001-03-05,740,760,387310,,10,-10,0
2001-03-06,770,870,1276120,,-3050,-20,-130
2001-03-07,890,810,1742860,,3440,-30,-210
2001-03-08,845,890,2298010,,20,-30,10
2001-03-09,880,840,944150,,-860,-40,900
2001-03-12,850,820,529130,,1000,0,-1000
2001-03-13,790,840,1122540,,0,0,0
2001-03-14,870,845,412030,,10,-10,0
2001-03-15,830,820,420550,,2550,-2550,0
2001-03-16,800,815,316700,,1390,-1390,0
2001-03-19,815,825,445490,,10,-20,10
2001-03-20,835,825,397650,,20,-20,0
2001-03-21,810,815,283390,,0,0,0
2001-03-22,820,800,298590,,10,-10,0
2001-03-23,800,800,419010,,10,-10,0
2001-03-26,705,755,1272740,,50,-70,20
2001-03-27,760,750,376350,,10,-30,20
2001-03-28,750,695,654420,,80,-80,0
2001-03-29,730,705,601410,,20,-40,20
2001-03-30,705,640,1075130,,336630,-58520,10
2001-04-02,640,640,0,,0,0,0
2001-04-03,545,575,419620,,-55180,-70,55250
2001-04-04,585,540,348790,,70,-80,10
2001-04-06,550,580,229920,,41530,-10,-41520
2001-04-09,560,595,201930,,50,-50,0
2001-04-10,600,580,173880,,26550,-30,-26520
2001-04-11,600,585,111630,,20,-20,0
2001-04-12,595,580,124290,,20,-20,0
2001-04-13,600,615,322750,,0,0,0
2001-04-16,615,600,134870,,0,-10,10
2001-04-17,600,600,121470,,0,-10,10
2001-04-18,600,600,181760,,80,-80,0
2001-04-19,610,620,293910,,70,-70,0
2001-04-20,630,670,286170,,0,0,0
2001-04-23,650,655,228600,,2820,-2840,20
2001-04-24,650,640,147850,,0,-10,10
2001-04-25,620,635,75820,,10,-10,0
2001-04-26,645,640,92070,,0,0,0
2001-04-27,640,635,109800,,10150,-30,-10120
2001-04-30,640,635,245520,,99990,-100010,20
2001-05-02,640,645,343630,,102720,-102720,0
2001-05-03,650,645,312930,,160090,-104850,-55240
2001-05-04,640,645,240780,,0,0,0
2001-05-07,660,695,590720,,30,-30,0
2001-05-08,670,675,211740,,20,-20,0
2001-05-09,670,650,246560,,10,-10,0
2001-05-10,655,745,458360,,240,-50,-190
2001-05-11,855,855,592010,,14080,-14080,0
2001-05-14,980,980,135830,,20,-20,0
2001-05-15,1125,1125,43890,,10,-10,0
2001-05-16,1290,990,3364020,,2370,-2480,0
2001-05-17,1000,1135,491470,,-30,-70,0
2001-05-18,1300,1305,709640,,-90,-80,300
2001-05-21,1500,1500,248130,,70,-70,0
2001-05-22,1725,1725,2583110,,-1370,-110,320
2001-05-23,1670,1835,1659030,,-1070,-50,1290
2001-05-24,1730,1680,1115590,,1750,-1960,300
2001-05-25,1570,1450,1336370,,40,-40,0
2001-05-28,1550.0,1665.0,878150.0,,150,-150,0
2001-05-29,1800.0,1700.0,1343910.0,,30,-30,0
2001-05-30,1700.0,1690.0,969930.0,,50,-50,0
2001-05-31,1460.0,1505.0,628850.0,,-7420,0,0
2001-06-01,1560.0,1500.0,456250.0,,3970,-80,0
2001-06-04,1535.0,1520.0,365070.0,,3530,-20,0
2001-06-05,1540.0,1430.0,360150.0,,10,-10,0
2001-06-07,1380.0,1540.0,636430.0,,-12470,-20,0
2001-06-08,1480.0,1450.0,392580.0,,-6640,-60,0
2001-06-11,1500.0,1500.0,235660.0,,1520,-30,0
2001-06-12,1480.0,1465.0,168440.0,,40,-40,0
2001-06-13,1430.0,1435.0,425570.0,,-640,-10,0
2001-06-14,1400.0,1425.0,367660.0,,310,-310,0
2001-06-15,1425.0,1440.0,307320.0,,20,-20,0
2001-06-18,1420.0,1440.0,227200.0,,10,-10,0
2001-06-19,1440.0,1420.0,389160.0,,-190,-10,200
2001-06-20,1480.0,1440.0,351810.0,,20,-20,0
2001-06-21,1450.0,1430.0,144980.0,,30,-30,0
2001-06-22,1430.0,1400.0,140320.0,,60,-10,-50
2001-06-25,1360.0,1380.0,310400.0,,10,-10,0
2001-06-26,1340.0,1280.0,216700.0,,970,0,0
2001-06-27,1230.0,1130.0,216230.0,,10,-10,0
2001-06-28,1180.0,1295.0,151420.0,,20,-20,0
2001-06-29,1350.0,1360.0,508530.0,,10,-10,0
2001-07-02,1385.0,1390.0,198350.0,,10,-10,0
2001-07-03,1390.0,1415.0,194740.0,,30,-30,0
2001-07-04,1440.0,1380.0,179080.0,,0,0,0
2001-07-05,1380.0,1370.0,100620.0,,0,0,0
2001-07-06,1300.0,1330.0,82540.0,,20,-20,0
2001-07-09,1300.0,1200.0,174080.0,,0,0,0
2001-07-10,1240.0,1275.0,122700.0,,30,-30,0
2001-07-11,1220.0,1250.0,103490.0,,0,0,0
2001-07-12,1270.0,1435.0,371200.0,,30,-30,0
2001-07-13,1460.0,1400.0,864940.0,,18650,-300,30
2001-07-16,1380.0,1300.0,305250.0,,10,-10,0
2001-07-18,1330.0,1320.0,141210.0,,10,-10,0
2001-07-19,1280.0,1305.0,136980.0,,10,-10,0
2001-07-20,1290.0,1260.0,108230.0,,10,-10,0
2001-07-23,1260.0,1260.0,215250.0,,10,-10,0
2001-07-24,1270.0,1250.0,152720.0,,260,-10,-250
2001-07-25,1330.0,1280.0,271250.0,,-1610,1610,0
2001-07-26,1315.0,1320.0,109560.0,,-4990,-10,5000
2001-07-27,1330.0,1340.0,138520.0,,-8360,-1640,10000
2001-07-30,1345.0,1300.0,147630.0,,-10980,-20,11000
2001-07-31,1290.0,1320.0,82510.0,,-10000,0,10000
2001-08-01,1320.0,1360.0,205670.0,,-11990,-10,12000
2001-08-02,1335.0,1330.0,159410.0,,-11990,-10,12000
2001-08-03,1330.0,1340.0,81320.0,,0,0,0
2001-08-06,1345.0,1370.0,130000.0,,-8000,0,8000
2001-08-07,1370.0,1365.0,116980.0,,0,0,0
2001-08-08,1385.0,1455.0,322300.0,,9010,-10,-9000
2001-08-09,1405.0,1590.0,552240.0,,-2980,-20,3000
2001-08-10,1590.0,1500.0,468310.0,,18000,0,-18000
2001-08-13,1725.0,1725.0,216530.0,,130,0,-130
2001-08-14,1940.0,1725.0,1266320.0,,-44260,-40,44300
2001-08-16,1720.0,1685.0,372740.0,,-29480,-20,29500
2001-08-17,1625.0,1535.0,527350.0,,-18000,0,18000
2001-08-20,1515.0,1525.0,192070.0,,140,-40,-100
2001-08-21,1530.0,1510.0,149020.0,,16040,-30,-16010
2001-08-22,1510.0,1500.0,262440.0,,-16900,-20,16920
2001-08-23,1540.0,1455.0,193240.0,,12300,-20,-12280
2001-08-24,1455.0,1430.0,182920.0,,9750,-20,-9730
2001-08-27,1370.0,1460.0,248300.0,,18000,0,-18000
2001-08-28,1410.0,1450.0,122220.0,,50,-50,0
2001-08-29,1430.0,1380.0,146880.0,,-5990,-10,6000
2001-08-30,1345.0,1380.0,234510.0,,87000,0,3000
2001-08-31,1330.0,1280.0,220230.0,,30820,0,0
2001-09-03,1280.0,1270.0,145070.0,,58490,-10,9000
2001-09-04,1270.0,1330.0,546310.0,,168000,0,-18000
2001-09-05,1310.0,1275.0,255280.0,,98850,0,12000
2001-09-06,1275.0,1280.0,399240.0,,184620,-10,12000
2001-09-07,1250.0,1285.0,341680.0,,134650,-10,0
2001-09-10,1350.0,1475.0,587800.0,,18320,-20,-18000
2001-09-11,1390.0,1350.0,588250.0,,-3670,-20,3690
2001-09-12,1150.0,1150.0,107290.0,,20,0,0
2001-09-13,1060.0,1200.0,390510.0,,-11150,-10,11310
2001-09-14,1165.0,1025.0,396880.0,,28850,0,-27000
2001-09-17,1075.0,995.0,280930.0,,15000,0,-15000
2001-09-18,1080.0,1140.0,258270.0,,10,-10,0
2001-09-19,1160.0,1030.0,452410.0,,12000,0,-12000
2001-09-20,1180.0,1150.0,313000.0,,-32990,0,33000
2001-09-21,1130.0,1100.0,205080.0,,2920,0,-2920
2001-09-24,1080.0,1060.0,199440.0,,-2840,-80,2920
2001-09-25,1100.0,1070.0,243910.0,,-16000,0,12000
2001-09-26,1070.0,1100.0,107880.0,,11610,-20,-11590
2001-09-27,1080.0,1065.0,145560.0,,-5380,-10,5390
2001-09-28,1075.0,1065.0,88380.0,,60,-60,0
2001-10-04,1090.0,1160.0,299870.0,,12030,-30,-12000
2001-10-05,1140.0,1120.0,188500.0,,200,-200,0
2001-10-08,1035.0,1100.0,141240.0,,10,-10,0
2001-10-09,1100.0,1120.0,171580.0,,0,0,0
2001-10-10,1140.0,1125.0,111680.0,,0,0,0
2001-10-11,1150.0,1135.0,163370.0,,3000,0,-3000
2001-10-12,1150.0,1140.0,103590.0,,20,-20,0
2001-10-15,1165.0,1165.0,190710.0,,1790,-30,-1760
2001-10-16,1195.0,1215.0,223760.0,,550,-10,1760
2001-10-17,1215.0,1280.0,230880.0,,13730,-30,-12000
2001-10-18,1280.0,1230.0,171680.0,,0,0,0
2001-10-19,1205.0,1230.0,75320.0,,20,-20,0
2001-10-22,1315.0,1330.0,354890.0,,9000,0,-9000
2001-10-23,1275.0,1300.0,188560.0,,10400,-13400,3000
2001-10-24,1295.0,1270.0,136660.0,,240,0,-240
2001-10-25,1250.0,1270.0,232680.0,,-3200,-40,3240
2001-10-26,1270.0,1250.0,155600.0,,-32990,-10,33000
2001-10-29,1230.0,1290.0,108450.0,,-3000,0,3000
2001-10-30,1320.0,1300.0,236610.0,,6030,-30,-6000
2001-10-31,1250.0,1280.0,92680.0,,10,-10,0
2001-11-01,1270.0,1270.0,127620.0,,0,0,0
2001-11-02,1290.0,1255.0,148490.0,,30,-30,0
2001-11-05,1260.0,1295.0,126300.0,,20,-20,0
2001-11-06,1310.0,1295.0,122880.0,,0,0,0
2001-11-07,1330.0,1410.0,326140.0,,20,-20,0
2001-11-08,1395.0,1420.0,158870.0,,0,0,0
2001-11-09,1400.0,1445.0,221840.0,,10,-10,0
2001-11-12,1660.0,1635.0,1190680.0,,-12500,0,12500
2001-11-13,1500.0,1490.0,771530.0,,20,-20,0
2001-11-14,1470.0,1520.0,811500.0,,3040,-40,-3000
2001-11-15,1550.0,1550.0,558580.0,,6010,-10,-6000
2001-11-16,1520.0,1510.0,390110.0,,-12500,0,12500
2001-11-19,1490.0,1560.0,465660.0,,6020,-20,-6000
2001-11-20,1565.0,1520.0,357400.0,,13050,-10050,-3000
2001-11-21,1550.0,1525.0,326040.0,,6020,-20,-6000
2001-11-22,1555.0,1600.0,448370.0,,43010,-40010,-3000
2001-11-23,1600.0,1600.0,521430.0,,3040,-10040,7000
2001-11-26,1620.0,1490.0,401600.0,,80,-80,0
2001-11-27,1490.0,1465.0,277130.0,,80,-80,0
2001-11-28,1465.0,1460.0,417370.0,,3010,-10,-3000
2001-11-29,1470.0,1470.0,153110.0,,120,-40,-80
2001-11-30,1500.0,1550.0,287310.0,,10,-10,0
2001-12-03,1500.0,1505.0,235850.0,,30,-30,0
2001-12-04,1480.0,1520.0,299290.0,,0,0,0
2001-12-05,1550.0,1525.0,507670.0,,20,-20,0
2001-12-06,1380.0,1415.0,637740.0,,60,-60,0
2001-12-07,1400.0,1285.0,904510.0,,118020,-120020,0
2001-12-10,1280.0,1270.0,472610.0,,171230,-171230,0
2001-12-11,1270.0,1205.0,456680.0,,97310,-95010,-2300
2001-12-12,1220.0,1255.0,293480.0,,15010,-10,-15000
2001-12-13,1270.0,1260.0,492620.0,,56020,-47020,-9000
2001-12-14,1250.0,1220.0,268850.0,,30330,-30200,-130
2001-12-17,1210.0,1145.0,366120.0,,67100,-65230,-11870
2001-12-18,1150.0,1160.0,299690.0,,107120,-95120,-12000
2001-12-19,1130.0,1090.0,271760.0,,15170,-11930,-6240
2001-12-20,1080.0,1080.0,382660.0,,36860,-33860,-3000
2001-12-21,1050.0,1050.0,291620.0,,17930,-17930,0
2001-12-24,1050.0,1060.0,230010.0,,91730,-91730,0
2001-12-26,1060.0,1055.0,235100.0,,60020,-60020,0
2001-12-27,1070.0,1150.0,336640.0,,-10,0,10
2001-12-28,1100.0,1110.0,489230.0,,190020,-190020,0
2002-01-02,1110.0,1125.0,354056.0,3.13,20,-20,0
2002-01-03,1115.0,1105.0,422426.0,3.07,-6893,-107,7000
2002-01-04,1190.0,1155.0,746960.0,3.21,7050,-50,-7000
2002-01-07,1155.0,1185.0,560070.0,3.3,29,-29,0
2002-01-08,1185.0,1150.0,318921.0,3.2,-4960,-40,5000
2002-01-09,1150.0,1200.0,515350.0,3.34,2900,-10,110
2002-01-10,1200.0,1145.0,446170.0,3.18,112460,-112460,0
2002-01-11,1150.0,1175.0,511660.0,3.27,40020,-40020,0
2002-01-14,1160.0,1150.0,317970.0,3.2,10,-10,0
2002-01-15,1150.0,1125.0,222561.0,3.13,5110,0,-5110
2002-01-16,1100.0,1095.0,205758.0,3.05,16610,-16610,0
2002-01-17,1080.0,1080.0,301730.0,3.0,10,-10,0
2002-01-18,1050.0,1050.0,251020.0,2.92,80070,-80070,0
2002-01-21,1050.0,1010.0,622376.0,2.81,377026,-377026,0
2002-01-22,1010.0,1005.0,659764.0,2.8,270120,-270120,0
2002-01-23,1005.0,945.0,1216920.0,2.63,277120,-287590,370
2002-01-24,805.0,805.0,5206536.0,2.24,1697280,-2197280,0
2002-01-25,800.0,840.0,4186853.0,2.34,2531100,-2545680,-420
2002-01-28,890.0,965.0,4510364.0,2.68,850450,-1000450,0
2002-01-29,1075.0,1000.0,5658331.0,2.78,1107110,-1159110,2000
2002-01-30,950.0,970.0,1949064.0,2.7,200840,-201150,310
2002-01-31,980.0,950.0,1618713.0,2.64,93110,-105650,12040
2002-02-01,930.0,900.0,1704548.0,2.5,200050,-200350,0
2002-02-04,860.0,860.0,1103200.0,2.39,-4690,-20,4010
2002-02-05,850.0,880.0,1245956.0,2.45,1100,-1300,0
2002-02-06,880.0,860.0,782773.0,2.39,-1860,-140,2000
2002-02-07,840.0,800.0,1592978.0,2.23,799350,-800090,-160
2002-02-08,805.0,820.0,810370.0,2.28,377720,-340820,-36900
2002-02-14,805.0,805.0,1333852.0,2.24,220120,-220150,30
2002-02-15,800.0,790.0,1309938.0,2.2,-300,-50,150
2002-02-18,790.0,760.0,1106620.0,2.11,10,-10,0
2002-02-19,770.0,780.0,1759374.0,2.17,648150,-649150,1000
2002-02-20,780.0,765.0,536489.0,2.13,6170,-170,-1000
