Symbol,녹십자_시가(원),녹십자_종가(원),녹십자_거래량(주),녹십자_PER(IFRS-연결),녹십자_순매수수량(개인)(주),녹십자_순매수수량(기관계)(주),녹십자_순매수수량(외국인계)(주)
2004-09-20,28600.0,27200.0,1370.0,18.09,-630,410,220
2004-09-21,28350.0,28050.0,960.0,18.66,-610,230,420
2004-09-22,28100.0,28000.0,3030.0,18.62,230,-720,220
2004-09-23,28000.0,27500.0,610.0,18.29,-420,-40,100
2004-09-24,28000.0,28000.0,590.0,18.62,-270,0,0
2004-09-30,28500.0,28500.0,440.0,18.95,-140,0,0
2004-10-01,28400.0,29200.0,1640.0,19.42,-100,0,100
2004-10-04,29500.0,29400.0,15860.0,19.55,5400,490,0
2004-10-05,29450.0,29450.0,1000.0,19.59,0,-150,150
2004-10-06,29500.0,29550.0,8990.0,19.65,6380,380,200
2004-10-07,29600.0,29400.0,2360.0,19.55,1550,320,0
2004-10-08,29500.0,28200.0,2986.0,18.76,26,154,0
2004-10-11,29400.0,29500.0,22320.0,19.62,9580,840,0
2004-10-12,30300.0,29400.0,39076.0,19.55,22140,-1160,-180
2004-10-13,29900.0,29500.0,21190.0,19.62,10230,-210,0
2004-10-14,28950.0,29500.0,10340.0,19.62,5280,-200,-2560
2004-10-15,29500.0,29500.0,23090.0,19.62,11760,180,-3180
2004-10-18,29500.0,29500.0,21740.0,19.62,16430,2940,-1800
2004-10-19,29500.0,29500.0,19510.0,19.62,13980,280,-2160
2004-10-20,29500.0,29500.0,5280.0,19.62,2600,430,0
2004-10-21,29500.0,28800.0,16530.0,19.15,15330,-400,-3000
2004-10-22,28800.0,29000.0,860.0,19.29,-470,470,0
2004-10-25,29200.0,27600.0,3980.0,18.36,1480,30,-50
2004-10-26,27750.0,27000.0,5380.0,17.96,-1020,-1030,-150
2004-10-27,27200.0,26700.0,1530.0,17.76,960,-60,0
2004-10-28,26700.0,26850.0,1100.0,17.86,90,0,0
2004-10-29,27500.0,27450.0,610.0,18.26,400,-10,0
2004-11-01,27100.0,27700.0,660.0,18.42,0,0,0
2004-11-02,27650.0,28500.0,1710.0,18.95,420,880,-700
2004-11-03,27600.0,28300.0,980.0,18.82,90,400,-290
2004-11-04,28000.0,28450.0,1390.0,18.92,1140,-280,-700
2004-11-05,28450.0,28400.0,2640.0,18.89,380,670,-850
2004-11-08,28400.0,28000.0,2170.0,18.62,1890,-490,-1400
2004-11-09,28000.0,28000.0,1950.0,18.62,1200,-190,-1010
2004-11-10,28000.0,28500.0,3280.0,18.95,-90,1960,-1870
2004-11-11,27750.0,27400.0,12170.0,18.22,7140,-1640,-4500
2004-11-12,27950.0,28150.0,3521.0,18.72,-1920,2730,-810
2004-11-15,27850.0,27950.0,1663.0,18.59,-750,400,350
2004-11-16,27250.0,27650.0,3200.0,18.39,1920,-670,-1250
2004-11-17,27700.0,27750.0,6600.0,18.46,2890,1400,-4290
2004-11-18,27500.0,27150.0,2660.0,18.06,1150,-570,-580
2004-11-19,27150.0,26850.0,10790.0,17.86,1730,-860,-8870
2004-11-22,26850.0,26700.0,4310.0,17.76,2740,-1700,-1040
2004-11-23,25950.0,27400.0,17080.0,18.22,-10,510,-14110
2004-11-24,27400.0,27400.0,3740.0,18.22,-2240,2240,0
2004-11-25,27400.0,27000.0,1590.0,17.96,140,-140,0
2004-11-26,27350.0,27000.0,6420.0,17.96,110,-1240,1150
2004-11-29,27500.0,27550.0,3675.0,18.32,300,-350,250
2004-11-30,27900.0,27500.0,4970.0,18.29,-1120,170,1550
2004-12-01,27600.0,28100.0,6270.0,18.69,790,640,0
2004-12-02,28000.0,29300.0,5865.0,19.49,-1329,3309,200
2004-12-03,30400.0,29400.0,4280.0,19.55,-270,2010,600
2004-12-06,28550.0,28950.0,8480.0,19.25,4480,-1840,1700
2004-12-07,28200.0,28450.0,6920.0,18.92,3660,-870,0
2004-12-08,28850.0,28000.0,4950.0,18.62,1710,650,-60
2004-12-09,27850.0,29800.0,16880.0,19.82,1910,-5190,-750
2004-12-10,29500.0,28500.0,2900.0,18.95,460,290,-290
2004-12-13,28000.0,28050.0,8351.0,18.66,501,1799,0
2004-12-14,29000.0,27800.0,4620.0,18.49,3290,-410,-650
2004-12-15,27700.0,27600.0,4920.0,18.36,3410,840,-2880
2004-12-16,27450.0,27800.0,5140.0,18.49,3390,40,-2530
2004-12-17,27800.0,28050.0,6310.0,18.66,150,1460,0
2004-12-20,28900.0,28650.0,12280.0,19.06,810,1200,0
2004-12-21,28100.0,28000.0,4170.0,18.62,1570,110,-300
2004-12-22,28200.0,28100.0,3430.0,18.69,-300,2080,0
2004-12-23,27650.0,27350.0,3365.0,18.19,1995,-815,-480
2004-12-24,27650.0,27500.0,95489.0,18.29,1530,1060,-30
2004-12-27,27600.0,27000.0,190200.0,17.96,13290,850,-60
2004-12-28,27350.0,27650.0,5780.0,18.39,-3020,1260,-390
2004-12-29,27750.0,27850.0,5170.0,18.52,-4220,4220,0
2004-12-30,27850.0,28200.0,5020.0,18.76,290,90,0
2005-01-03,27500.0,27600.0,1770.0,23.63,-20,20,0
2005-01-04,27850.0,27700.0,2190.0,23.71,-550,300,0
2005-01-05,27350.0,27900.0,1890.0,23.88,-90,110,0
2005-01-06,27700.0,27300.0,4270.0,23.37,-220,150,0
2005-01-07,27150.0,27250.0,4660.0,23.33,1710,-1650,0
2005-01-10,27000.0,27400.0,6390.0,23.45,-2800,-740,4040
2005-01-11,27300.0,27550.0,5870.0,23.58,410,-410,0
2005-01-12,27900.0,27350.0,2560.0,23.41,-170,170,0
2005-01-13,27200.0,27500.0,6360.0,23.54,-1990,-120,0
2005-01-14,27200.0,27600.0,6240.0,23.63,-2070,2290,0
2005-01-17,27300.0,27600.0,3770.0,23.63,-300,430,0
2005-01-18,27600.0,27900.0,1680.0,23.88,-350,410,0
2005-01-19,27550.0,27450.0,4140.0,23.5,390,-360,0
2005-01-20,27700.0,28100.0,12051.0,24.05,3090,-180,0
2005-01-21,28150.0,28150.0,5531.0,24.1,950,1390,0
2005-01-24,27650.0,27550.0,7690.0,23.58,3140,-2820,0
2005-01-25,27200.0,27400.0,4140.0,23.45,2940,-2200,0
2005-01-26,27500.0,27600.0,5380.0,23.63,-1840,2100,0
2005-01-27,27300.0,27850.0,2860.0,23.84,-890,890,0
2005-01-28,27600.0,27350.0,2010.0,23.41,150,-150,0
2005-01-31,27300.0,27900.0,6230.0,23.88,-1670,2780,0
2005-02-01,28500.0,27800.0,5590.0,23.8,3480,-2720,0
2005-02-02,27850.0,27550.0,61680.0,23.58,2360,57090,220
2005-02-03,27500.0,28100.0,4210.0,24.05,910,-1010,100
2005-02-04,28100.0,28400.0,6350.0,24.31,270,-220,0
2005-02-07,28500.0,29050.0,9820.0,24.87,80,-80,0
2005-02-11,29050.0,31000.0,28695.0,26.54,7640,-2740,0
2005-02-14,32000.0,33100.0,53487.0,28.33,-2370,2690,-320
2005-02-15,33500.0,31800.0,13007.0,27.22,1680,-1650,0
2005-02-16,31900.0,31000.0,10719.0,26.54,1320,-750,0
2005-02-17,30050.0,30700.0,6480.0,26.28,960,-460,0
2005-02-18,30050.0,31100.0,8290.0,26.62,-540,540,0
2005-02-21,31400.0,30600.0,9360.0,26.19,3230,-1840,-370
2005-02-22,30450.0,30150.0,4250.0,25.81,210,-390,310
2005-02-23,29550.0,30000.0,16120.0,25.68,10870,430,120
2005-02-24,29650.0,30350.0,8050.0,25.98,-4150,800,3510
2005-02-25,30550.0,30250.0,10250.0,25.89,6420,20,0
2005-02-28,30250.0,30250.0,64530.0,25.89,38870,-3370,20510
2005-03-02,30550.0,30000.0,65320.0,25.68,26230,-560,30040
2005-03-03,31000.0,30400.0,58120.0,26.02,21510,600,-350
2005-03-04,30400.0,30000.0,11940.0,25.68,2400,440,0
2005-03-07,29950.0,30000.0,12890.0,25.68,-3260,310,3350
2005-03-08,29850.0,29800.0,27300.0,25.51,11990,820,3590
2005-03-09,29550.0,30200.0,23790.0,25.85,15920,2340,0
2005-03-10,30200.0,29800.0,13780.0,25.51,1970,-2020,4920
2005-03-11,29550.0,30400.0,28730.0,26.02,-1800,2780,18000
2005-03-14,30400.0,30050.0,36660.0,25.72,20010,-970,0
2005-03-15,30050.0,29900.0,15680.0,25.59,-1750,-2420,9100
2005-03-16,30150.0,30150.0,34190.0,25.81,-690,3020,6900
2005-03-17,29850.0,30000.0,42100.0,25.68,5300,1260,5000
2005-03-18,30000.0,30200.0,25230.0,25.85,4540,2160,0
2005-03-21,30200.0,29850.0,43890.0,25.55,1610,960,0
2005-03-22,29900.0,30050.0,38670.0,25.72,660,-390,0
2005-03-23,29850.0,30000.0,29430.0,25.68,-6390,-770,0
2005-03-24,30000.0,30050.0,28160.0,25.72,-1540,1760,0
2005-03-25,30000.0,29950.0,34060.0,25.64,-2700,130,0
2005-03-28,30200.0,30400.0,20340.0,26.02,4980,1140,0
2005-03-29,30400.0,30400.0,16570.0,26.02,3640,-3660,150
2005-03-30,30150.0,30600.0,12500.0,26.19,2080,-50,150
2005-03-31,30900.0,31000.0,6310.0,26.54,470,-1350,860
2005-04-01,30700.0,31300.0,6660.0,26.79,-880,410,470
2005-04-04,31050.0,30800.0,6020.0,26.36,-630,-390,50
2005-04-06,30550.0,30450.0,28380.0,26.06,-2100,19990,0
2005-04-07,30500.0,30600.0,51850.0,26.19,-50390,50650,40
2005-04-08,30550.0,30600.0,35330.0,26.19,-20890,30050,0
2005-04-11,30300.0,30250.0,4960.0,25.89,1400,-1410,10
2005-04-12,30000.0,30200.0,3540.0,25.85,420,-420,0
2005-04-13,30050.0,30350.0,3330.0,25.98,1310,-740,0
2005-04-14,30450.0,29800.0,9370.0,25.51,1580,-4840,0
2005-04-15,30000.0,30150.0,7030.0,25.81,-1390,-1480,0
2005-04-18,30150.0,30100.0,7740.0,25.77,-3170,-690,0
2005-04-19,30400.0,30300.0,4910.0,25.94,-1730,-370,0
2005-04-20,30400.0,30100.0,4360.0,25.77,-180,-160,0
2005-04-21,30100.0,29850.0,3920.0,25.55,-1180,670,0
2005-04-22,29800.0,30000.0,2790.0,25.68,-1790,-240,0
2005-04-25,30000.0,30200.0,7820.0,25.85,-780,360,0
2005-04-26,29900.0,30200.0,11380.0,25.85,610,-610,0
2005-04-27,29850.0,30000.0,11630.0,25.68,7470,-120,0
2005-04-28,30500.0,30300.0,8370.0,25.94,2750,50,0
2005-04-29,30450.0,30200.0,33020.0,25.85,-28010,1000,0
2005-05-02,30100.0,29950.0,27811.0,25.64,-220,-360,0
2005-05-03,30000.0,30150.0,28430.0,25.81,-4370,-720,0
2005-05-04,30150.0,30600.0,24631.0,26.19,-930,780,0
2005-05-06,30600.0,30300.0,7420.0,25.94,4810,-30,10
2005-05-09,30000.0,29950.0,5411.0,25.64,-700,-660,0
2005-05-10,29750.0,30100.0,1540.0,25.77,-1260,780,0
2005-05-11,30100.0,29900.0,49180.0,25.59,14910,-780,10
2005-05-12,30200.0,29200.0,45591.0,25.0,8510,560,970
2005-05-13,29200.0,28500.0,13171.0,24.4,-3750,-470,-1080
2005-05-16,28800.0,29000.0,10770.0,24.82,-5890,-20,-400
2005-05-17,29200.0,29500.0,8990.0,25.25,-2110,210,400
2005-05-18,30000.0,29950.0,4110.0,25.64,-2250,1180,0
2005-05-19,30100.0,30000.0,7750.0,25.68,-1710,1330,0
2005-05-20,30000.0,30100.0,8270.0,25.77,90,40,0
2005-05-23,30300.0,29950.0,11880.0,25.64,5830,200,0
2005-05-24,30200.0,30000.0,2390.0,25.68,-320,140,0
2005-05-25,29900.0,30000.0,6260.0,25.68,-2220,120,0
2005-05-26,29800.0,30150.0,5700.0,25.81,-630,1100,0
2005-05-27,30300.0,30850.0,15030.0,26.41,560,2500,210
2005-05-30,30850.0,30100.0,8800.0,25.77,5750,120,0
2005-05-31,30000.0,29950.0,5400.0,25.64,-700,590,0
2005-06-01,29800.0,30300.0,5590.0,25.94,-610,740,460
2005-06-02,30050.0,30050.0,8130.0,25.72,-110,-20,130
2005-06-03,30300.0,30550.0,11110.0,26.15,-630,570,880
2005-06-07,30550.0,31100.0,25050.0,26.62,5640,-2090,540
2005-06-08,30800.0,30500.0,39580.0,26.11,7060,2190,60
2005-06-09,30550.0,30900.0,28260.0,26.45,2550,-2380,2280
2005-06-10,30950.0,30600.0,11990.0,26.19,-920,1050,-60
2005-06-13,30400.0,30400.0,8680.0,26.02,-2090,1480,610
2005-06-14,30700.0,31000.0,9050.0,26.54,-1410,1070,0
2005-06-15,31000.0,31300.0,45980.0,26.79,19180,1390,-120
2005-06-16,31300.0,31200.0,18690.0,26.71,4120,540,-330
2005-06-17,31200.0,30750.0,13170.0,26.32,1300,-620,10
2005-06-20,30750.0,30500.0,7140.0,26.11,690,-1240,480
2005-06-21,30500.0,30700.0,5270.0,26.28,-1990,1690,160
2005-06-22,30500.0,31000.0,9490.0,26.54,-2120,1120,510
2005-06-23,30700.0,31100.0,8989.0,26.62,-99,-351,450
2005-06-24,30800.0,31700.0,23960.0,27.14,2790,-190,600
2005-06-27,32000.0,32400.0,45350.0,27.73,18870,-1960,0
2005-06-28,32800.0,32200.0,35950.0,27.56,13820,610,430
2005-06-29,32400.0,34300.0,79361.0,29.36,18890,8750,-950
2005-06-30,35700.0,35000.0,93075.0,29.96,2415,935,-3660
2005-07-01,34300.0,33700.0,33792.0,28.85,2110,-1990,20
2005-07-04,33700.0,36000.0,42113.0,30.82,7150,-1610,-4120
2005-07-05,36000.0,34800.0,70930.0,29.79,9000,400,-11500
2005-07-06,34050.0,34000.0,33220.0,29.1,-440,930,410
2005-07-07,33550.0,34000.0,14487.0,29.1,-1840,1250,410
2005-07-08,33550.0,33150.0,22890.0,28.38,710,-110,-140
2005-07-11,33200.0,33750.0,16420.0,28.89,-1740,1630,250
2005-07-12,34200.0,34850.0,125300.0,29.83,-11670,34140,-22390
2005-07-13,35200.0,35000.0,41655.0,29.96,3660,-690,-2800
2005-07-14,34600.0,34650.0,24180.0,29.66,-440,2290,900
2005-07-15,34550.0,35400.0,29910.0,30.3,-430,5340,-5910
2005-07-18,36000.0,35200.0,39120.0,30.13,13690,3140,-16830
2005-07-19,35750.0,35200.0,25290.0,30.13,4170,-2480,-1690
2005-07-20,34700.0,35300.0,30790.0,30.22,-12090,12090,0
2005-07-21,34500.0,35200.0,14890.0,30.13,-880,1740,-100
2005-07-22,34700.0,35700.0,16110.0,30.56,2060,2990,-5050
2005-07-25,35700.0,35900.0,22970.0,30.73,3760,7730,-11490
2005-07-26,35900.0,35500.0,11291.0,30.39,3180,110,-3140
2005-07-27,35500.0,35700.0,14850.0,30.56,5090,-650,-2700
2005-07-28,35300.0,35900.0,39700.0,30.73,12220,5850,-18010
2005-07-29,35850.0,36000.0,28210.0,30.82,-3330,7930,-4280
2005-08-01,36000.0,35600.0,11831.0,30.47,1110,-550,-500
2005-08-02,35400.0,35550.0,12560.0,30.43,740,-730,0
2005-08-03,35550.0,35550.0,14010.0,30.43,2060,-1380,-70
2005-08-04,35350.0,35450.0,15100.0,30.34,-5320,5250,0
2005-08-05,35500.0,34100.0,15701.0,29.19,-1890,1820,0
2005-08-08,33800.0,34000.0,14421.0,29.1,-520,590,0
2005-08-09,33400.0,34300.0,6018.0,29.36,790,-790,0
2005-08-10,34000.0,35000.0,25358.0,29.96,520,-400,-120
2005-08-11,35450.0,35450.0,11820.0,30.34,50,-540,0
2005-08-12,35350.0,36450.0,40685.0,31.2,-2860,5190,-1330
2005-08-16,36500.0,37000.0,38150.0,31.67,8040,5880,-13920
2005-08-17,36400.0,39500.0,91158.0,33.81,36230,3150,-39450
2005-08-18,38800.0,39000.0,21880.0,33.38,1190,-550,-710
2005-08-19,38100.0,39000.0,20643.0,33.38,-731,981,-230
2005-08-22,38900.0,39800.0,59250.0,34.07,-5460,5110,0
2005-08-23,40000.0,39000.0,31040.0,33.38,-1950,1950,0
2005-08-24,38600.0,38700.0,22560.0,33.13,2820,-1930,-600
2005-08-25,38100.0,38950.0,23071.0,33.34,1850,150,-1510
2005-08-26,38700.0,39000.0,9840.0,33.38,1120,-650,-330
2005-08-29,39000.0,38000.0,12017.0,32.53,-770,980,0
2005-08-30,37700.0,38000.0,7130.0,32.53,1440,-1030,-410
2005-08-31,37400.0,38000.0,8030.0,32.53,2750,-1620,-1130
2005-09-01,38050.0,38600.0,10100.0,33.04,900,240,-1140
2005-09-02,39000.0,38300.0,8090.0,32.78,1460,-2230,770
2005-09-05,38450.0,38400.0,6910.0,32.87,-240,80,160
2005-09-06,38350.0,38350.0,11467.0,32.83,-2240,3560,-1880
2005-09-07,38850.0,39200.0,15340.0,33.55,-950,5290,-4340
2005-09-08,39300.0,38800.0,33340.0,33.21,4100,4580,-4830
2005-09-09,39700.0,39700.0,19730.0,33.98,3010,3030,-6040
2005-09-12,39800.0,39500.0,14280.0,33.81,4520,-200,-3320
2005-09-13,39200.0,40000.0,15100.0,34.24,-3830,4560,-730
2005-09-14,40000.0,40050.0,9990.0,34.28,-90,2600,-2510
2005-09-15,40200.0,39900.0,10881.0,34.15,2471,-2491,0
2005-09-16,39900.0,40500.0,21060.0,34.67,1539,6420,-8029
2005-09-20,42000.0,42900.0,29921.0,36.72,1771,10030,-11801
2005-09-21,43000.0,49300.0,97378.0,42.2,4460,-5390,-1390
2005-09-22,49900.0,49500.0,144279.0,42.37,26880,-23710,-3370
2005-09-23,49400.0,49500.0,43160.0,42.37,-13070,13550,-410
2005-09-26,50000.0,54500.0,72009.0,46.65,-3230,5470,-470
2005-09-27,55000.0,56000.0,87360.0,47.94,2000,260,-2060
2005-09-28,57000.0,56000.0,37220.0,47.94,2160,-2520,120
2005-09-29,55100.0,55600.0,42761.0,47.59,20530,-20450,-180
2005-09-30,55600.0,53800.0,56896.0,46.05,9630,1670,-11500
2005-10-04,53100.0,53000.0,56140.0,45.37,13600,200,-14070
2005-10-05,52600.0,51700.0,47806.0,44.25,17550,-5580,-12430
2005-10-06,50600.0,52000.0,47381.0,44.51,14230,-4800,-9490
2005-10-07,52000.0,52000.0,65097.0,44.51,21030,-3060,-17440
2005-10-10,56500.0,59800.0,278156.0,51.19,62040,-9430,-53760
2005-10-11,59900.0,57500.0,131239.0,49.22,13990,-7000,-6210
2005-10-12,58000.0,57500.0,85057.0,49.22,8110,-7980,10
2005-10-13,56600.0,66100.0,509447.0,56.58,27334,-26634,-700
2005-10-14,69400.0,70000.0,572876.0,59.92,71290,-71420,830
2005-10-17,72500.0,67000.0,312900.0,57.35,-2380,2520,-110
2005-10-18,66500.0,62600.0,183258.0,53.58,-7220,7240,380
2005-10-19,60600.0,55100.0,146885.0,47.17,-2430,1810,690
2005-10-20,55700.0,58000.0,111590.0,49.65,-12730,10500,-210
2005-10-21,55800.0,60000.0,78520.0,51.36,-25560,25320,-80
2005-10-24,59100.0,59500.0,48262.0,50.93,-578,598,0
2005-10-25,59900.0,59800.0,47746.0,51.19,-2790,2300,0
2005-10-26,59900.0,61400.0,111912.0,52.56,-65500,65720,-650
2005-10-27,61400.0,63500.0,89957.0,54.36,6864,-6784,590
2005-10-28,63700.0,64400.0,72294.0,55.13,-3523,3553,-320
2005-10-31,63900.0,61300.0,62700.0,52.47,-4310,6160,150
2005-11-01,60900.0,60000.0,48967.0,51.36,-5056,4666,10
2005-11-02,60200.0,65800.0,102612.0,56.32,-13620,11790,1130
2005-11-03,66100.0,67100.0,121110.0,57.44,6320,-4500,-1360
2005-11-04,68500.0,66900.0,50801.0,57.27,-16451,15771,600
2005-11-07,66400.0,66900.0,44271.0,57.27,6190,-9510,0
2005-11-08,66200.0,66000.0,40053.0,56.5,-3050,2240,640
2005-11-09,65200.0,65800.0,63170.0,56.32,-8850,4970,2480
2005-11-10,66000.0,66300.0,39268.0,56.75,4790,-4970,510
2005-11-11,66500.0,66300.0,44160.0,56.75,-14080,11800,910
2005-11-14,66000.0,65800.0,34830.0,56.32,-10800,1560,-40
2005-11-15,65400.0,65300.0,33325.0,55.9,-2360,3550,-430
2005-11-16,64100.0,65300.0,24549.0,55.9,-7151,6411,570
2005-11-17,65100.0,67400.0,51622.0,57.69,-9790,8540,1320
2005-11-18,67400.0,67500.0,49390.0,57.78,-9950,11050,-1190
2005-11-21,67100.0,67600.0,104190.0,57.86,-12450,3480,8420
2005-11-22,67400.0,67600.0,52610.0,57.86,6760,-6670,40
2005-11-23,68000.0,68200.0,62541.0,58.38,-11280,11120,480
2005-11-24,67700.0,69100.0,65650.0,59.15,-840,-5330,430
2005-11-25,70000.0,74500.0,156018.0,63.77,-36253,35960,-1150
2005-11-28,74600.0,75000.0,72423.0,64.2,6162,-1252,-2840
2005-11-29,74300.0,72900.0,62280.0,62.4,-2297,3387,-1200
2005-11-30,73000.0,72800.0,54630.0,62.32,1970,-3430,1190
2005-12-01,72900.0,73100.0,84240.0,62.57,-1320,2000,-330
2005-12-02,74000.0,71000.0,55757.0,60.78,12087,-12557,830
2005-12-05,70500.0,70000.0,71281.0,59.92,13207,-9536,-4890
2005-12-06,70000.0,68300.0,38061.0,58.46,-3017,-2533,5060
2005-12-07,67300.0,64700.0,61777.0,55.38,13079,-11340,120
2005-12-08,63000.0,67000.0,53329.0,57.35,-2387,8557,-890
2005-12-09,66900.0,67400.0,31925.0,57.69,-5470,3770,-440
2005-12-12,66000.0,68100.0,21775.0,58.29,-10910,10040,0
2005-12-13,67500.0,66600.0,30281.0,57.01,11646,-12006,0
2005-12-14,66500.0,65700.0,32515.0,56.24,5070,-5100,170
2005-12-15,65700.0,65200.0,23820.0,55.81,-265,75,0
2005-12-16,61700.0,59900.0,75344.0,51.27,14450,-14780,440
2005-12-19,58200.0,60100.0,55030.0,51.45,-5840,13660,-8000
2005-12-20,58000.0,59600.0,19750.0,51.02,610,-340,-200
2005-12-21,58500.0,60500.0,28060.0,51.79,-7820,6920,700
2005-12-22,60200.0,57200.0,25598.0,48.96,1036,-806,-230
2005-12-23,57100.0,57000.0,49194.0,48.79,12060,-13740,1200
2005-12-26,57400.0,59800.0,28132.0,51.19,-460,-1150,1180
2005-12-27,61100.0,60000.0,17250.0,51.36,-2630,-370,3020
2005-12-28,59700.0,58700.0,15960.0,50.25,3880,-3820,10
2005-12-29,59400.0,57200.0,13780.0,48.96,1540,-1930,60
2006-01-02,57700.0,55800.0,23658.0,17.16,7054,-6994,160
2006-01-03,55300.0,56300.0,26896.0,17.32,6890,-7030,640
2006-01-04,56500.0,55200.0,73567.0,16.98,46260,-46110,40
2006-01-05,55900.0,55800.0,28670.0,17.16,-1130,3240,-2150
2006-01-06,55800.0,58200.0,44370.0,17.9,-2330,2670,-190
2006-01-09,57600.0,60300.0,34488.0,18.55,-2510,-1140,3690
2006-01-10,60300.0,64200.0,59191.0,19.75,-430,1200,-1180
2006-01-11,66000.0,64200.0,43937.0,19.75,-5050,6190,-1340
2006-01-12,63300.0,63500.0,19460.0,19.53,-1940,3370,50
2006-01-13,63900.0,62900.0,11880.0,19.35,-580,560,20
2006-01-16,63900.0,63800.0,17410.0,19.62,210,-210,0
2006-01-17,63700.0,62200.0,17463.0,19.13,3710,-3670,-130
2006-01-18,61300.0,60000.0,24280.0,18.45,-3740,3700,0
2006-01-19,59000.0,59800.0,14310.0,18.39,70,-140,0
2006-01-20,59500.0,58800.0,15770.0,18.09,2410,-1890,-20
2006-01-23,58400.0,55300.0,16390.0,17.01,-9030,8570,0
2006-01-24,55100.0,57200.0,12760.0,17.59,-560,400,20
2006-01-25,56900.0,58000.0,16590.0,17.84,6650,-7800,1260
2006-01-26,58800.0,57000.0,7870.0,17.53,1120,-920,-180
2006-01-27,58000.0,58500.0,9890.0,17.99,-1560,710,840
2006-01-31,58500.0,61400.0,15569.0,18.89,240,-1530,1380
2006-02-01,61200.0,60100.0,17260.0,18.49,-3050,4190,-1130
2006-02-02,59500.0,59000.0,9490.0,18.15,730,-490,-240
2006-02-03,58900.0,56600.0,11980.0,17.41,2640,-1570,-1070
2006-02-06,54300.0,58000.0,20170.0,17.84,380,170,-550
2006-02-07,59100.0,56600.0,10060.0,17.41,3030,-2670,-360
2006-02-08,57400.0,55000.0,14210.0,16.92,2960,-2760,0
2006-02-09,55500.0,54700.0,17400.0,16.82,2260,-2660,100
2006-02-10,54100.0,55900.0,16430.0,17.19,-6090,4720,1330
2006-02-13,56000.0,57900.0,18730.0,17.81,2670,-2950,750
2006-02-14,58800.0,58900.0,12260.0,18.12,-6080,5910,-320
2006-02-15,59500.0,57100.0,12240.0,17.56,-700,1060,20
2006-02-16,56700.0,57100.0,13080.0,17.56,-5780,5270,40
2006-02-17,57100.0,57500.0,12622.0,17.69,780,-880,270
2006-02-20,57000.0,58500.0,18390.0,17.99,-10470,8420,1880
2006-02-21,58200.0,58800.0,14265.0,18.09,-2480,2680,-20
2006-02-22,59800.0,58800.0,20890.0,18.09,2850,-2610,40
2006-02-23,58800.0,60800.0,23830.0,18.7,-7680,6660,710
2006-02-24,61000.0,62000.0,20384.0,19.07,-2890,2350,110
2006-02-27,63500.0,61000.0,26310.0,18.76,4840,-1620,-3770
2006-02-28,61700.0,60600.0,10590.0,18.64,80,100,-310
2006-03-02,60800.0,59300.0,15355.0,18.24,-2336,2316,20
2006-03-03,58700.0,56600.0,19950.0,17.41,2490,-910,-960
2006-03-06,57000.0,61000.0,14959.0,18.76,-5950,5860,-240
2006-03-07,60700.0,60500.0,25907.0,18.61,3440,290,-3580
2006-03-08,61300.0,61000.0,14041.0,18.76,-6460,7080,-650
2006-03-09,61000.0,61200.0,20280.0,18.82,-410,1110,90
2006-03-10,61900.0,64800.0,44313.0,19.93,2110,-2150,40
2006-03-13,64800.0,64400.0,102592.0,19.81,6970,-5860,-460
2006-03-14,65900.0,61500.0,57903.0,18.92,9131,-8351,360
2006-03-15,61300.0,59400.0,40364.0,18.27,2579,-899,-1780
2006-03-16,59700.0,59500.0,18680.0,18.3,-70,70,-240
2006-03-17,59100.0,60000.0,22780.0,18.45,-6030,5650,180
2006-03-20,59500.0,60400.0,11610.0,18.58,-5150,5660,-610
2006-03-21,60000.0,60400.0,9461.0,18.58,-1420,1550,0
2006-03-22,59700.0,59300.0,17230.0,18.24,-720,990,0
2006-03-23,59200.0,59100.0,10740.0,18.18,-3500,3530,-30
2006-03-24,59800.0,59400.0,9300.0,18.27,-4320,4300,0
2006-03-27,58700.0,59800.0,8513.0,18.39,-3190,3040,0
2006-03-28,59000.0,60000.0,16591.0,18.45,-5790,5530,0
2006-03-29,60000.0,61100.0,16700.0,18.79,-8770,7940,430
2006-03-30,62000.0,61500.0,24670.0,18.92,-12880,12800,-80
2006-03-31,61000.0,62600.0,27700.0,19.25,-17900,17050,290
2006-04-03,62100.0,62000.0,16519.0,19.07,-3520,3030,0
2006-04-04,62000.0,61400.0,12130.0,18.89,1890,-2300,700
2006-04-05,61600.0,61400.0,13860.0,18.89,-90,-210,0
2006-04-06,61500.0,61900.0,12750.0,19.04,-4970,4710,50
2006-04-07,62000.0,62000.0,8780.0,19.07,-2430,2420,10
2006-04-10,62000.0,62800.0,11949.0,19.32,-4080,3370,280
2006-04-11,63000.0,61200.0,10203.0,18.82,2590,-1520,-880
2006-04-12,61100.0,60500.0,12300.0,18.61,730,-450,-420
2006-04-13,60400.0,60500.0,21240.0,18.61,180,1180,-140
2006-04-14,60900.0,60200.0,16040.0,18.52,-4390,4160,-130
2006-04-17,60300.0,59300.0,12730.0,18.24,2560,-2340,-50
2006-04-18,58900.0,59800.0,11750.0,18.39,-5480,5120,150
2006-04-19,60000.0,59500.0,8902.0,18.3,-1560,1510,50
2006-04-20,59600.0,59500.0,9670.0,18.3,-330,360,0
2006-04-21,59300.0,59100.0,6450.0,18.18,-1440,1530,0
2006-04-24,59000.0,57300.0,18880.0,17.62,8570,-8020,20
