Symbol,녹십자_시가(원),녹십자_종가(원),녹십자_거래량(주),녹십자_PER(IFRS-연결),녹십자_순매수수량(개인)(주),녹십자_순매수수량(기관계)(주),녹십자_순매수수량(외국인계)(주)
2000-01-04,3620,3900,2820,,0,0,0
2000-01-05,3900,4100,20950,,10,-10,0
2000-01-06,3980,3700,10570,,0,0,0
2000-01-07,3655,4085,16460,,0,0,0
2000-01-10,3800,3870,10700,,0,0,0
2000-01-11,3800,3840,14120,,0,0,0
2000-01-12,3770,3750,10210,,0,0,0
2000-01-13,3795,3600,7220,,10,-10,0
2000-01-14,3515,3410,7510,,10,-10,0
2000-01-17,3710,3500,4840,,0,0,0
2000-01-18,3000,3250,8590,,0,0,0
2000-01-19,3350,3000,8450,,10,-10,0
2000-01-20,3000,2700,7960,,0,0,0
2000-01-21,2600,2800,10410,,0,0,0
2000-01-24,3000,3220,7340,,0,0,0
2000-01-25,3200,3200,7910,,0,0,0
2000-01-26,3005,3100,1170,,0,0,0
2000-01-27,3000,3010,5570,,0,0,0
2000-01-28,3400,3250,4540,,0,0,0
2000-01-31,3200,3200,8230,,0,0,0
2000-02-01,3100,3200,4840,,0,0,0
2000-02-02,3300,3270,4030,,0,0,0
2000-02-03,3150,3180,3590,,0,0,0
2000-02-07,3300,3500,9470,,0,0,0
2000-02-08,3710,3650,2400,,0,0,0
2000-02-09,3310,3400,7030,,0,0,0
2000-02-10,3210,3250,6530,,0,0,0
2000-02-11,3200,3200,9470,,0,0,0
2000-02-14,3300,3250,7020,,0,0,0
2000-02-15,2770,3250,5410,,0,0,0
2000-02-16,3250,3250,10450,,0,0,0
2000-02-17,3250,3300,5470,,0,0,0
2000-02-18,3500,3500,5750,,0,0,0
2000-02-21,3500,3550,7500,,0,0,0
2000-02-22,3550,3600,8020,,0,0,0
2000-02-23,3750,3800,9750,,0,0,0
2000-02-24,3700,3800,5190,,40,-40,0
2000-02-25,3230,3550,8100,,0,0,0
2000-02-28,3360,3900,14210,,20,-20,0
2000-02-29,3900,4000,13710,,0,0,0
2000-03-02,4000,4600,11990,,-100,100,0
2000-03-03,4940,4110,22850,,0,0,0
2000-03-06,4110,4300,5330,,10,-10,0
2000-03-07,4700,4210,7540,,0,0,0
2000-03-08,4300,4510,12870,,0,0,0
2000-03-09,4800,4150,15720,,0,0,0
2000-03-10,4500,4010,8730,,0,0,0
2000-03-13,3830,4200,14270,,0,0,0
2000-03-14,4390,4200,12480,,0,0,0
2000-03-15,4200,4100,10130,,0,0,0
2000-03-16,4100,4150,13760,,0,0,0
2000-03-17,4200,4770,32850,,0,0,0
2000-03-20,5480,5480,21960,,0,0,0
2000-03-21,6300,6300,16770,,0,0,0
2000-03-22,7200,5360,66850,,0,0,0
2000-03-23,5030,6130,42410,,0,0,0
2000-03-24,5500,5220,39290,,0,0,0
2000-03-27,4880,5190,24090,,30,-30,0
2000-03-28,5300,5700,22130,,40,-40,0
2000-03-29,5730,5800,24660,,-170,0,0
2000-03-30,5500,5380,10190,,0,0,0
2000-03-31,5350,5110,8260,,180,-10,0
2000-04-03,5100,5300,14870,,0,0,0
2000-04-04,5200,5100,10000,,0,0,0
2000-04-06,5600,5860,21270,,0,0,0
2000-04-07,5850,5260,9450,,0,0,0
2000-04-10,5050,5100,11980,,0,0,0
2000-04-11,4930,5250,10620,,0,0,0
2000-04-12,5010,4900,1540,,0,0,0
2000-04-14,4860,4700,4060,,0,0,0
2000-04-17,4500,3995,10360,,0,0,0
2000-04-18,4000,4275,4010,,10,-10,0
2000-04-19,4300,4160,4320,,0,0,0
2000-04-20,4100,4100,3790,,0,0,0
2000-04-21,4100,4290,2270,,40,-40,0
2000-04-24,4300,4450,1790,,0,0,0
2000-04-25,4030,4400,2900,,0,0,0
2000-04-26,4400,4210,3460,,0,0,0
2000-04-27,4050,4180,4490,,0,0,0
2000-04-28,4180,4200,2340,,0,0,0
2000-05-02,4200,4300,4830,,0,0,0
2000-05-03,4500,4890,5010,,0,0,0
2000-05-04,4800,5300,10610,,0,0,0
2000-05-08,4800,5600,20380,,0,0,0
2000-05-09,6000,5520,8340,,0,0,0
2000-05-10,5100,5700,13620,,0,0,0
2000-05-12,5700,5300,8200,,0,0,0
2000-05-15,5300,5700,9680,,0,0,0
2000-05-16,5990,5500,2700,,0,0,0
2000-05-17,5900,5220,7230,,0,0,0
2000-05-18,5200,5400,14720,,0,0,0
2000-05-19,5110,5150,5190,,0,0,0
2000-05-22,5150,5150,4190,,10,-10,0
2000-05-23,5200,5000,2820,,0,0,0
2000-05-24,5300,5000,15050,,0,0,0
2000-05-25,4800,4680,6370,,0,0,0
2000-05-26,4680,4900,6930,,0,0,0
2000-05-29,4900,5200,4360,,0,0,0
2000-05-30,4800,4985,8140,,0,0,0
2000-05-31,4650,4850,12160,,0,0,0
2000-06-01,5100,4800,7430,,0,0,0
2000-06-02,4790,4700,7280,,0,0,0
2000-06-05,4600,4700,17250,,0,0,0
2000-06-07,4900,4790,8930,,0,0,0
2000-06-08,4790,4610,4350,,0,0,0
2000-06-09,4620,4750,7340,,10,-10,0
2000-06-12,4810,5000,9160,,10,-10,0
2000-06-13,5000,4800,8020,,0,0,0
2000-06-14,4800,4550,5000,,0,0,0
2000-06-15,4015,4590,3950,,0,0,0
2000-06-16,4150,5270,10530,,0,0,0
2000-06-19,6060,6060,15500,,10,-10,0
2000-06-20,6960,5400,44950,,-120,0,0
2000-06-21,5800,5250,17180,,30,-10,0
2000-06-22,5500,5350,11680,,10,-10,0
2000-06-23,5160,5000,10900,,0,0,0
2000-06-26,5300,5750,19990,,0,0,0
2000-06-27,5740,5740,10630,,0,0,0
2000-06-28,5800,5500,9460,,0,0,0
2000-06-29,5110,5300,2500,,0,0,0
2000-06-30,5400,5500,4160,,0,0,0
2000-07-03,5550,5200,2920,,0,0,0
2000-07-04,5210,5100,4040,,0,0,0
2000-07-05,5300,4850,11560,,0,0,0
2000-07-06,4850,5100,14100,,0,0,0
2000-07-07,5300,4930,1960,,0,0,0
2000-07-10,5000,5360,10520,,0,0,0
2000-07-11,5350,5350,6210,,0,0,0
2000-07-12,5690,5300,7220,,0,0,0
2000-07-13,5060,5300,2960,,0,0,0
2000-07-14,5110,5310,6140,,0,0,0
2000-07-18,5380,5100,1740,,0,0,0
2000-07-19,5280,5200,4500,,90,-90,0
2000-07-20,4960,5000,940,,20,-20,0
2000-07-21,5000,5000,1890,,0,0,0
2000-07-24,5000,4800,2580,,0,0,0
2000-07-25,4630,4800,2690,,0,0,0
2000-07-26,4800,4730,800,,0,0,0
2000-07-27,4610,4500,9540,,0,0,0
2000-07-28,4800,4205,6610,,0,0,0
2000-07-31,4205,4220,3810,,100,0,0
2000-08-01,4400,4600,1110,,0,0,0
2000-08-02,4750,4600,2210,,0,0,0
2000-08-03,4600,4800,3720,,0,0,0
2000-08-04,4780,4850,2910,,0,0,0
2000-08-07,4850,4690,6320,,0,0,0
2000-08-08,4610,4890,3760,,0,0,0
2000-08-09,4170,4450,8940,,0,0,0
2000-08-10,4200,4380,4460,,0,0,0
2000-08-11,4500,4480,1810,,0,0,0
2000-08-14,4320,4480,3900,,0,0,0
2000-08-16,4480,4450,3140,,0,0,0
2000-08-17,4350,4320,2680,,60,-60,0
2000-08-18,4225,4160,15930,,0,0,0
2000-08-21,4210,4450,10430,,0,0,0
2000-08-22,4700,4360,1380,,0,0,0
2000-08-23,4310,4270,2680,,0,0,0
2000-08-24,4120,4380,4630,,0,0,0
2000-08-25,4350,4160,7690,,0,0,0
2000-08-28,4170,4200,5790,,0,0,0
2000-08-29,4250,4585,11950,,0,0,0
2000-08-30,4650,5240,28120,,0,0,0
2000-08-31,5200,4460,18370,,10,-10,0
2000-09-01,4700,4500,6840,,0,0,0
2000-09-04,4510,4900,17290,,0,0,0
2000-09-05,5100,5390,23400,,10,-10,0
2000-09-06,5350,4980,11350,,0,0,0
2000-09-07,4980,5200,34790,,0,0,0
2000-09-08,5100,4500,13970,,0,0,0
2000-09-14,4670,5170,14210,,0,0,0
2000-09-15,5740,5300,49510,,0,0,0
2000-09-18,5200,4510,15630,,0,0,0
2000-09-19,4710,5180,14720,,30,-30,0
2000-09-20,5950,5950,77040,,60,-60,0
2000-09-21,5340,5750,33850,,-20,20,0
2000-09-22,5750,4900,19160,,0,0,0
2000-09-25,5000,4210,33870,,0,0,0
2000-09-26,4300,4550,24590,,0,0,0
2000-09-27,4500,4310,28800,,0,0,0
2000-09-28,4500,4480,15800,,0,0,0
2000-09-29,4510,4600,23930,,0,0,0
2000-10-02,4300,4500,8680,,0,0,0
2000-10-04,4510,4400,16970,,0,0,0
2000-10-05,4410,4260,17990,,0,0,0
2000-10-06,4390,4265,13370,,0,0,0
2000-10-09,4310,4300,8200,,0,0,0
2000-10-10,4300,4240,4000,,30,-30,0
2000-10-11,4300,4400,8980,,0,0,0
2000-10-12,4050,4290,10530,,0,0,0
2000-10-13,4190,4200,6210,,0,0,0
2000-10-16,4430,4250,10740,,20,-20,0
2000-10-17,4110,4150,3400,,0,0,0
2000-10-18,4260,4100,4070,,0,0,0
2000-10-19,4100,4200,5720,,0,0,0
2000-10-20,4250,4350,7740,,10,-10,0
2000-10-23,4300,4280,5120,,0,0,0
2000-10-24,4200,4150,6050,,0,0,0
2000-10-25,4120,4250,2230,,0,0,0
2000-10-26,4120,4150,2320,,0,0,0
2000-10-27,4150,4150,4210,,0,0,0
2000-10-30,4120,4110,5990,,0,0,0
2000-10-31,4090,3800,3820,,60,-60,0
2000-11-01,3710,3550,18130,,10,-10,0
2000-11-02,3490,4080,5560,,0,0,0
2000-11-03,3880,4300,4140,,0,0,0
2000-11-06,4110,4200,3610,,0,0,0
2000-11-07,4050,4130,880,,0,0,0
2000-11-08,4200,4050,820,,0,0,0
2000-11-09,3820,4200,440,,0,0,0
2000-11-10,3920,3910,2680,,0,0,0
2000-11-13,3900,4000,1910,,0,0,0
2000-11-14,4005,4000,1270,,0,0,0
2000-11-15,4000,3950,2540,,0,0,0
2000-11-16,3870,3900,1610,,0,-10,0
2000-11-17,3820,4060,3190,,0,0,0
2000-11-20,3920,3950,2040,,0,0,0
2000-11-21,3920,4000,1500,,0,0,0
2000-11-22,3830,3950,1160,,0,0,0
2000-11-23,3900,4000,8170,,0,0,0
2000-11-24,4000,4450,13240,,10,-10,0
2000-11-27,4400,4500,15990,,0,0,0
2000-11-28,4550,4590,14520,,0,0,0
2000-11-29,4420,4420,7640,,0,0,0
2000-11-30,4400,4150,9320,,0,0,0
2000-12-01,4240,3930,6830,,510,-10,0
2000-12-04,3900,4290,9450,,0,0,0
2000-12-05,4290,4300,5660,,0,0,0
2000-12-06,4295,3915,17170,,0,0,0
2000-12-07,3915,3520,15220,,0,0,0
2000-12-08,3600,4045,12310,,0,0,0
2000-12-11,3910,3970,7280,,0,0,0
2000-12-12,4060,3950,4710,,0,0,0
2000-12-13,4270,4000,4670,,0,0,0
2000-12-14,3980,4000,7460,,0,0,0
2000-12-15,4150,3650,15340,,11920,0,0
2000-12-18,3660,3745,4490,,0,0,0
2000-12-19,3700,3900,16550,,1170,-10,0
2000-12-20,4000,3605,8270,,0,0,0
2000-12-21,3630,3415,5990,,0,0,0
2000-12-22,3690,3425,5700,,0,0,0
2000-12-26,3030,3690,5670,,0,0,0
2001-01-02,3320,3490,6690,,0,0,0
2001-01-03,3440,3500,4810,,0,0,0
2001-01-04,3700,3505,5360,,20,-20,0
2001-01-05,3510,3450,7620,,0,0,0
2001-01-08,3450,3390,10710,,10,-10,0
2001-01-09,3450,3490,8230,,0,0,0
2001-01-10,3500,3470,10160,,0,0,0
2001-01-11,3990,3990,14090,,0,0,0
2001-01-12,4585,3950,82560,,0,0,0
2001-01-15,3800,3700,25160,,0,0,0
2001-01-16,4140,3760,16520,,0,0,0
2001-01-17,4200,4190,43940,,0,0,0
2001-01-18,4190,3850,10630,,-420,0,0
2001-01-19,3710,3765,11010,,0,0,0
2001-01-22,3765,4100,15390,,420,0,0
2001-01-26,4400,4120,14040,,0,0,0
2001-01-29,4120,4200,15730,,0,0,0
2001-01-30,4240,4100,4860,,0,0,0
2001-01-31,3990,4000,7760,,0,0,0
2001-02-01,4000,4050,3920,,0,0,0
2001-02-02,4050,3920,2480,,0,0,0
2001-02-05,3930,3920,5950,,0,0,0
2001-02-06,4000,3960,5980,,0,0,0
2001-02-07,4050,4090,7710,,0,0,0
2001-02-08,4290,4100,11610,,0,0,0
2001-02-09,4120,4490,36700,,0,0,0
2001-02-12,4390,4140,19840,,0,0,0
2001-02-13,4100,4090,10580,,0,0,0
2001-02-14,4150,4100,6200,,0,0,0
2001-02-15,4200,4580,66880,,10,-10,0
2001-02-16,4000,4150,25260,,0,0,0
2001-02-19,4300,4150,13910,,0,0,0
2001-02-20,4300,4245,8580,,10,-10,0
2001-02-21,4255,4150,6870,,0,0,0
2001-02-22,4025,4210,28510,,0,0,0
2001-02-23,4255,4120,8910,,0,0,0
2001-02-26,4060,4150,10690,,0,0,0
2001-02-27,4150,4150,4130,,0,0,0
2001-02-28,4150,4350,14030,,0,0,0
2001-03-02,4160,4100,12100,,0,0,0
2001-03-05,4090,4160,5030,,0,0,0
2001-03-06,4160,4170,3630,,0,0,0
2001-03-07,4250,4300,4160,,10,-10,0
2001-03-08,4300,4300,3150,,0,0,0
2001-03-09,4500,4300,3360,,0,0,0
2001-03-12,4220,4180,6440,,20,-20,0
2001-03-13,4075,4200,3650,,0,0,0
2001-03-14,4200,4120,6090,,0,0,0
2001-03-15,4110,4110,16450,,-60,0,0
2001-03-16,4110,4050,5500,,0,0,0
2001-03-19,4010,4005,1430,,60,0,0
2001-03-20,4000,4050,3970,,0,0,0
2001-03-21,4040,4000,5620,,0,0,0
2001-03-22,4100,4060,10080,,0,0,0
2001-03-23,4005,4000,3020,,0,0,0
2001-03-26,4000,4050,4630,,0,0,0
2001-03-27,4100,4000,4380,,0,0,0
2001-03-28,4050,3960,4450,,20,-20,0
2001-03-29,3900,4000,5820,,0,0,0
2001-03-30,3915,4010,8910,,0,0,0
2001-04-02,3920,3860,2450,,0,0,0
2001-04-03,3900,4435,17070,,0,0,0
2001-04-04,4440,4100,23860,,0,0,0
2001-04-06,3995,4000,6020,,0,0,0
2001-04-09,4100,3865,5870,,0,0,0
2001-04-10,3900,4000,3700,,20,-20,0
2001-04-11,4000,4000,2760,,0,0,0
2001-04-12,4000,4020,5220,,0,0,0
2001-04-13,3960,4100,4420,,0,0,0
2001-04-16,4200,4175,4020,,0,0,0
2001-04-17,4060,4100,4260,,0,0,0
2001-04-18,4005,4090,4240,,0,0,0
2001-04-19,4050,4090,3800,,0,0,0
2001-04-20,4040,4000,6960,,0,0,0
2001-04-23,4090,3950,5420,,0,0,0
2001-04-24,3955,3970,11890,,0,0,0
2001-04-25,3915,3960,5050,,0,0,0
2001-04-26,4070,3980,640,,0,0,0
2001-04-27,3950,4000,3720,,0,0,0
2001-04-30,4000,3960,8800,,0,0,0
2001-05-02,3950,4000,8420,,0,0,0
2001-05-03,3955,3940,3160,,0,0,0
2001-05-04,3955,4250,9620,,10,-10,0
2001-05-07,4200,4100,5400,,0,0,0
2001-05-08,4250,4190,9340,,0,0,0
2001-05-09,4200,4100,5980,,0,0,0
2001-05-10,4050,4370,5210,,0,0,0
2001-05-11,4250,4205,4220,,0,0,0
2001-05-14,4350,4250,4560,,0,0,0
2001-05-15,4250,4200,5370,,0,0,0
2001-05-16,4200,4300,8010,,0,0,0
2001-05-17,4150,4380,8940,,0,0,0
2001-05-18,4270,4500,7240,,0,0,0
2001-05-21,4500,4465,13940,,0,0,0
2001-05-22,4700,4600,10930,,0,0,0
2001-05-23,4790,5290,54560,,0,0,0
2001-05-24,6080,6080,82650,,0,0,0
2001-05-25,6500,6990,49990,,0,0,0
2001-05-28,7300.0,5950.0,81030.0,,10,-10,0
2001-05-29,6480.0,6840.0,58740.0,,-1000,0,0
2001-05-30,6700.0,5830.0,76190.0,,1000,0,0
2001-05-31,5990.0,5470.0,36150.0,,0,0,0
2001-06-01,5470.0,5520.0,19440.0,,0,0,0
2001-06-04,5800.0,5520.0,33010.0,,20,-20,0
2001-06-05,5520.0,5800.0,33200.0,,0,0,0
2001-06-07,5850.0,5720.0,17960.0,,0,0,0
2001-06-08,5560.0,5550.0,18420.0,,20,-20,0
2001-06-11,5690.0,5560.0,15060.0,,0,0,0
2001-06-12,5560.0,5690.0,17910.0,,0,0,0
2001-06-13,5690.0,5700.0,12450.0,,-620,0,0
2001-06-14,5900.0,5930.0,18500.0,,0,0,0
2001-06-15,5930.0,5910.0,13400.0,,10,-10,0
2001-06-18,6000.0,5750.0,26280.0,,0,0,0
2001-06-19,5890.0,5750.0,13690.0,,0,0,0
2001-06-20,5900.0,6300.0,26730.0,,0,0,0
2001-06-21,6500.0,6300.0,32810.0,,0,0,0
2001-06-22,6500.0,6290.0,23080.0,,0,0,0
2001-06-25,6300.0,6000.0,16800.0,,-3000,0,0
2001-06-26,5990.0,5700.0,14340.0,,0,0,0
2001-06-27,5600.0,5600.0,14380.0,,0,0,0
2001-06-28,5720.0,5700.0,7420.0,,20,-20,0
2001-06-29,5500.0,5700.0,13170.0,,0,0,0
2001-07-02,5550.0,5900.0,7940.0,,620,0,0
2001-07-03,5800.0,6080.0,3820.0,,0,0,0
2001-07-04,6000.0,6150.0,6530.0,,0,0,0
2001-07-05,6000.0,6400.0,11790.0,,0,0,0
2001-07-06,6700.0,7360.0,44490.0,,0,0,0
2001-07-09,7360.0,6980.0,41410.0,,3000,0,0
2001-07-10,7220.0,7230.0,21450.0,,0,0,0
2001-07-11,7220.0,7000.0,13130.0,,-300,300,0
2001-07-12,7000.0,7000.0,11700.0,,0,0,0
2001-07-13,6820.0,6890.0,7390.0,,0,0,0
2001-07-16,6800.0,6200.0,13040.0,,-1800,1800,0
2001-07-18,6020.0,6000.0,19200.0,,0,0,0
2001-07-19,5900.0,6200.0,3470.0,,-290,290,0
2001-07-20,6000.0,5730.0,9270.0,,0,0,0
2001-07-23,5730.0,5730.0,6450.0,,-500,500,0
2001-07-24,5700.0,5250.0,9930.0,,0,0,0
2001-07-25,5250.0,5550.0,5370.0,,0,0,0
2001-07-26,5270.0,5750.0,8650.0,,0,0,0
2001-07-27,5780.0,5800.0,13940.0,,0,0,0
2001-07-30,5510.0,5780.0,16600.0,,0,0,0
2001-07-31,5800.0,6640.0,26040.0,,1890,-1890,0
2001-08-01,6750.0,6600.0,19780.0,,0,0,0
2001-08-02,6690.0,7550.0,35510.0,,1000,-1000,0
2001-08-03,7800.0,7300.0,47660.0,,0,0,0
2001-08-06,7300.0,7200.0,27900.0,,0,0,0
2001-08-07,7320.0,7200.0,13820.0,,0,0,0
2001-08-08,7200.0,7020.0,3870.0,,0,0,0
2001-08-09,7050.0,7100.0,7220.0,,-750,0,0
2001-08-10,6800.0,7000.0,5320.0,,-400,0,0
2001-08-13,6900.0,6630.0,5510.0,,-200,0,0
2001-08-14,6320.0,6800.0,4470.0,,0,0,0
2001-08-16,7000.0,6520.0,6650.0,,0,0,0
2001-08-17,6990.0,6990.0,8860.0,,0,0,0
2001-08-20,7600.0,6950.0,25720.0,,0,0,0
2001-08-21,7030.0,7090.0,15320.0,,0,0,0
2001-08-22,7090.0,6800.0,22830.0,,0,0,0
2001-08-23,6910.0,6900.0,9370.0,,0,0,0
2001-08-24,6900.0,6840.0,22910.0,,-300,0,0
2001-08-27,6930.0,7000.0,19150.0,,0,0,0
2001-08-28,6980.0,6820.0,11980.0,,10,-10,0
2001-08-29,7000.0,6800.0,19200.0,,1660,-10,0
2001-08-30,6960.0,6900.0,11200.0,,0,0,0
2001-08-31,7100.0,7450.0,64750.0,,0,0,0
2001-09-03,8560.0,8560.0,82830.0,,8000,-8000,0
2001-09-04,8500.0,7800.0,76360.0,,0,0,0
2001-09-05,7550.0,7100.0,42730.0,,0,0,0
2001-09-06,7000.0,7000.0,27670.0,,0,0,0
2001-09-07,7030.0,6790.0,42760.0,,11220,-11220,0
2001-09-10,6600.0,6720.0,37810.0,,13450,-13450,0
2001-09-11,6720.0,7000.0,44460.0,,20000,-20000,0
2001-09-12,5950.0,5950.0,11820.0,,0,0,0
2001-09-13,6000.0,6700.0,53440.0,,17000,-17000,0
2001-09-14,7500.0,5800.0,63720.0,,19470,-19470,0
2001-09-17,5820.0,4930.0,21100.0,,6760,-6760,0
2001-09-18,4970.0,5660.0,25510.0,,4080,-4080,0
2001-09-19,6480.0,6000.0,21240.0,,0,0,0
2001-09-20,6000.0,6260.0,16050.0,,-970,970,0
2001-09-21,6260.0,6500.0,15540.0,,-10,10,0
2001-09-24,6520.0,6500.0,15580.0,,0,0,0
2001-09-25,6500.0,5990.0,11020.0,,-300,0,0
2001-09-26,5900.0,5900.0,17700.0,,-2500,2500,0
2001-09-27,6000.0,6000.0,12310.0,,-1090,1090,0
2001-09-28,6300.0,6900.0,48780.0,,0,0,0
2001-10-04,7840.0,6600.0,151340.0,,2100,-4000,0
2001-10-05,6320.0,5610.0,78310.0,,-1000,0,0
2001-10-08,5030.0,5320.0,104150.0,,3200,0,0
2001-10-09,5450.0,5400.0,44960.0,,7560,-7560,0
2001-10-10,5400.0,5300.0,33190.0,,1060,-1060,0
2001-10-11,5320.0,5500.0,34040.0,,10,-10,0
2001-10-12,5590.0,5250.0,10920.0,,-800,0,800
2001-10-15,5400.0,5410.0,22070.0,,-210,0,200
2001-10-16,5510.0,5360.0,18210.0,,-1000,0,1000
2001-10-17,5290.0,5300.0,11370.0,,30,-20,0
2001-10-18,5260.0,5120.0,22010.0,,11760,0,0
2001-10-19,5100.0,5120.0,67830.0,,36930,0,0
2001-10-22,5000.0,5380.0,39290.0,,0,0,0
2001-10-23,5500.0,5280.0,25390.0,,0,0,0
2001-10-24,5310.0,5280.0,26950.0,,10,-10,0
2001-10-25,5200.0,5260.0,49400.0,,10,-10,0
2001-10-26,5200.0,4480.0,120830.0,,0,0,0
2001-10-29,4610.0,4635.0,40260.0,,0,0,0
2001-10-30,4505.0,4220.0,17390.0,,0,0,0
2001-10-31,4220.0,4300.0,26470.0,,0,0,0
2001-11-01,4100.0,4060.0,30430.0,,0,0,0
2001-11-02,4070.0,4100.0,34550.0,,0,0,0
2001-11-05,4115.0,4105.0,35190.0,,0,0,0
2001-11-06,4190.0,4085.0,31700.0,,0,0,0
2001-11-07,4100.0,4100.0,24850.0,,10,-10,0
2001-11-08,4100.0,4200.0,36220.0,,0,0,0
2001-11-09,4280.0,4200.0,15690.0,,0,0,0
2001-11-12,4100.0,4190.0,21100.0,,0,0,0
2001-11-13,4070.0,4060.0,19700.0,,10,-10,0
2001-11-14,3965.0,3880.0,54720.0,,0,0,0
2001-11-15,3910.0,3980.0,23310.0,,0,0,0
2001-11-16,3975.0,4000.0,14430.0,,0,0,0
2001-11-19,4090.0,3950.0,19030.0,,0,0,0
2001-11-20,3950.0,4000.0,15880.0,,0,0,0
2001-11-21,3970.0,4050.0,16420.0,,0,0,0
2001-11-22,4145.0,4395.0,45400.0,,0,0,0
2001-11-23,4395.0,4100.0,16920.0,,0,0,0
2001-11-26,4000.0,4120.0,27400.0,,0,0,0
2001-11-27,4145.0,4000.0,28300.0,,10,-10,0
2001-11-28,3990.0,3930.0,16770.0,,0,0,0
2001-11-29,3900.0,4000.0,16460.0,,10,-10,0
2001-11-30,4000.0,4025.0,9290.0,,0,0,0
2001-12-03,4000.0,4040.0,9220.0,,0,0,0
2001-12-04,4040.0,3910.0,28790.0,,0,0,0
2001-12-05,3915.0,3990.0,12470.0,,0,0,0
2001-12-06,3930.0,4045.0,27990.0,,0,0,0
2001-12-07,4030.0,3950.0,11660.0,,0,0,0
2001-12-10,3920.0,4000.0,13860.0,,10,-10,0
2001-12-11,4050.0,3940.0,19980.0,,0,0,0
2001-12-12,3950.0,3940.0,33510.0,,0,0,0
2001-12-13,4075.0,4095.0,18860.0,,0,0,0
2001-12-14,4030.0,4025.0,14140.0,,0,0,0
2001-12-17,4035.0,3955.0,10470.0,,10,-10,0
2001-12-18,3955.0,3900.0,22550.0,,5120,0,0
2001-12-19,3950.0,4210.0,37040.0,,0,0,0
2001-12-20,4110.0,4040.0,26740.0,,0,0,0
2001-12-21,3900.0,4600.0,106890.0,,90,-90,0
2001-12-24,3910.0,4010.0,94530.0,,0,0,0
2001-12-26,4020.0,3700.0,57470.0,,0,0,0
2001-12-27,3550.0,4200.0,42450.0,,0,0,0
2001-12-28,4200.0,4830.0,68550.0,,0,0,0
2002-01-02,5500.0,4600.0,108730.0,0.54,0,0,0
2002-01-03,4410.0,4080.0,75060.0,0.48,10,-10,0
2002-01-04,4160.0,4230.0,33730.0,0.5,10,-10,0
2002-01-07,4230.0,4075.0,26350.0,0.48,0,0,0
2002-01-08,4100.0,4120.0,25070.0,0.49,0,0,0
2002-01-09,4135.0,4050.0,28920.0,0.48,0,0,0
2002-01-10,4005.0,4070.0,25300.0,0.48,-2000,0,0
2002-01-11,4150.0,4000.0,20090.0,0.47,0,0,0
2002-01-14,4015.0,4020.0,19770.0,0.48,0,0,0
2002-01-15,4100.0,3930.0,15290.0,0.47,0,0,0
2002-01-16,3930.0,3930.0,11210.0,0.47,30,-30,0
2002-01-17,3860.0,3850.0,19170.0,0.46,0,0,0
2002-01-18,3800.0,3780.0,19770.0,0.45,0,0,0
2002-01-21,3775.0,3800.0,25970.0,0.45,0,0,0
2002-01-22,3700.0,3560.0,29130.0,0.42,-2000,0,0
2002-01-23,3600.0,3560.0,13701.0,0.42,-490,-10,0
2002-01-24,3610.0,3420.0,29060.0,0.4,0,0,0
2002-01-25,3300.0,3320.0,36518.0,0.39,-400,0,0
2002-01-28,3320.0,3320.0,0.0,0.39,0,0,0
2002-01-29,3320.0,3320.0,0.0,0.39,0,0,0
2002-01-30,3320.0,3320.0,0.0,0.39,0,0,0
2002-01-31,3320.0,3320.0,0.0,0.39,0,0,0
2002-02-01,3320.0,3320.0,0.0,0.39,0,0,0
2002-02-04,3320.0,3320.0,0.0,0.39,0,0,0
2002-02-05,3320.0,3320.0,0.0,0.39,0,0,0
2002-02-06,3320.0,3320.0,0.0,0.39,0,0,0
2002-02-07,3320.0,3320.0,0.0,0.39,0,0,0
2002-02-08,3320.0,3320.0,0.0,0.39,0,0,0
2002-02-14,14150.0,14150.0,1410.0,0.33,200,-200,0
2002-02-15,12050.0,12050.0,250.0,0.29,0,0,0
2002-02-18,10250.0,10250.0,2200.0,0.24,100,-100,0
2002-02-19,8750.0,8750.0,126330.0,0.21,64360,-74860,0
2002-02-20,8510.0,8500.0,97640.0,0.2,0,0,0
2002-02-21,8800.0,8150.0,54782.0,0.19,0,0,0
2002-02-22,8400.0,9100.0,78669.0,0.22,4840,-4840,0
2002-02-25,9100.0,8700.0,31490.0,0.21,10,-10,0
2002-02-26,8700.0,8710.0,47740.0,0.21,-20990,-10,0
2002-02-27,8860.0,8710.0,19705.0,0.21,6880,-10,0
2002-02-28,8750.0,8600.0,22598.0,0.2,5800,-20,0
2002-03-04,8700.0,8700.0,19010.0,0.21,-5200,0,0
2002-03-05,8900.0,8710.0,12260.0,0.21,-4770,0,0
2002-03-06,8900.0,8800.0,65140.0,0.21,3440,-16310,0
2002-03-07,8920.0,9540.0,47840.0,0.23,7020,-3710,0
2002-03-08,9600.0,10950.0,55926.0,0.26,18500,0,0
2002-03-11,12000.0,11300.0,41288.0,0.27,6740,-10,0
2002-03-12,11700.0,11300.0,25230.0,0.27,0,0,0
2002-03-13,11300.0,11500.0,12230.0,0.27,0,0,0
2002-03-14,11700.0,11700.0,16560.0,0.28,0,0,0
2002-03-15,12200.0,11500.0,9916.0,0.27,10,-10,0
2002-03-18,11500.0,11000.0,15450.0,0.26,2040,-40,0
2002-03-19,11000.0,11100.0,15476.0,0.26,10,-10,0
