Symbol,아이에스동서_시가(원),아이에스동서_종가(원),아이에스동서_거래량(주),아이에스동서_PER(IFRS-연결),아이에스동서_순매수수량(개인)(주),아이에스동서_순매수수량(기관계)(주),아이에스동서_순매수수량(외국인계)(주)
2000-01-04,3515,3900,13620,,-1790,-210,0
2000-01-05,3900,3800,67310,,-150,150,0
2000-01-06,3700,3650,7690,,-1180,180,0
2000-01-07,3520,3640,14740,,-2330,330,0
2000-01-10,3410,3600,15160,,-1490,-510,0
2000-01-11,3455,3460,5340,,60,-60,0
2000-01-12,3500,3530,18140,,-1900,-100,0
2000-01-13,3540,3270,28380,,-100,100,0
2000-01-14,3280,3410,45210,,200,-200,0
2000-01-17,3220,3410,23980,,100,-100,0
2000-01-18,3350,3240,40690,,-1210,1210,0
2000-01-19,3150,3030,50590,,-1380,-620,0
2000-01-20,2725,3000,7880,,20,-20,0
2000-01-21,2625,3070,35410,,750,-750,0
2000-01-24,2810,3050,43420,,-980,-20,0
2000-01-25,2855,2870,14020,,-1140,140,0
2000-01-26,2865,3000,18020,,-1350,-150,0
2000-01-27,2610,3095,28140,,-1080,80,0
2000-01-28,3100,3150,36320,,-1890,890,0
2000-01-31,3155,3150,14440,,-1880,-120,0
2000-02-01,3050,3155,17110,,-830,-170,0
2000-02-02,3160,3130,26190,,110,-110,0
2000-02-03,3135,3150,28140,,-980,980,0
2000-02-07,3100,3030,24440,,390,-390,0
2000-02-08,3005,2955,28900,,-1280,280,0
2000-02-09,2900,2900,48420,,670,-670,0
2000-02-10,2805,2815,40460,,310,-310,0
2000-02-11,2990,2765,37960,,110,-110,0
2000-02-14,2715,2650,14860,,0,0,0
2000-02-15,2540,2400,43670,,11830,-11830,0
2000-02-16,2350,2480,39890,,25690,-25690,0
2000-02-17,2430,2430,26500,,-1850,-150,0
2000-02-18,2410,2300,89410,,53350,-53350,0
2000-02-21,2205,2060,22940,,-50,50,0
2000-02-22,1760,1900,76250,,30180,-30180,0
2000-02-23,1820,2185,98110,,48550,-48550,0
2000-02-24,2350,2220,22080,,680,-680,0
2000-02-25,2050,2220,64800,,35450,-45450,0
2000-02-28,2420,2550,71110,,14640,-27640,0
2000-02-29,2680,2930,68430,,10,-10,0
2000-03-02,3130,3365,156540,,39200,-39200,0
2000-03-03,3600,3500,144510,,1280,-11280,0
2000-03-06,3700,3400,83120,,40,-40,0
2000-03-07,3500,3300,80910,,9000,0,0
2000-03-08,3400,3080,60770,,30,-30,0
2000-03-09,3080,3540,122690,,10910,-10,0
2000-03-10,4070,3680,140190,,820,-820,0
2000-03-13,3450,4080,139970,,60,-60,0
2000-03-14,4000,3855,113150,,70,-70,0
2000-03-15,4000,3505,54020,,10,-10,0
2000-03-16,3505,3250,46340,,30,-30,0
2000-03-17,3250,3400,55830,,-3480,-20,0
2000-03-20,3250,3400,45920,,-2000,0,0
2000-03-21,3300,3155,38380,,0,0,0
2000-03-22,3100,3025,68450,,10,-10,0
2000-03-23,3000,2970,51560,,-2000,0,0
2000-03-24,3090,3415,153830,,0,0,0
2000-03-27,3440,3925,224090,,-870,-20,890
2000-03-28,3900,3750,97140,,-2670,-130,0
2000-03-29,3760,3350,64160,,-850,-150,0
2000-03-30,3400,3350,28320,,0,0,0
2000-03-31,3220,3190,50120,,-990,-10,0
2000-04-03,3100,3400,32810,,-1990,-10,0
2000-04-04,3300,3100,37600,,-1490,-10,0
2000-04-06,3050,3000,21600,,0,0,0
2000-04-07,2940,3050,24470,,30,-30,0
2000-04-10,3075,3350,51160,,1000,0,0
2000-04-11,3260,3200,23380,,-1000,0,0
2000-04-12,3200,3150,24450,,20,-20,0
2000-04-14,3150,3050,9890,,-1000,0,0
2000-04-17,2600,2600,56520,,-1990,-10,0
2000-04-18,2650,2730,33160,,120,-120,0
2000-04-19,2810,2750,26840,,10,-10,0
2000-04-20,2720,2800,30940,,0,0,0
2000-04-21,2800,2800,46050,,-510,-490,0
2000-04-24,2800,2700,39440,,10,-10,0
2000-04-25,2600,2580,33880,,-1000,0,0
2000-04-26,2600,2460,36470,,10,-10,0
2000-04-27,2500,2450,36150,,-500,0,0
2000-04-28,2450,2470,24210,,0,0,0
2000-05-02,2270,2400,64570,,20,-20,0
2000-05-03,2470,2460,21070,,0,0,0
2000-05-04,2460,2460,25950,,0,0,0
2000-05-08,2460,2500,34050,,0,0,0
2000-05-09,2430,2400,41840,,0,0,0
2000-05-10,2395,2345,51800,,0,0,0
2000-05-12,2340,2110,96220,,0,0,0
2000-05-15,2110,2135,39410,,0,0,0
2000-05-16,2100,2100,44150,,0,0,0
2000-05-17,2105,2100,31510,,0,0,0
2000-05-18,2030,2030,41490,,0,0,0
2000-05-19,2100,2030,19490,,0,0,0
2000-05-22,2080,1930,35570,,40,-10,-30
2000-05-23,2000,1800,45530,,0,0,0
2000-05-24,1760,1860,39350,,70,-70,0
2000-05-25,1880,2130,57310,,40,-10,-30
2000-05-26,2160,1890,29890,,0,0,0
2000-05-29,1880,1850,41170,,0,0,0
2000-05-30,1760,1935,23900,,-60,60,0
2000-05-31,1965,2130,71560,,50,-50,0
2000-06-01,2095,1940,44370,,-410,410,0
2000-06-02,1900,1860,57660,,-140,140,0
2000-06-05,1905,2100,150660,,45450,-45450,0
2000-06-07,1960,2395,221200,,20080,-20080,0
2000-06-08,2500,2160,157350,,15510,-15510,0
2000-06-09,2200,2100,71530,,140,-140,0
2000-06-12,2100,2130,113570,,250,-250,0
2000-06-13,2150,2000,45480,,-170,170,0
2000-06-14,2050,2050,69360,,210,-210,0
2000-06-15,2050,1855,21060,,0,0,0
2000-06-16,1940,1860,49570,,7000,-7000,0
2000-06-19,1850,1810,32640,,140,-140,0
2000-06-20,1810,1805,37730,,0,0,0
2000-06-21,1805,1805,24770,,360,-360,0
2000-06-22,1800,1900,44470,,350,50,-400
2000-06-23,1895,1860,31080,,0,0,0
2000-06-26,1900,1880,21830,,80,-80,0
2000-06-27,1910,1895,30970,,-30,30,0
2000-06-28,1895,1860,73120,,18390,-17960,-430
2000-06-29,1860,1830,33970,,10,-10,0
2000-06-30,1830,1820,35110,,-50,50,0
2000-07-03,1860,1980,55520,,120,-120,0
2000-07-04,2010,2115,74420,,20,-20,0
2000-07-05,2055,2430,254070,,20,-20,0
2000-07-06,2400,2500,244810,,7330,-7660,0
2000-07-07,2405,2690,472440,,4850,-4850,0
2000-07-10,2790,2690,212100,,12340,-12010,0
2000-07-11,2650,2620,132860,,10020,-10020,0
2000-07-12,2630,2525,88700,,1770,-1770,0
2000-07-13,2510,2450,109330,,10,-10,0
2000-07-14,2400,2500,64630,,-740,-1260,0
2000-07-18,2450,2465,103970,,28010,-30010,0
2000-07-19,2460,2130,44890,,-2000,0,0
2000-07-20,1950,2000,54390,,20,-20,0
2000-07-21,2100,2200,34630,,0,0,0
2000-07-24,2200,1950,40400,,0,0,0
2000-07-25,1950,2100,17190,,0,0,0
2000-07-26,2030,2195,79240,,10,-10,0
2000-07-27,2130,2150,13830,,700,-700,0
2000-07-28,2140,2000,30380,,0,0,0
2000-07-31,1980,2045,6550,,10,-10,0
2000-08-01,2000,2185,60510,,320,-320,0
2000-08-02,2200,2250,33160,,-520,520,0
2000-08-03,2320,2360,60850,,70,-70,0
2000-08-04,2560,2510,125680,,-240,240,0
2000-08-07,2430,2200,46610,,0,0,0
2000-08-08,2200,2295,31870,,10,-10,0
2000-08-09,2250,2380,39000,,10,-10,0
2000-08-10,2500,2400,27530,,-700,-800,0
2000-08-11,2305,2400,107950,,-180,-120,1800
2000-08-14,2760,2495,73690,,2520,-720,-1800
2000-08-16,2450,2525,69370,,10,-10,0
2000-08-17,2500,2350,24280,,0,0,0
2000-08-18,2350,2420,77230,,10,-10,0
2000-08-21,2350,2430,42620,,0,0,0
2000-08-22,2600,2400,62160,,10,-10,0
2000-08-23,2365,2410,147840,,20,-20,0
2000-08-24,2455,2380,70970,,-200,200,0
2000-08-25,2335,2500,153400,,0,0,0
2000-08-28,2550,2495,135830,,10,-10,0
2000-08-29,2500,2420,65230,,0,0,0
2000-08-30,2480,2400,82530,,0,0,0
2000-08-31,2400,2335,31550,,0,0,0
2000-09-01,2395,2280,59870,,0,0,0
2000-09-04,2295,2405,85050,,10,-10,0
2000-09-05,2415,2400,58060,,0,0,0
2000-09-06,2405,2600,272090,,0,0,0
2000-09-07,2695,2560,163280,,0,0,0
2000-09-08,2560,2360,64320,,-40,-370,0
2000-09-14,2360,2260,87510,,54630,-54630,0
2000-09-15,2265,2300,396100,,121200,-120790,0
2000-09-18,2300,2225,134470,,-4990,-10,0
2000-09-19,2100,2090,136170,,0,0,0
2000-09-20,2110,2170,121020,,30,-30,0
2000-09-21,2200,2130,84960,,-950,-10,0
2000-09-22,2140,1985,85920,,-630,0,0
2000-09-25,1955,2000,71240,,0,0,0
2000-09-26,1900,1900,113160,,780,0,0
2000-09-27,1900,1925,73680,,840,-30,0
2000-09-28,2000,2210,681320,,49750,0,0
2000-09-29,2220,2140,364640,,-40,0,0
2000-10-02,2170,2010,125610,,180,-180,0
2000-10-04,2050,2010,94050,,-700,-300,0
2000-10-05,2190,2010,124740,,-2430,230,2200
2000-10-06,1960,2310,752990,,-340,0,1340
2000-10-09,2350,2190,268880,,3440,0,-3440
2000-10-10,2100,2095,189980,,250,0,0
2000-10-11,2120,2010,154050,,-1460,-240,0
2000-10-12,1960,2030,94500,,-760,0,0
2000-10-13,1900,1945,101330,,5000,0,0
2000-10-16,1945,2010,143270,,1310,-10,0
2000-10-17,1990,1850,154550,,0,0,0
2000-10-18,1855,1785,119420,,-1510,-80,1100
2000-10-19,1750,1730,88510,,-5460,0,0
2000-10-20,1750,1710,85010,,450,-10,0
2000-10-23,1720,1600,100180,,-600,0,600
2000-10-24,1620,1630,93510,,-390,-10,400
2000-10-25,1695,1680,62660,,230,0,-200
2000-10-26,1750,1700,84500,,-2990,-10,0
2000-10-27,1625,1645,115670,,2720,760,0
2000-10-30,1600,1415,91130,,-600,0,600
2000-10-31,1235,1210,253760,,3400,0,600
2000-11-01,1250,1260,98720,,-940,-60,1000
2000-11-02,1260,1440,239240,,500,0,0
2000-11-03,1580,1450,189090,,0,0,0
2000-11-06,1420,1385,107110,,2010,-10,-2000
2000-11-07,1335,1370,56890,,10,-10,0
2000-11-08,1350,1270,70050,,0,0,0
2000-11-09,1250,1255,55710,,0,0,0
2000-11-10,1285,1250,34230,,0,0,0
2000-11-13,1220,1255,92630,,-1590,-10,1600
2000-11-14,1330,1440,109770,,0,0,-1000
2000-11-15,1500,1530,255990,,2000,0,-1000
2000-11-16,1490,1490,198860,,-3400,0,3400
2000-11-17,1460,1510,105490,,-1000,0,0
2000-11-20,1530,1465,54450,,-2200,0,-200
2000-11-21,1370,1360,53290,,10,-10,0
2000-11-22,1370,1325,59700,,520,-170,-2000
2000-11-23,1350,1275,47600,,1900,0,-1900
2000-11-24,1275,1310,18630,,10,-10,0
2000-11-27,1350,1290,43260,,820,-170,0
2000-11-28,1480,1350,49380,,10,-10,0
2000-11-29,1350,1345,37500,,0,0,0
2000-11-30,1320,1300,22670,,0,0,0
2000-12-01,1305,1320,64380,,0,0,0
2000-12-04,1350,1300,21900,,1000,0,0
2000-12-05,1320,1285,40770,,0,0,0
2000-12-06,1330,1300,36180,,0,0,0
2000-12-07,1320,1225,504520,,237210,-10,0
2000-12-08,1240,1260,86370,,-2000,0,2000
2000-12-11,1260,1220,54650,,0,0,0
2000-12-12,1225,1235,59910,,40,-40,0
2000-12-13,1205,1220,50360,,0,0,0
2000-12-14,1225,1215,53340,,-80,0,0
2000-12-15,1205,1200,61580,,-1000,0,0
2000-12-18,1190,1190,30280,,0,0,0
2000-12-19,1210,1230,87930,,10,-10,0
2000-12-20,1240,1410,457600,,1290,-10,0
2000-12-21,1620,1620,1623050,,3530,-30,-3000
2000-12-22,1650,1860,1446070,,50,-50,0
2000-12-26,1960,1585,1032980,,20,-20,0
2001-01-02,1350,1490,1124700,3.85,149800,-149800,0
2001-01-03,1530,1710,787290,4.42,-6990,-10,7000
2001-01-04,1810,1965,1121150,5.07,3530,-60,-4470
2001-01-05,1900,1780,1159720,4.59,-3000,0,4000
2001-01-08,1810,1800,738650,4.65,5000,0,-5000
2001-01-09,1850,1880,456770,4.85,-4220,-780,5000
2001-01-10,1900,1670,527140,4.31,20,-20,0
2001-01-11,1675,1750,252390,4.52,0,0,0
2001-01-12,1755,1830,873110,4.73,0,0,0
2001-01-15,1770,1850,330900,4.78,10,-10,0
2001-01-16,1890,1765,207170,4.56,-16980,-20,-3000
2001-01-17,1730,1650,195470,4.26,-9960,-40,0
2001-01-18,1605,1555,157130,4.02,-9470,0,9470
2001-01-19,1620,1565,132570,4.04,0,0,0
2001-01-22,1500,1660,206570,4.28,0,0,0
2001-01-26,1700,1600,117750,4.13,10,-10,0
2001-01-29,1610,1640,145760,4.23,900,0,-1000
2001-01-30,1680,1635,180920,4.22,-2000,0,0
2001-01-31,1650,1655,147320,4.27,0,0,0
2001-02-01,1620,1650,734750,4.26,2010,-10,0
2001-02-02,1680,1660,196510,4.28,-780,-10,0
2001-02-05,1630,1595,157620,4.12,10,-10,0
2001-02-06,1630,1605,131930,4.14,-1500,0,0
2001-02-07,1610,1600,173700,4.13,0,0,0
2001-02-08,1590,1585,70040,4.09,0,0,0
2001-02-09,1590,1610,291420,4.16,0,0,0
2001-02-12,1610,1630,144880,4.21,12020,-2020,0
2001-02-13,1660,1625,142660,4.2,2220,-2220,0
2001-02-14,1680,1725,779800,4.45,23980,-2980,1000
2001-02-15,1690,1705,206430,4.4,2120,-2120,0
2001-02-16,1700,1660,236290,4.28,180,-180,-1000
2001-02-19,1650,1850,469020,4.78,170,-160,0
2001-02-20,1800,1770,673090,4.57,-76260,76640,1000
2001-02-21,1840,1890,378640,4.88,-8960,8960,0
2001-02-22,1930,2050,638640,5.29,-9750,9750,0
2001-02-23,2090,2000,1377620,5.16,94930,-95730,800
2001-02-26,2030,2010,322880,5.19,30,-30,0
2001-02-27,2040,1950,427410,5.04,-52210,46660,5550
2001-02-28,1950,1880,221460,4.85,-26170,26670,-500
2001-03-02,1860,1850,227550,4.78,6850,0,-6850
2001-03-05,1770,1720,195540,4.44,-10000,10000,0
2001-03-06,1760,1745,210260,4.51,-14490,12990,0
2001-03-07,1745,1700,246050,4.39,-1550,1550,0
2001-03-08,1710,1730,139750,4.47,10,-10,0
2001-03-09,1740,1800,271370,4.65,-13490,14990,0
2001-03-12,1765,1935,649980,5,340,-340,0
2001-03-13,1925,1890,525950,4.88,0,0,0
2001-03-14,1945,2000,939750,5.16,0,0,0
2001-03-15,1960,1970,359950,5.09,980,-980,0
2001-03-16,2000,1970,557040,5.09,20,-20,0
2001-03-19,1950,1910,213580,4.93,0,0,0
2001-03-20,1915,1980,439850,5.11,0,0,0
2001-03-21,1950,1940,332380,5.01,-290,290,0
2001-03-22,1945,1890,375860,4.88,10,-10,0
2001-03-23,1950,1955,1048480,5.05,10,-10,0
2001-03-26,2000,2050,448380,5.29,10,-10,0
2001-03-27,2100,2210,2411630,5.71,-6010,-300,10
2001-03-28,2230,1960,1075890,5.06,6360,-60,0
2001-03-29,1965,2065,1239500,5.33,10,-10,0
2001-03-30,2055,1995,659850,5.15,-4120,0,4120
2001-04-02,2010,2030,435030,5.24,0,0,0
2001-04-03,2010,1950,235770,5.04,20,-20,0
2001-04-04,1930,1885,183870,4.87,1090,0,-1090
2001-04-06,1920,1895,292020,4.89,10,-10,0
2001-04-09,1820,1785,178780,4.61,10,-10,0
2001-04-10,1800,1700,288680,4.39,930,-930,0
2001-04-11,1730,1735,166180,4.48,0,0,0
2001-04-12,1740,1820,151290,4.7,0,0,0
2001-04-13,1830,1850,212010,4.78,0,0,0
2001-04-16,1885,1805,122680,4.66,0,0,0
2001-04-17,1815,1810,290550,4.67,0,0,0
2001-04-18,1855,1855,235400,4.79,3030,0,-3030
2001-04-19,1860,1840,972950,4.75,5010,-10,0
2001-04-20,1825,1780,1164150,4.59,0,0,0
2001-04-23,1760,1690,987210,4.36,60,-60,0
2001-04-24,1690,1690,0,4.36,0,0,0
2001-04-25,1440,1440,5860,3.72,0,0,0
2001-04-26,1225,1600,2505380,4.13,-960120,-1720,0
2001-04-27,1670,1750,257180,4.52,16510,-6300,0
2001-04-30,1850,1845,227950,4.76,80,-80,0
2001-05-02,1850,2120,364710,5.48,7710,-710,0
2001-05-03,2135,2200,165140,5.68,41530,-41530,0
2001-05-04,2200,2530,199990,6.53,74680,-73680,0
2001-05-07,2550,2500,136130,6.46,90,-90,0
2001-05-08,2500,2450,147340,6.33,30,-30,0
2001-05-09,2400,2450,186130,6.33,20,-20,0
2001-05-10,2430,2650,100340,6.84,720,-720,0
2001-05-11,2700,2540,63160,6.56,40,-40,0
2001-05-14,2540,2560,90100,6.61,30,-30,0
2001-05-15,2560,2450,63720,6.33,20,-20,0
2001-05-16,2400,2410,85800,6.22,30,-30,0
2001-05-17,2400,2500,35750,6.46,0,0,0
2001-05-18,2500,2600,76410,6.71,0,0,0
2001-05-21,2730,2990,119140,7.72,2010,-10,0
2001-05-22,2900,2890,199460,7.46,70,-70,0
2001-05-23,2670,2460,263990,6.35,20,-20,0
2001-05-24,2550,2825,56970,7.29,-230,-610,0
2001-05-25,3245,3245,210530,8.38,-19880,-20,-100
2001-05-28,3670.0,3730.0,224860.0,9.63,1040,-40,0
2001-05-29,3890.0,3200.0,128490.0,8.26,50,-50,0
2001-05-30,3490.0,3680.0,134730.0,9.5,30140,-28740,0
2001-05-31,3750.0,3600.0,114340.0,9.3,22940,-22940,0
2001-06-01,3600.0,3550.0,152460.0,9.16,0,0,0
2001-06-04,3550.0,3550.0,0.0,9.16,0,0,0
2001-06-05,3025.0,3300.0,169580.0,8.52,-1200,1200,0
2001-06-07,3210.0,3050.0,93950.0,7.87,10,-10,0
2001-06-08,3090.0,3505.0,68020.0,9.05,-1360,1360,0
2001-06-11,3890.0,3750.0,71720.0,9.68,26450,-26450,0
2001-06-12,3700.0,3650.0,28070.0,9.42,10,-10,0
2001-06-13,3710.0,3900.0,72740.0,10.07,230,-230,0
2001-06-14,3755.0,4200.0,69670.0,10.84,1040,-1040,0
2001-06-15,4200.0,4100.0,45780.0,10.59,10,-10,0
2001-06-18,4010.0,4020.0,33030.0,10.38,30,-30,0
2001-06-19,4100.0,4000.0,21480.0,10.33,10,-10,0
2001-06-20,4000.0,3850.0,27960.0,9.94,10,-10,0
2001-06-21,3855.0,3700.0,28600.0,9.55,20,-20,0
2001-06-22,3700.0,3710.0,33170.0,9.58,12000,0,-12000
2001-06-25,3700.0,3795.0,22910.0,9.8,20,-20,0
2001-06-26,3800.0,3620.0,114970.0,9.35,2100,-2100,0
2001-06-27,3560.0,3250.0,55820.0,8.39,20,-20,0
2001-06-28,3150.0,3400.0,22150.0,8.78,20,-20,0
2001-06-29,3500.0,3400.0,27430.0,8.78,0,0,0
2001-07-02,3400.0,3400.0,16820.0,8.78,0,0,0
2001-07-03,3400.0,3380.0,15850.0,8.73,10,-10,0
2001-07-04,3370.0,3200.0,36680.0,8.26,0,0,0
2001-07-05,3200.0,3100.0,31460.0,8.01,2640,0,0
2001-07-06,3100.0,3200.0,17190.0,8.26,20,-20,0
2001-07-09,2965.0,3050.0,23370.0,7.87,0,0,0
2001-07-10,3000.0,3050.0,23860.0,7.87,20,-20,0
2001-07-11,3050.0,3400.0,35710.0,8.78,0,0,0
2001-07-12,3200.0,3250.0,30040.0,8.39,2620,0,0
2001-07-13,3280.0,3250.0,18700.0,8.39,10,-10,0
2001-07-16,3600.0,3350.0,14430.0,8.65,1740,0,0
2001-07-18,3300.0,3100.0,15920.0,8.01,0,0,0
2001-07-19,3000.0,3060.0,27260.0,7.9,20,-20,0
2001-07-20,3200.0,3100.0,8030.0,8.01,0,0,0
2001-07-23,2920.0,3000.0,19550.0,7.75,380,0,0
2001-07-24,2910.0,2800.0,16210.0,7.23,270,0,0
2001-07-25,2820.0,3210.0,47370.0,8.29,1250,0,0
2001-07-26,3190.0,3200.0,4180.0,8.26,0,0,0
2001-07-27,3200.0,2850.0,10310.0,7.36,370,0,0
2001-07-30,2930.0,3150.0,9480.0,8.13,0,0,0
2001-07-31,3160.0,3140.0,9820.0,8.11,0,0,0
2001-08-01,3250.0,3100.0,13490.0,8.01,0,0,0
2001-08-02,3110.0,3100.0,3720.0,8.01,300,0,0
2001-08-03,3060.0,3050.0,7530.0,7.87,0,0,0
2001-08-06,3100.0,3000.0,41190.0,7.75,0,0,0
2001-08-07,3000.0,3000.0,10190.0,7.75,330,0,0
2001-08-08,2920.0,3100.0,16460.0,8.01,20,-20,0
2001-08-09,3100.0,3100.0,13140.0,8.01,0,0,0
2001-08-10,3100.0,3120.0,13040.0,8.06,0,0,0
2001-08-13,3200.0,3100.0,8880.0,8.01,0,0,0
2001-08-14,3100.0,3120.0,37760.0,8.06,0,0,0
2001-08-16,3060.0,3100.0,22230.0,8.01,4000,0,0
2001-08-17,3100.0,3150.0,19220.0,8.13,12070,-10,0
2001-08-20,3155.0,3155.0,14150.0,8.15,0,0,0
2001-08-21,3155.0,3155.0,15170.0,8.15,-250,0,0
2001-08-22,3625.0,3625.0,63210.0,9.36,0,0,0
2001-08-23,4160.0,4165.0,146080.0,10.75,20,-20,0
2001-08-24,4080.0,4200.0,163120.0,10.84,50,-50,0
2001-08-27,4200.0,3570.0,58440.0,9.22,0,0,0
2001-08-28,3710.0,3400.0,100340.0,8.78,20,-50,30
2001-08-29,3300.0,3395.0,18810.0,8.77,0,0,0
2001-08-30,3400.0,3400.0,16830.0,8.78,0,0,0
2001-08-31,3210.0,3300.0,20330.0,8.52,0,0,0
2001-09-03,3550.0,3500.0,5050.0,9.04,30,-30,0
2001-09-04,3500.0,3700.0,11990.0,9.55,0,0,0
2001-09-05,3550.0,3600.0,20090.0,9.3,30,0,-30
2001-09-06,3610.0,3600.0,29400.0,9.3,20,-20,0
2001-09-07,3500.0,3590.0,19000.0,9.27,0,0,0
2001-09-10,3475.0,3430.0,22550.0,8.86,0,0,0
2001-09-11,3350.0,3390.0,3330.0,8.75,0,0,0
2001-09-12,2885.0,2885.0,36850.0,7.45,0,0,0
2001-09-13,2565.0,2810.0,21690.0,7.25,10,-10,0
2001-09-14,2830.0,2900.0,21190.0,7.49,0,0,0
2001-09-17,2665.0,2700.0,12710.0,6.97,0,0,0
2001-09-18,2900.0,2750.0,9880.0,7.1,0,0,0
2001-09-19,2800.0,2700.0,14130.0,6.97,0,0,0
2001-09-20,2620.0,2700.0,6930.0,6.97,0,0,0
2001-09-21,2700.0,2910.0,18350.0,7.51,0,0,0
2001-09-24,2900.0,2810.0,16390.0,7.25,-980,-20,1000
2001-09-25,2810.0,2710.0,6150.0,7.0,0,0,0
2001-09-26,2800.0,2800.0,12130.0,7.23,-1000,0,1000
2001-09-27,2600.0,2870.0,28780.0,7.41,1910,-10,-1900
2001-09-28,3000.0,2900.0,27880.0,7.49,130,-30,-100
2001-10-04,3200.0,3200.0,22760.0,8.26,-3980,-20,0
2001-10-05,3130.0,3100.0,13100.0,8.01,-2000,0,2000
2001-10-08,3150.0,3150.0,5890.0,8.13,2000,0,-2000
2001-10-09,3160.0,3150.0,16580.0,8.13,0,0,0
2001-10-10,3145.0,3420.0,76190.0,8.83,-30,30,0
2001-10-11,3500.0,3410.0,20240.0,8.8,0,0,0
2001-10-12,3400.0,3490.0,7820.0,9.01,10,-10,0
2001-10-15,3500.0,3510.0,34830.0,9.06,10,-10,0
2001-10-16,3600.0,3680.0,18170.0,9.5,0,0,0
2001-10-17,3700.0,3710.0,8980.0,9.58,10,-10,0
2001-10-18,3750.0,3690.0,20880.0,9.53,4000,0,0
2001-10-19,3750.0,3720.0,14260.0,9.61,0,0,0
2001-10-22,3725.0,3810.0,21950.0,9.84,0,0,0
2001-10-23,3840.0,4200.0,46030.0,10.84,-3470,3470,0
2001-10-24,4050.0,3950.0,62890.0,10.2,6790,-6790,0
2001-10-25,4080.0,3800.0,6530.0,9.81,80,-80,0
2001-10-26,3710.0,3750.0,21490.0,9.68,210,-210,0
2001-10-29,3700.0,3905.0,16410.0,10.08,10,-10,0
2001-10-30,3900.0,3950.0,9440.0,10.2,10,-10,0
2001-10-31,3900.0,3980.0,21890.0,10.28,0,0,0
2001-11-01,4000.0,4000.0,31730.0,10.33,160,-160,0
2001-11-02,4000.0,3995.0,14450.0,10.31,10,-10,0
2001-11-05,4590.0,4030.0,16740.0,10.4,10,-10,0
2001-11-06,4000.0,4195.0,15610.0,10.83,10,-10,0
2001-11-07,4200.0,4000.0,14900.0,10.33,10,-10,0
2001-11-08,3850.0,4000.0,24370.0,10.33,0,0,0
2001-11-09,4100.0,4490.0,56380.0,11.59,20,-20,0
2001-11-12,4450.0,4700.0,29540.0,12.14,730,0,0
2001-11-13,4650.0,4800.0,26030.0,12.39,-990,-10,1000
2001-11-14,4700.0,4500.0,32940.0,11.62,-290,-10,300
2001-11-15,4650.0,4770.0,35320.0,12.31,30,-30,0
2001-11-16,4700.0,4650.0,29600.0,12.0,10,-10,0
2001-11-19,4710.0,4850.0,38790.0,12.52,0,0,0
2001-11-20,5000.0,4500.0,34440.0,11.62,0,0,0
2001-11-21,4700.0,4950.0,23040.0,12.78,1030,-10,-1020
2001-11-22,5000.0,4800.0,30990.0,12.39,280,0,-280
2001-11-23,4650.0,4595.0,40540.0,11.86,10,-10,0
2001-11-26,4365.0,4100.0,86240.0,10.59,0,0,0
2001-11-27,3900.0,3950.0,39630.0,10.2,-2950,-50,0
2001-11-28,4050.0,3880.0,20400.0,10.02,10,-10,0
2001-11-29,3870.0,3970.0,19770.0,10.25,0,0,0
2001-11-30,4100.0,3980.0,26960.0,10.28,3000,0,0
2001-12-03,4060.0,3925.0,6700.0,10.14,10,-10,0
2001-12-04,3925.0,3820.0,14320.0,9.86,0,0,0
2001-12-05,3850.0,3700.0,29610.0,9.55,80,-80,0
2001-12-06,3800.0,3850.0,20070.0,9.94,0,0,0
2001-12-07,4000.0,4000.0,16750.0,10.33,10,-10,0
2001-12-10,3900.0,3900.0,14000.0,10.07,10,-10,0
2001-12-11,3980.0,3940.0,10310.0,10.17,0,0,0
2001-12-12,3990.0,3900.0,18910.0,10.07,0,0,0
2001-12-13,3900.0,3900.0,21060.0,10.07,10,-10,0
2001-12-14,3900.0,4030.0,19610.0,10.4,20,-20,0
2001-12-17,4000.0,4300.0,33540.0,11.1,-2780,-20,0
2001-12-18,4110.0,4200.0,22680.0,10.84,10,-10,0
2001-12-19,4475.0,4350.0,11380.0,11.23,40,-40,0
2001-12-20,4300.0,4500.0,31150.0,11.62,0,0,0
2001-12-21,4400.0,4200.0,23390.0,10.84,0,0,0
2001-12-24,4000.0,3895.0,16000.0,10.06,10,-10,0
2001-12-26,3900.0,4000.0,8620.0,10.33,0,0,0
2001-12-27,4000.0,4070.0,1720.0,10.51,0,0,0
2001-12-28,4090.0,4300.0,24000.0,11.1,0,0,0
2002-01-02,4290.0,4130.0,10420.0,,0,0,0
2002-01-03,4100.0,4270.0,11250.0,,10,-10,0
2002-01-04,4110.0,4240.0,16050.0,,10,-10,0
2002-01-07,4250.0,4130.0,26430.0,,0,0,0
2002-01-08,4140.0,4100.0,19910.0,,0,0,0
2002-01-09,4095.0,4005.0,23580.0,,0,0,0
2002-01-10,4150.0,3945.0,27480.0,,10,-10,0
2002-01-11,3980.0,4200.0,29107.0,,10,-10,0
2002-01-14,4500.0,4290.0,18780.0,,10,-10,0
2002-01-15,4250.0,4200.0,16825.0,,18,-18,0
2002-01-16,4200.0,4240.0,26690.0,,0,0,0
2002-01-17,4030.0,4300.0,24415.0,,0,0,0
2002-01-18,4200.0,4200.0,11590.0,,20,-20,0
2002-01-21,4100.0,4045.0,49225.0,,0,0,0
