Symbol,아이에스동서_시가(원),아이에스동서_종가(원),아이에스동서_거래량(주),아이에스동서_PER(IFRS-연결),아이에스동서_순매수수량(개인)(주),아이에스동서_순매수수량(기관계)(주),아이에스동서_순매수수량(외국인계)(주)
2004-07-08,11500.0,11000.0,16030.0,1.62,0,0,0
2004-07-09,11000.0,11150.0,4270.0,1.64,1000,0,-1000
2004-07-12,11000.0,11200.0,1330.0,1.65,700,0,-700
2004-07-13,11000.0,11200.0,7420.0,1.65,-4350,4350,0
2004-07-14,10800.0,11200.0,1760.0,1.65,-750,750,0
2004-07-15,11200.0,11200.0,7550.0,1.65,-6530,6530,0
2004-07-16,11200.0,11700.0,15223.0,1.72,-4970,4970,0
2004-07-19,11400.0,11700.0,6310.0,1.72,-2180,2180,0
2004-07-20,11700.0,11650.0,5490.0,1.71,-2000,2000,0
2004-07-21,11650.0,11600.0,29080.0,1.7,15150,2350,-17500
2004-07-22,11400.0,11700.0,163.0,1.72,0,0,0
2004-07-23,11950.0,11600.0,3820.0,1.7,0,0,0
2004-07-26,11600.0,11400.0,12080.0,1.67,0,0,0
2004-07-27,11700.0,11550.0,970.0,1.7,10,-10,0
2004-07-28,11300.0,11450.0,3060.0,1.68,0,0,0
2004-07-29,11550.0,11500.0,830.0,1.69,0,0,0
2004-07-30,11450.0,11350.0,9130.0,1.67,0,0,0
2004-08-02,11500.0,11500.0,10.0,1.69,0,0,0
2004-08-03,11000.0,11000.0,3180.0,1.62,-900,0,0
2004-08-04,10700.0,11000.0,3990.0,1.62,0,0,0
2004-08-05,11000.0,10900.0,18260.0,1.6,3200,0,0
2004-08-06,10700.0,11150.0,2691.0,1.64,160,0,0
2004-08-09,10900.0,11100.0,5564.0,1.63,0,0,0
2004-08-10,11100.0,11200.0,2570.0,1.65,0,0,0
2004-08-11,10900.0,11150.0,2330.0,1.64,0,0,0
2004-08-12,10950.0,11000.0,1190.0,1.62,0,0,0
2004-08-13,10900.0,11000.0,5670.0,1.62,0,0,0
2004-08-16,10750.0,10900.0,3750.0,1.6,0,0,0
2004-08-17,11100.0,11050.0,4860.0,1.62,10,-10,0
2004-08-18,11050.0,11000.0,4691.0,1.62,0,0,0
2004-08-19,11000.0,11300.0,3450.0,1.66,10,-10,0
2004-08-20,11000.0,11250.0,3800.0,1.65,0,0,0
2004-08-23,11000.0,11000.0,6550.0,1.62,0,0,0
2004-08-24,10900.0,10950.0,3080.0,1.61,0,0,0
2004-08-25,10950.0,10800.0,2920.0,1.59,0,0,0
2004-08-26,10800.0,10800.0,5130.0,1.59,3040,-10,0
2004-08-27,10850.0,10800.0,4050.0,1.59,-2000,2000,0
2004-08-30,10650.0,10800.0,5370.0,1.59,2470,0,-2470
2004-08-31,10750.0,10750.0,7181.0,1.58,3840,1160,-5000
2004-09-01,10800.0,10750.0,5580.0,1.58,0,0,0
2004-09-02,10650.0,10950.0,5360.0,1.61,0,0,0
2004-09-03,10950.0,11650.0,33969.0,1.71,3010,-3010,0
2004-09-06,11300.0,12050.0,12270.0,1.77,0,0,0
2004-09-07,12050.0,12200.0,11256.0,1.79,90,-90,0
2004-09-08,12000.0,12350.0,110370.0,1.81,45270,0,0
2004-09-09,12350.0,12000.0,24030.0,1.76,-500,0,0
2004-09-10,11850.0,12000.0,10250.0,1.76,320,-10,0
2004-09-13,11950.0,12200.0,69950.0,1.79,53000,0,0
2004-09-14,12150.0,12200.0,59420.0,1.79,45000,-2000,0
2004-09-15,12000.0,12250.0,31700.0,1.8,10290,6710,0
2004-09-16,12050.0,12250.0,7055.0,1.8,0,0,0
2004-09-17,12300.0,12000.0,8170.0,1.76,0,0,0
2004-09-20,12200.0,12200.0,9020.0,1.79,10,-10,0
2004-09-21,11950.0,11950.0,14880.0,1.76,0,0,0
2004-09-22,11850.0,12000.0,15300.0,1.76,0,0,0
2004-09-23,12000.0,11950.0,11730.0,1.76,0,0,0
2004-09-24,11900.0,12200.0,14557.0,1.79,6200,-6200,0
2004-09-30,12100.0,12300.0,5330.0,1.81,0,0,0
2004-10-01,12400.0,12300.0,4790.0,1.81,0,0,0
2004-10-04,12150.0,12300.0,18718.0,1.81,11550,0,0
2004-10-05,12350.0,12500.0,20433.0,1.84,3,-3,0
2004-10-06,12500.0,12750.0,27050.0,1.87,8010,-10,0
2004-10-07,12800.0,12700.0,3728.0,1.87,0,0,0
2004-10-08,12700.0,12850.0,15400.0,1.89,2740,-2740,0
2004-10-11,12950.0,12950.0,15280.0,1.9,4110,-10,0
2004-10-12,13250.0,12950.0,25080.0,1.9,5870,0,0
2004-10-13,12650.0,12850.0,7050.0,1.89,400,0,0
2004-10-14,12850.0,12750.0,2940.0,1.87,300,0,0
2004-10-15,12400.0,12600.0,8520.0,1.85,1600,0,0
2004-10-18,12500.0,12400.0,6511.0,1.82,0,0,0
2004-10-19,12550.0,12700.0,17910.0,1.87,2900,-1600,0
2004-10-20,12800.0,12500.0,14130.0,1.84,2300,-1500,0
2004-10-21,12500.0,12450.0,12330.0,1.83,620,-10,0
2004-10-22,12450.0,12500.0,7310.0,1.84,1620,0,0
2004-10-25,12400.0,12400.0,7470.0,1.82,0,0,0
2004-10-26,12500.0,12400.0,6240.0,1.82,980,0,0
2004-10-27,12800.0,11950.0,34790.0,1.76,3790,-2000,0
2004-10-28,11900.0,11300.0,19180.0,1.66,0,0,0
2004-10-29,11100.0,11350.0,7150.0,1.67,0,0,0
2004-11-01,11350.0,11400.0,2410.0,1.67,-2000,2000,0
2004-11-02,11100.0,11450.0,4420.0,1.68,0,0,0
2004-11-03,11450.0,11450.0,4460.0,1.68,0,0,0
2004-11-04,11200.0,11450.0,9820.0,1.68,-1000,1000,0
2004-11-05,11200.0,11450.0,3420.0,1.68,0,0,0
2004-11-08,11500.0,11600.0,9520.0,1.7,0,0,0
2004-11-09,11600.0,11500.0,3810.0,1.69,0,0,0
2004-11-10,11200.0,11650.0,4860.0,1.71,0,0,0
2004-11-11,11600.0,11550.0,8260.0,1.7,20,-20,0
2004-11-12,11500.0,11750.0,38350.0,1.73,-10000,11000,0
2004-11-15,11600.0,11600.0,10400.0,1.7,0,0,0
2004-11-16,11400.0,11450.0,3420.0,1.68,410,0,0
2004-11-17,11500.0,11450.0,6450.0,1.68,2470,0,0
2004-11-18,11700.0,11300.0,20500.0,1.66,10,-10,0
2004-11-19,11550.0,11350.0,9940.0,1.67,0,0,0
2004-11-22,11550.0,11350.0,5370.0,1.67,0,0,0
2004-11-23,11450.0,11350.0,2140.0,1.67,0,0,0
2004-11-24,11200.0,11300.0,12030.0,1.66,0,0,0
2004-11-25,11500.0,11650.0,128930.0,1.71,6000,-4000,0
2004-11-26,11900.0,11200.0,69220.0,1.65,9840,-9840,0
2004-11-29,11500.0,11500.0,39350.0,1.69,11000,-11000,0
2004-11-30,11150.0,11150.0,27710.0,1.64,13000,-13000,0
2004-12-01,11000.0,11100.0,13370.0,1.63,-1140,-10,0
2004-12-02,11100.0,10750.0,27322.0,1.58,-750,-100,0
2004-12-03,10900.0,10700.0,19651.0,1.57,0,0,0
2004-12-06,10700.0,10700.0,6200.0,1.57,0,0,0
2004-12-07,10450.0,10500.0,10402.0,1.54,0,0,0
2004-12-08,10300.0,10500.0,7820.0,1.54,0,0,0
2004-12-09,10300.0,10500.0,15220.0,1.54,0,0,0
2004-12-10,10350.0,10350.0,12730.0,1.52,0,0,0
2004-12-13,10200.0,10000.0,9413.0,1.47,3,-3,0
2004-12-14,10000.0,9900.0,22090.0,1.45,-200,0,0
2004-12-15,9900.0,9600.0,71163.0,1.41,-947,-3,0
2004-12-16,9580.0,9590.0,18350.0,1.41,-300,0,0
2004-12-17,9620.0,9600.0,58619.0,1.41,8620,-8620,0
2004-12-20,11000.0,11000.0,1137.0,1.62,7,-7,0
2004-12-21,11350.0,11400.0,313514.0,1.67,-206910,210360,0
2004-12-22,11450.0,11350.0,106995.0,1.67,-45710,47340,0
2004-12-23,11400.0,11350.0,109610.0,1.67,-89530,91530,0
2004-12-24,11350.0,11400.0,168923.0,1.67,-136420,166420,0
2004-12-27,11350.0,11350.0,98250.0,1.67,-88940,48940,0
2004-12-28,11350.0,11350.0,354583.0,1.67,-307370,262740,0
2004-12-29,11350.0,11350.0,74190.0,1.67,-71030,71030,0
2004-12-30,11350.0,11400.0,43110.0,1.67,-43080,43080,0
2005-01-03,11400.0,11400.0,44120.0,48.29,-41520,41520,0
2005-01-04,11350.0,11350.0,36130.0,48.09,-31060,31060,0
2005-01-05,11350.0,11400.0,61321.0,48.29,-61251,61251,0
2005-01-06,11400.0,11400.0,55530.0,48.29,-46400,46400,0
2005-01-07,11400.0,11450.0,77690.0,48.51,-74240,76240,0
2005-01-10,11450.0,11400.0,31390.0,48.29,-28074,29774,0
2005-01-11,11350.0,11050.0,12591.0,46.8,159,-159,0
2005-01-12,11000.0,11350.0,11240.0,48.09,30,-30,0
2005-01-13,12400.0,11100.0,6330.0,47.03,10,-10,0
2005-01-14,11050.0,11250.0,790.0,47.66,0,0,0
2005-01-17,11050.0,11250.0,1266.0,47.66,0,0,0
2005-01-18,11200.0,11250.0,1540.0,47.66,10,-10,0
2005-01-19,10900.0,11200.0,6790.0,47.45,0,0,0
2005-01-20,11400.0,11550.0,6179.0,48.92,-2230,0,0
2005-01-21,11800.0,12350.0,9840.0,52.32,-359,-21,0
2005-01-24,12200.0,12350.0,2890.0,52.32,-390,0,0
2005-01-25,12000.0,11600.0,2909.0,49.14,0,0,0
2005-01-26,11600.0,12000.0,3190.0,50.84,0,0,0
2005-01-27,12100.0,12000.0,2320.0,50.84,10,-10,0
2005-01-28,12000.0,11650.0,5650.0,49.35,0,0,0
2005-01-31,11150.0,11600.0,4230.0,49.14,0,0,0
2005-02-01,11250.0,11500.0,1580.0,48.72,0,0,0
2005-02-02,11400.0,11400.0,2370.0,48.29,0,0,0
2005-02-03,11250.0,11250.0,2470.0,47.66,0,0,0
2005-02-04,11250.0,11300.0,7670.0,47.86,20,-20,0
2005-02-07,11200.0,11300.0,1800.0,47.86,0,0,0
2005-02-11,11300.0,11850.0,1667.0,50.2,80,-80,0
2005-02-14,11600.0,11350.0,3290.0,48.09,0,0,0
2005-02-15,11350.0,11600.0,12700.0,49.14,20,-20,0
2005-02-16,11600.0,11950.0,19680.0,50.63,-9180,0,9180
2005-02-17,11800.0,11650.0,3186.0,49.35,3,-3,0
2005-02-18,11650.0,11800.0,2970.0,49.98,0,0,0
2005-02-21,11550.0,11700.0,1450.0,49.57,0,0,0
2005-02-22,11500.0,11500.0,5550.0,48.72,0,0,0
2005-02-23,11450.0,11250.0,5190.0,47.66,20,-20,0
2005-02-24,11350.0,11600.0,8040.0,49.14,0,0,0
2005-02-25,11350.0,11600.0,8680.0,49.14,0,0,0
2005-02-28,11650.0,11600.0,4600.0,49.14,0,0,0
2005-03-02,11750.0,11800.0,6250.0,49.98,0,0,0
2005-03-03,11800.0,11750.0,940.0,49.78,0,0,0
2005-03-04,11550.0,11850.0,10530.0,50.2,6,-6,0
2005-03-07,11850.0,11450.0,8735.0,48.51,0,0,0
2005-03-08,11800.0,11450.0,41600.0,48.51,0,0,0
2005-03-09,11400.0,11500.0,78087.0,48.72,0,0,0
2005-03-10,11600.0,11550.0,21633.0,48.92,0,0,0
2005-03-11,11600.0,11600.0,13470.0,49.14,0,0,0
2005-03-14,11600.0,11600.0,11180.0,49.14,10,-10,0
2005-03-15,11600.0,11600.0,20740.0,49.14,-10080,10550,0
2005-03-16,11600.0,11600.0,16340.0,49.14,-11450,11450,0
2005-03-17,11600.0,11600.0,30811.0,49.14,-19060,860,0
2005-03-18,11600.0,11600.0,11720.0,49.14,-7490,3490,0
2005-03-21,11750.0,11650.0,20813.0,49.35,-16240,100,0
2005-03-22,11700.0,11650.0,1400.0,49.35,-610,610,0
2005-03-23,11700.0,11750.0,16660.0,49.78,-4100,0,0
2005-03-24,11750.0,11800.0,11030.0,49.98,5000,-5000,0
2005-03-25,11700.0,11850.0,6330.0,50.2,-710,710,0
2005-03-28,11850.0,11700.0,1608.0,49.57,0,0,0
2005-03-29,11750.0,11750.0,2520.0,49.78,0,0,0
2005-03-30,11750.0,11800.0,4000.0,49.98,0,0,0
2005-03-31,11800.0,11850.0,3630.0,50.2,-1690,1690,0
2005-04-01,11800.0,11750.0,1380.0,49.78,0,0,0
2005-04-04,11700.0,11800.0,4010.0,49.98,-4000,4000,0
2005-04-06,11700.0,11700.0,39674.0,49.57,-38390,3000,0
2005-04-07,11700.0,11750.0,410.0,49.78,-100,-10,0
2005-04-08,11750.0,11700.0,2993.0,49.57,-2370,0,0
2005-04-11,11700.0,11800.0,12740.0,49.98,-11670,1330,0
2005-04-12,11750.0,11700.0,12298.0,49.57,-4410,9640,0
2005-04-13,11950.0,11750.0,3370.0,49.78,0,0,0
2005-04-14,11750.0,11750.0,1120.0,49.78,1080,0,0
2005-04-15,11850.0,11800.0,6560.0,49.98,0,0,0
2005-04-18,11750.0,11750.0,2950.0,49.78,0,0,0
2005-04-19,11750.0,11700.0,6762.0,49.57,0,0,0
2005-04-20,11750.0,11750.0,1155.0,49.78,0,0,0
2005-04-21,11750.0,11750.0,5650.0,49.78,0,0,0
2005-04-22,11800.0,11800.0,1075.0,49.98,0,0,0
2005-04-25,11800.0,11700.0,3340.0,49.57,0,0,0
2005-04-26,11750.0,11750.0,4150.0,49.78,-20,20,0
2005-04-27,11750.0,12000.0,4070.0,50.84,-2930,2930,0
2005-04-28,11700.0,11800.0,190.0,49.98,40,-40,0
2005-04-29,11650.0,11750.0,1570.0,49.78,0,0,0
2005-05-02,11900.0,11750.0,950.0,49.78,10,-10,0
2005-05-03,11700.0,11800.0,4420.0,49.98,-2060,0,0
2005-05-04,11800.0,12000.0,3410.0,50.84,-2870,0,2870
2005-05-06,11700.0,11800.0,510.0,49.98,0,0,0
2005-05-09,11800.0,11700.0,1692.0,49.57,-2,2,0
2005-05-10,11550.0,11700.0,1150.0,49.57,-990,-10,0
2005-05-11,11750.0,11750.0,10910.0,49.78,-4900,4900,0
2005-05-12,11550.0,11600.0,3183.0,49.14,3,-3,0
2005-05-13,11500.0,11700.0,702.0,49.57,-600,0,0
2005-05-16,11650.0,11900.0,5330.0,50.41,0,0,0
2005-05-17,11700.0,11900.0,540.0,50.41,20,-20,0
2005-05-18,11750.0,11900.0,19680.0,50.41,6500,-9500,0
2005-05-19,11650.0,11950.0,6890.0,50.63,-3390,0,0
2005-05-20,11950.0,11950.0,0.0,50.63,0,0,0
2005-05-23,11950.0,11950.0,0.0,50.63,0,0,0
2005-05-24,11950.0,11950.0,0.0,50.63,0,0,0
2005-05-25,11950.0,11950.0,0.0,50.63,0,0,0
2005-05-26,11950.0,11950.0,0.0,50.63,0,0,0
2005-05-27,11950.0,11950.0,0.0,50.63,0,0,0
2005-05-30,11950.0,11950.0,0.0,50.63,0,0,0
2005-05-31,11950.0,11950.0,0.0,50.63,0,0,0
2005-06-01,11950.0,11950.0,0.0,50.63,0,0,0
2005-06-02,11950.0,11950.0,0.0,50.63,0,0,0
2005-06-03,11950.0,11950.0,0.0,50.63,0,0,0
2005-06-07,13700.0,13700.0,0.0,58.04,0,0,0
2005-06-08,15750.0,15750.0,0.0,66.72,0,0,0
2005-06-09,18100.0,18100.0,0.0,76.68,0,0,0
2005-06-10,20800.0,20800.0,0.0,88.11,0,0,0
2005-06-13,23900.0,23900.0,0.0,101.24,0,0,0
2005-06-14,27450.0,27450.0,0.0,116.29,0,0,0
2005-06-15,31550.0,31550.0,0.0,133.67,0,0,0
2005-06-16,36250.0,36250.0,0.0,153.56,0,0,0
2005-06-17,41650.0,41650.0,21.0,176.44,10,-10,0
2005-06-20,47850.0,47850.0,11.0,202.71,0,0,0
2005-06-21,55000.0,55000.0,99.0,232.99,30,0,0
2005-06-22,63200.0,63200.0,70.0,267.74,0,0,0
2005-06-23,72600.0,72600.0,110.0,307.56,50,0,0
2005-06-24,83400.0,83400.0,9455.0,353.32,1300,0,0
2005-06-27,95800.0,83400.0,10447.0,353.32,160,0,0
2005-06-28,85000.0,95900.0,9954.0,406.27,500,-20,0
2005-06-29,100000.0,98500.0,8696.0,417.27,1590,-30,0
2005-06-30,93500.0,88800.0,4800.0,376.19,-280,-20,0
2005-07-01,88800.0,94000.0,2964.0,398.21,-140,0,0
2005-07-04,91900.0,94000.0,2630.0,398.21,0,0,0
2005-07-05,108000.0,98000.0,3710.0,415.15,280,-20,0
2005-07-06,98000.0,112500.0,6892.0,476.58,398,-18,0
2005-07-07,114000.0,129000.0,5681.0,546.5,1440,-940,0
2005-07-08,148000.0,148000.0,6126.0,626.99,925,-325,0
2005-07-11,170000.0,170000.0,4386.0,720.18,400,-10,110
2005-07-12,170500.0,195500.0,21160.0,828.21,910,0,-110
2005-07-13,196000.0,187000.0,12342.0,792.2,-200,0,0
2005-07-14,187000.0,170000.0,5215.0,720.18,0,0,0
2005-07-15,161000.0,170500.0,8683.0,722.3,10,-10,0
2005-07-18,167500.0,158000.0,7945.0,669.35,0,0,0
2005-07-19,163000.0,181500.0,14134.0,768.9,500,-300,0
2005-07-20,195000.0,180000.0,9139.0,762.55,0,0,0
2005-07-21,186000.0,170500.0,13625.0,722.3,0,0,0
2005-07-22,172500.0,160000.0,8689.0,677.82,-98,-2,0
2005-07-25,154000.0,147000.0,7984.0,622.75,-80,0,0
2005-07-26,144000.0,165000.0,12981.0,699.0,-20,0,0
2005-07-27,160500.0,150000.0,6443.0,635.46,0,0,0
2005-07-28,146500.0,151000.0,4360.0,639.69,0,0,0
2005-07-29,151000.0,144000.0,3279.0,610.04,0,0,0
2005-08-01,143000.0,144000.0,3540.0,610.04,0,0,0
2005-08-02,151500.0,149500.0,2241.0,633.34,0,0,0
2005-08-03,146000.0,145500.0,2812.0,616.4,-40,0,40
2005-08-04,142500.0,141000.0,2230.0,597.33,0,0,0
2005-08-05,140000.0,140000.0,1339.0,593.1,0,0,0
2005-08-08,132500.0,128000.0,1412.0,542.26,0,0,0
2005-08-09,124000.0,147000.0,2726.0,622.75,50,0,0
2005-08-10,157000.0,169000.0,4895.0,715.95,150,0,0
2005-08-11,194000.0,187500.0,9853.0,794.32,1,-4,3
2005-08-12,189000.0,177000.0,3081.0,749.84,0,0,0
2005-08-16,177500.0,178500.0,4150.0,756.19,0,0,0
2005-08-17,174500.0,195000.0,7634.0,826.09,-4,0,4
2005-08-18,192500.0,199500.0,4758.0,845.15,0,0,0
2005-08-19,208000.0,218000.0,11922.0,923.52,-9,0,9
2005-08-22,213000.0,207000.0,4065.0,876.92,25,-10,-15
2005-08-23,202000.0,215500.0,3841.0,912.93,-32,0,32
2005-08-24,211500.0,208000.0,3500.0,881.16,-9,0,9
2005-08-25,205500.0,203000.0,4234.0,859.98,-17,0,17
2005-08-26,203000.0,207500.0,2912.0,879.04,704,-700,-4
2005-08-29,206000.0,213500.0,3476.0,904.46,2,0,-2
2005-08-30,211500.0,213500.0,1282.0,904.46,0,0,0
2005-08-31,223000.0,245500.0,6160.0,1040.02,-91,0,71
2005-09-01,282000.0,282000.0,1513.0,1194.64,0,0,0
2005-09-02,324000.0,260000.0,45573.0,1101.45,4512,-4372,5
2005-09-05,265000.0,241000.0,13910.0,1020.96,3055,-3055,0
2005-09-06,241500.0,250500.0,17422.0,1061.2,-48,48,0
2005-09-07,254000.0,251000.0,17119.0,1063.32,3454,-3474,0
2005-09-08,249000.0,240000.0,11364.0,1016.72,-48,-2,70
2005-09-09,240000.0,250000.0,8300.0,1059.08,665,-674,9
2005-09-12,255000.0,240000.0,12766.0,1016.72,3055,-3055,0
2005-09-13,237500.0,246000.0,11320.0,1042.14,2977,-2977,0
2005-09-14,250000.0,246000.0,39643.0,1042.14,18828,-18829,1
2005-09-15,68000.0,68000.0,39279.0,885.82,7640,-7640,0
2005-09-16,57800.0,57800.0,3070.0,752.95,100,-100,0
2005-09-20,49200.0,51000.0,161897.0,664.36,18850,-20260,1410
2005-09-21,51000.0,58600.0,90644.0,763.36,-179,-251,430
2005-09-22,66500.0,67300.0,51994.0,876.7,100,-40,-60
2005-09-23,71600.0,77300.0,48528.0,1006.97,303,-93,-210
2005-09-26,86000.0,88800.0,10007.0,1156.78,179,-79,-100
2005-09-27,102000.0,102000.0,4099.0,1328.74,60,-60,0
2005-09-28,117000.0,117000.0,79160.0,1524.13,963,-159,-804
2005-09-29,123000.0,134500.0,25180.0,1752.1,448,-50,-398
2005-09-30,148000.0,125000.0,74414.0,1628.35,43,-10,-33
2005-10-04,121000.0,106500.0,38148.0,1387.35,0,0,0
2005-10-05,110000.0,122000.0,32300.0,1589.27,-298,0,298
2005-10-06,104000.0,104000.0,84731.0,1354.79,6821,-6561,-280
2005-10-07,88500.0,88500.0,5413.0,1152.87,0,0,0
2005-10-10,75300.0,75300.0,11752.0,980.92,-20,0,20
2005-10-11,64100.0,64100.0,4194.0,835.01,0,0,0
2005-10-12,54500.0,54500.0,15831.0,709.96,100,-100,0
2005-10-13,46400.0,46400.0,61124.0,604.44,0,0,0
2005-10-14,39450.0,53300.0,1697421.0,694.32,100120,-100190,70
2005-10-17,57200.0,50000.0,819193.0,651.34,26976,-27736,760
2005-10-18,50100.0,45500.0,347132.0,592.71,250,-370,120
2005-10-19,43500.0,39450.0,367566.0,513.91,4601,-10061,5460
2005-10-20,39450.0,37300.0,292779.0,485.91,-4247,-553,4800
2005-10-21,36200.0,35000.0,290044.0,455.93,-3857,-223,4080
2005-10-24,36600.0,38700.0,350083.0,504.13,18189,-17309,-930
2005-10-25,38800.0,35350.0,224334.0,460.49,-3814,-116,3980
2005-10-26,35600.0,36300.0,208715.0,472.87,11601,-10061,-1840
2005-10-27,36500.0,35150.0,136170.0,457.88,4338,-5438,1400
2005-10-28,34800.0,34000.0,100108.0,442.91,-6380,-20,6400
2005-10-31,34000.0,31600.0,128829.0,411.65,500,-530,-120
2005-11-01,31700.0,31900.0,134608.0,415.56,13790,-15120,1180
2005-11-02,32400.0,31900.0,187284.0,415.56,3960,-7130,3190
2005-11-03,32000.0,36650.0,349146.0,477.43,50156,-49106,-1270
2005-11-04,39450.0,36100.0,542394.0,470.26,3880,-1990,-1800
2005-11-07,36100.0,34350.0,206041.0,447.47,2870,110,-2870
2005-11-08,34550.0,34250.0,169329.0,446.17,-850,-270,1120
2005-11-09,33600.0,35000.0,327960.0,455.93,3030,-20,-3010
2005-11-10,34600.0,33800.0,120132.0,440.31,30,-30,0
2005-11-11,33850.0,33800.0,144589.0,440.31,-990,-90,720
2005-11-14,33900.0,34200.0,151928.0,445.52,10,-10,0
2005-11-15,34400.0,35400.0,322403.0,461.14,977,-7,-1000
2005-11-16,35100.0,34150.0,137415.0,444.87,207,-27,0
2005-11-17,33800.0,33500.0,135865.0,436.4,20,-150,130
2005-11-18,33500.0,33350.0,96253.0,434.44,-160,0,160
2005-11-21,33350.0,33150.0,108835.0,431.83,281,9,-290
2005-11-22,33200.0,32850.0,99861.0,427.92,-587,-73,1020
2005-11-23,33150.0,32600.0,129714.0,424.66,1010,-1010,0
2005-11-24,32650.0,32450.0,113047.0,422.71,-200,-50,250
2005-11-25,32300.0,32500.0,174912.0,423.36,10050,-10030,-10
2005-11-28,32500.0,32250.0,101596.0,420.12,5010,-5010,0
2005-11-29,32200.0,31250.0,113544.0,407.09,-850,-10,1000
2005-11-30,31500.0,30850.0,131755.0,401.87,9170,-12120,2950
2005-12-01,30650.0,30850.0,101221.0,401.87,-1625,-15,1640
2005-12-02,31000.0,32000.0,434670.0,416.86,31800,-30010,-1790
2005-12-05,32050.0,31600.0,175098.0,411.65,-840,-70,910
2005-12-06,31950.0,31550.0,111698.0,411.0,1088,-8,-1080
2005-12-07,31500.0,30750.0,104797.0,400.57,30,-30,0
2005-12-08,30650.0,30150.0,95793.0,392.75,180,0,-180
2005-12-09,30600.0,29650.0,123494.0,386.25,10,-10,0
2005-12-12,29600.0,28850.0,90178.0,375.82,-403,-7,330
2005-12-13,28600.0,27400.0,205815.0,356.92,-590,-70,740
2005-12-14,27300.0,27600.0,107070.0,359.53,60,-40,-20
2005-12-15,27800.0,28200.0,199412.0,367.35,0,0,0
2005-12-16,27100.0,29800.0,428650.0,388.19,202,-22,-180
2005-12-19,31500.0,30750.0,190008.0,400.57,-1048,-22,1070
2005-12-20,30550.0,29650.0,116614.0,386.25,-630,-50,680
2005-12-21,29050.0,29050.0,99533.0,378.43,40,-20,-20
2005-12-22,28800.0,27900.0,743461.0,363.44,25895,327785,-680
2005-12-23,27800.0,27050.0,178430.0,352.38,89372,-59972,600
2005-12-26,27800.0,27850.0,247236.0,362.79,50392,-6772,1380
2005-12-27,27850.0,26900.0,510194.0,350.43,92820,-16040,-1780
2005-12-28,25300.0,23750.0,259731.0,309.39,11064,-11724,660
2005-12-29,23750.0,21100.0,532208.0,274.87,141350,-69170,2110
2006-01-02,22500.0,22000.0,179958.0,28.44,3680,-1410,-2270
2006-01-03,21600.0,21000.0,165875.0,27.15,-4020,-2100,6120
2006-01-04,21300.0,24150.0,492629.0,31.22,5310,-1710,-3600
2006-01-05,23800.0,24100.0,235317.0,31.15,-31910,34780,-3180
2006-01-06,24550.0,24900.0,288197.0,32.19,-7300,-7060,-530
2006-01-09,24900.0,24700.0,145709.0,31.93,379,-340,161
2006-01-10,24700.0,23600.0,112187.0,30.51,177,-7,-170
2006-01-11,23050.0,22900.0,81148.0,29.6,650,-1030,380
2006-01-12,22700.0,23550.0,106421.0,30.44,-13548,12348,1200
2006-01-13,23050.0,23250.0,65830.0,30.06,-13580,12970,1110
2006-01-16,23400.0,23950.0,91329.0,30.96,-24778,24708,-610
2006-01-17,24000.0,24000.0,215925.0,31.03,4800,1540,-1160
2006-01-18,24300.0,23950.0,169030.0,30.96,-26460,29440,-2980
2006-01-19,23950.0,24000.0,96005.0,31.03,170,0,-790
2006-01-20,24000.0,22550.0,139474.0,29.15,-7740,8740,0
2006-01-23,21000.0,21000.0,109599.0,27.15,-44990,45190,0
2006-01-24,21100.0,22000.0,96864.0,28.44,-15286,15286,0
2006-01-25,22300.0,21300.0,102250.0,27.53,15580,-21640,6060
2006-01-26,21650.0,21300.0,61150.0,27.53,5366,-8026,2660
2006-01-27,21800.0,21800.0,84859.0,28.18,12500,-13830,1240
2006-01-31,22000.0,24000.0,253293.0,31.03,-1476,-364,1840
2006-02-01,24000.0,22300.0,127299.0,28.83,-890,1210,-2070
2006-02-02,24000.0,24300.0,250495.0,31.41,5600,-100,-5060
2006-02-03,23600.0,22950.0,109823.0,29.67,-390,3810,-3420
2006-02-06,22100.0,23000.0,79669.0,29.73,-10250,9800,-10
2006-02-07,22500.0,22150.0,55136.0,28.63,-300,300,0
2006-02-08,21700.0,21700.0,66157.0,28.05,-13620,-10,330
2006-02-09,22150.0,21850.0,50340.0,28.25,-7120,7910,-330
2006-02-10,21850.0,23150.0,96194.0,29.93,-16510,15620,890
2006-02-13,23250.0,22350.0,48883.0,28.89,-2220,2540,1080
2006-02-14,21950.0,22700.0,43335.0,29.34,-9750,120,9630
2006-02-15,22750.0,22400.0,162610.0,28.96,-2200,2000,200
2006-02-16,22600.0,23600.0,93413.0,30.51,-60,120,-60
2006-02-17,23750.0,22600.0,79718.0,29.21,5018,-28,-5190
2006-02-20,22700.0,22400.0,63574.0,28.96,-5530,2100,2970
2006-02-21,22500.0,22700.0,57720.0,29.34,-7890,1000,4890
2006-02-22,22600.0,22700.0,67719.0,29.34,-740,0,740
2006-02-23,23000.0,22650.0,66942.0,29.28,-1520,10,1950
2006-02-24,22650.0,23150.0,90851.0,29.93,-10320,5560,4550
2006-02-27,23450.0,23600.0,88081.0,30.51,-1970,10,1770
2006-02-28,23500.0,23500.0,63700.0,30.38,7072,-32,-6830
2006-03-02,23950.0,24800.0,935634.0,32.06,141910,-100030,-1610
