Symbol,두산_시가(원),두산_종가(원),두산_거래량(주),두산_PER(IFRS-연결),두산_순매수수량(개인)(주),두산_순매수수량(기관계)(주),두산_순매수수량(외국인계)(주)
2002-12-17,10650.0,10800.0,302743.0,,28733,-41230,380
2002-12-18,10700.0,10850.0,1508010.0,,-27919,1315020,0
2002-12-20,10800.0,10650.0,141230.0,,59990,-5670,-50000
2002-12-23,10550.0,9940.0,146390.0,,-6590,13670,0
2002-12-24,9770.0,9480.0,110760.0,,25160,-15290,0
2002-12-26,9400.0,9130.0,179830.0,,64210,-55040,0
2002-12-27,8900.0,8950.0,147760.0,,26880,-16040,-2700
2002-12-30,8810.0,8800.0,117830.0,,-21470,24550,-3000
2003-01-02,8760.0,9200.0,172160.0,,-8200,39880,-680
2003-01-03,9300.0,9500.0,132760.0,,-12540,23350,-210
2003-01-06,9510.0,9370.0,52793.0,,14883,-4510,-283
2003-01-07,9540.0,9500.0,117790.0,,-19420,20020,-400
2003-01-08,9400.0,9550.0,69260.0,,-30188,30288,0
2003-01-09,9350.0,9480.0,99530.0,,-14870,25250,-9340
2003-01-10,9380.0,9450.0,197960.0,,-72270,76670,160
2003-01-13,9210.0,9510.0,116020.0,,-85630,85430,80
2003-01-14,9490.0,9400.0,40777.0,,3046,-3246,120
2003-01-15,9330.0,9220.0,80060.0,,8950,-10040,1370
2003-01-16,9160.0,9220.0,40840.0,,-6250,6050,200
2003-01-17,9060.0,9050.0,31490.0,,3070,-3400,240
2003-01-20,8920.0,8900.0,43680.0,,-500,420,80
2003-01-21,8820.0,8980.0,35600.0,,1520,-430,-1000
2003-01-22,8760.0,8690.0,59536.0,,-7960,8350,-390
2003-01-23,8690.0,8750.0,54936.0,,-20239,19410,560
2003-01-24,8850.0,8620.0,26240.0,,-2180,-490,2500
2003-01-27,8300.0,8150.0,67784.0,,12620,-12000,0
2003-01-28,8000.0,8170.0,40931.0,,-839,839,0
2003-01-29,8120.0,7700.0,73710.0,,4440,-3450,-800
2003-01-30,7720.0,7950.0,37030.0,,1120,-910,-210
2003-02-03,7830.0,7900.0,35279.0,,3363,-3323,-40
2003-02-04,7950.0,7900.0,55550.0,,35090,-34010,-1080
2003-02-05,7830.0,7880.0,23992.0,,441,-441,0
2003-02-06,7810.0,7700.0,75699.0,,10130,-10010,0
2003-02-07,7620.0,7530.0,78120.0,,-4960,5270,-270
2003-02-10,7540.0,7470.0,41970.0,,-4380,4380,0
2003-02-11,7500.0,7300.0,44850.0,,4080,-4480,400
2003-02-12,7220.0,7400.0,33424.0,,-6006,6286,-280
2003-02-13,7350.0,7310.0,49896.0,,1040,6250,-6410
2003-02-14,7310.0,7330.0,27700.0,,4810,-4630,40
2003-02-17,7500.0,7660.0,71569.0,,-2940,5440,1400
2003-02-18,7660.0,7600.0,28790.0,,-3240,3240,0
2003-02-19,7650.0,7500.0,54893.0,,2730,-3410,680
2003-02-20,7480.0,7430.0,30012.0,,340,-340,0
2003-02-21,7430.0,7390.0,26010.0,,3540,-3540,0
2003-02-24,7750.0,8490.0,322871.0,,-20580,17340,1160
2003-02-25,8800.0,8800.0,569024.0,,41290,-25090,200
2003-02-26,9100.0,8240.0,155445.0,,-1090,770,320
2003-02-27,7910.0,7900.0,111291.0,,5020,-5220,280
2003-02-28,7740.0,7990.0,110690.0,,-23610,15400,8210
2003-03-03,7890.0,8090.0,61680.0,,-13210,23160,600
2003-03-04,7940.0,7840.0,42150.0,,4560,-4560,0
2003-03-05,7510.0,7340.0,57010.0,,600,-730,-190
2003-03-06,7480.0,7280.0,50092.0,,-1480,1580,0
2003-03-07,7010.0,7140.0,78590.0,,-17810,17520,290
2003-03-10,6930.0,6990.0,74605.0,,-3080,2080,0
2003-03-11,6750.0,6760.0,50383.0,,-7090,7010,0
2003-03-12,7100.0,7000.0,67913.0,,-12550,12250,0
2003-03-13,7050.0,7100.0,74640.0,,-10540,15000,-5480
2003-03-14,7340.0,7100.0,83790.0,,-5030,5030,0
2003-03-17,7000.0,6600.0,80950.0,,1850,-1850,0
2003-03-18,6790.0,6910.0,73160.0,,-11160,9510,3010
2003-03-19,6830.0,6910.0,36195.0,,80,-5040,5040
2003-03-20,7010.0,7310.0,115500.0,,7210,-7290,0
2003-03-21,7350.0,7500.0,82210.0,,-25980,25980,0
2003-03-24,7510.0,7400.0,56240.0,,-11770,11880,-110
2003-03-25,7030.0,7090.0,37910.0,,-16700,17340,-640
2003-03-26,7150.0,7100.0,33443.0,,863,-1463,600
2003-03-27,7110.0,6980.0,38130.0,,25070,-20470,400
2003-03-28,6950.0,7270.0,69630.0,,13470,-18560,90
2003-03-31,7250.0,7200.0,1382552.0,,-24280,300102,1760
2003-04-01,7300.0,7030.0,66280.0,,28110,-6200,-280
2003-04-02,7060.0,7030.0,69871.0,,5150,-4070,0
2003-04-03,7150.0,7000.0,70890.0,,14570,-15430,360
2003-04-04,6980.0,7050.0,66090.0,,13874,-15624,1270
2003-04-07,7150.0,7330.0,137256.0,,-7358,5418,1940
2003-04-08,7230.0,7360.0,119791.0,,-5000,130,2180
2003-04-09,7250.0,7160.0,59842.0,,8771,-6821,680
2003-04-10,7110.0,7190.0,66732.0,,8752,-20400,11568
2003-04-11,7320.0,8230.0,513990.0,,35390,-16450,-50
2003-04-14,8270.0,8230.0,258000.0,,19370,-7740,1600
2003-04-15,8280.0,8610.0,272233.0,,-33090,47040,800
2003-04-16,8770.0,9100.0,301752.0,,10000,-11100,190
2003-04-17,9000.0,9100.0,101048.0,,11200,-11740,540
2003-04-18,9320.0,9100.0,150691.0,,37170,-37700,790
2003-04-21,8910.0,8810.0,121715.0,,-3160,4220,-150
2003-04-22,8560.0,8350.0,138376.0,,15010,-14970,160
2003-04-23,8540.0,8570.0,248338.0,,-4602,3642,870
2003-04-24,8550.0,8750.0,123528.0,,10171,-10301,190
2003-04-25,8950.0,7860.0,231560.0,,21490,-37080,1060
2003-04-28,7610.0,7900.0,88510.0,,-6970,7210,0
2003-04-29,8050.0,8390.0,94430.0,,-6090,11090,2520
2003-04-30,8410.0,8290.0,89840.0,,5710,-8090,3290
2003-05-02,8400.0,8250.0,102820.0,,44330,-41570,-1990
2003-05-06,8250.0,8100.0,146185.0,,50200,-17380,-37720
2003-05-07,8150.0,8150.0,210592.0,,53370,-38480,-14200
2003-05-09,8090.0,8240.0,149016.0,,44110,-40430,0
2003-05-12,8490.0,8750.0,285420.0,,9580,-27330,19080
2003-05-13,8880.0,8550.0,195600.0,,19410,-22190,190
2003-05-14,8480.0,8850.0,136310.0,,-9870,8680,-400
2003-05-15,9450.0,9800.0,1224790.0,,-47150,-29690,76990
2003-05-16,9450.0,9050.0,417986.0,,850,-32070,27200
2003-05-19,8990.0,8560.0,182950.0,,21600,-23570,0
2003-05-20,8310.0,8710.0,124816.0,,-6580,5550,-190
