Symbol,LS_시가(원),LS_종가(원),LS_거래량(주),LS_PER(IFRS-연결),LS_순매수수량(개인)(주),LS_순매수수량(기관계)(주),LS_순매수수량(외국인계)(주)
2006-03-27,33300.0,33000.0,63529.0,9.9,-550,-20750,4480
2006-03-28,32800.0,32800.0,47870.0,9.84,-4352,-7198,10380
2006-03-29,32800.0,33650.0,75290.0,10.09,-18160,13960,6550
2006-03-30,33700.0,35000.0,150330.0,10.5,-24861,-11519,44570
2006-03-31,35150.0,36000.0,184053.0,10.8,-11100,-9790,86710
2006-04-03,35800.0,36100.0,88040.0,10.83,-7020,-12700,29730
2006-04-04,35800.0,35600.0,81650.0,10.68,25070,-38750,5940
2006-04-05,35600.0,35650.0,113341.0,10.69,22710,-61510,35530
2006-04-06,36550.0,37300.0,151210.0,11.19,-19498,-39142,58590
2006-04-07,37300.0,38800.0,189420.0,11.64,-7145,-42055,59140
2006-04-10,39000.0,38800.0,118093.0,11.64,25405,-18815,5030
2006-04-11,38800.0,37600.0,66912.0,11.28,36470,-27400,-9050
2006-04-12,37650.0,38100.0,104039.0,11.43,-15430,-3580,13670
2006-04-13,38100.0,38600.0,50641.0,11.58,810,-6830,2470
2006-04-14,38800.0,38900.0,68250.0,11.67,11057,-11457,-5250
2006-04-17,38400.0,37800.0,84975.0,11.34,30778,-33118,2370
2006-04-18,37200.0,36850.0,97540.0,11.05,7480,7300,-18250
2006-04-19,37100.0,36700.0,78110.0,11.01,9200,-21050,21020
2006-04-20,37250.0,36600.0,120820.0,10.98,45910,-56680,16970
2006-04-21,37000.0,36500.0,175970.0,10.95,49760,-81400,27010
2006-04-24,36650.0,35700.0,111120.0,10.71,38180,-53080,14990
2006-04-25,35450.0,36600.0,239737.0,10.98,-31630,-37220,40670
2006-04-26,37500.0,38000.0,221324.0,11.4,-29136,36,22810
2006-04-27,38350.0,39000.0,248414.0,11.7,-40829,18859,-10300
2006-04-28,39000.0,39000.0,237550.0,11.7,-11280,9400,58480
2006-05-02,39000.0,38450.0,256806.0,11.53,35446,-496,-35550
2006-05-03,38450.0,40500.0,196929.0,12.15,-62985,-3515,68180
2006-05-04,40000.0,41700.0,86940.0,12.51,-14370,20840,-7810
2006-05-08,41750.0,42500.0,99490.0,12.75,-35700,25350,13540
2006-05-09,42600.0,42500.0,109397.0,12.75,-9627,-28513,35540
2006-05-10,43000.0,40750.0,124293.0,12.22,13300,14680,-18610
2006-05-11,41100.0,44000.0,123334.0,13.2,-13700,10470,-910
2006-05-12,43500.0,44200.0,157620.0,13.26,40193,-9413,-39440
2006-05-15,44200.0,42500.0,65399.0,12.75,21928,-22448,1580
2006-05-16,42500.0,37500.0,439434.0,11.25,149224,-161654,50480
2006-05-17,37600.0,37250.0,389394.0,11.17,144570,-159160,15990
2006-05-18,36000.0,36000.0,220058.0,10.8,51250,-30680,-11460
2006-05-19,35800.0,36350.0,206162.0,10.9,11572,-35782,32150
2006-05-22,36700.0,35900.0,180463.0,10.77,-8670,-25210,24790
2006-05-23,35300.0,36000.0,115711.0,10.8,-26213,40033,-25310
2006-05-24,36400.0,35900.0,130770.0,10.77,11179,45501,-27490
2006-05-25,35700.0,32650.0,260764.0,9.79,68625,-25645,-50050
2006-05-26,33300.0,34850.0,190499.0,10.45,-16289,19619,-5950
2006-05-29,35000.0,33450.0,248816.0,10.03,82323,20697,-116460
2006-05-30,33600.0,32300.0,321017.0,9.69,52890,127110,-203010
2006-06-01,32200.0,31000.0,355312.0,9.3,-1886,45526,-54940
2006-06-02,31700.0,31200.0,242409.0,9.36,26740,75460,-103800
2006-06-05,31200.0,30000.0,308770.0,9.0,72470,75390,-147210
2006-06-07,29300.0,28150.0,265529.0,8.44,50436,-1686,-47390
2006-06-08,28200.0,27700.0,485872.0,8.31,9631,189929,-210110
2006-06-09,28500.0,29000.0,349054.0,8.7,94527,43163,-134160
2006-06-12,28900.0,28400.0,563091.0,8.52,87071,125829,-213100
2006-06-13,27800.0,26900.0,592358.0,8.07,68420,168960,-274240
2006-06-14,26800.0,28800.0,881952.0,8.64,-1200,439370,-474570
2006-06-15,29400.0,30900.0,970860.0,9.27,-152021,588951,-453070
2006-06-16,31750.0,32100.0,355792.0,9.63,-102175,102015,5030
2006-06-19,32100.0,31450.0,171915.0,9.43,-32902,106122,-60550
2006-06-20,31450.0,29800.0,200263.0,8.94,24240,69120,-71660
2006-06-21,29850.0,30000.0,173696.0,9.0,19390,38530,-58920
2006-06-22,30600.0,30700.0,145290.0,9.21,-16686,80906,-64870
2006-06-23,30700.0,29800.0,145156.0,8.94,12470,78360,-62430
2006-06-26,29700.0,30000.0,120133.0,9.0,4969,24211,-17810
2006-06-27,30150.0,30400.0,174141.0,9.12,-440,53730,-57550
2006-06-28,29250.0,30500.0,141304.0,9.15,-21800,65610,-43930
2006-06-29,30500.0,32450.0,183890.0,9.73,-48550,56520,-53680
2006-06-30,33100.0,33500.0,290521.0,10.05,-36571,60351,-35080
2006-07-03,33250.0,32200.0,146319.0,9.66,62939,2501,-54520
2006-07-04,32500.0,31300.0,211211.0,9.39,56360,6830,-63170
2006-07-05,30500.0,31000.0,145090.0,9.3,-1588,18958,-17660
2006-07-06,30700.0,31100.0,156574.0,9.33,284,71446,-72550
2006-07-07,31500.0,32400.0,252797.0,9.72,-22846,112096,-90390
2006-07-10,32050.0,32500.0,269866.0,9.75,66140,90340,-158590
2006-07-11,32400.0,33800.0,318780.0,10.14,-25921,100451,-93320
2006-07-12,33500.0,33800.0,321376.0,10.14,-72830,114260,-53310
2006-07-13,33600.0,35000.0,280812.0,10.5,-73924,100484,-54220
2006-07-14,34100.0,34900.0,163084.0,10.47,-31873,39913,-13070
2006-07-18,34200.0,32900.0,269438.0,9.87,59743,49247,-123240
2006-07-19,32900.0,32800.0,230281.0,9.84,7961,-15521,9900
2006-07-20,33600.0,33450.0,230572.0,10.03,8342,37368,-51490
2006-07-21,32900.0,33000.0,100288.0,9.9,19422,18078,-39180
2006-07-24,32800.0,33050.0,69360.0,9.91,-4010,9150,-3960
2006-07-25,33500.0,33350.0,141467.0,10.0,1495,53095,-48000
2006-07-26,33500.0,32500.0,168662.0,9.75,30089,8081,-37290
2006-07-27,32500.0,33000.0,140891.0,9.9,-30719,35759,-2360
2006-07-28,32650.0,34100.0,110590.0,10.23,-26632,20582,8440
2006-07-31,34600.0,33700.0,147799.0,10.11,10501,2659,4550
2006-08-01,33750.0,32850.0,102358.0,9.85,6870,2330,-8830
2006-08-02,32850.0,33350.0,84932.0,10.0,-11410,18180,-2170
2006-08-03,33400.0,33500.0,45720.0,10.05,-4025,-1295,5400
2006-08-04,33600.0,35300.0,383969.0,10.59,-44742,-33558,131360
2006-08-07,35700.0,34200.0,139065.0,10.26,63171,-9181,-53450
2006-08-08,34000.0,34950.0,154180.0,10.48,-34214,33104,-1860
2006-08-09,34600.0,35150.0,110265.0,10.54,-5915,11785,-6390
2006-08-10,35200.0,34750.0,112900.0,10.42,10809,-11229,-2530
2006-08-11,34500.0,33750.0,143198.0,10.12,34713,-5073,-2220
2006-08-14,33300.0,33450.0,108220.0,10.03,5778,8552,-5280
2006-08-16,33900.0,33450.0,152090.0,10.03,22800,16480,-34980
2006-08-17,33550.0,32950.0,158587.0,9.88,42170,-24280,-21590
2006-08-18,32700.0,32400.0,201041.0,9.72,84397,-62387,-5260
2006-08-21,32450.0,32200.0,187439.0,9.66,21585,-41055,5680
2006-08-22,32400.0,33400.0,157266.0,10.02,-10944,31624,-3090
2006-08-23,33000.0,33200.0,142060.0,9.96,22050,-8040,-14500
2006-08-24,32750.0,32500.0,155644.0,9.75,44391,-55151,22490
2006-08-25,32750.0,32950.0,143312.0,9.88,15673,-12923,-7390
2006-08-28,33000.0,32250.0,136738.0,9.67,46551,-40661,-6190
2006-08-29,32400.0,32600.0,149400.0,9.78,33060,-9700,-25790
2006-08-30,32400.0,31900.0,276078.0,9.57,125558,-94238,-19550
2006-08-31,32100.0,32200.0,273371.0,9.66,52656,-24056,-29240
2006-09-01,32400.0,32250.0,105027.0,9.67,-11499,7209,3950
2006-09-04,32400.0,32400.0,110384.0,9.72,15820,3010,-11810
2006-09-05,32400.0,32150.0,160664.0,9.64,37959,-16989,-29980
2006-09-06,32300.0,32400.0,159369.0,9.72,59988,-24668,-36410
2006-09-07,32200.0,32000.0,125726.0,9.6,22696,-22316,-2820
2006-09-08,31900.0,32300.0,160981.0,9.69,-15651,-34119,35500
2006-09-11,32500.0,32300.0,192880.0,9.69,-28793,-23237,51210
2006-09-12,32200.0,31450.0,221370.0,9.43,83293,-53713,-20880
2006-09-13,31750.0,30600.0,465127.0,9.18,130254,-139826,4520
2006-09-14,30600.0,31450.0,300970.0,9.43,-27314,56896,-61180
2006-09-15,31000.0,31200.0,142893.0,9.36,29041,-19571,-23480
2006-09-18,31250.0,31500.0,131723.0,9.45,9672,-14262,-270
2006-09-19,31500.0,31700.0,117064.0,9.51,-5059,-4261,8500
2006-09-20,31500.0,31000.0,144240.0,9.3,56786,-32356,-20890
2006-09-21,31250.0,31100.0,191454.0,9.33,40905,-27415,-12370
2006-09-22,30850.0,30650.0,72861.0,9.19,-11791,5341,7200
2006-09-25,30850.0,31500.0,157256.0,9.45,-38141,33851,14400
2006-09-26,31500.0,31250.0,73855.0,9.37,10356,-7836,-9150
2006-09-27,31150.0,32150.0,306981.0,9.64,-97690,94170,-6650
2006-09-28,32300.0,34400.0,697085.0,10.32,-374370,154180,-5890
2006-09-29,34400.0,35000.0,382550.0,10.5,-182803,228193,-39810
2006-10-02,35000.0,35700.0,259985.0,10.71,-77213,77843,-23000
2006-10-04,35000.0,35300.0,114448.0,10.59,-14244,23794,-19700
2006-10-09,34800.0,33500.0,203047.0,10.05,-36928,33008,-3370
2006-10-10,33800.0,34700.0,262857.0,10.41,-72579,40869,54510
2006-10-11,34700.0,36000.0,497677.0,10.8,-47818,-32522,-32030
2006-10-12,36400.0,36400.0,169330.0,10.92,-40935,63375,-9730
2006-10-13,36650.0,37450.0,270920.0,11.23,-66856,16246,24580
2006-10-16,37600.0,37700.0,160082.0,11.31,-68749,-17191,79600
2006-10-17,38200.0,37800.0,179808.0,11.34,-29237,-673,31140
2006-10-18,37500.0,38200.0,90880.0,11.46,-21060,-8080,19410
2006-10-19,38450.0,38900.0,126828.0,11.67,-24843,44323,-19030
2006-10-20,38800.0,38800.0,75120.0,11.64,-13774,9204,2330
2006-10-23,38800.0,38850.0,61473.0,11.65,-24880,-3040,26480
2006-10-24,38850.0,38100.0,108520.0,11.43,-12816,-7374,15020
2006-10-25,38100.0,38650.0,167060.0,11.59,-31138,1398,14280
2006-10-26,38900.0,38750.0,127536.0,11.62,-6529,15189,18050
2006-10-27,39100.0,39600.0,109079.0,11.88,-17292,31578,-1506
2006-10-30,39650.0,39100.0,46598.0,11.73,-4341,-309,690
2006-10-31,39500.0,39600.0,67310.0,11.88,-12106,9746,15070
2006-11-01,39700.0,40500.0,102881.0,12.15,-23126,13626,17090
2006-11-02,40000.0,40550.0,49402.0,12.16,-7670,700,5790
2006-11-03,40500.0,40200.0,87611.0,12.06,17078,-15508,5110
2006-11-06,40100.0,39500.0,105336.0,11.85,24497,-33597,5870
2006-11-07,39500.0,39150.0,128501.0,11.74,14190,8980,-34080
2006-11-08,39150.0,39100.0,154823.0,11.73,14047,-49267,40210
2006-11-09,39000.0,38600.0,412380.0,11.58,108364,-108986,10540
2006-11-10,38550.0,37800.0,269229.0,11.34,60814,-2984,360
2006-11-13,38000.0,36600.0,353839.0,10.98,170588,-113668,-10840
2006-11-14,36650.0,36850.0,267106.0,11.05,118276,-140974,33630
2006-11-15,36950.0,36300.0,194235.0,10.89,62314,-69924,3790
2006-11-16,36700.0,38000.0,344734.0,11.4,40006,-64756,23910
2006-11-17,38250.0,38150.0,194735.0,11.44,27566,-21726,5360
2006-11-20,38050.0,37000.0,194137.0,11.1,36049,-15969,-9480
2006-11-21,37100.0,38000.0,228019.0,11.4,2356,-17026,25310
2006-11-22,38200.0,38050.0,196487.0,11.41,80634,-50794,5700
2006-11-23,38000.0,37900.0,154781.0,11.37,2246,-1396,230
2006-11-24,37800.0,37200.0,152577.0,11.16,12389,29721,-1310
2006-11-27,37200.0,36950.0,149359.0,11.08,33577,-29377,20370
2006-11-28,36950.0,38350.0,240785.0,11.5,-44726,15796,36040
2006-11-29,38100.0,39700.0,752485.0,11.91,-10842,16752,-180
2006-11-30,39550.0,39550.0,205781.0,11.86,-30154,42334,-5600
2006-12-01,39900.0,39000.0,255656.0,11.7,5770,-9730,9560
2006-12-04,39000.0,39450.0,94019.0,11.83,15300,-10150,410
2006-12-05,39800.0,38950.0,642840.0,11.68,33765,-28473,-2412
2006-12-06,39050.0,38400.0,96811.0,11.52,-26291,32931,-7950
2006-12-07,38400.0,38400.0,118748.0,11.52,-18544,-826,24550
2006-12-08,38400.0,38350.0,99656.0,11.5,-15721,-27889,41930
2006-12-11,38550.0,38250.0,87990.0,11.47,-9890,-14600,22070
2006-12-12,38250.0,37100.0,123146.0,11.13,20686,-22886,3750
2006-12-13,36750.0,37700.0,120632.0,11.31,5449,-28829,29180
2006-12-14,37550.0,38300.0,236211.0,11.49,23120,-57260,39250
2006-12-15,38500.0,38500.0,164225.0,11.55,19943,6715,462
2006-12-18,38750.0,38500.0,172580.0,11.55,6239,-12077,21250
2006-12-19,38350.0,39150.0,143734.0,11.74,-29094,27314,16990
2006-12-20,39250.0,39350.0,134746.0,11.8,2094,5646,-5910
2006-12-21,39000.0,38600.0,99950.0,11.58,40578,-32408,-8230
2006-12-22,38600.0,38950.0,73380.0,11.68,-17911,-4879,17860
2006-12-26,38650.0,38950.0,454199.0,11.68,-4913,18410,3750
2006-12-27,38600.0,38000.0,78487.0,11.4,26919,-24049,-2570
2006-12-28,38050.0,38400.0,152146.0,11.52,-44867,35447,8940
2007-01-02,38700.0,37500.0,66740.0,5.49,22923,-27023,4640
2007-01-03,37300.0,36550.0,123040.0,5.35,44495,-45945,1780
2007-01-04,36500.0,35050.0,230154.0,5.13,124490,-63304,-44010
2007-01-05,35400.0,34800.0,184208.0,5.1,19920,-45330,2050
2007-01-08,35000.0,34400.0,93429.0,5.04,17882,-20372,1270
2007-01-09,34400.0,34650.0,107730.0,5.07,25160,-37480,-1310
2007-01-10,34700.0,34000.0,136422.0,4.98,54800,-24660,-29580
2007-01-11,34000.0,34200.0,137515.0,5.01,39816,-58326,17350
2007-01-12,34700.0,35200.0,97299.0,5.16,5288,-10858,-4990
2007-01-15,35200.0,35000.0,105048.0,5.13,31380,-50250,19100
2007-01-16,35000.0,34250.0,95403.0,5.02,40613,-28750,-8940
2007-01-17,34300.0,33900.0,96890.0,4.96,17940,-29210,13230
2007-01-18,33900.0,34400.0,111034.0,5.04,5824,-36457,30410
2007-01-19,34450.0,34600.0,213151.0,5.07,-46190,-7830,88770
2007-01-22,34600.0,33250.0,197233.0,4.87,74653,-36593,-11010
2007-01-23,33050.0,32350.0,286249.0,4.74,125380,-15690,-80270
2007-01-24,32300.0,32900.0,199490.0,4.82,42985,35955,-62460
2007-01-25,33300.0,33300.0,131921.0,4.88,35695,6375,-42290
2007-01-26,33000.0,32800.0,165888.0,4.8,47218,5082,-42020
2007-01-29,33200.0,33000.0,220200.0,4.83,21222,23128,-40440
2007-01-30,33300.0,33450.0,95870.0,4.9,19940,-28610,12980
2007-01-31,33600.0,33300.0,146095.0,4.88,3785,-2465,2730
2007-02-01,33700.0,34450.0,210161.0,5.05,-22762,-7178,50860
2007-02-02,34600.0,34800.0,122082.0,5.1,19324,-21314,11840
2007-02-05,34800.0,34550.0,142056.0,5.06,14461,-73951,60750
2007-02-06,34400.0,33700.0,278921.0,4.94,111061,10380,-83140
2007-02-07,33900.0,33500.0,222033.0,4.91,83687,-40057,-18530
2007-02-08,33550.0,33200.0,288930.0,4.86,89816,-40566,-88640
2007-02-09,33100.0,33350.0,192971.0,4.88,20185,14655,-36740
2007-02-12,33100.0,33100.0,157906.0,4.85,26526,-14346,-8300
2007-02-13,32800.0,33600.0,219354.0,4.92,34874,-19454,-16820
2007-02-14,33650.0,34000.0,156722.0,4.98,-17364,51492,-36028
2007-02-15,34200.0,33850.0,99531.0,4.96,20607,-11751,4474
2007-02-16,33800.0,34800.0,205987.0,5.1,-48935,-11435,71480
2007-02-20,34800.0,34350.0,97218.0,5.03,33258,-33308,8300
2007-02-21,34500.0,34800.0,178620.0,5.1,-29633,-38391,80164
2007-02-22,34950.0,34800.0,115580.0,5.1,370,-15960,20690
2007-02-23,34800.0,34850.0,185090.0,5.1,-2238,-6782,16520
2007-02-26,34600.0,34750.0,160720.0,5.09,5467,-21777,5260
2007-02-27,35100.0,35200.0,291779.0,5.16,11429,-30709,-19500
2007-02-28,33450.0,34200.0,259348.0,5.01,-28619,-11951,49820
2007-03-02,34200.0,34650.0,137007.0,5.07,-22425,-3415,37700
2007-03-05,34300.0,34100.0,186881.0,4.99,-16550,53030,-24100
2007-03-06,34100.0,34200.0,128517.0,5.01,26753,-14013,15160
2007-03-07,34400.0,35000.0,233339.0,5.13,-34983,27931,25830
2007-03-08,35000.0,36500.0,423004.0,5.35,-177552,106694,75560
2007-03-09,36600.0,37000.0,285902.0,5.42,-115758,113748,7530
2007-03-12,37150.0,37000.0,155451.0,5.42,-45522,5602,35430
2007-03-13,37050.0,37000.0,117664.0,5.42,-15443,12513,6420
2007-03-14,36350.0,36850.0,133804.0,5.4,-42244,32754,5610
2007-03-15,37000.0,38200.0,288974.0,5.59,-99294,108094,-14480
2007-03-16,38200.0,38400.0,193087.0,5.62,-76015,66125,-22030
2007-03-19,38800.0,38450.0,162770.0,5.63,-60537,1997,48610
2007-03-20,38600.0,39000.0,197866.0,5.71,-92313,17863,74780
2007-03-21,38850.0,39000.0,135643.0,5.71,-28147,7057,8300
2007-03-22,39050.0,39900.0,223732.0,5.84,-83050,83550,-3450
2007-03-23,39700.0,40100.0,160422.0,5.87,-26167,25297,-1600
2007-03-26,40900.0,41600.0,268055.0,6.09,-105497,39287,-16900
2007-03-27,41750.0,40950.0,211285.0,6.0,-20654,69564,-78800
2007-03-28,40900.0,40200.0,213566.0,5.89,-47677,30287,6250
2007-03-29,39550.0,41050.0,248694.0,6.01,-42640,66270,-36600
2007-03-30,41400.0,41150.0,149085.0,6.03,-25693,48433,-7530
2007-04-02,40750.0,41000.0,216920.0,6.0,-25544,51274,-1960
2007-04-03,40800.0,41300.0,181118.0,6.05,-23564,49984,-16930
2007-04-04,41500.0,41900.0,224202.0,6.14,-31377,737,7510
2007-04-05,42900.0,43750.0,441390.0,6.41,-121649,120109,-60460
2007-04-06,44100.0,45500.0,335567.0,6.66,-104863,43013,-25180
2007-04-09,47000.0,46650.0,367140.0,6.83,-51533,-23077,-26930
2007-04-10,46700.0,46500.0,230935.0,6.81,-14869,12209,23200
2007-04-11,46650.0,45500.0,206978.0,6.66,916,-39686,-6070
2007-04-12,45000.0,45450.0,215598.0,6.66,14132,-58722,42110
2007-04-13,45450.0,45650.0,170977.0,6.69,-7478,11238,-18140
2007-04-16,47400.0,48700.0,202023.0,7.13,-49789,2599,10500
2007-04-17,49600.0,48900.0,268837.0,7.16,-41249,-14871,-25470
2007-04-18,48900.0,50100.0,267915.0,7.34,-59216,23456,-3930
2007-04-19,50100.0,50400.0,203465.0,7.38,6359,-32377,22912
2007-04-20,51000.0,53400.0,243413.0,7.82,-47451,-5611,39696
2007-04-23,54500.0,55300.0,362276.0,8.1,1117,75123,-125442
2007-04-24,56000.0,55100.0,185734.0,8.07,24424,-61511,54809
2007-04-25,54800.0,52200.0,345473.0,7.65,85766,-102506,19639
2007-04-26,52600.0,49300.0,384004.0,7.22,149081,-185460,46778
2007-04-27,50200.0,49000.0,281897.0,7.18,73531,-66551,17860
2007-04-30,49050.0,51200.0,162409.0,7.5,-30218,20958,14450
2007-05-02,51500.0,53400.0,266953.0,7.82,-34113,11822,1081
2007-05-03,54400.0,52500.0,375336.0,7.69,-55813,84744,-93911
2007-05-04,53300.0,55000.0,254495.0,8.06,-68480,126357,-71948
2007-05-07,55400.0,54600.0,134545.0,8.0,-20069,7593,10008
2007-05-08,54200.0,54500.0,428144.0,7.98,-44959,71154,17173
2007-05-09,54700.0,54600.0,183092.0,8.0,-15012,18135,-25994
2007-05-10,54600.0,53900.0,298666.0,7.89,56775,37213,-95908
2007-05-11,53000.0,56800.0,573952.0,8.32,42862,112253,-277259
2007-05-14,57400.0,56500.0,258649.0,8.27,-17444,-29424,40739
2007-05-15,56300.0,51900.0,329132.0,7.6,20122,-36408,37556
2007-05-16,52600.0,54000.0,196550.0,7.91,10828,-43628,33407
2007-05-17,55000.0,56900.0,191098.0,8.33,-24017,5831,16412
2007-05-18,56900.0,56700.0,214966.0,8.3,-27573,-20006,20844
2007-05-21,55400.0,56300.0,114660.0,8.25,13464,-12340,-634
2007-05-22,56500.0,58000.0,191054.0,8.49,-4201,-6191,11370
2007-05-23,58800.0,59200.0,261604.0,8.67,-39561,2521,36430
2007-05-25,58500.0,60500.0,137045.0,8.86,-36855,36364,791
2007-05-28,60500.0,60300.0,89337.0,8.83,20769,-22610,2241
2007-05-29,59800.0,61200.0,142591.0,8.96,-10143,7975,-186
2007-05-30,60600.0,61500.0,146960.0,9.01,-35297,6649,188
2007-05-31,61500.0,65500.0,230813.0,9.59,-34637,65014,-35780
2007-06-01,64900.0,64400.0,191724.0,9.43,25367,-30356,4872
2007-06-04,64000.0,62300.0,212966.0,9.12,88705,-52729,-22720
2007-06-05,63500.0,62900.0,453711.0,9.21,28105,168624,-237934
2007-06-07,63000.0,66700.0,267487.0,9.77,-55996,-11597,67146
2007-06-08,66700.0,66000.0,131582.0,9.67,-14986,12727,-6851
2007-06-11,66200.0,67500.0,236687.0,9.89,-17335,-98440,126958
2007-06-12,66800.0,67700.0,187430.0,9.92,-5065,-64918,73222
2007-06-13,67700.0,67000.0,122571.0,9.81,-6674,-83,6395
2007-06-14,67200.0,69700.0,194208.0,10.21,-65187,64961,-463
2007-06-15,68900.0,71000.0,127336.0,10.4,-7252,-7653,10805
2007-06-18,71000.0,70900.0,69199.0,10.38,9425,762,-12030
2007-06-19,70800.0,70900.0,69464.0,10.38,8407,-4361,-4883
2007-06-20,71000.0,69900.0,112050.0,10.24,-5562,6094,-11264
2007-06-21,69700.0,70500.0,79357.0,10.33,-20155,14684,4857
2007-06-22,69600.0,67400.0,64754.0,9.87,17372,-16546,-5216
2007-06-25,66700.0,63400.0,222915.0,9.29,26806,-5666,-10006
2007-06-26,62900.0,63300.0,249570.0,9.27,-6726,10161,-10769
2007-06-27,62100.0,61600.0,105786.0,9.02,19656,-15259,-20929
2007-06-28,62100.0,63400.0,156522.0,9.29,-989,8717,-7021
2007-06-29,64400.0,64800.0,316082.0,9.49,-27376,35999,-621
2007-07-02,64500.0,65100.0,65634.0,9.53,-2822,10655,-9592
2007-07-03,65500.0,66000.0,107237.0,9.67,13026,9589,-32346
2007-07-04,66800.0,69500.0,179641.0,10.18,-17426,-15729,30442
2007-07-05,70000.0,79500.0,320697.0,11.64,-99463,-19434,96482
2007-07-06,77800.0,76100.0,229069.0,11.15,6958,30292,-34672
2007-07-09,75300.0,78600.0,173484.0,11.51,-6669,-19659,14983
2007-07-10,78600.0,77000.0,68415.0,11.28,3292,-10525,9015
2007-07-11,77000.0,78100.0,128834.0,11.44,-7007,-5444,18016
2007-07-12,79600.0,80000.0,241061.0,11.72,33750,-45848,47700
2007-07-13,81200.0,84400.0,171630.0,12.36,-65437,11343,64871
2007-07-16,85000.0,83000.0,202597.0,12.16,19840,-12359,-1329
2007-07-18,82900.0,81600.0,204952.0,11.95,28650,-7645,-11867
2007-07-19,82200.0,81600.0,86217.0,11.95,-1006,8520,-9969
2007-07-20,82200.0,85400.0,82797.0,12.51,-27403,24090,903
2007-07-23,85000.0,83400.0,104670.0,12.21,35086,2469,-33701
2007-07-24,83400.0,83100.0,118256.0,12.17,-4507,-11655,25704
2007-07-25,82100.0,85000.0,108681.0,12.45,-21176,-2400,21832
2007-07-26,85100.0,83300.0,75163.0,12.2,-2942,6412,-3624
2007-07-27,80200.0,80200.0,107250.0,11.75,14584,6190,-20564
2007-07-30,80000.0,82000.0,123984.0,12.01,1870,33762,-48614
2007-07-31,82100.0,83800.0,207246.0,12.27,16008,-43032,25273
2007-08-01,83000.0,83500.0,229001.0,12.23,-24717,-6517,-4766
2007-08-02,84400.0,81300.0,309133.0,11.91,41383,142515,-180685
2007-08-03,83200.0,87000.0,311427.0,12.74,-6798,103997,-97264
2007-08-06,85000.0,90300.0,201574.0,13.22,-36479,-1304,31803
2007-08-07,92400.0,89000.0,92648.0,13.03,20987,-11884,-11739
2007-08-08,89900.0,92700.0,153228.0,13.58,-752,36627,-39597
2007-08-09,92700.0,91200.0,145468.0,13.36,14063,23522,-32761
2007-08-10,88700.0,87000.0,191071.0,12.74,25218,-15779,-22663
2007-08-13,86800.0,85500.0,101260.0,12.52,3205,13487,-12093
2007-08-14,84300.0,84900.0,120300.0,12.43,-25185,38357,-8406
2007-08-16,81200.0,78500.0,390868.0,11.5,-69611,48977,2495
2007-08-17,78500.0,73500.0,212828.0,10.76,21381,-5703,23164
2007-08-20,78100.0,79800.0,146403.0,11.69,49815,-28644,-13901
2007-08-21,80800.0,81000.0,114196.0,11.86,-12292,4034,15396
2007-08-22,80100.0,81000.0,83702.0,11.86,4105,18566,-37642
2007-08-23,83200.0,87500.0,126028.0,12.81,-36390,9998,27855
2007-08-24,87500.0,84500.0,79758.0,12.38,23847,6296,-29928
2007-08-27,86000.0,82900.0,70817.0,12.14,15962,-2038,-14497
2007-08-28,83800.0,88000.0,208857.0,12.89,-34962,28286,-2666
2007-08-29,87000.0,92000.0,210952.0,13.47,-8968,-13302,26757
2007-08-30,93300.0,95000.0,126409.0,13.91,-42387,159,41343
2007-08-31,95000.0,96400.0,189488.0,14.12,-31505,30262,13086
2007-09-03,95300.0,95500.0,108016.0,13.99,-1657,-7136,12276
2007-09-04,95500.0,92000.0,102297.0,13.47,13320,-8895,-9231
2007-09-05,93000.0,92000.0,109048.0,13.47,7632,-20316,12397
2007-09-06,91300.0,93900.0,61252.0,13.75,-9091,17583,-10825
2007-09-07,93900.0,92900.0,105728.0,13.61,26034,942,-34913
2007-09-10,90000.0,89800.0,68319.0,13.15,-3685,2593,1412
2007-09-11,91000.0,90600.0,61026.0,13.27,1572,5272,13642
2007-09-12,90600.0,88000.0,93750.0,12.89,4208,-23209,19990
