Symbol,아모레G_시가(원),아모레G_종가(원),아모레G_거래량(주),아모레G_PER(IFRS-연결),아모레G_순매수수량(개인)(주),아모레G_순매수수량(기관계)(주),아모레G_순매수수량(외국인계)(주)
2001-10-26,90100.0,87600.0,19682.0,7.39,-3520,-2190,5730
2001-10-29,88600.0,86400.0,15785.0,7.29,-560,-5130,5650
2001-10-30,84500.0,87000.0,9075.0,7.34,-1980,-450,2370
2001-10-31,86700.0,90000.0,31091.0,7.6,-16680,2670,14010
2001-11-01,90000.0,89600.0,6820.0,7.56,-2120,-20,2140
2001-11-02,89000.0,86700.0,41432.0,7.32,15972,-762,-14910
2001-11-05,86700.0,87700.0,14550.0,7.4,-3950,390,3000
2001-11-06,88700.0,88300.0,41200.0,7.45,-15040,6050,10430
2001-11-07,90700.0,92000.0,38050.0,7.77,-15140,-3800,17540
2001-11-08,93500.0,96000.0,37270.0,8.1,-21740,6710,13550
2001-11-09,96000.0,94000.0,12560.0,7.93,-3010,-3890,7380
2001-11-12,94900.0,90500.0,25250.0,7.64,8920,-900,-8020
2001-11-13,90000.0,90500.0,26050.0,7.64,-2950,16420,-14280
2001-11-14,93000.0,92000.0,27141.0,7.77,-5130,-7780,12590
2001-11-15,90100.0,95000.0,23380.0,8.02,-10740,1630,7660
2001-11-16,93600.0,92000.0,19720.0,7.77,-2660,3730,-1580
2001-11-19,93500.0,95200.0,23705.0,8.04,-5815,1730,3435
2001-11-20,96000.0,96000.0,18530.0,8.1,-5300,4200,100
2001-11-21,96000.0,92200.0,33961.0,7.78,1344,7346,-9510
2001-11-22,92400.0,92200.0,15451.0,7.78,1570,-490,-1460
2001-11-23,93200.0,93200.0,25582.0,7.87,-3760,5640,-1690
2001-11-26,93200.0,91700.0,48538.0,7.74,6570,3640,-15950
2001-11-27,91700.0,94000.0,72581.0,7.93,-8650,15220,-9070
2001-11-28,94100.0,92000.0,29440.0,7.77,-16000,11560,2500
2001-11-29,91000.0,85300.0,30380.0,7.2,-3840,5440,-1840
2001-11-30,90900.0,93900.0,53830.0,7.93,-7710,11260,-4080
2001-12-03,94100.0,96000.0,42395.0,8.1,-8200,-6080,12330
2001-12-04,95000.0,95200.0,35260.0,8.04,-6420,8430,-3920
2001-12-05,95000.0,97500.0,46970.0,8.23,-15800,19840,-7740
2001-12-06,98500.0,99000.0,38493.0,8.36,-9750,8730,590
2001-12-07,99000.0,100500.0,40814.0,8.48,-8460,25070,-17900
2001-12-10,101000.0,97400.0,47014.0,8.22,7940,190,-7730
2001-12-11,95000.0,96800.0,18321.0,8.17,-3690,2080,1910
2001-12-12,97500.0,100500.0,49690.0,8.48,-3800,-980,4450
2001-12-13,102000.0,96300.0,55560.0,8.13,16340,-28130,15530
2001-12-14,96500.0,105000.0,80210.0,8.86,-18610,-13330,31800
2001-12-17,107000.0,108500.0,70860.0,9.16,-9830,7790,1620
2001-12-18,109500.0,110000.0,119860.0,9.29,40,280,-1720
2001-12-19,112000.0,116500.0,42495.0,9.83,-5039,13409,-8450
2001-12-20,117000.0,120000.0,54340.0,10.13,1400,-5920,4180
2001-12-21,120500.0,117000.0,28639.0,9.88,3930,-10080,6700
2001-12-24,117000.0,111500.0,20087.0,9.41,1373,-3033,1040
2001-12-26,111500.0,110000.0,22120.0,9.29,1700,-3750,1770
2001-12-27,105000.0,118500.0,22570.0,10.0,-5510,-2010,7620
2001-12-28,121500.0,132000.0,26230.0,11.14,-10077,6307,3660
2002-01-02,130000.0,136500.0,44570.0,8.1,-510,6650,-6600
2002-01-03,143000.0,144000.0,50830.0,8.54,-3750,2060,1570
2002-01-04,140500.0,135500.0,64697.0,8.04,25667,-2137,-24920
2002-01-07,134500.0,129000.0,47190.0,7.65,14110,-1020,-13560
2002-01-08,126500.0,125500.0,34800.0,7.44,11660,-6120,-5760
2002-01-09,125000.0,123000.0,103650.0,7.3,43770,-10650,-33110
2002-01-10,125000.0,123000.0,63506.0,7.3,7120,-28000,22090
2002-01-11,125000.0,128500.0,43701.0,7.62,-5260,-1480,6330
2002-01-14,127000.0,127000.0,24551.0,7.53,-1830,680,1190
2002-01-15,126000.0,129500.0,70872.0,7.68,-10000,-11500,21700
2002-01-16,129500.0,127000.0,26409.0,7.53,-1880,-4490,6370
2002-01-17,129000.0,121000.0,78238.0,7.18,15290,19040,-34730
2002-01-18,121000.0,120000.0,47820.0,7.12,-9790,7320,1870
2002-01-21,115000.0,120000.0,38274.0,7.12,-12010,19980,-8290
2002-01-22,120000.0,118500.0,55290.0,7.03,3070,6170,-4800
2002-01-23,120000.0,130000.0,87810.0,7.71,-13600,13820,11420
2002-01-24,130000.0,140500.0,68180.0,8.33,-26609,11880,14879
2002-01-25,142000.0,143500.0,55126.0,8.51,-21085,13980,7875
2002-01-28,142000.0,141000.0,32705.0,8.36,-1775,1710,-35
2002-01-29,140000.0,140000.0,34237.0,8.3,-2296,10119,-5473
2002-01-30,140000.0,132000.0,23732.0,7.83,1588,2460,-3958
2002-01-31,133500.0,130000.0,62916.0,7.71,7906,-8996,1760
2002-02-01,125000.0,127000.0,28960.0,7.53,8000,-4930,-1720
2002-02-04,127000.0,120000.0,48420.0,7.12,20660,3550,-21220
2002-02-05,115500.0,122000.0,40740.0,7.24,3870,-7250,3700
2002-02-06,120000.0,120000.0,34672.0,7.12,5192,-472,-7250
2002-02-07,120000.0,128000.0,55291.0,7.59,-22500,1380,21140
2002-02-08,125000.0,127000.0,23140.0,7.53,-4670,-2510,3860
2002-02-14,128000.0,146000.0,34911.0,8.66,-9090,8130,200
2002-02-15,138000.0,131500.0,52689.0,7.8,12180,470,-16350
2002-02-18,131500.0,130000.0,28293.0,7.71,-274,4414,-10110
2002-02-19,132000.0,125500.0,28550.0,7.44,10600,-9620,-1020
2002-02-20,125000.0,130000.0,35190.0,7.71,-6650,1700,5040
2002-02-21,129000.0,129000.0,25400.0,7.65,3150,590,-3840
2002-02-22,130000.0,129000.0,17190.0,7.65,-4677,8560,-4113
2002-02-25,129000.0,126000.0,28337.0,7.47,4620,5730,-7950
2002-02-26,127000.0,126000.0,36681.0,7.47,-6520,14420,-5250
2002-02-27,126000.0,129500.0,24761.0,7.68,-7890,13030,-1370
2002-02-28,128500.0,134000.0,61617.0,7.95,-20720,1270,25880
2002-03-04,136500.0,143500.0,102409.0,8.51,-38215,13070,31800
2002-03-05,143000.0,141000.0,78370.0,8.36,-6700,-12810,20030
2002-03-06,141000.0,149000.0,39881.0,8.84,-7650,17290,-9200
2002-03-07,146500.0,150500.0,55850.0,8.93,-4720,3300,210
2002-03-08,154000.0,149000.0,26240.0,8.84,-2780,-7390,10120
2002-03-11,149000.0,149500.0,18960.0,8.87,-1410,-730,1460
2002-03-12,131000.0,156000.0,26130.0,9.25,-7210,-4580,11250
2002-03-13,157500.0,157000.0,36110.0,9.31,1180,5400,-6630
2002-03-14,155000.0,180500.0,50190.0,10.71,-4360,-2770,7470
2002-03-15,173000.0,165000.0,72622.0,9.79,30180,-5580,-24980
2002-03-18,167500.0,160000.0,97012.0,9.49,29497,-13237,-17620
2002-03-19,160000.0,161000.0,82260.0,9.55,18430,4080,-22380
2002-03-20,165000.0,156000.0,46418.0,9.25,416,-5346,5050
2002-03-21,151000.0,157500.0,22648.0,9.34,-6760,2710,3590
2002-03-22,157500.0,162000.0,40511.0,9.61,-21520,8870,9980
2002-03-25,164500.0,157000.0,20981.0,9.31,861,-571,-500
2002-03-26,153500.0,153500.0,38492.0,9.11,6790,11430,-19540
2002-03-27,153500.0,160000.0,33240.0,9.49,-11526,11586,-540
2002-03-28,160000.0,155500.0,11610.0,9.22,420,960,-1270
2002-03-29,156000.0,154000.0,31323.0,9.14,4820,3220,-8410
2002-04-01,154500.0,148500.0,28741.0,8.81,11590,-7150,-5030
2002-04-02,149000.0,149000.0,32794.0,8.84,2680,13700,-17230
2002-04-03,149000.0,147000.0,56760.0,8.72,-1140,3880,-2770
2002-04-04,147000.0,148000.0,54670.0,8.78,-710,20190,-18020
2002-04-08,151000.0,155000.0,52920.0,9.19,-10690,-1920,12610
2002-04-09,158500.0,157500.0,16410.0,9.34,-2850,4590,-1790
2002-04-10,156000.0,149500.0,39520.0,8.87,610,13360,-13970
2002-04-11,149500.0,148000.0,55270.0,8.78,11380,8410,-19710
2002-04-12,148000.0,148000.0,34853.0,8.78,-5260,20700,-15320
2002-04-15,152000.0,155000.0,16140.0,9.19,-7650,-620,8080
2002-04-16,151500.0,153000.0,10060.0,9.08,-1130,2830,-1880
2002-04-17,154500.0,153500.0,36988.0,9.11,6550,860,-1430
2002-04-18,155500.0,154000.0,38070.0,9.14,-5460,-4600,10230
2002-04-19,155000.0,147500.0,58843.0,8.75,22690,4450,-27730
2002-04-22,148000.0,148000.0,37847.0,8.78,-6440,27760,-21380
2002-04-23,151000.0,149000.0,13480.0,8.84,-3870,4480,110
2002-04-24,150000.0,149500.0,11580.0,8.87,-5930,3470,2370
2002-04-25,151000.0,149500.0,15550.0,8.87,-5960,6900,-1250
2002-04-26,151000.0,148000.0,8406.0,8.78,-1090,180,1460
2002-04-29,146000.0,148000.0,30549.0,8.78,-8280,20220,-11800
2002-04-30,150000.0,149500.0,21280.0,8.87,-3370,1820,2110
2002-05-02,149500.0,151000.0,16777.0,8.96,-3110,-4630,7870
2002-05-03,153000.0,148000.0,21570.0,8.78,1480,4710,-5880
2002-05-06,148000.0,147000.0,34490.0,8.72,-2960,11460,-8540
2002-05-07,147000.0,147000.0,25330.0,8.72,1709,7400,-9109
2002-05-08,146000.0,147000.0,9250.0,8.72,660,30,-760
2002-05-09,148500.0,139000.0,56705.0,8.25,17620,4730,-22490
2002-05-10,140000.0,134500.0,28440.0,7.98,4070,2310,-6270
2002-05-13,131000.0,128000.0,25055.0,7.59,4920,-4710,-360
2002-05-14,128500.0,135000.0,26170.0,8.01,-8480,2750,-2810
2002-05-15,133500.0,139000.0,21100.0,8.25,-4240,1000,2990
2002-05-16,137500.0,136000.0,18050.0,8.07,830,410,-1360
2002-05-17,139500.0,149000.0,30340.0,8.84,-16150,9180,6390
2002-05-20,149000.0,144000.0,16910.0,8.54,3910,-12260,8810
2002-05-21,141000.0,135000.0,18110.0,8.01,2840,370,-3090
2002-05-22,134000.0,141000.0,24090.0,8.36,1870,5800,-7670
2002-05-23,138500.0,132500.0,32420.0,7.86,11330,-7520,-3330
2002-05-24,137000.0,133000.0,17552.0,7.89,-1588,5008,-4240
2002-05-27,133000.0,129500.0,14099.0,7.68,5070,1060,-6170
2002-05-28,131500.0,136500.0,21640.0,8.1,-8820,3940,4810
2002-05-29,135000.0,135000.0,24900.0,8.01,220,-12050,11370
2002-05-30,134000.0,133500.0,20370.0,7.92,-510,4770,-4280
2002-05-31,133500.0,130000.0,18620.0,7.71,-2570,3820,-1280
2002-06-03,132000.0,130500.0,13410.0,7.74,-2290,-70,2580
2002-06-04,126500.0,125500.0,20240.0,7.44,11470,-4340,-7080
2002-06-05,129000.0,125500.0,28013.0,7.44,1433,-3,-1430
2002-06-07,125000.0,125500.0,43500.0,7.44,1820,-6550,4960
2002-06-10,125000.0,126500.0,9740.0,7.5,-2790,5270,-2160
2002-06-11,125000.0,127000.0,17480.0,7.53,-1280,-5690,7470
2002-06-12,127000.0,125000.0,31190.0,7.41,6090,-7510,1150
2002-06-14,125000.0,120000.0,78384.0,7.12,20510,1280,-20560
2002-06-17,120500.0,118000.0,41290.0,7.0,9990,-3400,-6570
2002-06-18,119000.0,113000.0,64850.0,6.7,24710,9290,-34040
2002-06-19,111000.0,102000.0,70180.0,6.05,10590,8400,-19090
2002-06-20,100000.0,112500.0,82820.0,6.67,-29390,-14570,44000
2002-06-21,116000.0,124000.0,62998.0,7.36,-24045,-2140,26215
2002-06-24,124000.0,127000.0,25030.0,7.53,-5390,5490,-120
2002-06-25,128500.0,130000.0,25910.0,7.71,-13595,5325,8250
2002-06-26,128500.0,131000.0,26430.0,7.77,-12640,2320,10510
2002-06-27,133000.0,140000.0,34060.0,8.3,-13600,-2150,15700
2002-06-28,136000.0,140000.0,31990.0,8.3,690,-5660,4970
2002-07-02,135500.0,139000.0,16411.0,8.25,-84,-880,1024
2002-07-03,139000.0,134000.0,22700.0,7.95,4240,770,-5050
2002-07-04,137000.0,141000.0,31940.0,8.36,-7980,-11460,19440
2002-07-05,140000.0,142500.0,33350.0,8.45,-4060,5980,-3180
2002-07-08,143000.0,141000.0,28410.0,8.36,430,-10790,10510
2002-07-09,143500.0,147000.0,25200.0,8.72,-7010,8320,-1510
2002-07-10,151000.0,150000.0,21840.0,8.9,-2440,-5400,7820
2002-07-11,149000.0,149000.0,30220.0,8.84,-3750,-10340,14130
2002-07-12,152500.0,149000.0,53001.0,8.84,870,7750,-9300
2002-07-15,144000.0,152000.0,42460.0,9.02,-5520,-3080,8630
2002-07-16,156000.0,157000.0,77520.0,9.31,250,-6000,5820
2002-07-18,154500.0,145000.0,50080.0,8.6,16380,3460,-19840
2002-07-19,145000.0,143500.0,38680.0,8.51,4940,-14100,9670
2002-07-22,140000.0,133000.0,45830.0,7.89,2760,3680,-6690
2002-07-23,133000.0,143000.0,16480.0,8.48,-6860,6160,660
2002-07-24,137000.0,137000.0,17090.0,8.13,4770,-4090,-640
2002-07-25,141000.0,138500.0,13940.0,8.22,-1890,4110,-2260
2002-07-26,141000.0,126000.0,40670.0,7.47,17700,2950,-20390
2002-07-29,130000.0,130000.0,27920.0,7.71,-9550,-840,10600
2002-07-30,137000.0,129000.0,24610.0,7.65,2020,2640,-5020
2002-07-31,130000.0,129000.0,21040.0,7.65,1810,-3330,1900
2002-08-01,133000.0,132500.0,19185.0,7.86,-8245,-3110,11455
2002-08-02,132000.0,136000.0,14640.0,8.07,-4600,1840,2630
2002-08-05,133000.0,136000.0,30870.0,8.07,1310,4750,-6020
2002-08-06,131000.0,124500.0,53360.0,7.39,13030,17520,-30630
2002-08-07,125500.0,118000.0,56691.0,7.0,22141,1510,-23851
2002-08-08,118000.0,118500.0,47810.0,7.03,6180,-9850,4110
2002-08-09,121000.0,123000.0,24020.0,7.3,-12990,-3800,16750
2002-08-12,123000.0,130000.0,55780.0,7.71,-12250,960,11210
2002-08-13,130000.0,129000.0,10530.0,7.65,-220,-730,-150
2002-08-14,129000.0,128500.0,32730.0,7.62,950,2980,-4130
2002-08-16,130000.0,129500.0,21800.0,7.68,-710,490,4510
2002-08-19,130500.0,130000.0,17530.0,7.71,1400,-2220,5140
2002-08-20,133500.0,138000.0,41790.0,8.19,-16130,11270,12200
2002-08-21,140000.0,136000.0,28480.0,8.07,3570,5390,-3000
2002-08-22,142000.0,140500.0,23150.0,8.33,-5390,-5550,10500
2002-08-23,142000.0,141000.0,22890.0,8.36,-3544,2944,3560
2002-08-26,141000.0,143000.0,5504.0,8.48,-2356,1916,130
2002-08-27,142000.0,136000.0,18520.0,8.07,9050,-7950,-980
2002-08-28,136000.0,135000.0,12470.0,8.01,3400,5000,-8410
2002-08-29,133500.0,130500.0,28534.0,7.74,9414,710,-10214
2002-08-30,130000.0,128000.0,26490.0,7.59,8030,-1090,-9070
2002-09-02,130000.0,131500.0,17431.0,7.8,3040,-2330,-960
2002-09-03,131500.0,131500.0,17090.0,7.8,210,-5320,5060
2002-09-04,128500.0,130000.0,10946.0,7.71,2010,-5860,3870
2002-09-05,131000.0,130000.0,9810.0,7.71,-1260,-950,2450
2002-09-06,129000.0,126000.0,10170.0,7.47,4080,-4030,0
2002-09-09,126500.0,123000.0,14776.0,7.3,2010,1340,-1860
2002-09-10,125000.0,136500.0,61300.0,8.1,-11220,-4910,17690
2002-09-11,136500.0,132000.0,21330.0,7.83,-1650,-760,2160
2002-09-12,135000.0,140000.0,30415.0,8.3,-9900,4180,5510
2002-09-13,135500.0,132000.0,29195.0,7.83,11690,3900,-17980
2002-09-16,132000.0,131500.0,9285.0,7.8,-180,-870,1020
2002-09-17,132500.0,136000.0,13780.0,8.07,-4490,6610,-2940
2002-09-18,133000.0,133000.0,17540.0,7.89,-940,-4590,5910
2002-09-19,133000.0,135500.0,10376.0,8.04,-3810,20,3790
2002-09-23,133500.0,126000.0,27902.0,7.47,14010,-100,-13310
2002-09-24,124000.0,127500.0,9439.0,7.56,-1700,2150,-550
2002-09-25,125500.0,116000.0,32290.0,6.88,12940,5000,-18980
2002-09-26,120000.0,123500.0,51840.0,7.33,-7540,-2040,10260
2002-09-27,123500.0,123000.0,13500.0,7.3,-1100,2770,-710
2002-09-30,119000.0,118000.0,12260.0,7.0,5750,-960,-4950
2002-10-01,118000.0,121000.0,14125.0,7.18,-2555,1955,500
2002-10-02,123500.0,118000.0,12460.0,7.0,-90,620,-500
2002-10-04,115000.0,120000.0,31746.0,7.12,-3444,2970,344
2002-10-07,122500.0,120500.0,19156.0,7.15,980,-5290,4530
2002-10-08,118500.0,122000.0,12510.0,7.24,-3520,4470,-980
2002-10-09,124500.0,120000.0,35230.0,7.12,3810,-18060,15690
2002-10-10,118000.0,102000.0,63660.0,6.05,23360,4590,-28570
2002-10-11,109000.0,104500.0,30040.0,6.2,-2980,-7310,9950
2002-10-14,110000.0,110000.0,16336.0,6.53,-5140,-1760,6640
2002-10-15,110500.0,113000.0,17012.0,6.7,-4938,-292,6030
2002-10-16,116000.0,115000.0,22020.0,6.82,-2669,-5120,7780
2002-10-17,113000.0,114500.0,14610.0,6.79,3400,-250,-3340
2002-10-18,117000.0,116000.0,25940.0,6.88,9790,1170,-11350
2002-10-21,115000.0,113000.0,26300.0,6.7,6640,-140,-6500
2002-10-22,115000.0,110500.0,24760.0,6.55,3440,-620,-2870
2002-10-23,110000.0,116000.0,34905.0,6.88,-8937,7837,260
2002-10-24,118000.0,112500.0,15960.0,6.67,4180,-8430,4690
2002-10-25,114000.0,115000.0,24890.0,6.82,-8480,5470,2700
2002-10-28,117000.0,115500.0,13655.0,6.85,2220,1190,-70
2002-10-29,117500.0,116000.0,13420.0,6.88,-3835,-85,3800
2002-10-30,118000.0,120000.0,16800.0,7.12,-4670,290,4500
2002-10-31,120500.0,123000.0,15980.0,7.3,-5220,-860,6380
2002-11-01,120500.0,119500.0,13631.0,7.09,3450,-4440,-1890
2002-11-04,120000.0,125000.0,13100.0,7.41,-10160,11320,100
2002-11-05,125500.0,123000.0,16795.0,7.3,5950,-5410,-430
2002-11-06,125000.0,125000.0,31825.0,7.41,-4030,6990,-2090
2002-11-07,123500.0,120000.0,33880.0,7.12,17340,-1530,-15680
2002-11-08,119500.0,117000.0,20660.0,6.94,9770,-3070,-6550
2002-11-11,118500.0,119500.0,35240.0,7.09,-6240,-1180,7690
2002-11-12,117000.0,119000.0,10712.0,7.06,-3310,3510,-670
2002-11-13,120500.0,123000.0,27430.0,7.3,660,-5130,-5300
2002-11-14,124500.0,116500.0,23202.0,6.91,7088,-4258,-3610
2002-11-15,116500.0,112000.0,142340.0,6.64,55970,-10300,-45660
2002-11-18,112500.0,110500.0,57529.0,6.55,9260,-9960,80
2002-11-19,110000.0,111500.0,25420.0,6.61,-810,2820,-2050
2002-11-20,110000.0,112000.0,28077.0,6.64,2820,7960,-11070
2002-11-21,111000.0,112500.0,32220.0,6.67,-7570,16120,-9400
2002-11-22,112500.0,110000.0,32430.0,6.53,8490,8150,-16930
2002-11-25,110000.0,111000.0,20682.0,6.58,-4380,5740,-2840
2002-11-26,111000.0,108500.0,52020.0,6.44,19440,-70,-19170
2002-11-27,107000.0,108000.0,52296.0,6.41,15285,6440,-22815
2002-11-28,110500.0,112000.0,40960.0,6.64,1920,-2170,330
2002-11-29,110500.0,112500.0,38916.0,6.67,3226,4574,-7920
2002-12-02,112500.0,111000.0,71170.0,6.58,26000,19270,-45310
2002-12-03,112000.0,111000.0,65024.0,6.58,11790,19080,-31110
2002-12-04,110000.0,111000.0,37609.0,6.58,-7760,12240,-4670
2002-12-05,110500.0,115500.0,49170.0,6.85,-20780,11230,6300
2002-12-06,115500.0,115000.0,33921.0,6.82,-4055,4615,-160
2002-12-09,116000.0,114500.0,26730.0,6.79,-4990,4490,-5000
2002-12-10,111500.0,113500.0,16600.0,6.73,240,3700,-4290
2002-12-11,113500.0,113000.0,23470.0,6.7,-2710,4530,450
2002-12-12,112000.0,113000.0,62232.0,6.7,1172,25108,-27490
2002-12-13,113000.0,110500.0,46020.0,6.55,13290,500,-13600
2002-12-16,110500.0,108000.0,39358.0,6.41,8887,-6860,-12077
2002-12-17,108500.0,108000.0,20770.0,6.41,540,8070,-8460
2002-12-18,106000.0,108000.0,20532.0,6.41,1190,5600,-7020
2002-12-20,106000.0,105000.0,45788.0,6.23,12848,11652,-24800
2002-12-23,105000.0,104500.0,27260.0,6.2,-950,17100,-16480
2002-12-24,102000.0,104000.0,22710.0,6.17,-10060,2590,4320
2002-12-26,102000.0,104500.0,24330.0,6.2,-2970,2120,-9640
2002-12-27,103000.0,103000.0,27160.0,6.11,1680,-9880,-300
2002-12-30,102000.0,103000.0,22100.0,6.11,-8920,3000,5750
2003-01-02,100500.0,101000.0,25360.0,4.97,2800,-4690,2710
2003-01-03,103000.0,101500.0,50470.0,5.0,13650,-6030,-3720
2003-01-06,102000.0,100000.0,18000.0,4.92,3550,-2990,-1330
2003-01-07,101000.0,99800.0,36420.0,4.91,-1880,5920,-3360
2003-01-08,99900.0,96700.0,35845.0,4.76,13270,-2480,-7000
2003-01-09,94700.0,90300.0,49571.0,4.45,19890,-1990,-14150
2003-01-10,92200.0,90700.0,43546.0,4.46,-11880,-3510,14320
2003-01-13,90100.0,93900.0,31650.0,4.62,-15090,6510,9070
2003-01-14,93500.0,95800.0,20001.0,4.72,170,-3350,3610
2003-01-15,97400.0,98700.0,31182.0,4.86,-2770,-6130,10900
2003-01-16,98100.0,101000.0,44631.0,4.97,-8970,8420,6220
2003-01-17,100000.0,98000.0,20390.0,4.82,-1110,-2130,4750
2003-01-20,98000.0,100000.0,19380.0,4.92,-6870,240,9500
2003-01-21,102000.0,100500.0,27501.0,4.95,2480,-9000,9610
2003-01-22,98200.0,101000.0,25371.0,4.97,-14990,-3460,20250
2003-01-23,103000.0,102000.0,23335.0,5.02,-13170,10920,2880
2003-01-24,100000.0,98500.0,22371.0,4.85,-6680,-560,7170
2003-01-27,98000.0,92800.0,19672.0,4.57,5430,-3040,-760
2003-01-28,90600.0,91000.0,17941.0,4.48,5590,-70,-5770
2003-01-29,92000.0,95000.0,33326.0,4.68,-8590,-8820,18970
2003-01-30,96100.0,99600.0,18110.0,4.9,-10030,-1460,13550
2003-02-03,100000.0,98000.0,6272.0,4.82,-100,440,200
2003-02-04,97500.0,97000.0,13649.0,4.77,2480,-2990,1110
2003-02-05,97000.0,95800.0,4030.0,4.72,100,-100,0
2003-02-06,95800.0,95700.0,12140.0,4.71,-1530,-1860,3850
2003-02-07,95000.0,92700.0,9038.0,4.56,2750,-1800,-770
2003-02-10,91100.0,95000.0,14132.0,4.68,-4880,3140,1740
2003-02-11,94700.0,92000.0,25377.0,4.53,9290,-5810,-3610
2003-02-12,91900.0,92000.0,47579.0,4.53,3950,380,-4560
2003-02-13,92500.0,91700.0,37753.0,4.51,2300,3130,-6000
2003-02-14,91000.0,91000.0,17758.0,4.48,3108,-418,-2710
2003-02-17,92200.0,93400.0,37487.0,4.6,3130,3150,-4890
2003-02-18,93000.0,91600.0,37231.0,4.51,5700,13830,-19570
2003-02-19,92500.0,92500.0,29770.0,4.55,520,3180,-4790
2003-02-20,92500.0,92000.0,29050.0,4.53,560,12550,-15060
2003-02-21,91500.0,92200.0,26070.0,4.54,4320,14420,-18700
2003-02-24,93100.0,96800.0,42970.0,4.77,-18370,12820,6440
2003-02-25,96400.0,93100.0,24788.0,4.58,-3418,2400,1308
2003-02-26,91800.0,92300.0,11274.0,4.54,-540,470,70
2003-02-27,91800.0,92000.0,21000.0,4.53,920,-11780,11040
2003-02-28,93200.0,91000.0,25420.0,4.48,3960,-6190,2380
2003-03-03,91300.0,90800.0,15240.0,4.47,5870,570,-6180
2003-03-04,90800.0,89300.0,18340.0,4.4,2110,-4540,460
2003-03-05,88900.0,85000.0,29390.0,4.18,4120,7920,-11890
2003-03-06,85500.0,83600.0,15070.0,4.12,-750,2150,-1370
2003-03-07,81000.0,79800.0,42251.0,3.93,-480,-3730,4010
2003-03-10,80000.0,81000.0,72220.0,3.99,1830,-26500,24370
2003-03-11,80000.0,81000.0,11830.0,3.99,-5850,4050,1640
2003-03-12,82000.0,82000.0,46377.0,4.04,-1210,-2300,3440
2003-03-13,82100.0,83700.0,64270.0,4.12,-6280,2500,-1340
2003-03-14,85900.0,83700.0,18201.0,4.12,3030,10,-3040
2003-03-17,83700.0,82000.0,16661.0,4.04,-7511,5421,2190
2003-03-18,84100.0,83000.0,27959.0,4.09,-630,1750,-2360
2003-03-19,83600.0,81000.0,53730.0,3.99,10780,3970,-14680
2003-03-20,81000.0,81600.0,100603.0,4.02,45013,6827,-52640
2003-03-21,82300.0,86400.0,70900.0,4.25,-17410,2690,12420
2003-03-24,87600.0,88000.0,43191.0,4.33,-12630,-1900,15340
2003-03-25,85600.0,87800.0,39435.0,4.32,-23160,1610,21980
2003-03-26,87900.0,88600.0,41173.0,4.36,-3550,-2180,6410
2003-03-27,89300.0,87100.0,12930.0,4.29,-628,-1790,2468
2003-03-28,87900.0,84600.0,29263.0,4.16,7993,3467,-11690
2003-03-31,83300.0,83000.0,11100.0,4.09,1098,-420,-678
2003-04-01,82000.0,82200.0,8879.0,4.05,2420,-3270,630
2003-04-02,83000.0,83100.0,29030.0,4.09,-880,13560,-12090
2003-04-03,84200.0,86900.0,30696.0,4.28,-10375,10215,690
2003-04-04,85100.0,87500.0,32808.0,4.31,-7380,16700,-9530
2003-04-07,88200.0,100000.0,47120.0,4.92,-25880,3330,22430
2003-04-08,96500.0,99500.0,46440.0,4.9,-7030,-2460,12640
2003-04-09,97600.0,98400.0,29236.0,4.84,-1105,-315,3310
2003-04-10,98000.0,101000.0,29320.0,4.97,-1780,5100,1490
2003-04-11,100000.0,98000.0,34960.0,4.82,5440,2660,-4070
2003-04-14,99700.0,99500.0,38870.0,4.9,-3940,6750,370
