Symbol,현대차_시가(원),현대차_종가(원),현대차_거래량(주),현대차_PER(IFRS-연결),현대차_순매수수량(개인)(주),현대차_순매수수량(기관계)(주),현대차_순매수수량(외국인계)(주)
2001-10-04,18500.0,19300.0,3488470.0,8.97,175980,-643000,462100
2001-10-05,19400.0,18800.0,1838340.0,8.73,160430,126560,-272240
2001-10-08,18400.0,18550.0,829770.0,8.62,-162130,-1420,140000
2001-10-09,18600.0,18700.0,853520.0,8.69,147150,-113590,-100420
2001-10-10,18100.0,17950.0,1809090.0,8.34,613040,117630,-672750
2001-10-11,18600.0,18650.0,2654190.0,8.66,-427020,-171870,590550
2001-10-12,19000.0,19000.0,1079210.0,8.83,-237960,-110820,357030
2001-10-15,18450.0,18700.0,553570.0,8.69,64630,-152790,23110
2001-10-16,18800.0,19100.0,658800.0,8.87,-78510,-35830,45090
2001-10-17,19200.0,19900.0,1476140.0,9.25,-73160,-218240,399060
2001-10-18,19550.0,19250.0,959250.0,8.94,87830,-18740,-88730
2001-10-19,18850.0,18800.0,1227470.0,8.73,396770,47350,-439090
2001-10-22,19050.0,18700.0,758780.0,8.69,319120,-79770,-258750
2001-10-23,18700.0,18800.0,999140.0,8.73,-6030,-47000,52880
2001-10-24,19000.0,19600.0,2259480.0,9.11,-232570,38270,172820
2001-10-25,19800.0,19850.0,1081190.0,9.22,38340,-95440,92890
2001-10-26,20000.0,20700.0,1732280.0,9.62,-83590,-274410,371550
2001-10-29,20700.0,20300.0,1069560.0,9.43,83580,115210,-183820
2001-10-30,20000.0,20300.0,1756740.0,9.43,-20330,-174470,266190
2001-10-31,20150.0,20800.0,886670.0,9.66,-208530,101180,91260
2001-11-01,21000.0,20900.0,929280.0,9.71,-63240,72930,-19870
2001-11-02,21000.0,21600.0,1448890.0,10.03,-533780,224440,330290
2001-11-05,21900.0,22700.0,1196880.0,10.55,-141270,-17440,131460
2001-11-06,22700.0,22300.0,1476660.0,10.36,39250,-95420,46710
2001-11-07,22500.0,22700.0,1809550.0,10.55,-287010,-334310,667970
2001-11-08,23200.0,22850.0,1213400.0,10.62,-4980,90800,-64920
2001-11-09,22700.0,22600.0,986600.0,10.5,268320,-2010,-289020
2001-11-12,22800.0,22500.0,1359540.0,10.45,206160,143830,-466040
2001-11-13,22300.0,23500.0,1390870.0,10.92,-85960,56310,7800
2001-11-14,23750.0,23850.0,2020860.0,11.08,462750,2020,-478110
2001-11-15,23850.0,24000.0,1758630.0,11.15,-47810,161260,-44500
2001-11-16,24000.0,24550.0,1076750.0,11.41,-119150,166210,-65370
2001-11-19,25100.0,25800.0,1917770.0,11.99,-282870,63360,255230
2001-11-20,26900.0,26000.0,1814250.0,12.08,-320800,-101880,433420
2001-11-21,25350.0,26300.0,1237630.0,12.22,-56990,85300,-122170
2001-11-22,26300.0,26900.0,1213060.0,12.5,-62840,-24740,76360
2001-11-23,26600.0,27400.0,1530300.0,12.73,-365750,368210,-31790
2001-11-26,27050.0,27400.0,2906970.0,12.73,194560,-211080,-35010
2001-11-27,26900.0,26400.0,2303490.0,12.26,-81100,-249380,357760
2001-11-28,26000.0,24100.0,3075680.0,11.2,105550,400980,-553850
2001-11-29,23500.0,24200.0,2672950.0,11.24,363700,210460,-595270
2001-11-30,24500.0,25400.0,1829710.0,11.8,-123660,9030,56070
2001-12-03,25500.0,26650.0,1556800.0,12.38,-159980,-283850,443890
2001-12-04,26300.0,26100.0,1105780.0,12.13,14820,-113520,86600
2001-12-05,26300.0,26400.0,2393910.0,12.26,-294170,483660,-247870
2001-12-06,26800.0,26300.0,2245350.0,12.22,34620,-525040,523410
2001-12-07,26500.0,27400.0,2109410.0,12.73,-331040,-26400,359970
2001-12-10,27300.0,25500.0,1660500.0,11.85,411840,-88990,-330150
2001-12-11,25600.0,25750.0,1069530.0,11.96,50730,-53470,-23760
2001-12-12,26000.0,26400.0,1374240.0,12.26,-125190,218090,-99090
2001-12-13,26800.0,27200.0,3133800.0,12.64,-183650,-591510,787020
2001-12-14,26850.0,26500.0,1682950.0,12.31,145380,-144110,-87060
2001-12-17,26000.0,25500.0,1342540.0,11.85,186140,-255810,52150
2001-12-18,26000.0,25300.0,1347750.0,11.75,129760,-187600,90060
2001-12-19,25800.0,25850.0,1676740.0,12.01,-146560,-159010,285200
2001-12-20,25800.0,26050.0,1469210.0,12.1,39520,71490,-97730
2001-12-21,25000.0,24350.0,1983050.0,11.31,915640,83800,-1033330
2001-12-24,24350.0,23850.0,1142310.0,11.08,238870,70440,-335090
2001-12-26,24000.0,24750.0,1145920.0,11.5,161670,-209710,44980
2001-12-27,24100.0,25800.0,1235060.0,11.99,-390010,52470,326920
2001-12-28,26500.0,26900.0,1430970.0,12.5,-615800,644890,7520
2002-01-02,26900.0,28500.0,1801987.0,7.08,-512396,93016,392090
2002-01-03,28900.0,28800.0,2168540.0,7.15,-890425,194955,690500
2002-01-04,29500.0,28600.0,1443898.0,7.1,-240010,33310,179400
2002-01-07,28600.0,29400.0,1735786.0,7.3,-259623,-201947,522140
2002-01-08,29200.0,29900.0,2716288.0,7.43,-885914,-181046,1131210
2002-01-09,29900.0,30500.0,2233130.0,7.58,-309190,-106880,439390
2002-01-10,30300.0,27950.0,3259670.0,6.94,878417,-69157,-886480
2002-01-11,28400.0,28550.0,1569606.0,7.09,43180,-97060,50970
2002-01-14,28550.0,28850.0,1143860.0,7.17,-67350,50780,19300
2002-01-15,28800.0,28500.0,1309619.0,7.08,-73326,-140074,203760
2002-01-16,28300.0,27600.0,983540.0,6.86,202040,168110,-405530
2002-01-17,26800.0,28200.0,1658877.0,7.0,29146,302974,-355670
2002-01-18,28200.0,27050.0,1218704.0,6.72,164517,375830,-571227
2002-01-21,26700.0,27800.0,710350.0,6.91,-41370,186230,-158680
2002-01-22,28000.0,28500.0,1192333.0,7.08,-96790,-216190,216650
2002-01-23,28300.0,28700.0,2359786.0,7.13,-71131,459075,-403854
2002-01-24,29000.0,31000.0,2864076.0,7.7,-1204150,425370,917830
2002-01-25,30500.0,30450.0,3509318.0,7.56,188825,360376,-535560
2002-01-28,30450.0,30200.0,2114032.0,7.5,187600,356080,-490150
2002-01-29,30150.0,30200.0,1650553.0,7.5,-276143,117493,262710
2002-01-30,29100.0,29400.0,1475979.0,7.3,-52160,492840,-235390
2002-01-31,29700.0,30250.0,1920800.0,7.51,-153219,1209,455160
2002-02-01,30500.0,30450.0,2539685.0,7.56,-640813,-176452,729595
2002-02-04,29700.0,29300.0,1406843.0,7.28,-162760,185130,-17970
2002-02-05,28900.0,29050.0,1262406.0,7.22,9851,293940,-310691
2002-02-06,29200.0,29950.0,907465.0,7.44,-88975,-44785,102620
2002-02-07,29900.0,30000.0,2093910.0,7.45,-550345,-11551,614086
2002-02-08,30450.0,30400.0,1227814.0,7.55,-73634,-157620,270694
2002-02-14,32000.0,33000.0,2350789.0,8.2,-778130,298390,485380
2002-02-15,33000.0,34800.0,3551780.0,8.64,-1207327,387813,763244
2002-02-18,35000.0,35350.0,1494984.0,8.78,37571,-196341,97160
2002-02-19,35350.0,35500.0,1499726.0,8.82,-146920,-108230,288570
2002-02-20,34500.0,33600.0,1328757.0,8.35,374913,-36123,-397880
2002-02-21,34500.0,34200.0,891871.0,8.5,-52771,114011,-53330
2002-02-22,33600.0,33950.0,747710.0,8.43,-1284,195964,-187250
2002-02-25,33900.0,33650.0,573756.0,8.36,10958,86982,-88920
2002-02-26,34100.0,34250.0,1585145.0,8.51,-66995,375103,-274938
2002-02-27,34400.0,34950.0,1237020.0,8.68,-63647,272727,-210330
2002-02-28,35500.0,36400.0,1469271.0,9.04,-40820,-96700,208480
2002-03-04,37500.0,35800.0,2382670.0,8.89,-38247,282817,-291110
2002-03-05,37700.0,37650.0,2444220.0,9.35,-543830,-548890,1128800
2002-03-06,37650.0,37600.0,985120.0,9.34,-189718,24871,178987
2002-03-07,37800.0,36700.0,1011834.0,9.12,46218,130012,-177120
2002-03-08,36900.0,36600.0,1083112.0,9.09,51568,82639,-123127
2002-03-11,36000.0,35950.0,998221.0,8.93,292097,48133,-144020
2002-03-12,35650.0,38200.0,1265361.0,9.49,-117285,105595,8960
2002-03-13,38650.0,39200.0,1485993.0,9.74,-285289,65772,214507
2002-03-14,39100.0,39950.0,1512500.0,9.92,-22555,32405,-30440
2002-03-15,39900.0,41100.0,1315837.0,10.21,-179579,70629,58260
2002-03-18,41300.0,40500.0,1348422.0,10.06,256220,134340,-429740
2002-03-19,40500.0,40000.0,1917157.0,9.94,599559,-131389,-495840
2002-03-20,40000.0,39000.0,1776523.0,9.69,491332,-63502,-412270
2002-03-21,39000.0,40200.0,1407009.0,9.99,-142739,-53651,213040
2002-03-22,40700.0,39900.0,1871456.0,9.91,392742,173728,-593340
2002-03-25,40000.0,38600.0,1504489.0,9.59,331734,-63094,-271170
2002-03-26,38100.0,39800.0,1106615.0,9.89,-95878,-30110,105888
2002-03-27,40200.0,41300.0,1460160.0,10.26,-494896,333290,100666
2002-03-28,41700.0,41000.0,1141647.0,10.18,-214288,-49362,284350
2002-03-29,41800.0,41900.0,1036782.0,10.41,-85418,53300,19420
2002-04-01,42000.0,40900.0,1165436.0,10.16,116840,-81130,-47460
2002-04-02,40900.0,43050.0,1469909.0,10.69,-417670,216360,-17920
2002-04-03,42300.0,44500.0,1888026.0,11.05,-216396,277336,-102280
2002-04-04,43600.0,45400.0,1129519.0,11.28,-236507,192304,23713
2002-04-08,44800.0,42850.0,1453317.0,10.64,309005,3275,-284750
2002-04-09,43800.0,42800.0,1203251.0,10.63,48335,32245,-40560
2002-04-10,42200.0,40400.0,1413683.0,10.04,208650,83650,-301160
2002-04-11,40900.0,41150.0,1658093.0,10.22,68410,-334450,281880
2002-04-12,41000.0,42400.0,1261841.0,10.53,-14470,-115440,142400
2002-04-15,43650.0,45000.0,1407152.0,11.18,-386160,145287,209943
2002-04-16,45200.0,45600.0,1211446.0,11.33,-316751,227880,88401
2002-04-17,47000.0,49850.0,2681161.0,12.38,-1041147,310147,728700
2002-04-18,49850.0,50900.0,1713513.0,12.64,36595,-178205,158060
2002-04-19,51200.0,49500.0,1663824.0,12.3,256696,68774,-340430
2002-04-22,50000.0,50000.0,1724477.0,12.42,34117,-17527,-46020
2002-04-23,50400.0,53500.0,2754964.0,13.29,122370,-441610,313960
2002-04-24,53500.0,53900.0,2105491.0,13.39,356727,-46491,-368626
2002-04-25,53200.0,50000.0,1833471.0,12.42,208970,58840,-313930
2002-04-26,50000.0,50000.0,1880165.0,12.42,97770,99360,-231130
2002-04-29,47000.0,48300.0,1580886.0,12.0,31262,-150770,62838
2002-04-30,48500.0,48000.0,1568964.0,11.92,16660,92090,-131890
2002-05-02,49900.0,49500.0,1785505.0,12.3,255955,-348405,95140
2002-05-03,49500.0,52300.0,2266550.0,12.99,-258430,-317970,553150
2002-05-06,52300.0,50200.0,1241909.0,12.47,-10013,77110,-88707
2002-05-07,48600.0,48950.0,1443644.0,12.16,-21500,360600,-328540
2002-05-08,49500.0,47250.0,2874992.0,11.74,864468,-153786,-748810
2002-05-09,48500.0,47450.0,3256899.0,11.79,855879,-529409,-402710
2002-05-10,47100.0,45000.0,3252750.0,11.18,262830,279840,-572180
2002-05-13,43100.0,43700.0,2045359.0,10.86,14783,226370,-263510
2002-05-14,44300.0,44000.0,2685690.0,10.93,-62596,322796,-430066
2002-05-15,45000.0,48400.0,3397263.0,12.02,-571632,141450,464150
2002-05-16,48000.0,48750.0,1952123.0,12.11,-280490,64600,335890
2002-05-17,49250.0,49800.0,1488398.0,12.37,-352098,117258,232460
2002-05-20,50800.0,49400.0,1477043.0,12.27,-240557,1787,248210
2002-05-21,48100.0,45400.0,2552164.0,11.28,496902,257240,-701542
2002-05-22,44600.0,46400.0,2675238.0,11.53,621929,-69589,-538200
2002-05-23,45900.0,44700.0,1901562.0,11.1,86048,-88298,24650
2002-05-24,44300.0,44000.0,1971952.0,10.93,408063,109605,-483888
2002-05-27,43000.0,43100.0,1150769.0,10.71,7867,70523,-62550
2002-05-28,43400.0,42750.0,1910141.0,10.62,-93560,479030,-441400
2002-05-29,41500.0,41800.0,1513539.0,10.38,322908,-308783,21275
2002-05-30,41550.0,40700.0,1391659.0,10.11,-103550,101610,-27460
2002-05-31,40350.0,40250.0,1337240.0,10.0,-12568,40228,-18250
2002-06-03,40250.0,43000.0,1516277.0,10.68,-136070,72110,54100
2002-06-04,41750.0,43250.0,1176885.0,10.74,-22745,-42540,22515
2002-06-05,43000.0,42350.0,1355390.0,10.52,180840,89300,-247930
2002-06-07,40300.0,40000.0,2471645.0,9.94,727077,304703,-1102010
2002-06-10,40800.0,40600.0,1030133.0,10.09,-33554,124628,-103724
2002-06-11,40600.0,40800.0,1192113.0,10.13,180704,-27634,-186590
2002-06-12,40100.0,41550.0,2198534.0,10.32,287893,-21240,-317010
2002-06-14,41350.0,42000.0,1611360.0,10.43,67995,11035,-78200
2002-06-17,41300.0,39800.0,1691165.0,9.89,279490,-126550,-167510
2002-06-18,40800.0,40200.0,2484785.0,9.99,270360,-51710,-219470
2002-06-19,40200.0,37700.0,2224146.0,9.36,401751,103470,-524201
2002-06-20,37700.0,38000.0,1732529.0,9.44,185890,-67340,-146830
2002-06-21,37000.0,37900.0,1603707.0,9.41,-10050,112240,-84750
2002-06-24,36600.0,36550.0,1198957.0,9.08,31643,79170,-182630
2002-06-25,36000.0,36000.0,1384585.0,8.94,-158268,-137115,388683
2002-06-26,35400.0,34900.0,2310143.0,8.67,-426460,-118410,652540
2002-06-27,35500.0,34500.0,1636126.0,8.57,156520,-32212,-130090
2002-06-28,35800.0,36150.0,1557792.0,8.98,70380,-146520,56590
2002-07-02,35500.0,37700.0,2056778.0,9.36,-147810,-314720,506350
2002-07-03,37500.0,37800.0,1039572.0,9.39,-200411,34086,133980
2002-07-04,38200.0,38300.0,1316500.0,9.51,-57260,-175730,229400
2002-07-05,38300.0,38800.0,1756125.0,9.64,-417615,267520,131875
2002-07-08,39700.0,39000.0,1665881.0,9.69,-20447,-258363,233270
2002-07-09,38800.0,39600.0,985770.0,9.84,-233272,262392,-38530
2002-07-10,38800.0,38200.0,1179442.0,9.49,294470,-125020,-133660
2002-07-11,36500.0,35400.0,1935853.0,8.79,679260,-232910,-409770
2002-07-12,36100.0,35500.0,3126831.0,8.82,968290,-158950,-881210
2002-07-15,34100.0,33500.0,2800711.0,8.32,764161,238550,-1018961
2002-07-16,33500.0,32700.0,2841391.0,8.12,512193,47515,-541308
2002-07-18,32700.0,31750.0,2942283.0,7.89,574724,342226,-958300
2002-07-19,31100.0,32500.0,2985202.0,8.07,397038,-379248,-305950
2002-07-22,31500.0,31400.0,3212868.0,7.8,155535,152220,-318075
2002-07-23,31650.0,33600.0,3350430.0,8.35,-162180,180110,39010
2002-07-24,32800.0,33400.0,2925351.0,8.3,-93812,3190,23822
2002-07-25,35300.0,32600.0,3215850.0,8.1,76553,69160,-220293
2002-07-26,32200.0,31650.0,1865405.0,7.86,19540,297110,-317260
2002-07-29,32000.0,32900.0,2285366.0,8.17,-342220,30890,352480
2002-07-30,34400.0,35500.0,4341070.0,8.82,-813925,-387110,1225405
2002-07-31,36000.0,35350.0,1914403.0,8.78,-161800,-17210,130240
2002-08-01,35350.0,34550.0,1566172.0,8.58,-17610,27830,19400
2002-08-02,33600.0,33150.0,1842632.0,8.23,135020,293230,-388030
2002-08-05,32200.0,31400.0,1589497.0,7.8,203580,-9630,-251970
2002-08-06,30500.0,31700.0,1680456.0,7.87,-67140,403700,-325890
2002-08-07,32500.0,32000.0,1804738.0,7.95,-25608,-123070,143398
2002-08-08,32250.0,32650.0,1142735.0,8.11,-45420,-205890,248430
2002-08-09,33500.0,33150.0,1187781.0,8.23,-420520,109920,294100
2002-08-12,33100.0,32800.0,1074889.0,8.15,-154780,139490,-19210
2002-08-13,32500.0,32400.0,1480681.0,8.05,348763,372077,-747020
2002-08-14,32000.0,32250.0,1383336.0,8.01,102165,231735,-387230
2002-08-16,33500.0,33600.0,2486462.0,8.35,-127332,17540,100352
2002-08-19,33500.0,33700.0,1172712.0,8.37,-135870,-181380,344880
2002-08-20,34400.0,35400.0,2132699.0,8.79,-697939,409149,346250
2002-08-21,35100.0,36000.0,1953589.0,8.94,-381504,290641,167213
2002-08-22,36000.0,35600.0,1783660.0,8.84,-206068,403290,-154012
2002-08-23,35000.0,34500.0,1558341.0,8.57,-157139,579,143130
2002-08-26,34000.0,33200.0,1261340.0,8.25,328812,2200,-310062
2002-08-27,33200.0,32400.0,1870953.0,8.05,763103,46662,-853675
2002-08-28,32200.0,33200.0,1452751.0,8.25,43370,218890,-245760
2002-08-29,32500.0,33100.0,957038.0,8.22,234819,2230,-273439
2002-08-30,32600.0,34000.0,1446858.0,8.45,141339,93211,-244100
2002-09-02,34600.0,34700.0,1641087.0,8.62,-65286,141590,-146964
2002-09-03,34600.0,34800.0,1971499.0,8.64,-389546,122580,260966
2002-09-04,33800.0,33450.0,1487987.0,8.31,89620,-107190,-2821
2002-09-05,33700.0,32850.0,1494784.0,8.16,21130,-34170,-2470
2002-09-06,32500.0,32050.0,984839.0,7.96,151770,-32170,-123780
2002-09-09,32200.0,32050.0,801779.0,7.96,-178390,122560,50160
2002-09-10,32300.0,32250.0,684212.0,8.01,-24913,58033,-53740
2002-09-11,32500.0,32500.0,710650.0,8.07,-55400,73850,-59900
2002-09-12,32700.0,33850.0,1622773.0,8.41,-356990,125200,242280
2002-09-13,33300.0,33500.0,1467087.0,8.32,-27387,-100687,171060
2002-09-16,33800.0,33000.0,977070.0,8.2,-1020,-16240,42960
2002-09-17,34000.0,34400.0,1392386.0,8.54,-140530,30480,151810
2002-09-18,33000.0,33200.0,1067744.0,8.25,183779,-111162,-67067
2002-09-19,33150.0,33300.0,1045641.0,8.27,-219640,175900,9620
2002-09-23,32950.0,31950.0,1112282.0,7.94,97392,-6248,-57824
2002-09-24,31200.0,31000.0,1134809.0,7.7,174882,289598,-549310
2002-09-25,30600.0,30000.0,1004969.0,7.45,75459,141167,-170270
2002-09-26,30500.0,29000.0,1215973.0,7.2,170776,-102639,-55477
2002-09-27,28500.0,29350.0,1054941.0,7.29,-208140,136040,96440
2002-09-30,28500.0,27900.0,1109779.0,6.93,33500,86030,-104680
2002-10-01,27100.0,27700.0,2217993.0,6.88,379386,191524,-498220
2002-10-02,28700.0,28850.0,2431717.0,7.17,-428021,98205,396856
2002-10-04,28200.0,28600.0,1116376.0,7.1,90048,262320,-340828
2002-10-07,28100.0,26900.0,1045282.0,6.68,201950,-23700,-201230
2002-10-08,26700.0,28400.0,1431640.0,7.05,-290600,272600,24390
2002-10-09,28350.0,27950.0,1006996.0,6.94,-104430,-65120,192810
2002-10-10,27300.0,26450.0,1583491.0,6.57,35472,241220,-291502
2002-10-11,27400.0,25500.0,1504700.0,6.33,237922,-117507,-131115
2002-10-14,26400.0,27500.0,1196554.0,6.83,-244080,162750,55840
2002-10-15,27600.0,29750.0,1734442.0,7.39,-476261,245166,153345
2002-10-16,30400.0,30700.0,2776390.0,7.63,-369810,-544610,1019910
2002-10-17,30300.0,31200.0,1453219.0,7.75,-358723,173760,115389
2002-10-18,32450.0,33500.0,2077986.0,8.32,-543248,-50752,643110
2002-10-21,32900.0,31900.0,1161240.0,7.92,-49532,-27840,122312
2002-10-22,32800.0,30750.0,1867206.0,7.64,214363,257076,-429919
2002-10-23,30900.0,32000.0,1644880.0,7.95,92530,86260,-171120
2002-10-24,31700.0,31150.0,1084179.0,7.74,93350,-77250,5810
2002-10-25,30500.0,31850.0,1023410.0,7.91,-248150,309500,-94100
2002-10-28,32500.0,33200.0,1559038.0,8.25,-222686,497806,-368490
2002-10-29,32900.0,32600.0,1193896.0,8.1,-113390,265660,-194560
2002-10-30,32700.0,31250.0,1892212.0,7.76,559260,234100,-759510
2002-10-31,31550.0,30950.0,1136579.0,7.69,112378,-22976,-60400
2002-11-01,30800.0,30150.0,1260327.0,7.49,321554,-35734,-297630
2002-11-04,30550.0,30000.0,2380709.0,7.45,719049,-35296,-750563
2002-11-05,30150.0,30200.0,1911509.0,7.5,173674,-123799,-40555
2002-11-06,31000.0,32450.0,3076090.0,8.06,-555210,284830,254960
2002-11-07,32000.0,32350.0,3250869.0,8.04,-28832,-456418,694470
2002-11-08,31650.0,31300.0,1718128.0,7.77,507452,-124142,-393100
2002-11-11,30650.0,29850.0,1882802.0,7.41,913340,-335400,-489180
2002-11-12,28900.0,29200.0,1619654.0,7.25,527698,115940,-641328
2002-11-13,29550.0,29150.0,1719907.0,7.24,289696,-354366,59340
2002-11-14,29150.0,29350.0,1652637.0,7.29,328690,-358433,76433
2002-11-15,30000.0,30100.0,2146194.0,7.48,125161,136289,-356630
2002-11-18,30000.0,29450.0,1302718.0,7.32,-320470,252240,-48600
2002-11-19,29000.0,29600.0,1016105.0,7.35,80835,85425,-168740
2002-11-20,29300.0,29900.0,1453530.0,7.43,-79280,368330,-263740
2002-11-21,30700.0,30300.0,1422426.0,7.53,-189291,178881,55350
2002-11-22,31300.0,31100.0,2212396.0,7.73,-590731,383601,161440
2002-11-25,31600.0,33100.0,2286676.0,8.22,-426100,146280,294310
2002-11-26,33550.0,33800.0,3881315.0,8.4,-565468,-234562,865900
2002-11-27,33300.0,34100.0,1423381.0,8.47,-115710,12250,84330
2002-11-28,34650.0,33200.0,1560143.0,8.25,-206946,43896,219716
2002-11-29,33000.0,35100.0,1958308.0,8.72,-241399,275969,-66340
2002-12-02,35200.0,35200.0,1145022.0,8.74,83575,-203835,158720
2002-12-03,34900.0,36000.0,2846327.0,8.94,1555,-150815,127860
2002-12-04,34900.0,34000.0,1892828.0,8.45,127340,111040,-288070
2002-12-05,33800.0,34200.0,1511050.0,8.5,282041,125979,-459830
2002-12-06,33500.0,33900.0,1040941.0,8.42,14143,-108623,48630
2002-12-09,33600.0,32800.0,1296261.0,8.15,259034,-58294,-211370
2002-12-10,31800.0,32200.0,1408525.0,8.0,417857,-73027,-304720
2002-12-11,32400.0,32100.0,1107918.0,7.97,361628,-163596,-207742
2002-12-12,32100.0,32700.0,1882083.0,8.12,159580,-65050,-114280
2002-12-13,32300.0,32050.0,1533090.0,7.96,569959,-236839,-352240
2002-12-16,31500.0,30850.0,1736223.0,7.66,640193,-61033,-652430
2002-12-17,31500.0,31300.0,1453327.0,7.77,316265,41621,-374506
2002-12-18,30700.0,32250.0,1595054.0,8.01,160132,127238,-281930
2002-12-20,31700.0,32250.0,1444706.0,8.01,-86773,-107277,215550
