Symbol,한국단자_시가(원),한국단자_종가(원),한국단자_거래량(주),한국단자_PER(IFRS-연결),한국단자_순매수수량(개인)(주),한국단자_순매수수량(기관계)(주),한국단자_순매수수량(외국인계)(주)
2001-11-08,9050.0,9280.0,60340.0,5.05,-7210,-10990,15000
2001-11-09,9330.0,9500.0,122250.0,5.17,-17290,-6710,24000
2001-11-12,9980.0,9650.0,64050.0,5.25,20950,-11350,-9600
2001-11-13,9510.0,9550.0,67000.0,5.19,-1600,12630,-21600
2001-11-14,9650.0,9570.0,85130.0,5.2,15690,19400,-35090
2001-11-15,9650.0,9370.0,83650.0,5.09,-10220,33760,-23540
2001-11-16,9370.0,9460.0,76230.0,5.14,-21650,46910,-25260
2001-11-19,9460.0,9640.0,92910.0,5.24,12900,9350,-22250
2001-11-20,9640.0,9710.0,125510.0,5.28,-7110,19660,-12550
2001-11-21,9700.0,9760.0,25730.0,5.31,-4260,4260,0
2001-11-22,9740.0,10200.0,138170.0,5.55,-10610,710,0
2001-11-23,10200.0,10350.0,123770.0,5.63,-31030,23350,-20
2001-11-26,10500.0,10350.0,210020.0,5.63,52010,-59810,0
2001-11-27,10500.0,10200.0,120540.0,5.55,13860,-13860,0
2001-11-28,10200.0,9980.0,68940.0,5.43,-30590,30590,0
2001-11-29,9900.0,9800.0,58270.0,5.33,1650,-1650,0
2001-11-30,9730.0,9850.0,203890.0,5.36,64630,-105010,25000
2001-12-03,9950.0,11000.0,454190.0,5.98,95260,-100640,0
2001-12-04,11000.0,10700.0,241430.0,5.82,2760,-5640,0
2001-12-05,10900.0,10700.0,221620.0,5.82,64900,-69280,0
2001-12-06,10800.0,10150.0,260700.0,5.52,80840,10930,-99800
2001-12-07,10150.0,10950.0,309190.0,5.95,190,-130,20
2001-12-10,10950.0,10800.0,142360.0,5.87,-21490,-8510,0
2001-12-11,10700.0,10900.0,215580.0,5.93,26810,-53720,-200
2001-12-12,10800.0,10900.0,185010.0,5.93,21970,-48930,10000
2001-12-13,11400.0,11600.0,504320.0,6.31,-62310,53310,-9000
2001-12-14,11450.0,11700.0,168130.0,6.36,-57260,58260,-1000
2001-12-17,11800.0,11700.0,506190.0,6.36,34620,-18210,0
2001-12-18,11700.0,11250.0,235230.0,6.12,-30670,10670,0
2001-12-19,11250.0,11000.0,131210.0,5.98,-49480,19480,0
2001-12-20,10700.0,11150.0,63680.0,6.06,1190,8810,0
2001-12-21,11000.0,10800.0,68030.0,5.87,-18810,16810,0
2001-12-24,10800.0,10800.0,71640.0,5.87,-1120,1120,0
2001-12-26,10700.0,10800.0,63730.0,5.87,-5320,5320,0
2001-12-27,10700.0,11000.0,46850.0,5.98,-24910,24910,0
2001-12-28,11000.0,11400.0,107600.0,6.2,-26540,26460,0
2002-01-02,11400.0,11100.0,99369.0,6.07,-28941,12521,0
2002-01-03,11200.0,11400.0,167024.0,6.23,23654,-47584,19000
2002-01-04,11600.0,11650.0,340630.0,6.37,51130,-73860,0
2002-01-07,11650.0,11600.0,174780.0,6.34,12850,-67830,44000
2002-01-08,11400.0,11250.0,66520.0,6.15,5600,-2250,0
2002-01-09,11200.0,11650.0,199806.0,6.37,69486,-73486,0
2002-01-10,11800.0,11950.0,239200.0,6.53,27380,-17380,0
2002-01-11,12000.0,12450.0,291781.0,6.81,-21540,16540,0
2002-01-14,12450.0,12500.0,146670.0,6.84,-58980,58980,0
2002-01-15,12500.0,11800.0,82610.0,6.45,-9810,740,0
2002-01-16,11600.0,11350.0,84420.0,6.21,-5440,5440,0
2002-01-17,11300.0,11200.0,27329.0,6.12,-420,420,0
2002-01-18,11000.0,10950.0,77520.0,5.99,19880,-19880,0
2002-01-21,10950.0,11100.0,47390.0,6.07,-1130,1130,0
2002-01-22,11000.0,11100.0,40991.0,6.07,-9759,9198,0
2002-01-23,11000.0,11250.0,54940.0,6.15,-12159,7720,0
2002-01-24,11200.0,10900.0,174440.0,5.96,28350,-25800,0
2002-01-25,10950.0,11050.0,146571.0,6.04,2490,-26590,-400
2002-01-28,11300.0,11900.0,241120.0,6.51,6840,-16410,0
2002-01-29,12200.0,11850.0,107680.0,6.48,-25530,28530,0
2002-01-30,11100.0,11400.0,93791.0,6.23,-25990,37990,0
2002-01-31,11600.0,11350.0,95500.0,6.21,-14240,14240,0
2002-02-01,11550.0,11350.0,77650.0,6.21,15890,-15890,0
2002-02-04,11350.0,11300.0,97710.0,6.18,-41550,21550,0
2002-02-05,11000.0,11200.0,25350.0,6.12,-9330,9330,0
2002-02-06,11300.0,11100.0,47579.0,6.07,1280,-1280,0
2002-02-07,11150.0,10800.0,49400.0,5.91,-4670,4670,0
2002-02-08,11000.0,11150.0,43050.0,6.1,3500,-3500,0
2002-02-14,11300.0,11350.0,56360.0,6.21,-11440,11440,0
2002-02-15,11350.0,11350.0,104880.0,6.21,9620,-24620,15000
2002-02-18,11400.0,11750.0,91980.0,6.43,15420,-13420,0
2002-02-19,11950.0,11800.0,230328.0,6.45,-990,-4010,0
2002-02-20,11850.0,11800.0,75890.0,6.45,-11140,9150,0
2002-02-21,12100.0,13550.0,946773.0,7.41,12283,-18873,-15000
2002-02-22,13450.0,14000.0,827876.0,7.66,-84849,81299,0
2002-02-25,14600.0,14400.0,325846.0,7.87,-14230,-3780,22520
2002-02-26,14650.0,14850.0,215315.0,8.12,-39460,1450,40010
2002-02-27,15000.0,14550.0,499000.0,7.96,33570,-67280,21490
2002-02-28,14400.0,14600.0,270680.0,7.98,28230,58170,-100000
2002-03-04,14900.0,14650.0,479080.0,8.01,113110,41590,-149050
2002-03-05,14650.0,15900.0,407730.0,8.69,-61630,14860,20000
2002-03-06,16100.0,15700.0,255050.0,8.59,-65631,1141,61490
2002-03-07,16000.0,15700.0,233440.0,8.59,-48470,-14930,59000
2002-03-08,16000.0,15500.0,102020.0,8.48,-1360,-25140,32070
2002-03-11,15500.0,15050.0,129972.0,8.23,-20240,26940,0
2002-03-12,14800.0,15100.0,179260.0,8.26,1420,12480,0
2002-03-13,15450.0,15800.0,233450.0,8.64,4310,-310,-1000
2002-03-14,16000.0,16000.0,176920.0,8.75,-36940,22670,14770
2002-03-15,16000.0,17000.0,252920.0,9.3,-2650,16220,-10070
2002-03-18,17500.0,16550.0,183800.0,9.05,20330,-23330,0
2002-03-19,16600.0,16250.0,208680.0,8.89,17050,-24450,100
2002-03-20,16500.0,16200.0,136460.0,8.86,13170,-17570,0
2002-03-21,17400.0,18600.0,562130.0,10.17,32970,-14830,-5940
2002-03-22,18700.0,19500.0,444110.0,10.66,-126860,72270,60640
2002-03-25,19500.0,18950.0,115180.0,10.36,-1500,3360,0
2002-03-26,19000.0,18200.0,194660.0,9.95,-7360,-27750,35000
2002-03-27,19100.0,19100.0,124470.0,10.44,-12680,19930,0
2002-03-28,18650.0,19100.0,133810.0,10.44,-22570,25180,0
2002-03-29,18800.0,18700.0,142060.0,10.23,-3450,55990,-48850
2002-04-01,18700.0,17200.0,134922.0,9.41,-18360,40620,-23500
2002-04-02,17250.0,17000.0,106750.0,9.3,50840,1190,-55430
2002-04-03,17000.0,17200.0,162900.0,9.41,39060,-38830,0
2002-04-04,18500.0,19100.0,397170.0,10.44,75930,-67830,-50
2002-04-08,18600.0,18000.0,246110.0,9.84,-23440,-59600,83040
2002-04-09,18100.0,17500.0,188840.0,9.57,42126,-41206,-1220
2002-04-10,17150.0,16600.0,80830.0,9.08,-23120,22920,0
2002-04-11,16800.0,17050.0,83022.0,9.32,-25370,-5030,30000
2002-04-12,16800.0,16400.0,104247.0,8.97,18368,-21468,0
2002-04-15,16150.0,16800.0,59040.0,9.19,-4235,4165,0
2002-04-16,16800.0,17200.0,97420.0,9.41,-20680,-4760,20000
2002-04-17,17500.0,18000.0,195320.0,9.84,3580,6820,-50
2002-04-18,18050.0,18150.0,205498.0,9.93,890,44050,43700
2002-04-19,17800.0,17950.0,137810.0,9.82,-51860,60460,0
2002-04-22,17800.0,17000.0,103390.0,9.3,140,-4140,0
2002-04-23,17000.0,16200.0,77230.0,8.86,37560,-27410,-10000
2002-04-24,16200.0,15700.0,71090.0,8.59,6200,-7190,0
2002-04-25,15400.0,14750.0,106465.0,8.07,-6210,2210,0
2002-04-26,14300.0,14400.0,135120.0,7.87,37260,-39560,-1720
2002-04-29,14000.0,13900.0,126604.0,7.6,29700,34620,-64320
2002-04-30,13500.0,13700.0,74031.0,7.49,-11440,750,-290
2002-05-02,14000.0,13800.0,324566.0,7.55,187736,-122346,-75390
2002-05-03,14500.0,14400.0,172740.0,7.87,25920,-19770,0
2002-05-06,14100.0,14300.0,138000.0,7.82,-40810,-17190,0
2002-05-07,14100.0,14200.0,133950.0,7.77,-20690,-6560,-34500
2002-05-08,14350.0,15300.0,151500.0,8.37,-63100,-11430,76300
2002-05-09,15500.0,16500.0,767918.0,9.02,-95610,-180440,316100
2002-05-10,16800.0,16300.0,174280.0,8.91,-36830,-11530,43080
2002-05-13,16100.0,17000.0,328828.0,9.3,-24500,-145450,175450
2002-05-14,17100.0,17150.0,301345.0,9.38,-44805,-22805,24305
2002-05-15,17150.0,17700.0,159529.0,9.68,-55070,-13850,78420
2002-05-16,17400.0,17350.0,73390.0,9.49,-6260,4700,1560
2002-05-17,16950.0,16850.0,167060.0,9.21,-1310,-2900,2800
2002-05-20,16600.0,16300.0,78170.0,8.91,-4300,4190,110
2002-05-21,16500.0,15950.0,65886.0,8.72,-15960,660,12300
2002-05-22,15600.0,16000.0,121205.0,8.75,39550,-5810,-44990
2002-05-23,16000.0,15800.0,131300.0,8.64,19340,8040,-27380
2002-05-24,15500.0,15550.0,92020.0,8.5,-13150,2000,24650
2002-05-27,15200.0,15550.0,42250.0,8.5,-11760,-15430,27190
2002-05-28,15550.0,16350.0,87737.0,8.94,-9480,-30050,38590
2002-05-29,16900.0,15300.0,278000.0,8.37,32730,-82140,49610
2002-05-30,15600.0,15550.0,96160.0,8.5,-2100,-100,38460
2002-05-31,15500.0,16250.0,60537.0,8.89,-21580,-1000,12630
2002-06-03,16500.0,17350.0,127960.0,9.49,-53110,-9500,69610
2002-06-04,17200.0,17700.0,297260.0,9.68,-71700,-97530,151580
2002-06-05,17950.0,18450.0,360770.0,10.09,-36211,-75750,152820
2002-06-07,18400.0,18600.0,177090.0,10.17,-16750,3920,27930
2002-06-10,18900.0,18600.0,195070.0,10.17,-63130,38430,27050
2002-06-11,18350.0,19500.0,110111.0,10.66,-9810,15270,3800
2002-06-12,19200.0,18600.0,277140.0,10.17,7930,2730,8200
2002-06-14,18950.0,18000.0,159019.0,9.84,-21620,29390,0
2002-06-17,18000.0,18450.0,76480.0,10.09,-5500,850,4530
2002-06-18,18550.0,19000.0,201694.0,10.39,18530,-43450,24720
2002-06-19,19200.0,18000.0,154830.0,9.84,-2890,-430,1920
2002-06-20,18200.0,17500.0,100670.0,9.57,19620,-3260,-16560
2002-06-21,17300.0,18300.0,80579.0,10.01,-1410,-6950,8000
2002-06-24,18300.0,17350.0,58780.0,9.49,11360,2540,-14000
2002-06-25,17500.0,16500.0,55340.0,9.02,-4230,4230,0
2002-06-26,16050.0,15200.0,119540.0,8.31,-5290,24750,-32460
2002-06-27,15200.0,16500.0,91786.0,9.02,-35976,-544,30220
2002-06-28,16800.0,16800.0,36741.0,9.19,3610,-3520,-110
2002-07-02,16050.0,16200.0,20340.0,8.86,4690,-5260,0
2002-07-03,16000.0,16200.0,54101.0,8.86,11250,2330,-13580
2002-07-04,16200.0,17400.0,80000.0,9.52,-17810,-1690,19500
2002-07-05,17700.0,20000.0,375030.0,10.94,-175080,-45520,220600
2002-07-08,19900.0,19900.0,476573.0,10.88,42160,-54710,12380
2002-07-09,19700.0,20000.0,190360.0,10.94,65770,4790,-73640
2002-07-10,20000.0,20100.0,260375.0,10.99,12170,-10810,-1840
2002-07-11,19600.0,18100.0,174523.0,9.9,14360,-13310,-1060
2002-07-12,18400.0,18700.0,88470.0,10.23,-15452,6962,8000
2002-07-15,18100.0,19100.0,110193.0,10.44,5560,-5940,380
2002-07-16,19500.0,18400.0,128390.0,10.06,330,50,-300
2002-07-18,18700.0,18200.0,49630.0,9.95,3820,-3820,0
2002-07-19,17900.0,17700.0,58400.0,9.68,7560,-7090,0
2002-07-22,17000.0,16700.0,117640.0,9.13,-4400,23830,-19430
2002-07-23,16300.0,17700.0,110490.0,9.68,-14000,12820,1180
2002-07-24,17250.0,17250.0,54697.0,9.43,5210,-3370,-1840
2002-07-25,17800.0,17000.0,70528.0,9.3,6760,6420,-13180
2002-07-26,17050.0,17300.0,94715.0,9.46,-32650,40650,-8000
2002-07-29,17450.0,16800.0,83467.0,9.19,-6570,32710,-26140
2002-07-30,17500.0,17300.0,89055.0,9.46,16530,1640,-18190
2002-07-31,17500.0,17600.0,61600.0,9.62,5040,-1750,-3010
2002-08-01,17400.0,18000.0,51655.0,9.84,860,-760,0
2002-08-02,17700.0,17300.0,44253.0,9.46,6640,360,-7000
2002-08-05,16800.0,16850.0,36994.0,9.21,-7000,-1080,8000
2002-08-06,16150.0,16800.0,32960.0,9.19,-5650,4730,0
2002-08-07,17100.0,17100.0,26728.0,9.35,-4260,4260,0
2002-08-08,17100.0,17800.0,41450.0,9.73,-10080,-3600,13800
2002-08-09,17950.0,17500.0,35240.0,9.57,3150,-3150,0
2002-08-12,17500.0,17500.0,38350.0,9.57,248,-248,0
2002-08-13,17650.0,17850.0,47550.0,9.76,13440,-13440,0
2002-08-14,17850.0,17600.0,21500.0,9.62,-1618,1498,0
2002-08-16,18000.0,18050.0,67140.0,9.87,-10590,-9180,8800
2002-08-19,18200.0,18000.0,28970.0,9.84,6360,-5360,0
2002-08-20,18050.0,18000.0,55357.0,9.84,-7013,6753,0
2002-08-21,18200.0,18850.0,146437.0,10.31,-5213,5163,10
2002-08-22,19000.0,18700.0,52005.0,10.23,-7560,7150,40
2002-08-23,18600.0,18600.0,80310.0,10.17,5030,-5720,-10
2002-08-26,18200.0,18100.0,22686.0,9.9,-4100,3910,0
2002-08-27,18100.0,18000.0,38478.0,9.84,5140,-6560,0
2002-08-28,17600.0,18000.0,30370.0,9.84,-13210,7490,0
2002-08-29,18000.0,17750.0,18284.0,9.71,-1470,-640,0
2002-08-30,17750.0,17800.0,26660.0,9.73,3770,-3660,0
2002-09-02,17900.0,18150.0,55007.0,9.93,6560,-6560,0
2002-09-03,18300.0,17450.0,62459.0,9.54,31289,-31289,0
2002-09-04,17300.0,17200.0,103820.0,9.41,-11080,-23570,34760
2002-09-05,17650.0,17600.0,51880.0,9.62,-12800,4610,3000
2002-09-06,17500.0,16750.0,47470.0,9.16,6790,-6710,0
2002-09-09,17000.0,16700.0,65180.0,9.13,-6980,6980,0
2002-09-10,16500.0,16700.0,30783.0,9.13,-5440,2020,0
2002-09-11,16700.0,17150.0,49130.0,9.38,-5960,-2040,8000
2002-09-12,17200.0,17200.0,36430.0,9.41,390,-1910,0
2002-09-13,16800.0,16700.0,30690.0,9.13,3760,1250,-5000
2002-09-16,16900.0,16000.0,69980.0,8.75,28560,-28520,0
2002-09-17,16200.0,16400.0,36680.0,8.97,-7590,7630,0
2002-09-18,15600.0,16400.0,59410.0,8.97,-14390,14550,0
2002-09-19,16400.0,16200.0,19850.0,8.86,3550,-3790,0
2002-09-23,15900.0,15400.0,51670.0,8.42,28050,4870,-24810
2002-09-24,15400.0,15000.0,50230.0,8.2,8250,5930,-10880
2002-09-25,14700.0,14600.0,75380.0,7.98,-7754,38034,-35620
2002-09-26,14800.0,14200.0,71020.0,7.77,5140,-5230,0
2002-09-27,14050.0,14250.0,44170.0,7.79,-2330,-2720,0
2002-09-30,13550.0,14250.0,163924.0,7.79,8940,10080,5000
2002-10-01,14000.0,15000.0,65210.0,8.2,-16290,13830,-2500
2002-10-02,15150.0,15300.0,88740.0,8.37,-12410,14910,-2500
2002-10-04,15600.0,15550.0,67762.0,8.5,-5352,16422,-12000
2002-10-07,15150.0,15300.0,53330.0,8.37,-21530,21670,0
2002-10-08,15350.0,15450.0,22800.0,8.45,-7780,7740,0
2002-10-09,15600.0,15100.0,40130.0,8.26,-7730,4410,0
2002-10-10,14350.0,15000.0,68480.0,8.2,-39770,39510,0
2002-10-11,14850.0,14500.0,20610.0,7.93,-3290,-1410,0
2002-10-14,14900.0,14900.0,15220.0,8.15,-6300,5000,0
2002-10-15,15150.0,15200.0,55200.0,8.31,1700,9030,0
2002-10-16,15400.0,15100.0,29610.0,8.26,-7010,-3010,10000
2002-10-17,15200.0,15700.0,40485.0,8.59,-19245,7550,11250
2002-10-18,16100.0,16400.0,81732.0,8.97,-44728,12858,25830
2002-10-21,14700.0,15700.0,25840.0,8.59,2570,-7370,4920
2002-10-22,16000.0,16000.0,25770.0,8.75,-10790,10790,0
2002-10-23,16000.0,16500.0,27460.0,9.02,-16940,7080,6550
2002-10-24,16350.0,16400.0,23300.0,8.97,-3370,-9500,11200
2002-10-25,16400.0,16000.0,31530.0,8.75,6640,1630,-100
2002-10-28,16250.0,16600.0,45871.0,9.08,-18381,6781,11000
2002-10-29,16700.0,16000.0,62690.0,8.75,29140,-24230,-5230
2002-10-30,16100.0,15600.0,30460.0,8.53,2060,-1890,7100
2002-10-31,15800.0,15400.0,34230.0,8.42,6070,-4800,2400
2002-11-01,15350.0,15100.0,33281.0,8.26,4451,-8551,7900
2002-11-04,15150.0,16000.0,27510.0,8.75,-13770,6530,6800
2002-11-05,16000.0,16300.0,29100.0,8.91,-4800,-1660,6400
2002-11-06,16300.0,16400.0,33710.0,8.97,-13410,11930,8500
2002-11-07,16300.0,16400.0,28290.0,8.97,4500,-3670,7100
2002-11-08,16300.0,16000.0,15440.0,8.75,-1080,-3190,4200
2002-11-11,16000.0,15450.0,13912.0,8.45,-1330,-2340,3800
2002-11-12,15050.0,15500.0,21010.0,8.48,2557,-7497,4980
2002-11-13,15400.0,15500.0,29422.0,8.48,5480,-11510,5060
2002-11-14,15800.0,15800.0,36940.0,8.64,1150,-12130,11050
2002-11-15,16100.0,15950.0,39504.0,8.72,2872,-7192,8820
2002-11-18,16100.0,15500.0,30850.0,8.48,8500,-600,-8180
2002-11-19,15500.0,15500.0,26890.0,8.48,1798,-8678,6500
2002-11-20,15300.0,15750.0,18718.0,8.61,-12400,6630,5100
2002-11-21,16000.0,15950.0,46302.0,8.72,5496,-8126,0
2002-11-22,16350.0,16450.0,61060.0,9.0,-21940,6500,15060
2002-11-25,16450.0,17300.0,41730.0,9.46,-21920,8330,13020
2002-11-26,17350.0,17100.0,40410.0,9.35,-3354,-7336,10400
2002-11-27,16850.0,17300.0,15250.0,9.46,-1090,-3990,4870
2002-11-28,17600.0,17000.0,43367.0,9.3,-4621,-7679,11290
2002-11-29,17400.0,17400.0,41508.0,9.52,2120,-3490,10540
2002-12-02,17450.0,17400.0,25341.0,9.52,1601,-6221,6500
2002-12-03,17550.0,17600.0,38243.0,9.62,-6317,-3873,10330
2002-12-04,17600.0,17250.0,29490.0,9.43,-3210,-5170,8070
2002-12-05,17300.0,18100.0,66490.0,9.9,-23320,10010,16440
2002-12-06,18000.0,18400.0,250610.0,10.06,2100,-202160,204530
2002-12-09,18500.0,18150.0,29023.0,9.93,3583,-1393,0
2002-12-10,17700.0,18300.0,22870.0,10.01,-4950,4300,2150
2002-12-11,18250.0,18100.0,18400.0,9.9,4230,-2000,1900
2002-12-12,18400.0,18200.0,42170.0,9.95,-1520,1160,1060
2002-12-13,18200.0,18300.0,36370.0,10.01,-11850,9560,4770
2002-12-16,18050.0,18000.0,44051.0,9.84,-23580,3020,30000
2002-12-17,18050.0,18000.0,21004.0,9.84,6964,516,-4900
2002-12-18,18000.0,17950.0,16130.0,9.82,-9440,170,9350
2002-12-20,18000.0,18400.0,15318.0,10.06,-7494,7044,450
2002-12-23,18400.0,18250.0,20140.0,9.98,-6740,6960,3600
2002-12-24,18150.0,18400.0,26250.0,10.06,-20940,11400,9540
2002-12-26,18000.0,17900.0,29820.0,9.79,-3180,-9670,12400
2002-12-27,17700.0,17850.0,15380.0,9.76,-3520,-1320,4450
2002-12-30,18150.0,17500.0,16840.0,9.57,-9200,7430,2280
2003-01-02,17150.0,17150.0,17710.0,8.36,2310,-1020,-1150
2003-01-03,17300.0,17150.0,22990.0,8.36,10070,-6390,-100
2003-01-06,17100.0,17200.0,25010.0,8.38,10020,-1800,-7960
2003-01-07,17250.0,16200.0,32400.0,7.89,8890,-5140,-4000
2003-01-08,16400.0,17000.0,27330.0,8.28,-570,-5070,6210
2003-01-09,17000.0,16050.0,34850.0,7.82,2600,-9020,7300
2003-01-10,16350.0,16200.0,40870.0,7.89,-170,-1100,940
2003-01-13,16400.0,17200.0,150550.0,8.38,-116000,8920,106980
2003-01-14,17500.0,17000.0,10680.0,8.28,-30,-2210,2200
2003-01-15,17450.0,16500.0,46680.0,8.04,11102,-17472,6590
2003-01-16,16400.0,16550.0,31719.0,8.06,-1575,-8065,10100
2003-01-17,16600.0,16500.0,15001.0,8.04,-3944,204,3740
2003-01-20,16400.0,16950.0,9230.0,8.26,-2890,100,2790
2003-01-21,17250.0,16750.0,4240.0,8.16,720,-1240,600
2003-01-22,16900.0,17000.0,35000.0,8.28,-12980,-3240,16220
2003-01-23,17200.0,17500.0,25582.0,8.53,-15480,16080,280
2003-01-24,17900.0,16950.0,24252.0,8.26,-1730,2290,1440
2003-01-27,16700.0,16700.0,11860.0,8.14,-1010,-2290,3350
2003-01-28,16600.0,16850.0,16080.0,8.21,-1670,4400,-2730
2003-01-29,16600.0,16500.0,22640.0,8.04,-8790,13150,-4340
2003-01-30,16400.0,17500.0,9350.0,8.53,-3760,2880,1640
2003-02-03,17350.0,17150.0,6920.0,8.36,-450,470,-20
2003-02-04,17200.0,17100.0,118793.0,8.33,130,109950,-110200
2003-02-05,17000.0,16950.0,4040.0,8.26,-90,-520,610
2003-02-06,17000.0,17000.0,5310.0,8.28,50,-2520,1340
2003-02-07,17000.0,16950.0,13100.0,8.26,-6323,783,5660
2003-02-10,16900.0,17550.0,21710.0,8.55,-18510,8110,10370
2003-02-11,17350.0,17500.0,14650.0,8.53,-8270,7980,250
2003-02-12,17850.0,17200.0,1550.0,8.38,-130,130,0
2003-02-13,17500.0,17950.0,43630.0,8.75,-29400,1600,25200
2003-02-14,17850.0,17500.0,9590.0,8.53,-190,-720,1020
2003-02-17,18200.0,18350.0,29210.0,8.94,-15450,-2450,17900
2003-02-18,18600.0,18350.0,8590.0,8.94,-1620,980,640
2003-02-19,18500.0,18350.0,9890.0,8.94,-3280,-1840,5120
2003-02-20,18500.0,18600.0,17280.0,9.06,-7780,4230,4050
2003-02-21,18500.0,17800.0,19410.0,8.67,2330,-12330,10000
2003-02-24,18000.0,18300.0,13360.0,8.92,-7750,7270,1030
2003-02-25,18300.0,18000.0,13170.0,8.77,-7410,-1770,9180
2003-02-26,18100.0,18200.0,3500.0,8.87,320,-440,120
2003-02-27,18100.0,18000.0,19950.0,8.77,-2380,-2380,4840
2003-02-28,18050.0,17600.0,21060.0,8.58,2730,-13080,10350
2003-03-03,18000.0,17650.0,31840.0,8.6,-9590,1190,8300
2003-03-04,17500.0,17200.0,40000.0,8.38,1620,-24980,23460
2003-03-05,17150.0,17000.0,14050.0,8.28,-9730,1500,8690
2003-03-06,17300.0,17000.0,8940.0,8.28,-6160,1110,5120
2003-03-07,17150.0,17000.0,17030.0,8.28,-2430,-9220,11540
2003-03-10,17100.0,17050.0,4380.0,8.31,-940,-280,1000
2003-03-11,17000.0,17000.0,41370.0,8.28,-2990,1430,1640
2003-03-12,17800.0,16900.0,35020.0,8.23,3560,-300,-3550
2003-03-13,16900.0,16900.0,43170.0,8.23,-7870,190,2820
2003-03-14,17250.0,16650.0,247750.0,8.11,7110,226830,-233970
2003-03-17,16650.0,15950.0,22550.0,7.77,-2360,-4520,6900
2003-03-18,16400.0,16600.0,20560.0,8.09,-4260,2800,970
2003-03-19,16600.0,16600.0,12440.0,8.09,-1720,-4070,5910
2003-03-20,16950.0,16900.0,20270.0,8.23,6800,-6790,0
2003-03-21,17000.0,17600.0,12870.0,8.58,-6960,3960,3000
2003-03-24,18000.0,18200.0,29810.0,8.87,-19000,-1790,20780
2003-03-25,17600.0,17900.0,28590.0,8.72,-11990,11130,5580
2003-03-26,17650.0,17500.0,11890.0,8.53,3480,-2580,300
2003-03-27,17400.0,17800.0,5360.0,8.67,-350,-2480,2830
2003-03-28,17600.0,17750.0,4620.0,8.65,1310,-1230,-130
2003-03-31,17700.0,17000.0,4700.0,8.28,-450,720,-400
2003-04-01,17300.0,17100.0,6550.0,8.33,1000,-1830,860
2003-04-02,17100.0,17200.0,13370.0,8.38,5240,3920,-9110
2003-04-03,17600.0,17500.0,15010.0,8.53,-3190,3970,-1220
2003-04-04,17250.0,17250.0,26650.0,8.41,690,2470,-3560
2003-04-07,17300.0,18150.0,16840.0,8.84,-8850,4890,3710
2003-04-08,18100.0,17700.0,15740.0,8.62,-6060,2010,3720
2003-04-09,17550.0,17700.0,11430.0,8.62,-3350,-360,5130
2003-04-10,17950.0,18000.0,22490.0,8.77,-4050,-1920,5550
2003-04-11,17850.0,18000.0,16170.0,8.77,-4220,630,3620
2003-04-14,18200.0,18100.0,18387.0,8.82,-623,-407,800
2003-04-15,18100.0,18100.0,10338.0,8.82,-1509,-810,400
2003-04-16,18400.0,18650.0,62068.0,9.09,-15630,-19800,36060
2003-04-17,18500.0,18800.0,34339.0,9.16,-6611,-7469,13080
2003-04-18,19000.0,19400.0,27590.0,9.45,-12110,8250,390
2003-04-21,19800.0,19450.0,20400.0,9.48,-12970,5690,7420
2003-04-22,19500.0,19000.0,21081.0,9.26,100,-12250,12300
2003-04-23,19050.0,19000.0,24294.0,9.26,-12206,7646,4320
2003-04-24,19250.0,19000.0,28433.0,9.26,4230,690,-740
2003-04-25,19000.0,19000.0,67440.0,9.26,-3600,-1980,8020
2003-04-28,19500.0,19500.0,56680.0,9.5,4150,5950,-7300
2003-04-29,19750.0,19650.0,17533.0,9.57,-4750,8680,790
2003-04-30,19800.0,20200.0,41610.0,9.84,-7530,2120,13320
2003-05-02,20650.0,19300.0,97700.0,9.4,20270,-17050,53400
2003-05-06,19250.0,19700.0,11940.0,9.6,-6210,6000,0
2003-05-07,20100.0,19800.0,104690.0,9.65,-4420,170,37120
2003-05-09,19500.0,19950.0,68180.0,9.72,-11220,6120,50000
2003-05-12,20200.0,20000.0,25750.0,9.75,-6870,5260,120
2003-05-13,20150.0,19400.0,50870.0,9.45,3280,-10390,28190
2003-05-14,19100.0,19600.0,18331.0,9.55,-2280,-6560,8080
2003-05-15,20200.0,20400.0,53700.0,9.94,-5850,2650,34790
2003-05-16,20800.0,20000.0,14980.0,9.75,5090,-10040,4020
2003-05-19,20000.0,19450.0,19380.0,9.48,6180,-11760,4750
2003-05-20,19300.0,20450.0,28500.0,9.96,-13320,6100,7300
2003-05-21,20100.0,21450.0,51557.0,10.45,-6114,-1126,4840
2003-05-22,22000.0,21000.0,63850.0,10.23,-4310,10960,-790
2003-05-23,21300.0,22300.0,48633.0,10.87,-26063,9860,16243
2003-05-26,22600.0,22100.0,24800.0,10.77,-15470,13580,1880
