Symbol,빙그레_시가(원),빙그레_종가(원),빙그레_거래량(주),빙그레_PER(IFRS-연결),빙그레_순매수수량(개인)(주),빙그레_순매수수량(기관계)(주),빙그레_순매수수량(외국인계)(주)
2005-11-25,42600.0,42850.0,63060.0,12.18,-3634,-10456,14090
2005-11-28,42850.0,41700.0,30197.0,11.86,4151,8439,-12470
2005-11-29,41850.0,41150.0,14702.0,11.7,5910,-5320,-590
2005-11-30,41650.0,41500.0,18372.0,11.8,2150,-1680,280
2005-12-01,41500.0,42400.0,22265.0,12.06,-2350,-4030,7990
2005-12-02,42500.0,42200.0,47810.0,12.0,-10153,633,9420
2005-12-05,41900.0,42900.0,34940.0,12.2,-8981,394,2687
2005-12-06,42500.0,42250.0,30931.0,12.01,-1442,12052,-9130
2005-12-07,42150.0,42900.0,34190.0,12.2,-2159,5139,90
2005-12-08,43000.0,42600.0,64950.0,12.11,13330,-28980,22030
2005-12-09,42650.0,41600.0,30732.0,11.83,8065,-4145,-4440
2005-12-12,41650.0,41200.0,33707.0,11.71,11137,1873,-13180
2005-12-13,40800.0,41050.0,50718.0,11.67,26730,-7770,-16410
2005-12-14,40900.0,41950.0,31633.0,11.93,-700,-3670,4610
2005-12-15,41550.0,41300.0,46569.0,11.74,4439,-3629,-1010
2005-12-16,41000.0,40700.0,26363.0,11.57,5380,-10770,5600
2005-12-19,40500.0,40700.0,33567.0,11.57,5270,-840,-5340
2005-12-20,40700.0,40650.0,18363.0,11.56,8743,-4443,-6220
2005-12-21,40300.0,40550.0,68240.0,11.53,200,-1960,1760
2005-12-22,40400.0,40000.0,54639.0,11.37,11638,-9798,19360
2005-12-23,40300.0,40100.0,29580.0,11.4,8810,-1140,-7930
2005-12-26,40250.0,40000.0,41304.0,11.37,17055,2205,-21050
2005-12-27,40000.0,40000.0,40100.0,11.37,12010,2130,-14070
2005-12-28,40050.0,40200.0,13031.0,11.43,1176,-3786,2880
2005-12-29,40500.0,39850.0,66798.0,11.33,5098,-32848,27290
2006-01-02,39850.0,39250.0,31510.0,10.04,11849,-5169,-5670
2006-01-03,39200.0,38700.0,65194.0,9.9,14538,-22908,16270
2006-01-04,39600.0,44500.0,160571.0,11.39,-34007,-1093,36640
2006-01-05,44550.0,44500.0,93030.0,11.39,-26602,2072,24390
2006-01-06,43650.0,44000.0,54924.0,11.26,-32182,-7748,40160
2006-01-09,44500.0,46700.0,96927.0,11.95,-230,-24250,24630
2006-01-10,47350.0,48000.0,112374.0,12.28,-26490,-1180,27750
2006-01-11,48000.0,48900.0,127820.0,12.51,-16752,-12358,29110
2006-01-12,49500.0,48300.0,45083.0,12.36,-3726,-3434,7610
2006-01-13,48000.0,46850.0,56454.0,11.99,4441,-8451,4010
2006-01-16,47400.0,48250.0,21540.0,12.35,-2528,-5115,7643
2006-01-17,47800.0,48000.0,22836.0,12.28,-11470,-3110,16080
2006-01-18,47000.0,47400.0,57986.0,12.13,-22280,2840,29400
2006-01-19,47000.0,47500.0,60277.0,12.15,-4228,2988,7810
2006-01-20,48500.0,48400.0,36540.0,12.38,-4660,-2920,18930
2006-01-23,48000.0,46600.0,50290.0,11.92,-13830,9180,3100
2006-01-24,46200.0,47500.0,53380.0,12.15,2300,-27090,21080
2006-01-25,46750.0,46600.0,79710.0,11.92,26096,-28356,6920
2006-01-26,46600.0,47500.0,66161.0,12.15,-4183,-9257,13500
2006-01-27,47500.0,46950.0,51190.0,12.01,859,-8009,7110
2006-01-31,47000.0,47700.0,17946.0,12.2,8986,-9486,650
2006-02-01,47300.0,47900.0,14036.0,12.26,-535,1205,-650
2006-02-02,47900.0,47550.0,21398.0,12.17,-457,457,-10
2006-02-03,47900.0,47550.0,17050.0,12.17,-3880,-360,3780
2006-02-06,46100.0,46500.0,52760.0,11.9,10421,4169,-15590
2006-02-07,45500.0,45700.0,21480.0,11.69,39,-3439,7020
2006-02-08,45950.0,45700.0,37694.0,11.69,-3636,-1814,5450
2006-02-09,45700.0,45000.0,40851.0,11.51,2143,-4013,1640
2006-02-10,44500.0,44600.0,19966.0,11.41,-1814,674,1110
2006-02-13,44600.0,44500.0,16670.0,11.39,3480,-2860,70
2006-02-14,44500.0,45000.0,26807.0,11.51,-2620,3540,-1300
2006-02-15,45200.0,44600.0,20488.0,11.41,2358,-4718,2720
2006-02-16,44100.0,45000.0,11866.0,11.51,-4250,2180,1530
2006-02-17,45250.0,45300.0,19070.0,11.59,-1200,910,480
2006-02-20,45500.0,45700.0,18822.0,11.69,-65,5385,-5440
2006-02-21,45700.0,45750.0,9242.0,11.71,1089,-779,-40
2006-02-22,46300.0,46000.0,13374.0,11.77,-530,-4240,4970
2006-02-23,46300.0,46500.0,7137.0,11.9,-5660,5130,0
2006-02-24,46900.0,46000.0,14881.0,11.77,5120,-5570,390
2006-02-27,45500.0,46500.0,6141.0,11.9,-1580,820,550
2006-02-28,46800.0,45500.0,14383.0,11.64,7890,-7430,-590
2006-03-02,45550.0,46200.0,36900.0,11.82,-3320,1450,1840
2006-03-03,46100.0,45600.0,16390.0,11.67,-2340,-4690,7110
2006-03-06,46200.0,46400.0,12043.0,11.87,-5189,4499,520
2006-03-07,46400.0,45600.0,10930.0,11.67,150,-2660,430
2006-03-08,46400.0,45800.0,10460.0,11.72,-2850,3150,-200
2006-03-09,45800.0,46250.0,13351.0,11.83,-2161,2001,1290
2006-03-10,46400.0,46400.0,11965.0,11.87,-4088,-3242,7430
2006-03-13,46400.0,46700.0,77107.0,11.95,3845,385,-4530
2006-03-14,46900.0,46500.0,13285.0,11.9,2315,-2665,-170
2006-03-15,46100.0,46600.0,7550.0,11.92,-5180,6060,-1030
2006-03-16,46050.0,46250.0,8300.0,11.83,1590,1830,-3380
2006-03-17,46250.0,48400.0,36030.0,12.38,-9750,-13790,23240
2006-03-20,47850.0,49000.0,11614.0,12.54,-3250,6060,-2870
2006-03-21,48500.0,48100.0,11364.0,12.31,839,-359,-270
2006-03-22,47900.0,47300.0,17670.0,12.1,6400,-3770,-2210
2006-03-23,47050.0,46950.0,12470.0,12.01,1440,-700,-740
2006-03-24,47500.0,47700.0,23520.0,12.2,-2680,3900,-1350
2006-03-27,47550.0,47850.0,16857.0,12.24,-2363,1343,810
2006-03-28,48450.0,48250.0,37290.0,12.35,-1767,2227,-760
2006-03-29,47550.0,48000.0,24572.0,12.28,692,3878,-5190
2006-03-30,47550.0,48000.0,17510.0,12.28,-850,3550,-2920
2006-03-31,47700.0,48000.0,23790.0,12.28,-460,12370,-12550
2006-04-03,48400.0,47900.0,22182.0,12.26,1872,3038,-3890
2006-04-04,47550.0,47400.0,39665.0,12.13,8705,-6735,6700
2006-04-05,47400.0,47250.0,101382.0,12.09,3312,-2152,22100
2006-04-06,47750.0,47900.0,90495.0,12.26,-405,205,-200
2006-04-07,47600.0,48300.0,62475.0,12.36,400,-2070,660
2006-04-10,48300.0,47600.0,27816.0,12.18,6964,4166,-12400
2006-04-11,47800.0,46800.0,20352.0,11.97,9819,1891,-11780
2006-04-12,45900.0,45500.0,42096.0,11.64,27696,-8106,-20060
2006-04-13,45150.0,45350.0,55613.0,11.6,25313,-12913,-13000
2006-04-14,45700.0,45500.0,37724.0,11.64,19430,-13510,-6980
2006-04-17,45000.0,45000.0,25421.0,11.51,6231,-4701,-1590
2006-04-18,45000.0,45300.0,29360.0,11.59,4310,4190,-9440
2006-04-19,45300.0,44700.0,60193.0,11.44,23623,-10023,-14240
2006-04-20,44500.0,44250.0,32568.0,11.32,3586,974,-4860
2006-04-21,44000.0,45800.0,55280.0,11.72,-17270,-6280,23600
2006-04-24,45700.0,44750.0,15551.0,11.45,5130,-7580,3080
2006-04-25,45150.0,46000.0,27915.0,11.77,-4280,2690,1290
2006-04-26,46350.0,46050.0,16881.0,11.78,1943,-83,-1970
2006-04-27,45750.0,46000.0,15250.0,11.77,420,4230,-4620
2006-04-28,45500.0,44950.0,16444.0,11.5,10214,-4524,-5570
2006-05-02,45250.0,44650.0,15629.0,11.42,1337,-2227,1000
2006-05-03,44800.0,44200.0,21296.0,11.31,9227,-6297,-2780
2006-05-04,44300.0,43800.0,29381.0,11.21,7620,-4380,-3270
2006-05-08,43800.0,43900.0,43476.0,11.23,6296,-3126,-3050
2006-05-09,44000.0,45800.0,58492.0,11.72,-13754,-896,14680
2006-05-10,45150.0,45300.0,36750.0,11.59,-2738,328,2440
2006-05-11,45000.0,45950.0,34183.0,11.76,-3810,260,2550
2006-05-12,45000.0,45200.0,35510.0,11.56,1747,-7827,6750
2006-05-15,45000.0,45100.0,19912.0,11.54,-190,-2640,2920
2006-05-16,44800.0,44600.0,61830.0,11.41,-90,-140,270
2006-05-17,44500.0,44650.0,22990.0,11.42,-6280,-1790,7510
2006-05-18,44400.0,44650.0,36410.0,11.42,-17730,-4150,22360
2006-05-19,44600.0,45300.0,19610.0,11.59,-8670,-160,8830
2006-05-22,45650.0,45500.0,23240.0,11.64,-13710,-3170,15780
2006-05-23,44800.0,45950.0,36990.0,11.76,-8920,7800,740
2006-05-24,46100.0,45000.0,40010.0,11.51,3961,2799,-7250
2006-05-25,44400.0,45300.0,23549.0,11.59,-7290,-5450,13040
2006-05-26,44750.0,45000.0,22824.0,11.51,3782,-1552,-2740
2006-05-29,44700.0,44200.0,12353.0,11.31,3393,-5743,2610
2006-05-30,44300.0,44800.0,12094.0,11.46,-2710,-4420,7130
2006-06-01,45300.0,44750.0,17451.0,11.45,-2800,-5410,8210
2006-06-02,44850.0,44500.0,66846.0,11.39,-660,-2780,3440
2006-06-05,44900.0,44100.0,27520.0,11.28,2460,-6170,4080
2006-06-07,44100.0,41100.0,102900.0,10.52,-1710,16360,-13320
2006-06-08,41000.0,39750.0,65081.0,10.17,-4488,-25152,30190
2006-06-09,39950.0,39850.0,27940.0,10.2,1280,-4920,3490
2006-06-12,39750.0,39300.0,32926.0,10.06,2886,-796,-2120
2006-06-13,38900.0,39000.0,18120.0,9.98,-7850,-2910,11020
2006-06-14,39000.0,40000.0,24100.0,10.23,-6910,1920,4730
2006-06-15,40100.0,38450.0,44684.0,9.84,8074,-3874,-3960
2006-06-16,39500.0,40100.0,12790.0,10.26,-10320,2640,7570
2006-06-19,40100.0,39200.0,16550.0,10.03,50,-3850,3900
2006-06-20,39100.0,38500.0,20520.0,9.85,1250,-1090,-70
2006-06-21,38500.0,38100.0,9390.0,9.75,-5150,420,5100
2006-06-22,38250.0,38900.0,12999.0,9.95,-5370,3470,1480
2006-06-23,38600.0,38450.0,44890.0,9.84,-240,-1280,1640
2006-06-26,39200.0,38650.0,36702.0,9.89,-2400,1100,1230
2006-06-27,38750.0,38500.0,4206.0,9.85,2751,-2121,-620
2006-06-28,38550.0,37600.0,13320.0,9.62,4600,-5360,1090
2006-06-29,37650.0,38200.0,23700.0,9.77,-750,3740,-3380
2006-06-30,38450.0,39250.0,51990.0,10.04,-180,25340,-25210
2006-07-03,38800.0,38500.0,31370.0,9.85,9274,-2794,-6280
2006-07-04,38700.0,38200.0,18022.0,9.77,5840,-12680,6930
2006-07-05,37950.0,38050.0,20121.0,9.74,-3300,-920,4170
2006-07-06,37900.0,37300.0,11750.0,9.54,11,-2431,2740
2006-07-07,37400.0,36550.0,25800.0,9.35,7249,-4909,-2370
2006-07-10,36500.0,38450.0,19450.0,9.84,-9488,3668,6110
2006-07-11,38400.0,38000.0,24522.0,9.72,-3909,-3491,6270
2006-07-12,38400.0,38000.0,33310.0,9.72,2720,-10570,7800
2006-07-13,37400.0,38000.0,15700.0,9.72,1250,-3500,1990
2006-07-14,37100.0,37250.0,10411.0,9.53,3440,-5660,2170
2006-07-18,37700.0,36550.0,9099.0,9.35,-1600,-1560,3010
2006-07-19,36800.0,36100.0,19052.0,9.24,7880,-5940,-1880
2006-07-20,36900.0,36800.0,23340.0,9.42,30,4590,-5080
2006-07-21,36500.0,36700.0,10320.0,9.39,1260,-1970,680
2006-07-24,36700.0,36750.0,14290.0,9.4,-1860,-2580,4240
2006-07-25,36950.0,37700.0,18010.0,9.65,-3660,4050,-910
2006-07-26,37800.0,36500.0,114787.0,9.34,13715,1865,-16810
2006-07-27,36900.0,36600.0,30688.0,9.36,8420,4270,-13310
2006-07-28,36600.0,36250.0,74833.0,9.28,13341,-111,-12320
2006-07-31,36700.0,36650.0,26900.0,9.38,12870,-2680,-10300
2006-08-01,36900.0,35400.0,53770.0,9.06,9320,2830,-12210
2006-08-02,35500.0,35900.0,41375.0,9.19,-2235,2005,110
2006-08-03,36400.0,35800.0,28360.0,9.16,-4290,-1290,5600
2006-08-04,35750.0,35750.0,39881.0,9.15,5691,-9391,3580
2006-08-07,35800.0,34800.0,58749.0,8.9,3180,-7330,4310
2006-08-08,34850.0,34500.0,53712.0,8.83,6090,-10280,2930
2006-08-09,34300.0,33500.0,86987.0,8.57,33946,-18736,-15630
2006-08-10,33450.0,34400.0,88001.0,8.8,-12828,14608,-1440
2006-08-11,34300.0,33100.0,76615.0,8.47,17440,220,-17430
2006-08-14,33250.0,32800.0,21476.0,8.39,-4073,3513,-70
2006-08-16,33150.0,32500.0,57980.0,8.32,17730,2240,-20070
2006-08-17,32600.0,32400.0,49338.0,8.29,7850,-15380,7420
2006-08-18,32600.0,33500.0,52415.0,8.57,-7120,-7520,13810
2006-08-21,33600.0,34500.0,49920.0,8.83,-16770,7220,10880
2006-08-22,34700.0,35700.0,65281.0,9.13,-32900,3670,28910
2006-08-23,36000.0,35750.0,36901.0,9.15,-8340,-9610,16520
2006-08-24,35200.0,35500.0,26570.0,9.08,-12500,6780,5700
2006-08-25,35300.0,36400.0,24660.0,9.31,-16920,13250,3490
2006-08-28,36450.0,35550.0,17660.0,9.1,-4560,-1550,5610
2006-08-29,36000.0,35850.0,15763.0,9.17,-6420,400,5930
2006-08-30,35850.0,37100.0,43930.0,9.49,-25790,6650,19080
2006-08-31,37000.0,37100.0,67373.0,9.49,3660,4950,-8400
2006-09-01,37100.0,37450.0,12442.0,9.58,-4760,-670,5330
2006-09-04,37500.0,37500.0,11940.0,9.59,-1280,-300,1890
2006-09-05,37400.0,37850.0,61761.0,9.68,-2030,-5340,7310
2006-09-06,38200.0,38500.0,25760.0,9.85,-12530,-2310,15030
2006-09-07,38500.0,39150.0,57911.0,10.02,-50,-4110,3840
2006-09-08,39800.0,39000.0,18333.0,9.98,-7497,1497,5600
2006-09-11,38750.0,38950.0,18560.0,9.97,-10650,-1370,4600
2006-09-12,40000.0,39350.0,9820.0,10.07,-3950,380,2500
2006-09-13,39850.0,39400.0,15010.0,10.08,-11460,2150,4800
2006-09-14,38900.0,39650.0,36868.0,10.14,-7431,8271,-1690
2006-09-15,39200.0,40250.0,16450.0,10.3,-10630,1110,4920
2006-09-18,40850.0,40250.0,18880.0,10.3,-12940,2540,5190
2006-09-19,40050.0,40100.0,13040.0,10.26,-6800,-2640,4710
2006-09-20,39850.0,40000.0,21030.0,10.23,-13550,870,5710
2006-09-21,39800.0,40600.0,14260.0,10.39,-8480,3230,4920
2006-09-22,40100.0,40500.0,15460.0,10.36,-10290,4120,5930
2006-09-25,40500.0,40500.0,16463.0,10.36,-5379,-1151,6520
2006-09-26,40900.0,40400.0,13535.0,10.34,-1720,-7060,9210
2006-09-27,40450.0,40700.0,35695.0,10.41,-5710,4030,1010
2006-09-28,40550.0,41000.0,30796.0,10.49,-7660,-90,8790
2006-09-29,40600.0,42550.0,35713.0,10.89,-11910,-1500,13700
2006-10-02,42550.0,42650.0,28870.0,10.91,-2660,1390,1250
2006-10-04,42250.0,41200.0,18880.0,10.54,-490,-3780,4520
2006-10-09,40900.0,38450.0,32719.0,9.84,5200,1950,-6960
2006-10-10,38850.0,39800.0,42570.0,10.18,1250,-17600,15730
2006-10-11,39750.0,40750.0,28670.0,10.43,-6600,-6380,12680
2006-10-12,40100.0,41400.0,9000.0,10.59,-310,-240,360
2006-10-13,42000.0,42000.0,32885.0,10.75,-15470,-3680,18750
2006-10-16,42050.0,42150.0,4060.0,10.78,-1070,300,800
2006-10-17,42150.0,42100.0,17960.0,10.77,-10490,1250,9400
2006-10-18,42200.0,42400.0,9640.0,10.85,-6910,3640,2840
2006-10-19,42100.0,42500.0,12880.0,10.87,-1640,-1760,3440
2006-10-20,42650.0,42850.0,5094.0,10.96,-1334,1334,-110
2006-10-23,42500.0,42700.0,3440.0,10.93,-780,810,-100
2006-10-24,42400.0,42000.0,36070.0,10.75,-24880,-6270,31260
2006-10-25,41550.0,41350.0,9860.0,10.58,810,-730,-70
2006-10-26,40800.0,41000.0,21020.0,10.49,-940,5760,-5010
2006-10-27,41200.0,41300.0,13370.0,10.57,-40,880,-1210
2006-10-30,41600.0,41500.0,7434.0,10.62,-1700,-1300,2720
2006-10-31,42000.0,42000.0,4640.0,10.75,-1270,-1640,2970
2006-11-01,42000.0,41750.0,45464.0,10.68,1610,-6400,5240
2006-11-02,42300.0,42500.0,7551.0,10.87,-5750,4560,940
2006-11-03,41900.0,42100.0,43300.0,10.77,1700,-2520,490
2006-11-06,42100.0,41750.0,11915.0,10.68,405,-4495,4060
2006-11-07,41600.0,41500.0,23585.0,10.62,-1240,680,260
2006-11-08,41500.0,41500.0,19210.0,10.62,-3320,120,3080
2006-11-09,41500.0,41500.0,55650.0,10.62,-1010,-1390,170
2006-11-10,41450.0,41500.0,16004.0,10.62,-574,500,-2956
2006-11-13,41500.0,41500.0,83602.0,10.62,-910,530,-9770
2006-11-14,41500.0,41550.0,9040.0,10.63,-1350,-2760,290
2006-11-15,41600.0,41600.0,9771.0,10.64,-2160,-6380,4190
2006-11-16,41800.0,41800.0,12320.0,10.7,-370,170,-2790
2006-11-17,41700.0,41800.0,16603.0,10.7,-990,-780,-3700
2006-11-20,41800.0,41650.0,54230.0,10.66,-2770,-200,-940
2006-11-21,42000.0,41650.0,48420.0,10.66,-1170,-3900,-3270
2006-11-22,41550.0,41700.0,44035.0,10.67,1115,-7875,-430
2006-11-23,41800.0,41900.0,13430.0,10.72,-2840,1480,420
2006-11-24,41650.0,42100.0,7940.0,10.77,1750,-250,-2010
2006-11-27,42000.0,41700.0,23505.0,10.67,-1590,-9110,-1600
2006-11-28,41400.0,41400.0,25030.0,10.59,-1010,-10760,2810
2006-11-29,42200.0,41700.0,240250.0,10.67,2360,1000,-4700
2006-11-30,41550.0,41750.0,9863.0,10.68,493,-153,-3080
2006-12-01,41600.0,41550.0,13710.0,10.63,-1270,-500,-5260
2006-12-04,41500.0,41500.0,37620.0,10.62,640,430,-1070
2006-12-05,42150.0,41850.0,2250.0,10.71,-1460,260,1050
2006-12-06,42200.0,44000.0,28320.0,11.26,1947,-6127,3530
2006-12-07,44000.0,44500.0,15260.0,11.39,-5980,4470,-740
2006-12-08,43400.0,44450.0,5452.0,11.37,-1858,2108,-370
2006-12-11,44400.0,44000.0,5320.0,11.26,-2060,1670,120
2006-12-12,43350.0,43500.0,5674.0,11.13,480,-320,-90
2006-12-13,42850.0,43000.0,12020.0,11.0,3410,-900,-5540
2006-12-14,42950.0,42500.0,31550.0,10.87,8530,-9660,3280
2006-12-15,42500.0,42000.0,210470.0,10.75,4920,-1400,-3410
2006-12-18,42000.0,41900.0,11470.0,10.72,4330,1520,-5890
2006-12-19,41600.0,41800.0,13490.0,10.7,2180,4120,-2670
2006-12-20,41500.0,42100.0,23350.0,10.77,110,5660,-5380
2006-12-21,41700.0,42000.0,5570.0,10.75,-940,1740,-810
2006-12-22,41800.0,42150.0,7809.0,10.78,-2320,3140,-820
2006-12-26,42900.0,42750.0,10074.0,10.94,-2951,4140,-1179
2006-12-27,42000.0,42400.0,7751.0,10.85,600,-3100,2500
2006-12-28,41850.0,42600.0,3402.0,10.9,-1770,1710,60
2007-01-02,42600.0,41600.0,4914.0,14.43,850,-2780,1950
2007-01-03,42000.0,41700.0,10081.0,14.47,-2140,-1480,3740
2007-01-04,41700.0,41550.0,9780.0,14.42,-990,-2740,3720
2007-01-05,41600.0,41500.0,10810.0,14.4,310,-6370,6370
2007-01-08,41550.0,41500.0,7020.0,14.4,50,-1470,1420
2007-01-09,41900.0,41700.0,14350.0,14.47,-1460,-9650,11150
2007-01-10,41550.0,41450.0,16100.0,14.38,260,-4970,4750
2007-01-11,41450.0,41500.0,13606.0,14.4,1644,-464,-260
2007-01-12,41500.0,41400.0,4770.0,14.36,1335,-2285,1020
2007-01-15,41400.0,41050.0,7911.0,14.24,5290,-4170,-920
2007-01-16,40750.0,40700.0,2715.0,14.12,215,195,-390
2007-01-17,41100.0,40300.0,7495.0,13.98,2105,-1815,-130
2007-01-18,40100.0,40750.0,15110.0,14.14,2320,-420,-1950
2007-01-19,40500.0,40150.0,22790.0,13.93,5680,-90,-5470
2007-01-22,40000.0,40000.0,11126.0,13.88,3930,3680,-7740
2007-01-23,39800.0,39700.0,9980.0,13.77,4140,2930,-7140
2007-01-24,39700.0,39700.0,26015.0,13.77,22540,1580,-24340
2007-01-25,39800.0,39700.0,32740.0,13.77,27770,900,-28870
2007-01-26,39900.0,39700.0,9552.0,13.77,8170,-2260,-5830
2007-01-29,40100.0,39500.0,6050.0,13.71,3570,-1110,-2460
2007-01-30,39250.0,39500.0,2830.0,13.71,-1380,1320,40
2007-01-31,39350.0,39200.0,13070.0,13.6,9110,-5070,-3410
2007-02-01,39600.0,40050.0,7504.0,13.9,-3490,2480,880
2007-02-02,39400.0,40000.0,5121.0,13.88,2790,260,-3020
2007-02-05,39500.0,39900.0,9897.0,13.84,7810,-1180,-6590
2007-02-06,39900.0,39200.0,15149.0,13.6,10968,-3718,-7380
2007-02-07,39200.0,39200.0,20714.0,13.6,11450,880,-12350
2007-02-08,39700.0,39000.0,44201.0,13.53,22121,-7341,-14900
2007-02-09,39000.0,39000.0,30010.0,13.53,17870,1890,-20040
2007-02-12,39600.0,39000.0,10614.0,13.53,3910,-220,-3610
2007-02-13,39000.0,38700.0,19450.0,13.43,6650,-580,-6530
2007-02-14,38750.0,38600.0,18872.0,13.39,3282,-472,-2450
2007-02-15,37650.0,38200.0,19230.0,13.25,7710,-4360,-3350
2007-02-16,38150.0,37800.0,13760.0,13.12,6830,-2640,-4110
2007-02-20,37600.0,38300.0,4440.0,13.29,480,-800,320
2007-02-21,38400.0,38800.0,18839.0,13.46,7370,-350,-7050
2007-02-22,39000.0,38800.0,12467.0,13.46,1310,3060,-4790
2007-02-23,38700.0,38600.0,23352.0,13.39,13380,1460,-15170
2007-02-26,38600.0,37300.0,34720.0,12.94,24880,1030,-25710
2007-02-27,37500.0,37000.0,22761.0,12.84,17021,-421,-15560
2007-02-28,36500.0,35800.0,28345.0,12.42,16600,-16230,40
2007-03-02,35800.0,36000.0,14120.0,12.49,6200,-4090,-1930
2007-03-05,35550.0,34900.0,15095.0,12.11,6860,-4400,-2130
2007-03-06,34900.0,35400.0,8066.0,12.28,2850,-3340,420
2007-03-07,35450.0,35600.0,27840.0,12.35,8760,-11560,4940
2007-03-08,35600.0,36550.0,32750.0,12.68,6150,-2180,-4150
2007-03-09,36850.0,36400.0,18950.0,12.63,8440,-4730,-2520
2007-03-12,36200.0,36500.0,37040.0,12.66,9380,-4080,-5300
2007-03-13,36700.0,36300.0,14620.0,12.59,8890,-2660,-6080
2007-03-14,36500.0,35800.0,17626.0,12.42,1720,-3220,1550
2007-03-15,36300.0,36500.0,44241.0,12.66,-590,1000,-560
2007-03-16,36500.0,36400.0,21460.0,12.63,2930,-1240,-1610
2007-03-19,36050.0,36400.0,18720.0,12.63,280,1650,-2060
2007-03-20,36600.0,36500.0,25490.0,12.66,1970,770,-2740
2007-03-21,36400.0,36450.0,26351.0,12.65,7400,-3220,-4020
2007-03-22,36500.0,36450.0,64571.0,12.65,16600,480,-17720
2007-03-23,36700.0,36450.0,31162.0,12.65,14410,830,-14930
2007-03-26,36500.0,36500.0,30427.0,12.66,12940,4030,-16970
2007-03-27,36550.0,37600.0,45828.0,13.05,8020,-3510,-4640
2007-03-28,38150.0,37300.0,41610.0,12.94,11517,-7127,-4370
2007-03-29,37300.0,38300.0,21549.0,13.29,-6620,1390,5230
2007-03-30,38400.0,39400.0,26654.0,13.67,-8000,2330,5670
2007-04-02,39500.0,39700.0,35400.0,13.77,-6990,1640,13010
2007-04-03,39750.0,39600.0,16223.0,13.74,1918,-3338,2440
2007-04-04,39350.0,39850.0,17319.0,13.83,-5020,-800,5820
2007-04-05,39850.0,40400.0,22730.0,14.02,-5235,-585,5820
2007-04-06,40600.0,40100.0,17927.0,13.91,-850,-1930,2780
2007-04-09,40150.0,40550.0,17045.0,14.07,-1590,-40,1600
2007-04-10,40450.0,40750.0,14230.0,14.14,-470,-1390,1610
2007-04-11,40750.0,40650.0,21310.0,14.1,-9700,3430,6270
2007-04-12,40600.0,41000.0,30546.0,14.23,-18320,11500,6560
2007-04-13,41000.0,40850.0,13751.0,14.17,-3704,904,2880
2007-04-16,40600.0,41100.0,14841.0,14.26,-6891,2611,4280
2007-04-17,41100.0,40800.0,11890.0,14.16,-40,-1310,3110
2007-04-18,40800.0,41150.0,22245.0,14.28,-4180,1020,3260
2007-04-19,41150.0,40150.0,68794.0,13.93,2690,-2630,-110
2007-04-20,40200.0,40300.0,20363.0,13.98,-3360,4170,-370
2007-04-23,40500.0,39600.0,47024.0,13.74,23440,-890,-22530
2007-04-24,39600.0,39600.0,35998.0,13.74,910,-790,-120
2007-04-25,39800.0,39400.0,34069.0,13.67,-5050,3270,1870
2007-04-26,40850.0,43000.0,104241.0,14.92,-17540,27140,-9600
2007-04-27,43100.0,44000.0,63990.0,15.27,-22400,-1630,24030
2007-04-30,43500.0,43900.0,132786.0,15.23,-3733,150,3723
2007-05-02,44300.0,42800.0,93845.0,14.85,25780,-210,-25610
2007-05-03,43300.0,44000.0,33263.0,15.27,-1930,2190,-320
2007-05-04,43700.0,43700.0,16205.0,15.16,1930,-120,-1810
2007-05-07,43550.0,43100.0,36631.0,14.95,2178,462,-2680
2007-05-08,43100.0,43150.0,30170.0,14.97,530,3550,-4020
2007-05-09,43200.0,42900.0,27420.0,14.88,4090,7060,-11090
2007-05-10,42650.0,43550.0,48540.0,15.11,-830,1760,-880
2007-05-11,43500.0,45100.0,65843.0,15.65,3460,-2390,-1240
2007-05-14,45200.0,44200.0,40526.0,15.34,5620,120,-5700
2007-05-15,44000.0,43000.0,32221.0,14.92,7910,1170,-9110
2007-05-16,43800.0,43300.0,18717.0,15.02,-270,1620,-1350
2007-05-17,43700.0,43100.0,22822.0,14.95,9760,-1230,-8390
2007-05-18,43200.0,43000.0,41655.0,14.92,5710,-20,-5710
2007-05-21,42650.0,41700.0,65083.0,14.47,33980,3820,-37830
2007-05-22,41800.0,40850.0,111813.0,14.17,65300,-4640,-61880
2007-05-23,41300.0,40250.0,319095.0,13.97,211360,6400,-219060
2007-05-25,40550.0,39950.0,140156.0,13.86,101130,-3410,-96450
2007-05-28,40500.0,41000.0,235113.0,14.23,131605,-1490,-130525
2007-05-29,41500.0,40800.0,169966.0,14.16,21385,61400,-76075
2007-05-30,40900.0,40800.0,137010.0,14.16,3600,44240,-51610
2007-05-31,40900.0,41000.0,229658.0,14.23,96179,32451,-126970
2007-06-01,41200.0,41250.0,254965.0,14.31,82370,-18100,-69890
2007-06-04,41300.0,42550.0,174858.0,14.76,-16280,-460,15540
2007-06-05,42650.0,41950.0,100471.0,14.56,14400,-1891,-12080
2007-06-07,41500.0,42300.0,99761.0,14.68,-11400,1370,5260
2007-06-08,42500.0,42000.0,77561.0,14.57,-5190,1770,710
2007-06-11,42500.0,41450.0,64019.0,14.38,-1170,20,1180
2007-06-12,41350.0,41500.0,56481.0,14.4,-11110,3060,8020
2007-06-13,41500.0,42750.0,139993.0,14.83,-27898,10288,20390
2007-06-14,43100.0,42700.0,110725.0,14.82,8053,-6683,-2420
