Symbol,한솔테크닉스_시가(원),한솔테크닉스_종가(원),한솔테크닉스_거래량(주),한솔테크닉스_PER(IFRS-연결),한솔테크닉스_순매수수량(개인)(주),한솔테크닉스_순매수수량(기관계)(주),한솔테크닉스_순매수수량(외국인계)(주)
2001-12-12,5250.0,5810.0,808250.0,96.87,1980,20,0
2001-12-13,5800.0,5950.0,211190.0,99.2,2300,-2080,-220
2001-12-14,5800.0,5950.0,299110.0,99.2,-1170,1190,-20
2001-12-17,5900.0,5300.0,216030.0,88.35,230,-110,-120
2001-12-18,5300.0,4800.0,245550.0,80.01,36210,-150,-20
2001-12-19,4720.0,4710.0,320330.0,78.51,61430,-90,0
2001-12-20,4710.0,4800.0,355250.0,80.01,121620,90,0
2001-12-21,4700.0,4400.0,698650.0,73.36,290,-290,0
2001-12-24,4420.0,4400.0,146680.0,73.36,1910,-210,0
2001-12-26,4250.0,4450.0,122680.0,74.18,60,-60,0
2001-12-27,4450.0,4650.0,98600.0,77.52,40,-80,40
2001-12-28,4700.0,4810.0,113820.0,80.19,10,-10,0
2002-01-02,4900.0,5520.0,204870.0,,80,-80,0
2002-01-03,5680.0,5430.0,226650.0,,-200,200,0
2002-01-04,5550.0,5430.0,272570.0,,21,-81,60
2002-01-07,5510.0,6000.0,387733.0,,150,-110,-40
2002-01-08,6070.0,6100.0,449880.0,,220,-220,0
2002-01-09,6200.0,6470.0,432439.0,,-2836,686,0
2002-01-10,6570.0,6230.0,295521.0,,400,-400,0
2002-01-11,6120.0,5900.0,226430.0,,700,-700,0
2002-01-14,5920.0,6210.0,252523.0,,10,-10,0
2002-01-15,6030.0,5910.0,133020.0,,50,130,-180
2002-01-16,5810.0,5550.0,195460.0,,-2180,-120,2300
2002-01-17,5410.0,5720.0,105680.0,,-230,90,140
2002-01-18,5700.0,5610.0,108270.0,,-160,-140,300
2002-01-21,5420.0,5680.0,99330.0,,-190,70,120
2002-01-22,5860.0,5680.0,111661.0,,-270,-60,330
2002-01-23,5680.0,5910.0,163729.0,,-220,200,20
2002-01-24,6030.0,5950.0,144746.0,,-260,-20,280
2002-01-25,6010.0,6120.0,188860.0,,-770,190,580
2002-01-28,6760.0,6700.0,635210.0,,-19430,-240,-330
2002-01-29,6730.0,6890.0,238380.0,,-25190,-250,40
2002-01-30,6690.0,7070.0,324437.0,,-30460,-160,0
2002-01-31,7100.0,7280.0,240370.0,,10380,-380,0
2002-02-01,7350.0,6850.0,212530.0,,-29210,-780,0
2002-02-04,6700.0,6400.0,134460.0,,0,0,0
2002-02-05,6250.0,6480.0,107085.0,,0,0,0
2002-02-06,6480.0,6500.0,94500.0,,1070,-70,0
2002-02-07,6400.0,7240.0,368174.0,,-99820,-180,0
2002-02-08,7240.0,7800.0,329130.0,,-9980,-60,-2300
2002-02-14,8300.0,8300.0,342205.0,,-23280,30340,-1370
2002-02-15,8200.0,9540.0,261350.0,,-8715,-35,-130
2002-02-18,10600.0,10950.0,300470.0,,5260,-190,-70
2002-02-19,11700.0,12550.0,1043377.0,,10491,-691,200
2002-02-20,12650.0,13200.0,836531.0,,1430,-1530,-200
2002-02-21,13200.0,14500.0,1022788.0,,-290,230,60
2002-02-22,14200.0,13850.0,517210.0,,23990,-23990,0
2002-02-25,13750.0,12950.0,471543.0,,-40,40,0
2002-02-26,13300.0,14850.0,1160762.0,,600,50,0
2002-02-27,15200.0,15000.0,1218663.0,,-81,-39,80
2002-02-28,15300.0,15200.0,514906.0,,-8690,4820,0
2002-03-04,15400.0,14500.0,622845.0,,-13290,-4930,60
2002-03-05,14700.0,14150.0,754535.0,,64500,-21000,0
2002-03-06,14100.0,13300.0,644648.0,,34490,-190,0
2002-03-07,13500.0,12800.0,616522.0,,-1261,-139,0
2002-03-08,13000.0,13100.0,344620.0,,-4320,-680,0
2002-03-11,12900.0,13700.0,561161.0,,-10180,-320,500
2002-03-12,13500.0,13200.0,1152677.0,,-7390,-470,0
2002-03-13,12150.0,11250.0,1164611.0,,44410,-260,60
2002-03-14,10750.0,10850.0,1095128.0,,62389,-179,-1090
2002-03-15,10850.0,10800.0,579418.0,,180,-180,0
2002-03-18,10800.0,11350.0,564190.0,,-8710,-120,0
2002-03-19,11350.0,10850.0,469355.0,,-80,-20,-200
2002-03-20,11200.0,9900.0,581081.0,,51370,70,0
2002-03-21,9700.0,10250.0,360902.0,,9040,-180,0
2002-03-22,10250.0,10000.0,314662.0,,-160,160,0
2002-03-25,10000.0,9430.0,392118.0,,-180,-20,200
2002-03-26,9130.0,9520.0,382541.0,,-669,-61,730
2002-03-27,9520.0,10900.0,1255246.0,,-465,-35,500
2002-03-28,11300.0,10750.0,864450.0,,-944,-40,-500
2002-03-29,11000.0,10400.0,338500.0,,3030,-30,0
2002-04-01,10400.0,10350.0,247220.0,,40,-40,0
2002-04-02,10400.0,10100.0,271747.0,,-720,120,600
2002-04-03,9870.0,10000.0,278857.0,,500,-500,0
2002-04-04,9800.0,11500.0,1009794.0,,-1210,150,560
2002-04-08,11700.0,11600.0,1046684.0,,23330,430,-370
2002-04-09,11650.0,10700.0,408802.0,,-7070,370,6700
2002-04-10,10900.0,11200.0,550778.0,,-1580,-460,2040
2002-04-11,11200.0,11600.0,1371847.0,,-19040,19500,-10460
2002-04-12,11150.0,11750.0,573300.0,,-640,-360,0
2002-04-15,11800.0,11800.0,385950.0,,90,-90,0
2002-04-16,12000.0,11700.0,1069163.0,,10060,320,0
2002-04-17,12000.0,11400.0,547050.0,,-66870,65420,180
2002-04-18,11200.0,11250.0,305371.0,,-480,-170,0
2002-04-19,11200.0,11600.0,444730.0,,1950,-340,0
2002-04-22,12100.0,11250.0,501301.0,,370,-60,0
2002-04-23,11050.0,12300.0,842651.0,,-19920,70,-150
2002-04-24,12300.0,11300.0,1728359.0,,-9600,30100,0
2002-04-25,11300.0,10100.0,633705.0,,-120,50,70
2002-04-26,10100.0,10200.0,355260.0,,-50,50,0
2002-04-29,9900.0,8960.0,334010.0,,-6500,0,0
2002-04-30,8300.0,8560.0,362011.0,,-2500,0,0
2002-05-02,8700.0,9100.0,210570.0,,-1080,80,0
2002-05-03,8920.0,8800.0,153250.0,,-1180,-220,0
2002-05-06,9000.0,8630.0,97626.0,,460,-70,0
2002-05-07,8430.0,8450.0,121732.0,,-2190,0,0
2002-05-08,8510.0,8800.0,190433.0,,-8190,-140,0
2002-05-09,9230.0,9080.0,215326.0,,-6040,-360,-250
2002-05-10,9300.0,8890.0,104295.0,,-5280,50,0
2002-05-13,8720.0,8700.0,103010.0,,50,-50,0
2002-05-14,8860.0,9010.0,213600.0,,-520,550,-550
2002-05-15,9190.0,9100.0,146630.0,,-80,80,0
2002-05-16,9150.0,8900.0,167935.0,,120,-90,-30
2002-05-17,9000.0,9790.0,612180.0,,8970,70,-40
2002-05-20,9800.0,9820.0,289870.0,,-1740,-160,1900
2002-05-21,9720.0,9010.0,200320.0,,0,0,0
2002-05-22,9100.0,9170.0,229824.0,,-40,40,0
2002-05-23,9010.0,8850.0,138390.0,,90,-90,0
2002-05-24,8730.0,8800.0,90002.0,,10,-10,0
2002-05-27,8800.0,8550.0,74943.0,,-2000,0,0
2002-05-28,8500.0,8320.0,99760.0,,-2780,280,0
2002-05-29,8150.0,7980.0,111140.0,,-1060,60,0
2002-05-30,7820.0,7500.0,72049.0,,-1640,440,0
2002-05-31,7800.0,7450.0,63620.0,,-30,30,0
2002-06-03,7450.0,7650.0,61910.0,,-70,70,0
2002-06-04,7410.0,7550.0,50600.0,,170,-170,0
2002-06-05,7570.0,7760.0,89290.0,,10,-10,0
2002-06-07,7500.0,7520.0,50500.0,,780,-780,0
2002-06-10,7630.0,7900.0,46760.0,,-230,230,0
2002-06-11,7900.0,7950.0,44876.0,,740,-740,0
2002-06-12,7900.0,7900.0,47760.0,,4690,-530,-4160
2002-06-14,8000.0,8010.0,93452.0,,-8500,-10,0
2002-06-17,8300.0,7920.0,35930.0,,-1490,0,0
2002-06-18,8100.0,7930.0,48320.0,,0,0,0
2002-06-19,7950.0,7120.0,54630.0,,110,0,-110
2002-06-20,7200.0,7030.0,33110.0,,0,0,0
2002-06-21,7000.0,7160.0,58530.0,,490,-490,0
2002-06-24,7100.0,6770.0,35810.0,,0,0,0
2002-06-25,6810.0,5760.0,95300.0,,10,-10,0
2002-06-26,5600.0,4990.0,114260.0,,0,0,0
2002-06-27,5110.0,5140.0,77680.0,,20,-20,0
2002-06-28,5310.0,5910.0,85880.0,,0,0,0
2002-07-02,5620.0,6370.0,168120.0,,0,0,0
2002-07-03,6180.0,6490.0,84300.0,,-300,0,300
2002-07-04,6700.0,6600.0,68637.0,,10,-10,0
2002-07-05,6680.0,6700.0,151694.0,,20000,-20000,0
2002-07-08,6990.0,6800.0,93410.0,,0,0,0
2002-07-09,6700.0,6900.0,68640.0,,10,-10,0
2002-07-10,6900.0,7010.0,130154.0,,500,-200,-300
2002-07-11,6780.0,7070.0,66793.0,,0,0,0
2002-07-12,7300.0,7190.0,66294.0,,0,0,0
2002-07-15,6960.0,6940.0,96850.0,,10,-10,0
2002-07-16,7020.0,6740.0,61920.0,,-490,-10,0
2002-07-18,6740.0,6800.0,45510.0,,10,-10,0
2002-07-19,6530.0,6530.0,48770.0,,0,0,0
2002-07-22,5700.0,5770.0,70196.0,,10,-10,0
2002-07-23,5650.0,6050.0,61800.0,,-650,0,0
2002-07-24,6150.0,6100.0,64630.0,,960,-1260,0
2002-07-25,6300.0,6270.0,90090.0,,4130,-4130,0
2002-07-26,6020.0,5910.0,63450.0,,-40,0,0
2002-07-29,5920.0,5920.0,40760.0,,6660,0,0
2002-07-30,6020.0,6100.0,65320.0,,6760,-10,0
2002-07-31,6020.0,6020.0,33570.0,,40,-40,0
2002-08-01,6050.0,5860.0,33960.0,,10,-10,0
2002-08-02,5560.0,5970.0,20740.0,,0,0,0
2002-08-05,5650.0,5650.0,28670.0,,0,0,0
2002-08-06,5500.0,5700.0,25340.0,,0,0,0
2002-08-07,6000.0,5810.0,32072.0,,0,0,0
2002-08-08,5910.0,5900.0,27940.0,,0,0,0
2002-08-09,6000.0,5930.0,41660.0,,-200,0,0
2002-08-12,5810.0,5840.0,26070.0,,0,0,0
2002-08-13,5750.0,5910.0,49120.0,,10,-10,0
2002-08-14,5800.0,5900.0,33350.0,,0,0,0
2002-08-16,5920.0,6100.0,107400.0,,10,-10,0
2002-08-19,6190.0,6130.0,47730.0,,0,0,0
2002-08-20,6230.0,6150.0,60840.0,,10,-10,0
2002-08-21,6200.0,6280.0,52150.0,,50,-50,0
2002-08-22,6480.0,7220.0,439076.0,,7040,-6240,400
2002-08-23,7350.0,7450.0,771260.0,,28900,-13900,-400
2002-08-26,7400.0,7550.0,144600.0,,-690,-10,0
2002-08-27,7950.0,7120.0,125880.0,,2500,0,0
2002-08-28,7150.0,7140.0,150700.0,,400,0,0
2002-08-29,6880.0,6880.0,90190.0,,1030,-30,0
2002-08-30,6880.0,7150.0,132610.0,,10,-10,0
2002-09-02,7200.0,7150.0,102540.0,,-2990,-10,0
2002-09-03,7060.0,7050.0,89480.0,,810,-10,0
2002-09-04,6850.0,6710.0,82690.0,,10,-10,0
2002-09-05,6810.0,7020.0,128540.0,,0,0,0
2002-09-06,7020.0,7190.0,257165.0,,6010,-10,0
2002-09-09,7290.0,7300.0,715045.0,,500,0,0
2002-09-10,7500.0,7030.0,493970.0,,-10,-10,0
2002-09-11,7130.0,7040.0,217711.0,,0,0,0
2002-09-12,7100.0,7360.0,342014.0,,10,-10,0
2002-09-13,7220.0,7050.0,186940.0,,-1490,-10,0
2002-09-16,7120.0,6950.0,340462.0,,10,-10,0
2002-09-17,7050.0,7300.0,172600.0,,10,-10,0
2002-09-18,7190.0,7220.0,219967.0,,40,-20,0
2002-09-19,7310.0,7310.0,124445.0,,0,0,0
2002-09-23,7300.0,7020.0,150130.0,,20,-20,0
2002-09-24,6810.0,6450.0,182790.0,,3000,0,0
2002-09-25,6260.0,6100.0,144963.0,,10,-10,0
2002-09-26,6200.0,5950.0,80840.0,,0,0,0
2002-09-27,5870.0,5900.0,51893.0,,10,-10,0
2002-09-30,5470.0,5570.0,47714.0,,0,0,0
2002-10-01,5310.0,5600.0,62530.0,,0,0,0
2002-10-02,5750.0,5790.0,78200.0,,0,0,0
2002-10-04,5950.0,5700.0,37402.0,,0,0,0
2002-10-07,5730.0,5500.0,30230.0,,1800,0,0
2002-10-08,5320.0,5470.0,40921.0,,0,0,0
2002-10-09,5510.0,5350.0,40221.0,,-2000,0,0
2002-10-10,5210.0,4990.0,54850.0,,0,0,0
2002-10-11,5200.0,5000.0,39158.0,,0,0,0
2002-10-14,5040.0,5250.0,40290.0,,0,0,0
2002-10-15,5230.0,5520.0,60801.0,,10,-10,0
2002-10-16,5700.0,5450.0,40324.0,,-1980,-20,0
2002-10-17,5400.0,5620.0,57440.0,,0,0,0
2002-10-18,5750.0,5970.0,81471.0,,-100,-400,500
2002-10-21,5870.0,5830.0,60240.0,,510,-10,-500
2002-10-22,5910.0,5650.0,47410.0,,0,0,0
2002-10-23,5520.0,5710.0,101782.0,,10,-10,0
2002-10-24,5800.0,5520.0,78890.0,,0,0,0
2002-10-25,5320.0,5400.0,41610.0,,10,-10,0
2002-10-28,5440.0,5760.0,91040.0,,20,-20,0
2002-10-29,5650.0,5610.0,69550.0,,0,0,0
2002-10-30,5610.0,5500.0,46620.0,,20,-20,0
2002-10-31,5600.0,5500.0,43050.0,,0,0,0
2002-11-01,5400.0,5400.0,39740.0,,0,0,0
2002-11-04,5460.0,5740.0,80250.0,,-500,0,500
2002-11-05,5840.0,5560.0,64280.0,,500,0,-500
2002-11-06,5580.0,5700.0,48040.0,,-2570,0,0
2002-11-07,5640.0,6080.0,528847.0,,2580,-10,0
2002-11-08,6000.0,5880.0,141006.0,,0,0,0
2002-11-11,5800.0,5760.0,67020.0,,0,0,0
2002-11-12,5560.0,5620.0,58960.0,,0,0,0
2002-11-13,5650.0,5490.0,76253.0,,0,0,0
2002-11-14,5500.0,5600.0,58080.0,,20,-20,0
2002-11-15,5810.0,5750.0,95530.0,,10,-10,0
2002-11-18,5680.0,5650.0,52800.0,,10,-10,0
2002-11-19,5700.0,5670.0,53540.0,,0,0,0
2002-11-20,5770.0,6200.0,340215.0,,-2210,0,0
2002-11-21,6450.0,6150.0,115215.0,,8,-8,0
2002-11-22,6350.0,6190.0,163180.0,,10,-10,0
2002-11-25,6240.0,6800.0,195828.0,,5200,0,100
2002-11-26,6920.0,7050.0,176190.0,,10,-10,0
2002-11-27,6920.0,7500.0,286329.0,,1500,0,0
2002-11-28,7700.0,7230.0,189215.0,,2910,-30,0
2002-11-29,7400.0,7180.0,117070.0,,140,-40,-100
2002-12-02,7120.0,7250.0,119596.0,,10,-10,0
2002-12-03,7210.0,7400.0,161213.0,,3,-3,0
2002-12-04,7730.0,7300.0,478890.0,,10,-10,0
2002-12-05,7370.0,7330.0,130013.0,,31,-31,0
2002-12-06,7330.0,7100.0,110084.0,,13,-13,0
2002-12-09,6970.0,6940.0,112554.0,,0,0,0
2002-12-10,6800.0,6800.0,103684.0,,0,0,0
2002-12-11,6800.0,6790.0,93372.0,,-14988,14988,0
2002-12-12,6790.0,7190.0,146303.0,,3,-3,0
2002-12-13,7100.0,7480.0,153120.0,,-1970,-30,0
2002-12-16,7310.0,7350.0,76159.0,,0,0,0
2002-12-17,7450.0,7690.0,232062.0,,-4900,0,0
2002-12-18,7600.0,7730.0,97580.0,,0,0,0
2002-12-20,7730.0,7400.0,105110.0,,2010,-10,0
2002-12-23,7300.0,6900.0,98128.0,,-10090,6090,0
2002-12-24,6610.0,6630.0,84830.0,,-510,-590,0
2002-12-26,6700.0,6560.0,64390.0,,-4800,3900,0
2002-12-27,6230.0,6380.0,32640.0,,100,-100,0
2002-12-30,6110.0,6300.0,73700.0,,-20000,20000,0
2003-01-02,6270.0,6670.0,24171.0,,10,-10,0
2003-01-03,6830.0,6810.0,48018.0,,10,-10,0
2003-01-06,6950.0,6950.0,31248.0,,0,0,0
2003-01-07,7100.0,6790.0,47010.0,,0,0,0
2003-01-08,6800.0,6710.0,35440.0,,0,0,0
2003-01-09,6560.0,6730.0,37720.0,,-5210,3100,0
2003-01-10,6770.0,6860.0,76960.0,,0,0,0
2003-01-13,7500.0,7500.0,185980.0,,-5000,3000,2000
2003-01-14,7500.0,7430.0,50495.0,,-2850,0,1200
2003-01-15,7470.0,7610.0,166110.0,,1200,0,-1200
2003-01-16,7690.0,8170.0,453910.0,,-56370,43370,1000
2003-01-17,8150.0,7730.0,180575.0,,-17420,9960,4460
2003-01-20,7530.0,7500.0,106735.0,,-2530,4790,-3460
2003-01-21,7800.0,7800.0,71870.0,,500,0,-500
2003-01-22,7700.0,8000.0,93130.0,,5500,0,-1500
2003-01-23,8000.0,7920.0,75580.0,,-1690,-10,1000
2003-01-24,8100.0,7550.0,76864.0,,26,-26,0
2003-01-27,7200.0,7200.0,92207.0,,0,0,0
2003-01-28,7080.0,7230.0,34122.0,,0,0,0
2003-01-29,7240.0,7050.0,34095.0,,3940,-5940,0
2003-01-30,6960.0,7210.0,27651.0,,31,-31,0
2003-02-03,7300.0,7400.0,23770.0,,0,0,0
2003-02-04,7350.0,7540.0,54730.0,,-1000,1000,0
2003-02-05,7540.0,7540.0,52429.0,,-18040,-10,0
2003-02-06,7670.0,7430.0,55050.0,,-15340,-10,0
2003-02-07,7300.0,7150.0,53060.0,,-11980,-20,0
2003-02-10,7030.0,7100.0,20510.0,,10,-10,0
2003-02-11,7080.0,7050.0,66160.0,,-15000,15000,0
2003-02-12,7010.0,7000.0,26440.0,,-3271,271,0
2003-02-13,7040.0,7000.0,48290.0,,-9840,9540,0
2003-02-14,7030.0,7300.0,66200.0,,-10990,23990,0
2003-02-17,7710.0,7760.0,199983.0,,26153,-1903,0
2003-02-18,7780.0,7600.0,55460.0,,-390,-110,0
2003-02-19,7770.0,7600.0,63030.0,,-20560,20560,0
2003-02-20,7500.0,7680.0,24060.0,,-1680,1180,0
2003-02-21,7750.0,7630.0,23110.0,,-3140,3140,0
2003-02-24,7650.0,7830.0,85375.0,,-5660,5660,0
2003-02-25,7800.0,7620.0,48182.0,,-90,90,0
2003-02-26,7660.0,7800.0,115706.0,,-14960,14960,0
2003-02-27,7660.0,8150.0,170625.0,,4790,-5310,0
2003-02-28,8360.0,8300.0,308010.0,,-1810,2370,960
2003-03-03,8300.0,8400.0,147842.0,,-2980,2980,0
2003-03-04,8330.0,7890.0,92133.0,,-21430,20890,-2460
2003-03-05,7710.0,7270.0,80513.0,,-4500,5000,-1500
2003-03-06,7200.0,6830.0,101787.0,,20000,-20000,0
2003-03-07,6800.0,6920.0,111790.0,,-570,620,-50
2003-03-10,6800.0,6820.0,67010.0,,5000,-5000,0
2003-03-11,6600.0,6110.0,118233.0,,16000,-16000,0
2003-03-12,6070.0,6390.0,132192.0,,500,-500,0
2003-03-13,6680.0,6600.0,137840.0,,-9480,9480,0
2003-03-14,6980.0,6790.0,71670.0,,0,0,0
2003-03-17,6630.0,6260.0,53705.0,,0,0,0
2003-03-18,6550.0,6720.0,50845.0,,-2980,-20,0
2003-03-19,6620.0,6660.0,38153.0,,0,0,0
2003-03-20,6990.0,7060.0,112760.0,,18000,-20000,0
2003-03-21,7180.0,7060.0,77600.0,,-11610,11610,0
2003-03-24,7130.0,7040.0,78128.0,,50,-50,0
2003-03-25,6510.0,6930.0,65670.0,,-13030,-350,0
2003-03-26,7120.0,7000.0,63388.0,,4750,250,0
2003-03-27,6910.0,7040.0,32633.0,,-2800,7800,0
2003-03-28,7050.0,7240.0,77283.0,,-270,270,0
2003-03-31,7190.0,7000.0,52393.0,,-11800,2560,0
2003-04-01,6750.0,7010.0,43370.0,,30,-30,0
2003-04-02,7040.0,7060.0,38353.0,,-3430,1430,0
2003-04-03,7230.0,7020.0,58600.0,,-1990,-10,0
2003-04-04,7020.0,7150.0,32310.0,,10,-10,0
2003-04-07,7200.0,7490.0,120080.0,,-23070,11160,0
2003-04-08,7500.0,7590.0,93782.0,,-2464,-36,0
2003-04-09,7370.0,7500.0,71430.0,,-17670,1370,0
2003-04-10,7510.0,7680.0,37073.0,,-1500,1100,0
2003-04-11,7680.0,7600.0,60233.0,,-6093,5793,0
2003-04-14,7800.0,7670.0,46209.0,,-1120,1120,0
2003-04-15,7940.0,7800.0,41583.0,,-900,-20,0
2003-04-16,7850.0,8380.0,212200.0,,-103070,91070,0
2003-04-17,8300.0,8160.0,33601.0,,131,-131,0
2003-04-18,8300.0,8640.0,91661.0,,2010,-10,0
2003-04-21,8700.0,8660.0,100358.0,,2520,-20,0
2003-04-22,8600.0,8390.0,46680.0,,30,-30,0
2003-04-23,8510.0,8700.0,141740.0,,-14635,16435,0
2003-04-24,8700.0,8460.0,53050.0,,-6180,-10,0
2003-04-25,8300.0,7920.0,114346.0,,-4904,4904,0
2003-04-28,7810.0,8000.0,30279.0,,0,0,0
2003-04-29,8150.0,8340.0,72662.0,,1590,-1590,0
2003-04-30,8260.0,8300.0,49600.0,,-5610,610,0
2003-05-02,8350.0,8950.0,193335.0,,-42160,42960,200
2003-05-06,9300.0,9460.0,372571.0,,-10300,13500,-200
2003-05-07,9600.0,9600.0,189130.0,,-57770,42970,0
2003-05-09,9450.0,9900.0,122640.0,,16620,-40,0
2003-05-12,10250.0,9900.0,188260.0,,-19700,19700,0
2003-05-13,9900.0,9600.0,171410.0,,1590,-30,0
2003-05-14,9500.0,9260.0,103930.0,,-3430,7000,0
2003-05-15,9350.0,10600.0,463173.0,,760,13690,50
2003-05-16,10700.0,10600.0,405770.0,,-54610,55160,-50
2003-05-19,10350.0,10700.0,224912.0,,42470,-42790,320
2003-05-20,10500.0,11350.0,479520.0,,-1817,3937,0
2003-05-21,11150.0,11350.0,250570.0,,-44630,21980,3050
2003-05-22,11500.0,11900.0,367322.0,,-85360,49960,6200
2003-05-23,12400.0,12700.0,558243.0,,39580,-39620,40
2003-05-26,12950.0,12950.0,345365.0,,-37338,35048,-1110
2003-05-27,13300.0,13300.0,300857.0,,3380,-3240,5500
2003-05-28,13600.0,13100.0,242890.0,,-15930,14930,0
2003-05-29,12800.0,13100.0,298617.0,,-84361,68241,0
2003-05-30,13250.0,15000.0,496557.0,,-178030,182300,580
2003-06-02,15400.0,15950.0,373020.0,,-98550,102930,-580
2003-06-03,15900.0,14650.0,324970.0,,-2710,10190,-7480
2003-06-04,14750.0,15350.0,253580.0,,-20950,21880,2000
2003-06-05,15350.0,14750.0,148970.0,,-3750,-14230,18000
2003-06-09,14250.0,14800.0,222758.0,,-10920,13930,-10
2003-06-10,14800.0,14500.0,123060.0,,-8868,13408,-3420
2003-06-11,14500.0,14450.0,219910.0,,-48275,54255,-17090
2003-06-12,14450.0,14750.0,242345.0,,-26570,26960,0
2003-06-13,15000.0,15400.0,311452.0,,6477,5933,0
2003-06-16,15200.0,15500.0,155793.0,,-24800,24800,0
2003-06-17,15850.0,16800.0,344867.0,,-58565,55165,3600
2003-06-18,16500.0,18000.0,362370.0,,-42527,43417,-100
2003-06-19,18400.0,18300.0,140250.0,,750,-1150,430
2003-06-20,17700.0,18600.0,105444.0,,-19832,19962,0
2003-06-23,18850.0,17900.0,78026.0,,-2530,4680,-2100
2003-06-24,17400.0,17600.0,130476.0,,-2530,3800,0
2003-06-25,17500.0,17550.0,108070.0,,14547,-14397,-400
2003-06-26,16850.0,18000.0,181285.0,,-38510,38610,0
2003-06-27,18300.0,17650.0,137890.0,,2380,4870,-7000
2003-06-30,17350.0,18350.0,126580.0,,-38270,28080,0
2003-07-01,18350.0,18600.0,200236.0,,14545,-31755,0
2003-07-02,18600.0,17950.0,140420.0,,26980,-25120,0
2003-07-03,18200.0,17950.0,161110.0,,-20140,20490,0
2003-07-04,17900.0,18300.0,144319.0,,-27430,27430,0
2003-07-07,18500.0,19000.0,189117.0,,-11710,11710,0
2003-07-08,19900.0,18700.0,145728.0,,-640,5720,0
2003-07-09,18900.0,18550.0,116825.0,,10050,-7050,0
2003-07-10,18200.0,18550.0,80232.0,,-25640,25640,0
2003-07-11,18050.0,17700.0,214600.0,,-19460,19460,0
2003-07-14,17500.0,17500.0,171350.0,,15570,-5140,-430
2003-07-15,17700.0,16500.0,147510.0,,10000,4000,0
2003-07-16,16500.0,15750.0,203600.0,,43750,-43750,0
2003-07-18,15200.0,15100.0,103496.0,,2300,-2300,0
2003-07-21,15100.0,15250.0,138630.0,,1010,-12970,0
2003-07-22,14950.0,16550.0,236736.0,,-6671,12241,430
2003-07-23,16450.0,17400.0,210208.0,,-52420,48070,-430
2003-07-24,17500.0,17500.0,109943.0,,-6310,3310,3000
2003-07-25,17400.0,18100.0,214280.0,,-58700,41550,0
2003-07-28,18500.0,18300.0,128292.0,,5920,-5920,0
2003-07-29,18200.0,18950.0,246294.0,,-57530,32580,0
2003-07-30,18950.0,18400.0,182550.0,,-61690,68190,0
2003-07-31,18100.0,17750.0,251867.0,,-45670,53320,0
2003-08-01,17900.0,17850.0,106312.0,,9480,-9480,0
2003-08-04,17300.0,17000.0,132483.0,,20850,-13310,0
2003-08-05,16650.0,17000.0,229528.0,,-13240,13240,0
2003-08-06,16550.0,16650.0,76594.0,,-6030,6030,0
2003-08-07,16900.0,17600.0,186156.0,,53657,-53657,0
2003-08-08,17500.0,16450.0,194000.0,,-34000,26400,0
2003-08-11,16450.0,16450.0,97480.0,,14170,-13170,0
2003-08-12,16300.0,16450.0,77980.0,,17890,-17890,0
2003-08-13,16600.0,17850.0,353131.0,,-16650,-3230,0
2003-08-14,17850.0,18200.0,364879.0,,-59660,59560,0
2003-08-18,18800.0,20900.0,329283.0,,-20234,17234,0
2003-08-19,21400.0,21300.0,330324.0,,17262,-15252,90
2003-08-20,21000.0,20600.0,315547.0,,21881,-21791,-90
2003-08-21,18600.0,18550.0,153573.0,,1869,-1869,0
2003-08-22,18000.0,17800.0,162501.0,,15100,-600,0
2003-08-25,17800.0,17300.0,119582.0,,30284,-16584,0
2003-08-26,17200.0,17700.0,98254.0,,3105,-1805,0
2003-08-27,17750.0,18600.0,123739.0,,10599,-10599,0
2003-08-28,19000.0,18300.0,89110.0,,-1104,1104,0
2003-08-29,18350.0,18300.0,87291.0,,-11263,11263,0
2003-09-01,18300.0,17700.0,115034.0,,32534,-32934,100
2003-09-02,17700.0,17550.0,96470.0,,4300,-4360,60
2003-09-03,17700.0,17000.0,104190.0,,7580,-5960,-1820
2003-09-04,17200.0,16800.0,117950.0,,5260,-15280,20
2003-09-05,17000.0,16100.0,86145.0,,6549,-6549,0
2003-09-08,15700.0,16650.0,122840.0,,-4250,1340,10
2003-09-09,16600.0,16550.0,100727.0,,16720,-13620,0
2003-09-15,17100.0,16500.0,104357.0,,12215,-4495,0
2003-09-16,16250.0,16150.0,94288.0,,13120,-3560,40
2003-09-17,16500.0,15700.0,158014.0,,27165,-26705,0
2003-09-18,15650.0,15600.0,147059.0,,10770,-2700,-70
2003-09-19,15700.0,15050.0,87110.0,,640,-140,0
2003-09-22,14700.0,14800.0,158013.0,,-17520,20550,-3030
2003-09-23,14550.0,15150.0,137428.0,,-28703,28703,0
2003-09-24,15400.0,16300.0,173183.0,,-44287,43287,1000
2003-09-25,15500.0,15450.0,102373.0,,18220,6710,0
2003-09-26,15000.0,15100.0,51102.0,,-13070,13070,0
2003-09-29,14850.0,14700.0,55490.0,,-11820,11810,10
2003-09-30,14850.0,14800.0,182681.0,,17141,-20381,0
2003-10-01,14000.0,14500.0,139801.0,,16632,-15372,-1260
2003-10-02,14600.0,14600.0,154985.0,,-33259,30149,10
2003-10-06,14600.0,14100.0,115660.0,,19540,-19540,0
2003-10-07,14100.0,14300.0,119630.0,,11118,-11118,0
