Symbol,현대중공업_시가(원),현대중공업_종가(원),현대중공업_거래량(주),현대중공업_PER(IFRS-연결),현대중공업_순매수수량(개인)(주),현대중공업_순매수수량(기관계)(주),현대중공업_순매수수량(외국인계)(주)
2000-01-04,43000,43500,438060,7.46,4770,-5950,-800
2000-01-05,42100,43300,465710,7.42,-161430,154650,7550
2000-01-06,43750,41000,561870,7.03,-181380,170850,15520
2000-01-07,38250,39900,672350,6.84,8650,-15830,4450
2000-01-10,40000,40000,752920,6.86,-234800,233790,5410
2000-01-11,39300,39200,625150,6.72,-97580,2660,-1370
2000-01-12,38500,37050,619220,6.35,103500,-68480,-1280
2000-01-13,37100,36500,542950,6.26,82860,-69780,-17000
2000-01-14,36500,36000,652350,6.17,157400,-141400,3200
2000-01-17,36000,35700,722330,6.12,50750,-103190,7950
2000-01-18,35700,37600,1025880,6.45,-53640,59030,-9370
2000-01-19,36000,35900,865970,6.15,19390,19780,-12680
2000-01-20,34700,34900,597680,5.98,-50230,62370,-7630
2000-01-21,34250,34950,651540,5.99,-37890,52520,-5140
2000-01-24,34500,34950,764590,5.99,-39140,30640,7750
2000-01-25,34050,34000,354830,5.83,-47280,54400,-580
2000-01-26,34050,34000,439490,5.83,-88230,95730,-7500
2000-01-27,35000,35600,633770,6.1,-266540,268970,2600
2000-01-28,36000,36200,580120,6.21,-76870,88910,790
2000-01-31,35700,36400,635850,6.24,-70200,73890,-500
2000-02-01,36400,36500,477310,6.26,-81010,86980,-970
2000-02-02,37500,38550,1037670,6.61,-240450,195050,2800
2000-02-03,38550,39500,646380,6.77,-214350,223260,300
2000-02-07,40000,39500,586320,6.77,-146740,159760,-140
2000-02-08,38300,38500,459620,6.6,-77230,77880,0
2000-02-09,37700,35950,519890,6.16,102120,-98030,1000
2000-02-10,35150,34000,604070,5.83,260920,-245690,-7370
2000-02-11,34950,33600,595580,5.76,250440,-218300,240
2000-02-14,33000,33400,512840,5.73,-19800,21800,-1100
2000-02-15,32000,32000,324170,5.49,30000,37460,-29140
2000-02-16,31500,32000,409620,5.49,-18940,36460,3290
2000-02-17,30800,31400,350330,5.38,24090,-20930,-6610
2000-02-18,30900,31600,609210,5.42,-93330,103190,-10540
2000-02-21,30500,31400,461610,5.38,-200760,211620,-5360
2000-02-22,30400,31450,485920,5.39,-103230,73010,1230
2000-02-23,32450,32950,652020,5.65,53760,13440,-31410
2000-02-24,32900,30950,369100,5.31,52420,-53850,-7400
2000-02-25,30500,30300,378090,5.19,-38440,39620,-120
2000-02-28,30000,30700,902760,5.26,-457100,528590,-6220
2000-02-29,30900,31500,331920,5.4,-153160,160030,-1520
2000-03-02,31600,32750,576600,5.61,-140500,146790,-6290
2000-03-03,32000,32000,346580,5.49,-66950,65740,-4740
2000-03-06,31550,32900,537140,5.64,-97380,98020,60
2000-03-07,32900,33200,373390,5.69,-140670,142120,-1430
2000-03-08,32000,34500,651610,5.91,-261860,244470,17390
2000-03-09,34400,33950,485950,5.82,-36990,147340,-107970
2000-03-10,34650,35500,527010,6.09,-256720,256800,540
2000-03-13,35000,34850,376360,5.97,-24780,130770,-11810
2000-03-14,34600,36200,447200,6.21,-320390,325680,-670
2000-03-15,35550,36300,309110,6.22,-88380,97980,-12120
2000-03-16,36300,36350,307100,6.23,-124650,120420,5170
2000-03-17,36550,37750,727680,6.47,-244990,256250,3840
2000-03-20,37300,37400,389910,6.41,-5440,32750,2190
2000-03-21,36800,37000,358730,6.34,-108260,117860,4000
2000-03-22,36700,37000,820230,6.34,-177590,187940,2080
2000-03-23,36050,36600,1190430,6.27,-204230,301180,350
2000-03-24,35700,34800,330090,5.97,-18990,18440,120
2000-03-27,33800,32950,514720,5.65,29750,-5750,-6310
2000-03-28,32750,31750,361220,5.44,80990,-79410,4530
2000-03-29,31500,32600,397560,5.59,89580,-82440,3000
2000-03-30,32600,31800,195550,5.45,-1270,9820,-8740
2000-03-31,31500,32300,204670,5.54,-64130,52430,4630
2000-04-03,32000,32250,195550,5.53,-60670,61090,-100
2000-04-04,31850,35050,331990,6.01,-223010,223870,0
2000-04-06,34000,34450,376550,5.91,-93160,88070,-2870
2000-04-07,33900,36500,950120,6.26,-418000,413440,8810
2000-04-10,36500,36500,817310,6.26,-2800,1890,2840
2000-04-11,36000,34850,595400,5.97,-222950,247050,-60
2000-04-12,33300,31500,649580,5.4,-183510,184450,-1200
2000-04-14,31800,32000,362840,5.49,3390,-6940,-3120
2000-04-17,28000,27200,407210,4.66,-53660,40590,13360
2000-04-18,29100,27900,457000,4.78,248010,-246160,100
2000-04-19,28100,27100,434200,4.65,150070,-214460,61320
2000-04-20,27200,27300,230750,4.68,65480,-69170,-3420
2000-04-21,27300,28200,319840,4.83,-30260,-56490,88110
2000-04-24,28200,27100,168440,4.65,35040,-26220,-1390
2000-04-25,26500,25700,274330,4.41,58130,-57310,-1340
2000-04-26,25750,23950,1017700,4.11,193710,-144650,-2460
2000-04-27,22550,22000,412150,3.77,8310,14960,-23280
2000-04-28,22300,22800,411670,3.91,101210,-93260,-2200
2000-05-02,21850,22600,310840,3.87,110550,-88250,-4810
2000-05-03,22600,23150,200650,3.97,5480,-16150,10670
2000-05-04,23150,23250,180330,3.99,26300,-23810,-2240
2000-05-08,23500,23000,180690,3.94,15020,-4830,-9930
2000-05-09,23000,22300,119760,3.82,16140,-15920,-150
2000-05-10,23000,24900,587700,4.27,-234030,74590,160470
2000-05-12,24900,25000,304350,4.29,-73200,81250,-7550
2000-05-15,24100,23000,115830,3.94,33430,-30930,-2400
2000-05-16,23000,22600,103190,3.87,24620,-5310,-19310
2000-05-17,22600,20400,182260,3.5,38210,-40120,1710
2000-05-18,19700,19800,178260,3.39,70,1850,-1590
2000-05-19,19700,20400,128540,3.5,12170,-10760,-1410
2000-05-22,20400,20400,143340,3.5,-29300,-8840,38140
2000-05-23,19800,20550,151080,3.52,-74150,62020,8630
2000-05-24,20500,20000,208810,3.43,66870,-62010,-180
2000-05-25,20500,22200,9469610,3.81,-8337670,-61860,-2340
2000-05-26,21100,18950,406360,3.25,120420,-120420,0
2000-05-29,16200,17400,600460,2.98,92630,-87580,-230
2000-05-30,18400,18400,599240,3.15,204140,-203890,-1000
2000-05-31,19200,21100,1101160,3.62,59200,-31890,-24740
2000-06-01,20600,20700,731070,3.55,-125220,-141170,267200
2000-06-02,21100,21800,561140,3.74,-106270,24990,83740
2000-06-05,22400,22900,418740,3.93,14460,-14200,0
2000-06-07,22500,22250,458470,3.81,148930,-82030,-67560
2000-06-08,22250,20800,572600,3.57,-12080,-167800,179930
2000-06-09,20500,21900,530980,3.75,153800,-176080,19590
2000-06-12,22500,23300,952450,3.99,97320,-78620,18030
2000-06-13,24000,22900,951610,3.93,-173410,7570,184640
2000-06-14,23250,22300,325740,3.82,51620,-15130,0
2000-06-15,22300,20400,297020,3.5,72300,-69320,0
2000-06-16,20000,20150,249460,3.45,15050,-15840,180
2000-06-19,19800,19950,171010,3.42,11540,-9410,0
2000-06-20,20000,20300,133610,3.48,8690,-8190,0
2000-06-21,20300,20300,202100,3.48,-9890,13090,-180
2000-06-22,20500,20800,289990,3.57,-37720,28820,-10000
2000-06-23,20800,21000,142580,3.6,-20040,13120,0
2000-06-26,21200,21100,138400,3.62,-35710,35180,440
2000-06-27,21500,22450,337350,3.85,-170170,169450,-100
2000-06-28,22800,21600,229910,3.7,-12510,15280,-220
2000-06-29,21400,21000,254780,3.6,45350,-44100,-300
2000-06-30,20600,21000,125110,3.6,-15940,14650,0
2000-07-03,21000,21200,177120,3.63,-11290,11540,-200
2000-07-04,21200,20800,159250,3.57,-14110,13680,0
2000-07-05,20700,20700,153560,3.55,-3390,3270,-500
2000-07-06,20500,20600,222720,3.53,38960,-39670,0
2000-07-07,20800,22200,729330,3.81,-23650,-3830,11740
2000-07-10,22300,22500,594010,3.86,-42500,31020,1140
2000-07-11,22500,21500,353260,3.69,45910,-24730,-120
2000-07-12,21500,21000,186100,3.6,-17800,19060,120
2000-07-13,21000,21000,287120,3.6,119320,-118060,-840
2000-07-14,20800,20700,230930,3.55,97030,-91570,1470
2000-07-18,20400,21000,425050,3.6,-85190,-164100,259900
2000-07-19,21000,20550,188430,3.52,-3200,-12100,11850
2000-07-20,20200,20300,252910,3.48,-45570,-13460,54490
2000-07-21,20350,20100,175530,3.45,22850,-3090,180
2000-07-24,19900,19000,219370,3.26,-8530,340,5400
2000-07-25,18100,18500,190950,3.17,-58230,43240,15260
2000-07-26,18000,18000,402590,3.09,48300,-21480,-14700
2000-07-27,18400,18900,364060,3.24,23850,16790,0
2000-07-28,19500,20300,645570,3.48,-56040,-13260,79000
2000-07-31,20000,20000,350930,3.43,-105280,10420,91070
2000-08-01,20000,21000,407810,3.6,-140950,133510,1520
2000-08-02,21000,22700,810960,3.89,-342500,355600,1430
2000-08-03,23500,23700,1038220,4.06,-189890,214830,-690
2000-08-04,23200,22900,359170,3.93,-32270,51450,-12960
2000-08-07,22200,21300,322110,3.65,-59370,12420,34530
2000-08-08,21300,21100,208410,3.62,-11940,8620,1250
2000-08-09,21500,24250,681220,4.16,-32280,52720,8270
2000-08-10,24500,24000,791240,4.11,7380,-7390,14890
2000-08-11,23500,23400,342410,4.01,-16360,17760,3180
2000-08-14,24500,22700,589280,3.89,29070,-33640,4150
2000-08-16,21600,22800,334140,3.91,24500,-43040,34020
2000-08-17,22300,21800,640360,3.74,191260,-321730,26250
2000-08-18,21900,21800,251720,3.74,59370,-15940,2590
2000-08-21,21200,21150,180170,3.63,30160,-15940,6780
2000-08-22,21200,21450,134130,3.68,-49260,46210,2490
2000-08-23,21700,20900,165630,3.58,37690,-35760,370
2000-08-24,21300,21000,202790,3.6,2070,12380,-16970
2000-08-25,21000,21500,123510,3.69,-52360,51860,-90
2000-08-28,22000,21500,118970,3.69,-32670,27140,11440
2000-08-29,21800,22300,313600,3.82,-103650,127880,-12460
2000-08-30,22300,22300,168600,3.82,-80120,84120,-360
2000-08-31,22300,22000,248580,3.77,-46360,50330,-2520
2000-09-01,21700,22000,135980,3.77,-75340,26140,42710
2000-09-04,22000,22000,178310,3.77,-73920,-6260,89350
2000-09-05,22000,22200,125010,3.81,-84610,49620,32890
2000-09-06,21900,22000,177520,3.77,-63700,54270,9370
2000-09-07,21500,21600,272210,3.7,-26620,104160,-77460
2000-09-08,21300,21900,265320,3.75,-93990,127660,-31570
2000-09-14,21050,21000,284280,3.6,67550,-16100,-40500
2000-09-15,21000,21200,195990,3.63,-49390,37510,12200
2000-09-18,20000,19900,387560,3.41,-197050,42480,166540
2000-09-19,19500,19500,184690,3.34,-48950,44770,21290
2000-09-20,21000,19650,167390,3.37,40820,-44930,5060
2000-09-21,19800,18950,100900,3.25,23260,-13360,-9300
2000-09-22,18700,17650,134420,3.03,43620,-37660,-5960
2000-09-25,17750,18900,120830,3.24,-20770,9670,16000
2000-09-26,19500,18800,86430,3.22,3740,-12100,6100
2000-09-27,18600,19800,142110,3.39,-64070,69000,0
2000-09-28,19600,19600,76340,3.36,3330,-14740,14000
2000-09-29,19900,20000,134620,3.43,-10940,-26890,34300
2000-10-02,19400,19500,66180,3.34,-21140,21140,0
2000-10-04,19000,19650,95610,3.37,-35330,35250,80
2000-10-05,19200,19700,112510,3.38,-38370,-2880,80
2000-10-06,19500,19700,99810,3.38,-59630,14360,700
2000-10-09,19300,19700,230630,3.38,-38400,-66600,-73480
2000-10-10,20000,20300,155410,3.48,-88880,22380,46660
2000-10-11,20300,20450,260820,3.51,-122690,34230,92460
2000-10-12,20050,19950,215840,3.42,-66640,22350,-8950
2000-10-13,19500,19350,180910,3.32,-30450,-13000,0
2000-10-16,20500,19950,154220,3.42,-17700,13940,14200
2000-10-17,19500,19550,149560,3.35,-71110,19980,100
2000-10-18,19100,19200,197140,3.29,-23100,-11800,3370
2000-10-19,19000,18000,193080,3.09,80770,-78400,-1260
2000-10-20,18700,18600,5471720,3.19,1709040,3536730,27340
2000-10-23,18650,18800,180700,3.22,-46600,10450,31120
2000-10-24,19000,20000,456440,3.43,-145210,56350,85360
2000-10-25,20000,19950,147640,3.42,-36730,4420,20280
2000-10-26,19800,19500,73950,3.34,-17940,-2790,9100
2000-10-27,19700,19700,140370,3.38,-82620,50980,14440
2000-10-30,19700,19700,113930,3.38,-32580,19640,12020
2000-10-31,19100,19850,195350,3.4,-95880,29710,46950
2000-11-01,19850,19850,283780,3.4,-53120,51090,1580
2000-11-02,19500,19500,539530,3.34,104200,-189360,-14200
2000-11-03,19500,19500,158410,3.34,-48320,-16350,-3880
2000-11-06,19100,19300,327210,3.31,-44480,16970,-60
2000-11-07,19300,19200,168160,3.29,31750,-28110,-40530
2000-11-08,18900,19000,132290,3.26,-14460,-14080,6380
2000-11-09,18600,18900,115010,3.24,-6130,2560,3660
2000-11-10,18600,19000,110960,3.26,2680,-10160,5700
2000-11-13,18600,18650,108540,3.2,10880,-33730,7850
2000-11-14,18400,19000,182710,3.26,-3220,46960,-43740
2000-11-15,19000,18700,322160,3.21,72470,3670,-105260
2000-11-16,18550,18600,119680,3.19,10820,-48020,30200
2000-11-17,18500,18700,210180,3.21,32490,-109050,66530
2000-11-20,18650,18600,170500,3.19,-33550,39950,-7860
2000-11-21,18600,18700,217910,3.21,-16910,31560,-18120
2000-11-22,18700,19150,1077150,3.28,194950,205580,-410530
2000-11-23,19150,19000,689480,3.26,-13180,328970,-315610
2000-11-24,19300,19100,268180,3.27,-31470,119920,-89630
2000-11-27,19000,19700,285520,3.38,-192330,62430,128210
2000-11-28,19400,19050,105540,3.27,-23200,-6460,30000
2000-11-29,18750,18800,155970,3.22,17560,-46550,30250
2000-11-30,18900,18500,155240,3.17,4950,-24930,19980
2000-12-01,18500,18600,357200,3.19,-30730,72730,-42000
2000-12-04,18750,18150,182880,3.11,47810,-12340,-35470
2000-12-05,18200,18500,120900,3.17,-33500,28570,10000
2000-12-06,18700,18600,154610,3.19,-50280,28190,10650
2000-12-07,18450,18850,93870,3.23,-13570,15450,-1440
2000-12-08,18350,18750,84630,3.21,-26650,39180,-13190
2000-12-11,18900,19100,180450,3.27,-80620,63100,20860
2000-12-12,19100,18950,120550,3.25,-24280,2970,2630
2000-12-13,18800,19000,138470,3.26,-48910,31740,18030
2000-12-14,18550,17600,333500,3.02,210730,-159920,-53810
2000-12-15,18000,17900,280510,3.07,112140,-32700,-71840
2000-12-18,18000,18050,107200,3.09,-47460,43180,4580
2000-12-19,18200,17750,146780,3.04,-2900,-26760,30160
2000-12-20,17500,16100,272420,2.76,33230,-63510,-240
2000-12-21,16000,16650,211440,2.85,7140,-41660,-440
2000-12-22,17000,17400,352120,2.98,-28740,-159370,13000
2000-12-26,17600,18500,407780,3.17,-81280,-153720,490
2001-01-02,18000,18300,120990,,-12660,-18650,39000
2001-01-03,18500,18800,199190,,-91160,-4150,103300
2001-01-04,19800,20800,653100,,-299590,123580,185190
2001-01-05,20300,20800,335380,,-126540,113710,5410
2001-01-08,20500,21300,369740,,-177520,120830,47830
2001-01-09,21250,21300,271980,,-117740,80880,32650
2001-01-10,21000,19550,281660,,36100,16300,-33370
2001-01-11,19500,19100,277880,,88450,-80690,-4310
2001-01-12,19300,19700,327150,,22300,35630,-53760
2001-01-15,19900,22200,902940,,-394890,297430,99510
2001-01-16,22500,23700,758790,,-270870,194480,-6910
2001-01-17,23200,23000,348680,,-94640,68460,-23760
2001-01-18,23800,24800,824430,,-245850,100750,156990
2001-01-19,26000,26900,891200,,-138710,-64250,206460
2001-01-22,27300,26900,356300,,-12090,-34950,61040
2001-01-26,27000,24500,309860,,7740,-23760,14980
2001-01-29,23800,25200,250490,,-33600,27430,18000
2001-01-30,25500,25500,242130,,-44950,42360,860
2001-01-31,25400,26400,443960,,-167920,11880,145650
2001-02-01,26400,28150,722880,,-296630,143330,250970
2001-02-02,28150,28100,286490,,-104520,600,113790
2001-02-05,27200,27800,362920,,-126090,-46950,-16570
2001-02-06,27500,28050,180090,,-93740,100820,4530
2001-02-07,28000,26800,179700,,33210,-36860,6800
2001-02-08,27950,28400,405820,,-205130,37670,40700
2001-02-09,28300,28000,267440,,-30080,13270,-20000
2001-02-12,27400,28000,191450,,-52690,18630,34280
2001-02-13,27900,27800,299450,,49040,-48260,-66360
2001-02-14,27100,27450,273120,,14650,18470,-34920
2001-02-15,27500,27700,217340,,-34810,14920,25400
2001-02-16,27700,27300,129920,,-31410,32360,270
2001-02-19,26600,26750,129190,,27890,-27290,-3370
2001-02-20,26700,27900,164560,,-102050,104140,2000
2001-02-21,27500,27500,216210,,-71500,34280,36450
2001-02-22,27350,26800,201130,,24920,52210,-78710
2001-02-23,26700,27200,173300,,-1640,25660,-50890
2001-02-26,27200,27100,67950,,-23840,21940,3880
2001-02-27,27000,26800,132300,,14500,-6910,-12200
2001-02-28,26000,26900,117780,,-39380,41500,990
2001-03-02,26500,26600,235670,,-51010,62590,-6090
2001-03-05,25100,25800,592930,,-81670,-189900,24120
2001-03-06,26100,26500,162470,,-49220,-4640,6660
2001-03-07,26500,26200,277050,,-29320,-167420,35590
2001-03-08,26500,27250,299620,,-96830,-25500,42220
2001-03-09,26700,27250,209340,,-69950,-51210,24120
2001-03-12,26800,27350,276220,,-105890,-90830,64010
2001-03-13,26900,26950,491410,,-164620,-210090,98540
2001-03-14,27200,27400,445250,,-106160,-235670,42500
2001-03-15,27250,27500,553430,,-234030,-166750,106920
2001-03-16,27300,26800,100380,,-19240,-11140,30680
2001-03-19,26600,26800,131630,,-20820,9800,15180
2001-03-20,26850,27000,177160,,3980,-25910,28830
2001-03-21,26600,27300,168250,,-73730,8430,68620
2001-03-22,27500,27000,112700,,23390,-35190,25500
2001-03-23,27400,29400,443470,,-151490,-30330,171160
2001-03-26,30400,29800,467540,,-7480,-121610,149470
2001-03-27,29700,28900,158090,,1600,-36830,34620
2001-03-28,29500,28200,162980,,15830,2970,280
2001-03-29,27500,28300,138810,,-34080,-9510,31500
2001-03-30,28300,28000,239500,,21970,2630,-30540
2001-04-02,28150,27500,147990,,56890,-33270,-48240
2001-04-03,27200,27600,146170,,-39930,46730,-15020
2001-04-04,27500,28150,143020,,-16730,-19530,18500
2001-04-06,29000,28000,204630,,6260,-66950,8910
2001-04-09,28000,27700,108440,,-2170,-22490,19500
2001-04-10,28100,27500,178390,,41820,-41760,-5900
2001-04-11,28000,27050,202810,,96890,-86520,-13640
2001-04-12,27200,26200,411790,,217840,-151590,-73870
2001-04-13,23200,22300,1911490,,1053910,-983810,-120780
2001-04-16,22300,22350,1230320,,400300,-305320,-140620
2001-04-17,22500,22900,1043990,,-187760,14810,122740
2001-04-18,23450,23550,499940,,-66240,32370,1860
2001-04-19,24000,23400,1140940,,195040,-190670,-161260
2001-04-20,23500,23450,433080,,-66730,53690,-15050
2001-04-23,23450,24250,465630,,-205840,154340,18910
2001-04-24,23800,24600,238390,,-99920,12390,53420
2001-04-25,24600,24900,257020,,-77230,37130,7170
2001-04-26,24900,24800,183160,,-22070,-48140,3260
2001-04-27,24750,24500,219010,,-25770,-2890,88770
2001-04-30,24700,25200,332600,,-90230,23550,49540
2001-05-02,25600,26500,374400,,-104660,9560,106070
2001-05-03,27000,26200,203510,,-56260,-18410,76300
2001-05-04,25550,27300,281630,,-150540,123110,-820
2001-05-07,27000,27350,165230,,-31000,53010,-22310
2001-05-08,27200,27500,195330,,-85190,38120,45640
2001-05-09,26900,25900,318960,,45520,-40700,-1600
2001-05-10,25900,25750,126600,,6810,-8740,-5780
2001-05-11,25850,24900,289540,,77830,-32530,-51790
2001-05-14,24900,24950,263690,,105340,-35880,-60580
2001-05-15,25000,25500,161580,,-39740,41100,-8930
2001-05-16,25000,24800,150180,,-33680,32990,0
2001-05-17,25000,25000,152350,,-39360,21440,-5000
2001-05-18,24900,25350,179560,,-68480,-4170,54420
2001-05-21,25800,26400,314150,,-85840,78640,-4800
2001-05-22,26600,26050,220470,,17260,35940,0
2001-05-23,26500,26200,151470,,-12750,36390,-15200
2001-05-24,25700,26900,241680,,-127960,132460,-32190
2001-05-25,26600,26900,242890,,-79690,154560,-86140
2001-05-28,26500.0,26650.0,74020.0,,-41810,29130,11000
2001-05-29,26200.0,26800.0,124810.0,,-55100,58310,-10960
2001-05-30,26900.0,26600.0,96990.0,,10410,-6840,-420
2001-05-31,26100.0,26550.0,102490.0,,-60220,28020,28740
2001-06-01,26300.0,26300.0,125570.0,,-13570,23960,-12370
2001-06-04,26100.0,26250.0,93350.0,,-9540,28160,-17070
2001-06-05,26350.0,26300.0,122070.0,,-58910,81330,-23740
2001-06-07,26100.0,27100.0,361950.0,,-112720,18760,96100
2001-06-08,27400.0,27200.0,149260.0,,-58190,41470,16680
2001-06-11,27200.0,26850.0,174400.0,,-14690,15770,-480
2001-06-12,27000.0,27100.0,126950.0,,-53700,26900,28800
2001-06-13,27100.0,28800.0,648840.0,,-88280,217750,3350
2001-06-14,29000.0,28150.0,474720.0,,41080,92030,7300
2001-06-15,28200.0,28500.0,604390.0,,118050,104160,-7140
2001-06-18,29100.0,28900.0,407570.0,,57700,17780,33500
2001-06-19,28800.0,29500.0,1201970.0,,-66260,422010,56570
2001-06-20,30000.0,30500.0,1086550.0,,-146340,44340,250480
2001-06-21,30500.0,30700.0,493160.0,,-9320,115900,0
2001-06-22,30800.0,31000.0,4095110.0,,596490,1600880,-25870
2001-06-25,31500.0,31700.0,583940.0,,-79920,88770,-18300
2001-06-26,32000.0,32000.0,2847260.0,,422840,1647430,12050
2001-06-27,32400.0,31700.0,438960.0,,-138720,134010,20860
2001-06-28,31300.0,30800.0,496460.0,,-210370,181700,20340
2001-06-29,30800.0,30700.0,288180.0,,-100450,109450,-320
2001-07-02,30700.0,30100.0,291370.0,,-112210,118920,1000
2001-07-03,30100.0,30950.0,220750.0,,-37210,-6430,49480
2001-07-04,30600.0,31750.0,230090.0,,-106530,80240,25170
2001-07-05,31800.0,31400.0,162120.0,,-89650,89120,-5000
2001-07-06,31000.0,30900.0,125110.0,,-41900,46690,0
2001-07-09,30600.0,30900.0,296710.0,,-123490,88720,6400
2001-07-10,31000.0,31000.0,183620.0,,-30240,19950,18500
2001-07-11,30500.0,29750.0,458740.0,,-65210,197540,-132550
2001-07-12,29800.0,29550.0,275370.0,,21650,32720,-40750
2001-07-13,29600.0,28450.0,275050.0,,-20630,77200,-57750
2001-07-16,28450.0,29550.0,183800.0,,-51450,38960,13050
2001-07-18,29800.0,29150.0,319470.0,,-32860,-55380,85770
2001-07-19,28500.0,29500.0,138000.0,,-73620,84560,-12170
2001-07-20,29150.0,29100.0,152040.0,,-56490,60740,-10
2001-07-23,28500.0,28700.0,168940.0,,-102960,100430,2660
2001-07-24,28500.0,28200.0,256260.0,,-81410,86520,-5690
2001-07-25,27500.0,28200.0,162600.0,,-10440,8630,-3600
2001-07-26,28200.0,28700.0,191000.0,,-7320,-20640,-1670
2001-07-27,28800.0,28650.0,183390.0,,6000,-3530,-31850
2001-07-30,28300.0,28000.0,194300.0,,21350,4540,-52260
2001-07-31,28000.0,28700.0,103490.0,,-27360,23130,-10000
2001-08-01,28600.0,28800.0,215110.0,,20,-29570,30880
2001-08-02,28500.0,27800.0,428730.0,,160720,-39520,-96890
2001-08-03,27500.0,27350.0,288400.0,,62710,-63300,12900
2001-08-06,27800.0,28200.0,331920.0,,3470,-3780,0
2001-08-07,28300.0,28550.0,229490.0,,-24750,-16350,44680
2001-08-08,28400.0,28250.0,146020.0,,-19290,27590,-9300
2001-08-09,27500.0,27600.0,135310.0,,-7830,32760,-23700
2001-08-10,27700.0,28200.0,70300.0,,-13300,9960,2200
2001-08-13,27950.0,27500.0,136640.0,,28040,-22360,-14400
2001-08-14,27500.0,27750.0,96240.0,,-9450,7010,0
2001-08-16,27550.0,26650.0,280480.0,,129460,-62540,-67600
2001-08-17,26650.0,26650.0,199000.0,,29450,-64160,920
2001-08-20,26150.0,26700.0,115890.0,,-41750,-11060,46990
2001-08-21,26700.0,27200.0,85490.0,,-22640,-10060,10000
2001-08-22,26800.0,26750.0,95940.0,,15520,-17490,0
2001-08-23,26500.0,26750.0,138850.0,,5140,12630,-33810
2001-08-24,26500.0,26650.0,57030.0,,-22580,7430,0
2001-08-27,26650.0,25000.0,422400.0,,129020,-172820,-33650
2001-08-28,25000.0,23900.0,627480.0,,218870,-351510,-47000
2001-08-29,23150.0,21700.0,1605210.0,,400590,-322710,-124400
2001-08-30,21700.0,23350.0,1222830.0,,94760,-569370,482340
2001-08-31,23000.0,23100.0,636430.0,,-42580,-92660,-14870
2001-09-03,22200.0,23000.0,249950.0,,-51920,64630,-10000
2001-09-04,22500.0,23500.0,255510.0,,-71020,67440,-10640
2001-09-05,23100.0,23300.0,112200.0,,-21510,6700,-2200
2001-09-06,23350.0,23500.0,133250.0,,13870,-21940,600
2001-09-07,23300.0,23600.0,148210.0,,-13130,4550,-19350
2001-09-10,23500.0,23600.0,98550.0,,-31720,12810,-250
2001-09-11,23500.0,23400.0,116320.0,,-36290,20100,750
2001-09-12,19900.0,19900.0,318650.0,,-109670,86680,3710
2001-09-13,20000.0,21800.0,488990.0,,24700,-20490,-9860
2001-09-14,21600.0,21300.0,245330.0,,-97240,21770,-2960
2001-09-17,20700.0,20600.0,243570.0,,-132140,8270,0
2001-09-18,20800.0,21400.0,144380.0,,-57680,-6420,0
2001-09-19,21200.0,21200.0,150660.0,,2670,-25570,-40940
2001-09-20,20800.0,20900.0,176210.0,,-590,3050,-49460
2001-09-21,20000.0,22600.0,264150.0,,-92090,82990,-7690
2001-09-24,21800.0,22400.0,184640.0,,-16980,13060,3460
2001-09-25,22900.0,21400.0,131940.0,,34490,-41840,0
2001-09-26,21400.0,22000.0,119350.0,,-41200,3700,-27590
2001-09-27,21500.0,22700.0,126560.0,,-53780,33070,21390
2001-09-28,22150.0,22700.0,139710.0,,-28180,-22780,46140
2001-10-04,23500.0,23200.0,127830.0,,26670,-48060,26900
2001-10-05,23200.0,23300.0,99160.0,,-45430,26200,19230
2001-10-08,22950.0,23100.0,62500.0,,-14600,12940,0
2001-10-09,22800.0,22950.0,104380.0,,20990,-23070,1390
2001-10-10,22950.0,22000.0,142870.0,,76350,-47690,-50660
2001-10-11,22500.0,22300.0,101030.0,,9360,-1240,-7000
2001-10-12,22800.0,22200.0,127050.0,,53880,-82840,0
2001-10-15,22200.0,22000.0,112940.0,,16420,-62700,-450
2001-10-16,22000.0,22050.0,121070.0,,46250,-68250,7000
2001-10-17,22150.0,22150.0,343680.0,,136380,-148950,-20640
2001-10-18,22000.0,22250.0,155840.0,,-27240,-860,0
2001-10-19,22000.0,22450.0,254520.0,,28170,-13760,-34850
2001-10-22,22600.0,22600.0,93030.0,,31920,-31920,0
2001-10-23,22800.0,22600.0,137550.0,,3400,-4660,150
2001-10-24,22150.0,22100.0,168500.0,,80240,-52500,-52740
2001-10-25,22050.0,22100.0,172960.0,,38780,-69810,0
2001-10-26,21900.0,22100.0,149460.0,,6680,-38010,0
2001-10-29,21800.0,22100.0,61750.0,,-6010,-5710,-10
2001-10-30,21800.0,21600.0,76470.0,,10080,-22540,0
2001-10-31,21400.0,22000.0,200760.0,,13240,-17840,-4370
2001-11-01,22000.0,22700.0,140170.0,,-55170,51540,-370
2001-11-02,22850.0,22500.0,107490.0,,-15030,14280,-250
2001-11-05,22550.0,22500.0,147690.0,,46130,-37880,-6000
2001-11-06,22700.0,22050.0,194780.0,,60790,-26280,-37580
2001-11-07,22300.0,21850.0,171770.0,,50280,-61060,-6780
2001-11-08,21850.0,21850.0,192380.0,,29260,-4940,-29360
2001-11-09,21650.0,22100.0,147280.0,,12510,4760,-23720
2001-11-12,22100.0,22300.0,200400.0,,9740,17660,-37990
2001-11-13,22300.0,23100.0,393710.0,,-99550,126940,-25760
