Symbol,현대중공업_시가(원),현대중공업_종가(원),현대중공업_거래량(주),현대중공업_PER(IFRS-연결),현대중공업_순매수수량(개인)(주),현대중공업_순매수수량(기관계)(주),현대중공업_순매수수량(외국인계)(주)
2009-11-27,160000.0,148500.0,719122.0,4.76,236745,-95397,-142066
2009-11-30,153000.0,150500.0,397358.0,4.83,39167,-37747,2506
2009-12-01,151000.0,151000.0,337812.0,4.84,33109,-30364,-1915
2009-12-02,152000.0,152500.0,202230.0,4.89,8782,-4992,-3637
2009-12-03,154500.0,160000.0,328243.0,5.13,-82881,44996,32298
2009-12-04,157000.0,161500.0,327483.0,5.18,-35579,45535,-10515
2009-12-07,162500.0,162500.0,176940.0,5.21,-12523,19737,-7570
2009-12-08,163500.0,161500.0,139751.0,5.18,-23222,23966,-601
2009-12-09,157500.0,163500.0,307432.0,5.25,-28005,42842,-13825
2009-12-10,164000.0,165500.0,741555.0,5.31,-43900,172673,-129920
2009-12-11,164500.0,169500.0,475375.0,5.44,-70943,121609,-59499
2009-12-14,169500.0,170000.0,204450.0,5.45,-11164,23230,-14420
2009-12-15,170000.0,171000.0,167599.0,5.49,-4429,-6256,13951
2009-12-16,169000.0,171000.0,144072.0,5.49,-36215,15214,22024
2009-12-17,170500.0,169000.0,177379.0,5.42,1101,-17110,17181
2009-12-18,168500.0,163000.0,360815.0,5.23,128853,38379,-166332
2009-12-21,163000.0,162000.0,201869.0,5.2,47351,-26491,-21015
2009-12-22,163000.0,165000.0,217635.0,5.29,7698,-10783,1863
2009-12-23,165000.0,164000.0,245470.0,5.26,-13053,18614,-5565
2009-12-24,163500.0,165000.0,343497.0,5.29,-28776,37925,-3470
2009-12-28,169500.0,172500.0,542915.0,5.53,-122131,44160,82844
2009-12-29,170500.0,173500.0,399117.0,5.57,-113916,99765,17834
2009-12-30,174500.0,173500.0,194351.0,5.57,-37810,29107,16926
2010-01-04,173500.0,172000.0,231088.0,5.81,-47859,-30939,80472
2010-01-05,171000.0,171000.0,255552.0,5.78,-43091,36595,13932
2010-01-06,171500.0,177500.0,489387.0,6.0,-111132,64267,42465
2010-01-07,179500.0,194000.0,2071373.0,6.55,-568225,163036,407663
2010-01-08,196000.0,205000.0,1291287.0,6.92,-569287,42175,531131
2010-01-11,203000.0,206000.0,593149.0,6.96,-252192,150998,113423
2010-01-12,205000.0,204000.0,400034.0,6.89,-100765,30115,69637
2010-01-13,200000.0,192500.0,572394.0,6.5,32397,32375,-66019
2010-01-14,197500.0,204000.0,962063.0,6.89,-207119,193475,-12134
2010-01-15,206000.0,217000.0,1036902.0,7.33,-283718,205417,98645
2010-01-18,216500.0,217500.0,638475.0,7.35,-132213,99189,31335
2010-01-19,218500.0,218000.0,299098.0,7.36,-76677,65364,15991
2010-01-20,217000.0,216000.0,477573.0,7.3,-4711,-91740,97294
2010-01-21,211500.0,220500.0,493508.0,7.45,-123566,123491,-4859
2010-01-22,214500.0,212000.0,611390.0,7.16,63707,-23322,-31719
2010-01-25,207500.0,206500.0,417454.0,6.98,-5170,-58504,61523
2010-01-26,208500.0,202000.0,317167.0,6.82,12044,-25570,14275
2010-01-27,200000.0,193500.0,479525.0,6.54,86379,33755,-116843
2010-01-28,194000.0,194000.0,439985.0,6.55,49415,-8189,-38648
2010-01-29,190000.0,187000.0,442599.0,6.32,59332,15271,-78507
2010-02-01,187000.0,198000.0,550471.0,6.69,-32070,-21348,35252
2010-02-02,200500.0,197000.0,276560.0,6.65,-31320,52127,-20525
2010-02-03,198500.0,207000.0,546284.0,6.99,-85713,8840,65003
2010-02-04,206500.0,213500.0,593286.0,7.21,-115120,31969,83638
2010-02-05,206000.0,209500.0,608006.0,7.08,-118562,80763,34360
2010-02-08,208000.0,207500.0,424837.0,7.01,-72161,-13961,83157
2010-02-09,208000.0,206500.0,409960.0,6.98,-18234,52436,-34725
2010-02-10,208000.0,205500.0,380013.0,6.94,-3301,43329,-38241
2010-02-11,208000.0,220000.0,991776.0,7.43,-324280,138336,163372
2010-02-12,219000.0,221500.0,947051.0,7.48,-142437,5823,129954
2010-02-16,219000.0,225500.0,414770.0,7.62,-123841,67527,51107
2010-02-17,229000.0,225000.0,529774.0,7.6,-42432,27409,-10665
2010-02-18,225000.0,227000.0,237474.0,7.67,-42848,-14082,59932
2010-02-19,223500.0,219500.0,412991.0,7.41,-27557,51356,-26234
2010-02-22,224000.0,225000.0,336873.0,7.6,-36803,24690,3319
2010-02-23,225500.0,224000.0,311731.0,7.57,-2951,15822,-13000
2010-02-24,222000.0,218000.0,493670.0,7.36,63499,27551,-91966
2010-02-25,219500.0,212000.0,373569.0,7.16,4445,-18032,7910
2010-02-26,213500.0,206500.0,567526.0,6.98,119002,3878,-117778
2010-03-02,211000.0,207500.0,418835.0,7.01,62160,-85129,12940
2010-03-03,209000.0,212500.0,613415.0,7.18,2189,20049,-36119
2010-03-04,213000.0,214000.0,255872.0,7.23,-43374,6738,40291
2010-03-05,217500.0,218500.0,260006.0,7.38,-67883,58727,-2843
2010-03-08,221500.0,223500.0,378427.0,7.55,-93418,86007,2805
2010-03-09,223500.0,227500.0,450405.0,7.69,-139048,70793,62027
2010-03-10,227500.0,228500.0,506325.0,7.72,-187466,120736,65341
2010-03-11,229500.0,226000.0,477517.0,7.63,-43765,41435,7864
2010-03-12,228500.0,229500.0,315220.0,7.75,-60635,61445,-4758
2010-03-15,228000.0,228500.0,355996.0,7.72,-14912,106929,-102030
2010-03-16,227500.0,228000.0,373533.0,7.7,-45318,115309,-71809
2010-03-17,228500.0,232500.0,397217.0,7.85,-111263,64152,50433
2010-03-18,227500.0,227500.0,507587.0,7.69,-46127,77576,-19873
2010-03-19,226000.0,232000.0,464767.0,7.84,-36710,158883,-131121
2010-03-22,232000.0,233500.0,471130.0,7.89,-76342,196585,-129382
2010-03-23,235000.0,235500.0,308994.0,7.96,-55617,84234,-57796
2010-03-24,237000.0,232000.0,482843.0,7.84,-13012,-190640,210641
2010-03-25,227500.0,229000.0,330459.0,7.74,17522,-32673,13181
2010-03-26,230000.0,231500.0,276417.0,7.82,4819,24343,-25867
2010-03-29,229500.0,234500.0,359253.0,7.92,-35844,57479,-23738
2010-03-30,235000.0,235500.0,307577.0,7.96,-33336,101439,-77327
2010-03-31,236500.0,237000.0,266824.0,8.01,-30412,26798,6967
2010-04-01,238000.0,239000.0,227486.0,8.07,-22577,25164,-1932
2010-04-02,237500.0,235000.0,519373.0,7.94,42431,-159871,134131
2010-04-05,234500.0,231000.0,423849.0,7.8,-4606,-97755,94558
2010-04-06,233000.0,233000.0,162411.0,7.87,-4124,-11530,18060
2010-04-07,232500.0,233500.0,305741.0,7.89,-26905,72825,-46470
2010-04-08,232000.0,234500.0,239323.0,7.92,-21923,4364,27905
2010-04-09,232000.0,232000.0,215478.0,7.84,-8919,-7895,22245
2010-04-12,236000.0,237000.0,569930.0,8.01,-50871,184064,-136524
2010-04-13,239000.0,237500.0,259887.0,8.02,-14254,50231,-41438
2010-04-14,239000.0,245000.0,1001569.0,8.28,-599,258743,-278791
2010-04-15,247000.0,250500.0,1097555.0,8.46,-21257,-43908,62824
2010-04-16,250500.0,251000.0,688986.0,8.48,-89610,70794,20297
2010-04-19,249000.0,251500.0,343361.0,8.5,-7053,30443,-28318
2010-04-20,253500.0,249500.0,299355.0,8.43,19306,-43712,29486
2010-04-21,253000.0,256000.0,647618.0,8.65,12805,80896,-114837
2010-04-22,254500.0,258000.0,400879.0,8.72,-16201,-9895,34461
2010-04-23,258000.0,256500.0,402233.0,8.66,21464,-87881,76305
2010-04-26,256500.0,258500.0,325569.0,8.73,-13125,-57587,68574
2010-04-27,261000.0,262000.0,406100.0,8.85,34507,-62361,29708
2010-04-28,258000.0,262000.0,389393.0,8.85,-15715,56055,-17463
2010-04-29,264000.0,258500.0,350699.0,8.73,-4933,-15071,24854
2010-04-30,260500.0,253500.0,500434.0,8.56,-2411,-177620,189773
2010-05-03,249500.0,251000.0,516325.0,8.48,23163,-109126,82490
2010-05-04,250500.0,252000.0,270112.0,8.51,30208,-74689,60743
2010-05-06,247000.0,248000.0,498368.0,8.38,-19663,46522,-31918
2010-05-07,239500.0,245000.0,485064.0,8.28,-12712,5995,-7768
2010-05-10,243000.0,246000.0,342627.0,8.31,19838,-39446,22228
2010-05-11,249000.0,244000.0,364849.0,8.24,-833,-3485,7527
2010-05-12,243500.0,238000.0,664582.0,8.04,-34657,-26524,66806
2010-05-13,240000.0,235000.0,525404.0,7.94,68602,-58737,3330
2010-05-14,235000.0,231500.0,552387.0,7.82,-27922,-124834,167672
2010-05-17,228000.0,221500.0,542144.0,7.48,-38420,-84506,122856
2010-05-18,222000.0,226500.0,522815.0,7.65,29830,29654,-70759
2010-05-19,223500.0,219000.0,377825.0,7.4,43051,-44386,23104
2010-05-20,215500.0,200500.0,1120718.0,6.77,128625,-167630,39043
2010-05-24,203500.0,208500.0,534014.0,7.04,36465,-72465,41429
2010-05-25,207500.0,205000.0,651557.0,6.92,24106,-6696,-45014
2010-05-26,208000.0,207500.0,446589.0,7.01,31557,-12046,-23491
2010-05-27,207000.0,210500.0,439082.0,7.11,-6327,-68937,67501
2010-05-28,216000.0,214500.0,406513.0,7.25,18712,-62276,42382
2010-05-31,215000.0,215000.0,202755.0,7.26,17629,-51605,33294
2010-06-01,213000.0,214000.0,176076.0,7.23,-3065,7696,5250
2010-06-03,214500.0,218000.0,251356.0,7.36,7323,-27347,7073
2010-06-04,218500.0,219000.0,302550.0,7.4,-16743,20490,-125
2010-06-07,213000.0,210000.0,444761.0,7.09,17814,46702,-65004
2010-06-08,211000.0,207000.0,528498.0,6.99,126965,-82261,-50654
2010-06-09,209000.0,204500.0,430145.0,6.91,84096,-52320,-26952
2010-06-10,204000.0,209000.0,575620.0,7.06,-31957,2969,25850
2010-06-11,213500.0,223500.0,765318.0,7.55,-53552,79058,-56289
2010-06-14,225500.0,225000.0,375000.0,7.6,-54731,267,50518
2010-06-15,223500.0,225500.0,295717.0,7.62,-6872,43236,-37185
2010-06-16,227000.0,228000.0,352987.0,7.7,-18609,-58847,78524
2010-06-17,228500.0,228000.0,360769.0,7.7,-14671,8692,2817
2010-06-18,228000.0,225000.0,177410.0,7.6,8485,-8152,3727
2010-06-21,229000.0,236000.0,706853.0,7.97,47579,15817,-69122
2010-06-22,234000.0,240000.0,520511.0,8.11,-26153,81622,-51908
2010-06-23,238500.0,242000.0,372578.0,8.17,-41882,49335,-4926
2010-06-24,242000.0,243500.0,280249.0,8.23,-11528,36228,-20713
2010-06-25,241000.0,245000.0,233121.0,8.28,-49560,30682,22798
2010-06-28,245500.0,246000.0,235960.0,8.31,-17624,101930,-91747
2010-06-29,245000.0,243000.0,283508.0,8.21,-52803,1790,54289
2010-06-30,237000.0,235000.0,543123.0,7.94,34240,44101,-77682
2010-07-01,235000.0,230500.0,380546.0,7.79,8800,82435,-62657
2010-07-02,232500.0,237500.0,713403.0,8.02,30811,274291,-309097
2010-07-05,242000.0,244500.0,546704.0,8.26,-33432,205730,-180381
2010-07-06,243000.0,244500.0,453829.0,8.26,-5995,50444,-46319
2010-07-07,247000.0,244000.0,260709.0,8.24,-14996,-16562,26712
2010-07-08,247000.0,252500.0,543995.0,8.53,-46618,94314,-68124
2010-07-09,254000.0,252000.0,288245.0,8.51,-17709,-8187,26189
2010-07-12,252000.0,252500.0,185783.0,8.53,-18786,-34506,67673
2010-07-13,253000.0,253500.0,203395.0,8.56,-41533,3586,33487
2010-07-14,254500.0,256500.0,437911.0,8.66,-45127,5792,54831
2010-07-15,256000.0,255000.0,244573.0,8.61,-22418,-33049,57238
2010-07-16,256000.0,253500.0,155243.0,8.56,-4680,-9952,23702
2010-07-19,249500.0,245500.0,428194.0,8.29,53327,-69215,18879
2010-07-20,249000.0,247000.0,222214.0,8.34,18630,-30616,28103
2010-07-21,250000.0,256500.0,521734.0,8.66,-28570,111665,-98700
2010-07-22,254000.0,267000.0,840452.0,9.02,-132345,254504,-169126
2010-07-23,270500.0,271500.0,641266.0,9.17,-51698,133853,-76993
2010-07-26,271000.0,273500.0,227267.0,9.24,-50933,15831,40968
2010-07-27,276000.0,275000.0,366914.0,9.29,-25171,-43159,75166
2010-07-28,276500.0,271000.0,312399.0,9.15,-18705,-38797,50080
2010-07-29,269000.0,270000.0,370028.0,9.12,28723,-65198,47625
2010-07-30,270000.0,268500.0,215096.0,9.07,-15419,-14609,30445
2010-08-02,271500.0,273000.0,217284.0,9.22,-19804,36165,-19661
2010-08-03,278000.0,275500.0,146106.0,9.31,-19363,23410,-8020
2010-08-04,278500.0,281500.0,402254.0,9.51,-5329,55522,-58179
2010-08-05,286000.0,282500.0,265423.0,9.54,-25461,60130,-39536
2010-08-06,282000.0,280500.0,376073.0,9.48,-34561,-23053,53003
2010-08-09,275000.0,282500.0,194062.0,9.54,-3882,19181,-12610
2010-08-10,285500.0,288500.0,292134.0,9.75,-23390,80953,-49559
2010-08-11,289000.0,284000.0,328628.0,9.59,33481,-53373,39915
2010-08-12,279000.0,278000.0,397317.0,9.39,17940,56551,-72025
2010-08-13,281500.0,278500.0,233899.0,9.41,20865,4120,-19638
2010-08-16,279000.0,277500.0,199568.0,9.37,-4499,429,2510
2010-08-17,280500.0,279500.0,176840.0,9.44,24707,-20957,-13857
2010-08-18,280500.0,278500.0,167492.0,9.41,17460,21983,-34039
2010-08-19,279000.0,277000.0,301790.0,9.36,49551,-121455,43740
2010-08-20,276000.0,272500.0,298339.0,9.21,-8208,-3975,9767
2010-08-23,275000.0,277500.0,236440.0,9.37,-10089,32738,-34397
2010-08-24,279000.0,266000.0,497329.0,8.99,69040,-143636,99427
2010-08-25,264500.0,260000.0,404119.0,8.78,20969,-91834,64934
2010-08-26,262000.0,258500.0,155758.0,8.73,9662,-16041,5682
2010-08-27,257000.0,263000.0,292600.0,8.88,3378,61857,-46985
2010-08-30,266500.0,271000.0,296446.0,9.15,-8011,69228,-67080
2010-08-31,268500.0,264000.0,241186.0,8.92,11103,43425,-48754
2010-09-01,266500.0,273000.0,300764.0,9.22,-45180,9533,14302
2010-09-02,279500.0,275000.0,181650.0,9.29,-34656,21090,20357
2010-09-03,277000.0,277000.0,257645.0,9.36,-38083,10777,28713
2010-09-06,279000.0,278000.0,193281.0,9.39,282,1133,4784
2010-09-07,275000.0,277000.0,143907.0,9.36,-10763,-6596,23203
2010-09-08,274500.0,278500.0,125782.0,9.41,-14830,36441,-26972
2010-09-09,281000.0,278000.0,229801.0,9.39,23,39810,-42668
2010-09-10,280000.0,283000.0,264959.0,9.56,-42518,62699,-13485
2010-09-13,285000.0,300000.0,675206.0,10.13,-149300,118994,29693
2010-09-14,301000.0,303000.0,569448.0,10.24,-105935,54969,54948
2010-09-15,304500.0,310500.0,380693.0,10.49,-64979,26153,39766
2010-09-16,310500.0,311000.0,276381.0,10.51,-34150,40323,1027
2010-09-17,309500.0,310000.0,275018.0,10.47,-23901,-55969,79368
2010-09-20,306000.0,311500.0,186781.0,10.52,-9052,31023,-18539
2010-09-24,307500.0,320500.0,368068.0,10.83,-24629,42659,-17498
2010-09-27,323000.0,328500.0,421605.0,11.1,-57365,46020,13209
2010-09-28,328500.0,331000.0,187467.0,11.18,3,-7323,3973
2010-09-29,330000.0,329000.0,348862.0,11.11,-13903,13367,-320
2010-09-30,331000.0,327500.0,272459.0,11.06,7343,-32805,29885
2010-10-01,327000.0,312500.0,422751.0,10.56,86447,-81810,24
2010-10-04,315000.0,313000.0,347641.0,10.57,56859,-89075,43041
2010-10-05,313500.0,310000.0,357703.0,10.47,38691,-202,-54078
2010-10-06,316000.0,333000.0,590706.0,11.25,-75761,21183,53179
2010-10-07,335000.0,345000.0,567178.0,11.65,-87997,-12701,87558
2010-10-08,346500.0,342000.0,428513.0,11.55,-21278,64472,-38820
2010-10-11,345000.0,332000.0,379182.0,11.22,66872,29785,-89729
2010-10-12,332000.0,325500.0,336936.0,11.0,12680,66029,-79169
2010-10-13,329000.0,331000.0,186257.0,11.18,24899,9628,-25578
2010-10-14,340000.0,338000.0,391646.0,11.42,-12235,-10570,7068
2010-10-15,334000.0,336500.0,153233.0,11.37,12613,-6367,-8707
2010-10-18,332500.0,330500.0,203178.0,11.16,6645,4791,8582
2010-10-19,333500.0,327000.0,250049.0,11.05,19745,-16527,8649
2010-10-20,324000.0,322500.0,386369.0,10.89,79163,-19120,-62848
2010-10-21,326500.0,328000.0,281763.0,11.08,-27831,-35559,64896
2010-10-22,326000.0,342500.0,345596.0,11.57,-128365,35593,87374
2010-10-25,347500.0,365500.0,599638.0,12.35,-170000,-69866,240485
2010-10-26,366000.0,370000.0,315685.0,12.5,-74734,19721,65403
2010-10-27,372500.0,368000.0,222627.0,12.43,-11571,-17024,42557
2010-10-28,368000.0,367000.0,157816.0,12.4,4940,-28170,25991
2010-10-29,376000.0,366500.0,263455.0,12.38,7427,17093,-13015
2010-11-01,369500.0,379500.0,256165.0,12.82,-5812,21931,-18620
2010-11-02,381000.0,388000.0,239879.0,13.11,138,15054,-11489
2010-11-03,397500.0,393000.0,308818.0,13.28,-21947,-28631,36574
2010-11-04,393500.0,392500.0,208265.0,13.26,-21728,-45176,69256
2010-11-05,392500.0,394000.0,216888.0,13.31,-66823,-27647,86362
2010-11-08,394500.0,388000.0,204206.0,13.11,8852,-47321,45179
2010-11-09,392000.0,392000.0,150867.0,13.24,2934,-42952,47800
2010-11-10,393500.0,399000.0,178216.0,13.48,-19327,14843,-1856
2010-11-11,399000.0,384000.0,429688.0,12.97,7725,48123,-76430
2010-11-12,393500.0,391000.0,272533.0,13.21,-48626,-285,46113
2010-11-15,390000.0,381500.0,281460.0,12.89,51640,-49654,5825
2010-11-16,376000.0,371500.0,288207.0,12.55,55462,-21818,5241
2010-11-17,366500.0,375000.0,262368.0,12.67,16055,24587,-28967
2010-11-18,378500.0,389000.0,226214.0,13.14,-5153,-5439,3372
2010-11-19,392000.0,397500.0,235855.0,13.43,-31488,51023,-356
2010-11-22,397000.0,391000.0,280179.0,13.21,51600,-58910,3388
2010-11-23,388000.0,379000.0,340050.0,12.8,70287,-71079,20553
2010-11-24,371500.0,369500.0,286091.0,12.48,51623,-58060,9920
2010-11-25,375000.0,372500.0,226043.0,12.58,-11881,-18709,27515
2010-11-26,374500.0,373000.0,263054.0,12.6,-55074,574,27920
2010-11-29,373000.0,365500.0,273554.0,12.35,46034,25461,-78881
2010-11-30,367500.0,371500.0,229942.0,12.55,-11701,44917,-33640
2010-12-01,374000.0,378000.0,136820.0,12.77,5626,29344,-26576
2010-12-02,385000.0,382000.0,221260.0,12.9,-25633,8557,30099
2010-12-03,382000.0,368000.0,490204.0,12.43,168723,-70751,-103063
2010-12-06,371000.0,351500.0,490821.0,11.87,150096,-93446,-61072
2010-12-07,351500.0,361000.0,519331.0,12.19,-10172,7900,-7652
2010-12-08,359000.0,358000.0,221006.0,12.09,21328,-11411,538
2010-12-09,362500.0,372000.0,564161.0,12.57,-78746,-6029,77600
2010-12-10,372000.0,377000.0,278386.0,12.74,-25599,-1706,21491
2010-12-13,387000.0,383000.0,229095.0,12.94,-29538,-13259,35299
2010-12-14,390000.0,417000.0,820195.0,14.09,-185388,200529,-2596
2010-12-15,426500.0,424500.0,459173.0,14.34,-9903,-55272,83771
2010-12-16,421500.0,421500.0,308176.0,14.24,3833,6901,-12334
2010-12-17,419500.0,443000.0,398587.0,14.96,-34268,-10127,53216
2010-12-20,438000.0,443500.0,517409.0,14.98,-3690,-4775,11618
2010-12-21,450000.0,440000.0,313605.0,14.86,48710,-40663,-14293
2010-12-22,435000.0,439000.0,477251.0,14.83,24728,-16721,-4332
2010-12-23,435000.0,440000.0,241618.0,14.86,-12897,-9762,8270
2010-12-24,438000.0,456500.0,288235.0,15.42,-48683,16347,34577
2010-12-27,456000.0,450000.0,245164.0,15.2,20198,12674,-39404
2010-12-28,450000.0,445000.0,207395.0,15.03,13821,-19066,9544
2010-12-29,445000.0,441000.0,192378.0,14.9,33669,-26027,-3954
2010-12-30,443000.0,443000.0,194215.0,14.96,1393,6343,-13144
2011-01-03,443000.0,435000.0,256635.0,7.57,22696,-13048,-3927
2011-01-04,443000.0,451500.0,371688.0,7.86,-55115,8796,73259
2011-01-05,447000.0,448000.0,131009.0,7.8,7123,-994,-11936
2011-01-06,455000.0,457000.0,274499.0,7.96,-26067,24106,4801
2011-01-07,458000.0,463000.0,184013.0,8.06,-9091,35259,-34719
2011-01-10,460500.0,455000.0,234151.0,7.92,31767,42016,-82511
2011-01-11,463000.0,472500.0,321332.0,8.23,-4290,25132,-26183
2011-01-12,472500.0,492500.0,409341.0,8.57,-59007,14149,59873
2011-01-13,499000.0,490500.0,285457.0,8.54,35805,5801,-11710
2011-01-14,488500.0,504000.0,269443.0,8.77,-33955,14812,10456
2011-01-17,501000.0,499000.0,201581.0,8.69,43561,-9587,-23367
2011-01-18,496000.0,489000.0,251498.0,8.51,65559,-5900,-51734
2011-01-19,489000.0,500000.0,292118.0,8.71,-30979,40973,-31374
2011-01-20,498500.0,491500.0,194116.0,8.56,53403,-22962,-29711
2011-01-21,488000.0,477500.0,301888.0,8.31,83392,-51236,-26636
2011-01-24,471000.0,476500.0,238574.0,8.3,9594,37005,-40614
2011-01-25,479000.0,477000.0,276950.0,8.3,24,20512,-29132
2011-01-26,470500.0,490000.0,195632.0,8.53,-22890,21441,-1105
2011-01-27,500000.0,501000.0,269313.0,8.72,-88346,-14148,116785
2011-01-28,510000.0,498000.0,222037.0,8.67,1974,339,-3348
2011-01-31,491000.0,485000.0,205013.0,8.44,30088,14402,-49150
2011-02-01,485000.0,486000.0,171430.0,8.46,17309,-8818,2637
2011-02-07,487500.0,474000.0,283233.0,8.25,89013,-26833,-56992
2011-02-08,475000.0,463000.0,439727.0,8.06,121576,-25955,-89658
2011-02-09,465000.0,445000.0,362020.0,7.75,76958,59016,-136227
2011-02-10,441000.0,444000.0,358168.0,7.73,36656,4302,-52156
2011-02-11,446000.0,437000.0,341304.0,7.61,22636,62413,-69233
2011-02-14,442500.0,444500.0,259869.0,7.74,-239,26283,-31735
2011-02-15,451000.0,454000.0,303331.0,7.9,-31610,-16899,42485
2011-02-16,450000.0,440000.0,298430.0,7.66,39671,-10333,-51786
2011-02-17,439000.0,430000.0,431620.0,7.49,1307,31322,-33972
2011-02-18,430500.0,441500.0,304401.0,7.69,-2063,15262,-10975
2011-02-21,445000.0,449500.0,203546.0,7.83,-17937,21586,13313
2011-02-22,445000.0,445500.0,190244.0,7.76,-14523,12900,4364
2011-02-23,443000.0,442500.0,186345.0,7.7,-20425,5846,-6366
2011-02-24,446000.0,446500.0,227538.0,7.77,-40130,48719,-29629
2011-02-25,450000.0,451500.0,170369.0,7.86,-8773,43672,-19089
2011-02-28,448000.0,435000.0,196332.0,7.57,36525,-14641,-15188
2011-03-02,423500.0,422500.0,297484.0,7.36,32806,32253,-62984
2011-03-03,421000.0,436500.0,189482.0,7.6,-28185,30785,983
2011-03-04,443500.0,443500.0,181319.0,7.72,-13068,-1353,-3173
2011-03-07,438500.0,441500.0,129490.0,7.69,-24987,37708,2542
2011-03-08,446000.0,451500.0,200236.0,7.86,-33661,40205,-31994
2011-03-09,457000.0,453000.0,202049.0,7.89,9860,17317,-29587
2011-03-10,449000.0,445000.0,304001.0,7.75,46368,-1053,-55584
2011-03-11,437500.0,435000.0,240044.0,7.57,12664,8197,-14193
2011-03-14,419500.0,432000.0,286730.0,7.52,-17100,-45212,64332
2011-03-15,429000.0,429500.0,372267.0,7.48,855,66929,-57471
2011-03-16,438000.0,453000.0,381980.0,7.89,-131870,132421,-41418
2011-03-17,450000.0,470500.0,565222.0,8.19,-193960,153752,39755
2011-03-18,474500.0,473000.0,329943.0,8.24,-40573,26264,9708
2011-03-21,471000.0,479000.0,176748.0,8.34,-41015,17603,20031
2011-03-22,484000.0,496500.0,269555.0,8.64,-73330,29299,37673
2011-03-23,495500.0,487500.0,256744.0,8.49,-20626,12598,5438
2011-03-24,481000.0,486500.0,220990.0,8.47,10555,-28704,19546
2011-03-25,491000.0,493000.0,264050.0,8.58,-20508,-21783,40803
2011-03-28,486500.0,487500.0,260973.0,8.49,35962,-54266,16443
2011-03-29,487500.0,487500.0,137366.0,8.49,3974,12653,-17381
2011-03-30,488000.0,510000.0,469751.0,8.88,-169701,44267,128421
2011-03-31,513000.0,518000.0,331712.0,9.02,-96056,-15502,120487
2011-04-01,518000.0,520000.0,225952.0,9.05,-36239,-33925,77972
2011-04-04,513000.0,504000.0,211847.0,8.77,38155,-62138,23167
2011-04-05,503000.0,514000.0,211477.0,8.95,-26350,-3249,38120
2011-04-06,512000.0,520000.0,360654.0,9.05,-97242,46246,45061
2011-04-07,525000.0,528000.0,242552.0,9.19,-48037,-18128,56759
2011-04-08,531000.0,547000.0,455956.0,9.52,-127733,67865,64620
2011-04-11,549000.0,545000.0,193327.0,9.49,-19639,27971,5905
2011-04-12,539000.0,528000.0,190736.0,9.19,34572,453,-18635
2011-04-13,525000.0,535000.0,215129.0,9.31,43191,-26795,-19309
2011-04-14,534000.0,538000.0,314511.0,9.37,37095,-3684,-42132
2011-04-15,533000.0,533000.0,205532.0,9.28,16571,5442,-22967
2011-04-18,533000.0,530000.0,354745.0,9.23,75356,-11420,-47749
2011-04-19,524000.0,508000.0,429228.0,8.84,98188,-84821,-20197
2011-04-20,511000.0,509000.0,505769.0,8.86,111022,-133511,11374
2011-04-21,515000.0,521000.0,468783.0,9.07,48126,-107627,45626
2011-04-22,516000.0,518000.0,310690.0,9.02,36294,-60145,15113
2011-04-25,517000.0,537000.0,393420.0,9.35,2052,-12256,10384
2011-04-26,544000.0,520000.0,532436.0,9.05,19596,-54612,41758
2011-04-27,526000.0,523000.0,426176.0,9.11,-16137,-41786,56503
2011-04-28,525000.0,537000.0,510552.0,9.35,-120728,55179,76508
2011-04-29,536000.0,535000.0,328368.0,9.31,-4490,-4593,-7160
2011-05-02,530000.0,538000.0,216071.0,9.37,-1779,-16799,7918
2011-05-03,533000.0,514000.0,330088.0,8.95,65392,-44376,-17664
2011-05-04,509000.0,493000.0,496706.0,8.58,154110,-97765,-52633
2011-05-06,488000.0,473500.0,486650.0,8.24,111976,-58032,-33213
2011-05-09,475500.0,482500.0,364454.0,8.4,40527,19721,-29425
2011-05-11,490000.0,485500.0,306022.0,8.45,44383,25293,-61906
2011-05-12,474000.0,466500.0,431873.0,8.12,150567,-66902,-85870
2011-05-13,466500.0,460000.0,442956.0,8.01,76374,-58935,-20449
2011-05-16,456500.0,456000.0,340207.0,7.94,87355,-37518,-44744
2011-05-17,455000.0,445500.0,376916.0,7.76,112808,-127152,31966
2011-05-18,449500.0,475000.0,538154.0,8.27,-60966,48067,4872
2011-05-19,478000.0,467500.0,347075.0,8.14,-1828,40216,-35565
2011-05-20,468000.0,474000.0,236082.0,8.25,-12006,27560,-14816
2011-05-23,473000.0,441000.0,540433.0,7.68,135377,-75030,-58765
2011-05-24,440000.0,434500.0,589916.0,7.56,79390,-42891,-25310
2011-05-25,443500.0,434000.0,370760.0,7.56,-15514,-51927,63133
2011-05-26,440000.0,451000.0,400602.0,7.85,-35952,-43515,68751
2011-05-27,451000.0,450000.0,365012.0,7.83,21192,-40801,40555
2011-05-30,460000.0,456000.0,230294.0,7.94,-61706,59278,2426
2011-05-31,465000.0,505000.0,836774.0,8.79,-247868,142553,54154
2011-06-01,506000.0,504000.0,447450.0,8.77,-43814,31706,4569
2011-06-02,489000.0,511000.0,503182.0,8.9,-12814,22390,178
2011-06-03,515000.0,506000.0,291674.0,8.81,-18706,-57751,65795
2011-06-07,506000.0,493500.0,328972.0,8.59,8177,-63885,55620
2011-06-08,492500.0,466000.0,786159.0,8.11,135692,-113604,14899
