Symbol,한화_시가(원),한화_종가(원),한화_거래량(주),한화_PER(IFRS-연결),한화_순매수수량(개인)(주),한화_순매수수량(기관계)(주),한화_순매수수량(외국인계)(주)
2013-02-13,32700.0,33250.0,103000.0,8.52,-7651,-1939,10590
2013-02-14,33250.0,33050.0,104739.0,8.46,-13913,11320,2593
2013-02-15,33100.0,33550.0,120447.0,8.59,-5269,-13410,18679
2013-02-18,33750.0,33250.0,102248.0,8.52,-2096,2976,-850
2013-02-19,33300.0,33600.0,82362.0,8.6,-13768,16793,-2155
2013-02-20,33800.0,33850.0,147164.0,8.67,-27299,15289,13410
2013-02-21,33850.0,33750.0,108537.0,8.64,-16716,-4324,25350
2013-02-22,33800.0,33700.0,164935.0,8.63,-11809,-27091,41860
2013-02-25,33650.0,34300.0,203808.0,8.78,-78282,-1441,80023
2013-02-26,34200.0,34550.0,249459.0,8.85,-65083,4663,60270
2013-02-27,34600.0,34500.0,170135.0,8.84,-50776,21178,35438
2013-02-28,35100.0,34900.0,281325.0,8.94,-38766,25113,39983
2013-03-04,34950.0,34850.0,193357.0,8.92,-57132,-9711,71643
2013-03-05,34900.0,34750.0,109907.0,8.9,-22539,-2591,27560
2013-03-06,34950.0,34700.0,147075.0,8.89,-21799,12269,11480
2013-03-07,34750.0,34700.0,169652.0,8.89,-43915,26375,15550
2013-03-08,34700.0,34800.0,119475.0,8.91,-15649,4289,16010
2013-03-11,34850.0,34800.0,108244.0,8.91,-13248,14536,-3008
2013-03-12,35000.0,34700.0,92855.0,8.89,5489,4521,-11620
2013-03-13,34500.0,34400.0,117550.0,8.81,5091,4789,-9880
2013-03-14,34500.0,34550.0,136730.0,8.85,57,-13176,13219
2013-03-15,34850.0,34100.0,389300.0,8.73,35590,53215,-87075
2013-03-18,34050.0,34200.0,144714.0,8.76,-26043,6213,-11170
2013-03-19,34000.0,34150.0,161341.0,8.75,1366,1904,-2430
2013-03-20,33850.0,33900.0,121868.0,8.68,-7646,32051,-25505
2013-03-21,33900.0,33700.0,108604.0,8.63,10899,3511,-14480
2013-03-22,33700.0,33550.0,99837.0,8.59,-9415,-8252,17667
2013-03-25,33650.0,33450.0,166256.0,8.57,13334,2726,-16480
2013-03-26,33300.0,33250.0,167605.0,8.52,-2100,770,330
2013-03-27,33250.0,33600.0,151390.0,8.6,-12629,31499,-19190
2013-03-28,33750.0,33650.0,116963.0,8.62,6907,-11172,1935
2013-03-29,33650.0,33750.0,115627.0,8.64,-17037,12477,3860
2013-04-01,33700.0,33650.0,92332.0,8.62,-15931,7431,13330
2013-04-02,33700.0,33850.0,303149.0,8.67,-77232,104554,-28382
2013-04-03,33850.0,33450.0,160399.0,8.57,-4849,18457,-13588
2013-04-04,33200.0,33200.0,174493.0,8.5,-28092,59592,-28000
2013-04-05,33050.0,32650.0,171413.0,8.36,-12308,42138,-32220
2013-04-08,32650.0,32400.0,158130.0,8.3,-3921,50601,-48120
2013-04-09,32300.0,32150.0,110272.0,8.23,-37998,50838,-12640
2013-04-10,32750.0,33000.0,217119.0,8.45,-22890,-20900,47670
2013-04-11,33100.0,32750.0,109326.0,8.39,9234,13136,-22870
2013-04-12,32850.0,32550.0,135848.0,8.34,-9791,-8229,20430
2013-04-15,32200.0,32100.0,201195.0,8.22,-997,23450,-12383
2013-04-16,31600.0,31650.0,317556.0,8.11,-23785,-17970,37775
2013-04-17,31350.0,30800.0,387258.0,7.89,4982,-50232,38870
2013-04-18,30700.0,30700.0,143281.0,7.86,-33715,16555,25760
2013-04-19,30500.0,31150.0,118770.0,7.98,-10440,-16910,28360
2013-04-22,30900.0,31050.0,105178.0,7.95,3691,8290,-13511
2013-04-23,30850.0,30950.0,95287.0,7.93,-23030,22230,5910
2013-04-24,31000.0,31750.0,187712.0,8.13,-12984,6234,5660
2013-04-25,31800.0,31850.0,134061.0,8.16,-11749,1054,9845
2013-04-26,31650.0,31500.0,94702.0,8.07,1967,7133,-9200
2013-04-29,31350.0,31300.0,102314.0,8.02,-17103,8427,8516
2013-04-30,31200.0,31200.0,196650.0,7.99,6397,-1665,-4732
2013-05-02,31050.0,31000.0,131478.0,7.94,-6807,-15862,22842
2013-05-03,31150.0,31200.0,71221.0,7.99,-1697,-26944,28941
2013-05-06,31300.0,31550.0,156238.0,8.08,-17764,-7350,20634
2013-05-07,31550.0,31600.0,101145.0,8.09,-1393,6623,-5230
2013-05-08,31700.0,31750.0,96638.0,8.13,-18139,-22661,40800
2013-05-09,31850.0,32300.0,239815.0,8.27,-25695,-68725,97180
2013-05-10,32200.0,31950.0,145476.0,8.18,-15903,-10467,27360
2013-05-13,31950.0,31950.0,58771.0,8.18,-4086,-15964,20240
2013-05-14,31950.0,32350.0,105098.0,8.28,-21240,-19795,40995
2013-05-15,32600.0,32300.0,99898.0,8.27,14307,-20867,6560
2013-05-16,32550.0,32550.0,97623.0,8.34,-8017,-17143,27260
2013-05-20,32550.0,32550.0,94042.0,8.34,-1091,-10169,11250
2013-05-21,32700.0,32500.0,115867.0,8.32,-8345,-26766,34661
2013-05-22,32550.0,32200.0,153942.0,8.25,37923,-31223,-8740
2013-05-23,31950.0,31800.0,126285.0,8.14,-4921,3081,5720
2013-05-24,31800.0,31750.0,95519.0,8.13,10127,-15047,4520
2013-05-27,31700.0,31750.0,105796.0,8.13,-23509,-4541,24760
2013-05-28,31750.0,31700.0,162734.0,8.12,20024,-23004,1980
2013-05-29,31700.0,31750.0,90581.0,8.13,-807,-15393,14970
2013-05-30,31600.0,31400.0,118830.0,8.04,-11620,-26450,36570
2013-05-31,31450.0,31700.0,141998.0,8.12,-6316,-7016,13332
2013-06-03,31600.0,31650.0,109570.0,8.11,-2264,-17728,19842
2013-06-04,31750.0,31500.0,111449.0,8.07,19304,-31944,12300
2013-06-05,31350.0,31150.0,91094.0,7.98,6383,11647,-18030
2013-06-07,31000.0,31150.0,92025.0,7.98,-9412,22465,-13483
2013-06-10,31200.0,31150.0,85951.0,7.98,-11032,16053,-9091
2013-06-11,30950.0,31150.0,95024.0,7.98,-20664,46051,-28387
2013-06-12,31100.0,30950.0,67440.0,7.93,-11785,20875,-9360
2013-06-13,31000.0,30500.0,235222.0,7.81,2504,86766,-90770
2013-06-14,30600.0,30600.0,89224.0,7.84,-11227,1604,6393
2013-06-17,30450.0,30750.0,60084.0,7.87,-24802,7321,17481
2013-06-18,30800.0,31050.0,90981.0,7.95,-13116,931,12185
2013-06-19,31050.0,30900.0,85270.0,7.91,-16211,7961,8270
2013-06-20,30900.0,30350.0,149461.0,7.77,-6814,51784,-45640
2013-06-21,29450.0,29800.0,236085.0,7.63,-33344,82316,-56002
2013-06-24,29550.0,29250.0,141510.0,7.49,-9083,40463,-35880
2013-06-25,29200.0,29050.0,216966.0,7.44,-47371,83415,-36174
2013-06-26,29200.0,29100.0,165905.0,7.45,8599,29164,-37153
2013-06-27,29200.0,29300.0,115186.0,7.5,15128,-9518,-5460
2013-06-28,29250.0,29400.0,173339.0,7.53,8251,-16799,8808
2013-07-01,29250.0,29550.0,167882.0,7.57,7831,-14561,6400
2013-07-02,29600.0,29750.0,84926.0,7.62,-4390,-12470,16680
2013-07-03,29750.0,29450.0,132624.0,7.54,2662,-2702,-210
2013-07-04,29500.0,29600.0,85323.0,7.58,4800,-20550,15560
2013-07-05,29700.0,29600.0,69896.0,7.58,-3190,-3390,5890
2013-07-08,29650.0,29500.0,76688.0,7.55,-13115,2985,8870
2013-07-09,29600.0,29650.0,109664.0,7.59,-17271,-3988,19649
2013-07-10,29700.0,29400.0,124162.0,7.53,18063,13434,-34407
2013-07-11,29550.0,30050.0,205553.0,7.7,-23056,-8852,31908
2013-07-12,30050.0,29700.0,145235.0,7.61,30799,14111,-45510
2013-07-15,29700.0,29800.0,75876.0,7.63,-19071,6048,13023
2013-07-16,29950.0,30150.0,211018.0,7.72,38300,-42880,4730
2013-07-17,30000.0,30550.0,245806.0,7.82,-22784,-65136,90340
2013-07-18,30550.0,30450.0,112485.0,7.8,-1919,-15121,21570
2013-07-19,30600.0,30650.0,193609.0,7.85,-15904,-8013,27817
2013-07-22,30650.0,30900.0,174943.0,7.91,-26061,-27789,56660
2013-07-23,31150.0,31000.0,163933.0,7.94,-18694,-44756,62400
2013-07-24,31050.0,30950.0,100056.0,7.93,-2770,-22200,24250
2013-07-25,30750.0,30800.0,130681.0,7.89,-11746,-11314,23030
2013-07-26,30900.0,30850.0,143320.0,7.9,32121,-67881,32570
2013-07-29,30900.0,30700.0,70477.0,7.86,-4599,-4801,9080
2013-07-30,30900.0,30900.0,125063.0,7.91,-11362,-37838,48660
2013-07-31,31250.0,30750.0,226760.0,7.87,61874,27121,-89095
2013-08-01,30700.0,31000.0,201148.0,7.94,-10464,5504,5360
2013-08-02,31300.0,31500.0,225999.0,8.07,24603,4697,-24780
2013-08-05,31500.0,31600.0,96667.0,8.09,-1118,26118,-10390
2013-08-06,31550.0,31600.0,99620.0,8.09,2696,22044,-24850
2013-08-07,31200.0,31400.0,110576.0,8.04,4680,16370,-21250
2013-08-08,31400.0,31400.0,86994.0,8.04,-14818,6857,8331
2013-08-09,31000.0,31200.0,153474.0,7.99,50710,-27460,-23250
2013-08-12,31000.0,31400.0,164315.0,8.04,-6597,-23973,30570
2013-08-13,31250.0,31350.0,82714.0,8.03,-18567,-9353,28270
2013-08-14,31350.0,31500.0,129374.0,8.07,815,-57285,56470
2013-08-16,31250.0,31850.0,234163.0,8.16,-19006,-37686,57012
2013-08-19,31800.0,32200.0,198500.0,8.25,13521,-43161,31150
2013-08-20,32100.0,32050.0,240047.0,8.21,-67768,43468,27370
2013-08-21,32150.0,31800.0,206540.0,8.14,-18106,37358,-19552
2013-08-22,31600.0,31450.0,191382.0,8.05,-9702,9230,-5408
2013-08-23,31250.0,31350.0,133568.0,8.03,16527,-34150,17623
2013-08-26,31200.0,31450.0,152938.0,8.05,-31220,3910,29790
2013-08-27,31300.0,31600.0,208709.0,8.09,-53364,-9696,60300
2013-08-28,31550.0,32000.0,270070.0,8.2,-23244,-38296,55860
2013-08-29,32000.0,32450.0,270540.0,8.31,-16740,31187,-8487
2013-08-30,32450.0,32600.0,193971.0,8.35,-13083,-25386,38469
2013-09-02,32650.0,32800.0,178530.0,8.4,-24410,-16470,40880
2013-09-03,33000.0,32850.0,108504.0,8.41,-31998,3178,26890
2013-09-04,32900.0,33250.0,303448.0,8.52,37128,-25798,-10790
2013-09-05,33000.0,33250.0,105263.0,8.52,-41585,11955,32330
2013-09-06,33300.0,33700.0,253806.0,8.63,-5355,-97855,101840
2013-09-09,33800.0,33750.0,156116.0,8.64,30610,-57020,24640
2013-09-10,33650.0,34150.0,269211.0,8.75,-42965,-103675,144000
2013-09-11,34100.0,34650.0,329853.0,8.87,-53190,-12470,52930
2013-09-12,34750.0,34850.0,270069.0,8.92,-106020,14990,91740
2013-09-13,34650.0,34900.0,202175.0,8.94,-45204,-1809,52593
2013-09-16,35000.0,35650.0,369637.0,9.13,-51561,-25802,80423
2013-09-17,35650.0,35600.0,167838.0,9.12,-22314,-7209,30423
2013-09-23,36000.0,36050.0,250585.0,9.23,-14822,-27188,47940
2013-09-24,36000.0,36100.0,180931.0,9.24,-1593,-53732,57715
2013-09-25,36150.0,36600.0,261958.0,9.37,-24779,-83641,121200
2013-09-26,36700.0,37150.0,389152.0,9.51,16292,-39412,27780
2013-09-27,37450.0,37200.0,183608.0,9.53,-13113,-14800,27983
2013-09-30,36850.0,37900.0,306708.0,9.71,-55619,-114531,170200
2013-10-01,37900.0,37400.0,290157.0,9.58,-44528,2411,42910
2013-10-02,37250.0,36500.0,314510.0,9.35,24686,1877,-3493
2013-10-04,35850.0,36400.0,140562.0,9.32,-32192,-39651,70333
2013-10-07,36050.0,36300.0,124137.0,9.3,-40536,-17854,58760
2013-10-08,36600.0,36350.0,103978.0,9.31,-14360,-13970,28350
2013-10-10,36200.0,37150.0,491301.0,9.51,-25346,-20276,55142
2013-10-11,37500.0,38700.0,436717.0,9.91,-39954,-32456,98160
2013-10-14,38700.0,39550.0,407947.0,10.13,-44133,-80077,126700
2013-10-15,39750.0,39200.0,244792.0,10.04,-2379,10209,-8240
2013-10-16,39350.0,40100.0,481045.0,10.27,-69489,-18641,86310
2013-10-17,40650.0,41150.0,469739.0,10.54,-94026,98346,-7510
2013-10-18,41500.0,41150.0,201776.0,10.54,-30783,4076,25327
2013-10-21,40900.0,41000.0,186120.0,10.5,-57181,26421,41630
2013-10-22,41100.0,41350.0,254841.0,10.59,-49015,-2957,69082
2013-10-23,41350.0,41200.0,205379.0,10.55,-95822,17712,85170
2013-10-24,40900.0,41600.0,184290.0,10.65,-25503,-11707,40420
2013-10-25,42050.0,41100.0,142366.0,10.53,-23769,5779,18650
2013-10-28,41250.0,40350.0,264387.0,10.33,-16874,-83896,100870
2013-10-29,40400.0,40800.0,167047.0,10.45,-45439,-27240,71509
2013-10-30,41200.0,41850.0,270931.0,10.72,-10126,-43994,49540
2013-10-31,41300.0,40150.0,338171.0,10.28,-21637,61668,-40741
2013-11-01,40200.0,40550.0,148865.0,10.38,-36478,-35062,79310
2013-11-04,40550.0,40100.0,173474.0,10.27,-548,-27832,31290
2013-11-05,40000.0,39550.0,193334.0,10.13,-75204,582,74422
2013-11-06,39100.0,39750.0,148651.0,10.18,-24970,-6103,30613
2013-11-07,39350.0,39550.0,128047.0,10.13,-28468,-20472,49040
2013-11-08,39500.0,39800.0,242152.0,10.19,-44951,-7894,52345
2013-11-11,39850.0,39250.0,133819.0,10.05,-12688,-1759,14437
2013-11-12,39600.0,40050.0,201486.0,10.26,-16048,-60432,70630
2013-11-13,40300.0,39750.0,256943.0,10.18,-57294,-39516,100090
2013-11-14,39750.0,39000.0,276421.0,9.99,11962,-96436,82334
2013-11-15,39050.0,39400.0,148400.0,10.09,15880,-48970,36480
2013-11-18,39650.0,39800.0,174811.0,10.19,-8773,-3548,18281
2013-11-19,40150.0,40250.0,308105.0,10.31,-8174,-29396,50600
2013-11-20,40300.0,39900.0,143808.0,10.22,5505,-32025,25990
2013-11-21,39750.0,39150.0,180739.0,10.03,3070,-42070,40730
2013-11-22,39300.0,39800.0,178047.0,10.19,-10156,-66544,84090
2013-11-25,40150.0,39900.0,159344.0,10.22,6400,-15780,11350
2013-11-26,39500.0,39650.0,128379.0,10.15,6523,-28471,22808
2013-11-27,39400.0,40000.0,138341.0,10.24,-23751,-5399,25450
2013-11-28,40250.0,39800.0,124347.0,10.19,5792,-27298,20066
2013-11-29,39500.0,39650.0,108654.0,10.15,4530,-21215,16335
2013-12-02,39400.0,38050.0,304251.0,9.74,48950,-114650,72640
2013-12-03,37800.0,37150.0,363599.0,9.51,-234,-90246,87380
2013-12-04,37150.0,37550.0,216265.0,9.62,-10237,-66594,76081
2013-12-05,37200.0,36600.0,210163.0,9.37,68428,-69038,-2550
2013-12-06,36550.0,36600.0,167651.0,9.37,1204,-51474,50270
2013-12-09,36900.0,36600.0,166030.0,9.37,50550,-58650,6280
2013-12-10,36850.0,37000.0,142672.0,9.48,-11765,-65205,77720
2013-12-11,36800.0,37450.0,213093.0,9.59,-15382,6785,9537
2013-12-12,37100.0,36750.0,163215.0,9.41,37244,35841,-73885
2013-12-13,36750.0,37800.0,185829.0,9.68,-43360,-19420,60780
2013-12-16,37800.0,36650.0,160290.0,9.39,55771,15289,-71060
2013-12-17,36800.0,37200.0,159303.0,9.53,-26138,-45302,70740
2013-12-18,37300.0,37500.0,141527.0,9.6,-12990,12941,810
2013-12-19,38000.0,37500.0,147631.0,9.6,-26635,-9025,35150
2013-12-20,37400.0,37750.0,198868.0,9.67,32755,-7326,-25429
2013-12-23,37850.0,38800.0,220651.0,9.94,-69575,23235,40860
2013-12-24,38800.0,39450.0,207463.0,10.1,-18227,63117,-39450
2013-12-26,39750.0,39200.0,155878.0,10.04,-10049,2809,12240
2013-12-27,39150.0,39500.0,101195.0,10.12,-13192,39732,-26560
2013-12-30,39550.0,39200.0,91734.0,10.04,15100,1270,-16350
2014-01-02,39350.0,38400.0,119303.0,21.68,-5449,-17411,21760
2014-01-03,38450.0,38100.0,97855.0,21.51,20168,-15408,-10030
2014-01-06,37900.0,37650.0,141983.0,21.25,4141,-6851,170
2014-01-07,37550.0,37600.0,175942.0,21.22,32550,-72560,27520
2014-01-08,37350.0,37650.0,196570.0,21.25,268,29222,-26570
2014-01-09,37550.0,38150.0,269478.0,21.54,-7351,-9869,16000
2014-01-10,38050.0,37450.0,137786.0,21.14,23324,15929,-46393
2014-01-13,37450.0,37500.0,57630.0,21.17,-3122,11252,-8430
2014-01-14,37050.0,37150.0,98205.0,20.97,-2484,-5536,2780
2014-01-15,37150.0,37550.0,128266.0,21.2,-22455,8069,-6114
2014-01-16,37550.0,37700.0,74494.0,21.28,-809,4649,-4220
2014-01-17,37550.0,37550.0,97859.0,21.2,22302,-7282,-15560
2014-01-20,36650.0,37100.0,91706.0,20.94,3739,3651,-11010
2014-01-21,37100.0,36950.0,56736.0,20.86,728,5392,-11290
2014-01-22,37050.0,36450.0,169083.0,20.58,27560,30790,-58010
2014-01-23,36500.0,36450.0,97440.0,20.58,-9674,30854,-22510
2014-01-24,36500.0,36900.0,117499.0,20.83,-28566,63945,-35379
2014-01-27,36500.0,36300.0,95590.0,20.49,-11558,28888,-18500
2014-01-28,35850.0,36000.0,103758.0,20.32,178,27377,-29565
2014-01-29,36100.0,36100.0,185322.0,20.38,-2545,15695,-13150
2014-02-03,35650.0,35300.0,160160.0,19.93,16405,-29585,9700
2014-02-04,34900.0,33900.0,248298.0,19.14,42265,20126,-76351
2014-02-05,34150.0,34300.0,142035.0,19.36,-5497,-6753,8320
2014-02-06,34100.0,35050.0,190713.0,19.78,8682,-5163,-5339
2014-02-07,35100.0,35600.0,159636.0,20.1,5135,27146,-31981
2014-02-10,35700.0,35250.0,84802.0,19.9,19827,4118,-23635
2014-02-11,35100.0,35200.0,154016.0,19.87,7424,-16574,8400
2014-02-12,36500.0,35900.0,209269.0,20.26,51535,13246,-59871
2014-02-13,35900.0,35500.0,137185.0,20.04,53159,-28639,-25960
2014-02-14,35550.0,35100.0,153115.0,19.81,26489,-32139,4720
2014-02-17,35200.0,35250.0,144151.0,19.9,4634,3146,-13890
2014-02-18,35350.0,35450.0,81023.0,20.01,13086,194,-13310
2014-02-19,35250.0,34800.0,184731.0,19.64,58568,-24108,-43410
2014-02-20,34450.0,33900.0,211815.0,19.14,59343,-8223,-59560
2014-02-21,34150.0,34950.0,149043.0,19.73,-11093,7053,3470
2014-02-24,34900.0,34950.0,67878.0,19.73,4420,450,-3570
2014-02-25,34850.0,35350.0,137481.0,19.95,22551,-4541,-16790
2014-02-26,35200.0,35750.0,177844.0,20.18,-18047,10007,-1490
2014-02-27,35450.0,35750.0,272055.0,20.18,38391,84779,-125940
2014-02-28,35700.0,36000.0,281333.0,20.32,-40873,78237,-36034
2014-03-03,35850.0,35800.0,180981.0,20.21,50849,43821,-95950
2014-03-04,35400.0,35150.0,264715.0,19.84,60909,116709,-178618
2014-03-05,35300.0,35200.0,217184.0,19.87,21201,20209,-43580
2014-03-06,35050.0,34600.0,262509.0,19.53,54317,-41217,-19270
2014-03-07,34850.0,34950.0,117501.0,19.73,-13880,16720,-3160
2014-03-10,35050.0,34450.0,138707.0,19.45,35239,-3515,-31824
2014-03-11,34500.0,34600.0,129795.0,19.53,29356,5349,-39325
2014-03-12,34500.0,33850.0,172309.0,19.11,16318,7244,-30332
2014-03-13,34150.0,33000.0,332032.0,18.63,16525,11768,-31353
2014-03-14,32650.0,32700.0,155145.0,18.46,-5728,918,8540
2014-03-17,32750.0,32700.0,107607.0,18.46,27229,-8559,-13970
2014-03-18,33000.0,32700.0,139586.0,18.46,59544,-7274,-51610
2014-03-19,32900.0,32200.0,162628.0,18.18,31510,-12190,-20910
2014-03-20,32100.0,30700.0,381890.0,17.33,33510,-36410,8880
2014-03-21,30800.0,30250.0,435773.0,17.08,127527,-79315,-49182
2014-03-24,30500.0,30600.0,241433.0,17.27,18024,-28859,11845
2014-03-25,30600.0,31500.0,369247.0,17.78,-86672,40552,42510
2014-03-26,31900.0,32500.0,377752.0,18.35,-83731,75251,8210
2014-03-27,32450.0,31400.0,354676.0,17.72,114278,-7228,-104210
2014-03-28,31450.0,31700.0,202849.0,17.89,-34556,-20704,63440
2014-03-31,31600.0,32100.0,160064.0,18.12,-5036,-25914,27600
2014-04-01,32150.0,32250.0,215388.0,18.2,9916,-10877,-2299
2014-04-02,32350.0,31650.0,310640.0,17.87,99145,-22125,-78830
2014-04-03,31750.0,31400.0,230505.0,17.72,30908,-60698,28470
2014-04-04,31450.0,30750.0,407905.0,17.36,145143,-50803,-92660
2014-04-07,30550.0,31500.0,287461.0,17.78,-42643,-17687,30480
2014-04-08,31500.0,31500.0,191780.0,17.78,52253,-10493,-40510
2014-04-09,31700.0,32150.0,291905.0,18.15,-15783,32213,-15120
2014-04-10,32400.0,32100.0,229766.0,18.12,27228,3192,-23380
2014-04-11,31850.0,32350.0,142458.0,18.26,6030,-36664,29114
2014-04-14,32250.0,31600.0,218468.0,17.84,100437,-53097,-52370
2014-04-15,31800.0,31350.0,195371.0,17.7,27166,-35796,5510
2014-04-16,31400.0,31300.0,139066.0,17.67,23749,-47459,18060
2014-04-17,31500.0,31050.0,149855.0,17.53,31474,-40344,3830
2014-04-18,31100.0,31650.0,107937.0,17.87,-9425,-5425,14840
2014-04-21,31800.0,31500.0,61198.0,17.78,18208,-14323,-4285
2014-04-22,31550.0,31250.0,142698.0,17.64,35316,-53404,10738
2014-04-23,31300.0,31000.0,179286.0,17.5,73331,-76531,3100
2014-04-24,30900.0,30600.0,262879.0,17.27,148155,-141035,-1990
2014-04-25,30650.0,30400.0,195776.0,17.16,45568,-62508,25530
2014-04-28,30350.0,30200.0,92703.0,17.05,38832,-15862,-22970
2014-04-29,30400.0,30450.0,61526.0,17.19,16252,-12482,-3760
2014-04-30,30500.0,30050.0,289315.0,16.96,178990,-63310,-115630
2014-05-02,30050.0,29300.0,274707.0,16.54,78042,-74152,-5390
2014-05-07,29350.0,28450.0,351946.0,16.06,132942,-35022,-95690
2014-05-08,28450.0,28500.0,261809.0,16.09,94669,-113209,18340
2014-05-09,28900.0,28400.0,253902.0,16.03,102763,-131063,27870
2014-05-12,28550.0,28100.0,280444.0,15.86,63582,-79552,12220
2014-05-13,28250.0,28650.0,246947.0,16.17,27003,-31593,4590
2014-05-14,28800.0,29400.0,287110.0,16.6,-67206,17886,48320
2014-05-15,30050.0,30250.0,548863.0,17.08,-46857,69917,-11110
2014-05-16,29850.0,29500.0,339170.0,16.65,100188,-29833,-70445
2014-05-19,29350.0,29600.0,224860.0,16.71,4347,19383,-24930
2014-05-20,29400.0,28700.0,420894.0,16.2,125270,-65990,-58140
2014-05-21,28700.0,28700.0,258371.0,16.2,64736,-65416,-250
2014-05-22,28750.0,28500.0,352188.0,16.09,113068,-98912,-12986
2014-05-23,28650.0,28450.0,253201.0,16.06,85906,-40966,-48610
2014-05-26,28500.0,29000.0,144191.0,16.37,-11913,33903,-23340
2014-05-27,29100.0,28550.0,205338.0,16.12,106625,-50775,-55850
2014-05-28,28150.0,28400.0,632712.0,16.03,20066,4619,-29455
2014-05-29,28250.0,27500.0,336963.0,15.52,24320,-17995,-11545
2014-05-30,27600.0,27100.0,321426.0,15.3,34002,-47962,8470
2014-06-02,26850.0,26950.0,148931.0,15.21,13702,-63626,45596
2014-06-03,27000.0,27450.0,244288.0,15.5,8570,-80190,69733
2014-06-05,27400.0,27050.0,250546.0,15.27,39137,-50239,11002
2014-06-09,27050.0,27000.0,196993.0,15.24,58748,-22895,-37071
2014-06-10,27150.0,27850.0,224513.0,15.72,-29306,7174,21982
2014-06-11,27750.0,28150.0,263595.0,15.89,-38830,356,39624
2014-06-12,28000.0,27750.0,251743.0,15.66,31978,-33549,5747
2014-06-13,27450.0,26500.0,574458.0,14.96,222829,-177683,-47095
2014-06-16,26400.0,26000.0,288994.0,14.68,58565,-11392,-49318
2014-06-17,26000.0,26400.0,286851.0,14.9,-36308,-66294,102602
2014-06-18,26450.0,26150.0,132967.0,14.76,19768,-12580,-9410
2014-06-19,26250.0,26100.0,206625.0,14.73,33835,-5088,-29737
2014-06-20,26000.0,25400.0,347392.0,14.34,86865,-36581,-51428
2014-06-23,25400.0,24550.0,493752.0,13.86,66190,-48921,2052
2014-06-24,24650.0,24800.0,394682.0,14.0,41698,-63795,38340
2014-06-25,24700.0,24750.0,210801.0,13.97,40318,-11810,-17313
2014-06-26,25150.0,25150.0,365957.0,14.2,64036,9270,-61557
2014-06-27,24950.0,25650.0,236098.0,14.48,-47881,81583,-25057
2014-06-30,25700.0,25850.0,208966.0,14.59,51972,-11601,-40312
2014-07-01,25850.0,25850.0,136424.0,14.59,10861,5489,-16350
2014-07-02,26100.0,26450.0,403010.0,14.93,-61550,96156,-33096
2014-07-03,26450.0,26500.0,130108.0,14.96,21036,-1159,-20841
2014-07-04,26500.0,25800.0,176628.0,14.56,47024,-2316,-46146
2014-07-07,25850.0,25900.0,182576.0,14.62,-7329,63326,-55297
2014-07-08,25900.0,26100.0,178187.0,14.73,14132,22045,-36747
2014-07-09,26000.0,25400.0,355365.0,14.34,148770,-75685,-46457
2014-07-10,25300.0,24950.0,294365.0,14.08,64594,36558,-74772
2014-07-11,24850.0,25400.0,303504.0,14.34,-7561,-38091,42052
2014-07-14,25450.0,25200.0,114155.0,14.22,35152,-22788,-12914
2014-07-15,25200.0,25150.0,145416.0,14.2,33910,-34512,-403
2014-07-16,25250.0,25350.0,225190.0,14.31,42651,-14802,-28289
2014-07-17,25400.0,26600.0,554756.0,15.02,-12754,95599,-96984
2014-07-18,26400.0,26500.0,361271.0,14.96,55995,24542,-86167
2014-07-21,26600.0,27300.0,382009.0,15.41,-18225,38284,-20886
2014-07-22,27300.0,27400.0,214042.0,15.47,41239,-25069,-18760
2014-07-23,27400.0,27800.0,345278.0,15.69,-49497,36844,10271
2014-07-24,28050.0,28350.0,421882.0,16.0,-178201,182802,-18816
2014-07-25,28550.0,28250.0,297100.0,15.95,4939,25117,-34295
2014-07-28,28250.0,29250.0,457307.0,16.51,-168481,175519,-10551
2014-07-29,29250.0,29250.0,340019.0,16.51,-70246,77084,-3758
2014-07-30,29200.0,29600.0,305279.0,16.71,-121939,91333,31904
2014-07-31,29800.0,29400.0,291926.0,16.6,-10330,-7341,31248
2014-08-01,29350.0,29150.0,220514.0,16.45,-53232,11532,40200
2014-08-04,29200.0,29050.0,191499.0,16.4,33111,-48399,15567
2014-08-05,29250.0,28000.0,429881.0,15.81,112732,-112735,-903
2014-08-06,28000.0,29200.0,372646.0,16.48,-55748,35411,20956
2014-08-07,29000.0,27000.0,954510.0,15.24,247752,-233502,-11309
2014-08-08,27000.0,25750.0,723256.0,14.54,103338,-163648,64471
2014-08-11,26000.0,26400.0,400471.0,14.9,-55177,10520,43422
2014-08-12,26550.0,26650.0,206675.0,15.04,41118,-27692,-14026
2014-08-13,26800.0,27050.0,187886.0,15.27,-32031,-34874,67130
2014-08-14,26300.0,29350.0,1130289.0,16.57,-515949,472466,47529
2014-08-18,29350.0,29350.0,617295.0,16.57,43283,95296,-136524
2014-08-19,29250.0,29600.0,326577.0,16.71,-69476,133526,-40455
2014-08-20,29900.0,29350.0,323257.0,16.57,-50806,88189,-51195
2014-08-21,29400.0,29600.0,450734.0,16.71,48566,82993,-132264
2014-08-22,29600.0,30650.0,534654.0,17.3,-78862,120025,-46407
2014-08-25,30250.0,30800.0,341114.0,17.39,-12092,85463,-72676
2014-08-26,30700.0,30150.0,510610.0,17.02,73337,70365,-139576
2014-08-27,30350.0,30650.0,426359.0,17.3,-127624,175738,-48351
