Symbol,삼성엔지니어링_시가(원),삼성엔지니어링_종가(원),삼성엔지니어링_거래량(주),삼성엔지니어링_PER(IFRS-연결),삼성엔지니어링_순매수수량(개인)(주),삼성엔지니어링_순매수수량(기관계)(주),삼성엔지니어링_순매수수량(외국인계)(주)
2000-01-04,6920,7990,508940,12.07,-7900,5900,2000
2000-01-05,7990,8250,1938140,12.46,5490,-490,-2000
2000-01-06,8490,7480,862810,11.3,37240,-37240,0
2000-01-07,7510,8060,1315290,12.17,-12020,9960,2060
2000-01-10,8320,7800,1405480,11.78,125180,-123120,-2060
2000-01-11,7610,7640,1043980,11.54,120150,-120150,0
2000-01-12,7520,7400,683270,11.17,20,-20,0
2000-01-13,7220,7350,464010,11.1,200,-200,0
2000-01-14,7370,7300,657350,11.02,-110050,-50,100
2000-01-17,7450,7250,563490,10.95,-24940,4980,16160
2000-01-18,7250,7100,667100,10.72,8080,-10080,2000
2000-01-19,7000,6650,685520,10.04,24460,-20050,0
2000-01-20,6610,6400,522890,9.66,58230,-60030,300
2000-01-21,6210,6450,540480,9.74,-10850,16150,-5300
2000-01-24,6400,6500,580370,9.82,4040,-4040,0
2000-01-25,6380,6350,450650,9.59,10220,-10220,0
2000-01-26,6500,6500,595570,9.82,-1380,-220,600
2000-01-27,6650,7200,1301220,10.87,-42180,37780,-600
2000-01-28,7100,7010,631130,10.59,-98890,99890,0
2000-01-31,6890,6930,651790,10.46,39810,-35050,-4760
2000-02-01,7200,7020,592970,10.6,5060,-5060,0
2000-02-02,7000,7400,969560,11.17,-124210,126210,-2000
2000-02-03,7610,7240,779110,10.93,-16990,14960,1630
2000-02-07,7240,7130,667350,10.77,94350,-95950,1600
2000-02-08,7010,6990,935150,10.55,58460,-61660,3200
2000-02-09,7010,6700,721530,10.12,79190,-79190,0
2000-02-10,6590,6410,523080,9.68,1930,-460,1450
2000-02-11,6450,6550,790190,9.89,1280,-1280,0
2000-02-14,6500,6280,595380,9.48,-137910,139990,0
2000-02-15,6190,6300,750040,9.51,73960,-75460,1500
2000-02-16,6580,6300,472120,9.51,-19000,20000,-1000
2000-02-17,6100,6290,514460,9.5,-14860,12860,0
2000-02-18,6300,6520,1467950,9.84,-5060,-1440,6500
2000-02-21,6270,5900,668760,8.91,-32920,29920,3000
2000-02-22,5900,5630,616060,8.5,4550,-50,-2500
2000-02-23,5710,6270,1434590,9.47,105390,-97890,-7500
2000-02-24,5900,5770,971010,8.71,12410,-13910,1500
2000-02-25,5700,5900,643360,8.91,1340,-40,-1300
2000-02-28,5600,5670,612920,8.56,-4980,-20,0
2000-02-29,5950,5690,522370,8.59,-160,-1290,1450
2000-03-02,5690,5790,680110,8.74,1800,-400,-1400
2000-03-03,5810,5570,687490,8.41,97360,-101010,3650
2000-03-06,5610,6200,1523270,9.36,-41440,64280,-13310
2000-03-07,6090,6250,1316410,9.44,-81450,66310,9000
2000-03-08,6180,6500,2642500,9.82,95990,-90050,0
2000-03-09,6600,6550,1153800,9.89,17040,-9040,-8000
2000-03-10,6690,6230,861720,9.41,2380,-3530,1000
2000-03-13,6490,6310,1075070,9.53,2110,-60,-2000
2000-03-14,6200,6200,949870,9.36,106580,-106580,0
2000-03-15,6150,5890,621430,8.89,-10580,-20,600
2000-03-16,6010,5720,589310,8.64,10080,-80,0
2000-03-17,5820,5940,753040,8.97,-59040,59640,-600
2000-03-20,6110,5980,715810,9.03,2570,-70,-2550
2000-03-21,6050,5790,384810,8.74,100,-50,0
2000-03-22,5900,5980,654430,9.03,-4350,-10,1200
2000-03-23,5950,5880,463380,8.88,20080,-80,-20000
2000-03-24,5900,5800,552580,8.76,81330,-130,-81200
2000-03-27,5860,5850,486000,8.83,39050,-50,-45000
2000-03-28,5800,5780,412990,8.73,47480,-220,-48120
2000-03-29,5810,5650,417460,8.53,750,-590,0
2000-03-30,5650,5500,439090,8.31,-1010,1000,0
2000-03-31,5500,5350,383500,8.08,1020,-1020,0
2000-04-03,5510,5190,524120,7.84,20040,-20040,0
2000-04-04,5210,5060,546490,7.64,-19980,19980,0
2000-04-06,5060,4870,389460,7.35,-220,-30,0
2000-04-07,4910,4930,519720,7.44,410,-10,-200
2000-04-10,4960,5290,1193580,7.99,5020,-5020,0
2000-04-11,5200,4930,476180,7.44,26260,-20,0
2000-04-12,4950,4950,380000,7.48,20,-10,0
2000-04-14,4750,4880,314600,7.37,-260,-40,300
2000-04-17,4500,4205,524080,6.35,-2010,10,0
2000-04-18,4420,4350,354950,6.57,180,-180,0
2000-04-19,4420,4350,327370,6.57,-2980,-10,0
2000-04-20,4370,4370,323230,6.6,17190,-17190,0
2000-04-21,4450,4430,359240,6.69,30,-30,0
2000-04-24,4450,4295,252600,6.48,10,-10,0
2000-04-25,4240,4325,583760,6.53,10,-10,0
2000-04-26,4480,4050,399900,6.12,1020,-20,-1000
2000-04-27,4000,3900,320030,5.89,200,-200,0
2000-04-28,3860,4020,290860,6.07,3600,0,-3600
2000-05-02,4020,4000,263580,6.04,17370,0,-17320
2000-05-03,3980,4005,203770,6.05,0,0,0
2000-05-04,3985,4000,267280,6.04,520,-20,-500
2000-05-08,4100,4150,594390,6.27,-160,-40,0
2000-05-09,4190,4200,684820,6.34,200,0,0
2000-05-10,4200,4080,241550,6.16,10010,-10,0
2000-05-12,4020,3945,293940,5.96,10,-10,0
2000-05-15,3850,3655,273610,5.52,-690,-10,700
2000-05-16,3660,3700,342600,5.59,70000,-70000,0
2000-05-17,3610,3330,333900,5.03,80040,-80040,0
2000-05-18,3115,3045,407230,4.6,50000,-50000,0
2000-05-19,3005,3110,431150,4.7,50440,-50010,-430
2000-05-22,3105,2800,352170,4.23,60020,-60020,0
2000-05-23,2670,2865,283140,4.33,10,-10,0
2000-05-24,2845,3150,684650,4.76,120230,-120080,-150
2000-05-25,3200,3550,761930,5.36,-29990,-10,0
2000-05-26,3400,3070,613060,4.64,20,-20,0
2000-05-29,2930,3250,741740,4.91,30150,-150,0
2000-05-30,3390,3430,484050,5.18,20,-20,0
2000-05-31,3480,3570,1062170,5.39,-9950,-50,0
2000-06-01,3410,3360,499180,5.07,10,-10,0
2000-06-02,3460,3440,697170,5.19,30,-30,0
2000-06-05,3600,3955,586290,5.97,-4860,3060,1800
2000-06-07,4485,4545,1879660,6.86,13270,1930,-2200
2000-06-08,4845,4300,2146010,6.49,2030,-30,0
2000-06-09,4200,4230,1231580,6.39,5190,-5190,0
2000-06-12,4410,4350,1112510,6.57,36180,-36280,100
2000-06-13,4300,3960,971410,5.98,-50980,36230,14750
2000-06-14,4025,4000,1191940,6.04,180,-40,-150
2000-06-15,4050,3525,603230,5.32,3010,-10,0
2000-06-16,3540,3490,471800,5.27,280,-30,-260
2000-06-19,3315,3485,433660,5.26,-380,-20,400
2000-06-20,3415,3600,556660,5.44,0,0,0
2000-06-21,3650,3550,749830,5.36,-50,-10,0
2000-06-22,3625,3635,536760,5.49,6520,-5010,490
2000-06-23,3690,3580,587330,5.41,79380,-80140,760
2000-06-26,3600,3570,411920,5.39,60830,-60010,-760
2000-06-27,3610,3690,951680,5.57,39890,-30050,-9840
2000-06-28,3690,3730,1028350,5.63,70,-70,0
2000-06-29,3800,3645,493630,5.5,970,-20,-700
2000-06-30,3650,3670,401190,5.54,50,-50,0
2000-07-03,3680,4000,1173110,6.04,-13000,12990,10
2000-07-04,4055,3945,1204120,5.96,-44330,44960,370
2000-07-05,3920,4020,729200,6.07,3470,-3070,-400
2000-07-06,4250,4620,3121880,6.98,33850,-35030,6180
2000-07-07,4850,4700,4959870,7.1,-203610,176840,13770
2000-07-10,4900,4800,1447790,7.25,13070,-10070,-3000
2000-07-11,4710,4720,2802130,7.13,-40340,43380,-8240
2000-07-12,4760,4430,1137330,6.69,1010,-2010,1000
2000-07-13,4520,4400,1127790,6.64,-5430,3820,-500
2000-07-14,4300,4240,838940,6.4,12890,-12390,-500
2000-07-18,4150,3995,759390,6.03,119450,-124420,0
2000-07-19,4000,3970,708160,6,-2830,0,1530
2000-07-20,3965,3880,459680,5.86,-2930,3000,-70
2000-07-21,3980,3900,488730,5.89,-110,-10,0
2000-07-24,3920,3515,504240,5.31,3490,-40,1000
2000-07-25,3500,3580,466020,5.41,110,-10,0
2000-07-26,3580,3605,394580,5.44,40,-40,0
2000-07-27,3570,3550,360370,5.36,800,0,-700
2000-07-28,3515,3355,455200,5.07,37760,-37760,0
2000-07-31,3155,3420,279030,5.16,-3770,4040,-250
2000-08-01,3450,3600,509840,5.44,-4990,4990,0
2000-08-02,3610,3600,525870,5.44,-970,970,0
2000-08-03,3600,3550,464380,5.36,-5380,5930,0
2000-08-04,3650,3555,457900,5.37,15000,-15000,0
2000-08-07,3480,3370,263350,5.09,-150,0,0
2000-08-08,3300,3290,335330,4.97,-140,0,10
2000-08-09,3330,3420,349040,5.16,280,0,0
2000-08-10,3390,3440,292890,5.19,20,-20,0
2000-08-11,3440,3490,324510,5.27,-18010,8010,0
2000-08-14,3670,3645,406180,5.5,-9010,0,0
2000-08-16,3645,3610,287390,5.45,-15770,-30,0
2000-08-17,3560,3520,258690,5.31,520,-510,-10
2000-08-18,3530,3510,298330,5.3,-8970,-30,0
2000-08-21,3525,3425,181500,5.17,20,-10,0
2000-08-22,3430,3480,124650,5.25,10,-10,0
2000-08-23,3500,3445,238730,5.2,3010,-10,0
2000-08-24,3460,3390,228900,5.12,-470,-10,0
2000-08-25,3350,3420,222210,5.16,0,0,0
2000-08-28,3460,3450,206550,5.21,-1990,-10,0
2000-08-29,3455,3680,1445250,5.56,-2050,-5020,0
2000-08-30,3675,3535,403190,5.34,-15890,-10,9000
2000-08-31,3550,3385,318700,5.11,30,-30,0
2000-09-01,3400,3400,229340,5.13,-2600,0,2600
2000-09-04,3405,3410,150400,5.15,10,-10,0
2000-09-05,3350,3420,214070,5.16,10,-10,0
2000-09-06,3420,3400,225710,5.13,0,0,0
2000-09-07,3445,3315,262040,5,-1980,1980,0
2000-09-08,3360,3330,256940,5.03,10920,-20,-9000
2000-09-14,3345,3350,191900,5.06,10000,0,0
2000-09-15,3305,3300,339630,4.98,20,-20,0
2000-09-18,3160,2940,447070,4.44,-3000,3000,0
2000-09-19,2920,2920,325120,4.41,140,-140,0
2000-09-20,2950,3020,277770,4.56,120,-120,0
2000-09-21,3035,2890,228560,4.36,0,0,0
2000-09-22,2900,2745,272340,4.14,19910,-20040,0
2000-09-25,2745,2915,260050,4.4,10,-10,0
2000-09-26,2935,2870,262610,4.33,-990,990,0
2000-09-27,2850,2920,261130,4.41,-4100,4100,0
2000-09-28,2950,2870,259150,4.33,12160,4990,0
2000-09-29,2930,2900,307870,4.38,24120,-24120,0
2000-10-02,2900,2860,258940,4.32,3110,-110,0
2000-10-04,2870,3000,423160,4.53,-2050,0,2050
2000-10-05,2980,2970,392210,4.48,2900,-4900,0
2000-10-06,3000,3155,831540,4.76,1010,-10,0
2000-10-09,3175,3000,573660,4.53,10,-10,0
2000-10-10,3020,2970,305200,4.48,20,980,0
2000-10-11,3040,2960,931110,4.47,50,-50,0
2000-10-12,2950,2910,356020,4.39,-4090,-510,4600
2000-10-13,2750,2730,499950,4.12,1510,-10,-2000
2000-10-16,2920,2810,384230,4.24,210,-10,0
2000-10-17,2800,2650,331240,4,20,-20,0
2000-10-18,2685,2665,377350,4.02,310,-30,0
2000-10-19,2650,2670,292950,4.03,40,-40,0
2000-10-20,2715,2730,383910,4.12,390,-390,0
2000-10-23,2750,2630,217790,3.97,20,-20,0
2000-10-24,2605,2650,227020,4,10010,-10010,0
2000-10-25,2655,2635,125010,3.98,10,-10,0
2000-10-26,2560,2580,187700,3.9,40,-40,0
2000-10-27,2550,2580,167300,3.9,20,-20,0
2000-10-30,2580,2480,276860,3.74,0,0,0
2000-10-31,2430,2440,386550,3.68,0,0,0
2000-11-01,2490,2620,628790,3.96,1360,-10,-1350
2000-11-02,2570,2700,837490,4.08,0,0,0
2000-11-03,2720,2710,415320,4.09,20,-20,0
2000-11-06,2700,2800,635410,4.23,30,-30,0
2000-11-07,2800,2700,345070,4.08,290,-290,0
2000-11-08,2730,2655,266680,4.01,20,-20,0
2000-11-09,2670,2650,269440,4,20,-20,0
2000-11-10,2620,2645,147360,3.99,0,0,0
2000-11-13,2610,2545,205520,3.84,10,-10,0
2000-11-14,2555,2605,121780,3.93,20,-20,0
2000-11-15,2635,2605,302510,3.93,0,0,0
2000-11-16,2620,2620,155440,3.96,10,-20,10
2000-11-17,2630,2650,131990,4,10,-10,0
2000-11-20,2600,2600,168100,3.93,-890,-10,0
2000-11-21,2560,2515,261290,3.8,0,0,0
2000-11-22,2515,2505,262190,3.78,680,-680,0
2000-11-23,2510,2500,195230,3.77,920,-20,0
2000-11-24,2545,2530,154560,3.82,10,-10,0
2000-11-27,2545,2640,298900,3.99,-9990,-10,0
2000-11-28,2640,2625,803960,3.96,-600,0,0
2000-11-29,2610,2580,325450,3.9,0,0,0
2000-11-30,2605,2530,346470,3.82,20010,-10,0
2000-12-01,2495,2500,222880,3.77,2610,-10,0
2000-12-04,2500,2470,196120,3.73,25000,0,0
2000-12-05,2455,2485,158800,3.75,0,0,0
2000-12-06,2530,2490,287600,3.76,30,-30,0
2000-12-07,2470,2465,147990,3.72,20,-20,0
2000-12-08,2470,2520,301860,3.81,0,0,0
2000-12-11,2530,2590,462260,3.91,30,-30,0
2000-12-12,2600,2520,347360,3.81,70,-70,0
2000-12-13,2530,2550,314040,3.85,40,0,0
2000-12-14,2555,2590,410850,3.91,40,-40,0
2000-12-15,2590,2540,189260,3.83,10,-10,0
2000-12-18,2505,2540,442080,3.83,-190,-10,200
2000-12-19,2530,2480,415620,3.74,8210,-10,-200
2000-12-20,2500,2395,331600,3.62,40,-10,-30
2000-12-21,2300,2300,282060,3.47,10,-10,0
2000-12-22,2280,2215,303240,3.35,-60,-40,100
2000-12-26,2260,2300,280750,3.47,2220,-60,0
2001-01-02,2280,2470,570820,3.95,-990,-10,0
2001-01-03,2450,2420,366730,3.87,-1980,-20,0
2001-01-04,2580,2700,816420,4.32,-14620,9620,5000
2001-01-05,2710,3100,2567450,4.96,-50980,49980,0
2001-01-08,2980,2985,1167540,4.78,-40000,50000,-4800
2001-01-09,2980,3045,836920,4.87,-12840,9940,2900
2001-01-10,3070,2600,1133850,4.16,3080,-80,1000
2001-01-11,2700,2900,665640,4.64,23010,-20010,-3000
2001-01-12,2850,2870,1265340,4.59,172070,-161170,1100
2001-01-15,2900,2900,927750,4.64,6300,-20,0
2001-01-16,2930,2850,560380,4.56,1030,-30,-1000
2001-01-17,2900,2810,484730,4.5,170,-170,0
2001-01-18,2850,2850,488960,4.56,-28700,0,8700
2001-01-19,2865,3000,973970,4.8,-113970,-20030,4000
2001-01-22,3100,3370,2317820,5.4,62570,-70,-8000
2001-01-26,3470,3070,1147050,4.91,41040,-40040,0
2001-01-29,3070,3190,1042910,5.11,130,-30,-100
2001-01-30,3260,3080,682860,4.93,10020,-10020,0
2001-01-31,3065,3120,595520,4.99,-5610,-70,5680
2001-02-01,3050,3120,521930,4.99,2340,-40,-2300
2001-02-02,3120,3060,398560,4.9,-11240,12820,-1580
2001-02-05,2980,2820,367450,4.51,1030,-30,-1000
2001-02-06,2810,2920,660600,4.67,-109990,109990,0
2001-02-07,2920,2915,268290,4.67,-9190,9990,-800
2001-02-08,2930,2910,225500,4.66,-9950,9950,0
2001-02-09,2930,3015,616220,4.83,-71990,71990,0
2001-02-12,3030,3030,336080,4.85,7040,-7040,0
2001-02-13,3030,3145,976760,5.04,-14960,4960,0
2001-02-14,3220,3350,1813820,5.36,-80290,69990,300
2001-02-15,3350,3260,1692550,5.22,-85360,75360,0
2001-02-16,3285,3155,437290,5.05,30,-30,0
2001-02-19,3100,3260,773660,5.22,40,-40,0
2001-02-20,3330,3330,705050,5.33,-12950,-50,0
2001-02-21,3330,3310,565350,5.3,-179200,178080,-6000
2001-02-22,3250,3175,466440,5.08,21880,-22760,0
2001-02-23,3180,3185,412990,5.1,-78280,69580,-300
2001-02-26,3190,3290,561530,5.27,-50000,-10000,30000
2001-02-27,3295,3255,387770,5.21,-70290,70290,0
2001-02-28,3230,3295,238210,5.27,-129980,129980,0
2001-03-02,3220,3110,306830,4.98,-12250,39990,-12740
2001-03-05,3000,3040,279900,4.87,3000,0,0
2001-03-06,3100,3040,166650,4.87,3020,-10020,0
2001-03-07,3040,3030,186960,4.85,-9980,9980,0
2001-03-08,3050,3090,135180,4.95,-19990,-10,20000
2001-03-09,3085,3150,164230,5.04,-42670,34470,8200
2001-03-12,3015,3015,250400,4.83,56480,-14220,-37260
2001-03-13,2900,2885,351010,4.62,0,0,0
2001-03-14,2975,2960,306980,4.74,-78490,79990,0
2001-03-15,2820,2955,223450,4.73,-70240,70240,0
2001-03-16,2850,2945,164880,4.71,-24990,24990,0
2001-03-19,2855,2925,95150,4.68,0,0,0
2001-03-20,2975,2945,260220,4.71,56070,-56070,0
2001-03-21,2890,2910,105610,4.66,0,0,0
2001-03-22,2890,2880,106490,4.61,-9990,-10,0
2001-03-23,2900,2880,170500,4.61,56300,-56300,0
2001-03-26,2910,2940,213300,4.71,-5000,5000,0
2001-03-27,2900,2880,98960,4.61,-170,140,30
2001-03-28,2930,2850,251690,4.56,60940,-63940,0
2001-03-29,2830,2840,109220,4.55,-5000,5000,0
2001-03-30,2825,2770,140530,4.43,-4950,4950,0
2001-04-02,2755,2720,145280,4.36,-19390,19390,0
2001-04-03,2680,2670,201270,4.27,38870,-39870,0
2001-04-04,2620,2640,135460,4.23,14410,-14410,0
2001-04-06,2780,2700,145940,4.32,-3600,0,0
2001-04-09,2650,2665,78860,4.27,3610,-6010,0
2001-04-10,2680,2650,105740,4.24,-80,80,0
2001-04-11,2700,2670,103900,4.27,35260,-35260,0
2001-04-12,2675,2680,220070,4.29,64840,-69740,0
2001-04-13,2710,2710,226370,4.34,62750,-65010,0
2001-04-16,2695,2690,167240,4.31,-4090,-10,0
2001-04-17,2690,2800,863990,4.48,79040,-72780,0
2001-04-18,2810,2910,607650,4.66,-86000,-65000,0
2001-04-19,2980,2890,691690,4.63,215840,-215840,0
2001-04-20,2910,2880,330920,4.61,10,-10,0
2001-04-23,2860,2900,294940,4.64,-29980,29980,0
2001-04-24,2940,2910,500720,4.66,-65010,65010,0
2001-04-25,2910,2985,412090,4.78,-57960,64960,0
2001-04-26,3015,2945,295860,4.71,-10100,-9900,0
2001-04-27,2945,2945,216140,4.71,-27120,17120,0
2001-04-30,2980,3040,360370,4.87,-40490,40490,0
2001-05-02,3080,3130,389770,5.01,-55220,-50,40270
2001-05-03,3200,3145,1372490,5.04,100160,-180040,-15120
2001-05-04,3150,3200,403460,5.12,-69970,49970,20000
2001-05-07,3250,3285,562070,5.26,-102930,62970,24960
2001-05-08,3150,3330,445560,5.33,-122150,57150,25000
2001-05-09,3300,3300,221360,5.28,-65080,45080,0
2001-05-10,3270,3280,220510,5.25,-39080,39080,0
2001-05-11,3250,3275,220560,5.24,-64910,12720,-580
2001-05-14,3275,3390,392550,5.43,-11910,28320,1300
2001-05-15,3400,3400,373170,5.44,1170,-10,7900
2001-05-16,3395,3490,689690,5.59,-45970,64970,6000
2001-05-17,3590,3610,541430,5.78,21550,-20000,2230
2001-05-18,3600,3800,902580,6.08,-4230,4960,-3280
2001-05-21,3895,3980,1112510,6.37,87070,-85020,0
2001-05-22,4015,3860,759950,6.18,46390,1290,750
2001-05-23,3800,3830,647370,6.13,-47340,47340,0
2001-05-24,3800,3910,486730,6.26,-35020,31980,0
2001-05-25,3995,3925,503930,6.28,-59400,59640,-200
2001-05-28,3810.0,3850.0,488200.0,6.16,12370,-3370,0
2001-05-29,3820.0,3910.0,333170.0,6.26,-7250,-2750,0
2001-05-30,3885.0,3880.0,285170.0,6.21,30,-30,0
2001-05-31,3800.0,3710.0,369340.0,5.94,-3770,-10,0
2001-06-01,3700.0,3700.0,507370.0,5.92,10000,-10000,0
2001-06-04,3745.0,3675.0,473640.0,5.88,114170,-111570,-2600
2001-06-05,3700.0,3710.0,1111740.0,5.94,70130,-70130,0
2001-06-07,3725.0,3690.0,334020.0,5.91,30,-30,0
2001-06-08,3725.0,3750.0,785190.0,6.0,264080,-283780,0
2001-06-11,3750.0,3905.0,1122050.0,6.25,-11970,11970,0
2001-06-12,3910.0,3925.0,557080.0,6.28,12110,-12110,0
2001-06-13,3920.0,3910.0,449970.0,6.26,21550,-12840,-12710
2001-06-14,3920.0,4125.0,1133410.0,6.6,154340,-164540,-800
2001-06-15,4060.0,4130.0,944870.0,6.61,5420,-14420,0
2001-06-18,4200.0,4210.0,1378680.0,6.74,29670,-25670,0
2001-06-19,4250.0,4030.0,1096370.0,6.45,10220,4970,-20190
2001-06-20,4005.0,3940.0,702860.0,6.31,-64990,49990,10000
2001-06-21,3935.0,3915.0,886630.0,6.27,-105950,77950,0
2001-06-22,3915.0,4200.0,2094640.0,6.72,56220,-23020,-10700
2001-06-25,4260.0,4630.0,2134140.0,7.41,246220,-21220,0
2001-06-26,4650.0,4310.0,1449140.0,6.9,-55710,26370,-160
2001-06-27,4350.0,4450.0,891010.0,7.12,3050,-10050,0
2001-06-28,4450.0,4300.0,616130.0,6.88,34870,29990,1000
2001-06-29,4290.0,4350.0,650010.0,6.96,-39870,29870,0
2001-07-02,4310.0,4320.0,360340.0,6.92,-49680,19870,-5400
2001-07-03,4350.0,4270.0,374510.0,6.84,-54980,44980,0
2001-07-04,4250.0,4170.0,471860.0,6.67,-74990,34990,0
2001-07-05,4250.0,4200.0,354100.0,6.72,-13980,19980,0
2001-07-06,4120.0,4030.0,362000.0,6.45,-17190,-10,200
2001-07-09,3870.0,3730.0,654220.0,5.97,-5960,2000,3960
2001-07-10,3750.0,3770.0,475920.0,6.03,-40000,20000,0
2001-07-11,3550.0,3670.0,217170.0,5.88,-12670,4990,0
2001-07-12,3720.0,3880.0,278170.0,6.21,-4990,4990,0
2001-07-13,3930.0,3700.0,334230.0,5.92,-48000,50000,0
2001-07-16,3750.0,3840.0,653580.0,6.15,-9990,9990,0
2001-07-18,3860.0,3710.0,399870.0,5.94,9000,-9000,0
2001-07-19,3700.0,3720.0,215200.0,5.95,10,-10,0
2001-07-20,3610.0,3635.0,175640.0,5.82,21360,0,-21360
2001-07-23,3600.0,3390.0,212390.0,5.43,0,0,0
2001-07-24,3350.0,3390.0,285660.0,5.43,-7790,-20,0
2001-07-25,3310.0,3390.0,139570.0,5.43,-6400,-10,0
2001-07-26,3460.0,3550.0,201500.0,5.68,45210,-50010,2800
2001-07-27,3600.0,3650.0,98800.0,5.84,-700,-10,0
2001-07-30,3650.0,3550.0,112550.0,5.68,-1500,-500,0
2001-07-31,3540.0,3685.0,192000.0,5.9,-28040,29750,0
2001-08-01,3730.0,3740.0,304360.0,5.99,11380,17990,-29370
2001-08-02,3710.0,3730.0,245010.0,5.97,50000,0,-50000
2001-08-03,3730.0,3720.0,106120.0,5.95,-3770,-20,3790
2001-08-06,3620.0,3755.0,213690.0,6.01,0,0,0
2001-08-07,3745.0,4030.0,660760.0,6.45,24210,-10,-1200
2001-08-08,4090.0,4015.0,579880.0,6.43,-46500,-31330,59830
2001-08-09,3920.0,3855.0,287650.0,6.17,-16970,24970,0
2001-08-10,3915.0,3940.0,238360.0,6.31,33020,-20,0
2001-08-13,3945.0,4170.0,912170.0,6.67,45830,-47280,-140
2001-08-14,4200.0,4170.0,926960.0,6.67,-42870,-12720,10
2001-08-16,4120.0,4330.0,995460.0,6.93,-145740,61640,38500
2001-08-17,4330.0,4200.0,549890.0,6.72,-55370,4970,0
2001-08-20,4080.0,4050.0,414330.0,6.48,-105450,106950,0
2001-08-21,4080.0,4090.0,331380.0,6.55,-42130,38630,0
2001-08-22,4000.0,4090.0,550060.0,6.55,1430,-30,0
2001-08-23,4100.0,3965.0,310750.0,6.35,-11900,5000,0
2001-08-24,3950.0,3910.0,317300.0,6.26,-25700,2950,0
2001-08-27,3920.0,3900.0,417290.0,6.24,117260,-119510,0
2001-08-28,3850.0,3800.0,401800.0,6.08,126620,-136620,0
2001-08-29,3750.0,3715.0,312830.0,5.95,28760,14420,0
2001-08-30,3650.0,3830.0,582960.0,6.13,21910,-4230,2000
2001-08-31,3600.0,3675.0,374500.0,5.88,-113020,71110,970
2001-09-03,3700.0,3650.0,268950.0,5.84,14490,-22000,0
2001-09-04,3670.0,3750.0,243930.0,6.0,20600,-35600,0
2001-09-05,3750.0,3735.0,242760.0,5.98,-11980,6980,5000
2001-09-06,3775.0,3805.0,327540.0,6.09,-5190,-10,5200
2001-09-07,3800.0,3810.0,318540.0,6.1,-4940,4940,0
2001-09-10,3810.0,3750.0,180750.0,6.0,-45330,45330,0
2001-09-11,3780.0,3720.0,296340.0,5.95,-98240,97240,1000
2001-09-12,3165.0,3165.0,778600.0,5.07,-204980,199980,1000
2001-09-13,3205.0,3250.0,616770.0,5.2,-43750,-4510,-100
2001-09-14,3210.0,2980.0,524310.0,4.77,-13000,-20020,-1900
2001-09-17,2915.0,2750.0,422010.0,4.4,26050,-30050,4000
2001-09-18,2900.0,2980.0,834170.0,4.77,164930,-80010,0
2001-09-19,3000.0,3000.0,536670.0,4.8,31010,-25010,-6000
2001-09-20,3010.0,2970.0,239380.0,4.75,-78970,79970,-1000
2001-09-21,2900.0,2945.0,395120.0,4.71,-35910,15910,0
2001-09-24,2995.0,3010.0,247380.0,4.82,-920,920,0
2001-09-25,3140.0,2925.0,325880.0,4.68,-17900,17900,0
2001-09-26,2975.0,3010.0,178280.0,4.82,-21930,0,21930
2001-09-27,2955.0,3035.0,138660.0,4.86,-14990,14990,0
2001-09-28,3040.0,3110.0,411470.0,4.98,11610,5010,-16620
2001-10-04,3250.0,3330.0,966240.0,5.33,-19440,95060,550
2001-10-05,3330.0,3350.0,372970.0,5.36,7690,-60,200
2001-10-08,3285.0,3305.0,185200.0,5.29,10,-10,0
2001-10-09,3390.0,3355.0,307580.0,5.37,-11970,-990,0
2001-10-10,3290.0,3300.0,221450.0,5.28,-12000,-40,0
2001-10-11,3370.0,3460.0,877250.0,5.54,-31990,-10,30000
2001-10-12,3520.0,3410.0,269940.0,5.46,-35960,35960,0
2001-10-15,3490.0,3460.0,499450.0,5.54,9750,-40250,30500
2001-10-16,3550.0,3625.0,980990.0,5.8,60630,-55030,0
2001-10-17,3680.0,3600.0,417260.0,5.76,67420,-65010,0
2001-10-18,3500.0,3480.0,281110.0,5.57,-1970,-30,0
2001-10-19,3550.0,3495.0,225620.0,5.6,17200,-18200,0
2001-10-22,3510.0,3510.0,188370.0,5.62,-14720,11300,130
2001-10-23,3530.0,3590.0,492620.0,5.75,-16700,21990,0
2001-10-24,3600.0,3585.0,213140.0,5.74,-59850,54980,-130
2001-10-25,3595.0,3540.0,218220.0,5.67,-77960,69960,0
2001-10-26,3590.0,3520.0,209200.0,5.63,-3230,3230,0
2001-10-29,3550.0,3630.0,1256620.0,5.81,-42980,29980,0
2001-10-30,3580.0,3540.0,248230.0,5.67,-74730,73730,0
2001-10-31,3550.0,3565.0,218700.0,5.71,-32620,20620,0
2001-11-01,3515.0,3570.0,124320.0,5.71,10,-10,0
2001-11-02,3625.0,3630.0,406740.0,5.81,-73180,88350,1370
2001-11-05,3670.0,3670.0,448070.0,5.88,125490,69960,0
2001-11-06,3780.0,3750.0,410340.0,6.0,-63990,53990,0
2001-11-07,3750.0,3730.0,291290.0,5.97,-17470,29430,0
2001-11-08,3730.0,3770.0,315780.0,6.03,12230,5770,0
2001-11-09,3765.0,3810.0,407110.0,6.1,23170,-23070,-100
2001-11-12,3820.0,3870.0,362630.0,6.19,41020,-60020,9000
2001-11-13,3805.0,3865.0,345640.0,6.19,-53070,49970,-900
2001-11-14,3950.0,3925.0,459150.0,6.28,7910,-9840,0
