Symbol,삼성엔지니어링_시가(원),삼성엔지니어링_종가(원),삼성엔지니어링_거래량(주),삼성엔지니어링_PER(IFRS-연결),삼성엔지니어링_순매수수량(개인)(주),삼성엔지니어링_순매수수량(기관계)(주),삼성엔지니어링_순매수수량(외국인계)(주)
2004-12-03,7400.0,7250.0,623343.0,,10880,9070,34050
2004-12-06,7180.0,7260.0,491517.0,,29721,-103421,73700
2004-12-07,7270.0,7290.0,294540.0,,8970,-9120,-500
2004-12-08,7240.0,7180.0,419848.0,,16470,-175820,160000
2004-12-09,7220.0,7700.0,1492784.0,,11727,-70637,98910
2004-12-10,7680.0,7510.0,461940.0,,-108030,320,107190
2004-12-13,7530.0,7560.0,616405.0,,-170477,4867,100820
2004-12-14,7600.0,7730.0,635690.0,,6640,660,-7300
2004-12-15,7680.0,7600.0,605026.0,,-18560,-30,18590
2004-12-16,7630.0,7600.0,396438.0,,-31710,-5010,44000
2004-12-17,7600.0,7550.0,624417.0,,-26867,-35433,61800
2004-12-20,7550.0,7600.0,418395.0,,24850,-90160,65310
2004-12-21,7520.0,7420.0,476722.0,,103582,-19842,-89240
2004-12-22,7430.0,7500.0,879298.0,,-126672,-6408,168080
2004-12-23,7520.0,7490.0,284836.0,,-127238,-3602,130840
2004-12-24,7440.0,7400.0,213390.0,,2810,-2410,0
2004-12-27,7400.0,7200.0,399570.0,,19620,26320,-46440
2004-12-28,7150.0,7190.0,295765.0,,-1435,9035,-1800
2004-12-29,7100.0,7230.0,287080.0,,-18170,-1970,10140
2004-12-30,7160.0,7460.0,287880.0,,-46890,55430,-10040
2005-01-03,7430.0,7350.0,148743.0,5.83,8290,-8290,0
2005-01-04,7300.0,7290.0,162425.0,5.78,-21130,21220,-90
2005-01-05,7200.0,7270.0,278860.0,5.76,-9320,9320,0
2005-01-06,7350.0,7420.0,1219330.0,5.88,211220,-131290,-93130
2005-01-07,7380.0,7200.0,443060.0,5.71,-34060,25500,1900
2005-01-10,7200.0,7280.0,329950.0,5.77,-40210,45210,0
2005-01-11,7320.0,7280.0,204950.0,5.77,-28600,23680,0
2005-01-12,7270.0,7290.0,254710.0,5.78,-4010,-31250,34330
2005-01-13,7290.0,7380.0,267420.0,5.85,-830,-28550,28490
2005-01-14,7310.0,7500.0,753660.0,5.94,71190,-27920,-19600
2005-01-17,7550.0,7310.0,781940.0,5.79,27070,9260,-49000
2005-01-18,7350.0,7220.0,913480.0,5.72,232880,-191290,-49930
2005-01-19,7220.0,7250.0,380797.0,5.75,-49170,-5410,49580
2005-01-20,7190.0,7160.0,390393.0,5.67,-43700,-1310,43010
2005-01-21,7070.0,6950.0,995812.0,5.51,204890,-141810,-69420
2005-01-24,6920.0,7000.0,320712.0,5.55,-40250,-14230,49480
2005-01-25,7000.0,6950.0,572107.0,5.51,118410,-119730,1320
2005-01-26,6960.0,7120.0,552098.0,5.64,-12950,-63900,62570
2005-01-27,7210.0,7010.0,333570.0,5.56,44540,-50010,4060
2005-01-28,7000.0,6980.0,202810.0,5.53,1460,2740,-4840
2005-01-31,7010.0,7040.0,318624.0,5.58,75530,-58850,0
2005-02-01,7020.0,6980.0,225596.0,5.53,-1930,-24220,21150
2005-02-02,7010.0,7110.0,392750.0,5.64,-108430,45880,61380
2005-02-03,7140.0,7300.0,802750.0,5.79,-138370,145640,-6260
2005-02-04,7350.0,7360.0,408046.0,5.83,-148690,115000,33690
2005-02-07,7380.0,7460.0,650020.0,5.91,-123352,90522,18230
2005-02-11,7410.0,7300.0,365520.0,5.79,-410,-1500,1300
2005-02-14,7460.0,7350.0,484857.0,5.83,43100,-58100,0
2005-02-15,7470.0,7900.0,1423596.0,6.26,-680530,592290,12320
2005-02-16,8150.0,8570.0,2029321.0,6.79,-475349,443209,15040
2005-02-17,8580.0,8620.0,1095762.0,6.83,-52187,10737,23400
2005-02-18,8700.0,8460.0,577562.0,6.71,280,74430,-82020
2005-02-21,8510.0,8450.0,487743.0,6.7,38034,24466,-62000
2005-02-22,8470.0,8340.0,666970.0,6.61,-27690,125980,-108290
2005-02-23,8230.0,8600.0,873221.0,6.82,-75400,-43880,144730
2005-02-24,8700.0,8670.0,814951.0,6.87,2440,127800,-169030
2005-02-25,8720.0,8570.0,679014.0,6.79,51290,75860,-105450
2005-02-28,8700.0,8900.0,694070.0,7.05,41097,-27677,-5200
2005-03-02,9050.0,9000.0,659749.0,7.13,-185472,180033,-52250
2005-03-03,9080.0,9390.0,576590.0,7.44,-56007,36247,21800
2005-03-04,9400.0,9300.0,471364.0,7.37,5480,-21620,21470
2005-03-07,9390.0,9050.0,425592.0,7.17,-41630,20550,0
2005-03-08,8980.0,8580.0,645886.0,6.8,147706,-23096,-126310
2005-03-09,8500.0,8640.0,421301.0,6.85,90731,-11441,-92350
2005-03-10,8550.0,8850.0,548355.0,7.01,152898,-159228,1330
2005-03-11,8850.0,8950.0,484727.0,7.09,-33017,59927,-28850
2005-03-14,8990.0,8740.0,372860.0,6.93,162029,-164519,2500
2005-03-15,8800.0,8400.0,482950.0,6.66,-4857,237,2620
2005-03-16,8400.0,8450.0,366809.0,6.7,-4329,-42811,45340
2005-03-17,8230.0,8150.0,370460.0,6.46,-10853,-22537,38390
2005-03-18,8030.0,7900.0,348708.0,6.26,19430,18870,-47380
2005-03-21,7870.0,8010.0,299750.0,6.35,5910,-36640,31870
2005-03-22,8030.0,8060.0,313160.0,6.39,20320,-38550,0
2005-03-23,7920.0,7970.0,229640.0,6.32,-66960,47000,-3490
2005-03-24,7940.0,7900.0,373320.0,6.26,-74630,61290,-10420
2005-03-25,7900.0,7960.0,188216.0,6.31,-9323,5663,-340
2005-03-28,8100.0,8150.0,217012.0,6.46,56579,-56179,-400
2005-03-29,8200.0,8150.0,224880.0,6.46,-43730,30110,5210
2005-03-30,8050.0,8300.0,141590.0,6.58,-74710,70250,-1800
2005-03-31,8300.0,8390.0,322081.0,6.65,-69590,36510,33750
2005-04-01,8350.0,8420.0,195430.0,6.67,-23800,20560,-700
2005-04-04,8420.0,8280.0,236300.0,6.56,46890,-73570,24640
2005-04-06,8370.0,8450.0,325428.0,6.7,-4100,-92900,94510
2005-04-07,8450.0,8400.0,542760.0,6.66,-36068,-58812,91060
2005-04-08,8420.0,8560.0,953238.0,6.78,65820,-22160,-47860
2005-04-11,8520.0,8620.0,404120.0,6.83,-155980,21110,159070
2005-04-12,8600.0,8750.0,443821.0,6.94,-89290,49350,61860
2005-04-13,8790.0,8910.0,377948.0,7.06,-88610,5510,78620
2005-04-14,8840.0,9050.0,800410.0,7.17,-150583,-50377,200960
2005-04-15,9000.0,8900.0,452590.0,7.05,-200280,18090,180650
2005-04-18,8700.0,8650.0,570461.0,6.86,-96571,-40259,136050
2005-04-19,8600.0,8700.0,459051.0,6.9,26590,25140,-66970
2005-04-20,8700.0,8570.0,345610.0,6.79,9120,-6800,-2720
2005-04-21,8410.0,8590.0,254053.0,6.81,-19303,59273,-40970
2005-04-22,8700.0,8590.0,376012.0,6.81,19896,89396,-105200
2005-04-25,8640.0,9080.0,665304.0,7.2,-146104,168074,4330
2005-04-26,9130.0,9010.0,400210.0,7.14,-44250,136980,-90730
2005-04-27,8830.0,9030.0,315154.0,7.16,-92133,119633,-30000
2005-04-28,9090.0,9000.0,445889.0,7.13,-252539,106989,0
2005-04-29,8800.0,8970.0,252420.0,7.11,-176250,122190,0
2005-05-02,9000.0,9350.0,754864.0,7.41,-16272,-102378,31980
2005-05-03,9330.0,9250.0,589640.0,7.33,-63299,85399,-62890
2005-05-04,9320.0,9250.0,327186.0,7.33,-20090,33120,-14500
2005-05-06,9450.0,9450.0,502390.0,7.49,-166507,181277,-25400
2005-05-09,9460.0,9580.0,660207.0,7.59,-243681,177011,74640
2005-05-10,9670.0,9580.0,423530.0,7.59,-223820,110830,0
2005-05-11,9580.0,9590.0,371301.0,7.6,-199879,6569,-23690
2005-05-12,9590.0,9640.0,295060.0,7.64,-158830,44430,-28110
2005-05-13,9640.0,9620.0,347122.0,7.62,-144195,-91745,123940
2005-05-16,9650.0,9940.0,511483.0,7.88,-148750,51680,89880
2005-05-17,10150.0,10150.0,691556.0,8.04,-193320,-71010,139560
2005-05-18,10300.0,9980.0,703371.0,7.91,-147200,-1390,18990
2005-05-19,10000.0,9880.0,635612.0,7.83,56050,12340,-108480
2005-05-20,9800.0,10000.0,629242.0,7.93,28782,-18842,-10210
2005-05-23,9900.0,9860.0,416539.0,7.81,-9541,-95339,103580
2005-05-24,9800.0,9700.0,466830.0,7.69,76590,-37590,-57080
2005-05-25,9620.0,9630.0,284880.0,7.63,931,53709,-56150
2005-05-26,9610.0,9890.0,456064.0,7.84,-102249,209439,-134100
2005-05-27,9950.0,9960.0,359640.0,7.89,-50470,-32310,69840
2005-05-30,9980.0,10050.0,582770.0,7.97,129520,-22200,150
2005-05-31,10050.0,10300.0,395087.0,8.16,-108752,71982,0
2005-06-01,10200.0,10350.0,513065.0,8.2,-42520,-102370,127480
2005-06-02,10550.0,10700.0,826231.0,8.48,-235010,-74590,299040
2005-06-03,10600.0,10900.0,524730.0,8.64,-49150,32070,30000
2005-06-07,10900.0,10650.0,244719.0,8.44,66328,-66328,0
2005-06-08,10800.0,11250.0,634060.0,8.92,-122880,144950,-91520
2005-06-09,11200.0,11400.0,509586.0,9.03,51941,12799,-44840
2005-06-10,11600.0,12000.0,1374797.0,9.51,-372890,-341350,840800
2005-06-13,12100.0,11850.0,912981.0,9.39,148130,-361100,250150
2005-06-14,11750.0,11700.0,487563.0,9.27,50354,-43854,-5500
2005-06-15,11600.0,11900.0,565397.0,9.43,-34400,112090,-71190
2005-06-16,12000.0,12400.0,449148.0,9.83,-88228,-40660,150888
2005-06-17,12350.0,12350.0,169557.0,9.79,-37070,35520,0
2005-06-20,12200.0,12650.0,573413.0,10.03,-59930,-78620,200030
2005-06-21,12900.0,13050.0,527316.0,10.34,27590,-168780,150000
2005-06-22,13200.0,13200.0,920240.0,10.46,19500,-47640,68440
2005-06-23,13100.0,14100.0,833623.0,11.18,-212443,-26298,244491
2005-06-24,13900.0,14550.0,800980.0,11.53,136846,-62066,-3900
2005-06-27,14750.0,14350.0,669206.0,11.37,246160,-108590,-97810
2005-06-28,14400.0,14350.0,591846.0,11.37,72640,-104220,53650
2005-06-29,14600.0,14400.0,674140.0,11.41,-74040,22250,53900
2005-06-30,14300.0,15000.0,785072.0,11.89,-100529,76870,42459
2005-07-01,14850.0,15700.0,736420.0,12.44,87390,-36120,23480
2005-07-04,16100.0,15550.0,484451.0,12.33,130460,-92840,500
2005-07-05,15650.0,15200.0,720861.0,12.05,-51090,-60300,199450
2005-07-06,15300.0,15650.0,1382842.0,12.4,-18870,-314960,368780
2005-07-07,15600.0,15350.0,864091.0,12.17,298668,-243230,29862
2005-07-08,15150.0,14600.0,766005.0,11.57,206270,-42730,-134080
2005-07-11,14600.0,14900.0,833660.0,11.81,54870,-105080,86550
2005-07-12,14950.0,14650.0,376932.0,11.61,11490,-34600,45240
2005-07-13,14650.0,14850.0,456999.0,11.77,30130,21460,-16150
2005-07-14,14950.0,15400.0,543849.0,12.21,22633,-18030,-27703
2005-07-15,15500.0,16250.0,1263156.0,12.88,-301520,71620,216170
2005-07-18,16250.0,16350.0,514299.0,12.96,-1950,65530,-76230
2005-07-19,16250.0,16250.0,348026.0,12.88,-2320,12810,-14130
2005-07-20,16350.0,16650.0,732628.0,13.2,-40550,20620,14190
2005-07-21,17200.0,16950.0,912809.0,13.43,226072,-254302,58810
2005-07-22,16650.0,17050.0,511308.0,13.51,-72008,-24782,93840
2005-07-25,17000.0,16850.0,527352.0,13.36,42010,-61870,13700
2005-07-26,16600.0,16850.0,541630.0,13.36,-173751,6221,160320
2005-07-27,16950.0,17300.0,588201.0,13.71,-53650,-51860,101580
2005-07-28,17500.0,17250.0,434921.0,13.67,-84710,65720,17510
2005-07-29,17350.0,17000.0,397531.0,13.47,22280,-39440,17450
2005-08-01,16950.0,17300.0,465481.0,13.71,-100951,10778,100230
2005-08-02,17200.0,17550.0,399083.0,13.91,-136640,84100,52410
2005-08-03,17700.0,18000.0,888601.0,14.27,-112378,36308,74540
2005-08-04,17900.0,17450.0,414910.0,13.83,-94170,21550,92420
2005-08-05,17400.0,16750.0,522785.0,13.28,101096,-6326,-99210
2005-08-08,16250.0,16500.0,344476.0,13.08,-28910,3380,21030
2005-08-09,16300.0,17200.0,296521.0,13.63,-31370,28480,-770
2005-08-10,17350.0,17700.0,352851.0,14.03,-33338,-52322,93380
2005-08-11,17800.0,18950.0,919086.0,15.02,-201410,-36740,238670
2005-08-12,19500.0,19300.0,611705.0,15.3,38420,-32596,-20964
2005-08-16,19400.0,18900.0,381957.0,14.98,-20908,-33232,46190
2005-08-17,18800.0,20300.0,1001048.0,16.09,22404,-70194,62440
2005-08-18,20300.0,20600.0,771439.0,16.33,-119200,-14240,133660
2005-08-19,20300.0,19850.0,850371.0,15.73,59640,-23730,-24750
2005-08-22,19550.0,19950.0,546571.0,15.81,149970,-41180,-118250
2005-08-23,20050.0,19650.0,489930.0,15.57,34954,-10754,-27240
2005-08-24,19250.0,19050.0,583631.0,15.1,-98530,60860,28970
2005-08-25,18900.0,19350.0,422530.0,15.34,-22910,12440,10470
2005-08-26,19500.0,18650.0,380837.0,14.78,11856,-4406,200
2005-08-29,18100.0,16900.0,872346.0,13.39,-26980,-20910,60890
2005-08-30,17400.0,18700.0,814968.0,14.82,6054,-27234,30140
2005-08-31,18950.0,19450.0,606977.0,15.42,-26351,8883,17468
2005-09-01,19650.0,19800.0,525438.0,15.69,-88690,68620,9350
2005-09-02,20000.0,19850.0,349639.0,15.73,-41920,20810,23770
2005-09-05,19850.0,20300.0,497011.0,16.09,-51292,-6968,60960
2005-09-06,20100.0,19800.0,353938.0,15.69,-16174,14504,3020
2005-09-07,20000.0,19800.0,940945.0,15.69,149079,-21099,-159270
2005-09-08,20000.0,19350.0,692306.0,15.34,12018,2392,-44580
2005-09-09,19150.0,19350.0,290870.0,15.34,-53180,5250,27720
2005-09-12,19200.0,19050.0,528792.0,15.1,111645,-63435,-17920
2005-09-13,18850.0,18000.0,841638.0,14.27,108257,-40647,-72680
2005-09-14,18150.0,18900.0,648319.0,14.98,73650,9510,4340
2005-09-15,18600.0,19600.0,839662.0,15.53,12761,23469,-25430
2005-09-16,19700.0,19600.0,477219.0,15.53,-29148,-5152,39690
2005-09-20,19800.0,20050.0,674444.0,15.89,-264407,203897,75010
2005-09-21,20000.0,19700.0,527821.0,15.61,-111130,12260,95650
2005-09-22,19650.0,19250.0,570951.0,15.26,112290,21120,-143420
2005-09-23,19500.0,18800.0,516852.0,14.9,50765,-98815,48000
2005-09-26,18800.0,19700.0,509277.0,15.61,-89040,11990,88060
2005-09-27,20400.0,21000.0,1480554.0,16.64,-178490,3810,128400
2005-09-28,21100.0,21150.0,905130.0,16.76,96326,54974,-187800
2005-09-29,21300.0,21850.0,967270.0,17.32,-155080,44230,106180
2005-09-30,22150.0,21950.0,762047.0,17.4,-226057,43537,98710
2005-10-04,21800.0,22250.0,518279.0,17.63,-114860,44540,30800
2005-10-05,22000.0,21500.0,1043933.0,17.04,314304,1666,-262950
2005-10-06,21000.0,21600.0,673052.0,17.12,126518,29707,-155975
2005-10-07,21300.0,22100.0,629187.0,17.52,-160860,176100,7120
2005-10-10,21800.0,21700.0,365700.0,17.2,27650,13980,-23730
2005-10-11,21650.0,22150.0,344786.0,17.56,-98890,-28070,127450
2005-10-12,22250.0,21600.0,458111.0,17.12,6983,-42893,31250
2005-10-13,21350.0,21800.0,204491.0,17.28,7350,6991,-11451
2005-10-14,21800.0,21250.0,238756.0,16.84,-21148,7088,23240
2005-10-17,20850.0,20400.0,261076.0,16.17,-16390,15680,-1390
2005-10-18,20600.0,20700.0,509539.0,16.41,82150,59910,-142060
2005-10-19,20700.0,20000.0,398335.0,15.85,-45200,78960,-36150
2005-10-20,20100.0,21150.0,656070.0,16.76,-117599,94538,-34079
2005-10-21,20850.0,22900.0,1124381.0,18.15,-224790,299460,-92170
2005-10-24,22950.0,23900.0,1262981.0,18.94,-613083,639863,-33170
2005-10-25,24300.0,22000.0,3087743.0,17.44,-759777,434927,174580
2005-10-26,22200.0,22000.0,683002.0,17.44,-30235,44945,-19110
2005-10-27,21900.0,21650.0,484162.0,17.16,-24432,50472,-38950
2005-10-28,20900.0,21450.0,325632.0,17.0,-20501,20301,-2820
2005-10-31,21600.0,23000.0,511887.0,18.23,-139830,117520,2580
2005-11-01,23150.0,22800.0,486508.0,18.07,80698,146892,-232590
2005-11-02,22900.0,23900.0,704520.0,18.94,-315110,315260,-2140
2005-11-03,23900.0,24500.0,647492.0,19.42,-241774,234464,8390
2005-11-04,24500.0,24500.0,250044.0,19.42,-25026,28116,-910
2005-11-07,24550.0,24350.0,198930.0,19.3,17901,-12535,-176
2005-11-08,24350.0,24700.0,265960.0,19.58,-37690,33780,830
2005-11-09,24300.0,24600.0,174063.0,19.5,-62980,53630,6990
2005-11-10,24450.0,24950.0,249530.0,19.77,13900,2250,-18460
2005-11-11,25000.0,25300.0,357392.0,20.05,-60262,53572,8620
2005-11-14,25500.0,25650.0,314951.0,20.33,-100414,51174,49080
2005-11-15,25850.0,25950.0,218012.0,20.57,-54686,26946,3650
2005-11-16,26000.0,26000.0,308633.0,20.61,30052,24798,-28560
2005-11-17,25900.0,25800.0,313925.0,20.45,32470,12960,-49870
2005-11-18,25700.0,25450.0,438280.0,20.17,-29360,87470,-44110
2005-11-21,25100.0,25400.0,275950.0,20.13,12920,7710,-17060
2005-11-22,25600.0,25100.0,223365.0,19.89,-38645,36575,-5030
2005-11-23,25100.0,25300.0,321803.0,20.05,20297,27543,-25170
2005-11-24,25400.0,26700.0,782609.0,21.16,-19618,23638,-12890
2005-11-25,26850.0,26150.0,263849.0,20.73,47006,-17606,-28080
2005-11-28,26250.0,25950.0,279679.0,20.57,-12740,5070,8630
2005-11-29,26000.0,26700.0,358570.0,21.16,-25278,42908,-18740
2005-11-30,26700.0,27150.0,353880.0,21.52,-94658,18378,72170
2005-12-01,27150.0,26900.0,149191.0,21.32,18794,3986,-22490
2005-12-02,27450.0,27350.0,419822.0,21.68,-110428,7038,92380
2005-12-05,27000.0,27700.0,298077.0,21.96,-39503,-55487,95040
2005-12-06,27400.0,27950.0,276131.0,22.15,-100098,73538,29560
2005-12-07,27800.0,27400.0,367683.0,21.72,37997,-5747,-14450
2005-12-08,27000.0,26900.0,268140.0,21.32,40950,-18830,-8320
2005-12-09,26800.0,26600.0,369277.0,21.08,14097,-28707,16610
2005-12-12,26150.0,26650.0,395157.0,21.12,74370,-134370,115000
2005-12-13,26650.0,25600.0,1380690.0,20.29,322800,-373120,96920
2005-12-14,25800.0,25900.0,551455.0,20.53,33270,-60960,-2410
2005-12-15,26000.0,25900.0,435717.0,20.53,15930,-109330,68500
2005-12-16,25400.0,26000.0,329691.0,20.61,-14279,-64431,78490
2005-12-19,26000.0,27350.0,467494.0,21.68,-45783,-20577,64960
2005-12-20,27300.0,27950.0,447052.0,22.15,-96670,-21340,119240
2005-12-21,27950.0,27900.0,283254.0,22.11,-66644,-11056,80020
2005-12-22,27850.0,27900.0,305930.0,22.11,-27820,9340,20150
2005-12-23,28100.0,28250.0,551773.0,22.39,53990,-91300,37310
2005-12-26,28250.0,28100.0,251286.0,22.27,-24183,-33837,59440
2005-12-27,27800.0,27500.0,328859.0,21.8,-8394,13294,100
2005-12-28,27000.0,27600.0,207314.0,21.88,-27798,498,29000
2005-12-29,27450.0,28500.0,286760.0,22.59,-61160,46760,15310
2006-01-02,28400.0,29400.0,470663.0,15.64,-56222,942,53820
2006-01-03,29400.0,29650.0,297877.0,15.78,-5134,-59876,64810
2006-01-04,29850.0,29900.0,436640.0,15.91,-128164,-19036,147000
2006-01-05,29900.0,29150.0,615358.0,15.51,36749,-65839,32450
2006-01-06,29200.0,30100.0,712458.0,16.02,-211505,-37645,244200
2006-01-09,30600.0,30250.0,414118.0,16.1,41970,15310,-71720
2006-01-10,30100.0,30100.0,505168.0,16.02,-50432,-34248,64090
2006-01-11,30100.0,29100.0,457058.0,15.48,134370,-17230,-138360
2006-01-12,28800.0,29150.0,286032.0,15.51,97610,12010,-106590
2006-01-13,29300.0,29150.0,531900.0,15.51,87337,55473,-137810
2006-01-16,29150.0,29200.0,269738.0,15.54,39630,-62790,19260
2006-01-17,29600.0,28150.0,479726.0,14.98,52046,26664,-90550
2006-01-18,28200.0,28500.0,916200.0,15.16,-122630,-17530,98580
2006-01-19,28450.0,28800.0,258171.0,15.32,-50840,12090,20830
2006-01-20,28200.0,27800.0,333582.0,14.79,-117323,24793,88870
2006-01-23,27000.0,26100.0,572924.0,13.89,-132979,-23891,154980
2006-01-24,26400.0,26500.0,274911.0,14.1,45100,-93390,47990
2006-01-25,26500.0,26700.0,237491.0,14.21,-3677,12617,-8890
2006-01-26,26700.0,27600.0,177395.0,14.69,-48830,48090,-540
2006-01-27,27800.0,28250.0,146037.0,15.03,-35082,58782,-27410
2006-01-31,28800.0,28700.0,120238.0,15.27,-52632,51482,1000
2006-02-01,28350.0,27800.0,145678.0,14.79,7186,-10936,3230
2006-02-02,27600.0,27650.0,294567.0,14.71,31357,9583,-19350
2006-02-03,27400.0,26400.0,249892.0,14.05,28700,10090,-36870
2006-02-06,25650.0,25450.0,364507.0,13.54,122024,-23904,-45570
2006-02-07,25700.0,25900.0,236752.0,13.78,-31779,15789,14240
2006-02-08,25800.0,25400.0,118742.0,13.52,992,-8222,6970
2006-02-09,25400.0,25450.0,126032.0,13.54,-15962,14852,-2890
2006-02-10,25150.0,26650.0,159375.0,14.18,-42001,15571,25020
2006-02-13,27000.0,26700.0,84611.0,14.21,-23990,9000,15470
2006-02-14,26300.0,27600.0,116640.0,14.69,-43870,7500,13380
2006-02-15,27800.0,27500.0,230955.0,14.63,-110500,73680,13640
2006-02-16,27500.0,27600.0,145340.0,14.69,16870,-1880,-30090
2006-02-17,27600.0,28200.0,184034.0,15.0,-81930,24410,57970
2006-02-20,28200.0,28400.0,86928.0,15.11,-29858,21148,2710
2006-02-21,28400.0,28400.0,85597.0,15.11,4754,14056,-16810
2006-02-22,28100.0,27800.0,109136.0,14.79,24849,33671,-60640
2006-02-23,27700.0,28500.0,189085.0,15.16,-52910,18160,34460
2006-02-24,28200.0,28850.0,159896.0,15.35,-62198,-728,65580
2006-02-27,29050.0,28700.0,117019.0,15.27,-10402,12922,1350
2006-02-28,28700.0,28900.0,363839.0,15.38,-112056,-139734,249210
2006-03-02,29300.0,30050.0,431990.0,15.99,-156290,4500,149260
2006-03-03,30100.0,30200.0,425939.0,16.07,-188222,-68638,267660
2006-03-06,29850.0,31000.0,522792.0,16.49,-105416,-106504,214870
2006-03-07,30900.0,30000.0,559171.0,15.96,30150,-215180,177780
2006-03-08,29650.0,31000.0,477074.0,16.49,-68767,-202993,258290
2006-03-09,31000.0,30550.0,209804.0,16.26,9440,16250,-25940
2006-03-10,30250.0,31250.0,260418.0,16.63,-73464,-1956,75490
2006-03-13,31800.0,33400.0,305912.0,17.77,-90571,12930,57581
2006-03-14,33500.0,33450.0,155256.0,17.8,-9489,18444,-7040
2006-03-15,33800.0,32800.0,145877.0,17.45,4350,1730,-5060
2006-03-16,32550.0,33000.0,164018.0,17.56,-37199,14280,23719
2006-03-17,33000.0,32600.0,228001.0,17.35,80610,-38920,-19750
2006-03-20,32250.0,32600.0,148842.0,17.35,-30450,-19810,50050
2006-03-21,32700.0,32600.0,118746.0,17.35,6756,-8566,3760
2006-03-22,32600.0,31550.0,177640.0,16.79,24874,-16714,-13060
2006-03-23,31600.0,30450.0,294873.0,16.2,51743,24647,-51740
2006-03-24,30350.0,31000.0,184346.0,16.49,-32573,58673,-36170
2006-03-27,31000.0,31000.0,142608.0,16.49,-12165,13515,-7260
2006-03-28,30600.0,31000.0,99191.0,16.49,-30052,13952,17840
2006-03-29,30500.0,31700.0,144049.0,16.87,-43861,33266,12400
2006-03-30,32300.0,32200.0,91260.0,17.13,-36618,41568,-7500
2006-03-31,32000.0,32800.0,170066.0,17.45,-104135,37535,60550
2006-04-03,32800.0,32750.0,166021.0,17.43,-31518,20528,6690
2006-04-04,33400.0,32100.0,279914.0,17.08,76387,21793,-96580
2006-04-05,32200.0,32550.0,293233.0,17.32,17118,44472,-48040
2006-04-06,32550.0,32600.0,131288.0,17.35,-54098,56368,-1360
2006-04-07,32600.0,33000.0,147411.0,17.56,-5292,17282,-16660
2006-04-10,32550.0,33150.0,123154.0,17.64,-5671,9701,-1430
2006-04-11,32900.0,33350.0,110910.0,17.75,-11224,9164,240
2006-04-12,34200.0,35300.0,427263.0,18.78,-141275,171955,-31320
2006-04-13,35900.0,37950.0,507142.0,20.19,8197,3394,-2920
2006-04-14,38200.0,37950.0,463339.0,20.19,49077,-25877,-18160
2006-04-17,37900.0,37250.0,268049.0,19.82,61442,-53832,-1530
2006-04-18,37050.0,38500.0,350040.0,20.49,-5899,-13211,12860
2006-04-19,39500.0,39750.0,298135.0,21.15,-24278,51268,-11990
2006-04-20,40000.0,41300.0,666492.0,21.97,21884,-41244,39830
2006-04-21,41900.0,41050.0,462338.0,21.84,90645,-20725,-69650
2006-04-24,41500.0,41700.0,383221.0,22.19,66818,-87598,51110
2006-04-25,41350.0,41500.0,280851.0,22.08,16775,4905,-20430
2006-04-26,41400.0,42000.0,223767.0,22.35,-9763,10503,300
2006-04-27,42150.0,42000.0,257855.0,22.35,3816,-31576,48760
2006-04-28,41700.0,40350.0,235683.0,21.47,40616,-25176,-5870
2006-05-02,40000.0,41900.0,313503.0,22.29,13662,-7112,21350
2006-05-03,42200.0,43850.0,339241.0,23.33,-80425,13535,58750
2006-05-04,43850.0,42400.0,327523.0,22.56,103133,-106703,12820
2006-05-08,42900.0,41300.0,347417.0,21.97,132845,-121335,-8010
2006-05-09,41000.0,42200.0,306073.0,22.45,-3907,-44443,52770
2006-05-10,41700.0,42000.0,227646.0,22.35,-2414,-47696,47790
2006-05-11,41600.0,42550.0,333062.0,22.64,53164,-66751,40150
2006-05-12,42300.0,44700.0,490878.0,23.78,-19440,-32410,51540
2006-05-15,43950.0,43550.0,248926.0,23.17,67342,17348,-85620
2006-05-16,43100.0,41500.0,497053.0,22.08,12893,-7213,30610
2006-05-17,41550.0,42600.0,203897.0,22.67,-61540,41520,33150
2006-05-18,41000.0,40000.0,368815.0,21.28,50319,17591,-80660
2006-05-19,39150.0,40000.0,269102.0,21.28,28080,20880,-39890
2006-05-22,40400.0,39550.0,381252.0,21.04,-108022,-16700,133062
2006-05-23,39650.0,38500.0,362041.0,20.49,54850,-103070,48610
2006-05-24,38300.0,40000.0,360921.0,21.28,-50340,-15190,65060
2006-05-25,40750.0,39100.0,254920.0,20.8,3830,9480,-18270
2006-05-26,40000.0,40200.0,253594.0,21.39,-17300,15420,1060
2006-05-29,40900.0,41800.0,310216.0,22.24,-77409,-46391,125120
2006-05-30,42500.0,44950.0,725604.0,23.92,-238410,-49390,297730
2006-06-01,44100.0,45000.0,573069.0,23.94,-88867,-1783,80720
2006-06-02,45900.0,45000.0,301192.0,23.94,-59219,-30251,91810
2006-06-05,45000.0,41300.0,500649.0,21.97,187707,-13907,-176800
2006-06-07,40000.0,39550.0,385460.0,21.04,32320,-6870,-22560
2006-06-08,39350.0,36800.0,611017.0,19.58,128942,56118,-163260
2006-06-09,37500.0,37100.0,611779.0,19.74,157280,37910,-193460
2006-06-12,36400.0,37450.0,205655.0,19.93,-14480,14810,4270
2006-06-13,36400.0,36550.0,174502.0,19.45,-38282,30060,4032
2006-06-14,35900.0,38800.0,288896.0,20.64,-52360,3919,40631
2006-06-15,39750.0,38200.0,178463.0,20.33,16336,5874,-25260
