Symbol,경방_시가(원),경방_종가(원),경방_거래량(주),경방_PER(IFRS-연결),경방_순매수수량(개인)(주),경방_순매수수량(기관계)(주),경방_순매수수량(외국인계)(주)
2005-05-04,69800.0,64900.0,30.0,,0,0,0
2005-05-06,64700.0,64700.0,10.0,,0,0,0
2005-05-09,62200.0,61200.0,270.0,,40,110,-60
2005-05-10,69800.0,61700.0,40.0,,10,10,0
2005-05-11,62200.0,64000.0,70.0,,-70,0,0
2005-05-12,64000.0,62500.0,340.0,,10,200,-150
2005-05-13,62600.0,62600.0,10.0,,0,0,0
2005-05-16,62200.0,62000.0,630.0,,-200,0,0
2005-05-17,64000.0,63200.0,130.0,,0,0,0
2005-05-18,60100.0,62900.0,80.0,,0,0,0
2005-05-19,61600.0,63900.0,370.0,,-200,30,-10
2005-05-20,64000.0,64000.0,80.0,,-80,0,0
2005-05-23,62500.0,64800.0,30.0,,-20,0,0
2005-05-24,64000.0,64000.0,40.0,,-40,0,0
2005-05-25,61800.0,64500.0,170.0,,-30,-10,0
2005-05-26,64000.0,64500.0,130.0,,-130,10,0
2005-05-27,64800.0,67000.0,850.0,,-700,220,0
2005-05-30,67000.0,67000.0,0.0,,0,0,0
2005-05-31,65000.0,65000.0,200.0,,0,0,0
2005-06-01,65000.0,65000.0,0.0,,0,0,0
2005-06-02,63600.0,64400.0,540.0,,-270,270,0
2005-06-03,64500.0,64200.0,170.0,,-10,10,0
2005-06-07,64000.0,64300.0,640.0,,-290,290,0
2005-06-08,63500.0,64000.0,390.0,,-80,80,0
2005-06-09,63000.0,62000.0,110.0,,110,-110,0
2005-06-10,62500.0,61300.0,80.0,,70,-70,0
2005-06-13,61500.0,63300.0,60.0,,-40,40,0
2005-06-14,63000.0,63000.0,20.0,,0,0,0
2005-06-15,62000.0,62000.0,2850.0,,0,0,0
2005-06-16,62000.0,62000.0,0.0,,0,0,0
2005-06-17,60100.0,63400.0,385.0,,10,-10,0
2005-06-20,62200.0,60200.0,190.0,,190,-180,-10
2005-06-21,61300.0,61000.0,3920.0,,840,0,-840
2005-06-22,61000.0,63300.0,320.0,,-110,160,-50
2005-06-23,63300.0,63300.0,10.0,,0,0,0
2005-06-24,63300.0,63300.0,0.0,,0,0,0
2005-06-27,64100.0,65000.0,1330.0,,-540,540,0
2005-06-28,65000.0,65000.0,150.0,,0,0,0
2005-06-29,65000.0,65000.0,0.0,,0,0,0
2005-06-30,65000.0,65000.0,10.0,,0,0,0
2005-07-01,64000.0,65000.0,350.0,,0,0,0
2005-07-04,63500.0,63400.0,130.0,,0,0,0
2005-07-05,63300.0,64300.0,130.0,,0,0,0
2005-07-06,63400.0,64000.0,20.0,,0,0,0
2005-07-07,64000.0,63500.0,400.0,,0,0,0
2005-07-08,63300.0,63000.0,110.0,,0,0,0
2005-07-11,63200.0,63200.0,120.0,,0,0,0
2005-07-12,63000.0,63000.0,710.0,,0,0,0
2005-07-13,62500.0,62500.0,10.0,,0,0,0
2005-07-14,63000.0,63000.0,12.0,,0,0,0
2005-07-15,63000.0,63000.0,10.0,,0,0,0
2005-07-18,63000.0,63000.0,850.0,,0,0,0
2005-07-19,62000.0,62300.0,920.0,,0,0,0
2005-07-20,62500.0,62500.0,2340.0,,0,0,0
2005-07-21,62500.0,62500.0,320.0,,0,0,0
2005-07-22,62500.0,64000.0,780.0,,0,0,0
2005-07-25,63700.0,64000.0,620.0,,0,0,0
2005-07-26,63600.0,64000.0,2500.0,,10,-10,0
2005-07-27,64800.0,64000.0,2140.0,,0,0,0
2005-07-28,64900.0,65000.0,1880.0,,0,0,0
2005-07-29,65000.0,65000.0,1120.0,,0,0,0
2005-08-01,64500.0,64500.0,30.0,,10,-10,0
2005-08-02,65000.0,64500.0,80.0,,40,-40,0
2005-08-03,64500.0,65000.0,740.0,,0,0,0
2005-08-04,65000.0,65000.0,2060.0,,0,0,0
2005-08-05,65000.0,64800.0,1300.0,,0,0,0
2005-08-08,65000.0,65000.0,660.0,,0,0,0
2005-08-09,65000.0,66000.0,300.0,,0,0,0
2005-08-10,66000.0,66500.0,110.0,,0,0,0
2005-08-11,66500.0,73900.0,320.0,,0,0,0
2005-08-12,68500.0,65000.0,1544.0,,4,-4,0
2005-08-16,64500.0,63500.0,2430.0,,0,0,0
2005-08-17,63600.0,64000.0,340.0,,0,0,0
2005-08-18,63900.0,64000.0,2490.0,,0,0,0
2005-08-19,64000.0,64000.0,520.0,,0,0,0
2005-08-22,64500.0,64500.0,810.0,,0,0,0
2005-08-23,64500.0,65400.0,580.0,,20,-20,0
2005-08-24,64800.0,66300.0,580.0,,0,0,0
2005-08-25,65400.0,65400.0,130.0,,0,0,0
2005-08-26,65400.0,65000.0,1020.0,,0,0,0
2005-08-29,65500.0,65400.0,180.0,,0,0,0
2005-08-30,65200.0,65500.0,600.0,,10,-10,0
2005-08-31,65400.0,65400.0,0.0,,0,0,0
2005-09-01,66300.0,65400.0,690.0,,0,0,0
2005-09-02,65000.0,66400.0,70.0,,0,0,0
2005-09-05,65800.0,65700.0,710.0,,0,0,0
2005-09-06,65700.0,65700.0,3200.0,,0,0,0
2005-09-07,65800.0,64500.0,3050.0,,0,0,0
2005-09-08,65500.0,65500.0,10.0,,0,0,0
2005-09-09,65600.0,65600.0,10.0,,0,0,0
2005-09-12,66000.0,65500.0,350.0,,0,0,0
2005-09-13,65500.0,65900.0,100.0,,0,0,0
2005-09-14,65500.0,66000.0,60.0,,0,0,0
2005-09-15,65200.0,65900.0,210.0,,0,0,0
2005-09-16,65900.0,65900.0,0.0,,0,0,0
2005-09-20,65500.0,66300.0,60.0,,0,0,0
2005-09-21,66300.0,66300.0,0.0,,0,0,0
2005-09-22,65000.0,65500.0,1170.0,,0,0,0
2005-09-23,65000.0,69400.0,1470.0,,0,0,0
2005-09-26,74500.0,73000.0,2330.0,,0,0,0
2005-09-27,72000.0,71900.0,160.0,,0,0,0
2005-09-28,71500.0,75000.0,3214.0,,0,0,0
2005-09-29,73100.0,75000.0,2900.0,,-150,150,0
2005-09-30,74100.0,77000.0,271.0,,60,-60,0
2005-10-04,77000.0,78500.0,30.0,,10,-10,0
2005-10-05,78000.0,71300.0,517.0,,7,-7,0
2005-10-06,71000.0,72000.0,160.0,,0,0,0
2005-10-07,74700.0,74700.0,20.0,,0,0,0
2005-10-10,72600.0,74000.0,40.0,,10,-10,0
2005-10-11,74000.0,74000.0,110.0,,20,-20,0
2005-10-12,79300.0,79700.0,190.0,,-60,60,0
2005-10-13,79000.0,79000.0,0.0,,0,0,0
2005-10-14,74200.0,82000.0,3110.0,,0,0,0
2005-10-17,82000.0,87500.0,890.0,,-110,110,0
2005-10-18,82100.0,87000.0,700.0,,0,0,0
2005-10-19,82200.0,85000.0,310.0,,0,0,0
2005-10-20,85000.0,84600.0,150.0,,130,-130,0
2005-10-21,84600.0,85000.0,300.0,,140,-140,0
2005-10-24,89500.0,93000.0,3010.0,,-2000,600,1400
2005-10-25,93000.0,99000.0,2180.0,,-1680,260,1420
2005-10-26,96000.0,100000.0,1647.0,,-1410,-20,1430
2005-10-27,100500.0,115000.0,3664.0,,197,303,0
2005-10-28,117000.0,116000.0,4383.0,,-1314,1314,0
2005-10-31,115500.0,117000.0,3019.0,,-1348,1348,0
2005-11-01,122500.0,112500.0,1275.0,,-650,650,0
2005-11-02,112500.0,112000.0,632.0,,-333,333,0
2005-11-03,119500.0,118000.0,1559.0,,-601,601,0
2005-11-04,114000.0,115000.0,1466.0,,-172,172,0
2005-11-07,116000.0,115000.0,698.0,,0,0,0
2005-11-08,116500.0,115000.0,715.0,,-291,291,0
2005-11-09,114500.0,116000.0,1636.0,,478,-478,0
2005-11-10,100000.0,114500.0,55.0,,0,0,0
2005-11-11,110500.0,110000.0,412.0,,-98,98,0
2005-11-14,110500.0,110000.0,1085.0,,-60,60,0
2005-11-15,105500.0,103500.0,598.0,,-210,210,0
2005-11-16,105000.0,100000.0,2393.0,,1030,1150,0
2005-11-17,100000.0,99900.0,806.0,,-200,200,0
2005-11-18,99500.0,106500.0,1880.0,,300,-300,0
2005-11-21,106000.0,104500.0,1554.0,,396,104,0
2005-11-22,109000.0,107000.0,1664.0,,-150,-200,350
2005-11-23,103000.0,106000.0,1800.0,,-359,309,0
2005-11-24,103500.0,106000.0,3549.0,,310,-260,0
2005-11-25,107500.0,106000.0,456.0,,-150,150,0
2005-11-28,104000.0,105000.0,1288.0,,-300,300,0
2005-11-29,105000.0,102500.0,103.0,,-50,50,0
2005-11-30,102000.0,104000.0,402.0,,-110,110,0
2005-12-01,102000.0,105000.0,421.0,,-100,100,0
2005-12-02,105000.0,104500.0,234.0,,0,0,0
2005-12-05,102500.0,100500.0,887.0,,-17,17,0
2005-12-06,100500.0,101000.0,139.0,,0,0,0
2005-12-07,106000.0,104500.0,974.0,,-159,153,6
2005-12-08,104000.0,118000.0,2036.0,,-411,417,-6
2005-12-09,118000.0,120000.0,3472.0,,-657,1357,0
2005-12-12,122000.0,125000.0,3444.0,,-550,1000,0
2005-12-13,125000.0,126500.0,3117.0,,-2004,2004,0
2005-12-14,126500.0,133000.0,3293.0,,-1470,1530,0
2005-12-15,133000.0,140000.0,4339.0,,-1600,2000,0
2005-12-16,145000.0,143000.0,4749.0,,-3025,3333,0
2005-12-19,143000.0,145000.0,484.0,,214,-3,0
2005-12-20,145500.0,140000.0,811.0,,0,0,0
2005-12-21,145000.0,139500.0,479.0,,-49,0,0
2005-12-22,137000.0,148000.0,3466.0,,-1334,1934,0
2005-12-23,147500.0,149500.0,2124.0,,-1796,1844,0
2005-12-26,148500.0,150000.0,2339.0,,-1575,1775,0
2005-12-27,150000.0,150000.0,871.0,,-493,493,0
2005-12-28,150000.0,156000.0,1566.0,,-648,1248,0
2005-12-29,156500.0,158000.0,2130.0,,-972,990,0
2006-01-02,158000.0,175000.0,3350.0,314.37,980,220,0
2006-01-03,180000.0,178000.0,531.0,319.75,53,236,0
2006-01-04,179000.0,179000.0,1072.0,321.55,357,50,0
2006-01-05,177000.0,178000.0,3098.0,319.75,-223,2223,-2000
2006-01-06,178000.0,175000.0,50.0,314.37,0,0,0
2006-01-09,175000.0,176500.0,3780.0,317.06,250,2000,-2250
2006-01-10,178000.0,175000.0,303.0,314.37,0,0,0
2006-01-11,173000.0,170500.0,347.0,306.29,0,0,0
2006-01-12,170500.0,171000.0,626.0,307.18,0,0,0
2006-01-13,170500.0,168000.0,443.0,301.8,8,0,0
2006-01-16,163000.0,168000.0,2017.0,301.8,-467,857,0
2006-01-17,162500.0,165000.0,2883.0,296.41,-854,854,0
2006-01-18,160000.0,160000.0,651.0,287.43,-193,193,0
2006-01-19,165000.0,154000.0,101.0,276.65,0,0,0
2006-01-20,153500.0,137000.0,818.0,246.1,303,-303,0
2006-01-23,122000.0,131000.0,1143.0,235.33,0,0,0
2006-01-24,136500.0,130500.0,65.0,234.43,0,0,0
2006-01-25,130000.0,136000.0,1341.0,244.31,251,-254,700
2006-01-26,153000.0,144500.0,165.0,259.57,43,-43,0
2006-01-27,150000.0,145000.0,996.0,260.47,-313,313,0
2006-01-31,160000.0,160000.0,4.0,287.43,0,0,0
2006-02-01,150000.0,143000.0,368.0,256.88,0,0,0
2006-02-02,139000.0,137000.0,608.0,246.1,116,-116,0
2006-02-03,133000.0,134000.0,106.0,240.71,40,-40,0
2006-02-06,127500.0,125500.0,82.0,225.45,0,0,0
2006-02-07,125500.0,125000.0,288.0,224.55,103,-110,0
2006-02-08,122500.0,127500.0,337.0,229.04,0,-122,0
2006-02-09,124000.0,126500.0,411.0,227.24,-65,-204,0
2006-02-10,126500.0,127000.0,828.0,228.14,-22,-696,0
2006-02-13,134500.0,136000.0,233.0,244.31,-150,0,150
2006-02-14,136000.0,138500.0,63.0,248.79,0,0,0
2006-02-15,142000.0,136500.0,4.0,245.2,0,0,0
2006-02-16,125500.0,134000.0,22.0,240.71,0,0,0
2006-02-17,127500.0,135500.0,284.0,243.41,-70,0,0
2006-02-20,125000.0,135500.0,326.0,243.41,-316,316,0
2006-02-21,129000.0,130500.0,359.0,234.43,0,0,0
2006-02-22,130500.0,133500.0,142.0,239.82,0,0,0
2006-02-23,131000.0,133500.0,611.0,239.82,-120,-125,0
2006-02-24,133000.0,133000.0,1.0,238.92,0,0,0
2006-02-27,128000.0,133000.0,199.0,238.92,-51,0,1
2006-02-28,127000.0,127500.0,391.0,229.04,-200,0,0
2006-03-02,133000.0,131500.0,30.0,236.22,0,0,0
2006-03-03,133000.0,131000.0,403.0,235.33,-320,0,0
2006-03-06,126000.0,127000.0,129.0,228.14,-100,0,0
2006-03-07,127000.0,128500.0,180.0,230.84,0,0,0
2006-03-08,127500.0,127500.0,0.0,229.04,0,0,0
2006-03-09,120000.0,129500.0,9.0,232.63,0,0,0
2006-03-10,121500.0,128000.0,2554.0,229.94,-502,0,0
2006-03-13,129000.0,130000.0,35.0,233.53,0,0,0
2006-03-14,123000.0,127500.0,529.0,229.04,-299,0,0
2006-03-15,127500.0,130500.0,534.0,234.43,-221,0,0
2006-03-16,122000.0,127000.0,63.0,228.14,-40,0,0
2006-03-17,128000.0,132000.0,369.0,237.12,-368,0,0
2006-03-20,132000.0,134000.0,291.0,240.71,-70,0,0
2006-03-21,133000.0,134000.0,275.0,240.71,-150,0,0
2006-03-22,133500.0,132000.0,466.0,237.12,-37,0,0
2006-03-23,131500.0,131500.0,0.0,236.22,0,0,0
2006-03-24,122500.0,131500.0,444.0,236.22,1,0,-1
2006-03-27,131500.0,128000.0,559.0,229.94,0,0,0
2006-03-28,130000.0,130000.0,298.0,233.53,-63,-135,0
2006-03-29,125000.0,130000.0,909.0,233.53,-104,-296,0
2006-03-30,126000.0,132000.0,401.0,237.12,142,-142,0
2006-03-31,127000.0,134000.0,805.0,240.71,-469,419,0
2006-04-03,128500.0,128500.0,397.0,230.84,0,0,0
2006-04-04,126000.0,133500.0,54.0,239.82,0,0,0
2006-04-05,133000.0,131000.0,90.0,235.33,0,0,0
2006-04-06,130000.0,130000.0,249.0,233.53,-2,0,2
2006-04-07,130000.0,131000.0,630.0,235.33,-141,0,1
2006-04-10,130000.0,130000.0,1569.0,233.53,-100,0,0
2006-04-11,130000.0,130000.0,2011.0,233.53,-1322,0,0
2006-04-12,130000.0,130000.0,104.0,233.53,0,0,0
2006-04-13,129000.0,130500.0,11.0,234.43,0,0,0
2006-04-14,130000.0,132500.0,382.0,238.02,0,0,0
2006-04-17,129500.0,135000.0,709.0,242.51,-450,0,250
2006-04-18,131000.0,132500.0,45.0,238.02,4,-4,0
2006-04-19,135000.0,137500.0,149.0,247.0,-98,0,-2
2006-04-20,140000.0,143000.0,352.0,256.88,1,0,-1
2006-04-21,145000.0,145500.0,114.0,261.37,0,0,0
2006-04-24,145500.0,150000.0,486.0,269.45,0,0,0
2006-04-25,151500.0,153000.0,294.0,274.86,0,0,0
2006-04-26,150000.0,145000.0,532.0,260.47,-100,0,0
2006-04-27,145000.0,143000.0,640.0,256.88,0,0,0
2006-04-28,143000.0,144500.0,79.0,259.57,0,0,0
2006-05-02,149500.0,148000.0,147.0,265.86,0,0,0
2006-05-03,150000.0,149500.0,180.0,268.55,0,0,0
2006-05-04,148000.0,148500.0,763.0,266.75,-300,200,0
2006-05-08,142000.0,150000.0,80.0,269.45,0,0,0
2006-05-09,150000.0,150000.0,16.0,269.45,0,0,0
2006-05-10,152500.0,150000.0,42.0,269.45,0,0,0
2006-05-11,159000.0,154000.0,11.0,276.65,0,0,0
2006-05-12,145000.0,151000.0,40.0,271.27,0,0,0
2006-05-15,150000.0,150000.0,0.0,269.45,0,0,0
2006-05-16,146000.0,149000.0,65.0,267.65,0,0,0
2006-05-17,143000.0,148000.0,214.0,265.86,0,0,0
2006-05-18,147000.0,146000.0,59.0,262.26,0,0,0
2006-05-19,146000.0,149000.0,423.0,267.65,0,0,0
2006-05-22,140000.0,147000.0,444.0,264.06,-30,30,0
2006-05-23,135500.0,142500.0,42.0,255.98,-30,30,0
2006-05-24,136000.0,141000.0,177.0,253.28,0,0,0
2006-05-25,145500.0,142500.0,12.0,255.98,0,0,0
2006-05-26,135000.0,139500.0,188.0,250.59,-80,80,0
2006-05-29,139000.0,139500.0,452.0,250.59,0,0,0
2006-05-30,137000.0,140000.0,2.0,251.49,0,0,0
2006-06-01,139000.0,138500.0,31.0,248.79,0,0,0
2006-06-02,134000.0,134000.0,145.0,240.71,0,0,0
2006-06-05,139000.0,139000.0,120.0,249.69,-40,120,0
2006-06-07,138500.0,138000.0,265.0,247.9,25,0,0
2006-06-08,135000.0,138000.0,1877.0,247.9,828,267,0
2006-06-09,136500.0,141000.0,648.0,253.28,-644,644,0
2006-06-12,142000.0,142000.0,62.0,255.08,-30,30,0
2006-06-13,132000.0,142000.0,153.0,255.08,0,0,0
2006-06-14,141000.0,142000.0,520.0,255.08,-520,520,0
2006-06-15,141500.0,138000.0,210.0,247.9,-141,141,0
2006-06-16,141000.0,142000.0,587.0,255.08,-514,514,0
2006-06-19,141500.0,143000.0,486.0,256.88,-353,353,0
2006-06-20,143000.0,142000.0,227.0,255.08,0,0,0
2006-06-21,140000.0,142000.0,200.0,255.08,-3,3,0
2006-06-22,142000.0,142000.0,250.0,255.08,0,0,0
2006-06-23,140500.0,142000.0,388.0,255.08,-100,100,0
2006-06-26,143000.0,141500.0,290.0,254.18,0,0,0
2006-06-27,140000.0,141500.0,200.0,254.18,-100,100,0
2006-06-28,140000.0,142500.0,609.0,255.98,6,-6,0
2006-06-29,150000.0,149000.0,365.0,267.65,-302,302,0
2006-06-30,145500.0,158500.0,605.0,284.74,-335,335,0
2006-07-03,155000.0,148500.0,830.0,266.75,0,0,0
2006-07-04,150000.0,142500.0,398.0,255.98,-71,0,0
2006-07-05,144000.0,142500.0,244.0,255.98,-20,0,0
2006-07-06,142500.0,143000.0,1180.0,256.88,540,-600,0
2006-07-07,148500.0,140000.0,300.0,251.49,-50,0,0
2006-07-10,148000.0,141000.0,1548.0,253.28,160,-200,0
2006-07-11,146500.0,140000.0,326.0,251.49,0,0,0
2006-07-12,140000.0,138500.0,188.0,248.79,0,0,0
2006-07-13,138500.0,137500.0,57.0,247.0,0,0,0
2006-07-14,145500.0,135500.0,391.0,243.41,0,0,0
2006-07-18,129000.0,129500.0,474.0,232.63,-100,100,0
2006-07-19,131500.0,130000.0,199.0,233.53,-5,5,0
2006-07-20,130000.0,129500.0,26.0,232.63,0,0,0
2006-07-21,129500.0,130000.0,176.0,233.53,0,0,0
2006-07-24,130000.0,129500.0,106.0,232.63,0,0,0
2006-07-25,132000.0,125500.0,121.0,225.45,0,0,0
2006-07-26,129000.0,127000.0,449.0,228.14,110,-110,0
2006-07-27,130000.0,129500.0,63.0,232.63,0,0,0
2006-07-28,135000.0,128000.0,35.0,229.94,0,0,0
2006-07-31,130500.0,140000.0,2171.0,251.49,0,0,0
2006-08-01,144000.0,138000.0,785.0,247.9,-20,20,0
2006-08-02,131000.0,139500.0,1239.0,250.59,-300,300,0
2006-08-03,135500.0,136500.0,488.0,245.2,-100,100,0
2006-08-04,131500.0,135000.0,710.0,242.51,-371,371,0
2006-08-07,133500.0,129000.0,12.0,231.73,0,0,0
2006-08-08,130000.0,130000.0,146.0,233.53,0,0,0
2006-08-09,125500.0,130000.0,34.0,233.53,0,0,0
2006-08-10,125500.0,127000.0,195.0,228.14,0,0,0
2006-08-11,127000.0,127000.0,679.0,228.14,-340,340,0
2006-08-14,129000.0,126000.0,169.0,226.35,20,-20,0
2006-08-16,127000.0,123500.0,320.0,221.86,200,-200,0
2006-08-17,123000.0,125000.0,443.0,224.55,50,-50,0
2006-08-18,127500.0,125500.0,259.0,225.45,2,-2,0
2006-08-21,127000.0,125500.0,549.0,225.45,-150,150,0
2006-08-22,125500.0,126500.0,1082.0,227.24,-300,300,0
2006-08-23,127500.0,126500.0,435.0,227.24,-99,99,0
2006-08-24,127000.0,126000.0,79.0,226.35,0,0,0
2006-08-25,123000.0,127000.0,161.0,228.14,0,0,0
2006-08-28,125000.0,128000.0,334.0,229.94,-190,190,0
2006-08-29,131500.0,129000.0,615.0,231.73,-150,150,0
2006-08-30,126000.0,129000.0,56.0,231.73,0,0,0
2006-08-31,126500.0,129000.0,32.0,231.73,4,-4,0
2006-09-01,131000.0,126000.0,120.0,226.35,-85,0,0
2006-09-04,125000.0,125500.0,901.0,225.45,-600,0,0
2006-09-05,125000.0,125500.0,1843.0,225.45,-1088,0,0
2006-09-06,130000.0,125000.0,420.0,224.55,70,0,0
2006-09-07,127500.0,125000.0,854.0,224.55,0,0,0
2006-09-08,125000.0,126000.0,244.0,226.35,0,0,0
2006-09-11,129000.0,129000.0,1.0,231.73,0,0,0
2006-09-12,125000.0,125000.0,443.0,224.55,-250,250,0
2006-09-13,129500.0,124000.0,4.0,222.76,0,0,0
2006-09-14,124000.0,125000.0,341.0,224.55,-244,137,0
2006-09-15,125500.0,126000.0,205.0,226.35,-200,200,0
2006-09-18,129500.0,126000.0,328.0,226.35,0,0,0
2006-09-19,128500.0,127000.0,21.0,228.14,0,0,0
2006-09-20,129500.0,124500.0,278.0,223.65,0,0,0
2006-09-21,124500.0,127000.0,1487.0,228.14,-232,130,2
2006-09-22,125000.0,125000.0,500.0,224.55,-30,30,0
2006-09-25,125000.0,124500.0,1142.0,223.65,-504,129,0
2006-09-26,122500.0,122000.0,1150.0,219.16,0,0,0
2006-09-27,121000.0,122000.0,929.0,219.16,-424,7,0
2006-09-28,122000.0,122000.0,337.0,219.16,-218,128,0
2006-09-29,122000.0,124500.0,2005.0,223.65,-1688,1200,0
2006-10-02,128000.0,127500.0,98.0,229.04,0,0,0
2006-10-04,127000.0,127000.0,110.0,228.14,0,0,0
2006-10-09,125000.0,120000.0,133.0,215.57,-29,31,-2
2006-10-10,108500.0,125000.0,3566.0,224.55,-3250,0,0
2006-10-11,125000.0,125000.0,145.0,224.55,0,0,0
2006-10-12,129500.0,122000.0,137.0,219.16,0,0,0
2006-10-13,122000.0,123500.0,832.0,221.86,0,0,0
2006-10-16,123500.0,122500.0,347.0,220.06,0,0,0
2006-10-17,123000.0,122500.0,26.0,220.06,0,0,0
2006-10-18,120000.0,123000.0,422.0,220.96,-190,190,0
2006-10-19,120000.0,124000.0,272.0,222.76,-215,215,0
2006-10-20,122000.0,124500.0,416.0,223.65,300,-300,0
2006-10-23,124000.0,124000.0,10.0,222.76,0,0,0
2006-10-24,124000.0,124000.0,121.0,222.76,0,0,0
2006-10-25,120000.0,124000.0,201.0,222.76,-30,0,0
2006-10-26,123500.0,124000.0,263.0,222.76,-263,0,0
2006-10-27,123500.0,124000.0,137.0,222.76,-107,0,0
2006-10-30,124000.0,124500.0,194.0,223.65,-10,0,0
2006-10-31,125000.0,124000.0,1767.0,222.76,-670,0,0
2006-11-01,127000.0,127000.0,25.0,228.14,0,0,0
2006-11-02,124500.0,125500.0,8.0,225.45,0,0,0
2006-11-03,125000.0,127500.0,107.0,229.04,0,0,0
2006-11-06,128500.0,128500.0,1.0,230.84,0,0,0
2006-11-07,128500.0,128500.0,516.0,230.84,-79,79,0
2006-11-08,128500.0,130000.0,782.0,233.53,0,0,0
2006-11-09,130500.0,132500.0,562.0,238.02,0,0,0
2006-11-10,132500.0,133000.0,391.0,238.92,0,0,0
2006-11-13,135500.0,138000.0,441.0,247.9,0,0,0
2006-11-14,138500.0,137500.0,15.0,247.0,0,0,0
2006-11-15,140000.0,139500.0,975.0,250.59,320,-320,0
2006-11-16,139500.0,138000.0,70.0,247.9,0,0,0
2006-11-17,136000.0,139000.0,197.0,249.69,0,0,0
2006-11-20,135000.0,139000.0,72.0,249.69,0,0,0
2006-11-21,135000.0,139000.0,391.0,249.69,0,0,0
2006-11-22,138000.0,139000.0,52.0,249.69,0,0,0
2006-11-23,133500.0,138000.0,327.0,247.9,-100,100,0
2006-11-24,137000.0,135000.0,375.0,242.51,0,0,0
2006-11-27,138000.0,138000.0,1.0,247.9,0,0,0
2006-11-28,138000.0,137500.0,375.0,247.0,0,0,0
2006-11-29,137500.0,137500.0,111.0,247.0,0,0,0
2006-11-30,132000.0,132500.0,755.0,238.02,0,0,0
2006-12-01,135000.0,133000.0,120.0,238.92,0,0,0
2006-12-04,133000.0,133000.0,101.0,238.92,0,0,0
2006-12-05,133000.0,132500.0,90.0,238.02,0,0,0
2006-12-06,130500.0,133000.0,49.0,238.92,0,0,0
2006-12-07,132500.0,133000.0,11.0,238.92,0,0,0
2006-12-08,130000.0,133000.0,24.0,238.92,0,0,0
2006-12-11,128000.0,132000.0,14.0,237.12,0,0,0
2006-12-12,130000.0,132000.0,10.0,237.12,0,0,0
2006-12-13,131500.0,132000.0,111.0,237.12,0,0,0
2006-12-14,122000.0,122000.0,790.0,219.16,790,0,0
2006-12-15,122000.0,125000.0,1198.0,224.55,30,-30,0
2006-12-18,121000.0,128000.0,335.0,229.94,0,0,0
2006-12-19,128000.0,130000.0,147.0,233.53,0,0,0
2006-12-20,130000.0,130000.0,30.0,233.53,0,0,0
2006-12-21,123000.0,130000.0,37.0,233.53,20,-20,0
2006-12-22,125000.0,128500.0,57.0,230.84,0,0,0
2006-12-26,125000.0,131000.0,67.0,235.33,0,0,0
2006-12-27,130000.0,130000.0,260.0,233.53,0,0,0
2006-12-28,135000.0,136000.0,1102.0,244.31,0,0,0
2007-01-02,137500.0,134000.0,768.0,,0,0,0
2007-01-03,130000.0,134000.0,2118.0,,-546,0,0
2007-01-04,134000.0,136000.0,958.0,,-906,332,0
2007-01-05,136000.0,137000.0,745.0,,-555,4,0
2007-01-08,157000.0,147000.0,2050.0,,-383,-187,0
2007-01-09,147000.0,144000.0,321.0,,-193,0,0
2007-01-10,162000.0,151500.0,36.0,,0,0,0
2007-01-11,153000.0,146000.0,86.0,,0,0,0
2007-01-12,145500.0,146000.0,458.0,,-417,0,0
2007-01-15,146000.0,145500.0,313.0,,-169,0,0
2007-01-16,144000.0,143500.0,261.0,,-162,0,0
2007-01-17,143500.0,145000.0,775.0,,-192,62,0
2007-01-18,143000.0,146000.0,161.0,,-130,0,0
2007-01-19,143000.0,147000.0,81.0,,-78,0,0
2007-01-22,148000.0,147500.0,250.0,,-70,0,70
2007-01-23,143000.0,144000.0,152.0,,-79,0,0
2007-01-24,146000.0,149500.0,423.0,,-393,0,0
2007-01-25,148000.0,145000.0,102.0,,50,-60,0
2007-01-26,147000.0,147500.0,233.0,,-147,0,0
2007-01-29,149000.0,148000.0,1078.0,,-56,-235,0
2007-01-30,148000.0,152000.0,823.0,,121,-776,0
2007-01-31,149000.0,149000.0,50.0,,0,0,0
2007-02-01,149000.0,152000.0,55.0,,0,0,0
2007-02-02,150000.0,150000.0,597.0,,-554,554,0
2007-02-05,151000.0,151000.0,1.0,,0,0,0
2007-02-06,150000.0,150000.0,529.0,,-512,26,0
2007-02-07,150000.0,150000.0,0.0,,0,0,0
2007-02-08,150000.0,149000.0,115.0,,-100,0,100
2007-02-09,149000.0,147000.0,51.0,,-51,0,0
2007-02-12,127000.0,147000.0,592.0,,260,-300,0
2007-02-13,146000.0,149500.0,19.0,,-10,0,0
2007-02-14,136000.0,149500.0,568.0,,-404,250,0
2007-02-15,148000.0,145500.0,200.0,,-158,0,0
2007-02-16,145500.0,148000.0,183.0,,-155,0,0
2007-02-20,150000.0,150000.0,1114.0,,-903,0,0
2007-02-21,152000.0,157000.0,621.0,,-468,0,0
2007-02-22,147000.0,160000.0,615.0,,-292,0,0
2007-02-23,155000.0,159500.0,3.0,,1,-1,0
2007-02-26,145000.0,159500.0,117.0,,-50,50,0
2007-02-27,146500.0,159500.0,89.0,,0,0,0
2007-02-28,152500.0,158000.0,3.0,,0,0,0
2007-03-02,155500.0,149500.0,30.0,,0,0,0
2007-03-05,154000.0,139000.0,45.0,,0,0,0
