Symbol,경방_시가(원),경방_종가(원),경방_거래량(주),경방_PER(IFRS-연결),경방_순매수수량(개인)(주),경방_순매수수량(기관계)(주),경방_순매수수량(외국인계)(주)
2000-01-04,23500,23500,350,10.34,0,0,0
2000-01-05,23500,22900,2380,10.07,0,0,0
2000-01-06,23000,23900,910,10.51,0,0,0
2000-01-07,22900,22800,630,10.03,0,0,0
2000-01-10,22500,22500,0,9.9,0,0,0
2000-01-11,22800,22100,590,9.72,0,0,0
2000-01-12,21800,21800,430,9.59,0,0,0
2000-01-13,22700,22700,50,9.99,0,0,0
2000-01-14,22700,23800,360,10.47,0,0,0
2000-01-17,22500,23500,550,10.34,0,0,0
2000-01-18,22600,22500,360,9.9,0,0,0
2000-01-19,23000,23000,10,10.12,0,0,0
2000-01-20,22500,22500,0,9.9,0,0,0
2000-01-21,22000,22000,100,9.68,0,0,0
2000-01-24,20700,21500,750,9.46,0,0,0
2000-01-25,21500,21500,230,9.46,0,0,0
2000-01-26,22500,21700,260,9.54,0,0,0
2000-01-27,24950,24800,120,10.91,0,0,0
2000-01-28,22400,24300,350,10.69,0,0,0
2000-01-31,24300,24300,10,10.69,0,0,0
2000-02-01,22000,22000,600,9.68,0,0,0
2000-02-02,22600,23000,520,10.12,0,0,0
2000-02-03,23000,22550,260,9.92,0,0,0
2000-02-07,23000,23000,40,10.12,0,0,0
2000-02-08,24000,24000,10,10.56,0,0,0
2000-02-09,23500,23500,0,10.34,0,0,0
2000-02-10,23000,24000,1680,10.56,0,0,0
2000-02-11,25000,23000,320,10.12,0,0,0
2000-02-14,23500,23000,270,10.12,0,0,0
2000-02-15,21800,22900,510,10.07,0,0,0
2000-02-16,21500,22900,310,10.07,0,0,0
2000-02-17,21100,23000,230,10.12,0,0,0
2000-02-18,22100,23000,1710,10.12,0,0,0
2000-02-21,21200,22900,110,10.07,0,0,0
2000-02-22,22000,22000,0,9.68,0,0,0
2000-02-23,22300,22800,390,10.03,0,0,0
2000-02-24,23500,22500,5890,9.9,0,0,0
2000-02-25,22600,25850,10280,11.37,10,-10,0
2000-02-28,25650,25000,2640,11,0,0,0
2000-02-29,25000,24700,420,10.87,0,0,0
2000-03-02,24900,26000,2540,11.44,0,0,0
2000-03-03,25950,25000,480,11,0,0,0
2000-03-06,23500,25750,1430,11.33,0,0,0
2000-03-07,22600,23600,3230,10.38,0,0,0
2000-03-08,23550,24050,500,10.58,0,0,0
2000-03-09,23500,24000,1820,10.56,0,0,0
2000-03-10,23900,24100,1460,10.61,0,0,0
2000-03-13,23800,27700,9520,12.19,0,0,0
2000-03-14,28500,28750,7300,12.65,0,0,0
2000-03-15,27000,29000,2160,12.76,-20,0,0
2000-03-16,29800,28800,1510,12.67,20,0,0
2000-03-17,27500,28800,270,12.67,10,-10,0
2000-03-20,28000,27500,1190,12.1,0,0,0
2000-03-21,26000,26000,1240,11.44,10,-10,0
2000-03-22,23700,29800,870,13.11,10,-10,0
2000-03-23,29000,28700,330,12.63,0,0,0
2000-03-24,29500,28900,330,12.72,0,0,0
2000-03-27,30000,30000,5080,13.2,0,0,0
2000-03-28,25500,29500,1440,12.98,0,0,0
2000-03-29,29500,29100,2430,12.8,0,0,0
2000-03-30,27600,27900,580,12.27,0,0,0
2000-03-31,28950,29500,3260,12.98,0,0,0
2000-04-03,30100,27500,8850,12.1,570,0,0
2000-04-04,28600,25900,5020,11.39,0,0,0
2000-04-06,26500,26450,2500,11.64,0,0,0
2000-04-07,25200,25850,1950,11.37,-300,300,0
2000-04-10,24100,26000,4300,11.44,-1350,-140,1490
2000-04-11,25650,26900,380,11.83,40,0,0
2000-04-12,26700,26700,300,11.75,0,0,0
2000-04-14,27350,26700,4500,11.75,0,0,0
2000-04-17,24700,24900,1310,10.95,0,0,0
2000-04-18,26500,25850,170,11.37,0,0,0
2000-04-19,26400,26400,620,11.61,0,0,0
2000-04-20,26400,24800,790,10.91,0,0,0
2000-04-21,27700,26400,2610,11.61,10,-10,0
2000-04-24,26300,25550,80,11.24,0,0,0
2000-04-25,25550,25500,650,11.22,20,-20,0
2000-04-26,25700,25000,940,11,0,0,0
2000-04-27,24000,25350,430,11.15,0,0,0
2000-04-28,23500,25750,390,11.33,0,0,0
2000-05-02,25900,25900,560,11.39,10,-10,0
2000-05-03,24150,25400,70,11.17,0,0,0
2000-05-04,25500,25000,170,11,0,0,0
2000-05-08,24900,24150,2000,10.62,0,0,0
2000-05-09,24700,24450,820,10.76,160,-160,0
2000-05-10,25000,24900,50,10.95,0,0,0
2000-05-12,23400,24500,2710,10.78,0,0,0
2000-05-15,24000,24300,610,10.69,0,0,0
2000-05-16,24400,23500,700,10.34,0,0,0
2000-05-17,23500,22000,470,9.68,0,0,0
2000-05-18,23000,22000,2710,9.68,0,0,0
2000-05-19,20400,22200,1650,9.77,0,0,0
2000-05-22,22300,22000,1580,9.68,0,0,0
2000-05-23,21500,24300,1360,10.69,0,0,0
2000-05-24,23000,22000,1410,9.68,0,0,0
2000-05-25,23000,24400,580,10.73,0,0,0
2000-05-26,23400,22400,620,9.85,0,0,0
2000-05-29,23500,23000,2010,10.12,20,-20,0
2000-05-30,22300,22650,4210,9.96,10,-10,0
2000-05-31,23650,23400,1020,10.29,10,-10,0
2000-06-01,23000,22500,1120,9.9,0,0,0
2000-06-02,23000,23000,1420,10.12,0,0,0
2000-06-05,22000,23000,2680,10.12,0,0,0
2000-06-07,23050,23000,2200,10.12,0,0,0
2000-06-08,23000,23000,310,10.12,0,0,0
2000-06-09,22250,22300,220,9.81,0,0,0
2000-06-12,22200,22500,670,9.9,-80,80,0
2000-06-13,22900,23450,6900,10.32,-40,40,0
2000-06-14,22700,23900,1760,10.51,160,-160,0
2000-06-15,22700,21900,980,9.64,180,-180,0
2000-06-16,21950,21950,340,9.66,-10,10,0
2000-06-19,21100,22000,1160,9.68,260,-260,0
2000-06-20,22200,22000,1750,9.68,40,-40,0
2000-06-21,22500,21650,520,9.53,0,0,0
2000-06-22,22400,22000,640,9.68,0,0,0
2000-06-23,21050,22000,120,9.68,0,0,0
2000-06-26,22000,22000,500,9.68,0,0,0
2000-06-27,21500,22000,1890,9.68,0,0,0
2000-06-28,22000,22000,1060,9.68,0,0,0
2000-06-29,23000,22750,280,10.01,-120,120,0
2000-06-30,21600,22800,170,10.03,0,0,0
2000-07-03,22800,22800,170,10.03,0,0,0
2000-07-04,22100,22600,1490,9.94,0,0,0
2000-07-05,22000,22450,2990,9.88,0,0,0
2000-07-06,22250,22850,930,10.05,0,0,0
2000-07-07,22800,22800,480,10.03,0,0,0
2000-07-10,22750,22800,380,10.03,0,0,0
2000-07-11,22800,22800,1900,10.03,0,0,0
2000-07-12,22500,23500,5740,10.34,0,0,0
2000-07-13,23500,24000,7010,10.56,0,0,0
2000-07-14,23100,22700,18340,9.99,50,-50,0
2000-07-18,23900,23000,1020,10.12,0,0,0
2000-07-19,24000,22550,300,9.92,10,-10,0
2000-07-20,23800,23300,350,10.25,0,0,0
2000-07-21,23000,23500,1260,10.34,0,0,0
2000-07-24,22700,23000,80,10.12,0,0,0
2000-07-25,21100,22400,310,9.85,0,0,0
2000-07-26,22800,21900,120,9.64,0,0,0
2000-07-27,22800,21550,360,9.48,120,-120,0
2000-07-28,21450,22400,560,9.85,0,0,0
2000-07-31,22800,22000,1400,9.68,0,0,0
2000-08-01,22900,21950,1390,9.66,-150,150,0
2000-08-02,23150,22100,450,9.72,0,0,0
2000-08-03,22000,22550,820,9.92,20,-20,0
2000-08-04,22500,22450,240,9.88,0,0,0
2000-08-07,21700,22900,1820,10.07,10,-10,0
2000-08-08,22850,21750,50,9.57,30,-30,0
2000-08-09,21750,22500,130,9.9,0,0,0
2000-08-10,22100,22500,180,9.9,0,0,0
2000-08-11,21800,22500,870,9.9,-40,40,0
2000-08-14,24550,23100,1070,10.16,0,0,0
2000-08-16,23500,23900,2230,10.51,0,0,0
2000-08-17,23900,26100,22050,11.48,2170,0,0
2000-08-18,26100,25150,21390,11.06,7730,140,0
2000-08-21,25150,23750,8030,10.45,0,0,0
2000-08-22,23750,24500,4090,10.78,0,0,0
2000-08-23,24500,25900,30140,11.39,-290,60,0
2000-08-24,26000,25050,7850,11.02,30,-30,0
2000-08-25,25100,27700,8320,12.19,-170,-30,0
2000-08-28,26600,27500,6470,12.1,0,0,0
2000-08-29,26800,27900,8080,12.27,200,0,0
2000-08-30,27100,27700,6120,12.19,0,0,0
2000-08-31,26900,27000,10020,11.88,-3500,0,0
2000-09-01,27000,27050,3300,11.9,-340,0,0
2000-09-04,27500,26700,2900,11.75,0,0,0
2000-09-05,26200,26900,4880,11.83,-850,1000,0
2000-09-06,26100,26600,3250,11.7,100,0,0
2000-09-07,27200,26350,8410,11.59,-300,0,0
2000-09-08,25600,26000,5310,11.44,1760,0,0
2000-09-14,25300,26700,2230,11.75,-600,0,0
2000-09-15,25400,26500,3920,11.66,-230,0,0
2000-09-18,25500,24000,5510,10.56,440,-460,0
2000-09-19,24900,22800,7370,10.03,1760,1000,0
2000-09-20,23000,23400,4030,10.29,50,0,0
2000-09-21,23400,22500,5490,9.9,-700,0,0
2000-09-22,22200,21350,5300,9.39,-40,0,0
2000-09-25,21000,22500,4790,9.9,0,0,0
2000-09-26,22200,23300,4680,10.25,0,0,0
2000-09-27,22750,23200,2940,10.21,30,0,0
2000-09-28,22700,23100,2270,10.16,0,0,0
2000-09-29,22550,23100,1410,10.16,420,0,0
2000-10-02,22850,25000,6470,11,-400,0,0
2000-10-04,24500,25100,6210,11.04,-2670,0,0
2000-10-05,24600,25000,5130,11,-1480,0,0
2000-10-06,24500,25000,2340,11,-380,80,0
2000-10-09,24300,24800,1960,10.91,0,0,0
2000-10-10,24300,25500,11870,11.22,4120,0,0
2000-10-11,25500,25000,4600,11,80,-80,0
2000-10-12,24800,23800,1300,10.47,100,0,0
2000-10-13,23400,23200,1500,10.21,0,0,0
2000-10-16,22500,24500,2240,10.78,0,0,0
2000-10-17,24100,23700,2820,10.43,0,0,0
2000-10-18,23400,24000,1760,10.56,490,0,0
2000-10-19,24000,24500,1150,10.78,-10,0,10
2000-10-20,25200,25000,1860,11,10,0,-10
2000-10-23,25000,24400,2310,10.73,0,0,0
2000-10-24,24400,25350,2690,11.15,190,0,0
2000-10-25,24900,24500,1400,10.78,0,0,0
2000-10-26,24500,24500,1450,10.78,0,0,0
2000-10-27,24500,24200,2820,10.65,90,0,0
2000-10-30,24200,23950,830,10.54,-600,0,0
2000-10-31,23500,23950,2260,10.54,370,0,0
2000-11-01,23750,23800,2210,10.47,-40,-10,0
2000-11-02,23500,23800,890,10.47,-60,-10,0
2000-11-03,23800,23700,550,10.43,0,0,0
2000-11-06,23100,23900,1610,10.51,130,0,0
2000-11-07,24100,23850,1680,10.49,0,0,0
2000-11-08,23500,23900,200,10.51,0,0,0
2000-11-09,24000,24000,3980,10.56,-100,0,0
2000-11-10,24000,24000,2170,10.56,0,0,0
2000-11-13,24400,23800,1920,10.47,0,0,0
2000-11-14,24000,24400,1950,10.73,0,0,0
2000-11-15,24400,23900,5070,10.51,1000,-1000,0
2000-11-16,24000,23600,1850,10.38,0,0,0
2000-11-17,23300,24000,1060,10.56,0,0,0
2000-11-20,23500,23300,1070,10.25,0,0,0
2000-11-21,21200,23400,3000,10.29,0,0,0
2000-11-22,23400,24900,6800,10.95,100,0,0
2000-11-23,25450,25000,24710,11,4800,-520,0
2000-11-24,25000,24700,5850,10.87,-500,500,0
2000-11-27,24500,25000,6590,11,-100,100,0
2000-11-28,25100,25300,6070,11.13,0,0,0
2000-11-29,26200,25000,4580,11,600,-600,0
2000-11-30,24600,25000,3100,11,0,0,0
2000-12-01,24700,25500,4910,11.22,10,-10,0
2000-12-04,25700,25000,6040,11,0,0,0
2000-12-05,24950,24850,5220,10.93,0,0,0
2000-12-06,25000,24750,4320,10.89,0,0,0
2000-12-07,24850,25150,2620,11.06,0,0,0
2000-12-08,25150,25700,5480,11.31,20,0,0
2000-12-11,26050,25000,2160,11,0,0,0
2000-12-12,25000,25500,1590,11.22,-10,0,0
2000-12-13,25000,25050,2400,11.02,-100,0,0
2000-12-14,25100,25000,3460,11,50,0,0
2000-12-15,24450,24800,1540,10.91,0,0,0
2000-12-18,24050,25300,2770,11.13,30,0,0
2000-12-19,24800,24700,2150,10.87,40,-10,0
2000-12-20,25000,24200,5570,10.65,0,0,0
2000-12-21,23700,23700,1800,10.43,-10,0,0
2000-12-22,23000,24000,2550,10.56,-10,-10,0
2000-12-26,24000,24700,1680,10.87,30,0,0
2001-01-02,24000,24700,1520,37.43,0,0,0
2001-01-03,24200,24500,580,37.12,-20,0,0
2001-01-04,24800,25400,5750,38.48,20,0,0
2001-01-05,24600,24500,2470,37.12,-60,0,0
2001-01-08,24100,27000,9710,40.92,60,0,0
2001-01-09,26800,26500,3050,40.16,-50,0,0
2001-01-10,26500,24800,2610,37.58,-50,0,0
2001-01-11,25000,28500,15080,43.19,100,0,0
2001-01-12,32750,28550,30940,43.25,-210,210,0
2001-01-15,29000,28100,11800,42.58,110,-110,0
2001-01-16,28950,27200,7850,41.21,260,-260,0
2001-01-17,27600,26500,5550,40.16,0,0,0
2001-01-18,26500,28000,5730,42.43,0,0,0
2001-01-19,28000,27450,5630,41.59,-130,130,0
2001-01-22,28000,26600,7020,40.31,-50,0,0
2001-01-26,27000,26200,3990,39.7,10,-10,0
2001-01-29,26300,26500,2720,40.16,0,0,0
2001-01-30,26900,26400,4310,40,-20,0,0
2001-01-31,26850,26100,2500,39.55,360,-340,0
2001-02-01,26600,26150,4520,39.62,0,0,0
2001-02-02,26600,26300,1920,39.85,0,0,0
2001-02-05,26300,25650,2460,38.86,0,0,0
2001-02-06,25700,25850,1260,39.18,0,0,0
2001-02-07,25100,25400,2210,38.48,-300,0,0
2001-02-08,25050,26600,3700,40.31,0,0,0
2001-02-09,26600,27700,10400,41.97,0,0,0
2001-02-12,27900,27200,2140,41.21,230,-80,0
2001-02-13,26600,26300,1190,39.85,100,-100,0
2001-02-14,26100,26750,1950,40.54,30,-30,0
2001-02-15,26550,26750,2360,40.54,10,-10,0
2001-02-16,26800,26600,1240,40.31,10,-10,0
2001-02-19,26200,26750,1570,40.54,0,0,0
2001-02-20,26200,27250,5140,41.3,-1740,-10,0
2001-02-21,27250,26950,1160,40.84,0,0,0
2001-02-22,26950,27500,2420,41.68,-1600,0,0
2001-02-23,27100,26800,1110,40.61,0,0,0
2001-02-26,27000,27150,3090,41.13,0,0,0
2001-02-27,27000,26200,2680,39.7,-50,50,0
2001-02-28,26400,26200,620,39.7,10,-10,0
2001-03-02,26150,25950,2650,39.32,-150,0,0
2001-03-05,25500,26100,730,39.55,10,-10,0
2001-03-06,25750,26100,2230,39.55,0,0,0
2001-03-07,25650,25300,2220,38.34,10,-10,0
2001-03-08,25400,26000,4050,39.39,0,0,0
2001-03-09,26500,26000,1350,39.39,0,0,0
2001-03-12,25900,25450,2110,38.57,0,0,0
2001-03-13,25200,25000,3390,37.87,0,0,0
2001-03-14,25100,24650,1200,37.35,0,0,0
2001-03-15,24450,24800,1660,37.58,0,0,0
2001-03-16,24700,24550,560,37.2,0,0,0
2001-03-19,24550,24200,3070,36.68,20,-20,0
2001-03-20,23900,23900,4340,36.21,10,-10,0
2001-03-21,23800,24050,2440,36.44,-310,100,0
2001-03-22,23500,23500,1860,35.6,-200,-10,0
2001-03-23,23800,23300,1730,35.31,0,0,0
2001-03-26,23500,23500,2020,35.6,-100,120,0
2001-03-27,23600,23900,1290,36.21,-10,10,0
2001-03-28,23800,22500,6270,34.09,-290,-110,0
2001-03-29,22800,22300,1780,33.8,110,-110,0
2001-03-30,22450,22200,2390,33.65,10,-10,0
2001-04-02,25500,25500,4810,38.63,0,0,0
2001-04-03,25500,23350,30210,35.37,0,0,0
2001-04-04,23950,22300,6630,33.8,0,0,0
2001-04-06,22000,21850,9470,33.1,0,0,0
2001-04-09,21550,21500,1790,32.58,0,0,0
2001-04-10,22100,24700,14190,37.43,0,0,0
2001-04-11,25500,24000,12300,36.36,0,0,0
2001-04-12,23450,22700,3810,34.41,0,0,0
2001-04-13,23450,24400,5900,36.97,-10,10,0
2001-04-16,23400,23650,2610,35.83,0,0,0
2001-04-17,24800,24200,1830,36.68,0,0,0
2001-04-18,24500,24050,2750,36.44,-600,600,0
2001-04-19,24300,25000,11720,37.87,30,-30,0
2001-04-20,25450,25200,3780,38.19,0,0,0
2001-04-23,25900,24850,3020,37.66,0,0,0
2001-04-24,24050,24100,1600,36.53,0,0,0
2001-04-25,23900,23900,2330,36.21,0,0,0
2001-04-26,24850,24200,2270,36.68,0,0,0
2001-04-27,24000,24000,1020,36.36,0,0,0
2001-04-30,24700,23850,2690,36.13,0,0,0
2001-05-02,24000,23800,3070,36.07,600,-600,0
2001-05-03,23900,23600,2120,35.75,0,0,0
2001-05-04,23500,24000,2850,36.36,0,0,0
2001-05-07,24000,25500,8040,38.63,0,0,0
2001-05-08,25000,25400,2070,38.48,-20,0,20
2001-05-09,25000,25000,1010,37.87,0,0,0
2001-05-10,24300,24650,1870,37.35,-70,0,70
2001-05-11,24500,25200,2130,38.19,0,0,0
2001-05-14,25000,25300,830,38.34,0,0,0
2001-05-15,25800,24850,420,37.66,90,0,-90
2001-05-16,25450,24450,2140,37.05,0,0,0
2001-05-17,24450,25300,2400,38.34,-200,0,0
2001-05-18,24800,24300,1000,36.82,0,0,0
2001-05-21,24400,24700,3610,37.43,0,0,0
2001-05-22,24500,24350,1120,36.91,0,0,0
2001-05-23,24450,24600,3780,37.28,0,0,0
2001-05-24,24800,24300,2720,36.82,0,0,0
2001-05-25,24750,24350,2710,36.91,0,0,0
2001-05-28,25300.0,24350.0,1180.0,36.91,0,0,0
2001-05-29,24350.0,24450.0,1620.0,37.05,0,0,0
2001-05-30,24450.0,24400.0,880.0,36.97,-250,0,0
2001-05-31,24400.0,25200.0,3640.0,38.19,90,0,0
2001-06-01,25500.0,25200.0,8830.0,38.19,100,0,0
2001-06-04,25200.0,25200.0,3470.0,38.19,-100,0,0
2001-06-05,26400.0,25100.0,3090.0,38.04,0,0,0
2001-06-07,24700.0,25000.0,2580.0,37.87,-400,0,0
2001-06-08,24700.0,24950.0,2210.0,37.81,-220,0,0
2001-06-11,24800.0,24850.0,2360.0,37.66,-70,0,0
2001-06-12,24850.0,25000.0,2020.0,37.87,-720,0,0
2001-06-13,24800.0,25000.0,2100.0,37.87,-600,0,0
2001-06-14,25000.0,25000.0,3880.0,37.87,-100,0,0
2001-06-15,24550.0,24900.0,1510.0,37.73,-100,0,0
2001-06-18,24800.0,25050.0,2470.0,37.96,0,0,0
2001-06-19,25100.0,25650.0,6320.0,38.86,0,0,0
2001-06-20,25600.0,26000.0,8190.0,39.39,0,0,0
2001-06-21,25950.0,26300.0,5760.0,39.85,0,0,0
2001-06-22,26500.0,25900.0,4820.0,39.24,0,0,0
2001-06-25,26200.0,26550.0,10720.0,40.23,0,0,0
2001-06-26,26950.0,25900.0,7030.0,39.24,0,0,0
2001-06-27,25550.0,25000.0,3720.0,37.87,0,0,0
2001-06-28,25000.0,24600.0,1890.0,37.28,-100,0,0
2001-06-29,24600.0,24600.0,2840.0,37.28,-200,0,0
2001-07-02,24800.0,24300.0,2290.0,36.82,50,-50,0
2001-07-03,24150.0,24350.0,1350.0,36.91,-100,0,0
2001-07-04,24350.0,24200.0,690.0,36.68,0,0,0
2001-07-05,24750.0,24200.0,810.0,36.68,0,0,0
2001-07-06,24100.0,24200.0,2060.0,36.68,-800,0,0
2001-07-09,24000.0,23100.0,2410.0,34.99,-800,0,0
2001-07-10,23250.0,24000.0,610.0,36.36,0,0,0
2001-07-11,22650.0,23400.0,510.0,35.46,0,0,0
2001-07-12,23500.0,24150.0,380.0,36.59,0,0,0
2001-07-13,23700.0,23500.0,360.0,35.6,0,0,0
2001-07-16,23000.0,24050.0,280.0,36.44,0,0,0
2001-07-18,24000.0,23500.0,770.0,35.6,0,0,0
2001-07-19,23500.0,23200.0,570.0,35.16,0,0,0
2001-07-20,23500.0,23450.0,660.0,35.54,0,0,0
2001-07-23,22900.0,22050.0,530.0,33.42,0,0,0
2001-07-24,22050.0,22600.0,1190.0,34.24,140,-140,0
2001-07-25,22000.0,22150.0,600.0,33.56,-200,0,0
2001-07-26,25400.0,23200.0,1120.0,35.16,0,0,0
2001-07-27,22700.0,22700.0,310.0,34.41,0,0,0
2001-07-30,22600.0,22700.0,850.0,34.41,-200,0,0
2001-07-31,22700.0,22700.0,260.0,34.41,0,0,0
2001-08-01,23200.0,23200.0,160.0,35.16,0,0,0
2001-08-02,22900.0,23300.0,130.0,35.31,0,0,0
2001-08-03,22750.0,23700.0,800.0,35.92,0,0,0
2001-08-06,24000.0,23400.0,1410.0,35.46,0,0,0
2001-08-07,23750.0,23550.0,920.0,35.69,0,0,0
2001-08-08,23200.0,23800.0,1330.0,36.07,0,0,0
2001-08-09,23000.0,23400.0,1940.0,35.46,0,0,0
2001-08-10,22750.0,23800.0,280.0,36.07,0,0,0
2001-08-13,23300.0,23700.0,680.0,35.92,0,0,0
2001-08-14,23250.0,23250.0,1230.0,35.22,0,0,0
2001-08-16,22550.0,23000.0,1950.0,34.85,0,0,0
2001-08-17,22800.0,23000.0,910.0,34.85,0,0,0
2001-08-20,23100.0,22900.0,220.0,34.7,0,0,0
2001-08-21,23400.0,22900.0,2110.0,34.7,0,0,0
2001-08-22,23400.0,22600.0,650.0,34.24,0,0,0
2001-08-23,22300.0,22600.0,1260.0,34.24,0,0,0
2001-08-24,22150.0,22500.0,760.0,34.09,-10,0,0
2001-08-27,22600.0,22500.0,690.0,34.09,-340,0,0
2001-08-28,22900.0,23300.0,320.0,35.31,0,0,0
2001-08-29,23000.0,22500.0,1490.0,34.09,-900,0,0
2001-08-30,22500.0,22600.0,1290.0,34.24,-520,0,0
2001-08-31,22200.0,22100.0,2430.0,33.48,-1560,0,0
2001-09-03,22300.0,22000.0,430.0,33.33,-320,0,0
2001-09-04,21800.0,21800.0,60.0,33.04,0,0,0
2001-09-05,21800.0,22100.0,740.0,33.48,0,0,0
2001-09-06,23000.0,23000.0,300.0,34.85,0,0,0
2001-09-07,22800.0,23200.0,4520.0,35.16,310,10,0
2001-09-10,24000.0,23900.0,3850.0,36.21,10,-10,0
2001-09-11,24500.0,23100.0,4010.0,34.99,0,0,0
2001-09-12,20100.0,19650.0,2330.0,29.78,0,0,0
2001-09-13,20700.0,20900.0,2450.0,31.67,-200,0,0
2001-09-14,20200.0,19800.0,680.0,29.99,-50,0,0
2001-09-17,20800.0,19950.0,560.0,30.22,-250,0,0
2001-09-18,19200.0,20650.0,1290.0,31.29,-480,0,0
2001-09-19,20050.0,20650.0,790.0,31.29,0,0,0
2001-09-20,20000.0,20500.0,190.0,31.06,-120,0,0
2001-09-21,19500.0,19950.0,170.0,30.22,0,0,0
2001-09-24,20000.0,19700.0,160.0,29.84,0,0,0
2001-09-25,19750.0,19800.0,160.0,29.99,0,0,0
2001-09-26,19950.0,19550.0,290.0,29.61,-90,0,0
2001-09-27,19550.0,19700.0,230.0,29.84,-60,0,0
2001-09-28,19700.0,20000.0,850.0,30.31,0,0,0
2001-10-04,20000.0,20150.0,180.0,30.54,0,0,0
2001-10-05,20300.0,20250.0,740.0,30.69,0,0,0
2001-10-08,20000.0,20200.0,930.0,30.6,0,0,0
2001-10-09,20100.0,20350.0,990.0,30.83,0,0,0
2001-10-10,20400.0,20950.0,1650.0,31.74,-40,40,0
2001-10-11,20550.0,21400.0,550.0,32.43,0,0,0
2001-10-12,21400.0,20300.0,2850.0,30.77,0,0,0
2001-10-15,20850.0,21000.0,660.0,31.82,0,0,0
2001-10-16,21200.0,21000.0,760.0,31.82,-660,0,0
2001-10-17,21000.0,20750.0,1530.0,31.44,650,0,0
2001-10-18,20350.0,20850.0,40.0,31.59,10,0,0
2001-10-19,21000.0,20900.0,770.0,31.67,-100,0,100
2001-10-22,20600.0,21000.0,1720.0,31.82,20,-20,0
2001-10-23,21200.0,21000.0,1090.0,31.82,0,0,0
2001-10-24,21000.0,21000.0,1120.0,31.82,-70,0,70
2001-10-25,21300.0,21200.0,830.0,32.11,-20,0,20
2001-10-26,20800.0,20950.0,260.0,31.74,0,0,0
2001-10-29,20900.0,21500.0,1650.0,32.58,10,-10,0
2001-10-30,21450.0,21000.0,540.0,31.82,0,0,0
2001-10-31,20850.0,21500.0,1140.0,32.58,-600,0,0
2001-11-01,21700.0,21200.0,530.0,32.11,0,0,0
2001-11-02,21500.0,21500.0,200.0,32.58,0,0,0
2001-11-05,21400.0,22000.0,640.0,33.33,-200,200,0
2001-11-06,22350.0,22000.0,460.0,33.33,-20,20,0
2001-11-07,22000.0,22350.0,1820.0,33.86,-10,10,0
2001-11-08,22300.0,21700.0,180.0,32.87,0,0,0
2001-11-09,21250.0,21600.0,670.0,32.72,-40,40,0
2001-11-12,21350.0,21150.0,830.0,32.05,0,0,0
2001-11-13,21250.0,21250.0,1020.0,32.2,270,-270,0
2001-11-14,21350.0,22000.0,2240.0,33.33,130,0,0
2001-11-15,21600.0,21600.0,320.0,32.72,0,0,0
2001-11-16,21600.0,21600.0,980.0,32.72,0,0,0
2001-11-19,21200.0,21400.0,1280.0,32.43,-350,0,0
2001-11-20,21450.0,21650.0,1400.0,32.81,10,-10,0
2001-11-21,21500.0,21850.0,560.0,33.1,0,0,0
2001-11-22,22000.0,22650.0,2180.0,34.32,-1020,0,0
2001-11-23,21700.0,21950.0,120.0,33.27,0,0,0
2001-11-26,21800.0,22400.0,2790.0,33.94,-540,0,0
2001-11-27,22500.0,21800.0,490.0,33.04,0,0,0
2001-11-28,21800.0,21450.0,2490.0,32.49,-970,0,0
2001-11-29,21100.0,21800.0,840.0,33.04,100,0,0
2001-11-30,21600.0,22300.0,380.0,33.8,-80,0,0
2001-12-03,22300.0,21700.0,1430.0,32.87,0,0,0
2001-12-04,21600.0,21600.0,1630.0,32.72,10,-10,0
2001-12-05,21650.0,22250.0,1920.0,33.71,-310,0,-190
2001-12-06,22000.0,21900.0,1260.0,33.19,0,0,0
2001-12-07,22250.0,22000.0,370.0,33.33,0,0,0
2001-12-10,21800.0,22600.0,1020.0,34.24,-500,0,0
2001-12-11,22100.0,22000.0,610.0,33.33,20,-20,0
2001-12-12,22000.0,22000.0,1240.0,33.33,-880,-10,0
2001-12-13,22000.0,22000.0,1820.0,33.33,0,0,0
2001-12-14,22350.0,22350.0,450.0,33.86,0,0,0
2001-12-17,22600.0,22000.0,990.0,33.33,0,0,0
2001-12-18,22000.0,21900.0,620.0,33.19,0,0,0
2001-12-19,21700.0,21600.0,1770.0,32.72,0,0,0
2001-12-20,21700.0,21950.0,33080.0,33.27,8250,0,0
2001-12-21,22500.0,22800.0,1600.0,34.55,0,0,0
2001-12-24,23050.0,22450.0,1550.0,34.03,0,0,0
2001-12-26,22300.0,22100.0,460.0,33.48,0,0,0
2001-12-27,21500.0,21750.0,55540.0,32.96,54620,0,0
2001-12-28,21700.0,22400.0,540.0,33.94,10,-10,0
2002-01-02,22000.0,22300.0,280.0,,-20,0,0
2002-01-03,22000.0,22200.0,2050.0,,1000,0,0
2002-01-04,21800.0,22700.0,1230.0,,-380,0,370
2002-01-07,22500.0,22250.0,941.0,,-79,-1,580
2002-01-08,22300.0,23400.0,6830.0,,-410,-40,750
2002-01-09,23400.0,23600.0,1870.0,,-370,0,370
2002-01-10,23900.0,23500.0,7430.0,,-40,120,470
2002-01-11,23100.0,23000.0,2440.0,,-730,-120,990
2002-01-14,22900.0,24000.0,2840.0,,410,0,410
2002-01-15,24000.0,24700.0,5350.0,,620,10,190
2002-01-16,24700.0,24500.0,2471.0,,40,100,160
2002-01-17,24500.0,24500.0,2060.0,,-50,50,0
