Symbol,에스원_시가(원),에스원_종가(원),에스원_거래량(주),에스원_PER(IFRS-연결),에스원_순매수수량(개인)(주),에스원_순매수수량(기관계)(주),에스원_순매수수량(외국인계)(주)
2001-10-24,15600.0,15700.0,94490.0,31.94,1740,-7770,4030
2001-10-25,15600.0,15600.0,96390.0,31.74,1250,-15020,15110
2001-10-26,15700.0,15950.0,182530.0,32.45,-6700,-32110,38730
2001-10-29,15900.0,15950.0,97970.0,32.45,-1630,2080,-9370
2001-10-30,15900.0,15900.0,178950.0,32.35,800,-29380,28500
2001-10-31,15900.0,16300.0,199960.0,33.16,-13590,-20400,28160
2001-11-01,16450.0,16300.0,281020.0,33.16,-73840,-2400,88370
2001-11-02,16400.0,17900.0,900090.0,36.42,-248210,-106200,360840
2001-11-05,18300.0,17900.0,342580.0,36.42,-101400,-58070,162760
2001-11-06,17700.0,16000.0,349090.0,32.55,90350,21740,-115990
2001-11-07,17400.0,16850.0,306440.0,34.28,-7660,-7990,12440
2001-11-08,16850.0,16800.0,144730.0,34.18,-18300,-19910,33580
2001-11-09,16500.0,16800.0,120920.0,34.18,80,-29370,54060
2001-11-12,17050.0,16800.0,182080.0,34.18,26180,-17670,12390
2001-11-13,17000.0,16900.0,221980.0,34.38,54280,-23180,-36360
2001-11-14,16900.0,17350.0,255760.0,35.3,-4650,-17210,39860
2001-11-15,17550.0,16850.0,185520.0,34.28,-16220,28670,-15310
2001-11-16,16650.0,16850.0,245280.0,34.28,9880,77420,-69080
2001-11-19,16800.0,17050.0,167730.0,34.69,-45270,22920,2390
2001-11-20,16950.0,17100.0,123450.0,34.79,-42140,23940,15650
2001-11-21,17200.0,17350.0,149610.0,35.3,-17730,16990,3100
2001-11-22,17200.0,16850.0,174190.0,34.28,105800,14670,-122740
2001-11-23,16800.0,17000.0,197630.0,34.59,57210,13450,-73820
2001-11-26,17000.0,16850.0,509240.0,34.28,180600,-1550,-180420
2001-11-27,17000.0,16800.0,584400.0,34.18,81220,86910,-172510
2001-11-28,16700.0,16700.0,304400.0,33.98,-24880,38960,-15710
2001-11-29,16700.0,16300.0,201740.0,33.16,25110,32840,-57520
2001-11-30,16400.0,17700.0,401100.0,36.01,-145050,18850,124260
2001-12-03,17800.0,17500.0,272610.0,35.6,44430,67550,-113250
2001-12-04,17650.0,17600.0,539060.0,35.81,124910,80380,-239220
2001-12-05,17600.0,18150.0,342300.0,36.93,-124170,68750,30660
2001-12-06,18500.0,18700.0,374230.0,38.04,-142930,10670,126310
2001-12-07,18700.0,18300.0,151740.0,37.23,-54600,40180,9090
2001-12-10,18400.0,17700.0,139140.0,36.01,-22590,-37320,60790
2001-12-11,17550.0,17800.0,63750.0,36.21,-9360,13690,-3950
2001-12-12,17900.0,17600.0,105790.0,35.81,2300,6400,-12390
2001-12-13,17800.0,17050.0,271910.0,34.69,118850,-70350,-36780
2001-12-14,17050.0,17000.0,131280.0,34.59,-9010,-20830,31990
2001-12-17,17300.0,17800.0,367090.0,36.21,-96700,26470,77250
2001-12-18,17900.0,17000.0,118680.0,34.59,-41910,36750,4900
2001-12-19,17350.0,16450.0,174970.0,33.47,55950,15010,-71260
2001-12-20,16150.0,16850.0,145170.0,34.28,25860,-42060,14930
2001-12-21,16600.0,16600.0,107330.0,33.77,10890,-36990,28180
2001-12-24,16500.0,16600.0,69100.0,33.77,4190,590,-5120
2001-12-26,16300.0,17000.0,107070.0,34.59,-36780,3510,32180
2001-12-27,16500.0,16800.0,121580.0,34.18,24050,-24540,900
2001-12-28,17200.0,17700.0,163310.0,36.01,-61720,6400,53130
2002-01-02,17700.0,17800.0,236372.0,27.51,-67218,12308,57610
2002-01-03,17700.0,18700.0,351940.0,28.9,-37138,-7342,39100
2002-01-04,18700.0,18400.0,198776.0,28.44,-39057,28950,3997
2002-01-07,18500.0,19200.0,215914.0,29.68,-65310,-9260,71930
2002-01-08,19500.0,19600.0,357590.0,30.29,-71500,-23630,98680
2002-01-09,19800.0,19350.0,145346.0,29.91,-6540,-24899,36209
2002-01-10,19400.0,17800.0,324480.0,27.51,108920,-16150,-84500
2002-01-11,18100.0,18000.0,131184.0,27.82,11040,-10900,-860
2002-01-14,18200.0,18200.0,71050.0,28.13,-14877,17480,-2773
2002-01-15,18200.0,18000.0,125612.0,27.82,31620,-36250,8770
2002-01-16,17600.0,17550.0,70870.0,27.13,13850,3290,-17220
2002-01-17,17300.0,17550.0,73325.0,27.13,-31675,29705,1410
2002-01-18,19300.0,18350.0,108108.0,28.36,4060,-14490,11740
2002-01-21,18050.0,18400.0,119421.0,28.44,-6264,17834,-4600
2002-01-22,18650.0,19000.0,215823.0,29.37,-18351,27161,-8820
2002-01-23,18900.0,19000.0,149630.0,29.37,-21240,2950,17630
2002-01-24,19300.0,19100.0,390630.0,29.52,28040,-21570,-6780
2002-01-25,18800.0,18600.0,226356.0,28.75,7171,23349,-27440
2002-01-28,18750.0,18900.0,211098.0,29.21,32470,10,-32690
2002-01-29,19000.0,19000.0,154100.0,29.37,28850,18590,-47340
2002-01-30,18500.0,18900.0,218950.0,29.21,-18780,19020,60
2002-01-31,19050.0,18750.0,118990.0,28.98,11470,-9980,820
2002-02-01,18750.0,18650.0,136760.0,28.83,1600,9400,-10000
2002-02-04,18650.0,17500.0,169160.0,27.05,83820,11130,-94200
2002-02-05,17500.0,18000.0,146504.0,27.82,-14970,29860,-12560
2002-02-06,18050.0,17900.0,127710.0,27.67,-14820,53220,-54020
2002-02-07,17600.0,17050.0,159565.0,26.35,49820,8240,-71970
2002-02-08,17000.0,17350.0,153020.0,26.82,-26870,-9950,37890
2002-02-14,17550.0,18400.0,193240.0,28.44,-37340,22430,17020
2002-02-15,18000.0,17950.0,119295.0,27.74,26860,5140,-32000
2002-02-18,18000.0,17400.0,166710.0,26.89,61490,-6950,-54340
2002-02-19,17750.0,17450.0,139876.0,26.97,37630,-27010,-480
2002-02-20,17300.0,17700.0,160960.0,27.36,-17000,16880,8750
2002-02-21,18000.0,18450.0,343832.0,28.52,71770,-2290,-65380
2002-02-22,18600.0,18500.0,326500.0,28.59,-63610,37110,26100
2002-02-25,18400.0,18350.0,212479.0,28.36,-22467,43217,-21650
2002-02-26,18250.0,18550.0,223081.0,28.67,-29359,74369,-46450
2002-02-27,18350.0,18500.0,225132.0,28.59,-2110,66310,-75720
2002-02-28,18500.0,19050.0,324500.0,29.44,22660,7810,-30670
2002-03-04,19750.0,19100.0,384720.0,29.52,26120,73760,-96250
2002-03-05,19400.0,19750.0,867829.0,30.53,129290,-75590,-240120
2002-03-06,20050.0,21000.0,713777.0,32.46,-25950,1650,-68010
2002-03-07,21050.0,20800.0,312240.0,32.15,-85540,7430,35990
2002-03-08,20900.0,19950.0,413430.0,30.84,-54170,60730,-57720
2002-03-11,20000.0,20200.0,316869.0,31.22,-61390,34920,29360
2002-03-12,20400.0,20750.0,271810.0,32.07,-45510,47550,-13710
2002-03-13,20750.0,21000.0,354630.0,32.46,30080,20560,-77640
2002-03-14,21200.0,21600.0,336440.0,33.39,-110690,-18910,23470
2002-03-15,21600.0,22450.0,348617.0,34.7,-104770,-43500,40920
2002-03-18,22500.0,22900.0,298964.0,35.4,-89980,-39190,12530
2002-03-19,23000.0,22950.0,330630.0,35.47,-88650,-41950,57010
2002-03-20,22750.0,22750.0,184630.0,35.16,-69250,-15750,24940
2002-03-21,22750.0,22150.0,165520.0,34.24,-38760,32080,-18450
2002-03-22,22200.0,21300.0,360625.0,32.92,115870,16560,-146360
2002-03-25,21300.0,20800.0,176641.0,32.15,52198,-16028,-19560
2002-03-26,20950.0,21300.0,145100.0,32.92,-45628,11198,5460
2002-03-27,21350.0,21850.0,200469.0,33.77,-67003,2183,6220
2002-03-28,22100.0,22150.0,158410.0,34.24,-30690,-21810,-1930
2002-03-29,22250.0,21950.0,98500.0,33.93,-31140,19900,200
2002-04-01,21950.0,20250.0,140605.0,31.3,5210,-28910,-40
2002-04-02,21000.0,22400.0,335237.0,34.62,-82480,86900,-1710
2002-04-03,22800.0,22000.0,573180.0,34.0,131450,-8630,-168540
2002-04-04,22700.0,23000.0,293753.0,35.55,-20200,17950,-8150
2002-04-08,24000.0,22800.0,425300.0,35.24,73350,17200,-90150
2002-04-09,23400.0,22500.0,161723.0,34.78,22230,16470,-37700
2002-04-10,22500.0,22200.0,205813.0,34.31,-39240,20,6740
2002-04-11,22500.0,21900.0,214564.0,33.85,23730,-5150,-17780
2002-04-12,21900.0,22250.0,150780.0,34.39,-16710,-14770,6940
2002-04-15,22600.0,22500.0,212104.0,34.78,42364,-11590,-52764
2002-04-16,22800.0,23100.0,436981.0,35.7,25509,71621,-115120
2002-04-17,23400.0,23300.0,373940.0,36.01,57310,-16230,-46560
2002-04-18,23500.0,23000.0,194685.0,35.55,-28900,4750,13950
2002-04-19,22800.0,23300.0,144026.0,36.01,-10280,-12730,22190
2002-04-22,23300.0,23950.0,327510.0,37.02,-510,-38920,30450
2002-04-23,23950.0,23600.0,151240.0,36.48,-2020,-12930,14330
2002-04-24,23900.0,24400.0,222310.0,37.71,-47070,490,42970
2002-04-25,24400.0,22900.0,157300.0,35.4,-40580,10700,-1290
2002-04-26,23000.0,22500.0,125560.0,34.78,-41970,15520,-3650
2002-04-29,22500.0,21400.0,159050.0,33.08,-3480,8690,-36320
2002-04-30,21550.0,21850.0,108260.0,33.77,10380,-3300,-11560
2002-05-02,22000.0,22300.0,105361.0,34.47,5730,3260,-8540
2002-05-03,22450.0,22000.0,77190.0,34.0,-1130,-9490,11690
2002-05-06,21800.0,21500.0,84480.0,33.23,3740,-26340,22640
2002-05-07,21500.0,21750.0,60239.0,33.62,-25020,20120,0
2002-05-08,21950.0,22100.0,93376.0,34.16,-20730,15130,5520
2002-05-09,22450.0,21600.0,171310.0,33.39,980,500,-1750
2002-05-10,21500.0,21400.0,97770.0,33.08,-9770,2910,7470
2002-05-13,21200.0,21700.0,36590.0,33.54,-4090,4170,0
2002-05-14,22000.0,22300.0,124371.0,34.47,-64060,11450,-11960
2002-05-15,22300.0,22800.0,138463.0,35.24,-59530,17330,41800
2002-05-16,22800.0,23100.0,90850.0,35.7,-32640,-9420,41260
2002-05-17,23350.0,23500.0,127815.0,36.32,-50240,7190,35420
2002-05-20,23500.0,23050.0,72970.0,35.63,14320,-37940,25670
2002-05-21,23500.0,23050.0,114290.0,35.63,-38340,1140,33880
2002-05-22,23200.0,23900.0,415130.0,36.94,-47157,1000,16647
2002-05-23,24150.0,24000.0,163887.0,37.1,-55150,-26660,55240
2002-05-24,24500.0,25500.0,466360.0,39.41,-147550,41000,104720
2002-05-27,25500.0,23950.0,161707.0,37.02,4500,1990,-37640
2002-05-28,24500.0,24500.0,111940.0,37.87,-14380,28730,-8150
2002-05-29,24500.0,23300.0,202870.0,36.01,4808,-27890,-4278
2002-05-30,23050.0,23500.0,72930.0,36.32,-24340,1480,23660
2002-05-31,23000.0,22400.0,86530.0,34.62,5720,-6080,270
2002-06-03,23000.0,21700.0,88450.0,33.54,25870,13040,-40390
2002-06-04,21300.0,22300.0,61960.0,34.47,8160,-2960,-5000
2002-06-05,22300.0,22250.0,95210.0,34.39,20340,-26710,6370
2002-06-07,22150.0,22400.0,101340.0,34.62,-7400,-15100,18630
2002-06-10,23000.0,23400.0,105780.0,36.17,-8970,-14770,24650
2002-06-11,23450.0,23500.0,105185.0,36.32,470,-55200,55830
2002-06-12,23700.0,23700.0,131965.0,36.63,-13820,6990,3810
2002-06-14,23500.0,23750.0,39315.0,36.71,-9760,-1960,3520
2002-06-17,23750.0,23500.0,67800.0,36.32,-15470,-17820,31610
2002-06-18,24000.0,24000.0,78611.0,37.1,-39840,25950,23760
2002-06-19,23950.0,22700.0,163721.0,35.09,1830,9150,-13260
2002-06-20,21700.0,22750.0,117540.0,35.16,-1480,-7300,7180
2002-06-21,22900.0,22900.0,156730.0,35.4,19640,25220,-44680
2002-06-24,23000.0,23200.0,72940.0,35.86,-16880,930,15810
2002-06-25,23200.0,23100.0,86961.0,35.7,-12350,27080,30150
2002-06-26,22950.0,21700.0,126950.0,33.54,-21280,-2230,24460
2002-06-27,22500.0,23000.0,104770.0,35.55,-26850,14440,37840
2002-06-28,23300.0,23400.0,108034.0,36.17,19500,-29120,9420
2002-07-02,23000.0,23200.0,102054.0,35.86,7700,-23550,15970
2002-07-03,22900.0,23000.0,52618.0,35.55,-8170,3940,4000
2002-07-04,23000.0,23050.0,75634.0,35.63,17880,-36410,18530
2002-07-05,22100.0,22500.0,526440.0,34.78,140380,-29640,-112190
2002-07-08,22900.0,22700.0,179640.0,35.09,-13160,-46710,61050
2002-07-09,22700.0,22500.0,113225.0,34.78,-28775,59185,-31900
2002-07-10,22500.0,22550.0,153146.0,34.85,-8510,47780,-46930
2002-07-11,22100.0,21650.0,171460.0,33.46,36210,-12450,-28480
2002-07-12,21900.0,22000.0,142960.0,34.0,5250,48460,-56340
2002-07-15,21700.0,21450.0,199602.0,33.15,40160,55440,-95590
2002-07-16,21700.0,22300.0,115130.0,34.47,-25880,13640,18480
2002-07-18,22350.0,22550.0,73960.0,34.85,-37980,20400,17580
2002-07-19,22100.0,21700.0,108085.0,33.54,2550,4590,-7440
2002-07-22,21350.0,21800.0,68030.0,33.7,-34390,16690,17700
2002-07-23,21550.0,22200.0,83332.0,34.31,-25150,46890,-21880
2002-07-24,22000.0,21750.0,74490.0,33.62,-3420,-10810,13570
2002-07-25,22000.0,22000.0,168410.0,34.0,-8360,8370,1350
2002-07-26,22100.0,22000.0,153000.0,34.0,-24160,-32170,61890
2002-07-29,22500.0,22000.0,62213.0,34.0,-11280,-19690,21280
2002-07-30,22500.0,22500.0,75030.0,34.78,-21540,-7820,28650
2002-07-31,22700.0,22700.0,134710.0,35.09,-40800,-2040,35110
2002-08-01,23000.0,23050.0,119130.0,35.63,-25140,-24150,33760
2002-08-02,22900.0,23450.0,88020.0,36.25,-20510,-4190,7540
2002-08-05,23200.0,22700.0,52920.0,35.09,-640,290,760
2002-08-06,22250.0,22500.0,95290.0,34.78,-32070,56920,-25530
2002-08-07,22700.0,22700.0,74630.0,35.09,900,-2810,2000
2002-08-08,23500.0,22800.0,99500.0,35.24,18630,-42670,25340
2002-08-09,23150.0,23400.0,76020.0,36.17,-36560,9380,27040
2002-08-12,23300.0,23900.0,83510.0,36.94,-17530,-5360,22740
2002-08-13,23900.0,24150.0,53340.0,37.33,-14070,11070,3000
2002-08-14,23900.0,23400.0,66213.0,36.17,-15850,15270,-180
2002-08-16,23850.0,23850.0,49270.0,36.86,-11940,13790,1030
2002-08-19,23950.0,23900.0,50690.0,36.94,800,-6590,640
2002-08-20,24200.0,24100.0,94040.0,37.25,-11650,18970,-3000
2002-08-21,24000.0,24200.0,74990.0,37.4,-21670,18460,-4980
2002-08-22,24200.0,23750.0,63682.0,36.71,-3330,-12610,16300
2002-08-23,23900.0,24000.0,65744.0,37.1,-20350,3040,16570
2002-08-26,24250.0,24100.0,79382.0,37.25,-5180,5990,7290
2002-08-27,24000.0,23400.0,63875.0,36.17,32095,-24075,-7570
2002-08-28,23200.0,23950.0,28601.0,37.02,-24540,24300,0
2002-08-29,23400.0,23900.0,57000.0,36.94,-11220,12460,-1340
2002-08-30,24200.0,24200.0,100720.0,37.4,-20900,4150,16950
2002-09-02,24000.0,23500.0,147045.0,36.32,75068,2392,-19020
2002-09-03,23500.0,23000.0,99700.0,35.55,22760,-38940,25880
2002-09-04,23000.0,22800.0,85920.0,35.24,-14220,-37780,51490
2002-09-05,23100.0,23000.0,63860.0,35.55,-7040,-14480,22530
2002-09-06,23300.0,22900.0,43525.0,35.4,-970,-18310,19570
2002-09-09,23500.0,23200.0,87150.0,35.86,-9310,-12190,13370
2002-09-10,22900.0,23700.0,56265.0,36.63,-34990,30100,5270
2002-09-11,23700.0,23500.0,40575.0,36.32,560,-1800,0
2002-09-12,23600.0,23950.0,91370.0,37.02,-19690,5360,12600
2002-09-13,23800.0,23500.0,62630.0,36.32,17270,-15920,-1050
2002-09-16,23700.0,23350.0,38090.0,36.09,5400,-6470,580
2002-09-17,23350.0,23500.0,47100.0,36.32,-12110,11800,-1230
2002-09-18,23050.0,22800.0,134534.0,35.24,54050,-47190,600
2002-09-19,22300.0,22000.0,173512.0,34.0,70430,-39190,-9830
2002-09-23,21650.0,20000.0,213494.0,30.91,75800,52800,-128920
2002-09-24,19800.0,18950.0,172858.0,29.29,43320,-36160,15030
2002-09-25,19000.0,19100.0,180970.0,29.52,-6880,1640,14000
2002-09-26,19550.0,20000.0,179400.0,30.91,-35390,-35050,80240
2002-09-27,20500.0,20350.0,70360.0,31.45,-25930,840,24160
2002-09-30,19700.0,19900.0,54730.0,30.76,-4060,17240,-13380
2002-10-01,19700.0,19800.0,52580.0,30.6,3450,8440,-12270
2002-10-02,20150.0,19900.0,66620.0,30.76,2060,5910,-7320
2002-10-04,19450.0,19500.0,108320.0,30.14,14220,30150,-39370
2002-10-07,19450.0,18000.0,124512.0,27.82,30321,16669,-41240
2002-10-08,17700.0,18200.0,73270.0,28.13,-14370,28180,-14030
2002-10-09,18800.0,17600.0,75940.0,27.2,9730,-18550,5400
2002-10-10,17550.0,16250.0,157070.0,25.12,35360,-3960,-19030
2002-10-11,17050.0,16750.0,145440.0,25.89,-19900,5680,27090
2002-10-14,17550.0,18700.0,137210.0,28.9,-12500,16700,-4420
2002-10-15,18800.0,19200.0,129310.0,29.68,-11030,-52040,51750
2002-10-16,19150.0,19700.0,225230.0,30.45,-74050,-27310,56010
2002-10-17,19350.0,20400.0,124050.0,31.53,-57443,32710,5140
2002-10-18,20550.0,20250.0,109910.0,31.3,-13540,9970,-4330
2002-10-21,20400.0,20200.0,74009.0,31.22,8930,-23900,15060
2002-10-22,20950.0,19600.0,52238.0,30.29,-5450,1160,7000
2002-10-23,19300.0,20550.0,112018.0,31.76,-29290,22500,7270
2002-10-24,20700.0,19550.0,62464.0,30.22,43540,-43010,0
2002-10-25,19650.0,19300.0,47046.0,29.83,5610,-13220,2860
2002-10-28,19350.0,19700.0,51108.0,30.45,14650,-8790,-5300
2002-10-29,19500.0,19700.0,68220.0,30.45,7130,-27140,-500
2002-10-30,20050.0,19300.0,70240.0,29.83,23410,-29040,50
2002-10-31,19300.0,18650.0,179080.0,28.83,55940,-33730,-22410
2002-11-01,18450.0,18600.0,59590.0,28.75,2200,-2760,15460
2002-11-04,18700.0,19700.0,115030.0,30.45,-55270,12220,41530
2002-11-05,19450.0,19300.0,115090.0,29.83,32600,5640,-24850
2002-11-06,19500.0,19500.0,65800.0,30.14,-25340,32180,-8930
2002-11-07,19300.0,20150.0,136370.0,31.14,-25880,-34580,69450
2002-11-08,19900.0,20050.0,82740.0,30.99,-17640,-24860,49330
2002-11-11,20350.0,20200.0,84050.0,31.22,-20570,-22670,44190
2002-11-12,19500.0,20200.0,52250.0,31.22,-23970,5880,18140
2002-11-13,20400.0,20200.0,56500.0,31.22,-4037,-26223,30030
2002-11-14,20300.0,20000.0,82620.0,30.91,-2820,-4910,10870
2002-11-15,20100.0,20250.0,57390.0,31.3,9560,-7350,-1210
2002-11-18,20300.0,20400.0,54940.0,31.53,1040,-4400,12020
2002-11-19,20150.0,20400.0,34030.0,31.53,-5750,3640,2050
2002-11-20,20600.0,20650.0,45200.0,31.92,-26680,25550,1000
2002-11-21,20700.0,20550.0,68481.0,31.76,-42030,48470,-2750
2002-11-22,20750.0,20700.0,81650.0,31.99,-3700,-15360,22370
2002-11-25,21050.0,21250.0,216014.0,32.84,-33474,290,32844
2002-11-26,21300.0,21500.0,58290.0,33.23,290,-25350,25680
2002-11-27,21150.0,21250.0,33265.0,32.84,-9255,5115,3780
2002-11-28,21400.0,21950.0,61445.0,33.93,-17030,4880,12190
2002-11-29,20600.0,21750.0,59141.0,33.62,-9564,-14856,24110
2002-12-02,21800.0,22650.0,124600.0,35.01,-15890,-49950,73820
2002-12-03,22650.0,23800.0,283198.0,36.79,-59782,-97218,162220
2002-12-04,23950.0,24000.0,94407.0,37.1,-31703,-9727,40520
2002-12-05,24000.0,23100.0,90095.0,35.7,-24860,16270,6980
2002-12-06,23000.0,22500.0,63797.0,34.78,15680,-19760,4790
2002-12-09,22800.0,22650.0,73229.0,35.01,-15261,-14949,30500
2002-12-10,22650.0,22800.0,41659.0,35.24,-1840,15920,-14530
2002-12-11,22800.0,22000.0,93170.0,34.0,41813,4300,-40573
2002-12-12,21750.0,23200.0,190530.0,35.86,-30590,35120,-7130
2002-12-13,23000.0,22450.0,81793.0,34.7,39110,-36430,0
2002-12-16,22000.0,21600.0,69280.0,33.39,32040,-28260,-2200
2002-12-17,22100.0,22550.0,61141.0,34.85,-36140,16180,18370
2002-12-18,22450.0,22400.0,44050.0,34.62,-2150,2220,1060
2002-12-20,22700.0,22700.0,46870.0,35.09,-9800,24840,-15210
2002-12-23,23000.0,22850.0,41220.0,35.32,-18510,20540,-4120
2002-12-24,22850.0,22650.0,26955.0,35.01,-8830,11270,-2840
2002-12-26,22500.0,21800.0,83914.0,33.7,15734,-38604,21200
2002-12-27,21500.0,21200.0,65271.0,32.77,7450,6500,-13330
2002-12-30,21050.0,20800.0,48480.0,32.15,-17540,15590,7000
2003-01-02,20550.0,21000.0,49950.0,22.73,9650,-33940,26110
2003-01-03,21250.0,21400.0,106080.0,23.16,36600,-45140,12980
2003-01-06,21400.0,21250.0,52750.0,23.0,6000,-10430,4830
2003-01-07,21350.0,21050.0,55899.0,22.78,-4400,1940,4100
2003-01-08,21050.0,21250.0,55480.0,23.0,-11240,4700,8380
2003-01-09,21250.0,20250.0,87260.0,21.91,15910,-37660,23180
2003-01-10,20900.0,20450.0,90350.0,22.13,-2790,1260,210
2003-01-13,20250.0,21300.0,54050.0,23.05,-31040,16740,13980
2003-01-14,21800.0,21000.0,36850.0,22.73,3670,-13990,10050
2003-01-15,21050.0,21400.0,65110.0,23.16,-5320,-24470,30660
2003-01-16,21400.0,21900.0,58880.0,23.7,-38730,15160,20350
2003-01-17,21900.0,21150.0,73410.0,22.89,-1150,-19440,20130
2003-01-20,20750.0,21900.0,55340.0,23.7,-24430,9290,12470
2003-01-21,21900.0,22150.0,68610.0,23.97,-13320,-9620,23500
2003-01-22,21700.0,21200.0,54890.0,22.94,17060,-3390,-14500
2003-01-23,21600.0,21050.0,61649.0,22.78,-6089,21090,-16460
2003-01-24,21100.0,20950.0,76000.0,22.67,-7720,15700,1340
2003-01-27,20700.0,20500.0,67300.0,22.18,3370,-20960,18550
2003-01-28,20800.0,21050.0,30640.0,22.78,-13640,6100,7540
2003-01-29,21350.0,21200.0,52300.0,22.94,-4620,-19460,24110
2003-01-30,21200.0,21700.0,31290.0,23.48,-15710,3240,13960
2003-02-03,21650.0,21700.0,39110.0,23.48,-20950,6090,11290
2003-02-04,21700.0,21600.0,35750.0,23.37,8243,-6950,-980
2003-02-05,21700.0,21450.0,59740.0,23.21,-6670,-3270,9850
2003-02-06,21700.0,20950.0,95800.0,22.67,32290,-3070,-29900
2003-02-07,20650.0,20750.0,48965.0,22.45,-3710,-6040,9700
2003-02-10,20300.0,20400.0,28675.0,22.08,-6720,6450,0
2003-02-11,20200.0,20350.0,71640.0,22.02,23590,-21060,-3190
2003-02-12,20300.0,20450.0,32280.0,22.13,-9400,1800,7510
2003-02-13,20600.0,20000.0,72890.0,21.64,-10160,12910,0
2003-02-14,19550.0,19400.0,72150.0,20.99,40610,4550,-44870
2003-02-17,19900.0,20100.0,62259.0,21.75,-5310,17430,3150
2003-02-18,20100.0,20100.0,76540.0,21.75,9870,21700,-31700
2003-02-19,20400.0,19950.0,96790.0,21.59,18280,11970,-30250
2003-02-20,20100.0,20200.0,97230.0,21.86,-9790,31750,-25870
2003-02-21,20150.0,19900.0,156440.0,21.53,23900,17540,-41310
2003-02-24,20150.0,20250.0,79650.0,21.91,-33920,51480,-20590
2003-02-25,20250.0,19800.0,46535.0,21.43,3640,6590,-11820
