Symbol,SKC_시가(원),SKC_종가(원),SKC_거래량(주),SKC_PER(IFRS-연결),SKC_순매수수량(개인)(주),SKC_순매수수량(기관계)(주),SKC_순매수수량(외국인계)(주)
2000-01-04,6000,6300,71780,10.49,440,-980,0
2000-01-05,6300,6000,146910,9.99,53420,-53420,0
2000-01-06,6100,5680,103720,9.45,40010,-39940,0
2000-01-07,5500,5600,70600,9.32,-7920,7080,840
2000-01-10,5700,5600,141240,9.32,60020,-60670,300
2000-01-11,5590,5550,84890,9.24,180,-870,200
2000-01-12,5600,5390,91500,8.97,5170,-5170,0
2000-01-13,5150,5110,96060,8.51,13440,-14140,0
2000-01-14,5120,5400,131760,8.99,5850,-5850,0
2000-01-17,5500,5990,387750,9.97,-3400,620,2780
2000-01-18,6100,6000,212250,9.99,-48850,50490,-1640
2000-01-19,5800,5800,136840,9.65,-51650,55050,-1730
2000-01-20,5500,5800,106330,9.65,-54500,53900,600
2000-01-21,5950,5680,83890,9.45,-16980,19260,-1450
2000-01-24,5700,5650,133360,9.4,-1160,1160,0
2000-01-25,5650,5300,59530,8.82,2360,-2360,0
2000-01-26,5200,5300,55060,8.82,-820,820,0
2000-01-27,5500,5650,143610,9.4,54950,-55000,120
2000-01-28,5650,5700,171120,9.49,-22410,-2850,-460
2000-01-31,5530,5650,130310,9.4,-3240,3240,0
2000-02-01,5660,5720,106440,9.52,5980,-5880,-100
2000-02-02,5750,6100,220000,10.15,23070,2930,0
2000-02-03,6300,6420,324070,10.69,26490,-26080,-2410
2000-02-07,6400,6550,472490,10.9,-220,-1970,2170
2000-02-08,6610,6250,192600,10.4,-2480,2340,140
2000-02-09,6010,6000,134950,9.99,130,1870,0
2000-02-10,5850,5700,116150,9.49,-36060,36060,0
2000-02-11,5520,5700,147630,9.49,-9280,9140,0
2000-02-14,5550,5420,52210,9.02,-6240,6240,0
2000-02-15,5600,5200,55170,8.66,-6070,5910,160
2000-02-16,5240,5350,43220,8.91,-980,1120,0
2000-02-17,5350,5290,69780,8.81,-510,-190,0
2000-02-18,5260,5210,92390,8.67,4720,-4440,0
2000-02-21,5200,4800,67820,7.99,1120,-1120,0
2000-02-22,4800,4540,97880,7.56,50310,-50170,0
2000-02-23,4800,5000,178400,8.32,36220,-40560,-640
2000-02-24,5010,4840,71850,8.06,90,3070,1840
2000-02-25,4500,4840,85100,8.06,-6670,6650,0
2000-02-28,4610,5200,120610,8.66,-19380,19380,0
2000-02-29,5280,4980,85280,8.29,1690,-1690,0
2000-03-02,5050,5050,90730,8.41,5560,-5080,-480
2000-03-03,5060,4900,77850,8.16,3870,-2130,-1600
2000-03-06,5300,5630,312730,9.37,68130,-68130,0
2000-03-07,5630,5460,172540,9.09,1020,-700,-320
2000-03-08,5400,6270,448330,10.44,-119470,118640,-170
2000-03-09,7210,7210,360080,12,-77960,99720,-22600
2000-03-10,8290,8290,909110,13.8,-237780,243160,3620
2000-03-13,8790,9250,1133690,15.4,23570,-29060,-520
2000-03-14,8700,9100,542620,15.15,-48520,34540,0
2000-03-15,9100,10000,982140,16.65,94180,-94400,-3400
2000-03-16,10000,10000,739340,16.65,-183170,184250,-6400
2000-03-17,10100,9800,695930,16.31,-31980,8980,0
2000-03-20,9800,9100,396970,15.15,-117710,109360,8350
2000-03-21,8700,9300,567470,15.48,-186970,188020,3000
2000-03-22,9200,9700,1397310,16.15,436250,-431770,0
2000-03-23,9400,8600,328070,14.32,58870,-58650,100
2000-03-24,8600,9700,411940,16.15,-28820,28820,0
2000-03-27,9200,9250,210420,15.4,2790,210,0
2000-03-28,8950,9700,600150,16.15,-113950,114050,-100
2000-03-29,9200,9890,984300,16.46,-9720,19720,0
2000-03-30,10000,10200,1710210,16.98,-52230,70160,0
2000-03-31,10250,10500,2931680,17.48,-236300,261310,1490
2000-04-03,10600,9800,1185460,16.31,2250,-140,1830
2000-04-04,9300,9010,339560,15,-36180,27760,2070
2000-04-06,8500,8000,217520,13.32,50,-50,0
2000-04-07,7500,7650,336250,12.73,-8880,9380,0
2000-04-10,7770,8110,332940,13.5,480,-3270,0
2000-04-11,8200,8100,160540,13.48,-17300,16300,0
2000-04-12,8110,8300,272480,13.82,28050,-95570,49020
2000-04-14,8300,7900,116630,13.15,9210,-9000,0
2000-04-17,6800,6990,214000,11.64,-50370,48160,1640
2000-04-18,7500,7330,121320,12.2,10750,-10510,0
2000-04-19,7330,7110,103760,11.84,6520,-5980,-180
2000-04-20,7200,6760,147780,11.25,49370,-8660,-40710
2000-04-21,6730,7100,146080,11.82,3220,-2880,-340
2000-04-24,7100,6670,86690,11.1,2690,-2690,0
2000-04-25,6540,6450,167170,10.74,14720,-7510,-8310
2000-04-26,6500,6310,149870,10.5,-52170,52170,0
2000-04-27,6110,5950,96230,9.9,-11850,11370,480
2000-04-28,5700,6300,127600,10.49,-28280,28280,0
2000-05-02,6110,6120,96210,10.19,39410,-28680,-10730
2000-05-03,6050,6120,56690,10.19,6480,-2670,-1740
2000-05-04,6100,5950,61290,9.9,730,-190,-540
2000-05-08,5960,6130,104540,10.2,25510,-24970,-540
2000-05-09,6290,7040,661800,11.72,-37920,38480,-560
2000-05-10,7040,6920,157480,11.52,-9480,8900,580
2000-05-12,6900,6420,106590,10.69,2290,-1000,-1290
2000-05-15,6310,5700,108730,9.49,-10590,-600,11190
2000-05-16,5750,5790,99100,9.64,170,190,-360
2000-05-17,5690,4930,108800,8.21,1220,-320,-900
2000-05-18,4610,4900,214090,8.16,-4950,1590,60
2000-05-19,4900,4710,152220,7.84,58640,670,-59210
2000-05-22,4980,4345,106680,7.23,34180,-420,-33760
2000-05-23,4080,4200,76230,6.99,-11540,11320,-1050
2000-05-24,3850,4320,66940,7.19,3370,-3290,-60
2000-05-25,4355,4920,90240,8.19,15190,-6460,-7480
2000-05-26,4950,4500,102780,7.49,550,-550,0
2000-05-29,4300,4720,78370,7.86,1550,2090,360
2000-05-30,5250,5420,95210,9.02,-16600,7480,-880
2000-05-31,6230,6230,45910,10.37,4880,13920,-18800
2000-06-01,6530,6440,314700,10.72,-1090,10570,-3510
2000-06-02,6440,6180,234010,10.29,7920,-48280,-320
2000-06-05,6370,6250,226300,10.4,5670,-26120,1000
2000-06-07,6250,6500,238130,10.82,-121080,73490,-2310
2000-06-08,6600,6470,189400,10.77,-81800,32070,-270
2000-06-09,6500,6400,472320,10.65,23300,-71890,-980
2000-06-12,6400,6500,139860,10.82,-40300,-12850,-20
2000-06-13,6250,6180,77000,10.29,-1060,1060,0
2000-06-14,6020,6100,102160,10.15,-13220,13250,0
2000-06-15,5900,5820,92830,9.69,-69060,69060,0
2000-06-16,5600,5600,59570,9.32,-5000,19940,60
2000-06-19,5700,5550,46610,9.24,-14900,14900,0
2000-06-20,5400,5510,40800,9.17,-14000,14000,0
2000-06-21,5510,5510,97140,9.17,-3180,3240,-60
2000-06-22,5550,5900,116280,9.82,-23070,3070,0
2000-06-23,5800,5700,72880,9.49,-6920,10130,0
2000-06-26,5660,5700,409200,9.49,-4660,363960,80
2000-06-27,5900,5970,85570,9.94,-11640,11640,0
2000-06-28,5910,5700,66640,9.49,9660,-9720,60
2000-06-29,5700,5700,93670,9.49,-1010,-940,1760
2000-06-30,5600,5620,35410,9.35,-2700,2700,0
2000-07-03,5830,6190,300800,10.3,48820,-53820,0
2000-07-04,6500,6160,233550,10.25,-24110,-25880,0
2000-07-05,6170,6060,148960,10.09,-19110,-30890,0
2000-07-06,6060,6590,387380,10.97,-88750,43930,0
2000-07-07,6590,6590,271790,10.97,16130,-60360,120
2000-07-10,6700,6450,187110,10.74,46620,-96660,120
2000-07-11,6500,6390,230220,10.64,12470,-62430,-40
2000-07-12,6390,6750,171080,11.24,-50530,10490,40
2000-07-13,6180,6200,65320,10.32,17470,-17190,-280
2000-07-14,6200,6300,245840,10.49,7720,-9310,0
2000-07-18,6300,6000,68860,9.99,-23940,590,0
2000-07-19,6000,6010,88260,10,-45950,15470,480
2000-07-20,6000,5920,61800,9.85,-34950,4400,550
2000-07-21,5920,5900,52940,9.82,-31250,1250,0
2000-07-24,5900,5450,103930,9.07,-16690,-13790,480
2000-07-25,5450,5430,57830,9.04,-39580,6750,2830
2000-07-26,5430,5700,70460,9.49,-29880,2250,0
2000-07-27,5700,5700,50640,9.49,-33670,3670,0
2000-07-28,5700,5600,57260,9.32,-39110,5640,3470
2000-07-31,5690,5590,49440,9.31,-36520,5220,1300
2000-08-01,5600,5660,33230,9.42,7910,-8090,0
2000-08-02,5750,5610,64810,9.34,-32650,2340,310
2000-08-03,5700,5570,44330,9.27,2460,-23570,0
2000-08-04,5800,5620,22050,9.35,2890,-2890,0
2000-08-07,5620,5500,47270,9.16,-28610,-1390,0
2000-08-08,5510,5500,25990,9.16,-13540,-200,160
2000-08-09,5510,5600,25460,9.32,-12000,6160,1090
2000-08-10,5610,5900,41590,9.82,-18380,-4540,5400
2000-08-11,5890,5700,64460,9.49,-14810,-15190,0
2000-08-14,6340,5870,37120,9.77,10690,-10870,180
2000-08-16,5870,5870,52510,9.77,15940,-25070,940
2000-08-17,5670,5640,32010,9.39,2500,-2500,0
2000-08-18,5650,5640,39890,9.39,-10830,-7680,0
2000-08-21,5640,5590,13890,9.31,-4630,-1720,0
2000-08-22,5510,5690,13590,9.47,-3300,2790,510
2000-08-23,5750,5560,14650,9.26,4970,-5120,150
2000-08-24,5510,5550,15150,9.24,850,-1450,600
2000-08-25,5630,5550,36410,9.24,-6570,6570,0
2000-08-28,5550,5500,19830,9.16,9350,-9740,380
2000-08-29,5500,5110,68350,8.51,55240,-55380,0
2000-08-30,5400,5180,73800,8.62,47810,-47810,0
2000-08-31,5200,5280,44020,8.79,-2940,2940,0
2000-09-01,4900,5210,31290,8.67,-11540,11590,0
2000-09-04,5100,5150,104760,8.57,9050,-8550,0
2000-09-05,5250,5150,35070,8.57,-910,910,0
2000-09-06,5140,5110,39990,8.51,5470,-5800,430
2000-09-07,5060,5120,53550,8.52,-27360,27360,0
2000-09-08,5010,5150,41600,8.57,-8660,8980,-320
2000-09-14,5010,4925,38700,8.2,17530,-11460,-6070
2000-09-15,4925,4920,40450,8.19,-3260,7370,-4110
2000-09-18,4880,4485,18800,7.47,-6300,5820,480
2000-09-19,4310,4550,40310,7.57,-13960,14040,-30
2000-09-20,4560,4890,42600,8.14,-2640,2800,-160
2000-09-21,4760,4500,31530,7.49,3120,-1320,-1800
2000-09-22,4360,4300,22660,7.16,2120,-1010,-1110
2000-09-25,4500,4500,10500,7.49,-930,930,0
2000-09-26,4360,4330,73560,7.21,43550,-42120,0
2000-09-27,4400,4350,257450,7.24,187940,-177780,0
2000-09-28,4400,4400,95710,7.32,26550,-6550,0
2000-09-29,4400,4390,57500,7.31,25530,-6550,-2310
2000-10-02,4380,4320,38810,7.19,2090,2390,0
2000-10-04,4290,4370,85140,7.27,-2240,9900,1600
2000-10-05,4400,4490,69730,7.47,9910,-1940,30
2000-10-06,4400,4490,67490,7.47,-10960,12960,0
2000-10-09,4480,4490,62030,7.47,-9750,19810,-60
2000-10-10,4490,4395,22070,7.32,-4800,4800,0
2000-10-11,4315,4740,126440,7.89,-4750,4750,0
2000-10-12,4690,5450,244440,9.07,4870,-2710,-2400
2000-10-13,5260,5900,597870,9.82,25650,-17410,0
2000-10-16,6000,5770,274860,9.6,33620,-33620,0
2000-10-17,5500,5600,150650,9.32,-23950,23950,0
2000-10-18,5440,5350,104310,8.91,-17600,17600,0
2000-10-19,5300,5230,72860,8.71,-18930,18930,0
2000-10-20,5200,5540,138010,9.22,-5740,4500,1200
2000-10-23,5570,5600,93370,9.32,2890,-2700,-150
2000-10-24,5490,5750,96550,9.57,-960,840,120
2000-10-25,5750,5950,91420,9.9,14890,-14770,-120
2000-10-26,6000,6840,581090,11.39,31180,-31380,0
2000-10-27,7130,6280,667030,10.45,-55200,53850,960
2000-10-30,6300,5800,207830,9.65,-12700,13050,0
2000-10-31,5330,5450,126470,9.07,4660,-5140,150
2000-11-01,5450,5850,136750,9.74,21080,-20970,220
2000-11-02,5610,5850,115160,9.74,-10820,10820,0
2000-11-03,6000,6300,139350,10.49,-16350,-810,-150
2000-11-06,6480,6620,196270,11.02,-7540,6700,-60
2000-11-07,6800,6730,108270,11.2,2880,-2480,0
2000-11-08,6000,6800,153440,11.32,-6250,6700,0
2000-11-09,6900,6950,168620,11.57,4990,-990,-2310
2000-11-10,6950,7100,152120,11.82,19420,470,0
2000-11-13,6540,6800,107440,11.32,-3110,-10060,2400
2000-11-14,6900,6810,123880,11.34,-11430,14910,0
2000-11-15,6750,6880,91590,11.45,-11800,11710,90
2000-11-16,6800,6900,87820,11.49,-3500,13500,0
2000-11-17,6900,7150,395010,11.9,-11070,9130,-60
2000-11-20,7300,7100,133930,11.82,-35080,35110,-30
2000-11-21,7100,6590,104510,10.97,-8950,13250,-800
2000-11-22,6310,5970,165860,9.94,-10290,10290,0
2000-11-23,5750,5600,83710,9.32,-3620,3620,0
2000-11-24,5600,5890,138340,9.8,10990,-11150,60
2000-11-27,6010,5990,93190,9.97,17480,-17580,0
2000-11-28,6010,5710,54450,9.5,1780,-1680,0
2000-11-29,5710,5550,61750,9.24,6160,-6000,-60
2000-11-30,5570,5450,106400,9.07,-1600,1750,-150
2000-12-01,5470,5450,139730,9.07,7050,-7990,940
2000-12-04,5550,5590,55000,9.31,11240,-11270,30
2000-12-05,5500,5400,33410,8.99,-1230,1230,0
2000-12-06,5500,5310,52070,8.84,8230,-9990,1660
2000-12-07,5320,5350,36180,8.91,7360,-7260,0
2000-12-08,5370,5280,21890,8.79,-2900,2750,0
2000-12-11,5450,5450,51290,9.07,1760,-2070,160
2000-12-12,5400,5300,61900,8.82,19150,-20680,1830
2000-12-13,5230,5370,34980,8.94,2340,-4600,2260
2000-12-14,5310,5500,74490,9.16,29390,-40910,11520
2000-12-15,5410,5510,206550,9.17,43350,-39850,-1500
2000-12-18,5500,5640,63440,9.39,-3160,2180,980
2000-12-19,5400,5300,79850,8.82,1960,-1570,-390
2000-12-20,5100,5060,46940,8.42,-280,370,-90
2000-12-21,4860,5000,33620,8.32,-1500,1240,-90
2000-12-22,5000,5040,36430,8.39,-4000,3900,0
2000-12-26,5000,5360,39210,8.92,-10480,8480,2000
2001-01-02,5100,5170,17050,15.62,4440,-3990,0
2001-01-03,5100,5140,38860,15.53,7510,-6620,-890
2001-01-04,5300,5210,117870,15.74,35330,-35670,340
2001-01-05,5320,5540,258640,16.74,29400,-29340,-60
2001-01-08,5610,5620,116560,16.98,11830,-9690,-2340
2001-01-09,5620,5730,165270,17.31,-39830,39980,0
2001-01-10,5630,5500,126580,16.62,-34110,34010,0
2001-01-11,5500,5410,86550,16.34,-880,2810,-1580
2001-01-12,5500,6220,557780,18.79,-82890,83150,-410
2001-01-15,6340,6450,761980,19.49,-55910,36090,-30
2001-01-16,6390,6500,280880,19.64,-101890,92920,4970
2001-01-17,6440,6330,260120,19.12,250,-350,0
2001-01-18,6530,6350,260650,19.18,44460,-50810,0
2001-01-19,6410,7000,548710,21.15,-55890,43550,-4910
2001-01-22,7250,7070,552550,21.36,13380,-18190,5000
2001-01-26,7300,6840,859940,20.66,301850,-246990,0
2001-01-29,6780,6600,356820,19.94,-10280,10280,0
2001-01-30,6600,6560,355230,19.82,-87930,82960,-30
2001-01-31,6470,6530,213440,19.73,-91500,90980,0
2001-02-01,6430,6360,107010,19.21,-13200,15370,160
2001-02-02,6350,6580,136760,19.88,-71110,70370,0
2001-02-05,6400,6600,235150,19.94,-72590,68720,5000
2001-02-06,6600,6760,120710,20.42,-42240,41460,0
2001-02-07,6510,6740,124990,20.36,-17760,19290,0
2001-02-08,6740,6900,222030,20.85,-9810,12010,600
2001-02-09,6900,6980,187600,21.09,-85550,95420,-10000
2001-02-12,6900,7020,102760,21.21,-75730,75430,-270
2001-02-13,7020,6990,80140,21.12,-30800,30620,50
2001-02-14,6910,6960,131320,21.03,-47240,45020,180
2001-02-15,6860,6900,73110,20.85,-19590,18820,0
2001-02-16,6900,6940,202350,20.97,-82440,67570,0
2001-02-19,6800,6900,67210,20.85,-44070,45900,-600
2001-02-20,6950,6950,58580,21,-26580,31250,0
2001-02-21,6900,6900,57460,20.85,-47370,48190,0
2001-02-22,6910,6900,43760,20.85,-23380,28580,240
2001-02-23,6950,6900,27650,20.85,-12610,13460,450
2001-02-26,6800,6840,35410,20.66,1250,-2210,680
2001-02-27,6890,6830,51630,20.63,-10910,11060,0
2001-02-28,6710,6500,67590,19.64,6720,-6850,0
2001-03-02,6340,6000,80950,18.13,-3320,4440,80
2001-03-05,5830,6280,56290,18.97,-1300,2760,30
2001-03-06,6110,6150,34090,18.58,-4480,4090,0
2001-03-07,6060,6300,57090,19.03,-3600,4190,-30
2001-03-08,6300,6500,65890,19.64,-19870,22190,-4440
2001-03-09,6600,6470,80090,19.55,-36020,42340,-3170
2001-03-12,6460,6580,169990,19.88,-2140,7070,-4480
2001-03-13,6000,6000,31750,18.13,6060,-6190,0
2001-03-14,6180,6220,56160,18.79,9790,-9920,0
2001-03-15,6000,6260,24270,18.91,-12160,10400,0
2001-03-16,6150,6240,23780,18.85,60,200,0
2001-03-19,6150,6240,25550,18.85,-6880,5140,0
2001-03-20,6340,6290,34050,19,-4190,1150,-100
2001-03-21,6150,6250,31240,18.88,-9370,7550,180
2001-03-22,6250,6300,211210,19.03,10500,-10500,0
2001-03-23,6350,6500,89560,19.64,-36630,35250,0
2001-03-26,6800,6570,143140,19.85,1460,-2160,-60
2001-03-27,6500,6490,48520,19.61,-5500,5750,-680
2001-03-28,6420,6490,139800,19.61,-13450,18910,0
2001-03-29,6350,6130,58900,18.52,26180,-25410,0
2001-03-30,5900,6050,33980,18.28,-15150,15010,0
2001-04-02,6150,6000,10440,18.13,-1770,1770,0
2001-04-03,6090,5950,31060,17.98,4160,-4130,0
2001-04-04,5810,5800,16950,17.52,3090,-3190,0
2001-04-06,6000,5710,32690,17.25,14800,-13490,-120
2001-04-09,5710,5600,50190,16.92,4630,-4630,0
2001-04-10,5600,5400,40730,16.31,18250,-25980,0
2001-04-11,5590,5320,48130,16.07,34310,-31410,0
2001-04-12,5350,5390,66930,16.28,17720,-15090,-230
2001-04-13,5460,5650,112450,17.07,20350,-17710,-1900
2001-04-16,5660,5600,61730,16.92,-10910,10910,0
2001-04-17,5600,5620,38810,16.98,-16040,16040,0
2001-04-18,5690,5680,51310,17.16,3530,-3750,0
2001-04-19,5760,5660,56270,17.1,-1130,1200,0
2001-04-20,5630,5800,50470,17.52,-32760,32400,0
2001-04-23,5850,5700,23830,17.22,-6250,4750,900
2001-04-24,5600,5720,28160,17.28,-11000,11900,-900
2001-04-25,5600,5700,21340,17.22,-6820,6340,0
2001-04-26,5700,5620,44920,16.98,1590,-1590,0
2001-04-27,5700,5700,28520,17.22,-24080,24080,0
2001-04-30,5620,5750,26100,17.37,-3220,3220,0
2001-05-02,5900,5820,45700,17.58,7360,-9390,1900
2001-05-03,5790,5960,83280,18.01,3960,2760,-6720
2001-05-04,5890,5910,34840,17.85,-23170,23050,0
2001-05-07,5850,5900,33480,17.82,-17970,17890,0
2001-05-08,6100,6010,45130,18.16,-3210,4190,0
2001-05-09,6000,5840,23270,17.64,2330,-2210,0
2001-05-10,5760,6130,125060,18.52,-5900,8060,0
2001-05-11,6130,6030,44410,18.22,-3690,3690,0
2001-05-14,6030,6100,41000,18.43,-10030,10030,0
2001-05-15,6100,6150,48550,18.58,-20950,20850,0
2001-05-16,6160,6160,34430,18.61,-17960,17910,0
2001-05-17,6400,6750,278510,20.39,11440,-7110,0
2001-05-18,6750,6700,72670,20.24,-16470,16620,0
2001-05-21,6730,6800,144120,20.54,6480,-6130,0
2001-05-22,6820,6760,102030,20.42,-1570,8570,0
2001-05-23,6800,6800,74500,20.54,4360,-4480,0
2001-05-24,6790,6780,52370,20.48,-13860,13580,0
2001-05-25,6800,6850,107110,20.69,-11340,-13280,24000
2001-05-28,7000.0,6850.0,239130.0,20.69,-420,80,0
2001-05-29,6920.0,7010.0,197960.0,21.18,21120,-21840,0
2001-05-30,7100.0,7050.0,59240.0,21.3,-13430,13190,300
2001-05-31,6850.0,6900.0,17830.0,20.85,-7060,4880,1760
2001-06-01,6900.0,7300.0,311810.0,22.05,27980,-57980,0
2001-06-04,7150.0,7900.0,376600.0,23.87,-40650,-54510,-3610
2001-06-05,7950.0,7800.0,235500.0,23.56,-65280,63810,830
2001-06-07,7600.0,7700.0,108840.0,23.26,-6290,6000,0
2001-06-08,7800.0,7700.0,93210.0,23.26,-8470,11470,0
2001-06-11,7700.0,7600.0,70370.0,22.96,-43740,44270,0
2001-06-12,7510.0,7580.0,82550.0,22.9,-17800,17800,0
2001-06-13,7500.0,7500.0,86940.0,22.66,8720,-8210,0
2001-06-14,7500.0,7700.0,84580.0,23.26,-38840,37470,2610
2001-06-15,7500.0,7710.0,45590.0,23.29,1220,70,-990
2001-06-18,7800.0,7790.0,36730.0,23.53,-4790,4970,0
2001-06-19,7820.0,7680.0,54530.0,23.2,-9770,20040,-10990
2001-06-20,7600.0,7500.0,97480.0,22.66,-24080,23960,0
2001-06-21,7460.0,7350.0,36440.0,22.21,-8290,8170,0
2001-06-22,7230.0,7390.0,33010.0,22.33,-7540,7200,0
2001-06-25,7190.0,7200.0,17540.0,21.75,-3480,3200,0
2001-06-26,7170.0,7000.0,40840.0,21.15,-3110,3110,0
2001-06-27,7000.0,7040.0,73000.0,21.27,-23340,24780,1100
2001-06-28,7030.0,6810.0,20640.0,20.57,8250,-8120,110
2001-06-29,6950.0,7200.0,35070.0,21.75,-3900,13140,-8980
2001-07-02,7200.0,7100.0,22600.0,21.45,6170,6690,-12610
2001-07-03,7150.0,7200.0,20540.0,21.75,-5870,6040,0
2001-07-04,7200.0,7300.0,26000.0,22.05,-4410,4530,0
2001-07-05,7310.0,7300.0,25050.0,22.05,-16200,16200,0
2001-07-06,7240.0,7250.0,23010.0,21.9,-20080,20080,0
2001-07-09,7170.0,6920.0,16290.0,20.91,-3520,2940,0
2001-07-10,7000.0,7100.0,14730.0,21.45,-1900,1900,0
2001-07-11,7000.0,7100.0,11500.0,21.45,-2320,2320,0
2001-07-12,7110.0,6990.0,32920.0,21.12,-210,5200,-2230
2001-07-13,7150.0,6800.0,23330.0,20.54,9690,-6720,0
2001-07-16,6790.0,6780.0,8380.0,20.48,-1150,1150,0
2001-07-18,6750.0,6500.0,32410.0,19.64,18330,-18330,0
2001-07-19,6200.0,6450.0,117170.0,19.49,3330,-3330,0
2001-07-20,6440.0,6420.0,15880.0,19.4,710,-500,0
2001-07-23,6120.0,6320.0,16180.0,19.09,-8470,7800,670
2001-07-24,6320.0,6330.0,28430.0,19.12,-6470,5450,820
2001-07-25,6210.0,6220.0,21620.0,18.79,-1180,1700,0
2001-07-26,6230.0,6400.0,16520.0,19.34,-950,1050,0
2001-07-27,6400.0,6800.0,15850.0,20.54,-5120,5000,0
2001-07-30,6650.0,6560.0,15600.0,19.82,3100,-3100,0
2001-07-31,6560.0,6680.0,7160.0,20.18,-3810,3810,0
2001-08-01,6600.0,7000.0,12130.0,21.15,-380,380,0
2001-08-02,6900.0,6810.0,3800.0,20.57,480,-480,0
2001-08-03,6810.0,6750.0,18690.0,20.39,7850,-8240,470
2001-08-06,6750.0,6600.0,43460.0,19.94,6290,-6290,0
2001-08-07,6550.0,6410.0,10450.0,19.37,-900,900,0
2001-08-08,6580.0,6500.0,6890.0,19.64,1020,-1020,0
2001-08-09,6360.0,6200.0,9360.0,18.73,1450,-1450,0
2001-08-10,6310.0,6210.0,10600.0,18.76,7040,-7040,0
2001-08-13,6250.0,6250.0,11100.0,18.88,8560,-2560,0
2001-08-14,6250.0,6390.0,11870.0,19.31,190,-190,0
2001-08-16,6350.0,6450.0,17420.0,19.49,-3540,3540,0
2001-08-17,6500.0,6450.0,29680.0,19.49,20,-20,0
2001-08-20,6600.0,6650.0,41910.0,20.09,9630,-9630,0
2001-08-21,6750.0,6640.0,26870.0,20.06,1770,-1770,0
2001-08-22,6530.0,6700.0,18570.0,20.24,-5720,6370,0
2001-08-23,6620.0,6650.0,11440.0,20.09,-2400,-600,0
2001-08-24,6560.0,6590.0,23270.0,19.91,3080,-4090,0
2001-08-27,6600.0,6700.0,11630.0,20.24,-6220,6190,0
2001-08-28,6650.0,6600.0,6980.0,19.94,-210,260,0
2001-08-29,6510.0,6480.0,14190.0,19.58,-6820,6940,0
2001-08-30,6320.0,6480.0,13160.0,19.58,-1200,1200,0
2001-08-31,6400.0,6220.0,6170.0,18.79,200,-200,0
2001-09-03,6210.0,6490.0,25160.0,19.61,710,-710,0
2001-09-04,6490.0,6500.0,16780.0,19.64,9500,-9530,0
2001-09-05,6490.0,6370.0,26020.0,19.24,6440,-5550,-890
2001-09-06,6390.0,6600.0,341620.0,19.94,58650,-54280,21350
2001-09-07,6690.0,7100.0,198580.0,21.45,50840,-30960,-1640
2001-09-10,7200.0,7140.0,461140.0,21.57,211950,-106900,-5050
2001-09-11,7130.0,7060.0,384550.0,21.33,-42760,6060,0
2001-09-12,6050.0,6240.0,173700.0,18.85,-72970,42150,390
2001-09-13,6260.0,6450.0,85770.0,19.49,27900,-26570,-1670
2001-09-14,6310.0,6200.0,109710.0,18.73,-17550,33920,-16660
2001-09-17,6110.0,5800.0,26790.0,17.52,-4330,4310,0
2001-09-18,5800.0,6200.0,52050.0,18.73,17300,-17300,0
2001-09-19,6060.0,6400.0,42780.0,19.34,-3570,3600,0
2001-09-20,6800.0,6700.0,55980.0,20.24,-22620,22750,-80
2001-09-21,6600.0,6590.0,25480.0,19.91,-13570,14560,0
2001-09-24,6510.0,6700.0,19850.0,20.24,-5460,5500,0
2001-09-25,6990.0,6630.0,21790.0,20.03,3190,-3190,0
2001-09-26,6630.0,6690.0,27000.0,20.21,1510,-1510,0
2001-09-27,6610.0,6650.0,8730.0,20.09,690,-710,0
2001-09-28,6690.0,7100.0,62430.0,21.45,-32920,37670,-4820
2001-10-04,7200.0,7040.0,74950.0,21.27,34710,-31470,-3240
2001-10-05,6930.0,6960.0,29750.0,21.03,-4230,4230,0
2001-10-08,6960.0,6930.0,30080.0,20.94,490,-520,0
2001-10-09,6930.0,7100.0,144060.0,21.45,12910,-12910,0
2001-10-10,7100.0,7040.0,48180.0,21.27,-12340,12340,0
2001-10-11,7200.0,7270.0,205980.0,21.96,-4760,4760,0
2001-10-12,7380.0,7400.0,126030.0,22.36,-57740,56900,0
2001-10-15,7380.0,7580.0,173030.0,22.9,-78770,79610,0
2001-10-16,7500.0,8200.0,268120.0,24.77,-70400,70490,0
2001-10-17,8200.0,8300.0,303220.0,25.08,21920,-24010,0
2001-10-18,8210.0,8200.0,81870.0,24.77,-34800,34800,0
2001-10-19,8200.0,8130.0,178210.0,24.56,30530,-30530,0
2001-10-22,8130.0,9010.0,291380.0,27.22,-87930,92930,0
2001-10-23,9050.0,9100.0,186900.0,27.49,-28600,28600,0
2001-10-24,9000.0,8900.0,89290.0,26.89,-27030,27030,0
2001-10-25,9000.0,9000.0,51790.0,27.19,-30020,30020,0
2001-10-26,9000.0,9100.0,79110.0,27.49,-19120,19120,0
2001-10-29,9100.0,8870.0,60900.0,26.8,-6910,6910,0
2001-10-30,8870.0,8750.0,61860.0,26.44,-18210,18210,0
2001-10-31,8740.0,8620.0,61450.0,26.04,130,-130,0
2001-11-01,8620.0,8750.0,157420.0,26.44,27580,-27580,0
2001-11-02,8750.0,8610.0,90640.0,26.01,8860,-11530,-4330
2001-11-05,8610.0,8850.0,60540.0,26.74,-8220,10220,0
2001-11-06,8630.0,8800.0,56750.0,26.59,-6670,8100,-1860
2001-11-07,8650.0,9280.0,102710.0,28.04,-28890,18890,0
