Symbol,SKC_시가(원),SKC_종가(원),SKC_거래량(주),SKC_PER(IFRS-연결),SKC_순매수수량(개인)(주),SKC_순매수수량(기관계)(주),SKC_순매수수량(외국인계)(주)
2013-11-26,33150.0,33050.0,158777.0,18.13,-3321,10808,-6347
2013-11-27,33050.0,33550.0,215357.0,18.4,-45791,39644,11737
2013-11-28,33700.0,33250.0,209704.0,18.24,4464,-1384,-2580
2013-11-29,33250.0,32950.0,127824.0,18.07,-12263,-2617,15260
2013-12-02,33000.0,33200.0,134343.0,18.21,-20659,21279,-620
2013-12-03,33200.0,32750.0,129262.0,17.96,-6292,33152,-29870
2013-12-04,32750.0,32000.0,218241.0,17.55,47329,-43489,-20
2013-12-05,32050.0,31400.0,181812.0,17.22,51980,-38870,-13310
2013-12-06,31350.0,30800.0,228480.0,16.89,72726,-68116,-4560
2013-12-09,31250.0,30600.0,180353.0,16.78,48325,-51195,2770
2013-12-10,30650.0,30750.0,124925.0,16.87,18767,-20117,4880
2013-12-11,30600.0,30200.0,179217.0,16.57,33238,-13640,-17938
2013-12-12,29900.0,30300.0,111961.0,16.62,26299,-18679,-6880
2013-12-13,29800.0,30100.0,117698.0,16.51,27012,-21562,-5450
2013-12-16,29800.0,29650.0,130929.0,16.26,16055,-5695,-10360
2013-12-17,30000.0,30350.0,127870.0,16.65,-14590,600,13050
2013-12-18,30100.0,30550.0,95706.0,16.76,29675,-24797,-5040
2013-12-19,30750.0,29850.0,165623.0,16.37,32501,-10321,-23300
2013-12-20,29850.0,30500.0,135987.0,16.73,-36530,18580,17920
2013-12-23,30650.0,30800.0,81101.0,16.89,-12259,15389,-2950
2013-12-24,30900.0,30950.0,153895.0,16.98,20413,-33373,12620
2013-12-26,30950.0,30800.0,146962.0,16.89,27585,-41345,16680
2013-12-27,30700.0,30500.0,254657.0,16.73,106099,-119919,19760
2013-12-30,30700.0,30550.0,105706.0,16.76,4000,-34680,33000
2014-01-02,30800.0,29850.0,171611.0,19.04,34300,-57910,23590
2014-01-03,30000.0,30800.0,215233.0,19.65,-31433,20083,11450
2014-01-06,30850.0,30250.0,163412.0,19.3,29622,5758,-35320
2014-01-07,30300.0,30700.0,84297.0,19.58,-14834,-6276,21110
2014-01-08,30700.0,30300.0,147969.0,19.33,14048,-9098,-6820
2014-01-09,30300.0,30800.0,136746.0,19.65,-25531,35321,-11810
2014-01-10,30800.0,30250.0,165131.0,19.3,40069,-26009,-15580
2014-01-13,30250.0,29850.0,143394.0,19.04,16595,-25915,9310
2014-01-14,29700.0,30000.0,123583.0,19.14,-18556,13056,5420
2014-01-15,30150.0,30450.0,88118.0,19.42,-28055,27175,880
2014-01-16,30450.0,31000.0,151628.0,19.78,-50265,65415,-18390
2014-01-17,30900.0,30900.0,106149.0,19.71,-17087,34477,-17440
2014-01-20,30700.0,30850.0,62933.0,19.68,-17921,22870,-4699
2014-01-21,30850.0,31700.0,179522.0,20.22,-82075,68885,9890
2014-01-22,31750.0,32150.0,191566.0,20.51,-30123,34193,-5990
2014-01-23,32150.0,32100.0,235381.0,20.48,-40157,65017,-24760
2014-01-24,31950.0,31850.0,123489.0,20.32,-55,-735,-9920
2014-01-27,31000.0,31300.0,244337.0,19.97,11720,19390,-30580
2014-01-28,31250.0,30950.0,67807.0,19.74,12831,-7891,-4960
2014-01-29,31000.0,31050.0,69190.0,19.81,-13267,1047,7670
2014-02-03,31050.0,30600.0,69920.0,19.52,213,-7143,8310
2014-02-04,30000.0,30500.0,152661.0,19.46,-8093,12303,-3710
2014-02-05,30300.0,30700.0,81905.0,19.58,-20774,34774,-16140
2014-02-06,30500.0,31200.0,115624.0,19.9,1274,27193,-28517
2014-02-07,31200.0,32300.0,329334.0,20.61,-89233,65643,22590
2014-02-10,32400.0,32200.0,157157.0,20.54,-18955,16748,807
2014-02-11,32050.0,32700.0,205166.0,20.86,-25779,22209,4390
2014-02-12,32700.0,32700.0,112273.0,20.86,-21720,14600,7620
2014-02-13,32800.0,32300.0,125297.0,20.61,30181,-30531,1140
2014-02-14,32300.0,32700.0,88659.0,20.86,-35392,33162,2080
2014-02-17,32800.0,32450.0,103182.0,20.7,5802,-12622,5420
2014-02-18,32600.0,32300.0,116341.0,20.61,19208,-39068,19610
2014-02-19,32100.0,31600.0,199119.0,20.16,76135,-82715,9740
2014-02-20,31600.0,32050.0,163399.0,20.45,-45735,24345,20910
2014-02-21,32000.0,32250.0,177525.0,20.57,40970,-41800,4830
2014-02-24,31900.0,31000.0,359203.0,19.78,21203,-12573,-5510
2014-02-25,31100.0,30650.0,206596.0,19.55,51666,-68156,15850
2014-02-26,30750.0,30550.0,135431.0,19.49,46369,-50949,4530
2014-02-27,30550.0,30550.0,222293.0,19.49,90239,-81599,-9230
2014-02-28,30600.0,30500.0,155108.0,19.46,-5680,-270,5880
2014-03-03,30400.0,30100.0,179424.0,19.2,45818,-29718,-17100
2014-03-04,29900.0,29750.0,116286.0,18.98,32470,-34530,2000
2014-03-05,30100.0,30000.0,177186.0,19.14,63597,-66477,11340
2014-03-06,30050.0,29900.0,135490.0,19.07,53008,-55058,2080
2014-03-07,30000.0,30000.0,140046.0,19.14,29622,-27122,-230
2014-03-10,30000.0,29650.0,197003.0,18.91,24236,-5186,-12540
2014-03-11,29550.0,29300.0,295486.0,18.69,48891,-39731,-7100
2014-03-12,29200.0,28450.0,245328.0,18.15,85521,-93308,7897
2014-03-13,28750.0,29000.0,94579.0,18.5,7681,-4951,-70
2014-03-14,28550.0,28950.0,82506.0,18.47,-13041,30961,-16780
2014-03-17,28650.0,28650.0,136885.0,18.28,48011,-37431,-10900
2014-03-18,28900.0,29100.0,129077.0,18.56,23647,-34887,5880
2014-03-19,29150.0,29400.0,101221.0,18.76,-31222,24312,6910
2014-03-20,29350.0,29300.0,153251.0,18.69,-39123,15433,23690
2014-03-21,29300.0,29300.0,298920.0,18.69,33705,-38835,5120
2014-03-24,29200.0,29300.0,108515.0,18.69,6340,12730,1390
2014-03-25,29350.0,30400.0,285563.0,19.39,-126698,90748,35950
2014-03-26,30800.0,30850.0,373527.0,19.68,-159946,153126,2940
2014-03-27,30650.0,30850.0,164966.0,19.68,-42168,41168,6160
2014-03-28,30650.0,30900.0,192382.0,19.71,-51024,44574,10510
2014-03-31,30750.0,30950.0,143640.0,19.74,-23107,17750,8177
2014-04-01,31150.0,31650.0,261001.0,20.19,-119961,97451,22400
2014-04-02,31600.0,31850.0,201957.0,20.32,-65309,72549,-9260
2014-04-03,31450.0,31000.0,173453.0,19.78,5022,-13982,8960
2014-04-04,30800.0,31550.0,200411.0,20.13,-38984,15324,28630
2014-04-07,31550.0,32050.0,186568.0,20.45,-75878,84228,-740
2014-04-08,31850.0,31700.0,73003.0,20.22,-3906,-6504,10150
2014-04-09,31700.0,32150.0,147653.0,20.51,-70063,50643,21910
2014-04-10,32300.0,32000.0,77101.0,20.41,-17485,8415,8770
2014-04-11,31700.0,31500.0,92867.0,20.09,-4203,-9040,11203
2014-04-14,31450.0,32250.0,137234.0,20.57,-68790,47990,20800
2014-04-15,32200.0,31800.0,101292.0,20.29,-6357,11107,-5070
2014-04-16,31800.0,32750.0,322429.0,20.89,-106272,71192,35020
2014-04-17,32900.0,33350.0,255625.0,21.27,-134510,142490,-7980
2014-04-18,33200.0,33000.0,126678.0,21.05,-10126,8656,-14410
2014-04-21,32800.0,33450.0,158962.0,21.34,-73817,69197,5270
2014-04-22,33300.0,33250.0,128689.0,21.21,-4666,695,3561
2014-04-23,33250.0,33200.0,135035.0,21.18,-49609,54388,-640
2014-04-24,33100.0,32200.0,129887.0,20.54,3697,-10997,5650
2014-04-25,32300.0,31900.0,98042.0,20.35,-3322,-15258,20480
2014-04-28,31850.0,32350.0,106761.0,20.64,12026,-30766,17640
2014-04-29,33000.0,34250.0,736478.0,21.85,-288203,231503,51610
2014-04-30,34450.0,34150.0,238267.0,21.79,-62795,25255,37890
2014-05-02,34150.0,34350.0,160302.0,21.91,-9089,-14511,23550
2014-05-07,34200.0,33500.0,229272.0,21.37,19705,-44205,21720
2014-05-08,33500.0,33550.0,164259.0,21.4,-40244,28334,11890
2014-05-09,33550.0,33550.0,223676.0,21.4,12482,-49202,36720
2014-05-12,33600.0,33200.0,146926.0,21.18,3352,-24282,20910
2014-05-13,33300.0,32850.0,172927.0,20.96,5147,-36697,41810
2014-05-14,33000.0,33650.0,152721.0,21.47,-14443,-27587,42030
2014-05-15,33650.0,32950.0,130624.0,21.02,21728,-34708,12980
2014-05-16,32950.0,32450.0,151252.0,20.7,7529,-37869,29730
2014-05-19,32600.0,31900.0,127930.0,20.35,17912,-29802,19920
2014-05-20,31900.0,32300.0,103145.0,20.61,9737,-13680,3723
2014-05-21,32300.0,32650.0,132028.0,20.83,-21914,28454,-5530
2014-05-22,32800.0,33050.0,128505.0,21.08,-23188,34158,-10700
2014-05-23,33050.0,32100.0,147748.0,20.48,37570,-9952,-27618
2014-05-26,32100.0,32450.0,95843.0,20.7,-20239,38319,-17480
2014-05-27,32500.0,32600.0,111468.0,20.8,32652,2108,-34610
2014-05-28,32350.0,32350.0,115050.0,20.64,25573,-17363,-7570
2014-05-29,32350.0,31500.0,126589.0,20.09,14507,-26347,11700
2014-05-30,31550.0,32100.0,152089.0,20.48,-45368,44510,778
2014-06-02,32250.0,32300.0,88158.0,20.61,-17667,28016,-10659
2014-06-03,32100.0,32200.0,99076.0,20.54,-22209,27221,-4892
2014-06-05,32200.0,31650.0,215303.0,20.19,9193,12253,-21546
2014-06-09,31700.0,32050.0,147929.0,20.45,7376,-21499,9888
2014-06-10,32000.0,31750.0,93820.0,20.25,13971,-11746,-75
2014-06-11,31950.0,33300.0,213840.0,21.24,-79031,63852,16529
2014-06-12,33100.0,33600.0,148497.0,21.43,-35455,42827,-7555
2014-06-13,33300.0,33700.0,195304.0,21.5,-66939,83756,-18667
2014-06-16,33850.0,33800.0,113595.0,21.56,-437,-135,-6870
2014-06-17,33850.0,33250.0,105203.0,21.21,-1019,1634,-2501
2014-06-18,33500.0,33850.0,140047.0,21.59,-31628,12978,14729
2014-06-19,34100.0,35300.0,564884.0,22.52,-81110,160043,-85133
2014-06-20,35350.0,34600.0,225212.0,22.07,-996,27827,-23960
2014-06-23,34950.0,34750.0,213024.0,22.17,6342,-20480,10618
2014-06-24,34300.0,35450.0,210209.0,22.61,-33638,28674,3954
2014-06-25,35500.0,35000.0,128631.0,22.33,5253,9075,-19738
2014-06-26,35150.0,34100.0,234895.0,21.75,-6038,-8774,23573
2014-06-27,34300.0,34650.0,155360.0,22.1,-55771,7779,39969
2014-06-30,34700.0,34350.0,108213.0,21.91,5465,-7738,1173
2014-07-01,34400.0,35400.0,227518.0,22.58,-12527,20874,-10924
2014-07-02,35200.0,36250.0,432242.0,23.12,-170144,181257,11865
2014-07-03,36250.0,36800.0,273890.0,23.48,-98787,134557,-3009
2014-07-04,36800.0,36800.0,225161.0,23.48,-67756,113086,-19003
2014-07-07,36900.0,36650.0,192352.0,23.38,22517,-19066,-765
2014-07-08,36450.0,35850.0,150809.0,22.87,-5561,3526,4100
2014-07-09,35800.0,37200.0,398255.0,23.73,-73470,1269,61006
2014-07-10,37300.0,37050.0,171225.0,23.64,14637,87,-12056
2014-07-11,37000.0,36800.0,147977.0,23.48,-626,-1996,3412
2014-07-14,37050.0,37650.0,169685.0,24.02,-44856,30204,12990
2014-07-15,37700.0,37150.0,176509.0,23.7,15280,-11302,-3776
2014-07-16,37150.0,37000.0,147964.0,23.6,-25303,25089,1021
2014-07-17,37000.0,36700.0,120198.0,23.41,4684,-12696,8075
2014-07-18,36350.0,36600.0,90576.0,23.35,-10729,79,16390
2014-07-21,37000.0,36800.0,90693.0,23.48,12724,-2013,-6321
2014-07-22,36600.0,37350.0,139079.0,23.83,-12447,18050,-7709
2014-07-23,37400.0,37000.0,142099.0,23.6,5154,-3330,-1816
2014-07-24,37000.0,37350.0,142899.0,23.83,-34883,39463,-5225
2014-07-25,37350.0,37350.0,124308.0,23.83,5697,-13511,1354
2014-07-28,37300.0,35750.0,238976.0,22.81,50565,-83296,12579
2014-07-29,35950.0,35600.0,243160.0,22.71,26010,-63576,40896
2014-07-30,36800.0,35500.0,493678.0,22.65,94975,-129132,22587
2014-07-31,35300.0,36350.0,323373.0,23.19,-12089,-91708,111298
2014-08-01,36100.0,35750.0,178505.0,22.81,-4594,-50384,55858
2014-08-04,35800.0,36300.0,134951.0,23.16,-30888,-7958,38711
2014-08-05,36050.0,35100.0,296387.0,22.39,72975,-66820,8011
2014-08-06,34950.0,33800.0,390772.0,21.56,83068,-118641,41229
2014-08-07,33700.0,34050.0,117133.0,21.72,-17781,-20034,46921
2014-08-08,34150.0,34000.0,129855.0,21.69,-37370,26637,9109
2014-08-11,34400.0,33850.0,84709.0,21.59,17489,-25605,8881
2014-08-12,33950.0,33850.0,171779.0,21.59,13926,-37830,38805
2014-08-13,33950.0,34950.0,166303.0,22.3,-21712,14819,10741
2014-08-14,35100.0,34850.0,137919.0,22.23,7550,-9464,-7761
2014-08-18,35050.0,34850.0,150097.0,22.23,30854,-30516,4753
2014-08-19,35100.0,34450.0,205846.0,21.98,3359,8543,-10991
2014-08-20,34500.0,33700.0,148723.0,21.5,7735,-47526,41398
2014-08-21,33650.0,33350.0,157126.0,21.27,21392,-50217,36614
2014-08-22,33350.0,34100.0,155852.0,21.75,-18159,-15963,33989
2014-08-25,34250.0,34400.0,126366.0,21.94,-35182,22067,15807
2014-08-26,34550.0,34850.0,168663.0,22.23,-29280,-36177,66692
2014-08-27,34850.0,35150.0,139106.0,22.42,-13872,5058,8338
2014-08-28,34950.0,35000.0,138887.0,22.33,-12680,-24714,37519
2014-08-29,34850.0,34250.0,96683.0,21.85,33676,-24707,-8041
2014-09-01,34100.0,34100.0,90878.0,21.75,-14111,-9266,23464
2014-09-02,34400.0,33700.0,120085.0,21.5,35306,-37116,5664
2014-09-03,33500.0,32600.0,260634.0,20.8,78584,-115072,38757
2014-09-04,32850.0,33350.0,167679.0,21.27,-28861,-14466,44739
2014-09-05,33200.0,33450.0,90689.0,21.34,-16153,-12891,28480
2014-09-11,33200.0,33750.0,130639.0,21.53,-11717,2442,6239
2014-09-12,33450.0,33400.0,107774.0,21.31,14474,-17779,2851
2014-09-15,33050.0,33300.0,71266.0,21.24,-5150,-5410,11790
2014-09-16,33300.0,33700.0,94745.0,21.5,-13892,-10321,23939
2014-09-17,33750.0,33200.0,159565.0,21.18,58231,-69352,11916
2014-09-18,33100.0,32950.0,213681.0,21.02,29676,-81069,49819
2014-09-19,32700.0,33050.0,164146.0,21.08,-11734,-13620,25863
2014-09-22,32900.0,32400.0,118083.0,20.67,19268,-33912,13733
2014-09-23,32350.0,31650.0,182516.0,20.19,33460,-78310,47201
2014-09-24,31600.0,32900.0,189259.0,20.99,-84101,8674,70566
2014-09-25,32900.0,32350.0,177639.0,20.64,26168,-12906,-4621
2014-09-26,32050.0,32200.0,73802.0,20.54,-5030,3314,4349
2014-09-29,32200.0,31250.0,170367.0,19.94,47985,-22928,-28550
2014-09-30,31150.0,31550.0,160091.0,20.13,-15336,-27466,42811
2014-10-01,31500.0,30050.0,157849.0,19.17,39787,-55059,15239
2014-10-02,29850.0,30550.0,203751.0,19.49,-15699,-35714,52262
2014-10-06,30350.0,30600.0,112321.0,19.52,-13827,5660,13536
2014-10-07,30700.0,30850.0,103665.0,19.68,-10694,-7145,16866
2014-10-08,30650.0,30950.0,107075.0,19.74,-580,-4161,7825
2014-10-10,30850.0,29800.0,133153.0,19.01,36926,-16972,-18939
2014-10-13,29600.0,29200.0,119462.0,18.63,-11195,-16911,28859
2014-10-14,29100.0,28300.0,457629.0,18.05,126902,-198525,77495
2014-10-15,28500.0,28400.0,200527.0,18.12,5793,-72756,66952
2014-10-16,28100.0,27300.0,215315.0,17.42,44117,-44737,3799
2014-10-17,27600.0,27700.0,271092.0,17.67,1896,-61544,58005
2014-10-20,27950.0,27750.0,188203.0,17.7,58450,-49000,-9459
2014-10-21,27850.0,25500.0,794306.0,16.27,267690,-309488,37346
2014-10-22,26150.0,27550.0,717773.0,17.57,-7786,-30028,47951
2014-10-23,27350.0,26900.0,281596.0,17.16,-18216,23560,-9316
2014-10-24,27400.0,27700.0,213324.0,17.67,-36703,61634,-28106
2014-10-27,28100.0,28300.0,301891.0,18.05,-17880,42364,-27807
2014-10-28,28400.0,27900.0,157200.0,17.8,23211,-19601,1814
2014-10-29,27900.0,28900.0,209282.0,18.44,-61278,63376,-3925
2014-10-30,28700.0,28200.0,113275.0,17.99,-711,28449,-26666
2014-10-31,28450.0,27500.0,160658.0,17.54,37814,-37905,4447
2014-11-03,27300.0,25750.0,563150.0,16.43,169494,-210181,52442
2014-11-04,25650.0,25050.0,610644.0,15.98,-2545,-9624,28393
2014-11-05,24450.0,24500.0,504985.0,15.63,28030,30122,-45979
2014-11-06,24600.0,25350.0,442697.0,16.17,-4433,-34435,28073
2014-11-07,25250.0,25050.0,191254.0,15.98,73164,-47776,-24124
2014-11-10,25250.0,24800.0,211183.0,15.82,82394,-95755,12321
2014-11-11,24900.0,25050.0,238626.0,15.98,72393,-89053,7904
2014-11-12,25300.0,25900.0,383003.0,16.52,104541,-106993,631
2014-11-13,26000.0,26300.0,171239.0,16.78,-1489,27159,-21717
2014-11-14,26500.0,26150.0,113930.0,16.68,5238,27461,-35897
2014-11-17,26200.0,26450.0,193990.0,16.87,-15722,31047,-16158
2014-11-18,26800.0,27050.0,199096.0,17.26,-70119,55518,14101
2014-11-19,27150.0,26750.0,176791.0,17.06,8593,11504,-17167
2014-11-20,26650.0,26200.0,147158.0,16.71,14956,-49058,30565
2014-11-21,26200.0,27500.0,266040.0,17.54,-88491,82537,1454
2014-11-24,27800.0,28700.0,526064.0,18.31,-102542,161277,-53487
2014-11-25,28150.0,27650.0,329814.0,17.64,21177,33377,-53324
2014-11-26,27750.0,27400.0,132199.0,17.48,13559,-6950,-7909
2014-11-27,27300.0,27000.0,191507.0,17.22,15766,-53716,39461
2014-11-28,26700.0,27100.0,90930.0,17.29,-16296,2456,10381
2014-12-01,27000.0,26050.0,175271.0,16.62,21225,-27366,4944
2014-12-02,25950.0,26150.0,167845.0,16.68,40584,-61482,22710
2014-12-03,26250.0,25800.0,153731.0,16.46,61679,-40106,-24037
2014-12-04,25850.0,26150.0,107847.0,16.68,11900,-26551,13651
2014-12-05,26250.0,26400.0,68267.0,16.84,21,-5380,5394
2014-12-08,26500.0,26200.0,83402.0,16.71,-14833,5402,7407
2014-12-09,26200.0,25800.0,96346.0,16.46,14130,-25146,12884
2014-12-10,25750.0,25150.0,138014.0,16.04,8281,-28330,26202
2014-12-11,25000.0,25150.0,106042.0,16.04,6302,905,-7353
2014-12-12,25400.0,24800.0,138069.0,15.82,54518,-61054,4535
2014-12-15,24400.0,25400.0,152665.0,16.2,23327,-73085,49762
2014-12-16,25100.0,24700.0,142549.0,15.76,74758,-49227,-25422
2014-12-17,24900.0,25700.0,281664.0,16.39,-48673,-61593,110747
2014-12-18,25950.0,25650.0,140504.0,16.36,-27147,57849,-30702
2014-12-19,25900.0,25950.0,444321.0,16.55,13945,2908,-16853
2014-12-22,26200.0,26550.0,649453.0,16.94,-5328,19743,-9059
2014-12-23,26900.0,27850.0,431513.0,17.77,-180284,148137,33690
2014-12-24,27950.0,27850.0,163939.0,17.77,-28683,26107,1323
2014-12-26,27950.0,27550.0,163196.0,17.57,-18670,16360,4357
2014-12-29,27350.0,27500.0,86170.0,17.54,-24317,5932,18428
2014-12-30,27400.0,26600.0,112362.0,16.97,18789,1196,-18395
2015-01-02,26400.0,26250.0,120179.0,13.7,-5947,-23672,29272
2015-01-05,26250.0,26450.0,152718.0,13.81,-41220,17960,13601
2015-01-06,26250.0,26750.0,236188.0,13.96,-7048,-78055,84903
2015-01-07,26650.0,26750.0,112533.0,13.96,6758,16371,-24249
2015-01-08,26950.0,26400.0,173494.0,13.78,30405,-12149,-18483
2015-01-09,26700.0,27150.0,211927.0,14.17,7942,-34518,19216
2015-01-12,27050.0,27500.0,230373.0,14.36,17364,6967,-25353
2015-01-13,27400.0,27100.0,120582.0,14.15,20011,-6521,-14241
2015-01-14,27000.0,27350.0,91502.0,14.28,-22084,17930,3420
2015-01-15,27400.0,27900.0,123841.0,14.56,-48676,39398,9024
2015-01-16,27650.0,27900.0,186493.0,14.56,-81295,89135,-4463
2015-01-19,28050.0,28150.0,167063.0,14.69,-10933,2620,15687
2015-01-20,28300.0,28300.0,107825.0,14.77,-30323,32543,-4987
2015-01-21,28350.0,28150.0,114141.0,14.69,-35693,32452,-1237
2015-01-22,28350.0,28200.0,158312.0,14.72,-15686,-24874,43493
2015-01-23,28650.0,29150.0,228676.0,15.22,-27892,2971,31282
2015-01-26,29100.0,28700.0,155764.0,14.98,-1391,16796,-15405
2015-01-27,29000.0,30200.0,361078.0,15.77,-119422,63914,32784
2015-01-28,29950.0,29750.0,204801.0,15.53,17435,13634,-31071
2015-01-29,29500.0,29600.0,142512.0,15.45,-4895,14331,-6397
2015-01-30,29750.0,30250.0,164807.0,15.79,-53395,60994,-5599
2015-02-02,30300.0,29750.0,120081.0,15.53,20904,5600,-23479
2015-02-03,30050.0,31000.0,397822.0,16.18,-121751,120176,-89
2015-02-04,31150.0,31250.0,263254.0,16.31,-92018,127205,-29446
2015-02-05,31050.0,31200.0,167461.0,16.29,-33301,59265,-31130
2015-02-06,31300.0,31400.0,135937.0,16.39,-23406,40497,-11286
2015-02-09,31500.0,30500.0,161115.0,15.92,19936,-19578,7136
2015-02-10,30400.0,30550.0,122308.0,15.95,-7632,14184,-10527
2015-02-11,30750.0,30350.0,65424.0,15.84,-12835,495,11553
2015-02-12,30350.0,30400.0,104173.0,15.87,-4277,-16721,21162
2015-02-13,31000.0,32450.0,404079.0,16.94,-41245,13759,26721
2015-02-16,32750.0,32650.0,388229.0,17.04,-103163,128912,-26590
2015-02-17,32850.0,32300.0,168786.0,16.86,22022,-44000,21703
2015-02-23,32300.0,32550.0,141970.0,16.99,-21051,-8528,29579
2015-02-24,32550.0,33900.0,243794.0,17.7,-71567,54224,9304
2015-02-25,33950.0,33500.0,219577.0,17.49,19328,-43914,28925
2015-02-26,33300.0,33400.0,134772.0,17.44,-5917,-3986,14579
2015-02-27,33500.0,33850.0,119892.0,17.67,-31126,34436,-4861
2015-03-02,33500.0,34500.0,172580.0,18.01,-60590,35272,32311
2015-03-03,34350.0,33600.0,278735.0,17.54,11222,-30468,19220
2015-03-04,33300.0,32800.0,264285.0,17.12,5105,-88203,76941
2015-03-05,32550.0,32700.0,103525.0,17.07,-31452,1476,29915
2015-03-06,32750.0,33000.0,151571.0,17.23,-10114,-19876,26927
2015-03-09,32500.0,32700.0,91758.0,17.07,-3592,-15760,17411
2015-03-10,32800.0,32700.0,147981.0,17.07,-12835,-53569,76613
2015-03-11,32150.0,31450.0,212996.0,16.42,33942,-62338,24024
2015-03-12,31450.0,32750.0,246458.0,17.1,-34734,-20296,56840
2015-03-13,32900.0,31600.0,243658.0,16.5,68433,-87934,10678
2015-03-16,31300.0,30850.0,328844.0,16.1,30345,-50738,17183
2015-03-17,31000.0,31200.0,187332.0,16.29,44978,-74900,23038
2015-03-18,31800.0,32900.0,552150.0,17.17,-90893,39251,50844
2015-03-19,33350.0,34300.0,434055.0,17.91,-143351,144492,-3851
2015-03-20,34050.0,34200.0,253644.0,17.85,-51936,62669,-16269
2015-03-23,34250.0,35550.0,608657.0,18.56,-149038,130301,19828
2015-03-24,35550.0,36300.0,420135.0,18.95,-116510,121713,4486
2015-03-25,36200.0,36000.0,190866.0,18.79,-45356,52229,-6575
2015-03-26,35350.0,35600.0,181133.0,18.58,-9582,-24472,35907
2015-03-27,35950.0,35400.0,156185.0,18.48,-30862,36035,1515
2015-03-30,35250.0,36000.0,193395.0,18.79,-69469,54191,29130
2015-03-31,35900.0,36100.0,235148.0,18.84,-78248,99345,-18986
2015-04-01,36100.0,37400.0,387677.0,19.52,-150150,125617,27344
2015-04-02,37700.0,39150.0,382699.0,20.44,-112072,145119,-40662
2015-04-03,39100.0,38850.0,211824.0,20.28,-12681,10276,9241
2015-04-06,38550.0,37900.0,233689.0,19.78,40102,-31952,-10576
2015-04-07,38000.0,38350.0,248269.0,20.02,-3764,-35566,44467
2015-04-08,38300.0,37450.0,448533.0,19.55,57467,-62651,15375
2015-04-09,37050.0,37350.0,185015.0,19.5,-12815,-5812,18380
2015-04-10,38600.0,38850.0,333928.0,20.28,-23930,-1094,31995
2015-04-13,39100.0,38700.0,206657.0,20.2,20518,-7939,-1766
2015-04-14,39300.0,38100.0,199577.0,19.89,-7865,2608,2667
2015-04-15,38150.0,38150.0,186866.0,19.92,-40314,2125,37295
2015-04-16,38800.0,38050.0,183852.0,19.86,-10014,-1614,7199
2015-04-17,38600.0,38450.0,177469.0,20.07,18336,-20772,2998
2015-04-20,38450.0,39500.0,302884.0,20.62,-10811,49519,-45864
2015-04-21,40000.0,39000.0,264194.0,20.36,31061,15558,-48018
2015-04-22,39250.0,40700.0,485332.0,21.25,-79356,13668,67534
2015-04-23,42000.0,40700.0,625551.0,21.25,103684,-53027,-41566
2015-04-24,40750.0,40200.0,496985.0,20.99,-28625,-33411,58354
2015-04-27,40500.0,40600.0,321335.0,21.19,-41926,-18598,61166
2015-04-28,40950.0,42450.0,479984.0,22.16,-158501,29671,136805
2015-04-29,42700.0,42900.0,361147.0,22.39,-44674,-7329,58545
2015-04-30,42300.0,42400.0,209550.0,22.13,-10770,-42432,34631
2015-05-04,42100.0,42350.0,127114.0,22.11,-7460,-24204,13806
2015-05-06,42550.0,41750.0,152899.0,21.79,-18822,-35633,51167
2015-05-07,41400.0,40450.0,262782.0,21.12,36674,-66781,28368
2015-05-08,40450.0,41450.0,209015.0,21.64,-42993,-33402,67045
2015-05-11,41450.0,41700.0,131264.0,21.77,-7217,-6190,21752
2015-05-12,41750.0,41850.0,122279.0,21.85,-44819,-6403,53307
2015-05-13,42200.0,41600.0,116049.0,21.72,-969,-34030,36891
2015-05-14,41400.0,41100.0,140404.0,21.46,4041,-46047,46039
2015-05-15,41100.0,40900.0,110511.0,21.35,-19229,12135,5041
2015-05-18,40900.0,39700.0,211341.0,20.72,20089,-60659,41774
2015-05-19,39300.0,41400.0,219802.0,21.61,-29526,-36885,71246
2015-05-20,40700.0,40750.0,169427.0,21.27,25323,8584,-33001
2015-05-21,39550.0,40600.0,123841.0,21.19,-9481,-20472,31548
2015-05-22,41000.0,41450.0,212082.0,21.64,-31561,23058,8938
2015-05-26,41400.0,40550.0,143297.0,21.17,-6927,-2019,9291
2015-05-27,40050.0,38900.0,185731.0,20.31,33483,-29509,-5156
2015-05-28,39150.0,39100.0,127767.0,20.41,-9338,-6862,14513
2015-05-29,38900.0,39050.0,136182.0,20.38,-23011,10727,12560
2015-06-01,39100.0,38300.0,136536.0,19.99,28975,-48237,18718
2015-06-02,38350.0,40050.0,377923.0,20.91,-149566,20152,127154
2015-06-03,40200.0,39350.0,175059.0,20.54,-28181,31829,-2989
2015-06-04,39500.0,39000.0,106721.0,20.36,3378,-6262,3985
2015-06-05,38500.0,38350.0,172601.0,20.02,3538,-43704,43482
2015-06-08,38600.0,36550.0,421612.0,19.08,105312,-179039,69637
2015-06-09,36800.0,37800.0,366801.0,19.73,-104885,-5295,107020
2015-06-10,38050.0,36500.0,293115.0,19.05,80476,-128063,47401
2015-06-11,36700.0,35600.0,373832.0,18.58,89083,-162219,71606
2015-06-12,35900.0,35500.0,249485.0,18.53,3961,-39474,33371
2015-06-15,35200.0,36000.0,176537.0,18.79,-41571,32991,4768
2015-06-16,36250.0,34450.0,269101.0,17.98,62450,-62020,9004
2015-06-17,34800.0,34050.0,517175.0,17.77,21954,-190868,178427
