Symbol,한일시멘트_시가(원),한일시멘트_종가(원),한일시멘트_거래량(주),한일시멘트_PER(IFRS-연결),한일시멘트_순매수수량(개인)(주),한일시멘트_순매수수량(기관계)(주),한일시멘트_순매수수량(외국인계)(주)
2000-01-04,18100,19600,3950,7.72,-150,-120,0
2000-01-05,20000,20000,22490,7.88,-3760,-2210,6270
2000-01-06,19400,19400,6810,7.64,-690,-740,1760
2000-01-07,20000,20000,18960,7.88,-6530,-4170,10700
2000-01-10,20500,20800,18150,8.19,-3690,-4370,8120
2000-01-11,21000,20400,23520,8.04,-4730,-12770,17290
2000-01-12,20900,20200,16120,7.96,-170,-2490,7660
2000-01-13,20200,20600,58920,8.11,-1700,-2890,23550
2000-01-14,20500,21000,90170,8.27,-14490,11160,3330
2000-01-17,21900,21200,28820,8.35,-16740,10360,6380
2000-01-18,20800,20000,72520,7.88,29800,-29860,60
2000-01-19,19050,18000,28170,7.09,3370,-1800,-820
2000-01-20,20000,18900,16000,7.44,-7450,730,6720
2000-01-21,18200,18400,6920,7.25,-200,-1280,1840
2000-01-24,18400,18600,8590,7.33,-1630,-2300,3930
2000-01-25,17300,18100,17870,7.13,-9970,-2980,12950
2000-01-26,18100,18150,18490,7.15,-5010,-7830,12840
2000-01-27,18000,18900,21720,7.44,-140,130,40
2000-01-28,19500,18500,15140,7.29,8030,-640,-7770
2000-01-31,18350,18650,7610,7.35,-1330,-980,2310
2000-02-01,18500,18550,7370,7.31,-3450,380,3170
2000-02-02,18550,19200,14350,7.56,-5110,1940,3170
2000-02-03,19200,20000,26770,7.88,-14490,5400,3090
2000-02-07,20200,19900,12760,7.84,-1790,-940,2120
2000-02-08,19650,19250,12680,7.58,-1280,250,30
2000-02-09,18800,18100,28870,7.13,16190,-13730,-5960
2000-02-10,17800,16700,61690,6.58,47400,-47860,0
2000-02-11,16400,16000,88140,6.3,68540,-69100,0
2000-02-14,16100,15700,36590,6.18,320,-4400,-2580
2000-02-15,15200,15100,24260,5.95,-4410,2100,-4590
2000-02-16,15300,14500,33110,5.71,18150,-13290,-5300
2000-02-17,14600,14300,38450,5.63,15290,-15970,280
2000-02-18,14350,13900,49950,5.48,29920,-30200,0
2000-02-21,13800,12600,80290,4.96,35170,-290,-36380
2000-02-22,12500,12750,77420,5.02,23580,3990,-27510
2000-02-23,13150,14450,46520,5.69,-400,-1340,3350
2000-02-24,14500,13700,24220,5.4,300,-230,-70
2000-02-25,13100,13900,26860,5.48,7510,-7320,-200
2000-02-28,13100,14400,60230,5.67,-810,1170,140
2000-02-29,15400,14500,75900,5.71,21910,-24670,-140
2000-03-02,14500,15500,83100,6.11,-15410,11850,2630
2000-03-03,17000,17100,207590,6.74,28120,-25190,-1120
2000-03-06,18000,17700,149420,6.97,24380,-34600,0
2000-03-07,17200,17700,81390,6.97,-37260,44470,-9210
2000-03-08,17100,17800,64770,7.01,-22530,8230,-70
2000-03-09,17100,17150,70020,6.76,-18260,-3030,-9860
2000-03-10,17350,17500,44080,6.89,5630,-12630,0
2000-03-13,18000,18250,57150,7.19,-5370,6160,-400
2000-03-14,18500,18100,145910,7.13,19830,-9720,1000
2000-03-15,17200,17000,39700,6.7,-9840,10100,-260
2000-03-16,17000,17000,47480,6.7,-4580,-2190,-10800
2000-03-17,17600,16700,17050,6.58,-1130,5000,-3680
2000-03-20,16500,16900,12330,6.66,-980,820,-30
2000-03-21,16300,16500,21610,6.5,4450,-1970,-2540
2000-03-22,16900,16500,19910,6.5,520,110,-630
2000-03-23,16700,16850,36250,6.64,8350,-1540,-6630
2000-03-24,16900,16750,37880,6.6,15100,620,-14780
2000-03-27,16900,16500,19350,6.5,-150,320,-170
2000-03-28,16200,15700,39590,6.18,-3420,1320,0
2000-03-29,15200,15250,27050,6.01,1700,-1700,0
2000-03-30,15300,15200,14250,5.99,-890,390,0
2000-03-31,15100,14800,21040,5.83,5110,2720,-8330
2000-04-03,15300,15100,36210,5.95,4600,-6390,2320
2000-04-04,15500,15150,23840,5.97,-3800,2840,810
2000-04-06,15300,15000,17510,5.91,7650,-2250,-5400
2000-04-07,15000,14700,35090,5.79,19170,-8920,-10750
2000-04-10,15000,15400,106010,6.07,53360,-45580,-6370
2000-04-11,15400,14750,34720,5.81,550,-1150,0
2000-04-12,14700,14700,24190,5.79,11480,-10980,-500
2000-04-14,15200,14850,20790,5.85,-1500,-1410,0
2000-04-17,14000,13500,35610,5.32,-6620,3510,610
2000-04-18,13900,13800,13670,5.44,2930,-2930,0
2000-04-19,13800,14500,46040,5.71,2920,-1860,-60
2000-04-20,14400,14600,9830,5.75,210,-210,0
2000-04-21,14600,14750,9400,5.81,1360,-1230,-130
2000-04-24,15200,14750,40520,5.81,3990,-32110,28120
2000-04-25,15200,15000,19590,5.91,-2450,-5050,7500
2000-04-26,15400,15000,26030,5.91,-3070,-5950,9020
2000-04-27,15000,14500,11810,5.71,-6120,1570,4550
2000-04-28,14500,15000,13810,5.91,-3920,-210,3990
2000-05-02,15200,14700,17060,5.79,2160,-6920,4760
2000-05-03,14700,15000,5880,5.91,1210,-580,-630
2000-05-04,14900,15000,11010,5.91,-1260,1440,-180
2000-05-08,15500,14950,9530,5.89,3640,10,-3550
2000-05-09,14500,14400,17540,5.67,10710,290,-2090
2000-05-10,14400,14500,9310,5.71,2660,1510,-4170
2000-05-12,14500,14800,22210,5.83,-14740,-160,4900
2000-05-15,15000,14900,19590,5.87,-13780,4920,8860
2000-05-16,14500,16150,55420,6.36,-29230,8010,23220
2000-05-17,16300,15950,43220,6.28,-9380,-23070,32450
2000-05-18,16000,15400,13990,6.07,-6690,230,6460
2000-05-19,15000,14150,40900,5.57,13880,360,-15240
2000-05-22,14200,13850,16760,5.46,-3510,-190,3200
2000-05-23,14000,13900,18510,5.48,-7440,2880,4560
2000-05-24,13900,13900,51700,5.48,-8070,-3700,42000
2000-05-25,14000,15300,20380,6.03,-3900,-1900,6800
2000-05-26,15300,15450,11960,6.09,-6080,-60,6140
2000-05-29,15350,15200,18660,5.99,1950,6670,-9120
2000-05-30,15200,14600,39570,5.75,23300,-8890,-14410
2000-05-31,14800,14300,90930,5.63,61500,-1240,-32800
2000-06-01,14300,13900,75620,5.48,29500,3400,-33510
2000-06-02,13950,13800,64100,5.44,31890,4740,-28600
2000-06-05,13950,14750,178550,5.81,79250,-930,-79320
2000-06-07,15550,16950,188720,6.68,-2770,-80,-130
2000-06-08,19000,15600,190180,6.14,-13170,12710,-100
2000-06-09,16000,15400,109130,6.07,2030,-970,0
2000-06-12,15900,15450,58570,6.09,7900,-7900,0
2000-06-13,15300,14500,38210,5.71,-1370,370,0
2000-06-14,14500,14800,100490,5.83,1290,-790,0
2000-06-15,15500,14150,40920,5.57,-320,-180,0
2000-06-16,14300,13700,25620,5.4,2260,240,0
2000-06-19,14100,14100,40530,5.55,-29310,5910,25000
2000-06-20,14100,14400,20760,5.67,-7420,2420,5000
2000-06-21,14200,14100,20270,5.55,660,-660,0
2000-06-22,14500,13850,25040,5.46,-760,410,0
2000-06-23,14200,13900,13890,5.48,-70,70,0
2000-06-26,13900,14500,55220,5.71,-880,1730,0
2000-06-27,14600,14550,27350,5.73,-1500,1430,0
2000-06-28,14800,14450,27120,5.69,-1910,1530,0
2000-06-29,14900,14450,26730,5.69,7610,-7330,0
2000-06-30,14200,14450,12530,5.69,-1610,1400,0
2000-07-03,14500,15050,44590,5.93,-3520,1270,0
2000-07-04,15500,14850,21630,5.85,20,-70,0
2000-07-05,14850,15000,27500,5.91,-4040,4020,0
2000-07-06,14800,15050,30580,5.93,-860,430,0
2000-07-07,15300,15700,73650,6.18,-2970,2230,0
2000-07-10,16000,15650,45530,6.16,1580,-1540,0
2000-07-11,15300,15000,37050,5.91,810,-1270,0
2000-07-12,15000,15000,24390,5.91,-1670,1520,0
2000-07-13,15000,15000,17730,5.91,-710,-2730,3500
2000-07-14,15000,15400,15570,6.07,-4300,-170,4500
2000-07-18,15200,15100,30690,5.95,-11730,630,10830
2000-07-19,15200,15800,113400,6.22,430,370,1550
2000-07-20,15750,16050,147560,6.32,8100,-3990,-1610
2000-07-21,16250,15750,72890,6.2,-5050,-2730,7900
2000-07-24,15900,14500,50850,5.71,-8680,2150,5180
2000-07-25,14150,13850,43200,5.46,-5920,4040,1110
2000-07-26,14000,14100,31910,5.55,2300,-1930,0
2000-07-27,13800,13800,22200,5.44,330,740,-1030
2000-07-28,13950,14000,18820,5.51,-4400,2660,1380
2000-07-31,13800,14000,17850,5.51,-3790,2420,510
2000-08-01,14100,14050,15010,5.53,3200,-2740,0
2000-08-02,14100,14000,21390,5.51,2910,1670,-4670
2000-08-03,14000,14000,33190,5.51,2860,1400,0
2000-08-04,14500,14200,13760,5.59,-6300,2270,4200
2000-08-07,14200,14200,24760,5.59,-15430,9470,3800
2000-08-08,14000,13600,17570,5.36,5530,-9100,60
2000-08-09,13800,14200,15370,5.59,-7490,1230,3460
2000-08-10,14000,14100,19820,5.55,8620,610,-9100
2000-08-11,13900,14000,68590,5.51,32130,13510,-46600
2000-08-14,14400,14300,71630,5.63,10980,10980,-9920
2000-08-16,14100,14450,25040,5.69,-2520,2080,380
2000-08-17,14100,14100,22110,5.55,140,-2140,0
2000-08-18,13800,14000,15710,5.51,-4560,3050,1600
2000-08-21,13900,13850,10300,5.46,-1210,-530,0
2000-08-22,13900,15000,70100,5.91,-19640,34300,-4530
2000-08-23,14800,14750,19700,5.81,-7390,7630,60
2000-08-24,15000,14700,11140,5.79,-5760,2490,240
2000-08-25,14700,14700,15440,5.79,-1640,1520,0
2000-08-28,15500,14900,32080,5.87,-7070,18920,-9350
2000-08-29,15000,14650,7270,5.77,-290,420,-250
2000-08-30,14650,14700,9880,5.79,-6810,6900,0
2000-08-31,14500,14050,29650,5.53,-14190,13750,0
2000-09-01,13800,14500,17920,5.71,-9530,9290,0
2000-09-04,14750,14650,17530,5.77,-9960,10080,0
2000-09-05,14650,15000,25580,5.91,-520,2710,-5320
2000-09-06,14700,14600,13330,5.75,-2790,720,-40
2000-09-07,15000,14500,13900,5.71,640,-2290,-320
2000-09-08,14300,14500,20900,5.71,-2030,-1550,-120
2000-09-14,14100,14050,16250,5.53,3440,-5380,-2430
2000-09-15,14050,14000,13400,5.51,3800,-1110,-3190
2000-09-18,13750,13750,28700,5.42,-17440,2810,13920
2000-09-19,13600,13500,21250,5.32,5130,2010,-7050
2000-09-20,13500,14000,36560,5.51,17350,-22840,-60
2000-09-21,13600,13800,19430,5.44,-290,-770,-770
2000-09-22,14000,13300,8050,5.24,860,-430,-430
2000-09-25,13300,13400,20700,5.28,3020,480,0
2000-09-26,13700,13550,24120,5.34,9750,5170,0
2000-09-27,13600,13550,37510,5.34,1920,18090,0
2000-09-28,13750,13350,23590,5.26,-3120,3150,0
2000-09-29,13500,13900,27640,5.48,-1180,2150,-930
2000-10-02,14000,13500,15130,5.32,-2330,2330,0
2000-10-04,13600,13600,14730,5.36,-6480,6480,0
2000-10-05,13900,13750,26600,5.42,-8070,8070,0
2000-10-06,13500,14300,97940,5.63,-12770,21770,0
2000-10-09,14900,14100,19860,5.55,-3230,2730,0
2000-10-10,14100,14100,20540,5.55,-3310,3310,0
2000-10-11,14600,14350,46940,5.65,-21990,13750,0
2000-10-12,14400,13900,15360,5.48,0,640,-400
2000-10-13,13200,13450,26840,5.3,2570,3310,-5900
2000-10-16,13600,13700,25860,5.4,11890,-9870,0
2000-10-17,13400,13300,27540,5.24,-15540,8310,0
2000-10-18,13050,13150,22550,5.18,-810,470,0
2000-10-19,12600,13000,13010,5.12,-2640,1570,0
2000-10-20,12650,13350,17680,5.26,-1510,1080,420
2000-10-23,13050,13050,26880,5.14,-4450,-17520,0
2000-10-24,12850,13050,25560,5.14,-3770,-10500,0
2000-10-25,13000,12900,17880,5.08,-530,-10910,0
2000-10-26,12900,13000,6970,5.12,-3080,950,0
2000-10-27,13300,13350,17120,5.26,-3750,3240,360
2000-10-30,12700,12950,22630,5.1,3530,-14930,0
2000-10-31,12900,13600,14030,5.36,-1680,1540,0
2000-11-01,13100,13500,41900,5.32,4310,-35230,60
2000-11-02,13600,13750,30220,5.42,-190,-810,0
2000-11-03,13500,13450,18040,5.3,-7110,50,0
2000-11-06,13650,13500,31130,5.32,-7370,23010,-10000
2000-11-07,13500,13500,6950,5.32,-1720,-290,0
2000-11-08,13500,13700,24740,5.4,530,5650,0
2000-11-09,13700,13700,34170,5.4,10890,-12570,1700
2000-11-10,13550,14000,11230,5.51,-6380,6330,0
2000-11-13,13000,13500,5960,5.32,2870,-2810,0
2000-11-14,13900,13800,5440,5.44,-1870,1870,0
2000-11-15,13950,13900,16150,5.48,-2100,3100,-1000
2000-11-16,14000,13500,8820,5.32,2000,1340,-5000
2000-11-17,13200,13300,11280,5.24,2470,-2950,-5000
2000-11-20,13050,13800,53540,5.44,13740,-6740,0
2000-11-21,14000,13950,56880,5.49,5330,-30,-5300
2000-11-22,14100,14100,47760,5.55,-7690,7690,0
2000-11-23,13850,14250,91760,5.61,-1720,11170,-5000
2000-11-24,14300,13900,28460,5.48,-3390,6900,-5000
2000-11-27,14500,13700,21390,5.4,2280,3570,-6700
2000-11-28,13700,13450,11970,5.3,-1470,1510,0
2000-11-29,13300,13350,11890,5.26,-1490,-2830,0
2000-11-30,13150,13400,4260,5.28,-1580,-360,-60
2000-12-01,13400,13800,10600,5.44,-7030,4660,20
2000-12-04,13800,13600,5840,5.36,210,-210,0
2000-12-05,13700,13700,3560,5.4,-1250,1250,0
2000-12-06,13900,13700,14790,5.4,-500,-140,600
2000-12-07,13550,13550,13600,5.34,540,-3500,0
2000-12-08,13550,13600,10760,5.36,-5150,5090,0
2000-12-11,13800,13700,24260,5.4,1480,-1600,60
2000-12-12,13700,13600,17430,5.36,-3710,3180,650
2000-12-13,13650,13350,37350,5.26,5960,4550,-10510
2000-12-14,13300,13450,22690,5.3,10590,-13660,3070
2000-12-15,13350,13400,23850,5.28,1760,-1580,-180
2000-12-18,13300,13400,10210,5.28,-2470,2060,410
2000-12-19,13400,13700,30370,5.4,-14960,9800,-120
2000-12-20,14000,13700,24350,5.4,-5200,2060,0
2000-12-21,13500,14000,30650,5.51,-2210,6690,-40
2000-12-22,14000,13950,27420,5.49,-920,-630,0
2000-12-26,14300,14400,60930,5.67,7250,-1410,0
2001-01-02,14400,14550,45550,6.32,16350,-11290,0
2001-01-03,14800,14500,32070,6.3,3910,3560,-340
2001-01-04,15000,14900,231270,6.47,74620,-41380,60
2001-01-05,14850,14800,116140,6.43,13560,1470,-40
2001-01-08,14700,14900,74740,6.47,17180,4180,0
2001-01-09,14700,14650,36790,6.36,-2540,3990,0
2001-01-10,14750,14550,49840,6.32,-1250,4700,0
2001-01-11,14400,15000,96120,6.51,35680,-15120,200
2001-01-12,15200,14850,38500,6.45,5440,-6100,600
2001-01-15,14900,14650,85940,6.36,4750,-7690,0
2001-01-16,14400,14600,43090,6.34,-14010,10320,0
2001-01-17,14450,14600,37330,6.34,-10120,8080,0
2001-01-18,14900,15100,43900,6.56,-7390,7900,0
2001-01-19,15400,15250,66630,6.62,80,-180,0
2001-01-22,16000,16000,99380,6.95,-2040,-4340,13470
2001-01-26,16500,16300,88770,7.08,-18370,-11160,29550
2001-01-29,16100,17500,231850,7.6,-33730,-31490,60220
2001-01-30,17450,16950,92630,7.36,-27400,-3620,31020
2001-01-31,17100,16600,43530,7.21,-5040,5040,0
2001-02-01,16500,16300,25490,7.08,-1790,1730,60
2001-02-02,16400,16000,28950,6.95,-5090,5090,0
2001-02-05,15550,15500,24370,6.73,-660,660,0
2001-02-06,15250,15500,13550,6.73,-3920,3720,200
2001-02-07,15500,15200,13970,6.6,3560,-3400,0
2001-02-08,15050,15300,14890,6.64,-2080,2280,-280
2001-02-09,15200,15700,24880,6.82,-700,700,0
2001-02-12,15500,16000,34400,6.95,-22250,22230,0
2001-02-13,16100,15750,9440,6.84,-540,520,20
2001-02-14,15500,15450,24320,6.71,-1750,1610,80
2001-02-15,15600,15900,64340,6.9,-370,-1280,0
2001-02-16,16100,15750,34990,6.84,9860,-9860,0
2001-02-19,15350,15150,22460,6.58,4980,-4620,-180
2001-02-20,15000,15150,20570,6.58,-1080,960,100
2001-02-21,15250,15500,28960,6.73,-8320,8240,0
2001-02-22,15250,16000,33770,6.95,-26550,22400,-200
2001-02-23,15500,15800,26940,6.86,-15860,14120,200
2001-02-26,15650,15750,6740,6.84,1280,-1620,280
2001-02-27,15550,15500,7940,6.73,1240,-1260,0
2001-02-28,15450,15900,25300,6.9,-4330,14330,0
2001-03-02,15600,15400,17710,6.69,-9890,7080,30
2001-03-05,15700,15600,9600,6.77,-6500,6190,10
2001-03-06,15700,15750,11970,6.84,-2030,1270,0
2001-03-07,15900,15400,11950,6.69,-5300,5430,-10
2001-03-08,15500,15500,14530,6.73,-3260,6440,-3300
2001-03-09,15700,15450,8660,6.71,270,-490,-1280
2001-03-12,15500,15750,21120,6.84,-8970,8170,-200
2001-03-13,15150,15600,17180,6.77,-13140,10640,0
2001-03-14,16000,16100,30640,6.99,-18680,18680,0
2001-03-15,15900,16050,15320,6.97,-1890,-190,0
2001-03-16,16000,16200,13710,7.03,-1780,1300,0
2001-03-19,16350,16000,8780,6.95,-3660,3640,0
2001-03-20,16000,16050,39760,6.97,-4540,31420,-30
2001-03-21,15700,16200,4860,7.03,-2520,2260,60
2001-03-22,16050,16200,5820,7.03,-2120,120,0
2001-03-23,16200,16100,7200,6.99,-2210,2070,0
2001-03-26,16100,16000,5290,6.95,-390,410,-20
2001-03-27,16000,16000,9760,6.95,-2870,3150,-280
2001-03-28,15850,16000,3420,6.95,-1320,1290,0
2001-03-29,15850,15900,4090,6.9,-970,1130,0
2001-03-30,15800,16450,28020,7.14,-5850,23400,-20000
2001-04-02,16400,16150,3590,7.01,-870,870,0
2001-04-03,16300,16100,8800,6.99,-5310,5040,0
2001-04-04,16000,16300,6590,7.08,-4460,4150,0
2001-04-06,16500,16150,6100,7.01,1840,-1430,-50
2001-04-09,16200,16250,8150,7.06,-3160,-210,0
2001-04-10,16250,15900,6470,6.9,-1030,530,0
2001-04-11,15900,15950,14400,6.93,3090,-4580,0
2001-04-12,15800,15950,11170,6.93,2320,-1340,-90
2001-04-13,16000,15950,5440,6.93,-1050,820,0
2001-04-16,15800,15900,6900,6.9,-2340,1430,0
2001-04-17,16000,16500,22230,7.16,-8530,30,7500
2001-04-18,16600,17300,55740,7.51,-7460,8800,7500
2001-04-19,17100,18000,184800,7.82,43660,-17580,-19390
2001-04-20,18000,17250,35660,7.49,-8070,8160,0
2001-04-23,17400,17300,22390,7.51,-4430,3370,360
2001-04-24,16800,17000,9250,7.38,-3360,3600,-360
2001-04-25,16300,17050,18820,7.4,-1570,4440,0
2001-04-26,16900,17200,15020,7.47,590,-50,0
2001-04-27,17150,17200,13820,7.47,-4260,3620,1000
2001-04-30,16850,17250,31320,7.49,-2120,2240,0
2001-05-02,17250,17050,41890,7.4,-1050,1320,500
2001-05-03,16900,16950,28740,7.36,2040,3890,-4760
2001-05-04,16500,17000,11860,7.38,-6700,6640,0
2001-05-07,16900,17150,13080,7.45,-4910,4640,0
2001-05-08,17000,17100,13430,7.42,-3500,-4490,0
2001-05-09,17000,16700,15850,7.25,-310,-5100,0
2001-05-10,16700,17450,32850,7.58,-4310,-3900,-1000
2001-05-11,17450,17700,38010,7.69,-2590,-620,100
2001-05-14,17600,17500,45580,7.6,-3110,-7270,0
2001-05-15,17600,18200,64800,7.9,4050,-4750,0
2001-05-16,18050,18400,64580,7.99,1160,15120,0
2001-05-17,18150,18350,12130,7.97,-2240,2220,0
2001-05-18,18400,18100,51140,7.86,-7630,28190,0
2001-05-21,18400,18350,48670,7.97,-12690,22980,0
2001-05-22,18700,18500,28720,8.03,1370,7260,-20
2001-05-23,18650,19100,79900,8.29,5680,19350,0
2001-05-24,18700,19100,39640,8.29,9130,9610,0
2001-05-25,19450,19100,26010,8.29,-14380,14310,-80
2001-05-28,19300.0,19200.0,26890.0,8.34,900,-3300,0
2001-05-29,19200.0,19800.0,49830.0,8.6,-6630,37200,0
2001-05-30,19800.0,19800.0,30320.0,8.6,2140,8220,150
2001-05-31,19300.0,20100.0,47740.0,8.73,2560,3190,770
2001-06-01,20500.0,20000.0,14300.0,8.68,430,1290,20
2001-06-04,20000.0,20100.0,16010.0,8.73,-780,-2640,120
2001-06-05,20350.0,20550.0,158610.0,8.92,-3470,-7730,660
2001-06-07,20500.0,20750.0,23290.0,9.01,-7100,5120,0
2001-06-08,21200.0,20850.0,17850.0,9.05,-4730,2870,0
2001-06-11,20850.0,20500.0,23050.0,8.9,-2770,-4690,0
2001-06-12,20800.0,20900.0,38700.0,9.08,2490,-14560,0
2001-06-13,20950.0,21400.0,90330.0,9.29,-4720,12140,0
2001-06-14,21700.0,22800.0,145240.0,9.9,-3960,-33640,45980
2001-06-15,22200.0,23150.0,28040.0,10.05,3420,-2810,-420
2001-06-18,23900.0,23000.0,33130.0,9.99,5160,-4840,0
2001-06-19,22500.0,23600.0,93350.0,10.25,-12400,13520,-4000
2001-06-20,23600.0,23550.0,17000.0,10.23,-6030,5300,0
2001-06-21,23900.0,23000.0,22780.0,9.99,-4280,3600,0
2001-06-22,23300.0,22500.0,18320.0,9.77,-5500,4390,0
2001-06-25,22800.0,22500.0,20460.0,9.77,-6920,10520,0
2001-06-26,22450.0,22100.0,16070.0,9.6,-1270,3250,0
2001-06-27,22500.0,21650.0,11240.0,9.4,1470,-890,400
2001-06-28,22100.0,20700.0,15710.0,8.99,-6890,6600,40
2001-06-29,21000.0,21300.0,8250.0,9.25,-2090,1450,400
2001-07-02,21000.0,21300.0,18970.0,9.25,-5490,2800,-1000
2001-07-03,20900.0,20850.0,7670.0,9.05,-890,-1030,0
2001-07-04,21400.0,21150.0,13180.0,9.18,-2590,640,0
2001-07-05,21400.0,20800.0,6140.0,9.03,-160,-260,0
2001-07-06,20200.0,21000.0,14670.0,9.12,-9730,2530,0
2001-07-09,20500.0,21500.0,18510.0,9.34,-7330,3690,0
2001-07-10,21150.0,21000.0,8640.0,9.12,-2210,930,0
2001-07-11,20550.0,20300.0,15210.0,8.81,-6050,2050,-6000
2001-07-12,20700.0,20500.0,17380.0,8.9,-1090,-3780,-840
2001-07-13,20700.0,21000.0,14090.0,9.12,-3370,1900,0
2001-07-16,21300.0,21000.0,6910.0,9.12,-2200,1760,320
2001-07-18,21200.0,20750.0,10060.0,9.01,-390,-5330,100
2001-07-19,20350.0,21000.0,20170.0,9.12,-5840,2180,0
2001-07-20,20550.0,20400.0,18740.0,8.86,-5870,-4550,0
2001-07-23,19950.0,19650.0,15160.0,8.53,-5700,-5190,320
2001-07-24,19950.0,19400.0,20360.0,8.42,-7280,-3620,6940
2001-07-25,19500.0,18700.0,8620.0,8.12,360,-3400,0
2001-07-26,18550.0,18500.0,7250.0,8.03,5370,-5000,0
2001-07-27,18600.0,18650.0,7510.0,8.1,3710,-3070,-420
2001-07-30,18600.0,18550.0,9200.0,8.05,840,420,0
2001-07-31,18350.0,18550.0,6200.0,8.05,520,-520,0
2001-08-01,18600.0,18850.0,10420.0,8.18,5120,-4240,0
2001-08-02,18850.0,18800.0,5440.0,8.16,0,-350,0
2001-08-03,18800.0,19500.0,20970.0,8.47,-3400,1970,190
2001-08-06,19100.0,19400.0,3660.0,8.42,50,-160,0
2001-08-07,19200.0,19100.0,12130.0,8.29,3100,-5710,0
2001-08-08,19000.0,18900.0,4370.0,8.21,2040,-2330,0
2001-08-09,18900.0,18400.0,12570.0,7.99,4610,-5740,0
2001-08-10,18600.0,18500.0,17310.0,8.03,3470,-5930,0
2001-08-13,19000.0,18700.0,12530.0,8.12,490,-2970,0
2001-08-14,18700.0,20750.0,21460.0,9.01,-15650,5480,-490
2001-08-16,20450.0,20800.0,18120.0,9.03,-1440,1550,0
2001-08-17,21000.0,20200.0,20680.0,8.77,2640,8890,0
2001-08-20,19800.0,19600.0,5320.0,8.51,1540,-1730,0
2001-08-21,19600.0,20400.0,8880.0,8.86,-5730,6410,0
2001-08-22,20100.0,21950.0,26200.0,9.53,-10740,15350,0
2001-08-23,21600.0,21500.0,18780.0,9.34,1310,-1140,0
2001-08-24,21500.0,21500.0,20400.0,9.34,-2120,600,0
2001-08-27,21850.0,22000.0,21960.0,9.55,-8750,120,8690
2001-08-28,22300.0,21900.0,29050.0,9.51,-4910,-16270,21310
2001-08-29,21500.0,21650.0,11120.0,9.4,210,-930,0
2001-08-30,21100.0,21000.0,4840.0,9.12,-1090,1090,0
2001-08-31,20400.0,21800.0,16350.0,9.47,-8850,6730,0
2001-09-03,21800.0,21300.0,5590.0,9.25,-2530,2160,40
2001-09-04,21000.0,21300.0,6830.0,9.25,1690,-1570,10
2001-09-05,21800.0,20850.0,5850.0,9.05,2110,-1250,-410
2001-09-06,20950.0,20900.0,8740.0,9.08,-580,490,-20
2001-09-07,20650.0,20650.0,9670.0,8.97,5250,1470,-610
2001-09-10,21000.0,21000.0,8920.0,9.12,-190,980,-20
2001-09-11,20650.0,20650.0,4880.0,8.97,890,-890,0
2001-09-12,17700.0,19500.0,24790.0,8.47,-13630,11960,160
2001-09-13,20000.0,22000.0,32840.0,9.55,-1120,-740,-670
2001-09-14,20900.0,20900.0,21530.0,9.08,-3690,3500,-120
2001-09-17,20900.0,19800.0,17420.0,8.6,-6260,2390,0
2001-09-18,20000.0,20200.0,21130.0,8.77,-3880,2170,0
2001-09-19,19850.0,19900.0,32560.0,8.64,-450,-3780,0
2001-09-20,19900.0,19650.0,8680.0,8.53,1910,-4670,-40
2001-09-21,19500.0,20000.0,9340.0,8.68,-4130,-310,0
2001-09-24,19500.0,19850.0,2790.0,8.62,-2160,1210,0
2001-09-25,20700.0,20150.0,10710.0,8.75,1010,-3100,0
2001-09-26,20150.0,20200.0,4660.0,8.77,-250,-380,0
2001-09-27,19800.0,20300.0,77440.0,8.81,1000,-3400,0
2001-09-28,20300.0,20500.0,13440.0,8.9,-330,1810,-1510
2001-10-04,20500.0,20950.0,107100.0,9.1,37990,-6170,-31790
2001-10-05,20550.0,20550.0,19690.0,8.92,-4210,4040,0
2001-10-08,20050.0,20500.0,85890.0,8.9,-5780,3370,0
2001-10-09,20500.0,20600.0,16880.0,8.94,-6650,6250,0
2001-10-10,20500.0,19000.0,99430.0,8.25,30710,-29730,0
2001-10-11,19800.0,20000.0,33960.0,8.68,-6660,430,0
2001-10-12,19900.0,19300.0,61360.0,8.38,17810,-19550,0
2001-10-15,19300.0,19300.0,22230.0,8.38,-5070,6620,0
2001-10-16,19100.0,19450.0,12110.0,8.45,-2980,1550,0
2001-10-17,19550.0,19650.0,20040.0,8.53,5030,-4260,0
2001-10-18,19500.0,19350.0,11110.0,8.4,2760,-3930,0
2001-10-19,19100.0,19350.0,16230.0,8.4,3010,-3210,0
2001-10-22,19200.0,19400.0,13000.0,8.42,2250,-4220,0
2001-10-23,19400.0,19500.0,28200.0,8.47,14030,-15640,0
2001-10-24,19500.0,19350.0,12640.0,8.4,1250,-1250,0
2001-10-25,19350.0,19000.0,63420.0,8.25,26920,-25860,0
2001-10-26,19050.0,19300.0,11680.0,8.38,-1220,1480,0
2001-10-29,19200.0,19100.0,21770.0,8.29,-5630,6780,0
2001-10-30,19300.0,19250.0,31870.0,8.36,-3780,3740,0
2001-10-31,19150.0,19300.0,14990.0,8.38,-2620,3420,200
2001-11-01,19000.0,19300.0,10510.0,8.38,-4660,4660,0
2001-11-02,19350.0,19300.0,21120.0,8.38,780,1710,-490
2001-11-05,19450.0,19500.0,19210.0,8.47,4060,-4200,0
2001-11-06,19500.0,19300.0,26220.0,8.38,-500,5020,-4830
2001-11-07,19200.0,19400.0,10100.0,8.42,2570,-4170,1590
