Symbol,한일시멘트_시가(원),한일시멘트_종가(원),한일시멘트_거래량(주),한일시멘트_PER(IFRS-연결),한일시멘트_순매수수량(개인)(주),한일시멘트_순매수수량(기관계)(주),한일시멘트_순매수수량(외국인계)(주)
2008-09-22,74000.0,76000.0,20030.0,9.84,-1024,-866,1873
2008-09-23,75800.0,76300.0,18580.0,9.88,-3411,3851,137
2008-09-24,76300.0,78000.0,12395.0,10.1,-3332,-4342,7021
2008-09-25,79000.0,78000.0,13408.0,10.1,-82,-4130,3699
2008-09-26,76700.0,81600.0,23217.0,10.56,-6139,5619,2134
2008-09-29,80700.0,78800.0,35509.0,10.2,1801,-7080,5562
2008-09-30,78800.0,76000.0,30497.0,9.84,3811,-4978,-2294
2008-10-01,75200.0,78700.0,16959.0,10.19,1409,-2526,1400
2008-10-02,81200.0,78800.0,10170.0,10.2,-1260,4512,-3352
2008-10-06,77200.0,75000.0,16665.0,9.71,844,5974,-6748
2008-10-07,76800.0,73800.0,19315.0,9.55,-1065,4487,-2927
2008-10-08,73800.0,72100.0,19260.0,9.33,-1784,1441,-347
2008-10-09,74800.0,72700.0,35104.0,9.41,416,1185,-1611
2008-10-10,73000.0,68900.0,45587.0,8.92,10076,-7829,-2383
2008-10-13,69700.0,75900.0,21235.0,9.82,-1308,1603,-536
2008-10-14,76300.0,77600.0,22008.0,10.04,1971,789,-3043
2008-10-15,75300.0,80000.0,13776.0,10.36,-5995,3188,2683
2008-10-16,79000.0,76900.0,16281.0,9.95,398,4052,-4475
2008-10-17,77000.0,78100.0,25469.0,10.11,-5169,4615,239
2008-10-20,82000.0,76600.0,18971.0,9.91,-1837,3548,-1860
2008-10-21,76700.0,73600.0,15300.0,9.53,5049,-5586,516
2008-10-22,75000.0,65200.0,24352.0,8.44,6124,-2972,-3052
2008-10-23,60000.0,56800.0,22937.0,7.35,5368,-6304,593
2008-10-24,57900.0,54100.0,22873.0,7.0,-1213,6065,-5338
2008-10-27,47000.0,51600.0,28758.0,6.68,2692,-1346,-1357
2008-10-28,51600.0,50700.0,16575.0,6.56,2394,16,-1726
2008-10-29,52300.0,50100.0,22606.0,6.48,6204,-1756,-4424
2008-10-30,51000.0,56000.0,44915.0,7.25,1979,-4687,2726
2008-10-31,54200.0,64400.0,38055.0,8.34,-6921,4359,2067
2008-11-03,65100.0,63100.0,27240.0,8.17,1282,5037,-6394
2008-11-04,63100.0,66000.0,25442.0,8.54,-2156,8422,-6478
2008-11-05,66000.0,67000.0,24634.0,8.67,2967,5410,-8626
2008-11-06,67000.0,64400.0,19050.0,8.34,-1359,4245,-3002
2008-11-07,64400.0,64200.0,29743.0,8.31,2330,3110,-5349
2008-11-10,64400.0,66100.0,23361.0,8.56,-110,1066,-971
2008-11-11,67300.0,65200.0,14578.0,8.44,-3035,3509,-605
2008-11-12,65900.0,67900.0,28814.0,8.79,-3630,5732,-3551
2008-11-13,66800.0,66800.0,20719.0,8.65,-1011,-902,-943
2008-11-14,66900.0,64300.0,23502.0,8.32,5700,-4337,-1921
2008-11-17,63200.0,60700.0,22561.0,7.86,3204,-4316,526
2008-11-18,60600.0,54900.0,24482.0,7.11,7781,-9252,1526
2008-11-19,54400.0,51900.0,29749.0,6.72,4201,-6654,2135
2008-11-20,50000.0,49800.0,18325.0,6.45,-2671,5911,-109
2008-11-21,48050.0,50500.0,13673.0,6.54,-1375,-1153,2050
2008-11-24,50100.0,47400.0,19407.0,6.14,3296,-4162,-604
2008-11-25,49250.0,50200.0,21301.0,6.5,-308,764,-1050
2008-11-26,49100.0,50100.0,40534.0,6.48,9885,6401,-20889
2008-11-27,52000.0,52500.0,13620.0,6.8,-916,-813,1679
2008-11-28,52600.0,55100.0,19151.0,7.13,-6051,2634,2841
2008-12-01,54500.0,54800.0,19177.0,7.09,3677,-2150,-1497
2008-12-02,53400.0,51300.0,14252.0,6.64,4198,-3249,-465
2008-12-03,51400.0,52700.0,31301.0,6.82,4453,-3567,966
2008-12-04,51900.0,51000.0,14119.0,6.6,884,-2795,1820
2008-12-05,52000.0,51800.0,14727.0,6.7,-5108,4210,721
2008-12-08,52300.0,58800.0,21108.0,7.61,-10017,9665,76
2008-12-09,59100.0,59800.0,19117.0,7.74,-198,-1561,1410
2008-12-10,61500.0,66900.0,23248.0,8.66,-8151,5879,1110
2008-12-11,64500.0,69000.0,43872.0,8.93,-5172,4009,1317
2008-12-12,67500.0,68800.0,24945.0,8.91,-2371,-2483,3723
2008-12-15,72100.0,72000.0,34648.0,9.32,839,4743,-3795
2008-12-16,71200.0,69000.0,27543.0,8.93,953,-6952,5154
2008-12-17,70500.0,67000.0,26421.0,8.67,1106,-1821,1171
2008-12-18,68400.0,69900.0,26313.0,9.05,-6479,4745,3395
2008-12-19,73900.0,68700.0,17414.0,8.89,-1427,3836,61
2008-12-22,69300.0,67500.0,17671.0,8.74,2338,-1530,-1851
2008-12-23,67800.0,65100.0,11058.0,8.43,1577,-1505,-1268
2008-12-24,67500.0,64000.0,13348.0,8.28,247,1282,-1555
2008-12-26,65000.0,65000.0,8766.0,8.41,-186,-441,656
2008-12-29,63500.0,65900.0,13140.0,8.53,-868,944,-608
2008-12-30,67000.0,65500.0,20860.0,8.48,-3297,-1838,1908
2009-01-02,64800.0,64500.0,20639.0,33.58,7824,-10126,619
2009-01-05,64400.0,64100.0,17318.0,33.37,4170,-7551,2931
2009-01-06,65700.0,65300.0,21160.0,34.0,-6550,3164,4281
2009-01-07,65800.0,66000.0,38129.0,34.36,21285,-6108,-15953
2009-01-08,65900.0,65500.0,30313.0,34.1,4741,-3942,-3329
2009-01-09,64600.0,64100.0,16581.0,33.37,-7,-3446,2104
2009-01-12,64100.0,62300.0,11871.0,32.43,2039,-2855,-287
2009-01-13,60600.0,59600.0,34055.0,31.03,14235,-14904,-127
2009-01-14,59400.0,60600.0,27684.0,31.55,3820,-10426,5548
2009-01-15,58100.0,59000.0,31669.0,30.72,-3491,5302,-2058
2009-01-16,58200.0,62300.0,23093.0,32.43,-4378,6058,-2991
2009-01-19,61600.0,61900.0,20290.0,32.23,2549,-1536,-1391
2009-01-20,60800.0,59000.0,17776.0,30.72,5751,-5388,-695
2009-01-21,58400.0,58500.0,17130.0,30.46,240,-1789,736
2009-01-22,58400.0,60000.0,23049.0,31.24,-1796,-3816,4349
2009-01-23,60000.0,60500.0,22760.0,31.5,-6795,5801,171
2009-01-28,60600.0,61500.0,35486.0,32.02,2502,17306,-20536
2009-01-29,60700.0,61500.0,13513.0,32.02,-884,-464,323
2009-01-30,61500.0,62600.0,19022.0,32.59,-9701,4213,3839
2009-02-02,61500.0,60000.0,25479.0,31.24,7711,-8246,-386
2009-02-03,59100.0,61000.0,19853.0,31.76,-2847,-474,1382
2009-02-04,61000.0,61900.0,23308.0,32.23,-2687,-1422,2727
2009-02-05,63000.0,63300.0,31912.0,32.96,-13127,353,11282
2009-02-06,63500.0,64000.0,28622.0,33.32,-8578,-56,6330
2009-02-09,64000.0,64800.0,14478.0,33.74,-3974,1818,-3147
2009-02-10,65500.0,65000.0,11264.0,33.84,-2681,593,-769
2009-02-11,64800.0,65000.0,16562.0,33.84,-1410,517,-1358
2009-02-12,63200.0,64000.0,23748.0,33.32,3520,-2848,-1698
2009-02-13,64000.0,65300.0,13223.0,34.0,-842,970,-1349
2009-02-16,63700.0,65300.0,9858.0,34.0,1397,-1083,50
2009-02-17,64400.0,62900.0,15635.0,32.75,4680,-5014,376
2009-02-18,62200.0,60200.0,28293.0,31.34,10414,-7513,-3829
2009-02-19,60100.0,59900.0,15122.0,31.19,3224,-5370,-628
2009-02-20,60600.0,59000.0,19516.0,30.72,1480,-3497,-2212
2009-02-23,58800.0,60000.0,11193.0,31.24,328,-2639,487
2009-02-24,59500.0,58100.0,13845.0,30.25,3760,-1426,-1911
2009-02-25,58500.0,58700.0,14612.0,30.56,200,-58,-1279
2009-02-26,58700.0,57900.0,19339.0,30.14,-597,-2209,-851
2009-02-27,56800.0,59400.0,18959.0,30.92,-5483,-1826,7788
2009-03-02,58100.0,56300.0,20616.0,29.31,7862,-5065,-3030
2009-03-03,58500.0,57000.0,17817.0,29.68,-2451,-4856,5745
2009-03-04,57000.0,57000.0,23674.0,29.68,2134,-12,-4286
2009-03-05,57200.0,57000.0,25510.0,29.68,1710,-7407,4723
2009-03-06,57600.0,59900.0,26063.0,31.19,-5307,-86,4723
2009-03-09,61000.0,61500.0,15613.0,32.02,-939,-1463,916
2009-03-10,62100.0,59500.0,39505.0,30.98,7557,-4514,-3702
2009-03-11,60100.0,61300.0,17446.0,31.91,-2406,107,2109
2009-03-12,61300.0,60100.0,27481.0,31.29,622,-565,-1211
2009-03-13,59800.0,61000.0,32911.0,31.76,-206,11048,-11184
2009-03-16,59600.0,65200.0,36475.0,33.94,-10850,22562,-12222
2009-03-17,66500.0,69000.0,32950.0,35.92,-5868,9900,-654
2009-03-18,70500.0,68900.0,14956.0,35.87,-2531,3113,1142
2009-03-19,69500.0,70000.0,23019.0,36.44,-4848,6873,1179
2009-03-20,69900.0,71000.0,26105.0,36.96,-2334,4377,1857
2009-03-23,72400.0,70000.0,15200.0,36.44,-965,3564,515
2009-03-24,70000.0,70000.0,32928.0,36.44,3206,3827,-5360
2009-03-25,70800.0,69500.0,15591.0,36.18,-2938,6997,-2772
2009-03-26,68700.0,67900.0,29208.0,35.35,3917,-2589,3111
2009-03-27,68000.0,66700.0,13881.0,34.73,4480,-3546,728
2009-03-30,67200.0,66000.0,7225.0,34.36,-146,608,-472
2009-03-31,67400.0,68500.0,30052.0,35.66,-8195,11950,-1066
2009-04-01,68000.0,68000.0,23254.0,35.4,188,2173,-2034
2009-04-02,68600.0,71000.0,72093.0,36.96,-626,12441,2314
2009-04-03,71300.0,72500.0,30261.0,37.74,2398,2708,-115
2009-04-06,71700.0,72800.0,25579.0,37.9,-346,5936,-351
2009-04-07,74000.0,75000.0,26532.0,39.05,-2720,10048,-60
2009-04-08,75400.0,74900.0,39631.0,38.99,-3884,11063,-3632
2009-04-09,74200.0,80600.0,48178.0,41.96,-3075,15980,3129
2009-04-10,80500.0,83200.0,53125.0,43.32,-8642,29626,-5154
2009-04-13,82100.0,81600.0,21942.0,42.48,-3636,1775,114
2009-04-14,80800.0,77400.0,18414.0,40.3,7946,-7026,-712
2009-04-15,76500.0,79300.0,27018.0,41.29,-3988,10174,-1966
2009-04-16,80700.0,79300.0,19548.0,41.29,-1019,2274,686
2009-04-17,77400.0,77400.0,16696.0,40.3,-1336,1157,303
2009-04-20,78000.0,75000.0,14567.0,39.05,7745,-6536,-173
2009-04-21,74200.0,78900.0,16303.0,41.08,-6219,3290,2929
2009-04-22,79900.0,79500.0,16287.0,41.39,-204,-1314,1496
2009-04-23,79900.0,79900.0,13141.0,41.6,-920,2843,-1870
2009-04-24,77200.0,78700.0,9089.0,40.97,-1051,3254,-2131
2009-04-27,77500.0,79900.0,8964.0,41.6,401,-293,-108
2009-04-28,80500.0,80600.0,30523.0,41.96,-6081,21279,-15289
2009-04-29,79800.0,82300.0,54783.0,42.85,-4127,19651,-7433
2009-04-30,82300.0,83600.0,133184.0,43.52,-162,11244,-10110
2009-05-04,83600.0,84000.0,15401.0,43.73,-1043,-5963,7228
2009-05-06,80100.0,81000.0,26605.0,42.17,6730,-12019,5359
2009-05-07,81300.0,82400.0,32435.0,42.9,-464,-6127,6630
2009-05-08,83900.0,82000.0,20023.0,42.69,468,5622,-6184
2009-05-11,81300.0,82000.0,62782.0,42.69,8487,-16259,7966
2009-05-12,82400.0,81500.0,38789.0,42.43,-4404,-3065,7505
2009-05-13,81300.0,83500.0,16367.0,43.47,960,-5405,4429
2009-05-14,84200.0,82400.0,53668.0,42.9,-1747,-2250,3872
2009-05-15,82600.0,83000.0,11883.0,43.21,-171,-3616,3838
2009-05-18,82400.0,80500.0,12146.0,41.91,2754,-7607,5072
2009-05-19,80600.0,80500.0,11517.0,41.91,3049,-5357,2384
2009-05-20,81000.0,82000.0,20318.0,42.69,-6617,-5814,11484
2009-05-21,81400.0,84200.0,13303.0,43.84,-3083,-3063,6144
2009-05-22,84200.0,84300.0,20684.0,43.89,-1325,-3115,4387
2009-05-25,83000.0,78800.0,22893.0,41.02,8479,-5549,-2982
2009-05-26,79500.0,78500.0,26200.0,40.87,2450,-4277,1120
2009-05-27,77400.0,73800.0,24637.0,38.42,7952,-8798,1124
2009-05-28,73800.0,75800.0,16673.0,39.46,-3631,3400,238
2009-05-29,73200.0,77300.0,17753.0,40.24,573,-3262,2487
2009-06-01,77000.0,76200.0,11780.0,39.67,1663,-5184,3085
2009-06-02,76200.0,74500.0,16723.0,38.79,2263,-3898,1920
2009-06-03,74600.0,73100.0,16143.0,38.06,7405,-4918,-2560
2009-06-04,72700.0,71300.0,16253.0,37.12,4605,-2809,-2318
2009-06-05,70500.0,71300.0,18858.0,37.12,2833,-2677,104
2009-06-08,71100.0,74900.0,15569.0,38.99,-6208,4294,1969
2009-06-09,75400.0,73700.0,24799.0,38.37,3920,-2131,-513
2009-06-10,73400.0,74300.0,24995.0,38.68,-1927,8720,-6595
2009-06-11,73900.0,73200.0,31303.0,38.11,1355,-1203,-1552
2009-06-12,72900.0,73000.0,11443.0,38.01,4365,-5811,1457
2009-06-15,73000.0,72300.0,16545.0,37.64,5420,-8356,3754
2009-06-16,72300.0,73400.0,13604.0,38.21,-4151,-479,4752
2009-06-17,73400.0,73600.0,17772.0,38.32,-3338,933,2409
2009-06-18,74000.0,73300.0,9199.0,38.16,1047,-5220,3186
2009-06-19,73800.0,74000.0,122369.0,38.53,-3583,14916,-11895
2009-06-22,73000.0,73000.0,19163.0,38.01,3270,-3926,1649
2009-06-23,72000.0,72600.0,18928.0,37.8,-192,-234,545
2009-06-24,71600.0,71600.0,23709.0,37.28,3630,746,-4359
2009-06-25,71100.0,71800.0,23123.0,37.38,-2033,-8803,11313
2009-06-26,72300.0,73300.0,43208.0,38.16,-858,-448,2246
2009-06-29,73900.0,73200.0,10672.0,38.11,-1737,-1226,3199
2009-06-30,73700.0,74200.0,51157.0,38.63,-8161,5858,3133
2009-07-01,73700.0,73400.0,15921.0,38.21,3850,-3556,-399
2009-07-02,73100.0,72100.0,16917.0,37.54,9125,-11872,2093
2009-07-03,71900.0,72200.0,11013.0,37.59,-197,-3080,3197
2009-07-06,72200.0,71700.0,19074.0,37.33,4558,-10236,5744
2009-07-07,71900.0,72000.0,8013.0,37.48,-3477,-300,3807
2009-07-08,72800.0,75000.0,11663.0,39.05,-7552,3001,4551
2009-07-09,75700.0,72900.0,18879.0,37.95,2493,-6896,5025
2009-07-10,72700.0,74700.0,15292.0,38.89,-5549,5194,391
2009-07-13,75100.0,74000.0,29408.0,38.53,1138,8662,-9768
2009-07-14,73400.0,72200.0,16670.0,37.59,8830,-2785,-5176
2009-07-15,71900.0,72200.0,16329.0,37.59,5287,-2460,-3788
2009-07-16,72300.0,72800.0,24579.0,37.9,7635,-4554,-7697
2009-07-17,72400.0,72700.0,25430.0,37.85,3682,-2592,-13106
2009-07-20,72600.0,75500.0,18147.0,39.31,-9085,7808,-353
2009-07-21,75000.0,75700.0,16171.0,39.41,-1659,2051,-5372
2009-07-22,74300.0,75300.0,13573.0,39.2,2480,5769,-6892
2009-07-23,75500.0,76100.0,17144.0,39.62,-2862,6024,-3904
2009-07-24,75600.0,76200.0,13116.0,39.67,1063,2906,-4056
2009-07-27,78000.0,77100.0,35945.0,40.14,-1057,5472,-4415
2009-07-28,76200.0,76500.0,15556.0,39.83,-70,-1234,1621
2009-07-29,76700.0,75700.0,18321.0,39.41,-113,-2258,1521
2009-07-30,76000.0,74500.0,7218.0,38.79,2213,-741,-1472
2009-07-31,74100.0,75400.0,28883.0,39.25,974,-7397,-6597
2009-08-03,74200.0,74600.0,36656.0,38.84,5568,-9056,-15972
2009-08-04,73700.0,74500.0,56206.0,38.79,5984,-11034,-20750
2009-08-05,74000.0,73700.0,56377.0,38.37,8597,-9514,-22936
2009-08-06,74200.0,73700.0,29888.0,38.37,4656,-2678,-12786
2009-08-07,74100.0,79500.0,122998.0,41.39,-27427,41863,-13316
2009-08-10,79700.0,79500.0,27879.0,41.39,-8393,10030,-3544
2009-08-11,80000.0,80000.0,30707.0,41.65,-514,727,118
2009-08-12,81800.0,81200.0,13413.0,42.27,2185,-1524,-744
2009-08-13,81000.0,78000.0,41483.0,40.61,12878,-14777,321
2009-08-14,79000.0,79500.0,31366.0,41.39,-11245,5133,8128
2009-08-17,80900.0,76500.0,24454.0,39.83,10114,-15476,4469
2009-08-18,76900.0,76500.0,18725.0,39.83,263,1698,1624
2009-08-19,76600.0,75000.0,21163.0,39.05,8959,-15928,5852
2009-08-20,73800.0,78000.0,23125.0,40.61,-11214,9766,2392
2009-08-21,78500.0,76000.0,36565.0,39.57,6521,-18376,425
2009-08-24,75300.0,76400.0,17600.0,39.78,-737,-1188,1248
2009-08-25,77300.0,76900.0,20174.0,40.04,5045,-6263,757
2009-08-26,77200.0,77000.0,21711.0,40.09,10797,-12505,833
2009-08-27,77100.0,77900.0,20839.0,40.56,-4165,1487,-1133
2009-08-28,78400.0,77800.0,14601.0,40.5,-2395,3112,169
2009-08-31,78500.0,76400.0,12043.0,39.78,3220,-7247,-277
2009-09-01,75900.0,80200.0,20170.0,41.75,-13160,5060,7638
2009-09-02,80900.0,84000.0,36401.0,43.73,-13852,15615,-1737
2009-09-03,83500.0,85600.0,21434.0,44.56,-3701,3497,-3511
2009-09-04,84600.0,84000.0,20202.0,43.73,-540,6500,-8543
2009-09-07,83300.0,80400.0,17509.0,41.86,5969,-7610,-120
2009-09-08,80900.0,81400.0,13584.0,42.38,-3754,2950,788
2009-09-09,80700.0,80500.0,12496.0,41.91,3459,-3155,-299
2009-09-10,80600.0,81300.0,24902.0,42.33,-835,-2552,2791
2009-09-11,80200.0,82000.0,12082.0,42.69,2017,-5212,3015
2009-09-14,80600.0,80500.0,9015.0,41.91,2978,901,-3879
2009-09-15,80100.0,79300.0,17797.0,41.29,10882,-11212,-1605
2009-09-16,78800.0,78900.0,23300.0,41.08,3761,-5764,2014
2009-09-17,78500.0,78900.0,16970.0,41.08,3505,-4677,813
2009-09-18,78500.0,81500.0,34527.0,42.43,-5289,-18097,22018
2009-09-21,81500.0,83200.0,16586.0,43.32,-1333,-5935,7308
2009-09-22,82800.0,82000.0,10595.0,42.69,2898,-5241,2425
2009-09-23,82000.0,82100.0,8644.0,42.74,1986,-2884,898
2009-09-24,82800.0,80900.0,15574.0,42.12,2885,-3613,484
2009-09-25,81100.0,80600.0,8998.0,41.96,1947,-1685,-262
2009-09-28,78500.0,81300.0,9440.0,42.33,515,83,-1036
2009-09-29,80100.0,81300.0,16843.0,42.33,3457,-4045,-1012
2009-09-30,81000.0,80600.0,15255.0,41.96,585,5995,-6641
2009-10-01,80800.0,81600.0,16499.0,42.48,-4045,7067,-3099
2009-10-05,81900.0,81600.0,18963.0,42.48,-9158,8571,564
2009-10-06,82500.0,80900.0,17538.0,42.12,-4244,5509,-1265
2009-10-07,80600.0,82800.0,14268.0,43.11,-3376,3871,-620
2009-10-08,82300.0,80300.0,22776.0,41.81,6293,-8188,1905
2009-10-09,80700.0,81800.0,12741.0,42.59,1510,-4694,3284
2009-10-12,82000.0,81500.0,7053.0,42.43,1938,-1526,-142
2009-10-13,80700.0,80000.0,24837.0,41.65,7466,-783,-5621
2009-10-14,80000.0,79500.0,9607.0,41.39,1984,-2893,671
2009-10-15,79200.0,79400.0,12933.0,41.34,4008,-6583,2481
2009-10-16,79300.0,81400.0,18668.0,42.38,-5579,-2595,11090
2009-10-19,80500.0,81200.0,10546.0,42.27,137,-2550,2444
2009-10-20,80300.0,82200.0,6921.0,42.79,-3047,856,2249
2009-10-21,81600.0,82200.0,6134.0,42.79,-2310,885,1425
2009-10-22,81200.0,82000.0,9241.0,42.69,-65,-827,2212
2009-10-23,82000.0,80000.0,8987.0,41.65,5653,-3927,-188
2009-10-26,79600.0,79800.0,8822.0,41.55,-501,1022,-183
2009-10-27,80400.0,79000.0,8425.0,41.13,4432,-5284,-322
2009-10-28,77600.0,78000.0,20055.0,40.61,5739,-5641,-2510
2009-10-29,77800.0,76000.0,20090.0,39.57,1798,4884,-7388
2009-10-30,75900.0,74500.0,23705.0,38.79,14538,-11087,-4672
2009-11-02,74200.0,75200.0,13888.0,39.15,-2732,6918,-4232
2009-11-03,75200.0,73700.0,14833.0,38.37,9220,-6406,-2904
2009-11-04,74200.0,71700.0,25791.0,37.33,12638,-3770,-9980
2009-11-05,71600.0,70900.0,31447.0,36.91,14441,-13107,-1837
2009-11-06,70600.0,70500.0,27302.0,36.7,7527,-4466,-3363
2009-11-09,70800.0,71100.0,12888.0,37.02,1049,-772,-381
2009-11-10,71700.0,71400.0,11902.0,37.17,2650,-3043,393
2009-11-11,72600.0,73000.0,11802.0,38.01,-936,2454,-1518
2009-11-12,72600.0,71800.0,19424.0,37.38,5051,-4130,-1187
2009-11-13,72700.0,74300.0,14056.0,38.68,-2323,875,1364
2009-11-16,73700.0,72300.0,17692.0,37.64,4696,-1223,-6904
2009-11-17,71600.0,70500.0,20756.0,36.7,7813,-894,-10541
2009-11-18,70900.0,71800.0,27232.0,37.38,-2480,7016,-5128
2009-11-19,71800.0,71200.0,17466.0,37.07,3987,-6324,1067
2009-11-20,71800.0,72000.0,8059.0,37.48,-2180,130,1793
2009-11-23,72000.0,73800.0,6907.0,38.42,-4294,3602,874
2009-11-24,73600.0,72100.0,14597.0,37.54,2479,-5968,3031
2009-11-25,72700.0,72800.0,5612.0,37.9,-1830,1858,-144
2009-11-26,72400.0,72100.0,12067.0,37.54,1090,-7890,-478
2009-11-27,71500.0,70300.0,15724.0,36.6,-2282,-116,-1865
2009-11-30,70800.0,70700.0,22400.0,36.81,3957,-7484,560
2009-12-01,69700.0,70000.0,15498.0,36.44,-1375,-412,1977
2009-12-02,69800.0,69800.0,9529.0,36.34,3686,-5429,-341
2009-12-03,70200.0,70000.0,18909.0,36.44,3755,-7561,2416
2009-12-04,71100.0,71100.0,18465.0,37.02,862,-5717,1708
2009-12-07,70500.0,71300.0,9574.0,37.12,596,-3566,1495
2009-12-08,71100.0,71700.0,8740.0,37.33,-968,-210,-40
2009-12-09,71900.0,72700.0,17739.0,37.85,-5536,4418,986
2009-12-10,73000.0,73400.0,45091.0,38.21,2617,-4653,-7224
2009-12-11,73400.0,73000.0,13768.0,38.01,-1706,-918,2308
2009-12-14,73400.0,75200.0,66299.0,39.15,-8480,4076,2944
2009-12-15,75700.0,77300.0,26429.0,40.24,-9948,9156,9099
2009-12-16,79000.0,77300.0,21019.0,40.24,-8749,10428,274
2009-12-17,77500.0,78000.0,14254.0,40.61,-4976,4761,507
2009-12-18,79300.0,79000.0,13803.0,41.13,782,28,-801
2009-12-21,78000.0,76900.0,18890.0,40.04,1351,3210,-4922
2009-12-22,76900.0,77900.0,6617.0,40.56,-1465,-371,98
2009-12-23,79000.0,79200.0,8399.0,41.23,-2234,3959,-2107
2009-12-24,78100.0,79100.0,16638.0,41.18,-7102,3949,2625
2009-12-28,79100.0,80600.0,14536.0,41.96,-1968,565,-803
2009-12-29,79200.0,77800.0,11051.0,40.5,2269,-2638,-1051
2009-12-30,77700.0,80400.0,10097.0,41.86,-4004,3991,355
2010-01-04,80900.0,80900.0,3043.0,15.11,-908,229,843
2010-01-05,79000.0,79100.0,8927.0,14.78,1504,-1753,509
2010-01-06,78300.0,78400.0,8037.0,14.65,1798,-4953,3100
2010-01-07,78800.0,78400.0,11411.0,14.65,2451,-2349,-268
2010-01-08,79000.0,80000.0,7711.0,14.94,63,464,591
2010-01-11,81100.0,79900.0,4948.0,14.93,807,237,-499
2010-01-12,79200.0,80400.0,6896.0,15.02,-841,1855,-649
2010-01-13,79300.0,80300.0,10808.0,15.0,-2227,3616,-1052
2010-01-14,79800.0,80000.0,17660.0,14.94,-1257,3424,-2460
2010-01-15,78700.0,78600.0,8178.0,14.68,2737,-3400,1170
2010-01-18,78600.0,78600.0,11163.0,14.68,-44,-836,2163
2010-01-19,78700.0,78000.0,15313.0,14.57,1431,1489,-2763
2010-01-20,78000.0,77800.0,14913.0,14.53,865,-834,130
2010-01-21,77800.0,79100.0,11060.0,14.78,-2930,2660,-315
2010-01-22,79100.0,76500.0,15875.0,14.29,2913,-2635,441
2010-01-25,75800.0,77600.0,5427.0,14.5,-2245,1191,1053
2010-01-26,76800.0,77500.0,10404.0,14.48,-150,1612,-1397
2010-01-27,77700.0,78500.0,7174.0,14.66,-792,1221,-885
2010-01-28,77700.0,75400.0,13399.0,14.08,4659,958,-4977
2010-01-29,75600.0,72800.0,16090.0,13.6,6955,-1931,-4972
2010-02-01,72100.0,72800.0,7736.0,13.6,2199,386,-2644
2010-02-02,70100.0,71500.0,16651.0,13.36,1642,2658,-4199
2010-02-03,71500.0,71500.0,10240.0,13.36,-152,1325,-1724
2010-02-04,72100.0,71500.0,6263.0,13.36,2471,-3084,-776
2010-02-05,70200.0,72300.0,12167.0,13.51,-3625,4646,-2940
2010-02-08,71400.0,71000.0,9701.0,13.26,2082,2320,-5156
2010-02-09,71300.0,70300.0,9998.0,13.13,2250,-503,-2248
2010-02-10,70100.0,71500.0,10555.0,13.36,2049,629,-3725
2010-02-11,71600.0,72200.0,6789.0,13.49,-1405,4579,-3997
2010-02-12,71200.0,71200.0,11420.0,13.3,5245,440,-5137
2010-02-16,71500.0,71100.0,7269.0,13.28,-3060,3412,-1202
2010-02-17,71100.0,72100.0,5930.0,13.47,-1557,2052,-589
2010-02-18,72100.0,71500.0,3106.0,13.36,1994,-1535,-103
2010-02-19,72000.0,70900.0,5415.0,13.24,-459,1439,-670
2010-02-22,71500.0,72000.0,9384.0,13.45,-1584,-134,1084
2010-02-23,72000.0,72800.0,5070.0,13.6,993,-50,-1097
2010-02-24,73000.0,72200.0,4484.0,13.49,1062,-1649,886
2010-02-25,72300.0,71700.0,3676.0,13.39,2965,-1182,-922
2010-02-26,71700.0,73000.0,4548.0,13.64,-1435,624,534
2010-03-02,71700.0,73400.0,8459.0,13.71,459,-1678,877
2010-03-03,74000.0,72300.0,3653.0,13.51,1039,-613,-250
2010-03-04,72200.0,71800.0,3652.0,13.41,1821,-256,-1139
2010-03-05,71800.0,73500.0,8130.0,13.73,-409,682,-1250
2010-03-08,72700.0,74600.0,3697.0,13.94,-750,1002,-378
2010-03-09,74500.0,73900.0,12457.0,13.8,-1010,7277,-3434
2010-03-10,73900.0,75000.0,12711.0,14.01,-629,6947,-6324
2010-03-11,75800.0,74300.0,18546.0,13.88,-66,5914,-5243
2010-03-12,74900.0,75700.0,9415.0,14.14,-4014,4384,-383
2010-03-15,76100.0,75600.0,4320.0,14.12,65,-685,729
2010-03-16,75800.0,74100.0,13433.0,13.84,-3990,-696,4771
2010-03-17,74500.0,76400.0,11109.0,14.27,-3885,-143,4491
2010-03-18,77500.0,76400.0,7258.0,14.27,1742,-1526,311
2010-03-19,76400.0,75800.0,6897.0,14.16,409,-1819,1046
2010-03-22,75800.0,74400.0,6779.0,13.9,3110,-1453,-697
2010-03-23,74400.0,76100.0,3967.0,14.22,-3525,661,968
2010-03-24,76900.0,75100.0,4456.0,14.03,-113,631,-1053
2010-03-25,75600.0,74500.0,2985.0,13.92,-12,393,-391
2010-03-26,74200.0,73500.0,5651.0,13.73,3869,-1438,-1539
2010-03-29,72500.0,73100.0,4056.0,13.66,172,-326,146
2010-03-30,73700.0,74200.0,5554.0,13.86,788,-1168,99
2010-03-31,73800.0,72800.0,12911.0,13.6,2520,4486,-6733
2010-04-01,72500.0,72600.0,13745.0,13.56,7880,-7480,-1254
2010-04-02,72000.0,72600.0,8210.0,13.56,3492,-1670,76
2010-04-05,72700.0,73300.0,4443.0,13.69,-1674,-584,862
