Symbol,DB하이텍_시가(원),DB하이텍_종가(원),DB하이텍_거래량(주),DB하이텍_PER(IFRS-연결),DB하이텍_순매수수량(개인)(주),DB하이텍_순매수수량(기관계)(주),DB하이텍_순매수수량(외국인계)(주)
2000-01-04,6050,6300,117660,4.98,4750,-4750,0
2000-01-05,6010,6220,148350,4.92,8260,-8260,0
2000-01-06,6250,5800,98120,4.58,7370,-7370,0
2000-01-07,5600,5850,89740,4.62,-3230,2830,400
2000-01-10,6000,5810,80480,4.59,11680,-11680,0
2000-01-11,5600,5560,88110,4.39,580,-580,0
2000-01-12,5570,5410,83250,4.28,2340,-2340,0
2000-01-13,5350,5790,127910,4.58,7550,-7550,0
2000-01-14,5870,6170,223490,4.88,2480,-2480,0
2000-01-17,6000,5900,184990,4.66,4260,-4760,500
2000-01-18,6000,5600,109950,4.43,1370,-1470,100
2000-01-19,5550,5550,117480,4.39,1630,-1630,0
2000-01-20,5400,5210,79610,4.12,-2530,2230,300
2000-01-21,5050,5200,103050,4.11,2670,-2670,0
2000-01-24,5110,5260,76390,4.16,-80,80,0
2000-01-25,5110,5150,51930,4.07,-1920,-80,0
2000-01-26,5300,5500,143240,4.35,-2640,1140,0
2000-01-27,5770,6320,151260,5,1720,-510,0
2000-01-28,6420,6000,450910,4.74,-3680,3970,0
2000-01-31,5970,6130,164220,4.85,210,-210,0
2000-02-01,6500,6250,159320,4.94,-660,680,0
2000-02-02,6300,6600,227780,5.22,5030,-5030,0
2000-02-03,6680,6900,261140,5.45,1580,420,0
2000-02-07,7100,6910,135520,5.46,-690,690,0
2000-02-08,6910,6650,122630,5.26,13590,-13610,0
2000-02-09,6650,6500,80270,5.14,-570,570,0
2000-02-10,6350,6210,81840,4.91,7690,-7690,0
2000-02-11,6220,6050,54860,4.78,1650,-650,0
2000-02-14,6050,5750,71940,4.54,-19880,-120,20000
2000-02-15,5900,5800,47270,4.58,-16270,1170,15100
2000-02-16,5890,5900,46510,4.66,-5640,570,5070
2000-02-17,6000,6000,58130,4.74,-4170,-190,4360
2000-02-18,6180,5910,91600,4.67,1000,-1000,0
2000-02-21,5890,5360,41810,4.24,380,-380,0
2000-02-22,5290,5630,88510,4.45,-10490,200,0
2000-02-23,6000,6150,140360,4.86,-40390,5380,20000
2000-02-24,6240,6480,171660,5.12,-34090,-8500,10000
2000-02-25,6390,7000,250180,5.53,-3130,3620,0
2000-02-28,6800,7470,304820,5.9,-7720,-1280,10000
2000-02-29,7990,8590,678970,6.79,-50280,52390,100
2000-03-02,8990,9870,294970,7.8,-64870,43820,1050
2000-03-03,11350,8390,1310510,6.63,-13330,-8990,12040
2000-03-06,8580,9640,242670,7.62,-29390,29390,0
2000-03-07,11000,9650,846890,7.63,-66440,67820,0
2000-03-08,9640,9590,431710,7.58,270,-530,110
2000-03-09,9800,9260,378550,7.32,13150,-4490,-7590
2000-03-10,9500,9050,409450,7.15,11940,-11680,0
2000-03-13,9210,9700,508630,7.67,5560,-5410,0
2000-03-14,10000,9850,312270,7.79,-510,550,0
2000-03-15,10300,9500,461630,7.51,13060,-13060,0
2000-03-16,9590,8690,272250,6.87,-2680,1480,1200
2000-03-17,8750,7880,227090,6.23,-1210,1270,0
2000-03-20,7880,8000,184160,6.32,5820,-5820,0
2000-03-21,7900,7410,144540,5.86,-2110,630,1080
2000-03-22,7610,7630,156050,6.03,18880,-18880,0
2000-03-23,7670,8000,271440,6.32,1720,-1420,0
2000-03-24,8100,8300,260540,6.56,-320,320,0
2000-03-27,8500,8200,1112050,6.48,34850,-34850,0
2000-03-28,8400,8900,1444730,7.03,-33820,33820,0
2000-03-29,9000,8450,208920,6.68,-74260,-10510,0
2000-03-30,8390,8090,153240,6.39,-103020,820,0
2000-03-31,7520,8150,114370,6.44,-41280,970,0
2000-04-03,9300,9370,330010,7.41,8230,-180,0
2000-04-04,9450,8500,508390,6.72,-36810,3580,800
2000-04-06,8410,8400,165300,6.64,-96320,-10,0
2000-04-07,8250,8370,215590,6.62,-146600,-7420,0
2000-04-10,9620,9620,402070,7.6,43350,-44480,-110
2000-04-11,9900,9060,647500,7.16,260,-1310,0
2000-04-12,9150,9540,294240,7.54,-39560,-3370,0
2000-04-14,8500,9350,188000,7.39,-4820,5000,0
2000-04-17,8220,8100,225810,6.4,-61470,4650,0
2000-04-18,8880,8500,106270,6.72,4560,-3890,0
2000-04-19,8600,8600,138810,6.8,-39270,-2600,0
2000-04-20,8500,8710,156100,6.88,-4690,-110,0
2000-04-21,9000,8800,77430,6.96,440,-440,0
2000-04-24,9000,10100,496160,7.98,29330,-30260,0
2000-04-25,10200,9560,693560,7.56,16240,-16340,50
2000-04-26,9750,9150,266580,7.23,-19960,-40,0
2000-04-27,8930,9540,343540,7.54,-2080,2080,0
2000-04-28,9800,10250,698980,8.1,18510,-18490,-50
2000-05-02,10500,10800,708580,8.54,-17100,-2510,-440
2000-05-03,10700,10550,289880,8.34,1330,-780,-550
2000-05-04,10600,10650,366260,8.42,-3940,4240,-220
2000-05-08,11950,10250,505810,8.1,420,-470,-330
2000-05-09,9810,9420,305610,7.45,3610,-3400,-330
2000-05-10,9420,9150,291300,7.23,-440,1810,-1370
2000-05-12,8900,8640,236030,6.83,2490,-250,-330
2000-05-15,8500,7700,220180,6.09,320,-80,-220
2000-05-16,7700,7990,216750,6.32,800,-940,-220
2000-05-17,8100,7350,187410,5.81,-5000,-130,-550
2000-05-18,6800,6920,180290,5.47,-58260,-1100,60
2000-05-19,7000,7100,117020,5.61,-14270,-580,0
2000-05-22,6550,6550,99350,5.18,-40280,-1230,-160
2000-05-23,6310,6300,96400,4.98,-47690,4090,60
2000-05-24,6020,7000,149320,5.53,-23000,-1420,-60
2000-05-25,7100,7580,173230,5.99,-12440,13180,0
2000-05-26,7290,6600,116050,5.22,-3990,-210,0
2000-05-29,6510,6860,69890,5.42,-750,710,40
2000-05-30,6860,7180,91320,5.67,2170,-1890,-280
2000-05-31,7300,7210,256400,5.7,67230,-67230,0
2000-06-01,7440,7100,145240,5.61,5400,-29550,0
2000-06-02,7390,7850,422220,6.2,7090,-9290,0
2000-06-05,9020,9020,282500,7.13,1830,-1830,0
2000-06-07,10350,10350,316420,8.18,41360,-41360,0
2000-06-08,11000,9700,1049660,7.67,50340,-50540,200
2000-06-09,9400,9200,522030,7.27,116970,-117140,-180
2000-06-12,9000,9700,537280,7.67,54380,-54720,380
2000-06-13,9000,8350,340810,6.6,-610,610,0
2000-06-14,8400,8560,437830,6.77,190,-390,0
2000-06-15,8210,7400,281860,5.85,-39570,-12340,0
2000-06-16,7500,7800,165560,6.17,-17140,5420,60
2000-06-19,7250,7500,109140,5.93,-1440,1520,0
2000-06-20,7500,7700,160870,6.09,-2450,-5750,0
2000-06-21,8100,7800,218700,6.17,1990,-1530,-460
2000-06-22,7990,7900,150420,6.24,-2420,310,0
2000-06-23,7700,7800,73140,6.17,-15060,90,0
2000-06-26,8100,7880,91580,6.23,-2600,2520,80
2000-06-27,7900,7840,118400,6.2,-6030,1540,0
2000-06-28,7910,7870,159000,6.22,-1440,1380,60
2000-06-29,7980,7940,117440,6.28,-38670,-2270,-100
2000-06-30,7940,8060,138710,6.37,-1670,1670,0
2000-07-03,8150,8140,116580,6.43,-1990,1640,0
2000-07-04,8500,8350,250030,6.6,350,-350,0
2000-07-05,8300,8100,139680,6.4,-1310,1310,0
2000-07-06,8000,8000,93420,6.32,-190,90,0
2000-07-07,8000,8130,151490,6.43,-2860,2790,120
2000-07-10,8500,8400,249580,6.64,-14550,16080,120
2000-07-11,8590,8050,157780,6.36,11320,-11280,-40
2000-07-12,8290,8020,90410,6.34,1370,-1360,40
2000-07-13,8020,7800,87170,6.17,3290,-4010,-280
2000-07-14,7760,7780,81690,6.15,10470,-10470,0
2000-07-18,7900,7700,74110,6.09,-22330,1030,0
2000-07-19,7690,7600,121170,6.01,-35530,3400,0
2000-07-20,7320,7130,97080,5.64,-13360,-9100,60
2000-07-21,7350,7100,95190,5.61,-37370,780,0
2000-07-24,7650,7130,179950,5.64,-3240,3240,0
2000-07-25,7000,7000,87710,5.53,-9030,4170,360
2000-07-26,7000,7120,100260,5.63,140,-2340,0
2000-07-27,7200,7160,257020,5.66,-2240,2240,0
2000-07-28,7400,6950,92160,5.49,-4850,3650,1200
2000-07-31,7000,6910,71710,5.46,-3960,3360,600
2000-08-01,6920,7040,74620,5.56,3950,-3950,0
2000-08-02,6910,7090,65990,5.6,-1620,1520,100
2000-08-03,7000,7170,154610,5.67,3300,-3300,0
2000-08-04,7500,7040,79680,5.56,1540,-1540,0
2000-08-07,6950,6700,48760,5.3,-3640,-860,0
2000-08-08,6500,6690,42460,5.29,-3180,-190,0
2000-08-09,6700,6750,56760,5.34,-2290,1670,620
2000-08-10,6650,6900,60400,5.45,-8010,-2710,4050
2000-08-11,6950,6860,80370,5.42,1930,-1930,0
2000-08-14,7100,7100,88160,5.61,-1340,1220,120
2000-08-16,7200,7210,83970,5.7,-2980,2460,520
2000-08-17,7400,7300,122870,5.77,1580,-2080,500
2000-08-18,7300,7140,61450,5.64,1680,-1680,0
2000-08-21,7050,6920,40520,5.47,890,-890,0
2000-08-22,6850,6880,51440,5.44,-15600,3760,40
2000-08-23,6880,6810,55440,5.38,-29470,-4350,-100
2000-08-24,6900,6750,46400,5.34,-15220,460,400
2000-08-25,6950,6930,74750,5.48,-20400,1960,0
2000-08-28,7300,7350,141790,5.81,-34170,34470,200
2000-08-29,7400,7150,96680,5.65,310,-310,0
2000-08-30,7200,7060,56380,5.58,2610,-2610,0
2000-08-31,7060,6900,76730,5.45,4400,-4400,0
2000-09-01,6900,6960,57020,5.5,-1270,1270,0
2000-09-04,6910,7150,116220,5.65,820,-5320,4500
2000-09-05,7160,6980,45550,5.52,-1320,1320,0
2000-09-06,6950,6950,56930,5.49,-930,930,0
2000-09-07,6880,6990,87070,5.52,-27010,27010,0
2000-09-08,6970,6750,53780,5.34,14880,-10380,-4500
2000-09-14,6610,6610,49700,5.22,10890,-7570,-3820
2000-09-15,6650,6550,44190,5.18,1670,-1670,0
2000-09-18,6310,5570,87320,4.4,34220,-34720,0
2000-09-19,5290,5560,62520,4.39,9990,-9990,0
2000-09-20,5600,5880,87910,4.65,6190,-5890,-100
2000-09-21,6060,5700,78470,4.51,1000,-1000,0
2000-09-22,5660,5400,65720,4.27,900,-600,-300
2000-09-25,5400,5540,33610,4.38,-340,340,0
2000-09-26,5500,5560,49820,4.39,-660,600,0
2000-09-27,5700,6350,345400,5.02,-1910,1990,0
2000-09-28,6450,6180,132040,4.88,-7810,7890,0
2000-09-29,6200,6210,149090,4.91,-13140,13040,0
2000-10-02,6200,6250,108130,4.94,540,-610,0
2000-10-04,6170,6220,64550,4.92,-5140,3680,920
2000-10-05,6260,6210,62510,4.91,7750,-7040,0
2000-10-06,6100,6000,99380,4.74,12820,-12960,0
2000-10-09,6000,5890,56970,4.66,13550,-13310,0
2000-10-10,5880,5750,61430,4.54,-780,780,0
2000-10-11,5750,5520,72200,4.36,-2020,2020,0
2000-10-12,5400,5500,79840,4.35,4380,-2540,-1800
2000-10-13,5400,5420,60190,4.28,-4990,4630,0
2000-10-16,5900,5670,62950,4.48,4360,-4060,0
2000-10-17,5600,5440,66550,4.3,-4830,4650,0
2000-10-18,5450,5500,60470,4.35,1050,-990,0
2000-10-19,5450,5360,66440,4.24,-770,1010,0
2000-10-20,5510,5600,86390,4.43,-4310,2270,0
2000-10-23,5650,5580,76270,4.41,3350,-3580,-620
2000-10-24,5600,5860,309310,4.63,-1060,4150,0
2000-10-25,5860,5720,66830,4.52,-130,-2630,0
2000-10-26,5600,5580,61390,4.41,-1000,500,0
2000-10-27,5850,5500,31400,4.35,-5800,5220,200
2000-10-30,5500,5210,49960,4.12,3990,-3990,0
2000-10-31,5360,5260,48110,4.16,-3230,3050,0
2000-11-01,5270,5410,37390,4.28,2930,-2810,0
2000-11-02,5330,5620,74060,4.44,-22020,2100,0
2000-11-03,5600,5600,36120,4.43,1930,-1870,0
2000-11-06,5600,5630,48760,4.45,-3240,5580,60
2000-11-07,5680,5430,62480,4.29,7430,-3450,0
2000-11-08,5600,5580,88500,4.41,15650,-2060,100
2000-11-09,5710,5790,268630,4.58,4820,-2630,-1980
2000-11-10,5630,5700,78740,4.51,-3460,3030,0
2000-11-13,5710,5500,62790,4.35,5220,-4710,0
2000-11-14,5380,5570,41380,4.4,200,-200,0
2000-11-15,5630,5600,68320,4.43,3520,-3520,0
2000-11-16,5690,5570,42280,4.4,-720,600,0
2000-11-17,5550,5570,43180,4.4,6020,-2900,0
2000-11-20,5590,5640,71550,4.46,-2790,-410,0
2000-11-21,5630,5560,57200,4.39,-910,-50,0
2000-11-22,5650,5690,115960,4.5,170,-10,0
2000-11-23,5800,5600,122090,4.43,-4130,3710,0
2000-11-24,5620,5630,42430,4.45,-2140,2080,0
2000-11-27,5700,5660,69420,4.47,-10430,3310,0
2000-11-28,5670,5850,156010,4.62,-14140,-510,0
2000-11-29,5950,5900,128280,4.66,-5620,-5420,0
2000-11-30,5990,6000,196630,4.74,-22050,-1530,0
2000-12-01,6000,5890,102190,4.66,-29040,5880,30
2000-12-04,6000,5750,121860,4.54,-49210,-2840,0
2000-12-05,5740,5850,47750,4.62,-30730,6450,0
2000-12-06,5990,6200,154600,4.9,-56450,9790,0
2000-12-07,6010,6250,114040,4.94,-29820,-2930,0
2000-12-08,6350,6300,80340,4.98,-49590,2020,0
2000-12-11,6350,6430,97590,5.08,-57400,4830,130
2000-12-12,6570,6540,76700,5.17,-16370,-6390,0
2000-12-13,6300,6510,59170,5.15,-35360,6240,0
2000-12-14,6450,6450,512830,5.1,660,-18810,6970
2000-12-15,6700,6360,31860,5.03,5110,-5730,680
2000-12-18,6360,6500,61790,5.14,-23540,2060,3000
2000-12-19,6510,6820,149120,5.39,-51130,-1240,-3910
2000-12-20,6930,7300,141580,5.77,-45060,200,100
2000-12-21,6900,7060,118080,5.58,-62960,1540,-60
2000-12-22,7060,6600,71960,5.22,-30490,1960,0
2000-12-26,6610,7000,127610,5.53,-38150,-27040,0
2001-01-02,6750,6670,35390,4.82,2280,-2010,0
2001-01-03,6700,6600,39200,4.77,4450,-3240,-60
2001-01-04,6980,6640,62680,4.8,-3710,3590,0
2001-01-05,6750,6490,89420,4.69,420,-130,-60
2001-01-08,6600,6700,61020,4.84,-2890,2410,0
2001-01-09,6700,7100,176440,5.13,-4360,3850,0
2001-01-10,7150,6850,93140,4.95,-1270,1210,0
2001-01-11,6850,7190,152160,5.2,6240,-3490,-1580
2001-01-12,7400,7070,111130,5.11,-5380,4650,400
2001-01-15,7100,6880,93110,4.97,2990,-2780,0
2001-01-16,6950,6760,39120,4.88,350,-1350,0
2001-01-17,6760,6850,51710,4.95,-7410,5670,0
2001-01-18,6850,6800,33960,4.91,-9130,7750,0
2001-01-19,6710,6900,157460,4.99,-3650,3810,0
2001-01-22,7100,7000,57320,5.06,1670,-1670,0
2001-01-26,7050,6950,59370,5.02,5460,-3220,0
2001-01-29,6850,6990,32630,5.05,-1670,2670,0
2001-01-30,7090,7070,69900,5.11,3090,-3090,0
2001-01-31,7070,7100,39610,5.13,-3720,3520,0
2001-02-01,7100,7050,47790,5.09,13510,-13430,0
2001-02-02,6960,7080,31720,5.12,1180,-1020,0
2001-02-05,7080,7170,139390,5.18,3530,-3450,0
2001-02-06,7200,7190,41600,5.2,-3380,3300,0
2001-02-07,7010,7000,40050,5.06,7310,-7110,0
2001-02-08,7020,7080,42840,5.12,-3670,3360,190
2001-02-09,7100,7180,60780,5.19,1430,-1540,0
2001-02-12,7050,7250,47170,5.24,-1990,1640,0
2001-02-13,7160,7200,28490,5.2,-1130,1020,30
2001-02-14,7150,7540,113050,5.45,-2700,2250,120
2001-02-15,7630,7520,59620,5.43,3930,-3920,0
2001-02-16,7650,8150,210110,5.89,-1100,1180,0
2001-02-19,8310,8680,171190,6.27,4810,-4060,0
2001-02-20,8910,9050,1181670,6.54,-5330,2620,20
2001-02-21,9600,8400,389520,6.07,8890,990,0
2001-02-22,8400,7800,177050,5.64,-2430,2050,220
2001-02-23,7620,7920,147260,5.72,-2140,1770,300
2001-02-26,7700,7800,73310,5.64,-1680,1070,420
2001-02-27,7880,7740,55490,5.59,3580,-3330,0
2001-02-28,7660,7870,51790,5.69,-1180,1100,0
2001-03-02,7880,7700,99530,5.56,2220,-5690,50
2001-03-05,7700,7420,51410,5.36,-2510,1670,20
2001-03-06,7460,7330,53580,5.3,-400,590,0
2001-03-07,7400,7430,82460,5.37,3210,-2850,-10
2001-03-08,7500,7450,47590,5.38,5450,-560,-5200
2001-03-09,7380,7470,42510,5.4,4820,-5380,-420
2001-03-12,7300,7070,43600,5.11,1460,-1100,-120
2001-03-13,6800,6650,42860,4.8,1580,1440,0
2001-03-14,6700,6840,59680,4.94,-720,640,0
2001-03-15,6490,6700,42410,4.84,-2870,2070,0
2001-03-16,6710,6780,37690,4.9,4740,-1630,0
2001-03-19,6600,6730,32170,4.86,-930,3140,0
2001-03-20,6930,6800,43180,4.91,-2040,2070,-110
2001-03-21,6570,6770,21410,4.89,-4330,3370,120
2001-03-22,6750,6690,27420,4.83,1380,-1380,0
2001-03-23,6730,7400,178790,5.35,-6260,5700,0
2001-03-26,7500,7340,1144070,5.3,11060,-1086880,-40
2001-03-27,7410,7180,2094380,5.19,-16370,2024490,-420
2001-03-28,7250,7450,2260520,5.38,34540,-2046500,0
2001-03-29,7370,7120,62750,5.14,-550,1050,0
2001-03-30,7020,7100,49030,5.13,1530,-1610,0
2001-04-02,6850,7070,22960,5.11,-5430,1090,4340
2001-04-03,6950,6940,30940,5.01,-7840,7860,0
2001-04-04,6800,6900,43510,4.99,-5440,4840,0
2001-04-06,7000,6840,33230,4.94,7990,-6830,-80
2001-04-09,6950,6720,19100,4.86,890,-870,0
2001-04-10,6800,6720,28400,4.86,1700,-1460,0
2001-04-11,6900,6870,39730,4.96,10810,-9400,0
2001-04-12,6870,6890,33630,4.98,6190,-4930,-150
2001-04-13,6970,7020,33680,5.07,2700,-1450,-1010
2001-04-16,7000,7130,35110,5.15,1080,-900,0
2001-04-17,7200,7130,28430,5.15,1650,-500,-1150
2001-04-18,7300,7490,61340,5.41,-9170,8210,-250
2001-04-19,7990,7660,142990,5.53,4450,-3690,0
2001-04-20,7600,7600,59000,5.49,-14300,12110,0
2001-04-23,7600,7650,204860,5.53,-6790,-129670,570
2001-04-24,7300,7570,22360,5.47,-2120,2510,-570
2001-04-25,7670,7450,24900,5.38,-7690,7050,0
2001-04-26,7700,7650,36670,5.53,5920,-5560,0
2001-04-27,7650,7540,11420,5.45,-270,270,0
2001-04-30,7550,7690,22030,5.56,-4370,4010,0
2001-05-02,7700,7670,45440,5.54,11700,-10630,0
2001-05-03,7680,7550,24980,5.46,12470,-11210,0
2001-05-04,7550,7630,24520,5.51,-4570,4480,0
2001-05-07,7630,7720,38210,5.58,-13760,13540,0
2001-05-08,7720,7750,44220,5.6,500,-110,0
2001-05-09,7750,7600,34960,5.49,7460,-6810,0
2001-05-10,7550,7770,142660,5.61,800,-104910,0
2001-05-11,7810,8300,168810,6,3230,-2860,0
2001-05-14,8390,8300,100650,6,-1100,1020,0
2001-05-15,8400,8150,62480,5.89,-14390,2090,0
2001-05-16,8020,8050,47940,5.82,-13610,-2550,0
2001-05-17,8020,8100,46740,5.85,-6020,3330,0
2001-05-18,8180,7960,47110,5.75,-1230,-5410,0
2001-05-21,8000,8050,52630,5.82,-16640,6510,0
2001-05-22,8010,7960,35410,5.75,-2490,-3610,0
2001-05-23,8150,8160,72420,5.9,-22420,7300,0
2001-05-24,8200,8200,59130,5.92,-8070,6580,0
2001-05-25,8250,8270,59380,5.98,-7600,3450,0
2001-05-28,8350.0,8380.0,64590.0,6.06,-7920,240,0
2001-05-29,8400.0,8430.0,74310.0,6.09,-12880,5090,0
2001-05-30,8430.0,8210.0,45520.0,5.93,-680,-6780,210
2001-05-31,8170.0,8200.0,28370.0,5.92,-16550,3970,1110
2001-06-01,8150.0,8250.0,24770.0,5.96,1480,-4390,0
2001-06-04,8490.0,8790.0,121520.0,6.35,-2430,290,410
2001-06-05,8900.0,9030.0,240520.0,6.52,-5990,4520,880
2001-06-07,9120.0,9190.0,83810.0,6.64,-28550,1760,0
2001-06-08,9190.0,9210.0,148230.0,6.65,-105350,84310,0
2001-06-11,9200.0,8880.0,50050.0,6.42,7570,-13480,0
2001-06-12,8710.0,8810.0,34170.0,6.37,-3160,-3070,0
2001-06-13,8870.0,8900.0,22120.0,6.43,4170,-6640,0
2001-06-14,8900.0,8920.0,34780.0,6.45,220,-5030,1530
2001-06-15,8800.0,8920.0,26720.0,6.45,-3830,-2880,0
2001-06-18,9180.0,9200.0,55980.0,6.65,-7950,8240,0
2001-06-19,9210.0,9420.0,135120.0,6.81,-41930,27370,-150
2001-06-20,9420.0,9080.0,47110.0,6.56,-9990,1310,0
2001-06-21,9100.0,9000.0,24840.0,6.5,-3890,3500,0
2001-06-22,8920.0,9050.0,24800.0,6.54,-3840,860,0
2001-06-25,9180.0,9050.0,21430.0,6.54,-610,190,0
2001-06-26,9150.0,9050.0,39720.0,6.54,-11070,10900,0
2001-06-27,8930.0,8980.0,29780.0,6.49,-13100,11540,610
2001-06-28,8800.0,9250.0,45270.0,6.68,-33480,33240,60
2001-06-29,9300.0,10100.0,100400.0,7.3,-47800,46870,600
2001-07-02,10000.0,9910.0,83380.0,7.16,-1580,3720,-1480
2001-07-03,10150.0,9820.0,53760.0,7.1,3000,-2890,0
2001-07-04,9720.0,9780.0,66890.0,7.07,-18760,18840,0
2001-07-05,9750.0,9580.0,22230.0,6.92,820,-1160,0
2001-07-06,9490.0,9390.0,37840.0,6.78,-9910,10080,0
2001-07-09,9050.0,8770.0,33890.0,6.34,-14780,14370,0
2001-07-10,8800.0,8830.0,12970.0,6.38,-1710,1710,0
2001-07-11,8610.0,8590.0,23130.0,6.21,-6500,6500,0
2001-07-12,8610.0,8590.0,23810.0,6.21,7700,-5130,-1270
2001-07-13,8690.0,8200.0,21830.0,5.92,1690,-1540,0
2001-07-16,8600.0,8800.0,67780.0,6.36,0,170,0
2001-07-18,8400.0,8280.0,39520.0,5.98,-150,1170,0
2001-07-19,8200.0,7900.0,24430.0,5.71,-1650,1350,130
2001-07-20,8000.0,7740.0,27740.0,5.59,4260,-3940,0
2001-07-23,7510.0,7250.0,27920.0,5.24,-380,-160,540
2001-07-24,7250.0,7300.0,32080.0,5.27,-6350,5560,450
2001-07-25,7120.0,7170.0,21610.0,5.18,6020,-5300,0
2001-07-26,7190.0,7190.0,28420.0,5.2,6570,-6340,0
2001-07-27,7310.0,7490.0,28040.0,5.41,150,-1150,0
2001-07-30,7800.0,7540.0,30820.0,5.45,3900,-2120,-130
2001-07-31,7550.0,7610.0,14230.0,5.5,-1240,1240,0
2001-08-01,7610.0,7620.0,53870.0,5.51,11390,-10680,0
2001-08-02,7650.0,7650.0,20470.0,5.53,2360,-2130,0
2001-08-03,7650.0,7600.0,25920.0,5.49,8170,-7660,20
2001-08-06,7600.0,7560.0,18050.0,5.46,1760,-1760,0
2001-08-07,7560.0,7390.0,24620.0,5.34,570,-740,0
2001-08-08,7400.0,7380.0,22020.0,5.33,2110,-2110,0
2001-08-09,7300.0,7220.0,17980.0,5.22,2710,-2030,0
2001-08-10,7230.0,7300.0,21480.0,5.27,5990,-6270,0
2001-08-13,7150.0,7250.0,17120.0,5.24,720,-830,0
2001-08-14,7290.0,7430.0,28170.0,5.37,-4580,4030,0
2001-08-16,7410.0,7400.0,22930.0,5.35,5580,-5580,0
2001-08-17,7500.0,7380.0,30050.0,5.33,12840,-12730,0
2001-08-20,7300.0,7130.0,27780.0,5.15,9460,-9460,0
2001-08-21,7150.0,7290.0,23960.0,5.27,-1240,1130,0
2001-08-22,7070.0,7180.0,14880.0,5.19,-1460,1320,0
2001-08-23,7200.0,7110.0,13260.0,5.14,460,-570,0
2001-08-24,7300.0,7150.0,7680.0,5.17,-590,450,0
2001-08-27,7350.0,7160.0,13190.0,5.17,-3280,2840,0
2001-08-28,7200.0,7160.0,9080.0,5.17,2660,-2520,0
2001-08-29,7080.0,7000.0,17140.0,5.06,2180,-1630,0
2001-08-30,6900.0,7000.0,12110.0,5.06,500,-500,0
2001-08-31,6700.0,6700.0,17170.0,4.84,-2320,1990,0
2001-09-03,6610.0,6630.0,10630.0,4.79,-1120,790,0
2001-09-04,6600.0,6670.0,9090.0,4.82,-220,90,0
2001-09-05,6670.0,6580.0,12950.0,4.75,1770,-1280,-160
2001-09-06,6550.0,6560.0,23890.0,4.74,8340,-8450,0
2001-09-07,6500.0,6680.0,11400.0,4.83,500,-470,80
2001-09-10,6600.0,6650.0,15720.0,4.8,2360,-1560,-30
2001-09-11,6650.0,6630.0,9420.0,4.79,1590,-1590,0
2001-09-12,5640.0,5640.0,54740.0,4.08,-13180,11430,250
2001-09-13,5800.0,5800.0,48630.0,4.19,9230,-9560,0
2001-09-14,5900.0,5340.0,25510.0,3.86,4950,-5080,-200
2001-09-17,5300.0,5100.0,20770.0,3.69,-2290,80,0
2001-09-18,5150.0,5460.0,17760.0,3.95,650,-570,0
2001-09-19,5270.0,5470.0,15010.0,3.95,-170,190,0
2001-09-20,5400.0,5490.0,9260.0,3.97,1040,-980,-50
2001-09-21,5400.0,5480.0,20000.0,3.96,340,-340,0
2001-09-24,5610.0,5740.0,20500.0,4.15,-80,160,0
2001-09-25,5850.0,5990.0,34480.0,4.33,160,-80,0
2001-09-26,5960.0,6400.0,27220.0,4.62,-4730,4890,0
2001-09-27,6400.0,6900.0,27670.0,4.99,-11330,11480,0
2001-09-28,6740.0,7200.0,129280.0,5.2,-103150,108440,-5190
2001-10-04,7210.0,6820.0,59680.0,4.93,37560,-37350,0
2001-10-05,6690.0,6770.0,23500.0,4.89,-5470,5390,0
2001-10-08,6570.0,6410.0,21050.0,4.63,5240,590,-5930
2001-10-09,6410.0,6420.0,25070.0,4.64,7330,1340,-8670
2001-10-10,6310.0,6400.0,28490.0,4.62,18720,210,-19010
2001-10-11,6370.0,6340.0,68300.0,4.58,44560,-27750,-16810
2001-10-12,6320.0,6150.0,78720.0,4.44,64060,-31920,-32220
2001-10-15,6150.0,6160.0,77350.0,4.45,46420,-340,-46080
2001-10-16,6250.0,6640.0,106000.0,4.8,-6750,6830,0
2001-10-17,6720.0,6500.0,143980.0,4.7,42690,-42610,0
2001-10-18,6420.0,6490.0,35150.0,4.69,-2070,2070,0
2001-10-19,6740.0,6580.0,65020.0,4.75,-1300,1300,0
2001-10-22,6540.0,6740.0,37320.0,4.87,-4240,4240,0
2001-10-23,6800.0,6690.0,34270.0,4.83,-990,630,0
2001-10-24,6610.0,6770.0,29970.0,4.89,-7830,7830,0
2001-10-25,6700.0,6700.0,30130.0,4.84,10520,-10130,0
2001-10-26,6700.0,6450.0,53810.0,4.66,25660,-25660,0
2001-10-29,6400.0,6530.0,31180.0,4.72,13410,-13410,0
2001-10-30,6410.0,6300.0,16600.0,4.55,-80,0,0
2001-10-31,6300.0,6260.0,11700.0,4.52,-420,420,0
2001-11-01,6270.0,6410.0,15850.0,4.63,190,-190,0
2001-11-02,6440.0,6330.0,21380.0,4.57,3940,780,-4720
2001-11-05,6390.0,6370.0,33010.0,4.6,8910,-8910,0
2001-11-06,6410.0,6500.0,33090.0,4.7,-4010,4020,0
2001-11-07,6600.0,6540.0,27390.0,4.73,1990,-1990,0
2001-11-08,6600.0,6690.0,27340.0,4.83,450,-370,0
2001-11-09,6730.0,6580.0,30330.0,4.75,1430,-1330,0
2001-11-12,6660.0,6600.0,29070.0,4.77,950,-950,0
2001-11-13,6560.0,6580.0,18280.0,4.75,-750,750,0
