Symbol,DB하이텍_시가(원),DB하이텍_종가(원),DB하이텍_거래량(주),DB하이텍_PER(IFRS-연결),DB하이텍_순매수수량(개인)(주),DB하이텍_순매수수량(기관계)(주),DB하이텍_순매수수량(외국인계)(주)
2008-07-23,10300.0,10350.0,194509.0,,-5241,1381,8080
2008-07-24,10500.0,10300.0,129956.0,,-17582,7872,9670
2008-07-25,10150.0,10500.0,135763.0,,-4333,-10967,15300
2008-07-28,10600.0,11100.0,259819.0,,15544,3516,1400
2008-07-29,10900.0,10650.0,206216.0,,31975,-16745,-14910
2008-07-30,10950.0,10200.0,132039.0,,-1560,5580,-4260
2008-07-31,10250.0,10550.0,171965.0,,-50057,57537,-7750
2008-08-01,10400.0,10100.0,129572.0,,12403,-5073,-7130
2008-08-04,10250.0,9510.0,150313.0,,35662,-9182,-26320
2008-08-05,9470.0,9450.0,148772.0,,-5535,16225,-11090
2008-08-06,9700.0,9990.0,97796.0,,-24399,16504,7935
2008-08-07,9990.0,9960.0,139661.0,,4096,-10896,6840
2008-08-08,9930.0,10050.0,81610.0,,9329,-4769,-4520
2008-08-11,10150.0,9680.0,123394.0,,9596,874,-10590
2008-08-12,9680.0,9830.0,81740.0,,-3970,-4480,7140
2008-08-13,9830.0,9550.0,112215.0,,2232,-6812,-4260
2008-08-14,9560.0,9850.0,81174.0,,-30820,34010,-3150
2008-08-18,9800.0,10200.0,241015.0,,-85059,41629,5280
2008-08-19,10200.0,10500.0,213750.0,,-36910,29620,-4280
2008-08-20,10450.0,10400.0,131004.0,,-9210,16940,-3890
2008-08-21,10400.0,9690.0,324129.0,,108390,-90890,-16860
2008-08-22,9800.0,9400.0,254272.0,,19820,-14030,-8590
2008-08-25,9490.0,9170.0,178553.0,,42840,-43610,-2300
2008-08-26,8810.0,8840.0,120615.0,,6210,-11250,5000
2008-08-27,8840.0,8530.0,251054.0,,34747,-65017,9380
2008-08-28,8530.0,8210.0,183278.0,,-33210,10080,-29830
2008-08-29,8300.0,8400.0,116929.0,,-42630,33810,6130
2008-09-01,8240.0,7890.0,6416033.0,,-73280,86630,3510
2008-09-02,7840.0,7230.0,274766.0,,-81575,75865,12710
2008-09-03,7100.0,7440.0,111065.0,,14447,-28070,13703
2008-09-04,7440.0,7430.0,141858.0,,33780,-1000,1090
2008-09-05,7230.0,7640.0,103987.0,,-28080,29850,-1570
2008-09-08,7790.0,7930.0,102371.0,,15860,-17010,1310
2008-09-09,7980.0,7690.0,72966.0,,15705,-11735,-3970
2008-09-10,7650.0,8200.0,85025.0,,-37760,32880,4840
2008-09-11,8060.0,7910.0,85869.0,,26902,-37062,10160
2008-09-12,8010.0,8400.0,142661.0,,-25010,17730,3050
2008-09-16,7770.0,7640.0,101430.0,,-28880,20230,8490
2008-09-17,8000.0,7910.0,151199.0,,8880,-13150,4470
2008-09-18,7750.0,7430.0,136532.0,,14200,-2680,7130
2008-09-19,7800.0,7910.0,105160.0,,-43720,13630,29890
2008-09-22,8170.0,8000.0,99236.0,,5513,-16523,10940
2008-09-23,7950.0,8200.0,97728.0,,-12370,-5620,18030
2008-09-24,8210.0,8260.0,135262.0,,20025,-36235,16260
2008-09-25,8280.0,8160.0,87106.0,,8900,-6220,4530
2008-09-26,8210.0,8110.0,80182.0,,-4250,-17180,-280
2008-09-29,8100.0,8110.0,130233.0,,12003,-38083,11360
2008-09-30,7610.0,8500.0,262727.0,,-98966,47136,50980
2008-10-01,8490.0,8180.0,100189.0,,37240,-51529,14529
2008-10-02,8350.0,8000.0,71145.0,,23110,-13700,-5220
2008-10-06,7810.0,7420.0,123118.0,,-16005,33340,-17215
2008-10-07,7200.0,7190.0,97110.0,,25040,-19490,4290
2008-10-08,7040.0,6390.0,231723.0,,-15065,9930,13105
2008-10-09,6390.0,6120.0,322381.0,,115764,-113970,6906
2008-10-10,5700.0,5210.0,400931.0,,155150,-170310,-1720
2008-10-13,5220.0,5450.0,268365.0,,56210,-86750,30640
2008-10-14,5880.0,5960.0,282981.0,,94361,-98421,3980
2008-10-15,5800.0,5710.0,157666.0,,57808,-44468,-890
2008-10-16,5300.0,4900.0,296922.0,,-324,-44126,12380
2008-10-17,5200.0,4950.0,159086.0,,37136,-32156,15180
2008-10-20,4950.0,5070.0,266706.0,,26340,-13310,2450
2008-10-21,5190.0,5100.0,184648.0,,59200,-13300,-1960
2008-10-22,5010.0,4645.0,186839.0,,-9050,-35530,-5040
2008-10-23,4420.0,4340.0,238064.0,,13810,-45930,32470
2008-10-24,4270.0,3690.0,253627.0,,40870,-37900,-2970
2008-10-27,3520.0,3480.0,219752.0,,74120,-65170,-8960
2008-10-28,3030.0,3695.0,350090.0,,53210,-68310,15100
2008-10-29,4100.0,3410.0,326073.0,,124010,-109550,-14500
2008-10-30,3690.0,3920.0,276193.0,,24090,-66400,41910
2008-10-31,3900.0,4025.0,256050.0,,41690,-61420,12260
2008-11-03,4060.0,4150.0,313806.0,,38010,-58120,18230
2008-11-04,4160.0,4195.0,269681.0,,63961,-80454,16510
2008-11-05,4305.0,4430.0,264903.0,,-27680,10020,17660
2008-11-06,4150.0,3850.0,219237.0,,66260,3740,-70000
2008-11-07,3550.0,3990.0,242670.0,,43524,-8544,-34980
2008-11-10,4100.0,4175.0,148745.0,,-26980,-820,26190
2008-11-11,4100.0,4060.0,85565.0,,1610,3400,-5010
2008-11-12,3960.0,4145.0,135876.0,,-63200,67320,-4130
2008-11-13,3985.0,3955.0,104062.0,,11060,-1990,-9040
2008-11-14,4070.0,3900.0,120572.0,,22952,-13462,-9490
2008-11-17,3785.0,3875.0,90028.0,,-27180,17090,10090
2008-11-18,3810.0,3620.0,127879.0,,22277,-17457,-5500
2008-11-19,3680.0,3620.0,98599.0,,8440,-1690,-6700
2008-11-20,3350.0,3250.0,70513.0,,4949,21,-4970
2008-11-21,3175.0,3425.0,84588.0,,-10560,-1840,12480
2008-11-24,3455.0,3215.0,82796.0,,10920,-6440,-4480
2008-11-25,3400.0,3085.0,161933.0,,19711,-19591,-200
2008-11-26,3020.0,3170.0,94224.0,,7560,-21100,13540
2008-11-27,3225.0,3210.0,154622.0,,33875,-44505,8910
2008-11-28,3235.0,3380.0,126838.0,,-7401,1531,16830
2008-12-01,3380.0,3350.0,72440.0,,3590,-5800,1950
2008-12-02,3115.0,3155.0,80954.0,,11170,-3950,-7220
2008-12-03,3180.0,3170.0,92715.0,,17140,-10250,-6620
2008-12-04,3205.0,3140.0,112895.0,,4835,-8525,3490
2008-12-05,3105.0,2940.0,493451.0,,-26208,30838,-4630
2008-12-08,2980.0,3100.0,249563.0,,-18692,-8918,27580
2008-12-09,3170.0,3170.0,134756.0,,-1380,-2960,4340
2008-12-10,3225.0,3380.0,478836.0,,26730,-32600,5880
2008-12-11,3400.0,3320.0,237105.0,,-8610,8650,-300
2008-12-12,3270.0,3250.0,259578.0,,-3498,3108,6580
2008-12-15,3410.0,3735.0,412839.0,,67752,-71062,3310
2008-12-16,4150.0,3895.0,656842.0,,25441,-5041,-20420
2008-12-17,4095.0,3785.0,748629.0,,19280,-1620,-17590
2008-12-18,3760.0,3700.0,397351.0,,160550,4110,-101730
2008-12-19,3610.0,3525.0,882511.0,,294364,14226,-101470
2008-12-22,3590.0,3445.0,726512.0,,419350,7300,-166750
2008-12-23,3400.0,3340.0,423462.0,,128410,6300,-7250
2008-12-24,3300.0,3270.0,381396.0,,93660,13510,-67770
2008-12-26,3320.0,3185.0,383495.0,,174204,1096,-75500
2008-12-29,3155.0,3300.0,227731.0,,53840,-7710,-46130
2008-12-30,3290.0,3780.0,804894.0,,-562820,10,12810
2009-01-02,3700.0,3605.0,350154.0,,22000,-260,-21740
2009-01-05,3640.0,3585.0,394799.0,,33721,-11471,-22290
2009-01-06,3620.0,3565.0,385906.0,,86600,1460,-88060
2009-01-07,3595.0,3650.0,500879.0,,50557,-9450,-41097
2009-01-08,3550.0,3510.0,297536.0,,17000,-6190,-12260
2009-01-09,3540.0,3850.0,1526828.0,,906,-140220,139314
2009-01-12,3800.0,3960.0,676953.0,,34540,-6070,-28400
2009-01-13,3960.0,3845.0,402813.0,,52262,-28212,-24050
2009-01-14,3815.0,3865.0,372650.0,,1857,-34277,29700
2009-01-15,3410.0,3290.0,1294898.0,,14650,29360,-41320
2009-01-16,3290.0,3325.0,459930.0,,43545,-32235,-14110
2009-01-19,3370.0,3415.0,350115.0,,-79820,-7050,22930
2009-01-20,3365.0,3470.0,1576923.0,,100140,-73910,-26230
2009-01-21,3355.0,3300.0,293408.0,,-3260,6060,-2740
2009-01-22,3410.0,3330.0,193318.0,,8761,-1881,-6860
2009-01-23,3250.0,3235.0,165207.0,,-7860,11450,-3640
2009-01-28,3285.0,3380.0,386148.0,,5130,-14660,9450
2009-01-29,3430.0,3315.0,208390.0,,9190,14510,-23730
2009-01-30,3225.0,3360.0,332320.0,,42140,-2800,-39340
2009-02-02,3370.0,3305.0,190089.0,,120,-9680,9630
2009-02-03,3330.0,3360.0,168391.0,,-21027,-8903,29930
2009-02-04,3415.0,3650.0,526086.0,,-40889,2399,38490
2009-02-05,3650.0,3610.0,638707.0,,78470,-85550,8600
2009-02-06,3700.0,3715.0,488243.0,,-5184,6214,-970
2009-02-09,3810.0,3665.0,274308.0,,-9769,7619,2110
2009-02-10,3685.0,3920.0,846240.0,,-56092,10562,45580
2009-02-11,3820.0,4505.0,1730577.0,,160475,-159855,-6250
2009-02-12,4370.0,4140.0,1740667.0,,-131430,134480,2580
2009-02-13,4230.0,4315.0,1344288.0,,4423,-38713,34260
2009-02-16,4315.0,3935.0,791734.0,,-22068,34538,-11930
2009-02-17,3945.0,3710.0,540766.0,,-41450,21980,19220
2009-02-18,3650.0,3850.0,495994.0,,-32,-21398,21430
2009-02-19,3900.0,3680.0,471191.0,,89388,-16530,-72598
2009-02-20,3680.0,3500.0,367016.0,,20040,230,-20270
2009-02-23,3490.0,3580.0,165273.0,,-430,-1240,1680
2009-02-24,3460.0,3470.0,325671.0,,19897,-4897,-15000
2009-02-25,3700.0,3580.0,513205.0,,2040,-460,-1580
2009-02-26,3840.0,3600.0,478254.0,,-25970,630,25140
2009-02-27,3610.0,3695.0,225605.0,,3290,-3450,400
2009-03-02,3670.0,3400.0,269775.0,,61600,-2520,-42670
2009-03-03,3225.0,3340.0,195635.0,,-12804,3934,8910
2009-03-04,3300.0,3450.0,153134.0,,-2700,2870,-170
2009-03-05,3520.0,3385.0,148361.0,,13080,-2390,-10690
2009-03-06,3310.0,3430.0,91820.0,,-12230,3980,8260
2009-03-09,3500.0,3445.0,160376.0,,9280,-850,-8550
2009-03-10,3405.0,3500.0,130944.0,,-16392,1042,15350
2009-03-11,3570.0,3635.0,253227.0,,-12676,2749,9927
2009-03-12,3650.0,3645.0,289308.0,,34690,40570,-75500
2009-03-13,3700.0,3695.0,251812.0,,-6060,790,5200
2009-03-16,3710.0,3840.0,813414.0,,45438,-50828,5360
2009-03-17,3890.0,3860.0,318755.0,,-4668,8658,-3990
2009-03-18,3920.0,4145.0,1379735.0,,196999,-199379,2310
2009-03-19,4460.0,4370.0,2469644.0,,5727,10233,-2790
2009-03-20,4450.0,4200.0,1256731.0,,-21000,-20960,41460
2009-03-23,4200.0,4290.0,558484.0,,-51834,2244,22090
2009-03-24,4430.0,4225.0,498327.0,,3918,-1608,-19220
2009-03-25,4160.0,4165.0,617161.0,,-67627,2327,37200
2009-03-26,4400.0,4785.0,3023800.0,,125678,-230508,13310
2009-03-27,5040.0,5470.0,2829929.0,,76440,-56830,-44270
2009-03-30,5400.0,5460.0,2909116.0,,-30089,1869,-2780
2009-03-31,5600.0,5590.0,1728310.0,,-96947,46307,-57360
2009-04-01,5740.0,6420.0,1943566.0,,4151,-14201,4680
2009-04-02,6950.0,6600.0,2552373.0,,21399,36724,6530
2009-04-03,6780.0,6670.0,1629823.0,,810,8130,-1910
2009-04-06,6890.0,7030.0,1553460.0,,-16525,17565,-3380
2009-04-07,6930.0,7160.0,811151.0,,-21906,13986,-2000
2009-04-08,7010.0,7260.0,1115825.0,,-55972,71972,-12520
2009-04-09,7580.0,7400.0,803708.0,,-29404,79174,11180
2009-04-10,7700.0,7300.0,1163857.0,,-123814,102470,16824
2009-04-13,7350.0,7440.0,785427.0,,-96919,52959,27460
2009-04-14,7690.0,8550.0,2116265.0,,25536,118549,7525
2009-04-15,8640.0,9320.0,2467944.0,,-158004,140804,-4300
2009-04-16,9600.0,9100.0,1051601.0,,25376,-12136,-14230
2009-04-17,9100.0,8370.0,842711.0,,15348,-3448,2100
2009-04-20,8370.0,9100.0,954705.0,,-48519,-4581,51950
2009-04-21,8750.0,9070.0,473470.0,,15834,1745,-17439
2009-04-22,9270.0,9600.0,1069439.0,,-39467,38073,394
2009-04-23,9600.0,10200.0,985675.0,,-92791,50121,-5340
2009-04-24,10150.0,9790.0,916576.0,,1090,-86030,20040
2009-04-27,9800.0,10400.0,1921409.0,,87884,-39354,-32550
2009-04-28,10700.0,9100.0,1128510.0,,-16719,169,18310
2009-04-29,9100.0,9340.0,570060.0,,-95294,60494,2430
2009-04-30,9400.0,9500.0,676482.0,,77190,-3930,-65100
2009-05-04,9510.0,9200.0,567086.0,,21365,-8765,-12600
2009-05-06,9350.0,8920.0,592474.0,,41220,-64250,19240
2009-05-07,9110.0,8500.0,814391.0,,187740,-190980,-4160
2009-05-08,8510.0,9150.0,1247890.0,,-262958,206278,56780
2009-05-11,9450.0,9180.0,730186.0,,17725,17935,-36280
2009-05-12,9490.0,9430.0,1227682.0,,23350,-7510,-23700
2009-05-13,9910.0,10800.0,1450389.0,,23914,18866,-60
2009-05-14,11350.0,12150.0,3518243.0,,-65270,22140,7870
2009-05-15,12300.0,11900.0,1803034.0,,-210817,102997,-1200
2009-05-18,12100.0,11300.0,1029846.0,,55530,6270,-15960
2009-05-19,11600.0,11100.0,1227489.0,,36480,-40970,30190
2009-05-20,11000.0,11250.0,774508.0,,32513,-1553,-18040
2009-05-21,11100.0,10350.0,1251894.0,,76046,-70746,26800
2009-05-22,10150.0,11100.0,1099099.0,,-133902,119972,5050
2009-05-25,11300.0,10350.0,891692.0,,33085,20055,-43280
2009-05-26,10450.0,10000.0,841904.0,,9535,-14290,3490
2009-05-27,10200.0,9270.0,722197.0,,-22384,13364,6640
2009-05-28,9200.0,9400.0,556140.0,,4035,-6435,4250
2009-05-29,9300.0,9490.0,290451.0,,-63292,30857,32740
2009-06-01,9490.0,9790.0,305992.0,,14353,-6023,-11430
2009-06-02,9940.0,9850.0,406469.0,,-33560,11310,1150
2009-06-03,9910.0,10750.0,1571875.0,,-317870,329670,-17770
2009-06-04,10800.0,10450.0,896513.0,,-150500,161380,-13140
2009-06-05,10800.0,11850.0,2921010.0,,-709446,707176,7900
2009-06-08,11850.0,11950.0,891171.0,,33569,6021,-43310
2009-06-09,12200.0,12600.0,1813518.0,,12305,31818,-30483
2009-06-10,12550.0,12600.0,1332228.0,,-87406,83246,12760
2009-06-11,12650.0,12000.0,771365.0,,-37140,1310,24780
2009-06-12,12000.0,11600.0,704179.0,,1633,13137,-10580
2009-06-15,11700.0,11700.0,377424.0,,21411,-24550,4139
2009-06-16,11450.0,11150.0,422960.0,,24,-3664,3940
2009-06-17,11250.0,10750.0,492830.0,,69450,-54350,-5400
2009-06-18,10850.0,11400.0,661190.0,,-103943,83050,26123
2009-06-19,11600.0,11400.0,412938.0,,41431,13300,-54581
2009-06-22,11500.0,11700.0,339407.0,,45490,-700,-5770
2009-06-23,11150.0,10700.0,440145.0,,1210,-1740,1170
2009-06-24,10900.0,10000.0,678454.0,,235301,-95171,-12530
2009-06-25,10100.0,10550.0,1006598.0,,155890,-166440,37050
2009-06-26,10650.0,10150.0,450943.0,,90182,-18970,10970
2009-06-29,10150.0,10200.0,234615.0,,-42116,52146,-10050
2009-06-30,10600.0,10000.0,613471.0,,-13266,-18014,58420
2009-07-01,9920.0,9340.0,1091068.0,,255890,-136080,12610
2009-07-02,9430.0,9600.0,612112.0,,41170,-57800,16630
2009-07-03,9300.0,9650.0,311223.0,,-29870,-8480,38310
2009-07-06,9740.0,9930.0,365060.0,,-29710,42440,-8800
2009-07-07,10050.0,9720.0,271184.0,,36800,-6610,-31120
2009-07-08,9610.0,9760.0,247275.0,,-6487,4567,6920
2009-07-09,9720.0,9650.0,264247.0,,42390,-40070,-2320
2009-07-10,9670.0,9220.0,346899.0,,25316,-28826,10500
2009-07-13,9200.0,8380.0,607401.0,,110961,-111791,7570
2009-07-14,8600.0,8000.0,426600.0,,82870,-54380,16210
2009-07-15,8100.0,8520.0,355290.0,,-23042,-17188,32450
2009-07-16,8700.0,8170.0,335642.0,,120780,-106750,-4980
2009-07-17,8250.0,8180.0,234240.0,,76249,-81916,18867
2009-07-20,8280.0,8630.0,333535.0,,-100,18920,18420
2009-07-21,8800.0,8730.0,301846.0,,31810,-16890,-10500
2009-07-22,8820.0,8550.0,305117.0,,33857,-20330,-14657
2009-07-23,8570.0,8490.0,264232.0,,5072,10256,34590
2009-07-24,8600.0,8410.0,295155.0,,106240,-58530,1760
2009-07-27,8500.0,9080.0,944618.0,,37186,-65126,29000
2009-07-28,9160.0,9040.0,425751.0,,53680,-11450,-34500
2009-07-29,9070.0,9020.0,354465.0,,49804,-28814,-13700
2009-07-30,9020.0,8890.0,254076.0,,-21308,22298,-1050
2009-07-31,8990.0,8820.0,281120.0,,73167,-54387,810
2009-08-03,8830.0,8740.0,276448.0,,-2790,-6270,15560
2009-08-04,8850.0,8990.0,519617.0,,5080,-17610,13970
2009-08-05,9020.0,8740.0,229149.0,,2300,10760,-13060
2009-08-06,8750.0,8820.0,122674.0,,-14997,9507,5490
2009-08-07,8820.0,8870.0,155103.0,,12220,-8940,-1590
2009-08-10,9000.0,9270.0,830733.0,,-89983,19533,19330
2009-08-11,9280.0,9350.0,274992.0,,6959,-9609,2650
2009-08-12,9430.0,9400.0,311681.0,,22470,-15880,4440
2009-08-13,9500.0,9300.0,271732.0,,37830,-12570,-8850
2009-08-14,9420.0,9350.0,222474.0,,16633,-653,-3620
2009-08-17,9450.0,9050.0,993553.0,,59496,-21426,-36350
2009-08-18,8900.0,8830.0,305179.0,,-35769,-10721,1300
2009-08-19,8930.0,8800.0,241070.0,,-18270,-800,4070
2009-08-20,8980.0,8750.0,180714.0,,15093,-4183,-1780
2009-08-21,8750.0,8660.0,359374.0,,24250,-17150,-7300
2009-08-24,8870.0,8630.0,239368.0,,29976,-22156,-7820
2009-08-25,8640.0,8600.0,183477.0,,-10000,-4790,14880
2009-08-26,8650.0,8600.0,168539.0,,-935,-6195,7120
2009-08-27,8650.0,8430.0,211989.0,,31661,-5111,-6850
2009-08-28,8440.0,8300.0,228406.0,,13090,4040,6960
2009-08-31,8400.0,8460.0,225758.0,,-11834,-2646,14060
2009-09-01,8460.0,8250.0,264924.0,,11700,5400,-16300
2009-09-02,8230.0,7900.0,381808.0,,37572,-54822,16700
2009-09-03,7920.0,7600.0,363453.0,,23556,-35756,11800
2009-09-04,7660.0,7750.0,278894.0,,15090,-43820,28730
2009-09-07,7750.0,7690.0,150753.0,,27970,-4250,-3410
2009-09-08,7630.0,7640.0,195500.0,,17030,-14750,-2280
2009-09-09,7690.0,7600.0,250912.0,,54000,-48290,-5710
2009-09-10,7600.0,7680.0,181920.0,,-7094,-1206,7620
2009-09-11,7720.0,7650.0,163663.0,,5880,-26890,12510
2009-09-14,7660.0,7400.0,217868.0,,24610,-22430,-2580
2009-09-15,7410.0,7350.0,197324.0,,13743,10057,-3850
2009-09-16,7370.0,7420.0,220295.0,,-25149,-3211,19060
2009-09-17,7600.0,7420.0,193399.0,,22020,-24410,2390
2009-09-18,7420.0,8030.0,786841.0,,-7370,-91120,83680
2009-09-21,8100.0,7950.0,174113.0,,19090,4940,-14030
2009-09-22,8000.0,8180.0,311628.0,,1934,13776,-3940
2009-09-23,8240.0,7860.0,184301.0,,26850,1650,-23030
2009-09-24,7660.0,7410.0,376322.0,,53760,-19600,-14160
2009-09-25,7350.0,7190.0,195032.0,,45260,-57530,12170
2009-09-28,7120.0,7000.0,192793.0,,58776,-60976,12100
2009-09-29,7100.0,7100.0,359199.0,,99610,-98550,-1060
2009-09-30,7100.0,6890.0,305536.0,,11110,9980,8310
2009-10-01,6890.0,6690.0,301185.0,,-42124,42620,12950
2009-10-05,6690.0,6650.0,156975.0,,9790,-16170,14430
2009-10-06,6690.0,6510.0,155038.0,,51077,-47887,-3290
2009-10-07,6530.0,6640.0,177871.0,,-27780,23760,17020
2009-10-08,6650.0,6870.0,207738.0,,16170,-11120,-4960
2009-10-09,6870.0,6810.0,119859.0,,31950,-27160,-4790
2009-10-12,6790.0,6970.0,166667.0,,30201,-35921,5720
2009-10-13,6940.0,6770.0,125787.0,,40310,-14690,-25620
2009-10-14,6800.0,7000.0,173590.0,,11850,-25850,14000
2009-10-15,7060.0,6950.0,151445.0,,29100,-11900,-15200
2009-10-16,7020.0,6810.0,112527.0,,-870,-6520,7390
2009-10-19,6810.0,7830.0,1146942.0,,148670,-174720,-3460
2009-10-20,7900.0,7460.0,1317456.0,,58410,2860,-60570
2009-10-21,7370.0,7260.0,347575.0,,-5690,5220,470
2009-10-22,7200.0,7100.0,219509.0,,710,-850,140
2009-10-23,7160.0,6910.0,354718.0,,9704,286,-9990
2009-10-26,6910.0,6700.0,334195.0,,-20193,22663,-2470
2009-10-27,6760.0,6670.0,181017.0,,23270,-21760,-1530
2009-10-28,6670.0,6300.0,228657.0,,13766,-2426,-12030
2009-10-29,6160.0,6070.0,196408.0,,-24124,14904,8780
2009-10-30,6190.0,6250.0,162749.0,,-21120,-3880,24730
2009-11-02,6060.0,6030.0,103034.0,,-5490,-2400,8390
2009-11-03,6080.0,6080.0,88360.0,,1460,-4170,2710
2009-11-04,6100.0,6060.0,120623.0,,26266,-8026,-18240
2009-11-05,6040.0,6010.0,90314.0,,7790,-3490,-4350
2009-11-06,6260.0,6040.0,103251.0,,42822,-31382,-11440
2009-11-09,6100.0,6080.0,92665.0,,29591,-5874,-23717
2009-11-10,6140.0,6040.0,83611.0,,19290,-9580,-9710
2009-11-11,6040.0,6050.0,177402.0,,51650,-53080,1430
2009-11-12,6050.0,6050.0,112509.0,,16680,-14800,-2000
2009-11-13,6030.0,5970.0,135290.0,,40340,-26990,-13450
2009-11-16,5900.0,5750.0,192632.0,,-14888,22258,-7960
2009-11-17,5800.0,5760.0,89153.0,,-13290,-1070,14360
2009-11-18,5760.0,5800.0,111826.0,,13952,6418,-20370
2009-11-19,5750.0,5870.0,83405.0,,-11090,-1590,12700
2009-11-20,6070.0,6420.0,753685.0,,-69809,-20161,-2400
2009-11-23,6400.0,6280.0,277507.0,,61801,4269,26600
2009-11-24,6280.0,6190.0,139863.0,,18670,1340,-20010
2009-11-25,6300.0,6050.0,127462.0,,-13210,3080,10190
2009-11-26,6070.0,6130.0,98340.0,,-2540,-2370,4910
2009-11-27,6060.0,5700.0,143133.0,,5642,-2552,-3090
2009-11-30,5720.0,5850.0,117531.0,,-22780,18650,4130
2009-12-01,6060.0,6080.0,241420.0,,14390,-14870,470
2009-12-02,6090.0,6230.0,142114.0,,863,-1403,540
2009-12-03,6230.0,6150.0,117348.0,,22483,3470,-23763
2009-12-04,6090.0,6120.0,112342.0,,13451,3640,-17091
2009-12-07,6380.0,6620.0,462577.0,,43900,-61420,17520
2009-12-08,6620.0,6510.0,159551.0,,11073,-5863,-5160
2009-12-09,6410.0,6440.0,126672.0,,-10850,11130,-280
2009-12-10,6350.0,6610.0,201992.0,,1429,16341,-17640
2009-12-11,6610.0,6920.0,327626.0,,-18210,19110,-800
2009-12-14,7010.0,6990.0,181654.0,,-12774,6154,6620
2009-12-15,7000.0,7090.0,194775.0,,-7380,-2640,9020
2009-12-16,7000.0,7070.0,158896.0,,-5230,4300,930
2009-12-17,7090.0,7170.0,156559.0,,2880,-3000,570
2009-12-18,7170.0,7010.0,179282.0,,8140,-420,2380
2009-12-21,6970.0,6910.0,184166.0,,9630,-14310,-180
2009-12-22,7050.0,7330.0,309817.0,,-49990,13080,12030
2009-12-23,7350.0,7690.0,782206.0,,-4550,15980,-23830
2009-12-24,7760.0,7540.0,233689.0,,-10867,4727,13040
2009-12-28,7540.0,7260.0,239569.0,,28981,-24551,10910
2009-12-29,7600.0,7450.0,237971.0,,-2240,-340,2990
2009-12-30,7450.0,7070.0,307978.0,,-26700,7160,3930
2010-01-04,7170.0,7500.0,156034.0,,-27150,18140,9010
2010-01-05,7530.0,7550.0,245117.0,,74858,-658,-9310
2010-01-06,7590.0,7410.0,205780.0,,2714,382,-3206
2010-01-07,7600.0,7460.0,374563.0,,-11330,-120,12250
2010-01-08,7430.0,7510.0,214466.0,,-11859,149,11700
2010-01-11,7610.0,7390.0,199667.0,,30110,-24880,-4980
2010-01-12,7360.0,7100.0,269557.0,,10390,-1420,-8930
2010-01-13,7040.0,6990.0,143225.0,,130,-2360,2220
2010-01-14,7030.0,7050.0,125277.0,,17157,-2917,-11490
2010-01-15,7070.0,7070.0,88915.0,,360,-2950,990
2010-01-18,7000.0,6860.0,189971.0,,29925,-22155,4460
2010-01-19,6970.0,6860.0,103957.0,,4386,-1916,-2460
2010-01-20,6870.0,6700.0,129795.0,,11710,-2440,-9270
2010-01-21,6700.0,6710.0,155512.0,,23840,-34360,10520
2010-01-22,6630.0,6630.0,182127.0,,65291,-49471,-15820
2010-01-25,6530.0,6620.0,133726.0,,-4209,4859,-650
2010-01-26,6650.0,6560.0,136587.0,,12810,-1710,-16750
2010-01-27,6600.0,6100.0,250753.0,,28320,-15130,-8190
2010-01-28,6090.0,6030.0,205757.0,,47266,-55996,8780
2010-01-29,5990.0,6080.0,299894.0,,9510,-52050,42660
2010-02-01,6010.0,5890.0,86503.0,,22038,-1098,-20940
2010-02-02,5940.0,5900.0,167914.0,,62180,-58370,-3810
2010-02-03,6180.0,5980.0,90480.0,,17359,-6219,-11150
2010-02-04,6010.0,5940.0,79986.0,,14080,-6240,-8270
2010-02-05,5750.0,5760.0,113583.0,,-7540,3990,3580
2010-02-08,5890.0,5600.0,74133.0,,5435,-325,-5140
2010-02-09,5600.0,5740.0,84088.0,,-5739,-1021,6750
2010-02-10,5800.0,5810.0,193650.0,,19674,-5064,-18210
2010-02-11,5820.0,6050.0,123393.0,,-4305,8285,-4740
2010-02-12,6050.0,5870.0,146059.0,,68690,-6190,-61860
2010-02-16,5800.0,6050.0,103284.0,,-15658,-13392,27010
2010-02-17,6050.0,6110.0,80660.0,,-11365,-10165,21410
2010-02-18,6120.0,6080.0,41669.0,,-2413,433,1060
2010-02-19,6170.0,5920.0,80111.0,,5730,-1600,-3930
2010-02-22,6000.0,6020.0,91624.0,,-11150,-6100,13010
2010-02-23,5980.0,6020.0,55923.0,,-5792,-345,6137
2010-02-24,6000.0,5970.0,44928.0,,1140,-470,-470
2010-02-25,6030.0,6090.0,196323.0,,32310,-32750,680
2010-02-26,6150.0,6250.0,129477.0,,16870,-13700,-3170
2010-03-02,6310.0,6230.0,110981.0,,-40,-5530,5570
2010-03-03,6370.0,6410.0,186260.0,,-1160,30,1130
2010-03-04,6410.0,6320.0,80790.0,,2341,-42,-2189
2010-03-05,6430.0,6450.0,119196.0,,-7930,970,7030
2010-03-08,6460.0,6360.0,194996.0,,-9190,50,4780
2010-03-09,6350.0,6450.0,90041.0,,-10000,130,9960
2010-03-10,6480.0,6390.0,55116.0,,-2124,344,1880
2010-03-11,6400.0,6340.0,89809.0,,-1330,7700,-6220
2010-03-12,6360.0,6250.0,133940.0,,25778,-38428,12630
2010-03-15,6230.0,6200.0,74484.0,,11810,-17390,3670
2010-03-16,6150.0,6200.0,67897.0,,590,-10680,8170
2010-03-17,6270.0,6320.0,92052.0,,-16880,710,16170
