Symbol,메리츠종금증권_시가(원),메리츠종금증권_종가(원),메리츠종금증권_거래량(주),메리츠종금증권_PER(IFRS-연결),메리츠종금증권_순매수수량(개인)(주),메리츠종금증권_순매수수량(기관계)(주),메리츠종금증권_순매수수량(외국인계)(주)
2000-01-04,7100,7530,374690,11.77,0,0,0
2000-01-05,7300,7050,248950,11.03,0,0,0
2000-01-06,7100,6450,156550,10.08,20,-20,0
2000-01-07,6510,6770,249390,10.59,-88190,-10,0
2000-01-10,6610,6700,180790,10.47,-270,-30,300
2000-01-11,6630,6500,181910,10.16,0,0,0
2000-01-12,6350,6200,165590,9.69,-1000,0,0
2000-01-13,6000,6300,129520,9.85,0,0,0
2000-01-14,6350,6080,138760,9.5,-10420,0,400
2000-01-17,6190,6100,177000,9.53,-47320,-30,-2650
2000-01-18,6150,5820,170520,9.09,44130,-42130,0
2000-01-19,5760,5300,179210,8.28,2700,0,300
2000-01-20,5050,5300,216370,8.28,-25000,0,0
2000-01-21,5100,5150,147390,8.05,0,0,0
2000-01-24,5000,5010,172040,7.84,0,0,0
2000-01-25,5020,5060,148500,7.91,40,-40,0
2000-01-26,5110,5400,313070,8.44,2120,0,-120
2000-01-27,5460,6210,623770,9.71,-99820,100000,-180
2000-01-28,6300,6360,496300,9.94,200,0,-200
2000-01-31,6000,6600,660390,10.31,-190,-10,200
2000-02-01,6780,6600,446360,10.31,200,0,-200
2000-02-02,6550,6670,302330,10.43,-1500,0,1500
2000-02-03,6610,6560,242580,10.26,-390,-10,400
2000-02-07,6560,6490,254040,10.15,500,0,-500
2000-02-08,6310,6200,297930,9.69,88480,-87880,400
2000-02-09,6110,6070,289220,9.49,12150,-12150,0
2000-02-10,5850,5880,242110,9.19,0,0,0
2000-02-11,5910,5650,210370,8.83,40,-40,0
2000-02-14,5500,5510,236180,8.62,0,0,0
2000-02-15,5650,5900,347320,9.22,10,-10,0
2000-02-16,6010,5850,323620,9.14,0,0,0
2000-02-17,5850,5790,261750,9.06,20000,0,-20000
2000-02-18,5610,5550,218320,8.67,1100,0,-1100
2000-02-21,5450,5290,261630,8.27,0,0,0
2000-02-22,5010,5340,259960,8.35,-180,0,180
2000-02-23,5460,6140,572170,9.6,1000,0,-1000
2000-02-24,5710,5670,309480,8.86,-90,-10,100
2000-02-25,5810,5850,332540,9.14,120,-20,-100
2000-02-28,5650,5800,260610,9.07,-88880,88880,0
2000-02-29,6210,6000,385200,9.38,-175150,175150,0
2000-03-02,5810,5950,279700,9.3,10,-10,0
2000-03-03,5950,5570,141000,8.7,-100,0,100
2000-03-06,5600,5870,327540,9.17,28260,-28160,-100
2000-03-07,5640,5730,200120,8.96,8000,-8000,0
2000-03-08,5690,5630,325170,8.8,79820,-80020,200
2000-03-09,5520,5400,470200,8.44,43500,-28000,500
2000-03-10,5400,5270,284310,8.24,0,0,0
2000-03-13,5320,5080,291080,7.94,120,-120,0
2000-03-14,4980,5100,290320,7.97,0,0,0
2000-03-15,5120,5100,237820,7.97,-57940,57940,0
2000-03-16,5210,5100,220340,7.97,-46650,45050,1600
2000-03-17,5280,5450,438800,8.52,10100,6540,-500
2000-03-20,5380,5210,192760,8.15,-34500,0,0
2000-03-21,5110,5050,195450,7.89,5370,-10,0
2000-03-22,5120,5150,326400,8.05,5000,10000,0
2000-03-23,5100,5000,1220400,7.82,200440,-191640,200
2000-03-24,5100,5030,229320,7.86,8240,-8240,0
2000-03-27,5070,5500,522590,8.6,12230,-30,-200
2000-03-28,5400,5320,258730,8.31,-13840,0,0
2000-03-29,5200,4955,335130,7.75,-50,-150,200
2000-03-30,4520,4215,432620,6.59,0,0,0
2000-03-31,4150,3850,356480,6.02,71420,-16560,-6860
2000-04-03,3900,3420,357990,1.39,4000,0,0
2000-04-04,3430,3495,410230,1.42,-6900,0,-2100
2000-04-06,3480,3330,180310,1.35,0,0,0
2000-04-07,3330,3260,242500,1.32,0,0,0
2000-04-10,3200,3355,579120,1.36,-300,0,0
2000-04-11,3355,3250,252490,1.32,2510,0,0
2000-04-12,3210,3285,356480,1.33,0,0,0
2000-04-14,3120,3360,246070,1.36,0,0,0
2000-04-17,2910,2860,275320,1.16,-200,0,0
2000-04-18,3010,2910,326860,1.18,95520,-95530,0
2000-04-19,2960,2910,213870,1.18,4710,-20,0
2000-04-20,2760,2910,278750,1.18,380,-70,0
2000-04-21,2995,3000,249140,1.22,5110,-100,0
2000-04-24,3000,2900,115200,1.18,0,0,0
2000-04-25,2905,2750,155310,1.12,0,0,0
2000-04-26,2750,2570,144430,1.04,0,0,0
2000-04-27,2520,2580,238820,1.05,10,-10,0
2000-04-28,2600,2925,582290,1.19,0,0,0
2000-05-02,2995,2900,417160,1.18,0,0,0
2000-05-03,2980,3010,301680,1.22,0,0,0
2000-05-04,3000,2850,300310,1.16,0,0,0
2000-05-08,3000,2890,151730,1.17,0,0,0
2000-05-09,2890,2840,135550,1.15,-1000,0,0
2000-05-10,2800,2770,125640,1.12,-10000,0,0
2000-05-12,2820,2800,108880,1.14,-30,0,0
2000-05-15,2800,2570,94110,1.04,-11000,0,0
2000-05-16,2500,2640,127990,1.07,0,0,0
2000-05-17,2660,2300,159690,0.93,-2000,0,0
2000-05-18,2300,2300,144560,0.93,0,0,0
2000-05-19,2300,2350,115370,0.95,0,0,0
2000-05-22,2360,2330,115460,0.94,0,0,0
2000-05-23,2260,2675,283450,1.09,3760,0,3500
2000-05-24,2700,3075,685190,1.25,1020,-20,0
2000-05-25,3260,3535,890080,1.43,-2000,0,0
2000-05-26,3400,3005,1084060,1.22,-18490,-10,-3500
2000-05-29,2780,3455,1113050,1.4,1090,-90,0
2000-05-30,3655,3440,1878180,1.39,-45510,47510,0
2000-05-31,3600,3820,1750560,1.55,-119990,129990,0
2000-06-01,3630,3690,1248970,1.5,-59890,69890,0
2000-06-02,3870,3940,1458500,1.6,-90000,90000,0
2000-06-05,4150,4530,1654320,1.84,80000,-80000,0
2000-06-07,4480,4380,1552050,1.78,100020,-100020,0
2000-06-08,4490,4000,1187220,1.62,-20470,-2500,0
2000-06-09,3990,3950,959160,1.6,-98000,20000,28000
2000-06-12,3705,3900,670770,1.58,0,0,0
2000-06-13,3800,3700,659310,1.5,-35290,35290,0
2000-06-14,3610,3500,424510,1.42,-300,0,0
2000-06-15,3450,3230,455640,1.31,80000,-30000,0
2000-06-16,3130,3060,300380,1.24,0,0,0
2000-06-19,3070,2970,276090,1.2,10000,-10000,0
2000-06-20,2985,3415,538250,1.38,520,-520,0
2000-06-21,3385,3310,1196200,1.34,-15520,15520,0
2000-06-22,3410,3300,431220,1.34,-9990,-10,0
2000-06-23,3250,3250,220640,1.32,10,-10,0
2000-06-26,3285,3450,335860,1.4,-69340,69340,0
2000-06-27,3500,3680,837710,1.49,-40000,30000,0
2000-06-28,3710,3605,499460,1.46,-99990,99990,0
2000-06-29,3680,3580,250570,1.45,-27490,27490,0
2000-06-30,3510,3700,527010,1.5,-97910,97910,0
2000-07-03,3800,3750,424950,1.52,-86350,70000,0
2000-07-04,3800,3755,682240,1.52,10,-10,0
2000-07-05,3800,3950,491130,1.6,0,0,0
2000-07-06,3850,4200,1482080,1.7,-100650,100000,0
2000-07-07,4290,4440,1438490,1.8,-99140,78640,0
2000-07-10,4500,4840,1729970,1.96,23500,0,-28000
2000-07-11,4980,4610,2566490,1.87,310,-310,0
2000-07-12,4840,4400,880200,1.78,-500,0,0
2000-07-13,4400,4380,390690,1.78,-10000,0,10000
2000-07-14,4255,4090,368820,1.66,2420,-2420,0
2000-07-18,3810,3800,322170,1.54,-20000,0,0
2000-07-19,3800,4120,886410,1.67,0,0,0
2000-07-20,4130,3830,593760,1.55,30,-30,0
2000-07-21,4100,4400,1199700,1.78,-70700,70700,0
2000-07-24,4490,4200,2285560,1.7,-10460,45990,-10000
2000-07-25,4390,4600,2630530,1.87,-17770,-2500,100
2000-07-26,4600,4400,1242090,1.78,-81980,86980,0
2000-07-27,4305,4510,1019050,1.83,-215760,210760,0
2000-07-28,4550,4370,1273300,1.77,-70030,70000,200
2000-07-31,4300,4300,729530,1.74,-90000,90000,0
2000-08-01,4310,4300,1043170,1.74,-15210,15210,0
2000-08-02,4300,4280,601470,1.74,0,0,0
2000-08-03,4330,4140,432670,1.68,0,0,0
2000-08-04,4105,3975,310910,1.61,-50500,50000,0
2000-08-07,3800,3650,314460,1.48,-15430,0,-100
2000-08-08,3570,3600,301720,1.46,-12000,0,12000
2000-08-09,3610,4000,530320,1.62,-146470,139980,0
2000-08-10,4090,4050,504200,1.64,-2880,2880,0
2000-08-11,3925,4030,596610,1.63,0,0,0
2000-08-14,4280,4220,736420,1.71,20,-20,0
2000-08-16,4150,4170,311890,1.69,-35020,60000,0
2000-08-17,4130,4040,362300,1.64,7510,0,0
2000-08-18,4040,4010,313420,1.62,20,-20,0
2000-08-21,3920,3935,208310,1.59,-11000,0,0
2000-08-22,3980,4020,201510,1.63,-15000,15000,0
2000-08-23,4020,3890,180750,1.58,0,0,0
2000-08-24,3890,3950,171210,1.6,-34990,34990,0
2000-08-25,3950,3875,195380,1.57,-20000,0,0
2000-08-28,3820,3855,200610,1.56,0,0,0
2000-08-29,3865,3830,189730,1.55,10,-10,0
2000-08-30,3820,3720,128850,1.51,-5000,0,0
2000-08-31,3745,3620,184880,1.47,-45000,40000,0
2000-09-01,3570,3650,65910,1.48,10,-10,0
2000-09-04,3650,3510,102730,1.42,0,-5000,0
2000-09-05,3480,3610,99340,1.46,0,0,0
2000-09-06,3560,3540,93810,1.43,0,0,0
2000-09-07,3510,3480,88820,1.41,-30000,30000,0
2000-09-08,3450,3610,177800,1.46,0,0,0
2000-09-14,3610,3800,132210,1.54,0,0,0
2000-09-15,3800,3565,200920,1.45,20010,-10,0
2000-09-18,3400,3050,202450,1.24,10,-10,0
2000-09-19,3000,2960,221270,1.2,60040,-60040,0
2000-09-20,2980,3000,292190,1.22,133060,-133060,0
2000-09-21,3000,2840,307420,1.15,35740,-59460,0
2000-09-22,2780,2710,212720,1.1,30260,-56540,0
2000-09-25,2715,3020,321690,1.22,30260,-30260,0
2000-09-26,3000,2990,137900,1.21,0,0,0
2000-09-27,2950,2990,134420,1.21,-300,0,0
2000-09-28,3010,2950,123350,1.2,-2000,0,2000
2000-09-29,3010,2955,186970,1.2,16000,-20000,0
2000-10-02,2920,2880,74920,1.17,380,-380,0
2000-10-04,2810,2890,130600,1.17,-22170,20000,0
2000-10-05,2860,2990,190350,1.21,3170,0,0
2000-10-06,3040,2960,117390,1.2,0,0,0
2000-10-09,2970,2925,136650,1.19,0,0,0
2000-10-10,2905,2900,96560,1.18,0,0,0
2000-10-11,2865,2720,106450,1.1,3000,0,0
2000-10-12,2700,2620,177550,1.06,84770,-84770,0
2000-10-13,2500,2520,174690,1.02,14910,-15910,0
2000-10-16,2690,2670,173800,1.08,300,0,0
2000-10-17,2550,2400,133180,0.97,-1730,0,0
2000-10-18,2350,2500,153650,1.01,0,0,0
2000-10-19,2420,2410,121010,0.98,20,-20,0
2000-10-20,2485,2490,227390,1.01,-60,-20,0
2000-10-23,2490,2360,88190,0.96,7810,-5000,0
2000-10-24,2300,2380,57380,0.96,0,0,0
2000-10-25,2400,2350,81960,0.95,12000,0,0
2000-10-26,2320,2270,75700,0.92,1950,-1950,0
2000-10-27,2295,2260,132040,0.92,10,-10,0
2000-10-30,2280,2300,162190,0.93,0,0,0
2000-10-31,2350,2260,124510,0.92,0,0,0
2000-11-01,2270,2500,274770,1.01,0,0,0
2000-11-02,2490,2540,135510,1.03,0,0,0
2000-11-03,2555,2560,177590,1.04,-420,0,0
2000-11-06,2530,2670,283970,1.08,-157750,158170,0
2000-11-07,2670,2630,138800,1.07,-9990,9990,0
2000-11-08,2610,2650,143700,1.08,-31820,31820,0
2000-11-09,2670,2730,189190,1.11,-26830,26830,0
2000-11-10,2780,2735,1053260,1.11,226840,-226840,0
2000-11-13,2670,2500,258820,1.01,0,0,0
2000-11-14,2540,2555,117960,1.04,0,0,0
2000-11-15,2575,2550,139230,1.04,-100,0,0
2000-11-16,2510,2535,48230,1.03,0,0,0
2000-11-17,2495,2460,95990,1,0,0,0
2000-11-20,2335,2400,73010,0.97,0,0,0
2000-11-21,2400,2345,101090,0.95,8260,0,0
2000-11-22,2300,2310,85800,0.94,3690,-370,0
2000-11-23,2300,2200,144150,0.89,0,0,0
2000-11-24,2150,2280,220300,0.92,0,0,0
2000-11-27,2350,2320,135260,0.94,100,0,0
2000-11-28,2320,2240,71650,0.91,10,-10,0
2000-11-29,2200,2160,67530,0.88,130,-130,0
2000-11-30,2200,2140,68290,0.87,0,0,0
2000-12-01,2060,2120,59050,0.86,0,0,0
2000-12-04,2155,2100,47480,0.85,1700,0,0
2000-12-05,2055,2120,98610,0.86,38210,0,0
2000-12-06,2165,2200,480120,0.89,40160,0,0
2000-12-07,2220,2320,475030,0.94,0,0,0
2000-12-08,2300,2320,278950,0.94,0,0,0
2000-12-11,2355,2380,300420,0.96,-5000,0,5000
2000-12-12,2480,2300,97220,0.93,1980,2950,0
2000-12-13,2330,2300,96110,0.93,0,0,0
2000-12-14,2300,2390,206050,0.97,18000,0,0
2000-12-15,2350,2340,131660,0.95,-2000,0,0
2000-12-18,2340,2320,115310,0.94,10000,0,0
2000-12-19,2340,2340,377120,0.95,13020,0,0
2000-12-20,2300,2200,170160,0.89,0,0,0
2000-12-21,2130,2190,130920,0.89,3990,-10,0
2000-12-22,2210,2220,324960,0.9,4520,-20,0
2000-12-26,2300,2230,194570,0.9,3430,-930,0
2001-01-02,2390,2560,464810,1.04,510,-10,2000
2001-01-03,2560,2900,959410,1.18,-45500,25500,0
2001-01-04,3100,3335,1229070,1.35,-28500,50000,-1500
2001-01-05,3350,3835,2512680,1.55,-245590,230590,0
2001-01-08,3800,3960,1817250,1.6,-156290,155020,1270
2001-01-09,3950,3960,1528860,1.6,-11260,-10020,0
2001-01-10,3810,3600,913880,1.46,-194770,199970,-5000
2001-01-11,3700,4140,1729090,1.68,114900,-130000,0
2001-01-12,4310,3950,2777000,1.6,127800,-99700,0
2001-01-15,4050,3900,1495550,1.58,17570,-7570,0
2001-01-16,3960,4125,2186450,1.67,92480,-82480,0
2001-01-17,4100,3850,1136300,1.56,2510,-2510,0
2001-01-18,3850,3800,1412910,1.54,-4900,4900,0
2001-01-19,3890,3850,607550,1.56,-145370,104940,0
2001-01-22,3800,3970,463430,1.61,-71580,86390,0
2001-01-26,3950,3770,425960,1.53,-3380,0,0
2001-01-29,3750,3850,502180,1.56,-2990,-10,0
2001-01-30,3910,3870,431360,1.57,-54980,54980,0
2001-01-31,3820,4200,890070,1.7,-59340,49990,10350
2001-02-01,4020,3970,831720,1.61,-24990,24990,0
2001-02-02,4070,3955,375720,1.6,2000,0,0
2001-02-05,3820,3540,369040,1.43,6240,-6240,0
2001-02-06,3420,3570,315800,1.45,30010,-30010,0
2001-02-07,3510,3550,221030,1.44,10,-10,0
2001-02-08,3560,3630,410440,1.47,8410,-8410,0
2001-02-09,3650,3910,790810,1.58,-119910,119910,0
2001-02-12,3850,3880,665690,1.57,151720,-151460,0
2001-02-13,3960,3980,876890,1.61,197960,-193920,0
2001-02-14,3950,3995,696790,1.62,160720,-207670,50000
2001-02-15,4010,3960,738370,1.6,173720,-109070,-49700
2001-02-16,3970,4100,1114450,1.66,-278960,299260,-300
2001-02-19,4050,4160,569380,1.69,-76470,111470,0
2001-02-20,4250,4700,2234400,1.91,-192050,227050,0
2001-02-21,4680,4700,2041680,1.91,65530,-43000,0
2001-02-22,4640,4545,806250,1.84,-49980,49980,0
2001-02-23,4540,4490,513230,1.82,28520,-28520,0
2001-02-26,4400,4620,591380,1.87,-191130,126130,0
2001-02-27,4800,4620,742700,1.87,-84580,-71300,0
2001-02-28,4520,4555,332790,1.85,-103620,3620,0
2001-03-02,4500,4090,618680,1.66,28950,-30450,1500
2001-03-05,3820,4010,236950,1.62,-11820,11820,0
2001-03-06,4010,3980,358820,1.61,-65150,65150,0
2001-03-07,4010,3990,817890,1.62,143090,-193090,0
2001-03-08,4060,4090,268430,1.66,-26930,26930,0
2001-03-09,4100,4100,242500,1.66,-80730,80730,0
2001-03-12,3950,3860,202620,1.56,-19990,19990,0
2001-03-13,3560,3420,428740,1.39,-95350,45350,50000
2001-03-14,3800,3710,558070,1.5,140020,-90020,-50000
2001-03-15,3330,3650,381780,1.48,-6310,6310,0
2001-03-16,3730,3800,357350,1.54,0,0,0
2001-03-19,3840,3925,403540,1.59,15000,-15000,0
2001-03-20,4100,3990,314480,1.62,-13660,-7950,21610
2001-03-21,3810,4000,225150,1.62,-25190,2000,23190
2001-03-22,4000,3930,262570,1.59,-20100,0,20100
2001-03-23,3900,3950,144090,1.6,-3100,0,3100
2001-03-26,4060,4010,164660,1.62,-31050,30000,1050
2001-03-27,4050,3965,131200,1.61,-7950,12950,5000
2001-03-28,4010,3850,232670,1.56,-63640,69990,-6350
2001-03-29,3610,3525,240180,1.43,-3900,10000,-6100
2001-03-30,3515,3380,218890,1.37,-44920,10050,15970
2001-04-02,3380,3265,147330,3.36,-28880,25420,3460
2001-04-03,3100,3060,685740,3.15,231790,-231790,0
2001-04-04,2920,3015,675200,3.11,37650,-20670,-16980
2001-04-06,3300,3050,302080,3.14,18800,0,-18800
2001-04-09,3000,3000,151870,3.09,-46260,40260,6000
2001-04-10,2950,3000,161340,3.09,-68880,68880,0
2001-04-11,3050,3090,318900,3.18,64800,-60000,5200
2001-04-12,3125,3200,275890,3.3,3210,-10,-3200
2001-04-13,3220,3170,151390,3.27,-15990,0,15990
2001-04-16,3200,3195,79720,3.29,-10000,0,10000
2001-04-17,3195,3245,135550,3.34,-2780,80,2700
2001-04-18,3300,3550,710760,3.66,31020,37020,-73890
2001-04-19,3845,3720,1179720,3.83,142690,-129840,3000
2001-04-20,3800,3600,470510,3.71,60100,-64700,4600
2001-04-23,3595,3600,545380,3.71,530,2970,-3500
2001-04-24,3500,3520,200690,3.63,-38690,36690,2000
2001-04-25,3420,3600,310070,3.71,-24280,20280,0
2001-04-26,3660,3560,182260,3.67,-12300,14300,2000
2001-04-27,3520,3510,70550,3.61,1870,130,-2000
2001-04-30,3605,3610,225400,3.72,7900,200,-8100
2001-05-02,3690,3610,407540,3.72,59850,-64600,4600
2001-05-03,3630,3610,205800,3.72,25350,-13860,-11490
2001-05-04,3550,3650,121300,3.76,-23960,23960,0
2001-05-07,3680,3910,864140,4.03,158760,-176760,-2000
2001-05-08,3870,3800,325080,3.92,-27000,0,0
2001-05-09,3760,3680,188910,3.79,5380,-5380,0
2001-05-10,3605,3670,371290,3.78,71890,-76890,0
2001-05-11,3650,3700,178920,3.81,-31330,31330,0
2001-05-14,3610,3700,201580,3.81,5730,-7730,0
2001-05-15,3700,3700,234640,3.81,60490,-63490,0
2001-05-16,3700,3610,206980,3.72,26410,-26410,0
2001-05-17,3750,3710,276950,3.82,-16520,16520,0
2001-05-18,3665,3710,333500,3.82,-9970,9970,0
2001-05-21,3820,3920,1220380,4.04,326200,-291600,-1000
2001-05-22,4020,4000,1409540,4.12,-17670,125350,0
2001-05-23,3980,4000,606550,4.12,180940,17990,0
2001-05-24,3930,4180,513980,4.31,-37310,30310,0
2001-05-25,4220,4270,2055400,4.4,-47730,-630270,0
2001-05-28,4225.0,4085.0,348140.0,4.21,-49980,49980,0
2001-05-29,4050.0,4150.0,318270.0,4.28,23970,-23970,0
2001-05-30,4085.0,4130.0,223950.0,4.26,90,-90,0
2001-05-31,4020.0,3980.0,303150.0,4.1,-5000,5000,0
2001-06-01,4000.0,3860.0,221440.0,3.97,-10000,10000,0
2001-06-04,3850.0,3850.0,121560.0,3.97,0,0,0
2001-06-05,3890.0,3745.0,355690.0,3.86,-216990,-13010,0
2001-06-07,3705.0,3810.0,99590.0,3.92,0,0,0
2001-06-08,3840.0,3950.0,437800.0,4.07,2320,22000,0
2001-06-11,3860.0,3920.0,186610.0,4.04,-127240,137240,0
2001-06-12,3885.0,3930.0,101810.0,4.05,-17130,17130,0
2001-06-13,3930.0,4100.0,296930.0,4.22,-149640,149640,0
2001-06-14,4100.0,4180.0,606680.0,4.31,-219460,222460,-3000
2001-06-15,4150.0,4340.0,588250.0,4.47,-159140,159140,0
2001-06-18,4370.0,4345.0,335410.0,4.48,-105380,105380,0
2001-06-19,4260.0,4245.0,294960.0,4.37,-153160,173940,-20780
2001-06-20,4240.0,4170.0,213290.0,4.3,-100920,100920,0
2001-06-21,4150.0,4180.0,169580.0,4.31,26240,-26240,0
2001-06-22,4190.0,4180.0,197340.0,4.31,-63120,63120,0
2001-06-25,4190.0,4210.0,142470.0,4.34,-47550,47550,0
2001-06-26,4195.0,4180.0,241450.0,4.31,-104550,54550,0
2001-06-27,4100.0,4300.0,790830.0,4.43,-98580,95580,0
2001-06-28,4340.0,4240.0,231680.0,4.37,-74560,51330,0
2001-06-29,4310.0,4325.0,194330.0,4.46,-78700,-3070,10000
2001-07-02,4325.0,4210.0,118320.0,4.34,-15340,20590,-5250
2001-07-03,4220.0,4210.0,129330.0,4.34,-73150,73150,0
2001-07-04,4210.0,4230.0,184650.0,4.36,-94820,98720,0
2001-07-05,4230.0,4200.0,127800.0,4.33,-73180,53000,0
2001-07-06,4190.0,4040.0,102380.0,4.16,-45130,45130,0
2001-07-09,4000.0,3850.0,186110.0,3.97,-39850,39850,0
2001-07-10,3940.0,3880.0,73040.0,4.0,-41820,21820,0
2001-07-11,3845.0,3800.0,131420.0,3.92,-50150,50150,0
2001-07-12,3850.0,3915.0,42710.0,4.03,3060,-60,0
2001-07-13,3990.0,3810.0,84460.0,3.92,-50000,50000,0
2001-07-16,3810.0,3790.0,97900.0,3.9,-55120,55120,0
2001-07-18,3790.0,3735.0,69210.0,3.85,-14980,14980,0
2001-07-19,3735.0,3680.0,139560.0,3.79,-39200,39580,0
2001-07-20,3680.0,3635.0,92180.0,3.74,-21110,21110,0
2001-07-23,3635.0,3400.0,134820.0,3.5,-18420,18420,0
2001-07-24,3400.0,3400.0,158620.0,3.5,15020,-25020,0
2001-07-25,3400.0,3500.0,191240.0,3.61,-16770,16770,0
2001-07-26,3570.0,3650.0,51000.0,3.76,-5780,5780,0
2001-07-27,3670.0,3700.0,106120.0,3.81,10000,-10000,0
2001-07-30,3700.0,3700.0,96170.0,3.81,-19160,19160,0
2001-07-31,3700.0,3800.0,99070.0,3.92,-69960,29960,0
2001-08-01,3800.0,4040.0,240090.0,4.16,-61470,61470,0
2001-08-02,4040.0,4050.0,153280.0,4.17,-37660,37660,0
2001-08-03,4050.0,3950.0,57610.0,4.07,-14810,14810,0
2001-08-06,3955.0,3925.0,78700.0,4.04,16000,-16000,0
2001-08-07,3925.0,3985.0,103130.0,4.1,-24400,24400,0
2001-08-08,3975.0,4070.0,82860.0,4.19,-30000,30000,0
2001-08-09,4000.0,3860.0,42580.0,3.97,-12190,12190,0
2001-08-10,3880.0,3890.0,29870.0,4.01,-12060,12060,0
2001-08-13,3890.0,3870.0,74890.0,3.99,21730,-9240,0
2001-08-14,3950.0,4100.0,529950.0,4.22,70660,-84430,770
2001-08-16,4100.0,4160.0,492200.0,4.29,24550,28450,0
2001-08-17,4190.0,4095.0,155260.0,4.22,8860,-8090,-770
2001-08-20,4045.0,3940.0,209810.0,4.06,890,-890,0
2001-08-21,3960.0,3855.0,111120.0,3.97,-10000,10000,0
2001-08-22,3855.0,4000.0,462040.0,4.12,71190,-58190,0
2001-08-23,4100.0,3920.0,318560.0,4.04,14510,-27510,0
2001-08-24,3950.0,3920.0,125650.0,4.04,-30300,30000,0
2001-08-27,4000.0,3920.0,177650.0,4.04,2940,-2940,0
2001-08-28,3920.0,4000.0,257730.0,4.12,-33290,-76410,0
2001-08-29,3975.0,3850.0,98440.0,3.97,-30620,30620,0
2001-08-30,3850.0,3810.0,81070.0,3.92,-20240,20240,0
2001-08-31,3710.0,3690.0,91050.0,3.8,-30170,20000,10170
2001-09-03,3690.0,3600.0,38270.0,3.71,-10000,10000,0
2001-09-04,3610.0,3750.0,69290.0,3.86,450,-450,0
2001-09-05,3620.0,3900.0,77490.0,4.02,-10000,10000,0
2001-09-06,3860.0,3810.0,315920.0,3.92,11950,-11950,0
2001-09-07,3710.0,3795.0,93900.0,3.91,9420,-9420,0
2001-09-10,3795.0,3785.0,71280.0,3.9,-26180,26180,0
2001-09-11,3785.0,3680.0,34780.0,3.79,-8170,8170,0
2001-09-12,3130.0,3130.0,238320.0,3.22,-90000,90000,0
2001-09-13,3130.0,3220.0,153590.0,3.32,-10870,10870,0
2001-09-14,3190.0,2920.0,305830.0,3.01,-27000,27000,0
2001-09-17,2860.0,2525.0,63620.0,2.6,7200,-7200,0
2001-09-18,2650.0,2890.0,172150.0,2.98,29580,-31580,0
2001-09-19,2895.0,2870.0,109940.0,2.96,0,0,0
2001-09-20,2890.0,2840.0,87280.0,2.93,-13020,10420,0
2001-09-21,2750.0,2910.0,58950.0,3.0,-8100,8100,0
2001-09-24,2820.0,2970.0,119960.0,3.06,18920,-18920,0
2001-09-25,3140.0,2960.0,195470.0,3.05,31830,-51830,20000
2001-09-26,2965.0,2910.0,26370.0,3.0,-40,0,40
2001-09-27,2930.0,2990.0,22750.0,3.08,-3800,3800,0
2001-09-28,2920.0,3200.0,89150.0,3.3,-18540,-3830,-7630
2001-10-04,3400.0,3250.0,226410.0,3.35,120290,-113310,-6980
2001-10-05,3210.0,3150.0,86520.0,3.25,-10000,10000,0
2001-10-08,3140.0,3110.0,73740.0,3.2,-23660,21000,1960
2001-10-09,3140.0,3150.0,64320.0,3.25,2320,-1000,-1320
2001-10-10,3150.0,3100.0,61920.0,3.2,-140,140,0
2001-10-11,3210.0,3110.0,114780.0,3.2,4300,-3420,-180
2001-10-12,3200.0,3130.0,69590.0,3.22,14130,-14130,0
2001-10-15,3110.0,3180.0,62480.0,3.27,-15200,15200,0
2001-10-16,3130.0,3270.0,386400.0,3.37,92870,-90370,-2500
2001-10-17,3350.0,3275.0,143230.0,3.38,1620,-1620,0
2001-10-18,3220.0,3150.0,76450.0,3.25,0,0,0
2001-10-19,3110.0,3170.0,73840.0,3.27,0,0,0
2001-10-22,3150.0,3200.0,51750.0,3.3,0,0,0
2001-10-23,3250.0,3175.0,69870.0,3.27,10,-10,0
2001-10-24,3175.0,3275.0,58930.0,3.38,-5510,5510,0
2001-10-25,3270.0,3275.0,172310.0,3.38,19000,-3000,-16000
2001-10-26,3305.0,3250.0,68580.0,3.35,5010,-5010,0
2001-10-29,3255.0,3210.0,53260.0,3.31,0,0,0
2001-10-30,3200.0,3100.0,49580.0,3.2,-460,460,0
2001-10-31,2980.0,3165.0,54090.0,3.26,-28570,28570,0
2001-11-01,3250.0,3200.0,40350.0,3.3,10,-10,0
2001-11-02,3210.0,3280.0,160880.0,3.38,7860,-1510,-6350
2001-11-05,3310.0,3350.0,98190.0,3.45,-24650,24650,0
2001-11-06,3490.0,3390.0,102880.0,3.49,-10000,10000,0
2001-11-07,3405.0,3390.0,169910.0,3.49,-62400,20000,47000
2001-11-08,3390.0,3510.0,342490.0,3.61,80000,-80000,0
2001-11-09,3510.0,3450.0,238710.0,3.56,91720,-91720,0
2001-11-12,3555.0,3540.0,177690.0,3.65,14560,-14560,0
2001-11-13,3510.0,3510.0,145490.0,3.61,-4840,4840,0
2001-11-14,3570.0,3795.0,519030.0,3.91,162010,-216010,0
2001-11-15,3690.0,4100.0,1043960.0,4.22,-352700,456700,0
2001-11-16,4100.0,4000.0,235310.0,4.12,4140,-4140,0
2001-11-19,4010.0,3970.0,285150.0,4.09,-28360,18360,0
2001-11-20,4050.0,3930.0,348890.0,4.05,37920,-49920,0
2001-11-21,3900.0,3920.0,372670.0,4.04,-32890,11890,0
