Symbol,메리츠종금증권_시가(원),메리츠종금증권_종가(원),메리츠종금증권_거래량(주),메리츠종금증권_PER(IFRS-연결),메리츠종금증권_순매수수량(개인)(주),메리츠종금증권_순매수수량(기관계)(주),메리츠종금증권_순매수수량(외국인계)(주)
2009-05-19,1270.0,1270.0,2858681.0,15.73,-73100,-10,57840
2009-05-20,1280.0,1270.0,2134386.0,15.73,-35795,1345,34380
2009-05-21,1260.0,1300.0,6798899.0,16.09,-24764,354,98330
2009-05-22,1290.0,1300.0,5040065.0,16.09,-121943,-247,96820
2009-05-25,1290.0,1265.0,3982221.0,15.66,338224,-114804,-199230
2009-05-26,1275.0,1225.0,1972414.0,15.17,211433,-157143,-54290
2009-05-27,1250.0,1210.0,3860131.0,14.98,31340,180,-1550
2009-05-28,1190.0,1210.0,2169759.0,14.98,65,-15,0
2009-05-29,1220.0,1215.0,1368718.0,15.05,4045,-5,-4040
2009-06-01,1220.0,1265.0,2664072.0,15.66,-73930,-10,45440
2009-06-02,1295.0,1245.0,2385015.0,15.41,20230,-3870,-16360
2009-06-03,1260.0,1245.0,1637324.0,15.41,7610,-1590,-2400
2009-06-04,1245.0,1210.0,1490986.0,14.98,-4850,-1100,5920
2009-06-05,1230.0,1220.0,992250.0,15.1,3115,-685,-2460
2009-06-08,1220.0,1230.0,1731834.0,15.23,-9510,-1590,11100
2009-06-09,1245.0,1215.0,1832541.0,15.05,37650,-1030,-15620
2009-06-10,1220.0,1230.0,1045311.0,15.23,141971,-160551,18580
2009-06-11,1230.0,1230.0,1137157.0,15.23,135520,1580,-136000
2009-06-12,1240.0,1225.0,1132072.0,15.17,35930,-16210,-4890
2009-06-15,1225.0,1210.0,863640.0,14.98,42100,-20,-5340
2009-06-16,1195.0,1205.0,1004912.0,14.91,-40700,-880,38650
2009-06-17,1195.0,1170.0,1390665.0,14.48,36520,-1960,-37590
2009-06-18,1170.0,1155.0,1596318.0,14.31,-33611,0,33611
2009-06-19,1165.0,1170.0,691388.0,14.48,-140752,-550,141302
2009-06-22,1160.0,1180.0,806391.0,14.62,19065,-105,-18960
2009-06-23,1155.0,1130.0,1295227.0,13.99,4850,-150,-4700
2009-06-24,1125.0,1115.0,935545.0,13.8,6170,-740,-5430
2009-06-25,1120.0,1160.0,1170325.0,14.36,-96440,-1240,97680
2009-06-26,1170.0,1150.0,953411.0,14.24,-146140,0,183930
2009-06-29,1150.0,1140.0,802390.0,14.12,-242970,-20,242940
2009-06-30,1150.0,1125.0,875440.0,13.93,-5485,-1155,6640
2009-07-01,1125.0,1150.0,719867.0,14.24,-34960,0,34960
2009-07-02,1155.0,1160.0,809058.0,14.36,-39950,2720,37230
2009-07-03,1140.0,1160.0,827463.0,14.36,-196030,0,196030
2009-07-06,1170.0,1160.0,914775.0,14.36,22140,0,-55150
2009-07-07,1160.0,1175.0,1455781.0,14.55,-75529,-11,75540
2009-07-08,1165.0,1155.0,1015422.0,14.31,42680,-10,-42670
2009-07-09,1155.0,1160.0,1394572.0,14.36,-181570,10,81560
2009-07-10,1170.0,1155.0,978404.0,14.31,1000,0,-51000
2009-07-13,1155.0,1110.0,1378116.0,13.75,-144020,0,-55480
2009-07-14,1125.0,1110.0,634222.0,13.75,-5380,-30,5410
2009-07-15,1120.0,1145.0,1047703.0,14.18,-155280,-25070,180350
2009-07-16,1160.0,1140.0,979261.0,14.12,3579,-19,-6030
2009-07-17,1150.0,1145.0,792257.0,14.18,16705,-5,-16700
2009-07-20,1160.0,1190.0,2517874.0,14.74,224940,10,164000
2009-07-21,1220.0,1205.0,2402711.0,14.91,-705411,166915,595966
2009-07-22,1230.0,1235.0,2541863.0,15.29,46064,-1944,2520
2009-07-23,1225.0,1255.0,3708163.0,15.54,-84150,-230,68070
2009-07-24,1280.0,1230.0,2286955.0,15.23,37764,-95,-55469
2009-07-27,1240.0,1250.0,3628483.0,15.48,-28020,-10,24830
2009-07-28,1255.0,1230.0,903616.0,15.23,41700,-990,-40710
2009-07-29,1230.0,1215.0,1075433.0,15.05,1405,25,-1430
2009-07-30,1210.0,1220.0,737928.0,15.1,-5,5,0
2009-07-31,1230.0,1260.0,2890788.0,15.6,512660,-20,-494480
2009-08-03,1265.0,1310.0,4995289.0,16.23,310385,40035,-407420
2009-08-04,1335.0,1285.0,3667024.0,15.92,137770,64990,-202760
2009-08-05,1290.0,1260.0,1727831.0,15.6,333818,-265,-331053
2009-08-06,1250.0,1250.0,1249790.0,15.48,25,-25,0
2009-08-07,1240.0,1260.0,984346.0,15.6,-77030,-1040,78070
2009-08-10,1270.0,1250.0,1068529.0,15.48,112220,-85000,-27220
2009-08-11,1240.0,1250.0,1239602.0,15.48,-103020,1360,101660
2009-08-12,1240.0,1240.0,1254044.0,15.36,-72490,1670,70820
2009-08-13,1250.0,1250.0,1303216.0,15.48,-42034,-276,42300
2009-08-14,1260.0,1265.0,1674436.0,15.66,-125798,1618,84180
2009-08-17,1260.0,1225.0,1485583.0,15.17,-59979,-11,58850
2009-08-18,1215.0,1215.0,1631771.0,15.05,-246140,276290,9850
2009-08-19,1230.0,1205.0,988296.0,14.91,-57030,-870,57900
2009-08-20,1210.0,1220.0,857009.0,15.1,-45572,-6,24720
2009-08-21,1230.0,1195.0,1032921.0,14.79,62940,-20010,-22080
2009-08-24,1215.0,1220.0,2174380.0,15.1,-222565,-25,52170
2009-08-25,1215.0,1200.0,1339357.0,14.86,129990,2990,34951
2009-08-26,1215.0,1265.0,2655685.0,15.66,-603685,-5,554940
2009-08-27,1275.0,1235.0,3265289.0,15.29,255210,-184640,-43660
2009-08-28,1250.0,1245.0,1092187.0,15.41,-132776,16,122070
2009-08-31,1250.0,1260.0,1758780.0,15.6,-261585,-91685,347370
2009-09-01,1260.0,1265.0,1593127.0,15.66,-250360,0,249200
2009-09-02,1240.0,1235.0,1247370.0,15.29,-4330,-21470,26200
2009-09-03,1240.0,1240.0,1126358.0,15.36,-125725,-2775,6580
2009-09-04,1245.0,1240.0,1465034.0,15.36,-227190,-1210,441870
2009-09-07,1260.0,1280.0,3089004.0,15.85,-386200,180,383240
2009-09-08,1290.0,1255.0,2049511.0,15.54,-23278,1078,-7260
2009-09-09,1255.0,1245.0,1314007.0,15.41,-96884,30,44854
2009-09-10,1250.0,1275.0,1910412.0,15.79,-204810,10,56690
2009-09-11,1280.0,1270.0,1500921.0,15.73,-18130,5800,66360
2009-09-14,1285.0,1260.0,1179860.0,15.6,-93490,100,58710
2009-09-15,1265.0,1265.0,1170674.0,15.66,-32910,4170,-3160
2009-09-16,1275.0,1315.0,21354106.0,16.28,-127280,-150,128950
2009-09-17,1345.0,1280.0,4071960.0,15.85,236750,-5400,-90020
2009-09-18,1280.0,1470.0,14102094.0,18.2,-1444685,-217895,1735200
2009-09-21,1500.0,1555.0,29036527.0,19.26,-195693,-58,134531
2009-09-22,1555.0,1565.0,14050044.0,19.38,-25557,-50,7407
2009-09-23,1545.0,1450.0,8348682.0,17.96,-99708,-25,18103
2009-09-24,1420.0,1450.0,5991509.0,17.96,-458440,-250,470690
2009-09-25,1460.0,1415.0,4169312.0,17.53,25309,-980,-52322
2009-09-28,1425.0,1400.0,4663071.0,17.34,-206524,10,216014
2009-09-29,1450.0,1420.0,2822756.0,17.58,-21220,50,25170
2009-09-30,1420.0,1370.0,3723142.0,16.96,80550,-160,-103890
2009-10-01,1375.0,1340.0,3312837.0,16.59,-77609,-10,63899
2009-10-05,1320.0,1345.0,1781192.0,16.66,-292325,150,286115
2009-10-06,1360.0,1300.0,1918328.0,16.09,72538,-11,-77527
2009-10-07,1325.0,1300.0,2138132.0,16.09,59966,-20,-71946
2009-10-08,1305.0,1320.0,1258730.0,16.35,23155,10,16155
2009-10-09,1330.0,1345.0,1793502.0,16.66,36385,0,-57235
2009-10-12,1355.0,1320.0,1493400.0,16.35,-23878,-960,14688
2009-10-13,1320.0,1330.0,1521532.0,16.47,-217890,10,217860
2009-10-14,1330.0,1345.0,1676146.0,16.66,128940,180,-109120
2009-10-15,1350.0,1340.0,2440764.0,16.59,193359,-10,-153349
2009-10-16,1335.0,1290.0,2416324.0,15.97,-21005,-10,20515
2009-10-19,1280.0,1280.0,1462298.0,15.85,-38510,-190,135700
2009-10-20,1295.0,1285.0,825595.0,15.92,-21270,30,21240
2009-10-21,1275.0,1265.0,1149239.0,15.66,176677,29,-5306
2009-10-22,1255.0,1235.0,1630084.0,15.29,-210020,0,210020
2009-10-23,1245.0,1275.0,2449983.0,15.79,-126070,-10,126080
2009-10-26,1265.0,1250.0,948207.0,15.48,-13470,-10,-11520
2009-10-27,1250.0,1290.0,2118607.0,15.97,-84247,-5,65022
2009-10-28,1285.0,1230.0,1670250.0,15.23,-48220,65010,-32370
2009-10-29,1210.0,1200.0,1344814.0,14.86,-730,5960,-730
2009-10-30,1220.0,1210.0,1013391.0,14.98,-84780,18370,71320
2009-11-02,1175.0,1190.0,1359271.0,14.74,-358140,345320,12810
2009-11-03,1205.0,1170.0,1296948.0,14.48,74670,30,-74730
2009-11-04,1170.0,1205.0,1225697.0,14.91,-26461,-9,9860
2009-11-05,1195.0,1190.0,873069.0,14.74,-285450,0,274140
2009-11-06,1220.0,1215.0,1114634.0,15.05,-141260,0,169160
2009-11-09,1225.0,1225.0,648269.0,15.17,-286930,102280,164650
2009-11-10,1255.0,1240.0,836687.0,15.36,-205910,-42000,247910
2009-11-11,1240.0,1230.0,488670.0,15.23,-1390,1960,-590
2009-11-12,1235.0,1210.0,560594.0,14.98,-5650,640,0
2009-11-13,1215.0,1185.0,639621.0,14.67,-12820,1550,10270
2009-11-16,1185.0,1190.0,603312.0,14.74,55020,24660,-79690
2009-11-17,1200.0,1180.0,542920.0,14.62,25160,0,840
2009-11-18,1185.0,1205.0,1095260.0,14.91,-21900,-180,20030
2009-11-19,1210.0,1210.0,500598.0,14.98,6190,-190,3050
2009-11-20,1200.0,1220.0,426090.0,15.1,-25640,-30,25670
2009-11-23,1230.0,1225.0,541153.0,15.17,-101866,46980,53816
2009-11-24,1235.0,1225.0,551656.0,15.17,15850,-28010,11090
2009-11-25,1220.0,1215.0,423971.0,15.05,-21093,23,-17700
2009-11-26,1215.0,1185.0,715690.0,14.67,55220,40,-13820
2009-11-27,1175.0,1150.0,1676068.0,14.24,-391640,476750,-84130
2009-11-30,1165.0,1160.0,837511.0,14.36,190880,10000,-199880
2009-12-01,1150.0,1160.0,666473.0,14.36,85082,-11932,-72610
2009-12-02,1170.0,1190.0,561495.0,14.74,17600,-540,-17070
2009-12-03,1185.0,1195.0,662662.0,14.79,101265,-10,-129205
2009-12-04,1180.0,1180.0,1211935.0,14.62,230070,0,-256470
2009-12-07,1185.0,1180.0,626194.0,14.62,34150,21430,-55580
2009-12-08,1180.0,1170.0,615237.0,14.48,11810,-10,-17820
2009-12-09,1160.0,1170.0,624044.0,14.48,28650,0,31700
2009-12-10,1170.0,1165.0,692421.0,14.43,43793,402,-44195
2009-12-11,1170.0,1220.0,3092013.0,15.1,260660,-466850,206190
2009-12-14,1260.0,1400.0,20467527.0,17.34,-104316,-23455,163051
2009-12-15,1440.0,1390.0,20555297.0,17.21,337320,3660,-320980
2009-12-16,1400.0,1390.0,6088691.0,17.21,-2480,2060,420
2009-12-17,1380.0,1370.0,4982297.0,16.96,-1135700,1413860,-278160
2009-12-18,1360.0,1395.0,2539085.0,17.27,60005,475,-71480
2009-12-21,1390.0,1360.0,3590005.0,16.84,-34064,-159606,141470
2009-12-22,1380.0,1310.0,2684634.0,16.23,-4570,60,47710
2009-12-23,1315.0,1270.0,3061965.0,15.73,-77544,-20,77564
2009-12-24,1280.0,1290.0,2335424.0,15.97,-150400,-13980,164380
2009-12-28,1285.0,1265.0,1578478.0,15.66,40005,-15,-39990
2009-12-29,1280.0,1235.0,1777033.0,15.29,-24964,-200,11814
2009-12-30,1235.0,1230.0,1598897.0,15.23,-13210,1250,11330
2010-01-04,1240.0,1265.0,1639307.0,15.66,-74778,135750,-60972
2010-01-05,1265.0,1245.0,1558457.0,15.41,190500,40,-191540
2010-01-06,1250.0,1240.0,1485519.0,15.36,-8873,-20,6733
2010-01-07,1240.0,1255.0,1942585.0,15.54,-139303,3,139300
2010-01-08,1265.0,1290.0,3612505.0,15.97,145787,-44847,-100940
2010-01-11,1310.0,1280.0,2716421.0,15.85,55424,-7115,-46709
2010-01-12,1285.0,1270.0,1366364.0,15.73,41130,0,-41150
2010-01-13,1260.0,1240.0,1785029.0,15.36,595860,-435610,-161270
2010-01-14,1245.0,1240.0,1568551.0,15.36,357340,-286610,-70730
2010-01-15,1240.0,1275.0,2596792.0,15.79,-328785,-400275,729060
2010-01-18,1265.0,1295.0,1663365.0,16.04,23580,590,-24470
2010-01-19,1310.0,1285.0,1390541.0,15.92,-90520,4600,95920
2010-01-20,1295.0,1290.0,1442117.0,15.97,-5952,4800,982
2010-01-21,1285.0,1285.0,873329.0,15.92,-9445,-45,9490
2010-01-22,1260.0,1250.0,1177265.0,15.48,-1255,-9945,10200
2010-01-25,1225.0,1230.0,918163.0,15.23,13300,-8570,15250
2010-01-26,1235.0,1210.0,1174676.0,14.98,14923,16677,-31600
2010-01-27,1210.0,1205.0,713685.0,14.91,-76070,75000,1070
2010-01-28,1215.0,1225.0,883124.0,15.17,-201120,93950,107120
2010-01-29,1200.0,1205.0,1187409.0,14.91,180530,-253180,72610
2010-02-01,1205.0,1200.0,635435.0,14.86,-16293,6603,9590
2010-02-02,1210.0,1205.0,811454.0,14.91,-163440,84370,79070
2010-02-03,1215.0,1215.0,670277.0,15.05,42626,654,-43390
2010-02-04,1210.0,1200.0,669663.0,14.86,21190,-140,-21290
2010-02-05,1160.0,1165.0,1000552.0,14.43,22110,10,-22160
2010-02-08,1175.0,1160.0,708131.0,14.36,21901,599,-22670
2010-02-09,1150.0,1150.0,1109352.0,14.24,419130,1200,-420380
2010-02-10,1160.0,1150.0,1169109.0,14.24,308652,520,-319172
2010-02-11,1150.0,1160.0,1442253.0,14.36,459680,750,-460730
2010-02-12,1160.0,1165.0,795620.0,14.43,86590,190,-86850
2010-02-16,1165.0,1180.0,609707.0,14.62,-115242,82922,32320
2010-02-17,1195.0,1180.0,781436.0,14.62,-15327,50,15277
2010-02-18,1185.0,1165.0,836510.0,14.43,-144480,0,144250
2010-02-19,1165.0,1160.0,665610.0,14.36,50610,90,-50700
2010-02-22,1165.0,1175.0,684081.0,14.55,-188660,-450,189110
2010-02-23,1170.0,1180.0,588727.0,14.62,-54205,350,63855
2010-02-24,1170.0,1195.0,662172.0,14.79,-104143,55,104088
2010-02-25,1205.0,1175.0,792250.0,14.55,-140860,3720,137140
2010-02-26,1180.0,1180.0,573472.0,14.62,21070,370,-21440
2010-03-02,1185.0,1190.0,680761.0,14.74,70482,-48780,-21702
2010-03-03,1185.0,1185.0,501732.0,14.67,35299,340,-35639
2010-03-04,1185.0,1175.0,553123.0,14.55,48210,-40,-48170
2010-03-05,1175.0,1195.0,620928.0,14.79,-69820,90,69730
2010-03-08,1205.0,1250.0,1309669.0,15.48,-130075,32455,97620
2010-03-09,1245.0,1235.0,773435.0,15.29,58683,-1493,-57240
2010-03-10,1230.0,1225.0,466541.0,15.17,13110,-270,-12840
2010-03-11,1230.0,1215.0,568449.0,15.05,-920,-70,990
2010-03-12,1230.0,1225.0,414799.0,15.17,-2630,760,1870
2010-03-15,1220.0,1210.0,638956.0,14.98,31225,-235,-30990
2010-03-16,1210.0,1210.0,362569.0,14.98,-81650,11140,70510
2010-03-17,1220.0,1265.0,1462424.0,15.66,-174500,-100,174600
2010-03-18,1260.0,1245.0,1197398.0,15.41,56520,2150,-58670
2010-03-19,1250.0,1220.0,1355795.0,15.1,596990,-10,-596980
2010-03-22,1220.0,1220.0,1104781.0,15.1,206370,-90,-206280
2010-03-23,1225.0,1220.0,901309.0,15.1,115360,2070,-117430
2010-03-24,1220.0,1210.0,1261432.0,14.98,205830,-150,-205680
2010-03-25,1200.0,1180.0,1904909.0,14.62,584664,-1940,-583324
2010-03-26,1185.0,1205.0,752593.0,14.91,21980,1210,-23190
2010-03-29,1190.0,1200.0,1284153.0,14.86,-202630,990,201620
2010-03-30,1190.0,1170.0,873819.0,14.48,-25130,410,24720
2010-03-31,1175.0,1180.0,466406.0,14.62,-69110,-3290,72400
2010-04-01,1175.0,1190.0,673513.0,15.29,-25456,-124,25540
2010-04-02,1195.0,1170.0,864301.0,15.02,29560,-290,-29270
2010-04-05,1175.0,1165.0,1044589.0,14.96,-250480,-770,251910
2010-04-06,1170.0,1190.0,1197211.0,15.29,-207790,1110,121680
2010-04-07,1195.0,1190.0,631363.0,15.29,-208320,-310,300900
2010-04-08,1180.0,1175.0,582618.0,15.09,56250,-380,-55930
2010-04-09,1180.0,1175.0,599942.0,15.09,12700,-270,-12430
2010-04-12,1180.0,1170.0,453000.0,15.02,-74010,530,73480
2010-04-13,1180.0,1170.0,709480.0,15.02,21030,1490,-23520
2010-04-14,1170.0,1180.0,652040.0,15.16,-8380,-4430,-3900
2010-04-15,1200.0,1210.0,2619928.0,15.54,-207405,-3525,65210
2010-04-16,1210.0,1195.0,821748.0,15.34,182660,-500,-19770
2010-04-19,1175.0,1165.0,1289732.0,14.96,87030,-310,-86740
2010-04-20,1170.0,1170.0,583813.0,15.02,-32860,-20320,3220
2010-04-21,1170.0,1170.0,2021986.0,15.02,-56558,2748,39910
2010-04-22,1165.0,1160.0,1391983.0,14.89,167081,-54771,-112350
2010-04-23,1155.0,1150.0,1090876.0,14.77,57807,-190,-57617
2010-04-26,1155.0,1155.0,788447.0,14.84,-25930,-10,25920
2010-04-27,1155.0,1150.0,917777.0,14.77,71590,-180,-7970
2010-04-28,1130.0,1120.0,1456637.0,14.39,52640,-490,-52170
2010-04-29,1125.0,1110.0,837633.0,14.26,5390,1580,0
2010-04-30,1120.0,1110.0,1302172.0,14.26,-131886,-64,87930
2010-05-03,1080.0,1085.0,1127829.0,13.94,-155938,52118,29700
2010-05-04,1090.0,1080.0,822455.0,13.87,-231962,4182,45760
2010-05-06,1050.0,1040.0,1378611.0,13.36,-272411,260071,12340
2010-05-07,1005.0,1005.0,1407687.0,12.9,-114270,73850,40380
2010-05-10,1010.0,1040.0,750193.0,13.36,-40047,347,29680
2010-05-11,1070.0,1040.0,1027710.0,13.36,-20330,94890,-63620
2010-05-12,1035.0,1025.0,749350.0,13.17,-100659,132519,-31980
2010-05-13,1035.0,1050.0,747193.0,13.49,-53569,-21711,75280
2010-05-14,1040.0,1050.0,778444.0,13.49,44200,110,-49310
2010-05-17,1030.0,1010.0,1101540.0,12.97,-343810,248740,89220
2010-05-18,1020.0,1010.0,738080.0,12.97,-74642,32542,42040
2010-05-19,1005.0,1005.0,896138.0,12.9,-69360,70900,-1540
2010-05-20,995.0,995.0,1126628.0,12.77,-26840,160380,-133540
2010-05-24,990.0,995.0,559967.0,12.77,-35084,50152,-15068
2010-05-25,990.0,960.0,1177221.0,12.32,-152310,183070,-30800
2010-05-26,960.0,985.0,862551.0,12.65,-340320,36790,15450
2010-05-27,970.0,995.0,733497.0,12.77,-46563,12103,34440
2010-05-28,1005.0,995.0,739599.0,12.77,-8948,290,8658
2010-05-31,995.0,1030.0,1211917.0,13.22,-183939,-12341,112700
2010-06-01,1025.0,1020.0,678488.0,13.1,35273,4647,-39920
2010-06-03,1025.0,1040.0,545212.0,13.36,-70650,110,70520
2010-06-04,1040.0,1020.0,492103.0,13.1,33298,122,-33460
2010-06-07,990.0,980.0,973511.0,12.59,158070,-20,-74530
2010-06-08,980.0,995.0,521879.0,12.77,-49047,-53,49100
2010-06-09,1000.0,990.0,363460.0,12.72,28180,2540,-30720
2010-06-10,990.0,1000.0,269089.0,12.84,-17648,14148,3500
2010-06-11,1010.0,1005.0,621637.0,12.9,53390,33090,-89170
2010-06-14,1010.0,1030.0,983401.0,13.22,-58345,25395,32950
2010-06-15,1030.0,1025.0,569160.0,13.17,-16810,1070,15740
2010-06-16,1035.0,1025.0,631249.0,13.17,32201,-351,-49160
2010-06-17,1025.0,1015.0,491767.0,13.04,-51864,-1756,18920
2010-06-18,1015.0,1010.0,333817.0,12.97,30102,-1052,-29050
2010-06-21,1015.0,1025.0,618860.0,13.17,-17825,115,18280
2010-06-22,1025.0,1025.0,408938.0,13.17,600,-290,-310
2010-06-23,1015.0,1005.0,476044.0,12.9,37390,-150,-37240
2010-06-24,1005.0,1010.0,535003.0,12.97,-36580,-60,36640
2010-06-25,1005.0,995.0,557956.0,12.77,28400,-2500,-25900
2010-06-28,1000.0,995.0,381898.0,12.77,3615,0,-3675
2010-06-29,995.0,995.0,775853.0,12.77,-330184,395414,-65230
2010-06-30,985.0,1000.0,801178.0,12.84,-363071,444481,-81410
2010-07-01,1000.0,995.0,460985.0,12.77,20080,-1630,-18390
2010-07-02,995.0,985.0,457263.0,12.65,-39480,61730,-17050
2010-07-05,985.0,980.0,315142.0,12.59,-8370,22990,-14620
2010-07-06,975.0,980.0,297604.0,12.59,-24737,22438,2299
2010-07-07,985.0,980.0,581050.0,12.59,-8655,23595,-14940
2010-07-08,990.0,990.0,471650.0,12.72,-25870,2400,23470
2010-07-09,995.0,1000.0,977924.0,12.84,9375,-53,-9322
2010-07-12,1005.0,990.0,489620.0,12.72,-11255,-105,11360
2010-07-13,995.0,995.0,780475.0,12.77,-16520,-3720,20240
2010-07-14,1010.0,1055.0,5462947.0,13.55,179070,-880,-28690
2010-07-15,1055.0,1050.0,1954277.0,13.49,101830,-102070,240
2010-07-16,1045.0,1040.0,1721824.0,13.36,-400275,433105,-32830
2010-07-19,1025.0,1030.0,716577.0,13.22,124030,-104410,-19610
2010-07-20,1025.0,1025.0,583966.0,13.17,10760,-11380,620
2010-07-21,1030.0,1010.0,731971.0,12.97,79100,1920,-81020
2010-07-22,1005.0,1000.0,644277.0,12.84,27700,-13120,-14580
2010-07-23,1015.0,1020.0,1495768.0,13.1,94050,-51055,-43000
2010-07-26,1030.0,1030.0,1710964.0,13.22,134610,-203250,69580
2010-07-27,1040.0,1015.0,744941.0,13.04,52704,-8894,-43670
2010-07-28,1020.0,1025.0,452965.0,13.17,-23030,1430,21600
2010-07-29,1020.0,1015.0,489740.0,13.04,3188,-6328,3140
2010-07-30,1015.0,1010.0,714150.0,12.97,24505,21035,-45540
2010-08-02,1010.0,1030.0,1056397.0,13.22,-34622,42,34580
2010-08-03,1045.0,1020.0,1394921.0,13.1,258857,-255867,-2990
2010-08-04,1010.0,1010.0,1252559.0,12.97,15563,-2873,-12690
2010-08-05,1015.0,1005.0,638180.0,12.9,-12749,-241,13000
2010-08-06,1005.0,1005.0,893723.0,12.9,-75860,-430,76290
2010-08-09,1000.0,1010.0,360482.0,12.97,-9670,-160,9830
2010-08-10,1010.0,1000.0,648313.0,12.84,-47990,-130,47920
2010-08-11,1000.0,995.0,760947.0,12.77,15961,-31,-15930
2010-08-12,985.0,985.0,636816.0,12.65,-103330,124890,-21560
2010-08-13,985.0,995.0,320021.0,12.77,13000,5320,-16820
2010-08-16,990.0,980.0,736896.0,12.59,-152954,179014,-26060
2010-08-17,980.0,985.0,813072.0,12.65,-31750,8060,23690
2010-08-18,990.0,980.0,561028.0,12.59,-65340,42730,22610
2010-08-19,980.0,980.0,462718.0,12.59,9244,29406,-38650
2010-08-20,975.0,975.0,414900.0,12.52,-14810,-140,14950
2010-08-23,980.0,980.0,731124.0,12.59,-321260,240670,80590
2010-08-24,980.0,975.0,668211.0,12.52,-165760,176410,-10650
2010-08-25,970.0,965.0,918125.0,12.39,-284336,328896,-44560
2010-08-26,965.0,970.0,495896.0,12.45,-170530,201350,-29880
2010-08-27,965.0,955.0,657631.0,12.27,-19320,2070,17250
2010-08-30,960.0,970.0,628573.0,12.45,-334740,320880,13860
2010-08-31,965.0,970.0,453126.0,12.45,-249466,332586,-83120
2010-09-01,970.0,970.0,605381.0,12.45,125376,-236,-125260
2010-09-02,975.0,975.0,483840.0,12.52,2800,-1450,-1410
2010-09-03,975.0,970.0,355183.0,12.45,-5400,9960,-3680
2010-09-06,975.0,980.0,623158.0,12.59,-14940,-60,15000
2010-09-07,980.0,965.0,332176.0,12.39,11355,-315,-10980
2010-09-08,965.0,970.0,376854.0,12.45,-1380,-360,2800
2010-09-09,970.0,965.0,493331.0,12.39,121567,-57,-121510
2010-09-10,970.0,965.0,2645766.0,12.39,1354519,-1350109,-4410
2010-09-13,970.0,965.0,998119.0,12.39,-5961,-10289,16250
2010-09-14,975.0,965.0,878520.0,12.39,-191490,193600,-2110
2010-09-15,965.0,970.0,594391.0,12.45,-131156,100476,30680
2010-09-16,970.0,970.0,516385.0,12.45,-52428,21818,30610
2010-09-17,970.0,960.0,937728.0,12.32,413557,-367,-443820
2010-09-20,960.0,965.0,604596.0,12.39,-132370,98860,-7860
2010-09-24,960.0,970.0,603080.0,12.45,-352670,225730,46940
2010-09-27,975.0,980.0,2149711.0,12.59,-50123,-199717,99840
2010-09-28,980.0,980.0,634166.0,12.59,-88370,-3600,39970
2010-09-29,985.0,995.0,1825069.0,12.77,200258,-264878,64620
2010-09-30,1000.0,985.0,720654.0,12.65,16900,-100,-16800
2010-10-01,980.0,985.0,789604.0,12.65,-41110,-240,41350
2010-10-04,995.0,990.0,1524576.0,12.72,524970,-641530,75090
2010-10-05,985.0,990.0,654283.0,12.72,-17385,-1315,19630
2010-10-06,1005.0,1005.0,2283316.0,12.9,655390,-737120,71260
2010-10-07,1005.0,1010.0,1588129.0,12.97,296190,-392260,96690
2010-10-08,1010.0,1010.0,879621.0,12.97,18860,-1210,-17650
2010-10-11,1015.0,1010.0,2078052.0,12.97,422999,-360279,-62720
2010-10-12,1010.0,995.0,1077663.0,12.77,-14140,130,14010
2010-10-13,1000.0,1005.0,603551.0,12.9,-153480,360,73120
2010-10-14,1015.0,1020.0,2481434.0,13.1,282991,-584441,101450
2010-10-15,1020.0,1015.0,981689.0,13.04,129720,-113130,4410
2010-10-18,1020.0,1015.0,1553672.0,13.04,330220,-386330,53710
2010-10-19,1020.0,1000.0,1352249.0,12.84,-75564,1274,-25710
2010-10-20,993.0,1010.0,1105640.0,12.97,-43260,40,43220
2010-10-21,1015.0,1000.0,655512.0,12.84,-6811,241,6570
2010-10-22,1000.0,1010.0,1188771.0,12.97,-415290,130,-35970
2010-10-25,1010.0,1020.0,3550248.0,13.1,717906,-695236,17370
2010-10-26,1020.0,1010.0,1394309.0,12.97,24713,159897,35390
2010-10-27,1015.0,1040.0,2162668.0,13.36,-24080,145890,49320
2010-10-28,1045.0,1025.0,1721036.0,13.17,298889,601,-299430
2010-10-29,1030.0,1005.0,1322333.0,12.9,161700,-30,-61670
2010-11-01,1005.0,986.0,2704610.0,12.66,105080,2900,-97980
2010-11-02,985.0,970.0,1983084.0,12.45,-72300,-3930,76230
2010-11-03,970.0,982.0,958422.0,12.61,27420,-50,-27370
2010-11-04,990.0,990.0,700227.0,12.72,66470,-1530,-64940
2010-11-05,1005.0,992.0,1358551.0,12.75,-11961,-5489,-5430
2010-11-08,995.0,983.0,702254.0,12.62,-3690,-1120,4810
2010-11-09,980.0,976.0,961555.0,12.54,-55910,-700,56610
2010-11-10,974.0,976.0,879649.0,12.54,9757,-57,1300
2010-11-11,978.0,968.0,1456816.0,12.44,92000,-100,-86760
2010-11-12,972.0,951.0,1846852.0,12.21,69890,-340,-69550
2010-11-15,950.0,951.0,748342.0,12.21,-54340,10,54210
2010-11-16,950.0,917.0,1161170.0,11.78,33460,400,-10980
2010-11-17,903.0,910.0,400310.0,11.69,-7790,-3000,10790
2010-11-18,907.0,918.0,575380.0,11.79,-32880,-520,33400
2010-11-19,920.0,929.0,523604.0,11.93,-16998,-102,17100
2010-11-22,935.0,946.0,589698.0,12.16,-5430,-260,5690
