Symbol,현대미포조선_시가(원),현대미포조선_종가(원),현대미포조선_거래량(주),현대미포조선_PER(IFRS-연결),현대미포조선_순매수수량(개인)(주),현대미포조선_순매수수량(기관계)(주),현대미포조선_순매수수량(외국인계)(주)
2014-09-19,132000.0,129000.0,75600.0,,4241,262,-4473
2014-09-22,129000.0,125500.0,86413.0,,34761,-50009,15258
2014-09-23,125000.0,129000.0,103099.0,,11649,-25546,13882
2014-09-24,128500.0,129500.0,74803.0,,5600,-14869,9269
2014-09-25,131000.0,127000.0,98732.0,,-22338,3245,19094
2014-09-26,125500.0,128500.0,51324.0,,-9421,-488,10547
2014-09-29,129000.0,125000.0,80666.0,,6227,-7442,2225
2014-09-30,123500.0,124000.0,56084.0,,8101,-8956,855
2014-10-01,123500.0,118000.0,116674.0,,10152,-28769,16697
2014-10-02,116000.0,116000.0,123531.0,,15755,-40190,24802
2014-10-06,117500.0,118000.0,108379.0,,-913,-7814,8726
2014-10-07,117000.0,107500.0,293606.0,,71526,-41024,-30680
2014-10-08,106500.0,109500.0,172365.0,,-15079,3699,7275
2014-10-10,110000.0,107000.0,150169.0,,20877,-19371,-3620
2014-10-13,105500.0,102500.0,265645.0,,32572,-84817,51940
2014-10-14,103000.0,103000.0,146415.0,,16870,-20414,4170
2014-10-15,103500.0,97700.0,212616.0,,48934,-61967,12492
2014-10-16,97100.0,100000.0,248620.0,,-11516,-17257,28790
2014-10-17,99500.0,98800.0,83748.0,,2474,4841,-11604
2014-10-20,100500.0,102000.0,98867.0,,-7811,26819,-19146
2014-10-21,101500.0,95500.0,173912.0,,47080,-25232,-19148
2014-10-22,97500.0,91500.0,232211.0,,23231,-61981,44951
2014-10-23,91800.0,89300.0,205397.0,,-4319,-45074,49489
2014-10-24,90000.0,88400.0,284020.0,,17382,-56563,36707
2014-10-27,88400.0,90700.0,148954.0,,-16135,7797,9938
2014-10-28,90100.0,88600.0,94877.0,,1498,-19513,17999
2014-10-29,90000.0,100000.0,509982.0,,-75362,103505,-29902
2014-10-30,99600.0,87500.0,792764.0,,261316,-184318,-78988
2014-10-31,74400.0,75900.0,2558106.0,,544460,-616963,75840
2014-11-03,76300.0,75000.0,575141.0,,13032,-28108,13819
2014-11-04,75100.0,73400.0,656098.0,,69141,-78390,3222
2014-11-05,72100.0,72500.0,276830.0,,-8659,-64875,70384
2014-11-06,73500.0,75700.0,465696.0,,-86618,48549,38434
2014-11-07,77200.0,78200.0,356626.0,,-67875,39129,28210
2014-11-10,78400.0,80000.0,315380.0,,-38211,23914,14411
2014-11-11,81300.0,80000.0,324218.0,,-323,-55835,57465
2014-11-12,79500.0,84000.0,528222.0,,19632,-755,-19500
2014-11-13,84600.0,81500.0,192321.0,,31140,-13650,-16862
2014-11-14,81600.0,82500.0,134979.0,,-7889,-18586,24893
2014-11-17,82500.0,84800.0,252828.0,,-8825,73009,-64351
2014-11-18,86000.0,84300.0,177187.0,,8871,1590,-10148
2014-11-19,85700.0,80600.0,303941.0,,63801,-58144,-1385
2014-11-20,80700.0,80700.0,195393.0,,11641,-34187,24546
2014-11-21,81500.0,83700.0,270085.0,,-88476,88044,375
2014-11-24,84600.0,89000.0,302686.0,,-70878,97808,-34739
2014-11-25,90000.0,88600.0,206546.0,,11518,10149,-21667
2014-11-26,87800.0,83100.0,348118.0,,157577,-46136,-112111
2014-11-27,82300.0,81700.0,135473.0,,26400,-13863,-12411
2014-11-28,80500.0,76900.0,230606.0,,35093,-2944,-32149
2014-12-01,75500.0,73200.0,232666.0,,53166,-65797,10849
2014-12-02,73300.0,74500.0,172255.0,,18369,-8305,-7564
2014-12-03,73500.0,73600.0,118535.0,,36850,-14025,-22825
2014-12-04,74200.0,74900.0,252295.0,,88112,-25438,-58510
2014-12-05,74800.0,75300.0,103985.0,,21273,-13924,-7432
2014-12-08,76400.0,76200.0,133138.0,,18058,16449,-33866
2014-12-09,75100.0,72200.0,297738.0,,135456,-50972,-86043
2014-12-10,72100.0,71000.0,176417.0,,13102,-4324,-6054
2014-12-11,69300.0,70000.0,166822.0,,32543,-6586,-23034
2014-12-12,70000.0,70000.0,147918.0,,8880,32863,-41343
2014-12-15,68900.0,71600.0,114422.0,,-680,-4454,5681
2014-12-16,71100.0,70300.0,158210.0,,31517,2499,-28434
2014-12-17,70800.0,71500.0,176546.0,,-34724,64796,-15461
2014-12-18,72400.0,70700.0,141996.0,,17034,-2439,-14195
2014-12-19,71700.0,72600.0,138045.0,,-54452,41639,10813
2014-12-22,72400.0,72200.0,65287.0,,-4989,-1899,6888
2014-12-23,72700.0,71500.0,57006.0,,7067,-2844,-2240
2014-12-24,72000.0,73400.0,128254.0,,-39623,8375,31425
2014-12-26,74000.0,71000.0,184461.0,,45237,-85859,40625
2014-12-29,71100.0,69600.0,149364.0,,33935,-52448,18433
2014-12-30,69100.0,69700.0,77579.0,,-5823,-534,7212
2015-01-02,69100.0,67700.0,126456.0,,26202,-14611,-12108
2015-01-05,67200.0,68900.0,187710.0,,-46952,-2119,56804
2015-01-06,67500.0,68000.0,193387.0,,-12204,-11472,23826
2015-01-07,68100.0,69000.0,133452.0,,-24823,21287,3436
2015-01-08,69400.0,70400.0,203121.0,,-25715,-10871,37075
2015-01-09,71000.0,71200.0,348499.0,,-5267,42557,-37891
2015-01-12,70800.0,70200.0,262179.0,,-3143,37804,-37661
2015-01-13,70000.0,68100.0,127192.0,,47066,4752,-49598
2015-01-14,68100.0,67500.0,83574.0,,12087,28056,-39108
2015-01-15,67500.0,67900.0,329652.0,,11030,25513,-35321
2015-01-16,67800.0,65100.0,173552.0,,75797,-18907,-55845
2015-01-19,65600.0,72400.0,530398.0,,-107908,176483,-69307
2015-01-20,71600.0,68500.0,365404.0,,112101,13737,-125838
2015-01-21,68500.0,67000.0,195120.0,,18045,16692,-34655
2015-01-22,68500.0,69200.0,262658.0,,-14607,38950,-25048
2015-01-23,71200.0,67200.0,278503.0,,98108,-28177,-69376
2015-01-26,67000.0,68900.0,184915.0,,-37404,30975,5199
2015-01-27,69500.0,71000.0,211759.0,,-3729,49070,-46125
2015-01-28,70400.0,76000.0,608117.0,,-154019,235859,-93489
2015-01-29,75000.0,77500.0,357518.0,,-68961,119679,-51565
2015-01-30,78600.0,77200.0,228766.0,,6040,48996,-53796
2015-02-02,79000.0,78200.0,493672.0,,16893,51356,-72403
2015-02-03,79500.0,77500.0,213999.0,,-20191,27294,-6914
2015-02-04,79400.0,76600.0,498768.0,,-40821,50161,-9008
2015-02-05,75700.0,75400.0,190297.0,,-3935,-22496,25327
2015-02-06,76100.0,76000.0,148247.0,,18387,-33351,14678
2015-02-09,75000.0,77900.0,237742.0,,-10800,29742,-18930
2015-02-10,78400.0,76100.0,256848.0,,-15705,25578,-9054
2015-02-11,76800.0,78400.0,202297.0,,-25307,-24855,49902
2015-02-12,78500.0,77900.0,218770.0,,21952,28626,-51767
2015-02-13,79400.0,75200.0,346084.0,,67102,-109961,42856
2015-02-16,75500.0,73900.0,181282.0,,45398,-55692,8825
2015-02-17,73800.0,72600.0,201425.0,,43947,-53070,9270
2015-02-23,73400.0,72000.0,200323.0,,35357,-65475,31678
2015-02-24,71500.0,69900.0,254910.0,,107923,-76501,-31422
2015-02-25,70000.0,72600.0,291918.0,,-6251,-36456,42144
2015-02-26,73400.0,76800.0,359601.0,,-61246,39139,19864
2015-02-27,76400.0,76900.0,187050.0,,-25893,39214,-13232
2015-03-02,77200.0,81900.0,403135.0,,-79026,67684,9166
2015-03-03,82100.0,81900.0,299679.0,,-30812,12896,17291
2015-03-04,82200.0,82200.0,498256.0,,-79721,43351,41351
2015-03-05,82100.0,80200.0,265751.0,,40705,-11533,-19214
2015-03-06,80300.0,83000.0,206137.0,,6210,-9170,588
2015-03-09,82000.0,80200.0,218811.0,,80166,3546,-82412
2015-03-10,81100.0,78000.0,243074.0,,49607,-9691,-38965
2015-03-11,76300.0,76300.0,176588.0,,28242,17547,-44864
2015-03-12,76200.0,74000.0,232525.0,,83050,-20071,-69061
2015-03-13,74600.0,73700.0,195548.0,,82158,-45749,-35157
2015-03-16,73100.0,71200.0,231525.0,,83244,-56563,-26957
2015-03-17,71800.0,74600.0,184529.0,,5260,-6224,-859
2015-03-18,74400.0,72400.0,147578.0,,67315,-32112,-34010
2015-03-19,74100.0,74500.0,231469.0,,-28097,23741,4240
2015-03-20,74400.0,74500.0,124468.0,,22526,-24150,2889
2015-03-23,75600.0,74300.0,159494.0,,25786,-12714,-10672
2015-03-24,73900.0,73700.0,134448.0,,25910,-22112,-953
2015-03-25,73800.0,72700.0,153615.0,,-5519,-21554,27073
2015-03-26,73100.0,74400.0,186486.0,,-33570,-22753,56370
2015-03-27,75500.0,73800.0,111490.0,,-6632,10304,-2973
2015-03-30,74000.0,75000.0,148225.0,,-18667,10153,10022
2015-03-31,75600.0,76200.0,159028.0,,-5362,-14293,19668
2015-04-01,75700.0,74600.0,149690.0,,7700,-15672,9877
2015-04-02,75400.0,74500.0,144040.0,,1269,-12502,11233
2015-04-03,74000.0,76000.0,94951.0,,-13507,16063,-5938
2015-04-06,75800.0,76000.0,161251.0,,5014,967,-5531
2015-04-07,77900.0,80100.0,384582.0,,-123232,46188,77583
2015-04-08,81100.0,86500.0,653842.0,,-282411,230464,57898
2015-04-09,85200.0,88300.0,500511.0,,-164553,151390,12187
2015-04-10,88300.0,87600.0,183002.0,,-35522,26658,6223
2015-04-13,88700.0,91700.0,396343.0,,-95379,51931,44589
2015-04-14,91000.0,92000.0,301114.0,,-65461,75854,-10280
2015-04-15,93200.0,94400.0,223576.0,,-68402,53939,9889
2015-04-16,96600.0,94500.0,304493.0,,-39677,30203,11152
2015-04-17,94100.0,90700.0,345818.0,,28572,-53785,26470
2015-04-20,88000.0,88700.0,308327.0,,29701,-40174,10545
2015-04-21,90100.0,89000.0,234267.0,,20275,-45864,25710
2015-04-22,88500.0,87800.0,208884.0,,1006,-21338,19635
2015-04-23,88500.0,87000.0,165373.0,,18737,-17105,-212
2015-04-24,87900.0,88400.0,256514.0,,43746,-20891,-25831
2015-04-27,88400.0,91400.0,256668.0,,-62711,35685,25469
2015-04-28,92900.0,96000.0,443987.0,,-142556,127164,7019
2015-04-29,96700.0,88600.0,606211.0,,236547,-213512,-28159
2015-04-30,88000.0,89500.0,221150.0,,-66996,4837,62528
2015-05-04,90500.0,90900.0,102696.0,,-18173,7390,8857
2015-05-06,90000.0,93300.0,209904.0,,-74955,14173,60879
2015-05-07,93700.0,91200.0,204187.0,,25038,-10453,-15192
2015-05-08,91700.0,90200.0,106175.0,,10970,-18252,8253
2015-05-11,91300.0,91300.0,123995.0,,-27784,34010,-5937
2015-05-12,90400.0,85300.0,460490.0,,154807,-109447,-42733
2015-05-13,85300.0,87800.0,157955.0,,-52094,-1441,53403
2015-05-14,88000.0,84700.0,221620.0,,39685,-46201,7547
2015-05-15,85300.0,83100.0,165083.0,,17362,-42355,21586
2015-05-18,82400.0,81500.0,189775.0,,21902,-37153,15098
2015-05-19,81500.0,83700.0,305462.0,,33224,-1030,-32735
2015-05-20,84000.0,80500.0,251090.0,,97932,-72391,-25062
2015-05-21,80500.0,78700.0,237121.0,,46173,-59345,17846
2015-05-22,79900.0,84300.0,345038.0,,-27761,1772,32420
2015-05-26,84500.0,81000.0,167983.0,,61181,-4410,-57418
2015-05-27,79900.0,80200.0,114495.0,,15544,-13200,-1467
2015-05-28,80900.0,78100.0,206724.0,,96588,-65419,-40263
2015-05-29,78100.0,78500.0,121861.0,,-3358,375,3136
2015-06-01,78600.0,77300.0,161544.0,,69208,-44073,-24413
2015-06-02,77300.0,74900.0,181351.0,,17744,1975,-23615
2015-06-03,74600.0,74500.0,155292.0,,32154,-28014,-4560
2015-06-04,75900.0,74500.0,93022.0,,968,9522,-10330
2015-06-05,74000.0,72700.0,129256.0,,13023,-13067,394
2015-06-08,72500.0,74000.0,58892.0,,-5728,-2277,11816
2015-06-09,74000.0,73000.0,78772.0,,21319,-6173,-14905
2015-06-10,73500.0,72400.0,82297.0,,27987,-13485,-14871
2015-06-11,73200.0,71500.0,166771.0,,34040,-32546,-2847
2015-06-12,71500.0,68500.0,241129.0,,97987,-48870,-49978
2015-06-15,67500.0,68600.0,86244.0,,4202,-11740,7438
2015-06-16,68000.0,66700.0,153772.0,,28769,-12545,-17856
2015-06-17,66700.0,67700.0,90567.0,,16482,-9096,-8736
2015-06-18,67900.0,66900.0,77962.0,,14101,10747,-25068
2015-06-19,67100.0,66700.0,102319.0,,543,20767,-21320
2015-06-22,67000.0,68500.0,105854.0,,-1971,2716,530
2015-06-23,70300.0,70000.0,137010.0,,25883,16266,-41974
2015-06-24,70000.0,69200.0,84905.0,,13027,-2447,-12080
2015-06-25,68600.0,68300.0,67408.0,,12716,-7420,-5329
2015-06-26,68700.0,68100.0,73222.0,,-801,13355,-12793
2015-06-29,66000.0,65100.0,128508.0,,26921,-11124,-16647
2015-06-30,64300.0,64800.0,150572.0,,27069,-9996,-16555
2015-07-01,65800.0,69500.0,249877.0,,-77486,51379,26939
2015-07-02,69900.0,68600.0,117735.0,,149,2612,-4857
2015-07-03,69000.0,68700.0,114178.0,,17921,-10095,-6476
2015-07-06,66800.0,65700.0,130404.0,,38792,-10211,-28671
2015-07-07,66600.0,66500.0,140710.0,,37912,-3917,-35495
2015-07-08,66500.0,64700.0,131372.0,,35722,2297,-37679
2015-07-09,64900.0,67200.0,135709.0,,3690,-3395,-1915
2015-07-10,67600.0,67100.0,117724.0,,7674,3648,-13412
2015-07-13,67500.0,67300.0,103301.0,,21177,-965,-17439
2015-07-14,68000.0,65000.0,186469.0,,51488,-48650,-1746
2015-07-15,64900.0,62600.0,402687.0,,133121,-162221,28857
2015-07-16,62600.0,63000.0,233827.0,,43575,-38863,-2613
2015-07-17,62600.0,59700.0,286178.0,,29663,-17436,-4892
2015-07-20,58800.0,57800.0,154120.0,,17800,-12094,-6023
2015-07-21,57800.0,59200.0,281754.0,,38927,-15565,-20858
2015-07-22,59100.0,57000.0,250961.0,,25030,32721,-62298
2015-07-23,57400.0,55300.0,246484.0,,47279,-17206,-28039
2015-07-24,54800.0,52800.0,190084.0,,15624,-12972,-2952
2015-07-27,53000.0,54800.0,284693.0,,-172,26989,-25422
2015-07-28,54100.0,55200.0,244903.0,,472,64853,-66971
2015-07-29,55300.0,55600.0,138072.0,,1019,11867,-14626
2015-07-30,56500.0,55600.0,205424.0,,-6382,24583,-21443
2015-07-31,55300.0,54200.0,197509.0,,29171,-10702,-20809
2015-08-03,54100.0,53300.0,135724.0,,20216,-32465,12636
2015-08-04,53100.0,53500.0,153897.0,,34289,-9485,-17485
2015-08-05,53800.0,53700.0,186605.0,,67100,-43346,-23754
2015-08-06,54300.0,53600.0,151219.0,,-16209,37892,-22718
2015-08-07,53500.0,53100.0,90231.0,,27809,-4013,-24306
2015-08-10,52700.0,50900.0,188398.0,,35851,-33521,-2871
2015-08-11,51600.0,51800.0,186298.0,,-34214,8382,24782
2015-08-12,51600.0,51900.0,126040.0,,2616,14467,-17042
2015-08-13,53400.0,52400.0,128136.0,,31049,-4600,-30757
2015-08-17,52500.0,51900.0,241611.0,,28556,49613,-78169
2015-08-18,51700.0,52400.0,143235.0,,-3342,35560,-32218
2015-08-19,52100.0,51400.0,174144.0,,-15037,59064,-43857
2015-08-20,50600.0,48450.0,252953.0,,44401,-7735,-37765
2015-08-21,46500.0,46050.0,267923.0,,-3158,-8319,9827
2015-08-24,45350.0,45100.0,169714.0,,-26098,5971,21701
2015-08-25,45300.0,47100.0,302159.0,,-13341,24333,-10992
2015-08-26,47900.0,49500.0,179577.0,,-868,24365,-23493
2015-08-27,51100.0,50600.0,189391.0,,-9962,8347,2597
2015-08-28,51900.0,51400.0,202125.0,,7584,31461,-41139
2015-08-31,52100.0,53900.0,1332739.0,,3781,228725,-247876
2015-09-01,54900.0,55200.0,361374.0,,-20686,98238,-77124
2015-09-02,54800.0,58300.0,385259.0,,-60090,113154,-50798
2015-09-03,58400.0,56300.0,230735.0,,8258,18531,-27184
2015-09-04,57300.0,56500.0,138860.0,,-4576,3843,749
2015-09-07,56000.0,56400.0,188342.0,,-17874,58133,-40393
2015-09-08,57500.0,55500.0,133145.0,,821,18944,-19765
2015-09-09,56400.0,57400.0,138854.0,,-7329,-8364,16900
2015-09-10,56400.0,60400.0,290438.0,,-69813,49507,22813
2015-09-11,60800.0,62700.0,273881.0,,-57718,45282,12606
2015-09-14,63500.0,62000.0,186519.0,,21379,5622,-26643
2015-09-15,62400.0,62000.0,108251.0,,-7097,33162,-27265
2015-09-16,63300.0,65900.0,311493.0,,-110668,108064,2875
2015-09-17,66900.0,65800.0,196647.0,,-19552,37792,-18240
2015-09-18,65800.0,68200.0,224649.0,,-59966,26406,33948
2015-09-21,66600.0,67700.0,195683.0,,-19102,45745,-24505
2015-09-22,68000.0,70200.0,268532.0,,-55386,29248,33043
2015-09-23,70900.0,67900.0,244820.0,,14145,21813,-34945
2015-09-24,68200.0,66900.0,182393.0,,2472,25206,-27101
2015-09-25,67400.0,67800.0,88989.0,,-7293,17575,-10091
2015-09-30,65900.0,66500.0,112272.0,,10866,-319,-10547
2015-10-01,67000.0,66600.0,121541.0,,-10807,-10184,21801
2015-10-02,67300.0,64400.0,192026.0,,21296,-53235,31848
2015-10-05,64800.0,63700.0,128957.0,,-2779,-47804,50742
2015-10-06,64400.0,62000.0,192834.0,,-13735,-29662,43076
2015-10-07,61700.0,67200.0,221687.0,,-88661,30164,58947
2015-10-08,67200.0,69200.0,290280.0,,-44860,66820,-21787
2015-10-12,69700.0,70500.0,243555.0,,-53647,87649,-33433
2015-10-13,69700.0,72100.0,216761.0,,-84437,76034,9916
2015-10-14,71800.0,72500.0,237181.0,,-74434,33026,40983
2015-10-15,72500.0,74700.0,199600.0,,-67837,38521,30284
2015-10-16,75400.0,72600.0,136709.0,,-6000,5122,844
2015-10-19,72700.0,74600.0,103631.0,,-38243,7788,25947
2015-10-20,74100.0,73400.0,70461.0,,-19809,8899,10919
2015-10-21,73900.0,74500.0,86744.0,,-18596,15546,4139
2015-10-22,74300.0,74000.0,80928.0,,-17291,15081,2610
2015-10-23,75000.0,74100.0,183546.0,,-33430,13966,30049
2015-10-26,74600.0,76100.0,139695.0,,-48730,14974,33270
2015-10-27,75800.0,76400.0,158539.0,,-7730,-2504,11553
2015-10-28,77200.0,72300.0,253261.0,,64376,-98733,37331
2015-10-29,73100.0,73800.0,113843.0,,-42011,-10068,52116
2015-10-30,73500.0,71800.0,133388.0,,14718,-33919,18512
2015-11-02,70200.0,68400.0,167892.0,,23172,-39052,15926
2015-11-03,68600.0,72800.0,193746.0,,-55151,10767,44331
2015-11-04,72800.0,73100.0,90215.0,,-14360,32476,-18262
2015-11-05,73100.0,71300.0,65319.0,,18192,-3538,-14768
2015-11-06,70000.0,70500.0,55375.0,,-4977,-8542,13589
2015-11-09,69600.0,67500.0,122787.0,,44353,-52000,7616
2015-11-10,66700.0,67600.0,104261.0,,11849,-41597,29705
2015-11-11,67900.0,67400.0,54581.0,,14024,-21785,7594
2015-11-12,68000.0,66200.0,55110.0,,12157,-12438,281
2015-11-13,64700.0,65300.0,46399.0,,2347,-9822,7475
2015-11-16,63900.0,63700.0,83883.0,,8392,-16866,8306
2015-11-17,65400.0,67200.0,92479.0,,-15006,16878,-2052
2015-11-18,66600.0,65100.0,57933.0,,11538,1537,-13075
2015-11-19,66200.0,66400.0,43806.0,,424,5201,-5625
2015-11-20,66600.0,66600.0,35316.0,,-5762,6027,-849
2015-11-23,67400.0,65100.0,86890.0,,26815,-13770,-12761
2015-11-24,65100.0,63100.0,148375.0,,37529,-11766,-24951
2015-11-25,63300.0,62800.0,64851.0,,-483,-13287,13770
2015-11-26,63000.0,63800.0,84828.0,,745,-7468,6413
2015-11-27,64200.0,64600.0,41314.0,,-9571,2178,6893
2015-11-30,64400.0,62900.0,84547.0,,22850,-11586,-11546
2015-12-01,62000.0,64100.0,40249.0,,-11316,5366,5950
2015-12-02,63600.0,63300.0,51266.0,,6095,6368,-13963
2015-12-03,63000.0,64300.0,52888.0,,-12625,2131,7343
2015-12-04,63300.0,62900.0,47382.0,,3932,10385,-15208
2015-12-07,63100.0,58700.0,171549.0,,33543,-27691,-5588
2015-12-08,58700.0,56300.0,171681.0,,52566,-39423,-14744
2015-12-09,56600.0,57700.0,90936.0,,-53,3784,-3748
2015-12-10,56400.0,55800.0,158048.0,,16827,-9867,-7650
2015-12-11,55600.0,56100.0,51101.0,,157,-196,-70
2015-12-14,55300.0,53700.0,108860.0,,11336,5412,-16748
2015-12-15,53800.0,54200.0,105217.0,,14921,-6230,-9453
2015-12-16,55100.0,55700.0,251110.0,,78993,40235,-119286
2015-12-17,56000.0,55200.0,76114.0,,9355,2604,-11945
2015-12-18,54500.0,55100.0,60304.0,,1908,13263,-16075
2015-12-21,54800.0,54400.0,98585.0,,8940,-761,-9686
2015-12-22,54400.0,55000.0,100908.0,,959,-3064,1048
2015-12-23,55400.0,55100.0,188022.0,,-21248,44586,-23308
2015-12-24,56600.0,55800.0,134781.0,,573,12105,-12713
2015-12-28,56300.0,53500.0,120445.0,,37307,29536,-69670
2015-12-29,53600.0,54500.0,62757.0,,7806,-6233,-1563
2015-12-30,54000.0,52100.0,163036.0,,66256,-3637,-65392
2016-01-04,52200.0,50200.0,178976.0,26.29,41873,-57911,13622
2016-01-05,50300.0,52200.0,139082.0,27.34,-47427,17964,26699
2016-01-06,53000.0,57400.0,344704.0,30.06,-116118,133963,-21762
2016-01-07,57000.0,56400.0,132609.0,29.54,-17621,27779,-11277
2016-01-08,55600.0,57200.0,157542.0,29.96,-25370,27754,-3360
2016-01-11,57000.0,56900.0,124071.0,29.8,-21219,56223,-36498
2016-01-12,57700.0,57700.0,150472.0,30.22,-5644,56161,-50697
2016-01-13,58400.0,61100.0,286630.0,32.0,-100648,149978,-47610
2016-01-14,59900.0,60700.0,198927.0,31.79,27475,70432,-96339
2016-01-15,61700.0,60300.0,166142.0,31.58,-12398,88119,-77713
2016-01-18,59300.0,62300.0,198161.0,32.63,-47390,120702,-72569
2016-01-19,62800.0,62300.0,190910.0,32.63,12123,65549,-72297
2016-01-20,62200.0,60600.0,171358.0,31.74,-14686,26988,-12394
2016-01-21,60700.0,59900.0,131056.0,31.37,-23331,16242,7011
2016-01-22,61000.0,64600.0,282872.0,33.83,-135948,60871,72066
2016-01-25,65500.0,66600.0,192898.0,34.88,-70834,78075,-9966
2016-01-26,66000.0,66700.0,166317.0,34.93,-22792,45090,-22616
2016-01-27,67800.0,72100.0,402053.0,37.76,-189958,149960,36100
2016-01-28,71600.0,74800.0,340081.0,39.17,-119945,78022,44067
2016-01-29,74800.0,72500.0,191932.0,37.97,1481,-14109,11673
2016-02-01,72500.0,73900.0,131413.0,38.7,-35366,-11249,42466
2016-02-02,72800.0,70700.0,248437.0,37.03,16330,-57692,41823
2016-02-03,69500.0,68300.0,156229.0,35.77,-6254,-41807,47876
2016-02-04,69900.0,71600.0,186431.0,37.5,-42424,1951,43244
2016-02-05,70100.0,67800.0,357649.0,35.51,101850,-81979,-22801
2016-02-11,65800.0,65600.0,165987.0,34.35,-25631,-9080,34458
2016-02-12,65100.0,65800.0,209327.0,34.46,8829,22553,-31382
2016-02-15,66600.0,70700.0,225769.0,37.03,-51561,76813,-27002
2016-02-16,71600.0,70900.0,142650.0,37.13,-4546,45334,-37188
2016-02-17,70100.0,69300.0,185935.0,36.29,25638,-7839,-16810
2016-02-18,71200.0,67800.0,193698.0,35.51,56222,-40049,-16136
2016-02-19,67600.0,69400.0,158067.0,36.34,-13245,-23119,33553
2016-02-22,68600.0,66500.0,213168.0,34.83,100018,-79540,-20566
2016-02-23,67900.0,67000.0,218292.0,35.09,-27921,8719,25055
2016-02-24,66300.0,67400.0,127293.0,35.3,-19200,18714,4310
2016-02-25,67500.0,66300.0,86183.0,34.72,13663,-25659,11996
2016-02-26,67100.0,66600.0,107800.0,34.88,26545,-24295,-2607
2016-02-29,66500.0,63700.0,186284.0,33.36,72327,-36126,-36830
2016-03-02,65000.0,64800.0,243398.0,33.94,26990,-84321,55446
2016-03-03,65400.0,68200.0,258837.0,35.72,-82864,39211,47321
2016-03-04,68400.0,70900.0,206670.0,37.13,-86642,30517,51422
2016-03-07,70900.0,71400.0,252910.0,37.39,-41085,8801,33410
2016-03-08,70800.0,69500.0,241034.0,36.4,11294,-48198,36904
2016-03-09,68400.0,68400.0,113535.0,35.82,17637,-22998,5384
2016-03-10,68700.0,68400.0,190237.0,35.82,-7085,-46148,52833
2016-03-11,68800.0,70800.0,147066.0,37.08,-64105,81571,-19175
2016-03-14,71700.0,68100.0,177571.0,35.66,79381,-30253,-50649
2016-03-15,68200.0,69300.0,158561.0,36.29,-15573,21824,-6436
2016-03-16,69300.0,67000.0,138955.0,35.09,31848,-28372,-3943
2016-03-17,68200.0,67100.0,116390.0,35.14,17090,-4342,-12805
2016-03-18,67600.0,67300.0,97330.0,35.24,-3158,-2499,5657
2016-03-21,67300.0,66000.0,164895.0,34.56,43388,-31751,-9900
2016-03-22,66200.0,68600.0,175013.0,35.93,-62015,37063,26947
2016-03-23,69100.0,66400.0,100812.0,34.77,33438,-4729,-28645
2016-03-24,66000.0,65800.0,72425.0,34.46,35524,-16492,-18491
2016-03-25,66400.0,66000.0,78487.0,34.56,17958,12146,-30731
2016-03-28,65900.0,64900.0,102224.0,33.99,59759,-34384,-26616
2016-03-29,65200.0,65800.0,58809.0,34.46,-2517,-5027,7544
2016-03-30,66400.0,65600.0,73694.0,34.35,3275,12685,-9494
2016-03-31,66200.0,64200.0,108627.0,33.62,24359,-15447,-11112
2016-04-01,64200.0,63800.0,93051.0,33.41,-20738,32484,-12355
2016-04-04,63900.0,63600.0,92739.0,33.31,-3672,26855,-19067
2016-04-05,64000.0,62500.0,81197.0,32.73,47559,-33884,-17175
2016-04-06,62400.0,60600.0,183620.0,31.74,74535,-40468,-36263
2016-04-07,61300.0,64000.0,175909.0,33.52,-77303,85431,-6809
2016-04-08,62800.0,63300.0,106200.0,33.15,-1286,36272,-35034
2016-04-11,64000.0,64500.0,118466.0,33.78,-41469,50626,200
2016-04-12,65100.0,66500.0,117960.0,34.83,-47847,49700,6384
2016-04-14,67300.0,68600.0,224867.0,35.93,-119667,76446,45358
2016-04-15,69000.0,68500.0,159904.0,35.87,-61688,44008,14307
2016-04-18,67200.0,67000.0,121741.0,35.09,27376,-49499,14833
2016-04-19,66700.0,67400.0,91307.0,35.3,-30355,31974,-4548
2016-04-20,68600.0,67100.0,77131.0,35.14,-1714,1269,-1620
2016-04-21,67500.0,67900.0,108365.0,35.56,-12083,18555,-3918
2016-04-22,67400.0,66800.0,71594.0,34.98,21974,-12167,-11007
2016-04-25,66000.0,62900.0,171761.0,32.94,60312,-39459,-20191
2016-04-26,62900.0,64900.0,305078.0,33.99,-61180,46009,7355
2016-04-27,66100.0,70100.0,519562.0,36.71,-215822,82020,139098
2016-04-28,70400.0,70500.0,342049.0,36.92,-140076,-26115,166232
2016-04-29,70400.0,73200.0,322492.0,38.33,-161121,72031,93839
2016-05-02,73200.0,72300.0,106342.0,37.86,-18998,-156,24690
2016-05-03,72700.0,71400.0,65331.0,37.39,-4314,-2600,6781
2016-05-04,70600.0,67800.0,183821.0,35.51,49983,-79321,39516
2016-05-09,68000.0,67100.0,115852.0,35.14,7986,1596,1588
2016-05-10,67200.0,66700.0,86646.0,34.93,10539,5718,-17764
2016-05-11,67500.0,66700.0,74362.0,34.93,18435,-9136,-7944
2016-05-12,66100.0,70800.0,202070.0,37.08,-64303,60719,6306
2016-05-13,70800.0,69700.0,88428.0,36.5,-3562,13379,-11430
2016-05-16,69700.0,68500.0,127636.0,35.87,19388,-11884,-7501
