Symbol,현대미포조선_시가(원),현대미포조선_종가(원),현대미포조선_거래량(주),현대미포조선_PER(IFRS-연결),현대미포조선_순매수수량(개인)(주),현대미포조선_순매수수량(기관계)(주),현대미포조선_순매수수량(외국인계)(주)
2000-01-04,9020,9290,200150,2.77,-7460,5920,1000
2000-01-05,9200,9100,203090,2.71,-56480,57480,-1000
2000-01-06,9300,8660,193660,2.58,-63570,68630,0
2000-01-07,8760,8820,81620,2.63,-6460,5720,740
2000-01-10,8820,8930,118040,2.66,32570,-33110,270
2000-01-11,8750,8670,141700,2.58,-41470,40870,180
2000-01-12,8470,8100,117200,2.41,4440,-4750,310
2000-01-13,8010,7850,111660,2.34,13190,-15080,1290
2000-01-14,7910,8200,193540,2.44,11200,-11490,290
2000-01-17,8690,8240,228170,2.45,16360,10690,-27050
2000-01-18,8240,8160,101010,2.43,2190,-2330,140
2000-01-19,8010,7900,246950,2.35,10710,-7150,-2060
2000-01-20,7980,8290,224420,2.47,-96250,95730,520
2000-01-21,8290,8310,411220,2.48,-12940,13250,-1590
2000-01-24,8220,8900,504550,2.65,10040,-11490,450
2000-01-25,8900,9200,645280,2.74,-67440,-30560,0
2000-01-26,9150,9450,246160,2.82,-138760,138170,0
2000-01-27,9390,9980,289990,2.97,-202280,202260,110
2000-01-28,9900,9900,175440,2.95,-94260,95450,-450
2000-01-31,9600,10100,174180,3.01,-54770,58730,0
2000-02-01,10100,10100,141200,3.01,-91350,96830,-5260
2000-02-02,10300,10000,238790,2.98,-44890,44890,0
2000-02-03,10000,10200,292840,3.04,-170100,204710,5200
2000-02-07,10300,9820,95540,2.93,-37500,34970,0
2000-02-08,9500,9390,148100,2.8,-79290,79070,0
2000-02-09,9020,8600,113810,2.56,25200,-26730,0
2000-02-10,8350,8120,163990,2.42,61960,-61180,-780
2000-02-11,8120,8140,111780,2.42,-28600,43110,0
2000-02-14,7990,7900,72310,2.35,-6010,5110,900
2000-02-15,7650,7900,61720,2.35,-15740,14850,890
2000-02-16,8200,7900,68500,2.35,-6060,10480,-4300
2000-02-17,7790,7750,56940,2.31,-1290,10810,-10220
2000-02-18,7710,7360,111860,2.19,62020,-61740,0
2000-02-21,7200,6860,102890,2.04,16420,-3820,-600
2000-02-22,6700,6600,230570,1.97,64850,-62630,320
2000-02-23,6800,7250,235490,2.16,74310,-74110,40
2000-02-24,7100,6800,112120,2.03,19700,-19560,-140
2000-02-25,6800,7050,245170,2.1,12530,-12350,-200
2000-02-28,6670,6720,75820,2,3280,-3580,300
2000-02-29,7300,6920,121520,2.06,20740,-31930,11410
2000-03-02,7020,7050,107890,2.1,5590,-4990,-600
2000-03-03,7000,6910,102240,2.06,-4370,5630,-900
2000-03-06,7090,7640,169100,2.28,-50710,50710,0
2000-03-07,7780,7720,129680,2.3,4010,-3620,-390
2000-03-08,7600,7800,105890,2.32,-45390,45510,-120
2000-03-09,8100,7250,136430,2.16,23090,-10040,-31570
2000-03-10,7950,8010,127880,2.39,-54520,54520,0
2000-03-13,7800,8000,157690,2.38,-29840,37140,-7300
2000-03-14,7800,8000,73970,2.38,-43830,29840,-410
2000-03-15,7900,8290,144080,2.47,-75940,56930,-990
2000-03-16,8300,8600,197430,2.56,-147150,145230,1640
2000-03-17,8500,8980,236590,2.68,-133230,130770,2460
2000-03-20,8850,8900,111780,2.65,-85700,84470,1230
2000-03-21,8900,8890,118670,2.65,-73850,74610,0
2000-03-22,8840,9060,382890,2.7,-112970,115400,0
2000-03-23,9010,8560,195290,2.55,-46100,47610,-1230
2000-03-24,8600,8100,90080,2.41,1340,-4380,0
2000-03-27,8000,7690,155790,2.29,83300,-83300,0
2000-03-28,7650,7510,105590,2.24,51660,-52890,1230
2000-03-29,7500,7100,452590,2.12,340710,-341030,300
2000-03-30,7200,7110,97020,2.12,4420,-5010,610
2000-03-31,7110,7100,55460,2.12,8980,-10800,1820
2000-04-03,7350,6950,101560,2.07,24970,-25600,700
2000-04-04,6670,7000,55650,2.09,-21640,21290,0
2000-04-06,7000,6800,47030,2.03,5660,-7480,1820
2000-04-07,7000,6860,49380,2.04,11490,-13370,1880
2000-04-10,7040,7170,240860,2.14,50290,-46780,100
2000-04-11,7170,7000,66700,2.09,1050,940,0
2000-04-12,7010,6910,50280,2.06,5770,-5770,0
2000-04-14,6800,6650,82690,1.98,22650,-22440,0
2000-04-17,6010,6010,95380,1.79,1370,-5480,4110
2000-04-18,6590,6020,246590,1.79,181410,-181310,-100
2000-04-19,6100,5970,254400,1.78,142090,-139220,-2850
2000-04-20,6010,6140,89960,1.83,660,-660,0
2000-04-21,6200,6170,123890,1.84,54540,-1140,-270
2000-04-24,6250,6230,78690,1.86,1710,-1710,0
2000-04-25,6190,6110,50870,1.82,3280,-3280,0
2000-04-26,6150,5700,585480,1.7,293690,-293690,0
2000-04-27,5490,5130,438650,1.53,134440,-136860,420
2000-04-28,5290,5260,328450,1.57,73470,-73470,0
2000-05-02,5340,5330,97130,1.59,15880,-15200,-680
2000-05-03,5010,5330,82380,1.59,18930,-1310,-1620
2000-05-04,5350,5380,69390,1.6,810,-320,-490
2000-05-08,5400,5330,86380,1.59,26060,-21910,-4150
2000-05-09,5250,5240,60690,1.56,760,-20,-740
2000-05-10,5150,5210,90530,1.55,35780,-31050,-9730
2000-05-12,5200,5000,94000,1.49,43110,-40980,-2130
2000-05-15,5000,4850,64780,1.44,670,-190,-480
2000-05-16,4900,4770,108040,1.42,55300,-49960,-340
2000-05-17,4700,4250,119040,1.27,59910,-59060,-850
2000-05-18,4200,4080,180530,1.22,50190,-50190,0
2000-05-19,4190,4195,61790,1.25,490,-490,0
2000-05-22,4190,4100,108870,1.22,10280,-9000,-1280
2000-05-23,4050,4250,114030,1.27,-3660,3120,540
2000-05-24,4290,4800,190790,1.43,10380,-6680,-400
2000-05-25,4850,5430,174650,1.62,5520,-2520,0
2000-05-26,5380,4620,219150,1.38,-2880,-120,0
2000-05-29,4000,4390,252100,1.31,14160,-14560,400
2000-05-30,4610,4950,134920,1.47,10880,-7110,-770
2000-05-31,5250,4900,438280,1.46,5670,-3240,-2430
2000-06-01,5490,5100,195700,1.52,-590,190,400
2000-06-02,5100,5270,213500,1.57,-29910,29910,0
2000-06-05,5400,5800,310680,1.73,2170,-2470,0
2000-06-07,5510,5700,245950,1.7,-33900,34330,-280
2000-06-08,5690,5260,229780,1.57,9750,-9350,-250
2000-06-09,5260,5300,95400,1.58,1680,-1680,0
2000-06-12,5800,5680,484970,1.69,-2610,-390,0
2000-06-13,5850,5350,161850,1.59,-1020,1020,0
2000-06-14,5400,5260,96510,1.57,1110,-1110,0
2000-06-15,5300,5060,74390,1.51,0,0,0
2000-06-16,4900,4900,59070,1.46,-500,500,0
2000-06-19,4650,4805,61380,1.43,-7590,7590,0
2000-06-20,4860,4915,37830,1.46,600,-600,0
2000-06-21,4990,4970,59570,1.48,-760,-1240,0
2000-06-22,5000,4990,43680,1.49,-740,740,0
2000-06-23,5010,4915,52100,1.46,-90,90,0
2000-06-26,4950,5090,52430,1.52,-3020,3020,0
2000-06-27,5160,5200,79750,1.55,-2360,2360,0
2000-06-28,5250,5100,62790,1.52,-1710,1710,0
2000-06-29,4950,5000,67890,1.49,2880,-2880,0
2000-06-30,4900,5000,28140,1.49,-2020,2020,0
2000-07-03,5000,5100,68610,1.52,-2240,2240,0
2000-07-04,5150,5060,70030,1.51,260,-260,0
2000-07-05,5080,5000,51400,1.49,-1590,1590,0
2000-07-06,5000,5200,139820,1.55,-30,30,0
2000-07-07,5450,5980,389020,1.78,-13860,15860,-2000
2000-07-10,6300,6100,789080,1.82,-84690,79920,4770
2000-07-11,6070,6020,369680,1.79,-26850,28620,-4770
2000-07-12,6100,5860,145930,1.75,-43060,43060,0
2000-07-13,5810,5710,99740,1.7,14540,-14570,0
2000-07-14,5710,5550,130170,1.65,-33580,31080,2500
2000-07-18,5630,5540,143010,1.65,2780,-2780,0
2000-07-19,5540,5500,151700,1.64,-12210,11890,320
2000-07-20,5320,5440,63650,1.62,-25880,25820,60
2000-07-21,5450,5320,38830,1.58,2950,-3030,80
2000-07-24,5210,5000,126980,1.49,-21490,20990,500
2000-07-25,4810,4840,114560,1.44,18660,-20420,1760
2000-07-26,4800,4810,158570,1.43,36670,-36670,0
2000-07-27,4900,4900,104710,1.46,24620,-24590,0
2000-07-28,4800,4850,217430,1.44,36920,-40140,2980
2000-07-31,4710,4900,99410,1.46,19700,-20470,650
2000-08-01,4910,4990,72240,1.49,17020,-17020,0
2000-08-02,4960,5000,73620,1.49,13450,-13600,150
2000-08-03,5100,5340,219850,1.59,25790,-25430,-360
2000-08-04,5280,5090,157650,1.52,77250,-76850,-40
2000-08-07,4920,4850,71170,1.44,5600,-5600,0
2000-08-08,4900,4775,60900,1.42,13600,-13600,0
2000-08-09,4890,4990,91360,1.49,17360,-18290,930
2000-08-10,5000,5000,95160,1.49,7570,-8570,0
2000-08-11,5000,4970,91950,1.48,26660,-26740,80
2000-08-14,5230,5160,97680,1.54,-1090,1710,380
2000-08-16,5250,5150,95040,1.53,-5250,4270,900
2000-08-17,5100,5020,78940,1.5,3010,-3010,0
2000-08-18,4920,4955,55830,1.48,3190,-3230,40
2000-08-21,4900,4915,59050,1.46,1430,-1350,-80
2000-08-22,4905,4955,27730,1.48,-6700,6230,470
2000-08-23,4960,4880,56100,1.45,6270,-6840,70
2000-08-24,4900,4840,56340,1.44,5840,-6320,1060
2000-08-25,4840,4950,62230,1.47,-16530,16570,-40
2000-08-28,5000,4945,18610,1.47,-2830,2530,300
2000-08-29,4945,4950,46310,1.47,390,-390,0
2000-08-30,4910,4805,97000,1.43,68990,-34490,-34500
2000-08-31,4850,4760,55730,1.42,7570,-7570,0
2000-09-01,4790,4790,45480,1.43,-3550,3550,0
2000-09-04,4840,4750,59520,1.41,26230,-26230,0
2000-09-05,4750,4820,20630,1.44,-6800,6800,0
2000-09-06,4800,4780,22210,1.42,-2060,2060,0
2000-09-07,4750,4760,32580,1.42,5430,-5430,0
2000-09-08,4790,4755,52830,1.42,3340,-3340,0
2000-09-14,4750,4700,72280,1.4,18830,-13120,-5710
2000-09-15,4705,4680,69230,1.39,3240,-2180,-1060
2000-09-18,4630,4360,81390,1.3,-9500,9140,360
2000-09-19,4200,4300,56980,1.28,17700,-4300,0
2000-09-20,4320,4405,45160,1.31,10340,-6000,-140
2000-09-21,4430,4270,57600,1.27,16770,-4980,-1800
2000-09-22,4200,4060,60900,1.21,3320,-2310,-1010
2000-09-25,4080,4145,33290,1.23,-830,830,0
2000-09-26,4135,4180,30000,1.25,-180,800,0
2000-09-27,4200,4280,39940,1.27,-7330,4170,0
2000-09-28,4380,4330,65150,1.29,3960,-3720,0
2000-09-29,4390,4330,55990,1.29,5880,-2880,0
2000-10-02,4300,4350,29160,1.3,1140,-1140,0
2000-10-04,4300,4370,33270,1.3,-7850,7130,0
2000-10-05,4305,4455,69530,1.33,6620,-5900,0
2000-10-06,4515,4750,168520,1.41,-23000,24680,-2000
2000-10-09,4790,4760,124140,1.42,-37690,38010,0
2000-10-10,4750,4700,41320,1.4,-7630,5450,2000
2000-10-11,4800,4670,50340,1.39,-8680,8670,0
2000-10-12,4695,4600,72460,1.37,2260,-4150,2000
2000-10-13,4370,4595,59600,1.37,-9190,8710,0
2000-10-16,4650,4710,79990,1.4,6860,-7460,-2000
2000-10-17,4710,4510,63200,1.34,-10420,8180,0
2000-10-18,4500,4370,111870,1.3,-20,-1250,0
2000-10-19,4370,4325,74920,1.29,2520,-2200,0
2000-10-20,4580,4420,55540,1.32,-560,4470,980
2000-10-23,4550,4320,39290,1.29,7620,-7670,0
2000-10-24,4370,4410,37120,1.31,-3650,4410,-1000
2000-10-25,4360,4310,67070,1.28,46190,-46870,1000
2000-10-26,4300,4150,69970,1.24,37190,-37190,0
2000-10-27,4225,4165,37270,1.24,-5100,5030,280
2000-10-30,4200,4110,32790,1.22,5950,-5670,0
2000-10-31,4010,4120,51760,1.23,-8090,7590,0
2000-11-01,4170,4350,91430,1.3,-25030,23880,-1000
2000-11-02,4470,4500,99080,1.34,-29710,31250,-1480
2000-11-03,4500,4330,66310,1.29,25610,-28010,2480
2000-11-06,4350,4280,52450,1.27,-10220,9960,90
2000-11-07,4280,4250,42330,1.27,16280,-15600,0
2000-11-08,4250,4200,56730,1.25,3180,-2910,0
2000-11-09,4290,4215,46850,1.26,5260,-5400,480
2000-11-10,4120,4550,148170,1.36,-57430,45790,-160
2000-11-13,4450,4400,49040,1.31,5160,-8230,160
2000-11-14,4400,4500,52520,1.34,-5470,-330,-500
2000-11-15,4650,4600,139050,1.37,9540,-36920,-500
2000-11-16,4490,4500,45910,1.34,-11710,1030,500
2000-11-17,4400,4500,65060,1.34,8410,-25230,0
2000-11-20,4470,4500,42570,1.34,-13250,-590,0
2000-11-21,4440,4590,79030,1.37,-5350,-40,500
2000-11-22,4600,4740,123150,1.41,-710,-40,-1500
2000-11-23,4790,4890,343080,1.46,-17850,7210,-1920
2000-11-24,4895,4740,136430,1.41,-10320,3670,2420
2000-11-27,4740,4760,56510,1.42,-6010,5260,0
2000-11-28,4780,4775,69920,1.42,-12330,3910,0
2000-11-29,4740,4640,47610,1.38,-420,-4190,90
2000-11-30,4700,4630,77910,1.38,30300,-53000,910
2000-12-01,4600,4660,75810,1.39,15690,-10440,60
2000-12-04,4700,4590,55780,1.37,6640,-6560,0
2000-12-05,4640,4680,31930,1.39,-12130,11970,0
2000-12-06,4700,4660,66040,1.39,-14860,14530,0
2000-12-07,4635,4615,45650,1.37,24470,-26350,0
2000-12-08,4610,4510,80820,1.34,53830,-55110,0
2000-12-11,4550,4610,61040,1.37,-9370,9010,0
2000-12-12,4650,4530,39290,1.35,9360,-8720,0
2000-12-13,4550,4610,44420,1.37,-13640,12410,0
2000-12-14,4610,4600,83300,1.37,-8590,2310,7090
2000-12-15,4710,4670,70360,1.39,8490,-8170,0
2000-12-18,4700,4790,122750,1.43,-2940,3360,-500
2000-12-19,4800,4800,186600,1.43,56090,-55870,-140
2000-12-20,4800,4700,105200,1.4,-1150,510,640
2000-12-21,4730,4735,76910,1.41,-510,100,-590
2000-12-22,4850,4780,218410,1.42,75690,-71250,0
2000-12-26,4890,4990,207210,1.49,-3570,4830,-1500
2001-01-02,4520,4590,169320,7.18,1830,-3470,2000
2001-01-03,4650,4600,128420,7.2,-60820,-15070,77090
2001-01-04,4810,4835,284090,7.57,-8460,11200,-1400
2001-01-05,5000,5190,342630,8.12,-26260,7800,15590
2001-01-08,5180,5500,398260,8.61,-14040,9010,-500
2001-01-09,5900,5640,344760,8.83,-27590,9280,6430
2001-01-10,5500,5070,244370,7.93,6020,-12100,1000
2001-01-11,5080,5070,148780,7.93,23890,-24810,1800
2001-01-12,5110,5300,277390,8.29,-26010,44010,-6440
2001-01-15,5270,5490,298120,8.59,-37690,39970,0
2001-01-16,5540,5750,337550,9,-29180,42180,-1000
2001-01-17,5880,5820,549760,9.11,41710,-33270,1000
2001-01-18,5610,5780,196940,9.04,-18160,17060,1000
2001-01-19,6050,5990,400330,9.37,-109720,31110,0
2001-01-22,6080,5960,156700,9.33,10350,-1350,0
2001-01-26,5910,5610,151460,8.78,12740,-13550,0
2001-01-29,5510,5610,83850,8.78,-4270,4270,0
2001-01-30,5600,5600,142870,8.76,-41980,-10300,52280
2001-01-31,5690,5650,98690,8.84,2960,-1930,-870
2001-02-01,5770,5800,216560,9.08,25520,21800,0
2001-02-02,5740,5650,87630,8.84,-5290,5290,0
2001-02-05,5500,5390,92190,8.44,10590,-2590,0
2001-02-06,5310,5500,110650,8.61,-25300,26300,-1000
2001-02-07,5420,5490,87040,8.59,32350,-1870,0
2001-02-08,5410,5600,94610,8.76,-23560,23120,280
2001-02-09,5650,5790,148280,9.06,-9050,9050,0
2001-02-12,5710,5700,94540,8.92,-2720,2680,0
2001-02-13,5700,5600,107720,8.76,42380,-15740,50
2001-02-14,5600,5500,124580,8.61,29080,-18670,180
2001-02-15,5520,5560,87800,8.7,22120,-11480,0
2001-02-16,5480,5750,219460,9,-49360,-6520,61550
2001-02-19,5650,5700,98840,8.92,25420,-9750,9690
2001-02-20,5690,5750,226770,9,-4260,14460,3760
2001-02-21,5670,5640,119780,8.83,-46150,45990,0
2001-02-22,5600,5600,99040,8.76,-17780,17550,230
2001-02-23,5600,5650,40070,8.84,-14740,14300,360
2001-02-26,5600,5750,114270,9,-62860,65120,620
2001-02-27,5760,5750,162710,9,5010,15440,0
2001-02-28,5650,6000,272400,9.39,-63790,70290,-1500
2001-03-02,5980,6120,491590,9.58,-187240,187600,80
2001-03-05,6100,6040,370450,9.45,-82250,101620,30
2001-03-06,6100,5950,190700,9.31,-64610,69610,0
2001-03-07,5850,5740,86720,8.98,7640,-7380,-20
2001-03-08,5750,5730,79280,8.97,3020,1500,-6160
2001-03-09,5770,5700,47600,8.92,-2600,-4600,-200
2001-03-12,5590,5590,75390,8.75,-4790,4900,-110
2001-03-13,5480,5100,254880,7.98,149250,-147150,500
2001-03-14,5130,5110,211650,8,144070,-139070,0
2001-03-15,5000,5480,124400,8.58,-44470,21370,22940
2001-03-16,5310,5300,39550,8.29,-6180,9180,0
2001-03-19,5300,5480,52700,8.58,-11840,11800,0
2001-03-20,5500,5400,52680,8.45,16700,-16700,0
2001-03-21,5390,5400,90210,8.45,-19710,19290,180
2001-03-22,5300,5500,107850,8.61,22350,-17950,0
2001-03-23,5520,5740,365200,8.98,47260,-50360,-500
2001-03-26,5890,5800,283860,9.08,41870,-38370,-60
2001-03-27,5800,5710,130740,8.93,-29440,30060,-620
2001-03-28,5820,5530,104870,8.65,-4250,3750,500
2001-03-29,5530,5520,93160,8.64,-5250,6130,0
2001-03-30,5600,5610,107800,8.78,4110,-4350,0
2001-04-02,5710,5700,66670,8.92,-370,370,0
2001-04-03,5700,5640,43080,8.83,-15330,10680,0
2001-04-04,5530,5630,36850,8.81,-5540,4950,0
2001-04-06,5860,5900,282560,9.23,-33500,34190,-610
2001-04-09,5860,5680,179710,8.89,91920,-89840,-2000
2001-04-10,5870,5630,99710,8.81,11150,-11150,0
2001-04-11,5700,5560,169220,8.7,60400,-60280,0
2001-04-12,5560,5600,157380,8.76,-13160,13080,-210
2001-04-13,5420,5430,294330,8.5,-43700,56630,0
2001-04-16,5450,5550,162360,8.68,13510,-13510,0
2001-04-17,5510,5510,80340,8.62,-4510,4510,0
2001-04-18,5510,5610,152320,8.78,4890,-5230,0
2001-04-19,5770,5570,195430,8.72,-7330,6290,0
2001-04-20,5650,5590,84560,8.75,-6780,7420,0
2001-04-23,5600,5620,83470,8.79,-9330,7910,840
2001-04-24,5630,5620,54770,8.79,410,2530,-840
2001-04-25,5650,5800,121740,9.08,-13040,7820,-500
2001-04-26,5800,5780,79160,9.04,-20920,21080,0
2001-04-27,5800,5950,325360,9.31,43820,-45560,-1000
2001-04-30,6490,6840,842980,10.7,-65730,80070,-700
2001-05-02,7490,7350,1479770,11.5,-43790,24230,0
2001-05-03,7050,6990,365980,10.94,-21870,22110,0
2001-05-04,7050,7350,420050,11.5,-51310,42190,0
2001-05-07,7250,7280,345850,11.39,-42460,24390,0
2001-05-08,7100,7110,308400,11.13,-12990,3050,0
2001-05-09,6990,6760,267340,10.58,2130,-14870,0
2001-05-10,6760,6800,210140,10.64,-2630,-5870,-500
2001-05-11,6850,6690,153630,10.47,9200,-9050,-150
2001-05-14,6650,6770,111580,10.59,-6420,6420,0
2001-05-15,6800,6850,107840,10.72,-23550,23470,0
2001-05-16,6850,7180,272640,11.24,-41850,33890,0
2001-05-17,7210,7130,158010,11.16,-21840,11840,0
2001-05-18,7130,7130,222930,11.16,-2320,-15960,0
2001-05-21,7320,7400,289480,11.58,29990,-30380,0
2001-05-22,7500,7350,255260,11.5,4590,-5670,0
2001-05-23,7340,7320,184260,11.45,16950,18430,-35500
2001-05-24,7200,7330,96520,11.47,-14020,7790,-3530
2001-05-25,7400,7640,451940,11.96,40860,94410,-60970
2001-05-28,7630.0,7480.0,125490.0,11.71,8890,-9230,0
2001-05-29,7480.0,7580.0,126570.0,11.86,-15020,3890,0
2001-05-30,7500.0,7630.0,125730.0,11.94,1010,-920,270
2001-05-31,7550.0,7550.0,136470.0,11.81,-33270,31440,1410
2001-06-01,7750.0,7810.0,380530.0,12.22,-34050,-1160,60
2001-06-04,8050.0,8890.0,748750.0,13.91,-48010,17140,40
2001-06-05,8950.0,8900.0,631600.0,13.93,-106220,89370,1350
2001-06-07,8950.0,8590.0,339660.0,13.44,-28680,-11500,-100
2001-06-08,8600.0,8850.0,347680.0,13.85,-10110,-890,0
2001-06-11,8800.0,8850.0,160510.0,13.85,-25310,25430,0
2001-06-12,8850.0,8990.0,248630.0,14.07,16000,14070,-30070
2001-06-13,9000.0,9280.0,335030.0,14.52,-109680,80160,15000
2001-06-14,9280.0,9400.0,229610.0,14.71,-5690,-3670,2300
2001-06-15,9250.0,9750.0,286470.0,15.26,-72350,70500,0
2001-06-18,9650.0,9890.0,281770.0,15.48,-41170,41480,0
2001-06-19,9890.0,10300.0,590200.0,16.12,-3050,38790,30
2001-06-20,10300.0,10150.0,346150.0,15.88,-54130,48990,0
2001-06-21,10150.0,9860.0,209620.0,15.43,-40010,39430,0
2001-06-22,9650.0,10100.0,231920.0,15.8,-52140,56640,0
2001-06-25,9860.0,10250.0,215040.0,16.04,-15300,9850,0
2001-06-26,10400.0,10000.0,151260.0,15.65,-2270,1880,0
2001-06-27,9960.0,9580.0,185350.0,14.99,120,-2530,1000
2001-06-28,9620.0,9750.0,224820.0,15.26,-48730,51290,200
2001-06-29,10100.0,9900.0,115290.0,15.49,-23160,21920,1000
2001-07-02,9970.0,9900.0,66180.0,15.49,-8620,-1890,0
2001-07-03,9910.0,9920.0,110520.0,15.52,-21100,17890,0
2001-07-04,9800.0,9860.0,146870.0,15.43,-14240,10960,-100
2001-07-05,9800.0,9700.0,92810.0,15.18,-6480,-6470,0
2001-07-06,9600.0,9210.0,115710.0,14.41,-17380,2390,0
2001-07-09,9000.0,8900.0,137690.0,13.93,-93410,83020,0
2001-07-10,8950.0,8740.0,78130.0,13.68,-22660,7980,450
2001-07-11,8320.0,8740.0,109130.0,13.68,-57160,38660,0
2001-07-12,8820.0,8820.0,104720.0,13.8,1130,-7590,-2100
2001-07-13,9100.0,8600.0,105340.0,13.46,-6210,-13730,0
2001-07-16,8510.0,8590.0,47040.0,13.44,-13390,4640,750
2001-07-18,8600.0,8350.0,53020.0,13.07,-120,3050,150
2001-07-19,8070.0,8100.0,83840.0,12.68,-28170,6970,680
2001-07-20,8200.0,8030.0,68980.0,12.57,-31770,31970,0
2001-07-23,7900.0,7800.0,86050.0,12.21,-33970,41250,720
2001-07-24,7800.0,7900.0,63440.0,12.36,-1940,-9310,650
2001-07-25,7970.0,7810.0,38690.0,12.22,-5110,3070,0
2001-07-26,7950.0,8070.0,56840.0,12.63,-4550,4710,0
2001-07-27,8210.0,8250.0,36260.0,12.91,-1860,3210,-1350
2001-07-30,8250.0,8170.0,26370.0,12.78,-5060,5440,-180
2001-07-31,8180.0,8180.0,54520.0,12.8,25810,-32810,0
2001-08-01,8180.0,8400.0,128780.0,13.14,40810,-48690,0
2001-08-02,8420.0,8300.0,36140.0,12.99,-4020,1400,0
2001-08-03,8100.0,8200.0,90500.0,12.83,23260,-6540,-1490
2001-08-06,8050.0,8100.0,78230.0,12.68,43070,-7120,0
2001-08-07,8010.0,7950.0,156320.0,12.44,51650,-6870,0
2001-08-08,8100.0,7950.0,47730.0,12.44,17450,-13730,0
2001-08-09,7930.0,7950.0,73350.0,12.44,-19940,25310,0
2001-08-10,8000.0,7990.0,61710.0,12.5,-5610,280,3500
2001-08-13,8050.0,8220.0,76370.0,12.86,3700,-4250,0
2001-08-14,8350.0,8350.0,63030.0,13.07,-1480,4230,0
2001-08-16,8300.0,8140.0,113020.0,12.74,26530,-32530,13000
2001-08-17,8050.0,8000.0,228950.0,12.52,-45720,58970,0
2001-08-20,7830.0,7900.0,46300.0,12.36,-18260,16260,0
2001-08-21,7900.0,7890.0,29660.0,12.35,-280,30,0
2001-08-22,7870.0,7900.0,47630.0,12.36,-31690,31390,0
2001-08-23,7950.0,7800.0,50020.0,12.21,890,-1130,0
2001-08-24,7710.0,7800.0,94620.0,12.21,-34150,30860,0
2001-08-27,7900.0,7720.0,52100.0,12.08,-12390,11390,0
2001-08-28,7710.0,7670.0,171860.0,12.0,-10640,-11260,0
2001-08-29,7600.0,7200.0,111340.0,11.27,-15290,23380,6500
2001-08-30,6880.0,6980.0,177240.0,10.92,37220,-48220,12000
2001-08-31,6900.0,6410.0,247570.0,10.03,97480,-71530,1000
2001-09-03,6390.0,6000.0,410200.0,9.39,276740,-283270,15000
2001-09-04,6120.0,6400.0,210750.0,10.02,5060,-12340,0
2001-09-05,6480.0,6570.0,220320.0,10.28,50330,-48360,-1220
2001-09-06,6860.0,6740.0,80490.0,10.55,-180,-1160,0
2001-09-07,6700.0,6760.0,128750.0,10.58,30140,-26910,20
2001-09-10,6950.0,7020.0,184590.0,10.99,32920,-9280,-50
2001-09-11,7100.0,6900.0,141680.0,10.8,-4530,17860,0
2001-09-12,5870.0,5950.0,286310.0,9.31,-131260,131980,360
2001-09-13,6100.0,6250.0,365060.0,9.78,150230,-178670,0
2001-09-14,6020.0,5800.0,165070.0,9.08,39780,-40570,-280
2001-09-17,5900.0,5570.0,101060.0,8.72,20610,5330,4550
2001-09-18,5950.0,6000.0,112970.0,9.39,-11900,12500,0
2001-09-19,6180.0,6150.0,81180.0,9.62,2130,10170,0
2001-09-20,6100.0,6050.0,63860.0,9.47,6260,5380,-80
2001-09-21,5900.0,6150.0,49350.0,9.62,1720,1280,0
2001-09-24,6110.0,6290.0,97380.0,9.84,-15490,38520,0
2001-09-25,6450.0,6210.0,138390.0,9.72,1860,-13360,0
2001-09-26,6220.0,6240.0,45200.0,9.76,19020,-2210,0
2001-09-27,6200.0,6310.0,60860.0,9.87,-450,15130,0
2001-09-28,6450.0,6590.0,158170.0,10.31,7730,-12790,0
2001-10-04,7000.0,6890.0,237360.0,10.78,41070,-41070,0
2001-10-05,6860.0,6820.0,61220.0,10.67,-2000,1200,0
2001-10-08,6750.0,6810.0,53850.0,10.66,-8920,8890,0
2001-10-09,6810.0,6830.0,82010.0,10.69,-1690,20690,0
2001-10-10,6800.0,6780.0,38500.0,10.61,-14060,14060,0
2001-10-11,6910.0,6890.0,72650.0,10.78,-8840,9640,0
2001-10-12,6900.0,6970.0,78040.0,10.91,9300,-8820,0
2001-10-15,6800.0,6890.0,31940.0,10.78,-1230,-360,0
2001-10-16,6810.0,6990.0,77290.0,10.94,-18880,17880,0
2001-10-17,7100.0,6810.0,241300.0,10.66,63170,-93090,0
2001-10-18,6810.0,6900.0,103170.0,10.8,-24870,27490,0
2001-10-19,6800.0,7010.0,200450.0,10.97,-6270,21580,-500
2001-10-22,7000.0,7100.0,76470.0,11.11,13040,-12960,0
2001-10-23,7100.0,7060.0,63720.0,11.05,-3120,3160,0
2001-10-24,7050.0,6950.0,59820.0,10.88,-380,380,0
2001-10-25,6910.0,6950.0,45870.0,10.88,-4070,3320,250
2001-10-26,7040.0,6930.0,49850.0,10.84,-21480,21950,250
2001-10-29,6930.0,6900.0,25480.0,10.8,-4100,-320,0
2001-10-30,6790.0,6800.0,64790.0,10.64,-32440,4360,0
2001-10-31,6720.0,6810.0,36480.0,10.66,-8580,8580,0
2001-11-01,6800.0,6860.0,25790.0,10.73,-310,-290,0
2001-11-02,6890.0,7050.0,91790.0,11.03,-40660,42260,0
2001-11-05,7150.0,7110.0,46520.0,11.13,8170,-4660,-2000
2001-11-06,7170.0,7110.0,90840.0,11.13,-3840,4750,-250
