Symbol,대덕전자_시가(원),대덕전자_종가(원),대덕전자_거래량(주),대덕전자_PER(IFRS-연결),대덕전자_순매수수량(개인)(주),대덕전자_순매수수량(기관계)(주),대덕전자_순매수수량(외국인계)(주)
2000-01-04,13800,14200,777320,20.74,228580,-252570,12080
2000-01-05,14200,13600,524350,19.86,73700,-103600,62770
2000-01-06,14500,13450,394670,19.65,86750,-86810,250
2000-01-07,13100,12850,333320,18.77,40220,-42840,2620
2000-01-10,12900,12850,355510,18.77,86870,-159860,5190
2000-01-11,12800,13200,547840,19.28,1450,-4340,15060
2000-01-12,12800,12600,211130,18.4,-29550,43950,-14400
2000-01-13,12500,12500,358610,18.26,-11230,17840,-7660
2000-01-14,12500,12200,219190,17.82,-40440,45390,-5950
2000-01-17,12400,12850,615070,18.77,-53970,-59650,680
2000-01-18,12650,12500,365300,18.26,-31900,63080,-31180
2000-01-19,12100,11300,364690,16.5,83990,-64850,-14220
2000-01-20,11000,11000,683230,16.07,77620,-173670,147050
2000-01-21,11200,11100,947850,16.21,341100,-339850,-4960
2000-01-24,11200,11100,644440,16.21,83740,57080,1460
2000-01-25,11000,11000,523910,16.07,23830,-22500,-140
2000-01-26,11050,11750,508910,17.16,-100210,52210,-2000
2000-01-27,11750,12250,530770,17.89,-249470,249790,-130
2000-01-28,12200,13200,664970,19.28,-339770,268870,60730
2000-01-31,12700,13100,316640,19.13,-111780,-21530,21130
2000-02-01,13500,12700,305110,18.55,-40970,90960,-49990
2000-02-02,13200,13400,697300,19.57,-127250,199850,-93130
2000-02-03,13250,13400,362140,19.57,-33820,99800,-85980
2000-02-07,13400,13500,317510,19.72,-111400,46260,21830
2000-02-08,13600,12900,314620,18.84,50160,-100480,320
2000-02-09,12550,12900,225420,18.84,-98980,107290,-6310
2000-02-10,12700,12300,403500,17.96,20260,-40350,-9910
2000-02-11,12150,12100,445210,17.67,63630,-64210,200
2000-02-14,11800,11350,145760,16.58,-19340,36020,-16680
2000-02-15,11000,11200,217140,16.36,-1630,19260,-16380
2000-02-16,11500,11200,281440,16.36,51010,9190,-59820
2000-02-17,10850,12100,492990,17.67,-14710,67240,-54630
2000-02-18,11800,12050,517700,17.6,-72260,176300,-16270
2000-02-21,11500,11550,194440,16.87,30180,780,-57960
2000-02-22,12000,12300,661500,17.96,-96370,171190,400
2000-02-23,12900,12400,528670,18.11,-18690,-15270,32240
2000-02-24,12700,12400,345520,18.11,-25720,22680,-13860
2000-02-25,12000,12700,500840,18.55,-198250,248270,-100
2000-02-28,12500,12400,284860,18.11,5630,-37060,6430
2000-02-29,12500,12000,240610,17.53,-27470,-26170,54540
2000-03-02,12200,13200,512830,19.28,-152770,123020,31250
2000-03-03,13500,12850,273000,18.77,-91160,30720,42260
2000-03-06,13450,13300,681580,19.43,124890,-112000,35760
2000-03-07,13000,12500,259850,18.26,15260,8630,-23990
2000-03-08,12400,12500,330410,18.26,-740,-79710,65450
2000-03-09,12900,13000,2150880,18.99,558230,-20200,18720
2000-03-10,13500,13700,705760,20.01,-145370,31920,126450
2000-03-13,13700,13600,602530,19.86,-24360,9410,16710
2000-03-14,13400,13150,299880,19.21,-86150,31090,5100
2000-03-15,11200,13300,415910,19.43,-155200,136060,19290
2000-03-16,13200,13400,272780,19.57,-94140,48240,49960
2000-03-17,13600,12850,262990,18.77,-67770,59530,22330
2000-03-20,12900,13200,358490,19.28,-63430,65120,8060
2000-03-21,13500,13000,220440,18.99,-62750,100420,-45800
2000-03-22,13000,13300,534900,19.43,-350,-73500,108160
2000-03-23,13500,13450,868930,19.65,216200,-235280,56180
2000-03-24,13500,13600,1126770,19.86,237190,-140640,-196550
2000-03-27,14000,13750,991460,20.08,-23900,-243460,104900
2000-03-28,13700,13500,552730,19.72,-122600,21140,96080
2000-03-29,13500,13500,492390,19.72,-100000,77540,-1310
2000-03-30,13500,12950,442730,18.92,-24000,115700,-117600
2000-03-31,12500,12500,221790,18.26,-67300,68510,-1270
2000-04-03,12500,11800,244720,17.23,5590,24820,-29960
2000-04-04,11050,11900,224070,17.38,-73760,69740,1580
2000-04-06,11600,11600,168160,16.94,-15910,29600,2480
2000-04-07,11500,11350,439090,16.58,163140,-180500,-3120
2000-04-10,11700,11750,606160,17.16,124810,-121250,1350
2000-04-11,11600,11400,172310,16.65,-55210,49630,7770
2000-04-12,11500,11700,332440,17.09,-95990,94150,-1200
2000-04-14,11350,10850,238960,15.85,73590,13670,-44890
2000-04-17,9450,9500,403870,13.88,-35670,20550,9380
2000-04-18,10000,10100,398150,14.75,121780,-128720,70
2000-04-19,10000,10000,751580,14.61,236130,21210,-248750
2000-04-20,9700,10050,872360,14.68,51840,194650,-296470
2000-04-21,10250,10200,438350,14.9,19930,53830,-143620
2000-04-24,10100,10050,184270,14.68,-53980,49970,0
2000-04-25,9900,10100,238510,14.75,10080,-440,-9340
2000-04-26,10200,9420,332560,13.76,99040,-72540,-25380
2000-04-27,9300,9420,430340,13.76,-108430,-1440,109800
2000-04-28,9400,9700,622910,14.17,-27260,-20700,50210
2000-05-02,9630,9730,353780,14.21,-9350,23460,-38270
2000-05-03,9900,9740,198980,14.23,-24230,35040,-10810
2000-05-04,9800,10300,401170,15.04,-125250,69860,55350
2000-05-08,10500,10300,335720,15.04,-15750,-40270,61070
2000-05-09,10450,10500,185250,15.34,-50670,-10730,61440
2000-05-10,10500,10300,163630,15.04,-13830,-22440,36300
2000-05-12,10400,9810,322380,14.33,38550,38110,-71660
2000-05-15,9800,10300,281110,15.04,-73230,72410,10820
2000-05-16,10300,10000,169380,14.61,-13200,-40660,53860
2000-05-17,10000,9700,155460,14.17,14220,-60560,53400
2000-05-18,9500,8810,298440,12.87,-19950,-15850,38760
2000-05-19,8810,8800,198230,12.85,12030,-95520,45830
2000-05-22,8700,7690,483490,11.23,109950,-157440,67150
2000-05-23,7500,7550,579540,11.03,-3610,-79620,61140
2000-05-24,7350,7500,1249690,10.95,254930,-193880,24400
2000-05-25,7750,8610,1302730,12.58,-83340,-23820,229360
2000-05-26,8780,7990,509780,11.67,-79670,28180,35940
2000-05-29,8380,8060,293310,11.77,16260,6430,-490
2000-05-30,8100,8700,496690,12.71,-20710,-26370,93080
2000-05-31,9120,8700,1019780,12.71,316600,-360370,66520
2000-06-01,8700,8780,690830,12.82,18390,-126060,59670
2000-06-02,9000,8800,501770,12.85,-16900,-106420,90390
2000-06-05,9020,9320,802420,13.61,81820,-204520,108500
2000-06-07,9350,9270,575960,13.54,8260,-78930,25620
2000-06-08,9590,8710,668840,12.72,56830,-192770,121970
2000-06-09,8710,9010,845200,13.16,122750,-139830,3340
2000-06-12,9010,8800,655290,12.85,200140,-158870,-68280
2000-06-13,8900,8540,599180,12.47,35020,-68830,400
2000-06-14,8700,8590,464930,12.55,55100,-127000,50000
2000-06-15,8590,7750,424740,11.32,128510,-144210,25000
2000-06-16,7550,7800,727550,11.39,103020,-254810,39750
2000-06-19,7800,7990,666970,11.67,-130840,304390,120460
2000-06-20,8120,8910,1133550,13.01,72970,-291810,316870
2000-06-21,9000,9400,1532390,13.73,-329800,9150,391690
2000-06-22,9850,9700,1155550,14.17,-241590,-134320,395930
2000-06-23,9450,9900,863840,14.46,-103160,-54990,154110
2000-06-26,10200,11100,1914210,16.21,-178410,-364570,531980
2000-06-27,11500,11250,1358990,16.43,-119150,-175060,266930
2000-06-28,11350,11000,904740,16.07,-126470,-193720,287330
2000-06-29,11300,11150,542160,16.29,-128380,-65930,251630
2000-06-30,11150,11300,385810,16.5,-117840,-37220,162260
2000-07-03,11500,12850,1377600,18.77,-111010,-181480,288540
2000-07-04,12800,13000,1567440,18.99,-157960,138360,20500
2000-07-05,12900,12700,1675670,18.55,-79940,-553890,708830
2000-07-06,12250,12000,1161370,17.53,235430,-56500,-62420
2000-07-07,11800,11500,978680,16.8,212230,-242520,36400
2000-07-10,11600,11850,887970,17.31,62980,-40900,-12510
2000-07-11,11700,11000,622100,16.07,51360,-83690,18760
2000-07-12,11000,11200,410600,16.36,26790,-45280,53970
2000-07-13,11250,10800,359850,15.78,89990,-122190,36970
2000-07-14,11050,10950,735750,15.99,262840,-258380,126790
2000-07-18,10750,10700,431810,15.63,-81220,-27030,115980
2000-07-19,10800,10000,760620,14.61,188990,-54330,89730
2000-07-20,10000,10300,762210,15.04,135630,-248060,109000
2000-07-21,10500,10200,618540,14.9,96530,-183930,88960
2000-07-24,9800,9800,391970,14.31,-165750,111180,53400
2000-07-25,9700,9570,730740,13.98,144830,131250,-265750
2000-07-26,9400,9990,1056540,14.59,-36520,15320,20850
2000-07-27,9900,9830,564050,14.36,-79420,161490,-111660
2000-07-28,9750,8950,669400,13.07,128460,66530,-199180
2000-07-31,8250,8510,1391360,12.43,468410,19950,-493120
2000-08-01,8720,9780,1552270,14.29,-312950,-65300,384010
2000-08-02,9950,9940,1097220,14.52,-108690,-139120,244540
2000-08-03,9970,9700,544870,14.17,24330,-39010,24340
2000-08-04,9750,9410,213010,13.74,-9920,-13310,20900
2000-08-07,9000,9060,260410,13.23,-36000,7990,28000
2000-08-08,9000,9100,317280,13.29,-84270,-6820,84470
2000-08-09,9060,9800,426730,14.31,-100240,-53090,149210
2000-08-10,10050,10600,1008150,15.48,-200780,-85330,283680
2000-08-11,10300,10600,349920,15.48,-47970,13980,34440
2000-08-14,10950,10800,360090,15.78,-41990,26260,13890
2000-08-16,11150,10850,416990,15.85,-77260,22360,53340
2000-08-17,10800,10400,386780,15.19,-41570,-32670,73240
2000-08-18,10550,10500,157990,15.34,-38170,-2670,43940
2000-08-21,10100,11000,477570,16.07,-171210,26730,157780
2000-08-22,11000,11000,262150,16.07,-96850,61050,38490
2000-08-23,11000,11300,462100,16.5,-123200,57340,36450
2000-08-24,11300,11600,477910,16.94,-121080,96340,29650
2000-08-25,11600,11600,331480,16.94,-69240,-70760,14120
2000-08-28,11700,11400,213950,16.65,-13900,51600,-42630
2000-08-29,11200,11500,361420,16.8,-63290,95920,-34260
2000-08-30,11200,11000,332450,16.07,91340,97720,-187890
2000-08-31,11300,10550,219620,15.41,21570,-9230,-8730
2000-09-01,10600,10700,100390,15.63,-41400,19670,15610
2000-09-04,10700,10550,92210,15.41,-6910,6280,1000
2000-09-05,10550,10900,185730,15.92,-38570,36300,-1360
2000-09-06,10800,10700,133900,15.63,5110,-11450,5410
2000-09-07,10500,10000,358990,14.61,-2700,-25760,28040
2000-09-08,10200,10250,158430,14.97,-15380,23550,-6050
2000-09-14,10000,9980,383730,14.58,129370,95040,-203910
2000-09-15,9800,10200,211090,14.9,-46000,20080,26180
2000-09-18,9650,9500,154640,13.88,-88670,69000,18020
2000-09-19,9400,9880,186020,14.43,-65880,-9880,76510
2000-09-20,10100,10450,407090,15.26,-10860,-107420,119600
2000-09-21,10450,10400,277590,15.19,-103940,43430,58940
2000-09-22,10200,9900,255160,14.46,-25100,-27070,54170
2000-09-25,9900,10500,376250,15.34,-110960,42700,-43890
2000-09-26,10200,10200,250730,14.9,-27940,90500,-59400
2000-09-27,10000,10200,290270,14.9,-43620,101790,-57550
2000-09-28,10050,10000,189380,14.61,67940,-12290,-56040
2000-09-29,10000,10000,199990,14.61,15820,-11710,-6820
2000-10-02,9800,9700,112170,14.17,4090,18310,-22400
2000-10-04,10000,10050,425280,14.68,26490,-31090,5290
2000-10-05,11550,10800,1275310,15.78,-132840,-125260,259420
2000-10-06,10500,10050,1101600,14.68,546800,-130820,-418490
2000-10-09,10200,9790,548450,14.3,216240,-256270,41040
2000-10-10,9700,9600,660610,14.02,148160,-198440,50180
2000-10-11,9490,9000,294130,13.15,-44850,14900,29990
2000-10-12,8700,9000,446340,13.15,-17460,59780,-42560
2000-10-13,8200,9000,308630,13.15,-136370,151160,-16350
2000-10-16,9500,9560,254180,13.96,-48440,-30290,80050
2000-10-17,9390,8850,120010,12.93,-30180,29200,260
2000-10-18,8700,8500,283670,12.41,68340,-60650,-7450
2000-10-19,8300,8450,380690,12.34,109260,20680,-88190
2000-10-20,9390,9400,873710,13.73,-398070,246910,175370
2000-10-23,9500,9070,135560,13.25,-23500,23610,-240
2000-10-24,9070,9610,333300,14.04,-114340,106020,77600
2000-10-25,9210,9450,125910,13.8,-9420,320,10060
2000-10-26,9230,9380,103240,13.7,-18110,-3060,21170
2000-10-27,9400,9100,132760,13.29,-24540,43620,-18580
2000-10-30,9050,9000,186000,13.15,6430,-5070,-450
2000-10-31,8510,9100,242390,13.29,-22730,58060,-36650
2000-11-01,9500,10000,659350,14.61,-210490,278370,-51680
2000-11-02,9710,10000,285950,14.61,-85080,91980,-10840
2000-11-03,10100,9700,223550,14.17,9310,-7150,2080
2000-11-06,9800,9700,193490,14.17,-28840,-19650,50160
2000-11-07,9700,9900,622000,14.46,122600,-162360,30840
2000-11-08,10000,9790,139480,14.3,-7280,2690,-740
2000-11-09,9600,10200,215110,14.9,-78960,53970,26660
2000-11-10,9800,10800,910430,15.78,-178280,14330,136390
2000-11-13,10800,10450,323020,15.26,21930,880,-2600
2000-11-14,10650,10650,446690,15.55,-11480,113460,-103550
2000-11-15,10800,10550,609960,15.41,-950,113210,-133970
2000-11-16,10300,10900,253770,15.92,-106180,47370,58290
2000-11-17,10500,10750,203190,15.7,15410,-8790,-6100
2000-11-20,10400,10500,117610,15.34,-13330,41910,-4510
2000-11-21,10400,10400,371580,15.19,22240,26190,-82270
2000-11-22,10200,10200,149970,14.9,-32730,9600,23370
2000-11-23,10050,10700,411840,15.63,-12500,3630,190
2000-11-24,10700,10700,212000,15.63,-32870,75690,-44080
2000-11-27,10800,11000,315190,16.07,-40600,-28920,73000
2000-11-28,10900,10500,143570,15.34,-9950,8470,0
2000-11-29,10300,10700,168250,15.63,-22160,-60520,89710
2000-11-30,10700,10800,217500,15.78,11690,-22050,30960
2000-12-01,10400,10400,327610,15.19,38560,71570,-92430
2000-12-04,10200,10000,561010,14.61,71230,272350,-356350
2000-12-05,10200,10600,284850,15.48,-61120,60830,0
2000-12-06,11200,10700,619520,15.63,-128930,-90920,223100
2000-12-07,10950,10800,182350,15.78,-70740,-24540,98000
2000-12-08,10850,10800,97360,15.78,-29390,7590,24950
2000-12-11,11000,11000,197110,16.07,-11680,-69210,82250
2000-12-12,11000,10950,254160,15.99,-7370,-109810,119620
2000-12-13,10700,10800,213410,15.78,55370,-2410,-60640
2000-12-14,10600,10600,420310,15.48,75550,-99110,26100
2000-12-15,10600,10500,279820,15.34,-980,-6580,32900
2000-12-18,10600,10800,185130,15.78,-41080,4520,36830
2000-12-19,11000,10900,191310,15.92,-20920,-58500,79660
2000-12-20,10700,10100,405940,14.75,125030,-13270,-111090
2000-12-21,9800,9600,449630,14.02,56540,25840,-82740
2000-12-22,10000,9600,340300,14.02,-17650,87870,-68730
2000-12-26,9700,9950,327540,14.53,22070,-34800,25000
2001-01-02,9850,10050,201270,8.27,-2910,-59440,60520
2001-01-03,9700,10100,261750,8.31,43610,-72390,11400
2001-01-04,10700,10700,617530,8.8,-150820,-9390,49840
2001-01-05,10700,11300,609080,9.3,-182080,-21710,203920
2001-01-08,11050,11900,769550,9.79,-89990,-115500,183560
2001-01-09,11900,11900,298660,9.79,-58340,68630,-15300
2001-01-10,11900,11300,379530,9.3,24880,-48930,52510
2001-01-11,11300,11100,356130,9.13,39560,-30900,-1890
2001-01-12,11700,11950,584330,9.83,-123710,62230,-20350
2001-01-15,12000,12000,624140,9.87,-67080,82480,-11090
2001-01-16,12200,11950,277420,9.83,-107720,-40660,71540
2001-01-17,11950,11450,195280,9.42,23470,-160,-7000
2001-01-18,11600,11750,230500,9.67,-60800,11900,45990
2001-01-19,12100,13000,1347700,10.69,-124900,-217710,418320
2001-01-22,13500,13550,893180,11.15,-144670,-67870,230660
2001-01-26,14000,12800,366120,10.53,-37070,-158240,198020
2001-01-29,12800,13500,307950,11.11,-12670,-38470,110000
2001-01-30,13400,13000,567370,10.69,50000,61130,-66510
2001-01-31,13100,13500,508350,11.11,-140540,-118150,295590
2001-02-01,13500,13400,263640,11.02,-35480,53510,-18870
2001-02-02,13000,13200,221790,10.86,-9380,-41170,54500
2001-02-05,13000,12550,287130,10.32,-7680,2880,16040
2001-02-06,12550,12800,194380,10.53,-35380,75620,-54850
2001-02-07,12800,12600,194150,10.37,14470,10970,-26350
2001-02-08,12400,12600,404480,10.37,21370,214880,-253490
2001-02-09,12600,12650,233690,10.41,-41620,48390,-12100
2001-02-12,12400,12250,482680,10.08,147840,83360,-221690
2001-02-13,12250,12400,290370,10.2,-47470,22890,29240
2001-02-14,12500,12950,394340,10.65,-138470,-19240,154890
2001-02-15,13300,12700,162390,10.45,-24180,-13360,36470
2001-02-16,12300,12500,445870,10.28,4950,-26150,22600
2001-02-19,12400,12000,743020,9.87,259110,-126930,-110040
2001-02-20,11850,12250,384160,10.08,-6210,30650,-25250
2001-02-21,12000,11950,324910,9.83,-107990,125370,-20200
2001-02-22,11800,12500,386580,10.28,-38660,-86560,24540
2001-02-23,12150,12000,143900,9.87,-21620,-12220,21580
2001-02-26,12050,11700,207880,9.62,26540,4640,-45910
2001-02-27,11750,11600,223930,9.54,18970,83770,-100390
2001-02-28,11400,11500,180200,9.46,34570,-4050,-30860
2001-03-02,11200,10550,933330,8.68,153610,488860,-639340
2001-03-05,10000,10650,275650,8.76,-15000,101240,-84860
2001-03-06,10950,11300,508000,9.3,-53630,-18710,67260
2001-03-07,11300,11150,358230,9.17,50110,32040,-103830
2001-03-08,11250,11300,164830,9.3,6500,23540,-31900
2001-03-09,11300,10950,189450,9.01,38300,59540,-91940
2001-03-12,10900,10950,126300,9.01,-50210,42820,6660
2001-03-13,10550,10900,110790,8.97,-39160,53820,-15000
2001-03-14,11100,10950,165730,9.01,52330,-10320,-51250
2001-03-15,10650,10950,175970,9.01,-38260,52570,-14950
2001-03-16,11000,10950,138270,9.01,-10470,68750,-78510
2001-03-19,10900,11150,104270,9.17,-69290,49710,6500
2001-03-20,11150,11150,92210,9.17,-11200,27800,-18300
2001-03-21,11000,11100,99230,9.13,-14360,63110,-49170
2001-03-22,11000,10950,51470,9.01,-8820,7830,-310
2001-03-23,10900,11100,142730,9.13,-14710,5200,28560
2001-03-26,11200,11200,158300,9.21,-27740,18290,7320
2001-03-27,11200,10750,159800,8.84,14830,12470,-28490
2001-03-28,11000,11000,318190,9.05,13560,-87800,59140
2001-03-29,10800,10650,237970,8.76,37940,53630,-85850
2001-03-30,10650,10600,145280,8.72,-74640,81930,-9480
2001-04-02,10600,10450,164560,8.6,21040,4490,-27630
2001-04-03,10400,9980,410800,8.21,70180,-88780,17850
2001-04-04,9950,9750,270310,8.02,79660,-101840,14400
2001-04-06,10100,9900,455550,8.14,68530,23910,-109490
2001-04-09,9700,9450,139160,7.77,18320,-13280,-4870
2001-04-10,9550,8990,304710,7.4,88940,-77740,-11150
2001-04-11,9400,9170,436430,7.54,71950,-256550,179730
2001-04-12,9400,9590,688570,7.89,148670,31320,-175240
2001-04-13,9650,9420,237100,7.75,-32610,15960,19480
2001-04-16,9490,9530,227010,7.84,36290,11480,-45750
2001-04-17,9410,9300,186850,7.65,78290,-12990,-76560
2001-04-18,9450,9800,524170,8.06,16920,24790,-50830
2001-04-19,10500,9960,728050,8.19,120770,-202810,88700
2001-04-20,9830,10000,538870,8.23,20170,78420,-99020
2001-04-23,10000,10000,312800,8.23,-73330,40470,37690
2001-04-24,9950,10000,230080,8.23,-50060,72770,-22400
2001-04-25,9900,9980,211760,8.21,19750,48480,-77080
2001-04-26,10000,10200,449540,8.39,-91700,43990,59750
2001-04-27,10100,9850,435530,8.1,41270,17820,-48550
2001-04-30,9850,10050,261850,8.27,-77400,53120,21810
2001-05-02,10350,10650,701840,8.76,-59910,-36890,80560
2001-05-03,10650,10400,248550,8.56,-34270,48500,-12340
2001-05-04,10400,10550,196310,8.68,-47850,-19670,66240
2001-05-07,10800,10700,248210,8.8,-50010,13650,43300
2001-05-08,10700,10800,244760,8.88,-41180,-17170,58340
2001-05-09,10650,10700,177720,8.8,-41400,-2880,55620
2001-05-10,10700,10700,129680,8.8,-1000,-9240,13440
2001-05-11,10800,10300,242500,8.47,118340,-50840,-64400
2001-05-14,10200,10300,306210,8.47,-100,25540,780
2001-05-15,10300,9990,376310,8.22,69470,-107860,35400
2001-05-16,10050,9950,433990,8.19,110760,-132570,30080
2001-05-17,10100,10250,495830,8.43,-48000,-21850,35000
2001-05-18,10250,10000,327750,8.23,119500,2640,-111240
2001-05-21,10200,10000,487940,8.23,91770,9840,-82030
2001-05-22,10100,10000,822310,8.23,135980,186440,-323090
2001-05-23,10200,10500,681220,8.64,-72160,42820,-24820
2001-05-24,10500,10400,294260,8.56,18520,33590,-65620
2001-05-25,10500,11000,1427860,9.05,-125580,101080,57650
2001-05-28,11000.0,11250.0,572480.0,9.26,-101370,-24550,123300
2001-05-29,11250.0,11100.0,486150.0,9.13,-62990,170340,-119360
2001-05-30,11000.0,11200.0,278720.0,9.21,19380,-19470,8880
2001-05-31,10800.0,10650.0,471220.0,8.76,75100,-46940,70680
2001-06-01,10650.0,10400.0,153450.0,8.56,21090,-9230,-8140
2001-06-04,10200.0,10500.0,140240.0,8.64,-22430,23800,1380
2001-06-05,10400.0,10250.0,175640.0,8.43,-4050,-2630,2180
2001-06-07,10400.0,10550.0,191660.0,8.68,-9830,-37190,62970
2001-06-08,10700.0,10950.0,314260.0,9.01,-91180,59190,25970
2001-06-11,10700.0,10500.0,192570.0,8.64,62230,-72710,17700
2001-06-12,10350.0,10400.0,145760.0,8.56,21890,-14550,-6800
2001-06-13,10300.0,10400.0,141640.0,8.56,57600,-31020,-4850
2001-06-14,10500.0,10300.0,434130.0,8.47,233790,-248710,28760
2001-06-15,10300.0,10250.0,303700.0,8.43,157370,-142550,-12660
2001-06-18,10250.0,10100.0,286180.0,8.31,199160,-191800,210
2001-06-19,10100.0,10100.0,227700.0,8.31,-13680,17050,-10920
2001-06-20,10100.0,9950.0,378010.0,8.19,40110,17850,-67280
2001-06-21,9850.0,9740.0,298380.0,8.01,105000,-54730,-52700
2001-06-22,9740.0,9710.0,315260.0,7.99,111090,-34560,-80360
2001-06-25,9700.0,9620.0,200680.0,7.91,23680,-48720,22800
2001-06-26,9620.0,9210.0,271160.0,7.58,41300,-69530,28250
2001-06-27,9590.0,9600.0,387240.0,7.9,73650,-122320,33960
2001-06-28,9700.0,9610.0,275740.0,7.91,91220,-92340,330
2001-06-29,9750.0,9700.0,369470.0,7.98,59590,16550,-9870
2001-07-02,9720.0,9900.0,331590.0,8.14,-84600,-14420,86390
2001-07-03,10000.0,9780.0,130760.0,8.05,-11970,-12120,25000
2001-07-04,9740.0,9630.0,255350.0,7.92,-740,-7390,-1100
2001-07-05,9500.0,9510.0,160120.0,7.82,-7670,-520,6570
2001-07-06,9400.0,9300.0,161560.0,7.65,13570,-13030,300
2001-07-09,8930.0,9000.0,193630.0,7.4,-25100,16250,4380
2001-07-10,9100.0,8990.0,196080.0,7.4,15770,-14460,-730
2001-07-11,8850.0,8710.0,164910.0,7.17,29810,-6250,-24470
2001-07-12,8910.0,8850.0,203820.0,7.28,43240,-39300,3400
2001-07-13,9000.0,8700.0,216920.0,7.16,38020,-53990,17590
2001-07-16,8850.0,8790.0,84270.0,7.23,-35870,5290,31270
2001-07-18,8800.0,8400.0,166420.0,6.91,15180,-5480,-160
2001-07-19,8100.0,7950.0,432100.0,6.54,119940,-78870,-62660
2001-07-20,7900.0,7600.0,553610.0,6.25,214670,-211060,290
2001-07-23,7410.0,7030.0,426800.0,5.78,72900,-112230,20250
2001-07-24,6860.0,7250.0,742160.0,5.96,111580,-266180,67310
2001-07-25,7320.0,7490.0,506500.0,6.16,101730,4010,-81630
2001-07-26,7700.0,8120.0,1250670.0,6.68,-268420,-69330,362360
2001-07-27,8500.0,8900.0,1985750.0,7.32,110350,-974510,966120
2001-07-30,8880.0,8400.0,569850.0,6.91,72810,-201080,170660
2001-07-31,8480.0,8440.0,262490.0,6.94,-35850,-34150,70000
2001-08-01,8570.0,8700.0,370150.0,7.16,-86580,27560,62550
2001-08-02,8860.0,9190.0,591800.0,7.56,-239090,69560,193360
2001-08-03,9020.0,9250.0,229170.0,7.61,-122420,49910,75260
2001-08-06,9300.0,9220.0,160000.0,7.59,-63770,20980,37530
2001-08-07,9100.0,9200.0,259530.0,7.57,-43700,-9520,52560
2001-08-08,9330.0,8890.0,237420.0,7.31,-380,-24070,33640
2001-08-09,8550.0,8700.0,147010.0,7.16,-13310,16630,-150
2001-08-10,8950.0,8780.0,166570.0,7.22,-8870,-220,6280
2001-08-13,8790.0,8780.0,290610.0,7.22,4570,-15830,18520
2001-08-14,8860.0,9260.0,316500.0,7.62,-107200,15640,89600
2001-08-16,9020.0,9430.0,363730.0,7.76,-66340,-65660,156990
2001-08-17,9490.0,9300.0,201290.0,7.65,-40790,-13090,54530
2001-08-20,9300.0,9150.0,264560.0,7.53,3820,38790,-42350
2001-08-21,9020.0,9100.0,197420.0,7.49,-3760,49550,-46230
2001-08-22,9050.0,9200.0,132120.0,7.57,-83680,51210,29120
2001-08-23,9250.0,9280.0,90410.0,7.63,-30080,6430,23310
2001-08-24,9010.0,9200.0,129320.0,7.57,-43320,16350,-17960
2001-08-27,9220.0,9850.0,604760.0,8.1,-212070,123900,62710
2001-08-28,9800.0,9870.0,332590.0,8.12,-138190,112860,26000
2001-08-29,9750.0,9820.0,287060.0,8.08,-95790,76020,42600
2001-08-30,9780.0,9950.0,291710.0,8.19,-88410,52860,38550
2001-08-31,9750.0,9800.0,431490.0,8.06,-118900,-85560,201060
2001-09-03,9750.0,9560.0,197140.0,7.86,-39100,51740,-13260
2001-09-04,9560.0,9560.0,261940.0,7.86,15910,33390,-48460
2001-09-05,9420.0,9500.0,200660.0,7.81,-16290,86210,-62970
2001-09-06,9410.0,9850.0,167580.0,8.1,-80310,13570,77700
2001-09-07,9850.0,10200.0,287790.0,8.39,-129750,-27440,158370
2001-09-10,10150.0,10100.0,296610.0,8.31,-58450,-46220,94840
2001-09-11,10300.0,10000.0,554320.0,8.23,-57900,-283000,340900
2001-09-12,8500.0,8800.0,345710.0,7.24,-152230,77190,65130
2001-09-13,8790.0,8830.0,473990.0,7.26,142160,41970,-184490
2001-09-14,8700.0,8700.0,435810.0,7.16,-154680,270730,-92650
2001-09-17,8420.0,8300.0,189530.0,6.83,-62850,105810,-44080
2001-09-18,8400.0,8500.0,322450.0,6.99,58270,169400,-227970
2001-09-19,7610.0,8330.0,184060.0,6.85,-880,104050,-103700
2001-09-20,8300.0,8120.0,370900.0,6.68,-3120,238640,-231450
2001-09-21,7950.0,8100.0,121010.0,6.66,-42420,22890,-10470
2001-09-24,7990.0,7900.0,503570.0,6.5,188710,137850,-326020
2001-09-25,8080.0,7650.0,343390.0,6.29,51040,-13300,-38360
2001-09-26,7600.0,7500.0,344350.0,6.17,50250,108030,-158840
2001-09-27,7490.0,8050.0,289870.0,6.62,-100280,43610,56840
2001-09-28,8160.0,8400.0,379140.0,6.91,-128580,75860,49520
2001-10-04,9500.0,8650.0,477710.0,7.12,221870,-143090,-72300
2001-10-05,8750.0,8900.0,247830.0,7.32,-77400,56910,20490
2001-10-08,8800.0,8670.0,120750.0,7.13,-18720,53450,-34830
2001-10-09,8690.0,8850.0,270100.0,7.28,58760,-5160,-53600
2001-10-10,9170.0,9300.0,828770.0,7.65,-170280,-297250,469530
2001-10-11,9700.0,10000.0,1584560.0,8.23,-253170,-530490,781360
2001-10-12,10500.0,10000.0,583080.0,8.23,-139000,-227630,366390
2001-10-15,10300.0,9930.0,158580.0,8.17,13590,-25870,11470
2001-10-16,10200.0,10300.0,444150.0,8.47,-144640,-49270,195710
2001-10-17,10500.0,10550.0,401720.0,8.68,-69020,-21770,102700
