Symbol,대덕전자_시가(원),대덕전자_종가(원),대덕전자_거래량(주),대덕전자_PER(IFRS-연결),대덕전자_순매수수량(개인)(주),대덕전자_순매수수량(기관계)(주),대덕전자_순매수수량(외국인계)(주)
2003-03-20,8200.0,8400.0,716696.0,13.37,126618,-173893,1415
2003-03-21,8450.0,8260.0,395901.0,13.15,132591,-150181,0
2003-03-24,8330.0,8000.0,356240.0,12.73,64030,-77700,-330
2003-03-25,7600.0,7710.0,166080.0,12.27,-79730,86230,-6840
2003-03-26,7960.0,7680.0,232270.0,12.22,19640,-76120,56350
2003-03-27,7490.0,7480.0,280505.0,11.9,140130,-151740,11720
2003-03-28,7510.0,7710.0,268710.0,12.27,60860,-81000,20140
2003-03-31,7540.0,7400.0,193040.0,11.78,-3140,-1530,4090
2003-04-01,7450.0,7950.0,708310.0,12.65,136210,-95580,-630
2003-04-02,8000.0,7800.0,351630.0,12.41,7940,41870,-49640
2003-04-03,7950.0,7600.0,550103.0,12.1,-37193,39253,-38070
2003-04-04,7510.0,7790.0,335915.0,12.4,13416,-89836,53590
2003-04-07,7900.0,8250.0,919277.0,13.13,178884,-10864,-153970
2003-04-08,8250.0,8240.0,539296.0,13.11,-245935,70605,15310
2003-04-09,8240.0,8200.0,356690.0,13.05,-79960,-73280,17550
2003-04-10,8200.0,8350.0,465410.0,13.29,-94479,-67789,49028
2003-04-11,8350.0,8300.0,532629.0,13.21,30439,-174279,9190
2003-04-14,8310.0,8450.0,207030.0,13.45,-66440,37520,28400
2003-04-15,8580.0,8500.0,361669.0,13.53,62910,-76060,23010
2003-04-16,8650.0,8690.0,372246.0,13.83,-7378,-10754,18542
2003-04-17,8690.0,8650.0,439910.0,13.77,37230,-204580,32230
2003-04-18,8800.0,9180.0,344473.0,14.61,-102635,96745,1730
2003-04-21,9160.0,9080.0,482755.0,14.45,-27315,-69115,2330
2003-04-22,9000.0,8700.0,439964.0,13.85,45980,-221710,44300
2003-04-23,8810.0,8400.0,549730.0,13.37,161654,-149590,-150104
2003-04-24,8400.0,8200.0,443342.0,13.05,-1148,-79431,-106921
2003-04-25,8190.0,7990.0,577395.0,12.72,-55210,42590,-150940
2003-04-28,7850.0,8190.0,141983.0,13.03,-45055,28155,19860
2003-04-29,8250.0,8500.0,201390.0,13.53,-65820,60760,13050
2003-04-30,8560.0,8460.0,209927.0,13.46,-25330,-17870,57760
2003-05-02,8500.0,8850.0,683780.0,14.08,-57030,-58870,113000
2003-05-06,8990.0,8990.0,478640.0,14.31,-111750,97650,14320
2003-05-07,9020.0,9310.0,864017.0,14.82,-311840,254740,90840
2003-05-09,9160.0,9310.0,387420.0,14.82,-80740,93850,-7210
2003-05-12,9320.0,9300.0,400244.0,14.8,-105824,102224,20050
2003-05-13,9350.0,9100.0,295266.0,14.48,-49542,38936,-444
2003-05-14,8930.0,8850.0,214139.0,14.08,110200,-55910,-58000
2003-05-15,8990.0,8940.0,394658.0,14.23,135972,-33232,-112490
2003-05-16,8940.0,8800.0,286130.0,14.01,-13008,-17802,100
2003-05-19,8620.0,8400.0,247170.0,13.37,49440,-32140,0
2003-05-20,8200.0,8400.0,435601.0,13.37,89551,24489,-165720
2003-05-21,8410.0,8400.0,207470.0,13.37,39970,-41890,1100
2003-05-22,8330.0,8500.0,227420.0,13.53,-41170,44410,-4150
2003-05-23,8510.0,8740.0,177040.0,13.91,-31540,28030,-1420
2003-05-26,8740.0,8700.0,250964.0,13.85,-18434,10814,20
2003-05-27,8730.0,8620.0,182390.0,13.72,-30810,43360,980
2003-05-28,8700.0,8500.0,324060.0,13.53,68776,-57316,1880
2003-05-29,8420.0,8480.0,364284.0,13.5,48704,-63940,1246
2003-05-30,8480.0,8610.0,366203.0,13.7,-15267,-1300,35347
2003-06-02,8830.0,9550.0,1468073.0,15.2,-424094,429374,11440
2003-06-03,9380.0,9700.0,927110.0,15.44,-114646,46226,227460
2003-06-04,9800.0,9500.0,637350.0,15.12,-118830,91220,-50010
2003-06-05,9640.0,9390.0,405078.0,14.94,-96050,147870,-82950
2003-06-09,9300.0,9420.0,291070.0,14.99,-23400,-30550,-930
2003-06-10,9200.0,9530.0,356200.0,15.17,-170420,173500,-2120
2003-06-11,9530.0,9520.0,292971.0,15.15,-14456,5966,-1610
2003-06-12,9830.0,9840.0,920334.0,15.66,51136,-64256,35660
2003-06-13,9840.0,9670.0,506964.0,15.39,130891,-152981,0
2003-06-16,9640.0,9320.0,506010.0,14.83,179516,-223156,21420
2003-06-17,9520.0,9320.0,585765.0,14.83,106780,-103420,-8330
2003-06-18,9400.0,9300.0,468816.0,14.8,42571,-42561,0
2003-06-19,9260.0,9800.0,681370.0,15.6,-222718,214237,48301
2003-06-20,9650.0,9770.0,318600.0,15.55,-3060,-19570,46600
2003-06-23,9650.0,9470.0,242217.0,15.07,-36700,33440,0
2003-06-24,9220.0,9340.0,328380.0,14.86,25600,1920,-27700
2003-06-25,9270.0,9420.0,152492.0,14.99,-16970,16930,300
2003-06-26,9230.0,9390.0,230690.0,14.94,-34070,35290,-1500
2003-06-27,9450.0,10000.0,937875.0,15.91,-240273,78410,130263
2003-06-30,9950.0,10350.0,579090.0,16.47,-127021,-78849,200250
2003-07-01,10350.0,10400.0,507440.0,16.55,-76071,23291,114880
2003-07-02,10500.0,10350.0,779314.0,16.47,-49097,213947,-126950
2003-07-03,10550.0,9990.0,736876.0,15.9,-102700,190170,-63420
2003-07-04,9990.0,9990.0,660060.0,15.9,243030,-3880,-128540
2003-07-07,10000.0,10600.0,1885773.0,16.87,-66040,314430,14790
2003-07-08,11000.0,10850.0,1640462.0,17.27,-164442,-89660,120072
2003-07-09,10800.0,10650.0,415170.0,16.95,16160,38580,31150
2003-07-10,10600.0,10500.0,464470.0,16.71,135120,-48780,-85130
2003-07-11,10200.0,10550.0,469921.0,16.79,-210,-25430,33650
2003-07-14,10550.0,10650.0,616468.0,16.95,69994,-38964,-1650
2003-07-15,10800.0,10400.0,599810.0,16.55,40400,-251600,196950
2003-07-16,10550.0,10350.0,311790.0,16.47,64260,-47520,-2480
2003-07-18,10000.0,9900.0,425460.0,15.76,35808,-55988,-18650
2003-07-21,9950.0,9650.0,379654.0,15.36,63490,950,-71000
2003-07-22,9500.0,9600.0,380405.0,15.28,48834,-94754,59400
2003-07-23,9660.0,9650.0,372060.0,15.36,-40360,85440,0
2003-07-24,9510.0,9750.0,352660.0,15.52,-12040,-37650,-4000
2003-07-25,9660.0,9750.0,418530.0,15.52,-18300,99680,-76700
2003-07-28,9860.0,9950.0,278590.0,15.84,-13698,16080,2728
2003-07-29,9980.0,10300.0,343050.0,16.39,-119000,113830,4550
2003-07-30,10300.0,9900.0,461980.0,15.76,57676,58324,-124000
2003-07-31,9850.0,9690.0,268350.0,15.42,55420,17120,-51540
2003-08-01,9720.0,9760.0,200728.0,15.53,45950,-54700,2150
2003-08-04,9560.0,9520.0,268030.0,15.15,9060,7770,-19830
2003-08-05,9460.0,9320.0,335884.0,14.83,103964,-35814,-68730
2003-08-06,9200.0,9190.0,417374.0,14.63,132330,-90360,47430
2003-08-07,9200.0,9180.0,313689.0,14.61,133358,-127268,-90
2003-08-08,9050.0,9070.0,259112.0,14.43,108710,-17400,-91310
2003-08-11,9000.0,8850.0,247040.0,14.08,47370,23190,-76370
2003-08-12,8950.0,8750.0,493278.0,13.93,246910,-232830,-14580
2003-08-13,8780.0,8890.0,563350.0,14.15,192247,-48337,-130910
2003-08-14,8890.0,9100.0,695896.0,14.48,14484,-109074,87920
2003-08-18,9150.0,9170.0,992445.0,14.59,123699,-166999,141420
2003-08-19,9370.0,9990.0,1735440.0,15.9,-337860,39190,301570
2003-08-20,10050.0,9720.0,689650.0,15.47,-118580,21870,93110
2003-08-21,9800.0,10200.0,1439792.0,16.23,-306080,238670,171160
2003-08-22,10250.0,10000.0,419410.0,15.91,-38361,6341,22510
2003-08-25,10000.0,10300.0,481109.0,16.39,-114365,34935,52070
2003-08-26,10150.0,9980.0,233685.0,15.88,-20650,18500,-2270
2003-08-27,9980.0,10350.0,458839.0,16.47,-58910,51600,-2270
2003-08-28,10350.0,10700.0,1676230.0,17.03,-184048,-183562,398370
2003-08-29,10900.0,11400.0,1347940.0,18.14,-499618,-63962,560300
2003-09-01,11650.0,11550.0,1146591.0,18.38,-130137,-340983,438550
2003-09-02,11700.0,11600.0,577673.0,18.46,-170280,55360,110550
2003-09-03,11700.0,12050.0,1824147.0,19.18,-225186,-305434,652040
2003-09-04,12050.0,11700.0,648900.0,18.62,-113940,-136690,246910
2003-09-05,11700.0,11700.0,493846.0,18.62,-54438,-140372,223850
2003-09-08,11500.0,11950.0,368950.0,19.02,-146240,-52370,194130
2003-09-09,12050.0,11950.0,396080.0,19.02,-89160,27780,29040
2003-09-15,11700.0,11550.0,192750.0,18.38,-56880,58990,-3430
2003-09-16,11400.0,11550.0,279241.0,18.38,3339,21291,-11990
2003-09-17,11700.0,11650.0,201178.0,18.54,-39770,3900,24470
2003-09-18,11500.0,11200.0,268353.0,17.82,10820,22450,7540
2003-09-19,11250.0,10600.0,307694.0,16.87,-2790,-8890,14550
2003-09-22,10700.0,10350.0,430660.0,16.47,-3020,-34580,58630
2003-09-23,10350.0,10650.0,605740.0,16.95,82980,-157140,113250
2003-09-24,10650.0,10750.0,477968.0,17.11,3135,-73855,118220
2003-09-25,10300.0,10600.0,434338.0,16.87,-28762,-38828,75420
2003-09-26,10400.0,10400.0,289788.0,16.55,-42058,44008,-510
2003-09-29,10300.0,10350.0,168930.0,16.47,-27630,45230,-18200
2003-09-30,10350.0,10850.0,342870.0,17.27,-101408,33828,70570
2003-10-01,10550.0,11000.0,341164.0,17.51,37784,-40714,29920
2003-10-02,11200.0,11000.0,582330.0,17.51,67890,-51770,-46660
2003-10-06,11000.0,11300.0,670370.0,17.98,-187860,-226910,419470
2003-10-07,11300.0,11150.0,331570.0,17.75,-72400,-90810,166770
2003-10-08,11350.0,11500.0,426062.0,18.3,-164682,-133359,305740
2003-10-09,11500.0,11600.0,278780.0,18.46,-77800,51630,41650
2003-10-10,11450.0,11500.0,342520.0,18.3,7337,-4937,-1530
2003-10-13,11450.0,11100.0,289760.0,17.67,40824,30136,-62480
2003-10-14,11150.0,11150.0,338930.0,17.75,23106,-30666,15370
2003-10-15,11250.0,10700.0,283779.0,17.03,63873,-58253,0
2003-10-16,10750.0,11000.0,390712.0,17.51,57770,-110030,47600
2003-10-17,11000.0,11400.0,871341.0,18.14,-34713,-82927,116520
2003-10-20,11400.0,11750.0,425300.0,18.7,-91532,49872,49480
2003-10-21,11850.0,11600.0,297490.0,18.46,23858,-49908,27490
2003-10-22,11650.0,11250.0,268440.0,17.9,40649,-64819,25920
2003-10-23,11000.0,10900.0,453530.0,17.35,63390,37330,-69760
2003-10-24,10750.0,10600.0,299760.0,16.87,101347,-99777,0
2003-10-27,10600.0,10600.0,313637.0,16.87,128350,-126390,0
2003-10-28,10600.0,11050.0,459854.0,17.59,-2182,-47588,52050
2003-10-29,11350.0,10400.0,932810.0,16.55,-10603,87393,-71250
2003-10-30,10500.0,10950.0,521030.0,17.43,-18955,64325,-48800
2003-10-31,10900.0,10900.0,552030.0,17.35,-38432,-88728,136680
2003-11-03,10900.0,11050.0,359622.0,17.59,46421,-17085,-34976
2003-11-04,11200.0,11000.0,436500.0,17.51,102780,-62730,20070
2003-11-05,11050.0,11600.0,753325.0,18.46,-113461,105461,-5090
2003-11-06,11650.0,11700.0,673901.0,18.62,-54939,-4531,72400
2003-11-07,11750.0,11700.0,739719.0,18.62,-41772,21692,13470
2003-11-10,11900.0,11950.0,740433.0,19.02,-108327,9777,109680
2003-11-11,11850.0,12200.0,521684.0,19.42,-46380,-16410,69540
2003-11-12,12400.0,12500.0,1453850.0,19.89,-76416,-118704,310120
2003-11-13,12800.0,12600.0,686002.0,20.05,-143806,-24804,201330
2003-11-14,12500.0,12200.0,474491.0,19.42,-34090,45190,-8210
2003-11-17,11950.0,11850.0,401000.0,18.86,2695,-60055,36040
2003-11-18,11800.0,11750.0,567906.0,18.7,98838,-142288,35410
2003-11-19,11500.0,11400.0,548200.0,18.14,53583,-123093,58710
2003-11-20,11500.0,11450.0,229059.0,18.22,-5939,10859,0
2003-11-21,11300.0,11800.0,380946.0,18.78,-100881,10561,90160
2003-11-24,11800.0,11850.0,554361.0,18.86,61875,-116425,53000
2003-11-25,12100.0,11800.0,318300.0,18.78,53130,-23720,-29900
2003-11-26,11750.0,11850.0,295850.0,18.86,-28992,40872,-10130
2003-11-27,11900.0,11600.0,293620.0,18.46,18242,-20142,700
2003-11-28,11550.0,12250.0,495570.0,19.5,-105960,31559,82630
2003-12-01,12400.0,12600.0,435590.0,20.05,-88060,24870,68360
2003-12-02,12650.0,12550.0,469604.0,19.97,24271,-44061,10190
2003-12-03,12500.0,12600.0,524700.0,20.05,-2869,-24171,20690
2003-12-04,12650.0,12300.0,317254.0,19.58,1646,-1986,0
2003-12-05,12200.0,12000.0,441790.0,19.1,55100,-15540,-40300
2003-12-08,11700.0,11750.0,197009.0,18.7,-3782,-1468,0
2003-12-09,11750.0,11800.0,265695.0,18.78,40425,2355,-56210
2003-12-10,11600.0,11650.0,494360.0,18.54,252613,-151073,-104140
2003-12-11,11700.0,11400.0,474960.0,18.14,181621,-108721,-61820
2003-12-12,11650.0,11450.0,606603.0,18.22,212816,-11976,-197950
2003-12-15,11750.0,11800.0,594880.0,18.78,22558,117372,-151550
2003-12-16,11650.0,11550.0,410447.0,18.38,125486,-82846,-41180
2003-12-17,11700.0,11750.0,341291.0,18.7,1362,9408,-49330
2003-12-18,11700.0,11800.0,431300.0,18.78,63142,32508,-86330
2003-12-19,11950.0,11900.0,706193.0,18.94,58880,-90220,24280
2003-12-22,12050.0,11700.0,321170.0,18.62,-34608,-24860,61260
2003-12-23,11750.0,11350.0,340486.0,18.06,-1942,16332,-4570
2003-12-24,11300.0,10950.0,353537.0,17.43,-37782,36182,-5000
2003-12-26,10900.0,10750.0,291378.0,17.11,32882,21938,-56290
2003-12-29,10750.0,11050.0,175909.0,17.59,29819,-4559,-27630
2003-12-30,11200.0,11850.0,379630.0,18.86,-75220,150360,-73530
2004-01-02,11600.0,11450.0,321584.0,24.22,61691,-80031,-2140
2004-01-05,11450.0,11300.0,343649.0,23.9,74021,-64491,-6090
2004-01-06,11350.0,10900.0,471516.0,23.05,232517,-187727,-40120
2004-01-07,10900.0,11050.0,485033.0,23.37,96944,81506,-183150
2004-01-08,11200.0,11000.0,758680.0,23.27,218669,-185229,-50750
2004-01-09,11100.0,11350.0,556674.0,24.01,246,-84456,84610
2004-01-12,11400.0,11450.0,469474.0,24.22,-17678,-77112,150220
2004-01-13,11500.0,11500.0,382462.0,24.32,-50538,-59862,123630
2004-01-14,11500.0,11150.0,714825.0,23.58,153699,42691,-184470
2004-01-15,11250.0,11150.0,395070.0,23.58,-58161,-37629,126250
2004-01-16,11300.0,11350.0,263060.0,24.01,-46397,18327,18300
2004-01-19,11500.0,11900.0,1002380.0,25.17,-268636,164446,85890
2004-01-20,11900.0,12150.0,753690.0,25.7,-394960,7360,369820
2004-01-26,12300.0,12200.0,652323.0,25.8,-23075,-68065,93920
2004-01-27,12300.0,12200.0,640090.0,25.8,-89358,-173882,263120
2004-01-28,12300.0,12050.0,405239.0,25.49,-98531,2671,96540
2004-01-29,11900.0,11600.0,304248.0,24.53,13763,-41873,29180
2004-01-30,11650.0,12050.0,468280.0,25.49,-106168,7628,157960
2004-02-02,12000.0,12800.0,859778.0,27.07,-257171,43041,199470
2004-02-03,13000.0,13700.0,3054181.0,28.98,-899461,-274269,1196960
2004-02-04,13800.0,13800.0,1230430.0,29.19,-354410,-94350,469750
2004-02-05,13500.0,13050.0,808280.0,27.6,56587,-6797,18870
2004-02-06,12950.0,13000.0,467896.0,27.5,78274,-46444,-12850
2004-02-09,13150.0,13050.0,308728.0,27.6,16360,-40860,24670
2004-02-10,13150.0,13400.0,797485.0,28.34,37176,-171266,168250
2004-02-11,13500.0,14600.0,1323962.0,30.88,-243196,-220554,466060
2004-02-12,14700.0,14750.0,1586040.0,31.2,-202258,-269802,482770
2004-02-13,14900.0,14250.0,1125007.0,30.14,-28894,-212776,240390
2004-02-16,14000.0,13400.0,608466.0,28.34,187080,-211210,22890
2004-02-17,13450.0,13750.0,589217.0,29.08,50097,-166747,122900
2004-02-18,13950.0,13200.0,925190.0,27.92,93149,23951,-168260
2004-02-19,13350.0,13650.0,511800.0,28.87,-42292,-93858,143310
2004-02-20,13600.0,13500.0,253540.0,28.55,-67780,40790,19070
2004-02-23,13350.0,13150.0,319902.0,27.81,74512,-107592,29060
2004-02-24,13150.0,13000.0,467442.0,27.5,58140,-139660,73650
2004-02-25,13050.0,13000.0,502193.0,27.5,35634,-103734,65480
2004-02-26,13250.0,13000.0,371372.0,27.5,57032,11678,-68840
2004-02-27,12850.0,13300.0,370160.0,28.13,-101860,102560,-4020
2004-03-02,13450.0,14000.0,893713.0,29.61,-260638,-216562,490220
2004-03-03,13950.0,14000.0,455940.0,29.61,-101515,-108705,224190
2004-03-04,14050.0,14150.0,525117.0,29.93,-119563,-154047,281000
2004-03-05,14350.0,15000.0,1066498.0,31.73,-442375,-363555,832260
2004-03-08,15000.0,13900.0,622579.0,29.4,194788,-4158,-161830
2004-03-09,13800.0,14150.0,537000.0,29.93,-57656,-131866,189212
2004-03-10,13900.0,13500.0,774428.0,28.55,86958,-105078,16210
2004-03-11,13400.0,13450.0,496873.0,28.45,110245,-75515,-21400
2004-03-12,13300.0,13000.0,433540.0,27.5,-47396,-10374,51950
2004-03-15,13450.0,13450.0,536953.0,28.45,38460,-84720,49730
2004-03-16,13300.0,12950.0,246827.0,27.39,54663,-18202,-37061
2004-03-17,13000.0,12900.0,998943.0,27.28,532247,-32087,-499380
2004-03-18,13200.0,12950.0,687749.0,27.39,92117,-68687,-17560
2004-03-19,12850.0,12950.0,338625.0,27.39,64385,-3375,-55520
2004-03-22,12800.0,12600.0,259168.0,26.65,70960,-43310,-19420
2004-03-23,12450.0,13000.0,431980.0,27.5,-85550,164580,-82220
2004-03-24,12700.0,12800.0,338308.0,27.07,39396,19104,-58230
2004-03-25,12800.0,12500.0,377430.0,26.44,117943,32767,-153350
2004-03-26,12700.0,12450.0,401210.0,26.33,6838,16452,-25530
2004-03-29,12400.0,12550.0,247068.0,26.54,7308,-17988,5840
2004-03-30,12700.0,12550.0,289506.0,26.54,44370,-21470,-14750
2004-03-31,12600.0,13000.0,338051.0,27.5,-117050,-28960,152750
2004-04-01,13000.0,12900.0,175379.0,27.28,21670,-32670,14720
2004-04-02,13100.0,13400.0,529861.0,28.34,-154945,14185,137450
2004-04-06,13500.0,13850.0,522890.0,29.29,-287060,29200,271260
2004-04-07,13900.0,13850.0,744041.0,29.29,-164060,-154170,319990
2004-04-08,13800.0,13550.0,252930.0,28.66,20147,6463,-33290
2004-04-09,13600.0,13100.0,163382.0,27.71,33952,-12432,-15220
2004-04-12,13050.0,13750.0,384340.0,29.08,-186165,23815,140070
2004-04-13,13700.0,13550.0,191989.0,28.66,6042,-13662,18340
2004-04-14,13600.0,13750.0,370013.0,29.08,12634,-48754,35080
2004-04-16,13800.0,13550.0,282940.0,28.66,47549,-107149,74360
2004-04-19,13650.0,13300.0,218366.0,28.13,92623,-35356,-54900
2004-04-20,13300.0,13750.0,310100.0,29.08,-18939,11989,5440
2004-04-21,13700.0,13600.0,249450.0,28.76,-63836,17136,41170
2004-04-22,13650.0,13850.0,437884.0,29.29,-57930,-36211,103741
2004-04-23,14100.0,14150.0,541278.0,29.93,-119742,41212,80450
2004-04-26,14250.0,13650.0,306057.0,28.87,51900,4350,-51440
2004-04-27,13600.0,13550.0,143820.0,28.66,-67314,13744,50290
2004-04-28,13650.0,13300.0,260511.0,28.13,-18480,-11930,33040
2004-04-29,12950.0,11600.0,1052818.0,24.53,455170,220610,-704030
2004-04-30,11450.0,11950.0,723620.0,25.27,99960,-105430,6850
2004-05-03,11950.0,11750.0,184195.0,24.85,-31365,41975,-12680
2004-05-04,11950.0,12000.0,280231.0,25.38,-6920,-12340,21560
2004-05-06,12050.0,10800.0,914581.0,22.84,136538,45652,-192680
2004-05-07,10850.0,10900.0,695039.0,23.05,133319,49471,-191300
2004-05-10,10700.0,10700.0,315250.0,22.63,-139330,-31290,175140
2004-05-11,10400.0,10450.0,183650.0,22.1,-11360,-10010,8930
2004-05-12,10600.0,10750.0,348402.0,22.74,76952,-96932,21020
2004-05-13,10850.0,10500.0,302990.0,22.21,29720,-97230,13630
2004-05-14,10600.0,10000.0,619380.0,21.15,204690,-223300,-83230
2004-05-17,9990.0,8750.0,986460.0,18.51,243520,-9920,-367660
2004-05-18,8600.0,8780.0,1064674.0,18.57,359860,30050,-551760
2004-05-19,8900.0,9550.0,1208425.0,20.2,184995,23235,-280330
2004-05-20,9310.0,9600.0,553340.0,20.3,-156280,-22190,190660
2004-05-21,9620.0,9510.0,561346.0,20.11,74360,104750,-254380
2004-05-24,9700.0,9330.0,467960.0,19.73,211440,-98680,-125460
2004-05-25,9220.0,9000.0,390441.0,19.04,105701,-6611,-97480
2004-05-27,9180.0,8970.0,540110.0,18.97,194380,-19975,-72370
2004-05-28,9090.0,9120.0,598280.0,19.29,145700,-93090,-23200
2004-05-31,9200.0,8880.0,388880.0,18.78,101080,-33890,-59050
2004-06-01,8840.0,9180.0,568710.0,19.42,110980,4700,-119920
2004-06-02,9150.0,9150.0,372050.0,19.35,35670,-580,-60970
2004-06-03,9520.0,9330.0,1676372.0,19.73,-159400,-164430,339120
2004-06-04,9450.0,9460.0,343220.0,20.01,57711,-39791,-20340
2004-06-07,9630.0,9800.0,1017059.0,20.73,-156140,154120,-650
2004-06-08,9870.0,9620.0,361443.0,20.35,13221,-22681,10330
2004-06-09,9790.0,9540.0,287890.0,20.18,2660,28730,2060
2004-06-10,9420.0,9550.0,295503.0,20.2,29883,-62993,-3510
2004-06-11,9480.0,9070.0,279243.0,19.18,31990,-27610,-4020
2004-06-14,8850.0,8700.0,343890.0,18.4,80590,1230,-93860
2004-06-15,8640.0,8530.0,386140.0,18.04,51690,34690,-94040
2004-06-16,8440.0,8480.0,288640.0,17.94,56166,-21756,-32180
2004-06-17,8400.0,8600.0,169030.0,18.19,-14488,17518,-4600
2004-06-18,8580.0,8280.0,172629.0,17.51,72920,-39060,260
2004-06-21,8320.0,8400.0,173931.0,17.77,15209,-17399,2030
2004-06-22,8280.0,8280.0,125053.0,17.51,27890,5880,-31880
2004-06-23,8290.0,8280.0,334679.0,17.51,181080,-22250,-156300
2004-06-24,8330.0,8480.0,400854.0,17.94,132284,43076,-181570
2004-06-25,8500.0,8640.0,434460.0,18.27,134760,-32390,-112530
2004-06-28,8550.0,8510.0,176774.0,18.0,73590,-15200,-56780
2004-06-29,8500.0,8640.0,238447.0,18.27,37080,9740,-50920
2004-06-30,8720.0,9040.0,608833.0,19.12,-3050,-10030,21900
2004-07-01,9150.0,9100.0,706367.0,19.25,76660,-84010,15250
2004-07-02,8830.0,8710.0,436852.0,18.42,126930,-117790,-5050
2004-07-05,8620.0,8750.0,170887.0,18.51,-15294,18844,-2200
2004-07-06,8620.0,8600.0,196200.0,18.19,33460,19110,-37060
2004-07-07,8430.0,8430.0,331960.0,17.83,104130,-24570,-82290
2004-07-08,8400.0,8200.0,276791.0,17.34,102930,-42850,-61120
2004-07-09,8130.0,8180.0,330882.0,17.3,137890,37330,-189670
2004-07-12,8300.0,8140.0,268360.0,17.22,76280,-5520,-66620
2004-07-13,8150.0,8300.0,357304.0,17.55,41544,26500,-68104
2004-07-14,8350.0,8300.0,285544.0,17.55,-98769,90759,5650
2004-07-15,8250.0,8160.0,168940.0,17.26,2890,11830,-15820
2004-07-16,8110.0,8300.0,178687.0,17.55,9942,-3522,5580
2004-07-19,8210.0,8560.0,216800.0,18.1,-42750,-1490,42690
2004-07-20,8530.0,8350.0,119560.0,17.66,39250,-31450,-3980
2004-07-21,8460.0,8770.0,282965.0,18.55,-115290,56560,57160
2004-07-22,8520.0,8640.0,171800.0,18.27,-670,290,2440
2004-07-23,8640.0,8570.0,176107.0,18.13,-18525,7335,11590
2004-07-26,8410.0,8500.0,154810.0,17.98,-30808,35010,-5462
2004-07-27,8410.0,8550.0,207770.0,18.08,5810,5310,6900
2004-07-28,8610.0,8770.0,379802.0,18.55,-103380,102570,2290
2004-07-29,8670.0,8230.0,402567.0,17.41,110320,94200,-222250
2004-07-30,8340.0,8300.0,265130.0,17.55,30260,10050,-41670
2004-08-02,8180.0,7950.0,287852.0,16.81,67058,36260,-110750
2004-08-03,7950.0,8000.0,292101.0,16.92,21640,-52180,33140
2004-08-04,7800.0,7930.0,139210.0,16.77,-35620,16550,19650
2004-08-05,7940.0,8470.0,363994.0,17.91,-72730,34800,38430
2004-08-06,8200.0,8240.0,224846.0,17.43,30730,-5390,-27840
2004-08-09,8150.0,8290.0,167170.0,17.53,5260,40230,-46960
2004-08-10,8160.0,8320.0,140740.0,17.6,3490,-9420,12250
2004-08-11,8340.0,8350.0,388826.0,17.66,23868,27672,-75610
2004-08-12,8350.0,8480.0,331980.0,17.94,-57870,136440,-75840
2004-08-13,8480.0,8550.0,243160.0,18.08,8030,-37040,32620
2004-08-16,8690.0,8700.0,338590.0,18.4,21450,-19480,6000
2004-08-17,8780.0,8610.0,212216.0,18.21,-31394,-15976,47590
2004-08-18,8670.0,8800.0,512950.0,18.61,-6000,130240,-113400
2004-08-19,8880.0,9240.0,1214401.0,19.54,-370450,282180,-119190
2004-08-20,9180.0,9380.0,467370.0,19.84,-295990,212230,30910
2004-08-23,9490.0,9650.0,764943.0,20.41,-256800,28500,202650
2004-08-24,9740.0,9650.0,204610.0,20.41,-57787,18717,47930
2004-08-25,9650.0,9560.0,321250.0,20.22,-41120,-1690,91870
2004-08-26,9560.0,9520.0,227080.0,20.13,-20380,-32860,50610
2004-08-27,9520.0,9450.0,340494.0,19.99,-64318,-112782,96060
2004-08-30,9480.0,9740.0,381940.0,20.6,-70023,16023,47730
2004-08-31,9830.0,9660.0,485532.0,20.43,-35628,-19752,75530
2004-09-01,9700.0,9830.0,451537.0,20.79,-71725,5945,18530
2004-09-02,9900.0,9500.0,412056.0,20.09,152637,-80867,-68630
2004-09-03,9500.0,9050.0,697316.0,19.14,270728,-38210,-201900
2004-09-06,9060.0,9170.0,268541.0,19.39,5680,28990,5030
2004-09-07,9160.0,9050.0,235630.0,19.14,41490,-49780,12170
2004-09-08,9060.0,8860.0,434132.0,18.74,165911,-170111,16000
2004-09-09,8950.0,9380.0,688650.0,19.84,-53890,-149440,232130
2004-09-10,9510.0,9660.0,677320.0,20.43,-108880,-60060,163820
2004-09-13,9730.0,9660.0,632770.0,20.43,30620,19040,24540
2004-09-14,9700.0,9820.0,826830.0,20.77,-138850,-98350,321590
2004-09-15,9670.0,9560.0,243210.0,20.22,44500,-1600,-43810
2004-09-16,9460.0,9520.0,168470.0,20.13,-51500,53200,-5070
2004-09-17,9520.0,9380.0,189275.0,19.84,14853,-16873,-2200
2004-09-20,9300.0,9420.0,197191.0,19.92,11520,22070,-31830
2004-09-21,9520.0,9570.0,269260.0,20.24,-13780,59520,-46030
2004-09-22,9570.0,9320.0,226450.0,19.71,51040,-34050,-21930
2004-09-23,9160.0,9190.0,142845.0,19.44,29240,-10590,-18770
2004-09-24,9150.0,8910.0,562360.0,18.84,374390,-191740,-183990
2004-09-30,9070.0,8960.0,236890.0,18.95,57110,-82580,26070
2004-10-01,8920.0,9040.0,237700.0,19.12,82800,16570,-98990
2004-10-04,9100.0,9180.0,529966.0,19.42,200860,33960,-234440
2004-10-05,9210.0,9000.0,524235.0,19.04,223281,-3811,-219470
