Symbol,팜스코_시가(원),팜스코_종가(원),팜스코_거래량(주),팜스코_PER(IFRS-연결),팜스코_순매수수량(개인)(주),팜스코_순매수수량(기관계)(주),팜스코_순매수수량(외국인계)(주)
2014-03-20,11900.0,12200.0,847832.0,46.41,-6650,-163330,-3740
2014-03-21,12400.0,12100.0,1765629.0,46.03,100180,-101470,-1180
2014-03-24,12050.0,12000.0,109851.0,45.65,20399,-2709,-40890
2014-03-25,12150.0,11950.0,127086.0,45.46,15220,-5550,-18010
2014-03-26,11950.0,11850.0,42791.0,45.08,-2958,21468,-9490
2014-03-27,11800.0,12150.0,74762.0,46.22,-18138,34138,-11130
2014-03-28,12050.0,12650.0,212247.0,48.12,12758,-24748,7310
2014-03-31,12650.0,12450.0,175110.0,47.36,20420,9700,-23430
2014-04-01,12450.0,12300.0,115921.0,46.79,21990,-12000,-2810
2014-04-02,12300.0,12300.0,81981.0,46.79,6538,-7708,3280
2014-04-03,12600.0,12300.0,338578.0,46.79,41039,-46659,9940
2014-04-04,12550.0,12950.0,130715.0,49.26,-19881,6511,28370
2014-04-07,12950.0,12700.0,75039.0,48.31,8843,-6013,-10720
2014-04-08,12650.0,12700.0,40920.0,48.31,4860,-5140,280
2014-04-09,12650.0,12600.0,86060.0,47.93,35510,-42570,7060
2014-04-10,12450.0,12800.0,90118.0,48.69,-27021,13291,13730
2014-04-11,12550.0,12700.0,89236.0,48.31,36080,-31750,-4290
2014-04-14,12550.0,12650.0,112670.0,48.12,25546,-28666,3120
2014-04-15,12550.0,12400.0,66629.0,47.17,9931,-11291,1330
2014-04-16,12300.0,12500.0,80796.0,47.55,7911,-3861,-3150
2014-04-17,12400.0,12000.0,86986.0,45.65,57645,-51135,-6510
2014-04-18,12000.0,12100.0,39540.0,46.03,5860,-13280,7320
2014-04-21,12100.0,12000.0,46655.0,45.65,-1780,-720,2500
2014-04-22,12000.0,12300.0,85110.0,46.79,-45287,35697,9590
2014-04-23,12400.0,12300.0,82632.0,46.79,-27934,23919,4111
2014-04-24,12200.0,12200.0,131990.0,46.41,-13070,15100,-8560
2014-04-25,12100.0,12200.0,31367.0,46.41,-3732,7092,-1860
2014-04-28,12300.0,12550.0,51000.0,47.74,-23450,29010,-5560
2014-04-29,12450.0,12550.0,75990.0,47.74,-25920,35880,-9960
2014-04-30,12500.0,13000.0,153859.0,49.45,-32780,27150,8130
2014-05-02,13050.0,13300.0,107494.0,50.6,-6290,3340,-7130
2014-05-07,13300.0,13050.0,72932.0,49.64,-3803,1643,-750
2014-05-08,13300.0,12850.0,93938.0,48.88,9924,-14831,8087
2014-05-09,12900.0,13200.0,106155.0,50.21,-43390,13730,27560
2014-05-12,13250.0,13650.0,185075.0,51.93,-34294,26674,9820
2014-05-13,13550.0,13600.0,153003.0,51.74,-23200,29210,-5530
2014-05-14,13650.0,13550.0,117254.0,51.55,27847,-26117,870
2014-05-15,13550.0,14350.0,335389.0,54.59,-124790,141870,-17430
2014-05-16,14350.0,13950.0,163965.0,53.07,41627,-27417,-14210
2014-05-19,13950.0,13900.0,63175.0,52.88,1565,3145,-3560
2014-05-20,13900.0,13800.0,56843.0,52.5,1000,-3348,2388
2014-05-21,13750.0,13800.0,36032.0,52.5,7680,-9310,1630
2014-05-22,13900.0,13900.0,61741.0,52.88,8961,-13281,5320
2014-05-23,13950.0,13900.0,97770.0,52.88,-4389,6949,-3070
2014-05-26,14100.0,13800.0,65849.0,52.5,-7212,5852,1360
2014-05-27,13850.0,14150.0,69627.0,53.83,-18353,11593,1770
2014-05-28,14300.0,14500.0,165086.0,55.16,1959,-2713,664
2014-05-29,14500.0,14100.0,73064.0,53.64,23558,-21430,-818
2014-05-30,14050.0,14200.0,129100.0,54.02,-7019,-22160,27839
2014-06-02,14200.0,14500.0,90324.0,55.16,-29939,37666,-10067
2014-06-03,14500.0,14150.0,61235.0,53.83,25281,-18908,-6373
2014-06-05,13800.0,14000.0,121008.0,53.26,30499,-43827,12329
2014-06-09,14000.0,13500.0,78540.0,51.36,46641,-29547,-7094
2014-06-10,13600.0,13250.0,112993.0,50.41,43317,-50727,7410
2014-06-11,13250.0,13300.0,75299.0,50.6,-22908,6201,16707
2014-06-12,13250.0,13300.0,59725.0,50.6,22554,-20026,5432
2014-06-13,13300.0,13450.0,77182.0,51.17,-9841,6991,8161
2014-06-16,13600.0,13150.0,51201.0,50.02,3006,2334,-5340
2014-06-17,13250.0,13550.0,61934.0,51.55,-23285,21102,2183
2014-06-18,13600.0,13450.0,46118.0,51.17,5491,1391,-6882
2014-06-19,13450.0,13350.0,26413.0,50.79,7363,-4723,-2640
2014-06-20,13600.0,13300.0,38561.0,50.6,3604,-3517,-87
2014-06-23,13300.0,13400.0,39301.0,50.98,12569,-5043,-8660
2014-06-24,13550.0,13200.0,51596.0,50.21,19461,-11352,-8109
2014-06-25,13200.0,13650.0,109960.0,51.93,-24313,35730,-3403
2014-06-26,13650.0,13700.0,37771.0,52.12,-4097,6878,-2781
2014-06-27,13700.0,13900.0,33043.0,52.88,-13452,17619,-7880
2014-06-30,13850.0,13850.0,14338.0,52.69,-2952,4881,-1853
2014-07-01,13950.0,13750.0,46563.0,52.31,1339,-3041,1432
2014-07-02,13850.0,14600.0,182812.0,55.54,-47249,42078,4623
2014-07-03,14850.0,14750.0,152633.0,56.11,-37611,31965,710
2014-07-04,14900.0,15150.0,190165.0,57.63,-22000,-9102,10922
2014-07-07,15250.0,15150.0,139777.0,57.63,7690,-15373,13853
2014-07-08,15150.0,15400.0,98306.0,58.58,10662,-15647,4985
2014-07-09,15400.0,15200.0,91399.0,57.82,26237,-25329,-1873
2014-07-10,15050.0,14900.0,63183.0,56.68,952,-4249,6345
2014-07-11,14800.0,15800.0,147447.0,60.11,-43039,28349,5852
2014-07-14,15900.0,15500.0,101938.0,58.96,40858,-42167,535
2014-07-15,15600.0,14800.0,159358.0,56.3,18031,-8463,-2709
2014-07-16,14750.0,14900.0,162390.0,56.68,-6111,4415,5640
2014-07-17,15100.0,15000.0,115995.0,57.06,1928,8613,-10274
2014-07-18,14750.0,14800.0,105615.0,56.3,6623,-5980,-265
2014-07-21,14700.0,15000.0,82566.0,57.06,11665,-7097,-4521
2014-07-22,14850.0,15250.0,116813.0,58.01,-64588,62558,-3838
2014-07-23,15350.0,15700.0,220724.0,59.73,-50639,55550,-5170
2014-07-24,15450.0,15000.0,293512.0,57.06,10226,41466,-18100
2014-07-25,15000.0,15000.0,50994.0,57.06,-2524,7620,-5096
2014-07-28,14850.0,14650.0,98090.0,55.73,-14133,22436,-7643
2014-07-29,14450.0,14400.0,150456.0,54.78,-22286,27914,-5190
2014-07-30,14300.0,13700.0,105436.0,52.12,47280,-62123,6731
2014-07-31,13550.0,13900.0,249845.0,52.88,-29536,21374,17106
2014-08-01,13500.0,14300.0,121173.0,54.4,-9405,7961,3219
2014-08-04,14150.0,14500.0,117360.0,55.16,5630,-1735,-3895
2014-08-05,14350.0,14350.0,158164.0,54.59,6776,3624,-8729
2014-08-06,14200.0,14200.0,128335.0,54.02,37757,-35532,-2225
2014-08-07,14050.0,13900.0,140737.0,52.88,17751,-21338,3587
2014-08-08,13700.0,13600.0,115914.0,51.74,21925,-27457,5929
2014-08-11,13500.0,13450.0,92972.0,51.17,2836,7666,-5502
2014-08-12,13400.0,13450.0,96977.0,51.17,22558,-32842,10284
2014-08-13,13400.0,14350.0,260380.0,54.59,-57515,40973,6675
2014-08-14,14350.0,14100.0,116592.0,53.64,5479,-5376,-103
2014-08-18,14000.0,14100.0,102643.0,53.64,-3256,5428,-4632
2014-08-19,14150.0,14700.0,114163.0,55.92,10520,-5174,-6502
2014-08-20,14800.0,14450.0,58113.0,54.97,6722,-4463,-4771
2014-08-21,15900.0,14850.0,487484.0,56.49,90684,-76725,-9314
2014-08-22,14750.0,15200.0,122892.0,57.82,-51528,50589,6100
2014-08-25,15300.0,14700.0,83550.0,55.92,7802,-6474,132
2014-08-26,14750.0,14750.0,94843.0,56.11,2569,-7391,3822
2014-08-27,14800.0,14600.0,56081.0,55.54,12676,-19135,6757
2014-08-28,14450.0,14850.0,68393.0,56.49,-29429,27676,1962
2014-08-29,14750.0,14850.0,61643.0,56.49,513,-1392,-4121
2014-09-01,14900.0,14150.0,88601.0,53.83,19821,-9016,-10677
2014-09-02,14050.0,14150.0,49568.0,53.83,-8659,-1743,10402
2014-09-03,14300.0,14150.0,69279.0,53.83,3229,-4833,1604
2014-09-04,14000.0,13900.0,97334.0,52.88,41946,-41099,-5301
2014-09-05,13950.0,14200.0,81644.0,54.02,-19314,6593,9641
2014-09-11,14050.0,14000.0,30615.0,53.26,-2341,2640,501
2014-09-12,13900.0,13850.0,52770.0,52.69,25165,-19668,-4874
2014-09-15,14050.0,14100.0,88575.0,53.64,-16132,17931,-1839
2014-09-16,13900.0,14100.0,35550.0,53.64,-4843,6589,-1012
2014-09-17,14050.0,14450.0,51831.0,54.97,-18802,18491,361
2014-09-18,14600.0,14450.0,27381.0,54.97,-1134,5997,-4200
2014-09-19,14650.0,14550.0,62853.0,55.35,2632,-6009,1377
2014-09-22,14550.0,14700.0,55660.0,55.92,-17997,18796,-799
2014-09-23,14650.0,14250.0,51932.0,54.21,-10793,14550,-3757
2014-09-24,14200.0,14100.0,83447.0,53.64,-10695,-1053,7348
2014-09-25,14000.0,14250.0,78738.0,54.21,-7786,7105,681
2014-09-26,14250.0,14350.0,102739.0,54.59,-31286,31174,-628
2014-09-29,14300.0,14950.0,1637786.0,56.87,-15472,-1748,17480
2014-09-30,14950.0,15300.0,419921.0,58.2,-10155,-12525,8980
2014-10-01,15300.0,15150.0,230888.0,57.63,-16348,14655,1106
2014-10-02,15000.0,14900.0,296891.0,56.68,-57955,55329,1837
2014-10-06,14900.0,15000.0,139421.0,57.06,8348,-3120,-5228
2014-10-07,14800.0,14450.0,154817.0,54.97,17075,-12567,-4508
2014-10-08,14200.0,14700.0,100165.0,55.92,-35835,31165,3710
2014-10-10,14500.0,14900.0,130654.0,56.68,-40391,48689,-8596
2014-10-13,14650.0,14350.0,159085.0,54.59,16308,6483,-20531
2014-10-14,14350.0,14450.0,84987.0,54.97,-12018,30715,-11109
2014-10-15,14350.0,14650.0,153769.0,55.73,-35752,43867,-4740
2014-10-16,14450.0,14200.0,92903.0,54.02,-8927,11177,-2250
2014-10-17,14050.0,14000.0,215798.0,53.26,21808,-28794,7711
2014-10-20,13900.0,14300.0,78129.0,54.4,-36893,35725,-1323
2014-10-21,14250.0,14800.0,122533.0,56.3,-87584,70397,17187
2014-10-22,15150.0,15300.0,251069.0,58.2,-33567,12844,11533
2014-10-23,15300.0,15850.0,388930.0,60.3,-90101,58069,19787
2014-10-24,15850.0,15850.0,159939.0,60.3,-47913,26805,24855
2014-10-27,16200.0,15750.0,95712.0,59.92,-1917,12694,-6027
2014-10-28,15950.0,15700.0,138019.0,59.73,-38503,29822,8485
2014-10-29,15900.0,15650.0,149492.0,59.54,-39668,44269,3194
2014-10-30,15800.0,16500.0,357537.0,62.77,-76736,66332,27512
2014-10-31,16700.0,16750.0,253957.0,63.72,-43830,68594,-24854
2014-11-03,16750.0,16400.0,152582.0,62.39,-32521,32356,3440
2014-11-04,16500.0,16350.0,224269.0,62.2,-72466,88532,-5241
2014-11-05,16550.0,15750.0,256972.0,59.92,-43670,39795,2959
2014-11-06,15800.0,15600.0,168846.0,59.34,-30745,26018,3972
2014-11-07,15650.0,15100.0,154026.0,57.44,8180,-23738,14472
2014-11-10,15200.0,14900.0,230214.0,56.68,-5856,7703,-1668
2014-11-11,14750.0,15400.0,168877.0,58.58,-68109,65032,-5236
2014-11-12,15450.0,15250.0,129015.0,58.01,-26904,37521,-17367
2014-11-13,15250.0,15400.0,153836.0,58.58,-31909,34174,-2265
2014-11-14,15400.0,15050.0,64388.0,57.25,10820,72,-26839
2014-11-17,15000.0,14050.0,212057.0,53.45,-5764,5235,-2411
2014-11-18,14350.0,15100.0,240231.0,57.44,-121554,99634,20542
2014-11-19,15000.0,15100.0,109134.0,57.44,22617,-6761,-8332
2014-11-20,15100.0,14600.0,121741.0,55.54,29063,-19186,-9808
2014-11-21,14500.0,14800.0,67813.0,56.3,-24949,38677,-12728
2014-11-24,14600.0,14300.0,168987.0,54.4,24340,-3512,-13316
2014-11-25,14300.0,14000.0,109986.0,53.26,21274,-35805,7146
2014-11-26,14000.0,14400.0,92506.0,54.78,15921,-19438,3151
2014-11-27,14400.0,14150.0,105273.0,53.83,16498,-8100,-8769
2014-11-28,14200.0,14450.0,82694.0,54.97,1286,-2333,1008
2014-12-01,14250.0,13900.0,94126.0,52.88,36199,-19290,-17959
2014-12-02,13900.0,14200.0,55795.0,54.02,-18619,26510,-6891
2014-12-03,14400.0,14400.0,48339.0,54.78,-10282,10849,-1017
2014-12-04,14300.0,14250.0,100839.0,54.21,13783,25779,-11291
2014-12-05,14250.0,14000.0,89482.0,53.26,22876,-26077,5201
2014-12-08,13950.0,13850.0,34977.0,52.69,342,-2927,-1415
2014-12-09,13900.0,13650.0,144421.0,51.93,19222,31526,-51748
2014-12-10,13650.0,13350.0,78976.0,50.79,-16528,8863,4945
2014-12-11,13250.0,13550.0,70521.0,51.55,-8977,18607,-9630
2014-12-12,13650.0,12700.0,183439.0,48.31,47939,-68120,10081
2014-12-15,12900.0,13450.0,157051.0,51.17,-21010,11437,5873
2014-12-16,13500.0,13850.0,128429.0,52.69,-28834,43593,-17776
2014-12-17,13800.0,13100.0,236681.0,49.83,18940,8864,-4795
2014-12-18,13100.0,13350.0,149834.0,50.79,-3629,15297,377
2014-12-19,13600.0,13250.0,193362.0,50.41,38728,-40548,1920
2014-12-22,13000.0,13150.0,73331.0,50.02,11777,-12762,709
2014-12-23,13100.0,13150.0,81263.0,50.02,17253,-28555,11302
2014-12-24,13250.0,13150.0,71809.0,50.02,19684,-25661,7644
2014-12-26,13250.0,12750.0,106760.0,48.5,2578,-12528,11212
2014-12-29,12750.0,13250.0,57954.0,50.41,-23570,21380,3928
2014-12-30,13250.0,13500.0,106727.0,51.36,-47078,35141,-3363
2015-01-02,13450.0,13300.0,100172.0,41.87,-10962,13686,-7983
2015-01-05,13100.0,12850.0,139511.0,40.45,28826,-4619,5793
2015-01-06,12800.0,12600.0,138696.0,39.67,1310,-8965,7655
2015-01-07,12750.0,12650.0,106377.0,39.82,43135,-7981,-2696
2015-01-08,12650.0,13400.0,290154.0,42.18,-24348,18348,14603
2015-01-09,13400.0,14050.0,242695.0,44.23,-11554,32428,-1694
2015-01-12,13950.0,13800.0,84815.0,43.44,31949,-32226,277
2015-01-13,13600.0,13750.0,73883.0,43.29,583,-1248,-743
2015-01-14,13750.0,13750.0,40021.0,43.29,9575,-8553,2464
2015-01-15,13600.0,13750.0,33012.0,43.29,2493,-1682,-1021
2015-01-16,13700.0,13500.0,89654.0,42.5,27367,-24531,-4663
2015-01-19,13600.0,13050.0,86560.0,41.08,51719,-38749,-12970
2015-01-20,13200.0,13100.0,76092.0,41.24,14715,-32145,13425
2015-01-21,13000.0,13600.0,119670.0,42.81,-4415,5460,2177
2015-01-22,13500.0,13500.0,136086.0,42.5,10300,1750,-12050
2015-01-23,13750.0,13200.0,76088.0,41.56,16791,-24919,8128
2015-01-26,13250.0,12600.0,231086.0,39.67,52441,-44038,10597
2015-01-27,12700.0,12500.0,266089.0,39.35,6019,12742,17021
2015-01-28,12350.0,12300.0,208401.0,38.72,95296,-102347,9551
2015-01-29,12300.0,12500.0,285992.0,39.35,133280,-139420,-1264
2015-01-30,12700.0,13300.0,330342.0,41.87,-24029,1796,22233
2015-02-02,13500.0,13350.0,112278.0,42.03,8915,-27171,18256
2015-02-03,13550.0,13850.0,394592.0,43.6,-55511,71745,-15216
2015-02-04,13900.0,14100.0,328303.0,44.39,-46505,69609,-23104
2015-02-05,14100.0,14200.0,137418.0,44.7,-22827,41286,-18459
2015-02-06,14000.0,14500.0,142886.0,45.65,-33956,51369,-17303
2015-02-09,14550.0,14600.0,175559.0,45.96,-2975,34992,-28220
2015-02-10,14600.0,14350.0,97707.0,45.18,-5176,19057,-13881
2015-02-11,14350.0,14300.0,96087.0,45.02,4483,-3361,-1122
2015-02-12,14150.0,14850.0,167005.0,46.75,573,16355,-10456
2015-02-13,14850.0,14450.0,174686.0,45.49,61286,-52686,-8600
2015-02-16,14250.0,14450.0,90934.0,45.49,7020,-6144,-876
2015-02-17,14400.0,14600.0,100471.0,45.96,-2193,24915,-22664
2015-02-23,14600.0,14500.0,74635.0,45.65,7714,-1416,-5722
2015-02-24,14350.0,14150.0,109937.0,44.55,48087,-49557,1470
2015-02-25,14100.0,14150.0,97450.0,44.55,26982,-16291,-216
2015-02-26,14100.0,14000.0,117640.0,44.07,41082,-48546,7464
2015-02-27,14000.0,13850.0,132145.0,43.6,32836,-31370,1484
2015-03-02,13800.0,13650.0,93878.0,42.97,23008,-19843,3297
2015-03-03,13600.0,13700.0,90117.0,43.13,19731,-12759,-1972
2015-03-04,13900.0,13700.0,82531.0,43.13,52238,-32342,-7651
2015-03-05,13750.0,13850.0,53744.0,43.6,10124,-1663,-2461
2015-03-06,13850.0,13450.0,125083.0,42.34,39413,-34719,-4638
2015-03-09,13500.0,13100.0,107490.0,41.24,33343,-35779,2436
2015-03-10,13200.0,13250.0,52568.0,41.71,25021,-25398,377
2015-03-11,13200.0,13400.0,102256.0,42.18,18010,-7274,-11736
2015-03-12,13400.0,13350.0,70049.0,42.03,19532,4938,-20268
2015-03-13,13200.0,13200.0,202830.0,41.56,92656,-98562,13738
2015-03-16,13200.0,13900.0,105281.0,43.76,-41553,37122,2971
2015-03-17,13900.0,13650.0,82733.0,42.97,45208,-30369,-13379
2015-03-18,13650.0,13700.0,79880.0,43.13,10034,-363,-5040
2015-03-19,13750.0,13600.0,80139.0,42.81,9114,3469,-5875
2015-03-20,13600.0,13450.0,126657.0,42.34,83107,-79843,-3264
2015-03-23,13400.0,13450.0,53198.0,42.34,-11406,16602,-196
2015-03-24,13100.0,13600.0,323601.0,42.81,44252,-34969,479
2015-03-25,13600.0,13000.0,168691.0,40.93,63709,-52821,-1048
2015-03-26,12950.0,12750.0,107225.0,40.14,-18900,9054,13892
2015-03-27,12800.0,13100.0,110682.0,41.24,19111,-10017,-4094
2015-03-30,13000.0,12750.0,103781.0,40.14,40156,-45161,9368
2015-03-31,12650.0,12900.0,64391.0,40.61,11440,-16279,4839
2015-04-01,12900.0,13200.0,117836.0,41.56,-42501,55226,-15003
2015-04-02,13200.0,13300.0,50522.0,41.87,-3090,1391,699
2015-04-03,13200.0,13000.0,59374.0,40.93,28387,-27180,204
2015-04-06,13000.0,12950.0,93530.0,40.77,9673,-4786,-4887
2015-04-07,13000.0,12800.0,70628.0,40.3,40445,-31643,-8802
2015-04-08,13050.0,14700.0,660754.0,46.28,-52726,27765,24774
2015-04-09,14700.0,14700.0,338011.0,46.28,-9481,16690,-7209
2015-04-10,14750.0,14750.0,196446.0,46.43,24824,-22683,-2141
2015-04-13,14900.0,13900.0,282048.0,43.76,118282,-131500,12309
2015-04-14,13800.0,14250.0,575581.0,44.86,-89397,86499,11292
2015-04-15,14650.0,14450.0,403045.0,45.49,-26381,11659,-1777
2015-04-16,14500.0,14250.0,168368.0,44.86,22196,-32718,17868
2015-04-17,14250.0,15000.0,246627.0,47.22,-76082,40290,33722
2015-04-20,15100.0,14900.0,162171.0,46.91,18337,14192,-33109
2015-04-21,14900.0,15000.0,142542.0,47.22,-57956,61433,-3477
2015-04-22,15000.0,14750.0,256825.0,46.43,10872,-2091,-9925
2015-04-23,14850.0,14900.0,169803.0,46.91,-86089,109578,-23878
2015-04-24,15100.0,14750.0,155237.0,46.43,52976,-44950,-7725
2015-04-27,14650.0,14950.0,149426.0,47.06,37890,-33140,-6249
2015-04-28,14800.0,15300.0,205393.0,48.17,25331,28261,-53092
2015-04-29,15500.0,15000.0,392413.0,47.22,120971,-115100,-35739
2015-04-30,14850.0,14200.0,1788215.0,44.7,431631,-742165,294724
2015-05-04,14300.0,14000.0,255402.0,44.07,40215,15899,-65717
2015-05-06,13700.0,13900.0,358891.0,43.76,-16000,52336,-40526
2015-05-07,13500.0,13800.0,307321.0,43.44,-34279,91220,-56941
2015-05-08,14050.0,14000.0,233244.0,44.07,-17109,-4020,19929
2015-05-11,14050.0,14600.0,217004.0,45.96,12101,-17755,5654
2015-05-12,14550.0,14350.0,236315.0,45.18,8634,5972,-15758
2015-05-13,14200.0,14000.0,261147.0,44.07,64062,-61738,2336
2015-05-14,14000.0,14000.0,130542.0,44.07,8871,-7349,-1027
2015-05-15,14150.0,14550.0,148571.0,45.81,-36200,40688,-3236
2015-05-18,14650.0,14750.0,180687.0,46.43,-35202,53176,-17474
2015-05-19,14750.0,15550.0,538063.0,48.95,-95762,-10696,108142
2015-05-20,15650.0,16800.0,655504.0,52.89,-121331,2943,123619
2015-05-21,16950.0,17800.0,472637.0,56.04,-74766,26634,48802
2015-05-22,17850.0,17700.0,499267.0,55.72,11424,-30021,19957
2015-05-26,18000.0,18050.0,284087.0,56.82,6380,-20105,13875
2015-05-27,17900.0,18500.0,451951.0,58.24,-63860,95400,-33173
2015-05-28,18500.0,18550.0,364649.0,58.4,-19853,-32971,52924
2015-05-29,18350.0,18400.0,259569.0,57.93,-26642,-82129,108911
2015-06-01,18350.0,18450.0,128694.0,58.08,-13584,-53576,66360
2015-06-02,18300.0,18500.0,242054.0,58.24,-36261,12904,23534
2015-06-03,18250.0,18300.0,324307.0,57.61,-10295,-59594,69889
2015-06-04,18050.0,18200.0,373649.0,57.3,-75101,-21961,102152
2015-06-05,18300.0,17400.0,170868.0,54.78,39995,-96726,58091
2015-06-08,17400.0,17600.0,188930.0,55.41,-12693,-91673,104366
2015-06-09,17750.0,17650.0,72796.0,55.56,9835,-35252,25417
2015-06-10,17750.0,17750.0,159087.0,55.88,16642,-29612,12970
2015-06-11,17800.0,17850.0,522522.0,56.19,-25848,268963,-245581
2015-06-12,18050.0,18300.0,266839.0,57.61,14194,-8280,-5314
2015-06-15,18150.0,17750.0,163046.0,55.88,-7826,-16125,23949
2015-06-16,17500.0,17600.0,97744.0,55.41,-5289,5363,122
2015-06-17,17500.0,17400.0,103241.0,54.78,16195,-13068,-3026
2015-06-18,17250.0,17800.0,90915.0,56.04,-31582,3020,28562
2015-06-19,17850.0,17700.0,86806.0,55.72,1173,-4212,2539
2015-06-22,17700.0,18300.0,382415.0,57.61,6277,-81253,67076
2015-06-23,18300.0,18350.0,129183.0,57.77,-27930,9081,18849
2015-06-24,18200.0,18850.0,181113.0,59.34,-18276,22316,-4464
2015-06-25,18850.0,19200.0,227728.0,60.44,-23833,27025,-2602
2015-06-26,19200.0,19800.0,185553.0,62.33,3236,6053,-9539
2015-06-29,19200.0,18900.0,248837.0,59.5,-5722,30494,-24772
2015-06-30,18750.0,19250.0,198912.0,60.6,14794,-30478,16684
2015-07-01,19000.0,18000.0,393101.0,56.67,74803,-91771,16568
2015-07-02,18100.0,17350.0,382093.0,54.62,47175,-146406,101134
2015-07-03,17100.0,17850.0,208786.0,56.19,-27510,24749,2761
2015-07-06,17750.0,17250.0,140270.0,54.31,5338,-3962,-1076
2015-07-07,17250.0,17250.0,199748.0,54.31,7549,31916,-42618
2015-07-08,17700.0,16800.0,91020.0,52.89,29488,-26291,-3197
2015-07-09,16850.0,17250.0,121462.0,54.31,-6028,18093,-12065
2015-07-10,17200.0,18100.0,188576.0,56.98,-69254,86843,-21188
2015-07-13,18200.0,18350.0,140186.0,57.77,-5902,20158,-14356
2015-07-14,18200.0,18650.0,124390.0,58.71,-40673,45828,-6155
2015-07-15,18650.0,19100.0,146593.0,60.13,-50229,50864,2161
2015-07-16,19100.0,18600.0,98623.0,58.56,25328,-23801,-7811
2015-07-17,18500.0,18800.0,183190.0,59.18,-3231,1370,1911
2015-07-20,18700.0,18400.0,89303.0,57.93,28378,-30166,1788
2015-07-21,18300.0,18600.0,59435.0,58.56,-6884,7119,-235
2015-07-22,18650.0,19100.0,313353.0,60.13,83557,-53538,-19465
2015-07-23,19050.0,19600.0,106139.0,61.7,-15655,29291,-13644
2015-07-24,19550.0,19400.0,75069.0,61.07,-9701,12965,-3336
2015-07-27,19200.0,19250.0,57815.0,60.6,-1088,922,-4930
2015-07-28,19150.0,18500.0,93294.0,58.24,29462,-29482,20
2015-07-29,18400.0,19300.0,161676.0,60.76,-75001,37810,38188
2015-07-30,19400.0,19450.0,214093.0,61.23,-2608,-8453,9918
2015-07-31,19650.0,19350.0,115703.0,60.92,-2729,-4535,7264
2015-08-03,19350.0,18950.0,145822.0,59.66,-5212,-46127,51339
2015-08-04,18950.0,19750.0,135204.0,62.18,-10241,-34375,44758
2015-08-05,19650.0,19500.0,45413.0,61.39,-951,-4377,5328
2015-08-06,19750.0,20700.0,201488.0,65.17,-40960,4717,36243
2015-08-07,20500.0,22100.0,233937.0,69.57,-33980,38083,-5380
2015-08-10,22200.0,21950.0,168275.0,69.1,5454,-12645,6481
2015-08-11,22350.0,21300.0,184511.0,67.05,-5739,-6398,12209
2015-08-12,21300.0,20400.0,211167.0,64.22,2445,-23062,21046
2015-08-13,19700.0,19450.0,177322.0,61.23,-25106,-15026,41140
2015-08-17,19700.0,19250.0,117987.0,60.6,-27971,22407,4931
2015-08-18,19400.0,18650.0,154904.0,58.71,-32027,-4961,36988
2015-08-19,18500.0,18350.0,165039.0,57.77,-15911,-12997,28762
2015-08-20,18100.0,18200.0,116996.0,57.3,-11673,38273,-26220
2015-08-21,17750.0,18450.0,178237.0,58.08,-56261,46101,13057
2015-08-24,18450.0,18150.0,137266.0,57.14,-27052,44910,-17858
2015-08-25,18850.0,18300.0,194303.0,57.61,33482,19620,-52802
2015-08-26,18050.0,18950.0,99232.0,59.66,-32702,42019,-9317
2015-08-27,18850.0,18900.0,117851.0,59.5,-9322,4426,4896
2015-08-28,18900.0,18950.0,82396.0,59.66,4227,-3043,-1184
2015-08-31,19050.0,18800.0,76909.0,59.18,-2227,7298,-5071
2015-09-01,18600.0,18550.0,105221.0,58.4,-28475,-14488,15833
2015-09-02,18100.0,18650.0,58499.0,58.71,-12113,29707,-9893
2015-09-03,18650.0,18450.0,71003.0,58.08,23821,-15369,-7142
2015-09-04,18250.0,17150.0,153850.0,53.99,77851,-72663,5448
2015-09-07,17150.0,17350.0,78807.0,54.62,4509,-25490,20981
2015-09-08,17350.0,16800.0,211249.0,52.89,-14248,15167,-392
2015-09-09,16900.0,17350.0,91298.0,54.62,4333,6347,-11530
2015-09-10,17350.0,17950.0,158277.0,56.51,17610,-17494,564
2015-09-11,17700.0,17950.0,63642.0,56.51,-16565,25775,-9115
2015-09-14,17900.0,17350.0,39976.0,54.62,23168,-14522,-8556
2015-09-15,17450.0,17350.0,70370.0,54.62,7955,-22695,14740
2015-09-16,17550.0,17700.0,58882.0,55.72,-17382,4643,12913
2015-09-17,18100.0,17350.0,75873.0,54.62,30641,-32222,1581
2015-09-18,17400.0,17800.0,61352.0,56.04,-15787,7105,8682
2015-09-21,17500.0,17950.0,44209.0,56.51,-7303,16320,-9017
2015-09-22,17950.0,17550.0,72582.0,55.25,14935,-10945,-3990
2015-09-23,17350.0,16950.0,79921.0,53.36,30051,-33991,3540
2015-09-24,17000.0,17050.0,53307.0,53.68,4710,-8364,4654
2015-09-25,17250.0,17650.0,99845.0,55.56,-47624,44596,5407
2015-09-30,17150.0,17400.0,64186.0,54.78,-27682,12917,14559
2015-10-01,17350.0,18000.0,85656.0,56.67,-40689,33684,6081
2015-10-02,18100.0,17750.0,35622.0,55.88,7132,-4325,-2960
2015-10-05,17800.0,17800.0,51165.0,56.04,-11841,4987,6544
2015-10-06,17800.0,18000.0,63955.0,56.67,-24012,11921,11500
