Symbol,팜스코_시가(원),팜스코_종가(원),팜스코_거래량(주),팜스코_PER(IFRS-연결),팜스코_순매수수량(개인)(주),팜스코_순매수수량(기관계)(주),팜스코_순매수수량(외국인계)(주)
2004-08-17,730.0,720.0,56433.0,4.85,6020,-20,0
2004-08-18,730.0,725.0,53380.0,4.88,10,-10,0
2004-08-19,720.0,760.0,108540.0,5.12,-59980,-20,0
2004-08-20,760.0,755.0,50420.0,5.09,-23220,-40,0
2004-08-23,755.0,730.0,19889.0,4.92,-9972,-28,0
2004-08-24,735.0,725.0,26020.0,4.88,-2000,0,0
2004-08-25,735.0,725.0,20910.0,4.88,-980,-20,0
2004-08-26,725.0,715.0,22050.0,4.82,10,-10,0
2004-08-27,715.0,725.0,24310.0,4.88,10,-10,0
2004-08-30,715.0,715.0,10580.0,4.82,0,0,0
2004-08-31,725.0,720.0,20520.0,4.85,0,0,0
2004-09-01,730.0,735.0,89960.0,4.95,-32360,-30,0
2004-09-02,740.0,760.0,160119.0,5.12,9060,-10020,0
2004-09-03,765.0,815.0,479221.0,5.49,-18640,-10,0
2004-09-06,815.0,820.0,704319.0,5.52,-49970,-30,0
2004-09-07,835.0,840.0,177889.0,5.66,-2000,0,0
2004-09-08,830.0,850.0,561930.0,5.73,-3390,-110,0
2004-09-09,870.0,855.0,140460.0,5.76,-2690,-10,2700
2004-09-10,845.0,845.0,141251.0,5.69,-34000,0,-6000
2004-09-13,840.0,840.0,49483.0,5.66,20,-20,0
2004-09-14,840.0,885.0,127710.0,5.96,-73980,-20,-5500
2004-09-15,880.0,880.0,127880.0,5.93,-40000,0,0
2004-09-16,860.0,850.0,959353.0,5.73,-45287,-113,0
2004-09-17,860.0,850.0,149818.0,5.73,-28910,-40,0
2004-09-20,850.0,865.0,96100.0,5.83,-15620,-30,0
2004-09-21,835.0,850.0,84524.0,5.73,-4640,-10,-2700
2004-09-22,850.0,850.0,98489.0,5.73,-12855,-25,0
2004-09-23,850.0,840.0,73760.0,5.66,-18750,-20,0
2004-09-24,850.0,860.0,31851.0,5.79,0,0,0
2004-09-30,850.0,850.0,29979.0,5.73,10,-10,0
2004-10-01,845.0,855.0,433720.0,5.76,-18430,-20,0
2004-10-04,860.0,850.0,94070.0,5.73,-40530,-20,0
2004-10-05,850.0,845.0,37370.0,5.69,20,-20,0
2004-10-06,830.0,840.0,143877.0,5.66,30,-30,0
2004-10-07,840.0,840.0,12312.0,5.66,10,-10,0
2004-10-08,840.0,830.0,17344.0,5.59,20,-20,0
2004-10-11,815.0,830.0,58870.0,5.59,40,-40,0
2004-10-12,820.0,830.0,34700.0,5.59,30,-30,0
2004-10-13,825.0,830.0,53520.0,5.59,0,0,0
2004-10-14,830.0,890.0,164347.0,6.0,-1500,0,0
2004-10-15,890.0,860.0,38480.0,5.79,1510,-10,0
2004-10-18,870.0,945.0,326960.0,6.37,-63991,-9,0
2004-10-19,965.0,955.0,317879.0,6.43,-12500,0,0
2004-10-20,955.0,970.0,299620.0,6.53,-490,-10,0
2004-10-21,970.0,970.0,222506.0,6.53,360,-50,0
2004-10-22,925.0,870.0,257326.0,5.86,196,-6,0
2004-10-25,860.0,845.0,102090.0,5.69,0,0,0
2004-10-26,850.0,840.0,57749.0,5.66,29,-29,0
2004-10-27,830.0,835.0,31950.0,5.62,10,-10,0
2004-10-28,850.0,825.0,39983.0,5.56,11,-11,0
2004-10-29,835.0,835.0,25200.0,5.62,10,-10,0
2004-11-01,835.0,840.0,18210.0,5.66,10,-10,0
2004-11-02,840.0,840.0,27100.0,5.66,10,-10,0
2004-11-03,840.0,840.0,22570.0,5.66,50,-50,0
2004-11-04,840.0,850.0,30397.0,5.73,21,-15,-6
2004-11-05,860.0,865.0,16720.0,5.83,40,-40,0
2004-11-08,900.0,875.0,73970.0,5.89,0,0,0
2004-11-09,880.0,915.0,76560.0,6.16,10,-10,0
2004-11-10,915.0,910.0,46890.0,6.13,40,-40,0
2004-11-11,910.0,915.0,27300.0,6.16,130,-130,0
2004-11-12,905.0,890.0,65647.0,6.0,1428,-1428,0
2004-11-15,880.0,875.0,246705.0,5.89,-3960,-40,4000
2004-11-16,880.0,870.0,56230.0,5.86,4010,-10,-4000
2004-11-17,875.0,870.0,40094.0,5.86,20,-20,0
2004-11-18,870.0,845.0,42553.0,5.69,10,-10,0
2004-11-19,850.0,850.0,18960.0,5.73,20,-20,0
2004-11-22,850.0,835.0,18180.0,5.62,30,-30,0
2004-11-23,835.0,840.0,38000.0,5.66,10,-10,0
2004-11-24,835.0,820.0,48622.0,5.52,20,-20,0
2004-11-25,820.0,830.0,32130.0,5.59,10,-10,0
2004-11-26,815.0,830.0,47040.0,5.59,10,-10,0
2004-11-29,820.0,850.0,51520.0,5.73,10,-10,0
2004-11-30,865.0,835.0,26093.0,5.62,40,-40,0
2004-12-01,835.0,835.0,27553.0,5.62,30,-30,0
2004-12-02,850.0,875.0,188927.0,5.89,40,-40,0
2004-12-03,860.0,865.0,103940.0,5.83,50,-50,0
2004-12-06,870.0,870.0,60279.0,5.86,-19064,-16,0
2004-12-07,870.0,880.0,165730.0,5.93,-930,-20,0
2004-12-08,880.0,860.0,26355.0,5.79,32,-32,0
2004-12-09,855.0,845.0,11710.0,5.69,43,-43,0
2004-12-10,845.0,845.0,13500.0,5.69,0,0,0
2004-12-13,845.0,850.0,11330.0,5.73,20,-20,0
2004-12-14,850.0,845.0,27946.0,5.69,29,-29,0
2004-12-15,845.0,835.0,22590.0,5.62,20,-20,0
2004-12-16,835.0,840.0,33446.0,5.66,22,-22,0
2004-12-17,910.0,965.0,494041.0,6.5,28,-28,0
2004-12-20,1090.0,1105.0,1906746.0,7.44,-8479,-41,0
2004-12-21,1110.0,1020.0,950696.0,6.87,-91472,-8,0
2004-12-22,1020.0,1025.0,666092.0,6.9,-60874,-16,0
2004-12-23,1030.0,990.0,651300.0,6.67,-99910,-90,0
2004-12-24,990.0,980.0,605120.0,6.6,-99970,-30,0
2004-12-27,995.0,1005.0,247959.0,6.77,21,-21,0
2004-12-28,1005.0,1005.0,1438920.0,6.77,-100250,-40,0
2004-12-29,995.0,955.0,340500.0,6.43,-99710,0,0
2004-12-30,960.0,935.0,271566.0,6.3,-99970,-30,0
2005-01-03,945.0,995.0,223921.0,6.34,60,-60,0
2005-01-04,985.0,985.0,232830.0,6.28,-100000,0,0
2005-01-05,985.0,1000.0,412630.0,6.38,-102950,-50,3000
2005-01-06,1010.0,1015.0,443470.0,6.47,-59940,-60,0
2005-01-07,1025.0,985.0,139480.0,6.28,3070,-70,-3000
2005-01-10,970.0,920.0,308490.0,5.87,20,-20,0
2005-01-11,910.0,910.0,103100.0,5.8,30,-30,0
2005-01-12,930.0,970.0,264376.0,6.19,10,-10,0
2005-01-13,1070.0,1035.0,897225.0,6.6,40,-40,0
2005-01-14,1030.0,1020.0,167560.0,6.5,10,-10,0
2005-01-17,1030.0,1010.0,637770.0,6.44,110040,-40,0
2005-01-18,1010.0,980.0,524461.0,6.25,117240,-20,0
2005-01-19,980.0,985.0,341131.0,6.28,-420,-20,0
2005-01-20,985.0,960.0,333560.0,6.12,-9990,-10,0
2005-01-21,950.0,950.0,273808.0,6.06,70,-70,0
2005-01-24,945.0,965.0,315917.0,6.15,10,-10,0
2005-01-25,990.0,1000.0,1077037.0,6.38,37,-37,0
2005-01-26,1015.0,1005.0,420570.0,6.41,-109940,-60,0
2005-01-27,1010.0,990.0,369698.0,6.31,-96440,-20,0
2005-01-28,995.0,1135.0,812062.0,7.24,-28170,-20,0
2005-01-31,1170.0,1210.0,1800731.0,7.72,12830,-30,2000
2005-02-01,1250.0,1200.0,780179.0,7.65,550,-50,0
2005-02-02,1190.0,1150.0,537510.0,7.33,20,-20,0
2005-02-03,1160.0,1130.0,592290.0,7.21,-109810,-90,0
2005-02-04,1155.0,1210.0,410528.0,7.72,-17970,-30,0
2005-02-07,1250.0,1225.0,327910.0,7.81,-109920,-80,0
2005-02-11,1225.0,1210.0,171370.0,7.72,-92100,-10,0
2005-02-14,1200.0,1260.0,415600.0,8.03,-370,-880,1250
2005-02-15,1255.0,1235.0,144719.0,7.88,1323,-73,-1250
2005-02-16,1250.0,1265.0,486750.0,8.07,16570,-70,1500
2005-02-17,1250.0,1210.0,164861.0,7.72,2,-2,0
2005-02-18,1210.0,1235.0,132913.0,7.88,106,-106,0
2005-02-21,1260.0,1215.0,169355.0,7.75,10,-10,0
2005-02-22,1265.0,1195.0,361821.0,7.62,70,-70,0
2005-02-23,1180.0,1195.0,190780.0,7.62,-3960,-40,0
2005-02-24,1200.0,1215.0,263440.0,7.75,0,0,0
2005-02-25,1225.0,1215.0,188890.0,7.75,-3000,-140,140
2005-02-28,1250.0,1395.0,997147.0,8.9,210,-10,-200
2005-03-02,1460.0,1400.0,1287417.0,8.93,19030,-30,-2000
2005-03-03,1400.0,1400.0,357940.0,8.93,1590,-90,-1500
2005-03-04,1450.0,1340.0,709100.0,8.54,178,-178,0
2005-03-07,1340.0,1290.0,288140.0,8.23,-518,-52,570
2005-03-08,1290.0,1240.0,238340.0,7.91,-3540,-10,3550
2005-03-09,1280.0,1310.0,400950.0,8.35,-8200,-70,8270
2005-03-10,1310.0,1340.0,481802.0,8.54,-939,-61,1000
2005-03-11,1355.0,1320.0,342490.0,8.42,-1200,-10,1210
2005-03-14,1320.0,1300.0,135639.0,8.29,-430,-20,450
2005-03-15,1320.0,1330.0,380050.0,8.48,-9472,-28,9500
2005-03-16,1340.0,1285.0,238896.0,8.19,4870,-30,-4840
2005-03-17,1265.0,1225.0,412516.0,7.81,-1693,-20,1650
2005-03-18,1215.0,1200.0,191120.0,7.65,-11970,0,2970
2005-03-21,1200.0,1205.0,136580.0,7.68,-2540,-80,2620
2005-03-22,1185.0,1205.0,123390.0,7.68,-220,-20,240
2005-03-23,1170.0,1160.0,180423.0,7.4,-39910,-30,0
2005-03-24,1195.0,1170.0,175510.0,7.46,-11350,-220,570
2005-03-25,1170.0,1250.0,212770.0,7.97,-1570,-20,1590
2005-03-28,1385.0,1435.0,1229044.0,9.15,138,-138,0
2005-03-29,1500.0,1620.0,4226778.0,10.33,-3550,-50,3600
2005-03-30,1565.0,1700.0,4084474.0,10.84,-97120,-50,-3390
2005-03-31,1790.0,1955.0,3042283.0,12.47,-24360,-80,0
2005-04-01,2135.0,2245.0,1184930.0,14.32,-2266,-34,0
2005-04-04,2580.0,2580.0,4822346.0,16.45,2410,-110,0
2005-04-06,2505.0,2600.0,3826146.0,16.58,-19950,-50,20000
2005-04-07,2530.0,2355.0,2160714.0,15.02,-19980,-20,20000
2005-04-08,2300.0,2705.0,3487986.0,17.25,40084,-74,-40000
2005-04-11,2820.0,2650.0,2344585.0,16.9,-4040,3930,100
2005-04-12,2590.0,2700.0,1608650.0,17.22,4160,-4060,-100
2005-04-13,2695.0,2700.0,1652252.0,17.22,60,-60,0
2005-04-14,2485.0,2295.0,2770931.0,14.63,-430,-70,500
2005-04-15,2350.0,2400.0,5405910.0,15.3,-8910,-260,0
2005-04-18,2305.0,2145.0,2641036.0,13.68,-28277,-33,37480
2005-04-19,2225.0,2230.0,2631323.0,14.22,10,-10,0
2005-04-20,2235.0,2300.0,2910605.0,14.67,-30670,-20,690
2005-04-21,2275.0,2500.0,7434674.0,15.94,-957,-43,0
2005-04-22,2565.0,2490.0,2756322.0,15.88,40,-40,0
2005-04-25,2520.0,2590.0,2923753.0,16.52,-580,-20,0
2005-04-26,2595.0,2205.0,2810305.0,14.06,35120,-20,1500
2005-04-27,2115.0,1920.0,2156562.0,12.24,-78800,30000,3600
2005-04-28,1955.0,1790.0,1534924.0,11.41,55240,-30310,270
2005-04-29,1750.0,1790.0,1253618.0,11.41,-5490,0,5490
2005-05-02,1810.0,1795.0,2212802.0,11.45,-4790,-120,4910
2005-05-03,1790.0,1840.0,2974148.0,11.73,-12652,-28,32680
2005-05-04,1885.0,1805.0,1060366.0,11.51,0,0,0
2005-05-06,1820.0,1760.0,649394.0,11.22,-870,0,870
2005-05-09,1765.0,1710.0,1153649.0,10.9,-16950,-10,1820
2005-05-10,1730.0,1820.0,1626646.0,11.61,15157,-17,0
2005-05-11,1840.0,1705.0,1037891.0,10.87,20,-20,0
2005-05-12,1710.0,1705.0,741330.0,10.87,6,-6,0
2005-05-13,1770.0,1780.0,1982578.0,11.35,0,0,0
2005-05-16,1780.0,1800.0,939615.0,11.48,-6140,-40,1180
2005-05-17,1855.0,1750.0,957871.0,11.16,6290,-110,-1180
2005-05-18,1750.0,1745.0,516607.0,11.13,70,-70,0
2005-05-19,1780.0,2005.0,1534472.0,12.79,47,-47,0
2005-05-20,2110.0,1940.0,2031647.0,12.37,43,-63,20
2005-05-23,1960.0,2150.0,2926231.0,13.71,-47710,-70,180
2005-05-24,2150.0,2125.0,1823786.0,13.55,18532,-102,-200
2005-05-25,2140.0,2155.0,786742.0,13.74,29565,-195,0
2005-05-26,2200.0,2340.0,2085518.0,14.92,-49860,49750,-290
2005-05-27,2400.0,2300.0,1634980.0,14.67,-54508,54908,0
2005-05-30,2315.0,2150.0,828050.0,13.71,-54950,54950,0
2005-05-31,2120.0,2210.0,797052.0,14.09,-9940,9940,0
2005-06-01,2130.0,2130.0,575400.0,13.58,-11930,11930,0
2005-06-02,2140.0,2140.0,630631.0,13.65,-1980,1980,0
2005-06-03,2180.0,2340.0,3080231.0,14.92,-30950,15950,0
2005-06-07,2415.0,2415.0,1149098.0,15.4,-160,-40,200
2005-06-08,2450.0,2250.0,1196088.0,14.35,-4960,-40,0
2005-06-09,2220.0,2200.0,694031.0,14.03,-9870,9920,-50
2005-06-10,2270.0,2170.0,495288.0,13.84,-540,-20,560
2005-06-13,2130.0,2400.0,1501719.0,15.3,-7230,4990,1290
2005-06-14,2515.0,2350.0,3767862.0,14.99,69150,-88160,-40
2005-06-15,2370.0,2380.0,1080824.0,15.18,-72026,73026,-1000
2005-06-16,2450.0,2460.0,1364847.0,15.69,-4900,-30,4930
2005-06-17,2450.0,2480.0,1291942.0,15.81,-41260,-50,-4940
2005-06-20,2460.0,2545.0,923898.0,16.23,940,-50,-390
2005-06-21,2580.0,2545.0,2147602.0,16.23,43540,-10,0
2005-06-22,2505.0,2550.0,726930.0,16.26,1090,-20,290
2005-06-23,2550.0,2560.0,866129.0,16.32,-6040,5890,0
2005-06-24,2490.0,2470.0,483112.0,15.75,-1257,1967,280
2005-06-27,2420.0,2350.0,542420.0,14.99,260,-240,0
2005-06-28,2350.0,2400.0,469660.0,15.3,-11480,970,10510
2005-06-29,2435.0,2375.0,363610.0,15.14,-5440,-20,5460
2005-06-30,2330.0,2470.0,574156.0,15.75,-19240,-60,19300
2005-07-01,2435.0,2505.0,588320.0,15.97,-32990,19990,0
2005-07-04,2600.0,2880.0,1359697.0,18.37,69158,-70058,900
2005-07-05,2990.0,3310.0,1760012.0,21.11,94020,-90020,-1000
2005-07-06,3685.0,3805.0,434747.0,24.26,50052,-50052,0
2005-07-07,4040.0,4130.0,3936071.0,26.34,12580,-3090,0
2005-07-08,3965.0,3950.0,3883637.0,25.19,50553,-10103,50
2005-07-11,4100.0,4240.0,3192181.0,27.04,-27120,-3110,-470
2005-07-12,4200.0,4225.0,2524048.0,26.94,-4450,-70,6930
2005-07-13,4150.0,4200.0,1509088.0,26.78,23400,-90,-7050
2005-07-14,4230.0,4200.0,1333123.0,26.78,3130,-30,-1000
2005-07-15,4070.0,4500.0,1357989.0,28.7,20805,-3205,0
2005-07-18,4750.0,5170.0,3034423.0,32.97,29397,10963,1020
2005-07-19,5360.0,5070.0,3084670.0,32.33,11150,-11150,0
2005-07-20,5200.0,4600.0,2056015.0,29.33,-53580,-80,0
2005-07-21,4500.0,4900.0,2104569.0,31.25,37830,-190,190
2005-07-22,4730.0,5090.0,1481295.0,32.46,8010,9980,-200
2005-07-25,5170.0,4680.0,1774097.0,29.84,-12760,-4030,790
2005-07-26,4530.0,4390.0,1050387.0,27.99,-23430,-100,8530
2005-07-27,4350.0,4340.0,881923.0,27.68,-2091,-9,2100
2005-07-28,4490.0,4380.0,1250000.0,27.93,-3970,-6020,0
2005-07-29,4380.0,4250.0,697020.0,27.1,40,-40,0
2005-08-01,4250.0,4320.0,686348.0,27.55,-4970,-30,0
2005-08-02,4310.0,4500.0,1746013.0,28.7,94933,-43,-860
2005-08-03,4600.0,4420.0,797716.0,28.19,4680,-10,0
2005-08-04,4510.0,4265.0,658775.0,27.2,1760,-60,-500
2005-08-05,4100.0,3670.0,822690.0,23.4,-900,0,1000
2005-08-08,3325.0,3395.0,536862.0,21.65,-1790,-240,2030
2005-08-09,3340.0,3560.0,519022.0,22.7,-1580,-50,1630
2005-08-10,3550.0,3500.0,510554.0,22.32,-5919,-21,5940
2005-08-11,3475.0,3560.0,310199.0,22.7,520,-20,-500
2005-08-12,3620.0,3625.0,620001.0,23.12,10,-10,0
2005-08-16,3640.0,3410.0,468129.0,21.74,47,-47,0
2005-08-17,3315.0,3170.0,638856.0,20.21,-920,-200,0
2005-08-18,3190.0,3135.0,511800.0,19.99,1160,-40,0
2005-08-19,3060.0,3030.0,451590.0,19.32,-470,0,470
2005-08-22,3015.0,3060.0,480900.0,19.51,-14950,14950,0
2005-08-23,3060.0,3125.0,470596.0,19.93,19,-19,0
2005-08-24,3145.0,2960.0,402490.0,18.88,10,-10,0
2005-08-25,2920.0,2850.0,396777.0,18.17,0,0,0
2005-08-26,2850.0,2975.0,657118.0,18.97,-4960,4960,0
2005-08-29,2900.0,2730.0,369882.0,17.41,20,-30,10
2005-08-30,2730.0,2600.0,437677.0,16.58,20430,-20000,-430
2005-08-31,2560.0,2535.0,320210.0,16.17,-3420,-30,3450
2005-09-01,2600.0,2915.0,814807.0,18.59,-90,0,90
2005-09-02,3120.0,3190.0,1867685.0,20.34,-590,-10,600
2005-09-05,3190.0,3220.0,517677.0,20.53,-5210,410,-1000
2005-09-06,3250.0,3150.0,538542.0,20.09,6480,-680,0
2005-09-07,3235.0,3620.0,1096183.0,23.08,20,-20,0
2005-09-08,3850.0,3610.0,2059188.0,23.02,-1260,-40,0
2005-09-09,3610.0,3870.0,2786142.0,24.68,-9060,-40,100
2005-09-12,3810.0,3750.0,767612.0,23.91,9807,-50,-7
2005-09-13,3710.0,3590.0,824206.0,22.89,590,-40,0
2005-09-14,3540.0,3470.0,758292.0,22.13,10,-10,0
2005-09-15,3465.0,3360.0,673848.0,21.43,-22090,-40,22130
2005-09-16,3370.0,3660.0,1086884.0,23.34,-254,-176,-70
2005-09-20,3780.0,3800.0,905914.0,24.23,32268,-48,-35610
2005-09-21,3750.0,3600.0,732899.0,22.96,37410,-130,-35990
2005-09-22,3575.0,3475.0,706840.0,22.16,-19670,-10,20280
2005-09-23,3465.0,3565.0,638111.0,22.73,26760,-10,-27950
2005-09-26,3510.0,3570.0,466700.0,22.76,13870,-30,-16630
2005-09-27,3650.0,3710.0,1203756.0,23.66,29140,-60,-25480
2005-09-28,3700.0,3810.0,1065608.0,24.3,-11230,-40,8680
2005-09-29,3890.0,3715.0,965002.0,23.69,-6680,-40,17020
2005-09-30,3730.0,3665.0,557584.0,23.37,-15280,-30,15310
2005-10-04,3670.0,3895.0,1056980.0,24.84,2310,-50,-340
2005-10-05,3865.0,4120.0,1965305.0,26.27,-26910,980,8300
2005-10-06,4220.0,4050.0,1376020.0,25.83,44810,-1040,-43170
2005-10-07,4100.0,4055.0,774313.0,25.86,7060,-10,-13550
2005-10-10,4055.0,4300.0,2243783.0,27.42,-26579,-51,26130
2005-10-11,4300.0,4180.0,752510.0,26.65,990,-90,-5600
2005-10-12,4185.0,3920.0,958905.0,25.0,31180,0,-18890
2005-10-13,3820.0,3950.0,736219.0,25.19,2950,-20,-2930
2005-10-14,3900.0,4100.0,1049622.0,26.14,2970,-10,-4960
2005-10-17,4155.0,3650.0,751859.0,23.28,33210,-20,-36190
2005-10-18,3600.0,3515.0,634719.0,22.41,-4592,-8,4600
2005-10-19,3420.0,3310.0,524779.0,21.11,-16350,0,17850
2005-10-20,3330.0,3340.0,375020.0,21.3,-10130,-90,10220
2005-10-21,3175.0,3350.0,349008.0,21.36,-11180,-10,6190
2005-10-24,3520.0,3570.0,609407.0,22.76,14080,0,-9080
2005-10-25,3520.0,3455.0,330372.0,22.03,-820,-30,850
2005-10-26,3480.0,3365.0,257950.0,21.46,-670,0,670
2005-10-27,3330.0,3315.0,284810.0,21.14,-12950,0,12950
2005-10-28,3220.0,3240.0,211710.0,20.66,9530,-10,-9520
2005-10-31,3300.0,3280.0,217969.0,20.92,4110,-10,-4100
2005-11-01,3280.0,3350.0,278280.0,21.36,-2222,-58,2280
2005-11-02,3350.0,3400.0,216978.0,21.68,-3520,-20,8540
2005-11-03,3450.0,3350.0,163887.0,21.36,5771,-31,-1740
2005-11-04,3365.0,3380.0,234063.0,21.55,2050,-20,-2030
2005-11-07,3410.0,3425.0,220279.0,21.84,2755,-75,-80
2005-11-08,3440.0,3535.0,402370.0,22.54,410,-50,440
2005-11-09,3550.0,3670.0,640752.0,23.4,-1939,-11,550
2005-11-10,3745.0,3730.0,1085430.0,23.79,49350,960,-16510
2005-11-11,3720.0,3650.0,383797.0,23.28,-15780,-50,14540
2005-11-14,3730.0,3450.0,390762.0,22.0,1420,-1020,-2610
2005-11-15,3410.0,3420.0,367897.0,21.81,3820,-10,6190
2005-11-16,3435.0,3645.0,662418.0,23.24,14140,-30,-6110
2005-11-17,3650.0,3540.0,341290.0,22.57,24780,-30,-10150
2005-11-18,3550.0,3500.0,287755.0,22.32,8890,-20,4130
2005-11-21,3510.0,3700.0,1128097.0,23.59,4598,-38,5440
2005-11-22,3750.0,3720.0,529774.0,23.72,2380,-20,7640
2005-11-23,3720.0,3660.0,465990.0,23.34,12960,-20,-2940
2005-11-24,3615.0,3720.0,535877.0,23.72,-21630,-40,31670
2005-11-25,3780.0,3610.0,583260.0,23.02,7220,-40,-7180
2005-11-28,3610.0,3620.0,369867.0,23.08,-13420,-60,13480
2005-11-29,3645.0,3490.0,396320.0,22.25,3090,20,-5110
2005-11-30,3490.0,3490.0,397825.0,22.25,9340,0,-9340
2005-12-01,3500.0,3515.0,217781.0,22.41,-6180,-10,6190
2005-12-02,3525.0,3250.0,837857.0,20.72,-3924,-6,4030
2005-12-05,3260.0,3320.0,543110.0,21.17,-5170,-90,5260
2005-12-06,3370.0,3220.0,312300.0,20.53,49730,-10,-39720
2005-12-07,3150.0,3010.0,582282.0,19.19,33,-33,0
2005-12-08,3085.0,3190.0,781752.0,20.34,-200,0,0
2005-12-09,3120.0,3070.0,384750.0,19.58,320,-320,0
2005-12-12,3050.0,3025.0,440370.0,19.29,230,-30,0
2005-12-13,3015.0,3025.0,269588.0,19.29,-11690,-10,11700
2005-12-14,3080.0,3100.0,400253.0,19.77,-3940,-20,3960
2005-12-15,3110.0,3060.0,346420.0,19.51,290,-10,-280
2005-12-16,2810.0,2800.0,511150.0,17.85,3680,0,-3680
2005-12-19,2740.0,2750.0,243535.0,17.54,35,-35,0
2005-12-20,2695.0,2650.0,293840.0,16.9,-4040,0,4040
2005-12-21,2630.0,2660.0,221742.0,16.96,-11800,-10,11810
2005-12-22,2660.0,2555.0,274870.0,16.29,11170,-230,-10940
2005-12-23,2500.0,2510.0,251795.0,16.01,-3800,-10,3810
2005-12-26,2520.0,2725.0,280408.0,17.38,-12740,-20,12760
2005-12-27,2725.0,2730.0,191271.0,17.41,-3090,-100,3190
2005-12-28,2730.0,2650.0,102385.0,16.9,1050,-30,-1020
2005-12-29,2635.0,2720.0,127452.0,17.34,-3580,-20,3600
2006-01-02,2790.0,2800.0,139864.0,22.62,2740,-20,-2720
2006-01-03,2780.0,2850.0,83262.0,23.03,-50,-30,80
2006-01-04,2815.0,3100.0,653219.0,25.05,7860,-20,-7840
2006-01-05,3190.0,2980.0,270429.0,24.08,18830,-40,-18790
2006-01-06,3030.0,2950.0,199960.0,23.83,100,-100,0
2006-01-09,2950.0,2975.0,176710.0,24.04,10,-10,0
2006-01-10,2975.0,2910.0,148940.0,23.51,30,-30,0
2006-01-11,2910.0,2830.0,114073.0,22.86,-4840,-20,4860
2006-01-12,2820.0,2800.0,134005.0,22.62,14575,-15,-14560
2006-01-13,2730.0,2770.0,114573.0,22.38,4090,-100,-3990
2006-01-16,2790.0,2730.0,176763.0,22.06,6070,-10,-6060
2006-01-17,2700.0,2655.0,212875.0,21.45,-1190,-50,1240
2006-01-18,2600.0,2520.0,242243.0,20.36,10260,0,-10260
2006-01-19,2465.0,2485.0,172580.0,20.08,1290,-30,-1260
2006-01-20,2485.0,2450.0,277230.0,19.79,749,-39,-330
2006-01-23,2370.0,2165.0,177240.0,17.49,1760,0,-1760
2006-01-24,2165.0,2300.0,246272.0,18.58,50,-50,0
2006-01-25,2450.0,2340.0,92990.0,18.91,-240,-60,300
2006-01-26,2300.0,2370.0,94220.0,19.15,-8390,-10,8400
2006-01-27,2385.0,2450.0,59040.0,19.79,5570,-30,0
2006-01-31,2415.0,2550.0,188430.0,20.6,-4490,-30,4520
2006-02-01,2570.0,2425.0,374099.0,19.59,11460,-10,-11450
2006-02-02,2435.0,2340.0,135070.0,18.91,1770,0,-1770
2006-02-03,2275.0,2200.0,113940.0,17.77,-120,-10,130
2006-02-06,2140.0,2190.0,83200.0,17.69,-1500,-10,1510
2006-02-07,2190.0,2205.0,109518.0,17.82,-520,0,520
2006-02-08,2220.0,2180.0,91046.0,17.61,440,-10,-430
2006-02-09,2180.0,2220.0,52180.0,17.94,-720,0,720
2006-02-10,2200.0,2220.0,82560.0,17.94,-6880,-10,6890
2006-02-13,2230.0,2220.0,88700.0,17.94,-3750,-10,3760
2006-02-14,2205.0,2255.0,55346.0,18.22,-8730,0,8730
2006-02-15,2265.0,2235.0,88882.0,18.06,2670,-10,-2660
2006-02-16,2245.0,2560.0,398858.0,20.68,-12180,-50,12230
2006-02-17,2555.0,2440.0,167030.0,19.71,6400,0,-6400
2006-02-20,2410.0,2460.0,132372.0,19.88,-270,-10,280
2006-02-21,2440.0,2475.0,81784.0,20.0,30,0,-30
2006-02-22,2430.0,2400.0,109511.0,19.39,910,0,-910
2006-02-23,2410.0,2430.0,129296.0,19.63,-3430,-30,3460
2006-02-24,2400.0,2475.0,96735.0,20.0,-4380,-20,4400
2006-02-27,2510.0,2515.0,92080.0,20.32,-1430,0,1430
2006-02-28,2535.0,2455.0,85270.0,19.84,-1210,-10,1220
2006-03-02,2420.0,2420.0,104030.0,19.55,-2530,-30,2560
2006-03-03,2405.0,2350.0,96380.0,18.99,8230,0,-8230
2006-03-06,2320.0,2310.0,102620.0,18.66,2050,-40,-2010
2006-03-07,2280.0,2260.0,93807.0,18.26,-520,0,520
2006-03-08,2210.0,2260.0,75870.0,18.26,2540,-10,-2530
2006-03-09,2250.0,2310.0,58257.0,18.66,-300,0,300
2006-03-10,2255.0,2310.0,73163.0,18.66,-1610,-60,1670
2006-03-13,2310.0,2350.0,122565.0,18.99,-1130,-30,1160
2006-03-14,2350.0,2360.0,80015.0,19.07,670,-10,-660
2006-03-15,2360.0,2295.0,83630.0,18.54,1290,-10,-1280
2006-03-16,2305.0,2270.0,63390.0,18.34,1630,0,-1630
2006-03-17,2230.0,2240.0,64250.0,18.1,3590,0,-3590
2006-03-20,2230.0,2265.0,54379.0,18.3,430,-20,-410
2006-03-21,2280.0,2250.0,46200.0,18.18,-80,-30,110
2006-03-22,2225.0,2200.0,60540.0,17.77,5490,-40,-5450
2006-03-23,2200.0,2200.0,99580.0,17.77,-390,-50,440
2006-03-24,2200.0,2225.0,76577.0,17.98,120,-20,-100
2006-03-27,2200.0,2220.0,70220.0,17.94,600,0,-600
2006-03-28,2200.0,2225.0,99260.0,17.98,1940,-30,-1910
