Symbol,세아베스틸_시가(원),세아베스틸_종가(원),세아베스틸_거래량(주),세아베스틸_PER(IFRS-연결),세아베스틸_순매수수량(개인)(주),세아베스틸_순매수수량(기관계)(주),세아베스틸_순매수수량(외국인계)(주)
2004-10-06,8030.0,7750.0,135803.0,0.16,-6999,6469,1530
2004-10-07,7770.0,7850.0,188724.0,0.16,37150,-28710,0
2004-10-08,7820.0,8180.0,288592.0,0.17,-3867,3507,1110
2004-10-11,8220.0,8330.0,171847.0,0.17,1420,-6770,5310
2004-10-12,8310.0,7860.0,161822.0,0.16,31550,-19020,0
2004-10-13,7990.0,7610.0,137300.0,0.16,8310,-2630,0
2004-10-14,7640.0,7500.0,147470.0,0.15,21830,-8470,-1060
2004-10-15,7350.0,7330.0,89600.0,0.15,-15366,25136,-4970
2004-10-18,7270.0,7370.0,66827.0,0.15,-21610,24090,-1080
2004-10-19,7380.0,7560.0,72370.0,0.16,-5630,15730,-10200
2004-10-20,7450.0,7400.0,53760.0,0.15,-9270,9390,0
2004-10-21,7250.0,7290.0,52753.0,0.15,-21860,-5700,-610
2004-10-22,7210.0,7260.0,20560.0,0.15,-8160,-30,0
2004-10-25,7210.0,6930.0,61180.0,0.14,14220,-6940,-4760
2004-10-26,6880.0,6900.0,43265.0,0.14,4865,-5175,-4890
2004-10-27,6950.0,6820.0,49610.0,0.14,-13540,-2490,0
2004-10-28,7080.0,7020.0,29042.0,0.14,-6748,6508,0
2004-10-29,6970.0,6930.0,11379.0,0.14,350,-200,-150
2004-11-01,6820.0,6900.0,21510.0,0.14,-4000,-1090,5090
2004-11-02,6870.0,7090.0,41805.0,0.15,-18280,18280,0
2004-11-03,7100.0,7160.0,22222.0,0.15,-400,400,0
2004-11-04,7160.0,6950.0,31430.0,0.14,1940,-1940,0
2004-11-05,6950.0,7400.0,48780.0,0.15,-15070,6870,8200
2004-11-08,7570.0,7100.0,30582.0,0.15,10630,-10630,0
2004-11-09,7020.0,7020.0,24574.0,0.14,3110,-3110,0
2004-11-10,7080.0,7520.0,59860.0,0.16,-17990,17990,0
2004-11-11,7500.0,7250.0,57533.0,0.15,1340,-1440,0
2004-11-12,7380.0,7500.0,51838.0,0.15,-20947,19357,1690
2004-11-15,7700.0,7580.0,43875.0,0.16,-4325,1665,2660
2004-11-16,7610.0,7410.0,28695.0,0.15,5385,-5385,0
2004-11-17,7300.0,7450.0,27690.0,0.15,-8100,8100,0
2004-11-18,8000.0,7550.0,35100.0,0.16,3620,-1430,-2300
2004-11-19,7600.0,7340.0,46420.0,0.15,6230,-6410,0
2004-11-22,7160.0,7240.0,35720.0,0.15,9420,-11130,0
2004-11-23,7240.0,7310.0,19686.0,0.15,-2320,2610,0
2004-11-24,7250.0,7460.0,31239.0,0.15,-12061,12061,0
2004-11-25,7500.0,7570.0,76530.0,0.16,-120,620,-500
2004-11-26,7800.0,7610.0,117320.0,0.16,590,-6180,4950
2004-11-29,7790.0,8070.0,188501.0,0.17,-3680,-3085,11530
2004-11-30,8160.0,8200.0,121410.0,0.17,-12093,-3106,18000
2004-12-01,8150.0,8100.0,58940.0,0.17,-2950,2540,810
2004-12-02,8070.0,8070.0,84470.0,0.17,-18650,16090,2560
2004-12-03,8010.0,8130.0,54620.0,0.17,-8126,8866,0
2004-12-06,8020.0,7830.0,36727.0,0.16,5310,-7650,2340
2004-12-07,7720.0,7740.0,38610.0,0.16,3730,-3730,0
2004-12-08,7750.0,7720.0,33140.0,0.16,-1090,1090,0
2004-12-09,7790.0,7640.0,81150.0,0.16,18770,-20750,-3390
2004-12-10,7750.0,7390.0,87570.0,0.15,5750,-10140,-590
2004-12-13,7230.0,7360.0,32515.0,0.15,-15762,7092,0
2004-12-14,7500.0,7370.0,88710.0,0.15,-1200,-1750,-43280
2004-12-15,7550.0,7450.0,30950.0,0.15,-10650,3120,0
2004-12-16,7410.0,7360.0,29120.0,0.15,-530,170,0
2004-12-17,7470.0,7490.0,30810.0,0.15,-6800,6090,-10
2004-12-20,7380.0,7560.0,28800.0,0.16,-4720,3520,0
2004-12-21,7780.0,7560.0,13141.0,0.16,566,394,-1200
2004-12-22,7580.0,7670.0,15871.0,0.16,-8320,7600,0
2004-12-23,7730.0,7500.0,18097.0,0.15,1357,323,-1680
2004-12-24,7600.0,7750.0,27083.0,0.16,-9170,14460,-240
2004-12-27,7850.0,7530.0,95615.0,0.16,66945,-13857,-240
2004-12-28,7500.0,7410.0,137236.0,0.15,92968,-18466,-16420
2004-12-29,7300.0,7450.0,36148.0,0.15,-5282,4564,1000
2004-12-30,7400.0,7450.0,15490.0,0.15,-2200,1850,350
2005-01-03,7400.0,7400.0,12610.0,5.65,1320,-1000,0
2005-01-04,7500.0,7480.0,31545.0,5.71,-310,-3710,0
2005-01-05,7320.0,7300.0,28590.0,5.58,-1250,1250,0
2005-01-06,7300.0,7160.0,45083.0,5.47,4523,-4823,0
2005-01-07,7340.0,7130.0,28527.0,5.45,14550,-14310,0
2005-01-10,7100.0,7220.0,35040.0,5.52,-9730,-4860,14590
2005-01-11,7150.0,7170.0,28620.0,5.48,5160,-5160,0
2005-01-12,7250.0,7230.0,23790.0,5.52,700,-700,0
2005-01-13,7160.0,7340.0,36410.0,5.61,-6940,-1380,0
2005-01-14,7210.0,7400.0,49870.0,5.65,-11180,10460,0
2005-01-17,7370.0,7500.0,45020.0,5.73,-13250,4030,-150
2005-01-18,7590.0,7420.0,29490.0,5.67,-11270,2160,0
2005-01-19,7400.0,7450.0,28170.0,5.69,-670,-1610,2400
2005-01-20,7320.0,7480.0,27680.0,5.71,-14470,-1060,0
2005-01-21,7500.0,7700.0,75290.0,5.88,-25970,8460,0
2005-01-24,7700.0,7500.0,77000.0,5.73,20430,-13020,1180
2005-01-25,7460.0,7300.0,40586.0,5.58,8416,-8416,0
2005-01-26,7300.0,7470.0,30740.0,5.71,-12340,9080,0
2005-01-27,7470.0,7490.0,20518.0,5.72,-4330,4330,0
2005-01-28,7490.0,7700.0,89290.0,5.88,2160,-2160,0
2005-01-31,7870.0,8050.0,182440.0,6.15,32307,-14030,0
2005-02-01,8210.0,8060.0,111403.0,6.16,15310,-9550,0
2005-02-02,8010.0,8500.0,223830.0,6.49,30720,4390,0
2005-02-03,8700.0,7960.0,211745.0,6.08,34940,-1560,0
2005-02-04,8090.0,8040.0,82743.0,6.14,9599,-8849,0
2005-02-07,8000.0,8030.0,77295.0,6.14,3995,-7635,3840
2005-02-11,8060.0,8390.0,100187.0,6.41,15440,-10930,-1550
2005-02-14,8510.0,8470.0,210816.0,6.47,114206,9344,0
2005-02-15,8470.0,8340.0,74855.0,6.37,8240,-7640,0
2005-02-16,8460.0,8460.0,105410.0,6.46,20730,-2040,0
2005-02-17,8640.0,8500.0,268006.0,6.49,126250,-8680,0
2005-02-18,8490.0,8500.0,104552.0,6.49,15920,2720,0
2005-02-21,8500.0,8800.0,4930209.0,6.72,945500,2443050,-1400
2005-02-22,9140.0,9240.0,1574228.0,7.06,253700,-245650,70390
2005-02-23,9340.0,9800.0,1062200.0,7.49,-74780,-47580,59630
2005-02-24,10200.0,10850.0,1923229.0,8.29,47660,-11760,9190
2005-02-25,10950.0,11300.0,1120667.0,8.63,-11622,-52148,118460
2005-02-28,11300.0,11300.0,890104.0,8.63,37554,-105004,57130
2005-03-02,11400.0,10950.0,840806.0,8.37,-60365,23745,-2040
2005-03-03,10800.0,11650.0,614384.0,8.9,-23738,-10012,-2680
2005-03-04,11550.0,11400.0,405536.0,8.71,28861,11549,590
2005-03-07,11150.0,11200.0,349401.0,8.56,4300,-1780,-250
2005-03-08,11300.0,10450.0,344775.0,7.98,33110,-64250,2470
2005-03-09,10400.0,10150.0,559746.0,7.75,225440,-117310,5270
2005-03-10,10350.0,10500.0,991865.0,8.02,265273,-210283,20730
2005-03-11,10750.0,11000.0,489416.0,8.4,-124049,98409,-600
2005-03-14,10850.0,11450.0,427144.0,8.75,13250,24910,-1000
2005-03-15,11600.0,11700.0,1282849.0,8.94,-134696,5596,127110
2005-03-16,11700.0,11500.0,406655.0,8.79,-19600,17120,1730
2005-03-17,11200.0,10800.0,305760.0,8.25,-12140,14620,-1570
2005-03-18,10600.0,10400.0,327353.0,7.95,-61620,37930,15360
2005-03-21,10400.0,10400.0,331180.0,7.95,8480,-14830,8690
2005-03-22,10250.0,10350.0,172081.0,7.91,8250,-2370,0
2005-03-23,10300.0,9810.0,293176.0,7.49,12570,-7940,-1430
2005-03-24,10300.0,9560.0,450190.0,7.3,23920,89590,-167910
2005-03-25,9410.0,9490.0,161640.0,7.25,9110,-5840,1130
2005-03-28,9500.0,9890.0,335579.0,7.56,76224,-120714,4970
2005-03-29,9770.0,9410.0,190970.0,7.19,-55575,-1855,0
2005-03-30,9280.0,9490.0,223817.0,7.25,-25410,18390,6780
2005-03-31,9680.0,9630.0,163530.0,7.36,6500,-38770,0
2005-04-01,9480.0,10000.0,207910.0,7.64,-13691,20621,0
2005-04-04,9910.0,10350.0,120301.0,7.91,-1750,1750,0
2005-04-06,10250.0,10500.0,198924.0,8.02,-48536,1706,-1170
2005-04-07,10550.0,10450.0,113393.0,7.98,-45490,23070,-5580
2005-04-08,10550.0,10200.0,172493.0,7.79,93090,-3090,0
2005-04-11,10050.0,10000.0,62080.0,7.64,-8826,-404,-420
2005-04-12,9870.0,10100.0,85892.0,7.72,-58252,31740,0
2005-04-13,10250.0,10450.0,189470.0,7.98,-6610,17130,0
2005-04-14,10300.0,10200.0,205054.0,7.79,-39600,45390,3600
2005-04-15,10150.0,10250.0,104140.0,7.83,-29040,26220,-3000
2005-04-18,10000.0,10200.0,120777.0,7.79,-54319,38879,0
2005-04-19,10300.0,10650.0,120620.0,8.14,-25840,50340,3000
2005-04-20,10850.0,10600.0,152750.0,8.1,-18340,21640,0
2005-04-21,10400.0,10100.0,363849.0,7.72,58071,83129,-142440
2005-04-22,10250.0,9990.0,161811.0,7.63,2490,26660,-28760
2005-04-25,9910.0,9900.0,108008.0,7.56,-9583,34883,-28380
2005-04-26,9900.0,9830.0,213420.0,7.51,-4080,35150,-75900
2005-04-27,9700.0,9920.0,133280.0,7.58,1089,21251,-20140
2005-04-28,10000.0,9920.0,194008.0,7.58,-28819,28789,0
2005-04-29,9710.0,10100.0,98009.0,7.72,-58750,53440,0
2005-05-02,10100.0,10200.0,150830.0,7.79,2390,38690,0
2005-05-03,10250.0,10450.0,264690.0,7.98,-75030,95030,110
2005-05-04,10450.0,10850.0,165517.0,8.29,-68549,70419,-1180
2005-05-06,10900.0,10750.0,157078.0,8.21,-43350,58800,0
2005-05-09,10800.0,10750.0,390190.0,8.21,-39750,113410,-1270
2005-05-10,10900.0,11300.0,422940.0,8.63,-125553,39993,49900
2005-05-11,11200.0,11100.0,161380.0,8.48,25280,39420,0
2005-05-12,11100.0,10900.0,115260.0,8.33,-16890,34620,-6080
2005-05-13,10700.0,11300.0,85924.0,8.63,-33333,31013,0
2005-05-16,11150.0,11200.0,90661.0,8.56,-12900,12600,0
2005-05-17,11350.0,11250.0,220180.0,8.6,-63970,32910,30000
2005-05-18,11350.0,11750.0,142150.0,8.98,-56940,27630,30000
2005-05-19,11750.0,11800.0,112538.0,9.02,-38450,35960,0
2005-05-20,11900.0,11550.0,77302.0,8.82,-23930,21530,0
2005-05-23,11350.0,11150.0,66749.0,8.52,-2680,1880,0
2005-05-24,11100.0,11300.0,170830.0,8.63,-321,31100,1080
2005-05-25,11150.0,11250.0,149179.0,8.6,11790,80530,0
2005-05-26,11100.0,11350.0,117741.0,8.67,7550,43210,0
2005-05-27,11400.0,11550.0,108860.0,8.82,-18030,10710,0
2005-05-30,11650.0,11950.0,69530.0,9.13,-22530,30050,0
2005-05-31,11700.0,11850.0,130352.0,9.05,20960,30060,10000
2005-06-01,11600.0,11700.0,39611.0,8.94,-4010,4010,0
2005-06-02,11800.0,11400.0,234130.0,8.71,21690,47810,1000
2005-06-03,11250.0,11450.0,126042.0,8.75,-78623,105623,-20000
2005-06-07,11300.0,11200.0,177109.0,8.56,-11230,96090,9180
2005-06-08,11200.0,11350.0,232456.0,8.67,-16940,64000,90000
2005-06-09,11350.0,11450.0,228367.0,8.75,-21070,96060,9660
2005-06-10,11350.0,11800.0,153100.0,9.02,2010,-1710,-10
2005-06-13,11800.0,11800.0,129209.0,9.02,-51210,53860,1510
2005-06-14,11900.0,11850.0,268590.0,9.05,-29140,151560,25550
2005-06-15,11950.0,11850.0,84725.0,9.05,-1190,-1230,0
2005-06-16,11700.0,12300.0,156565.0,9.4,-38070,35080,70
2005-06-17,12400.0,12350.0,79620.0,9.44,-43300,42100,-40
2005-06-20,12650.0,12300.0,96670.0,9.4,-7180,4690,6030
2005-06-21,12400.0,12150.0,81380.0,9.28,10960,-5860,0
2005-06-22,12000.0,12450.0,72650.0,9.51,-2180,-1650,1800
2005-06-23,12650.0,13250.0,263705.0,10.12,-17648,-30845,51953
2005-06-24,13000.0,13650.0,159881.0,10.43,-15560,17630,0
2005-06-27,13450.0,13100.0,96193.0,10.01,2378,-3138,1000
2005-06-28,13000.0,13450.0,100213.0,10.28,-25930,26030,0
2005-06-29,13350.0,13400.0,69680.0,10.24,-26550,27190,0
2005-06-30,13450.0,13800.0,195005.0,10.54,-61601,31190,49141
2005-07-01,13550.0,13350.0,155056.0,10.2,45310,-53330,0
2005-07-04,13350.0,13300.0,121440.0,10.16,20800,-19400,0
2005-07-05,13350.0,13700.0,135755.0,10.47,-11220,-10450,20000
2005-07-06,13900.0,13800.0,89740.0,10.54,-11550,19230,-8180
2005-07-07,13700.0,14000.0,197005.0,10.7,2475,-52190,50005
2005-07-08,13750.0,14000.0,125186.0,10.7,-3370,-45470,0
2005-07-11,14450.0,14150.0,111950.0,10.81,1510,290,0
2005-07-12,14050.0,14450.0,133630.0,11.04,-42110,11340,22000
2005-07-13,14500.0,14400.0,165796.0,11.0,7360,11650,0
2005-07-14,14550.0,14300.0,207934.0,10.93,11659,-17240,51061
2005-07-15,14500.0,13950.0,132910.0,10.66,5810,6930,7880
2005-07-18,14150.0,13800.0,112900.0,10.54,-23460,3730,19260
2005-07-19,14000.0,14500.0,311302.0,11.08,24170,51430,20890
2005-07-20,14550.0,14300.0,241920.0,10.93,-28510,150540,0
2005-07-21,14500.0,14200.0,146705.0,10.85,17550,10480,990
2005-07-22,13900.0,14200.0,197970.0,10.85,-41320,30170,10590
2005-07-25,14400.0,14650.0,91722.0,11.19,-39970,26520,5820
2005-07-26,14700.0,14400.0,68760.0,11.0,-660,-340,0
2005-07-27,14350.0,14400.0,82900.0,11.0,-27500,28490,-20
2005-07-28,14400.0,14400.0,118601.0,11.0,6110,-1930,570
2005-07-29,14400.0,14500.0,116596.0,11.08,20931,-34371,18610
2005-08-01,14900.0,14200.0,273142.0,10.85,122456,-117926,-80
2005-08-02,14050.0,14000.0,165765.0,10.7,30150,-45320,15920
2005-08-03,14150.0,13500.0,178640.0,10.31,22170,-27160,-1630
2005-08-04,13500.0,13350.0,188404.0,10.2,17545,45340,-43105
2005-08-05,13100.0,13400.0,93273.0,10.24,-20350,37300,-18260
2005-08-08,13150.0,13550.0,47770.0,10.35,-5210,5500,0
2005-08-09,13400.0,13950.0,118140.0,10.66,-5080,-8920,3310
2005-08-10,14000.0,14100.0,108542.0,10.77,-18838,-19294,-1340
2005-08-11,14000.0,14300.0,158108.0,10.93,35790,6773,-45561
2005-08-12,14300.0,14550.0,143011.0,11.12,31179,-27270,-5640
2005-08-16,14550.0,14500.0,96250.0,11.08,11380,-11850,0
2005-08-17,14300.0,14200.0,136645.0,10.85,11303,-11515,0
2005-08-18,14500.0,13750.0,145370.0,10.51,42860,9143,-52873
2005-08-19,13950.0,13500.0,79136.0,10.31,41576,-39966,-2920
2005-08-22,13400.0,13850.0,90060.0,10.58,6480,-27930,19650
2005-08-23,14100.0,14100.0,67310.0,10.77,-9720,-4200,13800
2005-08-24,14300.0,13950.0,95810.0,10.66,18410,-22630,6330
2005-08-25,13600.0,13600.0,85260.0,10.39,5530,25680,-29120
2005-08-26,13550.0,13700.0,67465.0,10.47,-8880,30011,-19121
2005-08-29,13550.0,13150.0,70150.0,10.05,-700,-700,480
2005-08-30,13250.0,12700.0,125930.0,9.7,46750,-48550,-90
2005-08-31,12600.0,12750.0,124681.0,9.74,46531,-24281,-1590
2005-09-01,12650.0,14250.0,251750.0,10.89,-70,52220,-50970
2005-09-02,13850.0,13750.0,172680.0,10.51,-12760,-59850,72500
2005-09-05,14000.0,13900.0,68810.0,10.62,-1900,-14940,-660
2005-09-06,13700.0,13950.0,117200.0,10.66,-30310,14810,-5000
2005-09-07,13950.0,14200.0,172841.0,10.85,-28233,-12667,40100
2005-09-08,14250.0,14200.0,465505.0,10.85,13104,-354,2000
2005-09-09,14200.0,14300.0,130834.0,10.93,-9770,12040,-2000
2005-09-12,14450.0,14100.0,87594.0,10.77,-3318,1908,710
2005-09-13,14000.0,14300.0,131530.0,10.93,-28185,28185,0
2005-09-14,14100.0,14700.0,83900.0,11.23,-33730,31380,1950
2005-09-15,14600.0,14100.0,83027.0,10.77,10090,-13910,0
2005-09-16,14150.0,14400.0,125017.0,11.0,21110,-32710,20040
2005-09-20,14550.0,15000.0,220696.0,11.46,-17830,13240,5860
2005-09-21,15150.0,14900.0,249910.0,11.38,8740,-6890,-7240
2005-09-22,15000.0,15550.0,152840.0,11.88,-30920,29540,2390
2005-09-23,15650.0,15650.0,148650.0,11.96,-37660,42790,-9260
2005-09-26,15800.0,16250.0,168550.0,12.42,-42540,50150,-6550
2005-09-27,16200.0,16500.0,138850.0,12.61,-52643,60363,-8440
2005-09-28,16250.0,16650.0,136610.0,12.72,-54980,55980,-3710
2005-09-29,16750.0,16800.0,191610.0,12.84,-38880,27430,-3350
2005-09-30,17000.0,16900.0,150770.0,12.91,-78869,40229,37230
2005-10-04,17100.0,17200.0,142000.0,13.14,-63553,49243,580
2005-10-05,17000.0,16950.0,113929.0,12.95,-8111,10481,-460
2005-10-06,16850.0,16700.0,163099.0,12.76,-71628,40078,30580
2005-10-07,16700.0,18000.0,186717.0,13.75,-76110,58260,21030
2005-10-10,17900.0,19300.0,157911.0,14.75,-27210,21000,1750
2005-10-11,19350.0,19350.0,80680.0,14.78,-18987,7007,9700
2005-10-12,19400.0,19600.0,124361.0,14.97,6685,17315,-780
2005-10-13,19450.0,18750.0,101576.0,14.33,23310,-22430,-990
2005-10-14,18950.0,18400.0,112170.0,14.06,-35143,32443,2380
2005-10-17,18100.0,17850.0,99461.0,13.64,-18629,16819,110
2005-10-18,17800.0,18800.0,111129.0,14.36,-42076,54416,850
2005-10-19,18800.0,17900.0,63993.0,13.68,-5260,900,-1230
2005-10-20,18100.0,18550.0,92470.0,14.17,-29370,22000,-8610
2005-10-21,18250.0,18800.0,62627.0,14.36,-11455,14965,3500
2005-10-24,18800.0,18850.0,61857.0,14.4,-5414,19214,-600
2005-10-25,19000.0,17950.0,144491.0,13.71,18760,-22140,70
2005-10-26,18200.0,17650.0,116482.0,13.48,20690,-55350,33890
2005-10-27,17650.0,17000.0,118861.0,12.99,-3710,-2570,4400
2005-10-28,17050.0,17000.0,124780.0,12.99,-2200,-2200,3520
2005-10-31,17400.0,18500.0,102430.0,14.13,-46120,47570,-300
2005-11-01,18400.0,18800.0,48350.0,14.36,-15720,-4100,20390
2005-11-02,18350.0,18600.0,58620.0,14.21,4170,1870,-8330
2005-11-03,18450.0,18000.0,76850.0,13.75,7715,-7325,-540
2005-11-04,18300.0,18700.0,58500.0,14.29,-41590,36760,5600
2005-11-07,18550.0,18700.0,30990.0,14.29,-12000,14910,-2950
2005-11-08,18350.0,18000.0,55294.0,13.75,-4481,13741,-1470
2005-11-09,18000.0,18350.0,50550.0,14.02,-15180,9380,970
2005-11-10,18300.0,19000.0,112580.0,14.52,-31760,5170,-10000
2005-11-11,18600.0,19250.0,107490.0,14.71,-22220,6580,11030
2005-11-14,19250.0,19350.0,54110.0,14.78,-1450,-4760,1050
2005-11-15,18950.0,19300.0,65610.0,14.75,-3750,2090,-1060
2005-11-16,19100.0,19350.0,64847.0,14.78,-819,-4381,0
2005-11-17,19050.0,19400.0,46980.0,14.82,-10240,2060,0
2005-11-18,19550.0,18800.0,54267.0,14.36,-1410,-4830,-3690
2005-11-21,18700.0,18300.0,35882.0,13.98,4645,-5285,630
2005-11-22,18200.0,18300.0,95980.0,13.98,-14850,-35250,50000
2005-11-23,18650.0,18750.0,150275.0,14.33,2170,22430,-23130
2005-11-24,18650.0,19050.0,151220.0,14.55,-16248,-16112,-19640
2005-11-25,18750.0,18800.0,65375.0,14.36,13515,2785,-19750
2005-11-28,18500.0,18050.0,71936.0,13.79,23422,15728,-29510
2005-11-29,18000.0,17400.0,83000.0,13.29,18310,-4440,-22930
2005-11-30,17450.0,18000.0,85068.0,13.75,-7958,19118,-18160
2005-12-01,17650.0,18600.0,70071.0,14.21,-18120,12400,-20690
2005-12-02,18500.0,17700.0,101524.0,13.52,52840,4010,-56850
2005-12-05,17700.0,17700.0,53550.0,13.52,23160,-7060,-15800
2005-12-06,17700.0,18000.0,324551.0,13.75,-10150,-57680,-103300
2005-12-07,17500.0,17100.0,111930.0,13.06,26982,2068,-29910
2005-12-08,17050.0,17150.0,163980.0,13.1,14620,25720,-21740
2005-12-09,16850.0,17350.0,76170.0,13.26,-2000,-2720,-1800
2005-12-12,16800.0,18000.0,133614.0,13.75,-75790,78790,-2980
2005-12-13,18100.0,18150.0,46410.0,13.87,-17480,8440,7420
2005-12-14,18000.0,18400.0,76650.0,14.06,-14890,-5020,22490
2005-12-15,18400.0,18200.0,37127.0,13.91,-4980,2020,3000
2005-12-16,18100.0,17800.0,35040.0,13.6,-14360,14480,-120
2005-12-19,18200.0,18200.0,35527.0,13.91,-15167,17597,-2560
2005-12-20,18050.0,18000.0,38460.0,13.75,8120,-490,-340
2005-12-21,17600.0,17300.0,52407.0,13.22,22155,-17900,0
2005-12-22,17300.0,16850.0,82517.0,12.87,10247,-29267,19100
2005-12-23,16900.0,16600.0,45500.0,12.68,7200,2790,-960
2005-12-26,16700.0,17300.0,56041.0,13.22,-1749,12599,-1070
2005-12-27,17050.0,17700.0,42820.0,13.52,-23800,8800,13010
2005-12-28,17500.0,17400.0,42350.0,13.29,2057,-3247,90
2005-12-29,17100.0,17400.0,55880.0,13.29,-14730,10930,3800
2006-01-02,17100.0,17100.0,156639.0,9.05,6051,8149,-1380
2006-01-03,16850.0,16650.0,130370.0,8.81,50448,-44018,0
2006-01-04,16650.0,16750.0,119756.0,8.86,-30205,42485,540
2006-01-05,16800.0,16400.0,214117.0,8.68,17367,-65975,77070
2006-01-06,16500.0,16350.0,119560.0,8.65,27430,10320,-38430
2006-01-09,16050.0,15800.0,89381.0,8.36,-14650,31220,-32240
2006-01-10,15700.0,15700.0,60532.0,8.31,-9668,9908,-8260
2006-01-11,15350.0,16150.0,69170.0,8.55,-27070,22960,1080
2006-01-12,16000.0,15900.0,68803.0,8.41,-21847,21907,2500
2006-01-13,16300.0,16550.0,44390.0,8.76,-7710,7580,-440
2006-01-16,16700.0,16800.0,40460.0,8.89,-13280,13460,-180
2006-01-17,16550.0,16500.0,56110.0,8.73,-15850,16880,-860
2006-01-18,16500.0,16450.0,84446.0,8.71,-48470,36930,-360
2006-01-19,16400.0,16150.0,40400.0,8.55,-180,2290,-200
2006-01-20,16200.0,15900.0,51870.0,8.41,-21680,20060,110
2006-01-23,15950.0,16200.0,64380.0,8.57,-49410,43190,-1380
2006-01-24,16200.0,16500.0,76030.0,8.73,4940,-7870,-500
2006-01-25,16000.0,15950.0,93976.0,8.44,32838,-31788,-1810
2006-01-26,15700.0,16100.0,49943.0,8.52,-18100,-1280,290
2006-01-27,15900.0,16100.0,45430.0,8.52,-3610,3220,0
2006-01-31,16100.0,16250.0,94398.0,8.6,11872,-3612,2240
2006-02-01,16200.0,15700.0,103900.0,8.31,20420,-14290,-1610
2006-02-02,15450.0,14950.0,129664.0,7.91,41924,-44764,1780
2006-02-03,14600.0,14050.0,84530.0,7.44,3730,-5040,-210
2006-02-06,13850.0,15000.0,175872.0,7.94,-3455,-15945,19400
2006-02-07,14800.0,15550.0,120043.0,8.23,-16360,17210,-1770
2006-02-08,15500.0,14800.0,65040.0,7.83,21810,-22780,-900
2006-02-09,14500.0,14600.0,46190.0,7.73,1230,-3390,2630
2006-02-10,14750.0,14750.0,35040.0,7.81,-6111,8631,-2470
2006-02-13,14600.0,14950.0,37955.0,7.91,-310,2210,150
2006-02-14,15000.0,15600.0,118070.0,8.26,-14240,16910,-5840
2006-02-15,15400.0,15300.0,45400.0,8.1,12490,-10190,-1720
2006-02-16,15300.0,15750.0,46810.0,8.34,-22080,20440,0
2006-02-17,15900.0,15500.0,48020.0,8.2,16860,-16480,0
2006-02-20,15500.0,15850.0,54941.0,8.39,-12580,12380,20
2006-02-21,15900.0,15850.0,69260.0,8.39,17040,-14310,-960
2006-02-22,15550.0,15750.0,57120.0,8.34,-11220,13400,0
2006-02-23,15550.0,16100.0,38210.0,8.52,-26210,24700,0
2006-02-24,16150.0,16500.0,37450.0,8.73,-18910,18450,550
2006-02-27,15850.0,16400.0,29800.0,8.68,190,3450,-4360
2006-02-28,16200.0,16600.0,36590.0,8.79,-22560,80,15640
2006-03-02,16400.0,16550.0,43020.0,8.76,6110,-6480,-110
2006-03-03,16600.0,16100.0,67850.0,8.52,-6989,-26261,33360
2006-03-06,16100.0,16500.0,68940.0,8.73,-4590,2790,890
2006-03-07,16500.0,16300.0,36780.0,8.63,-10460,-7630,13740
2006-03-08,16800.0,16800.0,28751.0,8.89,-16231,17748,-270
2006-03-09,16800.0,17000.0,60146.0,9.0,-16707,5977,16580
2006-03-10,17000.0,16750.0,26800.0,8.86,2630,-2350,0
2006-03-13,16700.0,16500.0,32580.0,8.73,-1430,9810,750
2006-03-14,16350.0,16100.0,21670.0,8.52,11655,-8925,80
2006-03-15,16100.0,16500.0,57167.0,8.73,-4242,-17358,21600
2006-03-16,16500.0,16750.0,21190.0,8.86,-3390,2890,280
2006-03-17,16750.0,17000.0,26840.0,9.0,-9780,10620,-840
2006-03-20,16800.0,17350.0,37930.0,9.18,-23900,22380,970
2006-03-21,17400.0,17000.0,28635.0,9.0,-5085,1715,4040
2006-03-22,16900.0,16700.0,32160.0,8.84,2370,-16370,14710
2006-03-23,16700.0,17100.0,16760.0,9.05,-7520,170,7280
2006-03-24,17000.0,17450.0,21000.0,9.23,-13070,10750,2040
2006-03-27,17450.0,17550.0,17760.0,9.29,-11370,10920,340
2006-03-28,17550.0,17550.0,43630.0,9.29,-13300,-7580,20180
2006-03-29,17500.0,17200.0,28900.0,9.1,3510,-4320,-90
2006-03-30,17650.0,17600.0,40520.0,9.31,-940,-10370,11020
2006-03-31,17350.0,17700.0,24850.0,9.37,-13110,5490,5730
2006-04-03,17700.0,17550.0,37150.0,9.29,130,-2020,-30
2006-04-04,17350.0,17500.0,45420.0,9.26,6200,-9230,4220
2006-04-05,17400.0,17150.0,47500.0,9.08,22140,-17470,-4320
2006-04-06,17150.0,17300.0,55390.0,9.16,-1400,15770,-15410
2006-04-07,17250.0,17000.0,59015.0,9.0,15984,-11164,-6240
2006-04-10,16650.0,17100.0,28090.0,9.05,-9820,6260,250
2006-04-11,17250.0,16800.0,13795.0,8.89,690,-860,230
2006-04-12,16650.0,16900.0,21350.0,8.94,810,-2860,2170
2006-04-13,16750.0,17250.0,45010.0,9.13,-1010,-1150,620
2006-04-14,17250.0,17400.0,46263.0,9.21,-2470,8390,10
2006-04-17,17450.0,16750.0,56681.0,8.86,25530,-7380,290
2006-04-18,16700.0,16900.0,75550.0,8.94,6408,-11218,3980
2006-04-19,16900.0,16800.0,65454.0,8.89,19125,-18755,-640
