Symbol,세아베스틸_시가(원),세아베스틸_종가(원),세아베스틸_거래량(주),세아베스틸_PER(IFRS-연결),세아베스틸_순매수수량(개인)(주),세아베스틸_순매수수량(기관계)(주),세아베스틸_순매수수량(외국인계)(주)
2000-01-04,2125,2490,6620,0.07,0,0,0
2000-01-05,2300,2350,6070,0.07,0,0,0
2000-01-06,2410,2200,18770,0.07,310,-10,0
2000-01-07,2150,2120,35850,0.06,10,-10,0
2000-01-10,2000,2250,10400,0.07,10,-10,0
2000-01-11,2250,2290,4130,0.07,10,-10,0
2000-01-12,2160,2200,7370,0.07,0,0,0
2000-01-13,2020,2120,3210,0.06,20,-20,0
2000-01-14,2020,2100,7040,0.06,0,0,0
2000-01-17,2100,2130,10860,0.06,0,0,0
2000-01-18,2210,2105,16510,0.06,0,0,0
2000-01-19,2110,2000,4670,0.06,0,0,0
2000-01-20,2100,1900,6640,0.06,20,-20,0
2000-01-21,1920,1990,6160,0.06,0,0,0
2000-01-24,2000,1890,5930,0.06,0,0,0
2000-01-25,1850,1830,5140,0.05,70,-70,0
2000-01-26,1820,1850,2180,0.06,150,-150,0
2000-01-27,1850,1930,7240,0.06,-1500,0,1500
2000-01-28,1930,2000,5910,0.06,0,0,0
2000-01-31,1990,1940,4780,0.06,0,0,0
2000-02-01,1920,1900,12540,0.06,10,-10,0
2000-02-02,1900,1900,10680,0.06,0,0,0
2000-02-03,1900,1900,14350,0.06,0,0,0
2000-02-07,2185,2100,16950,0.06,0,0,0
2000-02-08,2380,2100,15330,0.06,0,0,0
2000-02-09,2005,2000,6150,0.06,0,0,0
2000-02-10,1900,1900,6590,0.06,0,0,0
2000-02-11,1900,1900,10470,0.06,10,-10,0
2000-02-14,2100,1800,15380,0.05,0,0,0
2000-02-15,1800,1805,15650,0.05,10,-10,0
2000-02-16,1680,1550,17860,0.05,20,-20,0
2000-02-17,1700,1775,14480,0.05,0,0,0
2000-02-18,1805,1860,48700,0.06,10,-10,0
2000-02-21,1800,1650,33060,0.05,0,0,0
2000-02-22,1610,1650,9390,0.05,0,0,0
2000-02-23,1650,1740,17720,0.05,0,0,0
2000-02-24,1720,1650,13370,0.05,70,-70,0
2000-02-25,1610,1700,28690,0.05,0,0,0
2000-02-28,1690,1700,3030,0.05,90,-90,0
2000-02-29,1750,1815,17090,0.05,10,-10,0
2000-03-02,1830,1810,10200,0.05,10,-10,0
2000-03-03,1710,1695,5740,0.05,0,0,0
2000-03-06,1655,1760,4680,0.05,20,-20,0
2000-03-07,1760,1770,22330,0.05,0,0,0
2000-03-08,1800,1815,20190,0.05,0,0,0
2000-03-09,1550,1720,31290,0.05,19440,-19440,0
2000-03-10,1700,1710,45330,0.05,30900,-30900,0
2000-03-13,1720,1830,64090,0.05,35090,-35090,0
2000-03-14,1790,1740,61370,0.05,22260,-22260,0
2000-03-15,1740,1730,57280,0.05,33400,-33400,0
2000-03-16,1700,1605,35910,0.05,20030,-20030,0
2000-03-17,1620,1615,50780,0.05,35020,-35020,0
2000-03-20,1600,1630,44760,0.05,23870,-23870,0
2000-03-21,1645,1620,22460,0.05,0,0,0
2000-03-22,1625,1630,11780,0.05,10,-10,0
2000-03-23,1625,1670,17780,0.05,0,0,0
2000-03-24,1610,1660,15130,0.05,0,0,0
2000-03-27,1750,1665,28260,0.05,0,0,0
2000-03-28,1665,1625,13550,0.05,0,0,0
2000-03-29,1590,1505,189600,0.05,148590,-148590,0
2000-03-30,1455,1425,29380,0.04,0,0,0
2000-03-31,1435,1480,23030,0.04,0,0,0
2000-04-03,1475,1480,26930,0.04,0,0,0
2000-04-04,1470,1425,37110,0.04,0,0,0
2000-04-06,1635,1635,108740,0.05,0,0,0
2000-04-07,1880,1880,189920,0.06,-20,-10,0
2000-04-10,2160,2160,70590,0.06,-100,0,0
2000-04-11,2480,1840,252670,0.06,-410,0,0
2000-04-12,1850,1720,96680,0.05,0,0,0
2000-04-14,1760,1700,73910,0.05,50,-50,0
2000-04-17,1690,1600,78770,0.05,20,-20,0
2000-04-18,1670,1640,40670,0.05,40,-40,0
2000-04-19,1630,1640,23170,0.05,0,0,0
2000-04-20,1610,1750,48210,0.05,140,0,0
2000-04-21,1700,1755,19830,0.05,100,-100,0
2000-04-24,1745,1700,17630,0.05,10,-10,0
2000-04-25,1700,1600,15840,0.05,0,0,0
2000-04-26,1610,1550,23230,0.05,3250,-20,0
2000-04-27,1550,1520,20400,0.05,20,-20,0
2000-04-28,1450,1570,22050,0.05,0,0,0
2000-05-02,1500,1530,17980,0.05,0,0,0
2000-05-03,1550,1400,76840,0.04,63040,0,0
2000-05-04,1445,1450,194390,0.04,152570,0,0
2000-05-08,1530,1445,243590,0.04,180000,0,0
2000-05-09,1465,1420,144860,0.04,93540,-10,0
2000-05-10,1430,1440,71500,0.04,0,0,0
2000-05-12,1460,1645,76520,0.05,20,-20,0
2000-05-15,1500,1450,33650,0.04,400,0,0
2000-05-16,1420,1430,34740,0.04,0,0,0
2000-05-17,1405,1240,73630,0.04,0,0,0
2000-05-18,1230,1060,55380,0.03,10,-10,0
2000-05-19,1140,1030,34380,0.03,0,0,0
2000-05-22,955,940,89730,0.03,20,-20,0
2000-05-23,950,960,40040,0.03,10,-10,0
2000-05-24,850,1050,35920,0.03,0,0,0
2000-05-25,1060,1100,94520,0.03,60000,-60000,0
2000-05-26,1085,980,55820,0.03,0,0,0
2000-05-29,985,960,36780,0.03,20000,-20000,0
2000-05-30,970,980,76940,0.03,20810,-20810,0
2000-05-31,1045,1100,132450,0.03,50070,-50070,0
2000-06-01,1100,1050,37150,0.03,10000,-10000,0
2000-06-02,1015,1090,66120,0.03,10,-10,0
2000-06-05,1045,1180,84200,0.04,13220,-13220,0
2000-06-07,1195,1160,40890,0.03,0,0,0
2000-06-08,1200,1190,83880,0.04,0,0,0
2000-06-09,1200,1195,103420,0.04,34650,-34650,0
2000-06-12,1230,1180,101090,0.04,58070,-58070,0
2000-06-13,1170,1100,82250,0.03,55310,-55310,0
2000-06-14,1100,1110,46750,0.03,40000,-40000,0
2000-06-15,1080,1050,17440,0.03,0,0,0
2000-06-16,1050,1010,18600,0.03,0,0,0
2000-06-19,970,945,134840,0.03,74550,-74550,0
2000-06-20,965,930,144500,0.03,130390,-130390,0
2000-06-21,950,900,380990,0.03,337420,-337420,0
2000-06-22,940,910,171190,0.03,100000,-100000,0
2000-06-23,910,900,149500,0.03,94250,-94250,0
2000-06-26,905,920,87390,0.03,0,0,0
2000-06-27,930,940,104410,0.03,20020,-20020,0
2000-06-28,960,1000,240910,0.03,26280,-26280,0
2000-06-29,1005,990,109690,0.03,2400,-2400,0
2000-06-30,985,995,94310,0.03,29800,-29800,0
2000-07-03,995,995,50790,0.03,0,0,0
2000-07-04,990,985,55490,0.03,0,0,0
2000-07-05,960,975,67490,0.03,0,0,0
2000-07-06,980,990,62880,0.03,0,0,0
2000-07-07,985,1040,106230,0.03,-900,0,0
2000-07-10,1040,1040,71690,0.03,0,0,0
2000-07-11,1040,1050,138710,0.03,49990,-50000,0
2000-07-12,1075,1085,161700,0.03,9710,-10010,0
2000-07-13,1100,1010,76150,0.03,270,-10,0
2000-07-14,1005,1015,94490,0.03,50,-10,0
2000-07-18,1015,1000,57720,0.03,0,0,0
2000-07-19,990,970,42590,0.03,900,0,0
2000-07-20,980,960,33750,0.03,40,-40,0
2000-07-21,960,965,64450,0.03,10,0,0
2000-07-24,950,915,54520,0.03,-20,0,20
2000-07-25,895,900,57740,0.03,0,0,0
2000-07-26,900,900,46940,0.03,20,-20,0
2000-07-27,905,940,44350,0.03,-210,0,0
2000-07-28,940,920,30560,0.03,0,0,0
2000-07-31,920,920,26900,0.03,20,0,-20
2000-08-01,925,920,133600,0.03,60220,-60010,0
2000-08-02,1050,1025,274200,0.03,120000,-120000,0
2000-08-03,1015,1000,345160,0.03,110000,-110000,0
2000-08-04,1050,1000,227580,0.03,30000,-30000,0
2000-08-07,1015,970,198070,0.03,29050,-30000,0
2000-08-08,990,970,244590,0.03,80070,-50000,0
2000-08-09,980,995,132590,0.03,8350,-40,0
2000-08-10,1015,1010,100410,0.03,5000,0,0
2000-08-11,995,1000,106670,0.03,-10000,0,0
2000-08-14,1015,1150,311030,0.03,10010,-10,0
2000-08-16,1200,1150,339330,0.03,-730,0,0
2000-08-17,1100,1050,234650,0.03,830,-100,0
2000-08-18,1050,1070,154440,0.03,0,0,0
2000-08-21,1110,1145,332030,0.03,40000,-40000,0
2000-08-22,1100,1105,224690,0.03,0,0,0
2000-08-23,1090,1125,209480,0.03,-40,-20,0
2000-08-24,1190,1190,569400,0.04,100060,-100000,0
2000-08-25,1190,1120,276940,0.03,10,-10,0
2000-08-28,1120,1140,142500,0.03,0,0,0
2000-08-29,1140,1135,166760,0.03,0,0,0
2000-08-30,1135,1200,282950,0.04,-100,0,100
2000-08-31,1200,1155,241590,0.03,100,0,-100
2000-09-01,1165,1110,129850,0.03,0,0,0
2000-09-04,1115,1095,169180,0.03,30,-30,0
2000-09-05,1130,1130,182840,0.03,0,0,0
2000-09-06,1130,1200,201320,0.04,0,0,0
2000-09-07,1250,1160,248070,0.03,0,0,0
2000-09-08,1150,1170,162420,0.04,0,0,0
2000-09-14,1170,1210,178740,0.04,0,0,0
2000-09-15,1190,1245,461560,0.04,0,0,0
2000-09-18,1245,1060,342660,0.03,0,0,0
2000-09-19,1010,1020,244940,0.03,20,-20,0
2000-09-20,1030,1050,232390,0.03,70,-70,0
2000-09-21,1060,1050,125610,0.03,0,0,0
2000-09-22,1040,935,220700,0.03,0,0,0
2000-09-25,955,960,140970,0.03,0,0,0
2000-09-26,950,930,111360,0.03,10,-10,0
2000-09-27,955,920,165870,0.03,0,0,0
2000-09-28,930,930,179260,0.03,10,-10,0
2000-09-29,935,930,110240,0.03,10,-10,0
2000-10-02,915,890,202780,0.03,10,-10,0
2000-10-04,885,850,209860,0.03,0,0,0
2000-10-05,870,870,195590,0.03,0,0,0
2000-10-06,860,850,146910,0.03,0,0,0
2000-10-09,850,840,171520,0.03,50010,-50010,0
2000-10-10,815,765,531380,0.02,210140,-210140,0
2000-10-11,780,810,294330,0.02,0,0,0
2000-10-12,770,785,135350,0.02,30000,-30000,0
2000-10-13,780,750,88080,0.02,0,0,0
2000-10-16,760,745,249270,0.02,95100,-95100,0
2000-10-17,720,665,207160,0.02,115000,-120000,0
2000-10-18,670,640,207810,0.02,78810,-78810,0
2000-10-19,625,635,309670,0.02,106210,-101210,0
2000-10-20,620,660,261400,0.02,160,-160,0
2000-10-23,655,700,141470,0.02,10,-10,0
2000-10-24,660,680,71140,0.02,10,-10,0
2000-10-25,675,670,83150,0.02,10,-10,0
2000-10-26,675,690,58100,0.02,0,0,0
2000-10-27,690,650,51730,0.02,10,-10,0
2000-10-30,620,610,69300,0.02,20,-20,0
2000-10-31,610,580,76470,0.02,0,0,0
2000-11-01,570,615,76020,0.02,0,0,0
2000-11-02,585,705,55350,0.02,10,-10,0
2000-11-03,810,810,43200,0.02,0,0,0
2000-11-06,920,840,809770,0.03,55830,-56130,300
2000-11-07,800,755,393410,0.02,90010,-50010,0
2000-11-08,770,730,184600,0.02,18030,-15460,300
2000-11-09,700,700,171960,0.02,34550,-34550,0
2000-11-10,670,700,113480,0.02,26970,-26970,0
2000-11-13,700,665,87090,0.02,4350,-4350,0
2000-11-14,680,690,87410,0.02,8750,-8150,-600
2000-11-15,690,685,135500,0.02,50560,-50560,0
2000-11-16,685,650,120200,0.02,50040,-50040,0
2000-11-17,640,650,146340,0.02,64170,-60000,-4170
2000-11-20,650,635,109860,0.02,50000,-50000,0
2000-11-21,620,620,106180,0.02,0,0,0
2000-11-22,620,625,90560,0.02,0,0,0
2000-11-23,630,600,91040,0.02,0,0,0
2000-11-24,610,600,165200,0.02,420,-420,0
2000-11-27,600,630,102620,0.02,10,-10,0
2000-11-28,630,610,20990,0.02,90,-90,0
2000-11-29,610,600,39880,0.02,-200,-10,210
2000-11-30,605,585,67370,0.02,-500,0,500
2000-12-01,565,575,45050,0.02,0,0,0
2000-12-04,580,600,42630,0.02,0,0,0
2000-12-05,620,590,43530,0.02,0,0,0
2000-12-06,590,595,59250,0.02,0,0,0
2000-12-07,600,580,64290,0.02,10,-10,0
2000-12-08,585,590,30220,0.02,0,0,0
2000-12-11,590,605,59410,0.02,0,0,0
2000-12-12,695,695,174590,0.02,40,-40,0
2000-12-13,795,745,1021220,0.02,31210,-10,-710
2000-12-14,725,680,274460,0.02,0,0,0
2000-12-15,630,680,111320,0.02,10,-10,0
2000-12-18,650,655,100550,0.02,0,0,0
2000-12-19,650,610,146520,0.02,-300,0,300
2000-12-20,605,585,154570,0.02,-290,-10,300
2000-12-21,560,585,225400,0.02,-340,-60,400
2000-12-22,570,560,105110,0.02,1010,-10,-1000
2000-12-26,560,570,93980,0.02,0,0,0
2001-01-02,655,630,154580,,10,-10,0
2001-01-03,610,670,157000,,10,-10,0
2001-01-04,745,670,177780,,50,-50,0
2001-01-05,650,675,191240,,0,0,0
2001-01-08,670,680,138890,,0,0,0
2001-01-09,695,675,99310,,0,0,0
2001-01-10,685,640,199290,,10,-10,0
2001-01-11,640,665,99250,,200,-200,0
2001-01-12,660,665,125390,,0,0,0
2001-01-15,675,680,169660,,20,-20,0
2001-01-16,675,670,113610,,0,0,0
2001-01-17,670,655,98030,,10,-10,0
2001-01-18,655,670,114880,,0,0,0
2001-01-19,660,645,80490,,0,0,0
2001-01-22,630,645,131380,,10,-10,0
2001-01-26,650,650,55500,,30,-30,0
2001-01-29,650,655,97510,,20,-20,0
2001-01-30,750,750,147240,,10000,0,0
2001-01-31,860,790,1560310,,144580,-10,0
2001-02-01,750,720,342500,,16010,-10,0
2001-02-02,735,815,270540,,0,0,0
2001-02-05,730,750,143370,,0,0,0
2001-02-06,765,740,123660,,0,0,0
2001-02-07,710,710,125010,,10,-10,0
2001-02-08,710,720,70410,,0,0,0
2001-02-09,690,715,106910,,0,0,0
2001-02-12,700,715,143630,,0,0,0
2001-02-13,715,715,104360,,10,-10,0
2001-02-14,715,715,107750,,0,0,0
2001-02-15,720,715,130420,,10,-10,0
2001-02-16,710,705,101220,,10,-10,0
2001-02-19,700,720,211570,,0,0,0
2001-02-20,720,730,122990,,20,-20,0
2001-02-21,730,730,93180,,0,0,0
2001-02-22,740,720,132750,,0,0,0
2001-02-23,715,725,237660,,0,0,0
2001-02-26,725,780,304620,,20,-20,0
2001-02-27,765,750,105220,,0,0,0
2001-02-28,745,755,92180,,20,-20,0
2001-03-02,735,745,98780,,10,-10,0
2001-03-05,740,765,154130,,0,0,0
2001-03-06,875,875,396850,,119010,-10,0
2001-03-07,1005,1005,430150,,109830,600,0
2001-03-08,1155,1155,296590,,0,0,0
2001-03-09,1325,1060,4462770,,1048500,-50000,1500
2001-03-12,1060,960,844150,,2460,-2460,0
2001-03-13,865,950,1279520,,190340,-128610,-1500
2001-03-14,1000,1000,945250,,387880,-248110,0
2001-03-15,875,945,323750,,0,0,0
2001-03-16,900,950,404940,,0,0,0
2001-03-19,970,970,420450,,0,0,0
2001-03-20,1115,1110,1618750,,359520,-159520,0
2001-03-21,1035,1055,676390,,66680,-66680,0
2001-03-22,1010,970,468720,,35260,-35260,0
2001-03-23,970,980,381690,,54280,-54410,130
2001-03-26,1000,960,439210,,60660,-60660,0
2001-03-27,960,935,287130,,10,-10,0
2001-03-28,945,905,434110,,-1960,-40,2000
2001-03-29,900,860,307750,,-870,-10,880
2001-03-30,840,865,394400,,20,-20,0
2001-04-02,875,875,148860,,10,-10,0
2001-04-03,865,910,365090,,330,-330,0
2001-04-04,910,910,758750,,0,0,0
2001-04-06,940,900,363140,,0,0,0
2001-04-09,870,860,156010,,10,-10,0
2001-04-10,870,840,135170,,210,-210,0
2001-04-11,860,845,178360,,180,-180,0
2001-04-12,830,835,271910,,10,-10,0
2001-04-13,835,835,277450,,0,0,0
2001-04-16,845,835,128100,,10,-10,0
2001-04-17,830,860,234930,,0,0,0
2001-04-18,860,860,280780,,0,0,0
2001-04-19,865,870,465830,,30,-20,-10
2001-04-20,875,840,237030,,0,0,0
2001-04-23,835,820,332630,,20,-20,0
2001-04-24,815,795,317360,,-130,130,0
2001-04-25,790,785,374600,,-1000,0,0
2001-04-26,780,800,194560,,0,0,0
2001-04-27,800,795,150800,,-1000,0,0
2001-04-30,810,800,199400,,0,0,0
2001-05-02,810,800,238680,,0,0,0
2001-05-03,790,780,282830,,2010,-10,0
2001-05-04,785,830,515400,,30,-30,0
2001-05-07,840,830,212880,,10,-10,0
2001-05-08,800,815,137490,,0,0,0
2001-05-09,815,830,241610,,0,0,0
2001-05-10,830,950,500820,,20,-20,0
2001-05-11,1050,870,1454840,,0,0,0
2001-05-14,875,885,402600,,0,0,0
2001-05-15,900,875,284840,,10,-10,0
2001-05-16,880,860,212700,,10,-10,0
2001-05-17,865,860,423400,,139430,-139430,0
2001-05-18,865,885,446000,,50,-50,0
2001-05-21,890,915,305110,,80,-80,0
2001-05-22,905,885,366520,,20,-20,0
2001-05-23,900,960,646570,,0,0,0
2001-05-24,1000,1080,1070780,,0,0,0
2001-05-25,1015,990,584720,,1010,-10,-1000
2001-05-28,970.0,970.0,402210.0,,10,-10,0
2001-05-29,970.0,950.0,293130.0,,88590,-88590,0
2001-05-30,945.0,955.0,235220.0,,0,0,0
2001-05-31,940.0,915.0,239460.0,,0,0,0
2001-06-01,920.0,920.0,233980.0,,40,-40,0
2001-06-04,930.0,940.0,184250.0,,0,0,0
2001-06-05,940.0,925.0,127090.0,,0,0,0
2001-06-07,915.0,895.0,327830.0,,0,0,0
2001-06-08,900.0,900.0,180970.0,,40,-40,0
2001-06-11,900.0,885.0,135320.0,,20,-20,0
2001-06-12,880.0,890.0,177670.0,,20,-20,0
2001-06-13,900.0,910.0,219960.0,,0,0,0
2001-06-14,930.0,905.0,169970.0,,0,0,0
2001-06-15,890.0,900.0,171220.0,,0,0,0
2001-06-18,890.0,885.0,204400.0,,0,0,0
2001-06-19,890.0,875.0,159300.0,,20,-20,0
2001-06-20,890.0,860.0,199030.0,,-2000,0,2000
2001-06-21,860.0,890.0,131060.0,,20,-20,0
2001-06-22,890.0,905.0,221280.0,,0,0,0
2001-06-25,880.0,905.0,181230.0,,0,0,0
2001-06-26,910.0,880.0,145070.0,,0,0,0
2001-06-27,860.0,880.0,119040.0,,0,0,0
2001-06-28,880.0,860.0,79460.0,,0,0,0
2001-06-29,875.0,910.0,133040.0,,10,-10,0
2001-07-02,910.0,905.0,86580.0,,0,0,0
2001-07-03,890.0,895.0,174210.0,,-1780,1780,0
2001-07-04,900.0,905.0,105830.0,,0,0,0
2001-07-05,905.0,900.0,104290.0,,10,-10,0
2001-07-06,895.0,870.0,110200.0,,0,0,0
2001-07-09,860.0,785.0,273440.0,,10,-10,0
2001-07-10,805.0,845.0,104600.0,,-1000,0,1000
2001-07-11,820.0,840.0,134480.0,,0,0,0
2001-07-12,860.0,845.0,125480.0,,10,-10,0
2001-07-13,845.0,815.0,82180.0,,0,0,0
2001-07-16,805.0,815.0,61600.0,,10,-10,0
2001-07-18,815.0,795.0,96510.0,,-4990,-10,0
2001-07-19,795.0,765.0,111640.0,,0,0,0
2001-07-20,720.0,760.0,108540.0,,0,0,0
2001-07-23,795.0,730.0,91670.0,,0,0,0
2001-07-24,715.0,720.0,116610.0,,20,-20,0
2001-07-25,705.0,715.0,110850.0,,0,0,0
2001-07-26,730.0,725.0,72660.0,,-1030,0,0
2001-07-27,730.0,770.0,109490.0,,10,-10,0
2001-07-30,750.0,750.0,49870.0,,200,0,0
2001-07-31,750.0,760.0,42090.0,,0,0,0
2001-08-01,765.0,780.0,106620.0,,0,0,0
2001-08-02,780.0,765.0,55760.0,,0,0,0
2001-08-03,760.0,770.0,54150.0,,10,-10,0
2001-08-06,750.0,780.0,67110.0,,10,-10,0
2001-08-07,770.0,780.0,87310.0,,0,0,0
2001-08-08,795.0,780.0,109030.0,,0,0,0
2001-08-09,780.0,765.0,84350.0,,0,0,0
2001-08-10,755.0,770.0,86520.0,,0,0,0
2001-08-13,815.0,805.0,196750.0,,3000,0,0
2001-08-14,800.0,790.0,118850.0,,0,0,0
2001-08-16,770.0,775.0,127280.0,,-2000,0,0
2001-08-17,780.0,780.0,79670.0,,10,-10,0
2001-08-20,785.0,895.0,481220.0,,2830,0,0
2001-08-21,950.0,840.0,1112000.0,,2000,0,0
2001-08-22,825.0,825.0,316740.0,,10,-10,0
2001-08-23,825.0,850.0,211250.0,,0,0,0
2001-08-24,870.0,880.0,348530.0,,130,-130,0
2001-08-27,880.0,840.0,203840.0,,0,0,0
2001-08-28,850.0,830.0,152430.0,,10,-10,0
2001-08-29,820.0,790.0,137420.0,,0,0,0
2001-08-30,770.0,800.0,180360.0,,20,-20,0
2001-08-31,780.0,755.0,107440.0,,-970,0,0
2001-09-03,760.0,760.0,87890.0,,0,0,0
2001-09-04,760.0,765.0,66390.0,,0,0,0
2001-09-05,765.0,775.0,85180.0,,-2000,0,0
2001-09-06,775.0,765.0,98200.0,,0,0,0
2001-09-07,775.0,780.0,92260.0,,-30,0,1000
2001-09-10,770.0,775.0,84720.0,,-1000,0,1000
2001-09-11,780.0,765.0,72610.0,,10,-10,0
2001-09-12,655.0,655.0,142790.0,,0,0,0
2001-09-13,655.0,695.0,144070.0,,1570,-1570,0
2001-09-14,680.0,615.0,133360.0,,0,0,0
2001-09-17,615.0,560.0,102140.0,,2000,0,-2000
2001-09-18,560.0,600.0,167870.0,,20,-20,0
2001-09-19,620.0,660.0,109010.0,,0,0,0
2001-09-20,640.0,660.0,88370.0,,-150,0,150
2001-09-21,625.0,625.0,102450.0,,0,0,0
2001-09-24,630.0,620.0,58060.0,,30,-30,0
2001-09-25,650.0,620.0,80220.0,,5270,-5270,0
2001-09-26,625.0,620.0,58380.0,,0,0,0
2001-09-27,630.0,640.0,151370.0,,170,-20,-150
2001-09-28,625.0,650.0,98170.0,,20,-20,0
2001-10-04,665.0,680.0,82930.0,,10,-10,0
2001-10-05,670.0,655.0,41370.0,,0,0,0
2001-10-08,655.0,645.0,47250.0,,0,0,0
2001-10-09,660.0,660.0,81180.0,,1460,-1460,0
2001-10-10,665.0,755.0,189370.0,,20,-20,0
2001-10-11,785.0,810.0,795720.0,,0,0,0
2001-10-12,800.0,750.0,148550.0,,-110,-10,0
2001-10-15,715.0,755.0,104200.0,,-140,0,140
2001-10-16,760.0,780.0,156020.0,,150,-10,-140
2001-10-17,800.0,790.0,112170.0,,10,-10,0
2001-10-18,765.0,745.0,103790.0,,0,0,0
2001-10-19,735.0,760.0,66140.0,,0,0,0
2001-10-22,745.0,755.0,66560.0,,0,0,0
2001-10-23,760.0,745.0,126980.0,,10,-10,0
2001-10-24,740.0,720.0,117410.0,,0,0,0
2001-10-25,720.0,730.0,98870.0,,10,-10,0
2001-10-26,730.0,735.0,56070.0,,0,0,0
2001-10-29,730.0,755.0,102890.0,,0,0,0
2001-10-30,730.0,710.0,69260.0,,0,0,0
2001-10-31,705.0,730.0,110090.0,,10,-10,0
2001-11-01,730.0,730.0,69680.0,,10,-10,0
2001-11-02,755.0,730.0,71910.0,,0,0,0
2001-11-05,745.0,740.0,63290.0,,20,-20,0
2001-11-06,750.0,750.0,106040.0,,0,0,0
2001-11-07,760.0,740.0,145880.0,,10,-10,0
2001-11-08,735.0,770.0,212460.0,,10,-10,0
2001-11-09,770.0,750.0,109550.0,,0,0,0
2001-11-12,735.0,790.0,452050.0,,0,0,0
2001-11-13,775.0,755.0,194680.0,,0,0,0
2001-11-14,770.0,770.0,139500.0,,0,0,0
2001-11-15,780.0,780.0,119730.0,,0,0,0
2001-11-16,780.0,790.0,111730.0,,570,-570,0
2001-11-19,810.0,805.0,125240.0,,0,0,0
2001-11-20,800.0,780.0,199870.0,,76030,-76030,0
2001-11-21,780.0,775.0,87390.0,,19040,-19040,0
2001-11-22,780.0,775.0,121180.0,,23150,-23150,0
2001-11-23,790.0,775.0,128060.0,,0,0,0
2001-11-26,790.0,795.0,470610.0,,12030,-12030,0
2001-11-27,840.0,805.0,357730.0,,68730,-68730,0
2001-11-28,820.0,770.0,189160.0,,240,-240,0
2001-11-29,755.0,755.0,126920.0,,10,-10,0
2001-11-30,760.0,775.0,85810.0,,0,0,0
2001-12-03,775.0,770.0,91580.0,,0,0,0
2001-12-04,770.0,760.0,102920.0,,0,0,0
2001-12-05,760.0,775.0,145970.0,,20,-20,0
2001-12-06,780.0,780.0,186650.0,,20,-20,0
2001-12-07,790.0,785.0,142120.0,,48960,-48960,0
2001-12-10,785.0,770.0,240600.0,,10,-10,0
2001-12-11,790.0,780.0,66740.0,,140,-20,0
2001-12-12,770.0,765.0,106630.0,,10,-10,0
2001-12-13,780.0,765.0,107730.0,,10,-10,0
2001-12-14,770.0,765.0,54250.0,,0,0,0
2001-12-17,775.0,755.0,123900.0,,10,-10,0
2001-12-18,755.0,755.0,87930.0,,50,-50,0
2001-12-19,760.0,725.0,65650.0,,0,0,0
2001-12-20,725.0,735.0,90480.0,,20,-20,0
2001-12-21,725.0,725.0,82740.0,,0,0,0
2001-12-24,720.0,725.0,60900.0,,10,-10,0
2001-12-26,730.0,740.0,85360.0,,10,-10,0
2001-12-27,740.0,740.0,46060.0,,0,0,0
2001-12-28,745.0,740.0,66620.0,,10,-10,0
2002-01-02,750.0,755.0,64300.0,,10,-10,0
2002-01-03,765.0,770.0,117920.0,,70,-70,0
2002-01-04,750.0,760.0,69320.0,,10,-10,0
2002-01-07,765.0,770.0,134800.0,,0,0,0
2002-01-08,760.0,800.0,276320.0,,310,-310,0
2002-01-09,800.0,780.0,173350.0,,0,0,0
2002-01-10,785.0,820.0,311380.0,,30,-30,0
2002-01-11,805.0,810.0,212195.0,,0,0,0
2002-01-14,810.0,820.0,196530.0,,40,-40,0
2002-01-15,830.0,795.0,177095.0,,0,0,0
2002-01-16,790.0,790.0,184271.0,,15031,-15031,0
2002-01-17,790.0,780.0,98415.0,,80,-80,0
2002-01-18,795.0,795.0,83980.0,,10,-10,0
2002-01-21,800.0,800.0,112491.0,,43510,-43510,0
2002-01-22,800.0,920.0,339745.0,,90000,-90000,0
2002-01-23,1055.0,1055.0,1667005.0,,119040,-117020,0
2002-01-24,1100.0,1210.0,2263743.0,,213013,-218833,5500
2002-01-25,1310.0,1390.0,765758.0,,50040,-50040,0
2002-01-28,1595.0,1595.0,778028.0,,104120,-110020,5000
2002-01-29,1830.0,1830.0,316130.0,,20,-10,-10
2002-01-30,1900.0,1685.0,2750628.0,,540,-5040,400
2002-01-31,1720.0,1935.0,1422764.0,,-12760,-100,2800
2002-02-01,2090.0,1645.0,1434540.0,,-9310,-10,-300
2002-02-04,1465.0,1400.0,554661.0,,93560,-100000,1440
2002-02-05,1240.0,1515.0,1645921.0,,2050,-10,-2040
2002-02-06,1500.0,1295.0,807606.0,,50010,-50010,0
2002-02-07,1360.0,1345.0,559150.0,,40,-40,0
2002-02-08,1290.0,1350.0,311152.0,,-18310,0,10
2002-02-14,1400.0,1490.0,463765.0,,6205,-6205,0
2002-02-15,1510.0,1485.0,443540.0,,20,-20,0
2002-02-18,1400.0,1420.0,346792.0,,-500,0,500
2002-02-19,1430.0,1400.0,309560.0,,22450,-22450,0
2002-02-20,1370.0,1450.0,320304.0,,29290,-29290,0
2002-02-21,1460.0,1380.0,334930.0,,32080,-32080,0
2002-02-22,1380.0,1370.0,257780.0,,0,0,0
2002-02-25,1370.0,1275.0,382640.0,,7010,-10,-7000
2002-02-26,1245.0,1240.0,298620.0,,510,-10,-500
2002-02-27,1235.0,1320.0,605478.0,,25007,-7,0
2002-02-28,1400.0,1320.0,333653.0,,20010,-10,0
2002-03-04,1290.0,1300.0,212192.0,,20000,0,0
