Symbol,무학_시가(원),무학_종가(원),무학_거래량(주),무학_PER(IFRS-연결),무학_순매수수량(개인)(주),무학_순매수수량(기관계)(주),무학_순매수수량(외국인계)(주)
2000-01-04,2700,2700,19365,,19300,-19300,0
2000-01-05,2510,2690,733,,0,0,0
2000-01-06,2370,3010,844,,0,0,0
2000-01-07,3370,3370,1826,,0,0,0
2000-01-10,3770,3770,19510,,0,0,0
2000-01-11,4220,4220,47,,0,0,0
2000-01-12,4720,4720,86,,0,0,0
2000-01-13,5280,5280,40,,0,0,0
2000-01-14,5910,5910,40,,0,0,0
2000-01-17,6610,6610,947,,0,0,0
2000-01-18,7400,7400,1370,,0,0,0
2000-01-19,8280,6520,6291,,0,0,0
2000-01-20,5740,5740,713,,0,0,0
2000-01-21,5060,6420,1650,,0,0,0
2000-01-24,5650,6100,2788,,0,0,0
2000-01-25,6830,6800,1482,,0,0,0
2000-01-26,6800,6000,462,,0,0,0
2000-01-27,5500,5970,1507,,0,0,0
2000-01-28,5300,5800,700,,0,0,0
2000-01-31,5770,6060,729,,0,0,0
2000-02-01,6000,6200,1782,,0,0,0
2000-02-02,6900,6700,435,,0,0,0
2000-02-03,6980,6200,1547,,0,0,0
2000-02-07,5520,6540,2093,,0,0,0
2000-02-08,5760,6000,656,,0,0,0
2000-02-09,6000,6000,739,,0,0,0
2000-02-10,6000,6000,359,,0,0,0
2000-02-11,5280,6100,955,,0,0,0
2000-02-14,5430,5970,922,,0,0,0
2000-02-15,5880,5720,249,,0,0,0
2000-02-16,5960,5960,400,,0,0,0
2000-02-17,5600,5600,0,,0,0,0
2000-02-18,5600,5900,449,,0,0,0
2000-02-21,5260,5700,2503,,-2000,2000,0
2000-02-22,6380,5620,1980,,-30,30,0
2000-02-23,5120,5930,603,,-1,1,0
2000-02-24,5220,5820,941,,0,0,0
2000-02-25,5780,6510,2033,,0,0,0
2000-02-28,7290,7290,3214,,0,0,0
2000-02-29,8160,8160,5777,,0,0,0
2000-03-02,9130,9130,974,,0,0,0
2000-03-03,10100,9300,3639,,0,0,0
2000-03-06,8500,10300,3169,,0,0,0
2000-03-07,10300,10100,6,,0,0,0
2000-03-08,9500,11150,1696,,0,0,0
2000-03-09,9960,10200,13461,,2031,-2031,0
2000-03-10,10000,10300,2318,,0,0,0
2000-03-13,10700,9930,2016,,0,0,0
2000-03-14,10250,9660,948,,0,0,0
2000-03-15,9660,10800,11537,,0,0,0
2000-03-16,11950,12050,7456,,0,0,0
2000-03-17,13450,13450,20385,,0,0,0
2000-03-20,14900,15050,26933,,0,0,0
2000-03-21,16700,13250,20705,,0,0,0
2000-03-22,11700,11700,41164,,0,0,0
2000-03-23,11900,10300,24515,,0,0,0
2000-03-24,10900,9500,11314,,0,0,0
2000-03-27,10000,10600,3076,,0,0,0
2000-03-28,11850,10900,31078,,0,0,0
2000-03-29,9600,9700,6583,,0,0,0
2000-03-30,8700,9200,3622,,0,0,0
2000-03-31,8600,10300,17131,,0,0,0
2000-04-03,11000,11500,10479,,0,0,0
2000-04-04,11600,10150,13681,,0,0,0
2000-04-06,11050,9900,3879,,0,0,0
2000-04-07,9510,10000,17043,,0,0,0
2000-04-10,9520,10100,12785,,0,0,0
2000-04-11,10100,9250,8511,,0,0,0
2000-04-12,8530,9230,8509,,0,0,0
2000-04-14,8990,10300,12068,,0,0,0
2000-04-17,9600,9110,20342,,0,0,0
2000-04-18,9600,10200,7972,,0,0,0
2000-04-19,11400,11400,2435,,0,0,0
2000-04-20,12750,12750,31117,,0,0,0
2000-04-21,14250,13100,77065,,0,0,0
2000-04-24,12100,13550,27416,,-50,0,0
2000-04-25,13300,11950,16215,,-20,0,0
2000-04-26,12000,13350,33152,,70,0,0
2000-04-27,14500,14950,82337,,0,0,0
2000-04-28,14500,14900,57421,,0,0,0
2000-05-02,14900,13150,38937,,0,0,0
2000-05-03,12700,12300,48122,,0,0,0
2000-05-04,11700,13750,33001,,0,0,0
2000-05-08,14400,15400,15228,,0,0,0
2000-05-09,17200,17200,77587,,0,0,0
2000-05-10,17150,15150,145065,,-20,0,0
2000-05-12,15900,15200,83224,,20,0,0
2000-05-15,15200,14600,36533,,0,0,0
2000-05-16,13800,14150,15619,,0,0,0
2000-05-17,13800,13200,24663,,0,0,0
2000-05-18,12700,14750,58276,,0,0,0
2000-05-19,14400,13000,46112,,-5,0,0
2000-05-22,12500,11450,22344,,-4,0,0
2000-05-23,11450,10100,15112,,9,0,0
2000-05-24,8900,9350,26029,,0,0,0
2000-05-25,9700,10450,25653,,0,0,0
2000-05-26,11000,11600,47658,,0,0,0
2000-05-29,11900,10800,19331,,0,0,0
2000-05-30,10800,11650,11575,,0,0,0
2000-05-31,11650,12500,23635,,0,0,0
2000-06-01,11700,11400,11472,,0,0,0
2000-06-02,11600,11600,12756,,0,0,0
2000-06-05,12000,11850,14543,,0,0,0
2000-06-07,11800,11400,11352,,0,0,0
2000-06-08,11400,10600,11428,,0,0,0
2000-06-09,10600,10500,9281,,0,0,0
2000-06-12,10700,10950,8872,,0,0,0
2000-06-13,10950,12250,24765,,0,0,0
2000-06-14,12250,13000,45415,,0,0,0
2000-06-15,12950,14550,62049,,-10,0,0
2000-06-16,15400,14700,51012,,-5,0,0
2000-06-19,14500,12950,29241,,-19,0,0
2000-06-20,13250,13300,12533,,21,0,0
2000-06-21,12400,13000,15015,,13,0,0
2000-06-22,12500,13100,9740,,0,0,0
2000-06-23,12400,12300,7772,,-100,0,0
2000-06-26,11600,12800,12511,,50,0,0
2000-06-27,12350,13000,13832,,0,0,0
2000-06-28,13400,14550,15399,,50,0,0
2000-06-29,15000,15100,45422,,0,0,0
2000-06-30,14800,15300,14228,,0,0,0
2000-07-03,14300,14850,21854,,0,0,0
2000-07-04,14000,14850,14226,,0,0,0
2000-07-05,14250,13550,10419,,0,0,0
2000-07-06,12050,15150,21632,,0,0,0
2000-07-07,14100,14700,8680,,0,0,0
2000-07-10,15000,16450,32150,,0,0,0
2000-07-11,16400,17300,55417,,0,0,0
2000-07-12,17300,17400,20998,,0,0,0
2000-07-13,17400,16250,32719,,0,0,0
2000-07-14,14800,14300,36348,,0,0,0
2000-07-18,14300,14600,23985,,0,0,0
2000-07-19,14700,15650,41349,,0,0,0
2000-07-20,16500,14900,34132,,0,0,0
2000-07-21,15000,15000,32791,,0,0,0
2000-07-24,14500,14450,20082,,0,0,0
2000-07-25,14200,13150,12198,,0,0,0
2000-07-26,13350,14700,8727,,0,0,0
2000-07-27,16450,13800,95432,,0,0,0
2000-07-28,14000,12800,52236,,0,0,0
2000-07-31,12300,14300,33870,,0,0,0
2000-08-01,13800,14600,46909,,0,0,0
2000-08-02,14650,14000,20507,,0,0,0
2000-08-03,14000,13950,31189,,0,0,0
2000-08-04,14200,13400,20571,,0,0,0
2000-08-07,13400,13600,21954,,0,0,0
2000-08-08,13200,13600,16095,,0,0,0
2000-08-09,13200,13350,12135,,0,0,0
2000-08-10,13200,13400,9550,,0,0,0
2000-08-11,13400,13900,41783,,0,0,0
2000-08-14,14700,15550,28311,,0,0,0
2000-08-16,17400,13900,111883,,0,0,0
2000-08-17,14300,14250,42482,,0,0,0
2000-08-18,14450,15050,144392,,0,0,0
2000-08-21,15100,14350,40024,,0,0,0
2000-08-22,14100,14450,34319,,0,0,0
2000-08-23,14550,14000,19156,,-5,0,0
2000-08-24,13550,13600,15500,,0,0,0
2000-08-25,12900,13400,14940,,0,0,0
2000-08-28,13100,13600,19310,,0,0,0
2000-08-29,13700,13750,13416,,5,0,0
2000-08-30,13750,13700,9880,,0,0,0
2000-08-31,13400,13200,6099,,0,0,0
2000-09-01,13050,13100,5460,,0,0,0
2000-09-04,13200,12850,6259,,0,0,0
2000-09-05,12550,12650,5807,,0,0,0
2000-09-06,12250,12800,7438,,0,0,0
2000-09-07,12600,12450,3069,,0,0,0
2000-09-08,11650,11950,7830,,0,0,0
2000-09-14,11350,10700,9570,,0,0,0
2000-09-15,10300,10050,8196,,0,0,0
2000-09-18,9090,10600,46671,,0,0,0
2000-09-19,11000,9350,55738,,0,0,0
2000-09-20,9400,9300,12189,,0,0,0
2000-09-21,9150,8190,17745,,0,0,0
2000-09-22,7420,7210,4908,,0,0,0
2000-09-25,6350,6370,19961,,0,0,0
2000-09-26,5810,6120,29007,,0,0,0
2000-09-27,6400,6850,23627,,0,0,0
2000-09-28,6900,7290,26612,,0,0,0
2000-09-29,7450,7450,15795,,0,0,0
2000-10-02,7390,7670,34850,,0,0,0
2000-10-04,7430,7700,6964,,-50,0,0
2000-10-05,7700,8050,11925,,-50,0,0
2000-10-06,8050,7900,12157,,0,0,0
2000-10-09,8200,8750,32489,,100,0,0
2000-10-10,8500,8300,12632,,-540,540,0
2000-10-11,8000,7500,13379,,0,0,0
2000-10-12,7890,7790,5965,,0,0,0
2000-10-13,7350,7360,2196,,0,0,0
2000-10-16,7650,8000,1459,,0,0,0
2000-10-17,8350,7640,10879,,0,0,0
2000-10-18,7120,7160,8216,,0,0,0
2000-10-19,7050,6950,6158,,0,0,0
2000-10-20,7500,7030,8186,,0,0,0
2000-10-23,7200,7380,9937,,0,0,0
2000-10-24,7000,7500,10767,,0,0,0
2000-10-25,7530,7290,12242,,0,0,0
2000-10-26,6800,7350,4709,,0,0,0
2000-10-27,7500,7240,2231,,0,0,0
2000-10-30,7010,6790,2745,,0,0,0
2000-10-31,6410,6300,4301,,0,0,0
2000-11-01,6500,7050,6772,,0,0,0
2000-11-02,6770,6700,5827,,0,0,0
2000-11-03,7090,7000,12563,,0,0,0
2000-11-06,7000,7090,12680,,0,0,0
2000-11-07,6910,6900,8192,,0,0,0
2000-11-08,6710,7720,26432,,-207,0,0
2000-11-09,7770,8640,66356,,0,0,0
2000-11-10,9000,8470,28452,,-219,0,0
2000-11-13,8130,8100,7580,,0,0,0
2000-11-14,7650,7990,14986,,126,0,0
2000-11-15,7830,8940,30004,,-100,0,0
2000-11-16,9060,8900,87482,,78,0,0
2000-11-17,8950,8700,38889,,22,0,0
2000-11-20,8700,8900,41188,,0,0,0
2000-11-21,8700,8690,23264,,0,0,0
2000-11-22,8600,8700,40138,,0,0,0
2000-11-23,8400,8100,17317,,0,0,0
2000-11-24,7700,7900,7601,,0,0,0
2000-11-27,7900,8540,19938,,300,0,0
2000-11-28,8500,8420,25469,,0,0,0
2000-11-29,8160,8140,5505,,0,0,0
2000-11-30,8160,8480,6057,,0,0,0
2000-12-01,8500,9490,28531,,0,0,0
2000-12-04,9700,10600,90851,,-200,0,0
2000-12-05,10300,9990,29518,,200,0,0
2000-12-06,10800,9700,12334,,0,0,0
2000-12-07,9300,9400,19943,,0,0,0
2000-12-08,9390,9460,18636,,0,0,0
2000-12-11,9250,9320,21029,,0,0,0
2000-12-12,9320,9850,22060,,0,0,0
2000-12-13,10400,10000,32406,,0,0,0
2000-12-14,9850,9360,18101,,0,0,0
2000-12-15,9160,9040,6398,,0,0,0
2000-12-18,8900,9350,23501,,0,0,0
2000-12-19,9350,8950,14877,,0,0,0
2000-12-20,8550,8080,22587,,0,0,0
2000-12-21,7590,7120,10681,,0,0,0
2000-12-22,6710,6290,25638,,0,0,0
2000-12-26,5900,6090,4045,,0,0,0
2001-01-02,5450,6450,1951,1.75,0,0,0
2001-01-03,6600,6980,6839,1.89,0,0,0
2001-01-04,7200,7280,20433,1.98,0,0,0
2001-01-05,7000,6810,5502,1.85,0,0,0
2001-01-08,6900,7600,13253,2.06,0,0,0
2001-01-09,7300,7530,20746,2.04,0,0,0
2001-01-10,7900,7000,7506,1.9,0,0,0
2001-01-11,7000,7260,5752,1.97,0,0,0
2001-01-12,7300,7340,17752,1.99,0,0,0
2001-01-15,7500,7400,21318,2.01,0,0,0
2001-01-16,7120,7280,8496,1.98,0,0,0
2001-01-17,7010,7290,11139,1.98,0,0,0
2001-01-18,7290,7270,8030,1.98,0,0,0
2001-01-19,7390,7010,5281,1.9,0,0,0
2001-01-22,6800,7180,7008,1.95,0,0,0
2001-01-26,6750,7180,5147,1.95,0,0,0
2001-01-29,7000,7320,19731,1.99,0,0,0
2001-01-30,7490,8190,34793,2.22,0,0,0
2001-01-31,8670,7800,18009,2.12,0,0,0
2001-02-01,7520,7530,9430,2.04,0,0,0
2001-02-02,7200,7500,6783,2.04,0,0,0
2001-02-05,7200,7200,3957,1.95,0,0,0
2001-02-06,7030,7350,2836,2,0,0,0
2001-02-07,7450,7500,14437,2.04,0,0,0
2001-02-08,7470,7890,26972,2.14,0,0,0
2001-02-09,8000,7760,10803,2.11,0,0,0
2001-02-12,7530,8630,22216,2.34,0,0,0
2001-02-13,8830,9100,28851,2.47,0,0,0
2001-02-14,9050,9050,44308,2.46,0,0,0
2001-02-15,9200,8730,23420,2.37,0,0,0
2001-02-16,8800,8780,8402,2.38,0,0,0
2001-02-19,8700,8700,4730,2.36,0,0,0
2001-02-20,8920,9400,40251,2.55,0,0,0
2001-02-21,9010,9440,18012,2.56,0,0,0
2001-02-22,9230,8840,36841,2.4,0,0,0
2001-02-23,8520,8830,5846,2.4,0,0,0
2001-02-26,8420,8800,3594,2.39,0,0,0
2001-02-27,8600,8770,1470,2.38,0,0,0
2001-02-28,8310,8590,10306,2.33,0,0,0
2001-03-02,8500,8200,26002,2.23,0,0,0
2001-03-05,7850,8150,4324,2.21,0,0,0
2001-03-06,8190,7970,6009,2.17,0,0,0
2001-03-07,8000,8370,8096,2.27,0,0,0
2001-03-08,8370,9250,19007,2.51,0,0,0
2001-03-09,9300,9250,10528,2.51,0,0,0
2001-03-12,9590,9500,18190,2.58,0,0,0
2001-03-13,9110,8840,16581,2.4,0,0,0
2001-03-14,8670,8950,20102,2.43,0,0,0
2001-03-15,8900,8380,14333,2.27,0,0,0
2001-03-16,8010,8020,8499,2.18,0,0,0
2001-03-19,7720,7940,11947,2.16,0,0,0
2001-03-20,8000,7900,5159,2.15,0,0,0
2001-03-21,7900,8000,8464,2.17,0,0,0
2001-03-22,7750,7900,9231,2.15,0,0,0
2001-03-23,8000,7900,3103,2.15,0,0,0
2001-03-26,7730,7900,10393,2.15,0,0,0
2001-03-27,7850,7760,1537,2.11,0,0,0
2001-03-28,7990,7900,6240,2.15,0,0,0
2001-03-29,8000,7900,2691,2.15,0,0,0
2001-03-30,7890,7740,2811,2.1,0,0,0
2001-04-02,7740,7420,8492,2.02,0,0,0
2001-04-03,7420,7300,695,1.98,0,0,0
2001-04-04,7080,7200,6407,1.95,0,0,0
2001-04-06,7150,7200,6432,1.95,0,0,0
2001-04-09,7000,6850,8745,1.86,0,0,0
2001-04-10,7250,7020,2090,1.91,0,0,0
2001-04-11,7050,7010,4426,1.9,0,0,0
2001-04-12,6990,7100,16609,1.93,0,0,0
2001-04-13,7950,7950,7470,2.16,0,0,0
2001-04-16,8900,8550,81648,2.32,0,0,0
2001-04-17,8410,8140,15216,2.21,0,0,0
2001-04-18,8200,8100,14129,2.2,0,0,0
2001-04-19,8090,8200,19875,2.23,0,0,0
2001-04-20,8260,7810,27153,2.12,0,0,0
2001-04-23,7770,7700,15945,2.09,0,0,0
2001-04-24,7730,7630,3449,2.07,0,0,0
2001-04-25,7460,7510,6113,2.04,0,0,0
2001-04-26,7450,7650,6815,2.08,0,0,0
2001-04-27,7550,7690,2380,2.09,0,0,0
2001-04-30,7750,7600,2689,2.06,0,0,0
2001-05-02,7430,7850,13891,2.13,0,0,0
2001-05-03,7450,7770,11641,2.11,0,0,0
2001-05-04,7850,7620,7165,2.07,0,0,0
2001-05-07,7480,7650,1948,2.08,0,0,0
2001-05-08,7700,7680,6417,2.08,0,0,0
2001-05-09,7700,7750,3958,2.11,0,0,0
2001-05-10,7730,8100,8402,2.2,0,0,0
2001-05-11,7930,7950,3978,2.16,0,0,0
2001-05-14,7730,7900,20432,2.15,0,0,0
2001-05-15,7800,8190,26047,2.22,-1,1,0
2001-05-16,8150,8000,5484,2.17,1,-1,0
2001-05-17,7740,7900,6733,2.15,0,0,0
2001-05-18,8000,8090,5471,2.2,0,0,0
2001-05-21,8140,8190,8903,2.22,0,0,0
2001-05-22,8100,8020,3173,2.18,0,0,0
2001-05-23,8200,8400,10565,2.28,0,0,0
2001-05-24,8600,8300,9829,2.26,0,0,0
2001-05-25,8300,8330,2051,2.26,0,0,0
2001-05-28,8400.0,8100.0,2955.0,2.2,0,0,0
2001-05-29,8210.0,8150.0,6191.0,2.21,0,0,0
2001-05-30,8100.0,8210.0,2043.0,2.23,0,0,0
2001-05-31,8100.0,8060.0,1465.0,2.19,0,0,0
2001-06-01,8000.0,8190.0,1556.0,2.22,0,0,0
2001-06-04,8230.0,8600.0,12589.0,2.34,0,0,0
2001-06-05,8430.0,8300.0,6666.0,2.26,0,0,0
2001-06-07,8300.0,8270.0,2770.0,2.25,0,0,0
2001-06-08,8120.0,8230.0,2532.0,2.23,0,0,0
2001-06-11,8100.0,8200.0,1204.0,2.23,0,0,0
2001-06-12,8110.0,8190.0,921.0,2.22,0,0,0
2001-06-13,8590.0,8400.0,5469.0,2.28,0,0,0
2001-06-14,8490.0,8530.0,1435.0,2.32,0,0,0
2001-06-15,9540.0,9550.0,8545.0,2.59,0,0,0
2001-06-18,10650.0,10650.0,4119.0,2.89,0,0,0
2001-06-19,11900.0,11900.0,142698.0,3.23,0,0,0
2001-06-20,12000.0,13300.0,191765.0,3.61,0,0,0
2001-06-21,13100.0,13500.0,181322.0,3.67,0,0,0
2001-06-22,13550.0,13500.0,79352.0,3.67,0,0,0
2001-06-25,14200.0,12600.0,49453.0,3.42,0,0,0
2001-06-26,12200.0,11700.0,29667.0,3.18,0,0,0
2001-06-27,11550.0,13100.0,5772.0,3.56,0,0,0
2001-06-28,14650.0,14650.0,58877.0,3.98,0,0,0
2001-06-29,14650.0,16400.0,105665.0,4.46,0,0,0
2001-07-02,17100.0,16200.0,74195.0,4.4,0,0,0
2001-07-03,16200.0,18100.0,65873.0,4.92,0,0,0
2001-07-04,19000.0,18100.0,237841.0,4.92,-60,10,50
2001-07-05,18000.0,17850.0,99991.0,4.85,50,0,-50
2001-07-06,18050.0,16000.0,59201.0,4.35,0,0,0
2001-07-09,16000.0,14150.0,62453.0,3.84,-137,0,0
2001-07-10,14650.0,15800.0,99611.0,4.29,-157,0,0
2001-07-11,15100.0,17450.0,167635.0,4.74,68,0,0
2001-07-12,17300.0,16900.0,153068.0,4.59,226,0,0
2001-07-13,17300.0,16100.0,65668.0,4.37,0,0,0
2001-07-16,16200.0,15000.0,39222.0,4.07,0,0,0
2001-07-18,15000.0,13500.0,42582.0,3.67,0,0,0
2001-07-19,12650.0,13300.0,38556.0,3.61,0,0,0
2001-07-20,13550.0,14850.0,98264.0,4.03,-750,0,0
2001-07-23,14600.0,13600.0,76813.0,3.69,750,0,0
2001-07-24,13050.0,14000.0,37484.0,3.8,0,0,0
2001-07-25,14350.0,14000.0,46179.0,3.8,-475,0,0
2001-07-26,14050.0,14000.0,59215.0,3.8,475,0,0
2001-07-27,14500.0,14000.0,47105.0,3.8,-500,0,0
2001-07-30,14050.0,13200.0,31596.0,3.58,500,0,0
2001-07-31,12900.0,13500.0,42770.0,3.67,0,0,0
2001-08-01,13600.0,13600.0,40955.0,3.69,0,0,0
2001-08-02,13350.0,13550.0,27544.0,3.68,0,0,0
2001-08-03,13500.0,14100.0,70920.0,3.83,0,0,0
2001-08-06,14000.0,13850.0,27410.0,3.76,0,0,0
2001-08-07,14150.0,13400.0,29175.0,3.64,0,0,0
2001-08-08,13450.0,13600.0,31853.0,3.69,0,0,0
2001-08-09,13700.0,15200.0,121476.0,4.13,0,0,0
2001-08-10,15450.0,15800.0,149860.0,4.29,0,0,0
2001-08-13,15800.0,14200.0,42857.0,3.86,0,0,0
2001-08-14,13900.0,14050.0,33071.0,3.81,0,0,0
2001-08-16,13650.0,14300.0,31433.0,3.88,0,0,0
2001-08-17,14500.0,14500.0,18571.0,3.94,0,0,0
2001-08-20,14500.0,14650.0,29651.0,3.98,0,0,0
2001-08-21,14650.0,14600.0,24575.0,3.96,0,0,0
2001-08-22,14600.0,14750.0,28067.0,4.01,0,0,0
2001-08-23,14850.0,14700.0,21421.0,3.99,0,0,0
2001-08-24,15200.0,15500.0,89707.0,4.21,0,0,0
2001-08-27,15700.0,15350.0,74445.0,4.17,0,0,0
2001-08-28,15500.0,17150.0,140925.0,4.66,-2000,2000,0
2001-08-29,17650.0,16500.0,186411.0,4.48,0,0,0
2001-08-30,16300.0,15300.0,48641.0,4.16,0,0,0
2001-08-31,15000.0,14300.0,37961.0,3.88,0,0,0
2001-09-03,14050.0,14500.0,25099.0,3.94,-1000,0,0
2001-09-04,15000.0,15300.0,76857.0,4.16,0,0,0
2001-09-05,15300.0,15300.0,27767.0,4.16,200,0,0
2001-09-06,15500.0,15450.0,20667.0,4.2,0,0,0
2001-09-07,15200.0,15050.0,23942.0,4.09,0,0,0
2001-09-10,14700.0,14700.0,17704.0,3.99,0,0,0
2001-09-11,14600.0,14650.0,22981.0,3.98,0,0,0
2001-09-12,12900.0,12900.0,3685.0,3.5,0,0,0
2001-09-13,12400.0,13200.0,29124.0,3.58,1000,-1000,0
2001-09-14,13000.0,11650.0,20388.0,3.16,404,-404,0
2001-09-17,11400.0,10300.0,16902.0,2.8,0,0,0
2001-09-18,10500.0,11500.0,29018.0,3.12,596,-596,0
2001-09-19,12850.0,12300.0,30058.0,3.34,-150,0,0
2001-09-20,12300.0,11000.0,10552.0,2.99,0,0,0
2001-09-21,10450.0,11200.0,7488.0,3.04,0,0,0
2001-09-24,11400.0,11550.0,12727.0,3.14,0,0,0
2001-09-25,11800.0,11300.0,12543.0,3.07,-380,0,0
2001-09-26,11300.0,10950.0,4748.0,2.97,0,0,0
2001-09-27,11000.0,11000.0,5140.0,2.99,0,0,0
2001-09-28,11400.0,11400.0,5544.0,3.1,0,0,0
2001-10-04,11600.0,12200.0,17078.0,3.31,0,0,0
2001-10-05,12150.0,11750.0,6999.0,3.19,0,0,0
2001-10-08,11400.0,11500.0,5593.0,3.12,0,0,0
2001-10-09,11900.0,12850.0,52831.0,3.49,0,0,0
2001-10-10,12800.0,12850.0,131117.0,3.49,0,0,0
2001-10-11,13250.0,13200.0,38038.0,3.58,-2000,0,0
2001-10-12,13200.0,13000.0,23598.0,3.53,0,0,0
2001-10-15,12950.0,13000.0,17200.0,3.53,0,0,0
2001-10-16,12750.0,13900.0,39315.0,3.77,510,0,0
2001-10-17,14150.0,14200.0,69230.0,3.86,-1010,0,0
2001-10-18,14150.0,15100.0,72257.0,4.1,1670,0,0
2001-10-19,15300.0,14850.0,54941.0,4.03,0,0,0
2001-10-22,15750.0,15000.0,13286.0,4.07,0,0,0
2001-10-23,15000.0,14250.0,46305.0,3.87,1000,0,0
2001-10-24,14400.0,14450.0,13515.0,3.92,0,0,0
2001-10-25,14700.0,14300.0,15675.0,3.88,0,0,0
2001-10-26,14300.0,14400.0,10951.0,3.91,0,0,0
2001-10-29,14500.0,14400.0,16112.0,3.91,0,0,0
2001-10-30,14000.0,14400.0,9492.0,3.91,0,0,0
2001-10-31,14150.0,14850.0,25772.0,4.03,360,0,0
2001-11-01,15200.0,14500.0,21724.0,3.94,0,0,0
2001-11-02,14750.0,15500.0,58070.0,4.21,0,0,0
2001-11-05,16050.0,16000.0,50131.0,4.35,0,0,0
2001-11-06,16000.0,15600.0,18420.0,4.24,0,0,0
2001-11-07,15950.0,15400.0,17468.0,4.18,0,0,0
2001-11-08,15250.0,15400.0,15717.0,4.18,-1790,1790,0
2001-11-09,15400.0,15200.0,10747.0,4.13,0,0,0
2001-11-12,15350.0,15100.0,12365.0,4.1,0,0,0
2001-11-13,15000.0,14950.0,18367.0,4.06,0,0,0
2001-11-14,14900.0,15000.0,26610.0,4.07,-190,0,0
2001-11-15,15000.0,15000.0,0.0,4.07,0,0,0
2001-11-16,15000.0,15000.0,0.0,4.07,0,0,0
2001-11-19,15000.0,15000.0,0.0,4.07,0,0,0
2001-11-20,15000.0,15000.0,0.0,4.07,0,0,0
2001-11-21,15000.0,15000.0,0.0,4.07,0,0,0
2001-11-22,15000.0,15000.0,0.0,4.07,0,0,0
2001-11-23,15000.0,15000.0,0.0,4.07,0,0,0
2001-11-26,15000.0,15000.0,0.0,4.07,0,0,0
2001-11-27,15000.0,15000.0,0.0,4.07,0,0,0
2001-11-28,15000.0,15000.0,0.0,4.07,0,0,0
2001-11-29,15000.0,15000.0,0.0,4.07,0,0,0
2001-11-30,15000.0,15000.0,0.0,4.07,0,0,0
2001-12-03,6720.0,6720.0,58375.0,4.56,50,0,0
2001-12-04,6650.0,7320.0,232418.0,4.97,-1575,2000,0
2001-12-05,7500.0,8190.0,233156.0,5.56,4469,-4475,0
2001-12-06,8600.0,7810.0,185334.0,5.3,6,0,0
2001-12-07,8000.0,8190.0,79788.0,5.56,0,0,0
2001-12-10,8200.0,8600.0,172038.0,5.84,0,0,0
2001-12-11,8750.0,8600.0,198001.0,5.84,9000,-9000,0
2001-12-12,8510.0,8230.0,81163.0,5.59,200,-200,0
2001-12-13,8500.0,8140.0,34703.0,5.53,0,0,0
2001-12-14,8140.0,8050.0,45107.0,5.47,-850,0,0
2001-12-17,7970.0,8290.0,68619.0,5.63,0,0,0
2001-12-18,8290.0,7960.0,43641.0,5.4,0,0,0
2001-12-19,7800.0,7490.0,35920.0,5.09,0,0,0
2001-12-20,7500.0,7810.0,30630.0,5.3,0,0,0
2001-12-21,7800.0,7600.0,21810.0,5.16,0,0,0
2001-12-24,7650.0,7300.0,23805.0,4.96,0,0,0
2001-12-26,7110.0,7300.0,16560.0,4.96,0,0,0
2001-12-27,7200.0,7100.0,19001.0,4.82,0,0,0
2001-12-28,7150.0,7260.0,20726.0,4.93,0,0,0
2002-01-02,7260.0,7950.0,43361.0,5.22,0,0,0
2002-01-03,7950.0,7850.0,11098.0,5.16,0,0,0
2002-01-04,7730.0,7700.0,23876.0,5.06,0,0,0
2002-01-07,7600.0,7680.0,18913.0,5.05,0,0,0
2002-01-08,7700.0,7560.0,17272.0,4.97,0,0,0
2002-01-09,7560.0,7430.0,13611.0,4.88,0,0,0
2002-01-10,7500.0,7800.0,29214.0,5.12,0,0,0
2002-01-11,7940.0,7510.0,7494.0,4.93,0,0,0
2002-01-14,7510.0,7500.0,5770.0,4.93,0,0,0
2002-01-15,7500.0,7500.0,13735.0,4.93,0,0,0
2002-01-16,7500.0,7500.0,4393.0,4.93,0,0,0
2002-01-17,7390.0,7160.0,10137.0,4.71,0,0,0
2002-01-18,7100.0,7320.0,10595.0,4.81,0,0,0
2002-01-21,7300.0,7500.0,13490.0,4.93,0,0,0
2002-01-22,7250.0,7430.0,8342.0,4.88,0,0,0
2002-01-23,7420.0,7390.0,11262.0,4.86,-1644,1644,0
2002-01-24,7310.0,7400.0,19542.0,4.86,-15388,15388,0
2002-01-25,7400.0,7500.0,13011.0,4.93,-1000,1000,0
2002-01-28,7500.0,7700.0,33568.0,5.06,0,0,0
2002-01-29,7790.0,7900.0,80874.0,5.19,-2000,0,0
2002-01-30,7840.0,7960.0,39525.0,5.23,-1000,0,0
2002-01-31,8000.0,8300.0,64057.0,5.45,-1000,-1000,0
2002-02-01,8460.0,8050.0,54019.0,5.29,5964,-4964,0
2002-02-04,7950.0,7440.0,20414.0,4.89,0,0,0
2002-02-05,7300.0,7630.0,25984.0,5.01,-3280,3280,0
2002-02-06,7440.0,7500.0,5308.0,4.93,0,0,0
2002-02-07,7210.0,7410.0,11697.0,4.87,-1500,1500,0
2002-02-08,7510.0,7480.0,2959.0,4.91,0,0,0
2002-02-14,7550.0,7590.0,11969.0,4.99,0,0,0
2002-02-15,7590.0,7730.0,4931.0,5.08,0,0,0
2002-02-18,7800.0,7570.0,8865.0,4.97,0,0,0
