Symbol,LG상사_시가(원),LG상사_종가(원),LG상사_거래량(주),LG상사_PER(IFRS-연결),LG상사_순매수수량(개인)(주),LG상사_순매수수량(기관계)(주),LG상사_순매수수량(외국인계)(주)
2006-01-13,24950.0,24700.0,454020.0,18.13,4176,-696,-11470
2006-01-16,24500.0,24100.0,341829.0,17.69,41030,-26647,-14283
2006-01-17,24400.0,23600.0,252870.0,17.32,-41893,16603,-5180
2006-01-18,23050.0,22450.0,677510.0,16.47,-5438,141728,-177820
2006-01-19,22250.0,24000.0,569985.0,17.61,-141054,-24906,43560
2006-01-20,23900.0,23200.0,455315.0,17.03,-10800,54280,-54430
2006-01-23,22000.0,21900.0,696454.0,16.07,-86990,41000,78040
2006-01-24,21500.0,21900.0,631714.0,16.07,109397,-137987,-60250
2006-01-25,21700.0,21250.0,502295.0,15.59,143841,-34811,-95700
2006-01-26,21050.0,21350.0,373368.0,15.67,120025,-19565,-97680
2006-01-27,21800.0,22100.0,653565.0,16.22,-30480,121440,-161440
2006-01-31,22450.0,22700.0,381305.0,16.66,-32012,-28468,20160
2006-02-01,22550.0,21650.0,519991.0,15.89,120948,16882,-140700
2006-02-02,22250.0,23050.0,787317.0,16.92,-150395,191035,-42090
2006-02-03,22750.0,22350.0,424370.0,16.4,-4438,82628,-46180
2006-02-06,22100.0,22100.0,661836.0,16.22,84386,-133126,-890
2006-02-07,21700.0,22000.0,369187.0,16.14,-63333,17553,32620
2006-02-08,21800.0,22000.0,262978.0,16.14,-59930,-33320,95010
2006-02-09,22050.0,22450.0,474331.0,16.47,24217,-105327,77800
2006-02-10,22500.0,22400.0,224485.0,16.44,32969,-40899,14430
2006-02-13,22150.0,22100.0,392435.0,16.22,56608,-74308,20220
2006-02-14,22300.0,22850.0,291261.0,16.77,11150,-16180,-32810
2006-02-15,23000.0,22400.0,358750.0,16.44,-17350,2520,7600
2006-02-16,22400.0,22350.0,224309.0,16.4,-16370,28870,-35230
2006-02-17,22400.0,22400.0,295765.0,16.44,-3275,-13905,11610
2006-02-20,22500.0,22700.0,292828.0,16.66,-57825,75485,-27250
2006-02-21,22950.0,23700.0,468086.0,17.39,-66639,118519,-64200
2006-02-22,23700.0,23100.0,339288.0,16.95,110568,-15068,-111900
2006-02-23,23450.0,23800.0,350600.0,17.47,-29785,48215,-35690
2006-02-24,23900.0,23800.0,418085.0,17.47,201071,-33711,-177690
2006-02-27,23550.0,23550.0,209379.0,17.28,41851,-12061,-50950
2006-02-28,23850.0,23000.0,154123.0,16.88,6878,-7038,-1390
2006-03-02,22850.0,23300.0,224532.0,17.1,-11632,27782,-2520
2006-03-03,23100.0,22550.0,285146.0,16.55,-16410,-20180,33810
2006-03-06,22600.0,22400.0,426879.0,16.44,2871,48409,-75910
2006-03-07,22400.0,22500.0,357420.0,16.51,-60881,46701,-20070
2006-03-08,22850.0,22750.0,318334.0,16.69,43096,55484,-93540
2006-03-09,23000.0,22450.0,456444.0,16.47,41434,75996,-103780
2006-03-10,22300.0,22650.0,248263.0,16.62,-51671,120141,-62670
2006-03-13,22700.0,23000.0,301150.0,16.88,57851,22259,-104960
2006-03-14,23200.0,22800.0,264173.0,16.73,46098,54452,-88030
2006-03-15,22800.0,23500.0,920052.0,17.25,-111000,472800,-455330
2006-03-16,23700.0,24000.0,372070.0,17.61,23148,43592,-112640
2006-03-17,23700.0,24200.0,311109.0,17.76,-8947,93597,-82230
2006-03-20,24000.0,23950.0,252136.0,17.58,26260,93320,-116270
2006-03-21,23950.0,23500.0,188894.0,17.25,53850,-52510,-70
2006-03-22,23500.0,22950.0,195360.0,16.84,43297,-81537,30020
2006-03-23,22950.0,22200.0,393580.0,16.29,119021,-28131,-72820
2006-03-24,21950.0,22400.0,231030.0,16.44,-10610,10637,31290
2006-03-27,22400.0,22600.0,280397.0,16.58,-24300,-59320,96360
2006-03-28,22500.0,23000.0,215757.0,16.88,-26138,-39014,75560
2006-03-29,23000.0,23100.0,207770.0,16.95,23306,23804,-45920
2006-03-30,23100.0,23900.0,416924.0,17.54,-12123,9133,34460
2006-03-31,23900.0,23900.0,266077.0,17.54,85992,-110532,-7950
2006-04-03,23950.0,24300.0,409610.0,17.83,-14090,-36970,25370
2006-04-04,24150.0,23600.0,301790.0,17.32,102770,-30060,-74880
2006-04-05,23600.0,23150.0,430675.0,16.99,194185,-68905,-87110
2006-04-06,23250.0,22800.0,520089.0,16.73,262405,30755,-283930
2006-04-07,22600.0,23900.0,493110.0,17.54,-24626,22046,-24780
2006-04-10,23800.0,24450.0,450693.0,17.94,-180025,146705,-1780
2006-04-11,24600.0,24400.0,282858.0,17.91,-7536,57866,-36890
2006-04-12,24400.0,25600.0,744421.0,18.79,69130,13170,-14570
2006-04-13,25750.0,25900.0,469417.0,19.01,37893,-104603,72960
2006-04-14,26050.0,26500.0,528510.0,19.45,-66140,55970,-7080
2006-04-17,26500.0,25900.0,460615.0,19.01,104450,-131579,63730
2006-04-18,26000.0,26300.0,575020.0,19.3,-96467,67417,1010
2006-04-19,26650.0,26500.0,510481.0,19.45,22191,-62151,12580
2006-04-20,26450.0,26150.0,308313.0,19.19,39158,-19508,6720
2006-04-21,26300.0,26100.0,372691.0,19.15,13002,-26632,31630
2006-04-24,26150.0,25350.0,328497.0,18.6,-7220,5180,22520
2006-04-25,25500.0,26900.0,791291.0,19.74,91140,-79530,14400
2006-04-26,27400.0,27400.0,412744.0,20.11,-77291,111967,57210
2006-04-27,27700.0,27350.0,295755.0,20.07,22628,8392,-30480
2006-04-28,27000.0,26700.0,290794.0,19.59,63880,-51820,-10480
2006-05-02,26300.0,27150.0,257930.0,19.92,23274,35916,-4500
2006-05-03,27250.0,27950.0,572320.0,20.51,-25976,43146,-45740
2006-05-04,28000.0,27150.0,396647.0,19.92,165298,-136228,-45670
2006-05-08,27500.0,27200.0,249963.0,19.96,-516,78306,-48460
2006-05-09,27300.0,26800.0,223372.0,19.67,40162,-54752,640
2006-05-10,26300.0,26700.0,325366.0,19.59,53475,-62185,3090
2006-05-11,26700.0,27500.0,276660.0,20.18,10404,29996,-18920
2006-05-12,26950.0,27200.0,333652.0,19.96,85976,-47296,-47810
2006-05-15,26000.0,26400.0,299870.0,19.37,4257,9983,-30330
2006-05-16,26400.0,24500.0,625670.0,17.98,103720,-40640,-53520
2006-05-17,24300.0,24800.0,478717.0,18.2,-49069,119249,-85340
2006-05-18,23800.0,23850.0,357234.0,17.5,-4371,24631,-23570
2006-05-19,23550.0,24800.0,368018.0,18.2,-75798,65388,16120
2006-05-22,25000.0,23500.0,314183.0,17.25,133570,-99520,3790
2006-05-23,23300.0,23250.0,423907.0,17.06,-8054,53564,-26430
2006-05-24,23200.0,23950.0,294121.0,17.58,-58180,38670,11300
2006-05-25,24200.0,23200.0,247312.0,17.03,26056,-9036,-15180
2006-05-26,23500.0,23600.0,363727.0,17.32,10935,-34655,-4620
2006-05-29,23700.0,23350.0,321896.0,17.13,63641,-64821,19310
2006-05-30,23100.0,23000.0,560264.0,16.88,-9169,66769,-65420
2006-06-01,22600.0,22700.0,188944.0,16.66,-16112,-13118,32010
2006-06-02,22800.0,22600.0,180359.0,16.58,-16547,6577,9110
2006-06-05,22600.0,22900.0,251879.0,16.8,-11163,-46257,13830
2006-06-07,22500.0,21950.0,311954.0,16.11,80367,-28237,-41560
2006-06-08,21400.0,21300.0,446254.0,15.63,9068,16082,-59720
2006-06-09,21600.0,21400.0,362665.0,15.7,39062,13548,-73020
2006-06-12,21000.0,21500.0,236984.0,15.78,6670,-12220,-5710
2006-06-13,20850.0,21000.0,193461.0,15.41,-8967,-19443,15030
2006-06-14,21000.0,22100.0,262136.0,16.22,-37395,83585,-20880
2006-06-15,22400.0,22000.0,383570.0,16.14,141802,-95362,-11530
2006-06-16,22800.0,23300.0,463726.0,17.1,-23940,10450,59010
2006-06-19,23000.0,23000.0,219578.0,16.88,31980,-28870,140
2006-06-20,22900.0,22400.0,252568.0,16.44,67608,-49918,900
2006-06-21,22500.0,22300.0,215417.0,16.36,17727,-18027,1500
2006-06-22,22600.0,21650.0,419777.0,15.89,59207,-45827,-18440
2006-06-23,21500.0,20500.0,1226808.0,15.04,315482,-289992,42450
2006-06-26,20300.0,19600.0,461271.0,14.38,136620,-103570,-24490
2006-06-27,20050.0,19600.0,566988.0,14.38,102133,-104653,-16960
2006-06-28,19400.0,20400.0,597433.0,14.97,137669,-126299,6660
2006-06-29,20900.0,21900.0,794597.0,16.07,126196,-128486,-60
2006-06-30,22500.0,22200.0,892955.0,16.29,178990,104160,-207970
2006-07-03,22400.0,21900.0,580574.0,16.07,308533,-228383,-31390
2006-07-04,22200.0,21800.0,361304.0,16.0,103120,-79540,-28950
2006-07-05,21000.0,21200.0,612203.0,15.56,198596,-188636,-23870
2006-07-06,21100.0,21750.0,2608449.0,15.96,622035,-541055,-48050
2006-07-07,22350.0,21100.0,1802718.0,15.48,329626,-327416,13630
2006-07-10,20850.0,20700.0,915619.0,15.19,-85680,62370,1740
2006-07-11,20400.0,20200.0,646841.0,14.82,15320,-56140,-12440
2006-07-12,20250.0,20000.0,718940.0,14.68,133575,-9199,-117970
2006-07-13,19850.0,20300.0,568950.0,14.9,77494,-75955,4400
2006-07-14,20200.0,20350.0,1142488.0,14.93,209546,-224806,30520
2006-07-18,20350.0,19800.0,633815.0,14.53,-82869,8429,-7240
2006-07-19,19950.0,19200.0,598586.0,14.09,-39524,-1296,4650
2006-07-20,19600.0,19850.0,474599.0,14.57,-58133,54523,1030
2006-07-21,19450.0,19300.0,347446.0,14.16,103631,-114530,10690
2006-07-24,19150.0,19350.0,404559.0,14.2,27001,-52241,5790
2006-07-25,19500.0,19600.0,346302.0,14.38,-5373,-24664,17140
2006-07-26,19550.0,20200.0,518344.0,14.82,-17056,18070,11480
2006-07-27,20400.0,20600.0,471429.0,15.12,-219555,189795,23370
2006-07-28,20400.0,21300.0,603358.0,15.63,-195715,108468,68190
2006-07-31,21400.0,21200.0,338280.0,15.56,-44790,49230,-16740
2006-08-01,20950.0,20700.0,232137.0,15.19,-21103,31073,-13980
2006-08-02,20600.0,21300.0,329000.0,15.63,8483,-13085,4340
2006-08-03,21300.0,21250.0,342010.0,15.59,-29692,-23571,-3840
2006-08-04,21250.0,21850.0,428544.0,16.03,-131828,114008,-26520
2006-08-07,22200.0,22100.0,782835.0,16.22,-117174,136304,-30380
2006-08-08,22400.0,23300.0,1307494.0,17.1,-392720,540040,-94720
2006-08-09,23200.0,23300.0,684395.0,17.1,39505,-3665,-51020
2006-08-10,23150.0,23400.0,650374.0,17.17,84507,3142,-51730
2006-08-11,23400.0,22750.0,978743.0,16.69,6326,-6286,-43950
2006-08-14,22650.0,22200.0,773677.0,16.29,-137137,154891,-54790
2006-08-16,22450.0,22200.0,432808.0,16.29,-2999,-2849,1780
2006-08-17,22200.0,22450.0,398462.0,16.47,-40875,795,-12680
2006-08-18,22500.0,22000.0,811781.0,16.14,96941,-88151,-31510
2006-08-21,21850.0,21300.0,390196.0,15.63,29069,-39019,-12730
2006-08-22,21200.0,21400.0,730925.0,15.7,49050,-112570,6170
2006-08-23,21500.0,21100.0,303206.0,15.48,63668,-25560,-2270
2006-08-24,20900.0,20700.0,491466.0,15.19,69229,-73363,630
2006-08-25,20700.0,21300.0,435358.0,15.63,-29443,-35627,65570
2006-08-28,21550.0,21150.0,590217.0,15.52,132622,-192392,179520
2006-08-29,21350.0,20900.0,638224.0,15.34,234178,-125118,390
2006-08-30,21050.0,21500.0,718704.0,15.78,11658,57262,-2290
2006-08-31,21650.0,21550.0,476479.0,15.81,16423,-57353,-10220
2006-09-01,21600.0,21400.0,212790.0,15.7,51020,-56860,4540
2006-09-04,21500.0,21500.0,240483.0,15.78,49450,-34040,-2460
2006-09-05,21600.0,21350.0,263800.0,15.67,7486,7664,-11750
2006-09-06,21450.0,20950.0,370582.0,15.37,54078,-41798,-510
2006-09-07,20750.0,20850.0,311263.0,15.3,-6077,1267,-8180
2006-09-08,20600.0,21000.0,362110.0,15.41,28339,70541,-81330
2006-09-11,21000.0,20400.0,491267.0,14.97,76597,-78398,-6660
2006-09-12,20350.0,20300.0,370999.0,14.9,65709,-99619,1020
2006-09-13,20300.0,20000.0,443285.0,14.68,22270,57840,-8200
2006-09-14,20000.0,20300.0,581765.0,14.9,31092,91708,-44320
2006-09-15,20150.0,20500.0,360100.0,15.04,47412,-24332,-1300
2006-09-18,20550.0,21050.0,622975.0,15.45,-33064,114194,-2790
2006-09-19,21200.0,21800.0,860935.0,16.0,-328235,369805,1770
2006-09-20,21600.0,21900.0,467220.0,16.07,79889,-91679,29140
2006-09-21,21950.0,21550.0,367747.0,15.81,-1099,48459,-58890
2006-09-22,21400.0,21500.0,353691.0,15.78,-87309,114009,-64210
2006-09-25,21550.0,21550.0,375720.0,15.81,-49435,84275,-41480
2006-09-26,21750.0,21500.0,300360.0,15.78,-45250,17800,-31380
2006-09-27,21350.0,21650.0,311970.0,15.89,-35239,67849,-49370
2006-09-28,21650.0,22750.0,1329860.0,16.69,-271419,244379,-329410
2006-09-29,22750.0,22750.0,371596.0,16.69,-24390,137170,-106610
2006-10-02,22550.0,22800.0,207176.0,16.73,-48623,64783,-21520
2006-10-04,22500.0,22300.0,353464.0,16.36,-89517,104687,-32990
2006-10-09,22300.0,21300.0,473735.0,15.63,-145524,140195,-12040
2006-10-10,21150.0,21250.0,221953.0,15.59,-5068,-24082,500
2006-10-11,20600.0,20700.0,434752.0,15.19,103374,-81344,7190
2006-10-12,20700.0,20900.0,292475.0,15.34,130399,-69330,31610
2006-10-13,21200.0,21100.0,218136.0,15.48,-51039,26429,25150
2006-10-16,21450.0,21200.0,343598.0,15.56,108982,-54962,-32400
2006-10-17,21300.0,21100.0,182861.0,15.48,-53048,53198,-15740
2006-10-18,20850.0,20800.0,293630.0,15.26,116478,-45258,-76590
2006-10-19,20800.0,20600.0,830620.0,15.12,143111,49469,-74620
2006-10-20,20700.0,21600.0,691879.0,15.85,-27861,64801,-73780
2006-10-23,21700.0,21800.0,499032.0,16.0,5463,79287,-97200
2006-10-24,21850.0,21800.0,547256.0,16.0,129658,-43457,-52210
2006-10-25,21800.0,21650.0,426991.0,15.89,52552,18138,-55590
2006-10-26,21550.0,21250.0,1424213.0,15.59,29943,354367,-412600
2006-10-27,21150.0,21500.0,1431715.0,15.78,-36247,8606,-118230
2006-10-30,21500.0,21500.0,0.0,15.78,0,0,0
2006-10-31,21500.0,21500.0,0.0,15.78,0,0,0
2006-11-01,21500.0,21500.0,0.0,15.78,0,0,0
2006-11-02,21500.0,21500.0,0.0,15.78,0,0,0
2006-11-03,21500.0,21500.0,0.0,15.78,0,0,0
2006-11-06,21500.0,21500.0,0.0,15.78,0,0,0
2006-11-07,21500.0,21500.0,0.0,15.78,0,0,0
2006-11-08,21500.0,21500.0,0.0,15.78,0,0,0
2006-11-09,21500.0,21500.0,0.0,15.78,0,0,0
2006-11-10,21500.0,21500.0,0.0,15.78,0,0,0
2006-11-13,21500.0,21500.0,0.0,15.78,0,0,0
2006-11-14,21500.0,21500.0,0.0,15.78,0,0,0
2006-11-15,21500.0,21500.0,0.0,15.78,0,0,0
2006-11-16,21500.0,21500.0,0.0,15.78,0,0,0
2006-11-17,21500.0,21500.0,0.0,15.78,0,0,0
2006-11-20,21500.0,21500.0,0.0,15.78,0,0,0
2006-11-21,21500.0,21500.0,0.0,15.78,0,0,0
2006-11-22,21500.0,21500.0,0.0,15.78,0,0,0
2006-11-23,21500.0,21500.0,0.0,15.78,0,0,0
2006-11-24,21500.0,21500.0,0.0,15.78,0,0,0
2006-11-27,21500.0,21500.0,0.0,15.78,0,0,0
2006-11-28,21500.0,21500.0,0.0,15.78,0,0,0
2006-11-29,21500.0,21500.0,0.0,15.78,0,0,0
2006-11-30,21500.0,21500.0,0.0,15.78,0,0,0
2006-12-01,27000.0,24850.0,1733208.0,14.52,81610,36904,826
2006-12-04,25250.0,24850.0,479156.0,14.52,71220,-63882,6210
2006-12-05,24450.0,23900.0,798246.0,13.97,233178,-100691,-149237
2006-12-06,23750.0,24300.0,490584.0,14.2,37408,-82257,55217
2006-12-07,24200.0,23900.0,216949.0,13.97,2606,11111,-8685
2006-12-08,23400.0,22950.0,353710.0,13.41,166583,-156937,-6990
2006-12-11,22650.0,22850.0,184237.0,13.35,29679,-44567,9688
2006-12-12,22750.0,22900.0,365333.0,13.38,96578,-27452,-4960
2006-12-13,22800.0,22300.0,893189.0,13.03,357486,-247946,1479
2006-12-14,22150.0,23000.0,675700.0,13.44,-66571,55571,67440
2006-12-15,23100.0,23050.0,502891.0,13.47,230428,-202752,10820
2006-12-18,23050.0,23050.0,496484.0,13.47,277019,-243622,45338
2006-12-19,22950.0,23150.0,607332.0,13.53,263748,-251767,77224
2006-12-20,23300.0,23700.0,694881.0,13.85,92117,-14410,59870
2006-12-21,23700.0,23450.0,271883.0,13.7,69890,-58470,-2630
2006-12-22,23300.0,23550.0,442221.0,13.76,-54491,9434,95890
2006-12-26,23500.0,23100.0,534599.0,13.5,239109,-237289,41210
2006-12-27,22800.0,22950.0,190126.0,13.41,-23502,13032,1530
2006-12-28,23100.0,22950.0,189177.0,13.41,-35079,50929,-16070
2007-01-02,23000.0,22550.0,96344.0,13.84,6506,-5066,1260
2007-01-03,22700.0,22200.0,244473.0,13.62,-43991,3755,36360
2007-01-04,22000.0,21600.0,355342.0,13.25,104992,-85822,-15790
2007-01-05,21450.0,21400.0,275393.0,13.13,12960,-29620,6850
2007-01-08,21150.0,20950.0,179932.0,12.85,12460,-23290,-100
2007-01-09,20850.0,21050.0,325434.0,12.92,155838,-154338,-910
2007-01-10,20900.0,20300.0,269514.0,12.45,90444,-80616,-7350
2007-01-11,20400.0,20300.0,271520.0,12.45,-3030,-9232,5930
2007-01-12,20500.0,20800.0,323501.0,12.76,-3018,17068,15450
2007-01-15,20600.0,20450.0,182106.0,12.55,100645,-65845,-4330
2007-01-16,20450.0,19950.0,337727.0,12.24,119302,-120150,-2350
2007-01-17,20000.0,19350.0,324578.0,11.87,100469,-123799,53020
2007-01-18,19650.0,20250.0,445860.0,12.42,-60524,-26597,7221
2007-01-19,20000.0,20300.0,264813.0,12.45,-51029,64479,-7520
2007-01-22,20150.0,20550.0,198780.0,12.61,-30048,-4672,-8170
2007-01-23,19700.0,20150.0,145627.0,12.36,-1741,3181,-3670
2007-01-24,20000.0,21000.0,326763.0,12.88,-119457,128292,-9425
2007-01-25,21050.0,21600.0,329031.0,13.25,-138130,203410,-16450
2007-01-26,21200.0,21800.0,4099656.0,13.38,-69386,72956,-15370
2007-01-29,21950.0,21700.0,167607.0,13.31,-93560,67880,-7970
2007-01-30,21500.0,22000.0,298678.0,13.5,-207420,217170,-3790
2007-01-31,22000.0,21900.0,147974.0,13.44,-13150,-13795,-13350
2007-02-01,22050.0,22150.0,131856.0,13.59,-46400,48030,-8340
2007-02-02,22000.0,22650.0,209892.0,13.9,-106750,57490,53290
2007-02-05,22500.0,22750.0,128342.0,13.96,-39499,6409,33330
2007-02-06,22750.0,22500.0,194575.0,13.8,22274,7966,-22220
2007-02-07,22400.0,22250.0,203545.0,13.65,11792,-7370,-1790
2007-02-08,22100.0,22050.0,197521.0,13.53,-38172,20022,-1180
2007-02-09,22050.0,21800.0,330455.0,13.38,-11835,74067,-52462
2007-02-12,21500.0,21850.0,154670.0,13.41,-10529,34527,-13356
2007-02-13,21600.0,21900.0,167961.0,13.44,-2124,33634,-19350
2007-02-14,22000.0,22300.0,265087.0,13.68,-55478,60262,-1080
2007-02-15,22350.0,22300.0,232203.0,13.68,-14327,-29433,60150
2007-02-16,22250.0,22500.0,290717.0,13.8,-25692,23460,64520
2007-02-20,22500.0,22600.0,291320.0,13.87,-21291,74829,57469
2007-02-21,22650.0,22550.0,155001.0,13.84,-52569,46319,6240
2007-02-22,22400.0,22750.0,188164.0,13.96,-11645,16505,-370
2007-02-23,22550.0,22100.0,320572.0,13.56,116531,-113271,8080
2007-02-26,22100.0,21400.0,281275.0,13.13,76516,-41066,-12070
2007-02-27,21300.0,20800.0,207940.0,12.76,74289,-66679,-5040
2007-02-28,19700.0,20500.0,309160.0,12.58,74610,-59330,3870
2007-03-02,20300.0,20150.0,247619.0,12.36,158439,-112829,-36600
2007-03-05,19900.0,19750.0,202537.0,12.12,37613,-37305,-15630
2007-03-06,19650.0,19900.0,234233.0,12.21,48133,-63798,11950
2007-03-07,20050.0,19650.0,171064.0,12.06,57129,-53139,-8420
2007-03-08,19800.0,20450.0,295177.0,12.55,-48102,14862,29450
2007-03-09,20850.0,20850.0,277343.0,12.79,-75482,52412,23450
2007-03-12,21000.0,21300.0,212934.0,13.07,-14342,-37108,16950
2007-03-13,21450.0,21750.0,385265.0,13.34,-116821,23536,79420
2007-03-14,21300.0,21500.0,221815.0,13.19,-36287,28197,-15160
2007-03-15,21800.0,22000.0,337423.0,13.5,-61654,28088,-7230
2007-03-16,22000.0,22300.0,248955.0,13.68,-33729,9169,40
2007-03-19,22000.0,22250.0,221350.0,13.65,8770,5800,-4640
2007-03-20,22250.0,22250.0,230355.0,13.65,-30179,38967,-15838
2007-03-21,22200.0,21900.0,154236.0,13.44,39330,-8690,-19800
2007-03-22,21900.0,21900.0,280417.0,13.44,23021,-27399,21580
2007-03-23,21900.0,22100.0,304115.0,13.56,-68475,-11045,70400
2007-03-26,22250.0,22300.0,272163.0,13.68,41594,-65765,54930
2007-03-27,22300.0,21950.0,282854.0,13.47,-32022,57372,2080
2007-03-28,21750.0,21150.0,357564.0,12.98,150787,-104107,-47630
2007-03-29,21100.0,21650.0,214408.0,13.28,-59979,-6661,49040
2007-03-30,21900.0,21450.0,156895.0,13.16,13832,10075,-21650
2007-04-02,21600.0,21800.0,192106.0,13.38,61537,-36507,-4180
2007-04-03,21900.0,22800.0,691287.0,13.99,-46991,114811,-5680
2007-04-04,23050.0,22900.0,503948.0,14.05,-54615,98905,-22600
2007-04-05,23000.0,22900.0,394119.0,14.05,-43011,65916,13790
2007-04-06,22850.0,23400.0,774275.0,14.36,-101456,28516,21080
2007-04-09,23600.0,23850.0,956734.0,14.63,-153377,137587,13160
2007-04-10,23900.0,23500.0,533407.0,14.42,-70728,152277,-59780
2007-04-11,23600.0,23550.0,577319.0,14.45,19681,-47409,-1350
2007-04-12,23500.0,23600.0,392053.0,14.48,-56109,-11316,78250
2007-04-13,23600.0,23100.0,283727.0,14.17,44979,-55069,3420
2007-04-16,23200.0,24200.0,863553.0,14.85,-285747,370246,69851
2007-04-17,24300.0,24250.0,676319.0,14.88,-137936,54726,92740
2007-04-18,24500.0,24850.0,787758.0,15.25,-227844,107164,116890
2007-04-19,25000.0,24750.0,1245334.0,15.19,-270892,45162,-4640
2007-04-20,24900.0,25900.0,1143078.0,15.89,-442682,319632,51830
2007-04-23,27100.0,28450.0,1745264.0,17.46,-343029,196699,34360
2007-04-24,28650.0,30150.0,1736268.0,18.5,-483959,490179,-38620
2007-04-25,30000.0,30200.0,1479550.0,18.53,-116071,191051,-143110
2007-04-26,30850.0,29500.0,732528.0,18.1,-28153,28066,-57020
2007-04-27,29400.0,28900.0,941133.0,17.73,106776,79464,-212180
2007-04-30,28300.0,28600.0,415876.0,17.55,-84819,74219,-2440
2007-05-02,28600.0,28150.0,514035.0,17.27,51100,57150,-95830
2007-05-03,28700.0,29050.0,718028.0,17.82,-5173,13433,-23180
2007-05-04,29200.0,29050.0,439989.0,17.82,-83143,61243,14880
2007-05-07,29450.0,29550.0,391329.0,18.13,18058,10079,-17430
2007-05-08,29550.0,28500.0,465327.0,17.49,45828,-32228,-11710
2007-05-09,28150.0,28800.0,710394.0,17.67,68283,-100807,-29386
2007-05-10,29000.0,28800.0,458507.0,17.67,-43940,53570,-36320
2007-05-11,28000.0,28350.0,396122.0,17.39,19816,48694,-75200
2007-05-14,29400.0,30900.0,1117737.0,18.96,49889,-90219,15450
2007-05-15,30500.0,29000.0,598407.0,17.79,4404,-36874,-30000
2007-05-16,29100.0,28800.0,577495.0,17.67,969,74561,-21020
2007-05-17,28850.0,30000.0,718605.0,18.41,-48831,-68279,56270
2007-05-18,29800.0,30850.0,525199.0,18.93,-168783,139221,-407
2007-05-21,30350.0,30700.0,393662.0,18.84,23171,-7896,-9680
2007-05-22,31100.0,30650.0,543832.0,18.81,27623,-21823,-6350
2007-05-23,30500.0,30000.0,548196.0,18.41,140372,-101732,-51080
2007-05-25,29800.0,29400.0,369287.0,18.04,89928,-84902,7834
2007-05-28,29600.0,29800.0,371055.0,18.28,68707,-82007,24440
2007-05-29,30000.0,30700.0,522277.0,18.84,-20600,34270,-19760
2007-05-30,31000.0,33400.0,1353281.0,20.49,-154453,186503,-29240
2007-05-31,34300.0,33400.0,565940.0,20.49,-35321,41191,-10850
2007-06-01,33550.0,31900.0,996119.0,19.57,200322,-173760,9108
2007-06-04,32100.0,31200.0,543288.0,19.14,58031,-89031,19860
2007-06-05,31600.0,31350.0,726608.0,19.23,182810,-131910,-44200
2007-06-07,30900.0,33200.0,565455.0,20.37,-121628,100956,9832
2007-06-08,32500.0,32550.0,536187.0,19.97,-121558,152288,-16170
2007-06-11,32800.0,32500.0,310979.0,19.94,-6229,-3231,5250
2007-06-12,32500.0,33000.0,329721.0,20.25,-77323,108993,-34370
2007-06-13,32600.0,32250.0,328013.0,19.79,38599,-31399,-2990
2007-06-14,32500.0,32400.0,460945.0,19.88,13052,-40832,-8600
2007-06-15,32400.0,33500.0,630600.0,20.55,93270,-79443,11760
2007-06-18,34800.0,33800.0,718787.0,20.74,671,8899,-12610
2007-06-19,34500.0,34000.0,486861.0,20.86,18281,45683,-3630
