Symbol,녹십자홀딩스_시가(원),녹십자홀딩스_종가(원),녹십자홀딩스_거래량(주),녹십자홀딩스_PER(IFRS-연결),녹십자홀딩스_순매수수량(개인)(주),녹십자홀딩스_순매수수량(기관계)(주),녹십자홀딩스_순매수수량(외국인계)(주)
2000-01-04,39500,44650,68640,15.53,1950,-2110,100
2000-01-05,42000,44500,126080,15.48,-670,-610,1490
2000-01-06,45900,40100,61610,13.95,2790,-2880,0
2000-01-07,39000,43600,116460,15.16,-7840,2670,5280
2000-01-10,45500,43000,104500,14.96,-8640,1460,5810
2000-01-11,43000,42900,59450,14.92,-8150,590,7420
2000-01-12,42000,42500,58720,14.78,-8110,3110,1000
2000-01-13,42200,41900,41960,14.57,-6800,8670,-1970
2000-01-14,41000,41000,45650,14.26,-12520,12660,60
2000-01-17,41000,41300,31520,14.36,-3730,80,2450
2000-01-18,43000,41300,101330,14.36,26460,-26020,-440
2000-01-19,41300,41300,64440,14.36,-23290,23460,-420
2000-01-20,41500,42000,49940,14.61,-15750,8010,540
2000-01-21,41300,41500,50940,14.43,-5900,5890,-500
2000-01-24,41500,41500,37520,14.43,-8070,5150,150
2000-01-25,41350,41550,43930,14.45,-14270,14270,0
2000-01-26,42000,41650,31870,14.49,-6830,6970,0
2000-01-27,41050,42700,180760,14.85,21110,-19610,30
2000-01-28,43700,43000,54680,14.96,-8880,8630,-170
2000-01-31,43500,42600,81280,14.82,17700,2300,-20000
2000-02-01,42700,42800,56710,14.88,-15010,17050,-30
2000-02-02,42500,43300,146980,15.06,53430,-30340,-25090
2000-02-03,42700,42600,47780,14.82,-5760,5760,0
2000-02-07,42650,44250,115850,15.39,-10160,4820,5630
2000-02-08,45100,45300,146330,15.75,-4090,5720,60
2000-02-09,45500,49000,272520,17.04,8480,-13980,5000
2000-02-10,49000,48000,142860,16.7,-15980,8680,8630
2000-02-11,48500,55200,281860,19.2,-27990,26680,5270
2000-02-14,57000,59400,503440,20.66,-63650,28430,7420
2000-02-15,59400,50500,186120,17.56,-28420,25050,400
2000-02-16,48500,52000,148370,18.09,-4400,4230,170
2000-02-17,53100,59800,214810,20.8,-23130,25720,-1030
2000-02-18,68000,68700,173980,23.89,-17600,13760,6520
2000-02-21,79000,79000,563980,27.48,-65810,51770,-200
2000-02-22,80500,81000,771410,28.17,-91900,104080,-8980
2000-02-23,80000,80000,370390,27.82,-54260,71680,-4540
2000-02-24,83000,82000,226240,28.52,-43320,45450,-60
2000-02-25,78500,82000,220250,28.52,-59370,33080,-20
2000-02-28,79000,76500,162370,26.61,-7200,38070,-40000
2000-02-29,72000,81000,187030,28.17,17090,-10560,-17400
2000-03-02,93100,93100,110150,32.38,-280,13770,-690
2000-03-03,96500,103000,387730,35.82,-26150,56730,-17670
2000-03-06,95500,88000,227290,30.61,-27580,24510,10
2000-03-07,88000,86000,242190,29.91,11040,-8040,-60
2000-03-08,83000,85900,150450,29.88,-11090,17140,-4650
2000-03-09,88000,86400,326440,30.05,62970,-43170,-9590
2000-03-10,90500,81900,261970,28.49,22200,-17360,2160
2000-03-13,79900,77700,140230,27.02,3000,6750,-3510
2000-03-14,76000,70500,276580,24.52,15830,-7620,-90
2000-03-15,68000,65000,190220,22.61,-4210,-8370,9420
2000-03-16,74700,71000,360890,24.69,37630,-49780,-650
2000-03-17,71000,67000,137650,23.3,-100,-640,700
2000-03-20,63900,62900,130720,21.88,3870,-3860,2420
2000-03-21,60000,65500,111350,22.78,-11810,9980,1420
2000-03-22,65500,67100,229960,23.34,42610,-42660,40
2000-03-23,70000,66800,138110,23.23,-31200,18500,-210
2000-03-24,67100,65000,95530,22.61,6180,-7600,920
2000-03-27,64900,63600,117870,22.12,20480,-18360,0
2000-03-28,65000,65000,145170,22.61,6340,-4800,210
2000-03-29,63000,62000,115240,21.56,29090,-16390,1000
2000-03-30,62600,60000,98650,20.87,5710,-6640,220
2000-03-31,59000,58000,68360,20.17,18670,-19310,560
2000-04-03,58500,51000,135910,17.74,30530,-25310,-100
2000-04-04,52000,55500,254080,19.3,180,1420,-1320
2000-04-06,57000,53200,106620,18.5,2040,-3850,1240
2000-04-07,57700,56000,202800,19.48,32790,-22370,620
2000-04-10,57000,62000,307108,21.56,28350,-26130,-1840
2000-04-11,62000,57000,131454,19.82,-19240,4890,-510
2000-04-12,58000,57400,78906,19.96,-2560,1600,-200
2000-04-14,57000,54400,49985,18.92,-3760,-2190,0
2000-04-17,46300,46300,136124,16.1,-8720,14800,1090
2000-04-18,52000,48100,105750,16.73,15890,-12250,-8580
2000-04-19,50000,47500,155440,16.52,48530,-46210,-810
2000-04-20,47500,48000,59070,16.7,2840,-510,-1900
2000-04-21,47500,49100,81845,17.08,6790,-6690,-90
2000-04-24,49100,50000,165980,17.39,18230,-18170,0
2000-04-25,49500,49300,80800,17.15,-9670,9670,0
2000-04-26,51000,48000,85806,16.7,9290,-6410,70
2000-04-27,47000,46000,50900,16,9950,-10090,140
2000-04-28,45150,46650,120215,16.23,10300,-10740,290
2000-05-02,48900,48000,104772,16.7,9500,-9050,-250
2000-05-03,49500,48400,60770,16.83,1120,-630,-490
2000-05-04,48400,49400,173530,17.18,-230,-20,270
2000-05-08,51900,50200,117262,17.46,12390,-11780,-630
2000-05-09,49700,49400,52379,17.18,2110,-2020,-90
2000-05-10,49400,49000,53024,17.04,-5327,1607,-1270
2000-05-12,49000,48400,63430,16.83,4360,-8830,-520
2000-05-15,48500,46350,53300,16.12,2280,-7220,-60
2000-05-16,47000,45350,72544,15.77,23330,-27100,-120
2000-05-17,46100,44200,80140,15.37,3190,-4250,660
2000-05-18,43500,40000,71380,13.91,-470,1260,-790
2000-05-19,40000,40900,80789,14.23,10120,-15200,-2190
2000-05-22,40500,39500,60033,13.74,460,-280,-180
2000-05-23,38000,38550,51770,13.41,-4310,3960,260
2000-05-24,38500,36900,67490,12.83,2230,-2330,-30
2000-05-25,37900,40300,109600,14.02,25860,-25630,-150
2000-05-26,39000,39000,72434,13.56,-30020,-160,30180
2000-05-29,37550,39000,37563,13.56,-3340,2270,1130
2000-05-30,39900,40500,47150,14.09,-2250,-4250,6520
2000-05-31,41400,42700,93498,14.85,-16120,21990,-870
2000-06-01,42700,45000,97106,15.65,1590,-700,-640
2000-06-02,45000,43000,74920,14.96,7370,-6090,-280
2000-06-05,44500,45500,117190,15.83,-2020,1160,0
2000-06-07,46600,50600,269020,17.6,20689,-13020,-7069
2000-06-08,55000,49200,263120,17.11,49270,-42330,11170
2000-06-09,49000,48600,92180,16.9,1810,-3890,610
2000-06-12,53000,55800,340300,19.41,2360,-16090,13770
2000-06-13,55800,51100,583140,17.77,35060,-35320,460
2000-06-14,53200,49400,120580,17.18,-640,-1810,0
2000-06-15,49100,45200,125010,15.72,660,-3300,0
2000-06-16,43250,45500,110690,15.83,10330,-9660,-220
2000-06-19,43600,45800,173090,15.93,-1010,910,100
2000-06-20,48100,47000,91540,16.35,-9460,9610,-150
2000-06-21,46700,46050,59880,16.01,1270,-1400,130
2000-06-22,47100,47000,67050,16.35,-1320,210,300
2000-06-23,46100,47450,40940,16.5,-220,40,180
2000-06-26,48000,49950,134060,17.37,600,-760,40
2000-06-27,50500,50100,160730,17.42,-58350,58280,-10
2000-06-28,50000,50000,58590,17.39,-14890,14590,320
2000-06-29,50000,49500,50330,17.22,3970,-4890,1110
2000-06-30,48250,49500,47470,17.22,-2350,2350,0
2000-07-03,49000,50100,123960,17.42,6580,-6350,-30
2000-07-04,51500,51500,343500,17.91,-2690,3320,0
2000-07-05,51600,50300,82580,17.49,-7970,8270,0
2000-07-06,50400,51000,106590,17.74,-10110,40,15100
2000-07-07,51700,52600,232290,18.29,-12350,11960,-240
2000-07-10,52800,52000,90310,18.09,-10090,7560,2560
2000-07-11,52600,50000,113550,17.39,2660,-1040,-3020
2000-07-12,50000,51400,118340,17.87,-370,360,10
2000-07-13,49500,51000,55310,17.74,-18480,3730,14750
2000-07-14,50400,49950,46800,17.37,7670,-7670,0
2000-07-18,50000,47500,64000,16.52,17630,-17640,0
2000-07-19,46500,44400,63540,15.44,14900,-15860,370
2000-07-20,44400,44000,54020,15.3,3430,-5280,340
2000-07-21,44500,44350,27740,15.42,-140,120,20
2000-07-24,44000,42100,29460,14.64,-2110,1770,340
2000-07-25,42000,42700,37570,14.85,-3190,3130,870
2000-07-26,42250,43500,29790,15.13,-7880,7880,0
2000-07-27,43700,44350,28030,15.42,-10230,10320,-90
2000-07-28,43800,43500,23530,15.13,-7870,6370,1270
2000-07-31,43500,43500,11830,15.13,-4370,3310,1030
2000-08-01,42900,44000,17840,15.3,2870,-2580,-90
2000-08-02,45000,44500,58260,15.48,6610,-6770,10
2000-08-03,46100,44500,29610,15.48,2590,-2450,-90
2000-08-04,44550,44000,20140,15.3,-3760,-2140,5990
2000-08-07,43000,42600,15030,14.82,850,-850,0
2000-08-08,42050,41600,20930,14.47,260,-430,170
2000-08-09,42000,42900,28010,14.92,-2850,2290,560
2000-08-10,42900,44200,29950,15.37,-1840,390,1450
2000-08-11,44700,43750,27470,15.22,3410,-3750,120
2000-08-14,44500,44000,24720,15.3,-3950,540,3110
2000-08-16,44500,45000,44550,15.65,6930,-6790,200
2000-08-17,45900,44900,38810,15.62,2950,-2650,0
2000-08-18,45250,43700,33110,15.2,4870,1700,-6570
2000-08-21,44500,43000,30810,14.96,10780,1510,-12290
2000-08-22,42600,43100,23330,14.99,-2440,2180,260
2000-08-23,43500,42350,23140,14.73,2080,-2110,-70
2000-08-24,42350,42350,23040,14.73,-3360,3090,190
2000-08-25,42350,42200,18370,14.68,-3870,3980,-10
2000-08-28,42500,42200,25700,14.68,-3840,2730,1100
2000-08-29,43000,42700,20420,14.85,-230,-50,290
2000-08-30,43100,44100,53780,15.34,2270,-1190,-1080
2000-08-31,44700,45450,194460,15.81,4820,-5050,160
2000-09-01,46450,44650,73180,15.53,-7370,1780,5390
2000-09-04,46500,49000,280410,17.04,14590,-10110,-5090
2000-09-05,50700,48000,475980,16.7,-16300,19520,-4770
2000-09-06,47500,47200,104100,16.42,-7210,5880,810
2000-09-07,47700,47150,181750,16.4,-9930,7270,900
2000-09-08,47150,45700,89780,15.89,1960,-1620,-460
2000-09-14,45000,44300,90150,15.41,27500,-22960,-2710
2000-09-15,45000,45200,181300,15.72,50860,-49340,-1180
2000-09-18,44500,40000,121930,13.91,-5490,1940,3030
2000-09-19,40000,40300,157160,14.02,5810,-5900,710
2000-09-20,42300,41100,127630,14.29,5690,-5450,-280
2000-09-21,41200,40700,83100,14.15,1860,-980,-990
2000-09-22,40000,38750,74970,13.48,10960,-11620,-340
2000-09-25,38700,39550,63560,13.76,4800,-5060,-90
2000-09-26,39550,39800,66270,13.84,-10990,10250,-50
2000-09-27,39500,40150,42060,13.96,-1530,1550,0
2000-09-28,40000,39550,43300,13.76,-710,90,-180
2000-09-29,40200,40250,108730,14,14380,-17940,-20
2000-10-02,40600,40250,77140,14,-13340,5440,5000
2000-10-04,40100,40300,67240,14.02,2720,-3150,-80
2000-10-05,40600,40100,56340,13.95,3320,-3840,10
2000-10-06,40100,40500,79380,14.09,-6640,8160,0
2000-10-09,41000,39800,50690,13.84,3940,-6910,2980
2000-10-10,39300,39500,49080,13.74,-1230,340,0
2000-10-11,39500,38200,71670,13.28,-5420,4150,280
2000-10-12,37500,37700,50730,13.11,-9170,-450,9120
2000-10-13,35100,36300,45490,12.63,-4940,4920,0
2000-10-16,38300,37000,59460,12.87,13840,-13930,70
2000-10-17,38000,35200,30440,12.24,-1110,1510,0
2000-10-18,35200,33650,76790,11.7,22000,-22410,450
2000-10-19,34000,33000,65860,11.48,18610,-18390,-220
2000-10-20,33500,34100,95890,11.86,21570,-21860,280
2000-10-23,34000,33500,43380,11.65,-2420,2480,-50
2000-10-24,33500,33950,43690,11.81,4050,-4890,40
2000-10-25,34050,34300,58480,11.93,6340,-8220,1880
2000-10-26,34500,33900,42060,11.79,1380,-380,0
2000-10-27,34300,33750,32410,11.74,-3890,3440,300
2000-10-30,33500,32200,41480,11.2,480,-390,0
2000-10-31,31200,32700,65990,11.37,12080,-13220,1020
2000-11-01,33000,33950,88090,11.81,100,-760,380
2000-11-02,33950,33800,75430,11.76,15890,-8430,-7460
2000-11-03,34500,35900,190040,12.49,22800,-5850,-4950
2000-11-06,35400,35500,76800,12.35,-2320,2380,-20
2000-11-07,36100,35200,78500,12.24,8320,-9160,0
2000-11-08,35000,35000,84710,12.17,-10670,10990,-140
2000-11-09,35000,35500,48260,12.35,-17700,18390,-670
2000-11-10,35100,35800,52460,12.45,-25790,1140,0
2000-11-13,35500,36000,53610,12.52,-23460,23660,-140
2000-11-14,35350,36400,55510,12.66,-24780,5300,120
2000-11-15,37300,35800,38710,12.45,-1920,1690,-770
2000-11-16,35500,35500,47790,12.35,-8360,7980,370
2000-11-17,35000,34800,28210,12.1,-1010,3600,-390
2000-11-20,34300,34500,27710,12,-2000,-220,-1180
2000-11-21,34400,35500,71600,12.35,-2290,2540,-250
2000-11-22,35800,35250,59600,12.26,-13030,13030,0
2000-11-23,34300,33800,31670,11.76,-4140,4090,50
2000-11-24,33100,34200,30120,11.89,-7970,-2750,680
2000-11-27,34200,34500,23500,12,-1890,1020,910
2000-11-28,34800,33900,20500,11.79,-5280,320,0
2000-11-29,33500,32500,26610,11.3,2470,-1690,-740
2000-11-30,32700,31900,15910,11.09,950,-160,-840
2000-12-01,30600,31800,26250,11.06,800,3320,-6120
2000-12-04,31100,31000,20220,10.78,3680,-700,-2980
2000-12-05,31000,31350,57670,10.9,31820,970,-32790
2000-12-06,31850,31000,50360,10.78,19120,3540,-22700
2000-12-07,30100,30550,28280,10.63,2090,-1740,-310
2000-12-08,30550,31650,50440,11.01,50,-230,120
2000-12-11,31800,31950,33870,11.11,-1460,1200,50
2000-12-12,32500,31200,30420,10.85,1840,-2860,1140
2000-12-13,30700,31600,42440,10.99,-3570,2380,1330
2000-12-14,31200,33300,155170,11.58,15490,-17740,2350
2000-12-15,34000,32400,65460,11.27,7500,-5980,-1620
2000-12-18,31900,32650,40460,11.36,240,-580,340
2000-12-19,32650,32000,54940,11.13,-2950,1810,1130
2000-12-20,31550,32550,59650,11.32,-18000,18080,-30
2000-12-21,32100,32900,45460,11.44,-16170,16060,-30
2000-12-22,32900,32000,31650,11.13,-8800,8760,0
2000-12-26,32000,32000,29240,11.13,-1290,1330,0
2001-01-02,31100,32150,41920,2.95,12780,-12600,0
2001-01-03,32350,32100,31900,2.95,3350,-2080,-1270
2001-01-04,32900,33100,87120,3.04,-4000,4210,-110
2001-01-05,32700,32550,56300,2.99,-3260,-2090,380
2001-01-08,32600,33450,100710,3.07,28590,-10280,2710
2001-01-09,33100,35000,161900,3.22,10100,-10600,480
2001-01-10,35600,33450,110050,3.07,-1710,1670,0
2001-01-11,33000,33350,66880,3.06,18090,-14580,-3370
2001-01-12,33800,33700,103310,3.1,11370,550,-11980
2001-01-15,35000,34050,90800,3.13,2850,-2520,-270
2001-01-16,34050,33300,59330,3.06,8390,-870,-5520
2001-01-17,34100,36000,364370,3.31,-5270,-15360,24090
2001-01-18,35500,34800,106670,3.2,-2110,1370,0
2001-01-19,35300,35500,97070,3.26,3250,-8600,5250
2001-01-22,36000,36900,84850,3.39,-15130,-2600,17730
2001-01-26,37500,36000,62500,3.31,-8520,8240,800
2001-01-29,35600,35600,37060,3.27,-1240,1240,0
2001-01-30,35400,35650,46890,3.28,-8790,880,-110
2001-01-31,36000,35700,32160,3.28,-2560,1280,1280
2001-02-01,35700,35000,45210,3.22,-340,90,250
2001-02-02,35500,35000,30530,3.22,380,-380,0
2001-02-05,35000,34100,47740,3.13,2330,200,-530
2001-02-06,34150,36000,245460,3.31,13300,-14200,400
2001-02-07,36000,34950,64710,3.21,-4640,-2800,-1400
2001-02-08,34300,35000,30760,3.22,-7070,6810,180
2001-02-09,35000,34800,31440,3.2,-180,-320,0
2001-02-12,35500,35900,96650,3.3,-5140,3910,210
2001-02-13,36300,35300,46310,3.24,-3520,330,4190
2001-02-14,35000,35250,34720,3.24,-5880,4710,1860
2001-02-15,35000,34850,44360,3.2,-260,900,-400
2001-02-16,34850,34550,37160,3.18,310,-310,0
2001-02-19,34500,34300,21920,3.15,2180,-1710,-290
2001-02-20,34200,34950,95130,3.21,18630,-18850,200
2001-02-21,34500,34550,32500,3.18,-5550,5770,-300
2001-02-22,34500,34100,40330,3.13,-12030,12820,210
2001-02-23,34000,34200,19490,3.14,-1670,1550,80
2001-02-26,34300,34700,22440,3.19,-600,240,300
2001-02-27,35000,34500,51720,3.17,11710,8070,200
2001-02-28,35200,34750,19240,3.19,-1210,-790,2000
2001-03-02,34500,34100,36280,3.13,-3190,-2430,-60
2001-03-05,33700,33850,30020,3.11,-5960,5650,10
2001-03-06,33700,34000,29050,3.12,8260,-460,-7800
2001-03-07,33950,33500,30800,3.08,2140,-1650,-370
2001-03-08,33550,33050,43880,3.04,7890,-880,-7110
2001-03-09,33200,33450,26490,3.07,-3340,4680,-1040
2001-03-12,33000,31750,38250,2.92,6130,-960,-5190
2001-03-13,30500,30900,36890,2.84,-560,540,0
2001-03-14,31400,31700,28130,2.91,1370,-1330,0
2001-03-15,30500,31000,20050,2.85,-1000,1010,-90
2001-03-16,31700,31050,18340,2.85,850,-760,-90
2001-03-19,30400,30650,14880,2.82,-120,880,-780
2001-03-20,30800,30750,12120,2.83,-890,850,0
2001-03-21,30450,31500,19780,2.89,-1820,1600,60
2001-03-22,31300,30700,17420,2.82,730,-1330,600
2001-03-23,31000,31000,15190,2.85,-1720,1600,0
2001-03-26,31000,31300,17440,2.88,2420,-2400,-20
2001-03-27,31400,31200,17490,2.87,250,-50,-200
2001-03-28,31700,31000,14080,2.85,-1050,910,0
2001-03-29,31000,30600,14860,2.81,1900,-1510,0
2001-03-30,30500,30600,17450,2.81,-690,650,0
2001-04-02,30800,30250,23370,2.78,8570,430,0
2001-04-03,30000,29450,19040,2.71,-2790,1890,820
2001-04-04,29050,29000,23150,2.66,-1470,1430,0
2001-04-06,30000,29900,24360,2.75,-5930,-3940,9860
2001-04-09,29050,29100,6330,2.67,920,-920,0
2001-04-10,29350,28950,11260,2.66,-180,180,0
2001-04-11,29700,29050,12160,2.67,2590,-2450,0
2001-04-12,29300,29000,22300,2.66,11880,-11570,-50
2001-04-13,29300,29100,71140,2.67,39130,-1180,-1560
2001-04-16,29250,29500,35230,2.71,9060,-9060,0
2001-04-17,29300,29500,23850,2.71,5820,-5820,0
2001-04-18,29700,30200,46430,2.78,15560,-15640,0
2001-04-19,30700,30500,99190,2.8,10370,-5830,980
2001-04-20,30700,30150,52480,2.77,2750,16130,-500
2001-04-23,30550,29900,36020,2.75,7230,7780,-15210
2001-04-24,30100,29900,24420,2.75,-1570,1190,360
2001-04-25,29950,30100,19500,2.77,-2430,2250,0
2001-04-26,29850,30100,32220,2.77,740,-740,0
2001-04-27,30500,30600,47910,2.81,-310,-740,-3000
2001-04-30,30800,30700,50010,2.82,2840,-3250,0
2001-05-02,31000,30700,55720,2.82,6090,-13740,10020
2001-05-03,30700,30600,18780,2.81,2370,-1100,-600
2001-05-04,30600,30900,64780,2.84,7050,-17550,40
2001-05-07,30900,31400,45060,2.89,-10450,12280,90
2001-05-08,31400,31200,29870,2.87,-4450,4740,-690
2001-05-09,31000,30700,23600,2.82,3230,-800,-2400
2001-05-10,30500,30700,24030,2.82,2990,930,-3480
2001-05-11,31000,31050,35320,2.85,790,-1040,0
2001-05-14,31400,31000,23810,2.85,210,-210,0
2001-05-15,31500,32000,159930,2.94,22340,-35630,-9500
2001-05-16,32500,31900,72960,2.93,4800,-6400,-1370
2001-05-17,32500,32500,66500,2.99,-3490,2620,0
2001-05-18,32500,32500,44050,2.99,2820,-2760,0
2001-05-21,32950,32900,59600,3.02,8750,2120,-380
2001-05-22,33000,32150,40330,2.95,1010,-420,-590
2001-05-23,32000,32000,32390,2.94,-1920,1340,540
2001-05-24,32000,31900,26590,2.93,-3660,1360,100
2001-05-25,32000,32200,54760,2.96,6720,-7860,0
2001-05-28,32350.0,32300.0,26640.0,2.97,-610,600,-100
2001-05-29,32200.0,32750.0,45670.0,3.01,90,1790,-130
2001-05-30,32900.0,32900.0,35320.0,3.02,-2530,3460,90
2001-05-31,32700.0,33350.0,124490.0,3.06,-3740,4730,570
2001-06-01,33700.0,32600.0,50640.0,3.0,-9070,9260,230
2001-06-04,32900.0,32350.0,30990.0,2.97,-10600,10320,200
2001-06-05,32650.0,32400.0,32360.0,2.98,-6450,14050,270
2001-06-07,31900.0,32300.0,26950.0,2.97,-10370,10370,450
2001-06-08,32000.0,32700.0,44250.0,3.01,-14630,16980,0
2001-06-11,32700.0,32300.0,22380.0,2.97,3530,-3220,0
2001-06-12,32300.0,32500.0,23850.0,2.99,-6300,9270,30
2001-06-13,32700.0,33650.0,125610.0,3.09,3640,8460,0
2001-06-14,34100.0,33550.0,82220.0,3.08,4130,-3520,750
2001-06-15,33400.0,34150.0,95090.0,3.14,5850,-5810,0
2001-06-18,34200.0,33300.0,35620.0,3.06,-1540,1600,0
2001-06-19,33500.0,32800.0,32680.0,3.01,-3440,2980,180
2001-06-20,32700.0,32250.0,35040.0,2.96,-1740,1860,0
2001-06-21,32250.0,32050.0,20910.0,2.95,-1370,1350,-90
2001-06-22,32050.0,32300.0,14740.0,2.97,-1700,1420,160
2001-06-25,32500.0,32200.0,15740.0,2.96,-2190,310,1750
2001-06-26,32200.0,32100.0,29090.0,2.95,-15080,-810,16020
2001-06-27,32300.0,31800.0,22260.0,2.92,-1860,270,1020
2001-06-28,31800.0,31400.0,18490.0,2.89,-1420,1300,30
2001-06-29,31500.0,32000.0,15360.0,2.94,-690,40,570
2001-07-02,32300.0,31800.0,9910.0,2.92,2180,-1650,0
2001-07-03,32000.0,31900.0,14630.0,2.93,240,-180,0
2001-07-04,32200.0,31700.0,10480.0,2.91,-500,810,-270
2001-07-05,31700.0,31400.0,12200.0,2.89,2870,-2870,0
2001-07-06,31100.0,30800.0,19850.0,2.83,510,-590,0
2001-07-09,30400.0,29900.0,19720.0,2.75,-7050,5870,430
2001-07-10,30000.0,30100.0,13100.0,2.77,1100,-860,210
2001-07-11,29800.0,29900.0,17990.0,2.75,-950,880,0
2001-07-12,30000.0,29900.0,22950.0,2.75,5370,-3620,-830
2001-07-13,30050.0,29700.0,18790.0,2.73,3500,-490,-3020
2001-07-16,29800.0,29900.0,7680.0,2.75,-180,-30,210
2001-07-18,30300.0,29600.0,9160.0,2.72,1670,-1740,70
2001-07-19,29600.0,29100.0,16730.0,2.67,2730,-2710,-20
2001-07-20,28700.0,28700.0,12610.0,2.64,1780,-1680,0
2001-07-23,28700.0,27750.0,21970.0,2.55,-2780,2540,240
2001-07-24,26050.0,26800.0,34300.0,2.46,5370,5210,-12580
2001-07-25,26800.0,26600.0,15260.0,2.44,2400,-1300,-520
2001-07-26,26800.0,27000.0,8150.0,2.48,2510,-2470,0
2001-07-27,27200.0,27450.0,8810.0,2.52,1000,-530,-470
2001-07-30,27600.0,27100.0,13190.0,2.49,3910,-3020,-870
2001-07-31,27700.0,27100.0,9360.0,2.49,1090,-1090,0
2001-08-01,27300.0,27700.0,20770.0,2.55,5050,-4990,-20
2001-08-02,27800.0,28000.0,22020.0,2.57,2030,-270,280
2001-08-03,27700.0,27950.0,8180.0,2.57,540,-120,-380
2001-08-06,28000.0,28550.0,18040.0,2.62,-900,900,0
2001-08-07,28500.0,28500.0,10120.0,2.62,-1260,760,500
2001-08-08,28550.0,28200.0,14120.0,2.59,550,-550,0
2001-08-09,27850.0,28200.0,31380.0,2.59,1100,-900,-500
2001-08-10,28500.0,28300.0,11140.0,2.6,2310,-2310,0
2001-08-13,28400.0,28050.0,11250.0,2.58,1090,-1240,0
2001-08-14,28100.0,28200.0,12850.0,2.59,-80,530,0
2001-08-16,28300.0,28400.0,11370.0,2.61,2820,-2820,0
2001-08-17,28500.0,29000.0,39930.0,2.66,150,-960,-190
2001-08-20,28900.0,28250.0,13750.0,2.6,850,-850,0
2001-08-21,28300.0,28300.0,7700.0,2.6,240,-240,0
2001-08-22,28300.0,28400.0,11900.0,2.61,-1190,1170,0
2001-08-23,28500.0,28600.0,17940.0,2.63,-30,-200,230
2001-08-24,28600.0,29450.0,43510.0,2.71,-2690,140,3000
2001-08-27,29500.0,29600.0,25300.0,2.72,-2500,2470,0
2001-08-28,29600.0,29100.0,20930.0,2.67,100,-100,20
2001-08-29,28900.0,28000.0,20430.0,2.57,-1030,1000,30
2001-08-30,27250.0,27700.0,19460.0,2.55,160,-160,0
2001-08-31,26600.0,26950.0,17030.0,2.48,1610,-1610,0
2001-09-03,27000.0,27000.0,8880.0,2.48,-610,610,0
2001-09-04,27500.0,27350.0,6700.0,2.51,-850,780,60
2001-09-05,27100.0,27400.0,8150.0,2.52,960,-300,-660
2001-09-06,27700.0,27300.0,8490.0,2.51,600,-610,10
2001-09-07,27000.0,27000.0,16950.0,2.48,1170,-820,-350
2001-09-10,27000.0,27000.0,10080.0,2.48,790,-770,-20
2001-09-11,27100.0,26700.0,8860.0,2.45,110,-120,10
2001-09-12,22700.0,22700.0,59900.0,2.09,-5760,4780,410
2001-09-13,24100.0,25500.0,66950.0,2.34,5770,-5230,-680
2001-09-14,25000.0,23500.0,33560.0,2.16,1660,-1370,-480
2001-09-17,23500.0,23000.0,31450.0,2.11,-10800,820,-30
2001-09-18,23100.0,24700.0,33440.0,2.27,-310,320,0
2001-09-19,25200.0,25000.0,42900.0,2.3,-90,120,0
2001-09-20,24800.0,25000.0,22410.0,2.3,1700,-1320,-350
2001-09-21,24150.0,24450.0,13520.0,2.25,120,-120,0
2001-09-24,24450.0,24600.0,8840.0,2.26,-1050,620,0
2001-09-25,25300.0,24650.0,13540.0,2.27,-5300,-1150,-90
2001-09-26,24950.0,24650.0,10430.0,2.27,-3500,-80,-1670
2001-09-27,24900.0,24400.0,17500.0,2.24,-8150,-570,-1290
2001-09-28,24400.0,25500.0,16490.0,2.34,-5610,3200,2250
2001-10-04,26000.0,26200.0,11120.0,2.41,-210,-240,490
2001-10-05,26000.0,25800.0,7340.0,2.37,-520,520,0
2001-10-08,25100.0,24650.0,31030.0,2.27,12600,-240,-12370
2001-10-09,25000.0,25950.0,204180.0,2.39,28160,-10390,-18560
2001-10-10,26000.0,26400.0,108200.0,2.43,7000,-6370,-10
2001-10-11,27000.0,26250.0,39140.0,2.41,380,-880,0
2001-10-12,26900.0,25700.0,29330.0,2.36,4630,-4600,-30
2001-10-15,29550.0,29550.0,307630.0,2.72,34000,-33450,-180
2001-10-16,29500.0,28650.0,185480.0,2.63,-19870,230,20140
2001-10-17,28800.0,28000.0,72530.0,2.57,740,-760,20
2001-10-18,28750.0,28100.0,165500.0,2.58,-2510,2100,-30
2001-10-19,29900.0,29700.0,276550.0,2.73,-1620,-4350,7010
2001-10-22,29400.0,28900.0,77270.0,2.66,100,-120,0
2001-10-23,29000.0,29050.0,47730.0,2.67,40,510,-30
2001-10-24,28500.0,28200.0,68530.0,2.59,6140,-6170,30
2001-10-25,28200.0,27800.0,45780.0,2.55,7770,-7120,-670
2001-10-26,28050.0,28050.0,22700.0,2.58,390,-240,0
2001-10-29,27850.0,27900.0,20620.0,2.56,-810,-100,20
2001-10-30,27900.0,27400.0,27100.0,2.52,-130,0,30
2001-10-31,27000.0,27100.0,19630.0,2.49,-960,230,10
2001-11-01,27300.0,27200.0,16860.0,2.5,110,-110,0
2001-11-02,27800.0,28000.0,73240.0,2.57,-28530,-640,29070
2001-11-05,28350.0,28900.0,53100.0,2.66,-13860,-5150,20930
2001-11-06,29400.0,28800.0,49140.0,2.65,-16380,1440,14790
2001-11-07,28600.0,28200.0,21490.0,2.59,850,-940,90
