Symbol,녹십자홀딩스_시가(원),녹십자홀딩스_종가(원),녹십자홀딩스_거래량(주),녹십자홀딩스_PER(IFRS-연결),녹십자홀딩스_순매수수량(개인)(주),녹십자홀딩스_순매수수량(기관계)(주),녹십자홀딩스_순매수수량(외국인계)(주)
2004-04-21,24450.0,25000.0,6800.0,32.2,20,-20,0
2004-04-22,25000.0,25000.0,2170.0,32.2,20,-20,0
2004-04-23,24800.0,25200.0,4350.0,32.47,10,-10,0
2004-04-26,25000.0,25550.0,1020.0,32.92,10,-10,0
2004-04-27,25200.0,25300.0,910.0,32.6,0,0,0
2004-04-28,25100.0,25000.0,12040.0,32.2,0,0,0
2004-04-29,25000.0,24550.0,910.0,31.63,10,-10,0
2004-04-30,24350.0,24650.0,480.0,31.76,0,0,0
2004-05-03,24800.0,24800.0,1600.0,31.95,0,0,0
2004-05-04,24850.0,24850.0,390.0,32.02,0,0,0
2004-05-06,24850.0,24550.0,820.0,31.63,0,0,0
2004-05-07,24550.0,24550.0,600.0,31.63,0,0,0
2004-05-10,24200.0,24050.0,1486.0,30.98,6,-6,0
2004-05-11,23100.0,24500.0,2801.0,31.56,1,-1,0
2004-05-12,24500.0,25000.0,3650.0,32.2,1600,0,-1600
2004-05-13,25000.0,24800.0,2020.0,31.95,0,0,0
2004-05-14,25000.0,24900.0,2360.0,32.08,0,0,0
2004-05-17,25000.0,25000.0,3360.0,32.2,0,0,0
2004-05-18,24850.0,24900.0,2350.0,32.08,0,0,0
2004-05-19,24850.0,24500.0,3872.0,31.56,0,0,0
2004-05-20,24350.0,25000.0,3360.0,32.2,-980,0,980
2004-05-21,25000.0,24850.0,720.0,32.02,0,0,0
2004-05-24,25000.0,24850.0,2850.0,32.02,0,0,0
2004-05-25,24950.0,24700.0,470.0,31.83,0,0,0
2004-05-27,24950.0,24900.0,1151.0,32.08,0,0,0
2004-05-28,24800.0,24900.0,410.0,32.08,0,0,0
2004-05-31,25000.0,24900.0,2850.0,32.08,0,0,0
2004-06-01,24650.0,24900.0,1050.0,32.08,0,0,0
2004-06-02,24650.0,24600.0,1600.0,31.7,10,-10,0
2004-06-03,24900.0,24950.0,3900.0,32.15,-510,0,510
2004-06-04,25000.0,24950.0,8470.0,32.15,-6990,0,6990
2004-06-07,24750.0,24750.0,730.0,31.88,0,0,0
2004-06-08,25000.0,24700.0,2770.0,31.83,0,0,0
2004-06-09,24900.0,24700.0,5130.0,31.83,10,-10,0
2004-06-10,24700.0,24700.0,2661.0,31.83,0,0,0
2004-06-11,25000.0,25000.0,3670.0,32.2,0,0,0
2004-06-14,25000.0,25100.0,6350.0,32.34,0,0,0
2004-06-15,25000.0,25450.0,4180.0,32.79,160,-160,0
2004-06-16,25200.0,25500.0,4380.0,32.85,20,-20,0
2004-06-17,25900.0,25250.0,1640.0,32.53,0,0,0
2004-06-18,25400.0,25400.0,7215.0,32.72,5,-5,0
2004-06-21,25500.0,25600.0,2960.0,32.99,10,-10,0
2004-06-22,25600.0,25600.0,4530.0,32.99,0,0,0
2004-06-23,25600.0,25800.0,680.0,33.24,0,0,0
2004-06-24,25850.0,26900.0,2546.0,34.65,50,-10,-40
2004-06-25,26800.0,26800.0,3330.0,34.53,120,-120,0
2004-06-28,26800.0,27300.0,3240.0,35.17,0,0,0
2004-06-29,27400.0,27500.0,830.0,35.43,0,0,0
2004-06-30,26500.0,27050.0,1060.0,34.85,0,0,0
2004-07-01,27050.0,26800.0,370.0,34.53,0,0,0
2004-07-02,26500.0,25650.0,410.0,33.04,10,-10,0
2004-07-05,25400.0,26000.0,290.0,33.49,0,0,0
2004-07-06,25650.0,25700.0,160.0,33.11,0,0,0
2004-07-07,25550.0,25500.0,200.0,32.85,0,0,0
2004-07-08,25500.0,25500.0,10.0,32.85,0,0,0
2004-07-09,25300.0,25200.0,399.0,32.47,60,-60,0
2004-07-12,25150.0,25000.0,1090.0,32.2,0,0,0
2004-07-13,25050.0,25350.0,270.0,32.67,10,-10,0
2004-07-14,25600.0,25000.0,7890.0,32.2,0,0,0
2004-07-15,25050.0,25100.0,9190.0,32.34,0,0,0
2004-07-16,25100.0,25500.0,670.0,32.85,10,-10,0
2004-07-19,25050.0,25100.0,610.0,32.34,0,0,0
2004-07-20,25100.0,24950.0,640.0,32.15,0,0,0
2004-07-21,25150.0,24950.0,220.0,32.15,0,0,0
2004-07-22,24900.0,24800.0,1730.0,31.95,0,0,0
2004-07-23,25100.0,24800.0,1480.0,31.95,0,0,0
2004-07-26,24600.0,24500.0,2270.0,31.56,0,0,0
2004-07-27,24500.0,24700.0,130.0,31.83,0,0,0
2004-07-28,24750.0,24900.0,490.0,32.08,0,0,0
2004-07-29,24550.0,24450.0,950.0,31.5,10,-10,0
2004-07-30,24850.0,24800.0,280.0,31.95,0,0,0
2004-08-02,24900.0,24650.0,8630.0,31.76,-7500,0,0
2004-08-03,24450.0,24750.0,7540.0,31.88,-6500,0,0
2004-08-04,24250.0,24500.0,9800.0,31.56,-6000,0,0
2004-08-05,24200.0,24350.0,460.0,31.38,0,0,0
2004-08-06,24350.0,24000.0,320.0,30.91,0,0,0
2004-08-09,24000.0,24000.0,1940.0,30.91,10,-10,0
2004-08-10,24000.0,24450.0,310.0,31.5,0,0,0
2004-08-11,24000.0,24400.0,110.0,31.43,10,-10,0
2004-08-12,24450.0,24400.0,460.0,31.43,0,0,0
2004-08-13,24450.0,24500.0,290.0,31.56,0,0,0
2004-08-16,23900.0,24200.0,220.0,31.18,0,0,0
2004-08-17,24000.0,23700.0,1010.0,30.54,0,0,0
2004-08-18,23800.0,23950.0,560.0,30.86,0,0,0
2004-08-19,23900.0,23900.0,1070.0,30.79,0,0,0
2004-08-20,23800.0,23950.0,610.0,30.86,20,-20,0
2004-08-23,24000.0,24200.0,200.0,31.18,0,0,0
2004-08-24,23900.0,24100.0,450.0,31.05,0,0,0
2004-08-25,24000.0,24050.0,370.0,30.98,0,0,0
2004-08-26,24200.0,24250.0,570.0,31.24,10,-10,0
2004-08-27,24050.0,24200.0,355.0,31.18,-5,5,0
2004-08-30,24000.0,24200.0,310.0,31.18,10,-10,0
2004-08-31,23800.0,23800.0,2420.0,30.66,-40,0,40
2004-09-01,23800.0,24000.0,1160.0,30.91,0,0,0
2004-09-02,23850.0,23800.0,1690.0,30.66,0,0,0
2004-09-03,24000.0,24150.0,1470.0,31.11,0,0,0
2004-09-06,24200.0,24250.0,630.0,31.24,0,0,0
2004-09-07,24000.0,24050.0,110.0,30.98,0,0,0
2004-09-08,23650.0,23950.0,1200.0,30.86,10,-10,0
2004-09-09,23900.0,24000.0,1501.0,30.91,0,0,0
2004-09-10,24000.0,24000.0,3180.0,30.91,0,0,0
2004-09-13,23850.0,24000.0,1120.0,30.91,0,0,0
2004-09-14,24100.0,24000.0,3010.0,30.91,10,-10,0
2004-09-15,24000.0,24350.0,720.0,31.38,0,0,0
2004-09-16,24000.0,24200.0,200.0,31.18,0,0,0
2004-09-17,24000.0,24050.0,180.0,30.98,0,0,0
2004-09-20,24050.0,24050.0,910.0,30.98,0,0,0
2004-09-21,24150.0,24050.0,240.0,30.98,0,0,0
2004-09-22,24050.0,24200.0,220.0,31.18,0,0,0
2004-09-23,24000.0,24000.0,830.0,30.91,0,0,0
2004-09-24,24050.0,24200.0,200.0,31.18,0,0,0
2004-09-30,23850.0,24400.0,612.0,31.43,2,-2,0
2004-10-01,24400.0,24350.0,690.0,31.38,0,0,0
2004-10-04,24500.0,24350.0,1050.0,31.38,0,0,0
2004-10-05,24450.0,24600.0,1374.0,31.7,4,-4,0
2004-10-06,24650.0,24600.0,1060.0,31.7,0,0,0
2004-10-07,24600.0,24500.0,2900.0,31.56,0,0,0
2004-10-08,24100.0,24200.0,970.0,31.18,10,-10,0
2004-10-11,24200.0,24050.0,880.0,30.98,10,-10,0
2004-10-12,24150.0,25150.0,18780.0,32.4,40,0,-40
2004-10-13,25550.0,25300.0,9276.0,32.6,211,-11,-200
2004-10-14,25300.0,24450.0,2145.0,31.5,0,0,0
2004-10-15,24450.0,24250.0,2120.0,31.24,0,0,0
2004-10-18,24250.0,24500.0,2868.0,31.56,-300,0,300
2004-10-19,24800.0,24600.0,640.0,31.7,0,0,0
2004-10-20,24100.0,24300.0,2210.0,31.31,0,0,0
2004-10-21,24300.0,24350.0,1180.0,31.38,0,0,0
2004-10-22,24200.0,24200.0,520.0,31.18,0,0,0
2004-10-25,24200.0,24100.0,400.0,31.05,10,-10,0
2004-10-26,24150.0,24150.0,1230.0,31.11,0,0,0
2004-10-27,24150.0,24150.0,610.0,31.11,10,-10,0
2004-10-28,24050.0,24100.0,180.0,31.05,0,0,0
2004-10-29,23900.0,24050.0,1110.0,30.98,0,0,0
2004-11-01,24100.0,24150.0,390.0,31.11,0,0,0
2004-11-02,24200.0,24300.0,820.0,31.31,0,0,0
2004-11-03,24300.0,24100.0,1260.0,31.05,0,0,0
2004-11-04,24350.0,24450.0,70.0,31.5,0,0,0
2004-11-05,24300.0,24500.0,210.0,31.56,0,0,0
2004-11-08,24400.0,24100.0,1650.0,31.05,0,0,0
2004-11-09,24100.0,24300.0,1240.0,31.31,0,0,0
2004-11-10,24300.0,24300.0,91.0,31.31,0,0,0
2004-11-11,24350.0,24400.0,340.0,31.43,10,-10,0
2004-11-12,24400.0,24400.0,190.0,31.43,0,0,0
2004-11-15,24400.0,24650.0,730.0,31.76,0,0,0
2004-11-16,24800.0,24650.0,1810.0,31.76,-700,0,0
2004-11-17,24850.0,24900.0,2630.0,32.08,-310,0,0
2004-11-18,24900.0,25050.0,420.0,32.27,10,-10,0
2004-11-19,25100.0,24900.0,560.0,32.08,10,-10,0
2004-11-22,25000.0,25000.0,640.0,32.2,-340,0,0
2004-11-23,25000.0,25000.0,1340.0,32.2,-920,0,0
2004-11-24,25000.0,25100.0,470.0,32.34,-50,0,0
2004-11-25,25500.0,25000.0,930.0,32.2,-590,-10,0
2004-11-26,25000.0,25400.0,1000.0,32.72,-100,0,0
2004-11-29,25100.0,25400.0,1840.0,32.72,-80,-10,0
2004-11-30,25100.0,25150.0,1060.0,32.4,0,0,0
2004-12-01,25150.0,25200.0,2050.0,32.47,10,-10,0
2004-12-02,25500.0,25300.0,320.0,32.6,20,-20,0
2004-12-03,25700.0,25350.0,920.0,32.67,-140,0,0
2004-12-06,25500.0,25600.0,350.0,32.99,-296,-4,0
2004-12-07,25300.0,25350.0,6250.0,32.67,-1800,-10,0
2004-12-08,25350.0,25000.0,5950.0,32.2,-590,-10,0
2004-12-09,25500.0,25500.0,2470.0,32.85,-2340,0,0
2004-12-10,25100.0,25750.0,11160.0,33.17,0,0,0
2004-12-13,24600.0,25800.0,4300.0,33.24,-300,0,0
2004-12-14,25000.0,25100.0,250.0,32.34,10,-10,0
2004-12-15,25100.0,25100.0,2590.0,32.34,-600,0,0
2004-12-16,24900.0,25300.0,630.0,32.6,0,0,0
2004-12-17,25900.0,25000.0,40.0,32.2,0,0,0
2004-12-20,25900.0,26500.0,10840.0,34.14,0,0,0
2004-12-21,26100.0,26000.0,670.0,33.49,0,0,0
2004-12-22,25450.0,25350.0,1190.0,32.67,0,0,0
2004-12-23,25050.0,25100.0,1920.0,32.34,0,0,0
2004-12-24,25200.0,24850.0,730.0,32.02,0,0,0
2004-12-27,25500.0,25700.0,540.0,33.11,0,0,0
2004-12-28,25750.0,25350.0,330.0,32.67,20,-20,0
2004-12-29,24950.0,25300.0,2850.0,32.6,0,0,0
2004-12-30,24800.0,25550.0,780.0,32.92,0,0,0
2005-01-03,25200.0,25100.0,240.0,107.7,10,-10,0
2005-01-04,24800.0,25000.0,570.0,107.23,0,0,0
2005-01-05,25000.0,25100.0,940.0,107.7,0,0,0
2005-01-06,25550.0,25100.0,1260.0,107.7,0,0,0
2005-01-07,25100.0,25100.0,1430.0,107.7,0,0,0
2005-01-10,25850.0,25100.0,1090.0,107.7,0,0,0
2005-01-11,25000.0,25400.0,1075.0,108.96,0,0,0
2005-01-12,25350.0,25350.0,0.0,108.77,0,0,0
2005-01-13,25350.0,25000.0,3200.0,107.23,0,0,0
2005-01-14,25450.0,25250.0,2200.0,108.3,0,0,0
2005-01-17,25100.0,25050.0,620.0,107.46,10,-10,0
2005-01-18,25000.0,25050.0,840.0,107.46,10,-10,0
2005-01-19,25050.0,25150.0,2400.0,107.88,0,0,0
2005-01-20,25100.0,25100.0,4280.0,107.7,0,0,0
2005-01-21,25000.0,25100.0,1670.0,107.7,10,-10,0
2005-01-24,25000.0,25100.0,2390.0,107.7,0,0,0
2005-01-25,25100.0,25100.0,2350.0,107.7,0,0,0
2005-01-26,25000.0,25100.0,2180.0,107.7,0,0,0
2005-01-27,25100.0,25100.0,2950.0,107.7,10,-10,0
2005-01-28,25100.0,25150.0,1130.0,107.88,0,0,0
2005-01-31,25200.0,25300.0,1460.0,108.54,10,-10,0
2005-02-01,25250.0,25150.0,1600.0,107.88,10,-10,0
2005-02-02,25550.0,25350.0,2420.0,108.77,0,0,0
2005-02-03,25550.0,25300.0,1510.0,108.54,0,0,0
2005-02-04,25350.0,26000.0,2330.0,111.52,0,0,0
2005-02-07,26200.0,26400.0,1460.0,113.25,10,-10,0
2005-02-11,25700.0,30350.0,20315.0,130.18,-2330,2330,0
2005-02-14,34600.0,34900.0,44517.0,149.72,2255,-105,0
2005-02-15,35700.0,35500.0,25429.0,152.29,-3630,2930,0
2005-02-16,35000.0,34000.0,17751.0,145.85,-4610,4610,0
2005-02-17,33450.0,32600.0,14059.0,139.83,-130,130,0
2005-02-18,32600.0,32600.0,26592.0,139.83,-10200,200,0
2005-02-21,32650.0,33000.0,7160.0,141.56,-2050,400,0
2005-02-22,33150.0,33200.0,17965.0,142.44,-11585,1585,0
2005-02-23,33500.0,33000.0,12970.0,141.56,-10950,950,0
2005-02-24,33300.0,33000.0,14810.0,141.56,-2340,-5660,-2000
2005-02-25,33000.0,33000.0,5330.0,141.56,-1560,0,0
2005-02-28,33000.0,33300.0,7300.0,142.86,-3200,0,-1800
2005-03-02,33300.0,33000.0,16324.0,141.56,270,-5270,0
2005-03-03,33000.0,33000.0,8467.0,141.56,-3983,-17,-1000
2005-03-04,33000.0,33900.0,14000.0,145.43,-4052,-948,0
2005-03-07,33900.0,33000.0,14001.0,141.56,-5000,0,0
2005-03-08,33000.0,33100.0,7640.0,141.98,-5000,0,0
2005-03-09,33100.0,32300.0,4719.0,138.57,-2981,-19,0
2005-03-10,32300.0,32300.0,1920.0,138.57,-60,0,0
2005-03-11,32550.0,34400.0,5720.0,147.57,1460,-1460,0
2005-03-14,34400.0,33500.0,6060.0,143.7,-3000,0,0
2005-03-15,33500.0,32500.0,4580.0,139.41,-2980,-20,0
2005-03-16,32650.0,33800.0,8190.0,145.01,10,-10,-1000
2005-03-17,33800.0,33000.0,14340.0,141.56,-9480,0,-1000
2005-03-18,33200.0,34200.0,6170.0,146.69,120,-10,-110
2005-03-21,34200.0,33050.0,7930.0,141.79,-6700,-30,0
2005-03-22,33050.0,32100.0,910.0,137.69,0,0,0
2005-03-23,31600.0,30500.0,1670.0,130.83,490,-10,0
2005-03-24,30500.0,30000.0,290.0,128.68,10,-10,0
2005-03-25,30000.0,29900.0,1220.0,128.26,30,-30,0
2005-03-28,30100.0,30100.0,290.0,129.1,0,0,0
2005-03-29,29200.0,30000.0,530.0,128.68,0,0,0
2005-03-30,30300.0,30300.0,818.0,129.99,9,-9,0
2005-03-31,30250.0,30300.0,510.0,129.99,0,0,0
2005-04-01,30000.0,30000.0,680.0,128.68,0,0,0
2005-04-04,29750.0,29800.0,240.0,127.85,30,-30,0
2005-04-06,29500.0,29800.0,1790.0,127.85,500,0,-500
2005-04-07,29650.0,29800.0,1110.0,127.85,0,0,0
2005-04-08,29600.0,30750.0,1430.0,131.9,0,0,0
2005-04-11,30750.0,31250.0,510.0,134.05,0,0,0
2005-04-12,31250.0,31000.0,600.0,132.98,0,0,0
2005-04-13,31300.0,32400.0,770.0,138.99,-150,150,0
2005-04-14,32500.0,31900.0,300.0,136.85,0,0,0
2005-04-15,31600.0,31950.0,2390.0,137.08,-480,480,0
2005-04-18,31750.0,31950.0,1680.0,137.08,-970,970,0
2005-04-19,32000.0,32450.0,2540.0,139.23,-660,760,-100
2005-04-20,31700.0,32600.0,1230.0,139.83,-1110,1110,0
2005-04-21,32600.0,33050.0,1910.0,141.79,-800,800,0
2005-04-22,33000.0,33050.0,550.0,141.79,0,0,0
2005-04-25,33400.0,33100.0,1930.0,141.98,-600,600,0
2005-04-26,32600.0,33000.0,3550.0,141.56,-2480,2480,0
2005-04-27,33000.0,33400.0,1920.0,143.28,-580,580,0
2005-04-28,33400.0,33900.0,2150.0,145.43,-630,630,0
2005-04-29,33000.0,33000.0,918.0,141.56,-660,660,0
2005-05-02,33950.0,33900.0,350.0,145.43,-280,280,0
2005-05-03,33850.0,33850.0,0.0,145.2,0,0,0
2005-05-04,33050.0,33850.0,2240.0,145.2,-1490,1490,0
2005-05-06,33100.0,34000.0,100.0,145.85,0,0,0
2005-05-09,33100.0,34000.0,1020.0,145.85,-990,990,0
2005-05-10,34000.0,33850.0,900.0,145.2,-500,500,0
2005-05-11,33100.0,31950.0,17140.0,137.08,7500,0,-7500
2005-05-12,32100.0,31500.0,6660.0,135.12,-1000,1000,0
2005-05-13,30200.0,31700.0,3110.0,136.01,-2560,2560,0
2005-05-16,30750.0,31300.0,1440.0,134.28,-1330,1330,0
2005-05-17,31000.0,31000.0,60.0,132.98,0,0,0
2005-05-18,30600.0,30800.0,27210.0,132.14,0,0,0
2005-05-19,30750.0,30300.0,543.0,129.99,13,-13,0
2005-05-20,30300.0,31000.0,1270.0,132.98,20,-20,0
2005-05-23,30300.0,31400.0,450.0,134.7,0,0,0
2005-05-24,31700.0,30700.0,170.0,131.72,0,0,0
2005-05-25,31400.0,30550.0,230.0,131.06,0,0,0
2005-05-26,30900.0,30750.0,890.0,131.9,20,0,0
2005-05-27,30600.0,30800.0,340.0,132.14,10,-10,0
2005-05-30,30800.0,31350.0,650.0,134.47,-10,0,10
2005-05-31,31000.0,31200.0,710.0,133.86,-40,0,40
2005-06-01,30650.0,31000.0,6390.0,132.98,0,0,0
2005-06-02,31000.0,31500.0,2230.0,135.12,10,-10,0
2005-06-03,31100.0,31800.0,2110.0,136.43,10,-10,0
2005-06-07,32900.0,32950.0,1720.0,141.37,10,-10,0
2005-06-08,33800.0,33100.0,3760.0,141.98,150,-150,0
2005-06-09,35900.0,34000.0,980.0,145.85,0,0,0
2005-06-10,33200.0,33400.0,1410.0,143.28,0,0,0
2005-06-13,33550.0,33950.0,1870.0,145.62,0,0,0
2005-06-14,34000.0,34000.0,1800.0,145.85,0,0,0
2005-06-15,34000.0,34000.0,1810.0,145.85,0,0,0
2005-06-16,33500.0,33250.0,450.0,142.63,0,0,0
2005-06-17,32600.0,32400.0,1950.0,138.99,0,0,0
2005-06-20,32850.0,32850.0,10.0,140.9,0,0,0
2005-06-21,32900.0,32650.0,440.0,140.07,50,0,0
2005-06-22,33200.0,32100.0,1660.0,137.69,50,0,0
2005-06-23,32750.0,31500.0,1190.0,135.12,650,0,0
2005-06-24,31300.0,31400.0,9180.0,134.7,0,0,0
2005-06-27,30150.0,31000.0,16080.0,132.98,10,-10,0
2005-06-28,31300.0,31500.0,11470.0,135.12,200,0,0
2005-06-29,30950.0,32000.0,3120.0,137.27,0,0,0
2005-06-30,32000.0,33200.0,4390.0,142.44,60,-10,0
2005-07-01,33650.0,32700.0,2530.0,140.3,50,-50,0
2005-07-04,33000.0,33850.0,12570.0,145.2,0,0,0
2005-07-05,34000.0,34050.0,16980.0,146.08,10,-10,0
2005-07-06,34050.0,33550.0,1060.0,143.94,0,0,0
2005-07-07,33050.0,33150.0,9905.0,142.21,20,-20,0
2005-07-08,33050.0,33500.0,450.0,143.7,0,0,0
2005-07-11,33400.0,33050.0,15180.0,141.79,0,0,0
2005-07-12,33100.0,33000.0,3750.0,141.56,0,0,0
2005-07-13,33000.0,33450.0,2520.0,143.52,0,0,0
2005-07-14,33400.0,33800.0,5600.0,145.01,0,0,0
2005-07-15,34000.0,33900.0,6620.0,145.43,20,-20,0
2005-07-18,34500.0,33900.0,3440.0,145.43,0,0,0
2005-07-19,33400.0,33950.0,1300.0,145.62,10,-10,0
2005-07-20,33900.0,33500.0,1180.0,143.7,0,0,0
2005-07-21,33400.0,34500.0,4240.0,147.99,10,-10,0
2005-07-22,33650.0,33750.0,1340.0,144.78,10,-10,0
2005-07-25,33150.0,33350.0,1713.0,143.05,4,-4,0
2005-07-26,33000.0,34100.0,4220.0,146.27,510,-10,0
2005-07-27,34450.0,33950.0,2390.0,145.62,0,0,0
2005-07-28,33550.0,34050.0,830.0,146.08,10,-10,0
2005-07-29,34050.0,33900.0,1050.0,145.43,10,-10,0
2005-08-01,33600.0,33550.0,1510.0,143.94,10,-10,0
2005-08-02,34100.0,34400.0,4110.0,147.57,400,-400,0
2005-08-03,34000.0,34850.0,5760.0,149.49,-390,0,390
2005-08-04,34850.0,34000.0,4657.0,145.85,-900,0,900
2005-08-05,33500.0,35100.0,3310.0,150.56,-2060,0,2060
2005-08-08,34900.0,35400.0,4700.0,151.87,-1200,0,1200
2005-08-09,34700.0,34800.0,2570.0,149.3,0,0,0
2005-08-10,34800.0,35300.0,6774.0,151.45,-1296,-614,1910
2005-08-11,35100.0,35100.0,1020.0,150.56,10,-10,0
2005-08-12,34600.0,34800.0,1080.0,149.3,-500,0,500
2005-08-16,35900.0,35300.0,2120.0,151.45,-140,-10,150
2005-08-17,34900.0,35000.0,1990.0,150.14,0,0,0
2005-08-18,35000.0,35300.0,2050.0,151.45,90,-90,0
2005-08-19,34850.0,34500.0,2254.0,147.99,800,0,-800
2005-08-22,35000.0,34700.0,2280.0,148.83,0,0,0
2005-08-23,35000.0,34700.0,5390.0,148.83,10,-10,0
2005-08-24,34500.0,34500.0,1660.0,147.99,0,0,0
2005-08-25,34200.0,34400.0,2150.0,147.57,0,0,0
2005-08-26,34200.0,34900.0,240.0,149.72,0,0,0
2005-08-29,34700.0,34800.0,2330.0,149.3,-10,10,0
2005-08-30,34100.0,34500.0,1230.0,147.99,0,0,0
2005-08-31,34500.0,34650.0,880.0,148.65,-60,-10,70
2005-09-01,34150.0,34650.0,280.0,148.65,-160,-10,170
2005-09-02,34350.0,34350.0,600.0,147.34,-300,0,300
2005-09-05,34400.0,34200.0,1450.0,146.69,0,0,0
2005-09-06,34500.0,34500.0,1560.0,147.99,20,-20,0
2005-09-07,34200.0,34600.0,2100.0,148.41,0,0,0
2005-09-08,34600.0,34400.0,2260.0,147.57,10,-10,0
2005-09-09,34500.0,34350.0,7115.0,147.34,4705,-4705,0
2005-09-12,34100.0,34150.0,2415.0,146.5,25,-20,-5
2005-09-13,34400.0,34500.0,100.0,147.99,0,0,0
2005-09-14,35150.0,34800.0,90.0,149.3,0,0,0
2005-09-15,34800.0,34800.0,1190.0,149.3,10,-10,0
2005-09-16,34600.0,34500.0,2460.0,147.99,-120,-930,1050
2005-09-20,35000.0,35100.0,3290.0,150.56,-520,0,520
2005-09-21,35500.0,37850.0,13490.0,162.36,-510,0,510
2005-09-22,37850.0,37500.0,8100.0,160.87,10,-10,0
2005-09-23,37000.0,36800.0,1590.0,157.88,0,0,0
2005-09-26,38700.0,37300.0,3620.0,160.03,1000,-1000,0
2005-09-27,37500.0,39000.0,4940.0,167.3,-2000,0,2000
2005-09-28,39400.0,40900.0,8190.0,175.47,-1150,-10,530
2005-09-29,40150.0,42100.0,7810.0,180.6,-2650,-3010,5790
2005-09-30,43250.0,42000.0,9750.0,180.18,430,-6430,6000
2005-10-04,40600.0,43050.0,4460.0,184.65,-470,-230,700
2005-10-05,43000.0,41850.0,1430.0,179.52,0,0,0
2005-10-06,41800.0,41450.0,1870.0,177.8,0,0,0
2005-10-07,41200.0,42000.0,720.0,180.18,10,-10,0
2005-10-10,43000.0,47400.0,13762.0,203.36,-136,126,0
2005-10-11,47200.0,45500.0,9020.0,195.2,1950,-10,-3040
2005-10-12,46000.0,44000.0,21580.0,188.76,-5680,-10,-2210
2005-10-13,44200.0,48500.0,24310.0,208.07,-250,0,-300
2005-10-14,51000.0,50100.0,23900.0,214.93,-10,30,-20
2005-10-17,50600.0,57600.0,46890.0,247.11,590,-190,-200
2005-10-18,60900.0,62800.0,93954.0,269.4,520,-20,-200
2005-10-19,59600.0,55000.0,50880.0,235.96,-1320,-20,1380
2005-10-20,55000.0,52000.0,24016.0,223.09,53,-53,0
2005-10-21,49350.0,49150.0,23556.0,210.82,0,0,0
2005-10-24,49000.0,52000.0,25391.0,223.09,-1690,-10,1700
2005-10-25,54000.0,53900.0,14555.0,231.2,-5000,0,5000
2005-10-26,53600.0,52500.0,6795.0,225.23,10,-10,0
2005-10-27,54200.0,54300.0,15734.0,232.93,-410,0,0
2005-10-28,54000.0,58000.0,40280.0,248.79,-900,0,0
2005-10-31,57000.0,58500.0,16035.0,250.93,-3760,-30,3440
2005-11-01,57400.0,56800.0,8892.0,243.66,7,-7,0
2005-11-02,56000.0,58500.0,18018.0,250.93,-2120,0,2060
2005-11-03,59200.0,58600.0,9720.0,251.4,-1140,-40,0
2005-11-04,58500.0,56900.0,7350.0,244.08,-1170,0,1170
2005-11-07,56900.0,55500.0,7270.0,238.11,1230,-20,-1210
2005-11-08,55600.0,56200.0,13650.0,241.09,-5670,0,5670
2005-11-09,55500.0,57500.0,22062.0,246.64,-15738,-12,15750
2005-11-10,57200.0,59000.0,7030.0,253.08,-3430,-10,3440
2005-11-11,59000.0,59000.0,4970.0,253.08,-1120,-10,1130
2005-11-14,61800.0,60300.0,4232.0,258.68,-950,0,950
2005-11-15,59500.0,59500.0,3690.0,255.22,-1000,0,1000
2005-11-16,58500.0,58800.0,4760.0,252.24,-950,0,950
2005-11-17,60000.0,59000.0,3980.0,253.08,-300,-30,330
2005-11-18,60900.0,60500.0,6472.0,259.51,-3290,-10,3300
2005-11-21,60400.0,64400.0,15280.0,276.26,-7810,1770,-60
2005-11-22,63600.0,64400.0,6498.0,276.26,-3390,3740,-350
2005-11-23,65000.0,66800.0,8939.0,286.57,-6431,3591,1920
2005-11-24,66900.0,66500.0,5070.0,285.26,-2250,250,2000
2005-11-25,65300.0,71900.0,28004.0,308.44,-19226,7866,8860
2005-11-28,73000.0,74400.0,12574.0,319.17,-4530,1320,620
2005-11-29,72700.0,74400.0,13930.0,319.17,-4990,6660,-1670
2005-11-30,75900.0,74000.0,6738.0,317.44,-3169,2729,440
2005-12-01,75500.0,74400.0,8013.0,319.17,600,-20,1010
2005-12-02,73300.0,74400.0,13420.0,319.17,-7570,6940,630
2005-12-05,74300.0,80000.0,20881.0,343.19,-13451,13391,1120
2005-12-06,79900.0,77200.0,9420.0,331.16,1550,3830,-5410
2005-12-07,75100.0,78000.0,14470.0,334.61,-7910,4380,3530
2005-12-08,75400.0,77900.0,8110.0,334.19,-3040,4130,-1200
2005-12-09,75700.0,75600.0,11160.0,324.3,-500,2480,-3330
2005-12-12,74000.0,75100.0,8360.0,322.15,-5220,110,2810
2005-12-13,75100.0,76300.0,16310.0,327.33,-10020,1890,6930
2005-12-14,76600.0,77100.0,3770.0,330.74,-1090,-20,1110
2005-12-15,77100.0,78300.0,5520.0,335.91,-3180,980,2200
2005-12-16,74000.0,70700.0,15980.0,303.31,-6240,3190,-1110
2005-12-19,70000.0,72000.0,20430.0,308.86,-6320,-6420,11370
2005-12-20,70600.0,73100.0,6032.0,313.57,-1480,-2010,1080
2005-12-21,75000.0,75000.0,9420.0,321.74,-3470,-1040,3000
2005-12-22,75000.0,70000.0,9000.0,300.28,-1400,410,990
2005-12-23,70000.0,70100.0,6070.0,300.7,-2170,-160,2720
